-0.0037647+0.00683737j -0.00662743-0.00295044j -0.000753204+0.00618129j 0.00574352-0.000324571j 0.00245292+0.00115302j -0.00224679-0.000976961j -0.00214074+0.00472671j 0.00230667+0.00255447j -0.00145046-0.00156204j -0.0032733+0.000544518j -0.00277781+2.3034e-06j 0.000739177+0.00583347j -0.00440574-0.00115346j 0.00258629-0.000769736j -0.00209709-0.000751723j 0.000973065+0.00125829j -0.000850047+0.00105811j 0.000144005+3.01561e-05j 0.00135871+0.000398591j 0.00314676-0.000251111j -0.00265041+0.00278956j -0.00176343-0.00245964j -0.00102488-0.000494707j 0.00140346+0.00306499j -0.000266187+0.00203286j -0.000599721-0.00201087j -0.00083196+0.000577112j -0.0021748-0.000125826j 0.00124767-0.000342491j 0.00094076+0.000433414j -0.00104053+0.0016118j -0.000879537+0.000603536j 0.000669546-1.12576e-05j -6.12425e-05-0.00181485j 0.000731485-0.000721079j 0.00234274+0.000552509j 0.000388185-0.000664255j -0.00137378-0.00063842j 0.00139485+0.000247577j -0.00294445+0.00163572j 3.13902e-05+0.000631425j -0.00117656+7.77653e-05j -0.00102423-0.00198643j -0.000112542+0.00171129j 0.00200092+0.0020341j -1.70829e-06+0.00042559j 0.00260784+0.000318822j 0.0002896-0.00138479j -0.000558064+0.000778119j -0.000615416+0.00119435j -0.000129554+0.00180428j -0.000556532-0.000575743j 0.000719389-0.00065517j -1.52844e-05-0.00209099j -0.00164483+0.00118308j -0.00104567+7.84553e-05j -0.000793838+0.00305585j 0.00113624+0.00391322j 0.0102845-0.00150686j -0.0042071-0.00503512j 0.00154521-0.0119014j 0.00729624-0.00105848j -0.00236084+0.000118337j -0.00495517+0.00754771j 0.00279384+0.00079184j -0.00661318-0.00266977j 0.00624637+0.00598718j -0.0045244+0.00712532j -0.00873467-0.0119108j -0.0125828+0.00868804j 
-0.00512582-0.00253562j 0.000490767-0.00306799j -0.000603322+0.00100463j 0.000439699+0.000235429j 0.004969+0.00299119j -0.00189007-0.00283083j 0.00221239+9.73992e-05j -0.000349634-0.00245935j -0.000399021-0.00100306j -0.000985033-0.00137949j 0.00222725-0.00170978j -0.00361611+0.00257348j -0.000928129-0.0035224j -0.0145357-0.00575994j -0.0089424+0.00686076j -0.00640983-0.00624184j 0.00175142-0.0067545j -0.00352215+0.00346818j -0.0148688+0.00443961j 0.0091754-0.000158037j 0.00570942+0.000769827j -0.0033571+0.00350878j -0.00350703+0.00139485j -0.00614239-0.00803134j -0.00155078-0.00428982j -0.00128514-0.00268555j -0.00415256-0.00695256j -0.00748244-0.00823589j 0.00247598+0.00632646j 0.00107402-0.000286922j -0.000953637-0.000403769j 6.13336e-05+0.000219996j -0.00559752-0.000153791j 0.00244358-0.00399081j -0.00172679-0.004062j -0.00223783-0.00167085j -0.000762556+0.00510313j 0.00195713-0.00470934j 0.00814573-0.00203567j 0.000899871-0.00516259j 0.00260576-0.000376135j 0.00173589-0.00214033j -0.00302602-0.0054055j 0.000511628-0.00635221j 0.00155097+0.00105185j 0.00212355-0.00168897j 0.00201728+0.00296107j 0.000172425+1.66623e-05j -0.000737361-0.00308813j 0.00342343-0.00158482j -0.000874337-1.34759e-05j 0.00408193+0.00437273j 1.26735e-05-0.00113219j 0.00190988-0.00464103j -0.00297797-0.00281828j -0.00386698-0.000276065j -0.00422332-0.000653267j -0.00433793+0.00217945j -3.67617e-05+0.00520635j 0.00488925+0.00182622j 0.00179595+9.12717e-05j -0.00323761-0.00103421j -0.000367257-0.00172867j -0.00206236-0.000897606j -7.27839e-05+0.005296j 0.000275029-0.000351156j -0.00177931+7.29551e-05j 0.000355929-0.00166933j -0.00166328+0.00293126j 0.002655+0.0012208j 
-0.000178322+8.23897e-05j 0.000903601+6.71382e-05j 0.00233688-0.00341067j 0.00320059+0.000238945j -0.000625921-0.00322019j 0.000273184+0.00213258j -0.0020524-0.00332057j -0.00207705+0.00565709j -0.00590721+0.00399141j -0.00277327-0.00646933j -0.00209716-0.00585433j -0.000433726+0.00305259j -0.00228814+0.00274068j 0.00419636+0.00238884j -0.00629437+0.011197j 0.000143235-0.000835723j 0.00319551+0.00555052j 0.00366184+0.00911558j -0.00531817+0.00762126j 0.00407503+0.00720583j -0.00116026+0.00417178j 0.00138745-0.0032393j -0.00123405+0.00139128j 0.00449617+0.00350223j 0.0044808-0.0062539j -0.00333249-0.00213563j 0.00885023+0.000627612j 0.00435823-0.00138837j -0.00767043-0.00110852j 0.00281932-0.000938582j 0.00349712-0.00275437j -0.000114845+0.00138786j 0.00992906+0.00612813j -0.00564421+0.00243119j 0.00233002-0.00543162j 0.00796084+0.00406819j 0.00213093+0.0043799j 0.00405679+0.00498089j 0.00325702-0.00062695j 0.00410076+0.00213619j -0.00309174+0.000347444j -0.0019284+0.00444075j 7.60527e-05-0.00402188j 8.63265e-05-0.00142692j -0.00130907-0.000320223j -0.000674529+0.000699316j 0.000228332+0.0033022j 0.000803736+0.00269928j -0.00361744+0.000215432j 0.00406862+2.7742e-05j 0.00157446-0.000445113j 0.00295379-0.000156174j -0.00010896+0.00205751j -0.000443442+0.000962434j 0.00230096-0.000560389j 0.000597963-0.00141409j 0.00330415+0.00268606j -0.00101928-0.00295138j 0.000609048-0.00137311j -0.00300199-0.000693496j 0.00374709-0.00121485j 0.001281+0.000940238j -0.00245679-0.000309454j 5.00789e-06+0.000163755j -0.00278966-0.000722994j -0.00158241+0.00141647j 0.000677965-0.00194565j 0.00223651-0.00109078j 0.00052578-0.00224433j -0.000634018-0.00100619j 
0.00202859-0.0016427j -0.00236622-0.0028639j 0.0020094+0.00356001j 0.00263484-0.000521293j 0.001198+0.00244421j 0.00187523-0.00283655j 0.000350728+0.00440982j 0.00269-0.00411864j 0.00175168-0.00504044j -0.000722336+0.00477345j -1.43449e-05+0.00483881j -0.00364548-0.000140979j -0.00671157-0.00636798j -0.00377205-0.00134772j -0.00668078-0.00109998j -0.0103279-0.000764548j 0.000357619-0.00413129j 0.00784026-0.00121031j -0.00800138-0.00211866j -0.00529263+0.00353598j 0.00237323-0.00153353j 0.00364226+0.00123143j 0.000403019-0.00339777j -0.00187735-0.00290859j 0.00393969-0.00278413j -0.00148795+0.00170443j 0.00544954-0.00201937j 0.0110696-0.00666247j 0.0012741+0.000399192j 0.00799032-0.000595536j 0.00789254+0.000916012j -0.0108096+0.00195252j 0.00358239-0.00197618j -0.00425137-0.000906065j 0.00330288-0.00304782j -1.33498e-06-0.00174932j -0.00237857+0.000449606j -0.0021021-0.00225357j 0.0039162-0.00625244j -0.00050672-0.000282877j -0.00151969+0.000379245j 0.00195452-0.00123962j 0.00108504-0.00203766j 0.00148436-9.9406e-05j -0.00329069-0.00176051j -0.00335457-0.002549j -0.00172338+0.00362745j -0.00317226+0.00102675j -0.00023744+0.00424567j -0.00221333+0.00249989j -0.00161047+0.000559395j -0.00197865-0.00315797j -0.00145388+0.000262458j -0.00254303-0.00217538j 0.000411155+0.0053763j -0.00450669-0.00131086j -0.00204232-0.00020974j -0.00491538-0.00221429j 0.00171825+0.0039524j 0.0008407+0.000199585j 0.00322826+0.000729776j -0.000390089+0.00199231j 0.001262+0.00024149j -0.00210121-0.000579412j 0.00103557-0.00217141j 0.00221506-2.92097e-05j -0.000691258+0.000943753j -0.000947261-0.00096305j 0.00139483+0.00058066j 0.00275376-0.000704455j 
-0.000976022+0.00303529j -0.00256619-0.00263255j 0.00126927-0.000233393j -0.00316338-0.00378814j 0.00494986+0.000135726j -0.00442078-0.00363553j 0.00107146+0.00435534j 0.00113281-0.000753716j -0.00246671+0.0015846j 0.00178394+0.00574283j -0.00483849-0.00681683j -6.72391e-05+0.00435151j -0.0026112+0.00737348j 0.00197628+0.00565807j -0.00760492-0.00198433j -0.00727914-0.00259453j -0.00508497-0.00195777j -0.0112501+0.00154567j -0.00356818+0.00780562j -0.00192634-0.00146529j -0.00620072-0.00524975j 0.00670177+0.0038456j -0.000610903-0.00943922j -0.00445882-0.00242764j 0.0038886-0.00319322j -0.000962632-0.00305751j -0.00509519+0.00576086j 0.00111169+0.00376465j -0.00107391-0.00551977j -0.00427837+0.000509473j 0.00793821-0.00402775j -0.00728156+0.00284881j -0.00167592+0.0066867j -0.00520091-0.00695938j 0.00279681+0.000598994j -0.00229471+0.00456669j -0.00200159+0.0037416j 0.000789172+0.00444756j 0.000803997-0.00242943j -0.000398966-0.00191209j -0.00389814-0.00384756j -0.00542978+0.00176931j 0.00336857+0.000314355j -0.00343102+0.00433738j 0.00134019-0.00133884j -0.00293548-0.00105913j 0.000693247+0.0016833j -0.00169946-0.00189023j -0.00131322-0.00149297j 0.000460917+0.00315404j -0.00104951+0.0018791j 0.000482289+0.00210973j -0.00278969-0.00321175j -0.00290699-0.00095806j 0.00217168+0.00281142j -0.00106935+0.000118266j 0.002193+0.00231799j -0.00392203+0.00136242j 0.0018083+0.00248343j -0.00375956-0.00441033j 0.00368145-0.00192334j -0.00223616+0.00625394j -0.000501147-0.00431179j -0.00117475-0.00317308j -0.00139828-0.00442524j -0.00348886-0.000326473j 0.00167409+0.00336492j -0.00439339+0.00117358j 0.00156926+0.00065213j 0.00128658-0.000781396j 
-0.00205352+0.00119807j 0.0017971+0.00444662j 0.00015535+0.000225528j 0.0010644-0.00367197j 0.000605479-0.00195404j 0.0014065+0.00101176j 0.000583317+0.00172326j -0.000293734-0.000885937j 0.00572605+0.000991525j 0.000536876-0.00141162j -0.00128489+0.000924672j 0.000936285-0.00200403j 0.00878322+0.00447046j 0.00496463+0.00468705j 0.00267923+0.0023363j -0.00183337+0.00298596j -0.00440832-0.000268444j 0.010921+0.000716772j 0.00162022+0.00606103j 0.014005+0.00323187j 0.00218128-0.00599098j 0.00560792-0.00427323j -0.00157559-0.000583478j -0.0105788+0.00069065j -0.00184557-0.0014141j -0.00320303-0.00069751j -0.000168137-0.00439484j 0.000195196+0.00679052j -0.00438652-0.00218595j 0.00330505-0.00368983j -0.0100299-0.00892691j -0.00725019-0.00214724j -0.00276979-0.0015091j -0.00254723+0.000316893j -0.0132261-0.00369853j 0.000242462-0.00386025j 0.00630644+0.000338192j -0.00833263-0.00219882j 0.00194639-3.67064e-06j 0.00165011-0.000841469j -0.00145073+0.00160828j -0.000418512+0.00210627j -0.00512234+0.00143333j -0.000522994-0.00244949j 0.00353273+0.00266777j -0.00577528+0.00415986j 0.00234475-0.000400424j 9.02939e-05-5.72362e-06j -0.00214929+0.00173882j -0.00137545-0.00228186j 0.00189301-0.000222576j 0.000367941-0.000512219j 0.00477002+0.00125611j -0.000425871-0.000381553j 0.00129911+0.00137441j 0.00158621+0.00473657j -0.000919678+0.00074447j -0.0010201+0.00151191j -0.00244992-0.000359676j -0.00136763-0.00334293j -0.0012251-0.000186273j -0.000850198-0.000341089j -0.000647909+0.00196109j 0.000810003+0.00241821j 0.000315066-1.81271e-06j -0.000240967-0.00116042j 0.000157471+0.00212004j -0.00159892-0.000317928j -0.000340635+0.0019392j -0.00301157-0.00187133j 
-0.00178971+0.000185352j 0.000355474-0.00124399j 0.000611061+0.0016642j -0.00513097-0.0014156j 0.00131806+0.00443065j -0.00342473-0.00314237j 0.00114581+0.000842699j -4.22022e-05+0.000828391j 0.00222573+0.00576619j 0.00159273-0.0013044j 0.000311869-0.00144559j 0.000950361+0.00231335j 0.00142529+0.00128616j 0.00533419-0.00137896j 0.00530455+0.011252j -0.00288587+0.00474992j 0.00577861+0.00335274j -0.00201586-0.00573551j 0.00151088+0.00200322j -0.00157962-0.00200737j -0.00472642-0.00103535j 0.00538053+0.00177227j -0.00555898-0.00452153j 0.00150888+0.000223049j -0.00219677-0.000208427j -0.00482668-0.00291598j -0.00555143-0.0021162j -0.00259608-0.00837825j -0.00267386-0.00191543j -0.00760711-0.00629234j -0.001642+0.000950899j 0.00281873+0.00257709j 0.00297527-0.00361451j 0.00317623+0.00774583j 0.00163155-0.0014305j 0.00365446-0.00305912j 0.00177202-0.0078452j 0.00714207+0.00253244j 0.00253418-0.00139248j -0.00272729-0.00319628j 0.00124331-7.59799e-05j -0.00102585+0.0028068j 0.00558064+0.00690663j 0.00232703+0.0032988j 0.000339152+0.00225609j 0.00200891+0.00181347j 0.00130881-0.00156173j -0.00406446+0.00212703j 0.000545057-0.000586843j -0.00327702+0.00128845j 0.000350723+0.00190279j 0.00274366+0.000436975j -0.00149711-0.00177913j -0.0018132-4.90272e-05j 0.00162903-0.000715462j -0.00069576+0.00342825j -0.00228128-0.00255035j 0.000189278+0.00291355j -0.0022051+0.00313699j 0.0025827+0.0022319j -0.00270879+0.00392122j -0.000181294-0.00095821j -0.000375193+0.00168905j 0.00146293+0.000895213j 0.000499653+0.00117106j 0.000182949+0.000690843j 0.00181695+0.00299072j -0.00209041+0.00530472j -0.00215087+0.00275451j 0.0014341+0.00304786j 
0.0005831-0.00436676j 0.000370996+0.00243229j -0.00118283-0.00181078j -0.000131126-0.00352186j -0.000816587+0.00288751j 0.000734608-0.00112905j -0.0018397-0.00213972j -0.00116181-0.00256745j 0.00359548+0.000715557j 0.0030857+0.000408325j -0.00254678-0.000316416j 0.00222785-0.000736491j 0.000493381-0.00389123j -0.000203963-0.00632116j -0.000700354-0.00427361j 0.004533-0.00125674j -0.00500512+0.00282578j -9.04426e-05-0.00321342j 0.003227-0.000918226j -0.00344861-0.00101166j 0.000322034+0.00336222j -9.57866e-05-0.00201318j -0.00206438-0.0011402j -0.00254006-0.00276811j 0.00239589-0.0025701j -0.00310421+0.0026049j -0.00207086-0.00325866j -0.00214302-0.00498727j 0.00111812-0.0025137j 0.000757348-0.00140362j 0.000250136+0.000275471j -0.000564396+0.00555394j -0.000474817-0.00367687j -0.0030112-0.0038433j -0.000373164+0.00349799j -0.00228368+0.00488034j -0.00437356-0.000849279j -0.00413491+0.0026193j 0.00281645+0.00191788j -0.00135558-0.000535356j -0.00282427-0.000893494j 0.00182091-0.00201174j -0.00468324-0.00115133j 0.00291168-0.00314636j -0.000622307-0.00291017j 0.00193598+0.00198802j -0.00347632-0.000719197j 7.96293e-05-0.00162732j 0.00153104+0.00309964j 0.000100698-3.48102e-05j 0.00185727-0.000661568j -0.00401695+6.99024e-05j 0.000834214-0.000380595j 0.00362549+0.000323343j 0.00193254-0.00182272j 0.00198674-0.0035556j 0.00111873-0.000883182j 0.00102658-0.00191104j -0.0017762-0.00132724j -0.000358653-0.000239448j -0.000206687-0.000802963j 0.000918357-0.000513617j 0.000798153+0.00180444j 0.000530145+0.000601341j -0.00195288+0.000227407j -0.000131069-0.00018026j -0.00178867-0.0035909j 0.000894115-0.0012953j -0.00166977-0.00307047j -0.00136948-0.000720912j 
0.000429877+0.00344903j 0.000932101-0.000419041j 0.00256328+3.53571e-05j 0.00215054-0.00416163j 0.000933028+0.00141879j 0.0017281-0.00122925j -0.00044841-0.00481039j 0.00163879+0.00143987j -0.000693375+0.00179386j 0.00399398+0.00521687j 0.00135137-0.00260906j 0.00210746-0.00175853j 0.000698089+0.00131848j -0.00336408+0.00696258j 0.0100002+0.00616797j 0.000579589-0.0028244j -0.00015931-0.0066196j -0.00930542-0.00357077j -0.00336001+0.00985565j 0.00428441+0.0031753j -0.00491116-0.00274288j -0.00485152-0.002259j 0.000269962-0.00351073j -0.00262477+0.00273629j 0.00186843+0.00034711j -0.00114302-0.0028991j -0.00206922-0.000613789j -0.000143605-0.000602423j 0.00628093-0.00205248j -0.000909566+0.00147615j 0.00345548+0.00338232j 0.00552334-0.00323673j -0.00544382+0.00132042j 0.00443682-0.00177821j -0.00568951+0.00157936j -0.00738859+0.00086814j 0.00241306-0.00346749j 0.000852333-0.00322342j -0.00380038-0.000711982j -0.00460564+0.0043406j 0.00308395-0.00478768j -0.0029449-0.000371196j -0.0014303-0.00262537j -0.004581-0.00573328j -0.00137586-0.00139621j 0.00240517+0.00159057j 0.00413855-9.115e-05j 0.00185938+0.00201594j -0.000918336-0.00265995j -0.000439655-0.00258364j -0.00374423+0.00330625j 0.00486002-0.00168735j -8.3294e-05-0.00237597j 2.55752e-05+0.00394866j -0.00273483-4.50498e-05j 0.000802526+0.00587125j -0.00353821+0.00106087j 0.00225934+0.0021491j -0.00102071-0.000909112j 0.00397897-0.000583032j -0.00237838-4.72234e-05j -0.00285332-0.00191326j -0.00288416+0.00128335j 0.00138068+0.00216993j 0.00245839+0.000238871j -0.00341732-0.00170053j 0.00396701+0.00161168j -0.00158448+0.00011369j 0.00204083+0.00182178j 0.0015897+0.000162767j 
-0.0024138-0.00474548j -0.000668863+0.00137558j -0.00137702+0.00129968j -0.00164834+0.000330558j -0.00069837+0.00522138j 0.00344111+0.00342718j -0.00126357-0.000598479j -0.00127911-0.00103633j 0.00142994-0.00140459j -0.000420555-0.000474339j -0.00259246-0.00675944j -0.0048343+0.00238175j 0.00159248-3.14697e-05j -0.00423578+0.00296055j -0.00236657+0.00102522j 0.00178189-0.00630522j 0.00255404+0.00714596j 0.00116453+0.00199117j 0.00903241+0.00199457j 0.00324327+0.00349191j 0.0128939+0.00893915j 0.00519749+0.00570539j 0.00688961-0.00318133j -0.00189198-0.0082191j -0.00180864-0.000328366j -0.00235938-0.00320199j 0.00100042+0.00266638j -0.00103011-0.000557082j 0.00142021-0.00313664j -0.000305967-0.00195157j -0.000555365-0.0026036j 0.00137019-0.00391483j 0.00352471+0.00138221j 0.000385366-0.00387049j 0.00246029-0.00219804j 0.00433419+0.00232025j 0.001131+0.00640699j -0.00193906+0.00814221j 0.00176616+0.000809553j -0.000562289-0.000493277j -0.0032315+0.000150828j 0.000671652-0.00228167j -0.00222291-0.000571263j -0.00236927-0.00179393j -0.000560143-0.00588024j -0.00110488-0.00506747j -0.00213493+0.0016524j 0.00353602-0.00473719j -0.00287888-0.000527382j -0.000323104-0.00251745j -0.00119873-0.00533048j 4.35956e-05-0.00158668j 0.00657926-0.00170394j 0.00144324-0.00244869j -0.00541255-0.00343638j 0.00113853+0.000506132j 0.00395475+0.00125318j 0.000321235-0.00227574j -0.00102783-0.000373203j -0.00010293-0.00424818j 0.00148385+0.00165066j 0.00188348+0.00162735j 0.00141978+0.00049225j 0.00180407-0.000869333j -0.00247556+0.000417069j 0.00216805+0.00480529j -0.0030769+0.000783626j -0.000132928+0.0012131j -0.00312483+0.00145344j -0.000754413-0.00181198j 
-0.00110356-0.00178687j 0.00323527+0.00156602j -0.00341479-0.00405955j 0.00280068+0.00259814j -0.00255584-0.00273996j -0.0025389-0.000381503j 0.00022583+1.85516e-05j -0.00148816+0.00500112j -0.000786765+0.000114533j 0.00324493-0.00321745j 0.00127065+0.00439765j 0.00822874+0.00733688j -0.00023327+0.00100141j 0.00425971-0.00105331j -0.0162392-0.000818773j 0.00771475-0.00229055j -0.00864687-0.0030758j -0.00596996+0.00359076j -0.00560872+0.00599984j 0.000334334-0.00504846j 0.00522645+0.00425401j -0.00501096+0.00157297j 0.00379657-0.000620733j 0.00105671+0.00260134j 0.000196371-0.00195778j 0.00215647+0.0016853j 3.62585e-06-0.00512089j 0.00681435+0.00766898j -0.00130831+0.0044994j 0.00278128-0.000688521j 0.00231719+0.000356221j 0.00316541+0.00430255j -0.00637233-0.000564962j -0.00414575-0.0044403j 0.000210361+0.0080338j 0.000288407-0.00115664j -0.000757116+0.00612122j -0.000482469-0.0029802j 0.00125802-0.00298041j 0.00326495+0.00273427j -0.00266436-0.00164641j 0.000217873-0.00140149j -0.000604275+0.00647663j -0.000983557-0.00237828j -0.00168912+0.00134257j 0.00135483+0.00187051j -0.00159133+0.000445796j -0.00151987+0.000160116j -0.00138578+0.00206411j 0.00365856+0.000837468j 0.00224862-0.00104453j -0.00141292-0.00198303j -0.00295072-0.00225459j 0.0055735-0.00139976j -9.18232e-05+0.0012662j -0.00283767-0.00259911j 0.00200265-0.000963113j -0.00311571-0.00397948j -0.00435853-0.000413052j -0.00253364+0.000764274j 0.000110581-0.00130367j 0.000290505+0.000384472j -0.00255136+0.000680397j 0.000400639+0.00125893j 0.000334869+0.00024441j -0.00231093-0.0030327j -0.000819547-0.00373973j 0.00182484-0.00429682j -0.00129274+6.6354e-05j 0.000102999+0.00132279j 
0.00225536+0.00253391j 0.00126979+0.00448528j -0.00105488+0.000103697j -0.000111099+0.000614438j 0.00324713+0.00601033j 0.00147501-0.00190923j -0.00750799-0.00644167j 0.000710981+0.0034788j 0.0017722-0.00124082j 0.00300153-0.00489777j 0.000351805-0.00538934j 0.00771643-0.00131663j 0.00872859+0.00246315j 0.0026536-0.010386j 0.00100435-0.00135462j 0.0091687-0.00425918j -0.011313+0.00370122j 0.000955608-0.00493412j 0.00654172+0.00344492j -0.00283066-0.00402871j 0.00656515-2.50127e-05j 0.00333635-0.00258787j -0.00267659-0.0107953j -0.00182615-0.0111268j 0.0035365+0.00139786j -0.00620155+0.00268251j -0.00202856-0.00300072j 0.00231707-0.0039312j -0.00348132-0.000132963j -0.00100752-0.00451378j 0.000666562+0.00201413j 0.0020133+0.00607067j -0.003626-0.00413792j 0.00230831-0.00459367j 0.00487364+0.000217607j -0.00316586-0.00134622j -0.00188579+0.00453056j -0.00733254+0.00267943j -0.00290101+0.00203032j -0.00214023+0.000599999j -0.00244663+0.000629141j 0.00366551-0.00543034j 0.00216028-0.00411634j 0.00272291-0.00667745j -0.00215236-0.00145452j -0.00172336-0.0014311j -0.00142231-0.00239087j 0.00227889+0.00265346j -0.00232174-0.00135405j 0.00224013+0.00138474j 0.00171428+0.000386277j -0.0069718-0.00193851j -0.000995827+0.00100727j 0.00320505+0.00236936j 0.00112775-0.00340065j 0.000207994-0.000778248j 0.0013119-0.00248688j -0.000223601+0.00421652j -0.00012922+0.00314393j 0.00273783-0.000687965j -0.000847968-0.00235901j 0.00284601+0.00097689j -3.00771e-05+0.00124482j 0.00306837-0.00320285j -0.00184118+0.00348884j 0.0013388+0.00441122j 0.00112689-0.00251323j 0.00155041-0.000380622j -0.000854439-0.000597535j -0.00280914+0.000119032j 
0.00245663-0.000165603j 0.000937545+0.00188766j -0.00316536-0.00149139j -0.00371363-0.00406366j -0.00313232+2.44887e-05j -0.00468793-0.00372099j -0.000730028-0.000443108j 0.000886232-0.00019638j -0.000810822-0.00401076j -0.00475698+0.00326909j 0.000605147+0.00211813j 0.00238448-0.00146081j 0.000766423+0.00200152j -0.00039779-7.8673e-05j 0.000483398-0.000793146j -0.00412364+0.00465482j -0.00950903-0.00726842j 0.00500264+0.000652236j 0.00859795+0.00378215j -0.00147349-0.00823625j 0.00687186-0.000461709j -0.00205177+0.000906945j 0.00159527+0.00396139j 0.00569404-0.000759867j -0.00610775+0.00714746j -0.00111088+0.00110556j -0.00202586-0.00434552j -0.00120129-0.000604026j 0.00822011-0.0034327j 0.00420346-0.00139727j -0.00194683+0.000213826j -0.00368699-0.00167723j 0.00404529+0.00341036j -0.00131561+0.00631751j -0.000229661+0.00841374j 0.00174264-0.000124746j 0.00387928-0.00223949j -0.00404763-0.0046287j 0.00151687-0.00055501j 0.00385239+0.000858745j -0.00170873-0.00216082j -0.00238482+0.00478299j -0.00198568+0.00152209j -0.000653319+0.00421186j -0.000267866+0.000186197j -0.00385249-0.000207369j 0.00227616-0.001563j -0.000411423-0.00134252j -0.00162227-0.00127697j -0.000177136-0.00386538j 0.000630368+0.00393634j 0.00169826-0.00515038j -0.00177144+0.0012458j -0.000987329+0.00117267j 0.00375009+0.00326217j 0.00130466+0.000325599j 0.00202286+0.000389998j -0.00220081-0.00102422j -0.00236482-0.00032209j -0.000861382+0.00222654j 0.000315376-0.00137816j 0.00191723+0.00407322j -0.00280771+0.00172357j 0.00206493+0.0040944j 0.00116279-0.000207267j -0.00444107+0.00192929j -0.00240194-0.00272208j -0.00120956-0.00204938j 0.000431226-0.00045378j -0.001387-0.00115134j 
0.000797774+0.00193089j 0.00286638+0.000221713j 0.00168294-9.8203e-06j 0.00293487-0.00242153j -0.00109822-0.00481274j 0.00186171+0.00695417j -0.000630107-0.000961224j -0.00363934+0.000522727j 0.00420031+0.0017812j 0.00622086-0.00963786j 0.000702148+0.00218178j 0.00272793-0.00419671j -0.00497341-0.00722632j 0.00400637+0.00418903j 0.0146501+0.000295039j 0.00430975-0.000385211j -0.00930616+0.00664936j 0.00130922+0.00736441j 0.00113465-0.00253158j -5.20552e-05+0.0080452j -0.00029036-0.00433668j -0.00448671+0.00574282j 0.00533351+0.00700972j -0.00128058+0.00380772j 0.00678004+0.00197207j -0.000591461-0.00141587j -0.000997816+0.00341929j -0.00156872+0.000763348j -0.0016496-0.00481387j 0.00182926+0.0025358j 0.00355192-0.00410795j 0.0014011+0.000566295j -0.00670491+0.00317902j 0.00452345+0.00175594j 0.00511869+0.00139387j 0.00166878+0.00124595j -0.00493281-0.00212057j -0.00656992-0.00396627j 0.00625345-0.00213417j -0.000141191+0.00187167j -0.00734693-0.0020353j 0.00131272+0.00267918j -0.00282206+0.00113355j 0.000217704+0.0015398j -0.00144054-0.000359979j 0.00145755+0.00257206j 0.00176049-4.84873e-06j -0.00267486-0.000837079j 0.00364868+0.00350182j 0.00124841+0.000886025j 0.00224575-0.00363476j -0.00198314-0.0015414j -0.00309925-0.00252161j 0.00092466-0.00248703j 0.00229522+0.00289492j 0.0018837-0.00163175j -0.000104938-0.0002557j -0.000913882-0.00294607j 0.000427162+0.00167138j 0.00100432+0.00010802j -0.0019135+0.00121134j -0.00267182-0.0013278j 0.00101291+0.00150957j 0.000235021-0.000429531j -0.000283402-0.00125965j 0.000187886+0.000137349j 0.00116347-0.000104491j -0.000582812-0.000640444j 0.000653093+0.000323806j -0.00121828+0.00088712j 
0.000920836-0.00197769j -0.00124151-0.00173786j 0.000216362+0.00019459j -0.00158796+1.90245e-05j -7.74499e-05+0.00419717j -0.00154323-0.00213379j -0.00204222+9.81058e-05j -0.00523063-0.000339886j 0.00580919-0.00435527j -0.000657596+0.00672601j 0.00333039-0.00104359j -0.00423545+0.00442367j -0.00987942-0.000773772j -0.00979263-0.00222021j 0.00359239+0.0117641j 0.00152367-0.00262579j -0.00508166+0.00522182j -0.000671266+0.000301423j 0.00400538+0.00949919j -0.0100008+0.00139954j -0.000403892+0.00012514j -0.00370779-0.00227293j 0.00623872+0.00465624j -0.00422365-0.000353934j -0.00303871-0.000503325j 0.00436024+0.00270606j -0.00635352+0.0019546j -0.00753796-0.0030871j 0.00773698-0.000913376j -0.00324883-0.00296309j 0.000180464+0.00256344j 0.00506294+0.00689872j -0.00188782+0.00687823j 0.00301777+0.00603401j 0.000690991-0.00217949j -0.000732889+0.0048575j 0.00080702+0.00297779j -0.0028039+0.0019519j 0.00176679-0.00602477j -0.00329166+0.00319307j -0.00104446-0.000336384j -0.00578176-0.00338525j -0.00136477-0.00170593j 0.000207704-0.00456733j -0.000321003+0.000656673j -0.00295773+0.00148547j 0.000955273-0.00047526j 0.0012738+0.00117884j -1.80328e-05+0.00173572j 0.00469044-0.00249428j 7.49724e-05+0.000478412j 0.000841022+0.00361344j -0.00378895+0.00253622j 0.000240839-0.00304138j 0.00352264+0.00042025j -0.0043575+0.0010747j -0.00270766+0.00105101j -0.00165499+0.00392865j 0.00197713+0.00169723j 0.00437321+0.0037945j 0.00122146-0.000187045j 0.00093275+0.001345j -0.00304682-0.000439468j -0.00135334+0.00418054j 0.00293118+0.000926041j -0.00123669-0.000763311j -0.00208121-2.49216e-05j 4.10602e-05-0.000657115j -1.71588e-05+0.00082195j 0.000882872-0.00176498j 
