-0.0037647+0.00683737j -0.00662743-0.00295044j -0.000753204+0.00618129j 0.00574352-0.000324571j 0.00245292+0.00115302j -0.00224679-0.000976961j -0.00214074+0.00472671j 0.00230667+0.00255447j -0.00145046-0.00156204j -0.0032733+0.000544518j -0.00277781+2.3034e-06j 0.000739177+0.00583347j -0.00440574-0.00115346j 0.00258629-0.000769736j -0.00209709-0.000751723j 0.000973065+0.00125829j -0.000850047+0.00105811j 0.000144005+3.01561e-05j 0.00135871+0.000398591j 0.00314676-0.000251111j -0.00265041+0.00278956j -0.00176343-0.00245964j -0.00102488-0.000494707j 0.00140346+0.00306499j -0.000266187+0.00203286j -0.000599721-0.00201087j -0.00083196+0.000577112j -0.0021748-0.000125826j 0.00124767-0.000342491j 0.00094076+0.000433414j -0.00104053+0.0016118j -0.000879537+0.000603536j 0.000669546-1.12576e-05j -6.12425e-05-0.00181485j 0.000731485-0.000721079j 0.00234274+0.000552509j 0.000388185-0.000664255j -0.00137378-0.00063842j 0.00139485+0.000247577j -0.00294445+0.00163572j 3.13902e-05+0.000631425j -0.00117656+7.77653e-05j -0.00102423-0.00198643j -0.000112542+0.00171129j 0.00200092+0.0020341j -1.70829e-06+0.00042559j 0.00260784+0.000318822j 0.0002896-0.00138479j -0.000558064+0.000778119j -0.000615416+0.00119435j -0.000129554+0.00180428j -0.000556532-0.000575743j 0.000719389-0.00065517j -1.52844e-05-0.00209099j -0.00164483+0.00118308j -0.00104567+7.84553e-05j -0.000793838+0.00305585j 0.00113624+0.00391322j 0.0102845-0.00150686j -0.0042071-0.00503512j 0.00154521-0.0119014j 0.00729624-0.00105848j -0.00236084+0.000118337j -0.00495517+0.00754771j 0.00279384+0.00079184j -0.00661318-0.00266977j 0.00624637+0.00598718j -0.0045244+0.00712532j -0.00873467-0.0119108j -0.0125828+0.00868804j 
-0.00239281-0.00334537j -0.00467067-0.00457666j 0.004638+0.0037618j -0.00219416+0.00456409j 0.00245576+0.000804747j -0.0042183+0.00181486j -0.00171119-0.00282113j 0.000645536-0.00377396j -0.00556754-0.0027788j -0.00102658+0.00286315j -0.00400563-0.0045862j 0.00224726+0.00511201j 0.0021276-0.00226991j 0.00202438+0.00262653j 0.00310445-0.00255947j 0.00321094-0.00453485j -0.00308728+0.0111236j 0.00366174+0.000549421j 0.00107519-0.000578291j 0.00356399+0.00301526j 0.00742808-0.001074j 0.00141917-0.000683033j -0.00124759+0.00341574j -0.00230252-0.00398099j 0.00429638-0.0020422j -0.00131633+0.00239365j 0.000288592+0.00381507j -0.00134474+0.00502594j -0.00201486+0.00478683j 0.00448935-0.000435132j 0.00221412+0.00426771j 0.00207553-0.00778117j 0.00513433-0.00219786j 0.00304965-0.0105753j 0.00505439+0.00556496j -0.00825496+0.00121876j 0.00579317-0.0101185j -0.00325793-2.62853e-05j 0.00126364+0.0069926j 0.00321663-0.00330873j -0.00335005-0.00472577j 0.00353463-0.000546224j 0.00380839+0.00241261j -0.00451546-0.00105085j 0.00382555+0.0087378j -0.00672152-0.00338765j 0.00701287+0.00311433j -0.00399377-0.000432608j -0.00174079-0.00378849j 0.000372995+0.00171876j 0.00698235+0.00608238j 0.00272673+0.00070735j -0.00493144+0.000286416j 0.000382858+0.00158116j 0.00484199-0.000742879j 0.000275318+0.00438618j -0.00515285+0.000620747j -0.00308099+0.0038326j 0.00203698+0.000266429j 0.00180276+9.87516e-05j -0.00213158+0.00158488j -0.00575293+0.002608j 0.00151309+0.000240437j -0.00295126+0.00239246j 0.00122513+0.000752788j -0.00156266+0.00209013j -0.000220805-0.0016637j -0.00596354+0.00301468j 0.00340802-0.00164738j 0.00522305+0.000924062j 
-0.000942356-0.00260747j -0.00268695+0.00397695j 0.00145812+0.00370494j -0.00284068-0.00151093j 0.00030128+2.96628e-05j -0.00107994+0.000300177j -0.00203672+0.000745356j -0.00141098-0.000723473j -0.00244511+0.0015553j 0.000918523-0.002113j 0.00103999+0.00699811j 0.00185067-0.00557589j -0.000905064+0.00361947j 0.00183486+0.000721316j 0.00279741+0.00713257j 0.00360505-0.000489027j -0.000236907-0.00367728j -0.000652122-0.00033932j 0.00515648-0.00649496j -0.000260649+0.00376472j -0.00133459-0.002678j 0.00275274+0.00161488j -0.000600346-0.00314859j -0.00474162+0.00481971j -0.00256759+0.000389329j -0.00219265+0.00120204j 0.00520862-0.00698683j 0.00249886+0.00383462j 0.00812827+0.0050062j -0.00413622+0.00453624j -0.00417547+0.000904501j 0.00767323-0.00806119j 0.00425783-0.00549695j -0.00311586+0.00130252j -0.00752186-0.00364888j -0.00288549-0.0100091j 0.00567526-0.000110745j 0.0033019-0.00164006j -0.00132546+0.00337208j -0.00092964-0.000634741j 0.000670732-0.00298375j -0.00328357+0.00675337j 0.00166722+0.00607447j -0.0040868-0.00269271j 0.00453221-0.00255946j 0.00844725+0.00702514j 0.00705453+0.00205436j 0.000731385-0.0034178j -0.00424647+0.00159265j 0.00138791-0.00293232j -0.00132817-0.000983823j -0.00153802-0.0031681j -0.00211413-0.00630299j -0.00105898-0.00310851j 0.000655451+0.000758278j -0.00134663-0.00266745j 0.000350409+0.000216713j -0.0012422-0.00121265j -0.000780915-0.00159514j -0.00287599+0.000803088j -0.000924909-0.00148028j -0.00190866-8.9726e-05j -0.00038754+0.00269838j -0.00173599+0.000687088j -0.000102454+0.00280413j -0.00172563+0.00238621j -0.00131795-0.00291534j -0.0018804+0.00230325j -0.00124142-0.00297445j 0.000944114-0.000995803j 
0.000377357-0.000685742j -0.0031337+0.00372168j 0.00182316+0.00228695j -0.00549423+0.000170667j 0.00359473+0.000506419j -0.000745639+0.00598797j 0.00108775-0.00138542j 1.18432e-05+0.00216334j -0.00175113-0.00385565j 0.00766691-0.00178087j 0.000369365-0.00248941j 0.000977155+0.00159116j -0.000327652+0.00148867j -0.00557571-0.000758953j 0.00268444+0.00285168j 0.000827562-0.00191009j 0.000188072+0.00293833j 0.00205354+0.000243513j -0.00206346+6.77314e-05j -0.00967962+0.00203307j -0.00010359-0.00114525j -0.000829382-0.00226305j 0.00253666-0.00299239j -0.00059975-0.000750955j -0.00757685+0.00280202j 0.0133497+0.00202779j -0.00491057-0.000443592j -0.00123655+0.00378103j 0.0010126-0.000483755j 0.00211666+0.00596063j -0.00561453-0.000500799j -0.00172965-0.00159431j 0.00137235-0.0010305j -0.00636772-0.000733412j 0.00195237-0.00159529j 0.00975632+0.00378996j -0.00662071+0.00493268j -0.00476253+0.00321369j -0.00224579+0.00134138j 0.00201617+0.010241j -0.0100877-0.00368717j 0.00480058-0.000238772j -0.00205291-0.00207398j 0.00271235-0.00178844j 0.00212839-0.00633673j 0.000547408-0.00473108j 0.000982465-0.000303636j 0.00668974+0.000395476j 0.0018991+0.00358991j -0.00157371+0.00343787j -0.00310299-0.000987648j -0.00193661+0.00196206j -0.000104911-0.00137592j -0.00110795+0.00344748j 0.00161133-0.00392429j -0.00255994+0.000716048j -0.00057149-0.0023748j -0.0017032+0.0023112j -0.00194344-0.00171517j -0.00100653-0.000970858j -0.00180011-0.00452053j -0.00327665+0.00289785j 0.00141526+0.00186952j -0.000293256-0.000695037j 0.00522959-0.000367533j -0.00164129+0.00280116j -0.00180411-0.000312813j -0.000965116+0.00319936j -0.00141495-0.00163598j -0.00144462-0.000240699j 
-0.00156676+0.0028717j 0.00269049-0.00032564j -0.00246482+0.00210959j -0.00323063+0.00117184j 0.000526622-0.00191579j 0.001303+0.000671263j -0.00251439-0.000194726j 0.000675912-0.00269896j -0.00288494+0.00113696j 0.00137378+0.00307928j 0.00230033+0.00194974j 0.00109938+0.00117302j -0.00281726-0.00078442j 0.00149081-0.00185762j -0.00492678-0.00405701j -0.00127878-0.00254569j 0.00132698-0.00203183j 0.00108255+0.00741964j -0.00449496-0.00319817j -0.000741284-0.000114015j -0.0048021-0.000673957j 0.00681522-0.00395672j -0.000256543+0.00237367j -1.5265e-06-0.00204385j 0.00290064+0.00106998j -0.00247723+0.0028362j 0.00269992+0.00390818j 0.00926085+0.00802564j -6.85642e-05-0.00541326j 3.91718e-06-0.00118537j 0.00271561+0.00309964j -0.00292557+0.00380206j 0.00640969+0.00283827j -0.000383079-0.00207238j 0.000478717+0.000420583j -0.000365909+0.00663457j 0.00552672+0.00512616j -0.000264061+0.00377717j 0.00492208-0.00161706j -0.000441058+0.00394619j -0.00151528+0.000529938j -0.000621539-0.0018345j 0.000219939-0.00239039j 0.00115403+0.000843509j 0.0051446-0.000706736j 0.00517715+0.00303756j -0.00253009-0.00228696j 0.00214359+0.00198449j 0.00458217+0.000177567j -0.00330538-0.00653852j 0.000207122+0.000949766j 0.00418193+0.00236205j -0.00238121+0.0049441j 0.00135612-0.00425222j -0.00110985-0.00208664j -0.00071691-0.00253045j -0.00222437-0.00368251j 0.00581332+0.000652764j 0.00115877+0.0034217j 0.0010053+0.00211044j -0.00119482-0.00267026j -0.00178203+0.00180041j -0.00050957+0.00161313j -0.0003669+0.000266073j 0.00340638+0.00220196j -0.00176933+0.000585996j -0.000224028+0.0017195j 0.00337148-0.00105884j -0.000301058+0.00172481j -0.00236832-0.00170788j 
0.00228112-0.00165617j -0.00181025-0.00236092j -0.000220484+0.000604018j -0.00307688+0.00550354j 0.00159257-0.00191699j 0.00544884+0.00202199j 0.00229841-0.000725897j 2.39571e-05-0.00137094j -0.000489761+0.00237069j 0.00431046-0.0019828j -0.00502682+0.00428828j -0.00183618+0.00108306j 0.00337546+0.000145953j -0.00127106+0.0063243j -0.00188913-0.00301857j -0.0071912+0.00429382j 0.00399151-0.00576058j -0.000490524+0.00824764j 0.00318668-0.00505829j 0.000796664-2.71722e-06j 0.00106594-0.000393982j -0.00118011+0.00153273j -0.00600117+0.00624904j -0.00364702+0.00325827j -0.0149138-0.000201651j -0.000760133+0.00826304j 0.00655206-0.00264786j -0.0017882+0.00125004j 0.00820462+0.00061855j 0.000714316+0.00195303j -0.00433545+3.59536e-05j 0.0113053-0.00478553j 0.00924629-0.00239887j -0.0123217-0.000895807j -0.00515379+0.00112353j 0.00407482+0.00167199j 0.00612932-0.00373786j 0.00812889-0.00305953j -0.00472289-0.00345394j -0.000745338+0.00644892j -0.00367491-0.00170729j -0.00395155-0.00393677j -0.00399736+0.000959075j -0.00704519-0.00448784j -0.00338163-0.000471888j -0.00193211-0.000929531j 0.00221344-0.00162399j 0.00112757+0.0033843j -0.00114681-0.00343054j -0.000161207+0.00134305j -0.000304992+0.00215997j 0.00321064+0.00201037j -0.0042894+0.00317637j -0.000663008+0.000728536j -0.00168808-0.000170858j -0.00358341-0.00205993j -0.000199082-0.0036504j 0.00161614-0.00144502j 0.00168188-0.000829906j 0.000362693-0.000835303j -0.00156245+0.00307279j -0.000220483-0.00260697j -0.000339467+0.0027475j 0.0005875-0.0028061j 0.00424615-0.00199871j 0.000384937+0.00125872j 0.000487821-0.00198725j 0.000977636-0.00117529j 0.000591969-0.0014072j -0.00042392+0.00286083j 
0.000603872+4.92405e-05j -0.000487107-0.000554773j -0.0014031+0.000621303j 0.000517821-0.000782084j -0.000513837+0.00121651j 0.00128704+0.00265562j 0.00195654+0.000593096j 0.00212836+0.00262712j 0.0012379-0.00349969j 0.000207334+0.00233178j 0.00136858-0.00130714j -0.00367479+0.00302831j 0.0026966-0.00627617j 0.00187392-0.00155398j -0.00336568+0.000864496j 0.00485472-0.00211304j 0.0024094+0.00414321j -0.00580123-0.00213478j -0.00107179-0.00363223j -0.00424159-0.00339247j -0.00169388-0.00203337j 0.0041091+0.000577848j 0.0037774+0.0019573j 0.0034457+0.00411704j -0.00311087+0.00680634j 0.00473728+0.00173571j -0.0047755+0.00116527j -0.00810812+0.00374945j 0.00232308-0.00204374j 0.00148632-0.000894308j 0.00248983+0.00434151j 0.00129559-0.00256104j -0.00193737+0.00260412j -0.00197052+0.000596657j 0.00452705+0.00512518j -0.00751392+0.00414524j -0.00240445+0.00212219j -0.000847834+0.00168956j -0.00770425+0.00251248j -0.00399902-0.00187144j 0.00640231-0.00438899j 0.00377416+0.00335442j -0.00407686-0.00210081j -0.0049645+0.00353725j -0.00155078+0.000940587j -0.0039436+0.00187368j 0.00154265-0.00330863j 0.00173598-0.00292661j -0.00951252+0.00493299j -0.00199197-0.00768543j 0.00237105+0.000270157j 0.00259491-0.00178067j -0.000216367-0.00215368j 0.000982204+0.00266609j -0.000688821+0.00372964j -0.000347916+0.00420056j -0.00235289-0.000504548j -0.00186429+0.00308622j -0.00570493-0.00194178j -0.00194464-0.00201595j 0.0022765+6.47908e-05j 0.000385421-0.00190754j -0.00337338+0.00443299j -0.000370528-0.000462176j -4.96914e-05+0.000865277j -0.00147317+0.000437874j -0.000286241+0.000632711j -0.00041643+0.000350588j -0.000446678+0.00321123j -0.000700601-0.000824193j 
0.000444247-0.00158619j 0.00162724-0.00170056j -0.00432979+0.00114897j 0.000355094+0.000305513j 0.00168487-0.000200726j 0.00283592+0.00724824j -0.0018438-0.0028249j 0.000958509-0.000956101j 0.00433468-0.000577298j 0.00144303-0.00195446j 7.95959e-05-0.00232018j -0.002823+0.00175792j 0.000300066+0.000293002j 0.00135009+0.00368937j -0.00264303-0.00330323j 0.000552667+0.00111055j -0.00313414+0.00485134j 0.000131483-0.0012903j 0.00123722+0.00338702j -0.000812999+0.00960436j -0.00431456-0.00157024j 0.00534839+0.0122156j 0.00482833-0.00609262j -0.000246556-0.000974457j -0.00514997-0.00357417j -0.00167567-0.00419427j -0.00127439+0.00732266j 0.000879612+0.00422283j 0.00309781+0.00690258j 0.00112079-0.00309227j 0.0042068+0.00423307j -0.00914189+0.00277178j -0.0008716-0.000976067j 0.000580284-0.00391854j -0.000539363+0.00313022j 0.00215048-0.012632j -0.00512733+0.00456704j -0.00706585+0.00052496j 0.00219995-0.00113825j -0.00495681-0.00451668j 0.000770636+0.0053607j 0.00398099-0.00435016j -0.00321766+0.000629103j -0.00118447-0.00568625j -0.000437569+0.0023637j 0.00370571+0.00459028j -0.00137649-0.00201354j 0.000768269+0.00314739j -0.0043732-0.00451156j -0.00254242+0.000423855j 0.000601344+0.00194868j -0.000566867+0.000453454j -0.00217346-0.000362909j 0.000960555-0.000648332j -0.00182793-0.00152042j -0.00106085-0.0028328j 0.0011006-0.00213213j 0.0022997+0.00299933j -0.0033898+0.00411008j 0.00468548-0.000425159j 0.000811655+0.00142024j -0.00105712-0.000766557j -0.0030093+0.00117507j 0.000743486-0.00448452j 0.00189551+0.000287035j 0.00160509+0.0019755j 0.000540074+0.000317198j 0.00390175-0.000936256j -0.00228695+4.48789e-06j 0.00111396+0.000926522j 
-0.000377973+0.00154887j 0.000871176+0.000620393j -0.00169892+0.00161094j 0.000629366-0.00304795j -0.00135541-0.000485593j -0.000885017+0.000154638j -0.00116571+0.00424974j 0.0014018-0.00162283j -0.00322642+0.00218748j -0.00213695-0.0049558j -0.00297395-0.00169177j -0.00534759-0.000847277j 0.00119695+0.000235272j 0.00174185-0.00264215j -0.00244274-0.00259708j -0.000655779-0.000307098j 0.00473052-0.000156423j -0.00254891+0.000729558j -0.001048-0.00158247j 0.00249479+0.00547386j -0.00342468+0.000325121j -0.00202611+0.0106226j -0.0032624+0.0048738j -0.00374726-0.0014807j 0.00597798+0.012777j -0.000796086-0.00151754j 0.000948695-0.00386162j -0.00433276+0.00115942j -0.00514566-0.00344161j -0.0036412+0.00385966j 0.00032505+0.00698899j -0.00265663-0.0101949j 0.00173486-4.91535e-05j 0.00340808+0.0156755j 0.00410387+0.00666646j 0.00251939-0.00843234j -0.000879423-0.0037712j 0.00458541-0.00242113j 0.00131083+0.000655873j -0.00513242+0.00229828j 0.00289992+0.0121584j -0.00540404-0.00311772j -0.0046574+0.000912673j -0.00224946-8.79518e-05j -0.00152115+0.00100846j -0.0033246+0.000957954j 0.000551346-0.00275909j -0.000175144+0.000592657j 0.00295846+0.00311938j -0.00231016-0.00326652j 0.000365888-0.00481536j -0.00105838+0.00107969j -0.00136976+0.00317602j 0.00194531+0.00308366j -0.00058601+0.00202754j 0.00506488-0.000797237j -0.00053053+0.00159511j 0.003584+0.00170046j -0.000607802+0.00258443j 0.000151309-0.000801172j 0.000281628-0.00176763j -9.21615e-05+0.00256622j -0.000815241+0.0013758j 0.000736918+0.000303597j -0.000375358+0.000417909j -0.00148111-0.00100882j 0.000130166-0.00030404j -8.87949e-05-0.00221817j -0.000587001-0.00041951j 0.000197684-0.0024027j 
0.00552692+0.00165579j 0.00167612-0.00510394j -0.00322856+4.39794e-07j 0.00234012-0.00553267j -0.0032569-0.00130539j 0.00205822-0.00380342j 0.00114849-0.000647514j 0.00137461-0.00139239j 0.000463574-0.00123822j -0.00128139+0.00254906j -0.000333011+0.00108326j 0.00437401-0.000363336j 0.00282546-0.00364461j -0.00113622+0.00614904j -0.00376764-0.00107734j 0.00181098-0.0032158j -0.00270272-0.00761888j 0.00809111+0.00387015j 0.00111714-0.000862671j -0.00500439+0.00846186j -0.000434579+0.00737189j -0.00708415+0.00930874j 0.000709936-0.00568213j 0.00540126+0.0072348j -0.00180524-0.00431263j 0.00147265-0.00572102j 0.00249566-0.00362277j 0.000200008-0.00297629j -0.00485147-0.00134632j -0.00355711+0.00601407j -0.00887962+0.00319276j -0.00395357-0.00842049j 0.00884396-0.00536593j 0.000503082-0.000524423j 0.00229023-0.00442027j 0.00212575+0.00640537j -0.00071008-0.00290237j 0.00109045-0.0089344j 0.00155026+0.00064828j -0.000362779+0.00374075j 0.00016947-0.000364312j -0.000401544-0.00246543j -0.00589529+0.000319204j 0.0018134+0.00270554j -0.00385287+0.00184241j 0.000142587-0.00255756j -0.00407259+0.00281692j 0.00699395+0.000135806j -0.000270186-0.00338724j 0.00382966+0.00804495j 0.000818595+0.00600926j -0.00151943+0.00112909j 0.00367676-0.000979283j 0.0044803-6.21879e-05j -0.00274542-0.00296149j -0.00261819-0.000891558j 0.00119483-0.00420659j 0.00289734-0.000192322j -0.00100322+0.00352087j 0.00185864-0.0028528j -0.00212958-0.00401746j 0.000690836-0.000195695j -0.00274229+5.61301e-05j 0.000943093-0.00312438j 0.00121456+0.00391383j -0.00244049-0.00342024j 0.00309436-0.00358512j -0.00210275-0.0029309j 0.00149373+0.000806059j -0.00081976+0.00272364j 
0.00514318-0.00124914j -0.00159306-0.000849205j -0.00274341+0.000358918j -0.00184367+0.00115559j -0.00166184-0.00269282j 0.00486955-0.0010357j 0.00147052+0.0010667j 0.00191936-0.0011116j 0.00137426+0.00194066j 0.00509294-0.0069347j 0.00320517+0.00241304j 0.00244574-0.000468902j -0.00402197-0.00282371j -4.38968e-05-0.000516131j -0.00450854+0.00213551j -0.000875295-0.00366487j -0.00175243+0.00489826j -0.00354641+0.00532792j -0.00102677-0.0033977j 0.00535949-0.000890806j -0.00577065-0.00478272j 0.00286185-0.00488784j -0.00393084-0.00019696j 0.0068486+0.00147778j 0.00121269+0.00153672j 0.00269376-0.0051551j -0.00600703-0.00242824j -0.00301262-0.00544287j -0.00669335-0.00677589j -0.00334217-0.00806843j 9.88886e-05-0.000341718j -0.00998888-0.00611399j -0.00743774+0.00120861j 0.00396077+0.00202256j -0.00399942+0.00751008j -0.00209565+0.00166727j 0.00367303+0.00114072j -0.000626523+0.00347101j 0.0002336+0.0160822j 0.00935887+0.00035668j -0.000591171+0.00193018j -0.00221529+0.000580905j 0.00102365-0.00432814j -0.00422113-0.000972662j -0.00340439-0.00258593j -5.63547e-05+0.00403442j -0.000822243-0.00337415j 0.005039-0.00293418j -0.00261104+0.00198219j 0.00286623-0.000865401j 0.00143834+0.0024084j -0.00338196-0.00302645j 0.000161166+0.000349907j 0.00824245+0.00322126j 0.00299311+0.000694638j 0.000725114-0.000532776j 0.00527129-0.00251565j 0.00231992-0.00219245j -0.00400248+0.00125132j -0.00142296+0.000285278j -0.00267657+0.00316951j 0.00184153+0.000712055j -0.00209493+0.00450001j 8.39981e-05+0.000345487j 0.000554343-0.00211316j 0.00139893+9.93029e-05j 0.00123124-0.00390923j 0.0011611+0.000293899j -0.000677212-0.00216533j -0.00240541+0.00184547j 
-0.00438572+0.00220693j 0.000521155+0.0054308j -0.00278666+0.00460129j -0.00261172-2.81624e-05j 0.00559733-0.000516765j 0.00166766+0.00196268j -0.000627654-0.000983787j 0.00458318-0.000574108j -0.00126168-0.00304518j -0.000474654-0.00843647j -0.00155812+0.00373871j -0.000214222-0.00320793j -0.00247248+0.00034296j -0.00580535-0.00168375j -0.00301388+0.00377084j 0.00147135-0.00208966j -0.0010538-0.0051743j -0.00170523+0.00341773j 0.00231055-0.000107959j 0.000678558-0.00407833j 0.00539761+0.00213921j 0.00117171-0.00699837j 0.00308761-0.00304231j 0.00426733+0.00169436j 0.00322847-0.00678151j 0.000380631+0.0117683j 5.7482e-05+0.00436836j 0.00367581-0.00333891j -0.000483365+0.00585481j 0.00629384-0.000527134j 0.00599762+0.00233401j -0.0036303+0.00145373j -0.00379873-0.0061149j 0.00378881-0.00714995j 0.00316323-0.00130263j -0.0011108-0.00179606j -0.00350023-0.0025951j -0.00406194-0.000882727j 0.00146043+0.00169593j 0.00088315-0.00208065j 0.00390216+0.000579963j -0.00370674-0.00383284j 0.00123023-0.000117619j -0.00105341-0.00422807j -0.00212435+0.00406631j -0.00177439-0.00188919j -0.00167293+0.00279606j -0.00118883+0.00390314j 0.0076832+0.00253643j 0.00111254+0.00854786j -0.00296093-0.00544274j 0.00352134+0.000606738j -0.000176154-0.00211118j -0.00209857-0.00148535j -0.000503407+0.00119619j 0.00485351-0.00256073j 0.00132533+0.00179759j 0.00203951-0.000936075j 5.82402e-05+0.00357114j -0.000623226-0.00385176j -0.00255189-0.00070274j -0.000943688-0.00149063j 0.00220352+0.0015214j 0.000257954+0.00131047j -0.000919758+0.00179249j 0.000629923+0.00147854j -0.00191014+0.00110287j 0.00032986+0.00139989j -0.0016632+0.000529662j -0.000997129-0.00161088j 
-0.000326257-0.00104418j -0.000407815+0.000358581j -0.00319237-0.000679415j -0.00107125+0.000425574j -0.000124842-0.00525324j -0.000193422-0.00189266j 0.00156991+0.0058915j 0.00308583+0.00209272j -0.00104683+0.00376807j -0.00253066-0.000829729j -0.000975743+0.00341071j -0.00161647+0.00339604j -0.00150986+0.00463682j 9.41504e-05+0.00291753j 0.00629368+0.00366011j -0.00312583-0.000796762j -0.00232299-0.00668641j 0.000223133-0.0042154j 0.00185019-0.00286109j 0.002692+0.00632614j -0.00743453+0.0011117j 0.00305299-5.72997e-05j 0.00181572+0.00389752j -0.000315161-0.00373046j 0.00237445-0.00226282j -0.00354527+0.003671j -0.00124928-0.00886769j -0.00571858+0.00436706j 0.00292456+0.000599375j -0.00704724-0.000642482j 0.00310248+0.00234253j -0.00171654+0.00658677j 0.00632404-0.0108602j -0.00178217+0.000972214j 0.00755131+0.00380022j -0.00562839+0.00220057j 0.000148606+0.00410751j -4.45299e-05+0.00412522j 0.000699718+0.00434701j -0.00782717-0.00402914j 0.00119052-0.00285399j -0.00151719-0.00217337j -0.00498893-0.00345442j 0.00235765+0.0018317j -0.000466658+0.00158566j -0.000191442+0.00146553j 0.000201631+0.00801652j 0.000234522+9.10554e-05j 0.00126612+0.0023836j 0.0028503+0.00249723j -0.00211539-0.00373712j -0.00419226+0.00345817j -0.000320785-0.00139073j -0.00129995+0.000715621j 0.00197691+0.00028327j 0.0026873+0.000151284j 0.00413813-0.00146936j -0.00182817-0.00125081j 0.00233619+0.00418936j -0.00383528-0.00176206j 0.00171657-0.00233809j 0.00110538+0.00113709j 0.000700538+0.000539747j -0.00242203-0.00238846j -0.00253003-0.000997199j 0.00177177+0.000737808j -0.00185578-0.000878108j 0.00169961-0.000488356j -0.00166924-0.000420673j -0.000536837-0.00232682j 
-0.00108168+0.000762246j 0.00071518+0.000784112j 0.000450006-3.6257e-05j 0.00142882-0.00151533j -0.0012194+0.0043068j 0.000207142+0.00230387j 0.00065284+0.000774071j -0.00504567+0.00393103j 0.00529846+0.000505826j -0.00330382+0.0074231j -0.00261668+0.00280673j 0.00087035-0.000539586j 0.00166986+0.000508469j 0.00135054-0.00566573j 0.00301644-0.00251486j 0.000466519-0.00353531j -0.00161652-0.00796704j -0.000129604+0.00369115j 0.000431577-0.00708828j 0.00217322+0.00518053j -0.00247584+5.86212e-05j 0.000313226+0.000303421j -0.000110546-0.00335457j 0.00155671-0.0039551j -0.00173659-0.00650248j 0.0071865-0.00429528j -0.00182026+0.000192322j -0.000944254+0.00392037j -0.00244934+0.0034566j -0.00526323+0.0121356j -0.00522549+0.00225864j -0.0015585+0.00169327j -0.00493791-0.000259641j -0.00222797-0.0092007j -0.0045819+0.00137755j -0.0010623+0.000323632j 0.000419374-0.000459595j 0.0091017-0.00421212j -0.00189619-0.00529212j -0.0010818+0.00237161j 0.00144722-0.000737083j -0.00340978+0.00442241j 0.00217111-0.00484803j 0.00770561-0.00570839j 0.00766618-0.00545546j -0.00219413+0.00421255j 0.00238428+0.00487541j -0.00205918+0.00239016j 0.00136875-0.000583592j -0.00250778+0.00105991j -0.00141311+1.81027e-06j -0.000771522+0.00514327j -0.00214063-0.00184442j -0.00274167-0.00169177j 0.00282389+0.0036992j -0.00167995+0.00185356j 0.00265692-0.000879425j -0.000556952-0.000296603j 0.000459716+0.000780518j 0.00131652+0.000337043j 0.00131482+0.000293195j 0.000633448-0.00417269j -0.000547307-0.0001221j 0.000324208+0.000741979j -0.00106638-0.000724761j -6.40283e-05-0.000696142j -0.00168516-0.000472054j 0.00127048+0.00058879j -0.000966777+2.68428e-05j -0.00108929-0.00134746j 
0.000552314+0.00122962j 0.00154808+2.5712e-05j -0.00169704-0.000544683j 0.00165205+0.000319642j 6.88913e-07-0.00052252j 1.93763e-05-0.00134354j -0.00230118-0.000386576j 0.00274143+0.000390637j -0.000337216+0.00264499j 0.00110116+0.0048469j 0.00111912+0.000481798j -0.00557843+0.0037108j -0.00280838+0.000520581j 0.00444614+0.00124109j -0.00178399+0.0101446j -0.00134761+0.000630576j -0.00494605-0.00279684j 0.00182205-0.00134475j -0.00629691+0.00218083j 0.00252608+0.00162771j 0.000912243+0.000813228j -0.00108589+0.000206615j -0.000488758-0.00952795j 0.00696042-0.00673756j 0.00202209-0.00216476j 0.00479806-0.00229646j 0.00406024+0.00509277j -0.00155331-0.00652986j -0.00090035+0.000543301j 0.00208228-0.00513594j 0.00501004-0.00331253j 0.00616719+0.00733528j 0.0020784-0.00629914j 0.000657661+0.00918332j -0.00647161+0.0035523j 0.00542931+0.000464703j -0.000184643+0.00944379j -0.00274808-0.00222001j -0.0103931-0.00639018j -0.00124408-0.00464764j -0.00666396+0.000411991j -0.00164481-0.00544311j -0.00224388+0.00144842j -0.00219939-0.00248349j 0.00518745-0.00353744j -0.00608615-0.000499528j -0.00444384+0.00469482j 0.00122458+0.00119414j 0.0010944-0.000674216j 0.000153843-0.0044542j -3.94059e-05+0.00133219j 0.00685642-0.00223314j 0.00181752+0.00268644j -0.00292924+0.00634449j 0.00121841+0.00568595j -0.00258755+0.00253209j -0.00139685-0.00121437j 0.00285417-0.000314509j -0.000444989-0.00232162j 0.000715681+0.000396784j 0.00307533-0.000368191j -0.00133737-0.00205419j -0.000142224+0.00110012j 0.00309264+0.000786314j 0.000280911-0.00146547j -0.000145566-0.00188014j 0.00180766+0.00133928j 0.000919413-0.00396893j 0.000746514+0.00059606j 0.0012601-0.000592797j 
