5.04719e-13+0.0275736j 1.11051e-13+0.160709j 6.92323e-16-0.0876491j -7.36595e-16+0.00597353j 1.94087e-16-0.0155932j 3.84133e-15-0.0353028j 4.45448e-16-0.0325082j -7.32901e-16-0.037382j -1.86419e-16-0.0024562j 9.16746e-16+0.0799208j -2.41984e-15+0.00543519j 2.59702e-16-0.0797053j 2.35733e-15-0.0240249j 1.41371e-15-0.00637218j 1.26656e-15+0.0501786j 6.52308e-15+0.0424504j 1.06765e-14-0.0414547j 3.58719e-15-0.0203392j -1.14754e-14+0.109181j -1.272e-15+0.0409449j -2.16465e-14+0.0562113j 1.28808e-14-0.0929821j 1.00742e-14-0.0588473j -7.11791e-14-0.0764676j -5.67075e-16+0.0605514j -4.4193e-14-0.0647056j -4.9946e-15-0.0226562j 1.55132e-14+0.0865129j 1.07342e-14+0.0217377j -1.20638e-14-0.0988592j -1.03724e-14-0.00860356j 1.30613e-14+0.0211727j 1.89034e-14+0.013484j -2.29555e-14-0.0135674j 4.09889e-15-0.0237025j -6.91908e-15+0.0628636j 7.7774e-15+0.0456469j 1.52565e-14+0.0246729j -1.04641e-14-0.0163144j -1.04118e-14-0.0469373j -6.25262e-15+0.00229431j 2.39481e-14+0.0995717j 3.08502e-15-0.0207711j 2.0152e-14+0.0160004j 9.5284e-15+0.105464j -1.47988e-14+0.0565026j -6.40148e-15-0.0159331j 3.10725e-14+0.0983279j 1.9146e-15+0.0204577j -1.76552e-15-0.00963147j 1.7744e-15+0.000384315j 9.25918e-17-0.00373587j 2.78242e-15-0.0125569j 1.1701e-15-0.000695997j 2.05972e-17+0.01695j -6.03968e-16-0.0264951j 8.82872e-15-0.0609416j 3.00288e-15-0.00218027j -1.10777e-14-0.04738j 3.23129e-14-0.0210463j 9.32762e-15+0.0283304j -1.27022e-15+0.047229j 5.27647e-16+0.0310724j 2.42648e-16-0.00270719j -3.99436e-16-0.0376149j -1.47235e-16+0.0110176j 2.73338e-16+0.0167306j 2.86216e-15-0.030151j -4.7895e-16-0.00322453j 1.39145e-16-0.0382523j 8.51001e-16+0.0460918j 2.82485e-15+0.0307356j -9.49035e-16+0.0461768j -8.63067e-16-0.11866j -8.79445e-16+0.010756j 1.86523e-13+0.0456792j -8.33231e-13+0.123515j 
-8.89754e-13-0.0598285j -2.13885e-13-0.235858j 3.91566e-15+0.0313233j 5.88413e-15+0.0552439j 1.18131e-14+0.0745884j -4.6872e-15+0.15218j 3.96932e-15+0.0499868j -6.16884e-15+0.0199699j 8.75629e-15+0.0861548j 3.75806e-15+0.0543331j 3.4602e-15-0.0172959j 8.02539e-15+0.109793j -1.03631e-15+0.0997325j 1.1657e-15-0.00157848j -1.36037e-15-0.0657812j -1.4863e-14-0.0661741j -7.26498e-15+0.0107231j 1.27972e-14-0.00839986j 7.36123e-15-0.141235j -7.0682e-15-0.0180781j 1.84272e-14-0.0442936j -7.37275e-15+0.0510495j -1.22918e-14-0.0146344j 1.27754e-13+0.117876j -6.47797e-15-0.0372594j 6.13991e-14+0.0864213j 8.58818e-15-0.0566715j -5.47403e-14-0.162189j -2.20716e-14-0.118571j 2.83433e-14+0.139349j 1.31888e-14-0.0587313j -4.26299e-14-0.189789j -3.93739e-14+0.0228019j -1.62837e-14-0.0174357j 2.91978e-16-0.00685154j 3.49643e-15-0.029277j 2.01672e-15-0.021413j 1.03387e-14+0.138427j -1.49651e-14+0.147018j -4.23845e-15-0.0690165j -7.35452e-15-0.0683425j -4.2587e-15+0.0107501j -3.22798e-15+0.00341545j -1.28693e-13-0.132069j -4.07443e-14-0.260647j -9.2051e-15+0.0884512j 4.15788e-14+0.116624j -8.05194e-14-0.224228j -1.24453e-14-0.0232162j 7.05746e-14+0.223715j -6.97249e-14-0.146542j 8.00546e-14-0.149212j 5.49745e-15-0.0809232j 6.42402e-15+0.0917401j -1.54106e-14-0.138677j -7.4907e-15+0.259617j -5.5221e-15+0.110408j -1.51777e-14-0.210362j 3.46873e-14+0.11181j 7.42062e-14-0.0537712j 1.8978e-14+0.0675493j -4.50342e-15-0.157494j 2.39473e-15+0.12894j -7.02455e-15-0.120791j 1.20401e-15-0.00849438j -1.2806e-14-0.155668j -8.21269e-15-0.0859496j 2.5264e-15+0.0433225j 6.99171e-15+0.103957j 5.64023e-15+0.0783291j -2.33307e-15+0.000426874j 7.68086e-15+0.0709101j -1.20008e-14-0.104812j 4.07862e-15+0.105167j -1.17495e-14-0.152141j -3.77099e-13-0.0939343j 1.60154e-12-0.240451j 
1.11776e-12+0.133918j 2.44222e-13+0.0247663j 6.78382e-16+0.0995355j 1.07944e-15+0.0291875j -6.43838e-16-0.0515069j 2.74503e-15-0.0162183j 1.59148e-15+0.0414546j -7.57204e-16+0.0377464j -2.44489e-15-0.104233j -1.299e-15-0.0199201j -2.45596e-15-0.102416j 5.19231e-16-0.112294j -1.66515e-16-0.191019j -8.33851e-15+0.0703571j 6.59952e-15+0.105641j -1.28583e-14-0.0520541j 9.80363e-15-0.0837847j 7.161e-14-0.105768j 1.06912e-14-0.0517281j -6.60932e-15-0.108149j -2.9313e-14+0.0316429j 1.90795e-14-0.17672j 1.0949e-14-0.113901j -1.11267e-13-0.120503j 2.7541e-15+0.0533948j 1.85661e-14+0.0382052j 8.00784e-15-0.11337j -3.08593e-14-0.0579992j -4.14988e-15-0.0813275j -2.50364e-15+0.0413549j 7.37751e-15-0.0507758j -4.98727e-15-0.0719331j 9.54645e-15+0.0353939j 6.5489e-15-0.00838041j 1.36126e-15-0.0851814j 1.25775e-14-0.0554846j -2.14631e-14-0.0468165j -5.21143e-14-0.080937j 4.79762e-14+0.170991j 2.38293e-14+0.0648366j 2.02341e-14+0.0393969j -4.62032e-14-0.165834j -7.07897e-15+0.071985j 4.18394e-14+0.0669982j 1.54874e-16-0.006042j -7.38642e-15-0.0235553j 1.49361e-14-0.046058j -2.01802e-14-0.105482j -1.17807e-14-0.0438021j 4.75215e-14+0.262692j -6.33752e-14-0.0555781j -1.82253e-13+0.266185j 2.3173e-14+0.00602261j -1.63812e-14+0.108884j 8.46889e-15-0.326698j 1.83205e-14-0.116791j 8.09979e-15-0.124298j -1.68053e-15-0.0532563j 4.59511e-15-0.00880061j 3.59637e-13-0.238969j 4.12375e-14+0.110194j -5.59151e-15+0.00507801j -3.70727e-15+0.0928146j 1.50643e-15+0.212795j -9.18816e-16-0.155484j -6.64899e-15-0.0520632j 3.2048e-15-0.113994j -2.15726e-14+0.17926j 9.93778e-16+0.0419031j -9.11556e-16-0.146821j -4.8083e-16+0.000199551j -5.98241e-15-0.0563548j -2.27562e-15+0.151387j 3.18663e-15+0.139993j 9.19265e-16+0.0342891j 2.6133e-13-0.125294j -1.17602e-12+0.131725j 
4.49352e-13+0.0536661j 9.87907e-14+0.0109225j 7.04416e-16-0.0174967j -6.14354e-16+0.0862268j 1.72589e-16-0.00244962j 2.25521e-15-0.020622j 3.08521e-16-0.00644445j -1.89882e-16+0.0089148j -3.13451e-16-0.0310758j -9.8656e-16-0.014525j -9.29178e-17+0.0316529j -2.90032e-16+0.00317058j 6.25613e-16+0.0148415j 2.67604e-15-0.0129474j -4.70263e-16-6.57233e-05j -4.34757e-15-0.0260509j -1.91129e-16+0.00796426j -1.41919e-14+0.0183885j -8.04075e-16+0.00280412j 4.97223e-16+0.0049607j -2.38188e-15+0.0104101j 2.77472e-15-0.0154367j 3.31074e-16+0.0626943j 8.54642e-15+0.0128389j 1.21146e-15+0.0360726j 1.37866e-14+0.0303985j -2.16239e-15-0.0164097j 5.12001e-15+0.00900371j 4.96325e-15+0.0499404j 8.74988e-15+0.0304479j 9.56751e-15+0.00317569j -1.50958e-14-0.0568284j -2.31568e-14-0.00353372j 1.63585e-14+0.00602194j 2.07085e-15-0.00829885j 1.26769e-14-0.0841032j 1.20142e-15+0.00933019j -5.96107e-15-0.00628207j 5.91454e-15+0.029703j 2.65678e-16-0.0116529j 5.4188e-15+0.0247566j -5.23806e-15-0.0155955j -1.62134e-15+0.00223661j 1.54679e-14+0.0196652j -1.27395e-15-0.0103685j -4.59711e-16-0.00188264j 8.56964e-16-0.0173881j -2.1042e-15-0.0204458j -4.09487e-16+0.0571604j 1.85689e-15+0.00305739j -3.97416e-15-0.021501j -2.74918e-14+0.0425922j 1.57625e-17+0.023868j -3.52211e-15+0.0258889j 2.60332e-16+0.00420718j 1.94246e-15-0.0260784j 4.15005e-15-0.0274313j 2.38637e-15-0.0144055j 9.43904e-15+0.0423836j 8.63187e-16-0.00179895j 3.84241e-15+0.0132122j 7.76438e-16+0.00533559j -1.98562e-16+0.00147046j 1.97818e-16-0.0228861j -1.73241e-16-0.0020604j 1.93981e-16-0.0105117j 5.07898e-17+0.02025j 8.1984e-16+0.00011035j 4.3812e-17+0.0137702j 8.7998e-17-0.0348073j -5.58045e-16-0.00406025j -2.70558e-15-0.0341725j -1.37213e-16+0.0297338j -6.13782e-16-0.0312058j -6.82952e-16-0.0477454j 8.65763e-14-0.0559866j -3.86924e-13+0.0400351j 
-6.10362e-14-0.00551697j -1.34494e-14-0.00963405j 6.95465e-16-0.0341243j -7.14388e-16+0.0380063j 1.54351e-16+0.0178025j -1.33325e-16-4.99606e-05j 5.37105e-17+0.0111586j -1.47855e-17+0.0165018j 4.16727e-16+0.0230308j -1.61157e-16-0.00532474j -1.7125e-16-0.0141132j 3.7233e-17-0.00340152j 2.05315e-17+0.00508782j 3.63851e-15-0.0298039j 6.107e-16+0.0192604j 7.60401e-16+0.00769075j 3.73288e-16-0.00294563j -1.32762e-15+0.000864615j 1.08031e-16+0.000873577j -1.72082e-16+0.0393866j 6.43866e-15-0.0126771j -4.67534e-15+0.0544331j 1.51804e-15-0.0135567j -2.12867e-14-0.0217549j -8.76706e-16-0.00904179j 6.57928e-15+0.0182319j 3.05174e-15-0.0119674j -9.07696e-16+0.0445905j 8.169e-15-0.014238j 1.82399e-15+0.00968911j 6.17792e-15+0.00178113j -1.12311e-14-0.0214517j -2.57311e-14-0.0223983j 2.06555e-14+0.0107878j -2.04874e-15+0.00931305j 6.64336e-15-0.0444792j -9.70726e-17-0.00306625j -3.75376e-16-0.0160386j 1.93551e-15-0.0179575j 9.70046e-16+0.0126413j 1.03664e-15+0.0153977j 1.54869e-15+0.0118576j 2.28684e-15-0.00944035j -1.58929e-15-0.0016642j 3.01168e-15+0.0232193j 1.52438e-15-0.00375278j -1.19627e-15+0.00470501j -1.86248e-15-0.00581976j -1.01024e-15+0.00430084j 7.503e-15+0.00827021j -4.96428e-15-0.0310173j 6.9396e-15-0.0114119j -1.08863e-15+0.0172879j 5.82261e-16+0.0115608j -1.06014e-15-0.00136049j -1.53982e-15+0.0255352j -1.88148e-15+0.011625j 3.46564e-16-0.015662j 4.10826e-15+0.0156468j -3.40443e-15+0.00170329j -1.35479e-15-0.00208214j 5.98954e-16-0.00294888j -9.37204e-16+0.000407701j 2.16213e-16-0.0218647j 4.85157e-16+0.013801j -2.97322e-16-0.0120843j -5.00234e-16-0.00878009j -1.48458e-15+0.0142409j 8.12609e-16+0.018292j 2.12779e-16+0.0176476j -2.40837e-16-0.0045354j -8.26534e-16-0.00871099j -1.45655e-16+0.0113595j -4.60037e-16-0.0267688j -3.23148e-16-0.0409779j -1.91539e-14-0.0125774j 8.5327e-14-0.0144057j 
2.79546e-14-0.000567406j 6.12146e-15+0.0183913j 1.74457e-16-0.0110723j -2.97615e-17-0.00131299j 1.82051e-16+0.00879138j 2.47119e-15-0.0223368j 1.50208e-16-0.0105253j -8.91534e-18+0.00478241j -2.88948e-16-0.000897227j 3.54645e-16+0.0132527j -1.73703e-16-0.00690581j -3.83229e-16-0.00488571j 2.31477e-16+0.00452344j -9.64551e-17+0.00239445j -3.46555e-16-0.00555475j 3.03372e-16+0.000682636j 2.11527e-16-0.00357672j 7.76269e-15-0.0109271j -2.71087e-16+0.00515263j -4.78694e-16-0.00067512j -1.23415e-15+0.000947j 3.69956e-16-0.00318478j 1.2135e-15-0.0070084j -5.61821e-15-0.0061514j 1.01552e-15+0.0152289j -1.158e-14-0.017368j -2.02951e-15-0.00918584j 3.60547e-15+0.00998271j 1.2522e-15+0.00904821j -2.11648e-15-0.0165901j -2.22523e-15+0.00272902j 6.86462e-15+0.00266936j 1.48844e-14+0.0169244j -2.10144e-14-0.0103016j 2.00736e-15+0.00766782j -4.97584e-16+0.00236012j 3.10176e-15+0.0107081j 4.29405e-15+0.0128115j -3.10775e-15-0.00108246j -2.80716e-15-0.0162501j -1.08481e-15+0.000522688j 5.79302e-15+0.0247694j 3.62552e-16+0.00177874j 6.3368e-15+0.00518716j 1.45265e-15+0.0101418j 9.88821e-16-0.00294637j -8.4829e-16-0.0032964j 2.80485e-15+0.0110012j 1.20892e-16+0.00412785j -6.4854e-17-0.00677342j 1.05504e-15-0.00535369j 1.58138e-15-0.00191665j -3.65764e-16+0.00122768j 9.72847e-17-0.000858829j -3.60156e-16+0.0034854j -8.94628e-16+0.00999566j -9.82525e-16+0.00306463j -5.84181e-16+0.00478827j -3.05233e-15-0.0161057j 1.23655e-14-0.00775812j 1.41823e-16-0.0017792j -1.06474e-16+0.00799073j 1.33567e-16-0.00190933j -9.97196e-17-0.00752239j -2.63053e-17-0.00579579j 1.29816e-16+0.00325522j -5.89346e-16-0.00781744j 1.78345e-15-0.016784j 6.16633e-17-0.00125279j -1.81661e-16+0.00802371j -1.17801e-16+0.00536975j -7.83347e-16-0.0117203j 6.28757e-17+0.0105739j 3.40658e-17-0.0168726j -1.5341e-16+0.001849j 1.43691e-14+0.0114926j -6.44376e-14+0.011339j 
-4.36612e-14-0.00503992j -8.54227e-15+0.000284511j -2.27832e-15-0.00314323j 3.72855e-15+0.00517278j -4.5251e-15-0.00607231j 4.59113e-15+0.00700584j -4.03045e-15-0.00514747j 4.4914e-15+0.0060376j -1.02112e-15-0.00120242j 5.7323e-15+0.00736431j 3.25553e-15+0.00428495j -5.59684e-15-0.00749942j 6.66148e-15+0.00857884j 1.95622e-15+0.00317597j 1.25776e-15+0.00180265j 5.17088e-15+0.00573803j -2.65156e-15-0.00470866j -8.61325e-16+0.000866706j -3.18335e-16-0.000442076j 2.48015e-15+0.00399068j 3.55796e-15+0.00362808j 8.40598e-15+0.0118749j 1.72725e-15+0.0021152j 8.21206e-16+0.000427241j 3.63635e-15+0.00450587j 1.39157e-14+0.011421j -2.5389e-15-0.00417208j 5.92496e-15+0.0100289j -2.00139e-15-0.0048707j -2.09264e-15-0.00204699j -1.79758e-15-0.00334784j -3.94279e-15-0.00196928j -6.73652e-15-0.00359628j 3.11619e-14+0.0117444j -6.4582e-15-0.00721851j -6.49506e-15-0.0126313j 4.73475e-15+0.0046725j -1.21938e-15-0.00231781j -6.10404e-16-0.000266081j -1.20883e-14-0.0140073j -4.8325e-15-0.00664835j -8.71539e-15-0.00949861j -5.93395e-15-0.00703558j -3.16424e-16-0.000572144j -5.88706e-15-0.00585901j 2.50555e-15+0.00337257j -1.42735e-15-0.00284691j -4.52529e-16-0.000521682j -1.27865e-15-0.00195501j -3.31005e-15-0.00243115j 3.2852e-15+0.00358102j 4.33406e-16+0.00532709j 6.12325e-16+0.00056932j -2.44064e-15-0.00212649j -6.26895e-15-0.00835708j -3.51645e-16-0.000924138j 1.39181e-15+0.00229523j -1.75344e-15-0.00182597j -3.77738e-15-0.00366479j -3.32336e-15+0.00403859j 6.25043e-15+0.00600584j -1.46517e-15-0.00219333j 5.4544e-16+0.000743957j -7.95019e-15-0.0104674j -2.62524e-15-0.00342178j 1.6064e-15+0.00210414j 4.95146e-16+0.00106362j -1.67317e-15-0.00242463j 7.01901e-15+0.00891909j -5.2701e-15-0.00709776j 4.93427e-15+0.00632841j 5.14654e-15+0.0060986j 1.54458e-15+0.00228271j 9.42767e-16+0.00133416j -3.56094e-15-0.00473687j -3.25337e-15+0.00231937j 2.05135e-14-0.00252979j 
-8.00182e-14-0.00944917j -1.7756e-14-0.0025087j 2.26928e-16-0.00613065j 9.32993e-18-0.00394196j -2.62542e-16-0.00176418j -1.02771e-15+0.0120348j -8.25026e-17+0.00254736j 3.77303e-17-0.0055749j 6.27784e-17+0.00985669j 1.44974e-16-0.00188671j 2.02938e-16+0.00197093j 1.58837e-16-0.0033352j -2.21378e-16+0.0069248j 1.10621e-15-0.00826666j 4.48394e-16+0.00124362j 1.25545e-15+0.00630059j 1.23136e-15-0.00497989j -1.57669e-16-0.000150618j -2.71249e-17+0.000766889j -1.25992e-16+0.00169816j -1.10424e-16+0.00490338j 9.37522e-17+0.00379089j -5.04544e-16-0.00424022j 4.7066e-15+0.00424268j -3.41941e-16-0.00673022j 1.56903e-15+0.00187989j 4.14252e-16+0.000141852j -7.37979e-16-0.00259559j -1.02639e-15-0.00227816j -8.92468e-16-0.00375606j -1.70876e-15-0.00828213j -1.57674e-17+0.00685672j -8.97342e-16-0.00424958j 7.34984e-15+0.00296531j -2.27134e-16-0.0103491j -1.15005e-15+0.0100959j -1.57495e-16+0.000710699j 1.19585e-15+0.00255779j -1.06999e-15-0.00367029j 1.69249e-16+0.00344134j -1.16731e-15-0.00285667j 2.36177e-15+0.0136792j 1.06987e-15-0.00294803j -9.49982e-15-0.0104696j -4.12669e-16-0.00142394j -1.34314e-15+0.00754724j 4.39098e-16+0.00494232j -9.46219e-16-0.00215894j 1.49656e-16-0.00374211j 4.89115e-16-0.000157335j 3.64413e-16-0.00148368j 8.35131e-15-0.012032j -6.57914e-16+0.000155794j 9.5375e-16-0.00999289j -1.13904e-15+0.00251085j -1.11708e-15+0.00829549j -1.56281e-16+0.00472836j 2.6356e-16-0.0103106j -7.88922e-16-0.00313862j -7.77179e-15+0.00486349j 2.25506e-16+0.0024755j -1.67786e-16-0.00281325j -1.08002e-16+0.00154907j 8.71337e-17-0.00672264j -9.51185e-17+0.00809414j -3.30969e-16+0.00076724j 1.33333e-16+0.00338196j -8.8599e-16+0.00781267j 2.95487e-16+0.000265908j -2.23525e-16+0.00409408j 2.65974e-16-0.000230984j 1.1482e-15+0.0124865j -4.31683e-17-0.00825861j 2.46096e-16-0.00378723j -3.27221e-17-0.00295309j -1.70876e-14+0.00521544j 7.5454e-14-0.00908723j 
3.6329e-14+0.00595543j 8.11882e-15-0.00636788j -1.217e-16+0.00708306j 1.32227e-16-0.00373834j -2.03012e-16+0.00822969j 5.07702e-16-0.00365027j -1.1569e-16+0.00380662j 9.42545e-17-0.00381718j -1.06533e-16+0.00182942j 2.18885e-16-0.00831008j 1.36132e-16-0.00230516j -1.0656e-16+0.00285191j 7.95565e-17-0.00579893j -5.82126e-16+0.00424496j 4.41633e-17-0.00414378j -4.77943e-16-0.00341976j 1.49069e-17-0.000187315j 1.32337e-15-0.00151244j 5.08923e-16-0.00578481j 2.13857e-16-0.0120327j -1.98437e-17+0.00130405j -3.41665e-16+0.00130271j -1.52949e-16+0.00131485j -9.85544e-16-0.00108614j -2.12303e-17-0.00393368j -3.41852e-15-0.00828846j -5.2755e-16+0.00624768j 8.34235e-16-0.00586171j -9.22958e-16-0.000347763j 1.43013e-15+0.00961801j 2.50578e-16+0.0062417j 4.99028e-16-0.000527331j 2.05188e-15+0.00281036j -1.03644e-14-0.0054363j 7.58617e-17+0.0017566j -1.49099e-15+0.00620969j -2.05017e-16-0.000710461j -2.24165e-16-0.000434727j 1.68321e-16-0.00382067j 1.15695e-16+0.00615228j -3.2396e-16+0.00185719j 3.66558e-17+0.000608068j 9.38029e-17+0.00271383j -1.59061e-15-0.00139621j -3.30327e-17-0.00242471j 7.80989e-16-0.00507408j 3.51026e-16-0.0047382j -8.53905e-16-0.00354175j 2.81942e-17-0.00142807j 7.97053e-16+0.000615626j 7.41013e-17-0.00141593j 6.24113e-16-0.000400314j -1.05751e-15+0.0100893j 3.05532e-17+0.0019915j -1.51135e-16-7.09839e-06j 7.28385e-17-0.00247169j -1.10914e-15+0.00559151j -3.93102e-16+0.000257647j 2.54475e-16+0.0011021j -3.33669e-15+0.0020656j -7.96591e-16-0.0027273j -3.95708e-17-0.000556182j 2.47958e-16+0.000657151j -1.58284e-16+0.00681359j -1.36725e-16-0.00167723j -8.67888e-17-0.000410291j 2.10335e-16-0.00060704j -4.52063e-16+0.00391347j -8.71597e-17-0.00783006j -2.97212e-16+0.0063176j 1.45473e-17-0.00506243j -3.76866e-16-0.00794482j 2.35195e-16-0.00466936j 1.64441e-16+0.00388808j -1.23073e-18+0.00312177j 3.026e-16-0.00608577j -8.67414e-16-0.00124745j 
-6.3794e-14-0.00842009j -1.40933e-14+0.0020149j 2.09767e-16-0.00679041j -6.98443e-17-0.000598753j -4.91597e-17-0.0015776j 6.37586e-18+0.000323038j -1.79356e-17-0.00129225j 1.87307e-17+0.00319254j -6.14433e-17+0.0035315j 9.60428e-17+0.00283051j 3.09937e-17-0.00234929j -9.83143e-18-0.000768362j -3.63132e-17+0.00516894j 9.81011e-16-0.00643693j -4.10827e-17+0.00106838j 4.92161e-16+0.00309288j -9.57107e-17+2.33794e-05j 8.87202e-16-0.00107576j -4.25367e-18+0.00194704j -1.74404e-16+0.00757853j 8.46483e-16-0.00292735j -6.61684e-16+0.0041718j 1.0043e-16-0.00426653j 7.98854e-16+0.000538156j 1.02952e-16-0.000169226j 5.68019e-16+0.00221827j 1.09246e-16-0.00467348j -3.70924e-16+0.00313582j 2.8844e-16+0.000185993j -1.40357e-15-0.00774141j -1.11588e-15-0.00461702j 1.08989e-15+0.0036123j 1.53892e-15-4.87051e-06j 1.29945e-15+0.00073587j 2.29633e-16+8.5818e-05j 1.68534e-16-0.000274195j 2.58852e-16+0.000192082j 9.88237e-16+0.00205326j -2.54897e-16+9.64462e-05j -1.41839e-16-0.000664853j -3.58538e-16-6.52277e-05j 1.68869e-15+0.00871968j 6.74132e-16-1.04585e-05j -9.94319e-16-0.00138395j 3.83967e-16+0.00379202j -1.99491e-17+0.00184322j -3.09424e-16+0.0043816j 1.13838e-16+0.00217269j -2.69348e-17-0.000750762j 3.32128e-16-0.000625055j 5.30239e-17-0.00193103j 3.50928e-15-0.00527143j -7.70522e-17-0.0049595j 5.00121e-16-0.00406461j -5.16145e-16+0.00255518j -7.57816e-16+0.00907133j -1.07184e-16+0.0015319j -7.25959e-17-0.00139031j -6.31575e-16-0.0037297j 2.06499e-15-0.0013051j -2.90093e-16-0.000950993j -5.89818e-17+0.000430769j -9.08452e-17-0.0022193j -9.62381e-18-0.00558158j -3.72828e-17+0.0048011j -2.17925e-17+0.00101739j -2.50048e-16-0.00216905j 3.5978e-17-0.00140739j 2.3545e-16+0.00373487j -8.51332e-17+0.00329228j 1.10933e-16+0.00142056j 2.70305e-16+0.00373385j -6.24971e-17+0.00186022j 8.95449e-17-0.00450772j 1.26635e-17-0.00227053j -9.30783e-15+0.00735041j 4.12185e-14-0.00394737j 
-8.29463e-14-0.00831224j -1.80417e-14-0.00916737j -1.88768e-16+0.00362558j -9.67494e-18-0.00103191j -9.2611e-17-0.00262623j 1.07463e-18+0.000408062j -1.115e-16-0.000948092j 1.41341e-16+0.00912129j -1.453e-17-0.000983949j 3.88739e-17-0.00431564j 1.46777e-16-0.00312581j -3.27019e-16+0.00225608j 3.58015e-17+0.00571076j 4.55958e-17-0.000962532j -1.88746e-16-0.00336717j 1.44579e-17-0.000850549j -1.37542e-15+0.00381931j 1.46105e-15-0.000872991j 1.02424e-15-0.00652739j 6.84004e-17-0.000355007j 2.40582e-15-0.00540661j -1.20449e-15+0.0110344j -6.37562e-16+0.00354922j 4.37746e-15+0.00482945j 3.3673e-16-0.00367042j 4.91343e-15+0.009266j 3.95753e-16-0.0043022j -1.4756e-15-0.00306421j -3.98463e-16-0.00111874j -7.61377e-16+0.00105781j -2.08562e-16-0.00448206j 5.97978e-16+0.00140823j 1.46388e-15+0.00104402j 3.41395e-15+0.00198695j -1.15702e-16+0.00113722j 1.47841e-15-0.00864329j 5.98714e-18-0.00197504j -8.81345e-16-0.00211386j 9.70167e-16+0.00387156j 4.11062e-16-0.000632119j 6.33796e-16-0.00190227j -9.73131e-16-0.00566938j -1.34329e-16+0.00484512j 1.05976e-15+0.0017931j -2.02792e-16-0.00505886j 1.36436e-15-0.00457056j 4.27486e-16+0.000993698j -1.86767e-15-0.0055762j -1.6124e-16-0.00279556j -3.49852e-16+0.000887203j -5.50298e-18+0.00117054j -2.01694e-15+0.00317118j 6.82887e-17-0.00340819j -4.05408e-16-0.00310816j -7.45814e-17-0.00385872j 2.88946e-17+0.00515862j -7.84251e-16+0.00648631j -6.84255e-16+2.86107e-05j -3.13199e-16-0.00165134j 8.08988e-16-0.000370295j -9.65223e-16-0.00350609j 6.08584e-17-0.00160454j -8.49044e-17-0.00497349j -2.73294e-16-0.00301706j 4.08978e-17+0.00286732j 1.23806e-16+0.00369907j -2.53748e-16-0.00497674j -2.4611e-16+0.000713219j 3.09389e-16+0.0044171j -1.29994e-17+0.00212383j 1.07857e-16-0.000744638j -9.04612e-17-0.00199909j 5.68557e-17+0.00222805j -7.28977e-17+0.00848949j 6.34046e-17-0.000359533j -1.7188e-14+0.00314783j 7.77172e-14-0.00985583j 
1.16297e-13+0.0129974j 2.56462e-14+0.00689734j 6.02605e-17-0.00146856j -6.8826e-17+0.0026862j 1.86581e-17+0.00981416j 8.25928e-16-0.00742379j -6.54766e-18+0.000676039j -1.34783e-16-0.00785694j -6.43201e-17+0.000594736j 1.92399e-16+0.00145879j -5.64395e-17-0.00060168j -8.59499e-18-0.00160397j 1.5438e-16-0.00641266j -4.40907e-16+0.00426208j 5.54256e-17+9.31954e-05j -4.29154e-16-0.00249138j 9.1358e-16-0.00371169j 2.98276e-15-0.00474024j -3.42518e-16+0.00343725j -2.01693e-16-0.00562727j -2.20421e-15+0.00713007j 9.40161e-16-0.00818088j 7.17089e-16-0.00176316j -5.4915e-15-0.00587523j -1.24295e-16+0.00229118j -7.63463e-15-0.0138897j -8.23347e-16+0.00346484j 2.28332e-15+0.00361347j 7.33058e-16+0.0023685j 1.07757e-15+0.00299289j 4.58721e-16+0.00615475j 3.33161e-16-0.00445533j 1.15185e-15+0.00310804j -1.42665e-14-0.00742786j 5.25702e-16+0.00375672j -8.3538e-16+0.00468287j 9.0078e-16+0.00406902j 1.52034e-15+0.00254816j -1.28982e-15-0.00643349j -1.19003e-15-0.000928533j -7.79749e-16+0.00259441j 1.72803e-15+0.00730652j 1.08656e-16-0.00135794j 1.58397e-15+0.00120399j 4.85448e-16+0.00486013j 1.50469e-16-0.00152912j -2.19306e-16-0.00351232j 6.90475e-16+0.0015562j 3.50432e-17+0.0032798j 8.03912e-16-0.00268678j 5.33549e-17-0.00499119j 7.78744e-16-0.000928973j -7.13436e-16+0.00895405j 1.63013e-17+0.00447576j 1.38178e-16+0.00157496j 2.71458e-16-0.00762727j 1.73174e-16-0.00209097j 1.36138e-16-0.00162374j 1.97169e-16+0.00123037j 1.77126e-15-0.00126668j 2.86901e-16+0.000651089j -2.68758e-17+0.00343589j 2.6385e-16+0.00500311j 5.73546e-17+0.00275135j -1.34029e-16-0.00579838j -3.19687e-17-0.00294035j 2.13661e-16+0.00128117j 1.91704e-16-0.00118321j -3.15865e-16-0.00773528j -1.33028e-16+0.0020087j -7.71615e-17-0.00110193j -3.92304e-16-0.00763318j 7.20963e-17-0.00135138j -2.08821e-18-0.00855341j -4.70951e-17-0.000363231j 2.04754e-14-0.00747312j -9.12424e-14+0.0107305j 
