5.04719e-13+0.0275736j 1.11051e-13+0.160709j 6.92323e-16-0.0876491j -7.36595e-16+0.00597353j 1.94087e-16-0.0155932j 3.84133e-15-0.0353028j 4.45448e-16-0.0325082j -7.32901e-16-0.037382j -1.86419e-16-0.0024562j 9.16746e-16+0.0799208j -2.41984e-15+0.00543519j 2.59702e-16-0.0797053j 2.35733e-15-0.0240249j 1.41371e-15-0.00637218j 1.26656e-15+0.0501786j 6.52308e-15+0.0424504j 1.06765e-14-0.0414547j 3.58719e-15-0.0203392j -1.14754e-14+0.109181j -1.272e-15+0.0409449j -2.16465e-14+0.0562113j 1.28808e-14-0.0929821j 1.00742e-14-0.0588473j -7.11791e-14-0.0764676j -5.67075e-16+0.0605514j -4.4193e-14-0.0647056j -4.9946e-15-0.0226562j 1.55132e-14+0.0865129j 1.07342e-14+0.0217377j -1.20638e-14-0.0988592j -1.03724e-14-0.00860356j 1.30613e-14+0.0211727j 1.89034e-14+0.013484j -2.29555e-14-0.0135674j 4.09889e-15-0.0237025j -6.91908e-15+0.0628636j 7.7774e-15+0.0456469j 1.52565e-14+0.0246729j -1.04641e-14-0.0163144j -1.04118e-14-0.0469373j -6.25262e-15+0.00229431j 2.39481e-14+0.0995717j 3.08502e-15-0.0207711j 2.0152e-14+0.0160004j 9.5284e-15+0.105464j -1.47988e-14+0.0565026j -6.40148e-15-0.0159331j 3.10725e-14+0.0983279j 1.9146e-15+0.0204577j -1.76552e-15-0.00963147j 1.7744e-15+0.000384315j 9.25918e-17-0.00373587j 2.78242e-15-0.0125569j 1.1701e-15-0.000695997j 2.05972e-17+0.01695j -6.03968e-16-0.0264951j 8.82872e-15-0.0609416j 3.00288e-15-0.00218027j -1.10777e-14-0.04738j 3.23129e-14-0.0210463j 9.32762e-15+0.0283304j -1.27022e-15+0.047229j 5.27647e-16+0.0310724j 2.42648e-16-0.00270719j -3.99436e-16-0.0376149j -1.47235e-16+0.0110176j 2.73338e-16+0.0167306j 2.86216e-15-0.030151j -4.7895e-16-0.00322453j 1.39145e-16-0.0382523j 8.51001e-16+0.0460918j 2.82485e-15+0.0307356j -9.49035e-16+0.0461768j -8.63067e-16-0.11866j -8.79445e-16+0.010756j 1.86523e-13+0.0456792j -8.33231e-13+0.123515j 
-9.73738e-14-0.0145825j -2.12679e-14+0.0110753j -1.33797e-17-0.0104304j -1.40062e-16-0.00639805j -2.50803e-16-0.00816429j 1.03303e-16+0.000792896j 2.70069e-17-0.0045678j -2.23761e-17+0.00446477j 1.63509e-17+0.00336362j 1.35377e-16+0.00653984j -7.84437e-17-0.00156873j -8.69188e-17-0.00737476j 1.03102e-16+0.0048592j 6.10307e-16-0.00580447j 6.98297e-17+0.00342883j 1.65699e-15+0.0094744j 2.12656e-17-3.86586e-05j -2.11861e-15+0.00200733j -9.71164e-16+0.00939425j 2.31431e-16+0.00925071j 6.13536e-16-0.0021675j -5.54009e-16+0.00394815j 4.25284e-16-0.00713942j -4.4273e-15-0.00483733j 1.45899e-16+0.0023763j 4.61002e-16+0.00257239j 8.55227e-17-0.00470442j -1.05361e-16+0.00784152j 4.78817e-16-0.000694902j -2.93487e-15-0.0155304j -2.38042e-15-0.00571341j 2.79702e-15+0.0102723j 3.84794e-15+0.000528683j 6.68974e-15+0.00348123j -1.11827e-16-0.00467484j -6.30339e-16+0.00803801j 4.01738e-16+0.00228952j 1.47603e-15+0.00224369j -6.02575e-16+0.00107346j -3.50151e-16-0.00421642j -5.30268e-16-0.00305232j 2.91832e-15+0.0115135j 6.61762e-16+0.00068796j -4.24807e-16-0.000715122j 1.15127e-15+0.0101449j -1.54491e-15+0.0075858j -6.42351e-16+0.000332814j 3.82641e-15+0.0129912j 3.52669e-16-0.00302922j -7.72831e-16+0.000239543j 9.02903e-16+0.00506026j 2.93892e-15-0.00517541j 2.60029e-16-0.00872205j 5.13249e-16-0.00634214j -4.21063e-16+0.004103j -9.10938e-16+0.0109798j -2.97843e-16+0.00177016j -1.30214e-16+0.00195841j -2.20896e-15-0.0101873j -2.93181e-15+0.00213035j -3.20866e-16-0.00111788j -1.54057e-16+0.00236523j -4.98494e-17-0.00300285j -2.33434e-17-0.00433132j 9.9956e-17+0.00299791j 1.06487e-17+0.0066604j -1.78223e-16-0.0011307j 2.76259e-16-0.00390766j 3.53036e-16+0.00580004j -8.11486e-17+0.000568703j 2.76331e-16+0.00609882j 1.00808e-15+0.00999076j -1.46418e-16+0.00532853j -6.05171e-17-0.00725979j 4.64278e-17+0.00298245j -6.69858e-15+0.017805j 3.05328e-14-0.000149702j 
-1.50454e-13-0.0148258j -3.33178e-14-0.0180011j 7.16378e-17+0.00208076j 9.297e-17-0.000896974j 7.89161e-17-0.00193035j -9.22297e-16+0.00873723j -1.68854e-17+0.00322674j 1.32465e-16+0.00920059j 1.34487e-16+0.00566059j -1.50924e-16-0.00611754j 2.46101e-16-0.00299662j 9.52549e-17+0.00614936j -2.88747e-16+0.00825118j 7.23016e-16-0.00648867j -8.75561e-17-0.0023379j 1.35503e-16+0.00101245j -1.13218e-15+0.00414379j -1.35831e-15+0.00333353j 1.06997e-15-0.0102891j 7.70019e-17+0.00514087j 3.90917e-15-0.0099978j -2.22252e-15+0.0202793j -9.79779e-16+0.000896157j 6.88051e-15+0.00715396j -6.62788e-17-0.00839263j 8.09161e-15+0.0141623j 1.29592e-15-0.00225173j -2.9605e-15-0.00396958j -5.67273e-16-0.00656632j 8.97206e-17+0.00452071j 5.66559e-16-0.00444012j -1.74075e-15+0.000860397j -3.52175e-15-0.00464303j 1.17842e-14+0.00625578j -7.31729e-16-0.000152757j 1.15842e-15-0.00845946j -9.0035e-16-0.00561183j -1.2611e-15-0.0028714j 1.06124e-15+0.00214863j 1.34627e-15+0.00462206j 5.74665e-16-0.00168994j -1.61859e-15-0.00559872j 2.79354e-16+0.00113073j -4.79104e-15-0.00468337j -7.71123e-16-0.00846177j 9.53459e-16-0.00211402j 6.32349e-16+0.00540715j -3.16463e-15-0.00864919j -2.38362e-16-0.00525565j 8.26697e-16+0.00373267j -7.79276e-16-0.00113198j 3.28881e-15-0.00506171j -1.7723e-17-0.00370841j 3.38631e-16-0.0034497j -4.71692e-16-0.00212797j -7.14389e-16+0.0145136j -1.25887e-15+0.0102487j -4.53559e-16-0.00254499j 7.55231e-16+0.0020324j -4.61253e-15+0.00306449j -1.21766e-15-0.00297292j 1.10314e-16-0.00681459j -3.02485e-16-0.00485418j -9.63859e-17-0.00602393j 1.57859e-16+0.00903581j -9.63319e-17-0.000172827j -2.97854e-16-0.00425498j -5.36743e-16+0.00450757j 3.93742e-16+0.00735084j 1.17393e-16+0.00683689j -2.27364e-17-0.00267652j 1.02105e-16+0.00393555j -6.84253e-17-0.00325312j 9.38697e-17+0.010431j -1.94171e-17-0.00505502j -3.59449e-14+0.00321377j 1.5961e-13-0.0209875j 
-7.13647e-15-0.00226882j -1.80959e-15+0.00618553j 1.96003e-16-0.00629361j 6.79403e-17+0.000947844j 2.73094e-17-0.000601398j 2.13898e-16-0.00178577j 9.13766e-17-0.00134572j 1.01971e-17+0.000968881j -4.41688e-17+0.00172732j -1.66238e-16+0.00305066j -2.47298e-17-0.00116521j 8.92901e-17-0.00354112j 9.8122e-17+0.000603641j 3.53099e-16-0.00286132j -2.45303e-17+0.00250444j 3.72343e-16+0.00304483j 2.60096e-16-0.00104919j -2.30644e-16-0.000198706j -7.29159e-16+0.00467353j -1.28056e-16+0.00441496j -1.72226e-16+0.000162033j 1.01273e-16+0.000869243j 6.49325e-16-0.00353388j -3.82088e-15-0.00419084j 3.89711e-17+0.00217268j -1.02399e-15-0.000911767j -7.74356e-18-0.00239666j 3.37905e-16+0.00577797j 8.42158e-16+0.000304807j -5.19626e-16-0.00517518j -3.74335e-16-0.000986696j 4.63509e-16+0.00121467j 5.49554e-16+0.000185092j 5.05349e-16+0.000176061j 5.15456e-17-0.00082624j -2.88791e-16+0.00121782j 2.82425e-16+0.00170952j 6.55752e-16+0.000924876j -3.00446e-16-0.000593528j -1.97655e-16-0.00157639j -1.24728e-16+0.000516266j 1.32682e-15+0.0065889j 3.36477e-16-0.00035462j 4.19205e-16+0.000292566j 4.95745e-16+0.00605907j -7.79077e-16+0.00271815j -4.14515e-16-0.000426192j 1.35839e-15+0.00499765j 1.41393e-16+0.00057266j 3.27346e-16+0.000658727j -1.66542e-16-0.000992531j 1.13345e-15-0.00180069j 2.69901e-16-0.000966653j 2.09401e-16-0.000335396j -1.95709e-16+0.00138887j -3.9805e-16+0.00364949j 3.16004e-17-0.000319925j 8.37443e-17-0.000463309j -4.17064e-16-0.0026664j 5.95675e-16-0.000346742j 9.12805e-17+0.000221681j -9.77722e-17+0.00166783j -1.11141e-16+0.000227774j 3.44951e-17-0.00202085j 9.5553e-17+0.000160978j -6.98711e-17+0.0009663j -2.28075e-17-0.000605033j 1.92746e-16-0.00119624j 7.2331e-17+0.00188734j -7.34772e-18+0.000551081j -7.24233e-17+0.00211458j 5.67198e-18+0.00155457j -8.62551e-17+0.00326699j 7.69493e-17-0.00637992j -1.2232e-16-0.0012768j 2.75885e-15+0.00415498j -1.33582e-14+0.00273903j 
-2.40011e-14-0.00227641j -5.16285e-15-0.00320022j -2.24331e-16+0.00571949j 1.15468e-16-0.0102948j -3.22725e-17+0.00222176j -2.68737e-16+0.00176541j -1.08747e-16+0.00139347j 7.4917e-17-0.00320921j 3.70245e-17+0.00220384j 9.92617e-17+0.000719802j 1.17011e-17-0.00274917j -9.10748e-17+0.00184751j 5.85459e-18-0.00333135j -7.30702e-16+0.00435683j 2.05195e-17-0.00189982j 1.61174e-16+0.000371124j -1.00283e-16-0.000628883j 1.97962e-15-0.00247236j 2.69456e-16-0.00229392j -7.25979e-17-0.00460472j -1.22938e-16-0.000226141j 5.79418e-17-0.00170237j -2.17469e-16-0.00522897j 6.27375e-16+0.000222297j -9.23737e-17-0.00416069j -2.50382e-15-0.00597099j -8.23301e-17+0.00398012j -3.17747e-16-0.00475688j -9.50666e-16-0.00502811j -5.00193e-16-8.33615e-05j -9.14695e-16+0.00161607j 1.81375e-15+0.0047448j 3.09806e-15+0.0016139j -5.50626e-15-0.00259149j -2.36848e-16+0.00217314j -1.82275e-15+0.0107485j -1.02114e-16-0.00128732j 5.33194e-16+0.00156705j -8.27621e-16-0.0031467j -1.21883e-16+0.00163039j -6.37408e-16-0.00277673j 2.57512e-16-0.000492467j -4.65742e-17-5.16601e-05j -1.77657e-15-0.00226317j -1.26526e-16-0.00197884j 2.6695e-16-0.00112022j 6.86864e-17+0.00160099j -3.57666e-16+5.77385e-05j 7.46884e-19-0.00592527j -3.07875e-16-0.000603969j 4.46486e-16+0.00236146j 2.82453e-15-0.0041549j -2.56982e-17-0.00126076j 1.43655e-16-0.00144489j 7.79285e-17-0.000766891j 2.3173e-17-3.00272e-06j -3.68793e-16+0.00258619j -2.68482e-16+0.00192702j -9.17193e-16-0.00303082j 3.20978e-16-0.000107707j -3.49632e-16-0.00136095j -1.86268e-18-0.00111783j 6.10469e-18+0.000878395j -1.03348e-16+0.00462451j 4.07459e-17-0.00129838j 1.09099e-16-0.000163893j 4.00618e-17-0.00170353j 1.14622e-17-0.000254462j -1.04388e-16-0.00409911j -1.09846e-17+0.0038275j 3.25174e-17-0.00075456j 1.33736e-16+0.0017531j 1.51875e-16-0.00551668j 4.89937e-18+0.00584983j 8.67369e-17+0.00657471j -7.25466e-15+0.00285197j 3.29639e-14-0.00383917j 
-2.87243e-14-0.00351989j -6.30673e-15-0.000323449j 4.86852e-17-0.00238133j -7.2531e-17-0.00114144j 1.17906e-17-0.00118239j -3.99015e-16+0.00301861j -3.05036e-17+0.00137743j -2.23962e-17-0.000573414j 6.632e-17+0.0029255j -2.53163e-17-0.000893317j -1.53081e-17-0.000427392j 3.1912e-17-0.000625844j -4.34106e-17+0.000532599j 4.57129e-16-0.00358646j 6.61501e-17+0.00167636j 3.51501e-16+0.00210224j 6.25684e-17-0.000304987j -9.67162e-16+0.00108006j -1.89626e-16+0.00108461j -3.96088e-17+0.00267088j 3.2684e-16-0.000702268j -1.9801e-16+0.00169508j -8.00171e-17-0.00238998j -2.85391e-16-0.000450381j -9.85909e-17-0.00222492j 6.49013e-16+0.00132192j 2.61765e-16-3.64668e-05j -3.43686e-16+0.000289223j -4.68669e-17-0.00132307j -4.00505e-16-0.00148474j -3.45565e-16-0.00184479j -5.58218e-17+0.00214848j -8.34136e-16-0.00209931j 2.37288e-15+0.00108043j -1.74478e-16-0.00199056j -3.47753e-16+0.00280671j -3.15383e-16-0.00108038j 3.0166e-17-0.000412909j 3.65692e-17-0.000606988j 3.85717e-16+0.00301577j -1.40574e-16+0.000255812j 6.88544e-16+0.00326154j 3.58366e-16-0.000282796j -2.20028e-15-0.0022632j 2.25828e-16+0.0018304j -5.84698e-16+0.00219094j -1.15293e-16+0.00161785j 2.00285e-16+0.000853985j 4.01732e-18-0.00120712j 2.72711e-16+0.00135695j -1.95874e-16-0.000335491j 2.16058e-15-0.00335987j 8.80123e-17-0.00111903j 2.46554e-16-0.00177643j -2.2917e-16+0.00131208j -3.54873e-16+0.00345377j 1.93498e-17+0.000664904j 1.5101e-16-0.00164328j -1.71528e-16-0.000234211j -1.52704e-15+0.000947812j -1.51881e-16-6.59042e-05j 7.70399e-20-0.000670526j -1.17151e-16-0.000116422j 2.77399e-17-0.000441415j 2.92664e-17+0.00287389j -4.65663e-17+8.27886e-05j 3.03013e-17+0.000417326j -3.19058e-16+0.0025315j -5.98906e-18+0.000843649j 5.30864e-17+0.00133562j 3.27843e-17-0.000230989j 2.00431e-16+0.00368897j -3.98843e-17-0.00102099j -1.91618e-17-0.00117855j 5.42086e-17-0.000723796j -4.98688e-15+0.00228974j 2.2286e-14-0.00250985j 
-1.56743e-14-0.00282179j -3.30504e-15+0.00388652j 4.50352e-17+0.000285924j -1.49345e-16-0.00538116j -7.96286e-18-0.00320781j -1.03922e-16-0.000476182j -1.71064e-17-0.00151323j -1.12224e-16-0.00110748j -8.66734e-17-0.000944938j 4.14445e-17+0.00121768j -2.03999e-18+0.000600795j 8.2804e-17-0.000672414j -1.16094e-16-6.35609e-05j 1.17887e-16+0.000178896j -1.62435e-16-0.000701554j 2.0502e-16+0.00133378j 3.08179e-17+0.000704581j -4.27128e-16+0.000603963j -1.93122e-16+0.00257022j -7.20986e-17-0.000711596j -4.67535e-16-1.76058e-05j -1.74553e-17-0.00486988j 7.61647e-18-0.000905305j 7.68303e-16+0.000729172j 1.35699e-16+0.000865166j -1.31121e-15-0.00206782j -1.74759e-16+0.000491263j 1.17758e-16-0.00252407j -5.9342e-16+0.00188707j -8.84934e-16-0.00501067j -1.09988e-15-0.00116634j 1.91384e-15+0.00521165j 3.57851e-15+0.00193938j -2.08112e-15-0.000944106j 3.58453e-16-0.00116388j -6.77026e-16+0.00703739j -4.49684e-17+0.000148087j 5.16039e-16+0.00179639j -1.61164e-16+0.00125151j 2.29553e-17-0.000112385j -2.48935e-16-0.00103444j 9.11199e-16+0.00298814j 2.03475e-16+0.00127156j 8.97286e-17+1.77807e-05j 2.54468e-16+0.00175039j -4.37208e-16+0.00171424j -3.25033e-16+0.000259632j 1.35466e-15+0.0042541j 2.32362e-16-0.000779463j -8.56201e-16-0.00127369j 8.54613e-16+0.00376777j 5.78152e-16-0.00103147j 5.3024e-17-0.00371268j 2.88501e-16-0.00283169j 1.54268e-16+0.00286544j -1.42453e-16+0.000345772j 1.82191e-16-0.0012877j 1.34993e-16+0.00258927j -8.30699e-16-0.00354861j -1.01092e-16+0.000187885j -2.7557e-16-0.000830942j -5.92561e-17+0.00130031j 9.7843e-17-0.00137303j 1.51993e-16+0.00185109j -1.10795e-16+0.000609977j 6.16586e-17+0.00258501j 5.22155e-17+0.000839908j 1.50498e-17-0.00202625j -2.01409e-16-0.00119165j 2.44587e-17-0.000687257j 6.8629e-17+0.00109766j 1.7178e-16+0.00285879j -4.37317e-17+5.84496e-05j 7.19279e-18-9.14761e-05j 2.47011e-16+0.00481416j 6.81381e-16+0.00556555j -2.4502e-15+0.00160358j 
-1.11078e-14-0.00093534j -3.04251e-15-0.00193976j -5.56805e-16-0.00173761j 8.77926e-16+0.00253977j 9.17543e-16+0.00224826j -4.94845e-16-0.00155972j 1.5265e-16+0.000327967j 8.51454e-16+0.00254857j 5.06077e-16+0.00146072j -3.70495e-16-0.00100205j -6.48929e-16-0.00183362j 1.48009e-16+0.000409298j 3.43697e-16+0.00129486j -3.60691e-16-0.00161895j -9.43741e-17-0.000253238j -1.71489e-16-0.000233672j -7.16242e-17+0.000334283j 3.51966e-16-0.000661785j -3.14464e-16-0.00145117j 4.29778e-16+0.00123672j 1.57275e-16-0.00157182j 1.28677e-15+0.0052342j -3.30751e-17-0.00015188j -1.18266e-15-0.00081326j -5.88105e-17-0.000362525j 5.72162e-16+0.00109528j -3.82463e-16-0.00158801j 7.59713e-16+0.00213747j 3.45347e-16-0.000412579j 6.19262e-16+0.00123275j 5.75643e-16+0.000174989j -9.86551e-16-0.00186555j -4.73491e-16+0.000134244j -5.62372e-16-0.000190741j 6.19406e-16+0.00135007j -8.51499e-16-0.00399018j 1.96899e-16+0.000135043j -7.80453e-17-0.000260658j -1.85192e-16-0.000408315j 1.04675e-16+4.54609e-05j 5.33538e-16+0.000932947j 8.20979e-16+0.00152775j 3.18925e-16+0.000597014j 2.2449e-16+0.000176644j 4.57002e-16+0.000479135j -2.13118e-16-0.0013738j -2.20218e-17-0.00016348j -8.84898e-16-0.00140489j 7.09356e-17+0.000358116j 8.6136e-16+0.00087292j -1.39842e-15-0.00271663j 1.74579e-16-0.00053606j 5.21673e-16+0.00164033j 3.32617e-16+0.000830824j -2.37336e-16-0.000598669j 9.05899e-16+0.00341701j 4.45203e-16+0.00265714j -4.37895e-16-0.00119485j 3.74588e-16+0.000394069j 2.41515e-16-0.000234192j -6.29402e-16-0.00087876j -1.68012e-17-0.000325898j -2.76816e-16-0.000535284j -6.89462e-16-0.00213274j 3.18382e-16+0.000799571j -2.04178e-16-0.000416259j -7.45119e-16-0.00191218j 4.61166e-17+0.000369804j 4.63652e-16+0.00135994j 9.52599e-16+0.00260301j -2.96531e-16-0.00058005j -1.18303e-15-0.00246739j 4.48659e-16+0.0012672j -4.80417e-16-0.00113545j -1.04139e-15-0.00293824j -3.62282e-15-0.000696698j 1.40509e-14-0.00215538j 
8.73676e-14+0.010434j 1.93233e-14+0.00215782j 5.65742e-18+9.356e-05j -7.4746e-17+0.00907118j 1.23133e-17+0.00194605j 2.61398e-16-0.00363305j -4.24658e-18+0.000387864j -3.11945e-18-0.000974644j -6.51553e-17-0.0043191j -1.12375e-16-0.000505296j -8.72128e-17+0.00214997j -5.10114e-17+0.000533797j 1.16098e-16-0.00324927j -1.177e-16+0.00146397j -2.71202e-17+0.00161223j -7.47682e-16-0.00398721j 1.08212e-16+0.000175506j -5.07326e-16+0.000486327j -8.44953e-17+0.000868194j -3.41704e-17+5.40401e-05j -8.44041e-16+0.00178796j 5.42406e-16-0.00467494j 3.19181e-16+0.0044933j -1.96651e-15-0.00165148j 5.09489e-17+0.00356893j -2.45516e-16-5.0615e-05j -2.24891e-16-2.64209e-05j 7.42115e-16+0.00249675j 9.53951e-16+0.00326714j 1.21822e-15+0.00493859j 1.53867e-15+0.00319953j -1.98625e-15-0.00773809j -3.46325e-15-0.000973269j -1.31794e-15-0.000750777j 4.06079e-17+0.00216013j 1.19515e-15-0.0086083j 1.85042e-17+0.00039551j -8.11566e-16-0.00219489j 7.71746e-16+0.000956818j -6.03682e-17-0.000171792j 5.99488e-16+0.00350129j -1.2069e-15-0.00525977j -3.36396e-16-0.000739617j 3.37878e-15+0.00381814j 4.27587e-17+0.000574325j 2.60398e-16-0.00195155j -1.27017e-16-0.00214999j -1.28181e-16-0.0019713j -1.21642e-16+0.0055317j 4.06974e-16+0.000269637j -6.2483e-16-0.00289761j -4.08464e-15+0.00626275j 9.96694e-17+0.0037699j -5.29547e-16+0.00582687j 3.81032e-16-0.00110905j 6.68005e-16-0.00781369j 6.84272e-16-0.00550548j 3.33173e-16+7.17029e-05j 1.24646e-15+0.00609336j 2.93477e-15-0.00205774j 5.9389e-16+0.00165944j 1.25211e-16+0.00133162j -1.44736e-17+0.00187597j 7.17078e-17+0.00132913j -2.33468e-17-0.00322477j 1.14526e-16-0.00301071j 7.91146e-17+0.00176071j 9.35699e-17-5.03331e-06j -1.26227e-16-0.000583935j 2.0584e-17-0.00460605j -1.0026e-16-0.000889499j -5.05176e-16-0.00585656j 9.21732e-17+0.00307186j -1.20273e-16-0.00266125j -1.49191e-17-0.00384351j 1.61001e-14-0.00922328j -7.14017e-14+0.00764499j 
-8.1453e-15-0.000453813j -1.92422e-15-0.00256066j -2.82743e-17+0.000321537j 3.30184e-17-0.00173876j 1.59661e-17+0.000847557j -3.5539e-16+0.00483598j 5.91403e-17+0.00310714j -9.18611e-17-0.00312567j 2.19261e-16+0.00341937j -5.79553e-17-0.0012108j -4.83892e-18-0.000469665j 5.89627e-17+7.06791e-05j -6.9605e-17-0.00222505j -1.53835e-18-0.00111947j 2.62948e-16+0.00217683j 2.23834e-16+0.00127338j 2.10136e-16-0.00121238j -4.86051e-16+0.000418717j -1.12742e-16-1.19276e-05j 1.44666e-17+0.00078316j 3.49995e-17+0.000703678j 8.34618e-17+0.000751553j -1.67349e-16-0.00326162j -8.6467e-16-0.00112723j -4.50251e-16-0.00425212j 2.87883e-16-0.000328189j 4.40124e-16+0.00246596j -5.08783e-16-0.000389836j -2.38401e-16-0.00412302j 2.73221e-16+0.00203831j 8.8974e-17-0.000100843j -9.55901e-16+0.000539208j -2.70536e-15-0.0034702j 1.73607e-15+0.000719995j -5.39028e-16-0.00111729j -6.30653e-16+0.00400532j -5.36475e-16-0.00171241j -2.26973e-16-0.00140399j -1.26988e-16-0.0027227j 4.7505e-16+0.00414065j -2.56415e-16-0.000162633j -1.32596e-16-0.000207042j 1.12754e-16-0.00158522j -2.85399e-15-0.00292542j -7.44646e-17+0.00026423j -3.83704e-16+0.00156554j 1.40463e-16+0.00169699j -5.1947e-16-0.0011188j -1.32071e-16-0.00251899j 6.21116e-16+0.001714j -4.81977e-16-0.000766893j 2.20022e-15-0.0035415j 5.64233e-17+0.00069181j 1.96457e-16-7.48452e-05j -1.70792e-16-0.000450848j -7.62192e-17+3.21697e-05j 7.5327e-17+0.000343524j -9.26076e-19-0.00233793j 3.30199e-16+0.00187846j -1.85983e-15+0.00113407j 8.72135e-17+0.000610458j -6.09955e-17-0.0015818j -1.1303e-19+0.00199184j 2.12223e-17+0.00168191j 7.94645e-17+0.00112248j -1.49362e-16-0.00181753j 1.5605e-16+0.000831065j -2.3873e-16+0.00409318j -2.90375e-17-0.000982797j 4.56008e-17+0.00120992j -1.72427e-17-0.00107068j 3.47782e-16+0.00345809j -1.11499e-16-0.00376804j 2.659e-17+0.00101762j -7.34324e-17-0.000345449j -4.02071e-15-0.0012748j 1.73318e-14-0.00265665j 
1.40981e-14+0.00121198j 3.24562e-15+0.00245552j 2.14826e-16-0.00374948j -2.0451e-16+0.00284642j -1.7994e-16+0.00420544j 8.57753e-16-0.00809278j 2.42441e-17+0.000209946j -9.16801e-17+0.00254295j -1.96157e-16+0.000807687j -6.49158e-17-0.00226364j 6.66457e-17-0.00367768j -1.47215e-16+0.000900003j -3.6482e-18-0.00140146j 5.39924e-16-0.00317978j -1.18081e-16-0.000460464j -2.77503e-16-0.00149106j -4.80629e-16+0.00197411j 7.34695e-16-0.000779497j -6.04911e-17+0.000952549j -1.83465e-18+0.000949699j 5.22471e-16-0.00306635j -7.9752e-16+0.00176308j 4.66356e-16-0.000655691j -3.60737e-15-0.00368446j 2.14413e-16+0.00168503j -2.45631e-15-0.00351258j -3.2642e-16-0.00196707j 8.96679e-16+0.00248117j 6.43255e-16+0.00351985j 1.85607e-17-0.000372168j 2.61214e-17+0.00218425j 1.18319e-15-0.00154946j 2.12042e-15+0.00305984j -8.64878e-15-0.00444314j 4.6081e-16+0.00393579j 5.5075e-17-0.00152286j 1.23836e-16+0.000230654j 1.71942e-16+0.000923004j 3.71426e-16+0.000450618j 2.31061e-16+0.00262153j 1.26945e-16+0.00423886j 1.42918e-15+0.0074393j 4.831e-16+0.00364363j 1.99243e-15+0.00236639j 1.05421e-15+0.0059388j 2.5765e-16-0.00237992j -4.69118e-16-0.00163689j 8.34543e-16+0.00218918j -6.04367e-17+0.00294753j 1.04934e-15+0.00161488j -3.52273e-16-0.00413876j 4.15215e-16-0.000487068j -3.14479e-16+0.00232307j 4.59048e-17+0.0024811j -9.41973e-17+0.00301759j -6.3952e-16+0.00480022j -6.03719e-16+0.00160195j 5.43681e-17+0.000900793j 1.51753e-16-0.000136339j 3.09141e-15-0.00198363j -8.2393e-16-0.00315492j 4.68612e-17+0.00219111j -7.62552e-17-0.00158621j 1.36592e-16+0.000618913j 2.23458e-17+0.000884609j 1.0553e-16+0.000186975j 4.13109e-17-0.00280941j 8.80119e-17-0.000992505j -1.01194e-16-0.00063921j -2.39033e-16+0.00465265j -8.74777e-17-0.00150602j -4.57307e-16-0.0067455j 3.12523e-17+0.00451557j 8.36028e-17-0.0054951j 1.8644e-16-0.00189711j 3.9363e-15+0.000130951j -1.70435e-14+0.00237254j 
-2.60251e-14-0.00265693j -5.89307e-15-0.0027062j 9.78696e-17-0.00192423j 1.1813e-17-5.58135e-06j -3.83129e-17+0.00432461j 4.94759e-16-0.00140813j 1.3569e-16+0.000163665j -8.33611e-17+0.00162269j 9.21144e-17+0.00354632j 8.21099e-18+0.000248516j 1.21477e-16-0.00291329j -9.86138e-17+0.000932164j -1.62383e-16+0.00245576j 9.4954e-17-0.00114751j 1.6054e-16-0.00161633j 1.7542e-16+0.000230389j -2.1056e-16-0.000300324j 2.12763e-15-0.0024382j 2.88779e-16-0.0019881j 1.06022e-17+0.000469871j 7.6547e-16-0.00109006j -4.37418e-16+0.00606663j -8.74269e-17-0.00203792j -7.3647e-17-0.000143821j -1.29602e-16-0.0015548j -8.29104e-16-0.00148756j 1.68713e-16-0.00127869j 1.05308e-16+0.00154528j 3.45031e-17-0.00151225j 7.79531e-17+0.000242322j 5.50301e-19-9.93419e-05j 4.64984e-16-0.000689345j 7.05452e-16+0.00138009j -3.23333e-15-0.00168471j 1.93239e-17+0.00234954j 5.0126e-17-0.000886384j 3.93389e-16+0.000939219j 6.41838e-16+0.00193154j -8.81206e-16-0.00216196j -1.73503e-16-0.00116107j -3.15414e-16-0.000389089j 7.84499e-16+0.00499666j 1.0141e-16+0.000311277j -1.07143e-15-0.0013243j 1.28828e-16-0.000187664j 5.69243e-16-0.00130442j 1.52185e-16+0.0010925j -7.98314e-16-0.001703j -1.94622e-16-0.00112933j 7.57472e-16-0.000221068j -1.35261e-16-0.00345621j 2.79237e-15-0.00410224j -2.65384e-16+0.00140707j 2.11654e-16-0.000466448j -3.27532e-16-3.49368e-05j -5.94955e-16+0.005727j -7.5035e-16+0.00498113j -2.52519e-16-0.00223119j -2.06165e-17-0.00128068j 1.35263e-16+1.41341e-05j -3.97676e-16-0.00143871j -4.20976e-17-0.00066343j 4.74452e-18-4.97398e-05j 5.90022e-17-0.00359552j 8.05825e-17+0.00102987j -9.53263e-17-0.000561946j -2.80254e-17-0.0028516j 2.85438e-16-0.000666659j 1.19246e-16+0.000360976j -1.36635e-16+0.00549461j -6.5504e-17-0.000453362j 8.25919e-17-0.001944j -1.0457e-16-0.00093487j 1.32358e-16-0.00147712j -8.08035e-17-0.00240249j -7.6839e-15+0.000936706j 3.34921e-14-0.00435495j 
