-1.62365e-13+0.113836j -8.28957e-14+0.239221j 3.01005e-16+0.156503j -5.12645e-16+0.0893291j -6.22368e-16-0.170261j 4.06035e-15-0.22631j -4.86672e-16-0.125439j -4.00322e-14-0.190571j 1.25598e-14+0.0710057j -9.10215e-15+0.278497j 4.65678e-15+0.12581j -3.59576e-15+0.188299j -7.52584e-15+0.0222166j 3.24146e-14+0.283211j 7.52309e-15-0.0700675j 6.4812e-15+0.144378j -1.72447e-14-0.152079j 8.04644e-15-0.260819j -1.28848e-15+0.15919j -1.05171e-14-0.240946j -1.67422e-15-0.0204969j 8.12926e-15-0.0178441j 2.05112e-15-0.19716j 1.29926e-14+0.0352964j -4.49631e-15+0.132265j -7.14021e-15+0.261292j 1.22046e-14-0.14571j 1.02657e-14-0.300664j 3.01921e-15-0.114659j -3.41106e-14-0.0134464j 1.45068e-12-0.235053j 6.84721e-14-0.106097j 5.81345e-15+0.0175028j 4.89185e-16-0.0923996j -9.61581e-17+0.0265787j 6.82487e-16+0.0154159j 2.11778e-17-0.0150135j -6.61501e-16-0.0054815j 5.13943e-16-0.0113214j -8.4338e-19-0.00854013j 3.35246e-17-0.0244697j 5.27513e-16-0.00977368j -1.6991e-14+0.00453347j -4.97682e-16-0.00276989j 4.88373e-16+0.00143245j -4.33847e-16+0.012892j -6.50991e-17-0.01153j -2.47879e-16+0.0140946j -6.54209e-16+4.45432e-05j -6.39948e-16+3.39163e-05j 4.23467e-15-0.0145017j -2.62705e-15+0.0179628j -1.2321e-15+0.0164905j 9.36905e-16-0.0036158j 5.75367e-16+0.00737585j -1.18362e-15-0.0110116j -1.55034e-15-0.00641223j -3.54268e-16-0.00455754j -4.05557e-16-0.0169413j -3.26319e-16-0.0199733j 1.59781e-15-0.0286772j 2.81234e-16+0.00747009j -2.82213e-16+0.000341471j 3.55649e-16-0.00403072j 5.69944e-16-0.0337741j 2.58308e-16+0.0180088j -7.05858e-17+0.0106398j 4.56964e-17-0.00493206j -8.64276e-17+0.0335525j 1.66301e-17-0.0317439j 4.6154e-14+0.0254209j -1.37469e-13-0.0783276j 
-8.22543e-15+0.004873j -4.13575e-15+0.0133426j 5.86471e-17+0.00514903j 1.4911e-16+0.000575452j 3.7258e-17-0.0026218j 8.02955e-17-0.00717639j -3.20732e-17-0.00215021j -6.5916e-16-0.00330005j 2.5861e-16+0.00145457j -1.98105e-16+0.0058953j 2.99186e-17+0.00187228j -3.8162e-17+0.0031037j -2.22591e-16-0.00267266j 8.77516e-16+0.00647467j 2.03652e-16-1.08385e-05j 1.97112e-16+0.00305281j -4.72213e-16-0.0047091j 1.54487e-16-0.00551884j 1.61869e-16+0.00232742j -2.93618e-16-0.00418452j 7.72408e-18-0.0013515j 2.74482e-16-0.000775664j -1.63925e-18-0.00291436j -3.64972e-16-0.00193313j -3.03333e-16-0.00175819j -5.94665e-17+0.0031183j -4.90946e-17-0.000261875j -3.24652e-17-0.00240991j 4.25953e-16+0.00190731j -6.33391e-15-0.000859449j 4.74603e-14-0.00760386j 2.21673e-15-0.00535952j -2.09182e-15-0.00399223j -7.21477e-17+0.00436065j 1.28359e-16+0.000716508j -3.72017e-17-0.00240977j -6.71297e-18-0.00198366j -4.03149e-17+0.00203486j -2.81621e-18-0.00551351j -1.39227e-16+0.00990406j -8.62653e-17-0.00350169j 2.58133e-17-0.00108615j 8.02316e-15-0.00208829j 2.23562e-16+0.00414193j -1.37649e-16+0.00903194j 1.5478e-16+0.00173292j 2.00583e-16-0.00327883j -3.61543e-17+0.0029462j -8.01778e-16+0.00310737j -1.81072e-16-0.0027881j 1.69962e-15-0.00771693j -8.83753e-16+0.00585999j -6.25392e-16+0.00259211j 3.69559e-16-0.00246491j 3.4523e-16+0.00471172j -2.46133e-16-0.00325337j -5.06539e-16-0.00205873j 3.2485e-16-0.000471889j -1.73259e-16-0.0119172j -2.74183e-16-0.00574056j 3.21293e-16-0.00381894j 8.99987e-17+0.00219499j -2.50296e-16+0.000978199j 1.47223e-16-0.00285357j 1.76626e-16-1.50978e-05j 1.10545e-16+0.00181586j -1.01344e-16-0.00219758j 1.11797e-16-0.00385457j -1.46442e-16+0.010294j -3.0844e-16-0.00451725j 5.99834e-15+0.000741547j -1.8628e-14-0.0115992j 
-2.86566e-15+0.00367132j -1.17577e-15-0.000321577j 6.42574e-16-0.00514758j 1.79107e-16-0.000724235j -1.70936e-16+0.00102582j -3.93398e-17-0.000303921j -4.69826e-16+0.00378772j 1.49935e-16+0.00164455j 2.12365e-16-0.0017491j 3.89443e-16-0.00256137j 1.81159e-17+0.000614015j 1.74379e-16-0.0013723j 4.40522e-16-0.00529756j 2.13507e-16-0.000222031j -2.774e-16+0.00189381j 3.24814e-16-0.00187228j 1.74866e-16-0.00151188j -1.31891e-16-0.000460567j 8.79244e-16-0.00440367j -3.11537e-16+0.00221059j -1.28596e-16+0.00155486j -3.4061e-17-0.000292039j -1.47475e-16+0.000955698j -2.20825e-16+3.72049e-05j 4.23325e-16-0.00408672j 2.55859e-16-0.000852664j -6.05079e-16+0.00263024j -3.74742e-16+0.00103238j 2.46052e-16-0.000973847j -3.62785e-15-0.000662238j -7.94389e-15+0.00140168j -1.48672e-16-0.00272845j 1.80091e-15+0.00383443j 4.35456e-16-0.00226088j -2.86037e-16+0.00255012j 4.68358e-16-0.00342598j -3.58703e-16+0.00385646j 5.40862e-16-0.00615723j 6.04449e-16-0.00328582j 2.67346e-17+0.00117631j -7.40883e-17+0.0020149j -2.28975e-16+0.00226868j -2.31257e-14+0.00570543j 2.61069e-16-0.00580805j -3.72625e-16+0.000594386j 6.71729e-16-0.00330747j 1.5345e-16-0.00094981j 5.75541e-16-0.00328842j -2.31742e-15+0.0085154j -1.02003e-15+0.00768547j -4.68731e-16+0.00392607j 2.5412e-16+0.000862272j 9.77437e-16-0.00517744j 6.05869e-16+0.000673688j -3.33725e-16+0.00559466j -3.8769e-16+0.00323285j -6.26487e-17-0.00118771j 4.67912e-16-0.00398727j 2.48599e-16-0.00156019j 5.22389e-18-0.00184852j 4.23123e-16-0.00309868j 8.8865e-16-0.00641709j -2.40955e-17+0.000648647j -6.95214e-16+0.00613569j -4.52583e-16+0.00258519j -2.68625e-16+0.00120951j -4.80304e-16+0.0025753j -3.15774e-16+0.00309168j 4.47991e-16-0.00329455j 3.61142e-16-0.00201411j 7.69471e-16+0.00256091j -3.11189e-15-0.00127331j 
-2.14734e-15+0.00498285j -1.54743e-15-0.00258277j -4.9223e-16-0.00617602j -2.33504e-16-0.00230897j 2.91026e-17+0.000477458j 1.93132e-16+0.000423303j 2.42666e-16+0.00364475j 2.30137e-16+0.000836819j -9.86645e-17-0.00147841j -2.66275e-16-0.00250663j 1.30404e-16+0.00116308j -3.33434e-17-0.00123633j -4.70832e-16-0.00550696j -1.00263e-16-3.4714e-05j 4.23863e-17+0.00165784j -1.62439e-16-0.00203021j 1.08124e-16-0.00156366j 3.85971e-17-0.00121217j -8.46502e-18-0.0041348j 1.52072e-16+0.00219648j 3.19251e-16+0.00184173j -9.86498e-17-0.000234611j 4.92646e-17+0.000352946j 8.4831e-18+0.00089426j -7.79875e-17-0.00263037j -2.74472e-17+2.55644e-05j 1.97786e-16+0.00215242j 3.35243e-17-0.000644291j -6.74505e-16-0.0028637j 7.94683e-15+0.00105849j -1.03677e-14+0.00182379j -6.12138e-16-0.0013998j 1.35794e-15+0.00245636j -3.75816e-16-0.00638317j -1.65899e-17+0.000540123j -1.94984e-17+0.000656136j 2.61369e-16+0.00217792j -4.03406e-16-0.00375528j 1.28423e-16-0.00139382j -1.41962e-16-0.00391971j 8.28107e-17-0.00189118j 2.73326e-16+0.00287569j 4.531e-15-0.00111112j -1.1852e-15-0.00933111j -8.01279e-17-0.00207893j -1.87715e-16-0.00513492j -7.8696e-17+0.000459739j -4.5165e-16-0.0073265j 4.69182e-16+0.00067465j 4.4249e-16+0.00490118j -5.63315e-16+0.00475913j 3.62582e-16-0.00600466j 4.328e-16-0.00542577j -9.04445e-16-0.00540789j -2.30144e-16-0.000554487j 1.44607e-16+0.000422996j -1.08555e-16-0.000384129j -6.78623e-16-0.00541314j 4.4306e-16+0.00241742j 2.67359e-16+0.00385449j -8.53238e-17-0.000858107j -2.94116e-16-0.00239467j 3.85579e-16+0.00598565j 3.76761e-16+0.00499911j 7.22762e-17+0.0041123j -9.10324e-18+0.0013739j 4.1237e-16+0.00512158j 1.57908e-16+0.00251986j -4.13566e-16-0.00709419j 3.11401e-16+0.00186941j 1.17306e-15+0.00594607j -1.87893e-15+0.000771896j 
2.96457e-15-0.00160277j 1.53151e-15-0.00553907j 6.94801e-17-0.00117794j 7.9411e-17-0.00105182j -8.26444e-18+0.000615866j -9.79696e-17+0.00473963j -1.33756e-17-0.000517401j -1.34201e-16-0.000569291j -8.81507e-17+0.000475261j 1.40234e-16-0.000575352j 6.50677e-18+0.000907452j -3.15878e-17+0.00132361j 1.43626e-16+0.00133828j -2.72979e-16-0.00270601j -8.54174e-17-3.12144e-06j 2.55757e-17-0.000887537j 1.1741e-16+0.00186806j -1.16533e-16+0.00229077j -6.96565e-17+0.000221379j 1.31903e-16+0.000814091j -1.41098e-16+0.00133046j -1.52534e-16+0.000709366j -1.91789e-17-0.00056845j 2.60455e-16+0.00127195j 9.55579e-17+0.00139108j 1.52502e-17+0.000905069j -1.09882e-16-0.000122259j -5.41533e-17-0.000414503j -2.21925e-16-0.00207604j 2.6375e-15+0.000280453j -1.13349e-14+0.00175215j -4.85857e-16+0.00246709j 2.35491e-16+0.000496641j 8.04188e-17-0.00224083j 4.13912e-17-0.000329999j 4.2357e-16+0.00964951j -1.73235e-17+0.00101228j -2.20674e-16-0.00414734j 1.017e-16+0.000842916j 2.24338e-16+0.00482635j 1.17614e-17-0.0019841j 2.57177e-17+0.00328949j 1.49696e-14-0.00369551j -2.05963e-16-0.00598483j -1.77228e-17-0.00577306j 1.87289e-17-0.00434902j -1.5055e-16-0.000808703j 2.33531e-16+0.00283337j 1.49184e-15-0.00857933j 1.19939e-16+0.00455019j -9.3921e-16+0.00366646j 6.93197e-16-0.00472078j 6.45146e-16-0.00430077j 5.21077e-16+0.00486226j -9.69033e-17-0.00789601j -1.60769e-16-0.000901184j -5.54208e-17-0.00195317j 4.05843e-18+0.00188193j -1.42693e-16+0.00250915j -9.4557e-18+0.000887803j 8.99555e-17-0.0031401j -1.53867e-16-0.00157278j -5.79003e-17+0.011594j -9.96792e-17+0.000335692j -1.19341e-16+0.00232703j -1.32431e-16-0.00306626j -2.06269e-16-0.00577964j 6.05757e-17+0.00292919j 1.66158e-17-0.00509553j 3.09704e-17+0.00485665j -3.06201e-15+0.0010242j 8.96289e-15+0.00594335j 
3.72586e-15-0.00451777j 1.57895e-15-0.000378109j -3.14019e-16+0.00239765j -4.1291e-16+0.0033062j -8.59082e-17+0.000856434j 1.62727e-16-0.000687839j 1.21627e-16-0.000934584j 1.11723e-16+0.000676233j 8.7707e-17-0.000105371j -2.23917e-16+0.00118388j 7.31197e-17-0.000646588j 5.42575e-17-0.000649255j -9.37161e-17+0.00148355j -1.33734e-16+0.00119575j 9.28282e-17-0.000461584j -1.845e-16+0.00116381j 5.48361e-17-5.34302e-05j 1.53231e-16-0.000528027j -1.54483e-16+0.00114023j -2.25634e-17+0.00027235j 2.43375e-16-0.0019651j -1.11653e-16+0.000503879j -2.44998e-17+3.75553e-05j -2.94713e-17+1.71287e-05j 8.34143e-17-0.000721916j -7.28631e-17+0.000398417j 5.03799e-16-0.00303791j 2.72243e-16-0.00106628j 1.07342e-15-0.000127831j -1.5269e-14-0.00252407j 5.63664e-15-0.000935764j 2.46165e-16+0.000632587j 9.16936e-16+0.00145113j -4.0547e-16+0.0039915j -2.68351e-16+0.0022083j -1.99526e-16+0.00278402j 3.57312e-17-0.000394576j 7.93462e-17-0.000885874j 1.99934e-16-0.00132698j -5.34322e-16+0.0038499j 7.67621e-17-0.000429443j -2.15405e-17+0.000129305j -8.95042e-15+0.00222588j -3.1165e-16+0.00445026j -2.67517e-17-0.00138008j -3.40858e-17+0.000586356j -2.31237e-17+0.000824884j -5.80602e-16+0.0053493j 5.57349e-16-0.00269732j -6.13801e-16+0.00265716j 1.33945e-15-0.00313259j -9.12055e-16+0.00346701j 3.4391e-16-0.00234538j 1.34316e-16+0.00583781j 3.15712e-16-7.31403e-05j -2.116e-16+0.00118604j 2.98695e-16-0.00153118j -5.14801e-16+0.00548871j 2.67877e-16-0.00247801j 2.77814e-17-0.000608616j 2.1499e-16-0.00141948j -2.68131e-18+2.70294e-05j 2.15493e-16-0.0016785j 1.22202e-16-0.00120627j -1.6892e-16+0.000848539j -2.32357e-17-0.000473637j 6.84713e-16-0.00610315j -1.16147e-16+0.0012833j -1.3852e-16+0.000978058j 4.32009e-16-0.00287201j -1.74438e-15-0.00607896j 7.10816e-15+0.0025771j 
-4.63761e-15+0.00398563j -2.46895e-15+0.00545759j -8.34245e-18+0.00161061j -6.41723e-17-0.00239549j -4.9929e-17-0.00184737j 1.24066e-16-0.0012828j -9.12408e-18-0.0010949j -6.50927e-16-0.00274033j 3.39152e-17+0.00132039j -2.16265e-17+0.00183757j 7.07649e-17+0.0015468j 4.32085e-17+0.00296733j -4.59937e-17-0.000706097j 7.74673e-17+0.0006204j 7.67828e-17+0.000176401j 6.72691e-17+0.000349805j -1.91389e-16-0.00109142j 9.13652e-17-0.000696093j -3.32556e-17+0.00121497j -1.00361e-16-0.00254254j 5.50502e-17+0.0016315j 1.36929e-16-0.000559789j 4.4669e-17-0.00164342j -2.0402e-17-0.000747492j -3.54353e-17+0.000657137j -5.91605e-18+0.00105075j -9.82699e-17+0.00219584j -8.95074e-17+0.000407006j -3.9425e-16+0.0011164j 4.80627e-15+0.000850977j 1.65537e-14-0.00263541j 7.88811e-16-0.00221874j -2.1999e-15-0.00360955j -2.49739e-16+0.000412424j -1.1335e-16-0.00191703j 3.27874e-17-0.00162783j 1.3652e-16-0.000752372j -2.30685e-16+0.00142826j 2.46685e-16-0.000135655j 2.04875e-16+0.00399536j 3.51776e-16+0.00011613j -1.06079e-17-0.000950754j 9.01765e-15-0.00228366j -2.44553e-16-4.31189e-05j -1.19931e-16+0.00426221j 2.31298e-17+0.00131389j -2.02235e-16-0.00276602j 1.76751e-16+0.000642442j -2.36783e-16+0.00238269j 1.62714e-16-0.00385737j 5.24693e-16-0.000775517j -4.33928e-17+0.00121087j -2.06112e-16+0.00444408j 4.25606e-16-0.0016491j -1.40911e-16+0.000756373j -4.3325e-17-0.00228584j -2.07227e-16+0.000162271j -1.1018e-17-0.00246265j 1.86082e-16-0.00288322j -5.32834e-16-0.00405933j 8.00275e-17-0.00104053j -3.12204e-16+0.000585082j 6.4971e-17+0.00203362j 1.10172e-16-0.00173682j -1.77926e-16-0.002298j -1.76575e-16-0.00045317j -1.12206e-16+0.000849205j 8.72488e-17-0.00281801j -1.20499e-16+0.00497058j 1.40576e-16+0.00121912j 3.8106e-15+0.00360254j -1.09839e-14-0.00582035j 
5.15663e-15-0.00280401j 2.46257e-15-0.00124378j -5.81659e-16+0.000615154j -1.74055e-15+0.00169793j -6.28997e-16+0.000618925j 4.55606e-17+4.75729e-05j -8.57182e-17+5.06794e-05j 7.94362e-17-0.000134588j 1.9041e-16-0.000136069j -1.95428e-16+0.000165625j -2.43303e-16+0.000260781j -8.29705e-17+0.000148889j -4.85306e-17+0.000129188j -2.60917e-16+0.000147322j -1.66714e-16+0.000168152j -6.21657e-17+5.59581e-05j 2.81278e-16-0.000212934j 2.94528e-16-0.000175329j -2.33635e-16+0.000279877j -3.35273e-16+0.000297795j 1.64448e-17+4.77894e-05j -3.96585e-16+0.00033027j 3.28353e-16-0.000343087j -4.4815e-16+0.000431803j 9.855e-16-0.000936879j -3.69858e-16+0.000346543j 1.66778e-15-0.0015225j 8.03786e-16-0.000648328j 2.25071e-15-0.00109327j -1.30591e-14-0.00260931j 2.48945e-15-0.000348777j 1.24999e-16-2.40813e-05j -5.00525e-16+0.00147409j -2.08208e-15+0.00223857j -1.5132e-15+0.00150403j -2.33645e-15+0.00236509j -4.63769e-17+8.79947e-05j 1.37642e-15-0.0014712j 3.38566e-16-0.000330883j -2.16438e-15+0.00235832j -2.77505e-16+0.000419321j -2.70096e-16+0.000243495j -1.06886e-14+0.00220333j -2.2024e-15+0.0023433j 1.95302e-15-0.00198633j -6.70726e-17+0.00013195j -6.7142e-16+0.000603846j -3.65139e-15+0.00383121j 2.12063e-15-0.0017552j -2.76968e-15+0.00259835j 1.45773e-15-0.000968546j -2.16081e-15+0.0020895j 2.07721e-15-0.00189936j -4.25403e-15+0.0050621j 7.74584e-16-0.000436364j -1.37269e-15+0.00135129j 1.10051e-15-0.00100828j -3.72324e-15+0.00378315j 3.78449e-16-0.000522185j 2.36883e-16-0.000481056j 9.68502e-16-0.00103327j 6.36567e-16-0.000745617j 8.7374e-16-0.00086873j 3.54075e-16-0.000381138j -5.20617e-16+0.000376444j 6.49844e-16-0.000763804j 4.1384e-15-0.00425116j -1.41058e-15+0.00141026j 5.93679e-16-0.000443003j 1.3926e-15-0.00132828j 1.7421e-15-0.0039665j 3.73644e-15+0.00286479j 
-2.73498e-15+0.00196533j -1.28817e-15+0.00363599j 9.05076e-17+0.000978284j 1.30376e-16-0.000124452j 1.52369e-17-0.00110683j -5.34489e-17-0.00313481j -5.0936e-17+0.000168098j -7.93279e-17-0.000739518j 6.98688e-17+9.26211e-05j -1.38372e-17+0.00144283j -2.12851e-17+0.00075652j -1.04824e-16-0.000136728j -7.19953e-17-0.0017744j 4.62341e-16+0.00258643j 2.89475e-17+0.000358475j 1.37863e-16+0.000762337j -1.80321e-16-0.00222019j -7.02341e-18-0.00260429j 1.43367e-16+0.000189304j -1.14565e-16-0.000884542j -1.04237e-16-0.000503226j 9.49411e-17-0.000445325j 3.53944e-17-0.000416678j -1.30926e-16-0.000314926j -8.83933e-17-0.00119128j 7.99745e-18+0.000712888j -8.18457e-17-0.000721064j -4.1144e-17-0.00108142j 9.94557e-17-0.000469339j -9.3655e-16-0.000179977j 1.60537e-14-0.00257441j 7.80952e-16-0.00190356j -9.18599e-16-0.00159134j -3.29325e-18+0.000584568j 5.46248e-17-0.000950435j -8.26004e-17-0.00210688j -5.4985e-17-0.000818503j 1.2552e-16+0.00161784j -1.12302e-16+0.000780795j -1.2509e-16+0.000222631j -1.05522e-16+0.00126319j -5.49679e-17-0.00145176j -1.82316e-15+0.000429099j 2.2836e-16+0.00207743j 2.98006e-17+0.00202286j -2.9135e-17+0.00213886j 9.02789e-17-0.000807444j -5.65074e-17+0.000688716j -5.73916e-16+0.00242371j 3.22947e-17-0.0029145j 1.17981e-17-0.000731556j -1.41881e-16+0.00192732j -4.4063e-16+0.00351456j -9.69904e-17-0.000250906j 4.3025e-17+0.00143314j -1.21145e-17-0.000400826j -3.48939e-17+0.000761063j 1.36109e-16-0.000629272j -1.1087e-16-0.000539774j 6.54504e-17-0.00211126j 7.08862e-17+0.000667615j 1.41187e-16+0.000557216j -1.44073e-16-0.00256947j -8.32914e-18-0.00123263j 1.42463e-16-0.00237701j 1.19972e-16+4.45937e-05j -7.41384e-18+0.001202j -8.94875e-18-0.00169778j -1.21097e-17+0.00297778j -1.93067e-16-0.00026929j 1.44532e-15+0.000658464j -4.78579e-15-0.00279925j 
-3.85493e-15+0.00516332j -2.06744e-15+0.000805203j -3.63794e-17-0.00254865j -9.29369e-18-0.00187949j -1.88666e-17-0.000691122j 4.22935e-17-0.000704581j 1.41815e-17+0.00100664j 1.3356e-16+0.000547126j 6.99222e-17-0.000439868j -6.60717e-17+0.000496275j 8.49926e-17+0.0007447j -2.83582e-17-0.000919838j -1.08876e-16-0.00305888j 2.62146e-16+0.00193941j 1.4685e-17+0.000441993j 1.09032e-18+0.000130898j 1.07917e-17-0.00157453j 1.67942e-17-0.00211837j 1.7832e-16-0.00174909j -3.6949e-17+0.000609586j 7.1565e-17-0.000773285j 5.69906e-18-0.000257076j -1.97026e-17+7.60498e-05j -7.71402e-19+0.000128941j -9.63668e-18-0.000721454j -6.47936e-19+0.00117863j -2.67081e-17+0.000625969j -2.05688e-17-0.00168047j -1.56597e-15-0.00123961j 2.13949e-14+0.00336974j 2.66093e-15-0.000408978j 1.43849e-16-0.000603111j -5.28246e-16-0.00045694j -1.06355e-16-0.00539219j -6.50624e-17-0.000798678j 1.25911e-16+0.0022056j 8.83258e-18+0.00103855j -7.78109e-17-0.00203559j 2.97663e-16-0.00141264j -5.90499e-17+0.00023781j 9.52356e-17-0.00305516j 4.06567e-17+0.0025738j 1.71904e-14-0.00433882j -4.36414e-16-0.00836136j -2.05967e-17-7.073e-05j 1.3719e-16-0.00425552j -5.62543e-17-0.00126931j 2.12488e-17-0.00501174j 4.13158e-16-0.0012732j 8.07315e-17+0.00192371j -7.48158e-16+0.00304565j 5.3314e-16-0.00546346j 5.83321e-16-0.00269525j -5.3424e-16-0.00529702j -4.06161e-16-0.00225611j -4.98037e-17-0.0019449j -1.94783e-16-0.000693502j -1.56968e-16-0.00509325j 3.14623e-16+6.74368e-05j 6.41398e-17+0.00157163j 1.96633e-16-0.00183177j -3.93787e-17-0.00086666j -1.05826e-16+0.00884212j -1.58818e-17+0.0025032j -1.44906e-16+0.00288995j -7.0506e-17+0.000574837j 4.08923e-17+0.00312934j 8.27926e-18+0.000721815j -9.36732e-17-0.00322493j 1.22158e-16+0.00281553j 2.2764e-15+0.0067052j -6.58673e-15-0.00200342j 
-2.46112e-15+0.00383143j -1.18819e-15-0.000503188j 2.43212e-17-0.00267j 2.6852e-17-0.00392584j 2.28742e-17-0.000784534j -4.57967e-17+0.00149441j -2.34885e-17+0.00153271j -6.48486e-16-0.00269973j -1.06617e-16+0.000464846j 2.62832e-17-0.00125426j -2.65675e-17+0.00263572j 1.27787e-18+0.00261002j -1.08476e-16-0.00314498j -1.08857e-16-0.00196428j -6.50839e-17+0.00157705j 1.16352e-16-0.00212864j -6.39089e-17-0.000825743j -4.80592e-17+0.000460599j 7.22002e-17-0.00117141j 9.16209e-19-0.000397454j -4.94662e-18+0.0045254j -9.48872e-18-0.00033205j 4.6806e-17-0.0014079j 2.44202e-17+0.000762245j 3.48055e-17-0.000847093j -3.13744e-17+0.000426614j -1.3603e-16+0.00310258j -1.22752e-16+0.000760915j 3.03071e-16-0.00223976j -3.08724e-15-0.000657463j 1.33483e-15-0.000128448j 3.61149e-17-0.00183455j -1.10822e-15-0.00160112j -6.97835e-17-0.00251146j 4.25639e-17-0.00208477j 1.60366e-17+0.00184527j -9.89242e-17+0.000341184j 1.18174e-16-0.00126663j -1.24653e-16+0.00200517j -1.77074e-16+0.0011622j -2.83472e-16+0.000942144j -3.97525e-17+0.000418994j 7.4511e-15-0.00193267j -1.64179e-16-0.00405201j 1.79877e-16-0.000954723j -9.1527e-17-0.000947906j 2.07614e-17-0.00168328j -2.57313e-16-0.000367887j -2.59365e-17-0.000463884j 1.26883e-16-0.000753368j -1.13247e-15+0.0036483j 3.48754e-16-0.00243761j -1.02474e-16+0.00175623j -5.8633e-16+0.000285707j -1.37309e-16-0.00274318j -1.79058e-16-0.000945302j -9.0769e-17+0.000300187j -1.16485e-16-0.00240865j -2.05168e-16+0.00252574j 3.03462e-16-0.00150413j 1.89311e-16-0.000629225j 2.31024e-16-0.00108647j -8.17365e-17+0.00499684j -4.42347e-17+6.75607e-05j 2.25405e-16-0.00138645j 1.7882e-16-0.00173437j 1.32589e-16+0.000942681j -6.58886e-17-0.000328536j -5.04401e-17-0.00122962j -1.72767e-16+0.00426664j 8.32118e-16+0.0045128j -2.62591e-15-7.57906e-05j 
-1.04725e-15+0.000369361j -6.15405e-16+0.00234358j 1.33625e-17-0.000681158j -1.14709e-16+0.00196287j -6.25332e-17+0.00118211j 1.21995e-16-0.00187963j -2.09573e-17+0.000252073j 1.14599e-16+0.000759634j 1.19002e-16-0.000672083j -4.63339e-17-0.000296439j 2.52049e-17-0.00150394j 6.77861e-17-5.95812e-05j -2.13259e-17-0.00092038j 4.90705e-17+0.0012759j 3.05483e-17-0.000562918j -4.35727e-17+0.000343393j 3.94723e-17-0.000213593j 5.6967e-17-0.000846591j 8.34366e-17-0.000706618j -3.91573e-17+4.28517e-07j 1.01861e-16-0.000861714j 4.40802e-17+6.83939e-05j -1.56158e-17-0.000458544j -1.29977e-16-0.000876109j -7.20434e-19-0.00051038j 6.62919e-19-0.000313923j -3.36753e-17+0.00113893j 1.75123e-17-0.00026198j 3.19037e-16+0.00225265j -5.77887e-15-0.000783035j -5.39258e-15+0.000931492j -2.61778e-16-0.000946362j 1.68402e-15+0.0029527j 1.14285e-16+0.000264951j -1.98788e-16+0.00434127j -2.77022e-18-0.00361878j 4.75731e-17-0.000955411j 1.7816e-17+0.00193937j 4.52395e-16-0.00781169j 2.56609e-16-0.00544744j 3.77637e-16-0.00850967j 1.44042e-16+0.00108406j 8.63091e-15-0.00218775j 8.27645e-17+0.000360599j -1.29155e-16+0.00396745j 4.23557e-16-0.00314843j -5.54981e-18+0.00388314j 4.1218e-16-0.00844958j 4.52338e-16-0.0012536j -5.08496e-16+0.002811j 1.6799e-15-0.00770528j -4.91568e-16-0.00188548j 1.0296e-15-0.00815009j -4.61846e-16-0.0127459j -3.69185e-16+0.00497632j 2.07953e-16-0.00093052j -6.3594e-17-0.00154743j 3.7368e-17-0.00137088j 7.03795e-16-0.00732374j -3.00539e-16+0.00857575j -2.27818e-16+0.000561938j -2.45201e-16+0.00457947j 1.42997e-16-0.00209603j -7.76904e-17+0.0024015j -5.30479e-16+0.00855576j -3.05408e-16+0.00653031j -1.05868e-16+0.00421583j -4.16775e-17+0.000172355j 2.17085e-16-0.00148969j 4.35688e-16-0.0074707j 1.95087e-15-0.00137017j -5.38966e-15-0.0039353j 
