-1.62365e-13+0.113836j -8.28957e-14+0.239221j 3.01005e-16+0.156503j -5.12645e-16+0.0893291j -6.22368e-16-0.170261j 4.06035e-15-0.22631j -4.86672e-16-0.125439j -4.00322e-14-0.190571j 1.25598e-14+0.0710057j -9.10215e-15+0.278497j 4.65678e-15+0.12581j -3.59576e-15+0.188299j -7.52584e-15+0.0222166j 3.24146e-14+0.283211j 7.52309e-15-0.0700675j 6.4812e-15+0.144378j -1.72447e-14-0.152079j 8.04644e-15-0.260819j -1.28848e-15+0.15919j -1.05171e-14-0.240946j -1.67422e-15-0.0204969j 8.12926e-15-0.0178441j 2.05112e-15-0.19716j 1.29926e-14+0.0352964j -4.49631e-15+0.132265j -7.14021e-15+0.261292j 1.22046e-14-0.14571j 1.02657e-14-0.300664j 3.01921e-15-0.114659j -3.41106e-14-0.0134464j 1.45068e-12-0.235053j 6.84721e-14-0.106097j 5.81345e-15+0.0175028j 4.89185e-16-0.0923996j -9.61581e-17+0.0265787j 6.82487e-16+0.0154159j 2.11778e-17-0.0150135j -6.61501e-16-0.0054815j 5.13943e-16-0.0113214j -8.4338e-19-0.00854013j 3.35246e-17-0.0244697j 5.27513e-16-0.00977368j -1.6991e-14+0.00453347j -4.97682e-16-0.00276989j 4.88373e-16+0.00143245j -4.33847e-16+0.012892j -6.50991e-17-0.01153j -2.47879e-16+0.0140946j -6.54209e-16+4.45432e-05j -6.39948e-16+3.39163e-05j 4.23467e-15-0.0145017j -2.62705e-15+0.0179628j -1.2321e-15+0.0164905j 9.36905e-16-0.0036158j 5.75367e-16+0.00737585j -1.18362e-15-0.0110116j -1.55034e-15-0.00641223j -3.54268e-16-0.00455754j -4.05557e-16-0.0169413j -3.26319e-16-0.0199733j 1.59781e-15-0.0286772j 2.81234e-16+0.00747009j -2.82213e-16+0.000341471j 3.55649e-16-0.00403072j 5.69944e-16-0.0337741j 2.58308e-16+0.0180088j -7.05858e-17+0.0106398j 4.56964e-17-0.00493206j -8.64276e-17+0.0335525j 1.66301e-17-0.0317439j 4.6154e-14+0.0254209j -1.37469e-13-0.0783276j 
-1.07741e-15+0.00046081j -3.92149e-16+0.00210188j 1.87272e-16+0.00146266j 2.27616e-17-0.000175981j -4.35388e-17-0.000410761j -6.14605e-17-0.000296403j -1.0721e-16-0.000988748j -4.28691e-17-0.000382192j 5.64448e-17+0.000517202j 1.21765e-16+0.00110376j -4.27536e-17+1.72882e-05j -5.79098e-17+0.000605063j 1.2015e-16+0.000652679j 1.53279e-16+0.000414275j -1.18086e-17-0.000259028j 1.11572e-16+0.000647637j -6.26994e-17-1.82683e-05j -3.0506e-17-2.48674e-05j 5.90372e-17+0.000835975j -5.12755e-17-0.000729709j -1.8825e-16-0.000533692j 3.67952e-17-4.65896e-05j 3.33958e-17-0.000234817j -8.73202e-17-0.000512729j 1.14462e-17+0.000403396j 9.45671e-18+0.000315915j -1.20059e-16+0.00012775j -4.353e-17+0.000177457j -1.64005e-16+0.00104542j 3.53852e-15+0.000626506j 6.26566e-15-0.00104884j 3.63755e-16-0.000177279j -9.81384e-16-0.00140862j 1.37678e-17+0.0010352j -1.05969e-16-0.000379614j 9.83042e-17+0.000406517j -5.7253e-17-0.000275792j 6.43139e-17+0.000230458j 9.373e-17-0.000665372j 2.28832e-16+0.00341306j 2.30378e-17-0.00042957j -4.79217e-17-1.71395e-05j 3.96201e-15-0.00104847j 6.96573e-17+0.000394772j 6.86489e-17+0.00165059j 1.12904e-16+0.000280494j -1.20144e-16-0.00127952j 1.73445e-16+0.00151554j -1.14898e-16+3.93869e-05j -2.23991e-16-0.000821843j 2.07041e-16-0.00100302j -5.42077e-17+0.000994219j 1.16852e-16+0.00106187j 2.70826e-16+0.000541436j -4.63199e-17-3.91618e-05j -2.10989e-16-0.00101656j -1.07421e-16-0.000501036j 6.7738e-17+2.43937e-05j -1.22567e-16-0.00224091j -3.00436e-16-0.00201974j 7.33855e-17-0.00119694j 4.40495e-17+0.000145783j 6.74363e-17+0.00165705j -1.28147e-16-0.000961239j -1.25947e-16-0.000435777j -8.17822e-17-0.000392499j -1.35386e-16-0.00138897j -8.49258e-17-0.00084093j 1.87238e-16+0.00243075j 4.84723e-17+7.46068e-05j 1.18457e-15+0.00043829j -3.60496e-15-0.00206709j 
3.54882e-16-8.85071e-05j 2.22317e-16-0.00060278j 7.04472e-17-0.000336649j -5.8892e-17+1.52312e-05j -5.09652e-17+7.01465e-05j -1.82815e-17+5.65217e-05j -6.80048e-17+0.000191964j 4.94524e-17+0.000209211j 2.53356e-17-0.00013644j 6.75965e-17-0.000262983j -1.97004e-17-0.000114135j -2.1085e-17-0.000324742j 6.9453e-17-2.95548e-05j 3.03296e-17-4.91743e-05j -4.38982e-17-1.1245e-05j 4.30263e-17-9.62413e-05j 3.02719e-17+6.04854e-05j -1.91407e-17-1.74227e-05j 5.92014e-17-0.000169814j -2.86549e-17+0.00021282j -7.5222e-17-5.67384e-05j -1.6254e-17+4.74769e-06j 1.66494e-17+0.000159318j -4.21589e-18+0.000120298j 9.79776e-17+5.02406e-05j 1.55793e-17-0.000117154j -4.14497e-18-0.000127718j -2.37237e-18-8.52206e-05j -4.74599e-18-0.000214881j 9.95634e-16+0.000119598j -2.03168e-15+0.000319362j -4.39726e-17+0.000216067j -4.11208e-17+0.000221403j -5.71925e-17-0.000465463j -1.27695e-16-8.79671e-05j 1.70623e-18-0.000166246j -5.38428e-17-3.14639e-05j 1.37728e-16+0.000233176j 7.01205e-17+0.000370293j -3.27935e-18-0.0013303j -2.45623e-17+5.52755e-05j -2.62725e-17-6.78136e-05j -9.94457e-17-2.12348e-05j -3.60715e-17-0.000150554j 8.46701e-17-0.000439153j 2.28925e-17-3.07792e-06j -6.30347e-17+0.000395514j -4.03557e-17-0.000674234j -1.47915e-17-0.000172168j -1.89664e-16-0.000172661j -9.7406e-17+0.000312269j -4.0178e-17-0.000533519j 2.08227e-16-3.27287e-05j -2.4836e-16-0.00055677j -1.62143e-16-0.000170561j -7.88673e-17+0.000123831j 8.48423e-17+0.000284703j -1.10954e-16-0.000171091j 6.97322e-17+0.00085798j 1.10308e-17+0.000752641j 6.41608e-18+0.000570455j 8.20395e-17+0.000197107j 1.25863e-16-0.000468008j -9.78595e-17+0.000152341j -8.85069e-17+2.40487e-05j -2.65074e-17+0.000134802j 8.9262e-17+0.000687908j -1.09667e-16+8.50572e-05j 1.03817e-16-0.000671995j 1.41283e-16+0.000162965j -1.03391e-16+7.91359e-05j 6.77251e-16+0.000526919j 
2.14688e-16-0.00013698j 1.1913e-16+0.000111492j 8.08282e-17-5.09215e-05j -3.4431e-16+0.000646256j -1.1645e-16+0.000141846j 4.4024e-16-0.000886633j -2.26552e-16+0.0003341j -2.60479e-16+0.000874807j 2.76071e-16-0.000406633j -1.44608e-17+0.00013707j 2.07516e-16-0.000341526j 6.93556e-16-0.001261j 2.58885e-16-0.000492555j -3.62062e-16+0.00100661j -3.23984e-17+5.20818e-05j -1.49989e-16+0.000353464j 2.79812e-16-0.00054174j 4.37652e-16-0.000845885j 2.99362e-16-0.000391832j -3.75846e-16+0.000561954j 5.86582e-16-0.00114526j -8.97323e-18-1.28376e-05j -3.33847e-16+0.00056963j -5.37974e-17-5.83001e-05j 3.99648e-16-0.000740931j 1.03119e-16-8.72241e-05j 5.64341e-16-0.000943582j 2.7809e-16-0.000477067j 8.26294e-17-0.000222447j 1.26027e-15+0.000193824j 1.72711e-15-0.000273192j 4.63044e-17-3.62718e-06j -1.48425e-17+0.00029341j 1.80736e-17+4.68775e-06j -8.80817e-17+0.000170307j 9.27855e-17-0.000266557j 2.63739e-18+8.21912e-05j -2.72692e-17-6.91273e-05j -8.61774e-17+2.33455e-05j 3.75867e-16-0.000313831j -1.48273e-16+0.000332119j 4.46994e-17-4.0149e-05j -2.86627e-15+0.000645791j -1.99152e-16+0.000276126j 1.7603e-16-0.000141479j -1.04139e-16+0.000164264j -1.69522e-16+0.000142988j 2.1885e-17+4.65097e-05j -2.13286e-16+0.000510186j -1.05582e-16+0.000245575j 1.61191e-17+6.52788e-05j -1.37581e-16+0.00036434j 4.8913e-17-7.73163e-05j -8.65363e-17+0.000337722j -1.08478e-16+0.000413165j -1.92997e-16+0.000356833j -5.47993e-17+7.35908e-05j -1.29033e-16+0.00011722j -2.16002e-16+0.000145414j -1.47022e-16-3.67258e-05j -1.89448e-16+0.000122403j 5.69681e-17-0.000256054j 5.43067e-16-0.00082175j -8.18631e-17+0.000209398j 2.37972e-17-8.23343e-05j -8.19314e-17+0.000128442j -1.01644e-16+0.000131677j -1.16232e-16+0.000191478j 1.74524e-16-9.6309e-05j 2.05824e-16-0.000398548j 1.35827e-16-0.000374413j 1.90885e-16+0.000141887j 
-1.55403e-15+0.00150099j -7.37581e-16+0.0013036j 3.85701e-17+0.000563281j 4.83612e-17-0.000654895j 8.24399e-18-0.000921442j -7.56497e-17-9.0194e-05j 1.22735e-17-0.000636678j -9.76035e-17-0.000579162j 9.84284e-18+0.000466221j -1.90595e-17+0.00112765j -1.16731e-17+0.000631344j -6.50668e-17+0.000774578j -6.30669e-18+0.000238073j 1.13573e-16+0.000526206j 2.32086e-17-0.000146475j 3.28903e-17+0.000481908j -7.93664e-17-0.000270543j -2.18534e-17-0.000336295j -3.01579e-18+0.000484289j -1.68032e-17-0.000884006j -5.33516e-17-4.92342e-05j 2.71698e-17-0.000146812j 2.96726e-17-0.000400362j 2.55027e-17-7.30112e-05j -4.87632e-17+0.000685347j -5.45929e-17+0.000878583j -4.82452e-17+0.000150901j -5.75413e-18-0.000426098j -5.02328e-16+1.93916e-05j 7.3484e-15+0.00119648j 5.81254e-15-0.000950479j 2.72847e-16-0.000304733j -6.0739e-16-0.000923612j 2.02415e-17-0.000747546j -1.05672e-18-0.000861171j -9.31656e-17+0.000397903j -5.42465e-17+0.000773752j 8.81326e-17-0.00129288j 6.15954e-17+0.00061356j -1.87855e-16+0.00305887j 9.53587e-18+0.00150625j -1.1755e-16+0.000332729j -5.90242e-16+0.000151339j 3.7935e-17-0.00177836j 1.7045e-17+0.00041166j 1.06661e-16-7.45703e-05j 3.89112e-17-0.00191262j -6.70003e-17+0.00133684j -2.77018e-16+0.0016959j -7.83357e-17+7.4875e-05j -3.86293e-16+0.00202721j 2.18987e-16+0.000420204j -2.51285e-17+0.00147065j 1.51282e-16+0.00213704j 1.45843e-16-0.000333139j -1.03686e-16-0.000214621j -4.78331e-17-0.000121674j 2.57667e-17-0.00115213j -8.01061e-17+2.49981e-05j -7.93008e-18-0.00311922j 2.65339e-16-0.00144152j 1.59625e-16-0.00191743j -3.04011e-16+0.00239232j -4.25335e-17+0.000184454j -7.52958e-18-0.0015027j 6.19989e-17-0.0012647j 6.61456e-17-0.000616354j -4.82232e-17-9.33752e-05j 1.14109e-17+0.00106181j -1.19319e-16+0.0016087j 8.45112e-16+0.0019275j -2.84487e-15-0.00115202j 
-1.26161e-16-0.000137222j 6.70306e-18+0.000371682j 1.05469e-16+0.00067612j 1.80033e-17-0.000179124j -9.28835e-18-0.000191743j 3.87804e-18+0.000491686j -6.49029e-17-0.000664261j -2.86543e-16-0.000949683j 4.03126e-17+0.00049587j 3.96858e-17+0.000630713j 3.9803e-18+0.00050842j 7.48638e-17+0.00126895j 8.67311e-17+0.000410273j -3.92914e-17-0.000199974j -1.49414e-17-0.000101595j 3.76845e-17+0.000115385j -1.2057e-17+0.000118298j 2.1409e-17+0.000201469j 4.17833e-17+0.000695756j -5.24646e-17-0.00064148j -3.07136e-19+0.000536262j 6.08139e-18+0.000105461j -4.58899e-17-0.000786509j 3.35476e-17+6.1671e-05j 5.09991e-17+0.000465352j -4.7173e-18+0.000633015j -2.69824e-17+0.000144217j -8.83369e-18-0.000232566j 1.88272e-16-7.26344e-05j -2.45404e-15-0.000391824j 2.94279e-15-0.000490493j 1.62105e-16-4.32314e-05j -3.0421e-16-0.000451304j 8.06606e-17+0.000441912j -3.19156e-18+9.74758e-05j 1.41353e-16+0.00204917j -9.59514e-17-0.000232114j 7.89501e-17-0.00042224j 2.83576e-17-0.000586665j 2.37579e-17+0.00241957j -1.01296e-16-0.00117232j -3.35098e-17+0.000500625j 5.0819e-15-0.0013053j 1.42094e-16-0.000312355j 1.45673e-17-0.000130318j 7.19438e-17-0.000646048j 2.02493e-17-0.000445186j 8.95763e-17+0.00127836j 1.46001e-16-0.00209595j -1.52164e-16+0.000492352j -5.30854e-17-0.000661742j -1.42731e-17-0.000226098j 1.33738e-16-0.000674667j 8.94298e-17+0.000782614j -5.68553e-17-0.00133762j -1.44522e-16-0.000733848j -6.16108e-17-0.000767583j 1.26293e-16+0.000806339j -9.47851e-17-0.00117544j 2.16646e-17-0.00031847j 1.0183e-16-0.00112539j 1.1977e-16+0.000329365j -5.06583e-17+0.00262582j -1.27058e-16-0.000608046j -1.39794e-17+0.000614878j -1.11498e-17-0.000445544j -1.04201e-16-0.00196236j -4.51803e-17+6.11612e-05j 6.89132e-17+0.000346386j -3.134e-17+0.000372755j -1.19796e-16-0.000108892j 5.45763e-17-1.20513e-05j 
-2.37144e-16+0.000393409j 8.16189e-17-0.000508311j 2.10512e-16-0.000935633j 3.07274e-17+9.84079e-05j -3.52216e-17+0.00030788j -1.21703e-16+0.000304783j -9.19634e-17+0.00049938j 5.76776e-17+0.000617464j 5.57571e-17-0.000346402j 4.63667e-17-0.000412156j -3.94555e-17-0.000113397j 3.07012e-17-0.000417108j 1.30159e-16-0.000530986j 1.01659e-17-0.00010266j -5.83388e-17+0.000150434j 3.62745e-17-0.000204164j 5.11692e-17+3.77804e-05j -3.28474e-17+0.000123731j 2.02151e-16-0.000757548j -8.20499e-17+0.000530877j -4.61693e-18-9.95791e-05j -3.68034e-17+3.54379e-05j -3.28842e-17+0.000303512j -5.52524e-17+2.13063e-05j 8.58241e-17-0.000438554j -4.03785e-17-9.91437e-05j -8.06341e-17+0.000299765j 1.71722e-17+8.58333e-05j -3.39895e-17-4.35679e-05j 1.49874e-15+0.000251103j -3.39435e-15+0.000551523j -1.48036e-16-5.58454e-05j 3.90879e-16+0.00101229j 2.6252e-16-0.000683609j -1.14358e-16+0.000695327j -1.89287e-16-5.51803e-05j -2.4866e-16+0.000950539j 4.76175e-16-0.00160462j 2.13541e-16-0.000921936j -3.55843e-16+0.000512169j -2.32331e-17+1.37359e-06j -2.51826e-16+0.000856103j -3.52214e-15+0.000860323j 4.5787e-16-0.00175711j 1.04994e-16-0.000233143j 4.15258e-16-0.00119403j 1.52774e-16-0.000155884j 2.90588e-17-0.000723402j -3.0203e-16+0.00108972j -6.39092e-16+0.00217643j -4.11374e-16+0.00091834j 2.02559e-16-0.000266516j 5.71941e-16-0.00179043j -1.72097e-16+0.000197977j 7.57589e-17+0.000711672j -1.36738e-16+0.000600723j 1.10252e-16-0.0004727j 1.33108e-16-0.000718314j 5.31063e-17-0.000388618j 1.41051e-16-5.91908e-05j 3.78998e-16-0.000939096j 4.82119e-16-0.00142637j -5.54278e-16+0.0010361j -3.35525e-16+0.00146714j -2.34655e-16+0.00105104j 5.19783e-17+0.000216901j 1.16972e-16+0.000136935j -2.70359e-16+0.00097271j 3.16104e-16-0.00114762j -5.54961e-17-0.000325794j -1.90943e-16+0.000488577j -1.18617e-16+0.000139099j 
-6.34328e-16+0.00111474j -3.95035e-16-0.000103154j -1.17692e-16-0.00104665j -1.95415e-17-0.000268786j 3.30639e-18-9.77819e-05j -9.29239e-18-5.8444e-05j 7.28426e-17+0.000564362j 8.90588e-17+0.000160159j -3.35976e-17-0.000243223j -6.5993e-17-0.000292874j 2.32529e-18+0.000209511j -5.19587e-17-5.75794e-05j -1.03184e-16-0.000781653j 1.61316e-17+7.94703e-05j 1.25088e-17+0.000186658j -2.41097e-17-0.000250706j -4.0472e-18-0.000243525j -1.20906e-17-0.000193061j -3.98892e-17-0.000698595j 3.14329e-17+0.000113713j 2.91775e-17+0.000332459j -1.3716e-17-0.000102146j 4.34595e-17+2.50247e-05j -8.81151e-19+9.47254e-05j -3.67632e-17-0.000238432j -2.84318e-17+0.000112565j 3.50993e-17+0.000529884j 8.74879e-18-9.57233e-05j -1.63399e-16-0.000271369j 2.32963e-15+0.000349813j -1.66841e-15+0.000306284j -1.27837e-16-0.000428847j 4.94552e-16+0.000779486j -7.12911e-17-0.00118388j 1.86098e-17+0.000280166j -2.00548e-16-0.000954947j 1.00539e-16+0.000901108j -9.26137e-17-0.00120022j 2.24051e-17-0.000317937j -1.2348e-16-0.000523115j 1.15561e-16+0.000610144j 1.86007e-17+0.000459257j -3.92137e-15+0.00102792j -2.40797e-16-0.00177485j -2.66914e-18-1.20104e-05j 1.39353e-17-0.000724264j 3.69929e-18-0.000215724j -1.62839e-16-0.00128788j -1.85195e-17+0.00199145j 8.62444e-17+0.00131892j -4.16496e-17+0.00140802j 1.28919e-16-0.000332514j 3.9695e-17-0.000783915j -7.31766e-17-0.000358092j 1.85368e-16+0.00101903j 8.77685e-17+0.000629476j -7.12813e-19+1.29901e-05j -1.88603e-16-0.00139394j 7.78538e-17+0.000351707j -1.32813e-17-0.000213722j 2.96772e-17-0.000379294j -8.26212e-17-0.00140799j -9.48074e-17+0.00021069j 1.49688e-16+0.00146128j -9.97122e-18+0.000308759j 3.65225e-17+0.000240466j 1.84425e-16+0.00126226j 3.62666e-17+0.00060627j -6.94315e-17-0.000996183j -4.27767e-18+3.06021e-06j 4.49478e-16+0.00115283j -1.0716e-15-0.000269542j 
4.02303e-16-0.000301184j 9.40086e-17-0.000375977j -1.46099e-16+0.000340301j 4.1476e-17-0.0010472j 1.20147e-17+0.000230224j -6.81132e-17+0.000627575j 1.02232e-16-4.14518e-08j 9.26974e-20-0.000352259j -1.0973e-16+0.000231634j -4.77701e-17-0.00025101j -2.49521e-17+0.000246116j -1.03145e-16-0.000131241j -8.5507e-17-0.000375295j -3.7729e-18-0.000600148j 5.58252e-18+0.000436507j -1.7855e-17-0.000345503j -3.33999e-17-3.05401e-05j -5.82461e-17+0.000295924j -1.18236e-16+0.000155457j 7.07132e-17+0.000545597j -1.89102e-17+0.000256885j -3.87265e-17+9.22978e-05j 4.09093e-17+0.000141557j -1.53291e-17+3.27746e-05j -4.25749e-17-0.000591617j -2.73254e-18-0.000397787j -1.55105e-17-7.51971e-05j -4.9219e-17+0.000490541j 3.26743e-17-0.000419801j -1.05802e-15-0.000204528j 2.28206e-15-0.000383516j 9.19263e-17+0.00037192j -1.06186e-15-0.00208957j -2.45509e-16+0.00067136j 6.15107e-17-0.00140643j -1.64352e-16+0.00311622j 7.37243e-17-0.00139983j -9.33219e-17+0.00142775j -2.11892e-17+0.00112599j -3.33223e-16+0.00159171j 1.04353e-16-0.00129092j -5.00224e-18-0.000204923j 1.33461e-14-0.00330987j -3.69432e-17+0.000610141j 4.10144e-17-0.000560054j -1.07982e-16+0.000278417j 1.18813e-17-0.000336681j -2.41984e-16+0.0016867j 1.03115e-15-0.00439119j 2.2109e-16-0.00228106j 4.36758e-17-0.000842406j -1.42251e-17-0.0011306j -1.23045e-16+0.00149556j -2.12284e-16+0.000241994j 5.47459e-17-0.00345571j 1.00407e-16-0.00177292j 6.55563e-17-7.53608e-05j -1.3997e-16+0.00118195j 1.20289e-16+0.000327678j 1.02085e-16+0.000187868j 1.04573e-16+0.000197324j -2.48389e-16+0.00208141j -3.00745e-16+0.00288752j 1.91664e-16-0.00234309j 3.43092e-17-0.000487965j 9.25997e-17-0.0010612j 2.82272e-16-0.00182119j 9.65953e-17-0.00100418j -2.26191e-16+0.000748765j -1.19991e-16+0.00199414j -1.97238e-16+0.000254384j 7.64705e-16+0.000541204j 
-7.09485e-16+0.00115357j 5.5734e-17-0.00117318j 6.25061e-16-0.00208635j 4.57678e-17-0.000580821j -1.69581e-16+0.000360717j 8.59833e-17-6.06157e-05j -4.66166e-16+0.00152341j -2.22915e-16+0.00060695j 2.55585e-16-0.000687898j 3.39429e-16-0.0010984j 7.65992e-17+0.000266711j 4.32195e-16-0.00101504j 5.27432e-16-0.00208392j -3.28456e-17+4.1799e-05j -2.06755e-16+0.000736393j 1.86658e-16-0.000759784j 2.13353e-16-0.000679368j 1.2621e-16-0.000514014j 6.55175e-16-0.00158529j -3.99656e-16+0.00115384j 8.62478e-17+0.000406866j -1.88657e-17-6.94288e-05j -2.39368e-16+0.000467183j -7.33755e-17+0.00032665j 4.65296e-16-0.00143377j 1.85822e-16-0.000317681j -1.27567e-16+0.000323376j -3.49441e-17-9.35756e-05j 1.43501e-16-0.00117976j 3.24069e-16-1.98444e-05j -3.60662e-15+0.000579215j -4.51287e-17-0.000450034j 2.13476e-18+0.000775474j 4.68182e-16-0.00162866j -1.92325e-16+4.75174e-05j 2.7292e-16+0.000137406j -2.66592e-16+0.000563291j 3.74607e-16-0.000987388j 2.58832e-16+0.000121327j 4.87452e-16-0.00152549j 3.31466e-17+4.14584e-05j -2.14304e-16+0.000592092j -1.0262e-15+0.000199663j 5.60744e-16-0.00215609j 1.12146e-16-0.00099945j 4.11535e-16-0.00108477j -1.23938e-16+0.000292362j 7.16217e-16-0.0017306j -4.51097e-16+0.000321916j -5.59747e-16+0.00123489j -7.03099e-16+0.00158413j 5.0243e-16-0.00143475j 7.45168e-16-0.00118463j 2.80322e-16-0.000872153j -3.93002e-16-0.000188322j -1.96392e-16+0.000437765j 3.09946e-17+9.79781e-05j 4.09833e-16-0.0011994j -7.50007e-17+0.00134297j -2.56729e-16+0.00102749j 2.04181e-17+0.000111514j 3.61922e-16-0.000770695j -5.11667e-17+0.000876889j -6.0544e-16+0.00130452j -4.23689e-16+0.000736671j -2.45395e-16+0.000210944j -5.45864e-16+0.00142384j -3.02489e-16+0.000770387j 6.35701e-16-0.00216959j 1.51779e-16+0.000608969j -5.05619e-16+0.00128719j 5.16135e-16+0.000788739j 
2.65501e-15-0.00216247j 1.37315e-15-0.00333185j 2.93098e-17-0.00123421j -3.17039e-17+0.000836839j -1.36824e-17+0.00140334j -9.52548e-18+0.00157574j -1.49019e-17+0.000646271j 3.07748e-16+0.0016042j -2.15367e-17-0.000702776j 5.02883e-17-0.00161259j -3.9932e-18-0.00109283j 5.65403e-17-0.00147245j 9.07289e-17+0.000510613j -2.18507e-16-0.00130148j -5.22754e-17-3.76579e-05j -6.87283e-17-0.000590029j 1.65115e-16+0.00119757j -2.27142e-17+0.00128675j 2.81419e-17-0.00086818j 5.3709e-17+0.00169294j 3.66792e-17-0.000514748j -9.10864e-17+0.000373893j -4.46865e-17+0.00104543j 1.3348e-17+0.000259749j 7.58933e-17-0.000281909j 2.79147e-17-0.00107525j 2.17616e-17-0.000333533j 3.45853e-17+0.000601758j 1.26599e-16-2.84462e-05j -1.87152e-15-0.000303904j -1.33208e-14+0.00213126j -6.2703e-16+0.00148688j 1.04779e-15+0.00182493j 1.33052e-16-0.00019836j -3.77689e-17+0.00115079j 5.00394e-17+0.0012132j -3.38629e-17+0.000293789j 4.66307e-17-0.000638463j 6.47093e-17-0.000678918j 8.14779e-17-0.0020341j 3.84055e-17-0.00128346j 1.60585e-18+0.000867316j -3.93845e-16+0.000120229j 9.46077e-17-0.000564792j 1.24691e-17-0.00194487j 9.38156e-17-0.00140281j -9.51922e-18+0.00163141j 1.33419e-16-0.00115765j 4.0572e-16-0.0022154j -1.52719e-16+0.00225485j -3.94851e-17-0.000186611j 9.82341e-17-0.00144198j 4.21143e-16-0.00326427j -2.39524e-17-0.000536467j -6.2757e-17-0.000690285j 4.95977e-17+0.000704443j 1.03345e-16-0.000378349j 1.53859e-17+0.00104393j 8.14771e-17+0.000767205j 3.11517e-17+0.00304714j -8.43259e-17+0.00038037j -2.56671e-18+0.00027222j 1.22712e-17+0.000117151j -1.03722e-16+0.000999025j -1.42948e-16+0.00231681j -7.58868e-17+0.000616358j -4.713e-17-0.000372419j -5.05107e-17+0.00146284j 1.3221e-16-0.00292898j 1.03601e-16-0.000722724j -1.79212e-15-0.00158658j 5.34208e-15+0.00285072j 
1.29879e-15-0.000893576j 7.88679e-16-0.00119142j -1.86136e-16+0.000517943j 5.86604e-17-9.77689e-05j 1.36803e-16-0.000585971j -3.07144e-16+0.000838859j 2.22462e-16-0.000678311j 6.50107e-17-0.00152983j -2.18645e-16+0.000618172j -7.28055e-17+0.000396514j -2.03072e-16+0.00084327j -5.33254e-16+0.0017686j -3.61829e-16+0.00119252j 1.93918e-16-0.000694679j 7.45861e-17-0.00028841j 7.5483e-17-0.000123804j -2.28568e-16+0.000438673j -2.29358e-16+0.00043156j -4.23631e-16+0.00110111j 3.31874e-16-0.00113703j -4.48414e-16+0.0013976j -2.38138e-17+7.61447e-05j 3.19374e-16-0.00112595j 4.60691e-17+0.000641111j -3.76394e-16+0.00145371j -2.12099e-16+0.00085933j -1.38029e-17-0.000209808j 6.28366e-17-0.000601701j 4.99095e-16-0.000972848j -4.71417e-15-0.000868366j 2.15094e-16-4.95109e-05j -6.88004e-17+0.000289412j 1.02327e-16+0.000139934j -6.07436e-17-0.000171595j 1.22153e-16-0.000411789j -2.29935e-16+0.00111144j 2.12736e-17-8.22928e-05j 7.37631e-18-0.000100487j -4.64613e-16+0.00173602j -2.38119e-17-0.000547894j -3.29702e-16+0.0012129j 8.53831e-17-0.000361072j -1.89152e-15+0.000466896j -1.76156e-16+0.00057156j 3.65733e-16-0.00174918j -2.75813e-16+0.000627384j -1.90723e-17+0.000175423j -4.74245e-16+0.00148011j 4.1314e-16-0.00112759j 2.13717e-16-0.000384746j -4.6971e-16+0.00108979j 2.3335e-17-7.40149e-05j -3.62511e-16+0.00091676j -5.29266e-16+0.00229907j 3.41831e-16-0.00146483j -6.08073e-17+0.00042009j 2.0723e-17+0.000381328j -3.30119e-16+0.00117619j -5.02516e-16+0.00221245j 2.10078e-16-0.000203742j -1.12961e-16+0.000505456j 2.26925e-17-0.000170671j 9.57045e-17-0.00039j 1.90273e-16-0.000612639j 3.91248e-16-0.00132091j 3.02624e-16-0.00108056j 3.27586e-16-0.000971024j -1.6916e-17+0.000246308j 2.06638e-17-0.000644221j -2.93039e-16+0.00118283j -1.00192e-15-0.000738471j 3.19383e-15+0.00205432j 
