-0.00236472+0.00458183j -0.00472073-0.0091063j -0.00116748+0.00730113j 0.00285317+0.00219184j -0.00161526-0.00140495j -0.00293674-0.00437061j -0.00186161+0.00629124j 0.00286982+0.00454282j 0.00276689+0.00266287j -0.00225259-0.00360735j 0.00154696+0.00290026j -0.00164854+0.00621518j 0.00273257+0.00394557j -0.00331932-0.00428532j 0.000612619-0.00101318j 0.000158582+0.00281914j 0.00263754+0.00285979j -0.000644141+0.00236665j 0.00194047+0.00427478j 0.00120577+0.00160437j -0.00183099+0.000430985j 0.00108927+0.00535337j -0.00193587-0.00347177j -0.00196298+0.00221403j 0.000194772-0.00266123j 0.00218429-0.000356674j -0.000131625-0.00209678j -0.000669362+0.000127845j -0.00113138-0.000747735j -0.000385618-0.00211971j -0.000874284-0.000494282j 0.00178235+0.00265579j -0.00125785-0.00127676j -0.000420931+0.00284687j -0.000465379+0.0013526j -0.00222959-0.00071295j -0.000294303+0.00101939j -0.000813658+0.00215574j 0.000100205+0.000944923j 0.00192556+5.92252e-05j 0.000897241+0.0032956j -0.000545298+0.000744968j 0.00238302-0.00243392j 0.000461193+0.00396974j -0.00221365+0.00258286j 0.00180951+0.00294297j -0.00348929-0.00152048j -0.000181351-0.00489188j 0.00125805+0.00481289j -0.000617358+0.0037969j -0.00176351-0.00260202j 0.00217923+0.00226449j 0.00247053+0.00119954j -0.00072826-0.00807777j -0.00243025-0.000108653j -0.00424316+0.00309506j 0.0020767-0.00448998j 0.0011494+0.00027923j -0.0173135-0.011874j 0.00468105+0.0158131j 0.0151817-0.00641086j 0.00855154+0.0237386j -0.00527573-0.00369745j 0.0244609-0.00663001j -0.010834+0.0275768j -0.0200734-0.0252528j -0.0181808+0.00274616j -0.0412475+0.00816325j 0.0575672-0.0147542j -0.00377766-0.0474931j 
0.00244972+0.010062j -0.00284369-0.00815765j -0.0104444-0.00371796j 0.010361+0.0187424j -0.0108861-0.0159435j 0.00396074+0.0131584j 0.0093708+0.0355921j -0.0138336-0.0249156j 0.0117072-0.00401516j -0.00548231-0.0147181j -0.00763147-0.0286914j -0.0083877-0.00352385j 0.00587529-0.00803247j -0.00342899+0.0192875j 0.0110827-0.0100134j 0.0065904-0.0176111j 0.00430249+0.00887099j -0.00720919-0.00934023j -0.00836431+0.0268079j 0.00257895+0.00675984j 0.00348409-0.0213663j -0.00473769-0.00255848j 0.00246634+0.000332879j -0.00893697+0.0173858j 0.00445575-0.0135772j 0.0030863+0.00340907j -0.00175273-0.0088526j -3.46905e-05+0.00287784j -0.000739366+0.00529115j 2.0927e-05-0.00679461j -0.00018894-0.00333757j -0.000813971+0.000946752j -0.00269081+0.00371879j 0.00116547-0.00512547j -0.00164936-0.00273154j 0.00492854+0.00192899j 0.00200337-0.00344931j -0.0010894-0.000730009j -0.00208632+0.00512092j -0.00133209+0.00209053j 0.00097407+0.00194451j -0.00181098+0.00566585j -0.00129384+0.00614177j 0.0003654-0.0016067j -0.00225156+0.00540745j 0.000865103+0.00774175j -0.00382257+0.0141284j 0.000996274-0.00577946j 0.000837524+0.00498622j 0.00253388-0.00857636j -0.000381181-0.000856379j -0.000623767+0.00977613j 0.00142065-0.00283624j 0.000350479-0.000239889j 0.00313318-0.00574689j -0.000135452-0.003475j 0.002972-0.0113914j 0.00127729-0.00847297j -0.00117103+0.00281694j 0.00175517-0.00261996j -0.00217489+0.00822809j -0.00306038+0.00637662j -0.00473586+0.0121072j 0.00115905+0.000546066j 0.00161911-0.00702102j -0.00217019+0.00234555j -0.0007392-0.00811284j -0.00450339+0.000638454j 0.00629701-0.0011758j 0.00174216-0.0037686j 
0.00183267+0.00499618j 0.00305847+0.0102367j 0.00957153+0.0161868j 0.00606209-0.00755832j -0.0101023-0.0127051j -0.00138129+2.48309e-05j 0.0044287-0.00370327j -0.00822617-0.031655j 0.0143386+0.0495569j 0.00114448+0.00200637j 0.00086618-0.00675907j 0.00138849-0.0341532j 0.00318474-0.00179939j -0.00643157-0.00653527j -0.00493574-0.0108634j 0.00909484-0.00966853j 0.00266966-0.031857j 0.00921189-0.00663925j -0.00355146+0.0287806j 0.0061853-0.0113616j -0.00955817+0.011298j 0.000576106-0.00173229j -0.0005388+0.00659884j -2.58577e-05+0.00849852j 0.000946476+0.00131847j 0.00293798-0.0119449j 0.000586738+0.00818389j 0.00443101+0.000875842j -0.00169476+0.00471466j -0.000766058+0.00529161j -0.00119136-0.00447743j 0.000174874+0.00364608j 0.00125989+0.00360848j -0.00103615-0.00167954j -0.000258165+0.00526433j -0.0014726-0.00275173j -0.00332892+0.00359081j 0.000918502+0.00187924j 0.00165037-0.00172817j -8.75904e-06+0.00433733j -3.36333e-05+0.00116469j 8.9072e-05-0.000659891j 0.000639942+0.00154669j -0.000207038+0.00378336j 0.000607456+0.0026676j 0.00191139-0.00415561j -0.00147719+0.000861893j -0.000431548+0.0014023j -0.000605439-0.0039421j -0.000494113+0.00291854j 0.00148839-0.0029473j 0.00124409-4.36096e-05j 0.00184971-0.00314002j 0.000832755-0.00595451j -0.0032828+0.00170645j 0.000242215+0.00284735j -0.000647999+0.00382502j 0.00183146+0.00248731j 0.000773169+0.00136542j -0.00175572+0.0056241j 0.00269379-0.00347617j -3.09855e-05+0.00444847j 0.00338463-0.00599427j 0.000651525-0.0076248j -0.000993406-0.00162209j -8.9815e-05+0.00393592j 0.00287748+0.00213766j 0.000746755-0.0049413j -0.000436553-0.00459928j -0.00612836+0.00284379j 
-0.0102153-0.0257793j 0.00512122-0.00143268j 0.00715503+0.0178713j 0.00223975+0.0211951j 0.0113539+0.00349157j -0.00309877-0.0499398j 0.00375066+0.0387172j -0.00673962+0.000165096j 1.48296e-05-0.0103145j 0.0182691-0.0201885j -0.00881478-0.013049j 0.00417962-0.0143726j -0.00407671+0.0017337j 0.00335337+0.00288847j -0.000424063-0.00188188j 0.00245253-0.00826422j 0.00128683-0.00428547j 0.000725631+0.000490591j 0.00159082-0.000598567j 0.00131411-0.00571845j 0.002742+0.00220106j 0.000376332-0.00515671j 0.000979242+0.00414551j 0.00130474-0.000694322j -0.0013699+0.00366955j -0.00138967-0.000619584j -0.00132143+0.0026653j 0.000955281+0.00157093j 0.00139133+0.00245356j 8.4123e-05+0.00253495j -0.000808612+0.00498104j -0.000783265+0.000397872j -0.000177844+0.0008428j 0.00137041-0.00117341j -0.00151763+0.00374724j -0.00331411+0.000878045j 0.000360036+0.00231939j 0.000194961-0.00184063j 0.00055795-0.00599505j -0.00145549+0.000895034j 0.000349752-0.000579388j 0.00141137-0.0051471j 0.00013234-0.00112281j -0.00230285+0.00115628j 0.001756-0.00233175j -0.00130658-0.0034051j 0.000429448+0.00127484j -6.68071e-05+0.00491653j -0.00247189-0.00499493j 0.00232165-0.00263185j 0.00172948+0.00206504j -0.000387414-0.00338921j -0.000129222+0.00363621j 0.000977886+0.000659656j 0.000149895+0.0047747j -0.00117126+0.00255315j -0.00354289+0.00984624j -0.00232402+0.00561055j 0.00128374+0.00063121j 0.000223468-0.00568868j -0.00197341-0.00322358j 0.000277352-0.00577896j 0.00509489-0.0074441j 0.00248115+0.00936167j 0.00833949-0.000740922j 0.0033149-0.0112303j -0.01316+0.00560147j 3.54236e-05+0.00347075j 0.000168124+0.00906108j 0.00967283+0.000823577j 
-0.00427948+0.00254778j -0.010002-0.0245711j 0.00141541+0.0211171j -0.00432843-0.0154004j 0.0109161+0.060794j 0.00695519+0.0121598j -0.00967772+0.0148442j 0.0091587-0.00716846j -0.00885315+0.0289558j -0.00160543-0.01736j -0.00995759+0.018148j -0.0137212-0.00225181j -0.0013514+0.00169386j 0.00175826-0.00629047j -0.00126267+0.0042534j -0.00282668-0.0016747j -0.000876128+0.00067941j 0.00259337-0.00601977j 0.000250252-0.00153778j -0.00187882-0.00220734j 0.00050381-0.00215036j -0.00122769+0.00196631j 0.000699534-0.00414295j -0.0011689-0.00154143j -4.33304e-05-0.000661266j 0.000513032+0.00430249j -0.000336248-0.00257774j -0.000251509-0.00323054j 0.00171575-0.00238212j 0.000297186-0.00097304j 0.000996714+0.00453416j 0.00111922+0.000620698j 0.0007373-0.000427654j -0.000912092-0.00365255j 0.000800433-0.000304798j 0.00292003+0.000353916j 0.000161986-0.00302347j -0.000210726-0.00142857j -0.00196828-0.00156366j 0.000504143-0.000931021j 0.000763015+0.000936316j -0.00101441-0.000421063j 0.00123493+0.000698339j 0.000440562+0.00301743j 0.000433127-0.00352536j -0.000184366+0.0032108j 0.00217883-0.00375871j 0.000734388-0.000704514j -0.00072947+0.00377706j -1.92195e-05-0.00546122j -0.00048708+0.000536204j -0.00044099+0.00012487j 0.00222915+9.74102e-05j -0.000326311+0.00277616j 0.000684032-0.00522164j 0.000367355-0.00115225j -6.32676e-05+0.00160492j -0.000877241+0.000364247j 0.00144843-0.00620935j -0.00319665-0.000805397j -0.000918447+0.00396583j 0.00210616-0.00624038j 0.00245873+0.002257j -0.000638874+0.0070351j 0.00036529-0.0108973j -0.00535176+0.00575148j -0.00194536-0.00304135j -0.0136363+0.00652032j 0.0104256+0.0019332j 0.000287052-0.00767521j 
-0.00822109-0.0063807j -0.00598645+0.0105594j 0.0007651-0.00910154j 0.00745074+0.00262522j -0.00615495-0.00636256j -0.0039168-0.00317009j -0.0012733-0.00753799j 0.00325121+0.000751988j 0.000953131-0.00813748j -0.000484521+0.00781027j 0.00573014-0.00384826j 0.00186844-0.00563816j 0.00324779-1.86984e-06j -0.00311045+0.00114117j -0.000148106-0.000810655j 0.00217176+0.00268033j -0.000449018-0.00561099j -0.00058539-0.00131603j 0.00123002-0.00496261j 0.00030243-0.000486643j -0.00491106+0.00132145j 0.00352694-0.000258079j -0.00302122+0.000287301j 0.00416865-0.00491145j -0.0018908+0.00114041j 0.00135583-0.000899447j -0.000757972+0.00310385j -0.000774426+0.000729563j -0.0015888-0.000830693j 0.000740851+0.00294239j 0.00108315-0.000760089j 0.00604169+0.000676164j 0.000468875+0.00482678j 0.000392983-0.00169694j 0.00172448+0.000398496j 0.00282069+0.00078141j -0.00254601-5.91687e-06j 0.00239137+0.00082744j -0.00249197-0.00266973j 0.00183044-0.000115405j 0.00169745-0.00197493j 0.00397694+0.000544627j -0.000153655+0.00234566j -0.000620217-0.00288988j 0.000889079+3.46386e-05j 0.00113481-0.00110918j 0.00292662+0.000106966j -0.00268542+0.00479682j 0.00124309-0.00624698j -0.00267303-0.00140156j -0.0017281+0.00170928j -0.00224928-0.000973115j -0.00225003-0.00487081j -0.00175173+0.00512493j -0.00430743+0.0019028j -0.00276868-0.00250114j -0.003457+0.000707818j 0.000871411+0.00258453j 0.0002158+0.0103131j 0.00231399-0.0113056j -0.00384781+0.00692256j 0.00515982-0.00884616j 0.00710611+0.00127452j 0.0175257-0.00893507j -0.0174794-0.0202109j -0.0149004+0.0406077j 0.00242118-0.030157j -0.0623675-0.012629j 0.045199+0.0113952j -0.0373611-0.0268096j 
-0.00549178+0.0108286j 0.00774078+0.00774354j -0.00698899-0.00246067j 0.00111215-0.00869215j -0.00220355-0.00139751j 0.00623914+0.00920139j -0.00471363-0.00842245j 0.000845633-0.00363486j 0.00168607+0.00507753j -0.00191781+0.0115901j -0.000194184+0.00211716j -0.00673615+0.00147394j 0.00085249-0.0056612j -0.000588554+0.00200629j -0.000240135-0.00201734j -0.00292735+0.00150326j -0.000945049-0.00117474j -0.00207222-0.0054144j -0.00235177+0.000883976j -0.000100919-0.00110188j -0.00301818+0.00431437j -0.00525026-0.00336274j 0.002649+0.00179152j -0.0025579+0.00264882j 0.00293228-0.00243634j 0.00203085-0.00121583j 0.00355044+0.000755818j 2.0738e-05+0.00138408j -0.00076959-0.000944829j 0.00175954-0.00049923j -0.000667664+0.00146194j 0.000209972-0.00394534j -0.0012255-0.00200829j -0.00161375+0.00104167j -0.000176986+0.000177105j -0.00225039-0.000898628j -0.00239189+0.000730548j -0.0013926-0.00221625j -0.00125395+0.0033083j 0.00344996+0.000255168j -0.0021457-0.00147075j -0.000408143+0.00109243j 0.00367249-0.000705992j -0.00396984-0.000406367j -0.0039308+0.00220772j -0.00278811-0.00273504j -0.00110586+0.00108018j 0.00427473-0.000293732j -0.00320503-0.00148531j 0.000135188+0.00370687j -0.00304226+0.000571998j -0.00365969-0.0012782j 0.000800058-0.00178496j 0.00489144+0.00269742j -0.00260461-0.00130098j -0.00225867+0.000497199j 0.00429174+0.000436598j -0.00299257-0.00810637j -0.0037063+0.00758505j -0.000962626+0.00475244j 0.00310684-0.00774835j 0.000264463-0.00332847j -0.00846172+0.0105957j 0.0113959+0.0228578j 0.0324056-0.0353298j -0.0148055-0.0174068j -0.0575286-0.016234j -0.00150621+0.0334292j 0.0390147+0.0295494j 0.0427975+0.0122331j 
-0.00113607-0.00564198j -0.00847862+0.0018694j -0.00295707+0.00275488j -5.2073e-05-6.2261e-05j 0.00347292+0.00123004j -0.00911529-0.00450068j -0.00605386+0.00288307j -0.000907662-0.0049209j 0.0101289-0.00529679j 0.00414016-0.00549563j 0.00355639+0.000535654j 0.000898126+0.000606381j -0.00184084-8.45173e-07j 0.00309676+0.0039469j 0.00368196+0.000715764j -0.000844476-0.00226769j 0.0074101-0.00280626j -0.00267935+0.00235936j 0.00866917-0.00220588j 0.00293219+0.000774389j 0.00230771-0.00228816j 0.00124158+0.00179451j -0.000539707+0.00181927j 0.000734317+0.00291011j -0.00526846+0.00144807j 0.00204253-0.00249978j -0.00770572+0.000709877j 0.000448512-0.00118111j 0.00349897+0.000989865j -0.0023931+0.000614033j -0.00286069-0.000404147j -0.00110826+0.000911439j -0.0046329+0.00249747j -0.000431235-0.000801254j -0.00579466+0.00116961j 0.00258293+0.00368778j 0.00356095-0.00182423j -0.00647358+0.00409374j 0.00421824-0.00323001j 0.00413867+0.0012443j 0.00199117-0.00156619j 0.000783057-0.000744244j 0.00518521-9.55694e-05j -0.00466349-0.0028485j -0.0015725-0.00183232j -0.00551996-0.00457231j 0.000764404-0.000560378j 0.000511154+0.00686042j -0.00152806-0.00792097j 0.0067575-0.00613254j -0.0020544+0.00218651j 0.000817237+0.000755943j 0.0092833-0.00378091j 0.00170191+0.00177512j 0.00477752+0.0027574j -0.0150148+0.000280653j 0.0032611-0.000143512j -0.0321857+0.00121238j -0.0245172+0.0169256j 0.00989477+0.0142914j 0.000818489+0.0177683j -0.0185372+0.0200754j -0.0713052+0.012321j -0.0325759-0.0346495j -0.0203691-0.020944j -0.0149591-0.0188518j -0.000589708-0.0309211j 0.0662435+0.0252057j 0.00954983+0.00549848j -0.0122198-0.00486339j 
-0.00567+0.00241288j 0.00071929+0.00409513j 0.0042731+0.00113403j -0.00565205+0.00385231j -0.00452974-0.00389601j -0.00236212+0.00199281j -0.000599916-9.49159e-05j -0.00718717+0.00209516j -0.00318998-0.00293697j -0.00540032+0.00324172j 0.00229013-0.00134284j -0.00103423-0.00187949j -0.00296045-0.00134265j 0.00668475+0.00386249j 0.00432073-0.00229079j -0.00133646-0.000708813j 0.00104793-9.75591e-05j -0.00308225-0.000222237j -0.00162935-2.55201e-05j -0.000120574+0.000387146j 0.000986918-0.00204308j -0.00402311-0.00180177j 0.00455339+0.00095327j 0.00455701+0.0042016j 0.00558881+0.000215322j -0.00270497-0.0024362j -0.00149263+0.00198139j -0.00382024-0.000458637j 0.00202713+0.000807786j 0.00267724+2.41052e-05j -0.00222118+0.000582225j -0.0021415-0.00102513j -0.00480511+0.000237484j 0.00392822+0.000103844j -0.00449364+0.00128212j 0.000791063+0.00478956j 0.00645542+3.71977e-06j -0.00328492-0.00110077j -0.00175566+0.000700721j -0.00134804+0.00134732j -0.00382625+0.000809045j -0.00185469+0.00297946j -0.000356182+0.00390349j -0.00619804+0.00160328j -0.00905012+0.00383173j -0.00310374-0.00266031j -0.00850429+0.00595375j 0.00439635-0.000955134j 0.00188536-0.000118222j 0.0019329-7.62413e-05j -0.000107965-0.000486669j 0.002387-0.00903379j 0.000143106+0.000682442j 0.00319641+0.0003413j 0.0147498-0.00751269j -0.000590524-0.000553376j 0.0117922-0.00976828j 0.0172537-0.014655j -0.0367148-0.00895209j -0.0456554+0.00831392j -0.00435123+0.0105131j 0.0126026-0.022641j 0.0329419+0.0458562j -0.0696813-0.00621199j -0.0403921-0.00100774j -0.0440832-0.0188833j 0.0532676+0.0180823j -8.77967e-05+0.0218042j 0.00706446+0.00311772j 0.00922133+0.00480149j 
0.000110329+1.91778e-05j 0.000523892-0.000300419j -0.00636436-0.00150974j 0.00723277-0.0046094j 0.00589797+0.000311287j 0.00402557-0.00313181j -4.33199e-05+5.62844e-05j 0.00172137-0.000961953j 0.0037804-0.000950926j 0.00251664-0.00151005j 0.000195177+0.000589896j 0.00246917+0.00131699j -0.000969815+0.00106609j 0.00276651-0.00232771j -0.000919459+0.000598563j -0.0106148+0.00243419j 0.00424069-0.0010351j 0.0018628+0.00106461j 0.00614273-0.00337447j 0.00148163+0.000699773j -0.00606569+0.00145029j -0.000989995+0.000448933j 0.00213575+0.000470935j 0.00628492-0.00287855j -0.0064037-0.000100614j 0.00112733+0.00201812j -0.00426421-0.00263548j -0.000427755+0.00166335j 0.00661868-0.000857194j -0.00490956-0.000751069j 0.00587198-0.00183616j -0.00791088-0.00060502j -0.00800001+0.000148357j -0.00410144+0.000488067j -0.00119382-0.00121009j 0.00044456+0.00215471j 0.00203716-0.00114712j -0.0112441+0.00236812j 0.00888192+7.74978e-05j 0.00618826-0.00164045j 0.00311267-0.0023504j -0.0033565+0.000287316j 0.00160753-0.00253602j 0.00302456-0.00542787j 0.00253135-0.00351823j -0.0118415-0.00260594j 0.0118039-0.00333034j 0.00437638+0.00165079j -0.00374633-0.00408053j -0.000433207+0.000963599j 0.00549746-0.00473477j 0.00425939+0.000164262j 0.0436048-0.000486431j -0.00355146-0.0021806j 0.0169093-0.00934047j -0.0295121+0.00695812j -0.0192592+0.0336365j 0.038467-0.00610472j 0.00643716-0.00213672j 0.0420184+0.0259783j -0.0161052+0.0120198j -0.0196385-0.0193947j 0.0530063+0.0141299j -0.0135547-0.0141165j 0.0483057-0.00146859j -0.0331951-0.0352811j -0.0179253-0.0080473j 0.00836121+0.00472931j 0.00112149+0.00173822j 0.00102776+0.00141185j 
0.00105611-0.00314366j -0.00561459+0.00123878j 0.00273798-0.00116857j 0.00451971+0.000467081j -0.00220809+0.00242285j 0.00505315-0.0022239j -0.00478233+0.00535425j -0.00166529+0.00124135j 0.00177714-0.00203163j 0.00419714-0.00326687j 0.00787076-0.00202378j -0.00329489+0.000245074j -0.00124102-0.00103881j -0.00506108+0.00108177j -0.00538693+0.00180676j -0.0046004+0.00150026j 0.00140493-0.000106275j -0.0114492+0.00511516j 0.00307252-0.000719712j -0.000817026-0.00255158j -0.0055236-0.00035356j -0.0048183+0.000419706j -0.0016105-0.000276485j 0.00166874+0.000948459j -0.000394499+0.000553163j 0.00499027-0.000279691j 0.00243169-0.00240217j 0.000254177+0.000757181j -0.00770499+0.00269472j -0.00378363+0.00107367j 0.00518958+0.000253405j -0.00182337+0.00336359j -0.00528806+0.00178198j -0.00465089+0.00191872j 0.00545252+0.00101117j -0.00179198-0.000182359j 0.000747417-0.00105575j -0.00643243+0.00413286j 0.00361531-0.00419484j 0.0148025-0.00531226j -0.00281036+0.00194795j 0.001671+0.000704738j -0.000408104+0.00266776j -0.00164639-0.00185929j -0.010734+0.00351284j -0.000896176-0.00453865j -0.00354775+0.00142732j 0.00911347-0.00290859j 0.00513441-0.0124718j -0.00257682+0.0129278j -0.0255552+0.00453299j 0.0200431-0.00337991j 0.023032-0.0240325j 0.0167517+0.00228344j -0.0494283-0.00732252j 0.0217482-0.0125877j 0.0488693+0.000863565j 0.0463205+0.00390025j 0.0178606+0.0177889j -0.0159914+0.0254475j -0.0212162+0.00831625j 0.0447165+0.0112138j 0.0405673+0.0126371j 0.0385446-0.000554074j -0.0309348-0.0283889j -0.0277245-0.00129712j -0.00250839-0.00266526j -0.000573513+0.00110743j 0.00599656+0.00335273j -0.00664549-0.0031955j 
-0.00605643+0.00201598j 0.000132078+0.00305596j 0.00107295-0.000833234j 1.97489e-05+0.00223294j 0.000281531-0.00266646j 0.00533946-0.00341489j 0.00345333-0.000923925j -0.000292471+0.00227591j 0.000140395-0.000999667j -0.00686375+0.00330758j -0.0021063-0.00110816j -0.000164141-0.00197511j -0.00191175+0.00076026j -0.00312763+0.00154114j 0.0030165-0.000776735j -0.00228883-0.000137827j -0.00112952-0.00013354j 0.00403998-0.00120859j -0.00227953+0.00159695j -0.00780769+0.0007407j -0.00406715-0.000658268j -0.00913182-0.00334111j 0.00220869+0.00217924j -0.00144878+0.00181907j 0.00750067-0.000484743j 0.00734547+3.3177e-05j 0.00443-0.00125248j 0.00418253-0.000216006j -0.00331385+0.00114969j -0.0014353+0.000276596j 0.00826649-0.00246096j -0.00136194+0.000752929j -0.000327535-0.00233218j -0.00230391+0.00391346j 0.00160654-0.000631512j -0.00388568-0.00445849j -0.010506+0.00309131j 0.00249867-0.00318116j 0.000628582+0.00132572j -0.00413464+0.000576036j -0.00136234+0.000218576j -0.0148729+0.00496831j -0.00892649-0.00185386j 0.00919026-0.00430003j -0.00143116-0.00309264j 0.0115986-0.00400134j -0.00550477-0.000425789j 0.010029-0.00640633j -0.00343248+0.0111241j -0.0341021+0.00148487j 0.0265516-0.0078329j 0.017063-0.00328104j 0.0350898-0.00437965j -0.0172268+0.0151331j 0.0170715-0.0245841j 0.0373133+0.00154841j 0.00682155-0.00245145j -0.0630492-0.0253912j 0.0455536-0.00372449j 0.0235592+0.00067019j 0.0309568+0.0138719j 0.0243373-0.00303625j -0.0324467-0.0019681j 0.0286607+0.0296458j 0.0213837+7.08983e-05j -0.0295561-0.00646769j 0.00773327+0.00364141j -0.00998837-0.00239139j 0.00471911+0.00218876j 0.00476542+0.00248469j 
0.00264305+0.000981387j 0.00450744-0.00262136j 0.00122911-0.00341373j 0.0055827-0.00329428j 0.00373642-0.00182917j 0.00454843+0.000277322j 0.000930215+0.0017106j -0.00298831+0.00148283j -0.0012252-0.00114881j 0.000931366-0.000706344j -0.00378864+0.00239935j 0.0127278-0.0029568j 0.00695025+0.000168568j 0.00510192-0.00333947j -0.00182365-0.00146897j -0.0138121+0.00262796j -0.00140445+0.00263101j -0.00231607-0.00133017j 0.00533492-0.00456565j 0.0084649+5.76447e-05j -0.00686701+0.00248136j 0.0114961+0.000658302j 0.000621364-0.00258897j 0.00852351-0.00448311j -0.00608842-0.00114397j -0.00949525+0.00358289j -0.00105578-0.00281878j -0.00271147-0.000357604j 0.00606819-0.00219102j 0.00105096-0.00258338j 0.00632242+0.000544304j -0.00150114-0.00521668j 0.0015662-0.00403143j -0.0089433+0.00217788j 0.00868468-0.00352745j -0.00227992-0.00550306j 0.00175376+0.00208676j 0.000698425-0.0039467j 0.00491842+0.00373612j 0.00739873-0.00491642j 0.00359886-0.000249576j 0.0111594-0.0037687j -0.0139623-0.000137999j 0.00126256+0.00340601j 0.0126546-0.00499577j -0.0086678-0.0037187j 0.0278148-0.00678424j -0.00823641-0.004543j -0.0320109+0.00467541j 0.011016+0.0023806j 0.0203574+0.0130402j 0.0109374-0.0153657j 0.00726566+0.0184554j 0.000397891+0.00220972j -0.0340907-0.00423751j -0.00814733+0.00166034j -0.00120051+0.00814538j -0.0396661+0.0257638j -0.0275945-0.00415823j -0.074308-0.00735223j -0.0277891-0.0198015j 0.0542596-0.00386647j 0.00127257-0.0223463j -0.0313642-0.00710712j 0.0103692+0.00209553j -0.0108629-0.00480218j -0.0140357-0.00202691j -0.00752854-0.00227169j -0.00584535-0.00277503j 0.00110264+0.000348071j 
0.000320321-0.000206662j -0.000317577+0.000156754j 0.00193883+0.000156137j -0.000920163+0.00112458j 0.00150387-0.00136043j -0.00219925-0.00113517j 0.00828831-0.00122699j -0.000125584+0.00078045j -0.00393579-0.00119113j -0.0105158+0.00169171j 0.00158543-0.0022053j -0.00103946+0.00118253j 0.00104053-0.000820706j 0.00383177+4.98057e-05j 0.000244907-0.000496799j -0.00335341+0.000172727j 0.00548486+0.00067464j 0.0107739-0.000603844j 0.00384558-0.000726762j 0.0042368+0.00152946j -0.00119882-0.000787053j 0.0047922-0.00252661j 0.00271376+0.00112834j 0.00926667-0.00180108j -0.00205389+0.00129181j -0.00452368+0.00181034j 0.00324486-0.00246911j -0.00550387+0.00408202j 0.00064477-0.000698266j -0.00322745-0.00243618j -0.0091095+0.00166364j 0.0019507-0.00227613j -0.00669021+0.00329645j 0.0090731-0.00198124j -0.00454716-0.000363704j 0.000310972+0.00028012j -0.0152172+0.00450372j 0.0192474-0.00939132j -0.00325207+0.00178328j 0.0038486-0.00146305j 0.00622179+0.00224657j 0.00269974-0.00446861j 0.0144108-0.00720262j 0.010318-0.00200411j 0.0326034-0.00366546j -0.00661992-0.00617776j -0.00683208+0.00413619j 0.0275574-0.0080656j -0.0106297+0.0124115j -0.0289232-0.0046274j -0.0470655-0.00659268j -0.0114409-0.0127622j 0.0291123+0.00701089j 0.0611923-0.0127919j -0.00127517+0.00788616j 0.0317046+0.0100537j -0.0607115-0.0111447j 0.0475604+0.00676154j -0.0198711-0.00843405j 0.0317792+0.00173639j 0.00776983-0.0156493j 0.0244503+0.0128311j -0.00561359-0.00233487j -0.00570247+0.000989584j 0.012335+0.0041023j 0.00067003-0.000316171j 0.0032065+0.00149846j -0.00239414-0.00192546j -0.00114615-0.00109146j -0.00168398-0.000667243j 
0.00227709-0.00170925j -0.00261953-0.000230804j -0.000382561-0.00183019j 0.00891502-0.0029333j -0.00166588+0.00115604j -0.000523853+0.000652586j -0.00382955+0.00277453j 0.00411378-0.000203479j -0.00110679-0.00164064j 0.00522485-0.00130621j -0.00247907-0.000597552j -0.0061739+0.00447822j 0.00242888+8.70952e-05j 0.0019738-0.00278184j -0.00136317+0.00106432j -0.00524445+0.00333322j 0.00622974-0.000746764j -0.00335477+0.00179343j 0.0128911-0.00442473j 0.00607047-0.000854949j -0.00114707+0.00100877j -0.00150882+0.00493655j 0.00171644-0.00391009j -0.00285332-0.00135604j -0.00529597-4.78823e-05j 0.00344524-0.000492752j 0.00183182-0.00034356j -0.00200502+0.000841911j -0.00190573-0.00157801j -0.00831961+0.000128576j -0.00605141+0.00278362j -0.00485519+0.00329506j -0.00709736+0.00551695j 0.00427928-0.00117161j -0.00197996+0.00188758j -0.00309185-0.00308914j -0.00331888+0.00167413j -0.0135628-0.000536815j 0.00845385-0.00344301j 0.0221765+0.00299587j 0.00347345+0.00126086j -0.0144192+0.00584731j 0.0315526-0.00395601j 0.000346507+0.0011457j -0.0121155+0.00474307j 0.00890557-0.00535152j -0.000432925-0.0134396j -0.00091676+0.00737934j -0.018192-0.0253255j -0.00042346+0.00951757j 0.0484554-0.00889719j -0.0495382-0.00412681j 0.0143246-6.08386e-06j -0.0416076-0.0208607j -0.0140239-0.00854358j 0.0464478-0.00061093j -0.0169759+0.0129586j -0.0217694-0.00333324j -0.013085+0.00100652j -0.00220126+0.0221667j 0.0500702+0.0162012j 0.00424963+0.0104019j 0.0154104+0.0023339j -0.00310816-0.0035209j -0.000445618-0.002478j -0.0029045-0.0033246j -0.0102154-0.00481819j 0.00299496+0.00142379j 0.00260357+0.00165944j -0.00412508-0.00199603j 
