0.183299-0j 0.0602463+0.014232j 0.0340924+0.0424259j -0.0640695-0.128103j -0.0305852+0.0276176j -0.00593816-0.0337926j -0.0301323-0.109442j -0.00234537+0.0458334j 0.00162428-0.0401085j 0.00845764-0.0450032j 0.0135316+0.0240209j 0.021426-0.0218396j 0.027564+0.0425172j -0.00502873-0.0157074j 0.0200762-0.0311497j 0.02216-0.00315982j -0.0268699+0.00637809j 0.0308402+0.0214596j -0.0170208+0.00264658j 0.0290545-0.0232845j -0.00128877+0.034895j -0.0117538+0.019544j -0.00661289+0.00865821j 0.0100252+0.0269696j -0.0136045-0.0189618j -0.0108478+0.00956253j -0.0364035+0.0168465j 0.00290849+0.0201143j -0.00824144+0.0241369j 0.0266599-0.0136948j -0.0201779-0.00241851j 0.00188891+0.0118388j -0.00515162+0.032179j 0.00853609+0.0250971j -0.00937389-0.0103513j -0.00289112+0.0377777j 0.0303828-0.00246224j 0.0104206-0.000570026j 0.0051664+0.0242477j -0.0044793+0.0307582j 0.00503028-0.0198319j -0.0268789-0.00544398j -0.0261232+0.0536311j -0.0130852+0.0127084j -0.00935978+0.00136133j -0.0288286+0.0079834j -0.00630403-0.0120619j -0.00225963+0.0233062j -0.0147297+0.0394517j 0.0282678+0.0115628j 0.0281652-0.0154907j -0.0167704-0.0299565j 0.0144909-0.0338179j 8.88107e-05+0.000747628j 0.0226151+0.00276008j -0.0267622-0.00314195j 0.0370137-0.0427593j -0.0230275+0.0178833j -0.0595487-0.0195591j 0.0192897+0.0192108j 0.0402117-0.0617268j -0.0566114+0.145618j 0.10776+0.216827j 0.36927+0.0393585j -0.0224979+0.199103j -0.0454694+0.222074j 0.0177004+0.0191965j 0.0152489-0.010655j -0.220894-0.0901185j 
-0.0044793-0.0307582j 0.00575539+0.00431429j -0.0217212+0.051388j 0.0117746+0.0343777j -0.027067-0.0100317j -0.00247513+0.00990908j 0.00862607-0.00557489j 0.00967612-0.0115087j 0.0303693-0.0361818j 0.000654945+0.0316917j 0.0394494-0.0266561j -0.00793319-0.0127295j -0.111632-0.0057694j 0.0660276+0.0340352j 0.00317223+0.00275128j 0.00696223+0.156293j 0.0175315-0.170636j 0.122098-0.00585272j 0.105809-0.0133802j 0.0440223+0.198129j 0.0725433+0.0396708j -0.0104398-0.0723461j -0.0553036-0.0882501j 0.0477232-0.0728623j -0.0461328-0.0484012j 0.0658267+0.0596758j -0.182348-0.0374293j -0.143248-0.0800172j -0.146396+0.0953034j -0.183167-0.160025j -0.0574366-0.0252299j 0.0407986+0.0896295j 0.0714362-0.0302792j 0.0964151-0.0317402j 0.0819475+0.0911937j -0.116893+0.0554247j -0.117727+0.0778698j 0.10314-0.0983231j 0.037325+0.00606176j 0.0355038-8.60423e-16j 0.137779+0.00555848j -0.0055054-0.0386718j -0.004399+0.105528j 0.0152888-0.134025j 0.0475091-0.0165081j -0.0668774-0.100179j -0.0708854+0.0174282j 0.0306603-0.0169979j 0.0107464+0.0326584j 0.0455009+0.0892618j 0.0846688+0.0144672j -0.0264651-0.050339j 0.0290038+0.00356293j -0.0101989-0.010021j 0.0185711-0.0281441j -0.0514272+0.00510608j 0.00411634-0.00796349j 0.0210219-0.0451989j 0.0108616+0.0597797j 0.0718703-0.0641855j -0.0203068-0.0215305j -0.0158894+0.0259144j 0.00524544-0.0302511j 0.0370316+0.00113104j 0.0108317+0.0525891j 0.0358309-0.0103116j -0.0202341-0.0401713j -0.00986911+0.0118086j -0.0266599+0.0136948j 
0.00503028+0.0198319j -0.0189618-0.0215647j 0.00257281-0.0110689j 0.0204297+0.00763018j 0.00167303+0.0252872j -0.040667+0.0346092j 0.00157231-0.011124j 0.0524123+0.0507444j -0.00981387-0.00233662j -0.0114362+0.0647331j 0.00935149+0.0388728j -0.0449428+0.0515932j 0.0196683+0.00526228j 0.0292048+0.0341379j -0.0707282-0.0362432j 0.188779+0.111431j 0.0353498-0.0672607j -0.0490867+0.105637j -0.0417506+0.0439435j -0.0368971-0.047274j 0.00313734+0.050852j -0.00747327+0.121222j 0.125086-0.104998j 0.100374+0.0875666j 0.0754951-0.0726039j 0.0302027+0.132142j 0.0322738+0.00800931j 0.0544792+0.158411j -0.127563-0.162031j -0.146396+0.0953034j 0.0462252+0.176635j -0.0988936-0.0573275j -0.135573-0.0059426j 0.0309364+0.0187677j -0.0311742+0.0693169j 0.00298524+0.100119j 0.100088-0.0714162j -0.0661981+0.0956969j -0.0596915-0.0628413j 0.137779-0.00555848j -0.119456+2.33424e-14j 0.0612102+0.0068335j 0.0568939+0.0407644j 0.0347896-0.0300512j 0.0620988-0.058927j 0.2128+0.00565894j 0.0909734+0.0952241j 0.0248969+0.0547758j -0.0335409-0.0332887j 0.0325529+0.0240826j -0.0197553-0.0447951j -0.0306946-0.0168532j 0.113214-0.0313128j -0.00769596+0.00320214j -0.025942-0.00895571j 0.0389998+0.0658363j -0.00365112+0.0163686j -0.0329368-0.0523434j -0.0556404+0.0206218j -0.0020559-0.0350843j -0.0224276+0.0202898j -0.0266206+0.0174409j -0.00177555+0.0370675j 0.0187614+0.022673j 0.0278591-0.00889612j -0.00611731-0.0125724j -0.00365872-0.0159564j 0.015388+0.0153517j 0.00824144-0.0241369j 
-0.0268789+0.00544398j 0.00462793+0.0289722j 0.0100584-0.0616193j -0.0156855-0.0304724j 0.0233219-0.0489124j 0.0358999+0.000817078j -0.0288587+0.0096349j -0.0408527-0.0273813j -0.0045798+0.0129214j 0.00433709-0.0220001j -0.0196325+0.0540961j -0.0725301-0.0110066j -0.0849582-0.0428613j -0.0892781+0.0186364j 0.0368921+0.103201j -0.0492742-0.125887j 0.131613-0.00871901j -0.116215-0.0974763j 7.65023e-05-0.0134024j 0.0698598+0.0433762j -0.0686297-0.0159065j 0.0874252-0.0210372j -0.0572423-0.0561374j 0.0702567+0.127962j -0.00864085-0.0761268j -0.0431791-0.0915246j 0.142987-0.0546949j -0.122657+0.193788j -0.0544792-0.158411j 0.143248+0.0800172j -0.081096+0.0488364j -0.0458568+0.180523j -0.164533-0.0840465j 0.129267+0.0488525j -0.0963502-0.0560808j -0.0216849+0.0299777j 0.120126-0.0860318j 0.00154331+0.0164804j -0.060462-0.138121j -0.0055054+0.0386718j 0.0612102-0.0068335j 0.0654031-1.34615e-15j 0.0488784+0.0120399j -0.00769276+0.055868j 0.0406512+0.0379956j 0.0420614+0.104014j -0.0716669-0.0974807j -0.0491464-0.0471603j -0.00099701+0.0807143j 0.0306526-0.00201147j 0.0255347+0.0154018j 0.00246613+0.0406002j -0.0137032-0.00883481j -0.0263534-0.00690493j 0.016068+0.0803864j -0.023298-0.0498568j 0.033137+0.0219479j -0.0489644+0.0131849j -6.65795e-05+0.0158138j -0.00958429+0.00440905j 0.0147178-0.0767144j 0.0124236-0.00646107j 0.0516992-0.0452973j 0.00839217-0.047608j 0.00310958-0.0213394j -0.0210337+0.0299375j 0.0379003+0.0315182j 0.0155112+0.00566229j 0.00290849+0.0201143j 
-0.0261232-0.0536311j 0.0166594-0.0204467j -0.0594702-0.0145838j -0.0359584+0.00852387j 0.0105563-0.049257j 0.0611767-0.0350186j 0.0634692+0.0535982j -0.0691472+0.0475576j 0.100006-0.0201273j 0.0173823-0.0391545j -0.0779958+0.0182627j 0.101329+0.0405868j 0.0645388+0.101309j 0.0292-0.0716956j 0.085293-0.00322871j -0.00833774-0.0381851j -0.0592603-0.0804847j 0.0681129+0.147474j -0.0142211+0.0479916j -0.0382177+0.10912j -0.0348879-0.0454633j -0.13508-0.061187j -0.0607419+0.0542086j 0.107673-0.0453549j -0.0442596+0.00448861j 0.141535+0.000586184j -0.0826935+0.169747j 0.142987-0.0546949j -0.0322738-0.00800931j 0.182348+0.0374293j -0.114415-0.0178214j 0.0645301+0.139918j -0.0673234+0.0669235j 0.0977289+0.0388694j -0.0565874+0.0137021j -0.0356753+0.0847023j 0.03414+0.0530053j -0.126036-0.0258925j -0.0198088-0.0577904j -0.004399-0.105528j 0.0568939-0.0407644j 0.0488784-0.0120399j 0.0161272+6.93889e-17j 0.0374404+0.0349821j -0.0208483-0.0318669j -0.0253615-0.0253765j 0.0405907+0.0445062j -0.0252093+0.0746426j 0.014545+0.146089j -0.0492211-0.0370221j 0.0415368+0.0558875j 0.00630533+0.0455965j -0.0702063-0.061318j -0.00534331+0.0105426j -0.0209154-0.0240267j -0.033807-0.0705545j 0.0900721-0.000882017j -0.019682+0.0745877j 0.0400162-0.122783j -0.0468507-0.0589155j 0.0191075+0.0231291j 0.0282563+0.0626912j -0.0135742+0.0322173j 0.0147149-0.0120576j -0.00300379+0.0221774j -0.0107072+0.0562136j -0.0370771+0.0145213j -0.0196384+0.0233941j -0.0364035+0.0168465j 
-0.0130852-0.0127084j -0.0276994+0.00327925j 0.0327231-0.0313318j -0.0332195-0.0345813j 0.0164499+0.00623547j 0.0717402-0.0253473j -0.0492531-0.0415409j 0.0048247+0.0207166j -0.020741-0.052949j 0.0775126+0.170545j -0.105763-0.0412705j -0.0948272-0.0857087j -0.0279405-0.00188697j -0.0474886+0.130732j 0.133064+0.13082j 0.0385583+0.0398226j -0.00318926-0.0753346j 0.0284309-0.0648789j -0.00887468+0.0189904j 0.0322876-0.238023j 0.0293123-0.0493922j -0.139192-0.0695979j 0.00542947+0.0730979j -0.0116431-0.0982405j -0.109389+0.000644658j 0.0248171-0.130448j -0.141535-0.000586184j 0.0431791+0.0915246j 0.0302027+0.132142j 0.0658267+0.0596758j 0.171849+0.0223893j 0.0680387-0.0199593j 0.00214897-0.026479j 0.0587683+0.044926j -0.103671+0.0571414j 0.0629108+0.106064j -0.00940089+0.0730763j -0.0605342+0.0844004j -0.000753249+0.148756j 0.0152888+0.134025j 0.0347896+0.0300512j -0.00769276-0.055868j 0.0374404-0.0349821j 0.00142792+2.91434e-16j 0.0791654+0.0666583j 0.0497535-0.0281815j 0.0741978+0.0709157j 0.0250855-0.0232003j 0.0735541+0.0159371j -0.114308-0.0824978j 0.0245139+0.0101293j -0.0414228+0.0102289j -0.0292986+0.0216594j -0.0565705+0.0275211j 0.0304962-0.0312591j 0.0366934+0.0278956j 0.0126303-0.0121463j -0.0413721-0.0213088j -0.0353101+0.0581737j -0.00554945-0.0189205j -0.0358486-0.0504045j -0.00936454-0.0589735j 0.0233883-0.0372503j 0.00951997-0.0203197j -0.0316458+0.0215959j -0.0355947+0.0388347j 0.000981226+0.0234369j -0.000673331+0.0103892j 0.0108478-0.00956253j 
-0.00935978-0.00136133j 0.0288073+0.00670841j -0.00815617-0.0148679j -0.0335893-0.0255517j 0.0173009-0.029373j -0.0243227+0.0353587j -0.0661467-0.0500474j -0.0733361-0.0231944j 0.0423001+0.0225604j 0.10582-0.00235209j 0.201415-0.106026j 0.0486408+0.0839598j 0.132338+0.207179j 0.065858-0.0932073j 0.0586244-0.00447409j -0.0472057+0.00918344j 0.0345739+0.0360991j -0.0342154+0.0639664j -0.0337193+0.0663907j 0.0317051+0.058745j -0.0291536-0.0518318j -0.105465+0.0226811j 0.0210306+0.101504j 0.0344253-0.049923j -0.145619+0.0107163j -0.109389+0.000644658j 0.0442596-0.00448861j 0.00864085+0.0761268j 0.0754951-0.0726039j -0.0461328-0.0484012j 0.0276455-0.154991j 0.162507+0.0444675j 0.142414+0.0645131j 0.00266808-0.0199713j 0.0514646+0.0362837j -0.00301905+0.000208052j -0.00424122+0.042826j -0.0243823-0.0287605j -0.0941175+0.0790289j 0.0475091+0.0165081j 0.0620988+0.058927j 0.0406512-0.0379956j -0.0208483+0.0318669j 0.0791654-0.0666583j -0.0668169+5.29958e-16j 0.00179296+0.0202161j 0.0553972-0.0319704j 0.0804308-0.0338139j -0.0590571-0.0187681j 0.0118147-0.0080038j -0.0218327+0.0595892j -0.0824228-0.0116687j 0.0340822-0.00340821j 0.0640258-0.0366706j -0.00933505+0.0370995j -0.0246625+0.0370081j 0.111292+0.0364152j -0.0250931+0.0175144j 0.0121233+0.00183319j -0.00943975+0.0191057j 0.0340357+0.0533019j 0.0260897+0.0327937j -0.00344434-0.0321834j -0.00328331+0.0313995j -0.0120179-0.00870185j 0.0127906+0.0444734j -0.00719663+0.0190624j -0.011628-0.00398491j 0.0136045+0.0189618j 
-0.0288286-0.0079834j -0.00117358+0.0196807j -0.00364116-0.0481373j -0.00590339-0.0110038j 0.0268726-0.0401756j 0.0127914-0.00461872j 0.00828867+0.0614027j -0.0181835-0.012978j 0.0610241+0.0773658j -0.020454+0.032327j -0.00257877-0.115578j -0.0486604-0.134009j -0.0425022+0.0112676j 0.0615645-0.041816j 0.0103463-0.10246j -0.0062016+0.0523338j -0.0475407-0.00804511j 0.249621-0.0728014j -0.00603596+0.0366924j 0.0364635-0.0658192j 0.125864-0.155855j 0.0289064+0.00201979j 0.0978509-0.0308393j 0.0477947+0.133204j -0.0344253+0.049923j 0.0116431+0.0982405j 0.107673-0.0453549j 0.0702567+0.127962j -0.100374-0.0875666j -0.0477232+0.0728623j -0.00748199+0.027889j -0.112838+0.0494563j -0.0477396-0.0251141j -0.113206+0.0852403j -0.0260211-0.0635479j -0.0100581-0.034236j 0.0148284-0.0270533j 0.0202459-0.0887311j 0.0186734+0.0812255j -0.0668774+0.100179j 0.2128-0.00565894j 0.0420614-0.104014j -0.0253615+0.0253765j 0.0497535+0.0281815j 0.00179296-0.0202161j -0.148165-1.11022e-15j -0.0335405+0.0268627j 0.00243771+0.0625165j 0.126185-0.0337589j -0.034507-0.00284596j -0.00996665+0.0223253j -0.0499554-0.0471311j 0.00129758+0.0614564j -0.0458314-0.00170084j 0.00529564+0.0203235j -0.0306847+0.0032713j 0.0267398-0.00348309j -0.0197412+0.0288192j 0.0490806+0.00669699j 0.0342855-0.00711934j 0.00454959-0.0911136j -0.000803164+0.0111698j 0.00592017-0.0216884j 0.04388+0.00417315j -0.0249479+0.0028825j 0.000761468+0.0193175j 0.0261135-0.00788527j 0.0106866+0.0115166j 0.0100252+0.0269696j 
-0.00630403+0.0120619j 0.023959-0.0157787j -0.0220029+0.0158344j -0.0160899+0.0422604j -0.0113445+0.0136598j -0.0370425+0.0459328j 0.00344836-0.074507j 0.0251104+0.0702059j -0.0514153+0.107541j 0.0551095-0.0983089j 0.0725014+0.092752j -0.126176+0.14085j -0.116202+0.119819j 0.151663+0.157504j 0.0686544-0.112768j -0.0198555-0.0185353j 0.0200358-0.118098j 0.0438945+0.0338083j -0.054427+0.0780331j 0.0257474-0.0807081j 0.0169839-0.00958804j -0.204742-0.0443845j -0.120779-0.0550635j -0.0978509+0.0308393j 0.0210306+0.101504j 0.00542947+0.0730979j 0.0607419-0.0542086j 0.0572423+0.0561374j 0.125086-0.104998j -0.0553036-0.0882501j 0.0352331-0.104993j -0.0625416-0.0802153j 0.0621936-0.0212418j -0.0599184+0.0433125j -0.0386987+0.0408161j 0.0535647-0.0499393j 0.017204+0.0984105j -0.0150597-0.0529771j -0.0168365-0.0803306j -0.0708854-0.0174282j 0.0909734-0.0952241j -0.0716669+0.0974807j 0.0405907-0.0445062j 0.0741978-0.0709157j 0.0553972+0.0319704j -0.0335405-0.0268627j -0.00696637-5.06539e-16j 0.00693875+0.0135397j 0.0102826+0.0541862j 0.0552989-0.0238202j 0.0229051-0.0369221j 0.0123331+0.0627622j 0.0309031-0.0179991j -0.0264294-0.00360506j 0.0340698+0.0170156j -0.0024836-0.0221999j -0.0259574-0.0316976j -0.0742231-0.0119338j 0.049647+0.031011j -0.00346437+0.00545087j 0.0390426-0.0120723j -0.00387736+0.031239j 0.0101969+0.0404996j 0.013651-0.0253312j 0.0464662-0.0230094j 0.00422891+0.0237293j -0.00183699+0.0164475j 0.0109142+0.000761924j 0.00661289-0.00865821j 
-0.00225963-0.0233062j 0.0270495+0.0216066j 0.039948+0.0778073j -0.0209283-0.0257242j -0.0541834+0.030831j 0.0640153-0.0510559j -0.0454244-0.0202494j -0.0117574+0.00114413j -0.0138019-0.0134288j -0.0267211+0.013047j -0.00079749-0.0516457j 0.0538223+0.0485567j -0.0277266+0.0243765j 0.0547839+0.052822j 0.166815+0.126583j -0.0547047-0.0232136j 0.107464-0.0310586j 0.00298216+0.035579j -0.00133311+0.0203442j 0.0342307-0.14191j 0.0431601+0.0857818j -0.204306+0.249675j 0.204742+0.0443845j 0.0289064+0.00201979j 0.105465-0.0226811j 0.139192+0.0695979j -0.13508-0.061187j 0.0874252-0.0210372j 0.00747327-0.121222j 0.0104398+0.0723461j -0.0457763-0.0422108j 0.00773264-0.00208826j -0.0844906-0.176192j 0.0854463-0.0526588j -0.00495084+0.0282324j -0.0103323-0.0421491j 0.0825928-0.0460818j 0.0799586-0.033924j -0.103717+0.0788407j 0.0306603+0.0169979j 0.0248969-0.0547758j -0.0491464+0.0471603j -0.0252093-0.0746426j 0.0250855+0.0232003j 0.0804308+0.0338139j 0.00243771-0.0625165j 0.00693875-0.0135397j -0.0356526+5.82867e-16j -0.0153804+0.0631705j 0.037013+0.0214103j 0.0117765+0.111869j -0.0209915-0.00454335j -0.011579-0.0266242j 0.0281807+0.018239j -0.0330057-0.0393509j -0.0312759-0.082525j -0.0512698+0.000611571j 0.0448179-0.0434625j -0.00679522+0.0243307j 0.0416819+0.00553967j 0.0195396+0.022952j -0.05044-0.0587589j -0.00619227-0.0447833j -0.047729-0.000888091j 0.0187523+0.0508666j 0.00691117+0.0418217j -0.0157755+0.019422j -0.00438975-0.0393533j -0.0117538+0.019544j 
-0.0147297-0.0394517j 0.0155795+0.0341049j -0.0288635+0.0148334j 0.00171241+0.012903j -0.0726059-0.114586j -0.00781524+0.0491793j -0.0145977+0.0287036j -0.075456+0.0406475j 0.0634315+0.143449j 0.0427951+0.0072224j 0.0517234-0.032241j -0.13435-0.18334j 0.0879291-0.0650014j -0.0850561+0.044268j -0.0281163+0.00724622j 0.21361-0.0967883j -0.0950604-0.00756715j 0.0147564+0.0365713j -0.0108781+0.0497445j -0.0195017-0.0135627j -0.19851+0.105195j 0.0431601+0.0857818j -0.0169839+0.00958804j 0.125864-0.155855j 0.0291536+0.0518318j -0.0293123+0.0493922j -0.0348879-0.0454633j -0.0686297-0.0159065j -0.00313734-0.050852j -0.0725433-0.0396708j 0.0761712+0.0036413j 0.129593+0.00763639j 0.0320438-0.0885294j 0.0179284+0.0010672j -0.0882264+0.0430208j 0.0556029-0.137683j 0.0991407+0.0664902j -0.00904814-0.0174945j -0.00755252+0.039278j 0.0107464-0.0326584j -0.0335409+0.0332887j -0.00099701-0.0807143j 0.014545-0.146089j 0.0735541-0.0159371j -0.0590571+0.0187681j 0.126185+0.0337589j 0.0102826-0.0541862j -0.0153804-0.0631705j -0.00654659+1.94289e-16j -0.0409452-0.0639245j -0.00909844+0.0824815j 0.0255457-0.0381688j 0.0362819+0.0584962j 0.0954043+0.0358478j 0.00234835+0.0548941j 0.0197036-0.0409568j 0.0187045+0.0304071j 0.049032-0.00852347j -0.00590593+0.0876924j 0.0559607+0.00630073j 0.00834063-0.0341052j -0.0491313+0.0770964j 0.0392248-0.00849596j 0.0393613+0.0148736j -0.0309986-0.0287094j 0.0143255-0.0178336j 0.0275948+0.0334028j -0.0149682-9.75862e-05j -0.00128877+0.034895j 
0.0282678-0.0115628j 0.00227708-0.0698676j -0.050011-0.0168586j 0.0166164-0.0366186j -0.00765046+0.0355862j 0.128263-0.0968859j 0.0117703+0.0632961j 0.041164+0.133486j 0.13389-0.0441964j -0.102513-0.118212j -0.0118592-0.144106j -0.00128536-0.0225722j 0.059398-0.0239326j 0.10683-0.0173584j 0.00471579+0.0170204j 0.0287085-0.111653j -0.0311687-0.0518584j -0.00495022+0.0341698j -0.00565774+0.0559261j -0.00903293+0.180737j -0.0195017-0.0135627j 0.0342307-0.14191j -0.0257474+0.0807081j 0.0364635-0.0658192j -0.0317051-0.058745j -0.0322876+0.238023j -0.0382177+0.10912j 0.0698598+0.0433762j 0.0368971+0.047274j -0.0440223-0.198129j 0.0352009+0.104185j -0.00156981-0.147362j -0.110482+0.0936036j -0.0817954+0.0237829j -0.145314+0.0435451j -0.0784474+0.00411343j -0.00514451-0.025423j 0.0367623-0.113749j -0.0630186-0.06577j 0.0455009-0.0892618j 0.0325529-0.0240826j 0.0306526+0.00201147j -0.0492211+0.0370221j -0.114308+0.0824978j 0.0118147+0.0080038j -0.034507+0.00284596j 0.0552989+0.0238202j 0.037013-0.0214103j -0.0409452+0.0639245j -0.143723-1.06859e-15j 0.0358233-0.0766307j 0.00882372+0.0180793j 0.0445389-0.00823821j 0.0557028-0.0390075j -0.000432352+0.0341072j 0.000967632+0.0346129j -0.0437105+0.0103865j 0.00299722+0.00741423j 0.001102+0.0272558j 0.00758919+0.0103982j -0.0601333-0.043494j 0.0333369-0.0264642j 0.0384215+0.046626j -0.0197214-0.0575108j 0.0174382-0.0411859j -0.0337962+0.0288785j -0.0338764+0.0327012j -0.00587417+0.01993j 0.0290545-0.0232845j 
0.0281652+0.0154907j -0.0200962+0.00565206j -0.00340002+0.0242073j 0.0386198+0.100295j 0.0979296-0.113775j 0.0337215-0.0965368j 0.0866659+0.0697827j -0.113034-0.0306045j -0.0500844-0.00443198j -0.112758-0.0708613j 0.131095+0.102586j -0.00311056-0.106937j -0.161532+0.0816689j 0.0981703+0.122329j 0.049666+0.0890502j 0.109023+0.087452j -0.00757137-0.0693636j 0.105512+0.0122433j -0.13392+0.0761913j -0.00565774+0.0559261j -0.0108781+0.0497445j -0.00133311+0.0203442j 0.054427-0.0780331j -0.00603596+0.0366924j 0.0337193-0.0663907j 0.00887468-0.0189904j -0.0142211+0.0479916j 7.65023e-05-0.0134024j 0.0417506-0.0439435j -0.105809+0.0133802j 0.1494-0.012356j -0.0382169-0.0638379j 0.0362507+0.0759572j 0.0708921+0.00847498j 0.0947818+0.0118116j 0.0666222+0.0333003j 0.00935824+0.013215j -0.0602321+0.0313792j -0.0874128+0.00956926j 0.0846688-0.0144672j -0.0197553+0.0447951j 0.0255347-0.0154018j 0.0415368-0.0558875j 0.0245139-0.0101293j -0.0218327-0.0595892j -0.00996665-0.0223253j 0.0229051+0.0369221j 0.0117765-0.111869j -0.00909844-0.0824815j 0.0358233+0.0766307j -0.0164567-4.85723e-17j 0.00668729-0.00612847j -0.0524482+0.0342054j -0.00127277+0.0394222j -0.0408047-0.0140193j -0.0387571-0.0280013j 0.0235502-0.0398152j -0.00707296+0.0704342j 0.00912984-0.0247599j 0.0641374+0.0770786j 0.0467573-0.0123774j 0.0530483+0.0482724j 0.0093498+0.0231549j -0.0175191-0.0720123j -0.04556-0.00594758j 0.0548278-0.0754676j 0.00302593+0.0113966j -0.0332269-0.0119188j -0.0170208+0.00264658j 
-0.0167704+0.0299565j 0.0383724+0.0188993j 0.0629867+0.0105051j -0.0774489+0.00785223j 0.0579856-0.0497763j -0.131715-0.0697024j 0.0111728-0.125002j 0.0224375-0.00716777j -0.138031+0.0535756j 0.0710222+0.19161j -0.0500043+0.10296j -0.0901826-0.0709147j -0.0818313-0.0654997j 0.127955-0.00691928j -0.098355-0.00994035j -0.059003-0.22937j -0.0497274-0.068176j 0.0704403+0.407257j 0.105512+0.0122433j -0.00495022+0.0341698j 0.0147564+0.0365713j 0.00298216+0.035579j -0.0438945-0.0338083j 0.249621-0.0728014j 0.0342154-0.0639664j -0.0284309+0.0648789j 0.0681129+0.147474j -0.116215-0.0974763j 0.0490867-0.105637j -0.122098+0.00585272j -0.027804+0.0173449j -0.0365969+0.017152j -0.110575-0.0265978j -0.0359176-0.0483264j -0.0154187-0.0381013j 0.00168994+0.0201273j 0.031163+0.000187615j -0.0183063+0.0320978j 0.046086+0.0339565j -0.0264651+0.050339j -0.0306946+0.0168532j 0.00246613-0.0406002j 0.00630533-0.0455965j -0.0414228-0.0102289j -0.0824228+0.0116687j -0.0499554+0.0471311j 0.0123331-0.0627622j -0.0209915+0.00454335j 0.0255457+0.0381688j 0.00882372-0.0180793j 0.00668729+0.00612847j 0.148992+1.11022e-16j -0.0550073+0.00387452j -0.0365193-0.00338879j 0.0312252+0.0512895j -0.0382309+0.050347j 0.0382249+0.00402696j -0.0296458-0.0209681j 0.0100495+0.0262719j 0.0403196+0.0345225j 0.0404903-0.0495291j 0.0377921-0.0155342j -0.00641903-0.0209135j 0.00359296+0.048178j -0.0361691-0.0190537j -0.00621402+0.0366541j 0.00641651+0.00775739j 0.012523-0.044554j 0.0308402+0.0214596j 
0.0144909+0.0338179j 0.00836165-0.0128482j 0.0230181-0.0194192j -0.053347-0.0671989j -0.0673354+0.185945j 0.0812438+0.00660285j -0.0707046+0.191121j 0.0182683+0.0487621j 0.125199+0.0376019j 0.106546-0.168459j 0.144141+0.0591116j 0.042585-0.00292044j -0.1652-0.139198j -0.121545+0.128579j -0.0925172-0.11179j 0.0719468-0.0617551j -0.0773738-0.0550403j 0.0497274+0.068176j 0.00757137+0.0693636j 0.0311687+0.0518584j 0.0950604+0.00756715j -0.107464+0.0310586j 0.0200358-0.118098j 0.0475407+0.00804511j 0.0345739+0.0360991j -0.00318926-0.0753346j 0.0592603+0.0804847j -0.131613+0.00871901j 0.0353498-0.0672607j 0.0175315-0.170636j 0.0535967-0.0361272j 0.0626868-0.121346j 0.00371239+0.0604167j -0.010001+0.0163787j -0.0035973+0.00389952j 0.032658-0.011966j -0.0208931-0.008351j -0.0875605+0.029232j -0.0520934-0.0486825j 0.0290038-0.00356293j 0.113214+0.0313128j -0.0137032+0.00883481j -0.0702063+0.061318j -0.0292986-0.0216594j 0.0340822+0.00340821j 0.00129758-0.0614564j 0.0309031+0.0179991j -0.011579+0.0266242j 0.0362819-0.0584962j 0.0445389+0.00823821j -0.0524482-0.0342054j -0.0550073-0.00387452j -0.0555148-1.94289e-16j 0.0297001-0.0402538j -0.0407667-0.0115605j 0.0221991+0.0283025j 0.0259388+0.0237602j 0.0794325+0.033863j 0.00780239-0.0219658j -0.0324274+0.0415574j -0.00449492-0.0023183j -0.0338675-0.0681496j -0.0697418+0.000908929j -0.0448433+0.0356007j -0.0220656-0.0146661j -0.0123262-0.00126226j -0.00723145+0.021667j 0.00659987+0.000956354j 0.0268699-0.00637809j 
