-0.0092994-0j 0.0705775-0j -0.0012253-0j 0.0168121-0j 0.00720328-0j 0.00258285-0j 0.000197033-0j -0.00857174-0j 0.0637405-0j -0.00107147-0j -0.000714312-0j 0.0147014-0j 0.00839855-0j -6.31368e-05-0j 0.0021294-0j 0.00150045-0j 0.000251391-0j 1.40777e-05-0j -0.005608-0j -0.00566611-0j 0.0411185-0j 0.0415446-0j -0.00067723-0j 0.00929212-0j -0.000684248-0j -0.000618224-0j 0.00938842-0j -0.00062463-0j 0.00513981-0j 0.00342654-0j 0.00130317-0j 0.00519307-0j -6.30972e-05-0j 0.00346205-0j 0.00131667-0j -6.37511e-05-0j 0.00122434-0j 0.000302866-0j 0.000145049-0j 0.00123703-0j 0.000133004-0j 0.000306005-0j 0.000146552-0j 0.000134382-0j 1.43489e-05-0j 1.44976e-05-0j 6.33485e-07-0j 6.4005e-07-0j -0.00428049-0j -0.00529683-0j -0.00308982-0j 0.0310631-0j 0.0384387-0j 0.0224226-0j -0.00050446-0j 0.00692159-0j -0.000624238-0j -0.000451203-0j 0.00856503-0j -0.000364139-0j -0.000308918-0j 0.00499627-0j -0.000558335-0j 0.00375123-0j -0.000382266-0j 0.000951101-0j -0.000325696-0j 0.00342439-0j -0.000222989-0j 0.00464191-0j -4.45884e-05-0j 0.00117693-0j 0.00270778-0j -4.20384e-05-0j 0.00423746-0j 0.000865199-0j 0.000686541-0j 0.000576799-0j -5.51754e-05-0j 0.00247185-0j 0.000102501-0j 0.0003495-0j -5.20198e-05-0j 0.00107063-0j -3.21856e-05-0j -1.85785e-06-0j -3.03449e-05-0j 0.000125319-0j 0.000713752-0j 0.000126838-0j 0.000624533-0j 0.000432484-0j 5.09823e-05-0j 9.55996e-06-0j 0.000416356-0j 7.39891e-05-0j -2.29897e-06-0j 0.000252283-0j 1.04615e-05-0j 0.000155074-0j 6.30874e-05-0j -1.34107e-06-0j 8.28493e-07-0j 1.18298e-05-0j 9.04597e-05-0j 1.29454e-05-0j 3.6801e-05-0j 6.90074e-06-0j 3.01582e-08-0j 7.55148e-06-0j 1.02521e-06-0j 3.73189e-08-0j 5.98038e-07-0j 2.17694e-08-0j 
-2.5413e-06-0j 3.89843e-05-0j 6.40364e-05-0j -0.000213752-0j 0.0719964-0j 0.0127863-0j -1.028e-05-0j -4.63629e-08-0j 6.9685e-07-0j 1.10831e-06-0j -3.86357e-09-0j -3.69951e-06-0j -1.75594e-05-0j -1.87342e-05-0j -1.09099e-06-0j -0.00683227-0j 3.71432e-05-0j -1.8197e-08-0j 4.48003e-06-0j 1.48712e-06-0j -6.63947e-05-0j -2.20393e-05-0j -0.000103465-0j 0.000345362-0j -3.43444e-05-0j 4.93877e-07-0j 0.00011464-0j 1.63939e-07-0j 0.00158718-0j -5.53289e-06-0j 9.86136e-05-0j 0.000526853-0j 0.000912094-0j -1.83661e-06-0j 3.27341e-05-0j 0.000302764-0j -0.00870252-0j -0.0268286-0j 1.65515e-05-0j -0.00288874-0j 0.18212-0j -0.00890558-0j 5.49415e-06-0j 0.0604535-0j -0.00041853-0j -0.000138928-0j 1.45261e-07-0j 4.82184e-08-0j -1.16975e-06-0j 8.3751e-08-0j 1.63861e-06-0j 1.71581e-05-0j -1.22847e-06-0j -2.40353e-05-0j 2.63639e-05-0j -8.8002e-05-0j -1.88758e-06-0j -1.23303e-07-0j 6.30069e-06-0j -3.6931e-05-0j -8.44197e-08-0j 0.000123275-0j 8.82813e-09-0j -0.000396259-0j 6.04421e-09-0j -2.46202e-05-0j 1.72725e-07-0j 1.8915e-06-0j 1.18256e-07-0j 2.8371e-05-0j -0.000220485-0j 1.76273e-06-0j 0.000555086-0j 2.19699e-06-0j -1.35426e-07-0j 0.0021037-0j 3.44883e-05-0j -7.3335e-06-0j 1.57861e-05-0j -2.64965e-06-0j -4.00107e-06-0j 0.00349323-0j -1.57298e-07-0j -0.000150619-0j 0.000308859-0j -5.58996e-05-0j -3.07758e-06-0j 0.000620385-0j 5.25057e-07-0j 2.86465e-07-0j -0.0029469-0j -0.000250105-0j -0.0355596-0j -4.98779e-07-0j 1.02729e-05-0j 5.60476e-06-0j 4.00225e-06-0j -0.00489337-0j -0.00738919-0j -4.44178e-05-0j 0.00254597-0j 7.8305e-05-0j 1.03476e-05-0j 3.57111e-08-0j -0.000869045-0j 0.000529045-0j 0.0498125-0j 6.98697e-07-0j -2.76162e-09-0j 0.0103509-0j -7.4086e-07-0j 1.97724e-10-0j -1.44951e-05-0j 3.86851e-09-0j 
-8.38587e-06-0j -1.35326e-06-0j 0.000317516-0j -1.59484e-07-0j -0.00757701-0j 4.67746e-06-0j -7.4295e-10-0j 1.50004e-05-0j 2.37177e-06-0j -0.000538819-0j 1.25003e-06-0j 2.7064e-07-0j -8.98031e-05-0j -0.570454-0j 2.60424e-08-0j 0.00151533-0j -6.61462e-07-0j 8.57846e-11-0j 4.86314e-06-0j -4.51473e-06-0j 7.58174e-07-0j -7.03857e-07-0j -0.000168762-0j 8.47665e-08-0j 0.000156671-0j 5.3611e-07-0j -7.86936e-08-0j -4.97702e-07-0j -2.72338e-05-0j 6.31812e-08-0j 7.89765e-09-0j 2.52827e-05-0j 0.00300172-0j -5.86547e-08-0j -7.33184e-09-0j -0.00278667-0j -3.20954e-06-0j -0.0288328-0j 6.58138e-10-0j 2.9796e-06-0j 4.42195e-05-0j 0.0267672-0j -6.10987e-10-0j -4.10515e-05-0j -1.49516e-08-0j 1.38804e-08-0j 1.6388e-12-0j -1.52139e-12-0j -3.85999e-06-0j -8.91386e-06-0j -1.0649e-05-0j -5.95609e-07-0j -1.37544e-06-0j -1.64317e-06-0j 0.000130722-0j -6.56598e-08-0j 0.000301877-0j -4.06879e-07-0j -1.51628e-07-0j 0.000360637-0j -2.78571e-07-0j -1.81142e-07-0j -9.39604e-07-0j 2.0669e-05-0j -6.43303e-07-0j -5.99389e-09-0j -1.1225e-06-0j -6.56598e-08-0j -7.68522e-07-0j 4.77309e-05-0j -0.0022058-0j -1.38417e-08-0j 5.70217e-05-0j 1.08935e-05-0j -1.51628e-07-0j 2.35852e-06-0j -1.6536e-08-0j -5.47165e-09-0j -0.00509385-0j -1.81142e-07-0j -4.8363e-10-0j -0.000367633-0j 2.51564e-05-0j 5.44652e-06-0j -0.00608537-0j 0.0351527-0j 3.00531e-05-0j 2.26948e-07-0j -1.26357e-08-0j -1.11685e-09-0j 6.50668e-06-0j -0.000848975-0j 0.00249699-0j -3.60476e-11-0j -1.50952e-08-0j -1.33424e-09-0j 0.0811781-0j -0.00101423-0j -2.70788e-06-0j 5.24091e-07-0j 0.0057663-0j 0.0969795-0j 7.47577e-10-0j -8.32447e-11-0j 6.26106e-07-0j -6.25329e-06-0j 0.00688871-0j -9.94483e-11-0j -7.09621e-14-0j -7.4705e-06-0j 1.72638e-09-0j -1.63873e-13-0j 2.06242e-09-0j -1.95771e-13-0j 
2.44537e-07-0j -7.542e-06-0j -3.06484e-06-0j 0.00012696-0j 0.000147208-0j 0.116338-0j 0.0132653-0j -2.1648e-07-0j 6.54176e-06-0j 2.57396e-06-0j -1.804e-08-0j -0.000106626-0j -8.19896e-05-0j 4.58206e-07-0j 0.000968425-0j 0.00208117-0j 0.370494-0j -0.00230649-0j 1.47468e-07-0j -1.48879e-07-0j -4.39397e-06-0j 4.43603e-06-0j -1.69395e-06-0j 7.01713e-05-0j 1.71016e-06-0j 1.62568e-08-0j -7.0843e-05-0j -1.64124e-08-0j 5.22447e-05-0j -3.66164e-07-0j -0.000617092-0j -5.27448e-05-0j -3.17308e-07-0j 3.69669e-07-0j 0.000622998-0j 3.20345e-07-0j -0.000879475-0j 9.30038e-06-0j 0.00233999-0j 0.000887893-0j 0.0120447-0j -9.3894e-06-0j -0.00236239-0j -0.01216-0j -0.0918913-0j 0.0927708-0j 0.000217552-0j -0.000219634-0j -2.18852e-07-0j -1.33772e-07-0j 7.1792e-08-0j 6.45406e-06-0j 3.945e-06-0j -2.11719e-06-0j 2.45335e-06-0j -0.000101629-0j 1.49959e-06-0j -2.3069e-08-0j -6.21202e-05-0j -8.04794e-07-0j -1.57943e-08-0j 3.33383e-05-0j -1.41008e-08-0j -7.41373e-05-0j -9.65415e-09-0j 0.000875677-0j 7.56754e-09-0j 7.11494e-07-0j 5.18114e-09-0j -4.53159e-05-0j 4.35974e-07-0j 0.000535252-0j 2.43199e-05-0j 2.04446e-07-0j 4.34896e-07-0j 0.00120838-0j -0.000287256-0j -8.4691e-06-0j 2.66487e-07-0j -2.33398e-07-0j -0.0032151-0j -1.38873e-05-0j 1.24966e-07-0j 0.000738614-0j -1.43017e-07-0j 3.64262e-08-0j -6.70662e-08-0j -0.0109751-0j -5.17668e-06-0j -0.00196521-0j -0.000396396-0j -8.48851e-06-0j 0.000215111-0j -0.00125142-0j 2.7782e-06-0j 0.00105468-0j 2.22653e-08-0j 4.55557e-06-0j 0.0627538-0j -0.00670845-0j 0.000131485-0j -1.19492e-08-0j 0.0261393-0j -0.000764922-0j 0.00360026-0j 0.0383579-0j -7.05647e-05-0j 0.000410514-0j -3.53753e-05-0j -0.0205857-0j 0.0159775-0j -2.16229e-05-0j -0.00857472-0j 1.16045e-05-0j 
9.01988e-09-0j -4.18014e-07-0j 1.18847e-09-0j 1.17731e-05-0j -4.26634e-08-0j -0.000229166-0j -0.139518-0j 8.31409e-09-0j -3.7752e-07-0j 1.03926e-09-0j 6.92841e-10-0j 1.0295e-05-0j -4.97427e-08-0j 6.1239e-11-0j -0.000188934-0j 1.05073e-06-0j 0.00237693-0j 0.369131-0j -5.23081e-09-0j 5.4958e-09-0j 2.34195e-07-0j -2.46059e-07-0j -6.3168e-10-0j -6.2575e-06-0j 6.63681e-10-0j -5.76643e-10-0j 6.57449e-06-0j 6.05855e-10-0j 2.92744e-08-0j 1.95162e-08-0j 0.000111191-0j -3.07574e-08-0j -5.88534e-11-0j -2.05049e-08-0j -0.000116823-0j 6.18348e-11-0j -8.24498e-07-0j 1.72501e-09-0j -0.00131886-0j 8.66266e-07-0j 1.13483e-05-0j -1.8124e-09-0j 0.00138567-0j -1.19232e-05-0j 0.00977072-0j -0.0102657-0j -0.102372-0j 0.107558-0j -8.07247e-09-0j -4.94058e-09-0j 2.99694e-09-0j 3.57715e-07-0j 2.18932e-07-0j -1.32804e-07-0j -9.5135e-10-0j -9.42418e-06-0j -5.82253e-10-0j -8.50913e-10-0j -5.76786e-06-0j 3.53193e-10-0j -5.82581e-10-0j 3.49877e-06-0j -5.20782e-10-0j 4.31982e-08-0j -3.56555e-10-0j 0.000164076-0j 3.15906e-10-0j 3.94344e-08-0j 2.16286e-10-0j 2.64385e-08-0j -8.40883e-11-0j 0.000100419-0j -1.60376e-08-0j -7.92792e-11-0j 2.4135e-08-0j -1.17802e-06-0j -6.09142e-05-0j -7.85348e-07-0j -5.14643e-11-0j -1.46402e-08-0j -0.00188435-0j 4.02476e-09-0j -4.8521e-11-0j -7.20982e-07-0j 3.12182e-11-0j -3.50368e-12-0j 2.94328e-11-0j 2.1619e-05-0j -4.80655e-07-0j -0.00115328-0j 4.37346e-07-0j 2.46326e-09-0j -6.94156e-08-0j 0.0131618-0j 2.91564e-07-0j 0.000699575-0j -2.14435e-12-0j -1.49421e-09-0j -0.000192321-0j 1.32314e-05-0j -4.24843e-08-0j 1.30076e-12-0j -0.0422383-0j 0.00805537-0j -8.02615e-06-0j -0.000117706-0j 2.57709e-08-0j -0.00488637-0j -0.0352204-0j 7.14001e-05-0j -0.025851-0j -0.0215559-0j 0.0156812-0j 0.0130758-0j 
7.57828e-06-0j -5.7515e-05-0j 0.013608-0j 0.0019629-0j 0.00112261-0j 0.000200211-0j -1.60566e-07-0j -2.72499e-05-0j 0.000202633-0j 0.000324003-0j 0.00065296-0j 4.67362e-05-0j 0.363861-0j 5.76777e-05-0j -0.000969869-0j -0.00091222-0j -7.60186e-05-0j 4.47534e-08-0j 4.57007e-06-0j 4.80862e-05-0j -3.35083e-05-0j -0.000352574-0j -5.2496e-05-0j -7.57234e-06-0j -0.000552362-0j -7.21807e-05-0j -7.9676e-05-0j -0.000759484-0j 0.000398417-0j 0.000802924-0j -1.06198e-06-0j 0.00419213-0j 0.00140886-0j 0.00844835-0j -1.11741e-05-0j 0.014824-0j -0.0135974-0j 7.09244e-05-0j 1.69352e-05-0j -0.143071-0j 2.07282e-05-0j 0.000746265-0j 0.000178192-0j 0.000218102-0j 1.11227e-06-0j 1.17033e-05-0j -5.1624e-10-0j -5.43187e-09-0j 3.48826e-06-0j -1.68388e-05-0j -3.16309e-05-0j -2.5314e-05-0j 0.000122198-0j 0.000229542-0j -3.91037e-05-0j -5.64054e-06-0j 0.000188765-0j -5.26802e-05-0j 2.72285e-05-0j 0.000354585-0j 2.51743e-07-0j 5.11474e-05-0j 0.000254303-0j 0.00029078-0j -1.21524e-06-0j -7.75072e-07-0j 0.000477694-0j 0.000399815-0j -2.28276e-06-0j -0.00140368-0j -6.94895e-06-0j 3.74149e-06-0j -0.00263673-0j 0.000937-0j -0.00193002-0j 6.70666e-05-0j 7.0282e-06-0j 0.000135158-0j 3.35446e-05-0j -0.00362544-0j -8.35301e-08-0j -0.00780378-0j -0.00452317-0j -0.00032375-0j 6.30118e-05-0j -5.80593e-07-0j -0.00849654-0j -0.00139177-0j -0.000652449-0j 4.03224e-07-0j -0.000608147-0j 0.0376711-0j 1.19389e-05-0j 1.11617e-06-0j -0.00122559-0j 7.57435e-07-0j 2.80269e-06-0j 0.0707632-0j 1.63038e-06-0j 0.00671845-0j -5.76325e-05-0j 5.26471e-06-0j 6.42213e-08-0j -5.38809e-06-0j 0.0126203-0j -7.87033e-06-0j -0.00010826-0j -1.01212e-05-0j -2.45766e-11-0j -1.4784e-05-0j -3.10015e-07-0j 1.18638e-10-0j -5.82347e-07-0j 2.22856e-10-0j 
1.97657e-06-0j -4.56412e-05-0j -3.73131e-05-0j -0.0729985-0j -4.65823e-06-0j -0.00239292-0j -0.00114006-0j -3.53563e-06-0j 7.99922e-05-0j -4.41954e-07-0j 8.47206e-05-0j -0.00086463-0j -0.00151007-0j -2.60424e-08-0j -0.548514-0j -8.82459e-05-0j 0.00139801-0j 0.000264661-0j -1.14625e-06-0j 1.06413e-06-0j 2.55708e-05-0j -2.37388e-05-0j -1.38423e-07-0j -0.000270808-0j 1.28506e-07-0j 1.81042e-05-0j 0.000251407-0j -1.68071e-05-0j 3.19635e-06-0j -0.000612725-0j 0.00116103-0j -2.96735e-06-0j 1.84775e-06-0j 0.000568828-0j -0.00107785-0j -1.71537e-06-0j 0.00511224-0j 1.88346e-07-0j -0.057268-0j -0.00474598-0j 0.000118498-0j -1.74853e-07-0j 0.0531652-0j -0.000110008-0j 7.98407e-05-0j -7.41207e-05-0j 8.87588e-06-0j -8.23999e-06-0j 9.09808e-07-0j 2.10102e-06-0j 2.50998e-06-0j -2.0088e-05-0j -4.63891e-05-0j -5.54188e-05-0j 1.07222e-07-0j 0.000209767-0j 2.47607e-07-0j -1.37401e-05-0j 0.000484414-0j 2.95804e-07-0j 6.56598e-08-0j 0.000578706-0j -3.17299e-05-0j -2.42585e-06-0j 1.51628e-07-0j -0.000881162-0j -3.79062e-05-0j 0.000317274-0j 1.81142e-07-0j -5.60202e-06-0j 9.47717e-09-0j -0.00203487-0j -6.69245e-06-0j -2.56925e-06-0j 0.00073268-0j 2.62209e-05-0j -0.00243095-0j -0.00502642-0j 2.18856e-08-0j 0.000875296-0j -0.00029373-0j 3.23816e-05-0j -5.93315e-06-0j 6.05518e-05-0j 2.61456e-08-0j 3.94882e-10-0j -7.08805e-06-0j 0.0166343-0j -0.0116075-0j -0.000678309-0j 7.23382e-05-0j 7.47788e-05-0j 1.54508e-06-0j 0.0079251-0j -0.0138669-0j -0.000810343-0j 9.119e-10-0j 8.93345e-05-0j -2.99787e-05-0j 0.0384136-0j 3.56805e-06-0j 1.0894e-09-0j -8.02615e-06-0j 0.0183014-0j 0.0458908-0j -6.92297e-05-0j 4.26257e-06-0j 0.0218638-0j -6.16227e-07-0j -8.27052e-05-0j -1.85348e-05-0j -1.42305e-06-0j -2.21426e-05-0j -1.70005e-06-0j 
2.09647e-06-0j -3.21604e-05-0j -5.28273e-05-0j 0.000176336-0j -0.059394-0j -0.0105482-0j 8.48053e-06-0j -3.7501e-06-0j 5.63654e-05-0j 8.96468e-05-0j -3.12508e-07-0j -0.000299238-0j -0.00142031-0j -0.00151533-0j -8.82459e-05-0j -0.552634-0j 0.00300436-0j -1.47188e-06-0j -1.21578e-06-0j 1.12868e-06-0j 1.80181e-05-0j -1.67272e-05-0j 2.8078e-05-0j -9.37236e-05-0j -2.60665e-05-0j -1.34028e-07-0j 8.7009e-05-0j 1.24425e-07-0j -0.000430725-0j 1.50151e-06-0j -2.67616e-05-0j 0.000399867-0j -0.000247523-0j -1.39393e-06-0j 2.48443e-05-0j 0.000229789-0j 0.00236167-0j 0.00728071-0j -4.49171e-06-0j -0.00219248-0j -0.0494234-0j -0.0067591-0j 4.16991e-06-0j 0.0458826-0j 0.00011358-0j -0.000105443-0j -3.94207e-08-0j 3.65965e-08-0j 9.64997e-07-0j 2.22847e-06-0j 2.66224e-06-0j -1.41547e-05-0j -3.26874e-05-0j -3.90501e-05-0j -2.17491e-05-0j 7.25979e-05-0j -5.02252e-05-0j 1.0172e-07-0j 0.00016765-0j -6.00016e-05-0j 6.96427e-08-0j 0.000200283-0j 2.34901e-07-0j 0.000326897-0j 1.60826e-07-0j 2.03106e-05-0j 2.80625e-07-0j -1.56041e-06-0j 1.92131e-07-0j 0.000754903-0j 0.000181891-0j 4.69032e-05-0j 0.000901845-0j -1.81243e-06-0j -3.60345e-06-0j -0.00173547-0j 5.60329e-05-0j 6.04983e-06-0j 0.00042004-0j -4.30486e-06-0j 3.30072e-06-0j -0.00288177-0j -4.18543e-06-0j -0.00400771-0j 0.000501801-0j 4.61148e-05-0j -5.00013e-06-0j -0.000511792-0j 1.39708e-05-0j 7.62233e-06-0j -0.00478781-0j -0.00665486-0j 0.0293352-0j 4.11472e-07-0j 1.66903e-05-0j 9.10603e-06-0j 0.000106493-0j -0.00795024-0j 0.00609577-0j -0.00118188-0j 0.0677437-0j 0.000127222-0j -8.53635e-06-0j 9.5021e-07-0j -0.00141193-0j 0.014077-0j 0.0809301-0j 1.13517e-06-0j 2.27822e-09-0j 0.016817-0j -1.9713e-05-0j 5.26108e-09-0j -2.35501e-05-0j 6.28515e-09-0j 
2.11775e-07-0j -6.53156e-06-0j -2.65423e-06-0j 0.000109951-0j 0.000127486-0j 0.100752-0j 0.0114881-0j 3.86357e-09-0j -1.16753e-07-0j -4.59382e-08-0j 3.21964e-10-0j 1.90298e-06-0j 1.46329e-06-0j -8.17772e-09-0j -1.72837e-05-0j -3.71432e-05-0j -0.00661231-0j 4.11646e-05-0j -3.73336e-07-0j -1.23926e-07-0j 1.1124e-05-0j 3.69253e-06-0j 4.28848e-06-0j -0.000177649-0j 1.42353e-06-0j -4.11565e-08-0j -5.89694e-05-0j -1.36616e-08-0j -0.000132265-0j 9.26999e-07-0j 0.00156226-0j -4.39045e-05-0j 8.03312e-07-0j 3.07711e-07-0j 0.000518581-0j 2.66654e-07-0j 0.00222652-0j -2.35453e-05-0j -0.00592403-0j 0.000739079-0j -0.0304929-0j -7.8157e-06-0j -0.00196644-0j -0.0101219-0j 0.232636-0j 0.077222-0j -0.000550764-0j -0.000182823-0j 9.74795e-08-0j -6.97925e-09-0j -1.36551e-07-0j -2.87472e-06-0j 2.05822e-07-0j 4.02696e-06-0j -1.09275e-06-0j 4.5267e-05-0j 7.8238e-08-0j 1.02752e-08-0j -3.24098e-06-0j 1.53075e-06-0j 7.03497e-09-0j -6.34107e-05-0j -7.35678e-10-0j 3.30217e-05-0j -5.03684e-10-0j -0.000390038-0j -1.43937e-08-0j -3.16909e-07-0j -9.8547e-09-0j -2.36426e-06-0j -1.94189e-07-0j 2.79256e-05-0j -4.62573e-05-0j -9.10627e-08-0j 2.26897e-08-0j -0.000538228-0j 0.000546371-0j 3.77225e-06-0j 1.39034e-08-0j 4.4393e-07-0j 0.00143205-0j 6.18558e-06-0j 6.51983e-09-0j 3.85356e-05-0j 2.72022e-07-0j -1.62247e-08-0j 1.27562e-07-0j 0.00488844-0j -2.70082e-07-0j -0.00010253-0j 0.000753958-0j -4.4287e-07-0j -9.5813e-05-0j 0.000557398-0j -5.28422e-06-0j -0.00200603-0j 1.16164e-09-0j -8.66485e-06-0j -0.0279514-0j -0.000349999-0j 6.85994e-06-0j 2.27278e-08-0j -0.0116428-0j -3.99081e-05-0j -0.00684781-0j 0.00200124-0j 0.000134216-0j -0.000780812-0j 1.57566e-05-0j 0.0391547-0j 0.000833591-0j -1.12813e-06-0j 0.0163094-0j -2.20721e-05-0j 
2.67932e-06-0j 4.32374e-07-0j -0.000101448-0j 5.09558e-08-0j 0.00242089-0j -1.49447e-06-0j 2.37376e-10-0j -9.63428e-06-0j -1.52331e-06-0j 0.000346066-0j -8.02857e-07-0j -1.73824e-07-0j 5.76777e-05-0j 0.366385-0j -1.67262e-08-0j -0.00097325-0j 4.24836e-07-0j -5.50967e-11-0j 1.61576e-06-0j 1.7001e-05-0j 2.51902e-07-0j 2.6505e-06-0j -5.60707e-05-0j 2.81634e-08-0j -0.000589975-0j 1.78121e-07-0j 2.96335e-07-0j 1.87419e-06-0j -9.04837e-06-0j 2.09918e-08-0j 2.62397e-09-0j -9.52068e-05-0j 0.000997313-0j 2.20875e-07-0j 2.76094e-08-0j 0.0104937-0j -1.06636e-06-0j -0.00957963-0j 2.18665e-10-0j -1.12202e-05-0j 1.46918e-05-0j -0.100797-0j 2.30078e-09-0j 0.000154587-0j -4.96761e-09-0j -5.22691e-08-0j 5.44488e-13-0j 5.72909e-12-0j 1.23329e-06-0j -5.95342e-06-0j -1.11832e-05-0j 1.903e-07-0j -9.18633e-07-0j -1.7256e-06-0j -4.17664e-05-0j 2.09786e-08-0j 0.000201618-0j 1.3e-07-0j -1.0127e-07-0j 0.00037873-0j 8.90047e-08-0j -1.9023e-07-0j -6.27546e-07-0j -6.60384e-06-0j -4.29651e-07-0j 1.91508e-09-0j -1.17881e-06-0j 2.09786e-08-0j -8.07078e-07-0j 3.18787e-05-0j 0.000704764-0j -9.24462e-09-0j 5.98824e-05-0j -3.48053e-06-0j -1.0127e-07-0j -7.53557e-07-0j -1.73655e-08-0j 1.74822e-09-0j -0.0034021-0j -1.9023e-07-0j 1.54522e-10-0j 0.000117461-0j 1.68015e-05-0j 3.63764e-06-0j -0.00639066-0j -0.0112315-0j 3.15608e-05-0j -7.25111e-08-0j -8.43915e-09-0j -7.45922e-10-0j 6.83311e-06-0j -0.000567016-0j -0.000797801-0j 1.15174e-11-0j -1.58525e-08-0j -1.40118e-09-0j 0.0542175-0j -0.00106511-0j 8.65179e-07-0j 3.50032e-07-0j 0.00385122-0j 0.101845-0j -2.38854e-10-0j -5.55978e-11-0j 6.57517e-07-0j -4.17647e-06-0j 0.00723431-0j -1.04438e-10-0j 2.26727e-14-0j -7.84528e-06-0j 1.15302e-09-0j -1.09448e-13-0j 2.16589e-09-0j -2.05592e-13-0j 
-9.11335e-09-0j 4.22346e-07-0j -1.20079e-09-0j -1.18952e-05-0j 4.31055e-08-0j 0.000231541-0j 0.140964-0j 8.06772e-09-0j -3.66334e-07-0j 1.00847e-09-0j 6.7231e-10-0j 9.98997e-06-0j -4.82687e-08-0j 5.94244e-11-0j -0.000183335-0j 1.0196e-06-0j 0.00230649-0j 0.358193-0j -5.4958e-09-0j 5.5484e-09-0j 2.46059e-07-0j -2.48414e-07-0j -6.63681e-10-0j -6.57449e-06-0j 6.70033e-10-0j -6.05855e-10-0j 6.63742e-06-0j 6.11654e-10-0j 3.07574e-08-0j 2.05049e-08-0j 0.000116823-0j -3.10518e-08-0j -6.18348e-11-0j -2.07012e-08-0j -0.000117941-0j 6.24266e-11-0j -8.66266e-07-0j 1.8124e-09-0j -0.00138567-0j 8.74557e-07-0j 1.19232e-05-0j -1.82974e-09-0j 0.00139893-0j -1.20373e-05-0j 0.0102657-0j -0.010364-0j -0.107558-0j 0.108588-0j 8.15613e-09-0j 4.98538e-09-0j -2.67553e-09-0j -3.61422e-07-0j -2.20917e-07-0j 1.18561e-07-0j 9.61209e-10-0j 9.52184e-06-0j 5.87533e-10-0j 8.59731e-10-0j 5.82016e-06-0j -3.15314e-10-0j 5.88618e-10-0j -3.12354e-06-0j 5.25505e-10-0j -4.36459e-08-0j 3.59789e-10-0j -0.000165777-0j -2.82025e-10-0j -3.98431e-08-0j -1.9309e-10-0j -2.66783e-08-0j 8.49597e-11-0j -0.00010133-0j 1.43176e-08-0j 8.01007e-11-0j -2.43538e-08-0j 1.19023e-06-0j 5.43813e-05-0j 7.93487e-07-0j 5.1931e-11-0j 1.30701e-08-0j 0.00190388-0j -4.06647e-09-0j 4.89611e-11-0j 7.2752e-07-0j -2.78701e-11-0j 3.53999e-12-0j -2.62762e-11-0j -2.1843e-05-0j 4.85014e-07-0j 0.00116373-0j -3.90442e-07-0j -2.4856e-09-0j 7.0135e-08-0j -0.0132982-0j -2.60295e-07-0j -0.000624547-0j 2.16379e-12-0j 1.33396e-09-0j 0.000194314-0j -1.33514e-05-0j 4.28696e-08-0j -1.16125e-12-0j 0.042676-0j -0.00812842-0j 7.16536e-06-0j 0.000118773-0j -2.3007e-08-0j 0.00436232-0j 0.0355854-0j -6.37426e-05-0j 0.0260854-0j 0.0217514-0j -0.0139994-0j -0.0116734-0j 
