-0.0092994-0j 0.0705775-0j -0.0012253-0j 0.0168121-0j 0.00720328-0j 0.00258285-0j 0.000197033-0j -0.00857174-0j 0.0637405-0j -0.00107147-0j -0.000714312-0j 0.0147014-0j 0.00839855-0j -6.31368e-05-0j 0.0021294-0j 0.00150045-0j 0.000251391-0j 1.40777e-05-0j -0.005608-0j -0.00566611-0j 0.0411185-0j 0.0415446-0j -0.00067723-0j 0.00929212-0j -0.000684248-0j -0.000618224-0j 0.00938842-0j -0.00062463-0j 0.00513981-0j 0.00342654-0j 0.00130317-0j 0.00519307-0j -6.30972e-05-0j 0.00346205-0j 0.00131667-0j -6.37511e-05-0j 0.00122434-0j 0.000302866-0j 0.000145049-0j 0.00123703-0j 0.000133004-0j 0.000306005-0j 0.000146552-0j 0.000134382-0j 1.43489e-05-0j 1.44976e-05-0j 6.33485e-07-0j 6.4005e-07-0j -0.00428049-0j -0.00529683-0j -0.00308982-0j 0.0310631-0j 0.0384387-0j 0.0224226-0j -0.00050446-0j 0.00692159-0j -0.000624238-0j -0.000451203-0j 0.00856503-0j -0.000364139-0j -0.000308918-0j 0.00499627-0j -0.000558335-0j 0.00375123-0j -0.000382266-0j 0.000951101-0j -0.000325696-0j 0.00342439-0j -0.000222989-0j 0.00464191-0j -4.45884e-05-0j 0.00117693-0j 0.00270778-0j -4.20384e-05-0j 0.00423746-0j 0.000865199-0j 0.000686541-0j 0.000576799-0j -5.51754e-05-0j 0.00247185-0j 0.000102501-0j 0.0003495-0j -5.20198e-05-0j 0.00107063-0j -3.21856e-05-0j -1.85785e-06-0j -3.03449e-05-0j 0.000125319-0j 0.000713752-0j 0.000126838-0j 0.000624533-0j 0.000432484-0j 5.09823e-05-0j 9.55996e-06-0j 0.000416356-0j 7.39891e-05-0j -2.29897e-06-0j 0.000252283-0j 1.04615e-05-0j 0.000155074-0j 6.30874e-05-0j -1.34107e-06-0j 8.28493e-07-0j 1.18298e-05-0j 9.04597e-05-0j 1.29454e-05-0j 3.6801e-05-0j 6.90074e-06-0j 3.01582e-08-0j 7.55148e-06-0j 1.02521e-06-0j 3.73189e-08-0j 5.98038e-07-0j 2.17694e-08-0j 
-0.0597905-0j -0.00189267-0j 3.28589e-05-0j -0.00045085-0j -0.00019317-0j -6.9264e-05-0j -5.28382e-06-0j 0.000229868-0j 0.40982-0j 2.87335e-05-0j 1.91557e-05-0j -0.000394246-0j -0.000225223-0j 1.69314e-06-0j -5.7104e-05-0j -4.02375e-05-0j -6.74153e-06-0j -3.7752e-07-0j -0.000144621-0j 0.000151948-0j 0.00106038-0j -0.0011141-0j 0.00418725-0j -0.0574524-0j -0.00439937-0j -1.5943e-05-0j 0.0603628-0j 1.67507e-05-0j 0.000132548-0j 8.83651e-05-0j 3.36066e-05-0j -0.000139262-0j -1.62718e-06-0j -9.28416e-05-0j -3.53091e-05-0j 1.70961e-06-0j 3.15739e-05-0j 7.81045e-06-0j 3.7406e-06-0j -3.31734e-05-0j 3.42996e-06-0j -8.20611e-06-0j -3.93009e-06-0j -3.60372e-06-0j 3.70037e-07-0j -3.88782e-07-0j 1.63366e-08-0j -1.71642e-08-0j -0.000223188-0j -0.000136597-0j 8.28595e-05-0j 0.00161965-0j 0.000991273-0j -0.000601304-0j -2.63029e-05-0j 0.000360897-0j -1.60981e-05-0j 0.00564049-0j 0.000220879-0j 9.76509e-06-0j -1.61072e-05-0j -0.000133985-0j 0.00345214-0j -0.0468941-0j -9.85804e-06-0j -0.0118897-0j -0.00209406-0j 0.00017855-0j 5.97987e-06-0j -0.0287005-0j -2.32487e-06-0j -0.00727684-0j 0.0174097-0j -2.19191e-06-0j 0.000109278-0j 4.51121e-05-0j 0.00441412-0j 3.00747e-05-0j -1.42289e-06-0j -6.62876e-05-0j 5.34447e-06-0j 1.82232e-05-0j -1.34151e-06-0j 2.76098e-05-0j 8.6312e-07-0j -9.68697e-08-0j 8.13757e-07-0j 6.5342e-06-0j 1.84066e-05-0j 3.27097e-06-0j -1.67481e-05-0j 1.11531e-05-0j 2.65825e-06-0j 4.98463e-07-0j -1.11654e-05-0j -1.98416e-06-0j -5.92869e-08-0j -6.76545e-06-0j 5.45468e-07-0j 3.99911e-06-0j 1.62693e-06-0j 3.59633e-08-0j 4.31982e-08-0j 3.05073e-07-0j -2.42585e-06-0j 3.33841e-07-0j -9.8689e-07-0j -1.85057e-07-0j 1.57247e-09-0j -2.02508e-07-0j 2.64385e-08-0j 9.62397e-10-0j -1.60376e-08-0j -5.83788e-10-0j 
0.000241463-0j -0.00746131-0j -0.00302631-0j 4.59217e-06-0j -0.000760555-0j -4.45818e-05-0j 2.13925e-08-0j 4.40518e-06-0j 6.96521e-07-0j 0.0100295-0j 3.67099e-07-0j -1.52189e-05-0j -8.72967e-06-0j -9.32411e-06-0j 7.64789e-09-0j -1.55131e-06-0j -6.43001e-08-0j 2.51924e-11-0j 0.000145614-0j -0.000141299-0j 2.27015e-05-0j -2.20288e-05-0j -0.00167265-0j 2.53811e-06-0j 0.00162309-0j -0.00307377-0j -2.4629e-06-0j 0.00298268-0j 0.0516858-0j 1.8918e-06-0j -4.52809e-05-0j -0.0501542-0j -0.000313319-0j -1.83574e-06-0j 4.39391e-05-0j 0.000304035-0j -3.18108e-05-0j -4.80506e-05-0j 1.97062e-08-0j 3.08682e-05-0j -4.61563e-06-0j 4.66267e-05-0j -1.91223e-08-0j 4.47885e-06-0j -1.4819e-07-0j 1.43799e-07-0j 4.90696e-11-0j -4.76156e-11-0j 0.000111145-0j 2.72215e-06-0j -0.000155693-0j 1.715e-05-0j 4.20036e-07-0j -2.4024e-05-0j -0.00124594-0j 1.89061e-06-0j -3.05155e-05-0j 1.17157e-05-0j 4.63046e-08-0j 0.00174533-0j -0.00307986-0j -2.64839e-06-0j 2.86939e-07-0j -0.000197-0j -7.54317e-05-0j 1.72588e-07-0j -1.64115e-05-0j -0.000362019-0j 0.00431431-0j -4.82492e-06-0j 0.0423964-0j 4.22702e-09-0j 0.000275961-0j -0.000103828-0j -8.86656e-06-0j 0.00430444-0j -2.41764e-07-0j 1.57551e-07-0j 0.00103837-0j 0.000507122-0j -2.66652e-06-0j -3.69018e-05-0j -2.54296e-06-0j 0.000105424-0j -0.0593896-0j -1.84991e-05-0j 0.000145444-0j -2.16309e-06-0j 3.85872e-09-0j -6.53084e-08-0j -0.00602973-0j -9.03797e-07-0j -4.0017e-06-0j 1.03796e-09-0j -2.20699e-07-0j 3.73531e-06-0j -4.5308e-07-0j 5.16926e-05-0j -2.71807e-07-0j -5.29783e-08-0j -9.80094e-08-0j 2.59139e-05-0j -7.1253e-09-0j 2.54215e-11-0j 3.03009e-06-0j -6.65709e-09-0j 5.60564e-06-0j -1.45398e-09-0j 2.04328e-12-0j 3.80752e-07-0j -1.74512e-10-0j 5.0044e-14-0j 9.98123e-09-0j -2.86226e-12-0j 
1.25957e-05-0j 2.03262e-06-0j -0.000476914-0j 2.39546e-07-0j 0.0113808-0j -7.0256e-06-0j 1.11592e-09-0j 1.16101e-05-0j 1.83571e-06-0j -0.000417037-0j 9.67507e-07-0j 2.09471e-07-0j -6.95062e-05-0j -0.441523-0j 2.01564e-08-0j 0.00117284-0j -5.11962e-07-0j 6.63959e-11-0j 7.59581e-06-0j 7.67452e-06-0j 1.1842e-06-0j 1.19648e-06-0j -0.000263592-0j 1.32398e-07-0j -0.000266323-0j 8.37359e-07-0j 1.3377e-07-0j 8.46037e-07-0j -4.25369e-05-0j 9.86837e-08-0j 1.23355e-08-0j -4.29778e-05-0j 0.00468843-0j 9.97064e-08-0j 1.24633e-08-0j 0.00473702-0j -5.01303e-06-0j -0.0450344-0j 1.02796e-09-0j -5.06498e-06-0j 6.90671e-05-0j -0.0455011-0j 1.03861e-09-0j 6.97828e-05-0j -2.33531e-08-0j -2.35951e-08-0j 2.55967e-12-0j 2.5862e-12-0j 5.79775e-06-0j 7.17435e-06-0j 4.18504e-06-0j 8.94612e-07-0j 1.10703e-06-0j 6.45765e-07-0j -0.000196346-0j 9.86217e-08-0j -0.000242966-0j 6.11137e-07-0j 1.22038e-07-0j -0.00014173-0j 4.18417e-07-0j 7.11889e-08-0j 7.56243e-07-0j -3.10451e-05-0j 5.17764e-07-0j 9.00289e-09-0j 4.41142e-07-0j 9.86217e-08-0j 3.02029e-07-0j -3.84163e-05-0j 0.00331314-0j 1.11405e-08-0j -2.24095e-05-0j -1.63622e-05-0j 1.22038e-07-0j -3.54252e-06-0j 6.49863e-09-0j 8.21848e-09-0j 0.0040998-0j 7.11889e-08-0j 7.26418e-10-0j 0.00055219-0j -2.02472e-05-0j -4.38364e-06-0j 0.00239155-0j -0.0527998-0j -1.18109e-05-0j -3.40879e-07-0j 1.01698e-08-0j 8.98896e-10-0j -2.55713e-06-0j 0.0006833-0j -0.00375051-0j 5.4144e-11-0j 5.93241e-09-0j 5.24356e-10-0j -0.0653364-0j 0.000398592-0j 4.06726e-06-0j -4.21816e-07-0j -0.00464102-0j -0.0381129-0j -1.12287e-09-0j 6.69998e-11-0j -2.4606e-07-0j 5.03298e-06-0j -0.00270726-0j 3.90832e-11-0j 1.06586e-13-0j 2.9359e-06-0j -1.38948e-09-0j 1.31893e-13-0j -8.1053e-10-0j 7.69378e-14-0j 
0.0604101-0j 0.00191229-0j -3.31994e-05-0j 0.000455522-0j 0.000195172-0j 6.99818e-05-0j 5.33858e-06-0j 0.000223056-0j 0.397676-0j 2.7882e-05-0j 1.8588e-05-0j -0.000382563-0j -0.00021855-0j 1.64297e-06-0j -5.54119e-05-0j -3.90452e-05-0j -6.54176e-06-0j -3.66334e-07-0j -0.000151948-0j 0.000153402-0j 0.0011141-0j -0.00112476-0j 0.00439937-0j -0.0603628-0j -0.00444148-0j -1.67507e-05-0j 0.0609406-0j 1.6911e-05-0j 0.000139262-0j 9.28416e-05-0j 3.53091e-05-0j -0.000140595-0j -1.70961e-06-0j -9.37302e-05-0j -3.56471e-05-0j 1.72597e-06-0j 3.31734e-05-0j 8.20611e-06-0j 3.93009e-06-0j -3.34909e-05-0j 3.60372e-06-0j -8.28466e-06-0j -3.96771e-06-0j -3.63821e-06-0j 3.88782e-07-0j -3.92504e-07-0j 1.71642e-08-0j -1.73285e-08-0j 0.000225501-0j 0.000137836-0j -7.3973e-05-0j -0.00163644-0j -0.00100026-0j 0.000536816-0j 2.65755e-05-0j -0.000364637-0j 1.62441e-05-0j -0.00569894-0j -0.000222882-0j -8.7178e-06-0j 1.62741e-05-0j 0.000119615-0j -0.00348344-0j 0.0473801-0j 9.94744e-06-0j 0.0120129-0j 0.00186948-0j -0.0001804-0j -5.33854e-06-0j 0.0289608-0j 2.34896e-06-0j 0.00734283-0j -0.0155425-0j 2.21463e-06-0j -0.000110269-0j -4.55796e-05-0j -0.00394071-0j -3.03864e-05-0j 1.43579e-06-0j 5.91784e-05-0j -5.39986e-06-0j -1.8412e-05-0j 1.35368e-06-0j -2.78602e-05-0j -7.70552e-07-0j 9.78735e-08-0j -7.26484e-07-0j -6.60191e-06-0j -1.85735e-05-0j -3.30063e-06-0j 1.49519e-05-0j -1.12542e-05-0j -2.6858e-06-0j -5.03629e-07-0j 9.96792e-06-0j 1.77136e-06-0j 5.98246e-08-0j 6.03987e-06-0j -5.51121e-07-0j -4.03538e-06-0j -1.64168e-06-0j -3.21063e-08-0j -4.36459e-08-0j -3.0784e-07-0j 2.16569e-06-0j -3.36869e-07-0j 8.81048e-07-0j 1.6521e-07-0j -1.58877e-09-0j 1.80789e-07-0j -2.66783e-08-0j -9.71124e-10-0j 1.43176e-08-0j 5.21178e-10-0j 
-2.96883e-06-0j 6.85536e-05-0j 5.60447e-05-0j 0.109645-0j 6.99672e-06-0j 0.00359419-0j 0.00171238-0j -2.73652e-06-0j 6.19127e-05-0j -3.42065e-07-0j 6.55724e-05-0j -0.00066921-0j -0.00116877-0j -2.01564e-08-0j -0.424542-0j -6.83009e-05-0j 0.00108204-0j 0.000204844-0j -1.79035e-06-0j -1.8089e-06-0j 3.99394e-05-0j 4.03533e-05-0j -2.16205e-07-0j -0.00042298-0j -2.18446e-07-0j 2.82772e-05-0j -0.000427363-0j 2.85702e-05-0j 4.99242e-06-0j -0.000957025-0j 0.00181344-0j 5.04416e-06-0j 2.88603e-06-0j -0.000966943-0j 0.00183223-0j 2.91593e-06-0j 0.00798488-0j 2.94181e-07-0j -0.0894478-0j 0.00806763-0j 0.000185083-0j 2.9723e-07-0j -0.0903747-0j 0.000187001-0j 0.000124704-0j 0.000125997-0j 1.38634e-05-0j 1.4007e-05-0j -1.36654e-06-0j -1.69101e-06-0j -9.86423e-07-0j 3.01724e-05-0j 3.73364e-05-0j 2.17796e-05-0j -1.61049e-07-0j -0.000315072-0j -1.99287e-07-0j 2.06378e-05-0j -0.000389882-0j -1.16251e-07-0j -9.86217e-08-0j -0.000227431-0j 2.55379e-05-0j 3.64366e-06-0j -1.22038e-07-0j 0.00132352-0j 1.48971e-05-0j -0.000476549-0j -7.11889e-08-0j 4.5088e-06-0j -1.42348e-08-0j 0.00163777-0j 2.63013e-06-0j 3.85904e-06-0j -0.000589699-0j -3.9384e-05-0j 0.000955364-0j 0.00754975-0j -1.76147e-08-0j -0.000343991-0j 0.000441185-0j -4.86376e-05-0j 4.77532e-06-0j -4.87353e-05-0j -1.02752e-08-0j -5.93118e-10-0j 2.7856e-06-0j -0.0249849-0j 0.00934234-0j 0.000545939-0j -2.84289e-05-0j -6.01859e-05-0j -2.32073e-06-0j -0.0119036-0j 0.0054497-0j 0.000318465-0j -7.33946e-10-0j -3.51085e-05-0j 4.50283e-05-0j -0.0309173-0j -2.87175e-06-0j -4.28135e-10-0j 1.20554e-05-0j -0.01473-0j -0.0180351-0j 5.57197e-05-0j -1.67519e-06-0j -0.00859247-0j 9.2558e-07-0j 3.25032e-05-0j 1.49178e-05-0j 1.14535e-06-0j 8.70202e-06-0j 6.68119e-07-0j 
0.000160975-0j 2.59772e-05-0j -0.00609889-0j -0.000880299-0j 2.65129e-06-0j 3.12458e-07-0j 1.42617e-08-0j 2.93679e-06-0j 4.64347e-07-0j 3.67099e-07-0j 0.0100469-0j 5.29861e-08-0j -1.75928e-05-0j 2.16315e-08-0j -1.46607e-06-0j 5.40787e-09-0j 4.50656e-10-0j 1.6795e-11-0j 9.70759e-05-0j -9.41993e-05-0j 1.51344e-05-0j -1.46859e-05-0j 1.1723e-05-0j 1.69207e-06-0j -1.13756e-05-0j -0.00307718-0j -1.64193e-06-0j 0.00298599-0j 1.8918e-06-0j 0.0517754-0j 1.5765e-07-0j -1.83574e-06-0j -0.000314063-0j -0.0502411-0j -1.52978e-07-0j 0.000304757-0j -6.41079e-05-0j 1.11475e-07-0j -3.77759e-06-0j 6.22082e-05-0j 1.609e-08-0j -1.08172e-07-0j 3.66565e-06-0j -1.56133e-08-0j 1.03861e-09-0j -1.00783e-09-0j 3.27131e-11-0j -3.17437e-11-0j 7.40964e-05-0j 1.81476e-06-0j -0.000103795-0j 1.14333e-05-0j 2.80024e-07-0j -1.6016e-05-0j 8.73234e-06-0j 1.2604e-06-0j 2.13872e-07-0j -0.00224584-0j 3.08698e-08-0j -1.22324e-05-0j 5.34744e-06-0j -1.76559e-06-0j -5.5005e-05-0j 1.3807e-06-0j 1.30969e-07-0j 1.15059e-07-0j 0.00314601-0j -0.000362421-0j -7.49078e-06-0j 3.38161e-08-0j 7.71837e-07-0j 2.81801e-09-0j -1.93411e-06-0j 0.0298737-0j -8.87639e-06-0j 1.57551e-07-0j -1.61176e-07-0j 0.0043119-0j 1.89038e-08-0j 0.000507685-0j 9.28376e-09-0j -3.69894e-05-0j 0.000731666-0j 3.85872e-09-0j -1.0812e-06-0j 3.21599e-08-0j -0.0418476-0j -4.35925e-06-0j 0.000105607-0j 2.27377e-10-0j -2.20699e-07-0j -9.05943e-07-0j 9.28376e-09-0j -1.98972e-07-0j -0.00604018-0j -1.30048e-08-0j 7.87658e-10-0j 5.18154e-05-0j 9.4752e-10-0j -1.06766e-07-0j 2.27377e-10-0j -4.50501e-08-0j 4.99387e-11-0j -4.8732e-09-0j 6.1065e-06-0j 2.32066e-11-0j -1.30048e-08-0j 2.78722e-07-0j 1.36219e-12-0j -1.3273e-09-0j 1.22309e-12-0j 3.33626e-14-0j -6.99549e-11-0j -1.90818e-12-0j 
-3.48521e-05-0j -0.102375-0j -4.59217e-06-0j -0.00293145-0j 5.45667e-05-0j -0.000916929-0j -0.000140982-0j -6.35833e-07-0j 9.55681e-06-0j 1.52189e-05-0j -5.29861e-08-0j 0.00971512-0j 1.25922e-06-0j -4.68336e-09-0j -1.49622e-05-0j -5.17824e-06-0j -2.66361e-06-0j -2.49559e-07-0j -2.10175e-05-0j 2.03948e-05-0j 0.000311483-0j -0.000302253-0j -2.53811e-06-0j -0.00162022-0j 2.4629e-06-0j 0.00044366-0j 0.00157221-0j -0.000430513-0j -0.00745547-0j 2.59569e-05-0j 0.0885866-0j 0.00723454-0j -2.36474e-07-0j -2.51877e-05-0j -0.0859616-0j 2.29467e-07-0j -0.000213483-0j 2.29429e-06-0j -7.76493e-05-0j 0.000207157-0j -4.72174e-05-0j -2.2263e-06-0j 7.53484e-05-0j 4.58182e-05-0j -1.0267e-05-0j 9.96281e-06-0j -6.81474e-07-0j 6.61281e-07-0j -1.60423e-05-0j -3.92908e-07-0j 2.24723e-05-0j 0.000235311-0j 5.76322e-06-0j -0.000329627-0j -1.89061e-06-0j -0.00120688-0j -4.63046e-08-0j -1.69101e-06-0j -2.95589e-05-0j 2.64839e-06-0j 0.000444539-0j 0.00169062-0j -4.14161e-08-0j 2.84165e-05-0j 1.08876e-05-0j -0.000337648-0j 2.36879e-06-0j -0.00496719-0j -0.000622717-0j 6.95975e-07-0j 3.19983e-05-0j -8.26965e-06-0j -3.98063e-05-0j -1.57551e-07-0j -0.000121656-0j 0.0288872-0j 0.000472982-0j -0.000100574-0j 7.837e-07-0j 0.00695811-0j 0.010507-0j 2.64755e-06-0j -3.85872e-09-0j 0.000707505-0j -4.48237e-05-0j -6.96282e-09-0j 2.20699e-07-0j -4.4489e-05-0j -2.46324e-06-0j 0.000257338-0j -0.0404657-0j 6.48437e-08-0j -8.88954e-06-0j -6.84039e-06-0j 0.000140885-0j -0.0147184-0j -1.70533e-10-0j -3.70873e-06-0j -5.60033e-06-0j -1.08962e-06-0j -2.17722e-07-0j 9.75362e-09-0j -7.42047e-07-0j -1.67535e-07-0j 6.23209e-05-0j -1.37163e-07-0j 1.24526e-05-0j 9.58213e-06-0j -3.78736e-08-0j 7.84503e-06-0j -1.81742e-08-0j -9.27597e-10-0j 1.03947e-06-0j 5.30539e-08-0j 
-3.14892e-06-0j 4.83053e-05-0j 7.93473e-05-0j -0.000264859-0j 0.0892104-0j 0.0158435-0j -1.27379e-05-0j -2.90252e-06-0j 4.36259e-05-0j 6.93853e-05-0j -2.41877e-07-0j -0.000231606-0j -0.0010993-0j -0.00117284-0j -6.83009e-05-0j -0.42773-0j 0.00232533-0j -1.13921e-06-0j -1.89895e-06-0j -1.91863e-06-0j 2.81427e-05-0j 2.84344e-05-0j 4.38555e-05-0j -0.000146388-0j 4.431e-05-0j -2.0934e-07-0j -0.000147905-0j -2.11509e-07-0j -0.000672757-0j 2.34523e-06-0j -4.17993e-05-0j -0.000679729-0j -0.000386609-0j 2.36953e-06-0j -4.22325e-05-0j -0.000390616-0j 0.00368873-0j 0.0113719-0j -7.01567e-06-0j 0.00372696-0j -0.0771952-0j 0.0114897-0j -7.08838e-06-0j -0.0779951-0j 0.000177402-0j 0.000179241-0j -6.15718e-08-0j -6.22098e-08-0j -1.44944e-06-0j -1.79359e-06-0j -1.04626e-06-0j 2.12605e-05-0j 2.63086e-05-0j 1.53467e-05-0j 3.26674e-05-0j -0.000109043-0j 4.04239e-05-0j -1.52784e-07-0j -0.000134934-0j 2.35806e-05-0j -1.04604e-07-0j -7.87114e-05-0j -1.89061e-07-0j -0.000491004-0j -1.29441e-07-0j -3.05068e-05-0j -1.10285e-07-0j 2.34375e-06-0j -7.55073e-08-0j -0.000607586-0j -0.000273202-0j -3.77502e-05-0j -0.000354425-0j 2.72229e-06-0j 2.90025e-06-0j 0.00260669-0j -2.20209e-05-0j -9.08691e-06-0j -0.000338071-0j 1.69181e-06-0j -4.95771e-06-0j 0.00432845-0j 3.36866e-06-0j 0.00322562-0j -0.000197208-0j -6.9265e-05-0j 1.96505e-06-0j 0.000768717-0j -1.12445e-05-0j -6.13486e-06-0j 0.00188161-0j 0.00535619-0j -0.0440618-0j -6.18035e-07-0j -6.55928e-06-0j -3.57867e-06-0j -8.5711e-05-0j 0.00312444-0j -0.00915592-0j 0.000951239-0j -0.0545237-0j -4.99981e-05-0j 1.28217e-05-0j -7.64779e-07-0j 0.00055489-0j -0.0113299-0j -0.0318055-0j -4.46121e-07-0j -3.42191e-09-0j -0.00660909-0j 1.5866e-05-0j -4.2344e-09-0j 9.25519e-06-0j -2.47006e-09-0j 
0.0523167-0j 0.00165609-0j -2.87515e-05-0j 0.000394494-0j 0.000169024-0j 6.0606e-05-0j 4.62334e-06-0j -3.98095e-06-0j -0.00709743-0j -4.97618e-07-0j -3.31746e-07-0j 6.82771e-06-0j 3.90051e-06-0j -2.93224e-08-0j 9.88951e-07-0j 6.9685e-07-0j 1.16753e-07-0j 6.53805e-09-0j 0.000384678-0j 0.000127691-0j -0.00282051-0j -0.000936248-0j -0.0111377-0j 0.152817-0j -0.00369707-0j 4.24068e-05-0j 0.0507267-0j 1.40766e-05-0j -0.000352563-0j -0.000235042-0j -8.93902e-05-0j -0.000117031-0j 4.32812e-06-0j -7.80206e-05-0j -2.96725e-05-0j 1.43669e-06-0j -8.39834e-05-0j -2.0775e-05-0j -9.9496e-06-0j -2.78777e-05-0j -9.12335e-06-0j -6.89612e-06-0j -3.3027e-06-0j -3.02843e-06-0j -9.8426e-07-0j -3.26718e-07-0j -4.34536e-08-0j -1.44241e-08-0j -0.000100441-0j 7.19128e-06-0j 0.000140699-0j 0.000728891-0j -5.21865e-05-0j -0.00102104-0j -1.18371e-05-0j 0.000162414-0j 8.47501e-07-0j 0.00253838-0j -1.16284e-05-0j 1.65816e-05-0j -7.2487e-06-0j -0.000227512-0j -0.000181741-0j -0.0211037-0j 5.18986e-07-0j -0.00535072-0j -0.00355581-0j 8.03527e-05-0j 1.01541e-05-0j 0.00151097-0j -1.04626e-06-0j 0.000383096-0j 0.0295624-0j -9.86423e-07-0j -5.75302e-06-0j 2.03017e-05-0j 0.00749537-0j 1.35345e-05-0j 7.49092e-08-0j -0.000112559-0j 2.40517e-06-0j 8.20096e-06-0j 7.06251e-08-0j -1.45355e-06-0j 1.46562e-06-0j -4.35941e-08-0j 1.3818e-06-0j 2.94058e-06-0j -9.69031e-07-0j -1.72203e-07-0j -2.8439e-05-0j -5.87165e-07-0j 1.19629e-06-0j 2.24323e-07-0j -1.89593e-05-0j -3.36919e-06-0j 3.12122e-09-0j -1.1488e-05-0j 2.45476e-07-0j -2.10537e-07-0j -8.5651e-08-0j 6.10673e-08-0j 1.94405e-08-0j -1.60609e-08-0j -4.11921e-06-0j -1.75754e-08-0j -1.67578e-06-0j -3.14235e-07-0j 7.07658e-10-0j -3.43867e-07-0j -1.39188e-09-0j -5.06663e-11-0j -2.72325e-08-0j -9.91298e-10-0j 
0.000197153-0j -0.00609213-0j -0.00247097-0j 3.74949e-06-0j -0.000620991-0j -3.64009e-05-0j 1.74669e-08-0j 0.000181727-0j 2.87335e-05-0j 0.413746-0j 1.51439e-05-0j -0.000627824-0j -0.000360124-0j -0.000384646-0j 3.15497e-07-0j -6.39962e-05-0j -2.65256e-06-0j 1.03926e-09-0j -0.000114333-0j 0.000120125-0j -1.78248e-05-0j 1.87278e-05-0j 0.00131334-0j -1.99288e-06-0j -0.00137987-0j 0.00241347-0j 2.09383e-06-0j -0.00253573-0j -0.0405827-0j -1.4854e-06-0j 3.55537e-05-0j 0.0426386-0j 0.000246012-0j 1.56065e-06-0j -3.73548e-05-0j -0.000258475-0j 2.49772e-05-0j 3.77284e-05-0j -1.54729e-08-0j -2.62426e-05-0j 3.6241e-06-0j -3.96397e-05-0j 1.62568e-08-0j -3.8077e-06-0j 1.16356e-07-0j -1.2225e-07-0j -3.85286e-11-0j 4.04804e-11-0j -0.000176445-0j -0.000107989-0j 6.55062e-05-0j -2.72261e-05-0j -1.66631e-05-0j 1.01078e-05-0j 0.00197797-0j -3.0014e-06-0j 0.00121057-0j -1.8599e-05-0j -1.83694e-06-0j -0.00073433-0j 0.00488937-0j 1.11428e-06-0j -1.13831e-05-0j 0.000312744-0j 0.00299243-0j -2.73989e-07-0j 6.90496e-06-0j 0.000574717-0j -0.0018152-0j 0.000191408-0j -0.0673057-0j -1.67689e-07-0j -0.000116108-0j 0.000164831-0j 0.000351743-0j -0.00683344-0j 1.0172e-07-0j -2.50116e-07-0j -0.0411929-0j -0.000213366-0j 4.23319e-06-0j 5.85828e-05-0j 0.000100881-0j -0.00418225-0j 0.0249876-0j 2.9368e-05-0j -6.11942e-05-0j 3.43397e-06-0j -1.53078e-07-0j 2.59083e-06-0j 0.00253695-0j 3.58543e-05-0j 6.35282e-06-0j -1.64779e-09-0j 9.28569e-08-0j -1.57159e-06-0j 1.7974e-05-0j -2.17491e-05-0j 4.31503e-07-0j 2.10169e-06-0j 3.8881e-06-0j -1.0903e-05-0j 1.13116e-08-0j -1.00849e-09-0j -1.27488e-06-0j 2.64092e-07-0j -2.35852e-06-0j 6.11749e-10-0j -3.24378e-12-0j -1.60197e-07-0j 6.92303e-09-0j -1.98528e-12-0j -4.1995e-09-0j 1.20427e-12-0j 
