0.802005-0j -0.00872582-0j 8.0965e-06-0j -1.90182e-09-0j 1.50823e-13-0j -4.08294e-18-0j 7.96912e-21-0j -0.00100704-0j 7.01036e-07-0j -1.24318e-10-0j 7.21847e-15-0j -1.3163e-19-0j 2.36066e-08-0j -3.74422e-12-0j 1.64819e-16-0j -6.51395e-21-0j -5.17308e-14-0j 1.86982e-18-0j -6.90693e-20-0j -8.70348e-05-0j 3.541e-08-0j -3.97135e-12-0j 1.42741e-16-0j 1.02225e-20-0j 1.33637e-09-0j -1.34401e-13-0j 3.42014e-18-0j -1.77178e-15-0j 3.06594e-20-0j 3.01869e-11-0j -1.87926e-15-0j 2.29945e-20-0j -2.59971e-17-0j 2.88647e-19-0j -5.83729e-06-0j 1.46392e-09-0j -1.04106e-13-0j 2.17253e-18-0j 4.40908e-11-0j -2.74484e-15-0j 3.35857e-20-0j -2.68497e-17-0j 1.11911e-12-0j -4.02745e-17-0j -3.61035e-19-0j 1.61612e-14-0j -2.79657e-19-0j -3.10796e-07-0j 4.9295e-11-0j -2.16998e-15-0j -4.38486e-20-0j 1.17965e-12-0j -4.2453e-17-0j -2.691e-19-0j 2.33266e-14-0j -4.0365e-19-0j 3.53492e-16-0j 2.50518e-18-0j -1.32999e-08-0j 1.33759e-12-0j -3.40382e-17-0j 2.49372e-14-0j -4.3152e-19-0j 3.65899e-16-0j 3.59312e-18-0j -4.58911e-10-0j 2.85692e-14-0j -3.49571e-19-0j 3.95216e-16-0j 3.75777e-18-0j 
1.61612e-14-0j -6.79969e-13-0j 1.5238e-11-0j -1.8919e-10-0j 1.10876e-09-0j -1.50298e-09-0j 7.23502e-13-0j 1.0671e-11-0j -2.83482e-10-0j 3.3153e-09-0j -1.36827e-08-0j -5.24186e-10-0j 2.34835e-09-0j -2.75253e-08-0j 5.89955e-08-0j -4.01624e-11-0j 9.80562e-08-0j 7.51311e-09-0j 2.03521e-10-0j -1.63804e-10-0j 3.52252e-09-0j -2.9195e-08-0j 5.10916e-08-0j -3.01218e-11-0j -3.56384e-08-0j 2.54758e-07-0j 1.38025e-08-0j -6.34183e-07-0j 7.47783e-10-0j 2.21916e-07-0j -6.72652e-07-0j 5.60837e-10-0j -1.04915e-07-0j -3.48074e-09-0j -1.36146e-06-0j 2.25173e-05-0j -0.000113818-0j -5.03495e-06-0j -0.000186951-0j 0.000566668-0j -4.7247e-07-0j 6.24971e-05-0j 0.00122351-0j 9.37457e-05-0j 5.0789e-06-0j 0.958856-0j -0.00113061-0j -3.09175e-08-0j 3.62388e-07-0j -7.76712e-07-0j 5.28762e-10-0j -2.23603e-06-0j -1.71325e-07-0j -6.56334e-09-0j 8.3494e-06-0j -9.84502e-09-0j -0.000822813-0j 6.11014e-08-0j 3.54682e-07-0j -2.53542e-06-0j -1.37366e-07-0j 8.92589e-06-0j -1.05248e-08-0j 1.47664e-06-0j -5.05466e-05-0j -3.37364e-06-0j 1.02259e-05-0j -8.52603e-09-0j 1.59495e-06-0j 9.16521e-08-0j 
2.79657e-19-0j 1.97831e-15-0j -1.4328e-13-0j 4.99811e-12-0j -9.81645e-11-0j 1.02217e-09-0j -3.80746e-09-0j 3.38932e-16-0j 1.77076e-12-0j -8.76106e-11-0j 1.8264e-09-0j -1.60421e-08-0j 1.79479e-13-0j 6.05278e-10-0j -1.60073e-08-0j 1.05525e-07-0j 3.78654e-11-0j 5.71084e-08-0j 1.547e-09-0j -6.69337e-15-0j -3.08404e-11-0j 1.28959e-09-0j -2.08242e-08-0j 1.05602e-07-0j -4.09274e-12-0j -1.12697e-08-0j 2.10746e-07-0j -7.47783e-10-0j -6.51136e-07-0j 4.25986e-11-0j 9.0859e-08-0j -9.80968e-07-0j 6.96148e-09-0j -2.64577e-08-0j -7.42376e-11-0j -2.96231e-07-0j 1.01139e-05-0j -0.000115483-0j -3.58867e-08-0j -7.6543e-05-0j 0.000826404-0j -4.14691e-06-0j 4.7247e-07-0j 0.000712577-0j 3.86056e-05-0j 0.00113061-0j 0.984489-0j -2.36295e-12-0j -7.96886e-09-0j 2.10746e-07-0j -1.38931e-06-0j -8.63465e-10-0j -1.30227e-06-0j -4.98891e-08-0j 9.84502e-09-0j 8.57261e-06-0j 5.45966e-05-0j 4.64442e-07-0j 4.07321e-11-0j 1.12159e-07-0j -2.0974e-06-0j 1.05248e-08-0j 9.1645e-06-0j -9.79802e-08-0j -0.000384213-0j -6.47599e-10-0j -1.38127e-06-0j 1.4913e-05-0j -1.05831e-07-0j 6.96663e-07-0j 
3.10796e-07-0j -4.33593e-06-0j 2.05546e-05-0j -1.58578e-05-0j 3.80236e-08-0j -8.03308e-12-0j 2.50644e-16-0j 3.38611e-05-0j -0.000125332-0j -7.7003e-06-0j 5.50154e-09-0j -5.47954e-13-0j 0.000196838-0j -9.43948e-07-0j 3.15316e-10-0j -1.39135e-14-0j -3.94265e-08-0j 7.85377e-12-0j 7.05059e-14-0j -0.000220955-0j 0.000295257-0j -1.00121e-06-0j 2.73072e-10-0j -1.04351e-14-0j 8.27757e-05-0j -1.02433e-07-0j 1.44283e-11-0j -3.38955e-09-0j 2.59055e-13-0j 7.61035e-06-0j -3.59516e-09-0j 1.94291e-13-0j -1.09672e-10-0j -1.20584e-12-0j 0.00104359-0j 9.06763e-05-0j -7.93444e-08-0j 9.12525e-12-0j 1.11156e-05-0j -5.25107e-09-0j 2.83781e-13-0j -1.13269e-10-0j 8.52927e-07-0j -1.69903e-10-0j -3.05055e-12-0j 3.09175e-08-0j -2.36295e-12-0j 0.895792-0j -0.00429583-0j 1.43498e-06-0j -6.33191e-11-0j -0.000310776-0j 6.19066e-08-0j 7.85958e-10-0j -1.54255e-05-0j 1.17894e-09-0j -5.15476e-07-0j -1.46549e-08-0j -0.000823806-0j 1.01944e-06-0j -1.43594e-10-0j 4.77067e-08-0j -3.64611e-12-0j 1.54359e-09-0j 3.03599e-11-0j -0.000115695-0j 5.46549e-08-0j -2.95368e-12-0j 1.66727e-09-0j 3.17511e-11-0j 
4.9295e-11-0j 1.47614e-07-0j -3.54955e-06-0j 2.6287e-05-0j -3.28194e-05-0j 5.43075e-08-0j -5.10855e-12-0j 1.51488e-08-0j 2.18576e-05-0j -0.000151802-0j -1.10508e-05-0j 4.95291e-09-0j 9.43948e-07-0j 0.000202363-0j -8.5046e-07-0j 1.41586e-10-0j -2.29109e-07-0j -1.7632e-08-0j 2.07564e-12-0j -1.65818e-07-0j -0.000162202-0j 0.000431151-0j -1.10638e-06-0j 1.41688e-10-0j -7.09147e-06-0j 6.81884e-05-0j -6.50667e-08-0j -3.97294e-08-0j -8.73644e-10-0j 1.4242e-05-0j 4.8273e-06-0j -1.31619e-09-0j -2.14932e-09-0j -3.54989e-11-0j 1.58876e-06-0j 0.000889904-0j 0.000106098-0j -6.18171e-08-0j 2.08018e-05-0j 7.05072e-06-0j -1.92241e-09-0j -2.21981e-09-0j 4.95639e-06-0j 3.81437e-07-0j -8.98058e-11-0j 3.62388e-07-0j 7.96886e-09-0j 0.00429583-0j 0.920938-0j -0.00387037-0j 6.44345e-07-0j -0.00180593-0j -0.000138982-0j 2.3138e-08-0j -0.000180805-0j -3.97588e-06-0j -1.01022e-05-0j -4.31429e-07-0j 7.05762e-05-0j -0.000678629-0j 6.47561e-07-0j 5.59176e-07-0j 1.22962e-08-0j 3.02509e-08-0j 8.93771e-10-0j -0.000216512-0j -7.33862e-05-0j 2.00091e-08-0j 3.26747e-08-0j 9.34728e-10-0j 
2.16998e-15-0j 2.10093e-11-0j 5.3698e-08-0j -2.01765e-06-0j 2.37178e-05-0j -5.36622e-05-0j 3.87812e-08-0j 1.43281e-12-0j 8.75884e-09-0j 1.16829e-05-0j -0.000145921-0j -1.1213e-05-0j 3.15316e-10-0j 8.5046e-07-0j 0.000207897-0j -4.28319e-07-0j 1.31662e-08-0j -2.32135e-07-0j 2.7327e-11-0j -2.19942e-11-0j -1.08837e-07-0j -0.000102882-0j 0.000544876-0j -6.44343e-07-0j -4.78522e-09-0j -7.87134e-06-0j 4.86392e-05-0j -8.51527e-08-0j -2.31045e-08-0j 2.9797e-08-0j 2.07832e-05-0j 1.97636e-06-0j -1.40871e-08-0j -4.67364e-10-0j 3.16942e-10-0j 1.20623e-06-0j 0.000695396-0j 9.30967e-05-0j 4.35213e-08-0j 3.03558e-05-0j 2.88666e-06-0j -1.45491e-08-0j -2.84828e-07-0j 5.02186e-06-0j -1.18235e-09-0j 7.76712e-07-0j 2.10746e-07-0j 1.43498e-06-0j 0.00387037-0j 0.946122-0j -0.00194924-0j 0.000103781-0j -0.00182979-0j 3.04626e-07-0j -0.000387523-0j -0.000105147-0j -6.62116e-05-0j -5.68003e-06-0j 4.76238e-08-0j 7.83377e-05-0j -0.00048407-0j 1.19849e-06-0j 3.25188e-07-0j 1.98271e-07-0j 1.1767e-08-0j -4.52984e-07-0j -0.000315953-0j -3.00453e-05-0j 2.14157e-07-0j 1.23063e-08-0j 
-4.38486e-20-0j 4.62763e-16-0j 3.83386e-12-0j 1.01093e-08-0j -6.03106e-07-0j 1.26094e-05-0j -7.84285e-05-0j 2.62746e-17-0j 4.14214e-13-0j 2.34426e-09-0j 3.69413e-06-0j -9.85597e-05-0j 1.39135e-14-0j 1.41586e-10-0j 4.28319e-07-0j 0.000213439-0j 2.93539e-12-0j 1.33587e-08-0j 1.19926e-10-0j -5.18881e-16-0j -7.21415e-12-0j -3.45066e-08-0j -4.21196e-05-0j 0.000648799-0j -3.17277e-13-0j -2.63618e-09-0j -5.63908e-06-0j -5.79694e-11-0j -1.52313e-07-0j 3.30232e-12-0j 2.12536e-08-0j 2.62485e-05-0j 5.39666e-10-0j -2.05105e-09-0j 9.97788e-15-0j 1.2014e-10-0j 4.692e-07-0j 0.000404971-0j 4.82335e-12-0j 3.10429e-08-0j 3.83384e-05-0j 5.57364e-10-0j -6.35023e-11-0j -2.88993e-07-0j -5.18878e-09-0j 5.28762e-10-0j 1.38931e-06-0j 6.33191e-11-0j 6.44345e-07-0j 0.00194924-0j 0.971341-0j 2.3138e-08-0j 0.000105299-0j 1.33686e-06-0j -2.63814e-07-0j -0.000693163-0j 2.53652e-06-0j -2.4927e-05-0j 3.15762e-12-0j 2.6236e-08-0j 5.61216e-05-0j 8.15898e-10-0j 2.14375e-06-0j -7.5956e-09-0j 5.16401e-08-0j -5.0203e-11-0j -3.23104e-07-0j -0.000399038-0j -8.20418e-09-0j 5.40065e-08-0j 
-1.17965e-12-0j 3.96824e-11-0j -6.66244e-10-0j 5.50154e-09-0j -1.59848e-08-0j -5.80972e-10-0j 9.15898e-14-0j 9.38633e-08-0j -1.77837e-06-0j 1.2428e-05-0j -1.66463e-05-0j 1.72035e-08-0j 2.36052e-05-0j -0.00013717-0j -7.88274e-06-0j 1.75746e-09-0j 0.00035927-0j -7.42588e-07-0j -1.78374e-08-0j 7.1619e-09-0j -1.02433e-07-0j 4.209e-07-0j 1.97492e-08-0j -3.81319e-12-0j -0.000133597-0j 0.000309938-0j -4.52988e-07-0j 8.47369e-05-0j -3.27221e-08-0j -3.19933e-06-0j -2.60011e-07-0j 7.09977e-11-0j 3.44324e-06-0j -4.40635e-10-0j -8.59258e-08-0j 8.49213e-07-0j -1.39309e-06-0j 1.66245e-09-0j 0.000805301-0j 6.54471e-05-0j -1.78708e-08-0j 7.13296e-06-0j 1.49753e-05-0j -3.09531e-08-0j 1.92105e-07-0j 2.23603e-06-0j -8.63465e-10-0j -0.000310776-0j 0.00180593-0j 0.000103781-0j -2.3138e-08-0j 0.940333-0j -0.00194361-0j -9.92768e-05-0j -0.00111561-0j 4.30806e-07-0j -9.39098e-05-0j -5.35518e-06-0j -7.71522e-06-0j 1.78989e-05-0j -2.61601e-08-0j -0.000594595-0j 2.29609e-07-0j 2.81213e-07-0j 1.10941e-08-0j 4.86373e-05-0j 3.95277e-06-0j -1.07933e-09-0j -5.23453e-05-0j 1.16025e-08-0j 
-4.2453e-17-0j -2.5019e-13-0j 1.44899e-11-0j -3.78819e-10-0j 4.95291e-09-0j -2.56749e-08-0j -8.34841e-10-0j 6.64687e-12-0j 2.69949e-08-0j -9.53058e-07-0j 1.18933e-05-0j -3.44173e-05-0j 4.70215e-09-0j 1.05565e-05-0j -0.000138982-0j -7.99803e-06-0j 7.42588e-07-0j 0.00036899-0j -2.3484e-07-0j 6.76898e-13-0j 2.33747e-09-0j -6.50667e-08-0j 5.23061e-07-0j 2.31547e-08-0j -4.45223e-08-0j -7.33868e-05-0j 0.000452142-0j -6.49258e-06-0j 4.93512e-05-0j -2.14932e-09-0j -2.28219e-06-0j -2.15091e-07-0j 1.49354e-05-0j -5.80123e-09-0j -1.13859e-11-0j -3.24201e-08-0j 6.62591e-07-0j -2.49262e-06-0j 5.41004e-07-0j 0.000574448-0j 5.41404e-05-0j 3.094e-05-0j 3.09531e-08-0j 1.53805e-05-0j 2.52918e-06-0j -1.71325e-07-0j 1.30227e-06-0j -6.19066e-08-0j -0.000138982-0j 0.00182979-0j 0.000105299-0j 0.00194361-0j 0.965774-0j -0.00130704-0j 8.54788e-05-0j -0.000649739-0j -0.000407344-0j -7.05042e-05-0j -2.57116e-09-0j -4.2381e-06-0j 2.61112e-05-0j 4.55582e-05-0j -0.000346295-0j 1.21979e-06-0j 1.4606e-07-0j 3.26747e-08-0j 3.46947e-05-0j 3.26989e-06-0j -0.000227053-0j 1.52754e-07-0j 
2.691e-19-0j -1.66175e-17-0j 5.99153e-16-0j -1.39135e-14-0j 2.04801e-13-0j -1.70531e-12-0j 5.29186e-12-0j -1.12735e-13-0j 5.1415e-12-0j -1.26638e-10-0j 1.75746e-09-0j -1.1569e-08-0j 1.0258e-08-0j -3.01987e-07-0j 3.97584e-06-0j -1.74481e-05-0j 6.53035e-06-0j -8.5976e-05-0j 0.000534626-0j -6.4407e-15-0j 2.59055e-13-0j -5.39266e-12-0j 5.79694e-11-0j -2.20318e-10-0j 1.36132e-09-0j -3.27221e-08-0j 3.04626e-07-0j -4.2739e-05-0j 0.000324867-0j 4.09906e-11-0j -7.63203e-10-0j 4.10209e-09-0j -2.31551e-06-0j -2.54589e-08-0j 1.23852e-13-0j -4.31413e-12-0j 7.33261e-11-0j -5.57364e-10-0j -2.06952e-08-0j 3.85325e-07-0j -2.07106e-06-0j 0.000410928-0j -7.88232e-10-0j 1.03776e-08-0j 2.22632e-05-0j 6.56334e-09-0j -4.98891e-08-0j 7.85958e-10-0j -2.3138e-08-0j 3.04626e-07-0j -1.33686e-06-0j -9.92768e-05-0j 0.00130704-0j 0.985627-0j -3.27463e-06-0j 2.4891e-05-0j 3.14849e-05-0j -0.00030941-0j 3.91945e-11-0j -9.42118e-10-0j 8.77064e-09-0j -3.50073e-06-0j 2.66096e-05-0j -9.42815e-08-0j 6.40991e-07-0j -6.23152e-10-0j 1.16025e-08-0j -6.23614e-08-0j 3.52012e-05-0j 6.70365e-07-0j 
2.33266e-14-0j -9.81451e-13-0j 2.19942e-11-0j -2.73072e-10-0j 1.60036e-09-0j -2.16937e-09-0j 1.04428e-12-0j 1.54022e-11-0j -4.09171e-10-0j 4.78522e-09-0j -1.97492e-08-0j -7.56598e-10-0j 3.38955e-09-0j -3.97294e-08-0j 8.51527e-08-0j -5.79694e-11-0j 1.41532e-07-0j 1.08442e-08-0j 2.93757e-10-0j 5.44052e-08-0j -1.16996e-06-0j 9.69673e-06-0j -1.69694e-05-0j 1.00046e-08-0j 1.18368e-05-0j -8.46144e-05-0j -4.58431e-06-0j 0.000210635-0j -2.48366e-07-0j -0.000147733-0j 0.000447796-0j -3.73359e-07-0j 6.98436e-05-0j 3.47829e-06-0j 3.40703e-09-0j -5.63492e-08-0j 2.84828e-07-0j 1.25999e-08-0j 4.6784e-07-0j -1.41808e-06-0j 1.18235e-09-0j -1.56398e-07-0j 0.000704555-0j 5.39833e-05-0j 2.92468e-06-0j 8.3494e-06-0j -9.84502e-09-0j 1.54255e-05-0j -0.000180805-0j 0.000387523-0j -2.63814e-07-0j 0.00111561-0j 8.54788e-05-0j 3.27463e-06-0j 0.958583-0j -0.00113029-0j -0.000711753-0j -6.10585e-05-0j 5.1194e-07-0j -3.65956e-06-0j -1.98271e-07-0j 1.28834e-05-0j -1.51912e-08-0j -0.000490446-0j 1.26492e-07-0j -4.86944e-06-0j 1.47598e-05-0j -1.23063e-08-0j 2.30211e-06-0j -3.0441e-05-0j 
4.0365e-19-0j 2.85544e-15-0j -2.06808e-13-0j 7.21415e-12-0j -1.41688e-10-0j 1.47538e-09-0j -5.49559e-09-0j 4.89206e-16-0j 2.55588e-12-0j -1.26455e-10-0j 2.63618e-09-0j -2.31547e-08-0j 2.59055e-13-0j 8.73644e-10-0j -2.31045e-08-0j 1.52313e-07-0j 5.46541e-11-0j 8.24289e-08-0j 2.2329e-09-0j 2.22311e-12-0j 1.02432e-08-0j -4.28321e-07-0j 6.91648e-06-0j -3.50742e-05-0j 1.35935e-09-0j 3.74307e-06-0j -6.99964e-05-0j 2.48366e-07-0j 0.000216266-0j -2.83586e-08-0j -6.04864e-05-0j 0.000653047-0j -4.63437e-06-0j 2.64391e-05-0j 1.85778e-13-0j 7.41312e-10-0j -2.53097e-08-0j 2.88993e-07-0j 8.98058e-11-0j 1.91548e-07-0j -2.06806e-06-0j 1.03776e-08-0j 2.72071e-07-0j 0.000410337-0j 2.2231e-05-0j 9.84502e-09-0j 8.57261e-06-0j 1.17894e-09-0j 3.97588e-06-0j -0.000105147-0j 0.000693163-0j 4.30806e-07-0j 0.000649739-0j 2.4891e-05-0j 0.00113029-0j 0.984209-0j 4.72274e-05-0j -0.000464116-0j 5.87917e-11-0j 1.61887e-07-0j -3.02733e-06-0j 1.51912e-08-0j 1.32278e-05-0j 3.25428e-05-0j 9.61487e-07-0j -9.34728e-10-0j -1.99369e-06-0j 2.15251e-05-0j -1.52754e-07-0j -0.000231388-0j 
-3.53492e-16-0j 1.81855e-14-0j -5.24323e-13-0j 9.12525e-12-0j -8.94172e-11-0j 3.70656e-10-0j 1.00406e-11-0j -3.21158e-13-0j 1.13859e-11-0j -2.00117e-10-0j 1.66245e-09-0j -3.60552e-09-0j -1.13269e-10-0j 2.21981e-09-0j -1.45491e-08-0j -5.57364e-10-0j -1.19138e-08-0j 5.16776e-08-0j 2.82441e-09-0j 5.6363e-12-0j -1.69903e-10-0j 2.35446e-09-0j -1.25999e-08-0j -4.18023e-10-0j 2.15119e-09-0j -3.09531e-08-0j 9.49377e-08-0j 1.56398e-07-0j 1.03776e-08-0j -1.78967e-08-0j 1.65885e-07-0j 7.78317e-09-0j -7.21638e-07-0j -4.83049e-08-0j 2.72937e-08-0j -6.78413e-07-0j 6.90246e-06-0j -1.7286e-05-0j 7.52535e-06-0j -6.97528e-05-0j -3.27273e-06-0j 0.000214565-0j -7.41993e-05-0j 0.000321847-0j 3.51808e-05-0j 0.000822813-0j 5.45966e-05-0j -5.15476e-07-0j 1.01022e-05-0j -6.62116e-05-0j -2.53652e-06-0j -9.39098e-05-0j 0.000407344-0j 3.14849e-05-0j 0.000711753-0j 4.72274e-05-0j 0.976466-0j -0.000587065-0j -2.14092e-08-0j 3.08053e-07-0j -9.44846e-07-0j -2.20124e-06-0j -1.4606e-07-0j 1.01568e-05-0j -0.000350129-0j 2.72071e-07-0j -2.52184e-06-0j -1.18322e-07-0j 1.09706e-05-0j 1.27193e-06-0j 
2.50518e-18-0j -1.54701e-16-0j 5.57781e-15-0j -1.29528e-13-0j 1.90659e-12-0j -1.58756e-11-0j 4.92645e-11-0j 3.03617e-15-0j -1.38471e-13-0j 3.41062e-12-0j -4.73318e-11-0j 3.11576e-10-0j 1.60778e-12-0j -4.73318e-11-0j 6.23152e-10-0j -2.73473e-09-0j 3.39201e-10-0j -4.46579e-09-0j 1.38581e-08-0j -5.99596e-14-0j 2.41167e-12-0j -5.0203e-11-0j 5.39666e-10-0j -2.05105e-09-0j -3.66631e-11-0j 8.8127e-10-0j -8.20418e-09-0j -6.69869e-09-0j 5.09178e-08-0j 3.81601e-10-0j -7.10503e-09-0j 3.81884e-08-0j 6.23614e-08-0j -2.3701e-07-0j 1.153e-12-0j -4.01624e-11-0j 6.82629e-10-0j -5.18878e-09-0j 5.57364e-10-0j -1.03776e-08-0j 5.57777e-08-0j 6.44065e-08-0j -7.33804e-09-0j 9.66098e-08-0j -5.99592e-07-0j 6.11014e-08-0j -4.64442e-07-0j 1.46549e-08-0j -4.31429e-07-0j 5.68003e-06-0j -2.4927e-05-0j 5.35518e-06-0j -7.05042e-05-0j 0.00030941-0j -6.10585e-05-0j 0.000464116-0j 0.000587065-0j 0.994235-0j 3.64881e-10-0j -8.77064e-09-0j 8.16502e-08-0j 9.42815e-08-0j -7.1665e-07-0j -8.77713e-07-0j 5.9673e-06-0j -5.80123e-09-0j 1.08013e-07-0j -5.80553e-07-0j -9.48039e-07-0j 6.24075e-06-0j 
-1.32999e-08-0j 2.60378e-07-0j -2.07114e-06-0j 5.04103e-06-0j 2.15935e-07-0j -9.21548e-11-0j 4.32055e-15-0j -2.5477e-06-0j 1.91411e-05-0j -2.11457e-05-0j 4.72109e-08-0j -7.86673e-12-0j -6.25726e-05-0j -5.36065e-06-0j 3.61728e-09-0j -2.39838e-13-0j -3.38335e-07-0j 1.12753e-10-0j 1.21537e-12-0j 2.22641e-05-0j -9.38589e-05-0j -5.68583e-06-0j 3.13266e-09-0j -1.79879e-13-0j 0.000227309-0j -8.79019e-07-0j 2.07141e-10-0j -3.88846e-08-0j 4.46555e-12-0j 4.32189e-05-0j -4.12434e-08-0j 3.34916e-12-0j -1.57451e-09-0j -2.0786e-11-0j -0.000159382-0j 0.000249005-0j -6.80886e-07-0j 1.31007e-10-0j 6.31253e-05-0j -6.02398e-08-0j 4.89176e-12-0j -1.62615e-09-0j 7.3193e-06-0j -2.43922e-09-0j -5.25849e-11-0j 3.54682e-07-0j -4.07321e-11-0j 0.000823806-0j 7.05762e-05-0j -4.76238e-08-0j 3.15762e-12-0j 7.71522e-06-0j -2.57116e-09-0j -3.91945e-11-0j 5.1194e-07-0j -5.87917e-11-0j 2.14092e-08-0j 3.64881e-10-0j 0.912688-0j -0.00352943-0j 8.31708e-07-0j -0.0002208-0j 2.53569e-08-0j -8.94059e-06-0j -2.11138e-07-0j -0.000657029-0j 6.26996e-07-0j -5.09151e-11-0j 2.39362e-08-0j 5.47321e-10-0j 
-1.33759e-12-0j -5.15449e-09-0j 1.73837e-07-0j -2.15633e-06-0j 8.3597e-06-0j 3.79958e-07-0j -7.1901e-11-0j -6.17588e-10-0j -1.34042e-06-0j 1.88166e-05-0j -3.78598e-05-0j 5.2207e-08-0j -7.74322e-08-0j -5.15455e-05-0j -5.95017e-06-0j 1.99277e-09-0j -7.8492e-07-0j -1.85853e-07-0j 2.92138e-11-0j 8.12084e-09-0j 1.33054e-05-0j -0.000109822-0j -7.7407e-06-0j 1.99421e-09-0j 8.79019e-07-0j 0.000233611-0j -6.85847e-07-0j -2.77963e-07-0j -1.22962e-08-0j -3.6277e-06-0j 3.37738e-05-0j -1.85248e-08-0j -2.26553e-08-0j -4.99633e-10-0j -9.74307e-08-0j -0.000110308-0j 0.000363488-0j -6.51594e-07-0j -5.2986e-06-0j 4.93298e-05-0j -2.70572e-08-0j -2.33983e-08-0j 1.69804e-05-0j 4.02061e-06-0j -1.26398e-09-0j 2.53542e-06-0j 1.12159e-07-0j 1.01944e-06-0j 0.000678629-0j 7.83377e-05-0j -2.6236e-08-0j 1.78989e-05-0j 4.2381e-06-0j -9.42118e-10-0j 3.65956e-06-0j 1.61887e-07-0j 3.08053e-07-0j 8.77064e-09-0j 0.00352943-0j 0.937992-0j -0.00275381-0j -0.00157837-0j -6.9822e-05-0j -0.000128644-0j -5.07513e-06-0j 5.51496e-05-0j -0.000513441-0j 2.81621e-07-0j 3.44414e-07-0j 1.3156e-08-0j 
-3.40382e-17-0j -4.02948e-13-0j -1.32505e-09-0j 6.97903e-08-0j -1.3717e-06-0j 9.49045e-06-0j 3.85961e-07-0j -3.09247e-14-0j -2.52285e-10-0j -5.05726e-07-0j 1.27144e-05-0j -5.53104e-05-0j -1.09068e-11-0j -4.91858e-08-0j -3.67678e-05-0j -4.26274e-06-0j -1.1472e-09-0j -1.14505e-06-0j 2.71966e-10-0j 5.42726e-13-0j 3.76465e-09-0j 5.9501e-06-0j -9.63643e-05-0j -6.41268e-06-0j 2.07141e-10-0j 6.85847e-07-0j 0.000239922-0j 1.50597e-08-0j -2.29942e-07-0j -1.72329e-09-0j -3.67562e-06-0j 1.96693e-05-0j -6.94873e-08-0j -4.65133e-09-0j -9.12903e-12-0j -5.22148e-08-0j -6.05914e-05-0j 0.000459218-0j -2.51703e-09-0j -5.36859e-06-0j 2.87288e-05-0j -7.17662e-08-0j 2.48177e-08-0j 2.47713e-05-0j -1.1767e-08-0j -1.37366e-07-0j 2.0974e-06-0j 1.43594e-10-0j 6.47561e-07-0j 0.00048407-0j 5.61216e-05-0j 2.61601e-08-0j 2.61112e-05-0j -8.77064e-09-0j -1.98271e-07-0j 3.02733e-06-0j 9.44846e-07-0j 8.16502e-08-0j 8.31708e-07-0j 0.00275381-0j 0.963333-0j 8.55141e-05-0j -0.00130569-0j -0.000394572-0j -4.72469e-05-0j 2.61981e-08-0j 5.58781e-05-0j -0.000299019-0j 1.05637e-06-0j 1.22475e-07-0j 
2.49372e-14-0j -1.04922e-12-0j 2.35127e-11-0j -2.91926e-10-0j 1.71085e-09-0j -2.31915e-09-0j 1.11639e-12-0j -2.83759e-09-0j 7.53823e-08-0j -8.81591e-07-0j 3.63844e-06-0j 1.3939e-07-0j -1.25255e-06-0j 1.46813e-05-0j -3.14667e-05-0j 2.14216e-08-0j -7.85268e-05-0j -6.01676e-06-0j -2.1742e-07-0j -2.52754e-10-0j 5.43537e-09-0j -4.50489e-08-0j 7.88361e-08-0j -4.64789e-11-0j 9.47681e-06-0j -6.77441e-05-0j -3.6703e-06-0j 0.000338257-0j -3.98849e-07-0j 3.42424e-07-0j -1.03793e-06-0j 8.6539e-10-0j 2.78986e-05-0j -5.3709e-09-0j 3.64226e-09-0j -6.02398e-08-0j 3.04494e-07-0j 1.34698e-08-0j -8.61912e-05-0j 0.000261255-0j -2.17826e-07-0j 5.77942e-05-0j -3.27321e-06-0j -2.50795e-07-0j 2.34156e-06-0j 8.92589e-06-0j -1.05248e-08-0j -4.77067e-08-0j 5.59176e-07-0j -1.19849e-06-0j 8.15898e-10-0j 0.000594595-0j 4.55582e-05-0j 3.50073e-06-0j 1.28834e-05-0j -1.51912e-08-0j 2.20124e-06-0j 9.42815e-08-0j -0.0002208-0j 0.00157837-0j 8.55141e-05-0j 0.95759-0j -0.00112912-0j -0.000919249-0j -5.4556e-05-0j -5.20565e-06-0j 1.57789e-05-0j -1.3156e-08-0j -0.000424123-0j 1.41422e-07-0j 
