-0.000227235+0.00479808j 0.0116762-0.000481476j 0.00984926+0.00112819j 0.00336397-0.00478353j -0.00384071-2.54065e-05j 0.0113169-0.000443153j 0.0060665-0.00592061j -0.0062193-0.0010037j 0.00417477-0.00229089j -0.00912403+0.000472649j 0.015331-0.0035325j 0.00420819+0.00138728j -0.0306275+0.00196721j -0.00594633-0.00469761j 0.00358422-0.00219365j 0.00847096-0.000374261j 0.00326428-0.00140021j 0.00704569-0.0012032j -0.0135275-0.00136947j 0.0016055-0.00156227j 0.00352088+0.000202165j -0.0116527+0.00187359j -0.0131829+0.00325407j -0.0175632-0.000859033j -0.00192715-0.000924796j 0.0105365-0.00147683j -0.00810555+0.000619547j 0.0115933-0.000675334j 0.00184346+0.00168872j 0.000198599-0.00158554j 0.000210005-0.00132009j -0.00361344-0.00198627j 0.00286451+0.00160979j -0.0113758+3.17415e-05j 0.00709057-0.00106058j -0.00466482-0.000690831j -0.00357297-0.00204312j -0.000848722-0.000150981j -0.00297083-0.00136406j 0.000616843-0.000482912j 0.00676796-0.000405001j -0.00552577+0.000675651j -0.00440765+0.00104928j 0.00602563-0.000375759j 0.00419364-0.000362756j 0.00237172-0.00242728j 0.00370048-0.000106738j 0.0154654+0.000459663j 0.000416353+0.000958652j 0.00700714-0.0012344j 0.00636244+0.000945045j -0.00473062+0.00301111j -0.00230131-0.00115675j 0.00552565+0.000729593j 0.00408702+0.000676049j -0.00904081+0.00254206j -0.00904558-0.000821111j -0.00443643+0.000859804j 0.00332637+0.00169364j 0.00113581-0.000460254j 0.0118969-0.00121863j -0.00407833-0.00143767j -0.00108144-0.00192868j -0.00965469+0.00239751j -0.0053597-0.00247108j -0.00497171+3.61777e-05j -0.00727743-0.00198942j -0.00618338+0.00563183j 0.00717708+0.00158358j 0.000269732+0.00290039j 0.00391409+0.000802976j 0.00322628-0.00313018j -0.00276782-0.00266638j 0.00216092+0.00315478j 0.0139813-0.00383799j 0.0206808-0.00314296j -0.00117666-0.00316399j 0.0114812+0.00242863j -0.00439647-0.00732318j -0.0203942+0.00040885j 0.0191588-0.00189931j -0.00185675+0.00163281j 0.00337372-0.00980323j 0.0149634-0.00434494j -0.076734-0.00363205j -0.0633255+0.0230767j 0.0394355-0.00576729j 0.0194378+0.000658151j -0.00123259-0.00634262j 0.0219477-0.00668189j 0.00680532-0.000474865j -0.0118067+0.00257986j 0.0117177-0.000506559j -0.0165973+0.00181291j -0.0241869+0.00358275j -0.0153286-0.00179279j 0.255976-0.0146705j -0.895284-0.00478394j 
-0.00352383+0.000619338j -0.00117503+0.000535104j 0.00255344-0.000870307j -0.000205383-0.000159283j 0.00225901-0.000577541j 0.000433616-0.000854975j 0.00958374+0.000315731j 0.00694558-0.00127885j 0.0298304-7.89125e-05j -0.00613647-5.84542e-05j -0.00499798+0.000927814j -0.00493834-0.00101346j -0.0339983-9.9989e-05j 0.0266041-0.00104215j -0.00525929-0.0023829j 0.0190942-5.52629e-05j 0.0310338-0.00274697j 0.0831372-0.000883912j -0.0520318-0.0012755j -0.00591203+0.000367487j -0.0146702-0.000574107j -0.0287443-0.000658294j 0.01251+0.00215286j 0.00520688-0.000382628j -0.0567392+0.000574392j -0.0532379-0.00104596j 0.075895+0.000138941j 0.0433695-0.000809685j 0.189132-0.00368931j 0.0543203+0.00166884j 0.0700122+0.000483971j 0.125006-0.00332287j 0.0888748-0.00347891j -0.0583414+0.000121745j 0.0126059+0.00164151j 0.00965161-0.000501004j 0.156097-0.00157316j -0.0208195-0.000357395j 0.18486-0.00441236j 0.0939973-0.00127607j -0.0577471-0.00329773j 0.230809-0.00231749j 0.245968+0.00163975j 0.261571-0.00125571j -0.447262-0.00228998j 0.242248+0.00176186j -0.104862-0.000806575j -0.012961+0.00601394j -0.340137-0.000809618j 0.293586+0.00122008j 0.0773793-0.00368696j -0.0291569-0.00248342j 0.0490827-0.00116363j 0.0993808+0.00380742j -0.199776+0.00131593j -0.0666739-3.61765e-05j 0.0879523+0.000138706j 0.0919743+0.00344033j -0.0775963-0.00519501j 0.0114307-0.00294643j -0.0534167-0.00194899j 0.0781192+0.00290779j -0.0368488-0.00238439j -0.0192685+0.00161161j 0.00388021+0.00302051j -0.0812035-0.000908939j -0.100948+0.00137922j 0.00921058+0.00108415j 0.0438503+0.000384804j 0.100904-0.00091758j -0.0531018-0.0018091j 0.0260304+0.000239073j 0.0135458-0.00148896j 0.0284076+0.00257773j -0.0351326-0.000303414j 0.00150415-0.0006645j 6.8265e-05+0.00150748j 0.0143379-0.000402898j -0.0399738-0.00182337j -0.00173285-0.000797613j -0.0265937-9.32227e-05j -0.0310968-0.000882574j -0.0258077-0.00182757j 0.00436026+0.000789525j -0.00419083-0.000213443j 0.0163904-0.00108353j -0.00643424-0.00181564j 0.00327562-0.00159039j -0.000162205+0.000609539j -0.0156529-0.0011817j -0.00075338+0.00130306j 5.8339e-05-0.000346506j 0.00719815+0.00175969j 0.000336227-0.000284142j 0.0039834+0.00035931j 0.000923085+0.000129609j 7.53494e-05-0.000264303j -0.00121464-0.000412318j 
0.000563171+0.00040333j 0.00424114-0.000567572j -0.00451292+0.00158169j 0.00100686+0.00161159j 0.00298145-0.00170397j -4.55475e-06-0.000565699j -0.0102251-3.14669e-05j -0.000425458+4.33197e-05j -0.0250354+0.00196728j -0.0152469-0.000411417j 0.0226922-0.00144559j -0.00583191+0.00160904j -0.0128284+0.000619628j -0.0455529-0.00165503j -0.0396824+0.000819024j -0.00377269+0.00127821j -0.0269011+0.00153774j -0.0411165-0.00145118j 0.0509749+0.000885736j 0.0345266+0.00035943j -0.0959887+0.00368728j -0.0407849+0.00175369j 0.0342545-0.00124133j 0.0308285-0.00643194j 0.146442-0.000440233j -0.0830041+0.00266277j 0.0095199+0.00348319j -0.0747496-0.00123809j -0.0792995+0.00334273j -0.118978-0.00113597j -0.0276148+0.000930301j -0.178478+0.00118705j 0.126889-0.00579737j -0.0654793+0.00196295j 0.376953-0.00301078j 0.144755-0.00187004j -0.131169-0.000498747j -0.0369071+0.00483777j -0.171581-0.000275158j 0.149631+0.00273092j 0.120113-0.00409362j 0.42319+0.000643147j 0.0192259+0.00279967j -0.118892+0.00323345j -0.0167886-0.0017915j 0.13807-0.00196855j -0.248556-0.00231813j 0.244091+0.00144451j -0.109756-0.00227241j -0.0930948-0.00237367j 0.0944284-0.00422587j 0.170729+0.00226955j 0.199548+0.00224369j -0.272819-0.00524824j 0.111186+0.00223058j 0.0507446+0.00276424j -0.0374233-0.00150483j -0.00276003+0.00212601j 0.0549995+0.000512432j 0.0402501-0.000774364j 0.0856217+0.00104812j -0.0634426-0.00414578j -0.0495246-0.000926872j -0.047783+0.00142481j -0.0359633+0.000739572j 0.0323359-0.00122334j -0.0485822+0.000671102j -0.0615623-0.00268729j 0.0198947-0.000659379j -0.0653464+0.00145106j 0.0555875+0.00114597j -0.0130823-0.000238523j 0.103904+0.000433936j -0.0449505-0.00263777j -0.0335378+0.000547016j -0.0418411-0.00146716j -0.014408+0.00121269j 0.0023846-0.00312147j 0.0357497-0.000147159j 0.0149232-0.000599682j 0.0275356+0.00304045j -0.0107699+0.000892311j -0.00222266+0.00124797j 0.0161303-0.00115355j 0.00165225-0.000582106j -0.0183707+0.000159916j -0.00380799+0.000794824j -0.00388057+0.000970814j 0.00453367+0.00018635j 0.011503+0.0010537j -0.00869501-0.00153539j -0.00741176-0.000418382j -0.00515539+0.000788187j -0.00425964+5.66364e-05j 0.00434687+0.00141191j -0.000481131-0.00181605j 0.000524395-0.000143634j 0.00255676+0.000305334j 
-0.00096619+1.57755e-06j -0.00172806-0.000491774j 0.00284135-0.00251589j -0.000565604-0.000175011j -0.00636777+0.000877857j 0.00672599-0.00102917j 0.00624259+0.000188977j -0.00681374+0.00155922j 0.00175005+0.000418464j 0.0185922-0.00107283j 0.00875767-0.00158389j 0.0285575-0.00022285j -0.00734633+0.00129901j 0.0509422-0.000371515j 0.00364931-0.00123884j -0.0580624-0.00186002j 0.0530277-0.00251982j 0.0211162-0.00343906j -0.0309648+0.00144971j 0.0574232-2.03612e-06j -0.0582157+0.000423376j 0.0955494-0.00247735j -0.105909-0.00118479j -0.240173+0.00455031j 0.0761634-0.00202187j 0.231182-0.00105071j 0.0583087+0.000913629j 0.0182988-0.00163165j 0.168375+0.000308318j -0.208563+0.00167323j 0.135972-0.00485756j 0.168152+0.00134321j -0.0744319-0.000330531j -0.203026-0.00226273j 0.222064+0.000846488j 0.167613-0.002645j -0.0736718-0.000947144j -0.0661282+0.00236395j 0.11453-0.00312624j 0.113695-0.00134192j 0.19411-0.000259812j -0.161251-0.00221943j -0.316053+0.0015666j 0.219857-0.000854661j -0.0285144-0.00119846j 0.31975+0.00468159j 0.131161-2.14122e-05j 0.128276-0.00211163j 0.202624+0.00169367j -0.061163+0.00218574j -0.0901626-0.00369432j -0.027544+0.00143964j -0.0338667+0.00180915j -0.0445289-0.00417513j 0.0165783-0.00105896j -0.0421142+0.00179653j -0.107571-0.00316762j 0.00440445-0.000847221j -0.122107-0.00227268j 0.00799855+0.000705245j -0.142878-0.00301583j 0.130098+0.00282165j -0.0440384+0.0034212j -0.0177563-0.0014403j -0.0288969-0.00153998j 0.0334753-0.000713132j 0.00476994+0.000745722j -5.9864e-06+0.000518692j -0.0820678-0.00126963j 0.0268188+0.00140384j -0.0343179+0.000555374j -0.0421421-0.000391383j 0.0120466-0.000546612j 0.094694+0.000746132j -0.0687574-0.00201721j -0.0424691+0.000309267j 0.0416436+0.000617965j -0.015303+0.00097002j 0.0253923+0.00153489j 0.00928629+0.00128436j -0.0134316-0.00108307j -0.0105452-0.000584789j -0.00794307+0.0016431j -0.0135769-0.00193778j 0.0782049+0.00219489j 0.0646067-0.0022368j -0.0321513+0.00066411j -0.0242724+0.000124201j 0.000685186+0.000111521j -0.0187276-0.000156148j 0.000917042+0.00122514j 0.00212233-0.000346538j -6.33413e-05+0.000665348j -0.00151306-0.000615878j 0.00186046+0.000109678j -0.00249991+0.000653363j 0.00419031+0.00170097j -0.00577132-0.000853057j 
0.00617608-0.00150414j -0.00140535-0.000299927j -0.00378255+0.00144657j 0.00253269-0.000125333j -0.00332151-0.000191142j 0.00794223+0.000833341j -0.0065-0.00044585j -0.00308387+0.000403442j -0.030633-0.0004397j 0.0136911+0.00295139j -0.00419263-0.000735262j 0.0391988-0.000315317j 0.108021-0.000466068j -0.0254667+0.00171071j -0.00586251-0.000261336j -0.0210353+0.00361232j -0.0242115+0.0027087j -0.0715129+0.00425219j 0.0939398-0.00254003j 0.0579394-0.000896333j 0.0527808-0.00163317j -0.0821637-0.00111749j -0.0466564-0.00421486j 0.0587256-0.000525502j -0.0301034+0.000704422j -0.0450653-0.00315323j 0.145755+0.00112263j 0.189473-0.00141922j 0.0427907+0.00115169j -0.00854562-0.00314394j -0.338879+0.00589583j -0.0456214-0.000835034j 0.0482414+0.0019603j -0.179909+0.000645519j -0.200239-0.00154402j 0.227599-0.00202195j -0.503885-0.0018739j 0.111257-4.44039e-05j -0.0722716-0.0055129j 0.0259842+0.000758292j 0.126131-0.00139674j -0.062921+0.00103074j 0.169457-6.11921e-05j 0.34509-0.00204824j 0.0189992+0.000688044j -0.0303737-0.00156664j 0.0148212+0.000431113j 0.0489068+0.00290899j 0.0221718+0.00121348j 0.00228952+0.00355347j 0.204644+0.000222501j -0.00226254-0.00194407j -0.0802827-0.000240547j 0.175482+0.0034295j 0.0817675+0.00163296j -0.0295664+0.00127456j 0.146327+0.00245897j -0.00715137+0.00358484j 0.0246444-0.00237682j -0.0665332-0.00231579j 0.0782894+0.00141052j 0.0260745+0.00241389j -0.0659007+0.000470848j 0.00478073+0.00206839j 0.0520094+0.00306313j 0.0253907+0.00277771j -0.000693463-0.00144852j -0.037195+0.000396518j 0.00256149-0.00147223j -0.0866013-0.00346358j 0.0277935-0.000111132j -0.0179352-0.00178429j 0.0483826+0.0013887j -0.00415653+0.00243645j -0.0104129+0.000535894j -0.0162389-1.72427e-05j 0.00930773+0.000575273j -0.0292763-0.0018707j 0.0411893+0.00156037j 0.0118168-0.00264996j 0.0141666+0.00294601j -0.000733137+0.0017225j -0.00474091+0.000321365j 0.019136+0.00262214j 0.0169217-0.000849207j -0.0341067-0.00171003j -0.00761151-0.0023193j -0.0148819-0.00112413j 0.0120531-0.00104466j 0.00887342+0.000927945j 0.00237862+0.000805566j -0.00686758-0.000586252j -0.000381114-0.000581421j -0.00397776-0.000764627j 0.00276649+0.00027725j -0.00227993-0.00133706j 0.00145553+9.85315e-05j 0.00305468+0.000987724j 
0.001397-0.00130033j -0.00415706+0.000445526j 0.00185066-0.001521j -0.00279511+0.000391686j -0.0024136+0.000522889j 0.00145709+0.00144617j -0.00480091+0.000249352j -0.00432664+0.000802157j 0.00119562-0.00112998j 0.0320749+0.00204539j -0.0202405-0.0013177j 0.0218163-0.00204994j 0.0600403-0.00140319j 0.06359+0.00117498j -0.0050324+0.001378j -0.0252923-0.00110358j 0.000517959-0.00164813j -0.0183687-0.00244093j 0.0727079-0.00138827j 0.0286312+0.0025411j 0.0244841-0.00238223j 0.0800159-0.00277603j -0.0272857-0.000642362j -0.230989+0.00206549j -0.103421-0.000759291j 0.150237+0.000541688j 0.105339-0.0032866j 0.263701-0.0018417j 0.059776-0.00137555j -0.224713+0.00299587j -0.185736+0.00251978j -0.445184+0.00194654j 0.00134252-0.00397801j -0.0506032-0.00440314j 0.112125+0.000913827j -0.411626-0.00237701j 0.248501-0.0013411j 0.180041+0.000178168j -0.00333491+0.0025822j -0.0134018-0.000278878j -0.0210942-0.00287272j 0.113717-0.00271705j 0.0797103+0.0021528j -0.0737501-0.00123076j -0.10546-0.00138921j 0.0437385+0.000753031j 0.048251+7.30267e-05j -0.0329141+0.00127344j 0.155184-0.000310636j -0.0716436-0.00534934j 0.201881+0.0057797j 0.10801-0.000889488j -0.078116+0.00279177j 0.105557+0.00108222j 0.0378174+0.00142021j -0.0946636-0.00394542j 0.060883-0.000203655j -0.0295965-0.00126113j 0.0243111+0.000870359j -0.0229205-0.00134387j -0.113098-0.00087866j 0.111073+0.00418418j 0.0414641+0.000316289j -0.0550628-0.0028774j 0.0219972-0.00234858j 0.0547495-0.00156281j -1.17344e-05-0.00079282j -0.00554792+5.7864e-05j -0.0523048+0.00199467j -0.0551994-0.00218633j -0.0189323-0.000367651j -0.00296889+0.00117929j 0.00193311+0.001886j 0.0416705+9.03855e-06j 0.00341376-0.000350971j 0.0271389+0.00293181j 0.00186358-0.00106524j -0.0134798+0.00229408j 0.0131146-0.000516142j 0.00888648-0.000117086j -0.0193973-0.00245299j 0.00913573-0.00116949j 0.0400674+0.000332209j -0.000545756+0.000751822j 0.0432496-0.00138362j -0.00788584-0.000973668j -0.00318022+4.53407e-05j -0.0200717-0.000605589j 0.012308+0.000390849j -0.00435751-0.000256963j 0.00666198+0.000628232j -0.00144088-0.000256731j -0.00194159-0.00107991j -0.00395846-0.000849752j -0.00458843-0.000660126j 0.00104704+0.00150583j 0.00360546+0.00073926j -0.000425548+0.00092759j 
-0.00330189+0.000232649j 0.00122789+0.000246276j 0.00368897-0.00123697j -0.000843197+0.00208244j 0.00670263-0.00179143j -0.0124031+0.00193624j -0.00470412+0.00167623j 0.00596225-0.00164914j 0.0312251-0.00305801j -0.00190567-0.00174415j -0.000170174-0.00296871j -0.0149593+0.00106421j -0.0716656-0.000159175j -0.010876+0.000357531j -0.0708938+0.00386709j 0.0512846-0.00369551j 0.035583-0.00380553j 0.0632851-0.00257539j 0.138799+0.00130021j -0.00280043+0.00432364j 0.0695224+0.00106336j 0.138869-0.00173973j 0.47812-0.0064877j -0.377798-0.00301254j -0.0365653-0.000549552j -0.189853+0.00663065j 0.274684+0.00295798j 0.169963+0.000281192j -0.211553+0.00121754j 0.175619+2.06617e-05j 0.149033-0.00102187j 0.193578+0.00295206j 0.0635342+0.00136196j -0.1614-0.00250676j -0.0723672+7.22983e-05j -0.087612-3.59154e-05j -0.0667674+0.00188424j 0.00904255+0.00026462j -0.0520218-0.0021472j 0.127931+0.00205811j 0.171271+0.00201803j -0.0519871+0.00408426j 0.0499846-0.00289708j -0.136729-0.0037745j 0.021859+0.00262483j -0.078422-0.00552312j -0.00533384+0.00108984j 0.0278081+0.000509277j 0.0939814+0.000230466j 0.107352+0.00545842j 0.0503862-0.000660123j -0.0991664-0.00465707j 0.0820391+0.005473j -0.114799+0.00207118j 0.0111809+0.00177581j -0.00178924-0.000382979j 0.0638533+0.00173217j -0.0108886+0.0013424j -0.0222842-0.00108973j -0.0173061-0.000883756j -0.0216063+0.00159445j 0.101803+0.000304493j 0.0850962+0.00237442j -0.0401845-0.0020216j -0.0947093-0.000803468j 0.0631522-0.00288468j -0.0775658-0.00161475j 0.0407395+0.00188677j 0.00107811+0.00428273j -0.00478657+0.000680967j 0.0287112+0.000789901j 0.00608934+0.00166845j 0.0229621+0.000769377j 0.024708-0.00191367j -0.0282502-7.63311e-05j 0.0141206+0.000178583j -0.036967-0.000678369j 0.0479724+0.00194734j -0.0217559-0.00323594j 0.00234234-0.000840811j -0.0168361-0.00058157j -0.0176973-0.00195452j 0.0251433-0.00141757j 0.0093283+0.000186629j 0.0205615-0.00197645j -0.031527-0.0018305j 0.00505918-0.00083427j 0.00470797+0.00138995j 0.00244874-0.000247917j -0.0065529-0.00202973j 0.00508034-0.000689512j -0.00291189+0.000317775j -0.0012699-0.000303618j -0.00698831-0.000241329j -0.00224275+0.000294224j 0.00621141+0.00136562j 0.00242491-0.000339657j 0.00220483+0.00110234j 
-0.00184304+0.000503776j -0.000335398+0.000226415j -0.00102969-0.00158184j -0.00873885+0.000283537j -0.000641749-0.000828238j 0.0164394-0.00384839j 0.00867482-0.00136818j -0.000993295-0.00181747j -0.00772287-0.000836683j -0.00291189+0.000183612j 0.0114849-0.00108578j 0.00869155+0.000269217j 0.0101363-0.001397j 0.0610008-0.00323278j -0.0378733-0.00334847j -0.189486+0.00132665j -0.0866886-0.00252468j 0.0465187+0.00152422j -0.127523+0.00205724j 0.268198-0.00485102j -0.256855-0.00302877j -0.36741+0.00143722j -0.166027+0.000749378j -0.336752+0.00453596j -0.239806+0.00684528j 0.00439239+0.000389032j 0.115483+0.000760218j -0.232513-0.00233202j -0.284998-0.00385728j 0.113636-0.000125635j 0.110811+0.00196304j -0.139601+0.00126449j 0.126146+0.000886637j 0.0106091-0.00357085j -0.0636491-0.000146922j 0.0629795-0.000876616j 0.0616461-0.000111799j -0.0523539-0.00107717j -0.022798+9.30312e-05j -0.0960198-0.00196149j 0.193313+0.00208433j -0.0949215+0.00322977j 0.0556528-0.000132517j 0.0777161-0.000648413j -0.0381164+0.000400435j -0.067121-0.00287095j -0.108207-0.000320512j -0.125405-0.00190296j -0.0485331-0.0022376j -0.00572614+0.00115529j -0.052484+0.000655727j 0.156567+0.0033355j -0.153443-0.00817634j -0.0453712+0.0031905j -0.0343927+0.00219846j -0.0490043-0.00396438j 0.0309152+0.00132622j 2.01833e-06+0.000114066j 0.0410644-0.00083602j 0.0532241-0.00107454j -0.0380132-0.00610613j -0.0564194-0.000354588j -0.0371597-0.00038991j 0.0240796-0.000179549j 0.0076226+0.00208647j 0.0334333+0.000775322j -0.00831991+0.00111389j -0.0665536-0.00136154j -0.0367528-0.00527835j 0.0161512+0.00259669j -0.00521547-0.0014437j -0.025036-0.00090563j 0.0309875+0.0010988j 0.0250479+0.00380468j -0.0120831+0.000363148j -0.0228518+0.00101673j 0.0246581+0.000860984j -0.0514998-0.00220083j 0.0353343+0.00195123j 0.0301038+0.000756402j 0.0134596-0.000918572j -0.00027478-0.00144254j -0.0061738+0.000786186j -0.00392871+0.00063969j 0.0213322+0.00111275j 0.0307902+4.0019e-05j -0.00807895-5.01805e-05j -0.0102973-0.00177833j -0.0088315+0.000213925j -0.004694-0.00137514j -0.00599094+0.00189246j -0.0076811-0.00112902j 6.76682e-05+0.00249546j -0.00083562-0.00168846j 0.00314222+0.000812072j -0.00555465-0.000877465j 0.000880748+0.000634591j -0.00260495-0.000795903j 
0.000122828-2.58869e-05j 0.00237789-1.96764e-05j 6.22156e-06-0.000183028j -0.00874833+0.000563466j -0.00194408+0.000324423j -0.00342144+0.00145265j -0.0112374+0.000197075j 0.0071298-0.00187126j -0.0287269-0.00127447j -0.0212994+0.000125127j -0.0335636-0.000212763j 0.00314242-0.00191889j 0.00821905+0.00043416j -0.0290251-0.00157632j -0.0317371-0.00196583j -0.134683-0.00140685j -0.204009+0.000454409j -0.175634-0.000412409j 0.101366-0.00134654j -0.0879724+0.00237382j 0.0888521+0.000244961j -0.334799-0.00111746j 0.450186-0.00106922j 0.038569+0.00206077j -0.0604819+0.00069596j 0.348741-0.00126087j -0.190687-0.00045716j -0.0871637-0.00157332j 0.257189-0.00468934j -0.228521-0.00117034j 0.242568-0.0012373j -0.0501237+0.00218891j 0.184536-0.00126983j 0.0452563+0.00362311j -0.118288-0.0021666j -0.121193-0.00565144j -0.142575-0.00512181j -0.163229-0.00329178j 0.0615739+0.000803364j -0.00438541+0.000191863j 0.00472115-0.00253887j -0.0471989-0.00113031j 0.0143298-0.00343074j 0.0469486-0.000322301j -0.0596796-0.00605673j -0.0425141+0.0028793j -0.0165144-1.0596e-05j 0.0324767+0.00263902j 0.0338898+0.0019939j 0.0827692+0.000924272j 0.0117625+0.00145008j 0.032959+0.000849544j -0.0046946-0.000166807j -0.0522392-0.000839398j 0.0179026-0.000524766j 0.0502384+8.05369e-05j 0.0533181+0.000911879j -0.0115252-0.000612728j 0.0135182-0.00035282j -0.0232994+0.00026281j 0.0634632-0.000789636j -0.00162342+0.00252038j 0.0118734+0.00149486j 0.010637-0.00173616j 0.0269472-2.57996e-05j 0.0338887+0.000342177j 0.0140505-0.00202338j -0.0190676-0.000313442j -0.0388829-0.000687158j -0.0574064-0.00157202j 0.0435422-4.45523e-05j -0.0109687+0.000511146j 0.00724357+0.000227607j -0.00517608+0.0019454j 0.0280276-0.000112469j -0.00626614+0.000664014j 0.0176491-0.000111467j -0.045769-0.000670147j 0.026707-0.00205278j -0.00642002-0.00030443j 0.0265572-0.00173065j 0.0248715+0.000224188j 0.0224033-0.000178537j 0.0169772+0.000826246j -0.00497483-0.000691909j -0.0421441+5.03299e-05j 0.00252488-2.10104e-05j 0.0017206+0.000659356j -0.00230782-0.000575667j 0.0202859-0.000798953j 0.00298069+0.000632832j -0.00431146+0.000833851j -0.0013638-0.00063928j 0.000757708-0.000121598j -0.00375095-0.000510258j -0.00403873-0.000546901j -0.0011011-0.000246243j 0.00346605+0.000579066j 
0.00546861-0.001274j 0.00185915-0.00197014j 0.00301127+0.00118648j 0.0102664+0.000602614j 0.00077475-0.000882804j 0.006701-0.000721247j 0.000755332+0.0018265j -0.0182701+0.00059865j 0.00460667-0.000172389j 0.0241236+0.003597j 0.0940824-0.00145829j 0.0978708+0.000417883j 0.0602679-0.000927684j -0.116855+0.00206945j -0.0461169+0.00645368j 0.196625-0.000539345j 0.142109+0.0031072j 0.327848+0.00107188j 0.0884662+0.00316428j -0.2408+0.00148662j -0.420087+0.00481199j -0.386083+0.00431614j 0.0175444+0.00190269j 0.0897497-0.00443357j 0.133864-0.00150001j 0.273634+0.0043824j 0.0169348-0.00248114j 0.256909-0.0018376j -0.0700951-0.00264809j 0.0537284+0.00182613j -0.0180397+0.00345669j 0.0429285+0.00459229j -0.103321-0.00140817j -0.0159159+0.00109242j -0.0335501-0.00105517j -0.0573502-0.00093958j 0.0147208+4.742e-05j 0.0679647+0.000451826j -0.144939-0.00547062j 0.176933+0.00197533j -0.0313459-0.00314698j -0.140323-0.000366122j -0.0450804-0.00316714j -0.0111216+0.00376866j -0.040755-0.00351257j 0.00249193+0.00109488j 0.00204996-0.000490819j -0.088618-0.00223336j 0.00055611-0.0038012j -0.0372366-0.0058389j 0.0138363+0.00425887j 0.036686+0.00489141j 0.1741+0.00477947j -0.0410921+0.00133394j -0.0719006-0.00138304j -0.00973463-0.000831737j 0.0112524+0.00149407j 0.0358844+0.000271895j 0.0182909+0.00267459j 0.0550549+0.00236133j 0.0362708+0.00374435j 0.00464543-0.00152014j 0.0277405-0.00227055j 0.0135939+0.000261544j -0.00878459+0.00280652j -0.0202882-0.00132623j 0.0105136+0.00152282j 0.0139031-0.00194793j 0.064853+0.00199893j 0.026254-0.00152677j -0.00551699-0.0014207j 0.00129713+0.000604875j -0.015046+0.00232264j -0.0613874-0.0065355j -0.0466082+0.00139742j -0.0106665-0.000785138j -0.038463-0.00147679j 0.0195806-0.00261512j -0.0102979+0.000858195j 0.022115+0.000498263j -0.0244618+0.000192744j -0.00669831+0.00164033j -0.0174394+0.00111351j -0.0167987+0.000449817j 0.0337897-0.00102174j 0.0291377-0.00178543j -0.0192455-0.000502435j -0.00830492-0.000690295j 0.00780266+0.00142715j -0.0219509+0.00171439j -0.0125948-0.00247869j 0.00283059-0.000185337j -0.00779781-0.000870692j 0.00210696+0.00151716j 0.00271975+0.000336567j 0.0041156-0.000718942j 0.00386423+0.0015275j -0.00342992+8.5047e-05j 
0.00206329-0.000662642j 0.00268256-0.000912089j -0.000297884+0.000402323j -0.00377071-0.000224733j -0.0131815+0.00386511j -0.00696353+0.00246262j -0.0232112+0.00474254j -0.00175229-0.00187418j -0.02706+5.73946e-05j -0.0196902-0.000546283j -0.0131367-0.00161439j 0.0518865-0.000248119j -0.00760418+0.0033882j -0.0411874-0.000220918j -0.132476+0.00476966j -0.0728986+0.00247792j -0.0248731-0.00163073j -0.403945+0.005953j -0.0112748-0.00122786j -0.538107+0.00198785j -0.1634-0.00181265j 0.00352547+0.0010721j -0.275839-0.0014036j -0.195739+0.00548924j -0.291653-0.00603616j -0.202273+0.00172475j -0.0255313+0.00422384j 0.146707+0.000215027j 0.0857818+0.00139213j 0.101311+0.000198785j 0.0557177+0.00226312j 0.0220428-0.000526249j -0.044357+0.00048464j -0.0656168-0.00362223j -0.0297217-0.000646123j -0.00148737+0.00571965j 0.00511816+0.00599286j -0.250247-0.00711673j -0.0317571+0.000848882j 0.0745986-0.000479806j -0.0414541-2.92728e-05j 0.0489996+0.000709117j -0.15062-0.00574288j -0.00305946-0.000279916j -0.0765508-0.00361063j -0.0613004-0.00525757j -0.0358588-0.00120436j 0.00774298+0.000269636j 0.00284227+0.0021966j 0.00936429+0.000632365j 0.064756+0.00614341j 0.00802457-0.000906396j 0.0599356+0.000414298j 0.00413551-0.00105231j 0.0398823+0.0016035j 0.0385103+0.00274306j -0.0162836+0.00137748j -0.00381797-0.00226444j 0.00667658+0.000788924j -0.00427539-0.00258518j 0.0361337+0.0020569j -0.000723797+0.000355058j -0.00760986+0.0035712j -9.19728e-05-0.00230061j 0.0479539-0.000316197j -0.000980868+0.00270316j 0.0590721+0.00196505j 0.0115649+0.00147511j -0.0239533-0.00139698j -0.00836601-0.00414975j 0.0214994+0.00234528j 0.0174004+0.00323698j -0.0123605+0.00262378j -0.0518401+0.00057496j 0.0375357+0.00244949j -0.00486467+0.00120609j 0.00558957+9.45435e-05j -0.0289178+4.01783e-05j 0.0140246-0.00104061j -0.00616595-0.00114249j -0.0039662-0.000992092j 0.0210246+0.000580946j 0.0137379+0.00105788j -0.00468296+0.00123943j 0.0183711-2.87708e-05j -0.0221813-0.000783938j -0.0108914-0.00060327j -0.0093206+0.00217236j 0.0158849+0.000644123j 0.0114064+0.00168271j -6.18674e-05+0.00108996j -0.000688745+0.00184583j -0.0022479-0.00233366j 0.0063397+0.000836576j -0.00462596-0.00106534j -0.00375091-0.000421928j 0.00243723+0.00102526j 0.00122961+0.000791153j 
