0.104335-0.0894107j -0.0116965+0.0392344j -0.06594-0.0210314j -0.134789-0.0399016j 0.0271368-0.0315508j 0.00433342+0.0044201j 0.0969063+0.0886016j 0.0737213+0.0498501j 0.00195596+0.0465973j -0.0011443-0.0428222j -0.0449066-0.024047j -0.0240234-0.0775375j -0.0276918-0.0594963j -0.0225519-0.0386523j -0.0244705-0.0389545j 0.00680888-0.00467045j -0.0207994-0.030188j -0.0108782-0.0320765j -0.00630916+0.0192787j -0.0289309-0.043266j -0.0118105+0.0414733j -0.0330507+0.0316507j -0.00508181-0.0301883j 0.0259128-0.0263761j 0.00520781-0.0128492j 0.00104974+0.0231177j -0.00760775-0.00259995j 0.0108259-0.0489508j -0.00583364-0.0176152j 0.0151337+0.065511j 0.0185549-0.00843326j 0.0169727+0.0374206j -0.0300035-0.0117232j 0.0128067-0.0115014j 0.0272739-0.0509481j 0.00785592-0.0644228j 0.0469902-0.0023519j 0.0142748-0.0444349j -0.0327634+0.0073172j -0.00579462+0.0130719j -0.00767843+0.0225895j 0.0266168-0.0686211j 0.0408141+0.0245235j 0.0124724-0.0154552j 0.0643227-0.0350008j 0.0761407-0.0588319j 0.0136999+0.00847571j -0.0197926+0.0253998j 0.023134-0.0223903j 0.00711815-0.00745582j -0.0197364+0.0135519j 0.0301939-0.0302576j -0.0147892-0.0274712j -0.0121368-0.0211126j -0.0359191-0.0195413j -0.0380432-0.00890014j -0.0104869+0.0237025j -0.0385176+0.0787532j -0.0227379+0.0995552j 0.0403481-0.0234237j -0.00202801+0.0360059j 0.0165546-0.0464876j 0.0363864-0.0671932j 0.0585958-0.00752744j -0.0551647-0.0694752j 0.0989197+0.0846458j 0.26252-0.145945j -0.125812-0.223047j -0.0547071+0.0714698j 0.110393+0.0349645j -0.129045-0.00491987j 0.022816-0.160241j 0.0423334-0.0718408j 0.112429+0.0909565j -0.051979+0.0802395j 0.0710293+0.00420091j -0.184842+0.223617j 
0.000316959-0.00175093j 0.01486+0.0109974j -0.0103352-0.050742j -0.0122209-0.0241336j 0.0354467-0.0030376j 0.0568046+0.00872529j -0.00929771+0.0559705j -0.015859-0.035116j -0.0342812-0.0189126j -0.00755573-0.0517622j 0.0349271+0.0349106j 0.0472252+0.0588492j -0.0360554+0.0191695j 0.0238059+0.0533708j -0.0524694-0.00145138j 0.0627382+0.00973442j -0.0551481-0.035447j -0.0221658-0.0315526j -0.0144161-0.0426325j -0.0430522-0.128696j 0.0946659-0.0850358j -0.00231625-0.0876782j 0.00175463-0.092757j 0.0215479-0.0360006j 0.0393012+0.0651751j -0.0343442+0.0743096j 0.0418649-0.119302j -0.0100424+0.00699884j 0.0490271+0.0106606j 0.0497308-0.09405j -0.060095-0.00272798j 0.0257625-0.0372776j 0.106086-0.103551j -0.0891038+0.112695j 0.0906916-0.0320974j -0.135649+0.0439539j 0.0812557-0.11363j -0.0333756+0.0512998j 0.10547+0.017697j 0.0304246+0.0828457j 0.0655716-0.0332477j 0.00282635-0.00436327j -0.030649+0.123998j 0.0735945+0.0874863j -0.0588048-0.237371j 0.0231626+0.00480564j 0.0231762-0.0699457j -0.0552259+0.0394522j -0.0117467-0.0667223j 0.0224636+0.13789j -0.0924464-0.0440846j -0.0932888-0.0856489j -0.137172+0.0603034j 0.000241827+0.0133614j 0.0927389-0.0212397j -0.0075797-0.0001829j 0.0514975+0.0632146j 0.0690389+0.0643801j -0.0380817+0.0030616j 0.0542174+0.103055j -0.0439558-0.00842691j -0.0225622-0.0431273j 0.0348775-0.0121586j 6.94226e-05+0.0395178j -0.0592284-0.021462j -0.0394613-0.017243j 0.0721151-0.0481827j 0.0644705-0.0126804j -0.023476+0.013704j -0.0152623-0.00582942j 0.0121899+0.00765451j -0.0140643-0.0108773j 0.00589157-0.0401486j 0.0124333-0.0584036j 0.0369513+0.0207782j -0.0209954+0.0215983j 0.0110352+0.00855913j 
0.0139685+0.0323251j -0.0278449-0.00395529j 0.00457451-0.0157419j -0.00956464-0.0138522j 0.00025905+0.0266234j -0.0358232+0.0114043j 0.0249861-0.0128579j 0.0554536+0.0578607j -0.0108742-0.0140019j 0.0103029-0.0309538j -0.016075+0.0626785j -0.0155158-0.0158474j -0.0528175-0.00238786j -0.0520936+0.0577936j -0.0554963+0.0156975j 0.0262789-0.0378616j 0.0182834+0.0578031j 0.0120537+0.0377234j 0.0145709+0.0751352j -0.0446782+0.0676237j 0.0656641-0.00985942j 0.0299861-0.0257032j 0.000790777-0.0403207j -0.0385567-0.00318262j 0.0251042-0.0254991j -0.0343432+0.03629j -0.0493955+0.0417655j 0.113199+0.0229088j -0.080738+0.0841595j -0.00135189-0.0933326j 0.073164+0.00285818j -0.00117978-0.0295533j -0.0128976+0.0619507j -0.0287987-0.0781275j -0.0828475+0.00420131j -0.0959679+0.0696899j -0.0613342-0.0834001j -0.173647-0.00205595j 0.181887+0.214949j -0.132316-0.0219244j -0.100412-0.0364074j 0.0482892-0.277393j 0.0559965-0.0514847j 0.134761+0.023713j 0.0236469-0.0248734j 0.0494503-0.00854559j -0.0338729-0.0454489j 0.0306485-0.132557j 0.149569-0.0378632j -0.0546581-0.0671811j -0.0265236-0.0285184j 0.117274-0.180452j -0.0126001+0.0122609j -0.0143933-0.0778583j -0.0687386-0.0520848j -0.0542114-0.0239272j -0.11913-0.0500326j -0.0448494+0.136383j 0.0869479+0.0332842j 0.0636738+0.0451933j -0.0869921+0.115019j 0.0167935+0.0348807j 0.100539+0.0758061j -0.0270198-0.0186162j 0.0415028+0.0241801j -0.0512491-0.00759296j -0.0171727+0.0503909j -0.0110014+0.0817235j -0.0583148-0.0295494j 0.000699237+0.00951769j -0.0041628+0.0619823j -0.039951+0.00868393j -0.0172581+0.052521j -0.011091-0.0162617j 0.035048+0.00143046j -0.0276178-0.0193204j -0.030647+0.0327829j 
0.013415+0.0210328j -0.0120518+0.0185356j -0.0210754+0.0339575j 0.0344573+0.041052j -0.0263164-0.0205225j -0.0279526-0.0161677j -0.0117771-0.0177307j -0.0344185-0.0315712j 0.00035881+0.0157209j 0.0117035+0.0696576j -0.00328257-0.0452201j 0.0100073-0.0315846j 0.0542773-0.0193182j 0.0268509-0.0313131j -0.0412076-0.000234258j 0.0219179-0.0509817j 0.0475917+0.00622989j 0.0136743+0.0395252j -0.0792397+0.0915789j -0.0438658+0.13005j 0.0291401-0.10664j -0.0538778-0.0658108j 0.0202083-0.100658j -0.104204-0.0266156j 0.0106558-0.0392783j -0.132715+0.0648489j -0.0113279-0.11786j 0.0765242-0.113743j 0.0931462+0.0364203j 0.0891673+0.0996319j 0.0642744+0.0773j 0.00232325+0.00987101j 0.0354327-0.0568282j 0.0653222-0.0462581j 0.0307966-0.131991j -0.0013933-0.00450975j -0.0287801+0.0276315j -0.00747396-0.0287539j 0.08686-0.231091j 0.110528+0.128164j -0.0598526-0.287976j 0.0510188+0.0548903j 0.0145683+0.0770201j 0.0614797+0.0594333j -0.0679648+0.148733j -0.000969584+0.00765427j 0.0722567+0.0177601j 0.0147492-0.138128j -0.0315811+0.0406006j 0.00403405-0.0103783j -0.042026-0.0884374j 0.107703+0.0119326j 0.0178977-0.037473j 0.000307866-0.0451699j 0.0341129+0.132798j -0.0158309-0.0849304j 0.0351841+0.019568j -0.0324824+0.0188814j -0.034434-0.0528577j 0.0593688+0.0856574j 0.0118355+0.0351197j -0.0432299-0.0773063j 0.033867-0.0144019j -0.0131193-0.0334731j 0.0314788+0.0173644j 0.100521+0.00425991j -0.0266987-0.0343832j -0.0452758-0.025104j 0.00821555+0.0460348j 0.0587046-0.0361137j 0.00852023-0.0173524j 0.0291643-0.00918822j 0.0196242-0.0163668j -0.0264528+0.0258094j -0.0108739-0.0172649j 0.00745005+0.0118632j 0.00534763-0.018545j 
0.0315763-0.0035869j -0.0002618+0.0260032j -0.0575197+0.00274135j 0.00898827+0.0454619j -0.00474658-0.0129717j -0.0153616+0.0345224j -0.0113442+0.026937j -0.0180176-0.0747161j 0.0619918-0.00734949j 0.00123889-0.0139438j -0.00046961+0.0391852j 0.0124466-0.0109091j -0.00222335-0.0314337j 0.118368+0.0456924j 0.113599-0.0411633j -0.0226912+0.0359782j 0.0404552-0.00818981j 0.0706943+0.00758048j -0.0259237-0.0172442j 0.0241712-0.0636963j -0.0481919+0.0389837j 0.0328448+0.021171j 0.0899634+0.026362j 0.0742937-0.0203908j -0.00280713-0.00271546j 0.0119029+0.0178348j -0.0146229+0.129386j -0.06034-0.0130847j 0.0457416-0.00420437j -0.0138244+0.222084j 0.0181022+0.0621792j -0.107052+0.159111j -0.0703781-0.0798135j -0.0735824+0.0670825j 0.064071-0.0143963j -0.034827-0.32655j 0.00152051+0.103059j -0.0254707-0.134316j 0.00517723-0.264455j -0.0562444+0.00430782j -0.00735778-0.00576175j -0.00448887+0.193492j -0.0563916+0.0484672j -0.0345084-0.0584991j -0.0090604+0.0337006j 0.122858+0.12708j -0.0658515+0.0531301j 0.00568297-0.195213j 0.116567-0.00570851j 0.0317837-0.0289311j 0.0265518+0.0997266j -0.00545851-0.0177858j -0.0141678+0.0313354j 0.0314774+0.00726528j 0.0827595-0.0627415j -0.0209866+0.0182591j -0.0809711-0.019328j -0.0210772-0.00143203j -0.0285704+0.0387984j 0.0703735-0.0292028j -0.0816677-0.0152423j -0.00622746-0.00204341j 0.114325+0.0555649j 0.125292-0.0209883j 0.0246725+0.0304326j -0.031651+0.00930369j 0.0165394+0.00304755j 0.0203617-0.0013291j 0.061147-0.0189108j 0.0212727-0.076062j 0.0144763+0.0396379j 0.000562164+0.0287337j 0.0129914-0.0112899j -0.019092+0.0457801j -0.0515986-0.0159131j -0.0101102+0.025563j 0.0276628+0.0154545j 
0.0209949-0.053867j 0.0546164+0.0415266j -0.0233781-0.0772659j -0.0499346-0.0870911j 0.0749229-0.090027j 0.0460274-0.0128186j 0.0235417+0.0399259j 0.0516125-0.00880965j -0.0260046+0.0633269j 0.000592032-0.00427505j 0.0532769-0.0617331j -0.0959245-0.0697674j -0.044514-0.0177561j -0.068965+0.0223651j 0.0551774+0.00328361j -0.0860979-0.0365328j 0.0351678+0.0602186j -0.0189193+0.0199318j -0.00269726+0.0556117j 0.0399234+0.0638593j -0.0512754-0.0109968j 0.0339869-0.0669464j -0.0163996+0.102278j -0.0280265+0.064537j 0.0464078+0.0916455j 0.0273493+0.0490861j -0.077485-0.0117424j 0.0933133+0.0104976j -0.0770274+0.0342191j 0.122908-0.0890181j -0.156062+0.0272313j -0.119596+0.132655j 0.110356-0.0866165j -0.156146+0.0430319j -0.029728-0.103316j -0.0101878+0.0261611j -0.181291-0.139178j -0.0225277-0.0625512j -0.0217281-0.0742261j 0.00171141+0.159294j -0.163884+0.1109j -0.0401946+0.045781j 0.0585812-0.115104j -0.153663-0.0328544j 0.138942+0.128662j 0.119196+0.134059j 0.144204-0.00149497j 0.119836+0.0830196j -0.089973-0.015166j -0.0813974+0.0193061j 0.0863237-0.020519j -0.0156545+0.044108j 0.0523415-0.0992996j -0.0190852-0.0642197j -0.0215698-0.102095j -0.041275-0.0716323j -0.0488799+0.00230924j -0.044872+0.0493645j 0.0030751-0.0489551j -0.0176841-0.00875749j -0.0305038+0.0628208j -0.0868769+0.0316489j 0.0584996-0.00186411j -0.072425-0.0274905j -0.0461758+0.017893j -0.0890908+0.0635522j 0.0505982+0.06116j -0.000934057+0.0117419j -0.0273097-0.0610124j -0.0478191-0.00872885j -0.0240803+0.0408677j -0.0445905-0.0115591j -0.0782972-0.0897394j 0.0489989-0.0867157j -0.0264202+0.0804616j -0.05603+0.0389431j 0.0177934+0.0542606j 
-0.0006889+0.022611j -0.0107659+0.00488436j -0.000309355+0.00654694j 0.0145474+0.0092031j -0.0075548-0.018266j -0.0295362-0.0189149j -0.00010059-0.0313932j -0.0456574-0.00905164j -0.0093759-0.0485429j -0.0476303+0.0239201j -0.0388891+0.0358076j 0.106319-0.00629449j 0.0187979-0.00686218j -0.0564048+0.0250637j -0.00981537+0.0336703j -0.048957+0.0713136j -0.0464255+0.0369689j 0.0275541-0.0768522j -0.0295966+0.0741673j 0.0277839-0.00492813j 0.0673939-0.031605j 0.0062799-0.0819115j 1.86694e-06-0.149022j -0.00575041+0.0369644j 0.0270111+0.0486083j -0.0969413+0.0659189j 0.0268408-0.1022j 0.0209101-0.00943997j -0.0875463-0.0412051j 0.0222752+0.0594034j -0.0852472+0.021438j 0.0563888-0.0147173j -0.0521201-0.159632j 0.0332062-0.0502773j -0.011813-0.0454114j 0.0573941-0.0825577j -0.025544+0.238907j -0.0263895+0.049629j -0.0686178-0.0872925j -0.134139+0.140218j -0.0113774-0.0141044j 0.0103777-0.073069j 0.0271848-0.171519j 0.0884347+0.0715698j 0.0522074+0.0305353j -0.0333824-0.0308596j -0.0426572+0.0459858j 0.0993429-0.015624j 0.0663743-0.0335047j -0.100568-0.0981264j -0.00629648-0.153686j 0.119787+0.0300703j -0.00643744+0.0211333j -0.126185+0.0101239j -0.0120686+0.0907938j 0.0605196-0.0750118j 0.0195735+0.0965605j 0.0421251+0.153619j -0.065451-0.0903555j -0.0103399-0.032968j -0.0368986+0.00862406j 0.0216576+0.0585801j -0.0649996-0.0130299j -0.0129129+0.0506745j 0.0565005+0.01419j -0.00507913+0.024273j -0.00151502+0.064037j 0.0135653-0.0695011j -0.0181853-0.022161j 0.0278345-0.00734155j 0.00732864-0.0233493j 0.0168884-0.0286624j 0.0219515-0.0210096j -0.0294861+0.0193134j -0.000851967-0.0318953j 0.00520048+0.0111194j 0.00242804-0.0141152j 
-0.0225476-0.0341684j 0.0317547-0.00969891j 0.0270113+0.000710022j 0.0185214-0.0120222j 0.0122575+0.051466j 0.0330846+0.0142938j -0.000516126+0.0666971j -0.00519252-0.00171206j -0.0578351+0.0247633j -0.0101924-0.0752129j -0.0163084-0.052522j -0.0429236-0.0011957j 0.0480854-0.0216173j -0.0151527+0.0242214j 0.113768-0.0753938j 0.0106967-0.0308022j 0.0898848+0.114199j 0.0898207-0.0550799j 0.0818352-0.0339023j 0.0542218+0.141179j -0.122571+0.0434804j 0.0653887-0.0397507j -0.0515025+0.0256288j -0.016168+0.100415j -0.000393983-0.0115211j -0.152017-0.174887j 0.0263827-0.055994j 0.0402086-0.0789706j 0.16862+0.0251355j 0.0376537+0.161128j 0.0297906-0.045739j -0.0640693+0.0136117j 0.00867423+0.00593387j 0.120567-0.0215862j -0.00166033+0.0364562j 0.0321932+0.258695j -0.122197+0.0950975j 0.14096+0.00210016j -0.197475+0.150393j 0.104119+0.0259435j -0.0425529+0.0288918j -0.157231-0.0174698j 0.0318514-0.0237805j -0.0233996+0.0634744j -0.0356487-0.0242547j 0.00850297+0.0108985j -0.0777217+0.0235533j 0.000834807+0.0221539j -0.0551958-0.0926986j -0.111081+0.00181276j 0.0345441+0.032153j 0.0752733+0.0439356j 0.025114+0.0226494j -0.0462086+0.00487838j 0.00722332+0.056396j -0.033754-0.0348784j 0.0495641+0.00721881j 0.0452246+0.0802089j 0.0106167-0.0883437j 0.0244913-0.0391634j -0.0294701+0.0647621j 0.0272138+0.0411036j -0.0399783-0.0127254j -0.0332358-0.0577608j -0.04583+0.00914656j -0.0143405+0.03112j -0.0190816-0.0576709j 0.0132367+0.0258617j -0.0161438+0.0141455j -0.0530023+0.0428823j -0.0186757-0.00583978j 0.0400169+0.0163149j 0.000309631+0.0256103j 0.00350606-0.00563519j -0.0050331+0.0135036j 0.0249104+0.00657955j 0.0226833-0.03148j 
-0.0113467+0.00836768j -0.0231452-0.0228062j -0.037313+0.0181278j 0.00664123+0.0594158j 0.00938353+0.0417691j -0.00911522+0.0159153j 0.0101177-0.00714567j -0.00722745+0.00471462j 0.0248552+0.0173087j -0.0664229-0.0151543j -0.0728295-0.0526464j 0.0267916-0.0234301j 0.0566062-0.026392j -0.0164773+0.0393169j -0.0350697-0.0109582j 0.0201025-0.0541851j -0.0433531+0.0136729j -0.0667127+0.118949j 0.0451958+0.00255768j 0.0572679-0.051087j -0.0553644+0.0686441j -0.00457721+0.0254006j -0.0893986+0.000161517j 0.00921952+0.00738504j 0.156511+0.0456258j -0.0648554+0.0805217j -0.117838+0.0511675j 0.029031-0.116546j 0.0103541-0.0494033j 0.045917+0.0255709j 0.0132424+0.0986187j 0.0198698+0.0226941j 0.0816453-0.196198j -0.0852907+0.0956875j -0.0109986-0.103628j 0.0154019+0.0620866j -0.0649823-0.0552834j -0.0693548-0.0731895j 0.0751331-0.0215598j 0.0335741-0.103512j -0.0715956-0.0763897j 0.0787669-0.0110971j 0.151542+0.0796586j 0.0649823+0.10821j -0.104443-0.115177j 0.0290672+0.0434513j -0.0375593+0.0116522j -0.0605642-0.0826211j -0.0531356+0.00443195j -0.0123985+0.000287882j 0.0538121+0.134731j -0.0487289-0.0719058j -0.0312241+0.0449734j -0.0188992-0.0358699j -0.00516219-0.10604j -0.00086755+0.0968371j -0.0924447-0.0957065j -0.0490994+0.121314j 0.0166597-0.0334275j 0.00708041-0.0299043j -0.0522135+0.0400725j -0.0647451+0.00297453j 0.0559011-0.00069038j -0.0345104+0.0502708j 0.0306529+0.0199615j -0.0512646+0.0553009j -0.0347487+0.0393398j 0.00208337-0.0443516j 0.0383056-0.0185913j -0.0228739+0.0377057j -0.00679921-0.0605567j 0.0552441-0.00325554j 0.0343952+0.00651311j -0.0087096+0.0197838j 0.01405-0.0493549j 0.0136331-0.0159521j -0.00375842+0.00126117j 
0.0108702+0.0134742j -0.0264316-0.00831296j -0.0313776+0.00328242j -0.013172+0.0473211j -0.0230907+0.0281735j 0.015488+0.0552814j -0.0453318+0.00211145j 0.039762-0.0376334j 0.0685656+0.00326289j -0.0870036+0.0441338j -0.0120895-0.00490952j -0.0625606-0.0654196j -0.0280261-0.0924926j -0.0787575+0.0701833j 0.0383061+0.0469543j -0.0421507+0.0333156j 0.0365028+0.0528699j -0.0772809+0.105118j 0.0569587+0.0203246j -0.0989273+0.174232j 0.0553193-0.0268486j -0.0930571+0.0469894j 0.133535+0.151791j -0.0291666+0.0304258j 0.0826056+0.0912729j 0.0309864-0.0376011j -0.0540706-0.0453679j -0.0572012+0.111224j 0.0495198+0.220615j -0.0738666-0.0130785j -0.0459611-0.00531066j -0.0391821+0.173697j 0.0580694+0.113672j 0.0533404-0.0535519j 0.110561+0.0838247j -0.100132-0.0156362j 0.00920154+0.105858j -0.0995915+0.0179206j 0.148247-0.00463524j 0.0567857+0.0509429j 0.105288-0.0525728j 0.0322618-0.0179861j -0.0899025+0.120325j -0.107539+0.0967487j 0.0317972-0.0601227j 0.0931936-0.0569795j -0.121826+0.00437393j -0.0211486-0.0718273j 0.0928206+0.0116275j -0.0983459+0.0296837j 0.0724629+0.0119711j 0.0177921-0.0669268j 0.0812722-0.0173632j -0.0231125-0.0426381j 0.103571-0.00758191j 0.0391608-0.0237032j -0.0140133-0.0362403j -0.00715961+0.0339113j -0.0334726+0.00767415j -0.0521607+0.0425944j 0.0286931+0.03401j 0.00206721-0.0183953j 0.0415081+0.000342795j -0.00477483-0.0173426j -0.009723-0.053453j 0.0114335+0.0104649j 0.0279514+0.043075j -0.0140543+0.00064613j 0.0585235-0.0088631j -0.0107625-0.00309299j 0.0152185-0.0529635j 0.0154791+0.055217j 0.0177188+0.0250915j 0.0239916+0.0128438j 0.00565882+0.0151323j 0.00238826-0.024283j -0.0267475+0.0152149j 
0.0182272-0.0331157j 0.0528341+0.00518j -0.0205519-0.0223125j 0.000296942-0.028841j -0.00971446+0.0498896j -0.0479051+0.00895325j -0.00305627+0.0428448j 0.0197077+0.040467j -0.11621-0.00739467j 0.0997014-0.0214078j -0.0548027+0.026813j 0.0405083-0.0997308j -0.0534542+0.0158516j 0.0063186+0.0812463j 0.0745762+0.0186874j -0.0496751+0.00117712j -0.0105714-0.0137184j 0.0349457+0.0137994j -0.0204567+0.0911466j -0.0464378-0.0597356j 0.0411706-0.0236188j -0.0896345-0.0919313j -0.0367659-0.0788853j -0.0917+0.017681j -0.1326+0.159722j -0.0817368+0.12822j 0.198258-0.015576j -0.0984808-0.171732j 0.0449033+0.0673095j -0.0175278+0.123603j 0.0558457-0.160191j 0.0360527-0.0403037j -0.105108-0.097309j 0.0226363+0.0824693j 0.00967883+0.0462023j -0.127355+0.0599205j -0.0711074+0.120032j 0.251186+0.0804438j 0.146266-0.0215303j -0.0693046+0.00568969j 0.0210646-0.0381012j 0.0487412+0.0774534j -0.00288239+0.00185677j 0.0402599-0.0266993j 0.0230146-0.0253401j 0.0622528+0.110026j -0.111349-0.077254j -0.0782949+0.0452661j 0.0316857+0.044607j 0.0231831+0.0500653j -0.0500064-0.12296j 0.0575088-0.114088j 0.0249222+0.133281j -0.00792222-0.0262106j 0.0349809-0.0348057j -0.0253056+0.0153356j -0.0954345-0.0503214j -0.00708077-0.00824647j 0.0949499-0.105141j 0.128122-0.00493115j 0.0154091+0.0216056j -0.0127434+0.0344386j 0.0551884-0.0204116j -0.0180801+0.0140526j -0.0184792-0.0691808j 0.00814016+0.0684268j 0.0247058+0.00335274j 0.0497312+0.0510081j -0.0878732-0.0345238j 0.0225666+0.0284754j -0.0232345+0.0810996j -0.0109805+0.0205971j 0.0245436+0.0227223j 0.0258069-0.0011829j -0.0163106+0.0344876j -0.0242964+0.074538j 0.0417508+0.0277864j 
-0.0318714+0.00928324j -0.0188001-0.0441649j -0.0562612+0.00155624j -0.0297198+0.0334644j -0.0427323-0.00881732j 0.00325228-0.0478842j 0.0577305+0.00520389j -0.0287831+0.055141j 0.174223-0.00291789j 0.0545039-0.0079192j -0.0427055+0.0138713j -0.0101503+0.0162892j 0.0440611-0.0358647j -0.0776236+0.119593j 0.120409+0.0305405j -0.0118174+0.0153391j 0.0438059+0.0808144j -0.0214283+0.0731441j -0.0535618+0.113356j -0.0769912-0.0561403j -0.0832054-0.0602673j -0.121088-0.143123j 0.0504613+0.176465j -0.0670596+0.0591959j -0.0891436+0.219572j 0.0425046-0.00465755j -0.090673+0.00636047j -0.0340731+0.0994555j -0.0455335-0.0118853j 0.0509729-0.103973j -0.0448254-0.0755572j 0.049473+0.0553817j 0.107787-0.151821j 0.00081502-0.0588292j 0.0754907-0.0860191j 0.056139-0.0697262j 0.174595+0.0955597j -0.107789+0.05309j -0.0966801+0.0652467j -0.0399957-0.143395j -0.005428-0.0350291j -0.060507-0.0886086j 0.0285913-0.0324586j 4.41607e-05-0.0147291j -0.0268619-0.192386j -0.0660367+0.00435226j -0.167-0.0182746j -0.00099282+0.0829502j 0.00154635-0.0371684j 0.0987005-0.0674835j -0.0134206+0.00765747j -0.00931987+0.00641869j 0.00883089+0.00968902j -0.00285537-0.00644538j 0.0401744+0.00933489j 0.0416346+0.0511655j 0.0343742-0.0484222j 0.12054+0.0281646j -0.00480296-0.0920791j 0.00396099+0.00882559j 0.00447516-0.0396027j -0.0880522+0.00794568j 0.0355939-0.0213548j 0.00683739-0.0471295j -0.00392593+0.0475853j 0.0312658+0.0106799j -0.0293363-0.00476308j -0.0026613-0.0241726j 0.0474112-0.0468077j 0.0668733-0.00933082j -0.0366635+0.0159734j -0.0139218+0.0207093j 0.0386999-0.028509j 0.0570011-0.00586682j -0.0171121+0.0309634j 0.00685952-0.0180459j -0.0181044+0.0182164j 
0.010265-0.0234066j 0.0147754-0.00210265j -0.0171816+0.00161969j -0.0210505+0.0145857j 0.0255986+0.0406023j -0.0263492-0.0379901j 0.0385802+0.0346824j -0.00854406+0.0517567j -0.115972+0.0247948j 0.0676941-0.0758083j -0.082727-0.0373068j 0.072034-0.0520778j 0.000720152-0.00620624j -0.124338-0.0196976j 0.0900969-0.0548511j -0.0160002-0.203708j -0.00325363+0.0948351j -0.00021079+0.127084j -0.0307306+0.135199j 0.00240178-0.196804j 0.00257565-0.0777291j 0.0672462+0.217787j -0.102361+0.0917804j 0.0831358-0.0663477j -0.023708-0.105077j 0.0751622+0.0436827j 0.0707892-0.0547763j 0.100799-0.0217715j 0.0604579+0.159683j 0.00881697+0.118737j -0.0492653+0.121194j 0.0990618-0.0916934j 0.138653-0.0292384j -0.080583-0.0211162j 0.0770723+0.0126862j -0.0335683-0.16625j 0.04555+0.0545153j 0.105056+0.0175328j -0.0206902+0.0175209j -0.0219909-0.0299084j -0.0194852+0.00998404j 0.0291155+0.0673323j 0.0934287+0.0250956j 0.0325956-0.0327583j 0.103165-0.100413j -0.120224+0.00982074j 0.00637422+0.0902867j 0.0320167+0.170527j 0.0852358+0.107054j -0.0710634-0.0563396j -0.0182252+0.0467633j -0.109447-0.00829441j -0.0167062-0.0626026j -0.0576629+0.0961158j -0.0842663-0.0323105j -0.0291105+0.0259024j -0.0308295-0.0978624j 0.042442-0.0372821j 0.00705801+0.0175912j 0.0371555+0.0494095j -0.0208874-0.0578485j -0.0367371-0.0941332j 0.00949759+0.102143j -0.0612551+0.0215472j -0.0240823+0.0031955j -0.000485983+0.0349744j -0.0207217-0.0296165j 0.0174613+0.0267325j -0.0737815+1.37377e-05j 0.00580588+0.0421034j -0.0222107+0.0257683j 0.0265587+0.000390999j 0.009644+0.00631074j -0.0067723-0.00903875j 0.00363305-0.0333191j -0.0164837+0.0116163j 0.0217597+0.0301137j 
-0.0366763-0.0187263j 0.0328751-0.0268533j -0.0446349-0.00130782j 0.0278141-0.0281598j -0.0820716-0.0448848j -0.00198724-0.0268132j 0.0626363+0.0341094j -0.064963+0.00697466j 0.0974336+0.0122247j -0.0327667+0.134226j 0.0592064-0.115968j 0.0664394+0.0533544j 0.0810972+0.11634j -0.0458287+0.0967338j 0.0322635-0.083955j -0.0555166-0.0540851j 0.0291936-0.0688779j 0.145961-0.0523573j 0.0102418-0.17176j 0.0504521-0.065111j 0.0921032+0.00469846j 0.0700487-0.0137845j 0.0383748+0.00156702j 0.0388746+0.266351j 0.0505159-0.107591j 0.016922+0.0108394j 0.041308-0.0869857j -0.071854+0.0983532j 0.0297713-0.0732848j -0.00678068-0.109459j 0.0259904-0.00145791j -0.00447482-0.0981737j -0.00642859+0.0619082j -0.077904+0.0410725j -0.123051+0.0483407j -0.0579294+0.037576j -0.0467342-0.0932613j 0.0341479+0.0358311j 0.072294+0.0815448j -0.0264774-0.0592395j -0.0313202-0.0568945j 0.210208-0.00885223j 0.0170813+0.045157j 0.070532+0.0479714j -0.103243+0.0344546j -0.00799485-0.0672883j -0.0378274+0.0559834j -0.0381822-0.0270988j 0.202366+0.0376346j 0.019767+0.0598992j -0.0052994+0.0799402j 0.0517843-0.0658574j -0.0296735-0.00950396j -0.0539618+0.0184484j 0.0403882-0.0369694j 0.0171542+0.0330385j -0.0956345-0.048163j 0.0229817+0.0488405j -0.005454-0.0765133j 0.0474644-0.0194336j -0.0205628+0.0213706j -0.0781957-0.0348726j 0.0406912-0.00483762j 0.0592243-0.0441734j 0.00441172+0.0112507j -0.00354915+0.082151j 0.00464117+0.0340127j -0.0429522-0.0922083j 0.057321+0.038518j -0.0162296-0.0590446j -0.0157479-0.00860172j -0.000774321-0.0427248j 0.0144802-0.0477056j 0.0363905+0.00737499j -0.0275342+0.0279529j 0.0291887+0.0289708j 0.0156147-0.0294072j 
