0.010327+0.0671545j -0.0543429+0.0204952j 0.0641857+0.149465j -0.136484+0.0438277j -0.148395+0.0310539j -0.0589837-0.167665j -0.0910751+0.116939j 0.0768894+0.0658703j -0.0897585+0.131094j -0.0992282-0.0266737j -0.0184157-0.0120581j -0.169501+0.0067496j 0.0236601-0.053748j 0.0855412+0.0468905j 0.0560562-0.013355j -0.0659122-0.0419553j -0.072939+0.0791609j 0.00375817-0.0652249j 0.0117236+0.0458786j -0.0636223-0.144462j 0.13206-0.0941813j -0.121838-0.208542j 0.252938+0.122683j -0.0877383+0.123253j 0.092355-0.22226j -0.0543247+0.109123j -0.0394329+0.138487j -0.0337113-0.116809j -0.024649-0.0227847j -0.223898-0.060499j 0.0350636-0.0323561j 0.0594026+0.125173j -0.148776+0.251492j 0.0936106+0.0223752j 0.0211587-0.0871683j 0.147952+0.0981659j 0.0502302-0.0221261j -0.000569841-0.0470299j -0.0584799+0.0243654j 0.139521+0.0332872j -0.0925343-0.045585j -0.0126019+0.00526437j 0.00146737+0.0340231j 0.050368-0.0079882j -0.0328976+0.014249j 0.047065+0.0226164j -0.0604366+0.0615434j 0.0906631-0.0660293j -0.026867-0.0264575j -0.0937812+0.0324706j 0.159526-0.0475167j 0.0478051-0.0227156j -0.0531403+0.0232428j -0.0801132-0.025637j 0.00736932+0.00307656j -0.0242686-0.0441889j 0.0164809+0.02813j -0.0500735-0.00219106j -0.0120227-0.0458594j 0.00228979-0.0387688j -0.0326171-0.0363997j 0.00587703+0.0184866j -0.0156267+0.00656692j 0.0347217-0.0267323j -0.00920303-0.0144784j -0.0393561-0.0460912j 0.0105495-0.00414027j 0.0117459+0.0293735j 0.00388477+0.00676306j -0.00672593+0.0450727j -0.0269903-0.0168713j 0.018243+0.00931722j -0.0160114-0.0373519j -0.0132772+0.0379279j -0.00157421-0.0153014j -0.0111019+0.0146868j 0.000548+0.00155241j 0.00752386+0.014439j 0.0174644+0.0239375j -0.00484658+0.0216302j -0.00119152-0.0141147j -0.00170878+0.00482917j -0.0136242-0.00758007j 0.0635007+0.0316027j -0.0383545+0.00387627j -0.0325086+0.00684593j 0.0107038+0.00254722j -0.00495899+0.015462j 0.0051656+0.0187644j -0.00364362+0.00297286j -0.00107505-0.00208192j -0.0165644-0.0126854j -0.0243892-0.00932999j 0.0150328+0.0306239j 0.0108012-0.0127361j 
0.00152067-0.000704926j -0.00577243-0.000732825j -0.00220531-0.00241659j -0.00388645-0.00294443j 0.00299159-0.00362096j 0.000284764+0.00225345j 0.00198637-0.00331866j -0.0022543+0.000347175j 0.00595123+0.00157058j 0.000717927+0.0010157j -0.00253572+4.63595e-06j -0.00599217+0.000814299j -0.00485873-0.00252419j 0.0043673+0.000150104j -0.000136801+0.00553616j -6.38462e-05-0.00173627j -0.00311557+0.0022312j -0.00105727-0.0043687j 0.00219966+0.0036651j -0.00298653+0.00985985j -0.000547757+0.00347102j 0.0059427-0.00282304j 0.0041385-0.00019115j 0.00128345+0.00449694j 0.00385741-0.00389576j 0.00585499+1.76921e-05j 0.00138936+0.00352256j 0.00205779-0.0023009j 0.00259123-0.00300898j 0.00227472+0.00464371j 0.00307368+0.00254973j 0.000632447-0.00208286j 0.00451782+0.0027792j 0.00358591+0.00693318j -0.00495196-0.00715332j 0.00026332+0.00581082j -0.000686734+0.00321525j -0.00323923+0.00125261j 0.00673092-0.00453411j -0.00512288+0.00157494j 0.00556273-0.00787282j 0.00264108+0.00704951j -0.00210137-0.000160473j 0.00279571-0.000863764j -0.00337738-0.00597162j 0.0053393+0.00327036j 0.00244234-0.00294826j -0.000315933-0.00268518j -0.00187002+0.00796738j 0.00173601-0.000604612j -0.00308143-0.00478778j -0.000558455-0.00171776j 0.00323567+0.00524744j -0.000676285+0.00235563j 7.28124e-05-0.000268349j -0.00233104+0.00322043j 0.0019829+0.00251699j 0.00412504-0.00393587j 0.00504206-0.00371605j -0.00145562-0.00109651j -0.00394733+0.000132004j -0.000179298-0.000991203j -0.00916677-0.00474567j 0.00700946+0.000188162j 0.00570675-0.00166404j 0.00733452-0.00410493j 0.00482195+0.00447715j 0.00185811+0.00509029j -0.00103458+0.00163319j -0.0018835-8.33453e-05j 0.000169716-0.00294817j -0.00113582+0.00126515j 0.0043432-0.00486702j -0.00293445-0.00214559j 0.00610522-0.00328997j -0.00147621+0.00267628j -0.00174606+0.00496335j -0.00444953+0.00110399j 0.00201725+0.00494933j 0.000108671+0.000329391j -0.00264182-0.00391979j -0.00220268+0.00559817j 0.000256999+0.00315875j 0.0170979+0.00205283j -0.0121353+0.00292414j -0.00225086-0.00213847j -0.01509-0.00512139j 0.0045684-0.0037565j 0.000708741-0.000244012j 0.00280164-0.00146409j 0.00511733-0.00166124j 0.0029516-0.00128383j 0.00307233+0.0138531j -0.0081652-0.00760609j 0.00875684+0.00972582j 
0.00164131-0.000549808j 0.00208353+9.66759e-05j 0.00190247+0.000409471j -0.00238134+0.00111627j -0.00129223+0.00107769j 0.000645965-0.00546342j 0.00177817+0.000167343j -0.000303866+0.000770461j -0.00263861+0.00156981j 0.00127854-0.00102403j -0.000451064+0.00182735j -0.00184443+0.00233022j 0.000440036-0.00149694j -0.000166396-0.00223834j 0.00311293+0.00174855j -0.00228829-0.000653471j 0.00202569+0.00302258j 0.00184692-0.000491758j 0.00157643-0.00384456j 0.00451982-0.00386466j 0.00627962+0.00320777j -0.000818426-0.00211384j 0.00528195+0.00379329j -0.003057-0.000393208j -0.00148912-0.00349982j 0.00235482-0.00163097j -0.00207059-0.00251792j 0.000706784+0.000163993j -0.000192914+0.003086j 0.00331576-0.00211191j 0.00470822-0.0049244j -0.000949216+0.00196182j 0.00128162-0.00256186j 0.00191752-0.0005685j 0.00271485+0.00403682j 0.00153664-0.00370063j 0.00217278-0.00968222j 0.00671535+0.00330331j 0.00128471-0.00761154j -0.000458353+0.00262477j -0.00147332+0.0158273j 0.00305819-0.000485494j -0.00130169-0.00592611j 0.00165172+0.00317895j -0.0075449-0.00367731j -0.00425973-0.000418393j -0.0117689+0.00490688j -0.00876374-0.00308281j -0.00276092-0.00239235j 0.0103173+0.00406543j 0.00794402+0.00392217j -0.00402227+0.00979765j -0.00450711+0.00133239j 0.00826396-0.00362624j -0.00601482+0.00429068j 0.00538793+0.00170339j -0.000582699+0.00545859j 0.00244108+0.0139445j 0.00302407-0.00628092j -0.0138602-0.000206511j 0.000405471-7.80718e-05j 0.00338245-0.00936267j 0.0158522+0.00512371j -0.000464733-0.00741299j -0.00546255+0.0122965j 0.00418895-0.00758931j 0.00523639+0.00156507j 0.00220607+0.00258428j -0.00325908-0.00515618j 0.0044088+0.00310739j -0.000513105+0.012257j -0.00404468-0.00187554j -0.0128543+0.00491666j 0.0025384+0.000266916j 0.00203721-0.00104741j 0.0018986+0.0015338j 0.00010312+0.00183217j -0.00151522+0.00874846j 0.003447+3.70541e-05j 0.00317586-0.00323416j 0.0184068+0.00106464j -0.00231255+0.00439582j 0.024249+0.00517772j 0.00315262+0.00567071j -0.0128047-0.00177358j -0.00667046+0.00463359j 0.00214919-0.00587536j -0.0122437+0.000368611j -0.0058406-0.0132106j -0.00157289+0.00240648j 0.00657369+0.00922024j -0.00565143-0.0138323j 0.0129046-0.00200164j 0.00683621+0.0119912j 0.00795367-0.00239599j 
0.000261807+0.000655568j -0.00168747-0.00212625j 0.00245023-0.00404327j -0.000744537+0.00265376j -0.000823306-0.00134735j -0.000829948-0.000784492j -0.000397326-0.000905108j -0.00095456-0.00273461j 0.00398599-0.00100349j -0.00106637+0.00117288j -0.00125967+0.00171664j 0.00383434-0.00208859j -0.000295281-0.00161756j -0.00189163+0.000875189j 0.00234371+0.000208277j 0.00459268-0.00164687j -0.00217749-0.00143362j 0.00156763+0.00109928j -0.000446277-0.00342067j -0.00682837+0.000745703j -0.000613325+0.00275687j -0.00527177-0.00324596j -0.00284474+0.00279729j 0.000170581-0.00233459j 0.00415594+0.00237382j -0.00476103-0.00365473j -0.00218823-0.00247802j 0.000486721-0.000637629j -0.000995865+0.000101636j -0.00157965-0.000460812j 0.0012066+0.000804553j -0.000696508-0.00228608j 0.000572589-0.000731136j -0.00152836+0.00106212j 0.00449552+0.0063221j -0.00135186+0.000645702j -0.00166346-0.0018161j 0.0024517-0.000299083j 0.000260535-0.00329936j 0.00281624+0.00325873j -0.000583436+0.000725107j 0.000676013+0.00140498j 0.00144816-0.00213871j 0.00355833-0.0022332j 0.00410436-0.00425641j 0.000710952+0.000562572j -0.00701148+0.00219111j -0.00310674-0.00455196j -0.00207723+0.00484611j 0.0041225+0.00223902j -0.00335387-0.00955136j -0.00562814-0.00291073j 0.00484595-0.00322893j 0.00275597+0.00312056j -0.00556986+0.00326777j 0.00113406-0.0146469j -0.00326926-0.001526j -3.71254e-05+0.00555667j -0.00969692+0.00492505j -0.0005778+0.00110654j -0.0090507-0.00100052j 0.0053002-0.00245384j -0.00568954+0.00136138j 0.00183815+0.0102053j 0.000261746+0.0112542j -0.0105863+0.00178853j 0.00216207-0.000684827j 0.00380275-0.0079884j 0.0116896-0.00709173j -0.00432868-0.00527406j -0.00340888+0.00228873j -0.00349152+0.003479j 1.53105e-06+0.00818834j -0.0113042-0.00904878j -0.0070379-0.00426132j 0.011065-0.00455355j 0.00768294+0.00302425j 0.00278111+0.00316447j -0.00733144-0.0107782j 0.00952521+0.00322458j -0.00523622-0.00414176j -0.000398891+6.375e-06j 0.00460396-0.0050213j -0.00663262+0.00338974j 0.0150867+0.00360358j -0.0022161-0.00478029j 0.00293963-0.00399619j -0.00201014+0.00737258j -0.00215683-0.00488511j 7.62538e-05+0.000341234j 0.00171062+0.00215708j -0.000131898-0.00074552j -0.000373451-0.00984069j -0.00287703+0.00515052j -0.00726472-0.0167395j 
-0.000453475+0.000359825j 0.000919341-0.00426745j 5.88378e-05-0.0018428j -0.000605178-0.00270704j -0.0024489+0.000878187j 0.00182859-0.000476819j 0.000352498-0.000340292j 0.000223321-0.000551984j -0.00198503+0.00265328j 0.00185536-0.000576378j 9.37934e-05-0.000309188j 0.000261864-0.00127478j 0.000663223-8.79459e-05j -5.93258e-05-0.000876489j 0.00185214+0.000679513j -0.0023398-0.00145245j 0.00150313+0.00162325j 0.00300455-0.000211323j -0.000512736-0.00103459j 0.00305708+0.000610511j -0.00535505-0.00150972j 0.00252127+0.00108687j -0.00171368-0.0010072j -0.00123402+0.000198547j 0.00350895-0.00243209j 0.00157058-0.00156636j -0.00367451+0.00224054j 0.00133786-0.000405184j -0.00435676+0.00081313j 0.00129302+0.00287547j 0.00382096+0.00107943j 0.00576146-0.00164744j -0.0013596+0.000373709j 0.00398012-0.0033435j -0.00370117-0.00103706j 0.00117388-0.000278595j -0.00035495-0.00126021j -0.00112705-0.00168097j 0.00277719+0.00113478j -0.0014207-0.000934827j -0.00231085+0.00137267j -0.00428996-0.0121216j 0.00161128+0.00127904j 0.00118015-0.000287217j -2.50489e-05+0.00401013j -0.00795189-0.00958703j -0.00481861-0.00144008j -0.00365592-0.00226185j 0.00211176+0.00506733j 0.0039885+0.00293728j -0.00137862+0.00410694j -0.00320301-0.00214022j 0.00293518+0.0053269j 0.00495276+0.00275465j 0.000927229+0.00346986j -0.0102006-0.000894402j 0.00340159+0.000157707j 0.00117581+0.0069849j 0.00129556+0.00422848j -0.00324453+0.00677839j 0.00712332-0.00428387j 0.00253344+0.000476744j -0.00313893-0.0104904j -0.00110853+0.00179775j 0.00052762+0.000173069j -0.00469077-0.019979j -0.00152582-0.000268393j 0.00164852+0.0116779j -0.00271756+0.00410852j -0.00562303+0.0058639j -0.00573164-0.00796266j 0.00207358+0.00482335j -0.000260506+0.000312774j -0.00850171-0.00573934j 0.00204132-0.00528116j -0.000613476+0.00471618j 0.00123856+0.00112797j 0.00337572+0.00589241j 0.00520648+0.000255057j -0.000557499-0.000871907j 0.0113445-0.0100998j -0.00121419-0.00432634j -0.00185503+0.00254236j 0.0105507-0.0160507j 0.00249764-0.0108655j 2.08793e-05-0.000101916j 0.00491532+0.00375357j 0.000324717+0.000279421j -0.00116026-0.000925374j -0.00491316+0.00145555j -0.00104611+0.0026712j -0.00916198-0.003781j -0.00308038+0.00507254j -0.00351064-0.00717166j 0.00372596+0.0054013j 
0.00372625-4.72311e-05j 2.18941e-05+0.0050864j 0.00236855+0.00196636j -0.0014959+0.00147668j -0.00111605-0.00187297j -0.00104926-0.000160115j -0.00361728+0.00216686j -0.000443437-0.000634675j 0.00173098-0.00303095j -0.000235387-8.6631e-05j 0.000480287-0.000509417j -0.00161541+0.00166817j -0.00231812+0.000255958j 0.00193723+0.000827156j -0.000132412+0.00121495j 8.265e-05+0.000615707j 0.000908653-0.000853643j -0.000909043+0.00256722j 0.000552103-0.00278848j -0.00109638+0.00207541j 0.00226441+0.00336206j -0.0018713-0.00290538j 0.00419156+0.0046034j -0.00336964-0.003137j -0.00198477+0.00730444j -0.00540418-0.000332123j -0.000629452-0.00471979j -0.000912043+0.000782223j 0.00574448-0.0025179j 0.00084768-0.00518192j -0.00326263-0.000433013j -0.00754361+0.00109124j 0.00504099+0.000975334j -0.0103075+0.00382052j 0.00747639+0.00363778j -7.18408e-05-0.000730282j 0.00336595+0.00170115j 0.00206569+0.00219906j -0.00182422-0.000947776j -0.000423847+0.00222149j 0.0073148+0.00449136j -0.000315961+0.00417116j -0.00382158-0.000469941j -0.000796317-0.00525302j 0.00249493+0.00305024j 0.00607508-0.00881481j 0.00718313-0.00203825j -0.00361378+0.00319244j -0.00461805+0.00472126j -0.00226043+0.00282448j -0.0037168-0.000574427j -0.00353792-0.00178871j 0.0080551-0.00366387j -0.00539958+0.00152102j -0.00556014-0.00123269j 0.00152498+0.00149245j -0.00620007+0.00124148j 0.00331039-0.000927776j -0.00402931+0.00948467j 0.00336749+0.00182207j -0.00841145+0.00190279j -0.00603461+0.0076535j 0.00806225+0.00814093j 0.00470616+0.000620192j 0.000605259+0.00540091j -0.00156918-0.00577687j -0.00347575-0.00238632j -0.00106399+0.00692693j 0.000445153+0.00190468j 0.00351411+0.000815958j 0.00353762-0.00540073j -0.00346599-0.00118877j 0.00388493-0.00221507j 0.0127969-0.00895447j 0.00384363+0.00754798j 0.00117316-0.00244485j -0.00284397+0.00185518j -0.00554238-0.000402663j 0.00895832-0.00534009j -0.00127019-0.00172804j -0.0133038+0.00273906j 0.00376671-0.00524395j -0.00209772+0.00535036j 0.000170789+0.00556036j 0.00240368-0.00971213j -0.00157644+0.0039106j -0.00528612-0.0120479j -0.00400693+0.00171525j 0.00758248+0.00668004j 0.0080349-0.00418257j 0.00165228-0.0164445j 0.0130306+0.000446028j 0.00262097-0.00328336j 0.00619681+0.00915846j -0.0033875-0.00479938j 
0.00151848-0.00174907j 0.00452767+0.00162322j -0.000175661-0.00374865j -0.000555916-0.00372787j 0.000504784+0.00489725j 0.00154073+0.00528921j -0.00166162-0.000562013j -0.00261129+0.00065046j 0.000981034-0.00192937j 0.00134719-0.00419088j 0.0020693-0.00376165j 0.00146361-0.00139635j -0.00354722-0.000937896j 0.00430702+0.00269123j -0.0045602+0.0050675j 0.00161871+0.00119149j -0.000646694-0.00329477j -0.00436946-0.0046031j 0.00890012-0.00275774j -0.00453283+0.0019976j -0.0042455-0.000256662j 0.002902+0.00698438j -0.00783756+0.00673292j 0.00824145-0.00479532j 0.00380767+0.00707827j -0.000312631-0.00500654j 0.00488031-0.0100439j -0.00161559+0.000841533j 0.00213779-0.0077105j -0.00354525+0.00693078j -0.00501478+0.00276686j -0.00667273+0.00412133j -0.000794087-0.00233646j -0.00882239+0.000322639j -0.00226401+0.00250198j 4.81827e-05-0.000283617j -0.00183516-0.00304219j -0.00325295-0.00232945j 0.00172717+0.00769041j 0.00351751+0.00322149j -0.00684439-0.00536885j -0.00208934+0.000334147j -0.00268807-0.00278143j 0.00622624+0.00591007j 0.00024179+0.00187124j 0.00519083-0.000516862j -0.0117237-0.00355541j -0.00397057-0.000569629j -0.0120095+0.00368333j 0.00615979-0.00159255j 0.00604817-0.00221606j 0.00191599-0.00466793j -0.0106803+0.00232643j -0.00427466+0.00174051j -0.00405918-0.00290263j -0.00177005+0.00752242j 0.00234415-0.00461059j 0.000885442-0.000611491j 0.00501585-0.00796966j -0.0120037+0.0083209j 0.00463514-0.00386642j 0.00485051-0.00305458j -0.00234082-0.00680324j 0.00402614+0.00323212j -0.00208012-0.00126239j -0.0066728+0.00951017j -0.00484586-0.00599526j 0.00442677-0.00329325j -0.00681567-0.00332283j -0.00628664-0.00154611j 6.19363e-05+0.00452398j -0.00642968+0.00485409j -0.00413289+0.00271439j 0.00169487+0.00108052j 0.000343687-0.00194464j -0.00220194+0.000970103j 0.00293071-0.000749004j -0.00367621+0.0020987j -0.00577894+0.00444931j -0.00525324-0.00352671j 0.0130978-0.00293723j -0.00489654+0.00492194j 0.00563359-0.0031145j -0.00199579-0.000326441j -0.00330887+0.00539204j 0.00308863-0.00352896j 0.0003686-0.000266521j 0.00703113-0.00664488j -0.0118377-0.00466805j 0.00617259+0.0033921j 0.00159273+0.00579984j -0.000648694-0.004433j 0.0077508+0.0136936j -0.00715632-0.0103011j 0.00194945+0.00927622j 
-0.000592723+0.000942737j 0.00237801+0.00732654j 0.00228351+0.0018353j -0.00165227+0.00307727j -0.00015223+0.00118621j -0.00227405+0.00142109j -0.00203309+0.00127068j 0.00146034+0.00503163j 0.000923517-0.00223879j -0.00268456-0.00151882j -0.00143434-0.00313261j -0.00346611-0.000426448j -0.000304618+0.00288864j -0.00124249+0.000784557j 0.000907971-0.00115234j -0.00150649-0.000119429j 0.000456172+0.00179745j 0.000557594-0.00162224j -0.00382795+0.000778002j -0.00264677-0.0030301j -0.00187333+0.00592716j -0.00551444+0.00583804j 0.00223973+0.00112271j -0.00437543+0.00456988j 0.000117432+0.00368487j -0.00493006+0.0049237j 0.00244371+0.00421416j -0.00134673-2.51639e-05j 0.00125211-2.98311e-05j -0.00945711-0.00987169j -0.00493409+0.00153888j -0.00456587+0.00737698j 0.0037602+0.00342212j -0.00945824-0.00279131j 0.00338587-0.00176782j -0.0040241-0.00465266j -0.00296526-0.000538904j 0.00170398+0.000739293j -0.00306096+0.00717319j -0.00411661-0.00032966j 0.00997788+0.00233443j -0.0023087-0.000407626j -0.00688513-0.00127552j -0.00224518+0.00678865j -0.000663867-0.00483773j -0.00186584-0.000621153j 0.00605601-0.000376565j -0.00321766+0.00398721j -0.00172178+0.00395063j 0.00369147-0.00414905j -0.000373421-0.002751j 0.00411247+0.0078513j 0.00694499+0.00587985j 0.0051324-0.00638569j 0.00239924-0.00121125j -0.000770035-0.00366439j 0.00670026+0.00542913j 0.00636162+0.00869712j 0.00320469+0.00204956j -0.0113689-0.0066294j -0.00739154+0.002287j 0.00693786-0.00298934j -0.000640014-0.00357601j 0.000171493-3.71799e-05j -0.00787548+0.00144701j -0.000873348-0.00344054j 0.013532+0.0066048j -0.00239783-0.00159054j 0.00106658-0.0035641j -0.00191313+0.00144754j 0.00117741+0.004839j -0.00767021+0.00606019j -0.00445979+0.00131405j -0.00514922+0.00478846j -0.00310653-0.00490553j 0.000279822-0.00558165j 0.0115319+0.00229794j -0.00263646+0.00510643j -0.000386243+0.00145044j -0.00915573-0.00925063j 0.00529211-0.00427073j 0.00934074+0.00181958j 0.0123189-0.00258898j 0.0120122-0.000469948j -0.00348683-0.00427734j -0.00972398-0.00538997j -0.0103019-0.00555701j 0.00623595-0.00681503j -0.0100164-0.0130451j 0.00418386+0.00237553j 0.00628234+0.00660511j -0.00420292-0.00303993j 0.00494522+0.000792811j -0.00177176-0.00776171j 0.0064643+0.00044499j 
-0.00144059+0.000578832j -0.00557939+0.000156294j -0.00637861-0.00384246j -0.002912-0.000757691j 0.00760713-0.0003006j -0.00448225+0.00917758j -0.000500377-0.00169185j -0.00243858-0.0013272j 0.00739763+0.00102242j -0.00358215-0.000121175j -0.000669512-0.00429181j -0.000116219-0.00295955j -0.00418771+0.00199635j 0.00100054+0.00308001j -0.00616713-0.00204671j 0.00585916+0.000678702j -0.000531766-0.000275391j -0.00642971-0.00347974j 0.00175102+0.0092416j -0.012943+0.00465351j -0.00793205+0.00139526j 0.0059546+0.0108767j 0.00200413-0.00119333j 0.0020085+0.00534148j 0.00703976-0.00301034j 0.00236736-0.000605656j 0.00307541+0.00397821j 0.000582972-0.00145232j 0.00263884-0.00432416j -0.0028195+0.000530699j 0.000602171+0.0063293j -0.00153162-0.00218964j -0.00160179+0.00478535j -0.000236348+0.00859391j 0.00760911+0.000868835j -0.00185575-0.00400488j -0.000484202-0.00167458j 0.000493753-0.00239058j 0.00525578+0.0152928j -0.00764014-0.00672848j -0.00837345-0.0167393j 0.00340005+0.00352126j 0.00107174-0.00236333j -0.000929384-0.000358437j 0.00394546-0.00310435j 0.00185986-0.00523448j 0.00642664-0.00533676j -0.00485819+0.00090599j -0.00358471+0.00413736j -0.00181688-0.00107898j 0.000928954+0.00522483j 0.00316442-0.000494287j -0.0081717-0.00307819j -0.0028787-0.00708755j -0.00153987-0.00207711j -0.00625155+0.000855602j -0.00608886-0.00160129j 0.00325146+0.0029086j 0.00861341-0.00378954j 0.00406306+0.00521007j -0.00727166-0.00560927j 0.00257552-0.00311378j -0.00715688-0.0124671j -0.00401054+0.00242061j 0.0044015+0.0073311j 0.00317698-0.000177772j 0.00150756+0.00120664j 0.00217374-0.000663995j 0.00468614+0.00237507j -0.00188274+0.000261304j 0.00468206+0.00117902j 0.000695695+0.000323352j 0.00382284+0.00438474j -0.00693202+0.00233152j 0.00183988-2.42971e-05j 0.000121662-0.00287913j -0.00294261-0.00515096j 0.00540885-0.00187825j -0.0109679+0.00589373j 0.00370176+0.00380587j -0.00966871-0.00423689j -0.00484782-0.00499611j 0.00065016-0.00423634j 0.000736675-0.0067091j 0.00470222+0.00600592j 0.00163375-0.00533566j -0.00306654-0.00396928j 0.00818103+0.00921139j -0.000362661-0.00213208j 0.00155335-0.00271781j 0.00380537-0.00793932j 0.00793519+0.00757281j 0.000804107+0.0230466j -0.00984221-0.0118075j -0.00266712+0.00999569j 
-0.00338547+0.00418721j 0.00175523-0.00721661j -0.00189532-0.00102482j 0.00359518-0.00116045j -0.0026834+0.0024004j 0.00174599-0.0038894j 0.000412988+0.00124895j 0.0010463-0.00411486j -0.00261543+0.0026186j 0.00161781-0.000330165j -0.000320332+0.000899045j 0.00376694+0.00180792j 0.00667629-0.00136479j -0.00263874+0.00110488j -0.000477115-0.00438021j 0.00084396+0.00236145j 0.0027452-0.00588515j 0.00699357-0.00584322j -0.00204518-0.00132924j 0.00523416-0.00938015j -0.00555861-0.000941613j 0.00380361+0.000878908j -0.00266419-0.00309411j 0.000807992-0.00112691j -0.000798604+0.00193942j -0.00295949-0.00441384j -0.0032813+0.00261955j 0.000109401+0.00133487j -0.00641643+0.00826107j 0.00685539-0.00194997j 0.0040118-0.00340168j 0.0047012-0.00428533j 0.00208644-0.00196042j 0.00535044-0.00912058j -0.00465776+0.00159342j -0.00409891-0.00128769j -0.00369549+0.00125524j -0.0027236-0.00217976j -0.00174103+0.00101749j 0.00721449-0.00718804j -0.004418+0.000861991j 0.00218253+0.00149153j 0.00624138+0.000512627j -0.000312428+0.00114633j -0.00113142-0.00080265j 0.00180284+0.00178541j 0.000689149+0.00275922j 0.00123043-0.000184656j 0.00155273+0.000264715j 0.00222776-0.00330967j -0.00101046-0.0054572j 0.00559059+0.00206288j 0.00914483-0.000876007j 0.00307633+0.00764448j -0.00557186+0.00762395j -0.00392338-0.00109855j 0.0108625+0.00331706j -0.00432069-0.00404564j 0.000161423-0.00291938j -0.00144381-0.00580716j 0.00452209+0.00307932j -0.00150842-0.00165905j -0.00633813-0.00695145j -0.000500137+0.00235413j -0.00152155+0.00187275j -0.00486002-0.00708384j -0.00203567+0.0026879j -0.00379428+0.000730157j 0.00330192+0.00324641j -0.00337462-0.00151801j -0.00367018-0.00318129j -0.000178379+0.00411232j -0.00845188+0.00436439j -0.00395271-0.000484233j -0.00734678-0.0043414j 0.00480507+0.00490337j 0.00375111+0.00531185j 0.00417398+0.000471156j -0.00657496+0.00437735j -0.00261302-0.000446367j 0.00576514-0.00818239j -0.00156785+0.000371193j -0.00108487-0.000330666j -0.00294956-0.00494349j 0.00364522-0.00121899j -0.00442975+0.00243395j 0.000533309+0.000481906j -0.00541809+0.00190067j -0.000464764-0.00789621j -0.00463509-0.00796467j 0.00837573-0.00480477j 0.00348372-0.00734029j 0.000361475-0.00315519j -0.00141503-0.00265107j -0.00138804-0.000224004j 
-0.0020869+7.45804e-06j 0.00226149-0.00185609j -0.00202164-0.00255258j 0.00220358+0.0007196j -0.00247195+0.000768783j 0.00291082+0.00448532j 0.00152014+0.00211686j 0.00164918-0.00271382j 0.00357305+0.00635071j -0.00277732-0.00205686j -0.00207567-0.00399504j 0.00443668+0.0019409j -0.00229336+0.00236051j -0.00379913+0.0035244j 0.000876299-0.00293369j 0.000784605+0.0041035j 0.00285798-0.00583612j 0.00239451-0.00484339j -0.00205067+0.00260723j 0.000818293-0.00373511j -0.00411443+0.0031342j 0.00187901+0.00396653j 0.00643974-0.000346548j 0.00104608+0.00338087j -0.00126716+0.000606129j 0.00556872-0.00204483j -0.00134658+0.00416501j -0.000403423+0.000332468j -0.000430559-0.000800989j -0.000396321-0.00706366j 0.00364112+0.0024292j 0.00491289-0.00226916j 0.00335924+0.00364763j -0.00460727+0.00431534j -0.00141332+0.00367753j -0.00721655+0.000976642j 0.000975894-0.000575974j 0.00048128+0.000967333j 0.000935333+0.00478613j -0.00289663+0.00241551j -0.00548631+0.00636334j 0.00433368+0.00189738j -0.00296095+0.000991816j -0.00720382+0.00232799j 0.00265718+0.00280268j -0.0107332+0.000983617j -0.00127433-8.18221e-05j 0.00568238+0.00456839j 0.00193506+0.00155143j -0.00154927+8.67354e-05j -0.00702061+0.00435541j -0.00259611-0.00635745j 0.00523319+0.00242929j 0.000192266+0.00221206j 0.0100597+0.000215352j -0.00508938-0.0058657j -0.00473953+0.00661427j -0.000179751-0.000106446j 0.00415211+0.00384482j 0.00534287+0.00185316j -0.000815156-0.00715055j -0.00211279+0.00667169j -0.00550596-0.0053925j 0.00292919+0.0025302j 0.00133639+0.0108414j -0.00208176-0.00108763j -0.0120501-0.00282727j -0.00240833-0.000117801j -0.00411438+0.00440713j 0.00378371-0.00309636j -0.00468717-0.00960414j 0.00359717+0.00325901j 0.000347309-0.00463389j 0.00296625-0.00756042j 0.000799275+0.00756623j -0.00496815+0.0046537j 0.00118819+0.00449556j 0.0076575-0.00900919j 0.00381881-0.00982059j 0.00548811-0.00384707j 0.00370137-0.00071716j 0.00177852-0.00287281j -0.00856328+0.00201135j -0.000625332-0.0017815j -0.00346872+0.000212363j 0.00014882+0.0121494j 0.00199924+0.00411142j -0.00605706+0.00220115j 0.0112188+0.0129578j -0.00435274+0.00414625j -0.0115519+0.000107411j 0.00685783+0.0019869j -0.00251119-0.00332187j -0.00371105+0.000991135j -0.00366886-0.00538634j 
