0.010327+0.0671545j -0.0543429+0.0204952j 0.0641857+0.149465j -0.136484+0.0438277j -0.148395+0.0310539j -0.0589837-0.167665j -0.0910751+0.116939j 0.0768894+0.0658703j -0.0897585+0.131094j -0.0992282-0.0266737j -0.0184157-0.0120581j -0.169501+0.0067496j 0.0236601-0.053748j 0.0855412+0.0468905j 0.0560562-0.013355j -0.0659122-0.0419553j -0.072939+0.0791609j 0.00375817-0.0652249j 0.0117236+0.0458786j -0.0636223-0.144462j 0.13206-0.0941813j -0.121838-0.208542j 0.252938+0.122683j -0.0877383+0.123253j 0.092355-0.22226j -0.0543247+0.109123j -0.0394329+0.138487j -0.0337113-0.116809j -0.024649-0.0227847j -0.223898-0.060499j 0.0350636-0.0323561j 0.0594026+0.125173j -0.148776+0.251492j 0.0936106+0.0223752j 0.0211587-0.0871683j 0.147952+0.0981659j 0.0502302-0.0221261j -0.000569841-0.0470299j -0.0584799+0.0243654j 0.139521+0.0332872j -0.0925343-0.045585j -0.0126019+0.00526437j 0.00146737+0.0340231j 0.050368-0.0079882j -0.0328976+0.014249j 0.047065+0.0226164j -0.0604366+0.0615434j 0.0906631-0.0660293j -0.026867-0.0264575j -0.0937812+0.0324706j 0.159526-0.0475167j 0.0478051-0.0227156j -0.0531403+0.0232428j -0.0801132-0.025637j 0.00736932+0.00307656j -0.0242686-0.0441889j 0.0164809+0.02813j -0.0500735-0.00219106j -0.0120227-0.0458594j 0.00228979-0.0387688j -0.0326171-0.0363997j 0.00587703+0.0184866j -0.0156267+0.00656692j 0.0347217-0.0267323j -0.00920303-0.0144784j -0.0393561-0.0460912j 0.0105495-0.00414027j 0.0117459+0.0293735j 0.00388477+0.00676306j -0.00672593+0.0450727j -0.0269903-0.0168713j 0.018243+0.00931722j -0.0160114-0.0373519j -0.0132772+0.0379279j -0.00157421-0.0153014j -0.0111019+0.0146868j 0.000548+0.00155241j 0.00752386+0.014439j 0.0174644+0.0239375j -0.00484658+0.0216302j -0.00119152-0.0141147j -0.00170878+0.00482917j -0.0136242-0.00758007j 0.0635007+0.0316027j -0.0383545+0.00387627j -0.0325086+0.00684593j 0.0107038+0.00254722j -0.00495899+0.015462j 0.0051656+0.0187644j -0.00364362+0.00297286j -0.00107505-0.00208192j -0.0165644-0.0126854j -0.0243892-0.00932999j 0.0150328+0.0306239j 0.0108012-0.0127361j 
0.000420168+0.00155084j 0.00059512-0.0112636j -0.00377331+0.00128958j -0.00516619-0.0071931j -0.00654157-0.000873859j 0.00130548+0.00381694j 0.00754094-0.00207196j 0.00477722+0.00451958j 0.00159688+0.000641598j -0.00418786-0.0010064j 6.8054e-05-0.00131717j -0.00101071+0.000275284j 0.00213332+0.00156713j -0.00236901-0.00212451j 0.00274191+0.00338946j 0.00202407+0.00200694j 0.00681839+0.0038076j 0.000218993-0.00252083j 0.00155788-0.000642282j 0.000516629-0.00377787j 0.00227082-0.00329895j -0.00893184-0.0045666j -0.0091811+0.00384878j 0.00487668+0.00239192j -0.00389244-0.00661501j 0.0123224+0.00121162j -0.0158364-0.00317311j 0.000109716+0.000965939j 0.0178607+0.00640293j -0.00337957+0.00457258j -0.0138372+0.00226665j 0.00254719+0.00122142j -0.00173179-0.00349253j -0.00393309-0.00100097j 0.00718886-0.000997681j 0.0177938-0.00101121j 0.00416184+0.00122706j 0.00252302-2.15618e-05j -0.00527333+0.0032994j -0.00334734+0.000295007j -0.00497329+0.00300742j 0.00208177-0.00232036j -0.0003116+0.00268894j 0.000255895-0.00164281j -0.00450491+0.000848876j -0.00243143-0.0047179j -0.00224347+0.00476368j 0.00106356-0.00271974j 0.0047633-0.000571809j -0.00234011+0.00169608j -0.000869913+0.00331741j -0.00240658+0.000588492j -0.00538889+0.0024774j -0.00236513+5.19192e-05j -0.00583475+0.00139265j 0.00185686-0.00145457j 0.000639081+0.00200922j -0.00119996+0.000713067j 0.00153522-0.00775059j -0.000198943-0.00334121j -0.00651372+0.00217783j 0.00371985-0.00226319j -0.00295195+0.00144427j 0.00453601+0.00127219j -0.0023147+0.00112758j -0.00342148-0.0029354j 0.00511687+0.00229142j 0.00436994+0.00116909j 0.00227344+0.00357183j 0.00490597+0.00468634j 0.00415103+0.00156733j 0.00123982+0.000179472j -0.000644271-0.00299061j 0.00356531+0.00615413j 0.00334109-0.00270807j -0.00316429-0.00258034j -0.00496164-0.000885102j -0.00277631+0.00376614j -0.000558897-0.00320112j -0.00280055+0.0033007j -0.00151872-0.00197732j 0.00030861-0.00146869j 0.0045201-0.0020478j 0.00345328+0.00341564j -0.00206129+0.00403353j -0.00341237+0.00155742j -0.00103452-0.00445771j -0.00259089+0.00127254j 0.000668932+0.00135427j -0.000829084+0.001901j 0.000593412+0.00168239j -0.00307954+0.0005487j -0.00327911+0.00293383j -0.00137331+0.00051168j -0.000716344+0.00468522j 
0.00996257+0.000377628j 0.00628676-0.00475333j -0.00326888+0.00366162j 0.00604161+0.00247174j 0.00217152-0.00509216j 0.00620671+0.00451576j -0.00577569+0.00340628j -0.000684634-0.00532964j 0.00524192-0.00629505j -0.00505743-0.000971991j -0.00344525+0.00378855j 0.00221748-0.00494318j 0.00453831+0.00110027j -0.00539938+0.00407305j -0.020256+0.00187327j 0.00604944+0.000584571j 0.00833651-0.00345918j -0.0049276-0.00127434j -0.00203125-0.00559895j 0.0040658-0.0023333j -0.00357304+0.000722863j -0.00405039+0.00104428j 0.00296083+0.000625297j 0.000154782-0.00140773j 0.00343506-0.000477655j -0.000970828-4.23119e-05j 0.00210607-0.00126843j 0.00546823+0.00136701j -0.00510277-0.00101197j 0.00300486-0.00159534j 0.00304841+0.000758903j -0.00253889-0.00013915j -0.0021331+0.000429181j -0.000398761-0.000343322j 0.00147861-0.000805955j -0.00276726-0.000654129j -0.00315846+0.0015749j 0.0017266-0.00275893j 0.00119219+0.00276649j -0.00443258+0.00301349j 0.00195432+0.000139222j 0.00175668-0.00181778j -0.00133657+0.00193734j -0.0015873+0.00242102j -0.000105657-0.00167523j -0.00100033-0.00157455j 0.00322086+2.92662e-05j -0.00422113+0.00226306j -0.00293638+0.00232085j -0.00367223-0.000445545j -0.00277317-0.00423761j 0.00113223+0.000629977j 2.81193e-05+0.00152919j 0.000420695-0.000412901j 0.00336196-0.0029997j -0.00138844-0.000937992j 0.000843404+0.00527026j -0.0019893+0.00121245j 0.00352314-0.00217771j 0.00314442+0.00060592j -0.00118352-0.00159005j -0.000548223-0.000779127j 0.000644331+0.000981587j 2.143e-06-0.000162713j -0.000481407-0.00225366j 6.73716e-05+0.0101012j -0.00413478+0.00108183j 0.00543318+0.00219528j -0.0046894+0.000709876j 0.00250156-0.00411274j 0.00900066+0.0036259j -0.00195238+0.00162336j -0.000438666-0.00512873j -0.00619734-0.00256008j -0.005682-0.000363444j 0.00171981-0.00970621j -0.00244683-0.00336222j -0.0039566-0.00107525j 0.00134549+0.00318081j -0.000895451-3.26039e-05j 0.00162406-0.0022337j -0.0072438+0.00112102j -0.00223953-0.00568645j 0.000178144+4.76718e-05j 0.00437935+0.000240406j 0.00446578+0.000901313j 0.00103472-0.000285365j -0.000430039-0.00216909j -0.00142692+0.00033046j -0.000536751+0.00126706j -0.00118167-0.00121271j 0.0021185+0.00216213j 0.00392987-0.0014567j -0.00172837-0.00225359j 0.000442221-0.000794171j 
-0.0117277+0.00172061j 0.00448479+0.00016989j 0.00748943+0.00529724j -0.00787783+0.00387128j 0.00234047+0.00420291j 0.00573927+0.00642039j -0.00181246-0.0113937j 0.00415989+0.0027464j -0.00222858-0.000218002j -0.00472838-0.000359887j 0.014701-0.00850786j -0.00372097+0.00614585j -0.00373853-0.00813034j -0.00454191+0.00361815j -0.00993987-0.00412439j -0.00162069+0.00539179j -0.00214626+0.0033623j -0.00231299+0.00524318j -0.000157554-0.00160741j -0.00151455-0.00114747j -0.000825624+0.00255239j 0.00318251-0.000772261j 0.00266622-0.000112454j -0.00319924+0.000200334j 0.00481426-0.00216502j -0.00273598-0.00396214j 0.00543243-0.00206115j -0.00257875-0.00104745j -0.0066046-0.00139137j 0.00282128-0.00214941j 0.00660784+0.000159139j -0.00132927+0.000861239j 0.000399865+0.00293975j 0.0025535-0.0023699j -0.00195751-0.00216424j -0.00923844-0.000266764j 0.00177969-0.00142705j -0.00328354+0.00232449j 0.00120538+0.002508j 0.000579008+0.000599199j 0.000656919-0.00243681j -0.00109195-0.000947615j 0.00155504-0.00404114j 0.00109313-0.00427833j 4.85385e-05-5.72341e-06j -0.000438535+0.00255568j 0.00243741-0.00107669j 0.00314405-0.000647237j -0.00151145-0.000891844j 0.000200565+0.00155547j -0.0025952-0.00218183j -0.000786553+0.00149782j -0.00121962-0.000947162j 0.00306437+5.48584e-05j 0.00208141+0.000917416j -0.000936639-0.0012174j -0.00252296-0.00386813j 0.00218224+0.000175538j -0.00220222+0.00238536j -0.00106118-0.000285068j 0.0029248+0.000849892j 0.000600037+0.00202328j 0.00232267-0.000908407j -0.00434259+0.000753703j -0.00127463-0.000205085j -0.00187293+0.00167769j 0.00719575-0.00178292j -0.00528712-0.00253923j 0.00281555-0.000116986j -0.00669953+0.000489627j -0.00379231-0.00290199j 0.0025387+0.00047381j 0.000358946+0.00587193j 0.00317689+0.000832604j 0.00207502+0.00311108j -0.00265039+0.00701343j 0.00188976+0.00258809j 0.00550198-0.000905078j -0.00352481-0.00271148j -0.000304834+0.000269237j -0.000749521+0.00344271j 0.00606879+0.000616516j -0.00294385+0.00282155j -0.00235678+0.0008105j -0.00108398+0.00298179j -0.000256616+9.49722e-05j -0.000813136+0.0030801j 0.000592748+0.00433983j -0.000627094+0.000696534j -0.00242146-0.00398728j -0.000444181+0.00198811j 0.000753138-0.00237376j -0.000722286+0.00102948j -0.000663271+0.000702629j -0.000425869-0.000866881j 
0.00301906+0.003338j 0.00387019+0.00193578j -0.00550421+0.00438096j 0.00559981-0.00104603j 0.00227055-0.00420149j -0.00282554-6.94686e-05j 0.000101782+0.00606369j -0.00241439-0.000507368j -0.00115448-0.0039625j -0.00421029-0.00107401j -0.00566464+0.00630127j 0.00378275-0.00288331j 0.00420963+0.00382153j 0.00262038+0.000394917j -0.00292865+0.00261002j 0.00216103-5.29881e-05j 0.00256882+0.000208843j -0.000942767-0.00419192j -0.00120551-0.0013544j 0.00154857-0.000650592j 0.000679993+0.000579485j 0.00058192+0.00120144j 0.00154109+0.00199715j 0.000237525-0.000406133j 0.00452791-0.00187695j -0.00156554+0.000241223j 0.00377035-0.000544388j -0.00481641+0.00230705j -0.000473878-0.00160047j -0.000513786-0.000453088j 0.000935694+0.00131242j -0.00101626-0.00079993j -0.00138356+0.000829113j 0.00114795+0.00250232j 0.00197737-0.00135678j -0.00153275-0.000690208j 0.00239094-0.00424301j -0.00643689+0.00657299j -0.00250631+0.00092539j -0.0022964-0.00216053j 0.000231173+0.000984773j -1.1439e-05+4.39001e-05j 0.00274336-0.00600859j -0.00140574-0.0080756j 0.00557606+0.00219286j 0.00579616+0.000237769j 0.00546203-0.00361196j 0.00565402-0.00503488j 0.00541346-0.00176473j 0.00423123+0.00091945j 0.00172836+0.00263986j -0.00237392+0.00660167j -0.00330854+0.00241362j 0.00126073-0.00232263j -0.00152539+0.00156444j -6.37332e-05-0.000689652j -0.00419152-0.0109014j 0.00662509-0.00578792j -0.00366726+0.00275551j 0.00196974+0.00147062j 0.00215923+0.000261506j -0.000320027+0.00154794j 0.00155803-0.00734587j -0.00488329+0.000614625j 0.0015572+0.00655002j -0.00460586-0.00372802j 0.0142673-0.00603487j -0.0123789-0.0108352j 0.00811359-0.00225024j -0.00910888+0.0108131j -0.011492-0.00513396j 0.00566911-5.89278e-05j 0.00113739+0.0105711j 0.00977082+0.00537703j 0.0134952+0.00216332j -0.00951479+0.0138954j 0.00785579+0.00767317j 0.012141+0.00503187j -0.00174096-0.00850839j -0.00306693+0.00215205j -0.00188839+0.00965951j 0.0156888-0.00244247j 0.00101769+0.013905j -0.00110669+0.00317681j -0.00392546+0.00583215j -0.00264045-0.0065061j -0.00121661+0.00633581j 0.00328885+0.0118202j 0.000120022+0.00411158j 0.00116854+0.00151963j 0.000369369+0.00133039j -0.00100026-0.000710812j -4.7106e-05+0.00120557j -0.000768962+0.00442436j -0.00111204-8.02418e-05j 
0.00735902-0.00109943j 0.00277855-0.00232823j -0.00473122+0.00406226j 0.00883396-0.00286255j 0.00362813-0.000201142j -0.000186836+0.00267221j 0.000176742+0.00500525j 0.00713725-0.00472626j -0.00225248-0.00460878j 7.96675e-05-0.00198105j -0.00355764+0.00301755j 0.00742739+0.000262341j 0.00109467+0.000590367j -0.00143386+0.00234682j -0.0034844+0.00041761j 0.00470988-0.000914019j -0.000150439+0.00135396j 0.00098721-0.000722453j 0.00278496+0.000124892j 0.00328943-0.00175859j -0.0042323+1.0991e-05j 0.00136453+0.00103235j -0.000631128-0.000394661j 0.00228864-0.00113253j 0.00499652+0.000876259j -0.000316556-0.000995913j 0.00616129-0.00117883j -3.10962e-05-0.000161991j -0.00588015-0.00299636j 0.000920634-0.000917775j 0.00194276+0.00168481j -0.00159326-0.00120062j 0.00193913+0.00205992j 0.000750824-0.000174904j -0.00408896+0.00148711j -0.00620892+0.0039858j -0.00395416+0.000251121j -0.00042252-0.000828571j -0.00340054-0.000549638j 0.00131467+0.000398539j 0.000583673-0.00117849j 0.000694613+0.000320039j 0.00199263+0.00144294j 0.00102182+0.00286934j 0.00134156-0.00240872j -0.000907782+0.00113267j 0.00254014+0.000458909j 0.000152851-1.2861e-05j -0.00208459+0.00152188j -0.000671665-0.000308687j 0.000766243-0.00112037j -0.000138543+0.00295818j -0.00066115-0.00160025j -0.000148924-0.00120176j 0.00196213+0.00255455j -0.00190725-0.00257667j -0.00132402+0.0036067j -0.00101691-0.000269688j -0.000718329-0.00306793j -0.00212266+0.000372732j 0.00458315+0.00229781j 0.00280215+0.00231442j -0.0034952-0.00134355j -0.00377803-0.000161261j -0.0036053+0.000169525j -0.00186229+0.0039302j -0.00210297-0.000453236j 0.000355187-0.00353137j -0.00110292+0.00176384j -0.00114197-0.00196545j 0.00443352+0.00140546j -0.00156664+0.00113772j -0.00122995+0.000592229j 0.00026797-0.00053278j -0.00333899+9.22984e-05j 1.52445e-05+0.000140621j 0.000973509+0.000434527j -2.12275e-05-0.000824395j -0.00299103+0.00298643j 0.000800727+0.000571846j 0.00146639+2.49224e-05j -0.00265852+0.00229164j -0.00207653-0.00225376j -0.00335009+0.000765384j -0.000696766+0.000657077j 0.000295579+0.000531647j 0.000806263-0.000859616j 0.000285189-0.00129993j -0.0011559-0.000611768j 0.000252345+0.000558956j 0.000241621-0.00137706j -0.000635698-0.00170555j -0.000269967+0.00219466j -3.53206e-05+0.000613607j -0.00378064+0.000559273j 
6.90318e-05+0.000554724j 0.00994161+0.005475j -0.000980696-0.00043814j 0.00198758-0.0023779j 0.00424563+0.00262234j -0.00704988-0.000413199j -0.0015354-0.00193603j -0.00564952+0.00552593j -0.00586613-0.00131704j 0.0063024-0.00200082j -0.000763629+0.00468159j -0.00136381+0.000904101j -0.00275849+0.00222863j -0.000993858-0.00672573j -0.000319495+0.0020333j -0.00726507+0.00267332j -0.00300279-0.00107318j -0.00304135-0.00756451j 0.0018232-0.00206561j 0.00752345+0.0036065j 0.000188122+0.00223883j 0.000769248+0.00384176j 0.00404485+0.00109689j -0.00226242-0.00175365j 0.00817282-0.00160065j -0.00260352-0.00255232j 0.0117242-0.00119538j -0.00155762-0.00237432j -0.0130492-0.00262197j 0.00317685-0.0029092j 0.0071721-0.00379202j -0.0038979+5.632e-05j -0.000129705+0.000342463j 0.00132976-0.00141999j -0.00203406+0.00396061j -0.00982192+0.00077738j 0.000485954+0.000148892j -0.00161728-0.000339076j 0.00211299+0.001374j -0.00234406-0.00518074j -0.00179862-0.00251887j 0.000838639+0.000388914j -0.000432981+0.00208784j 0.00275637+3.96276e-06j -0.00137149-0.00181637j 0.00227988-0.000876237j 0.000335534-0.000547028j -0.0012333+0.00352194j -0.00438014-0.00354685j 0.00016866+0.00154269j -0.00295925-0.00224367j 0.000267791-0.0012514j -0.00261065+0.000904932j 0.00187065+0.00107554j 0.00286674+0.000342237j -0.000718323-0.000196254j 0.00151174+0.00186234j -0.00153354+0.0034955j 0.0018669-0.000294639j -0.00106022-0.000808677j 0.0041973+6.89027e-05j 0.00237373-0.00323895j 0.00312497-0.00289789j -0.0017672+0.0022615j -0.00138778+0.000104413j 0.00228248-0.00175806j -0.00156334+0.00445086j 0.00316017+0.00062398j -6.48914e-05+0.00058935j -0.00196988+0.00325342j 0.00187706-0.000817694j 0.00224416+0.00321129j 0.000873255-0.00233975j -0.0040817-0.00188577j -0.00116006+0.000763039j 0.000893356-0.00329313j -0.00342088+0.000229855j -0.000464869+0.00804213j 0.00392527+0.00599402j -0.00129287+0.00356736j 1.48953e-05-0.00211161j -0.00322151-0.00320596j 9.63672e-05+0.000172366j 0.00123241-0.00207717j -0.00437008-0.00234395j 0.0031253-0.00283338j 0.00211937-0.00447531j -0.00205539-0.00136277j -0.000651378+0.000426083j 0.00148778+0.00213433j 0.000973167-0.00593082j 0.000434043+0.000880045j -0.00128355+0.00722538j -0.0017016-0.00339315j -0.0011099+0.00322046j 
0.00180976-0.00119186j 0.000565639-0.00372744j -0.00289694+0.00413717j 0.000902088-0.000965933j 0.00212444+0.00308971j -0.00360792+0.000557515j 0.00355842-8.62896e-05j 0.0105612+0.00209201j -0.0030623-0.00459506j -0.000236955-0.00176416j -0.000461362-0.000559899j 0.00238213+0.00191137j 0.0024815-0.000971171j 0.00191053+0.00282602j 0.0017277-0.000292552j 0.000921551-0.00124785j -0.00265349+0.00179956j 0.00318291-0.000619978j 0.00680465-0.00153585j 0.00624985+9.1817e-05j -0.00428869+0.0027943j -0.00137044+0.00184935j 0.00299414+0.00549386j -0.00450686+0.000570065j 0.00285696-0.00355255j -0.00685196-0.000200755j 0.00524796-0.00505475j -0.00332208+0.000308798j -0.00639859+0.00262122j -0.00436908-0.00208229j -0.000216149-0.00337283j -0.00122722+0.0040086j 0.000313975-0.0049127j 0.0039429-0.00621653j -0.00820506+0.00261382j 0.000388235-0.000769657j 0.00521904-0.001322j 0.000331198+0.00313353j 0.00498013-0.000365087j 0.00637718-0.00230725j -0.00139516-0.0037375j -0.00611979+0.0040389j -0.00155648-0.000136501j -2.59894e-05+2.97898e-05j -0.00309743+0.00146672j -0.00540732-0.00526309j 0.000242637+0.000147333j 0.00245875+0.000787222j -6.90575e-05-0.00278229j -0.000616362-0.000432915j 0.000197633+0.00566069j -0.00387146-0.00111632j -0.000733822+0.00578009j -0.000718496+0.00264514j -0.00370635+0.000655187j -0.00367773+0.00751247j -0.00115092-0.000597547j 0.000721296+0.00483549j -0.00306727+0.00242888j -0.00312079+0.00138101j -0.00540991+0.00549957j 0.000951868-0.00631296j 0.00457453+0.00316233j 0.00254349-0.00181877j 0.00250103+0.000292761j -0.0016921+0.00296462j 0.00471882+0.00128589j 0.00338157-0.0033666j 0.000664665+0.00375945j -0.00370149-0.000657123j -0.000378939+0.00394186j -0.00157962-0.00149485j -0.00249592+0.000433064j 0.000534697+0.000968263j -0.00192491+0.000866414j -0.00332382+0.000714334j 0.00185155+0.00411902j -0.00246766+0.00906506j -0.0044284-7.46624e-05j -0.00128477+0.00742406j 0.00238198-3.95534e-05j 0.00336166-0.00774784j 0.00497794-0.0053941j 0.000211663+0.00323161j 0.00404144-0.0107119j 6.63334e-05-0.00668116j -0.00605055-0.0116541j 0.000191781+0.00188065j 4.60162e-05+0.00172776j 0.000405957-0.00112085j 0.00132915-0.00313305j -0.000814708+0.00672507j -0.00102718+0.0122782j -0.00111733-0.00361768j 0.00581627+0.00597516j 
-0.00940207+0.00831181j 0.00888913-0.00180707j 0.00286962+0.000528687j -4.70846e-05+0.00396448j -0.00102607-0.00307068j 0.00213853-0.00458593j -0.00180458-0.00670733j -0.0163213+0.00604271j 0.00540738+0.00464043j -0.00824864+0.00440078j -0.00366108+0.00140438j -0.00284676-0.00683816j 0.00314704+0.00387047j -0.00459408-0.00631518j -0.00762782+0.00514538j -0.0030088+0.00390154j 0.00652722-0.00552107j -0.0052707-0.00835577j -0.00240833-0.00347499j -0.000771374+0.000521004j -0.00170248-0.00294814j -0.000131423+0.000518186j -0.000636787-0.00266051j -0.00021831-0.000170989j 0.00127216-0.00698352j -0.00175918-0.00150564j 0.00186717-0.0054195j 0.000816479+0.0014528j -0.00236285+0.00175166j 0.00145489+0.000227199j -0.000827741+0.000604659j 0.000491142+0.00228571j -0.00319001+0.00120839j 0.00295269-0.00240634j -0.00462828-0.00384379j -0.00300015+0.000355918j -0.00240855-0.000575684j -0.00289148+0.000341271j 0.00130889+0.00468432j 0.00457587+0.00834967j 0.00218841-0.00173431j -0.0018802-0.00307533j -0.00116453+0.00110324j -0.00130482-0.0028955j 0.00314525+0.000611906j -0.00849722-0.0018397j -0.00033664+0.00512573j -3.43073e-05-0.000891315j 0.00482495-0.000637196j -0.00161542+0.00118486j -0.00180772+0.00377691j -0.00345522-0.000141275j -0.00310382-0.000585095j -0.00111886-0.00121113j -0.00247429+0.00272602j -0.00157637+0.00080543j -0.00239654+0.00148158j -0.000444533+0.000918028j -0.00288543-0.00127879j -0.00497006-0.0018368j -0.00309398+0.00570555j -0.000640438-0.000620183j -0.00327594+0.00459789j 0.00261239+0.0013655j -0.00269626-0.00398481j -0.00680894+0.00709823j -0.000524173-0.00655201j -0.000483581-0.00816296j 0.00432251-0.00211128j 0.0018601-0.00709456j 0.000493896+0.00718014j -0.00203642-0.00495569j -0.00460192+3.53842e-05j 0.00668561+0.00413308j -0.00372934-0.00388276j -0.00413403+0.000563341j -0.00301623+0.000552833j -0.00226286+0.00253828j -0.0138313-0.00291999j -0.004331-0.00156666j 0.00120744+0.00127998j -0.00264475+0.000462964j -0.00200642-0.00694775j -0.000558808+0.00832796j 0.0078498+0.00543035j -0.00162588+0.00516904j -0.00593505-0.00147064j 0.000185924+0.0046607j -0.00161444+3.75675e-05j 0.000470612+0.00128503j -0.00144474-0.000487112j -0.000982083-0.00122677j -0.00137319+0.00179628j -0.0031514+0.00012737j 0.00118681+0.00426583j 
0.00990568-0.00898135j -0.0022957+0.00122899j -0.00563498+0.00668063j 0.00821269-0.00417471j -0.00173896-0.00253109j -0.00305571-0.00563137j -0.00445961+0.0055315j 0.0128054-0.00275696j 0.000541783-4.68709e-05j 0.00819087-0.0171377j -0.0049289+0.00247752j 3.70934e-05-0.00721193j -0.00363829-0.00243142j -0.00400231+0.00625189j 0.00038312-0.000725905j 0.00440257+0.00673233j -0.00139753+0.00336191j -0.00216259-0.00490255j 0.00380304-0.00353064j 0.00203314+0.00690068j -0.00428753-0.00301303j -0.00325668+0.00121141j -0.00233972+0.00170913j -0.00162695-0.000924306j -0.00231426-0.000756802j 0.000997482+0.00199673j -0.00432106-0.00197371j 0.00381822-0.000819159j 0.00165869+0.000237356j -0.000973144+0.00226722j 0.000474068-0.000162217j -0.000929972+0.00171986j -0.00125374+0.000960949j -0.000556461-0.000906115j 0.00192247-0.00327891j 0.000559584-0.00157489j 0.000829093-0.00316345j -0.00221848+0.00375116j 0.0029642+0.00440556j 0.000133549+0.00253546j -0.00136507+0.00099171j 0.00281737+0.000541565j -0.00124773+2.3417e-05j -0.00220765+1.18148e-05j 0.00191435+0.000588015j -0.00140978-0.00122805j -0.000214206-0.00172425j 0.00519694-0.00339668j 0.00231879+0.000692995j -0.000522295-0.000221281j -0.000533604+0.000236299j -0.00386044-0.000220677j -0.000899752+0.00155905j 5.10157e-05-0.00178216j -0.000468794+0.00176455j -0.000600796+0.000864446j -0.00255178+0.00114437j -0.00076911+0.000752685j 1.16249e-05+0.0022798j -0.00422434-0.0020213j -0.00149293+0.000832247j -0.000999977-0.000590033j -0.00136946+0.00266488j 0.00235643+0.000847017j 0.000808826-0.000162808j -0.00495647-0.00143057j 0.00186168-0.00545777j -0.00390888-0.00192717j -0.000230935+0.000743086j 0.000128136+0.00172048j -0.00203514+0.000151395j 0.00122686-0.00265234j 4.81231e-05-0.000262595j 0.00568501+0.00215269j 3.59175e-05-0.00488717j -0.00125564+0.0019171j 0.00122907+0.00257545j -0.00169951+0.00151267j -0.00313289-0.000893469j -0.00150171+0.000375306j 0.000699449+0.00238024j 0.00213052-0.00235508j 0.000208508-0.000248512j -8.83224e-05+0.00236727j 0.000728564-0.00217026j -0.0030368+0.00214375j -0.00288681-0.0038811j -0.000339906+0.000856536j -0.00158316+0.00156995j 0.000237906+0.00221694j -0.00180842+0.000106759j 0.000824927+0.000105015j -0.00137133+0.00439499j -0.00118869-0.0023474j 0.00236072+0.00290299j 
0.00243642+0.00390757j 0.00379541-0.00762436j 0.0092398-0.00552258j -0.000289148-0.00740226j 0.00220896+0.00245353j -0.00793+0.00615883j 0.00129447-0.000404192j -0.00303692-0.00141662j -0.00814605+0.00263036j 0.00125859+0.00608515j 0.00265265-0.00439593j 0.00152722+0.00305669j -0.000229135+0.001488j 0.00412876+0.000683459j 0.000644874-0.000591625j -0.00077947-0.00668747j -0.000967396-0.00248955j 0.00542743-0.000833494j 0.00671137+0.000766983j 0.00291849+0.00324563j 0.00107511+0.000723848j 0.00280611-0.00254748j 0.00680507-0.00705723j -0.00337806+0.00227288j 0.00260188+9.81671e-05j 5.40078e-05-0.00458779j 0.00627962-0.00385354j -0.00298179+0.000707056j -0.00683102-0.00299066j 0.00238572-0.00299206j 0.00660645-0.000414064j 0.000732395+0.000201684j -0.00251737+0.00840067j 0.000132456+0.00189258j 0.00217621+0.00171541j -0.00494357+0.000984562j -4.50098e-05+0.00122407j -0.00168799+0.00102579j -0.00117148+0.00570859j 0.000722603-0.00067494j 0.00164993+0.00709052j 0.00726002-0.00763435j -0.00569674+0.000627909j -0.00352787+0.000510126j -0.00291628+0.00586385j -0.00651005+0.00139582j -0.00686789+0.00614906j 0.000342353-0.000388486j 0.00640863-0.00523168j -2.19518e-05+0.000506661j -0.00441558+0.00095381j 0.00122301-0.00421346j -0.00371666+0.00148804j -0.00300774+0.00213485j -0.00220101+0.00482755j 0.0033219-0.00357632j -0.00135009+0.000633613j -0.000989152+0.000330215j -0.00602249-0.00526638j -0.00439945-0.000937028j 0.000474554+0.000787464j -0.00174487-0.00299133j 0.000891713+0.00776412j 0.016446+0.00330262j -0.00293662-0.00505182j -0.00946515-0.0133252j 0.00220757-0.00701434j 0.00193568+0.00620634j 0.00241217+0.000972426j 0.0113538-0.00137403j -0.00103794-0.00172844j 0.000234961-0.00392384j -0.00150485-0.00478762j 0.00709064+0.00352229j 0.00185363-0.00675833j -0.00379414+0.00664837j -0.00717404+0.0041012j -0.00456155-0.00119078j -0.0075764-0.00298902j -0.000561701-0.00258023j -0.00225861-0.00399509j -0.00117697-0.000133607j 0.00584687-0.00764369j 0.00839705+6.2028e-05j 0.000885307+0.0010442j -0.00581534+0.0109412j -0.00348513-0.00426862j 0.000418303+0.00720547j 0.00263695-0.00392805j -0.00147116-0.00313471j 0.000363593+0.00101103j -0.00399968-0.000883395j -0.00238131-0.00114375j -0.00232819+0.00191931j -0.000704329+0.00990661j 
