0.000294565-0.0120266j 0.0758463-0.0520695j -0.0672341-0.00702636j 0.0401416+0.00421934j 0.048136+0.0296685j -0.0479382-0.00274854j -0.0217858-0.0407897j 0.0150203+0.0379238j -0.00537877-0.0126725j -0.044825-0.0173961j 0.00407253-0.0403161j 0.0141583+0.0384136j -0.0108819-0.00538349j 0.0068193-0.0186182j 0.00226409-0.00783785j 0.0203029+0.00446428j -0.000300782-0.00191537j -0.0100532-0.0128839j -0.0084816-0.010984j -0.000830081-0.0202461j -0.00488509+0.0166905j 0.0169688-0.00684742j 0.00757398+0.00467772j 0.00212987+0.0343747j 0.0190046-0.0260043j 0.0168096-0.00252626j 0.0141394+0.00671111j 0.0106447-0.00809186j -0.0118873-0.00779577j -0.0034188+0.00165684j -0.00473295+0.0188155j -0.0197954-0.0085289j -0.0170592-0.00472798j -0.00695915-0.00734516j -0.00415068-0.00335379j -0.00214564+0.00215504j 0.0147555+0.00699908j -0.00776415+0.0222609j -0.0102684+0.0286902j 0.0196259+0.00231962j 0.0127384+0.0174563j -0.00129957+0.0205837j -0.00449651+0.016323j 0.00414493+0.0168932j -0.00809532-0.00220511j -0.00735945-0.00105272j -0.00362337+0.00304559j 0.000643994-0.00685313j 0.00268173+0.0211705j -0.0386809+0.0305005j -0.00420549+0.00213105j 0.00160053-0.0297975j -0.00910472+0.000812262j 0.00658663-0.0315713j 0.0155936-0.00940101j 0.00562143+0.0101829j -0.0192362+0.0149053j 0.00705529+0.029007j -0.0394669+0.00200835j 0.0423488-0.0360836j 0.00494235-0.0295764j -0.0803388+0.0133192j 0.0956686+0.0455146j -0.00428832-0.0925991j -0.0332894+0.0608706j 0.0719677-0.0243276j 0.0139559+0.0780563j -0.00231782-0.0183707j -0.0573847-0.0259435j -0.0354312+0.0900782j 0.0042827-0.0330429j 0.128713-0.141822j 
-0.0367989-0.00433574j -0.00478777-0.0036459j 0.0247089+0.000343495j -0.028088+0.00417028j -0.00221145+0.0290054j -0.00182633-0.00263945j 0.0124409+0.0172624j -0.0185923-0.0102519j -0.0428379+0.0476133j 0.0274076-0.015839j 0.0327642-0.0361676j -0.0294335-0.0811849j -0.0351698-0.0168094j -0.025796+0.0399078j -0.054962+0.0379811j 0.0126545-0.0192076j -0.052502-0.00584155j 0.0499262+0.00507311j -0.0547586-0.00698256j 0.00417374-0.0621493j -0.0168336+0.0374175j 0.0137897+0.0727238j 0.0715052-0.0196103j 0.0397314+0.0104801j -0.0201879+0.00841827j 0.0811627-0.070484j 0.00513167-0.00967431j -0.0210088-0.0474405j 0.126729+0.0459331j 0.0160907-0.0824751j -0.0150183-0.0342118j -0.0267672-0.0360293j 0.0479993+0.057203j -0.00503534+0.0756968j -0.00438206+0.00560351j 0.0987465+0.0974906j 0.0214853-0.101734j 0.00387515-0.253264j 0.0965392-0.0662366j 0.0494753-0.0081719j -0.0945624+0.152396j 0.133268+0.0289239j -0.142615-0.009431j 0.0835623+0.0876624j 0.0049426+0.117488j -0.0628088+0.0175803j 0.00653876-0.0307101j 0.0228371+0.0522333j 0.0712759-0.106185j 0.0416486+0.0485574j 0.0952581-0.0368919j -0.128675-0.0569308j -0.0102191+0.00251123j 0.00249381+0.0989296j -0.0758149+0.0717586j -0.0436223-0.0768555j -0.0689909-0.0629768j 0.103627+0.00264679j 0.0090366+0.0567566j -0.0054484+0.087441j -0.0224412-0.111321j 0.0843027+0.0195243j -0.104087-0.0130163j -0.00794496-0.012011j -0.0168152+0.0208491j -0.0121543+0.0495323j 0.0138813-0.00419833j -0.0119833-0.0106606j -0.00439564-0.00958343j 0.0176255-0.0448732j 0.00663078+0.072918j -0.0329949+0.0258008j 
0.0286262-0.00352396j -0.00774061+0.0302742j 0.013158+0.0069794j 0.0159566-0.0109977j -0.0134465-0.0230222j -0.00144408-0.00475125j -0.00616007-0.0032965j -0.0102733-0.00349144j -0.00777143+0.0119091j -0.0558127-0.043175j -0.0191739+0.0597114j -0.00225331+0.0329851j 0.038135+0.0242981j 0.0319892-0.0337006j -0.0137638-0.0198064j 0.0155083+0.0363225j 0.0137272+0.029902j 0.0169532-0.0516571j 0.109459+0.022042j 0.00225672-0.0293387j 0.00410276+0.00930188j -0.0443647+0.0443831j 0.000662795+0.0667126j 0.0196116+0.0221811j 0.0261069+0.0550662j 0.00153378+0.053997j -0.0334281-0.0276869j -0.0225188+0.00949993j 0.0201301+0.00624992j 0.0495022-0.0328094j -0.00450065-0.0151263j 0.00216965-0.160308j 0.0509611+0.00771916j -0.0647674+0.0402914j -0.113315+0.10473j 0.0456916-0.0412029j 0.203941-0.00221376j -0.00927326+0.0639158j 0.0540241-0.0353848j -0.0475699+0.0353068j 0.02213+0.0149584j -0.0516985+0.0237188j 0.0162136+0.0689522j -0.100337+0.0594174j -0.0765647-0.0246565j -0.0973083-0.0263828j -0.0138584+0.00956063j -0.0949977+0.071624j 0.0714031+0.109015j -0.0367468-0.108924j 0.0485575-0.0448114j -0.0425085+0.0312285j -0.0195461-0.0590927j 0.0490306+0.0839989j -0.0283087-0.120951j -0.0548874-0.0957606j 0.000937689-0.000991191j 0.0226861-0.0956579j 0.156753-0.0179255j -0.049373-0.116161j 0.0376353+0.000512219j -0.0816632+0.08394j -0.0574982+0.0471285j 0.0259902-0.0191999j -0.0167294-0.042644j -0.0013344+0.0167541j -0.0296795+0.0331688j 0.0414043-0.0122475j 0.0765527+0.00884387j 0.0275699+0.0253346j -0.0118035-0.0564633j 0.0188807+0.0206048j 
-0.00690179-0.00872747j 0.014251-0.0343587j 0.0148306+0.0044887j 0.00425791+0.00523554j -0.0044313+0.0193257j -0.0321984+0.0108194j -0.0382136+0.0105422j -0.0132062+0.00673209j 0.0132447-0.0499974j 0.0288195-0.0330241j -0.057917+0.00362408j -0.00641202-0.011351j 0.0120037+0.0293479j -0.0452756+0.0411299j -0.0313283+0.0332402j -0.0280165+0.0670915j -0.0130986+0.0192094j -0.0511163-0.0290995j 0.0251344+0.0132047j -0.00618408+3.38444e-05j -0.0100197+0.0433245j 0.00215153-0.017992j -0.00626354+0.0183981j 0.082373+0.0201231j 0.0372897-0.0482878j 0.0778576+0.107725j -0.0164177+0.066249j 0.108815+0.0467248j 0.0696975-0.0776355j -0.00424052-0.040568j 0.0194872+0.0850383j 0.000389918+0.0336139j 0.0124724-0.146132j -0.00884484-0.112885j 0.0927461+0.0684273j 0.0535331-0.0742669j -0.00974932-0.118715j 0.133844+0.00602097j -0.0670298-0.126482j 0.0838797-0.0866382j 0.124222-0.0568933j -0.0742989+0.00497096j 0.0339359+0.0676422j 0.0608371-0.0675466j 0.025686-0.0354289j 0.0402687-0.0533131j 0.0461568+0.0430577j 0.0503229+0.104931j -0.0453798+0.0640737j 0.0183676+0.0272631j -0.0321926+0.136868j 0.0113502+0.119896j -0.0562796+0.00417246j -0.0125539-0.0752199j 0.0121649+0.131517j -0.0872988-0.0168571j 0.109695+0.0736793j -0.0524994-0.0763054j -0.0647062+0.0263344j -0.0367799+0.0406913j -0.0389072+0.150515j 0.0348129-0.0289632j 0.0718711-0.0109638j 0.0841848+0.00639437j -0.0171902-0.00224023j -0.0490975-0.016103j 0.0232108+0.00968097j 0.011043-0.00873767j 0.00778915-0.015736j -0.033723-0.0606766j -0.0791671+0.0441703j -0.0672186-0.082674j 
-0.00689332-0.0127642j 0.0238955-0.0289331j 0.0119099-0.00472891j -0.00241329-0.0277919j -0.00289034+0.0278781j -0.0320417+0.023424j 0.00377035-0.0151652j 0.0271647+0.00884424j -0.0438033+0.0722236j 0.0117301-0.0678408j -0.00566321-0.0279668j 0.0093469-0.0704881j -0.00466015-0.00523418j -0.0524889-0.0188615j 0.0159995+0.0420722j 0.0388976-0.0331062j 0.0311952+0.0160442j -0.0640339+0.027758j 0.0673552-0.0373865j -0.0897211+0.0588609j 0.0315815+0.00817036j -0.00801306+0.0327162j 0.007792+0.0148438j -0.0425099+0.00244804j 0.0150022+0.00680639j 0.0110073-0.0182526j 0.0687861+0.0440419j 0.0470739-0.12431j 0.0792367+0.071065j 0.0539335-0.172203j 0.100068+0.0461635j 0.038-0.033022j 0.00200676+0.0362131j -0.0916133+0.0119143j -0.0311217-0.0109129j -0.125742-0.0354272j -0.0419887+0.0690838j 0.064353-0.163708j -0.0738521+0.168252j 0.0267961+0.0567222j -0.0104657+0.0959952j 0.0300993+0.152513j -0.00244509-0.0102333j -0.00637928-0.0231835j -0.0121162-0.0385458j 0.108833+0.0563118j 0.0583759+0.0893802j -0.0281053-0.103543j -0.00357564-0.00131843j -0.0305909-0.0512874j 0.109894+0.0411307j -0.0111337-0.0374069j 0.0230316-0.019325j 0.0992483-0.0358428j 0.0541489+0.0707491j 0.02947+0.0059901j -0.0263557-0.0592993j 0.00364422-0.00988937j 0.0270272-0.00780748j -0.0176577-0.00595727j -0.076015+0.0244505j -0.012446+0.00245439j -0.0259222-0.0244863j -0.00600781+0.0552442j -0.0247296-0.0516865j -0.0405679-0.0105776j -0.0160585-0.0101166j -0.0165422-0.00765775j 0.009669+0.034314j -0.0306203-0.0199578j 0.00588092+0.012188j -0.0214635-0.0260215j 
-0.016659+0.0165781j -0.0046239+0.0339759j -0.00874798-0.00429509j 0.00861104-0.0086699j -0.013762+0.0127003j 0.0638195-0.000160858j 0.025436+0.0368151j -0.02124+0.00460556j -0.066031-0.0234743j -0.0605556+0.0397908j 0.0666542-0.04158j 0.0126781+0.0350072j 0.0333943+0.0233531j 0.0468899-0.00512628j 0.0109705-0.00968569j 0.0384907-0.0824809j 0.0097689-0.0217449j -0.0596673+0.0649932j -0.110622-0.0118462j -0.0112873+0.0446847j -0.0505171+0.0173079j -0.035736+0.0386562j 0.0222995+0.0602879j 0.0074162-0.00249795j 0.092985+0.0341822j -0.0099358-0.0968744j -0.0684849-0.0343196j -0.00463514-0.172366j -0.0553122+0.0977336j -0.0820665-0.186706j 0.0707614-0.115212j 0.00108291+0.107433j 0.0768133+0.0801459j -0.0950544-0.0650642j -0.107304+0.00677562j -0.0921105+0.0271596j -0.00136439+0.05178j 0.0320603+0.011181j -0.0296826-0.0419083j -0.0639332+0.0532262j 0.0491539+0.0449785j -0.0257292+0.0865872j 0.0702818-0.0160568j 0.0942721-0.0881515j 0.0628294+0.0548707j -0.0798692-0.0825737j 0.0424162+0.0892109j -0.0193003+0.0478108j -0.114708+0.011475j -0.0884076-0.0198999j -0.0250656+0.0400856j -0.0598518-0.0354474j 0.0519981+0.0791443j -0.0972792+0.0965712j 0.0273376-0.0199606j -0.000395265+0.00568497j 0.084038+0.022999j 0.056176+0.0407846j 0.00762421-0.00872709j 0.0539416+0.124361j -0.00742574-0.0687919j -0.0391805+0.0112124j 0.00648346+0.0016079j -0.0691129-0.00669435j -0.0466799+0.00916062j -0.00764491+0.0487711j 0.00891661+0.0331673j -0.00691315+0.017866j 0.0235945-0.00174759j 0.069968+0.0353783j 0.0577008+0.00424124j 0.0234072+0.0329667j 
-0.0144879-0.0131616j 0.0083449-0.013508j 0.0174775-0.00181596j 0.00703722+0.0106998j 0.0185461+0.014609j 0.0103841-0.0306184j -0.0243501+0.0169636j 0.0144518-0.0138141j -0.0188782-0.0156169j -0.00387552-0.00747331j -0.000250732-0.0444154j 0.0224702+5.28971e-05j -0.041746-0.0456008j 0.0884577+0.000159484j 0.0107055+0.000226424j 0.0259396-0.022401j 0.0213709-0.0695118j -0.0566577+0.0547791j 0.0558537+0.0544154j 0.025406-0.052296j -0.0643469-0.0563184j 0.0532137+0.0227116j 0.0683678-0.0692409j -0.0115661+0.0801034j 0.0895004+0.0375351j 0.0336307-0.0360982j 0.00556438-0.0681208j -0.0175097+0.0718093j -0.086196+0.112655j -0.112106-0.135062j -0.0409552-0.0123619j -0.106058-0.0515083j 0.00152806-0.196056j -0.0567342+0.0313221j 0.0520946-0.121171j -0.000152578-0.00942351j 0.083746+0.111966j 0.00518115-0.0253171j 0.0384158+0.00996361j 0.0178988-0.00578228j -0.169437+0.0228584j -0.00591185+0.144682j -0.0413932+0.00978172j -0.0660782+0.109392j -0.110735-0.00782895j 0.0477884-0.0819921j -0.0336868-0.0980834j -0.0368178-0.0419633j 0.0790437+0.0631963j 0.101171-0.015985j 0.0265138+0.0194619j -0.0370401-0.089994j 0.00138758-0.012974j 0.089768+0.00875689j 0.0101764+0.0813665j 0.0734257+0.10699j -0.0179794-0.027635j -0.0150049+0.0599368j 0.0639306+0.0454361j -0.0159891-0.0212052j 0.0309434+0.00456773j 0.0295416-0.0106658j -0.0475654-0.0758146j -0.00963976-0.00967075j 0.0613783-0.0263681j -0.0162001-0.0066275j -0.0286658-0.012258j 0.0168221+0.0117225j 0.0211064-0.0202726j -0.0224513-0.00363965j -0.029909-0.0109199j 0.0109785-0.0372546j 
0.00277784+0.0123234j -0.0134571+0.0215105j -0.0245313-0.0196814j -0.0466743-0.0157511j -0.00421459-0.0166087j 0.034649+0.0222834j 0.0552366-0.00281156j 0.00358986+0.0203615j 0.0453504+0.0122781j -0.0209213+0.0553588j 0.0550637-0.0261704j 0.0354803+0.0224693j 0.0265549+0.0105452j 0.0850074+0.0334193j -0.0718547+0.0223212j 0.0249336-0.0370129j 0.0628309+0.00207552j -0.00264212+0.0523774j 0.00412038+0.0547847j 0.0548243-0.102107j 0.0367854-0.00718534j -0.0228387+0.00780813j 0.0152828+0.0501553j 0.0120026-0.0194455j 0.0435561+0.0600465j -0.0699308-0.0358382j -0.050083+0.029671j 0.0454983-0.0571116j -0.0340198+0.0923753j -0.019185-0.0912862j -0.177849+0.00290558j -0.023734-0.0330771j 0.0835831+0.00442492j -0.0236467-0.0739384j -0.0244882+0.0995045j 0.0710378-0.108437j 0.0967177-0.0838905j 0.015836+0.0024041j -0.017654-0.0753185j 0.0973703+0.0397712j 0.0212185+0.111666j -0.0992453+0.0419773j 0.00704397+0.0821629j 0.0254845+9.66448e-06j -0.0503806+0.0169171j 0.0807941+0.0313405j -0.0870699-0.0115934j -0.0639012+0.0602353j 0.0312357+0.0399588j 0.0814906-0.158637j 0.0746777+0.0121419j 0.00758519+0.0693622j 0.0646075+0.0990152j -0.0595724+0.0223247j -0.0062662-0.0293407j -0.105512+0.0808044j 0.0756395-0.0857179j 0.0142519-0.00353064j -0.0389275-0.056345j -0.0305671+0.06257j -0.00868602-0.0467309j 0.0485086-0.0125057j 0.00843431+0.00156822j -0.0961339-0.00445996j 0.128104-0.00598108j 0.021326+0.0167726j -0.00645736-0.00383034j -0.0259902-0.01148j 0.0569307-0.00379357j -0.0452254+0.00438419j -0.00970721-0.00211214j 0.0143014+0.0231104j 
-0.0169131+0.00144575j 0.0307331-0.0159953j -0.00692836-0.00593127j -0.029363-0.0172611j 0.0110155-0.00949571j 0.0145625+0.0267254j 0.0128611-0.0228472j -0.0132556+0.0123277j -0.0051462+0.0588745j 0.0275737+0.0579009j -0.0345956-0.0336492j 0.0121457+0.00972486j 0.0511138-0.0159446j 0.0672351-0.0390467j 2.48983e-05+0.0242161j 0.0904501+0.0081504j 0.0763075-0.0903866j -0.00806911+0.00718418j 0.059747-0.0485564j -0.0158389-0.103161j 0.0504936+0.0402634j 0.0821316-0.0396647j 0.0145377-0.0251759j -0.132714+0.00224649j 0.0506172+0.113152j 0.0345408-0.117622j 0.0578389-0.0791271j 0.0360455+0.0476372j -0.174854+0.0491289j -0.129304-0.0112466j -0.0723157-0.0045421j -0.16105-0.0559284j 0.0392237-0.0633845j 0.00110613-0.0260398j 0.14117+0.0139309j -0.0262925-0.0323435j -0.101189-0.050133j -0.155941+0.126555j 0.0485424+0.05176j 0.031407+0.108922j 0.00989485-0.00593958j 0.0122998+0.0282671j 0.0114741-0.000796192j -0.0247968+0.0417235j -0.00304651-0.043417j 0.00123111-0.0203878j -0.024501-0.0235577j 0.0944787-0.0785237j 0.0739799-0.0929312j 0.113744+0.0280212j -0.0789736-0.0176613j 0.0654769-0.0573304j -0.0649018+0.0982204j 0.037498-0.0335554j -0.0183566+0.0139611j -0.00245948-0.0328331j -0.0265229-0.0201959j 0.0365389-0.030713j 0.000936222-0.0713615j 0.0445653+0.011057j -0.0895316-0.0143139j 0.0307792-0.0633125j 0.0614215-0.00824239j 0.0375562+0.0774612j 0.0413988-0.00350288j 0.0549137-0.0327475j -0.0464754-0.00997751j -0.026308-0.0635346j -0.00414956+0.0420594j -0.0987365-0.0136405j 0.0069386+0.00361005j 6.51033e-05-0.0180044j 
-0.0013816+0.00732241j 0.0144915-0.00223697j 0.00278812-0.0271499j -0.00119365-0.0308597j -0.0292474-0.0264235j 0.000415813+0.024576j 0.0386083+0.012877j 0.00377283+0.00205453j -0.0805367-0.00326421j 0.0724389+0.0956589j 0.0121772-0.0682441j 0.0142187+0.00652501j -0.0529697+0.0261007j -0.0401884-0.0191485j 0.0256702+0.0104281j -0.0237828-0.0354038j -0.00837483-0.0185491j -0.00618548+0.0157718j 0.0559066+0.100518j -0.0221702+0.0564009j 0.0224169-0.0512537j -0.00385182-0.144989j -0.0437337-0.0540085j -0.0170522-0.0398322j 0.0308457+0.0211983j -0.00543066-0.0506042j -0.0646693+0.0571512j -0.0186234+0.0518838j 0.00706591-0.0448527j 0.0442391-0.0130931j 0.00463493-0.000419298j 0.0999584-0.0913945j -0.016547-0.0241088j 0.116784-0.0258479j -0.062747-0.0344885j -0.0160395-0.0865416j -0.0158022+0.110461j 0.0153071+0.0769745j 0.152539+0.0206757j -0.0338591+0.0389976j 0.0527819+0.043863j -0.0691479-0.0246528j -0.0189171+0.00437081j -0.0255097+0.0239466j -0.0868961+0.00605419j -0.042541-0.0138283j 0.0286895+0.0291252j -0.0172197-0.0373117j -0.0814456+0.051784j -0.0184655+0.124772j -0.020534-0.0620696j -0.0413262+0.0668612j -0.0193905-0.0502802j -0.00933033-0.0277474j -0.0720269+0.0340754j -0.0840581-0.0448429j -0.00706383+0.0481353j -0.0360699-0.0639124j -0.0843942-0.0820023j 0.000206945+0.0705631j 0.0406296+0.00833946j 0.0312871-0.020079j -0.000468308-0.0526354j -0.0316385-0.0183504j -0.0214152+0.0199049j 0.0315753-0.0121692j -0.00296366-0.0399663j -0.0171626-0.065417j -0.0101671+0.0107944j -0.0265086-0.0384834j 0.00909698+0.0103439j -0.0469093+0.0287073j 
-0.00207994+0.00847328j 0.00449591-0.0244766j -0.00822526+0.00605182j 0.0198722-0.0149869j 0.0500692-0.0159621j 0.012119-0.00831062j 0.02905+0.0171539j 0.0070077-0.0164581j -0.0276838-0.00628819j 0.00185955-0.0639435j -0.0245179-0.0289203j -0.0233336-0.0391729j 0.00154262+0.0595852j 0.0485401+0.0511221j -0.0169393+0.0688592j -0.072717-0.034655j 0.0747129-0.00551793j -0.00689365-0.044752j 0.037988-0.0490243j -0.0273533-0.0682294j -0.0586865-0.115138j -0.108385-0.00673581j 0.0770098+0.0124902j 0.0200702+0.143737j 0.041934-0.0233819j -0.100354-0.0224314j -0.000781643+0.138694j 0.00900431-0.0473405j 0.084716-0.0152873j 0.0731038-0.0826902j -0.0541838-0.0646025j -0.00747355+0.176087j 0.0255756+0.00704741j 0.0341069-0.0285379j -0.123883+0.001243j 0.062417+0.134832j 0.00123568-0.0223097j 0.0314448+0.118482j 0.0032237+0.00962529j -0.00717335+0.0836972j 0.0158073+0.00381149j -0.038909-0.0371802j 0.0747783-0.0476938j 0.122215+0.0463546j -0.0211758-0.0234258j -0.0817968+0.0282265j 0.0233882+0.0166562j 0.0334249+0.024808j -0.0836801-0.0265668j 0.0228975-0.0207729j -0.0773037-0.0240325j -0.00674824-0.0973946j 0.0134154+0.0394735j 0.0541159+0.0479451j 0.00144592-0.0162119j 0.0450983-0.0594988j -0.0410685+0.0777673j 0.0402425-0.000436594j 0.102638-0.00274371j -0.00149758-0.08522j -0.028743-0.0200502j -0.0434878-0.058011j -0.053815-0.0250931j -0.0152442+0.0546225j 0.0417308-0.0189855j -0.0240464-0.0550342j -0.0210045-0.0640882j -0.0377022-0.00118928j -0.00132012+0.0641214j -0.0465193+0.0145258j 0.0307655-0.0127673j 0.0172726+0.00341j 
0.00808141-0.0114797j -0.0140415-0.0165757j 0.0062059-0.0107617j 0.0228973+0.027046j 0.0215778+0.0234672j -0.0120133-0.0467924j -0.0100055-0.0131682j 0.0142296+0.0116622j 0.00374965+0.043446j 0.0378873-0.0153201j 0.00972379-0.0515817j 0.0360796-0.0346353j -0.0413482-0.0306016j 0.0608396-0.0260521j 0.0291626+0.0319605j 0.000626903-0.0132186j -0.0143094-0.00034404j 0.0641835-0.0278332j -0.0279232+0.00341983j -0.0599891-0.0251734j -0.0659721+0.0177694j 0.000781819+0.0650908j -0.0288143-0.0697651j 0.0395934-0.052448j -0.0457187-0.00400079j -0.125558+0.044249j 0.117231-0.053915j -0.0331115-0.0409713j -0.110644+0.00207141j 0.0538616+0.00462429j 0.0304618+0.121577j 0.055574-0.0190261j -0.112765+0.0754446j 0.0148423-0.0301045j -0.0408225+0.0616006j 0.10958-0.0371038j -0.0254912+0.0431526j -0.045694+0.0493523j -0.0569558-0.0132268j -0.0192413+0.0185031j -0.00929266+0.0579771j 0.0107324-0.0656781j -0.0137559-0.0719437j -0.036016-0.000925124j 0.0417607+0.132004j -0.0532388+0.0680277j -0.0600606-0.0287961j 0.0246728-0.011958j 0.00692972-0.0492168j 0.0242407-0.0317942j -0.0990237-0.0461001j 0.0208483-0.0292152j 0.00704948-0.00451253j 0.0737856+0.0317885j 0.0366459-0.0019501j 0.0470374+0.00910555j -0.0435111+0.00347254j -0.0185862+0.0339998j 0.0579283+0.033629j 0.0555558-0.0263876j 0.0277369-0.0527328j -0.040233-0.0119857j -0.0305731-0.00803961j 0.0601774+0.000354418j 0.032173-0.0169425j 0.0208272+0.0134856j -0.0204243-0.00525347j 0.0380241+0.0132649j -0.0357489-0.0194335j -0.0210942+0.0193411j -0.0104788-0.0363885j 0.0322212-0.0207767j 
-0.0107738-0.0277602j 0.00547161-0.0135459j 0.0211965+0.0132675j -0.00312844+0.0124164j -0.000564589+0.000437382j -0.0147124+0.00351579j -0.0143024-0.00857821j -0.0259337-0.0049134j -0.0036514-0.0540642j -0.0218317-0.00947997j -0.0151932+0.028939j -0.0216356+0.0233622j -0.0169163-0.0339159j -0.0427133+0.0599106j 0.035617-0.045666j -0.00473599+0.0239115j -0.0480862+0.0121347j 0.0398019-0.00576562j 0.013332+0.021333j 0.022898+0.0154194j 0.00525774-0.0702096j -0.0530545-0.0433556j 0.0312887+0.00952223j -0.0746684+0.0445392j -0.0529293+0.00314694j -0.0474978+0.0989721j 0.0305489-0.0495308j -0.0995765+0.0550629j -0.00986922-0.0565324j 0.0580842+0.0577596j 0.132925+0.0614577j -0.0488102-0.0654307j 0.0156985+0.0543793j 0.0721545-0.00438311j 0.0396369-0.0284478j -0.011669+0.174578j 0.0355288+0.0315749j 0.0089712+0.0231574j 0.0773492-0.0549833j 0.0191854-0.0872342j -0.0240339-0.0794304j -0.000263116-0.140682j -0.0259912-0.063931j -0.0557548+0.0885838j 0.0496697+0.00374963j 0.0187337+0.0023969j -0.032251-0.0918164j 0.0635185-0.0211445j -0.00584918-0.00228401j -0.0557572+0.011989j 0.000788989+0.0194782j -0.0668505+0.0208082j -0.0693675-0.0474935j -0.0529182+0.0581812j -0.0103389-0.0106275j -0.0251724+0.0387295j 0.00478246+0.0405202j -0.0150303+0.0284225j 0.00227611+0.0168471j 0.00910992+0.000306324j 0.040712+0.0301487j 0.0738122+0.0136799j -0.0533542-0.0307618j -0.0335097-0.010146j 0.0110547-0.00393994j -0.012064+0.0234835j 0.0262899-0.00510724j 0.0347512+0.0203008j -0.016106+0.00195498j 0.024315-0.0248859j -0.0274963+0.0106608j -0.0369666-0.0128149j 
0.0277766-0.0342212j -0.0139003+0.0476338j -0.00102456+0.00482985j 0.0236316+0.0117539j -0.0142065+0.00434263j -0.00852938-0.022266j -0.0436338+0.0136377j 0.0416698-0.0152438j -0.0142162+0.0499441j -0.0118015-0.0165294j -0.0651156+0.0510842j -0.0450737+0.0126362j 0.0045034+0.0195835j -0.0595478-0.00936561j -0.0354306-0.00916776j -0.00152346+0.016773j -0.00966359+0.0628381j -0.00866995-0.000832656j 0.103472+0.00185539j -0.0231347-0.0351889j 0.0334426-0.102386j -0.00332557-0.0409848j 0.127363+0.00644951j -0.028997+0.0851286j 0.00677043-0.0295781j 0.154848+0.00606223j -0.169798+0.127583j 0.0324461+0.0431451j 0.168158-0.0600599j -0.0450113+0.0734501j -0.00992599-0.122624j -0.0905203+0.092414j 0.0525846-0.0299869j 0.0834079+0.0934608j 0.0410094-0.0599375j -0.11664-0.0367054j -0.0844797+0.0332493j 0.0206515-0.0462775j -0.036601-0.0288973j 0.0322964+0.00594868j 0.0667137+0.0348939j -0.012617+0.0567111j 0.0121798+0.022828j -0.0646427+0.0294055j -0.032833+0.0210874j -0.0249557+0.0382564j 0.0179332-0.0253799j 0.00107105+0.0332327j -0.0225923+0.0328027j -0.0140434-0.0133052j -0.0278927+0.055005j -0.00602686-0.0450898j 0.0954533+0.0153603j 0.0202342+0.0645569j -0.00496782-0.0496863j -0.00166117-0.00542099j -0.0038538-0.000746027j -0.0165068-0.00539705j 0.0177375+0.0715784j 0.0194595-0.0706401j 0.00346649-0.00493163j -0.0607619+0.0218063j -0.019288+0.000975476j -0.0295298+0.00984728j -0.0161043+0.0319505j -0.0151846-0.0138489j 0.0160454+0.0162741j 0.033584+0.028217j -0.00608675-0.0442843j 0.0642914+0.0383252j -0.023719-0.0559869j 0.0565401+0.0166066j 
-0.0185571-0.0270218j 0.0215551-0.0411146j 0.0208808+0.0278066j 0.0319611-0.0267307j 0.00191557+0.00300248j -0.0222305-0.0168574j -0.0100812+0.00318387j -0.0315548+0.00766463j 0.0470672+0.0240817j 0.0180572-0.00283954j 0.0906628-0.0192084j 0.0562885-0.0348808j -0.0407732-0.046335j 0.0297153-0.0210104j -0.0450172-0.0556725j 0.0563641-0.143094j -0.0742276+0.0176359j 0.00484906-0.0256287j -0.0442859-0.0167508j 0.00540801-0.0449907j -0.0157221+0.0289286j 0.00436737+0.0729713j -0.0808159-0.151322j 0.0508384-0.063127j 0.0605204+0.0718471j -0.06916-0.177112j 0.00803874-0.0600964j -0.00106859-0.0316522j -0.21818+0.054471j -0.00615979+0.00366764j -0.129601-0.0554076j 0.00925248+0.0886177j 0.0882311-0.0752131j -0.0410611-0.152662j 0.0619746-0.0295748j 0.0686361+0.0826636j 0.0415113+0.0891533j 0.0292191+0.172588j 0.0299606+0.0222714j -0.0420781-0.0109317j 0.050101-0.0616195j -0.00222942+0.0371008j -0.0131206-0.0673277j -0.0285778+0.0747757j 0.0365416-0.059018j 0.0417527+0.0469017j -0.0372493+0.0824998j 0.071484-0.0634763j 0.0386319+0.0399239j -0.024075+0.0922782j 0.0073444-0.0390277j -0.0407434-0.0217072j -0.017371-0.0825198j -0.0194108-0.0441018j -0.0257769-0.00671835j 0.0506467-0.0397877j -0.0905497-0.0354284j 0.0187084+0.0569415j -0.0110924-0.0067363j -0.0554127-0.00126795j 0.023199-0.0252379j -0.0183747-0.019558j -0.0201217-0.0337047j -0.022497-0.149891j -0.0652796+0.00654948j 0.0131681-0.0125528j -0.0122533-0.0462361j -0.03848-0.0315882j -0.044138-0.00431398j 0.0374312-0.0262112j 0.0339906+0.00775706j -0.0422123-0.025055j 
