0.000294565-0.0120266j 0.0758463-0.0520695j -0.0672341-0.00702636j 0.0401416+0.00421934j 0.048136+0.0296685j -0.0479382-0.00274854j -0.0217858-0.0407897j 0.0150203+0.0379238j -0.00537877-0.0126725j -0.044825-0.0173961j 0.00407253-0.0403161j 0.0141583+0.0384136j -0.0108819-0.00538349j 0.0068193-0.0186182j 0.00226409-0.00783785j 0.0203029+0.00446428j -0.000300782-0.00191537j -0.0100532-0.0128839j -0.0084816-0.010984j -0.000830081-0.0202461j -0.00488509+0.0166905j 0.0169688-0.00684742j 0.00757398+0.00467772j 0.00212987+0.0343747j 0.0190046-0.0260043j 0.0168096-0.00252626j 0.0141394+0.00671111j 0.0106447-0.00809186j -0.0118873-0.00779577j -0.0034188+0.00165684j -0.00473295+0.0188155j -0.0197954-0.0085289j -0.0170592-0.00472798j -0.00695915-0.00734516j -0.00415068-0.00335379j -0.00214564+0.00215504j 0.0147555+0.00699908j -0.00776415+0.0222609j -0.0102684+0.0286902j 0.0196259+0.00231962j 0.0127384+0.0174563j -0.00129957+0.0205837j -0.00449651+0.016323j 0.00414493+0.0168932j -0.00809532-0.00220511j -0.00735945-0.00105272j -0.00362337+0.00304559j 0.000643994-0.00685313j 0.00268173+0.0211705j -0.0386809+0.0305005j -0.00420549+0.00213105j 0.00160053-0.0297975j -0.00910472+0.000812262j 0.00658663-0.0315713j 0.0155936-0.00940101j 0.00562143+0.0101829j -0.0192362+0.0149053j 0.00705529+0.029007j -0.0394669+0.00200835j 0.0423488-0.0360836j 0.00494235-0.0295764j -0.0803388+0.0133192j 0.0956686+0.0455146j -0.00428832-0.0925991j -0.0332894+0.0608706j 0.0719677-0.0243276j 0.0139559+0.0780563j -0.00231782-0.0183707j -0.0573847-0.0259435j -0.0354312+0.0900782j 0.0042827-0.0330429j 0.128713-0.141822j 
0.00855832-0.0330516j -0.00120941+0.0482146j 0.0299498-0.0173901j 0.0349784-0.0153952j -0.0560537+0.0439249j -0.0151784+0.0181763j -0.0429064+0.00505007j -0.08332-0.0139408j 0.031978-0.0180876j -0.0104036-0.106049j -0.0305904+0.00187172j 0.0507472+0.00886438j 0.0203438+0.0563383j 0.0569317-0.0771134j -0.100999+0.0700271j -0.147086-0.0120192j -0.0559032-0.0283354j -0.00459316-0.0459279j -0.000765549+0.0326607j -0.00717826-0.0301741j 0.041246-0.0268383j -0.0635725+0.115977j -0.0480289-0.0909956j 0.178612-0.0784467j -0.0200035-0.0890283j 0.0507466-0.113485j 0.0634659+0.0449794j -0.0270754-0.0884008j -0.0232597+0.0884321j -0.030092-0.0246185j -0.0047543+0.0177994j 0.0205839+0.137235j -0.056032+0.00835016j -0.0204413-0.0885254j 0.0164622+0.00290547j 0.0355201+0.00881752j -0.0231864+0.0360068j -0.000182756-0.0395048j -0.0358177+0.015321j 0.054862+0.0371974j -0.00236965-0.0849794j 0.0271549-0.000716352j -0.0379087+0.0170082j 0.0189505+0.0348203j 0.0284301+0.0532192j -0.031258-0.0361278j -0.0269802-0.0321459j -0.0733327-0.0393559j 0.0390059-0.000291603j 0.0481377+0.0698622j -0.000500847+0.0189663j -0.0791132+0.0116011j -0.0701522-0.0483557j 0.0790783+0.0700726j -0.0124276+0.0710174j -0.0214207+0.0438855j -0.0362278+0.0401849j -0.0478284-0.0634887j -0.00640085+0.0538261j 0.00415219-0.0336909j 0.0171214-0.00301628j -0.0156561-0.0332323j -0.0274836+0.00232663j 0.0189574+0.0281515j -0.0106533+0.0156306j -0.0211469+0.0106813j 0.00837049+0.0134341j 0.023954-0.0361843j 0.0193614-0.0340594j 0.0733998-0.0390989j -0.019544-0.0357096j 0.0100143+0.022869j 
-0.0110624-0.0143329j 0.0380885+0.00942882j 0.038655-0.00191732j -0.0256305-0.0138674j 0.0449711-0.010584j -0.0126041+0.0323192j -0.02177-0.0148859j -0.0540534+0.0259057j -0.0160832+0.00636787j -0.112138+0.109602j -0.0442399+0.0375348j -0.0299873-0.0610364j 0.00876483-0.0335916j -0.041796+0.0122598j -0.049218-0.0487175j -0.0249792+0.00991511j -0.0789325+0.057337j -0.0580964-0.0687624j -0.0240271-0.0277444j -0.0131635+0.104095j 0.00860532-0.0352934j -0.174354+0.00772224j 0.0151086+0.0674653j 0.0446219+0.0560267j 0.116316-0.0963504j 0.0544853+0.0187201j 0.000367214+0.0463853j -0.0727186+0.0249903j 0.0553213-0.0922541j -0.0349389+0.0812782j -0.0113911-0.0211434j 0.0470941+0.0408543j 0.052757+0.0146687j -0.0641737-0.0334472j -0.000325408+0.00903331j 0.00260481-0.0771618j -0.024476-0.0396591j -0.000304271-0.00129878j 0.00220685-0.00625985j 0.0494268-0.0340423j 0.0204206-0.0202821j 0.0260414+0.00226597j -0.0124274+0.0373543j 0.0458458+0.0427435j -0.0187553-0.0408433j -0.056607+0.0619903j -0.0251935+0.0234643j 0.0576506-0.00932295j 0.0159626-0.0134972j 0.0390078+0.0476419j 0.0553595-0.047711j -0.0387064-0.035661j -0.0617933-0.049904j 0.0355833-0.011953j -0.0728206+0.0364955j 0.0544297+0.000279961j -0.0962274-0.0178447j 0.0336747+0.031381j -0.0811123-0.017356j -0.0249016+0.0476842j -0.0304116+0.0089975j 0.0109991-0.0270785j -0.0613177+0.0374288j -0.00233175-0.0766049j -0.0571536+0.0421753j -0.00423663+0.00975151j -0.00787055+0.022965j -0.0652878-0.0134321j -0.00374832+0.0063617j 0.0512015+0.0122826j 0.0372361-0.0066449j -0.00116511+0.0184425j 
-0.00958019+0.0569929j 0.00114115+0.0310967j -0.0228221+0.0269404j -0.00184454-0.0491289j 0.0178146-0.0430846j 0.00759714+0.0217038j -0.0204486-0.0185946j 0.0259313+0.0118691j 0.0442877-0.0476836j -0.0417565-0.10932j 0.00798012+0.0815972j -0.0397213+0.0388643j 0.0700507-0.0837918j -0.0134309-0.00876529j -0.0439598+0.0215324j 0.0109643+0.00580321j 0.0519295+0.00123037j 0.025231+0.0275599j -0.0430359+0.0443593j 0.101009+0.00913207j 0.0345013+0.0111969j 0.0198803-0.0264702j 0.0197271-0.0303315j -0.0361345+0.0265845j -0.0844766+0.0163649j -0.00763803+0.00844325j 0.0179495+0.0164542j 0.0381038-0.00995529j -0.00687368+0.081427j 0.0209966-0.0776319j 0.0464493+0.0101383j -0.0654858-0.0432335j 0.0213621+0.0313773j 0.0401+0.0291941j -0.00404977-0.0476977j -0.0289713+0.0776557j 0.0110106-0.0208571j 0.0284368-0.0105935j -0.052619+0.0103447j -0.0120473+0.013044j -0.0303962-0.0213749j 0.0391826+0.00102378j -0.0262483+0.0229625j -0.00455654-0.0565749j 0.0735009-0.0166132j 0.00105669-0.0272427j 0.0416217+0.0883844j 0.010711+0.0106728j 0.0189522+0.0359059j 0.00109128+0.098688j -0.00764252+0.0365826j 0.036301+0.066316j -0.0792173-0.0182893j 0.0756212-0.0453115j 0.0457084+0.0352154j 0.0379889-0.00144102j 0.0245267+0.00855002j 0.00206193-0.0654286j -0.00937349-0.0218744j -0.0630954+0.0213324j 0.0142971+0.0503134j -0.00416696+0.0309917j 0.0336208-0.0307741j 0.0340894+0.0658492j -0.0621675-0.0639905j 0.00251912-0.0457927j -0.0151401-0.0230016j -0.0336668+0.0183369j 0.048162+0.0503079j -0.0186998+0.0349804j 0.0422642+0.0108635j 0.0201462+0.0116254j 
-0.0173996-0.010413j -0.0274047-0.00343499j 0.0270268-0.0198867j -0.00027901+0.0472375j -0.0418733-0.0139985j -0.0138442-0.0255599j 0.0165224-0.0646356j 0.093951-0.0719882j -0.0694692-0.0217316j -0.000456289+0.0661664j 0.113487-0.0647564j 0.0920585-0.036261j -0.0430951-0.0684228j -0.0451305+0.112625j 0.0800526-0.0856788j 0.0296547-0.0490123j -0.00804924+0.0261605j -0.0842281+0.029298j 0.000482937-0.015029j -0.0281776+0.0685158j -0.0390945+0.0054678j 0.075108-0.00410619j -0.0279245+0.0429478j -0.0164158+0.0840791j 0.116122-0.0797025j -0.100146+0.0615794j -0.0380867+0.00323894j -0.0280786+0.087569j 0.0317345-0.0336056j -0.0499387-0.0367412j 0.0464623-0.0115364j -0.0734028+0.0485024j -0.052894-0.10247j 0.024175-0.00513766j -0.0269166-0.0101019j -0.0135438-0.0286115j -0.0286963+0.034296j 0.0261866+0.00252933j -0.087416-0.0443833j -0.043588+0.0501721j -0.00178807-0.0237865j -0.0229086-0.0757583j 0.0126077+0.049741j 0.035535+0.0443472j 0.02746+0.039094j 0.0223244-0.0474318j 0.0658388-0.134274j -0.0258824-0.00604717j -0.00485006-0.026152j 0.0300896+0.0874632j -0.0888432+0.0403839j -0.0359431-0.015669j -0.0804516-0.0278431j 0.0550194+0.0378423j -0.016887+0.0537367j -0.00678425+0.0575346j -0.00789179+0.0421019j -0.0285306+0.0359565j 0.0189598-0.0274018j 0.00061554+0.0196135j 0.0457902+0.0203131j 0.0293485+0.0344312j 0.0449266-0.0613087j 0.0160844-0.000913315j 0.0160822+0.0353674j 0.0434972+0.0185045j -0.0138208+0.0395351j 0.0325124-0.00979557j -0.00586069-0.0231196j 0.0145799+0.00707301j -0.0194769+0.0188516j -0.0151503+0.0120107j 
-0.00646494+0.0268108j 0.0186443-0.0373562j 0.0224002+0.0359844j 0.0238134+0.0145652j 0.0331231+0.0531016j -0.0129649-0.00802234j -0.0430977+0.0599329j -0.0680384+0.055509j 0.0596142-0.105604j -0.0419333-0.0580227j -0.0880026+0.0104162j -0.0190482+0.0167183j -0.0271141+0.0485719j 0.070772-0.118922j 0.0143671+0.037008j -0.0631572+0.0462313j -0.0156087+0.028963j 0.0290911-0.032826j -0.0315426+0.0562718j 0.0390029-0.00205206j 0.0719721-0.0567298j -0.0977432-0.000705445j 0.0921533-0.0279076j -0.0403871+0.0134679j 0.00876193+0.0232882j 0.0667906-0.0213459j -0.0310208-0.0436401j -0.0316073-0.0475561j -0.000961009+0.0484831j -0.00715414-0.0967153j 0.0820075+0.0026917j -0.0282997-0.0511926j -0.0265888-0.000513974j 0.0206757+0.0829176j -0.00162143-0.0206236j 0.0793164+0.0724026j 0.0410875-0.0515287j -0.0396922+0.0528275j 0.0233201-0.0382805j -0.0224596-0.000584522j -0.000769785+0.0176681j -0.0179907-0.00524943j 0.0589955-0.0536099j -0.000852978-0.0496606j -0.0141785-0.100254j -0.00193117+0.0427921j 0.0432548-0.0055153j 0.038335+0.0456147j -0.055117+0.0724988j -0.0559111-0.0523071j -0.000101665-0.0523962j 0.0118099+0.0315018j -0.0131703+0.00318344j -0.0479837+0.00394186j -0.00419429+0.0389419j -0.0309337+0.019987j 0.0314096-0.0297958j 0.0042861-0.0209358j -0.0137938-0.0556174j 0.0199605+0.00338174j 0.0494391+0.0454021j 0.00654802-0.0795298j -0.0639509+0.0807705j -0.0165792-0.089091j -0.0252128+0.000220993j -0.0367718-0.00658174j -0.0134796+0.0262096j -0.0030532+0.0285825j 0.0124318-0.0381184j 0.0342814-0.0347735j -0.00374529+0.0208851j -0.040957-0.0248108j 
-0.025608+0.0360544j -0.041591+0.0360675j -0.00720209+0.028742j 0.0121731+0.0100611j -0.0413981-0.022002j -0.0124035-0.0317891j -0.0131732-0.0423313j 0.162561-0.0387212j 0.019297-0.0396083j -0.00755731-0.0801565j 0.0284721-0.00548189j -0.0383371-0.0198732j 0.0143733-0.0115604j 0.024665+0.11043j 0.102684-0.0384784j 0.0093923+0.00344421j 0.0185864-0.0145378j 0.00385195+0.03394j -0.00521725-0.0438161j 0.0548102-0.0533355j -0.108856+0.0354796j 0.064004+0.0631258j -0.00228566+0.0220752j -0.0426606-0.0244281j -0.0273874+0.0277378j -0.0629497+0.136887j -0.0381746+0.055084j 0.0160854+0.106575j 0.0293332+0.0553185j 0.0252366-0.0361369j 0.00719274+0.0812803j 0.00422521+0.0435034j -0.0384396-0.0199586j 0.0462273-0.0106533j 0.0140918+0.0187915j -0.0694967+0.0718911j -0.0692084-0.121063j 0.0897127-0.0203695j -0.0259384+0.0487536j -0.0923619+0.0667199j 0.000861876+0.0796589j 0.0456167-0.04693j -0.0746946-0.0336471j 0.0842897-0.00679492j 0.0504554+0.0470218j -0.0227438-0.0575064j 0.0666925-0.0329614j 0.0432024+0.0500266j 0.026-0.01374j 0.0244171+0.119643j -0.0417652-0.00690397j 0.0243426-0.0749096j -0.0446595-0.000916674j 0.103269-0.0104796j 0.0234244+0.0392283j 0.0346378+0.0125318j -0.0136127+0.00188571j 0.0162818-0.0211263j 0.0826807+0.014273j 0.0225435-0.0340849j 0.0491251+0.00922066j 0.0100746+0.0441597j -0.031258-0.0784133j -0.0606262+0.0126357j -0.017372-0.0228138j 0.0431741-0.0619484j -0.00891539-0.00347323j -0.00985239+0.0317766j 0.0231043-0.00839766j -0.00757692+0.018294j 0.00219663+0.00624293j 0.0277851+0.0282531j 
0.0265409+0.0486625j -0.0519654+0.0712109j -0.0413094-0.045475j 0.0797776-0.0355612j -0.00239426+0.00821033j -0.0193482+0.0134507j -0.0394395+0.0571333j 0.0657019+0.0494785j -0.050613+0.0336108j 0.021486-0.0086945j -0.0604319-0.0824892j 0.0514501-0.104507j -0.0623859+0.136419j 0.0889531+0.0447864j 0.0744595+0.0330927j 0.00835716+0.0101203j 0.00772125-0.0243801j 0.0276242+0.0407927j 0.0538597+0.0132547j -0.110646-0.00547438j 0.0539187-0.0418468j 0.0883983-0.0309611j 0.022104-0.0606737j 0.0267944-0.0439876j -0.04087+0.126478j 0.00031592-0.0638853j 0.0185583+0.0864075j 0.0451466+0.0373392j -0.0128894-0.00936403j 0.0873028-0.0392399j -0.0389104+0.0441845j 0.00954304-0.0467874j 0.0324452-0.0903649j 0.0861156+0.0124321j 0.00495617+0.0121886j -0.0325037+0.0632205j -0.0303037+0.0418704j 0.0426782+0.0368212j 0.115208+0.0567144j 0.0213766-0.0285153j -0.0489323+0.0549743j -0.0131973+0.0856695j -0.0562609+0.0269619j 0.0271692-0.000880464j 0.00820943-0.00899395j 0.084282+0.0642247j 0.0553732-0.0204239j -0.0730967+0.0576459j -0.0700014-0.0139061j -0.0338204+0.0275577j 0.00282079-0.00769572j 0.0467489-0.0396988j 0.0745432+0.00406552j 0.0394591-0.00752414j -0.0692211+0.0490851j -0.0362664-0.0088033j 0.0248969-0.0393744j 0.0496557-0.0198248j 0.0496679+0.00234355j -0.0182053-0.0675361j -0.000196923-0.014143j -0.0675716-0.00281993j -0.0117715+0.0772483j -0.03338-0.0379916j 0.0616907+0.00849995j -0.0258447-0.0193661j -0.00226002+0.0453993j -0.0586072-0.0150698j 0.084847+0.0284316j 0.00468842+0.0512704j -0.00773428-0.00740902j 0.0625145+0.00633673j 
0.046539-0.0212076j -0.0249832+0.0221053j -0.00468762-0.0215293j 0.0472238-0.00184055j -0.0362361+0.0296581j 0.00916236-0.0307684j -0.000320846+0.0113108j 0.0646942-0.0100368j 0.0126447+0.0189346j 0.0466925+0.0043471j -0.0562622+0.0298514j -0.0504703+0.0617694j -0.00792378+0.135038j 0.119339-0.118715j -0.0048921+0.0666408j -0.0869299+0.00806753j 0.0186422-0.0066059j 0.028621-0.0921307j 0.0399867-0.049721j -0.0104982-0.042127j 0.043067-0.0946035j 0.0283564+0.141044j 0.0226105-0.0122385j 0.0353661-0.0753526j 0.117347+0.0805036j 0.181876-0.0342488j -0.0253131+0.00890439j 0.00572865-0.00895494j 0.0202532+0.110911j -0.0146759+0.0150976j 0.0503142-0.0709531j -0.0269667+0.00272651j -0.0251735-0.0343369j 0.0446608+0.0891883j 0.0525306+0.031305j 0.0161145-0.1111j -0.0351842-0.0487061j -0.0346897-0.0907206j 0.0574003-0.0703322j -0.0647003+0.0157989j -0.00215069-0.0401388j 0.0309598-0.0559722j -0.0225893+0.0226218j 0.0237847+0.0468988j 0.0383389-0.00459612j -0.027678+0.0728884j 0.122969-0.0642346j 0.0250089+0.0117017j -0.00738513-0.0713896j 0.00911659+0.0216173j -0.0253295-0.0138335j 0.0402579-0.125983j 0.00160628-0.0328334j 0.012541-0.0418448j -0.048706-0.00429447j -0.00359459-0.0331301j -0.0152288-0.0173926j -0.0435233-0.00126191j 0.0487276-0.0608784j 0.000690895-0.0334578j 0.0471626+0.0114422j -0.00771574-0.0109155j 0.00242863+0.0229984j 0.0331334-0.00503205j 0.0352845+0.0484321j -0.0082671+0.0119705j 0.0262961-0.012149j -4.64242e-05-0.0100693j -0.0278098-0.0150065j 0.000151245+0.0205827j -0.0272689-0.0400484j 0.0039239+0.0122075j 
-0.0293705+0.0249949j -0.0557836+0.0182969j 0.0214621+0.0743596j 0.00915944+0.00696952j -0.0336094-0.0524641j -0.00549234-0.0167097j -0.025349+0.0131103j -0.0277583-0.0355447j 0.0393164-0.0694115j -0.00976051-0.101622j 0.0166343-0.0113691j -0.0120002-0.042345j 0.0635393+0.0479262j -0.00693999-0.0327987j -0.0883565-0.0126233j -0.0137967-0.00451091j -0.0163028+0.0593683j -0.0288489-0.0261182j -0.0391687+0.102801j 0.0572197-0.052656j 0.0924436-0.00290706j 0.0566717+0.00733682j 0.0271797+0.0499631j 0.0373508-0.0329743j -0.023865-0.0544099j 0.0198032-0.168189j -0.0766491+0.0382322j -0.0131765-0.0778019j 0.0118886+0.0106963j 0.0348098-0.0470211j -0.0515185-0.0329584j -0.0137734+0.000590133j 0.0336647-0.013539j 0.0227602-0.0325415j -0.0205451+0.063975j -0.0291537+0.0060985j 0.0349232-0.0588832j -0.0617751+0.110434j -0.0168962+0.0841613j -0.0166804+0.075382j 0.0535458+0.00216233j -0.00738614-0.0165181j -0.0149891-0.00419019j 0.00487568+0.0469528j 0.00517456-0.0151106j -0.0190858-0.0172157j 0.00556261+0.0205229j -0.0330185-0.000540617j 0.0194679+0.0288801j -0.013542+0.0582621j -0.0310749+0.0164373j -0.0387605-0.0324641j -0.040195-0.0900115j 0.0480343+0.00859586j -0.00819855+0.0335443j 0.00315922-0.0337601j -0.0580418+0.0423637j -0.0205765+0.0462488j 0.00545557+0.0779552j -0.00106028-0.0373221j 0.0179737+0.0269858j -0.00365634+0.0285478j 0.00682711-0.0167128j -0.00433903-0.0574538j -0.031798+0.0199164j -0.0666569-0.0102163j -0.0264156-0.00325114j 0.0852449+0.0334067j 0.0563279+0.0181845j 0.0126517-0.00577342j -0.0257357-0.000598106j -0.00337303+0.00960916j 
-0.0162275+0.0290357j -0.00918497+0.0273688j 0.0234952+0.0380733j 0.0290259+0.013227j 0.0489751-0.0449473j -0.0188207+0.0502912j -0.035575+0.0361265j -0.00116517+0.0470198j -0.0723702+0.109586j 0.044033-0.0347258j -0.0382382-0.0263865j 0.0789562-0.141644j -0.116179+0.0740269j 0.0191506+0.00574328j 0.0701721+0.0473765j 0.0501002+0.00409307j -0.0867316-0.056787j -0.00777859+0.00364686j 0.0221459+0.00975136j -0.0857015-0.0314646j 0.0645436+0.188927j 0.105484-0.0111007j -0.00392678-0.110423j 0.0499281-0.057391j 0.0551128+0.0149969j 0.0866538-0.118303j -0.0254354-0.0437816j 0.0460202+0.0421337j 0.00696408+0.00393732j -0.0636045-0.0518712j -0.0178196-0.0355925j -0.0226295-0.0875267j 0.0164559-0.0911461j 0.0261171-0.0487761j 0.0463165+0.0767841j -0.0517842+0.0467256j 0.00790961-0.0433967j -0.0323134+0.076727j 0.01842+0.0302224j -0.0109207+0.0582717j 0.0214666+0.0264257j -0.0515858+0.051664j 0.0168388-0.000731152j -0.013223+0.0281653j 0.0613151-0.0568196j 0.00134509+0.0432537j 0.0198859-0.0333375j 0.0268243+0.0569681j 0.00472368+0.0568559j -0.00144742-0.0572061j 0.00899963+0.0113139j -0.0446633+0.0247869j 0.00566529+0.0337632j 0.0855082-0.00972948j -0.0336212+0.0214475j 0.00951034+0.00707446j 0.0154784-0.0204548j -0.0319286-0.0389024j 0.0132463-0.0223829j 0.0242931-0.0301928j 0.0236478-0.0418339j -0.0147472-0.0369238j -0.03676+0.0579583j 0.00716933-0.00801828j -0.0364827-0.0117376j -0.0229544-0.0276104j -0.00550118-0.00921575j -0.00698202+0.0320406j 0.0485156+0.0417489j 0.0269942+0.0241507j 0.0413832-0.00624363j 0.0214895+0.0152689j 
-0.024808+0.025879j 0.00355175+0.0332992j -0.0104707+0.0248034j -0.0305393-0.0258421j -0.0642565-0.0195064j -0.0429877+0.0346258j -0.00698779-0.00834432j -0.0310145+0.0545304j -0.0454652+0.0157616j 0.0941137-0.0151153j -0.026831+0.0334831j -0.023924-0.019127j -0.00370483-0.0106601j -0.0190907-0.0642873j -0.0146358+0.00798006j 0.0238909-0.0476419j 0.00868739-0.0924239j 0.127951-0.0269361j -0.0162671+0.0767794j 0.0372391-0.0434509j -0.0686571+0.00996381j -0.0295863-0.0615827j 0.00785728-0.113059j 0.0902113-0.0184866j -0.047545+0.0343021j -0.0746458-0.04091j -0.000164885+0.0381229j 0.0350538+0.0027925j -0.00365226+0.0401147j 0.11+0.0865133j -0.0766013-0.0463547j 0.00225053+0.00987647j -0.0115644+0.0510961j 0.0562948-0.0557224j 0.0468967+0.07653j 0.0158595+0.0120043j -0.0449214-0.062106j 0.0597939-0.0178085j 0.0489415+0.0227662j -0.0208458+0.00444886j 0.00214051+0.00116358j -0.0113485+0.0765586j -0.04844-0.0247296j 0.0347011-0.0140928j 0.0415616-0.00684531j -0.0164147+0.00332667j 0.00213362+0.0612912j -0.0687958+0.0178476j 0.0191705-0.0424726j 0.0277489+0.0390313j 0.0801704-0.0251369j 0.0796019+0.0304948j -0.00023132-0.00717364j -0.0401522-0.0276839j -0.0385521+0.00799025j 0.00176593-0.0507187j 0.0215599-0.0299721j 0.0845235-0.0219684j -0.0242151+0.0263149j -0.0324882+0.0105305j -0.0296411+0.00500871j 0.0159192+0.0302304j 0.0621844+0.0341645j -0.037379+0.0258645j -0.0323401-0.00279302j -0.00378933+0.0117217j -0.00400219+0.0259031j 0.0260875-0.00890109j 0.0364401+0.0101946j 0.0274575-0.0151835j -0.00344616+0.0358467j -0.00568865+0.0194675j 
-0.000783282-0.00866842j 0.0376125-0.00398331j -0.0271421-0.0243142j -0.00713143-0.0449438j 0.0517683+0.00683248j -0.0436833+0.0736671j 0.0042696+0.0162192j -0.0272694+0.0526422j 0.0273877-0.0584585j -0.0771324-0.020827j -0.0440236+0.0198931j 0.054407-0.0105538j -0.0340812+0.0363165j 0.0583172+0.0463079j 0.068445-0.00341337j -0.0294535+0.0268443j -0.0889069-0.0299987j -0.0535719+0.0161441j 0.00326895+0.0504898j 0.0684548+0.00364175j 0.074019-0.0203879j -0.0882561+0.0534786j 0.0320081+0.0709178j 0.00377001-0.0397457j -0.0278723-0.0854706j 0.0149389-0.00335521j 0.0118598-0.0108285j -0.0497817-0.0116228j 0.0198787+0.0353767j 0.00491571-0.0346136j 0.0860845+0.0210481j -0.0327353+0.0299748j 0.00201178+0.0497022j -0.0875148-0.0301722j 0.0497135-0.012636j -0.0935093+0.0875068j -0.0111751+0.0371869j -0.058121+0.0204688j 0.00645387+0.0756514j 0.0749675-0.0154058j 0.0377897-0.00322148j -0.0226277+0.0157337j 0.0253416+0.0190049j -0.0159079+0.0434289j 0.00285505-0.0406094j 0.0198288+0.0282761j -0.0348658-0.0180175j -0.0160764+0.0456393j 0.013654+0.0508734j -0.0265968-0.0683229j 0.00369777-0.0443007j -0.0122009+0.0156008j -0.000805398+0.0273092j -0.0118413-0.000269605j 0.027992+0.0154375j -0.0264565+0.0866429j -0.00104859+0.00955851j -0.0305778+0.0161919j 0.0189782-0.0467026j -0.00229271-0.0341444j 0.000218443+0.000402558j 0.0398377-0.0148296j 0.00199209+0.0721852j -0.0134415-0.0629784j 0.0262001+0.00811639j 0.0330316+0.000408701j -0.000613733+0.0518314j -0.057536-0.0273213j 0.0449414+0.00477298j 0.00765989-0.0126195j -0.00817669+0.0291573j -0.00403972-0.0139964j 
0.0147592-0.0183287j 0.00389028+0.0288082j -0.025554-0.00997449j 0.0222589-0.0280322j -0.00996263+0.0087403j -0.0472313+0.0343141j -0.0188305-0.0154735j 0.065472+0.066968j 0.0246546+0.0547576j -0.0203835+0.00703855j -0.0621971+0.0135957j -0.0423006+0.0158452j -0.0417279+0.0506718j 0.0491981+0.0129634j 0.096946+0.0345798j 0.0226662+0.046928j -0.00127344-0.0249701j -0.00641625+0.0506261j -0.0273759-0.0353809j 0.0491986-0.0285941j -0.0125765-0.0736079j -0.0119764-0.00941435j 0.0664863+0.0480831j -0.0366161-0.0243137j 0.0332275+0.0460541j 0.0507813-0.0147685j -0.0792505+0.0299427j 0.0182362+0.0395634j 0.0289528+0.00293348j -0.0286496-0.0217356j 0.0156754-0.0285927j 0.067542+0.0541434j -0.0172902-0.0182648j -0.0111585+0.0453019j -0.0250133-0.0375693j 0.00955234+0.0455551j -0.0124725-0.0550025j 0.041445+0.000552252j 0.0377454+0.0192663j -0.00328921+0.0220934j 0.0156417+0.0399841j -0.0316335+0.0132401j -0.00849679-0.0459928j 0.0806933+0.00953668j -0.0450753+0.0108905j 0.0219414-0.0423611j 0.0488155+0.000312669j 0.0652071+0.0279439j -0.0115091-4.32193e-06j -0.0276484+0.0157143j -0.0287529+0.055258j 0.0208197-0.0217963j 0.0598708+0.0817483j 0.00715194-0.0203857j -0.00694948+0.00900351j -0.00181744+0.000556719j 0.0473687+0.00242676j -0.00235296+0.000497946j -0.00203255+0.00720366j 0.105729+0.0127013j -0.0437875-0.0453124j -0.00739263-0.024499j 0.0198308+0.0461882j 0.00917173+0.0174235j -0.0257906+0.00363602j 0.0487193+0.0126108j 0.0152497+0.0365719j -0.0100599-0.0328917j -0.0205391-0.00226647j -0.00590658-0.00368874j -0.0123268-0.0080825j 0.0120493-0.00656293j 
0.0103661+0.0058987j -0.0625921+0.0370389j 0.0232404+0.0135109j -0.0114914+0.0639478j -0.0858858-0.0248619j 0.0449169-0.0179119j 0.011118-0.0445568j 0.0310451-0.00366233j -0.102078+0.0887072j -0.0165064+0.0995575j 0.0304644-0.0245971j 0.0640558-0.00131063j 0.0382945-0.0146675j -0.00353472-0.0153669j -0.00524677-0.0504652j 0.0151444-0.0864179j 0.0993634-0.0353672j 0.0506203-0.00919714j 0.0320424-0.0262664j -0.0789531+0.120427j -0.108102+0.0470486j 0.0663131-0.0525613j -0.108434-0.0701896j 0.0174332+0.0657735j 0.0453723+0.0156092j -0.0981066+0.0414182j 0.00371207-0.00845211j -0.0115981+0.03248j 0.0244821-0.00783941j 0.00768111+0.0511938j -0.000950815-0.0628631j -0.0589471-0.0614302j 0.0242223+0.0630037j 0.0688144-0.0461068j -0.0101812+0.0767755j -0.0398153-0.0407332j 0.00482486+0.00586459j 0.0703242-0.00778814j -0.0157924-0.0374769j -0.00991157-0.0262484j -0.0644611-0.0118841j 0.027667-0.00564964j -0.0266728+0.0114536j 0.0128146-0.0671062j 0.0232987-0.053036j -0.0338135+0.0741742j -0.0145621-0.00872225j -0.0646741-0.0443j -0.0275616-0.0255178j -0.0387498-0.00185872j 0.0639068+0.00764252j 0.0388142-0.0333687j 0.0461567-0.0120695j 0.00487608-0.0274327j -0.0064146-0.00422315j -0.0543986-0.015193j -0.00154633-0.0627235j -0.0176509-0.011031j -0.0395059-0.00862852j 0.0504646+0.0227878j 0.00879723-0.063936j -0.0201476+0.0320002j -0.00268585+0.0369622j -0.0223865-0.0132505j -9.61403e-05+0.0137979j -0.0127811+0.000734969j -0.00641317+0.0171j 0.0545092+0.0196487j 0.0299456-0.0165997j -0.00954577+0.0263977j -0.0298389-0.0419327j 0.0255153+0.0216898j 
