-0.0050601+0.0039271j 0.00401366+0.00439482j -0.00299791-0.000914338j -0.00290163+0.00370298j 0.000649073+0.00134544j -0.000535248-0.00106983j 0.000278775-0.00258276j 0.000662452-0.00209982j -0.0041444-0.00125066j 0.00125095-0.0033548j 0.000742703+0.00212147j 0.00415157+0.00255239j -0.00508489+0.00167859j -0.00182428-0.00205981j -0.00289983-0.000564028j -0.000629307+0.00160808j -0.00116277+0.0010602j 0.00215024-0.00143938j -0.000711803-0.00224722j 0.000764808-5.81762e-05j 0.000872143-0.00265947j 0.000379365+0.00255771j -0.000711678+0.00272022j 0.00135194-0.000581612j -0.0023007-0.000884511j 0.000404242-0.000288294j -0.000933202+0.000638194j -0.0034143+0.000208966j -0.00273479-0.00142944j -0.00209983+0.000199234j -0.00043628+1.7276e-05j -0.00370262-0.00385211j 0.0019847-0.0014879j 0.000697823-0.00093455j -4.05404e-05-0.0011233j 0.00220541+0.000274751j -0.00444163-0.00204031j 0.00440432-0.00148252j 0.00120743+0.0031309j 0.00169527-0.0011028j -0.000862709-0.000508563j 0.0022203+0.00201869j 0.00334214+0.000833453j -0.0017959-0.00190489j 0.00286619+0.00102315j 0.000366133+0.00125112j -0.00148604+0.000373526j 0.00276107-0.000795483j -0.00517633+0.00231854j -0.000510745+0.0016511j 0.00416639-0.000276795j -0.00291042+0.00116914j -0.00280195+0.000795677j -0.00107834+0.00086849j -0.000990978-0.000703249j -0.00140716+0.000245375j -0.00283521+0.00156684j 0.00144136+0.00267231j 0.000443325+0.00123339j -0.000780269+0.0024034j -0.00338604-0.00459049j -0.00442207-0.00117632j 0.0065854-0.00391913j -0.00287286-0.00397661j 0.00366309-0.000912755j -0.001622+0.00205365j -0.00644492-0.00220057j 0.00213535-0.00305471j 0.00321145-0.00223733j -0.000645878-0.00372615j 0.011044-0.0065464j -0.00838623-0.00948626j 
2.10857e-05-0.000106339j 0.000366409+0.000223952j 0.000523618-0.000230832j 0.00090671+0.000878337j -0.00109755+0.00137641j 0.00033927+0.00130436j 0.00170429-0.000127944j 0.00117915+0.00122258j -0.000713473-0.000508399j 0.000625352+0.00118609j 0.00137747+8.85347e-05j 0.00325967-0.000613739j 0.00127533-0.00119901j 0.00434753+0.000464874j -0.0018728-0.00152152j 0.000160128-0.00139466j 0.000895642-0.00171426j -0.00354212+0.0018221j 0.000254392-0.00060548j -0.0050212+0.00018311j -0.000981566-0.00106993j 0.00371604-0.00205317j -0.00219126+0.0012849j 0.000157106-0.00404855j -0.00240552-0.00119334j 0.00334317-0.0027525j -0.0025717+0.000958293j 0.00162292+0.000100439j -0.00307608-0.00134306j -0.00121855+0.00267304j -0.00766946+0.000455686j -0.0012152-0.00207858j 0.00285425+0.000958858j -0.00476368-0.00182975j 0.00622798+0.00321594j 0.00329536-0.00216221j -0.00104604-0.000125177j 0.00151264+0.000752156j -0.00337414+0.00238888j 0.000260825+0.000216668j 0.00282639-0.00201373j 0.00140237+0.00198764j -0.000484452+0.00283971j 0.00535174-0.00212968j -3.26471e-05+0.00102245j -0.00160748-0.000570459j -0.00183211-0.00058832j 0.00160237+0.00103161j 0.00013353-0.000183687j -0.000230523-0.000446679j -0.00244611-7.04899e-05j 0.00116281-0.000543531j 0.00212064+0.00234146j -0.000572803-0.00106956j -5.28661e-05+0.00133624j 0.00186096+0.0026808j -0.000673236-0.00114918j -0.000337555-0.000466616j -0.000257837-0.000127829j -0.00100661+0.000844122j 0.000380097-0.00166275j -0.000107427-0.000368579j -0.00275217+0.00212321j 0.00107529-0.00078631j 0.00260657+0.00115233j 0.00203801-0.000171833j 0.000580029+0.0019j -0.000307156-0.00146787j -0.0013711+0.00070329j 0.000418435-0.000638375j -0.000584897+0.000541914j 6.28076e-05-0.000705253j 
0.00174033+0.00104381j 0.000643407+0.00127988j 0.000631116-0.000102689j 0.00224804+0.000763624j 0.000151036-0.000438345j 0.00254495-0.000296304j -0.000136395-0.00232713j -0.00328587-0.00149351j 0.00094211-0.00169713j -0.000497374+0.00148344j 0.00468123-0.000215069j -0.00112109+4.21341e-05j -0.00217272-9.69056e-05j 0.000590629-0.00152366j 0.00103676+0.000194542j 0.0020913-0.000774179j -0.0036409-0.000151255j 0.00032523+0.00115567j 0.00153456-0.00358454j 3.09625e-05+0.00118259j -0.0021459+0.00472461j -0.00389122-0.00141723j 0.000306125+0.0013745j 0.00136254+0.000731763j 0.0017116+0.00335221j -0.000569236-0.00113887j 0.00156619+0.00285151j -0.000266305+7.13952e-05j 0.00181797-0.000131831j 0.00221949+0.00194369j -0.00128052-6.55375e-05j -0.00551045+0.00175551j 0.00403424-0.00329774j -0.000544354-0.00271791j 0.00120489-0.000273573j 0.000101957-0.000304985j 0.00262533-0.00294128j -3.56141e-05-0.000603562j 0.00201731-0.00312157j 0.0044715+0.00310331j 0.000291739+0.00167047j -0.00262219-0.000686801j 0.00084067-0.000750208j -0.0058621-0.00342507j -0.0020991+0.00116156j -0.00321813+0.00171954j -0.00227367-0.000819936j -0.00128395-0.00138877j 0.00237984+0.000573169j 0.00661399+0.0037849j 0.00324855+0.00258374j -0.00294739-0.00103096j -0.0014855+0.000993774j -0.00276069-0.000532175j 0.00191449-0.0005117j 0.000655297-0.00203037j 0.000345814+0.00280528j -0.000588911+0.00276579j -0.00221459-0.00103804j 0.00164939+0.0025822j 0.00026546-0.00151546j 0.0018534+0.00124208j 0.000222969+0.00113716j 0.00397494-0.000485603j 0.000318343-0.00319769j -0.000824638-0.000828418j 0.00258246-0.000286001j 0.000364066-0.00016361j -0.00061661-4.8712e-05j 0.000385594-9.52274e-05j -2.755e-05-0.00103156j 0.00161389+0.00019304j 
0.000848539-0.000385077j 5.5179e-05+0.00113834j 0.000772464+0.000548293j 0.00138316-0.000159753j -0.000205569-0.000114767j 0.00139882-0.000678927j 0.00102441-0.000253067j 0.000960867+0.000281038j -0.000563331-0.000749742j -0.000603329+0.00039868j 0.000474516+0.0011917j 0.00071336-0.000593672j -0.00243521+0.00261099j -0.000654755-0.00160589j -0.00172833-0.000577125j 0.00219624+0.000619009j -0.00229988+2.48224e-05j -0.00156408+0.000497608j -0.000909931-0.000130678j -0.0022821-3.26024e-07j -0.00126747+0.000790318j -0.00349319+0.000240442j 0.000718727-0.00183252j -0.000856089+0.000560295j -0.000500385+0.000221728j -0.00149072-0.000490532j 0.00104809+8.62697e-05j -0.00522241-0.00024044j 0.00213182-0.00244484j 0.00170679-0.00350606j -0.00037657-0.00207211j -0.00342801+0.000223331j -0.000886145+0.00246906j -0.00116571+0.00307789j 0.000624808-0.00195615j -0.00204579+0.000639374j 0.00155761-0.000715387j -0.00221594-0.00139244j -0.00148003-0.000214696j 0.00255035+0.00122986j -0.000535414+0.00096118j -0.000229804+0.000618531j -0.00257401-0.000639233j -0.0037062+0.000916978j -0.00143677+0.000340481j -0.00057758+0.00211239j -0.00298894-0.000595669j -0.00135744+0.000587362j 0.00230597+0.00115913j 0.00145968+0.000410829j 0.00208156-0.000969369j 0.00057072+6.39363e-05j 0.0011447-0.000370893j -0.000682675+0.000539657j -0.00129072-0.00138124j -0.00140737-8.78898e-06j 0.00204808+0.00126788j -0.000715275+0.000826662j -0.000507999-0.000242266j 0.00253652-5.94265e-05j -0.000937367-0.000119139j 0.000453521+0.000112927j -0.000213471+0.00129298j 0.00106373-0.0016524j 0.000100042-0.00145563j 0.000545908+0.000399616j 0.000733889+0.000125121j 0.000227623-0.000411835j 0.000230021-0.000136632j 0.000316194-0.00055537j -0.00102695-0.000333626j 0.00108576-0.000361733j 
0.000321956+0.000159775j 0.00112347+0.000496332j -0.000119596-0.000116082j -0.000736293-0.00111702j 7.8416e-05+0.000497007j -0.000792191+0.00162343j -0.00128539+0.00110724j 0.00013786+0.00253124j -0.000462487-0.00119401j -0.00185576+0.000313034j -0.00108421-0.000118472j 0.000963229-0.00161124j 0.00124378+0.000759217j -0.00299715-0.00423422j 0.0015121-0.00436934j -0.0012872+0.00228413j -0.00144631-0.000932576j 0.000263287-0.00372982j 0.000287061-0.000142682j -0.00163747-0.00148399j 0.00275889-0.00352482j 0.00247315-0.00223087j -0.00129512+0.00257772j 0.000900317+0.00122141j 0.0051183+0.00113022j -0.00230219+0.00356493j 0.00258761-0.00188845j -0.000554463-0.000956167j -0.000963861+0.0030934j -0.00160895-0.0030299j 0.000446027-0.00279935j 0.000585037-0.002999j 0.00149443+0.00491831j -0.000158659+0.00146786j 0.00295317-0.00296538j -0.00227513+0.00384806j -0.00180739+0.00360861j -0.000136293-0.00284933j -0.000521986+0.000388605j 0.00112685-0.000314489j -0.0014471-0.00259197j -0.00463444-0.00292355j 0.00145927-0.00346492j -0.00149647+0.000678982j 0.00136281+0.00158048j -0.00205152+0.0025702j -0.000648747-0.00242616j -0.00221757+0.00238457j 0.00409681+0.00060798j 0.000142247-0.00241792j 0.00142949-0.00136567j -0.00151128+0.000397747j 0.000152339+0.00256318j -0.000231727-0.000575115j 0.00085294-0.00287881j -0.00148987-1.82571e-05j 0.00196045+0.00198633j -0.0010224+0.000686675j 0.000978209+0.000383884j 0.000851483-0.000325122j 0.00011681-0.000422899j 0.00113564+0.000747881j 0.000766689+0.00242908j -0.000616144-0.0026326j -0.00216027-0.00133802j 0.00015699+0.000744543j -0.000214909+0.000732903j 0.000468082+8.58838e-05j 0.00062611+0.000218248j 0.000315698+0.000124503j -0.000964287-0.000592753j 0.000400468-0.000372893j 
0.000462285+0.0001078j -0.000451082-0.000644002j -0.00103539-0.00117359j 0.00037646+8.68836e-05j 0.00050747+0.000368688j 0.000446821+0.000802172j -0.000805721-0.00159525j -0.00148272+2.77521e-06j 0.000875105-2.01627e-05j -0.000404536+0.000212652j 0.000754703-0.00276497j 0.000903821+0.00103655j 0.000492291-0.0025701j 0.00368591-0.000327512j 0.000679474+0.00185498j 0.000451298+4.10025e-05j -6.21238e-06+0.00120326j 0.00114581+0.00113537j -0.00079002-0.00109275j -0.00113236+0.00126113j -0.00120353+0.00302495j 0.00171565-0.00108081j -0.00233615+0.00201962j 1.93718e-05-0.00143406j -0.000473373+0.0016826j 0.00194392-0.00525973j -2.11694e-05-0.000156489j 5.59504e-05-0.00339929j -0.00279036-0.00117874j 0.000100732+0.0026498j -0.003456+0.00184079j 0.00242321+0.00283947j 0.00280795-0.00433264j 0.00212685-0.00306428j 0.00219426+0.00291539j 0.000299798-0.00552564j 0.000722132-0.00153953j 0.00132046-0.00175365j -0.00154935-0.00049649j 0.000732047+0.000601385j 0.00263209+0.00131312j -7.21759e-05+6.50205e-05j 0.00182852+0.000377625j 0.00370805-0.000411992j 0.000595857-1.6875e-05j -0.00190669+0.00126479j 0.0006211-0.000623339j 0.000243282-0.0030887j -0.00189219+0.00116572j -7.39954e-05+0.000278682j -0.00155125+0.0028281j -0.000546751+0.00172473j -0.0010638+0.000468031j -0.000512899+0.00189277j 0.00275869+0.000139408j 0.0031245-0.00178941j -0.00129965-0.000295522j -0.000542369-0.000797558j 0.000474395-0.000961447j -0.00218587+0.00133056j 0.00156161-0.00291894j 0.00117204+0.000824929j -0.00162994+0.000632935j 0.000963529+0.000528762j -0.000378635-0.00106215j 0.000308217+0.00114074j 0.000626174-0.000775152j -0.000433402-0.00113095j 0.000183265+0.00126243j 0.000280581+0.000397714j -0.000204578-0.000709039j 0.000235226+0.000617464j 
-0.000698385-0.000530406j 0.000276437+0.00155776j 0.000401484-0.000547564j -0.000634564-0.000406906j -0.00167778-0.000622028j -0.000210546-0.000213991j -6.30369e-05-0.00164053j 0.00240315-0.000663621j -0.000517453-0.000665089j -0.000369943+0.0034039j -0.000839126+0.00194011j 0.00311177-0.00178794j -0.00122975+0.00317719j 0.00269578-0.00113709j -0.00101942-0.000659668j 0.000614516+0.00120944j -0.000320574+0.00188872j -0.00173584-0.00034779j -0.00189837-0.000999257j -0.00118574-0.000238408j -0.00123945+0.00411017j 0.00128932-0.00166267j -0.00157889-0.000320707j -0.00218542+0.00542181j -0.00578405+0.00141959j -0.000322373+0.00151279j 0.00296176-0.000291175j -0.00245628+0.00182516j 0.000329598-0.000257013j 0.00184345-0.00379127j -0.00122631-0.00137438j 0.000147951+0.00103869j -1.40052e-05-0.00183832j -0.00241981+0.000945095j 0.00232081-0.00105974j -0.00373804+0.00463361j -0.00367969-0.000357745j -0.00272253-0.000318233j -0.0018208-0.00521232j 0.000477181+0.00364428j -0.00193147+0.0011174j 0.00390904-0.000641527j -6.67978e-05-0.00163809j 0.00138291+0.00390535j -0.000285986+0.000441796j -0.00312949+0.00258412j -0.00195791+0.000364612j 0.00149818+0.00180156j -0.00213526+0.000919999j -0.000346487-0.000732873j 0.00158657-0.000507182j 0.00233278-0.00157004j 0.00296107-0.000880359j -2.36601e-05-0.00069512j -0.000254275+0.000289512j 0.000913433-0.00118403j -0.00012388-0.00134223j -0.000683392+0.00203901j 0.000904364-0.000696369j 0.0012067-0.000316845j -0.000372096-0.0014759j -0.00132445+0.00154604j 2.06821e-05-0.000488285j -0.000230521-0.00114567j 0.00141131+0.000402269j 0.000510611+0.00104827j -0.000253128-0.00118036j 0.000225566+0.00131126j -0.00120822-0.000114872j -0.000159141+0.00184401j -0.00020837+0.000106345j -0.000415799-0.000232458j 
0.000125744-0.000393557j -0.00144137+0.000308058j 0.000609816+0.00111238j -0.00124205+0.00076163j -3.29181e-05-0.000867671j 0.00169642-0.000650475j 0.00155291+0.000244745j 0.00280516-0.00106967j -0.00208677+0.00156051j -0.000830884+0.00191764j -0.00150196+0.00324268j -0.00116113-0.00130349j -0.000316585+9.42406e-05j 0.000566986+0.00149035j -0.00196765+0.000678757j -0.000615592-0.0018317j 0.000261908+0.00079716j -5.3798e-05+0.00046455j -5.35067e-05-0.000223638j -8.1596e-05+0.0013356j -0.000872415+0.00168634j 0.000678377+0.000893381j -3.05816e-05+4.42983e-06j -0.00411125+0.00525507j -0.00358888-0.00155731j 0.00151079+4.64991e-05j 0.000492545-0.000478424j -0.000176496+0.00109204j 0.00137059-0.00108429j -0.00132842+0.00146128j 0.00108943-0.00289544j 0.00133401-0.0022476j -0.0021336-0.000901653j -0.000387226-0.00039304j -0.00131403+0.00170144j -0.000477608+0.000629j -0.000372486-0.000984533j 0.000519588+0.0021264j 0.00127552-0.00221615j -0.00167702+0.00085604j -0.00344397+0.00238323j 0.00448305+0.000370892j -0.001068+0.000299915j 0.000936792+0.0019951j -0.00128501+0.000336701j 0.000659538-0.000772779j 0.00160352+0.0017675j 0.00443855-0.00131246j -0.00450107+0.00131197j -0.00381728+0.000908494j -0.00445663+0.00228483j 0.00297032-0.00220564j 0.00256559-0.00157819j -0.00202892+0.0017749j -0.00125686-0.000246876j 0.00210269+0.00153466j -0.00128034-0.00180113j -0.000176403+0.00121412j 0.00256328-0.00124412j -0.00114862+0.000741123j 0.00118399-0.000859407j -0.000718267+3.83866e-05j -0.000253895+0.000103167j -0.00213929+0.00152532j 0.000714232+0.00178358j -0.000190152+0.000207067j 0.000797574+0.000466278j -0.0002702+0.000979797j 0.00101141-0.00093421j -0.000174935+0.000737492j 0.0007787+0.00113617j 0.000428718+0.000317001j 
0.00096353-8.62236e-05j -0.00073638+8.38975e-05j 0.000354941-0.000554209j -0.00100965+0.000319198j 0.000130031+0.000249807j -0.0007343+0.000626812j -0.00012585-0.000772512j 0.000329958+0.000517157j -0.00139927-0.00119679j -0.00127895+0.00115123j -0.00163989-0.000162872j -0.000498719-0.000416832j 0.00133118-0.00140403j 0.000169182-0.000825261j -0.000393291-0.00214561j -0.00226086+0.000697179j 0.000114907-0.000815247j 0.00255715-0.00324454j 0.000248647-0.00191085j -0.000261892-0.00105159j 0.00142409-0.00107982j 0.00115542-0.0038946j -0.00177075+0.0021941j -0.00276922+1.102e-05j 0.00420207+0.00199102j -0.000969439+0.00248552j -0.000158158-0.0013166j 0.000254269+0.00202648j -0.00302589+0.00480961j -0.00355223+0.000590577j 0.0029228+0.000576144j 0.000778659-0.00178201j -0.00076376-3.59262e-05j 0.00190285-0.00369533j -0.0009464-0.000190881j -0.00264454+0.00235146j 0.000434964+0.00223491j 0.00324902+6.90113e-05j 0.00377549+0.000793569j -0.00171188+0.00137605j -0.000372195-0.00238058j -0.00081485-0.000466342j 0.0015394-0.00254458j -0.00251908-0.00264705j -0.000125212-2.23556e-05j -0.000624199+0.000131106j 0.00235823-0.00332128j -0.00067997+0.00163479j -4.3461e-05-0.000575963j -0.00185083+0.000273241j -0.00272419-0.00108456j -0.00132729+0.00119783j -0.00104805+0.00148627j 0.00046824-0.00185802j 0.000825382-0.00111934j -0.000201501-0.000433506j -0.000752867+0.0012282j 0.000349713+8.73522e-05j 0.00159611+0.000995758j -0.00025615+0.000487327j 0.00161703-0.000154503j 6.56494e-06-2.09992e-05j -0.000209368-0.000792981j -0.00175526-0.000920162j -0.000546222-0.000697307j -0.000940583-0.000214823j -8.09551e-05+0.000226515j 0.00071892+0.000186459j 0.00104193+0.000535898j 0.000349204-0.000259214j 0.000415854-0.000619952j 0.000223775+0.000151215j 
-0.00193409-0.000151864j 0.00129198+0.000391539j -0.00138021-0.000634725j 0.000767757-0.000742436j 0.000723653+0.0010024j -0.00055626+0.00158457j -0.000953861+0.00130313j -0.000114476+0.00144609j -0.000255695-0.00188846j 0.00349397+0.000124111j -0.000449754-7.33895e-05j 0.00142507-0.00117558j 0.00105142-6.98688e-05j -0.000635446-0.00231913j -0.0021956-0.00294715j 0.000746755+0.00229554j -0.00026563-0.00215425j -0.00182029-2.5664e-05j -0.000695713-0.00171951j -0.00291561-0.00199749j -0.000475107-0.000942944j -0.000588141-0.00486706j -0.000514969+9.70783e-05j -0.00305124+0.00028328j 0.00187353+0.00366621j -0.00117331+0.00222175j -0.000849252-0.00125832j 0.0048446-0.000395671j -0.000532066-0.00179404j -0.00182577-0.00413022j -0.000740913-0.00177752j -0.00152507-0.0019953j 0.00218398+0.00433354j -0.00451201+0.00242435j 0.00294964-0.0021544j 0.00068553+0.00132661j 0.000435177+0.00536648j -0.000597131-0.000300844j 0.00191455+0.00271241j 0.000369133+0.0016889j -0.00305361-0.000642275j -0.000450655-0.00361568j 0.00203897-0.00188177j -0.00120804-0.000644832j 0.000865902+0.000442341j 0.000166492+0.00218376j -0.00246816-0.00203492j 0.00336482+0.00181337j -0.000269222-7.21633e-05j 0.000192414-0.00106401j -0.000358951-0.0026397j -0.000350796+0.000362136j 0.00138701+0.000265611j -0.0019885-0.00277764j 0.00163508-0.000283058j 0.000911905+0.000170052j -0.000701739+0.000276166j 0.000309013+0.000289316j -0.000407532-0.000720011j -0.000747612-0.000776542j -0.00182914+0.000192489j -0.000845239+0.0017373j 1.2837e-05+0.00184268j -0.000156404-0.00258663j 0.00107398-0.00203017j 4.02943e-05-0.000832255j 0.00061054+0.00012192j -0.000565603-0.00100761j -0.000718631+0.00166528j -0.000704615-0.000454681j 8.83412e-05+0.000632902j -0.000857802-0.000969547j 
-0.000737636-0.00135619j -0.000821664+0.000894144j -0.000883971-0.00198019j 0.00062751-0.000675559j 0.00147987+0.00133616j 0.000473775-0.000835257j 0.000261924-0.00183492j 0.00157236+0.000591923j 0.00146643-0.000425245j 0.000421175-0.00287818j 0.000550877-0.00206084j 0.00340225+0.00251955j -0.00195409+0.00137628j 0.0026068-0.000994805j -0.00180339+0.000732533j -0.0019465+0.00143118j -0.00300384-0.00144073j 0.000876329+0.000960345j 0.00123008+0.00231492j -3.76519e-05-0.000167715j -0.00650524-0.0036568j -0.000395672-7.75584e-05j 0.00362009-0.00223369j 0.00316406-0.00365952j -0.00339336+0.000831518j 0.00165133-0.000817223j -0.00112106+0.000391086j 0.00146722-0.000470725j 0.000981704+0.00176661j 0.0054426-0.00224476j -0.00228172+0.00385308j -0.0031527-8.1166e-06j 0.003368+0.00357528j -0.00186811+0.00251249j 0.000555827-0.00179708j 0.00150235+0.000333696j 0.000630462+0.00208948j -0.00119372-0.00422011j -0.00105038+0.0059718j -0.000813647+5.68365e-05j -6.00503e-05-0.00356563j 0.00153252-0.00110985j 0.00246719+0.00329466j 0.00201094-0.000999973j -6.04112e-05-4.37973e-05j -0.00204938-0.000933576j -0.00262542-0.00280691j -0.00257943-1.7493e-05j -0.00070757-0.00215335j -2.68649e-05+5.37624e-05j 0.00125273-0.0014347j 0.00116996+0.00259926j 0.00335933+0.00170824j 0.00125921-0.00148643j 0.00181+0.00300916j 0.00123803-0.00102615j -0.000288293-0.000124985j -0.00235159-0.00343049j -0.000537764+0.00276837j 0.00181712-4.66441e-06j -0.000685669+0.00208029j -0.000892605-0.00145429j 0.000177396-0.00123577j 0.00100513-0.001794j 0.00221426-7.50814e-05j 0.000390495+0.000657351j 0.000504803-0.0016464j -0.00117519-0.00078004j 0.00011468+0.000876897j -0.000365883-0.000719918j 4.48886e-05-0.000814324j -0.000375892-0.00129301j 
0.000748824-0.00169026j -0.000263677+0.00139971j 0.000124561-0.00134228j -0.000298323+0.000406185j -0.000686321+0.00108816j 0.0026144+0.000841502j -0.00107003-0.000987241j 0.00129679-0.000280531j -0.000711982+0.000838886j -0.0001771+0.00386225j 0.000624513+0.00133989j 0.0010246-0.000911897j -0.000533212+0.000312791j 0.00235257-0.000798886j -0.000645745+0.000868227j 0.000440653+0.000525003j -0.00257477-0.000496106j 0.000865909-1.79339e-05j -0.000281902+0.000713913j -0.000285015+0.00199557j 0.000523073+0.0034369j -0.000963297-0.0019395j -0.00109171+0.00263212j -0.000429781+0.00309993j -0.000850786-0.00289374j -0.000701539-0.00134573j 0.000825494+0.00181083j 0.000213827-3.75025e-05j -0.00253823-0.000486085j -0.000429821+0.00302697j -0.00219017+0.000170068j -0.00194346+0.00330578j 0.00264739-0.00221367j -0.00109708-0.00419905j 0.00261874+0.00188238j -0.00182719+0.00276851j -0.00131561-0.00228876j -0.00084759-0.000809481j 0.00228421-0.00351577j 0.00235636+0.0021823j -0.00215808+0.0022783j 0.000431446-0.00096739j 0.000966534+0.00256168j -0.000579431+0.00196352j 0.000343342-0.00239126j -0.00145262+0.000932856j -0.000986065-0.00127749j -0.000335649-0.000352037j 0.000425779+0.000984918j 0.00176223-0.00213366j -0.000800301+0.0019259j 0.000788027+0.000362862j 0.00158301+0.00148124j -0.000189993-0.00190298j 0.00074634+0.00324475j 0.000502755-0.00128567j -0.000490577-0.00215852j -0.000507779-0.000937963j 0.000228654-0.00157894j 0.00188354+0.000979598j 3.50423e-05-0.00267721j 0.0010364+0.0013383j 0.00156495+0.00146087j -0.00106606+0.000212008j -0.00235804+0.00201343j -0.000147944+0.00137886j -0.000480507-0.000240022j -0.000993625-0.00140052j 0.000759143-0.000260699j -9.9973e-05+0.000812851j -0.000428945-5.6758e-05j 0.000541111-0.000585373j 
-0.000214346+0.00135045j -0.00208902-0.000532774j 0.000263681+0.00331389j 0.000154502+0.000531107j -0.000166153-0.000826589j -0.00102214+0.0030055j 0.00194303+0.00239427j 0.000247406+0.00452524j -0.000518356-0.000417904j -0.00083749+0.000111652j -0.00179309+0.000783168j -0.00101461-0.0050691j 0.000332087-0.00174051j -0.000857751-0.000741719j -0.00211699-0.0024801j -0.00134339-0.0013338j 0.00373706-0.00321381j -0.0006983-0.000183922j -0.00146674-0.000835049j -0.00376233+0.00153222j -0.000364215-0.000208347j 0.000522107-0.00268876j 0.00138109+0.00220255j -0.00187395-0.00171715j 0.00627012-0.00205377j 0.00332345-0.00144995j -0.00585197+0.00107392j 0.00329921-0.000638634j -0.000941006-0.000582777j -0.00385522+0.0026823j 0.000415776-0.000829588j -0.00214584-0.00291774j -0.00122455+0.00161075j -0.000772239+0.000581099j -0.00072541-0.00199348j 0.00200037-0.00184618j 0.00400672+0.00162807j 0.00283107+0.000106584j 0.00149942+0.00301922j -0.00418311-0.00304633j -0.00202448-0.000901817j -0.00194184+0.00178905j -0.00355083-0.00150236j -0.00280452-0.00327208j 0.00339688-3.21799e-05j 0.00162283+0.00123618j 0.000385631+0.00185431j 0.0033021-0.000468294j -0.00135593+0.000180545j -0.000436008-0.00121671j -0.0029932-0.000642254j -0.00163111-0.000808198j -0.00146928+0.0022814j -0.000926504+0.00106777j -0.0029169-0.0034109j -0.00130958+0.00276102j 0.000510456+0.00116609j 0.00187461+0.000788516j 0.000515589+0.000381779j -0.00123309+0.00186281j 0.0015182+0.00110916j -0.00179525-0.000366445j -0.00249744+0.00322955j -0.00032917-0.000268205j 0.000339852-0.0013113j -0.00178808-0.00103623j -0.00170896+0.00244104j 0.00086946+7.93716e-05j 0.000888037+0.000850832j -0.000517092-0.000652183j 0.00147223+0.000765744j -0.00024498+0.00111456j 
0.00246355-0.000304162j 0.000794171-0.00054756j 0.00288109-0.000393664j 0.00299701+0.000411411j -0.00206456+0.00176647j 0.00020667+0.000322239j 0.00073653+0.000111072j 0.000239817-0.000852702j -4.29687e-05-2.09003e-05j -0.000120035+0.00102824j 0.00355688+0.00077691j -0.000971876-0.00274911j 0.00154448-0.0007845j 0.00468131-0.00428012j -0.00153881-0.00242183j 0.00264542+0.00297607j 0.0017054+0.000201228j -0.0020298+0.000397997j -0.000364628-0.00051957j -0.00172745-0.000655107j -0.00213654-0.00288012j -0.00173713-0.00544659j -0.00488213+0.000511914j -0.00268867-0.00262255j -0.00118996-7.05666e-05j 0.000714944+0.000263568j 0.0010706-0.00371863j 0.00451668-0.00174265j -0.000376215-0.00113528j -0.00169273-0.00256295j -0.0017334+0.00191659j -0.00430461-0.0022089j 0.00190993+0.000729691j 0.00285781+0.00586654j -0.000252281-0.00401204j -0.000863235+0.000829335j -0.00158416+0.00406188j 0.00127486+0.000515297j 0.00132552+0.0039254j -0.00017547-1.90949e-05j -0.00150249-0.00162938j 0.000901771+0.000417267j -0.00214367-0.00145526j -0.000424433-0.00338295j -0.000288363-0.000664153j -0.00245999+0.00327131j 0.00207567-0.000496924j 0.0024137+0.00159993j 0.00225046+0.00275912j 0.00434539-0.000527397j -0.00100228-0.00408215j -0.00315286+0.000720303j -0.00134342-0.00355745j 0.000100913+0.000748305j 0.00166931-0.000126762j 0.00238481+0.000919134j 0.000484+0.000260117j 0.000217218+0.000162501j 0.000192474-0.00110903j -0.000130284-0.00361461j 0.00245996-0.00127416j 0.000152947-0.00195536j -0.0016566-0.000580558j 0.00264169-0.000393479j 0.000357142-0.00164496j -0.00137903-0.000990058j 0.00242135+0.000507136j 0.000833731-0.00226698j 0.000294035-0.00111202j -0.000190154-0.00302948j 0.000119866-0.00128254j 0.00122668-0.00106647j 
