-0.0050601+0.0039271j 0.00401366+0.00439482j -0.00299791-0.000914338j -0.00290163+0.00370298j 0.000649073+0.00134544j -0.000535248-0.00106983j 0.000278775-0.00258276j 0.000662452-0.00209982j -0.0041444-0.00125066j 0.00125095-0.0033548j 0.000742703+0.00212147j 0.00415157+0.00255239j -0.00508489+0.00167859j -0.00182428-0.00205981j -0.00289983-0.000564028j -0.000629307+0.00160808j -0.00116277+0.0010602j 0.00215024-0.00143938j -0.000711803-0.00224722j 0.000764808-5.81762e-05j 0.000872143-0.00265947j 0.000379365+0.00255771j -0.000711678+0.00272022j 0.00135194-0.000581612j -0.0023007-0.000884511j 0.000404242-0.000288294j -0.000933202+0.000638194j -0.0034143+0.000208966j -0.00273479-0.00142944j -0.00209983+0.000199234j -0.00043628+1.7276e-05j -0.00370262-0.00385211j 0.0019847-0.0014879j 0.000697823-0.00093455j -4.05404e-05-0.0011233j 0.00220541+0.000274751j -0.00444163-0.00204031j 0.00440432-0.00148252j 0.00120743+0.0031309j 0.00169527-0.0011028j -0.000862709-0.000508563j 0.0022203+0.00201869j 0.00334214+0.000833453j -0.0017959-0.00190489j 0.00286619+0.00102315j 0.000366133+0.00125112j -0.00148604+0.000373526j 0.00276107-0.000795483j -0.00517633+0.00231854j -0.000510745+0.0016511j 0.00416639-0.000276795j -0.00291042+0.00116914j -0.00280195+0.000795677j -0.00107834+0.00086849j -0.000990978-0.000703249j -0.00140716+0.000245375j -0.00283521+0.00156684j 0.00144136+0.00267231j 0.000443325+0.00123339j -0.000780269+0.0024034j -0.00338604-0.00459049j -0.00442207-0.00117632j 0.0065854-0.00391913j -0.00287286-0.00397661j 0.00366309-0.000912755j -0.001622+0.00205365j -0.00644492-0.00220057j 0.00213535-0.00305471j 0.00321145-0.00223733j -0.000645878-0.00372615j 0.011044-0.0065464j -0.00838623-0.00948626j 
0.00169105-0.000400853j -0.0016324-0.00147491j 0.00293796-0.000592059j 8.92254e-05-0.000948932j -9.99526e-05+0.00189461j 0.000445334+0.00197932j 0.00201857+0.00114621j 0.000798869-0.00175666j 0.000417749+0.000478339j -0.000976963-0.00184486j 0.00260983+0.00282794j -0.0029794-0.00249471j -0.000672562-0.00549595j 0.00176081-0.00276215j -0.000499588-0.00102543j -0.00607555+0.00292897j 0.000150199-0.00326876j 0.00260054-0.000906819j 0.00136884-0.00203579j 0.000687987+0.000732517j 0.000163103-0.00284362j 0.00437346-0.00203784j -0.000777891+0.00294582j 0.00227661+0.00194881j -0.000326228-0.00302449j 0.00162469+0.000423936j -0.000653818+0.00350871j -0.000974285-0.00853982j -0.00267795+0.00306737j 0.00147029+0.00504941j -0.000947856-0.00111826j -0.000747079-0.000125818j 0.00180797+0.000948827j 0.000747273+0.00017475j 0.00127753-0.0028942j -0.000184716+0.00025036j -0.00130721-0.00170016j 0.00743773+0.00269559j 0.000903799-0.00562469j -0.00259742+0.0012056j 0.00256684+0.00550941j 0.000244259+0.0015091j 0.000816217-0.00118086j -0.000550546-0.00188069j 0.00186539-0.00320731j -0.00270891-0.0016915j 0.00299734-0.000887226j -0.0017119-0.000723047j 0.00252644+0.00045207j -0.00204592+0.000749769j -0.00159276+0.00370084j -0.0035018+0.000953785j -0.000858123-0.00210675j 0.0027527-0.00120185j 0.00124876-0.00138155j 0.00247201+0.00197463j -0.00154081+0.00263053j -0.000518784+0.000591085j 0.000982253-0.0012416j 0.000704754+0.000503994j 0.00219245-0.000101208j -0.00162015-0.000848169j -0.000172425+0.000977549j 0.000555636+0.00094505j 0.00236966-0.000531418j -0.000626402-0.000195424j 0.00126224+0.00106256j 0.000663209+0.000937004j -0.000240834+0.000367871j 0.000344514-0.00052758j 0.00111225+0.00133072j 0.00157555-0.000335191j 
0.000149084-0.000429063j -0.00150547-0.000353173j -0.000758779+0.00092608j 0.000519381+0.0010277j 0.00172678-0.000693857j 0.00111446-0.0012475j 0.00191247+0.000799364j -0.00231831+0.00116006j 0.000368282+0.000774594j -0.00244869-0.000860805j 0.000489436-0.00132269j -0.00103396-0.00153681j -0.00275379-0.00369532j 0.000517508-0.000749042j 0.000873806-0.00090704j 0.00139122+0.000150704j 0.000102681+0.000502968j -0.000787791-0.0023755j 0.000846424-0.00506093j -0.00117638-0.000114952j -0.000889525-0.00147147j 0.00230329-0.0038362j 0.000151829+0.000404544j -0.00161566-0.00186097j -0.0019601-0.00289843j -0.000674869-0.00091714j 0.00135237+0.00155536j -0.00343403-0.0037742j 0.000287065+0.00568873j 0.00198891+0.00298687j 0.000142828+0.000366092j 0.00179203+0.000737801j 0.00175259-0.00254142j -0.00164257-0.000850374j 0.00115999-0.00249091j -0.000709004-0.00196325j -0.00311135-0.00230044j 0.00128213-0.000461937j -0.00146433-0.00415189j -0.000418516+3.18415e-05j 0.00100934+0.00193175j 0.000807936+0.00561019j 0.000792803-0.00414552j -0.00169078-0.00113709j 0.000236811+0.000204097j -0.000905731+0.000319883j 0.000718162-0.00164469j 0.00119319+0.00211231j 0.00158754-0.00119992j 0.000381611+0.00311854j 0.000763205+0.00332957j -0.0010856+0.00156162j -0.000342243-0.00156077j -0.00192166-0.000212803j 0.00188527-0.00361694j 0.000655233+0.000621044j -0.000678415+0.00386781j 0.000721557+0.000568224j -0.000966342+0.000393796j -0.000847944+0.000148627j -0.000414529-0.000119881j 0.000587077-0.00207725j -0.000235778+0.000115743j 0.00125304+0.00144185j 0.00105748-0.000672412j -0.00102835-0.00167166j 0.00140964+0.000476092j -0.0010798+0.000971119j 0.000606293+0.000190972j -0.000428393-0.00135434j 0.00092087+0.000662966j 1.14268e-05-0.000356255j 
-0.00094449+0.000389477j 0.000720191-0.000214653j -0.00019623+0.000125272j 0.000652329-0.00163032j 0.000424564-3.72669e-05j 0.000569164+0.000950802j 0.00104975-0.000245787j 0.000412547+0.00273481j -0.00170388-0.000251832j 0.00263277-0.00245222j -0.000657107-0.00126257j -0.00276912+0.000245595j -0.00327601-0.0030409j -0.00225794-0.00131341j -0.00262414+0.000857115j 0.00147551+6.79018e-05j -0.000433729-0.00271801j -0.00249801+0.000799604j -0.00591421-0.00269624j -0.00210169+0.00385314j 0.00412479-0.00267946j -0.0036968-0.00527078j 0.00114367+0.00238802j -0.00127113+0.000792554j 9.30313e-05-0.0022169j -0.00170324-0.000498473j 0.00108647+0.00352795j -0.00481683-0.00261653j -0.000583417+0.00394438j 0.00177958+0.00286882j -0.00164168+0.000133449j 0.00246402+0.000368369j -0.000862759-0.0020145j -0.00343626+0.00160219j 0.00210803-0.00400793j -0.001447-0.00180535j -0.0026227+0.000304101j 0.00299645-0.00260376j -0.00598358-0.00129419j 0.00239944+9.21269e-05j 0.00249091+0.00190898j 0.00139128+0.00124176j -0.0032907-0.00163802j -0.000661014+0.00139257j 0.00166333-0.00247683j 0.00272717-0.000119297j -0.00249753-0.000567807j 0.00292407-0.000834671j 0.00296625-0.00318961j -0.00174118+0.000740739j 0.0013162+0.00330227j -0.000356691+0.00317882j -0.00169183+0.000172118j -0.00100458-0.000316677j -0.00252689-0.00224028j 0.00109476-0.000947197j 0.00166105+0.00260416j 0.00246793-0.00131825j -0.00184558+0.000451369j -0.00109521+0.00156804j -0.00431733+5.63053e-05j 0.000827369+0.000807619j 0.0027657+0.0022604j -0.00133613-0.000670247j -0.000624771-0.00199233j -0.000231686-0.00034145j 0.00144684-0.000314511j -0.000702302+0.000551145j 0.000704384+0.00168636j -0.000630976+2.47871e-05j 0.000723485+0.000544595j -0.000967468-0.000383274j 
-0.000239725-8.4039e-05j -0.000771927-0.00111164j -0.00106816+5.86915e-07j 0.000567363+0.00019848j 0.00200812+0.000491078j 0.00239068+0.00086348j 0.00113737+0.000425532j -0.00253447-0.000190171j 0.00168597+0.00108127j 0.00183654+0.000891308j 0.00321739+0.00161279j 0.000814731-0.00233194j 0.00217952+0.000786458j -0.000461382-0.000150012j -0.000104916-0.00198048j 0.00270915-0.00267662j 0.00134807+0.00173029j 0.00363722+0.00297376j 0.00638589+0.00264834j -0.000323975+0.00498373j -0.00252289-0.00430137j 0.0018577+0.000826743j 0.000441483+0.00479847j -0.00109419+0.00593381j -0.000294903+0.00182768j -0.0019462+0.00436346j -0.00353385-0.00631361j -0.00123868+0.00294346j -0.00837663-0.00103585j -0.00415852+0.000698162j -0.00160197-0.000324589j -0.000615778+0.000290144j 0.00280736+0.00192995j 0.00400499+0.00244132j 0.00297749-0.003765j -0.00263159+0.00417181j 0.00258705+0.00294598j 0.0013644+0.00223366j 0.00318921+0.00377031j 0.000740477-0.00298665j -0.00198161+0.00190579j -0.000900874-0.000819661j 0.00364462+0.0041236j 0.000279657+0.000685308j -0.00192256+0.00220142j 0.000309527+0.00303196j 0.00135667+0.00145395j 0.00114538-0.00284189j 0.00400922-0.000880996j -0.00272428-0.000902433j -0.00371038-0.00190496j -0.0010494-0.00100819j -0.000718875-0.000175473j -0.00120051+0.00330468j 0.00146878+0.000477684j 0.00144261+0.00147622j -0.00316363-0.00338986j -0.00136454+0.000858587j -0.00286589-0.00180514j -0.00183607+0.000197324j -0.00219418-0.000520541j 0.00141471-0.000555923j 0.00197102+0.000199176j 0.000211342-0.000438082j 0.00101294+0.00294952j -3.73181e-05+0.00059222j 0.00132469+0.000236798j -0.00325455-0.000871044j -0.00048012-0.000832533j -0.00119686+0.000335369j 0.000228155+0.000470004j -0.000577925-0.000400053j 
0.00210367+0.00142677j -0.00210782-0.00121339j 0.00108341+0.000581159j -0.00156048+0.00176214j 0.00124725-0.000325252j 0.00207092+0.000461896j 0.00325041-0.00131309j 0.00217058-0.00070045j 0.00183707+0.000468938j -0.00220029+0.0034956j -0.000940426-0.000312424j -0.00332577-0.00130911j -0.00123152+0.00227296j -0.00316532+0.000971733j 0.00123795-0.00130527j -0.000585606+0.000689292j -0.000610357+0.00403869j -0.000901946+0.000995867j 0.00230949+0.00371962j -0.00128178+0.0035547j -0.000111617-0.00205784j -0.000376317-0.00165816j 0.00357614+0.00284298j -0.00113267-0.00134776j -0.00141132-0.000896384j -0.0039497-0.00191418j 0.001468-0.00418844j -0.00444575+0.00422865j 0.000910138-0.00071735j 0.00178896-0.00110428j -0.000816239+0.00160154j -8.39125e-05-0.00197671j 0.000703116-0.00495666j -0.00126562-0.000130469j 0.000482069-0.00383169j -0.00144162-0.000351586j 0.000468028+0.00264942j -0.00156723-0.0043953j -0.000953803+0.00658904j -0.00284471-0.00464999j 0.00118191-0.00062758j 0.00165211-0.000465916j -0.00163435-0.000389036j -0.00135919-0.00152807j -0.00133026-0.00245388j -0.000859238+0.00558349j 0.00102023+0.00374599j 0.000296051-0.000912346j 0.00177907+0.000713786j -0.000686659-0.000775253j 0.00236928-0.00174857j -0.00125676+0.000196302j 0.00305245+0.00142592j -0.0030282+0.00346949j -0.00332303+0.000965219j 0.00053012-0.0012451j 0.00268605-0.00253705j -0.00193743+0.000349017j 0.000595123-0.00105516j 0.0021505+0.00110729j 0.00134384-0.00129427j -0.000310547-0.00150712j 0.00480711-0.00113125j 0.000392742+0.00103989j -0.000822182+0.00169643j -0.00209449-0.000371087j 0.00164497+0.0013192j 0.00121146-0.000723024j 0.00211208-0.00112857j 0.000306699+2.97021e-05j 0.00141897-0.00206313j -0.000159519+0.00204615j 
0.000577714-0.000358842j 0.00128551+0.0019851j 9.32737e-05-0.00101092j -0.00012083+0.000938183j -0.00132616+0.000888116j 0.000401047-0.0022091j -0.000959628-0.00317117j 0.000218549-0.000441548j -0.00122891-0.000971898j 0.00193231-5.42947e-05j 0.000334497-0.00331752j -0.000226714-0.00239196j 0.00719018-0.00130912j 0.000694884-0.00203319j 0.000268989+0.00141098j 0.00145682-0.00315699j 0.00333859+0.000684031j 0.000738188-0.00216152j 0.0065141-0.00414142j 0.00114033+0.00282944j 0.0025487+0.0034603j 0.0025952-0.000590191j -0.000382627-0.000501485j 0.000131406-0.00199272j 0.00183985+0.00211984j -0.00071963-0.0021655j -0.0045001+0.00250554j 0.00426633+0.000538061j -0.00578857+0.00612041j -0.00594097+0.00250768j 0.00137607+0.00441855j -8.466e-05+0.00498968j 6.46474e-05-0.00256891j 0.00152224-0.00450808j 0.000743378-0.000256795j 0.00286904-9.71606e-05j 0.00193813-0.00360162j -0.00306228+0.00029157j 0.00607577-0.000194457j -0.00157707+0.00112748j -0.0031996+0.00120599j -0.00416071+0.00105306j 0.00337539-0.000282405j 0.00123653-0.00170575j 0.000264721+0.00229306j 0.00391564+0.00197215j 0.00263874-0.00142199j -0.000168843+0.00084785j 0.00193931+0.000830066j -0.0043091+0.000834368j -0.00477672+0.00156995j -0.00280677+0.000988413j 0.00135714-0.00094987j 0.00158765+0.000805756j 0.00337434+0.000372363j -0.00184487-0.00108108j -0.0064907+0.00169711j 0.00123687+0.0012325j -0.00101003+0.00199723j -0.000226811-0.00105397j -0.0018592-0.00146117j 0.002034+0.000302934j -0.00100729-0.0017927j -0.000945884-0.000520667j 0.00452873-0.000118181j 0.00203471+0.00141644j 7.22748e-05+0.000946727j -0.000329034+0.000949176j -0.00165205-3.49324e-05j 0.00239344+0.000575917j -0.00137976-0.00186398j 8.09969e-05+0.000206025j 
0.00140184-0.00102241j 0.00311714+0.00325345j 0.00332106-0.0011776j -0.000131213-3.78354e-05j -0.00227603-0.000604305j 0.000448329-0.00162962j 0.000335232-0.00216222j 0.000796368-0.001486j -0.00299601+0.00196873j -0.00460515+0.00215247j 0.00285943+0.000579801j -0.00148744+0.000980383j 0.00249458+0.00205984j -0.00522421+0.000305604j 0.000311198-0.000794358j 0.00130061+0.00205189j -0.000459136-0.00149222j -0.00204416-0.000304419j 0.00366528-0.000799455j 0.00324194+0.00299235j 0.000257648-0.000921565j 0.00581155-0.000444001j -0.00127608-0.00310104j -0.00243292-0.00125136j -0.000994546-0.00384915j -0.00197977-0.00146576j 0.00398156+0.00269909j -0.00715873-0.000333197j 0.00012218-0.000855257j -0.00184578-0.00245184j -0.000196387+0.00096933j -0.00278188-0.00155079j 0.000311948+0.00214358j 0.00198844+0.00259682j -0.00151526-0.000353864j -0.00172929-0.000436648j -0.00356759-0.00142365j -0.000881582+2.54009e-05j 0.000900505+0.00284248j -0.00111797+0.00335011j -0.000213205-0.000386435j -0.00149529+0.000971183j -0.000884773+0.00412845j -0.00156162+0.000345131j -0.00152796-0.00129934j 0.000780799-0.00157048j 0.00134404+0.000723232j 0.000399331+0.000985382j 0.00300871+0.000556596j -0.00127369+0.000575831j 0.000427028+0.000376678j 0.000768712+0.000412475j 0.000531619-0.00272737j 0.00250055+4.7669e-06j -0.00595242+0.00101358j 0.000766832+0.000802521j 0.00333046-0.000817912j 0.00248895+0.00153819j 0.00191735-0.000418426j 0.0014984-0.00216827j -4.37746e-05-0.00158593j 0.000754972+0.000426619j 0.000536267+0.000743134j -0.00112976-0.0015825j 0.000739769-4.41675e-05j 0.0026082+0.00185199j 0.00268999-5.23949e-06j 0.00198904+0.00046812j -0.00262208-0.00374039j 0.000253713-0.000100542j -0.00178041-0.00188542j 0.000295145-0.00276124j 
0.000655287+0.00121335j 0.000878153-0.00110249j 0.00253759+0.000295653j -0.00110429-0.00143866j -0.00224896-0.00166248j -0.000317698+0.00132056j 0.000616433+0.000761531j 0.00255617+7.58521e-05j 0.000233998-0.00123539j 0.00356131-4.63531e-05j 0.000798038+0.000262614j -0.00169374+0.00135926j 0.00341644-0.000275716j 0.000212992+0.00433737j -0.00129116-0.000169945j -0.00481865+0.00461183j -0.000149043+0.00146042j 0.000870889-0.00205527j 0.00177579+0.00072287j 0.00220148-0.000105111j 0.00256289-0.00024176j 0.00251083+0.000593085j 0.00155316-0.0012855j 0.00432385-0.00124777j 0.00190983-0.00178049j 0.00144144+0.000159603j -0.00145895+0.00113725j 0.00529521+0.00155995j -0.0008726-0.00197536j -0.000492077+0.000142438j -0.00198316+0.000672509j -0.00144998-0.000441144j 0.00151124+0.000836418j -0.00147427+0.000889272j 0.000834248-0.000986409j 0.00403096-0.00139176j 0.00132407-0.000826507j 0.00336711-0.00253453j 0.00260681+0.000575312j -0.00222202-0.000877408j 0.00126343-0.0016871j -0.00218154+0.000504127j 0.00162917-0.000630671j 0.00231233+0.00133331j 0.00141264-0.000286396j -3.72681e-05-0.000343205j 0.0023784+0.00243345j -0.0021699+0.000569995j -0.00085904-0.000911926j -0.0028283+0.000172241j -0.000682803-0.000236476j -0.00239132-0.00164932j 0.00189708+0.00146105j 0.00151248+0.00059452j -0.000105017+0.00129616j 0.0015529-0.0001319j -0.00159353-0.00305685j -0.000962546+0.00189747j 0.000655729-0.0011751j 0.0016462+0.00033533j 0.000751481+5.89086e-05j -0.00163738+0.00113504j 0.00293605-0.000598945j -0.00188556+0.000475609j 0.00155242+0.00132102j 0.000603091-0.00012394j 0.000222823+0.000324651j 0.00143389+0.00148734j -0.000789422+0.000217335j 0.00126215+0.00180308j 0.000758313+0.00107615j 0.000329966+0.000769231j 
0.00175487-0.00180794j -0.00464955-0.00118231j 0.00130057-0.000663879j -0.000229993-0.002041j 0.000828794-0.0011215j 0.000974024+0.000740553j 0.00234377-0.000944189j -0.00046858+0.00152566j 0.00194866-0.000405382j -0.00116498-0.000459149j 0.000842485-0.00048153j -0.000576145+0.00176998j -0.00288635+0.000516163j 0.00154142+0.00158162j -0.00110431+0.000436445j -0.002856+0.00161684j -0.000105453-0.000284137j 0.00333967-0.000215873j 0.000570047+0.00147858j 0.000107666+0.00144146j -0.0045674-0.000964433j 0.000407084+0.000784392j 0.00327411+0.00156708j 0.00247807+0.00190215j -0.000981508-0.00106096j 0.00170561+0.00120361j -0.00334085-0.000241777j -0.00253678+0.00374478j -0.0012038+0.000778979j 0.00311249+0.000631513j -0.00153339+3.57121e-05j -0.00133004-0.00119109j 9.23869e-05+0.000592552j 0.00236914-0.00139549j -0.00190498-0.000934225j -0.00133922+0.0012025j 0.00128777-0.000259443j 0.00326108-0.00339773j -0.000493952+0.00127672j -0.003649-0.00118961j 0.00276-0.00273684j 0.00175969-0.0010749j -0.000799758+0.000690704j -0.0010078+0.00230354j 5.87792e-05-0.000793574j -0.000550382-0.000614594j 0.000940991+0.000443426j -0.00264685-0.000739856j -9.41769e-05-0.00281979j -0.000373499-0.000318785j 0.000102327+0.000243681j -0.000480194+0.00178822j -0.0015995+0.00228624j 0.00238267+0.000710628j -0.00114971+0.00144731j 0.00158612-0.000874227j 0.000608763-0.00236861j -0.0016185-0.000456463j -0.000199302-0.00070213j 0.00138893+0.00151082j 0.000960799+0.000345981j -0.00257458-0.00032376j 0.000875425-0.000771538j 0.000718404-6.1951e-05j 1.30133e-06+0.00085885j -0.00190221+0.000534834j 0.000437164-0.00162337j -0.00034711+0.000252659j 0.000836782+0.000444561j -0.000826362+0.000787587j 0.000542915+0.00102531j 0.00151469+0.000890325j 
-0.000821946+0.00124983j -3.88967e-05+0.00323412j -0.000878124+0.00436308j 7.17594e-05+0.00381708j -0.00093263-0.00409004j 0.00231985-0.00127481j 0.00117095+0.00220142j 8.37228e-05+0.00497781j 0.000317924+0.000239721j -0.00204899+0.00372106j -0.00038879+0.00202796j 0.00277585-0.00155844j -0.000147332+0.00265887j 0.00122693+0.00572897j -0.00146349-0.00564165j 0.000581654+0.000567073j -0.000433998-0.000319301j 0.00162537-0.00210181j 0.00395217-0.00326224j 0.00186372-0.00160483j -0.00263923+0.000613551j 0.00567254-0.00375001j 0.00259564-0.00379712j 0.00171558+0.000958909j 5.09513e-05-0.00404194j 0.001841+0.00045959j 1.33016e-05-0.00022833j -0.00187028+0.000757268j -0.000255568-0.00321876j -0.00120615-0.00196411j -0.00077869-0.00126819j -0.00195497-0.0044699j 0.000377095+0.00164553j -0.00192755+0.00396055j 0.000491041-0.00318076j 9.80381e-05+0.000227835j 5.07512e-05+0.000901935j -0.000523709-0.00047512j 0.00132084-0.00013191j -0.000337834+0.000845018j -0.00224987+0.00109409j -0.00188103+0.0033034j 0.00275611-0.00186785j 0.00068474+0.000601688j 0.000216323+0.000115665j -0.000957324+0.000235386j 0.00228556+0.000349947j -0.000270274-0.00119917j -0.00277235+0.00144358j -0.000472607-0.00046827j 3.77828e-06-0.00172294j 0.00141898-0.00315451j 0.00289842+0.000127933j -0.0013762+0.00277924j -0.000773581+0.000272789j -0.000694021+0.000764385j -0.00153655-0.00164717j 0.00057688+0.0012703j -0.000274062+0.000520609j 0.00194693+0.00116301j 0.00021262+0.000750641j 0.00133839-0.000430652j 0.00011168-0.00143573j -0.000724439+3.99704e-05j 0.00129743+0.00302379j 0.000580634+0.00137544j -0.0014602+0.000603382j -0.00010907+0.00100243j 0.000119411-0.0017099j 0.000875455+0.000909108j 0.00131542-0.00099954j -0.000607434-0.000692186j 
-0.00164476-0.000257869j 0.00284022+0.000479477j -0.000515887-0.000536183j 0.00072398-0.000466666j -0.000509473+0.000958429j -0.000164127-3.95793e-05j -0.00332118-0.000646463j 0.00049912-0.00146926j -0.00124428+0.0025582j 0.00157157-0.00199675j 0.00218911+0.00209645j -0.000609532-0.00224385j -8.75701e-05-0.00170394j 0.000205232-0.00244079j -0.000982097+0.00257668j 0.00104749+0.00103564j 0.000562709-0.000614284j 0.000563603+0.000377081j -0.00295118-0.000629524j 0.00563694+0.00482611j -0.000902678-0.00341485j -0.00438181-0.00287161j 8.76609e-05+0.000479442j 0.000332689+0.00289675j -1.89654e-05-0.00092045j 0.000362891+0.00273434j 0.00146219+0.000373366j 0.00103701+0.00198084j -7.04961e-05+0.00410537j -0.000818106+0.00222791j 0.000576445+0.00141617j 0.000704142+0.000872654j -0.00125434+3.85283e-05j 0.000915161+0.00408239j -0.00249929-0.00502445j 0.000691355+0.00326067j -0.00036171+0.00178454j 4.95718e-05+0.00172165j 0.00135678+0.00183979j 0.00208617-0.00056249j 0.00184452+0.0038263j 0.000250822-0.000109294j 0.00174926+0.00184338j 0.000285163+0.000440188j -0.000535269-0.00227418j 0.00117809-0.00092004j -0.000583364+0.00156265j 0.00103343-0.00216294j -0.000895727-0.00276229j 0.000154264+0.00429811j 0.000163652+0.00161142j 0.000782545+0.00195731j -0.000708063-0.00354545j 0.000659177+3.12587e-05j 0.000503555+0.000406706j -0.000905345+0.000876585j -0.000636597+0.00120593j 0.00154134-0.000328147j 0.000166121-0.000962572j 0.000549736-0.0019583j -0.00152591+0.00302182j 0.000744353-0.000927139j -0.000938842-0.0015153j -0.00176036+0.00206007j 0.000256433-0.00214229j 0.00113782+0.000248407j -0.000651443-0.00148777j -0.00029521-4.68151e-05j -0.000210119-0.0010901j -0.000398238-0.00134107j 0.000125362+1.9655e-05j -0.00145509-0.00171453j 
-0.00267921-0.00155627j 0.00188118+0.000871804j -0.00177946-0.00143391j -0.000830584-0.00180656j 0.00192202+0.00135489j 0.000129889-0.000744629j -0.00213113+0.00123763j -0.00215332-0.00106687j -0.00104834+0.00298953j -0.00231161+0.000199777j 0.00456562+0.000100273j 0.00193135-0.00249458j -0.00144562+0.00250367j -0.00368415-0.00522842j -0.000276521+0.00147703j -0.000652174+5.18966e-05j -0.00350233-0.000295633j 0.00279006-0.000349834j -0.000581292+0.00165218j 0.00197937+0.000465984j -0.00326606+0.00189977j 0.000446802+0.00322661j -0.000434218+0.00296671j 0.00302171+0.00369546j -2.55061e-05+0.00236244j 0.00379547+3.80938e-05j 0.00150964-0.000823069j -0.00427711-0.000480257j -9.88342e-05+0.000275729j -0.000417427-0.00115092j -0.00147597-0.000348066j -0.00139895+0.00130497j 0.00231267+0.00310889j 0.00207897+5.17784e-05j -0.000650427-6.80279e-05j 0.00375657+0.00396403j -0.0013588+0.00241995j 0.0036905+0.0018916j -0.00153614-0.000418935j 0.00372193-0.000546481j 0.00193807+0.00231171j -0.00128539-0.00271442j 0.00439521+0.00196827j -0.00125112+0.00164117j -0.000765625+0.000643499j -0.00243991+2.44714e-05j -0.00375721+0.00105518j 0.000196062-0.00077706j -0.00203535-0.000911399j 0.00106099-0.00190959j 0.00080722+0.00139654j 0.00179939-0.00091208j -0.00248062-0.000790306j -0.00146442-0.00240948j 0.000590695-0.00130947j 4.11406e-05+0.00102745j 0.00121143-1.46803e-05j 5.48272e-05+0.000677725j 0.00136114-0.00138581j 0.000231296-0.000771952j 0.000300231+0.00016988j -0.00104512+0.000176452j -0.00103865+0.00253406j -0.00162916-0.00139877j -0.000334576-0.000232284j 0.00131448+0.00108083j -0.00263488-0.00146678j -0.000663681+0.000464473j -0.000948068-0.000782742j -0.00157619+0.000224639j 0.000911698+0.000823291j -0.00267461-0.00349158j 
-0.00117303+0.0024213j 0.00168209-0.00332832j -0.00137547+0.000260791j -0.00113906-0.000498303j -0.000746645+0.000130837j -0.00151569+0.00308272j -0.000453784+0.00289904j -0.00199794-0.00129392j -0.00151543+0.0014079j 0.000767539-0.00500535j 0.00104756+0.00193138j 0.00509337+0.00055028j -0.000821367-0.00188918j 0.0038369+0.00171465j 0.000376264+0.00220611j 0.00134129+0.00514475j -0.00116038+0.00267255j 0.000628073-0.00049557j -0.00203651+0.00273974j -0.00223584-0.00182001j 0.00219416-0.00397944j 0.00123577+0.00101777j -0.00368601+0.000760897j 0.000900965-0.00168392j 0.00174641-0.00225936j 0.00214891+0.000167664j 0.00221016-0.00129815j 0.000464128-0.00285444j -0.00288224-0.00283889j -0.00156147+6.9433e-05j -3.80298e-05-0.00120184j -3.31169e-05-0.000939761j 0.00194031+0.000552381j 0.000190185+0.00289728j 0.00318439+0.000584605j 1.75567e-06-0.0029905j -0.000291762-6.16655e-05j 0.00507587-0.000845342j -0.00203182-0.00040513j 0.00485932-0.00219873j 0.000406588-0.00115865j -0.000558129+0.000527118j 0.0011574-0.00152476j 0.00174163-0.000451883j 0.000280706-0.00118323j -0.00487383-0.00223331j -0.00117959+0.00229022j -0.000271768+0.00135039j -0.00122155+0.00113824j -0.00013106+0.0019396j -0.000855768-0.000127267j -0.000768142-0.00118943j -0.0010333-0.00102487j -0.00252506-0.00163015j 0.00203244-5.50069e-05j -0.000463308-0.00012847j -0.000982735-0.00136536j -0.000328616+0.000190739j 0.000310713-0.00233551j -0.000969999-0.00021372j 0.000428797+0.000842209j 0.000396218+0.00103956j -0.000614297-0.00121343j -0.00236826+0.00293861j -0.000944105+0.000545351j -0.000277742-0.00148268j -0.00274144-0.000321457j -1.66586e-06-0.000803851j 0.000652055+0.000517608j -0.000373311-0.000328909j 0.00198257+0.000732791j -0.00263284-0.000462319j 
