-5.63265e-05+0.00471706j -0.00409852-0.000541829j 0.00299513-0.000299111j -0.00191005-0.00381999j -0.00275132+0.000142268j 0.00257841+0.000605799j 0.000285572+0.0031201j -0.00277261+0.000501964j 0.00108876+0.000115775j -0.0011865-0.00019041j 0.00161552-0.0022493j -0.00171734-0.00186056j 0.0014171-0.0012764j 0.00042253-0.00111754j 0.000752172-0.00139292j -0.00134647-0.000939933j 0.000945621-0.000273955j -0.00127625-0.000495024j 0.00157875+0.000286024j -0.000334953-0.00401543j 0.00162157+0.000317735j 0.000649948+0.000177135j 0.00193532-0.000623118j -0.00186863-0.000546157j 0.000592737+0.000578035j 0.000328413+0.000578308j 0.000919053-0.00118591j -9.03644e-05-0.00194107j -0.00100543+0.000429353j -0.00182627+0.00156683j 0.000523377-8.49386e-05j 0.00194259+0.000321237j 0.00120242-0.000308746j -0.000573295+0.000624929j -0.000774569-0.000933743j -0.000960735-0.000782615j -0.00123183-0.0010422j 0.000203939-0.000524523j 0.000535567-0.000379184j 0.000103454+0.000487518j -0.000142959+0.000104204j 0.000639478-0.000346996j -0.000712768-0.000976088j 0.000419489-9.73959e-05j -0.000605271-0.00121569j 0.00103108-0.00235222j 0.000304667-0.000658834j 0.0012131+0.00163021j 0.000785278-0.000602367j 0.00105438+0.00198741j 0.00227503+0.000249448j 0.00109709-0.000718874j 0.000833126+0.00128402j 0.00330607+0.000192189j 3.34704e-05+0.00142062j 0.00177004+7.44841e-05j -0.00108337+0.000368358j 0.000471537+0.00397882j -0.00173171-0.000474629j -0.000126813-0.000425072j 0.000166782+0.000546521j -0.00105823-0.000251477j -0.00148981-0.00349764j 0.00307537+0.000592754j 0.000434309-0.000243765j -0.00108987+0.00106996j -0.000258588-0.000250191j -0.00245764-0.00284914j -0.000909599+0.00104477j -0.00142954+0.000294443j 0.000703177+0.00120501j -0.00101425+0.00170757j 0.000614087+0.00149541j 0.000359116-0.00128084j 0.00349627+0.000988567j -0.00554054-0.00787748j -0.00665331+0.00587114j 
0.000944012+0.000537247j 0.000424935-0.000162837j 0.000154175-0.00126149j 0.00085939+0.000842766j -0.000457876+0.000345888j -0.000202616+0.000154329j -0.000193921-5.87564e-05j -0.000482849+0.00032038j 0.00267794-0.000357806j -0.000268119+0.00346292j -0.00100415+0.000733496j 0.00062218-0.00144278j 0.00116513+0.000139834j -0.0024658-2.29929e-05j -0.00222719+0.000492383j 0.00189576+0.00352429j -0.00196712+0.000694604j 0.00153532-0.000778091j 0.00175658+0.0023321j 0.00244906-0.00147457j -0.00027441-0.000676517j 0.000365248-0.00279115j 0.00122959+0.0018791j 0.000690243+0.00214742j -0.00270142-0.00226769j -0.00237611-8.43218e-05j -0.00144039+0.000875165j 0.000279476-0.00426705j 0.000296451-0.00176094j -0.00262194-0.00120223j -0.001327+0.00256409j 0.00348561+0.000210579j 0.00091083-0.00242907j -0.000729437-0.00316665j -0.000318432+4.86649e-05j 0.00204391+0.00215034j -0.00372871+0.0036204j -0.000358987-0.000888528j -0.00185355-0.0041336j 6.31812e-05+0.00316976j -0.00241654+0.00516441j -0.0015865-0.00454061j 0.00105109-0.00231663j 0.00144983+0.0019429j 0.00234561-0.00315806j 0.000619723+0.0012308j 0.00324954-0.00111654j -0.000666023+0.0024326j 0.000496033-0.00347564j -0.0015111-0.000140953j 0.00116832-0.000966502j 0.0010864-0.00165243j 0.00170273+0.00792956j -0.00212088+0.00186961j 0.000506644-0.00169202j -0.000509089-0.000185605j -0.000268618+0.00122962j -0.00242048-0.00118398j -0.000821578-0.00187454j -0.000605632-0.000377382j 0.00144555+0.000290672j -0.000957445+0.000542624j -0.000127052+0.000723571j -0.000158137+0.00075745j -0.000899548-0.00241498j 0.000438922+0.000591241j -0.00113405+0.00214292j -0.000984026-0.000142802j 0.0013-0.00203609j 0.000410909-0.000765326j -0.00107317-0.000451419j -0.0007244-6.57928e-05j 0.000438653-0.000225318j 0.000711269+0.00126837j 0.000992566-0.00117761j 0.000537385-0.000303255j -0.000414288+0.000580697j 
-0.000229595-0.000331951j -0.000581783+0.000291787j 0.000362634+0.000843659j -0.00077057-8.99538e-05j 0.000650653+4.21081e-05j -0.0002963+0.00114029j 0.00209809+0.000606139j 0.000982+0.000867737j -0.00179192+0.000995375j 0.000942339-0.000209298j -0.000562358-0.000697867j -0.00064759-0.00166213j -0.00254909-0.000180589j 0.00122344-0.00145033j 0.00221266-0.00245879j -0.00110555+0.00176306j -0.00186149-0.00190634j 0.00213179+0.000586953j -0.00178336+0.00201516j -0.00521047+0.00105383j -0.00100301+0.000784309j -0.00249202+5.7204e-05j 0.000763606-0.000450212j -0.00296406+0.00257756j -0.00347379-0.00153474j -0.00311427-0.00260479j 0.00110108-0.00121298j -0.00200336-0.00068304j 0.00463132+0.00112473j -0.00143035-0.000426353j -0.000187537-0.0018366j -0.00240985+0.000380667j -0.00286491+0.000151585j 0.00135395-0.00216685j 0.00100842+0.000210361j 0.000813203+0.00182061j 0.00229333+0.00120071j -0.000279243+0.00217034j -0.00262446-0.000225387j -0.00187841+0.00111836j 0.00217372-0.00232094j -0.0035493-0.00146844j -0.00231098+0.000663824j 0.0021624-0.000169959j -0.00279676-0.000167459j 0.00359816+0.00364818j 0.000288949-0.000357106j 0.000237258+0.00562362j -0.000320054-0.00169377j 0.000123252-0.00151918j 0.00328141-0.000365099j -0.00184258-0.000387397j -0.000189445+0.00534083j 0.000728502-0.00338152j -0.000723195+0.00182073j -2.5653e-05+0.000243827j -0.00162366+0.00455899j 0.00120378-0.000990785j -0.00190044+0.000551053j 0.00095229-0.00177362j -0.000681493-0.00184093j -0.00147278-0.00180965j 0.00265442-3.49732e-05j 0.00175441-0.00135133j -0.000342711+0.00167475j 0.000970335+0.000251944j -0.000708603+0.00180933j 0.00194289-0.000861341j -0.000197058+0.000225951j -0.000585903+0.00200194j 9.4482e-06+0.00133352j 0.00120274-9.69506e-05j -0.000268753+0.00110415j 0.00019931-0.000394184j -0.000582127+5.91646e-05j 0.00026289-0.000280177j 0.000258158-0.00023449j 
-0.000344988+7.10661e-05j -0.000394699+0.000897791j 0.000658019-0.000296863j -0.00042932+0.000730736j 0.000281943+0.000609863j 0.000390492-0.000313887j -0.00052429-0.00123868j 0.000547672+0.000256464j -0.00129915+0.000213844j -0.00108517-0.000395612j -0.00149225-0.000285098j -0.000547989+0.00163683j 0.00119975+0.00144233j -0.0011039-0.000771753j -0.00052697+0.0013353j -0.00224107-0.000323297j 0.00208244-0.000798255j 0.000128078+0.000612544j -0.00078198-0.0013547j -0.000576144+0.00142202j -0.000990599-0.00217975j 0.000363537-0.00332466j -0.00126406+0.00062152j -0.000386568-0.000481036j 0.00123736+0.00119017j 7.59018e-05-0.000774176j 0.000923367-0.00208957j 0.00377241+0.003052j 0.00180408-1.00511e-05j 0.00368609+0.00217852j 0.000756752-0.00483825j 0.00218868+0.0024951j 0.00365851+0.00263678j 3.94482e-05-0.00204819j -0.00267542+0.0019514j 0.00411918-0.00107308j -0.00263058-0.000876036j -0.00284423+0.002983j -0.00116392-0.00236725j -1.19941e-05-0.00294755j -0.000669271-0.00192753j 0.00115804-0.000776795j 0.00210824+0.004044j -0.00424325+0.00188895j 0.00267965-0.000611864j -0.00282433+0.00128359j 0.000603308-0.00722791j 0.00247785-0.000207649j -0.000213896+0.00184484j -0.00267402-0.00028202j -0.00045122+0.00174867j -0.000900737+0.00132023j 1.27744e-05-0.000675516j 0.00315211-0.000239245j -0.00390139+0.00383344j -0.00217041-0.00120537j -0.00241384+0.00271204j -0.000259931+0.000742382j 0.000485731+0.00156249j -0.000780314+0.00126085j -0.00193493-2.44318e-05j -0.00125328-0.00163104j -0.00118743-0.000773665j 9.9887e-05+0.000379788j 0.000818929-0.00169503j -0.000838132+0.000260517j -0.000991281+0.000255953j -0.000981348+0.000161618j -0.000299043+4.67646e-05j -0.000866688+0.000679124j 0.000696278-0.000935944j -0.000139237-0.00103277j -0.000386027+0.000712735j 0.000263+0.000531331j 1.87226e-06+0.000480385j -0.000412235+0.000332798j 4.66267e-05-0.000766202j 
-0.000508007-0.00101576j 0.000274691+0.000637277j 0.00127564+0.000773112j 0.000826026+0.000480244j -0.000135136+0.000620682j 0.000975449+0.00109405j 8.49308e-05+0.000722424j 0.0017248+0.00023424j 0.000478218+0.000984595j -0.000939851+0.000979259j 0.00043078+0.000795744j -0.00116129-0.000660981j 0.00147087-0.00169956j -0.0015752+0.00294007j 0.00247872+0.00259814j -0.00076429+0.000714992j 2.01817e-05-0.00195038j 0.00059258-0.00247692j -0.00161349+0.00143846j 0.000590539+0.00192147j -0.00069668+0.000921279j -0.0016742-0.00328434j -0.00088684-0.00332627j -0.0034931+0.00378262j -0.00229123+0.00118391j -0.000787198-0.000968056j 0.000699778-0.00417756j 0.00157165+0.000375744j 0.00165506-0.00279125j 0.00217738+0.000316705j 0.00299159+0.00530732j 0.00208665-0.000822089j 0.00350936-0.003559j 0.0031369+0.00104272j -0.000707061+0.00217681j 0.00225998-0.0044201j -0.0026732-0.00156124j -0.00184559-0.00226221j -0.00487695-0.000465314j -0.00650597-0.00139007j 0.00236496+0.00479176j -0.00272537-0.00137729j -0.0032771-0.000355359j -0.00138502+0.00282135j 0.000982087-0.00040289j -0.000971204-0.00468816j -0.00261268+0.000633506j -0.00123642-0.00140284j -0.00163129+0.00182548j 0.00182551+0.00429996j 0.00516842+0.000948339j -0.00236937-0.00655679j -0.00189676-0.00404595j 0.00538953+0.00129402j -0.00316745-0.000744802j -2.85368e-05-0.00196846j -0.000473119-0.00680567j -0.00379419-0.00236411j 0.00157208-0.00237767j -0.00187065+0.000782037j 0.000503411+0.00126281j 0.000865374+0.000337646j 0.000661843+0.00311048j 0.00140537+0.00204725j -0.00270199+0.000628075j -0.000663659-0.00264794j -6.91156e-05+0.00174246j 0.00123031-2.48445e-05j 0.00216674+0.00254181j -0.00112547-0.00201495j -0.000944128-0.000501679j -0.000921647-0.00200124j -0.000123183+0.000407367j 0.000471401+0.000689448j -0.000225125+0.000802091j 0.00027144+0.00117514j 0.000481137-0.00104401j 
0.00020729+0.000583054j -0.000248062-0.000656625j -0.000123132+3.16208e-05j -0.000753762+0.000930265j 0.00103226+0.000449802j 0.000158116-0.00188298j 0.000423686+0.000814551j 0.00160834-0.000465187j -0.00102561+0.00140111j -0.0009525+0.000260894j -0.000962755-0.00125848j -0.000430111+0.00151102j 0.00243166+0.000717316j -0.00108253+0.00091355j 0.00025996+0.00197111j -0.000388603+0.000961518j 0.00129437-0.00241781j -0.000197295+0.00024003j -0.00175431-0.000922806j 0.000344893+0.00299472j -0.000892622-0.00157592j -0.00089615+0.000256343j -0.00398018+0.0004404j 0.00151656-0.00354487j -0.00141989-0.00429706j 0.000326238+0.000152439j 0.000234632-0.00162101j 0.00394294-0.00373011j -0.000868233+0.0019072j 0.00529514-0.00526379j -0.00307356-0.00368249j 0.00244482-0.000140035j 0.00150331-0.00196212j -0.00646961+0.000210064j -0.000927228+0.0038936j -0.0011881-0.00371279j 0.000542475+0.000534066j 0.00250775+0.00213297j -0.000853654+0.00108781j -0.00530184-0.00189315j -0.000381408-0.00266061j 0.00199707-0.00100049j 0.00418714-0.00130653j 0.00109667+0.00696492j -3.07621e-05+0.000363898j 0.00132813+0.00321281j -0.00421419-0.00192845j 0.00195698-0.00450641j 0.00228341+0.00084498j -0.00147996+0.00284554j 0.00096933+0.000258041j -0.00145635+0.00373925j -9.03338e-05-0.00229661j 0.000417689-0.00589796j 0.000856282+0.00327647j -0.000831528-3.10968e-05j -1.31861e-05+0.00382057j 0.00187347-0.00113742j 0.000848446-2.40891e-05j -0.00140908-0.000703312j -0.00158791+0.000179559j 0.000368377-0.000977418j -0.00120206+0.00141514j 0.000760658+0.00121172j -0.00186626-0.00159489j -0.00202274+0.00207738j 0.00102292-0.000292868j -0.000635082+0.000729478j 0.00137911+0.00157976j 0.00108945+0.000624917j -6.69592e-05+0.000276133j -0.000863656+0.00109107j 0.000796985+0.00105588j 5.93294e-05-0.000114728j 0.00103252+0.000381032j 0.000109673-0.000322749j -0.000313727+0.000158749j 
0.00034297+0.000828858j 0.000404476+0.000430846j 0.000956569-0.000601303j 0.00133095+0.00168667j -0.00142438+0.000357538j -0.000672877-0.000564322j -3.2546e-06-0.000353905j -0.000796011+0.000233567j 0.00303238+0.000963599j -5.77479e-06+0.00070193j 0.00148312+0.000202453j 0.000205301+0.000913339j 0.00085623+0.00198625j -0.000469962-0.00128566j -0.00068832+0.00128964j 0.00331126+0.00215556j -0.00107729-0.000957952j -0.00122138+0.00135487j 0.00302894+0.000275589j 0.00134228+0.00116202j 0.00142074-0.00176332j -0.00176215-0.0025066j 0.00232274+0.0009383j -0.00479487-0.00104168j -0.00630157-0.00145251j -0.00051037-0.000170758j -0.000438463-0.00205223j -0.00469178+0.00143242j 0.000720312-1.29626e-05j -0.00389937+9.01406e-05j -0.000296188-0.000454788j -0.000445577+0.00312008j 0.000425331+0.00344001j 0.000126694-0.00279825j 0.00316015+0.000239996j -0.00262188-0.00115537j -0.000293409-0.000831209j -0.000479295-0.00184827j 5.94988e-05-0.00524962j 0.00206403-0.0012812j -6.44943e-05+0.000560491j -0.00122574-0.00109021j -0.00305169+0.00103801j 0.00197685+0.00282324j 0.00186865+0.0006566j 0.00253625+0.00198219j 0.00227112-0.00415937j -9.82509e-05+0.00181863j -0.000296109-0.000136956j 0.00326884+0.000216826j -0.000102913+0.00126765j 0.000642521-0.00109555j -0.00307769+0.000189354j -0.00557682+0.00177593j 0.00136003+0.000439575j -0.000452283-0.00119948j 0.00281825+8.41718e-05j -0.000360579-0.000222467j 0.000185387-0.00127585j -0.00162458+0.000362068j 0.000514424-4.78405e-05j -0.000286284-0.0023108j 0.00046089-0.00028915j -0.000337702+0.000752994j 0.000813785-0.00287547j -0.000406606-0.000143924j 0.00110584-0.000121597j -0.00106856+0.00035902j 0.00240416+0.000722614j 0.000839742-0.000858966j 5.56049e-05-0.000593227j -0.000118982-0.000814368j 0.00128658+0.00056867j -0.000153194+0.00173445j 0.00121216+0.000330937j -0.000222298+0.000421598j -0.000324116-0.000410075j 
-8.31196e-05+2.07426e-05j 0.000445851+0.000617546j -2.96305e-05+0.000173445j 0.000460911+0.000149774j -0.000315036+0.000312388j -0.00104967-0.000299162j 0.000222585+0.000686145j -0.0010591+0.000214712j -0.00114092-0.000968246j -0.00023681-0.000693611j 0.000288821+0.000750456j 0.000636869-0.000625666j -0.00110926+0.00013189j 0.000297604+0.00103093j -0.000144051+0.00149608j 0.000310517-0.000904364j 3.53657e-05+0.000830493j 0.00315685-0.000422296j -0.000499205-0.00140022j -0.0025931-0.00194522j 0.000750726+0.00132133j 0.000535422+0.000453688j 0.00290495-0.00232199j -0.0011362-0.000709514j 0.00332082-0.000883545j -0.0010976+0.000125862j 0.000950398+0.00141666j 0.000998113+0.00205638j -0.000169957-0.000719935j -0.00296028+0.00358793j -0.00335669-0.00248345j 0.00094695-8.85187e-07j -0.00323837-0.00251191j 0.0008879-0.00391735j 0.000651143+0.00162389j 0.00229598+0.000560106j 0.00105748+0.00423105j -0.000338186+0.00358175j -0.00135522+0.000883213j 0.000268573-0.00661655j 0.000454038-0.000392754j -0.000881869-0.00124773j -0.000416801+0.00228863j -0.00178406+0.00360233j -0.00306267-0.00280906j 0.00176678+0.0013428j 0.00186192-0.00310001j -0.00363105-0.00145073j -0.00280215+0.00132166j -0.00163578+0.00194186j 0.000635565+0.00022965j 0.000253379+0.0020699j 0.00428491+0.00110309j 0.00171106-0.00253687j 0.000893853+0.00182853j 0.00052387+0.00125236j -0.000469603+0.00422563j 0.00150294-0.000985448j -0.00029822+0.00166528j 0.00210503-0.00159625j -0.000300825-0.00150242j 0.000618757+0.000580505j -0.00101412-9.95403e-05j 0.000417396-0.000573044j -0.00176097+0.000891675j -0.000227974+0.000682739j 0.000419465-0.000256819j 6.43274e-05+0.00106681j -0.0012666-0.0013888j 0.000515347+0.000116336j 4.28506e-05+0.000486973j 0.00106397+9.82859e-05j 0.000457654+0.000126249j 1.42963e-05+0.000265602j 0.000217479-0.000266642j -0.000480052+0.000545084j -0.000341973+0.000176049j 
0.00040931-0.000477629j 0.000658648-0.00103568j -0.000118014+0.00116143j 0.000221354+4.95662e-05j 0.000169244-0.00115665j 0.000303938+9.91005e-05j -0.000536322+5.23738e-05j -0.000463501-0.000254105j 7.06118e-05+0.000441811j -0.000196443+0.000291934j -0.00131433+0.000554421j 0.000735634-0.00142197j 0.00138111-0.000539608j -0.000562003-0.00204361j -0.00170449-0.0011592j -8.4921e-05+0.00236116j -0.000340063+0.000564977j -0.00221558-0.00155732j 0.00131578+0.00191203j -0.000285037-0.000531657j 0.000378371-0.00130642j 0.000424334-0.0036857j 0.000510153-0.00205861j -0.00190845-0.000767832j -0.00528257+0.00237897j -0.00216184+0.00041209j 0.00273974+0.00188649j -0.0047714+0.000457928j 0.000695061-0.000249225j -0.00245831-0.00150901j 0.00113931-0.000902324j 0.00160182-0.0021245j 0.00305681-0.00164687j 0.000940908-6.6342e-05j 0.00182331+0.00134127j 0.00121959+0.000584552j 0.000428159-0.00124062j 0.00109705-0.000291269j -0.00188548-0.00231829j -4.01756e-05+0.00388916j 8.24228e-05+0.00347755j -0.000551835+0.000184939j -0.00146246+8.0777e-05j 0.00251857-0.000655811j 0.00308425+0.000688253j -0.000501392-0.000126912j -0.000524223+0.0026618j -0.000712826+0.000321996j 0.000178484-0.00132525j 0.00262031+0.00269536j -0.0012826+0.000466169j -0.00110833+0.000309767j -0.00183093-0.00049649j -0.00260719+0.000656368j -0.000241438+0.00116341j -0.000313764-0.00490135j 0.000319075+0.0028683j -0.000471309-0.000861091j 0.000782877-0.00144274j -0.00282514+0.00014938j -0.000475927+0.000755521j -0.000583487-0.000480112j 2.09429e-05-0.00100626j 0.000539713+0.00116093j 0.00137429+0.000166343j 0.00126693+0.000935953j -0.000274215-0.000631128j -0.000582983-0.00117939j -0.000320364+1.42816e-05j 0.00101299+0.000409049j 0.000285083-0.000545349j 7.0175e-05+0.000226356j -0.000167431-0.000556766j -0.000218424+0.000501562j -0.000123241-0.00062173j -0.000206032-0.00105718j 4.38929e-05+0.00103311j 
0.00111832-0.000679515j -0.00160903-0.000608993j -0.00022801+0.000521013j -0.000141261+0.00107825j -0.000144171-0.000339015j -0.000471194+0.000387551j 0.000888333-0.000437726j 0.000234373-0.00122065j 0.00309829-0.000909089j 0.00176066+0.000597247j -0.00325495-0.000935233j 0.00137923-0.00122441j -0.000309946+0.00159446j -0.00151987-0.000550148j 0.000990195-0.000496165j -0.000933842+0.00116496j -7.24202e-05+0.000847465j -0.000785513-0.0022191j -0.000417191+0.00130486j 0.00172643+0.00141216j -0.0018324+0.00422704j 0.00100711+0.00279544j -0.0032862-0.00119398j -0.00158047+0.000938427j -0.0049231+0.000453329j 0.000959649-0.00112673j -0.00360291+0.00162927j 0.00268024-0.00155047j 0.00360207-0.00195028j 0.00246246-0.00207821j 0.00091689-0.000957956j -0.00100893-0.000671634j 0.00298993-0.0029343j 0.00237331-0.000330909j -0.000186187-0.000966592j -0.000681611+0.00156329j -0.00343868+0.00155913j 0.00118291+9.72753e-05j -0.00157997-0.000233385j 0.00293189+0.00111552j -0.00524604+0.00231029j -0.00105962+0.00270788j 0.00193015-0.0017936j -0.00104506-0.00147461j 0.00501475+0.000241079j -0.00116834+2.99432e-05j -0.00105169+0.00323648j 0.00407072-0.00195866j 0.00362988-0.00112627j -0.00233785+0.00118245j 0.00274494-0.0050896j -0.00076876+5.46201e-05j -0.00452783+0.00144791j -0.00178008-0.00257863j -0.000787206+0.000168783j -0.000479279-0.000457247j -0.00147993+0.00114003j 0.00137644+0.00129259j -0.00186779+0.00035494j 0.00282593-0.000787749j 0.000683974-0.00161348j -0.00262129+0.00148174j 5.54771e-05-0.00191754j -0.00141808+0.000667625j 0.000405893+0.000338708j 0.000457764-0.000740481j -0.00156632+0.00212509j -0.00138687-0.00203598j 0.00137907-0.0017879j -0.000542958-0.000473221j -0.0010894+0.00105508j 0.000355076+0.000716471j -0.000313437+0.00051266j 0.000863495+0.000106857j 0.000255191+0.000379196j 0.000364533-0.00104783j 0.00115794-0.000494886j 
0.000701289+0.000545922j -0.000248268-0.000525636j -0.00053726-0.000571788j -0.000662167-0.00193167j -1.7734e-05+0.00106327j 0.000987827+0.00108079j 8.87392e-05+5.15653e-06j 0.000536707+0.00236666j -0.000219852-0.00184603j -0.000482137-0.000237359j 0.000505806-0.00193546j -0.000306134+0.000224445j -0.000363753+0.00184729j -0.00229241-0.000565186j -0.000786883-0.00141935j -0.00110962+0.000315403j 0.000284241-0.000399403j -0.000658884-0.000433126j 0.000308349-0.00118971j 3.22828e-05-0.000249398j 0.00218156-0.00188735j -0.000384682+0.000675527j -0.001544+0.000364054j 0.000511055-0.000240678j 0.00389617-0.00399306j -0.000620621-0.00162305j 0.000882976+0.00210865j 0.0035524-0.00235767j 0.000154245+0.000840108j 0.00874265-0.00181341j -0.00123866-0.0014645j -0.00409816+0.00177268j -0.00226777+0.00304245j -0.00333372+0.000295306j -0.00206791-0.000952665j -0.000281933+0.00179767j -1.9007e-05+0.000184589j 0.00175035+0.00107117j 0.00170564-0.00149104j -0.00163278+0.000163279j -0.0016744-0.000306201j 0.000419214-0.000405492j 0.00180949-0.00159216j -0.00343936-0.00137763j -0.00151425-0.00124562j 0.00181596+0.00152317j 0.00036605-2.11435e-05j 0.0058405+0.00288885j 0.00146695-0.000565125j -0.00240511-0.00169758j -0.00126148-0.000251108j 0.00245551-0.00117981j 0.00111679+0.00123044j -0.000420399+0.00101745j -0.000321702-0.00255351j 0.00250763+0.000290644j 0.00136427+0.00127589j 0.000603558+0.000554032j 0.00253298+0.00106299j 0.000977253-0.00198621j 0.000160548+0.00057882j 0.000747535-0.000470998j -0.00126845-0.000115142j -0.00428985+0.000104627j 0.000476788-0.000461647j -0.00106737-4.58462e-05j 0.000179154+8.22329e-05j 0.000459632-0.000198108j -0.000176209+0.00118389j -0.00100282+0.00253352j -0.000815889-0.000423027j -0.0010668-2.81562e-05j 0.000268665-0.000189238j 0.000339811-0.00112328j -0.000302463-0.000212506j 0.00101914+7.22443e-05j 0.000445641+0.000377779j 
0.00031225+0.000447206j -9.41853e-05-0.000218472j 9.31082e-05-7.16454e-05j -0.000972925+0.00144184j 0.000301438-0.000705943j -0.000287288-0.000417457j 0.000793037+0.000694358j 0.0020199-0.00202942j 0.00154406+0.00213868j -2.27709e-05+0.000224942j 0.000208379+0.0019885j -0.000453529-0.000643183j -0.00122745-0.00159397j 0.00148369-0.00164123j -0.000417039+0.000145914j 0.00327514+0.00215172j -0.000771949-0.000581772j 4.63306e-05+6.31604e-05j -0.00158226+0.00175098j 0.00520539+0.00099399j -0.000750665+0.00321697j 0.00100002-0.00224063j 0.000953854-0.00126233j 0.00120978+0.000131135j -0.00350059+0.0029933j 0.00181657-0.00269175j -0.00284991-0.00068945j -0.00420323+0.00320474j 0.000663316-0.0028155j -0.00457935+0.000580706j -0.00177279+0.00133521j 0.00211887-0.000231176j 0.000733527-0.00225643j 0.000999899-0.0011166j -0.00257965+0.00344551j -0.00180559+0.000511441j 0.00433448-0.00107375j 0.00176532-2.06378e-05j 0.00254588-0.000374543j 0.00411767-0.00270595j -0.00679733+0.00346621j 0.00157127-0.00112186j -0.00375779+0.00196465j -0.00159519+0.000643489j -0.0019+0.00143732j 0.00194788-0.00171557j -0.00212125+0.00056843j 0.00225069-0.00284801j -0.00361165-0.00157382j -0.00494187+0.00313348j -0.000204936+0.00153862j 0.00384142+0.000461008j 0.00263557-0.000782013j -0.00150392+0.00078731j -0.00150449+0.00107977j 0.00341896+0.00112911j 0.0041596+0.00165425j 0.000541896-0.00425891j 0.00107618-0.000711831j -0.00110108-8.58938e-05j -0.000915154-0.000146744j 0.00113392+0.00245172j 0.00094437-0.000377397j -0.00202925-0.000867894j -0.000913432-1.7464e-05j -0.000979575-0.000389358j 0.00153621+0.00082819j 0.000399437+0.000537017j 0.00170934+0.00102598j 0.00216418-0.00168573j -0.000356989+0.000196678j 0.000235284-7.4746e-06j 0.00110089+0.00029494j -0.00118379+0.000736328j 0.000446997-6.02525e-05j 0.000579245+4.90604e-05j 0.000127991+1.81323e-05j 
2.7731e-05+0.000300247j 0.00111944+0.00106606j 0.000171063-0.000315253j 0.00128358+0.00186429j -0.00155273+0.000954468j -0.00119536-0.000763934j -0.000826178+0.000529535j -0.000966986-0.00189489j 0.00136114-0.00065717j -0.000433876-0.00149424j 0.0036165+0.000150192j -0.000902555+0.00233337j -0.000516581+0.00235808j -0.000777057+0.00159346j 7.11999e-05+0.00282448j 0.00191636-0.000863778j 0.0018225-0.00107649j 0.00133067+0.000112648j 0.00204966-0.00152081j 6.45021e-05+0.00184788j 0.00257729+0.000815712j -6.45631e-05+0.00218858j 0.00323002+0.000550294j -0.00148687-0.000690408j 0.00255327+0.0025635j 0.00120418+0.00322236j -0.00126395-0.00381951j -0.00141681+0.000462989j 0.000258581+0.00121772j 0.00203435+0.00223817j 0.00263186-0.000416444j -2.40165e-05+0.00119758j -0.000474949+0.000107363j -0.0014991-0.00310448j 0.000689441-0.000698393j 0.000376656-0.00331983j 0.000139737-0.00181128j -0.00205368-0.00201717j 0.00046337+0.00569508j 0.0015385-0.0038995j 0.000807953-0.00156874j -0.000522454+0.0033275j -0.000869135+0.00210138j -0.00242819+0.00466806j -0.001345+0.000815536j 0.00216541-0.000503951j -0.00246964-0.00398959j 0.00248059-0.00021225j -0.00205972+0.000510656j -0.00132934-0.00156148j 0.00164506-0.0017201j -0.000657566+0.00448349j 0.00266114-0.00321988j 0.000354512-0.00176412j -0.000170281+0.000507574j 0.000418464+0.00330169j 0.00172247+0.000459891j -0.000496505+0.000316528j 0.00136086+0.00140168j 0.000192944+0.00119661j -0.00233653-0.00177845j 0.00187535-0.00102372j 0.000110178-0.000825032j -0.00116215-0.0022586j -0.000891136-0.00194199j -0.00202979-0.000369118j 0.00282713-0.000945105j -0.000169462+0.00236718j 0.00154221+0.000786116j 0.000163705-0.00276203j 0.00128541+0.000441426j 0.000742799-0.000268021j 0.00143631+0.00109368j -0.000959486+0.00194189j 0.000454492+0.000139473j -0.000719341+0.00106066j -0.000168864-5.40008e-05j 
