-0.0102543-0j 0.0808426-0j -0.00104658-0j 0.0204243-0j 0.00241961-0j -0.00920875-0j 0.0702942-0j -0.00121336-0j 0.0167436-0j 0.00717437-0j 0.00257227-0j 0.000196223-0j -0.00590699-0j -0.0059682-0j 0.0441795-0j 0.0446373-0j -0.000738374-0j -0.000492249-0j -0.000746025-0j 0.0101891-0j -0.00049735-0j 0.0102947-0j 0.00582116-0j -4.35091e-05-0j 0.00588148-0j 0.0014758-0j -4.396e-05-0j 0.00103992-0j 0.00149109-0j 0.0010507-0j 0.000174227-0j 0.000176032-0j 9.75647e-06-0j 9.85757e-06-0j -0.0044373-0j -0.00549087-0j -0.00320301-0j 0.0327232-0j 0.0404929-0j 0.0236208-0j -0.000535854-0j 0.00739447-0j -0.000489166-0j -0.000663086-0j -0.0003868-0j 0.00915019-0j -0.000605312-0j 0.0040904-0j 0.00533761-0j 0.00272693-0j -0.000353099-0j 0.00103701-0j -4.99253e-05-0j 0.00506161-0j 0.00337441-0j 0.000974307-0j 0.00295261-0j 0.00128324-0j -6.17794e-05-0j 0.000241029-0j 0.0019684-0j 0.000115424-0j 0.000748555-0j -3.6038e-05-0j 0.00120564-0j 0.00010584-0j 0.000298258-0j 0.000703292-0j 0.00014283-0j 1.14182e-05-0j 0.000173984-0j 0.00013097-0j 8.33172e-05-0j 5.04092e-07-0j 1.41293e-05-0j 7.63991e-05-0j 8.24208e-06-0j 6.23782e-07-0j 3.63873e-07-0j 
-0.00161405-0j -0.000269008-0j -0.000164733-0j -3.3626e-05-0j -1.98143e-06-0j 0.357527-0j -0.000233908-0j -0.000190985-0j -2.75663e-05-0j -2.38731e-05-0j -2.81347e-06-0j -1.28417e-07-0j 0.00275948-0j -0.000939406-0j -0.107621-0j 0.0366371-0j 0.000344935-0j 0.000229957-0j -0.000117426-0j 4.97871e-05-0j -7.82839e-05-0j -1.6949e-05-0j 5.74892e-05-0j 2.03255e-05-0j -1.9571e-05-0j 4.79077e-06-0j -6.91938e-06-0j 5.08138e-06-0j -1.63091e-06-0j -1.72985e-06-0j 4.23448e-07-0j -1.44154e-07-0j 1.5781e-08-0j -5.37229e-09-0j -0.000698439-0j 0.00256509-0j -0.00050416-0j -0.000108888-0j 0.000399904-0j -7.85997e-05-0j 0.0208044-0j 0.00300285-0j -7.69956e-05-0j -0.0764063-0j 0.0150174-0j -0.0110283-0j 0.000282775-0j -1.3611e-05-0j 0.00216757-0j -9.07402e-06-0j -5.55784e-05-0j -1.13425e-06-0j -7.85833e-06-0j 4.9988e-05-0j 3.33253e-05-0j -1.60408e-06-0j -9.82496e-06-0j 4.16567e-06-0j 2.88606e-05-0j -8.02038e-07-0j -6.54997e-06-0j -9.4521e-08-0j -8.18747e-07-0j -5.67244e-06-0j 5.89114e-06-0j -1.15764e-07-0j 2.94557e-06-0j -1.15788e-06-0j 3.47139e-07-0j -7.47254e-09-0j -5.78941e-07-0j 4.25157e-07-0j -6.82289e-08-0j -2.35363e-10-0j 2.74437e-08-0j -8.3563e-08-0j -5.39397e-09-0j 8.64397e-10-0j -1.69894e-10-0j 
0.00230626-0j 0.000384377-0j 0.000235382-0j 4.80472e-05-0j 2.83121e-06-0j 0.496316-0j -0.000324709-0j -0.000265124-0j -3.82673e-05-0j -3.31405e-05-0j -3.90564e-06-0j -1.78267e-07-0j -0.00130721-0j -0.00134174-0j 0.0509816-0j 0.0523284-0j -0.000163401-0j -0.000108934-0j -0.000167718-0j -2.35849e-05-0j -0.000111812-0j -2.4208e-05-0j -2.72335e-05-0j -9.62851e-06-0j -2.7953e-05-0j -2.26946e-06-0j -9.88288e-06-0j -2.40713e-06-0j -2.32942e-06-0j -2.47072e-06-0j -2.00594e-07-0j -2.05893e-07-0j -7.4757e-09-0j -7.67319e-09-0j 0.000997977-0j 0.00118053-0j 0.000659731-0j 0.000155587-0j 0.000184048-0j 0.000102854-0j -0.0297267-0j -0.00429068-0j 0.000110017-0j -0.0351645-0j -0.0196514-0j -0.00507556-0j 0.000130141-0j 1.94484e-05-0j -0.00283643-0j 1.29656e-05-0j 7.27285e-05-0j 1.6207e-06-0j 1.12285e-05-0j 2.3006e-05-0j 1.53373e-05-0j 2.29201e-06-0j 1.28567e-05-0j 1.91716e-06-0j 1.32825e-05-0j 1.14601e-06-0j 8.57114e-06-0j 1.35058e-07-0j 1.07139e-06-0j 7.42283e-06-0j 2.71128e-06-0j 1.65412e-07-0j 1.35564e-06-0j 1.51518e-06-0j 1.59764e-07-0j 1.06773e-08-0j 7.57589e-07-0j 1.9567e-07-0j 8.92827e-08-0j 3.36303e-10-0j 1.26304e-08-0j 1.09349e-07-0j 7.05842e-09-0j 3.97821e-10-0j 2.22319e-10-0j 
-0.000297675-0j 0.00723054-0j 0.00587661-0j 0.000596678-0j -3.65431e-07-0j -0.000267323-0j -4.31391e-05-0j -0.493904-0j 0.000740941-0j 0.000851637-0j 4.99238e-05-0j -2.36836e-08-0j -0.000171476-0j -0.000173253-0j -2.71127e-05-0j -2.73936e-05-0j 0.00206229-0j 0.00417943-0j 0.00208367-0j -3.0938e-06-0j 0.00422275-0j -3.12586e-06-0j -0.0500931-0j 0.000367092-0j -0.0506123-0j 4.33869e-05-0j 0.000370896-0j 6.10767e-05-0j 4.38365e-05-0j 6.17096e-05-0j 2.5317e-06-0j 2.55794e-06-0j -9.80638e-10-0j -9.908e-10-0j -0.000128811-0j -0.000159396-0j -9.2981e-05-0j -2.0082e-05-0j -2.48502e-05-0j -1.4496e-05-0j 0.00149665-0j -2.24524e-06-0j 0.00206953-0j 0.00185201-0j 0.00108034-0j -2.77834e-06-0j 0.00256091-0j 0.000241521-0j -1.6207e-06-0j 0.000489466-0j 0.00149386-0j -2.09188e-07-0j -0.0408559-0j 0.000298867-0j 0.000605683-0j -0.00414828-0j 0.000174339-0j -2.58857e-07-0j -0.0505566-0j 4.29912e-05-0j 0.000353315-0j 2.54059e-06-0j -1.51e-07-0j -0.0294914-0j -0.00513324-0j 4.12971e-06-0j 5.31989e-05-0j -0.00299439-0j 3.14381e-06-0j 1.32597e-07-0j 3.10327e-05-0j 5.11026e-06-0j 1.83389e-06-0j -4.34075e-11-0j 1.6408e-07-0j 2.98098e-06-0j 9.57134e-08-0j -5.3714e-11-0j -3.13332e-11-0j 
-0.000951286-0j -0.000158548-0j -9.70902e-05-0j -1.98185e-05-0j -1.16781e-06-0j -0.620158-0j 0.000405732-0j 0.000331278-0j 4.78159e-05-0j 4.14098e-05-0j 4.88019e-06-0j 2.22749e-07-0j -0.000547987-0j -0.00264358-0j 0.0213717-0j 0.1031-0j -6.84984e-05-0j -4.56656e-05-0j -0.000330448-0j -9.88689e-06-0j -0.000220299-0j -4.7696e-05-0j -1.14164e-05-0j -4.03631e-06-0j -5.50746e-05-0j -9.51366e-07-0j -1.94718e-05-0j -1.00908e-06-0j -4.58955e-06-0j -4.86796e-06-0j -8.40897e-08-0j -4.05663e-07-0j -3.13384e-09-0j -1.51182e-08-0j -0.000411645-0j 0.00149915-0j -0.000345748-0j -6.41764e-05-0j 0.000233721-0j -5.39029e-05-0j 0.0122616-0j 0.00176982-0j -4.53796e-05-0j -0.0446552-0j 0.0102988-0j -0.00644542-0j 0.000165266-0j -8.02205e-06-0j 0.0014865-0j -5.34803e-06-0j -3.81151e-05-0j -6.68504e-07-0j -4.63153e-06-0j 2.92151e-05-0j 1.94768e-05-0j -9.45407e-07-0j -6.73786e-06-0j 2.4346e-06-0j 1.68674e-05-0j -4.72704e-07-0j -4.49191e-06-0j -5.57087e-08-0j -5.61488e-07-0j -3.8901e-06-0j 3.44304e-06-0j -6.82289e-08-0j 1.72152e-06-0j -7.94064e-07-0j 2.02883e-07-0j -4.40416e-09-0j -3.97032e-07-0j 2.4848e-07-0j -4.67907e-08-0j -1.38718e-10-0j 1.60393e-08-0j -5.73067e-08-0j -3.69913e-09-0j 5.05191e-10-0j -1.16512e-10-0j 
4.29658e-05-0j 0.0997772-0j 4.38517e-06-0j 0.00400482-0j 0.00145642-0j 3.85848e-05-0j -0.000595294-0j -0.000740941-0j -0.478481-0j -6.07569e-05-0j 0.0010268-0j 0.000157866-0j 2.47504e-05-0j 2.50069e-05-0j -0.000374139-0j -0.000378016-0j 3.0938e-06-0j -0.000603249-0j 3.12586e-06-0j 0.0019979-0j -0.000609501-0j 0.0020186-0j 0.00718457-0j 1.82304e-07-0j 0.00725902-0j -0.085857-0j 1.84193e-07-0j 0.000203909-0j -0.0867467-0j 0.000206023-0j 0.000104871-0j 0.000105958-0j 9.82526e-06-0j 9.92708e-06-0j 1.85923e-05-0j 2.30068e-05-0j 1.34207e-05-0j -0.00027712-0j -0.000342918-0j -0.000200036-0j 2.24524e-06-0j 0.00144992-0j -0.000298711-0j 2.77834e-06-0j 1.6207e-06-0j 0.00179418-0j -0.000369636-0j -3.464e-05-0j 0.00104661-0j 0.00675434-0j -0.000215621-0j 0.000413955-0j -3.0487e-05-0j -4.28648e-05-0j 0.00835807-0j -0.0278427-0j -2.50045e-05-0j 0.000512243-0j -3.77258e-05-0j -2.04118e-06-0j 0.00487554-0j -0.0101255-0j 0.000298808-0j -2.20067e-05-0j -0.0344536-0j 4.22491e-05-0j -2.52583e-06-0j -0.0200979-0j -0.0125296-0j 9.18617e-06-0j -1.4734e-06-0j 5.22806e-05-0j -0.00730894-0j 6.0972e-07-0j 1.13673e-05-0j 3.0497e-05-0j 6.63093e-06-0j 7.5449e-07-0j 4.40119e-07-0j 
-0.0833183-0j -0.00335327-0j 4.3411e-05-0j -0.000847179-0j -0.000100363-0j 5.43689e-06-0j 0.0081297-0j 7.16374e-07-0j -9.88553e-06-0j -4.23579e-06-0j -1.51868e-06-0j -1.15851e-07-0j 0.000245016-0j -0.000240508-0j -0.00183252-0j 0.0017988-0j -0.00599942-0j 2.0418e-05-0j 0.00588904-0j 0.0827885-0j -2.00423e-05-0j -0.0812652-0j -0.000241456-0j 1.80471e-06-0j 0.000237013-0j -6.12148e-05-0j -1.77151e-06-0j -4.3135e-05-0j 6.00884e-05-0j 4.23413e-05-0j -7.22676e-06-0j 7.09379e-06-0j -4.04689e-07-0j 3.97243e-07-0j -0.000367133-0j 3.24184e-06-0j -0.000260042-0j 0.00270745-0j -2.39072e-05-0j 0.0019177-0j -4.43355e-05-0j 0.000611804-0j 0.00792805-0j 3.9149e-07-0j -3.14031e-05-0j -5.40232e-06-0j -7.00059e-05-0j -0.0662942-0j 0.000433344-0j 0.000225621-0j 0.00561547-0j -0.0168071-0j -4.13072e-06-0j 0.000585388-0j -1.99227e-06-0j 8.06123e-05-0j -0.0469565-0j 0.00014841-0j 3.64749e-08-0j 1.99423e-05-0j 0.000159809-0j 9.54993e-06-0j -0.0119046-0j -2.92581e-06-0j -7.11819e-07-0j 8.75696e-06-0j -1.76093e-07-0j 5.70981e-05-0j -8.43273e-08-0j 9.44717e-07-0j 1.41252e-05-0j -7.73253e-08-0j 6.76426e-06-0j 4.17076e-08-0j -8.342e-09-0j 6.2026e-06-0j 6.69148e-07-0j -3.68285e-10-0j 2.95417e-08-0j 
-0.0510218-0j -0.00205345-0j 2.65837e-05-0j -0.000518789-0j -6.14596e-05-0j 0.000233908-0j 0.349759-0j 3.08201e-05-0j -0.000425299-0j -0.000182233-0j -6.53373e-05-0j -4.98419e-06-0j -0.00044531-0j 0.000151596-0j 0.00333056-0j -0.00113382-0j 0.0109038-0j -3.71091e-05-0j -0.00371195-0j -0.150466-0j 1.2633e-05-0j 0.0512228-0j 0.000438839-0j -3.28002e-06-0j -0.000149393-0j 0.000111256-0j 1.11661e-06-0j 7.83966e-05-0j -3.78747e-05-0j -2.66884e-05-0j 1.31344e-05-0j -4.47133e-06-0j 7.3551e-07-0j -2.50388e-07-0j 0.00011271-0j -0.00041394-0j 8.13584e-05-0j -0.000831189-0j 0.00305263-0j -0.000599984-0j 1.3611e-05-0j -0.000187824-0j -0.00243391-0j -4.9988e-05-0j 9.82496e-06-0j 0.000689805-0j 0.00893882-0j 0.0203524-0j -0.000135579-0j -6.92658e-05-0j -0.00175689-0j 0.0051598-0j 1.26813e-06-0j -0.0747463-0j 0.000254386-0j -2.4748e-05-0j 0.0146911-0j -0.0189499-0j -4.65736e-06-0j -6.12229e-06-0j -4.99987e-05-0j -2.93183e-06-0j 0.00372454-0j 9.15387e-07-0j 9.08898e-05-0j -2.68839e-06-0j 2.24848e-05-0j -1.78641e-05-0j 1.07675e-05-0j -2.90029e-07-0j -4.4193e-06-0j 9.87341e-06-0j -2.11631e-06-0j -1.28043e-08-0j 1.06516e-06-0j -1.94058e-06-0j -2.09354e-07-0j 4.7025e-08-0j -9.2426e-09-0j 
3.72094e-05-0j -0.00029335-0j 0.0703073-0j 0.0143355-0j -8.77995e-06-0j 3.34154e-05-0j -0.000255074-0j -0.000851637-0j -6.07569e-05-0j -0.481962-0j 0.00180544-0j -7.12027e-07-0j 2.14345e-05-0j 2.16566e-05-0j -0.000160312-0j -0.000161974-0j -0.000518253-0j 1.7862e-06-0j -0.000523623-0j -3.69728e-05-0j 1.80471e-06-0j -3.7356e-05-0j 0.00408578-0j 0.00886037-0j 0.00412812-0j -5.35518e-06-0j 0.00895219-0j -0.0698602-0j -5.41067e-06-0j -0.0705842-0j 0.000122287-0j 0.000123554-0j -3.54029e-08-0j -3.57698e-08-0j 1.61014e-05-0j 1.99245e-05-0j 1.16226e-05-0j -0.000118741-0j -0.000146935-0j -8.5712e-05-0j -0.000376108-0j -2.6832e-05-0j 1.77502e-06-0j -0.00046541-0j -0.000271489-0j -3.32029e-05-0j 2.19647e-06-0j 0.00287099-0j -1.93684e-05-0j -9.89511e-06-0j 1.28127e-06-0j -3.76296e-06-0j 0.0033539-0j 0.00355266-0j -1.22446e-05-0j 0.000683851-0j 0.00207239-0j -4.65643e-06-0j 0.00415024-0j -0.0490842-0j -7.14267e-06-0j -4.18833e-07-0j -2.71625e-06-0j 0.00242097-0j 0.000846222-0j -0.00711013-0j -0.0607386-0j 0.00049363-0j -5.1828e-07-0j 8.01424e-06-0j -0.0354308-0j -0.00879833-0j -3.0233e-07-0j -1.82918e-09-0j 9.91711e-06-0j -0.00513236-0j 5.78498e-06-0j -2.26349e-09-0j -1.32037e-09-0j 
0.000347288-0j -0.00843563-0j -0.00685604-0j -0.000696124-0j 4.26336e-07-0j 4.43921e-06-0j 7.16374e-07-0j 0.00820184-0j -1.23042e-05-0j -1.41424e-05-0j -8.29041e-07-0j 3.93294e-10-0j 0.000200055-0j -0.000196374-0j 3.16315e-05-0j -3.10494e-05-0j -0.00240601-0j -0.00487601-0j 0.00236174-0j 3.60943e-06-0j 0.00478629-0j -3.54302e-06-0j 0.058442-0j -0.000428273-0j -0.0573667-0j -5.06181e-05-0j 0.000420393-0j -7.12561e-05-0j 4.96867e-05-0j 6.9945e-05-0j -2.95366e-06-0j 2.89931e-06-0j 1.14408e-09-0j -1.12303e-09-0j -0.000299763-0j 2.64695e-06-0j -0.000212324-0j -4.67338e-05-0j 4.12666e-07-0j -3.31018e-05-0j 0.00348293-0j -5.22499e-06-0j 0.00481609-0j -3.07548e-05-0j 0.00246698-0j 4.61375e-08-0j -4.25268e-05-0j 0.000562055-0j -3.70089e-06-0j 0.00113906-0j 0.00341126-0j -4.8681e-07-0j -0.0950776-0j -4.96303e-06-0j -1.00581e-05-0j -0.00965365-0j 0.000398106-0j 4.29861e-09-0j 0.00083955-0j 0.000100047-0j 0.000806801-0j 5.91231e-06-0j -3.4481e-07-0j -0.067344-0j 8.52432e-05-0j 9.61044e-06-0j -8.83428e-07-0j -0.00683773-0j -5.22066e-08-0j 3.08572e-07-0j 7.08636e-05-0j -8.48616e-08-0j 4.18772e-06-0j -1.01015e-10-0j -2.72474e-09-0j 6.80712e-06-0j 2.18563e-07-0j 8.91982e-13-0j -7.15498e-11-0j 
0.0729035-0j 0.00293411-0j -3.79846e-05-0j 0.000741282-0j 8.78178e-05-0j 0.000324709-0j 0.485532-0j 4.27842e-05-0j -0.000590396-0j -0.000252975-0j -9.07007e-05-0j -6.91902e-06-0j 0.00021095-0j 0.000216523-0j -0.00157774-0j -0.00161942-0j -0.00516529-0j 1.75792e-05-0j -0.00530175-0j 0.0712779-0j 1.80436e-05-0j 0.073161-0j -0.000207885-0j 1.55379e-06-0j -0.000213377-0j -5.27037e-05-0j 1.59484e-06-0j -3.71377e-05-0j -5.4096e-05-0j -3.81188e-05-0j -6.22198e-06-0j -6.38636e-06-0j -3.48422e-07-0j -3.57627e-07-0j -0.000161048-0j -0.000190508-0j -0.000106464-0j 0.00118766-0j 0.00140491-0j 0.000785125-0j -1.94484e-05-0j 0.000268376-0j 0.00347774-0j -2.3006e-05-0j -1.28567e-05-0j 0.000317469-0j 0.00411391-0j -0.0290809-0j 0.000177415-0j 9.89717e-05-0j 0.00229903-0j -0.00737268-0j -1.812e-06-0j -0.0344005-0j 0.000117076-0j 3.53617e-05-0j -0.0192244-0j -0.00872132-0j -2.14346e-06-0j 8.74795e-06-0j 6.54271e-05-0j 4.18921e-06-0j -0.00487384-0j -1.19785e-06-0j 4.18302e-05-0j 3.84136e-06-0j 1.03482e-05-0j 2.33765e-05-0j 4.95552e-06-0j 4.14413e-07-0j 5.78299e-06-0j 4.54404e-06-0j 2.76935e-06-0j 1.82956e-08-0j 4.9022e-07-0j 2.5394e-06-0j 2.73955e-07-0j 2.16423e-08-0j 1.20946e-08-0j 
-4.38517e-06-0j 0.000105177-0j 8.65706e-05-0j 0.120509-0j 0.0141113-0j -3.93804e-06-0j 9.14532e-05-0j 4.99238e-05-0j -0.0010268-0j -0.00180544-0j -0.466726-0j 0.00231055-0j -2.52607e-06-0j -2.55225e-06-0j 5.74778e-05-0j 5.80734e-05-0j 3.03805e-05-0j -2.10506e-07-0j 3.06953e-05-0j -0.000624846-0j -2.12688e-07-0j -0.000631321-0j -0.000728663-0j 5.40777e-06-0j -0.000736214-0j 0.00278314-0j 5.46381e-06-0j 0.0123355-0j 0.00281198-0j 0.0124633-0j -0.0977627-0j -0.0987759-0j 0.000192343-0j 0.000194336-0j -1.89757e-06-0j -2.34813e-06-0j -1.36974e-06-0j 4.25731e-05-0j 5.26815e-05-0j 3.07309e-05-0j 2.20478e-05-0j -0.000453465-0j -2.09188e-07-0j 2.72827e-05-0j 1.59149e-05-0j -0.000561134-0j -2.58857e-07-0j -0.000512016-0j -0.000327328-0j 3.54776e-06-0j -1.51e-07-0j 0.00195565-0j 4.12971e-06-0j -0.000633587-0j 4.39012e-06-0j 0.00574871-0j -0.000369592-0j 0.00241999-0j 5.11026e-06-0j -9.11396e-05-0j 2.56091e-06-0j 0.000673155-0j 0.00141166-0j 2.98098e-06-0j 0.00711367-0j -0.0386077-0j -0.000112779-0j 0.00414964-0j 0.000832987-0j -0.012936-0j -6.5788e-05-0j -0.0477746-0j 0.000485909-0j 1.49461e-05-0j -0.0160075-0j -0.0278685-0j -0.0093377-0j 1.84949e-05-0j 1.07887e-05-0j 
0.00021267-0j -0.00516575-0j -0.00419845-0j -0.000426287-0j 2.61077e-07-0j 0.000190985-0j 3.08201e-05-0j 0.352862-0j -0.000529354-0j -0.000608439-0j -3.56673e-05-0j 1.69204e-08-0j -0.000363594-0j 0.000123778-0j -5.74892e-05-0j 1.9571e-05-0j 0.00437285-0j 0.008862-0j -0.00148864-0j -6.56003e-06-0j -0.00301688-0j 2.23322e-06-0j -0.106217-0j 0.000778375-0j 0.0361591-0j 9.19969e-05-0j -0.000264981-0j 0.000129506-0j -3.13183e-05-0j -4.40875e-05-0j 5.36818e-06-0j -1.82748e-06-0j -2.07933e-09-0j 7.07862e-10-0j 9.20274e-05-0j -0.000337981-0j 6.64289e-05-0j 1.43473e-05-0j -5.2692e-05-0j 1.03564e-05-0j -0.00106926-0j 1.60408e-06-0j -0.00147854-0j 0.00392698-0j -0.000771833-0j -5.89114e-06-0j 0.00543011-0j -0.000172551-0j 1.15788e-06-0j -0.000349691-0j -0.00106727-0j 1.49451e-07-0j 0.0291889-0j 0.000633713-0j 0.00128428-0j 0.00296368-0j -0.000124554-0j -5.48875e-07-0j -0.107199-0j -3.07144e-05-0j -0.000252421-0j -1.81508e-06-0j 1.07879e-07-0j 0.0210696-0j -0.0108844-0j -2.95041e-06-0j 0.000112802-0j 0.00213929-0j 6.66609e-06-0j -9.47317e-08-0j -2.21708e-05-0j 1.08357e-05-0j -1.3102e-06-0j 3.10118e-11-0j 3.47913e-07-0j -2.12972e-06-0j -6.8381e-08-0j -1.13894e-10-0j 2.23855e-11-0j 
-5.01267e-05-0j -0.116407-0j -5.11604e-06-0j -0.00467229-0j -0.00169915-0j -6.40744e-07-0j 9.88553e-06-0j 1.23042e-05-0j 0.00794573-0j 1.00894e-06-0j -1.70512e-05-0j -2.62154e-06-0j -2.88754e-05-0j 2.83441e-05-0j 0.000436495-0j -0.000428464-0j -3.60943e-06-0j 0.000703791-0j 3.54302e-06-0j -0.00233088-0j -0.000690841-0j 0.00228799-0j -0.00838199-0j -2.12688e-07-0j 0.00822777-0j 0.100166-0j 2.08774e-07-0j -0.000237894-0j -0.0983235-0j 0.000233517-0j -0.000122349-0j 0.000120098-0j -1.14628e-05-0j 1.12519e-05-0j 4.32671e-05-0j -3.82055e-07-0j 3.06463e-05-0j -0.000644898-0j 5.69455e-06-0j -0.000456785-0j 5.22499e-06-0j 0.00337417-0j -0.000695143-0j -4.61375e-08-0j 3.70089e-06-0j -2.97944e-05-0j 6.13822e-06-0j -8.06123e-05-0j 0.00238994-0j 0.0157183-0j -0.000492373-0j 0.000963333-0j -7.09477e-05-0j 7.11819e-07-0j -0.000138795-0j -0.064794-0j -5.70981e-05-0j -8.50637e-06-0j 6.26479e-07-0j -4.75012e-06-0j 0.0111334-0j -0.0235634-0j 0.000682333-0j -5.02526e-05-0j 0.000572141-0j 9.83197e-05-0j 4.19443e-08-0j -0.0458939-0j 0.000208068-0j 2.13776e-05-0j -3.36454e-06-0j -8.68178e-07-0j -0.0166901-0j 1.41891e-06-0j -1.88767e-07-0j 6.96404e-05-0j 1.51418e-05-0j -1.25292e-08-0j 1.00502e-06-0j 
-0.0300712-0j -0.00121026-0j 1.56679e-05-0j -0.000305763-0j -3.6223e-05-0j -0.000405732-0j -0.606684-0j -5.34598e-05-0j 0.000737714-0j 0.000316098-0j 0.000113333-0j 8.64547e-06-0j 8.8431e-05-0j 0.000426606-0j -0.000661392-0j -0.00319067-0j -0.00216531-0j 7.36925e-06-0j -0.0104458-0j 0.0298799-0j 3.55505e-05-0j 0.144146-0j -8.71461e-05-0j 6.51356e-07-0j -0.000420408-0j -2.20936e-05-0j 3.14225e-06-0j -1.55682e-05-0j -0.000106583-0j -7.51038e-05-0j -2.60828e-06-0j -1.25828e-05-0j -1.4606e-07-0j -7.04618e-07-0j 6.64289e-05-0j -0.000241924-0j 5.57948e-05-0j -0.000489885-0j 0.00178409-0j -0.000411463-0j 8.02205e-06-0j -0.000110699-0j -0.0014345-0j -2.92151e-05-0j 6.73786e-06-0j 0.000403152-0j 0.00522423-0j 0.0119952-0j -9.29784e-05-0j -4.08237e-05-0j -0.00120486-0j 0.00304107-0j 7.4741e-07-0j -0.0436849-0j 0.000148674-0j -1.45859e-05-0j 0.010075-0j -0.0110752-0j -2.72196e-06-0j -3.60834e-06-0j -3.42886e-05-0j -1.72796e-06-0j 0.00255425-0j 6.27763e-07-0j 5.31199e-05-0j -1.58448e-06-0j 1.31411e-05-0j -1.2251e-05-0j 6.29298e-06-0j -1.70937e-07-0j -3.03071e-06-0j 5.77045e-06-0j -1.45134e-06-0j -7.54655e-09-0j 6.22527e-07-0j -1.33083e-06-0j -1.43573e-07-0j 2.74835e-08-0j -6.33848e-09-0j 
2.00155e-07-0j -8.0233e-06-0j 2.04282e-08-0j 0.000192569-0j 0.153928-0j 1.79746e-07-0j -6.97641e-06-0j 2.36836e-08-0j 0.000157866-0j -7.12027e-07-0j -0.00231055-0j -0.451519-0j 1.15299e-07-0j 1.16494e-07-0j -4.38464e-06-0j -4.43007e-06-0j 1.44124e-08-0j 9.60825e-09-0j 1.45617e-08-0j 9.60672e-05-0j 9.70782e-09-0j 9.70628e-05-0j -5.77726e-07-0j 8.49257e-10-0j -5.83713e-07-0j -0.00132564-0j 8.58058e-10-0j 9.80482e-06-0j -0.00133938-0j 9.90643e-06-0j 0.0110838-0j 0.0111986-0j -0.118457-0j -0.119684-0j 8.66119e-08-0j 1.07177e-07-0j 6.25198e-08-0j -3.24764e-06-0j -4.01876e-06-0j -2.34427e-06-0j 1.04594e-08-0j 6.97182e-05-0j 9.54807e-09-0j 1.29428e-08-0j 7.54998e-09-0j 8.62718e-05-0j 1.18151e-08-0j -4.05956e-07-0j 5.03252e-05-0j -2.70637e-07-0j 6.89216e-09-0j -0.000931499-0j 9.74496e-10-0j -5.02344e-07-0j -3.34896e-07-0j 9.18617e-06-0j -2.93034e-07-0j -0.00115267-0j 1.20588e-09-0j -2.39212e-08-0j -1.95356e-07-0j 0.0073429-0j -0.000672392-0j 7.03428e-10-0j 1.13673e-05-0j -9.50707e-05-0j -2.96009e-08-0j 6.63093e-06-0j 0.00908637-0j -0.0262738-0j -1.72672e-08-0j -0.000117644-0j 0.00530038-0j -0.0186788-0j -0.0325121-0j -6.86257e-05-0j -0.0189654-0j -0.0231138-0j -0.0134831-0j 
-0.000303877-0j 0.00738118-0j 0.00599904-0j 0.000609109-0j -3.73044e-07-0j 0.000265124-0j 4.27842e-05-0j 0.489841-0j -0.000734845-0j -0.000844631-0j -4.9513e-05-0j 2.34888e-08-0j 0.00017224-0j 0.00017679-0j 2.72335e-05-0j 2.7953e-05-0j -0.00207149-0j -0.00419807-0j -0.00212621-0j 3.10759e-06-0j -0.00430897-0j 3.18969e-06-0j 0.0503165-0j -0.000368728-0j 0.0516457-0j -4.35803e-05-0j -0.000378469-0j -6.1349e-05-0j -4.47317e-05-0j -6.29697e-05-0j -2.54299e-06-0j -2.61017e-06-0j 9.85009e-10-0j 1.01103e-09-0j -0.000131495-0j -0.000155549-0j -8.69272e-05-0j -2.05004e-05-0j -2.42504e-05-0j -1.35522e-05-0j 0.00152783-0j -2.29201e-06-0j 0.00211264-0j 0.00180731-0j 0.00101-0j -2.71128e-06-0j 0.0024991-0j 0.000246553-0j -1.51518e-06-0j 0.000499663-0j 0.0013966-0j -2.13546e-07-0j -0.0417071-0j 0.000291654-0j 0.000591064-0j -0.0042347-0j 0.000162988-0j -2.52609e-07-0j -0.0493364-0j 4.38868e-05-0j 0.000330312-0j 2.59351e-06-0j -1.41168e-07-0j -0.0275712-0j -0.00500934-0j 4.21575e-06-0j 5.19148e-05-0j -0.00279943-0j 3.06793e-06-0j 1.35359e-07-0j 2.90122e-05-0j 4.98691e-06-0j 1.71449e-06-0j -4.43118e-11-0j 1.6012e-07-0j 2.7869e-06-0j 8.94817e-08-0j -5.24175e-11-0j -2.92931e-11-0j 
