0.00707128-0.00748524j 0.00642284+0.00520248j 0.000546047+0.00659126j 0.00793625-0.00149664j 0.000230412-0.000397787j -0.000585172-0.00204415j 0.00645126-0.00381046j 0.00361134+0.00526313j 0.00462267+0.0027816j -0.00324588-0.00347553j -0.00251319+0.00538513j 0.00351212+0.00563929j -0.00239752+0.0028636j -0.00271916+0.000543875j -0.000739221+0.00639631j -0.000252951+0.00642887j -8.06735e-05+0.00295961j 0.00228028+0.000345441j -0.00208709-0.00413686j -0.00358847-0.00324818j 0.00273277+0.00753043j 0.00508963+0.0047299j -0.00458665-0.00260564j 0.00182334-0.00166588j 0.00129862+0.00108654j 0.00302897+0.0037887j -0.00237056-0.00231885j -0.00052548+0.00109305j 0.00141919+0.00154041j 0.000713904+0.00177118j -0.00362228+0.00453528j 0.00187392-0.00370426j -0.00270269+0.00409753j -0.000788284-0.00443486j 0.00569331+0.00064205j 0.00172668+0.00467878j -0.00268949-0.00132948j 0.00332002-0.00710324j -0.00113033-0.00233801j -0.00192059+0.00093471j 0.0019846-0.0147244j 0.0111655+0.0115044j -0.0034908+0.00989409j 0.00614742+0.0135504j 0.0113667-0.00470271j 0.0196142-0.00772929j 0.00205612+0.00182568j 0.0261857+0.00140902j -0.0493738+0.00626402j 0.00679262-0.00491525j -0.0585046+0.0115034j 0.0114225+0.0498352j 
0.00142165+0.00248143j 0.00567109+0.00139358j -0.00214406-0.00165437j 0.00733633+0.00211968j -0.0078217+0.00180548j -0.00687655-0.00952903j -0.0027931+0.00539198j -0.00644904+0.0025472j -0.00348573-0.00441275j 5.67438e-05+0.000235824j 0.0042726+0.0148251j -0.00183044-0.0003312j -0.00449834-0.000642458j -0.00394489-0.0219792j -0.0041215+0.011353j -0.0100103+0.014042j -0.00517871-0.017905j -0.000180983-0.00939203j -0.00645549+0.00388276j 0.000389843+0.00313458j -0.00466876+0.00766507j -0.00370005-0.00251369j 0.000621566+0.0145852j 0.00614421+0.0139274j 0.0125988+0.00521612j -0.0111732+0.00134916j 0.00554642+0.0074572j 0.00784846-0.00684402j -0.00780263+0.01929j -0.00436127-0.0123873j 0.0117285-0.00882339j -0.0107443+0.0112323j 0.00616792-0.0155365j 0.00832555-0.00718116j 0.000555929+0.00397998j -0.00307055-0.0149033j 0.0022339+0.00595996j 0.00914125+0.0129865j 0.0178789-0.00723189j 0.0124491+0.017107j -0.00639822+0.015238j -0.000716932+0.0281112j -0.0127076-0.00242212j -0.00374649-0.00756767j 0.0127413+0.0102978j 0.0078152-0.030671j 5.52746e-05+0.00141942j 0.00278803-0.0101299j -0.0136403+0.00556363j -0.00228355+0.00424018j 0.00725364-0.00289465j 0.00432844+0.00166089j 
-0.00948303-0.00551181j -0.00432245+0.00545564j -0.000536036-9.43803e-06j -0.00197493+0.00093059j 0.00540417+0.00289738j 0.0028216+0.00994033j 0.000743863-0.000919912j -0.010233+0.00516751j 0.0117003+0.00109359j 0.00414321+0.00339369j -0.00183097+0.00213163j 0.00557859-0.00322427j -0.00522767+0.00830115j -0.00786179-0.00146155j -0.00963475+0.000206713j 0.00805877+0.00518j -0.0139605-0.00800487j 0.00159751-0.0123161j -0.00229611+0.00859005j 0.000128219-0.0100803j -0.00136434-0.00268966j -0.00786074+0.0112269j 0.000484827+0.00331089j -0.00215759+0.00449099j -0.0115173-0.00679829j 0.00589603-0.00207144j -0.0044019-0.00097272j 0.0185673-0.0110325j 0.00212095-0.00100271j -0.00998102+0.0273115j -0.00271506-0.00955771j -0.0160825-0.0127438j 0.00134807-0.0213377j -0.0103234-0.00906913j -0.00604132-0.0020224j -0.0073261+0.00829447j -0.0102101+0.0303547j 0.00656742+0.0366292j 0.0248876-0.0131158j 0.00673595+0.0045952j 0.0199213+0.000320353j 0.0141006-0.0084283j 0.00955071+0.0268719j -0.00320967+0.0169545j 0.00217135+0.00194611j -0.0125223+0.00132189j -0.00430917-0.000146527j -0.00529882-0.00597581j 0.00324701+0.000600155j -0.00287518-0.00462085j 0.000974578+0.0076551j -0.00493257+0.00299804j 
0.00231834-0.0023295j -0.00315762-0.00273187j 0.00495913-0.00291424j 0.00810706+0.00556895j 0.00421865+0.000806145j 0.0055746+0.00231951j -0.0100587-0.014123j 0.00146523+0.00612351j -0.00437821+0.00689819j -0.0123547+0.00746992j 0.0020932-0.0263051j 0.0151389-0.00570864j 0.00164212+0.0123458j -0.00809001+0.00754289j -0.00349645-0.00710733j -0.00232601+0.00163407j -0.00207213+0.00490675j 0.00565682-0.00731936j -0.000823021-0.00455273j 0.00890769-0.00992456j -0.0183945+0.00963229j 0.00959361+0.0130591j -0.0029541-0.000886885j -0.000511539+0.00203153j 0.000274004-0.0045015j -0.00836044+0.00594327j -0.014693-0.015719j 0.00204646-0.0114731j 0.0037478-0.0162261j 0.00439576+0.00547679j 0.00711682-0.0192104j -0.00327356-0.0277452j 0.00697512-0.00633726j -0.0108959+0.00542334j 0.00919716+0.00761487j -0.0224794-0.00190329j -0.0190913-0.00722167j 0.0156101-0.00128914j 0.00213591+0.0076654j -0.0124654-0.00634832j 0.00501619-0.00014032j 0.00377392-0.00660691j 0.0185379+0.00484448j -0.0029281+0.00111845j -0.00859823-0.0155686j 0.00982432+0.00541491j -0.000387572+0.0117105j 0.0102649-0.0100694j -0.00553185-0.00553151j -0.0040403+0.00479573j -0.000560599+0.00010462j 0.00249888-0.000259137j 
0.0116768+0.00251988j 0.00237839-0.00968365j 0.00724085-0.000166821j -0.00151405+0.00442753j 0.0130351-0.00083924j -0.000585501+0.00528037j 0.000114527+0.00642679j 0.0103326-0.00347832j -0.0122808-0.00170055j -0.019526-0.000458836j -0.000376726+0.0136414j -0.000615081+0.000818082j -0.0119698-0.00778127j 0.00474844+0.00576917j -0.00345192-0.00376987j -0.00377443-0.00920788j 0.0130234-0.00305893j 0.00085371+0.0112821j 0.0109403+0.00780849j -0.00426707-0.00468205j 0.0154815+0.00727079j 0.00354369+0.000395761j -6.26143e-05+0.00994275j -0.00473106-0.00559914j 0.00356453-0.00232042j -0.00354863-0.00451011j 0.00241312+0.00452686j 0.0138004-0.0147699j -0.00687417+0.0056988j -0.00468085+0.00955732j -0.0121759+0.0149385j -0.0114171-0.0139727j -0.0150083-0.000366039j -0.0092972-0.0168505j -0.00412664+0.00391762j 0.00187057-0.0175266j -0.00896125+0.00363138j -0.00270834+0.0339704j 0.0150638-0.00609592j 0.0131563-5.57436e-05j 0.0119938-0.00235898j -0.00926883-0.0193223j 0.000694958-0.00338654j -0.00299074+0.0160746j 0.00784809-0.0209016j 0.00255042+0.0082738j -0.00433911+0.000435678j 0.00327262+0.00612378j 0.00665894-0.00635149j -0.00207216+0.00481964j -0.00566799-0.00807j 0.00886009-0.00180418j 
0.00582324+0.00429768j -0.00203419-0.00401989j 0.0055385-0.00207891j -0.00354531+0.00996769j -0.00304441+0.0029184j -0.0024616-0.011398j -0.0143025+0.00575713j 0.00376313+0.0138244j -0.010841-0.0160611j -0.00406103+0.0225347j 0.000663115+0.0049519j 0.00700354+0.00296345j 0.00618004-0.00117763j -0.00524875+0.00409344j 0.00774778-0.00205074j -0.0180337+0.0143309j -0.0128907+0.0217472j 0.0073523-0.0100896j -0.00327493+0.00453211j 0.000635137-0.0103834j 0.00971168-0.0102979j 0.000334054+0.000398073j 0.000668026-0.0105391j -0.00048843+0.0112732j 0.00173483+0.00459593j -0.00434192-0.0216989j 0.00282177+0.0136523j -0.0085906+0.0117815j 0.000153862-0.00647765j -0.0154468+0.015174j -0.00184287-0.00510985j -0.00140473-0.00267542j -0.00732895-0.0042754j 0.0131291+0.000865293j 0.00390386-0.00335724j 0.0190377+0.00626878j 0.00529669+0.0096885j -0.00449255+0.0013851j 0.0155703-0.0156757j -0.000631481+0.0028913j -0.0120041-0.00782895j 0.00529889-0.0245601j 0.00272294-0.0177213j 0.0171047+0.00792021j -0.00225697+0.00481262j 0.00789079+0.00599872j -0.0106303+0.0132264j 0.00367659-0.00972191j 0.000655257-0.00751952j 0.00149994-0.00672407j -0.00340241+0.0024351j 0.0018411-0.00367727j 
-0.00137551-0.00298448j -0.00512727+0.000107471j -0.000290493-0.00292608j -0.00129375+0.000810591j 0.00421754-0.00484976j 0.00298074+0.000705653j 0.00133977+0.00858723j 0.00667418-0.000686957j -0.00372653-0.0110302j 0.00992728-0.00514386j -0.000503717+0.0094626j 0.0064742+0.00903655j 0.0139724-0.00809011j 0.00687307+0.00191626j -0.00179055+0.00022866j -0.00835472-0.0038955j -0.0076727-0.00393809j -0.0126379-0.0106761j 0.0042475-0.000944193j 0.00533922+0.0137007j 0.00906661-0.00388569j 0.00641145+0.0128486j -0.00572802-0.0111895j 0.0198791+0.0217961j -0.00861962-0.00870962j 0.00347009-0.00171355j -0.00117219+0.0213033j 0.00771528+0.0130848j -0.0130531+0.0139201j -0.0122024-0.000193831j 0.00593307+0.0106278j -0.000746731+0.000514065j 0.000431284-0.00537202j -0.00782311-0.0374848j 0.00705304-0.00585052j 0.00360478-0.020942j 0.0117928-0.0258002j 0.00838729+0.00840881j -0.0177231+0.0112141j -0.0140927-0.0284617j -0.00678906+0.00986634j -0.00960319-0.00690851j -0.00266823+0.0189852j -0.00805063-0.00912098j -0.00796774-0.0139811j 0.00841833+0.00798801j 0.00362151-0.000939167j -0.00531577-0.00724994j 0.00508758-0.00199753j -0.00135907-0.000698901j -0.00377684+0.00349593j -0.00226709+0.00162448j 
-5.17308e-05-0.00280388j -0.00162092+0.000415885j 0.00163433+0.00304369j -0.00354751+0.0025088j -0.0011087+0.00869456j -0.00643142-0.00177709j -0.00522451-0.00365189j -0.00128179+0.000118437j 0.00454899+0.00686548j -0.00269817-0.00115805j 0.00109139+0.0164472j -0.00509942-0.0142769j -0.0111087-0.0105308j 0.00941111-0.00086653j 0.000260239+0.0050566j 0.00654765-0.0140573j -0.00679222+0.00216324j 0.00068269-0.0042222j -0.0114301+0.00292564j 0.0093146-0.0058623j -0.0167186-0.00732048j -0.00271369+0.010084j 0.000149921+0.00701205j -0.000742356+0.0185413j 0.00631532+0.00738542j 0.0183815+0.00514796j -0.00300632+0.025021j -0.00387456+0.00999785j 0.00851354+0.0181547j 0.015223+0.0162883j 0.0034732+0.0275684j -0.00480525+0.00966757j -0.0101327+0.00762803j -0.0117945+0.00072829j 0.0101423-0.0017499j 0.0077022-0.000495978j 0.00254706+0.00470442j -0.000197356-0.000490027j -0.0198958-0.0162282j -0.0101772+0.0113773j 0.010001-0.00583967j -0.0158155+0.00869551j 0.00211868-0.0220845j -0.00536348-0.00133876j 0.00099667-0.000356164j -0.00063814-0.00658038j -0.00175812+0.000499456j 0.00629206-0.00982339j 0.00126752+0.00201793j -0.00171109-0.00545762j -0.00105628+0.00417727j -0.000314536-0.000275242j 
-0.000208713+0.00433377j 0.00274929+0.000690881j -0.000246381+0.00318942j -0.00419782-0.00132507j -0.00918072-0.00475758j -0.00333404-0.0137j -0.00452368-0.00281179j -0.00287577-0.00105931j -0.017591-0.00376317j -0.000286968+0.00125127j -0.00267704-0.00935474j -0.0134661+0.0131033j -0.0121722-0.0027571j 0.00769305-0.000305982j 0.000949653+0.000113168j 0.00365073+0.0027092j 0.00367133+0.0059525j -0.00198141-0.0244913j -0.0142391-0.00646946j 0.0109016+0.00406096j -0.00540681+0.00342327j -0.00473894+0.00327485j 0.0024966-0.0171826j -0.00872059-0.00174345j 0.00405125-0.0199018j -0.00299907-0.0201213j -0.00977798+0.01055j -0.00383588+0.00142266j 0.0152287+0.000702248j 0.0127402+0.00105247j -0.00956315-0.00318597j -0.0060641+0.00905635j -0.00494828-0.0142788j -0.00836278-0.0289594j 0.0201803-0.0101378j 0.0127749+0.000546617j -0.0109378-0.0103142j -0.00499026+0.00846634j 0.0127942+0.0186672j 0.0249444-0.0222317j -0.00485331+0.00825984j 0.00254715-0.00811578j -0.00341428+0.0189479j 0.00229457-0.0148923j -0.000707934+0.000117829j 0.00209111+0.00231957j 0.00190834+0.00063186j -0.00344616+5.50811e-05j 0.000776651-0.00165572j 0.00229857+0.00198928j 0.000208272-0.000596786j -0.000741715+6.18579e-05j 
0.00290312+0.00575227j 0.00406916-0.00325141j -0.00137781+0.00126715j 0.00345509-0.00437983j -0.00362106-0.00270669j 0.000173458-0.00660258j 0.00584799-0.00108043j 0.00729964+0.00190783j -0.00692107+0.0120713j 0.00137114-0.000555144j -0.000157994-0.00798484j 0.00200205-0.000937303j 0.00915148+0.0236041j 0.000960684-0.00167689j -0.00966907-0.0117097j 0.000223101-0.00197718j 0.0130781+0.0115799j -0.00415866-0.00675566j 0.0113207-0.00361443j 0.00624514+0.00196126j 0.00351111-0.0126684j -0.00105434+0.00478019j -0.00942639-0.0185679j 0.00639487-0.0258587j -0.00396139-0.0187271j -0.00718369+0.00318341j 0.000420334-0.00595838j 0.0111181-0.013675j 0.00350466-0.00120945j -0.00988427+0.0297449j 0.0129651+0.018673j -0.0139273+0.0275433j -0.00139911+0.0105203j -0.00924342+0.00642917j 0.00923816-0.0210428j -0.0117245+0.0397709j -0.000856174+0.0253768j 0.0189367+0.0130535j -0.00169617+0.0128495j 0.00140329+0.00484964j 0.00337217+0.00474873j -0.00279972-0.0029867j -0.0037256-0.00366709j -0.0084005-0.0138205j -0.000677428+0.0155022j -0.00678291-0.00418171j -0.0058877-0.00705321j 0.00475883-0.00668964j -0.00255399+0.00322978j 0.00670819+0.003689j -0.000783152-0.00467133j 0.00348986-0.00194437j 
0.00170501+0.00344148j -0.000129562-0.0015143j -0.000289725+0.00324569j -0.00570359-0.00143419j -0.00299211+0.00229354j -0.00152435-0.00921641j 0.00243953+0.00593386j 0.00583846-0.00530659j -0.00906757-0.00308442j 0.00658282-0.00447056j 0.00155543+0.00110032j -0.00605267+0.00060213j 0.00391583-0.00445068j 0.0139378-0.0239608j -0.00121444-0.000385934j -0.00248491+0.0073002j 0.00846391-0.000380087j -0.0121269-0.0319315j -0.00449608+0.0100501j -0.0049525-0.00770002j -0.00657595+0.00278604j 0.00163367-0.000696333j 0.00277296+0.0172621j 0.0133638+0.000124633j 0.0105425+0.0191148j -0.00535978+0.000198881j -0.00175273-0.0120974j 0.01204-0.0081393j -0.0196135+0.0133001j 0.0178597-0.00171633j 0.00523706+0.00433406j 0.00987028-0.0229104j 0.0217708-0.0144716j -0.0100023-0.00306701j -0.000184616-0.0129711j -0.00991663+0.0173188j -0.00862749+0.0103123j 0.00269248+0.00414689j -0.0253995+0.0279005j -0.0229979+0.0135433j 0.00593873-0.00160223j -0.00605803-0.00139797j 0.00959813-0.0170397j -0.00243987-0.00211957j -0.0134015+0.0129172j 0.00125062+0.000383059j -0.00679494+0.0027738j 0.000645514-0.00672288j 0.00219881-0.000283809j 0.000977926-0.00405284j -0.00289109+0.00154911j 0.000916169-0.00194763j 
0.00113201+0.00822511j 0.0100604+0.00283361j 0.00103537+0.00584021j -0.000512685+0.000659531j -0.000389165-0.00488546j -0.000965314+0.000152597j 0.00547402-0.0100473j -0.00594882+0.00226589j -0.00642678+0.0101967j -0.00155594-0.0071264j -0.00368467+0.0082868j -0.00961308+0.00777328j -0.00432952-0.00690539j 0.0124888-0.0100021j -0.0098435-0.00639568j 0.00146977+0.0132671j 0.00595388+0.0178309j -0.0015642+0.010825j 0.0040295+0.016158j 0.0140248+0.00989292j 0.00509713+0.00447406j 0.00303755-0.015567j 0.00228871+0.00743265j 0.00714483+0.0121588j 0.00348149+0.0129535j -0.00128696-0.000933837j -0.00388225-0.00352972j 0.00784059+0.018055j 0.0038873-0.0330749j -0.00239842-0.0183508j 0.000115194-0.0207404j -0.00149508+0.00966907j -0.0138385-0.00462186j -0.00924034-0.0113166j -0.00608549-0.0199849j 0.0121475-0.00617044j 0.0142882-0.00882927j -0.00179523-0.0168398j -0.00159855+0.0194954j -0.0166981+0.0122104j -0.00561278+0.0102094j -0.0173688-0.012725j 0.00412986-0.000221943j -0.00314841+0.0196588j 0.00269779+0.00109071j -0.011649+0.00718968j -0.00214769+0.000126808j -0.00447586+0.00766111j -0.00531046-0.0088897j 0.00218189-0.00314838j 0.00890328-0.00882625j 0.00609849+0.0022036j 
-0.00126185+0.0039057j 0.00749753+0.00236406j -0.00089548+0.0044092j -0.00257184+0.00241411j -0.0029656-0.00526341j 0.0029098+0.00328484j 0.00479317-0.0148732j -0.00421367+0.00761222j 0.00193481+0.00434467j 0.00493858+0.00832716j -0.00173774-0.00926486j 0.00281818-0.0209681j 0.00893806-0.00517817j -0.00227974+0.00979296j 0.00325279-0.00225709j -0.0101078-0.0243561j 0.000180095+0.00439007j 0.000430889+0.00622502j -0.00128213-0.0153881j 0.00122536-0.0135737j -0.00811886+0.00315342j -0.00592855+0.0107363j -0.00949673-0.00829328j 0.0121585-0.00552642j -0.00753385-0.00828796j -0.00952544+0.00389285j -0.00588812+0.0240665j -0.00718524+0.00196698j -0.00683418+0.0400464j -0.00139526-0.00463036j -0.00451072+0.0198408j -0.00603918+0.00372282j 0.00384323-0.016335j 0.00285043-0.028337j -0.00166769-0.0117902j -0.00842548+0.00188124j -0.00717075+0.00473701j -0.0112238+0.00487233j 0.011491+0.0159421j -0.000506777-0.00229485j 0.00179328-0.0082313j 0.0062975-0.00330558j 0.00318526-0.0163472j 0.00277278+0.0076734j 0.000128093+0.00449843j -0.000887011+0.00593835j -0.00524583-0.00174353j 0.0048601+0.00611477j -0.00233489-0.00553764j -0.00499453-0.00364277j 0.00450071-0.00461436j 0.00248721+0.00307006j 
0.00222906+0.00158046j -0.00222997-0.00609938j 0.0049307+0.00867015j -0.0135205-0.00126239j 0.0039637+0.00366279j -0.00115688+0.00457326j 0.00258013+0.00333485j 0.0066849-0.00365213j -0.0019892+0.000873892j 0.000489032-0.000750895j -0.00166914-0.0183548j 0.000811349+0.000798866j 0.00296744+0.00683534j 0.00192005-0.0133152j 0.00186173-0.00379475j 0.00430758+0.0107976j -0.00245062-0.00245651j 0.00467671-0.0168223j -0.0130176+0.0130979j 0.00447394-0.00407085j -0.00824496+0.00856535j -0.00400693-0.00640263j 0.00204488-0.0123898j 0.000544349-0.0209233j -0.00568639-0.0157856j 0.00436575-0.0033175j 0.00191211-0.00745985j -1.18823e-05+0.0103442j 0.0071762+0.00813387j -0.00929229+0.0001983j 0.00697029+0.0187994j 0.00556083+0.00634938j 0.000833914+0.020356j -0.00339202+0.0156913j -0.00939657+0.0157812j 0.0047691-0.0100877j 0.00605434-0.0183193j 0.00772793+0.0212493j 0.00285366+0.0031109j -0.000831345+0.0163537j 0.000779652+0.0102052j -0.00788876+0.0176932j -0.0173567+0.014706j 0.0120807+0.0038164j -0.00780153+0.00719325j 0.0157002-0.000808531j -0.0162437-0.00534116j 0.00575778+0.00105601j 0.00858274-0.00633018j -0.00343513-0.012093j -0.00852052+0.00698685j -0.000616751-0.00180827j 
-0.00503215+0.000417658j -8.82483e-05+0.00539758j -0.00144861+0.00609221j -0.00613637-0.00136159j -0.00130486-0.0107025j 0.00387486-0.00573282j 0.000653673-0.00683089j -0.00352962+0.00380301j -0.00585489+0.00974739j 0.0129985+0.00456831j -0.00718311-0.00841066j -0.00471355-0.00555665j -0.00604018+0.00312912j 0.0100168-0.00889992j 0.00740947+0.00165429j 0.00120823+0.00502799j 0.0022325+0.00153008j -0.00784187+0.00271221j -0.00594628-0.00605957j 0.00450842-0.0166478j 0.00998766-0.00753568j -0.00915377-0.00195053j 0.00296588-0.00439966j 0.00229302-0.0052961j -0.000988633+0.00273264j 0.00522508+0.0150512j 0.00152063-0.00313479j -0.00468794-0.0261665j 0.00620156-0.0146006j -0.0108215+0.0248671j -0.00799002-0.00832727j 0.00657968+0.0148591j -0.00980404+0.00208541j -0.00687579+0.0134112j -0.00725723-0.0278158j 0.0135547+0.00743573j 0.0125973+0.0161911j -0.00557291-0.0201224j 0.00127344-0.0155365j 0.000797229-0.0216945j 5.24384e-05-0.00597205j -0.0117063-0.0147416j 0.00471176-0.00871872j -0.00661754+0.00579143j -0.00566554+0.00392793j 0.00325607+0.0192234j 0.00102479-0.0020637j -0.00543735+0.0041187j 0.00251424-0.00559837j -0.00451796-0.00322783j -0.00111634+0.000399701j -0.00458503+0.00305047j 
-0.00428706+0.00015837j 0.00527491+0.000683249j -0.00063627-0.00448148j 0.0070995-0.00447207j -0.000151395+0.00110025j -0.00124437+0.0115932j -0.000448558+0.00320528j -0.000998007-0.0129517j 0.00575612-0.00260619j 0.00127789-0.00305762j 0.0054335-0.0269179j -0.000699457-0.00395893j 0.00801762-0.000627587j 0.0023612-0.0166194j -0.00645691+0.0119844j -0.0060196-0.00270181j -0.00393244+0.0124857j -0.000418308-0.0231765j 0.00373548-0.000329244j 0.00640278-0.0342002j 0.00528805+0.00755186j 0.0158355-0.000149886j 0.00382229+0.00956066j -0.0125153+0.00720821j 0.00386739-0.000596457j 0.00637773-0.0141261j -0.00382994+0.0303606j -0.0103177-0.017808j 0.0161385+0.00462191j -0.0108708+0.00855933j -0.000735851+0.00702089j 0.0117629+0.0108016j -0.0159235-0.00195173j 0.00371062-0.00282695j 0.00219681-0.00981691j 0.00920651-0.00527259j 0.0179215-0.00868598j -0.00318183-0.00587611j 0.000125393+0.00342556j 0.00766678+0.011966j -0.016563-0.0140023j 0.00532839-0.00722559j 0.00201764+0.000963498j 0.00110542+0.0179584j 0.0105913-0.00205958j 0.000704115-0.000326656j 0.00688968-0.00720843j -0.00112519+0.00727217j -0.00183069+0.00924107j 0.00215856+0.00940885j 0.00282365-0.00540995j 0.00117554+0.00614964j 
-0.00357064+0.0047995j 0.00602705+0.00335656j -0.00193934-0.0027513j 0.000741845-0.00554878j -0.000671375-0.0184372j -0.00450593+0.000412912j 0.000604527+0.00449931j -0.00515382+0.00523118j -0.00288216-0.00949154j -8.6367e-05+0.00418386j 0.00184475+0.00689455j -0.00184547+0.016869j 0.000500286+0.00606977j -0.00631045+0.00375502j 0.00530962-0.00723528j -0.00349936+0.00664756j 0.00592298-0.00390203j 0.00641539+0.0119564j 0.00611524-0.00812082j 0.000477076+0.00905024j -0.00638295-0.0198507j -0.0152416-0.0032354j 0.00254701-0.00307933j 0.00344831+0.0118242j 0.0181641+0.0134942j -0.00201377-0.0094004j -0.00287551-0.0023546j 0.00708877-0.00594449j -0.0057079+0.0144482j 0.0159723+0.00605433j 0.0086641-0.00422593j 0.0521164-0.0117592j 0.0187373-0.000671289j -0.0132903+0.0122002j -0.00550717+0.0111004j -0.0125156-0.0289766j -0.00749196+0.0048784j 0.00630774+0.0123321j -0.0161475-0.0127773j -0.0180879-0.00942802j -0.00104098-0.00571583j -0.00690092+0.00488288j 0.0228399-0.00187247j 0.00881837+0.00556524j -0.00395478-0.00420083j 0.00322382-0.00776371j -0.00105068-0.00880201j 0.00705671+0.00286812j -0.00484768+0.00374336j 0.00259703-0.00206132j 0.00204727-0.00472908j 0.0019337+0.00447254j 
0.000605321-0.00376338j -0.00418683-0.00286495j 0.00311481-0.00172113j -0.00475984+0.00318596j 0.00370145+0.00501138j 0.00324549-0.0030001j -0.00141368+0.00961382j -0.000273994-0.000637163j -0.00373674+0.00046801j -0.00501385+0.00166386j 0.00588507+0.00457493j 0.0016609-0.000217007j -0.00376852-0.012475j -0.00368883+0.0153573j 0.00671908+0.0110751j 0.00167232-0.00795955j 0.00834975-0.0189332j 0.00183756-0.000832236j -0.00528785-0.00878558j -0.00530498-0.00685747j -0.000470329+0.0116353j 0.00318431+0.00729372j 0.00757509-0.00166273j -0.00509643-0.0111009j 0.0131048-0.0368433j 0.000133606-0.0174685j 0.0115672+0.0153719j 0.00854832-0.016438j -0.01393+0.0215859j 0.0152278-0.0134749j -0.000889903-0.0123894j 0.0219216+0.0151971j 0.0167238-0.0121903j 0.00095578+0.011549j -0.0119973-0.00807882j -0.0127114+0.0177797j -0.00831148+0.00272366j 0.00788414-0.0259317j -0.000832738+0.00532758j -0.00306717+0.0166142j 0.00512775-0.0153783j 0.00966247-0.00539192j 0.0135351-0.00612337j -0.00111784+0.0173744j -0.00712769+0.00162234j 0.00523528+0.0078157j 0.000298313+0.00690057j -0.00367072+0.00475713j 0.00561492-0.00239558j -0.00399392+0.00109805j -0.00320546+0.0036805j -0.00296495-0.000475668j 
-9.636e-05+0.000869524j 0.000594395+0.00363482j -0.00246763+0.00259848j 0.00298646-0.00272702j -0.00449725+0.00461741j 0.00203805-0.00252253j 0.00404282-0.0136442j -0.00514219+0.00244855j 0.00693167+0.0225681j -0.00672455-0.00103728j 0.00274768+0.0093697j 0.00126592+0.00383363j -0.00165095+0.00841428j -0.00198964+0.0054967j -0.00116005-0.00273624j 0.00788013-0.0158759j 0.00304868-0.0145375j -0.00308427-0.0100864j 0.000820213+0.0111063j 0.0031274+0.00566342j -0.00853499-0.0187675j -0.00850382+0.027546j 0.00522335-0.00392262j -0.000570558+0.0163307j 0.0109545-0.017262j -0.00608252-0.0085678j 0.00800551+0.00106247j 0.00463484-0.021375j -0.011559-0.00610613j -0.00376002+0.00486764j 0.00700417+0.0359603j 0.0129146+0.0270282j 0.00753915-0.00248094j -0.00543994-0.018348j -0.00824256+0.00514934j 0.000354952-0.00401774j -0.00475478-0.0125484j 0.00209928+0.00515701j -0.000260848-0.0194165j -0.0210053-0.011999j 0.00422284+0.000169383j -0.00392345-0.00423791j 0.00418396+0.00997977j 0.00249171+0.00825289j -0.000282313+0.0015511j -0.0103893+0.000217852j -0.00022998+0.000491507j -0.000805209-7.29523e-05j -0.00529034-0.00126595j 0.00551991-0.00582775j 0.00352578-0.000961455j 0.00169765-0.0017465j 
0.00187596-0.00493365j -0.00649609+0.00315787j -0.00536725+0.00523471j -0.00221556-0.00626506j -0.00379783-0.0117567j 0.00302846-0.00707405j 0.00130799-0.0209991j 0.00670093+0.00137091j 0.0138705+0.00593585j -0.00566729+0.00644759j 0.00108008+0.00707375j -0.00879374+0.00534342j 0.0011924-0.0151299j -0.0183627-0.0104162j 0.0112669-0.00801334j -0.00296545-0.00925602j -0.0205981+0.00605851j 0.00431146+0.0269248j 0.00358575+0.0108315j 0.00896496-0.0351731j -0.000867921+0.0156012j 0.00393054+0.0108878j 0.00873959-0.00915241j 0.00593794-0.0262412j 0.00314562-0.0040071j 0.000137211-0.00797109j -0.0100223+0.00354804j -0.00637776-0.0171286j 0.00909736-0.00574162j -0.000906448+0.0038906j 0.00521806-0.014127j 0.0243036-0.0177375j -0.00314118-0.00726157j 0.0070263-0.00756002j 0.00208699-0.00766446j 0.0228509-0.00613723j 0.0101868-0.00973803j 0.00721255+0.00400018j 0.00928088+0.0171922j 0.00575928+0.0099364j -0.00221123+0.00731055j -0.000249075+0.0201237j -0.0029199+0.00502289j 0.00446488-0.00338409j -0.00627282+0.00873039j -0.000569374-0.0114522j 0.00455225+0.00277529j -0.00468574-0.00744611j 0.00185203+0.00118356j 0.00245649-0.00257073j -0.00305228+0.00488427j -0.00147861-0.00533915j 
