-0.00778228+3.03577e-17j -0.0056223+1.66424e-06j -0.00680942-0.000483505j 0.00613117+0.000332689j -0.00356722-0.00013529j 0.00197766-0.000161114j 0.00744961+0.000347711j -0.0052247-0.000581967j 0.0014822+0.000238502j -0.00226603+0.000158492j -0.000467845-0.000409695j -0.0065123-0.000363114j 0.00463024+0.0005043j 0.00520779+0.000363285j -0.000374495+9.05076e-06j -0.00130341-0.000163688j -0.00141923+5.56838e-05j -0.0007135+0.000162959j 0.0019198+0.000148304j 0.00272673+8.90228e-05j 0.00032183+0.000463476j 0.00665336+0.000388977j 0.00202257+2.8982e-05j 0.00330914+0.000189163j 0.00140813+0.000423941j -0.00382253-0.00032218j -0.00491292-0.000727163j 0.00237563+7.63776e-05j -0.00109087-1.33001e-05j -0.00424394-0.000528458j 0.00544716+0.000723637j -0.00116546-0.000166669j -0.000659673+7.55626e-05j -0.000777727+0.000414755j 0.000137273-0.000271466j 0.00348258+0.000555568j 0.00311919+1.21363e-05j -0.00482696-0.000474831j 0.00317533-0.000394219j -0.000308355+6.2773e-05j 0.00192787+4.90246e-05j -0.00325041-0.000444434j 0.00251888-5.86213e-05j -0.00282488+0.000296018j -0.00549279-0.000176557j 0.00938528+0.000667788j 0.000876211-0.000642651j -0.00544651-0.00127025j 0.00658744-0.000328218j 0.0002954-0.000166266j -0.018926-0.000813293j 0.00521201-0.000634176j -0.0113526+0.00481227j 0.0385436+0.00279287j 0.00237692-2.19805e-05j 0.895321-0.00445721j 
0.00938528-0.000667788j -0.00297017+0.00044675j 0.000451992+0.00178926j 0.00125057-0.000332994j 0.0416284-0.00199086j 0.00923494+0.000760039j 0.0148287-0.000378415j 0.00456275+0.00247455j 0.0656416-0.00113694j 0.145074-0.000122975j -0.854701-0.00308049j 0.317706+0.00287147j -0.0247081-0.000538755j -0.070198-3.3905e-05j -0.035614-0.0005265j -0.0161369-0.00212921j -0.00319836+0.000377505j -0.0229016-0.000442781j -0.00168057-0.000825976j -0.0145017-0.000831373j 0.00603294-0.00061098j 0.00739134+0.00105087j 0.0019268+0.000157433j 0.00496635+3.89124e-05j 0.00205357-0.00118006j 0.00718844-0.000275498j -0.00196943+0.000456174j -0.0154286+0.00043415j -0.0041046+0.000608036j 0.0106489+0.000503366j 0.00375635-0.000716226j 0.00550896+0.000352295j -0.000484869-0.000101984j -0.00506683+0.000244364j 0.00745784-0.000639545j -0.000274412-9.24049e-05j 0.00191858+0.000317157j 0.00229733+0.00027378j -0.000406381-0.000114918j -0.0020897-0.000294207j -1.73684e-05+0.000780563j -0.00528042+0.000264562j 0.00714708+0.000522905j -0.00622603+0.000248926j 0.0022261+0.000354842j 0.000296546+1.95937e-15j 0.000345434+0.000298616j -0.000428092+0.000313289j 0.00673874-0.000152122j 0.00220885-0.000146593j 2.69742e-05-0.000382836j 0.0046931+7.67593e-05j -0.00364664-0.000138786j -0.000921109-0.00050556j -0.000850822-3.22121e-05j -0.00215706+0.000272389j 
0.000876211+0.000642651j -0.0094749+0.00130364j 0.0202791-0.000889351j 0.00122562-0.00109107j -0.00398633+0.00087125j -0.020929+0.0012518j -0.010666-0.00132058j 0.0259176-0.00140939j 0.0705082+0.000401149j 0.91672+0.00345556j 0.126626+0.000811067j -0.0579931-0.00195972j 0.00727091+0.000774802j -0.0175269-0.00187756j -0.02875-0.000536738j 0.0124031-0.000847993j -0.00264877+0.000992874j -0.0135163-0.000955063j -0.00606075+1.89758e-05j -0.0125892+0.00120265j -0.00689479+6.85047e-05j -0.00604182+0.000148218j 0.00522437+2.03887e-05j 0.00926729+0.000243817j -0.000354672-0.000153784j 0.0050199-0.00136083j -0.00646299+0.00045111j -0.00725008+0.000755261j 0.00464713-0.000112102j -0.00288419+0.00178022j -0.000496644-0.000118291j -0.000297112+0.000838988j -0.00126099-0.000412588j 0.000355881+0.000279163j -0.000478213+0.00013929j -0.00396318+0.00051218j -0.00316285+2.30589e-05j 0.000886663-5.06342e-05j 0.00268945+0.000280905j -0.00272702-0.000175637j 0.00128871+0.000515163j -0.000401135-0.000447953j 6.31635e-05+0.00101792j -0.00183426-0.000952932j -0.0011486-0.000101188j 0.000345434-0.000298616j -0.00255533+1.46801e-15j -0.00259602+1.14805e-06j 0.000676033+0.000663742j -0.00226415+9.29667e-05j 0.00174591+0.000118576j 0.00116641+0.00035195j 0.00100657-1.12977e-06j -0.0016838+0.000250861j 3.23746e-05-0.000335022j -0.000888386+9.98873e-05j 
-0.00544651+0.00127025j -0.000265511-1.02781e-05j 0.022862-0.000459131j -0.0218092-0.000800334j 0.047903-0.00227091j 0.0101221+0.00263197j 0.00390246-0.000815311j 0.0384445+0.0022632j 0.92952+0.000865631j -0.0746834+0.000183209j 0.0477392+0.00116646j -0.00630191-4.38147e-05j -0.00506204-0.000676422j -0.0475536+0.00161943j -0.0272685+0.00131442j -0.000772977+0.000162492j -0.00628616-0.00112326j -0.00894225+0.000693961j -0.00182785+4.48879e-06j 0.00955096+0.00120702j -0.00567178-0.00164908j -0.0037838-0.000471445j 0.00972203+0.000508962j -0.00194551-8.98619e-06j 0.00758155-0.000236491j 0.0102495+4.84058e-05j -0.00197004+0.000442676j -0.010595-0.000661705j -0.00166507+0.000450216j -0.00899192+0.000121996j 0.00344843+0.000252601j -0.00550528-0.000123529j 0.00624519-0.000489731j -0.00134272+0.000165574j 0.00264802-5.1475e-05j -0.00545268+0.000912484j -0.00151501+0.000850332j -0.00042301-0.000245209j -0.00225856+0.000272135j -1.67724e-05-4.05864e-05j -0.00126679+0.00064165j -0.000198375+0.000241008j -0.000618434+0.000710828j 0.00410284-0.000226901j 0.00325072+0.000387657j -0.000428092-0.000313289j -0.00259602-1.14805e-06j 0.00239912-5.68393e-16j 0.00176166+0.000721011j -0.00199832+0.000203711j -0.00099465-0.000506267j 0.0024425+0.000860818j 0.00316612-0.000467161j -0.00156361-0.000537957j -0.000839689-0.000412765j 0.00093746+0.000141627j 
0.00658744+0.000328218j 0.000347094-0.000964753j -0.0143672-0.00369087j -0.0542764+0.00256711j 0.0138952-0.00355097j 0.00898157-0.000251397j 0.00540373-0.00181302j 0.919636+0.00325635j -0.0199234+0.0026546j 0.00152504-0.00108837j -0.0023614-0.00257083j -0.00675274+0.0013149j 0.014541+0.00200934j 0.00464649+0.00219982j -0.005355+0.000760632j -0.00678065+0.000334479j 0.00509531+0.000304406j -0.00549529-0.000431075j -0.00321564-0.00060059j -0.00206973-0.000723856j -0.00299198+0.000845405j 0.00443397+0.000720925j 0.00251882+5.42813e-05j -0.00302431+0.000408382j -0.000897137+0.000967812j -0.0040534+0.000475669j -2.54391e-05-0.00146832j 0.000620522-0.000367934j 0.00341598-0.000215365j 0.000502411-0.000812105j -0.000309001+0.000695298j 0.00291719+2.55615e-05j -0.00312728+0.000311967j -0.00423864+0.000114268j 0.0014964+0.000295383j -0.00103775+0.000570335j -0.00385165-6.60047e-06j -0.00200515-0.000284498j 0.001121-6.03927e-05j -0.0012661+0.000493966j -0.00402078-0.00077402j 1.77738e-05-2.50473e-05j -0.00474654-0.000903712j -0.000247958+1.41725e-06j -0.000265086-0.000313314j 0.00673874+0.000152122j 0.000676033-0.000663742j 0.00176166-0.000721011j -0.00258058-1.5851e-15j -0.00275966-6.71893e-05j -0.0025896+0.00016496j -0.00245564-0.00063599j 0.00314216+0.000651239j 0.00541237+0.000487342j -0.0024978-0.000433131j -0.00321234-0.000659108j 
0.0002954+0.000166266j 0.0160723-0.000166974j 0.0379508-0.00132602j -0.00333074-0.0038474j -0.0403614+0.00212894j -0.0226095-0.00131908j 0.90965+0.00473336j -0.0121533-0.00217709j -0.0124688-0.00113086j -0.00362514-0.00124337j 0.00647002+0.00103013j 0.0238014+0.00225817j -0.00194695-0.00105682j -0.00207996-0.000860768j 0.00134246+0.000187028j -0.0050621-0.00154137j 0.00380838+1.87483e-05j 0.00131409+6.74298e-05j -0.00155662-0.000210357j -0.00451375+0.00197548j 0.00135057-0.000881106j -0.00290374-0.000106849j 0.00490477+0.00053446j -0.00480338-0.000679037j 0.00671713+0.000469696j -0.000687064-9.18595e-05j -0.00433063+3.27492e-05j -0.00348823-0.00064286j 0.00322482+8.3957e-05j -0.00335608+0.000548313j 0.00398568+0.000189831j -0.00137164+0.000476118j 0.00392383-0.000405475j 0.00240928-0.000440778j 0.00230123+0.000676176j -0.000378084+0.000868169j -0.00134124+0.000844641j -0.00237642-0.000199179j -0.00720508+0.000251144j -0.000516684+2.08037e-05j -0.00243826-5.12794e-05j -0.00148178+0.000136089j 0.000381461+0.000129657j 0.00580337-0.00045509j 0.00449221-0.000175065j 0.00220885+0.000146593j -0.00226415-9.29667e-05j -0.00199832-0.000203711j -0.00275966+6.71893e-05j -0.00458612-8.65627e-16j 0.00376296-0.000207199j 0.000324121+6.28016e-05j 0.00493705+7.60652e-05j 0.000894476-0.000234908j -0.00438441-0.000415835j 0.00335947+0.000322186j 
-0.018926+0.000813293j -0.00209816-0.000561175j -0.00546971-0.00105912j -0.0133524+0.00240258j -0.0121484-0.00168387j 0.918417+0.00366781j 0.0138951-0.00117385j 0.000206615-5.26994e-05j -0.000767008+0.00286023j 0.00583235+0.00114579j -0.0164876-0.00116843j -0.00021575-0.00188906j 0.00110793-0.000652173j -0.0035515-0.000169492j -0.00331319-0.000408889j -0.00366318+0.000522701j -0.00349191-0.000778392j 0.00480003-0.000347837j -0.00152081+0.00107856j 0.00440588-0.000317612j -0.00318718+0.00116683j -0.000121305-0.000557301j 0.00356965-0.000906224j -0.000437971+3.92351e-05j 0.0028105-0.000403162j -0.000760974-0.000332479j -0.00112918+0.00046676j 0.0065195+0.000145002j -0.000531549-0.000498191j -0.000716764+0.000288106j -0.00266648+9.07293e-05j -0.000585095-0.0003155j 0.00178766+6.63294e-05j 0.00222527-0.00031096j -0.00218289+0.000159616j 0.000157723-0.000882539j 0.0016516-0.000203672j -0.000534597+0.000196996j 0.000938883+8.79863e-05j 0.00290573-0.000265199j -0.00256412-3.15476e-05j 0.0018393-0.000579982j -0.00212638+0.000296067j 0.00319448+0.00012059j -0.00283391-0.000204581j 2.69742e-05+0.000382836j 0.00174591-0.000118576j -0.00099465+0.000506267j -0.0025896-0.00016496j 0.00376296+0.000207199j 0.00326697+6.63532e-17j -0.00393388-4.46366e-05j 0.00286874-9.39437e-05j -0.000205674+0.000157443j 0.00289713+0.000196389j 0.00251572-0.00014314j 
0.00521201+0.000634176j -0.0124144+0.000617288j 0.0466326-0.00475647j -0.0127734-0.0050759j 0.896131+0.00686849j 0.00446322-0.001947j 0.0155453+0.00256465j -0.0164985-0.00428165j -0.0162393-0.00252093j -0.0129702+0.000822092j -0.000666307+0.00175381j 0.00284091-0.00140243j 0.00477409+6.62252e-05j -0.000360167+8.31689e-05j -0.0066683+0.000527163j 0.00288639-0.00127016j -0.00229003+0.00047222j -0.00484206-0.000329302j -0.00109283-0.000554231j -0.00394641+0.00218041j 0.00184183-0.000175484j 0.000406264-0.000701715j 0.00263881+2.21698e-05j 0.000703892+0.000268352j 0.00326785+0.000596792j 0.00369963+0.000579631j -0.0043375-0.000363787j -0.00470885-0.000671656j 0.000391289-0.000355742j -0.00606783-0.000107905j 0.000426991+0.000822996j -0.00345113-0.0002237j 0.000210014-0.000340109j -0.0030426+0.000243818j 0.00175428+0.000518607j -0.00783639+0.000894539j -0.00552221+0.000404108j 0.00135791-0.000340545j 0.000655453+0.0001158j 7.69454e-05+0.000261454j 0.000630235-0.000582485j -0.0016907+0.00023108j -0.0018016-0.000124211j 0.00177377-0.000249959j -0.00107993+8.6886e-05j 0.0046931-7.67593e-05j 0.00116641-0.00035195j 0.0024425-0.000860818j -0.00245564+0.00063599j 0.000324121-6.28016e-05j -0.00393388+4.46366e-05j -0.00439097-2.48933e-16j 0.003579+0.000312925j -0.00150047+0.000268699j -0.00029203-0.00048512j -0.00181797-0.000169188j 
-0.0113526-0.00481227j -0.0382586+0.00263366j -0.00271554-0.000726531j -0.901894-0.0044349j 0.00239743+0.00505681j -0.0041007-0.00259065j 0.0127175+0.00397223j 0.0143466-0.0027766j -0.000265642+0.000429793j -0.00438033+0.000939825j 0.00168192+0.000237581j -0.00428263-3.66616e-05j -0.00479386-0.000230314j -0.00305005-0.00214956j -0.00256126-0.00163188j 0.000951235-0.000936618j 0.000237007+0.000195278j 0.00105563+0.000159201j -0.00073588+0.000207762j 0.0031476+0.000602057j -0.00514642-1.15663e-05j 0.00120982-0.000395982j -1.45666e-05+0.000227812j -0.000195195-0.000399439j -0.00172199+0.000366964j 0.0029325-0.000106753j 0.00156918-4.15292e-05j -0.000324819-8.01685e-05j -0.00157297+0.000219463j 0.000589365-9.85547e-05j -0.00232124-0.000145933j 0.00128159+0.000148393j 0.000394105+0.00029629j -0.0021669+1.59488e-05j -0.00158494-0.000169965j -0.000828153-0.000255253j 0.00148302-0.000431614j 0.00214073+0.000126081j 0.0022743-0.000426422j -0.000133835+3.05082e-05j 0.000962988-0.000131614j 6.95843e-05-7.66722e-05j 0.000479862-0.000378194j -0.00301854+0.000439015j -0.00288622+0.000111913j -0.00364664+0.000138786j 0.00100657+1.12977e-06j 0.00316612+0.000467161j 0.00314216-0.000651239j 0.00493705-7.60652e-05j 0.00286874+9.39437e-05j 0.003579-0.000312925j -0.00508346-4.55365e-17j 0.00130832-6.97124e-05j 0.0053192+0.000564424j -0.00265169-0.000318209j 
0.0385436-0.00279287j -0.010928-0.00502375j 0.893857+0.00581742j -0.000191968+0.00111236j 0.0052497-0.00504002j 0.00551787-0.00104845j 0.0163593-0.00159024j -0.0116842-0.00343331j 0.00543082+1.57236e-05j 0.00113835-0.000630202j 0.00708602-0.00211545j -0.00404743+0.000474483j -0.00193711+0.000651501j -0.00399268+0.00123407j -0.0050297-0.000228951j -0.0018246+0.00151608j 0.00198595-0.000628289j -0.00267295-0.000108003j 0.00280732+2.74777e-05j 0.00108707-0.00189574j 0.00136434+0.000755779j 0.00192924+0.000454533j -0.00163264+7.20039e-05j 4.25317e-05+0.000593542j -0.00134339+0.000287228j -0.00224068+0.000489343j 0.00127766-0.000972852j -0.00302946+0.000238597j -0.000848217-6.74898e-05j 0.00298058-0.00128698j 0.00159971-2.66253e-06j 0.00297338-0.00081526j -0.00188517+0.000624653j -0.0027307+0.000125378j 0.00117589-0.000445036j 0.00139058-0.00124118j -0.00150919-0.000500618j 0.000595401+0.000169876j 0.00190154-0.000226544j 0.000315725-2.66894e-05j 0.000349261+0.000348596j -0.00281005-0.000568018j 0.0018302-0.000127135j -0.00573965+0.000862692j -0.000778184-0.000318683j -0.000921109+0.00050556j -0.0016838-0.000250861j -0.00156361+0.000537957j 0.00541237-0.000487342j 0.000894476+0.000234908j -0.000205674-0.000157443j -0.00150047-0.000268699j 0.00130832+6.97124e-05j 0.00446266+2.7452e-16j -0.00239176-0.000290156j -0.0052146-0.00052076j 
0.00237692+2.19805e-05j -0.895553-0.0044199j 0.00827991+0.00499435j -0.0201866+0.00270435j 0.00455747-0.000805185j -0.000533463+0.00066252j -0.00692674+8.46482e-05j -0.00200562+0.00104298j -0.00271897-0.000149238j 0.00337039-0.00143761j -0.000342392+0.000347511j 0.00251744+0.000297238j 0.00207334-0.000428203j -0.00213146+0.000541205j 0.000897414+5.80958e-05j -0.00177155+0.000783831j -0.000366161-2.34555e-05j -0.000281472-0.000241272j -0.00166567-1.88255e-05j 0.0004255-0.000579679j 0.000329745-0.00029636j -0.00275607+0.000481872j 0.00135983+8.78783e-06j -0.000229537+4.73494e-06j 0.000946118-0.000286313j -0.000290259+0.000354357j 0.000754879+8.74844e-05j 0.00125487-0.000533785j 0.00102511-0.000147903j 0.000705268-0.000104898j -0.000251881-6.53116e-05j -0.000820207-1.80593e-05j 0.000555048-8.64367e-05j 0.00215634-0.000540889j 0.0011056+8.68386e-05j 0.000242049-0.000489998j -0.000319365-6.25032e-05j -0.000704005+0.000199284j -0.00253749+0.000402369j -3.45812e-05-0.000186717j -0.00121504+0.000215745j 0.00145654-0.00011707j 0.00023548+0.000167821j 0.00261303-0.000486767j 0.00397355-0.000330394j -0.000850822+3.22121e-05j 3.23746e-05+0.000335022j -0.000839689+0.000412765j -0.0024978+0.000433131j -0.00438441+0.000415835j 0.00289713-0.000196389j -0.00029203+0.00048512j 0.0053192-0.000564424j -0.00239176+0.000290156j 0.00455971+7.66271e-15j 0.00628735-1.8012e-06j 
0.895321+0.00445721j 0.00243205+8.27436e-05j 0.0205035-0.00287317j 0.00826155+0.00476618j 0.000506325+0.000785721j -0.00722+0.000916662j -0.000399787+0.000216182j 0.00446658+0.000495808j -0.00292732+0.00133908j -0.00190503+0.000460595j -0.00345752+0.000904569j 0.00110585-7.94908e-05j -0.00225621-0.000362852j -0.00110965-4.12742e-05j -0.000905233+0.000338657j 0.00204806-0.000206432j 0.000261792+0.000190944j 0.00173445-4.44956e-05j -0.0017907+0.000658442j -0.00050145-1.0087e-05j -0.00155757+0.00055965j -0.000608874-0.000133072j -1.82097e-05-0.000521398j -0.000346941-0.000169178j 0.00060067-0.000322046j 0.00311426-0.000661502j -0.000797549+0.000494707j 0.000416698-0.000276898j -0.00031955-3.35018e-05j -0.00154186+0.000733507j -0.00187404+0.00029642j -0.000756101+0.000441918j 0.00142147-0.000203975j 0.00119869-0.000157753j -0.00226775+0.000370813j -0.000731752+0.000341796j 0.000653154-0.000209169j 0.00142412+4.20074e-05j -0.000726151-9.28249e-05j 0.000904734-5.69467e-05j 0.000100146+1.23342e-05j 0.00104768-0.00025929j -0.00203993+0.000423728j 0.0028084-0.000704432j -0.00171329+0.000394793j -0.00215706-0.000272389j -0.000888386-9.98873e-05j 0.00093746-0.000141627j -0.00321234+0.000659108j 0.00335947-0.000322186j 0.00251572+0.00014314j -0.00181797+0.000169188j -0.00265169+0.000318209j -0.0052146+0.00052076j 0.00628735+1.8012e-06j -0.00454589+1.71824e-15j 
