0.0055211-0.00955059j -0.00783654-0.0044738j -0.0081374-0.0038673j 0.00496169-0.00716792j -0.00533856+0.000692508j 0.00440128+0.00309413j 0.0049721-0.00906663j -0.00786886-0.00556838j 0.00759531+0.00628847j -0.0016725+0.00425639j 0.00101078+0.0102113j -0.000859304-0.00475598j -0.00338913+0.00205833j 0.00443881+0.011172j 0.00597844+0.00284781j 0.000240218+0.00219592j -0.00126937+0.00335246j -0.00306624+0.00652606j 0.00193886-0.000572864j -0.00364417-0.00116744j 0.000825958-0.0017311j -0.00553627-0.00701966j -0.00465803-0.00505063j -0.00768105-0.00812282j 0.00592457+0.00124503j -0.000513121+0.00529598j -0.00482723-0.00528608j -0.00226338-0.00171223j 0.0035785+0.00205098j -0.00160004-0.00705238j 0.0038084-0.00111925j 0.00472156+0.00322212j -0.000523196-0.00362204j 0.00219188+0.00343009j 0.000148623-0.00144171j -0.00308097+0.000328977j -0.00457609-0.00680333j -0.00203944+0.00574023j -0.00236719-0.000326246j 0.00145588+0.00054779j 0.00806469+0.00090319j 0.00504947+0.00251026j 0.000947246+0.0011508j 0.00712048-0.000269736j 0.00183003+0.000624327j -0.0040109-0.00309877j 0.00268979-0.00265246j -0.000997963-0.00250325j -0.00607784-0.00509863j 0.00195171+0.00286447j 0.00312241+0.00111091j -0.00151867-0.00648624j -0.00282709-0.00250198j 0.00535711+0.00124202j 5.7633e-06+0.000911777j 0.0044691+0.00543229j -0.00521087-0.00626066j -0.000250993+0.0150546j 0.00697095-0.00149535j 0.00174387+0.00140968j -0.00858011+0.0184253j 0.000677231-0.00506403j -0.00435958+0.00546314j 0.00482751+0.0054273j -0.00193995-0.00188203j -0.000181803+0.00266554j 0.0028366-0.0146431j 0.00984284-0.00287671j 0.002494-0.0130789j 0.00469752-0.00624548j 0.00161006-0.00663975j -0.00861491-0.00790384j -0.0125047+0.00390964j -0.00412287-0.0189578j 0.0146307-0.0091012j 0.01062+0.00543977j 0.00796131+0.0304j 0.0516599-0.0133872j -0.00665614-0.0627037j 0.0341216+0.0326586j -6.33944e-08-0.0190403j -0.0118444-0.00212476j -0.00953325+0.00995149j 0.00418176-0.00727697j -0.014031-0.00261082j 0.0152111+0.000273164j 0.000282633+0.0149691j 0.0280035+0.0120051j 0.0462322-0.00298497j -0.0140491-0.0161544j 0.0807099-0.0119561j 0.0201818+0.076471j 
-0.00433006-0.00283265j 0.00250098-0.00563965j -0.00586282+0.00161949j -0.00801191+0.00797636j -0.00139866+0.00310549j -0.00341083+0.00808457j -0.00218809+0.00679551j -0.00654248+0.00866871j 0.00230198+0.0097125j -0.00252446+0.013676j 0.000761483+0.00707324j -0.00537145+0.007555j 0.0121319+4.27202e-05j 0.00289659+0.00131877j 0.0100175-0.00915259j 4.92089e-05-0.00572633j 0.00210323+0.00384807j -0.00653743+0.00486895j -0.0157315+0.00195825j -0.0101422+0.0172441j -0.00355614-0.0022885j -0.00242333-0.00210369j -0.0088716+0.00230996j 0.000304151-0.000516361j -0.0130961+0.00675919j -0.00112176+0.0151083j 0.00199667+0.0046873j -0.0200715-0.00069589j 0.00836815+0.00884749j -0.00706171-0.00283648j -0.00226927+0.000393405j -0.00236537+0.00798269j 0.00696987-0.00357235j -0.00077861+0.000263198j 0.00718321-0.00374003j -0.0094791+0.00195144j 0.000440999-0.0154843j 0.0107297-0.00516168j 0.0110016-0.0131501j 0.00502897-0.00790718j -0.0137605+0.0140717j -0.00179341+0.0140182j -0.00480866-0.00529676j 0.00153506+0.00619282j -0.0206038+0.0146j -0.00199039-0.00345534j 0.0129235-0.00243572j 0.00441978-0.00296819j -0.0148754-0.0165469j 0.00272626+0.00141074j 0.0151639-0.0137013j -0.0233244+0.00694167j -0.0247416+0.0108789j -0.00730901+0.00825231j 0.000564793+0.000642067j -0.00284134+0.000956899j -0.0318636+0.00782928j 0.0094212+0.00648124j 0.00464017+0.00912052j 0.0173531+0.00834165j 0.0147334+0.00901659j 0.00810612-0.00106008j 0.021797+0.0184127j 0.00997229+0.00469163j 0.0050765-0.0158287j 0.0403665-0.0162028j 0.0290508-0.0288234j -0.0286124-0.0040222j -0.00194317+0.0197906j -0.0479095+0.0309944j 0.0433027-0.0278957j -0.0369727-0.000591385j -0.0150052+0.0047j 0.011057-0.0197623j -0.00887164+0.00214489j -0.0104679+0.0256714j 0.0075005-0.0156953j -0.00860246+0.0305849j -0.0561056+0.0118562j 0.00596293+0.0270557j -0.00738518+0.00477027j 0.0249887-0.0215768j -0.00480463-0.0125854j -0.000359948-0.00995068j -0.0290718-0.00380987j -0.0230713+0.0128197j -0.0018032+0.00126386j 0.0311694-0.021568j 0.0103734-0.0151038j -0.015764+0.0176642j -0.0156999+0.0254951j 0.0325395+0.00290169j 
-0.00110558-0.00219871j 0.00663052+0.00368522j 0.00695248+0.00238846j 0.000183823+0.0020682j 0.00688677+0.00435061j -0.00315995+0.00320435j -0.00147515-0.00859157j 0.010822+0.00368288j -0.00686089-0.00607801j 0.0115445+0.00180696j 0.00441492+0.0150058j 0.0061454-0.000712585j 0.00520213-0.00252696j -0.00925956+0.00235239j -0.0100168-0.00653205j -0.00115422+0.0028116j 0.00286374+0.00459256j 0.00166717+0.00257435j -0.00836984-2.10711e-05j 0.00870679+0.00508062j -0.00357263-0.000727688j 0.0117837+0.00604369j 0.000932875+0.00368909j 0.000725591-0.00383168j -0.0110554+0.0103149j 0.0033691+0.00320069j -0.00140471-0.00401531j -0.00869441+0.00664617j 0.00729843+0.00727027j 0.00529052-0.00225276j -0.00436013+0.000713529j -0.00368284+0.00603861j 0.0162311-0.00220188j 0.0100032+0.00337563j 0.00742528-0.00109025j -0.00547488+0.00475622j 0.00668922-0.00893274j 0.00642182+4.72555e-05j 0.00834097-0.00357409j -0.0043244+0.00249617j -0.00671172+0.00318461j -0.00228298+9.25094e-05j -0.0117491+0.00368882j -0.00984723-0.00228855j 0.00102201-0.000552847j 0.0108522-0.00205485j -0.0118074-0.00456901j -0.00039412+0.00240229j -0.00594799-0.000722579j 0.0116973+0.00456934j -0.0159658-0.00291594j -0.00709985+0.00196151j 0.0171424-0.00378402j 0.00968947-0.00329516j -0.00958901+0.000984394j -0.00327242+0.00111708j -0.0182501-0.00242755j 0.000822621+0.00675175j 0.0116203-0.0100652j 0.0119646-0.00463046j 0.00319963+0.0124891j -0.00140911-0.00863673j 0.0119246+0.00295036j -0.0123225-0.00157973j -0.00664402-0.00516576j -0.00405536+0.00261263j -0.00957123-0.00878364j -0.0100775-0.00779974j 0.00280505-0.00732815j 0.00378569+0.000739333j -0.00478937-0.0114351j -0.00558769+0.00069195j 0.0035514+0.0137556j 0.00254139-0.0257536j -0.0209067-0.0105737j -0.0158612+0.00207629j 0.000549644+0.0319881j -0.0504582-0.0271448j -0.0215269-0.0533216j -0.00605745+0.0121567j 0.00323966-0.0153006j -0.0125409+0.00528825j 0.0115368+0.019207j 0.00130655-0.0207456j 0.000478182+0.00694614j 0.0189681+0.00651974j 0.000747423+0.00868813j 0.00231026+0.0201994j -0.0355007-0.00254408j 0.00232609+0.0117832j -0.050046-0.00798998j -0.0180251+0.0282124j 
-0.00342728-0.00248454j -0.00357738-0.0011989j -0.000791078-0.00423779j -0.00167884-0.000979724j -0.00175476-0.00464581j 0.00599703-0.000354549j -0.00151347-0.00254038j 0.000967891-0.00389122j 0.00899093-0.00503573j 0.012793-0.00296103j 0.0017059-0.00267889j 0.00336585+0.00311578j -0.00141272+0.00959006j 0.0100742+0.00119124j -0.00664612-0.00336899j -0.00496456+0.0054155j 0.00221079+0.00686419j 0.00820942-0.00477927j -0.0017347-0.00182242j 0.0150425+0.00160384j 0.00446076-0.00287546j -0.00237521+0.00657259j 0.0115996-0.0105243j -0.00508925-0.00680672j -0.00939249+0.00759813j 0.0231121-0.00671776j -0.00014114-0.00247904j -0.0101094-0.00246053j 0.0128233+0.00544681j -0.0205357+0.010417j -4.34179e-06+3.05487e-05j 0.000500917-0.00359771j -0.00644768+0.00101204j 0.00197404-0.0011423j -0.00204559-0.000778207j 0.00431782+0.0010171j -0.00837393-0.00658895j 0.00751609+0.00250244j -0.00197939-0.00231285j -0.00418168+0.00565403j -0.00619505+0.00416395j 0.00869762+0.000263277j -0.0198762+0.00423914j 0.0220144+0.000179961j 0.00468697+0.00232814j -0.0150462-0.00222764j -0.0182258+0.0169458j -0.0110759-0.00484851j -0.0136117-0.00224864j -0.00409565+0.0147562j 0.00971313-0.00360295j -0.0152594+0.00720901j 0.0178258-0.0136178j 0.0154503-0.00384041j -0.00326783-0.0039606j -0.000894812+0.00232242j 0.0136008-0.0102504j 0.0104156-0.000274645j -0.00380381-0.0061815j -0.00831233+0.00601167j 0.0182586-0.00548896j -0.013423+0.00348565j 0.0254261-0.0170493j 0.005044+0.00365179j -0.00772761+0.0133939j -0.00799844+0.00394722j -0.0421463+0.0141511j -0.0088313+0.00593412j 0.0204292-0.00124512j 0.02707-0.00924563j -0.0200223+0.0162861j 0.00745605-0.00753269j 0.0195104-0.0176276j -0.0165593+0.00806452j 0.000471481+0.0203261j 0.0203773-0.00562373j 0.0114402+0.018994j 0.00732011+0.045837j -0.00252918-0.0141632j 0.0317549+0.0137063j 0.0113271+0.00158657j -0.0166423-0.0110679j -0.0201119-0.011219j 0.0055138-0.0172105j 0.0154793-0.00477775j 0.00646628-0.0174676j -0.000660621+0.00430065j -0.0124688+0.00361504j -0.000510081+0.0236154j 0.0533236-0.0112189j -0.00305517+0.0129248j 0.0330573+0.00320378j 
0.0048949+0.00881434j -0.00064691+9.19088e-05j 0.00307819+0.00123482j -0.000965403+0.00442259j 0.00124378+0.000583638j -0.00185827-0.00506562j 0.0048321-0.000556813j 0.00827928+0.00389275j -0.00129119-0.0131868j 0.00361781-0.00399067j -0.00201163-0.0127985j -0.00173234+0.00364006j -0.000971078-0.000701477j -0.00351217-0.0192547j 0.00675068-0.00364194j -0.00430084+0.00357741j 0.00695655+0.00331317j -0.00400646-0.003154j -0.0131864-0.00300854j 0.00376348+0.00509767j -0.00133148+0.0016944j -0.00157344+0.00696754j 0.00633252-0.00574018j 0.00592886+0.0163594j -0.0162072+0.00526019j 0.00475842-0.0101186j 0.0123021+0.01066j -0.0117891-0.00026666j 0.0034721+0.00327938j 0.00381876+0.0138672j 0.00379673-0.00533864j -0.000130665+0.00230255j 0.0170574-0.00467101j 0.00194052+0.00244828j 0.00465958+0.00153141j -0.00732689+0.00502552j 0.0128854-0.00237541j 0.000288605-0.0053969j -0.00242569+0.00055497j -0.0102494+0.00120491j 0.00036009+0.00408335j 0.0131329-0.00294112j -0.0100454+0.00890261j -0.0126744-0.0117962j -0.00035184-0.00192371j 0.0100784+0.0146172j -0.00181619+0.000678649j -0.0107187+0.0153764j -0.00610411+0.00470668j 0.00769788+0.00513623j -0.00549307-0.0115561j -0.0100986+0.0177777j -7.7675e-05-0.00325905j 0.00048057-0.0119516j 0.00618256-0.00289673j -0.0158265+0.00675553j -0.00119887-0.0248267j 0.00281809-0.0181162j 0.0186802-0.000537925j 0.0177457+0.00697637j -0.00796688-0.000268246j 0.0193605-0.000201107j 0.0168402-0.014048j 0.00993791-0.0115481j 0.00208614+0.000497392j 0.0073447+0.00621019j 0.00700536+0.00566192j -0.0177946+0.0147663j 0.0162907+0.00496673j -0.00964178-0.00869678j 0.00789542+0.00267934j -0.0190371+0.0221291j -0.00947785-0.00085378j 0.00688759+0.0123723j 0.00503274-0.00756036j -0.00970755-0.0292308j -0.0216729-0.0233413j -0.00316121-0.0179626j 0.0104272+0.0487816j -0.00614621-0.0393076j 0.00689817+0.0143906j 0.00712619+0.0163036j -0.0297509-0.00589046j 0.0195844-0.00656053j -0.00108628-0.00310496j 0.0137793+0.00660611j -0.00242511-0.00477424j 0.000895552+0.00572385j 0.0354579-0.0129164j -0.00851477-0.00696299j 0.0187822-0.0137551j -0.0200058-0.0243709j 
-0.0032541+0.000686782j 0.00015993-0.00739508j -0.00381265-0.00979385j -0.00173954-0.00188602j -0.00155447+0.00134559j -0.00249178-0.00173777j -0.000914332-0.0020094j -0.00582131-0.00583158j -0.00467403+0.0120945j -0.00178373-0.0125736j 0.00312988-0.0049985j 1.51257e-05+0.00235041j 0.00214672-0.0137336j 0.000703275-0.000550238j 0.00483489+0.0125407j -0.00360457-0.00107097j 0.0122731+0.00324949j 0.00399169+0.00578794j -0.00950747+0.00271737j -0.00974889+0.00340959j -0.00331177+0.00405451j -0.00932475+0.00233885j 0.00601248+0.00545202j -0.00902108-0.0049536j 0.00416348-0.0027886j 0.0028295+0.00640874j -0.00334672+0.00449952j 0.00798613+0.00383143j -0.00635955-0.000673899j 0.00508402-0.00127745j 0.0103169+0.0140265j 0.0034956+0.0124818j 0.00903774+0.00647054j 0.00280562+0.0022886j -0.00777934+0.00200747j -0.00550806+0.000483651j 0.00829342+0.000518492j 0.00326322-0.010927j 0.00488103-0.0132214j -0.0101041+0.00219144j 0.015012+0.0119736j 0.0112519+0.00777821j 0.00663009-0.0031166j -0.0198383+0.0178922j 0.0158073-0.000662915j 0.00747782-0.00760465j 0.00825738+0.00335879j -0.00307386+0.0136654j 0.00974068-0.0121255j 0.00358028-0.0117767j -0.0046503+0.0199099j 0.00953364+0.00199545j 0.00414634+0.00587307j 0.00734289+0.00404561j 0.00503873+0.0042552j -0.00481654+0.00846955j 0.0117392-0.00284613j 0.00473068-0.02611j 0.00869806-0.00808502j 0.00443431-0.010364j -0.0279522-0.00249456j 0.0315594-0.00373467j -0.0076753+0.0167932j 0.00903834-7.15611e-05j 0.0124123-0.0132783j -0.0208007+0.0171636j 0.00222824+0.00388802j 0.00844683+0.00433028j -0.0198283-0.00502539j 0.00731467+0.00344969j 0.00152302+0.0208732j -0.0217007+0.00426069j -0.0163098-0.0159994j 0.0101111-0.000969609j -0.0251804+0.023646j -0.00355148+0.00980511j 0.012632-0.00405031j 0.025589+0.0446814j -0.0155226+0.0154018j 0.0136491+0.0228009j 0.0271866+0.0154489j -0.0407511-0.0221395j 0.0202488-0.0011099j 0.000408657+0.0136831j 0.0146422-0.00142471j 0.000325138+0.00391925j -0.0126483+0.00815927j 0.00496654+0.0100658j -0.00516812+0.00588955j 0.00174001-0.000594781j 0.00194055+0.0228444j 0.0239351-0.00840971j 
0.00124436+0.00257511j -0.00054917+0.00302493j -0.00532259+0.00341335j 0.000365265+0.00969622j -0.00348557+0.00184853j 0.0020518-0.014147j 0.00228321-2.04634e-05j -0.00310133+0.000733897j -0.0043814+0.000964051j -0.00151358+0.00937746j 0.00224818-0.00525317j 0.00239798+0.00603563j 0.000773276+0.00697572j -0.00755735+0.00350606j -0.000462657-0.000940782j -0.00453006+1.76534e-05j -0.00485075-0.00404755j -0.00423419+0.00861224j 0.00177431+0.0136145j -0.000410404+0.00463355j -3.62664e-05+0.0108105j -0.0113349-3.09031e-07j -0.0127554+0.00463748j 0.00144009+0.000831279j 0.0146846-2.16338e-05j -0.002194-0.00414146j -0.00624588+0.00253027j 0.00183927-0.0012853j 0.00671072+0.00133727j 0.00856469-0.00820309j 0.0115333-0.00737779j -0.000385464-0.00675571j 0.00594851-0.00397299j -0.0105139-0.000387557j -0.000461572+0.00137647j 0.0102353-0.00186854j -0.000231241+0.00336833j 0.00550678-0.00333491j 0.000497101+0.0100533j 0.00143222+0.000742373j 0.0085152-0.00716797j 0.00648904-0.0154274j 0.0172439-0.0184411j -0.00353232+0.00624579j 0.00715624-0.0135265j -0.00100975+0.00180875j -0.00278787-0.0235953j 0.00154167+0.00584244j -0.0101163+0.0203056j -0.0163677+0.00157842j 0.0106494+0.00243465j -0.00376412+0.0147353j -0.015856+0.00935069j 0.00404125+0.000456376j 0.00776464-0.0104556j 0.00786542-0.00377823j -0.0155719+0.00380827j 0.00447899+0.00139633j 0.013522-0.025847j 0.0120027-0.0106215j -0.0219578+0.0233862j 0.00219821-0.00489606j 0.0208239-0.0181902j -0.0206017+0.0024488j -0.00746751-0.00223083j -0.007128-0.00612196j 0.025482-0.0134712j 0.0273753+0.00142681j -0.0239061+0.013825j 0.0176118+0.00151195j 0.00450623-0.00844704j 0.00864987+0.024606j -0.00972463+0.0186236j 0.0178905-0.00768305j -0.0266567-0.00013092j 0.00232149-0.00894561j 0.014628-0.00479825j 0.0195234-0.0202017j 0.0107429+0.0212193j -0.0146299-0.0132445j 0.0364231-0.00157507j 0.00483591+0.0208056j 0.0303156+0.00976252j 0.00181484+0.010868j -0.0152013+0.015121j 0.00575083-0.000764895j 0.0150837+0.0180642j 0.00807681-0.0118838j -0.00159937-0.00265751j -0.0119334+0.0141533j 0.0104637-0.0152075j -0.00355385-0.0115399j 
0.00404511-0.00199121j 0.00241022+0.00113602j 9.02536e-05-0.00395813j -0.00292551-0.00288333j -0.00280209-0.00305977j -0.00494113-0.00455135j 0.00769067-0.00453776j 0.00165278-0.00101879j 0.0013959+0.00732946j -0.00161344+0.00883496j -0.00129397-0.00290618j -0.00625656-0.00356178j -0.000502951+0.00530614j -0.0122097+0.00554561j 0.0178718-0.00191107j -0.00188005+0.0049704j 0.00164659+0.00477034j -0.00015882+0.0187069j -0.00370514-0.00664666j 0.00225461-0.00170635j 0.00475662-0.00478687j -0.0135368-0.00649514j 0.0149242-0.00799167j 0.0153237-0.00513085j 0.0139842-0.00229865j 0.00952981+0.00750233j 0.0195508-0.00481259j 0.00959348-0.00280304j 5.30858e-05-0.00702888j -0.000996918-0.00968374j 0.00345337-0.0112293j 0.0216618-0.000848551j -0.00790403+0.005675j -0.0112972+0.00230335j -0.00669752-0.00231909j 0.00364214-0.0166703j 0.00158156+0.00330941j -0.0070404+0.0151897j -0.00238563+0.0103018j -0.00424884+0.00105197j 0.00508433-0.0164284j 0.0117103+0.00348931j 0.0172157+0.0160157j -0.00547613-0.00619498j 0.00154749-0.00253286j 0.00790295+0.0079847j 0.00528547-0.00448847j 0.00901621+0.00942881j -0.00810849+0.00331507j -0.028397+0.00263186j 0.002859+0.0132395j -0.00219296-0.0134941j -0.0299152+0.000157946j -0.0301263+0.00786986j 0.0179708+0.00875745j 0.00294629-0.000807835j 0.00837263-0.0152544j 0.0173222+0.023436j -0.00115757-0.0147792j 0.0104961-0.0021295j 0.0278907+0.0124764j 0.0136715+0.00562931j 0.0348108+9.73201e-05j 0.0249915-0.000537617j -0.00806969-0.00026382j 0.00118071+0.00681279j -0.00989464+0.000127942j -0.0247394-0.0106685j -0.00167723+0.00401322j 0.00174495-0.00326293j -0.00916916+0.00084645j -0.0227899-0.00264754j 0.00350158-0.025356j 0.00306005+0.0190114j 0.0114429-0.0029259j 0.0158521-0.0239785j -0.0113709+0.0183296j -0.012629-0.00818895j 0.0179469-0.0247909j 0.00685214+0.0257527j -0.0415631-0.000966149j 0.0232332+0.0203083j 0.00227547+0.0160628j -0.018571-0.00514872j 0.0119463-0.00732912j -0.0114325-0.00123707j 0.025169+0.00260994j -0.00340664+0.0157996j 0.00264515-0.00580889j 0.00192402-0.00942236j -0.0146863-0.00844894j -0.0117333+0.0102702j 
-0.000291163-0.00243161j 0.00448017+0.00866396j 0.000101381-0.00599343j -0.00500647-0.00566843j 0.0059921+0.00489524j -0.00183605+0.00632678j -0.00183301-0.0127697j -0.00403775+0.00822538j 0.00295081+0.00289391j -0.00041475-2.88632e-05j 0.00340127-0.000776566j -0.011743-0.00299492j 0.00404263-0.0101099j -0.00194359+0.000871833j 0.0191848-0.00834011j -0.00318044+0.000188028j 0.0131252+0.00268169j 0.00845615+0.00691893j -0.0135761-0.00290071j -0.00769809-0.00117328j 0.00331199-0.0130415j -0.00112741+0.00225307j 0.00398116-0.0107894j 0.00224572-0.0112907j -0.0159389-0.00662729j 0.00881374-0.00219632j 0.0133243-0.00912297j -0.00438147-0.0111594j -0.00228685-0.00416539j -0.0179201+0.00499902j 0.00415245+0.0023573j 0.0104965-0.00385842j -0.00230246+0.00384239j -0.00740045+0.0116622j -0.00123656-0.00123481j -0.00207852+0.00664063j 0.000582746+0.00236903j 0.00962025+0.00216721j -0.00758589+0.00503347j 0.00186323-0.00730389j 0.00783407-0.0105753j 0.00660782-0.00363248j -0.0207467-0.00881576j 0.01518+0.0131021j -0.00296703+0.00625j -0.0058368-0.0124988j 0.00117843-0.0148081j 0.0103374-0.00643262j -0.00401684-0.00641573j 0.0113647-0.00601799j 0.00423303-0.00356721j -0.0134368+0.00429346j 0.00910753+0.0073526j 0.00786183+0.00610103j -0.00271635-0.0019072j -0.00677984+0.0190372j 0.00952967+0.00199383j -0.0303114-0.00456767j -0.00503521-0.00012024j -0.00708622+0.00139423j -0.0156898+0.00699389j 0.00858388+0.00430004j 0.0110998-0.00195627j -0.00509221-0.000475356j 0.00402829+0.00046378j 0.00526173-0.00901161j -0.00347895-0.0129814j -0.00283792-4.06333e-05j -0.011835-0.0115005j -0.020116-0.0113136j 0.0305901+0.00723471j 0.0122049+0.0100474j 0.0145787-0.00630052j -0.00305029+0.0014138j -0.0180398-0.00775942j 0.00728465-0.00344878j 0.0135305-0.0021891j -0.00117783-0.0440772j 0.00180565-0.0142507j -0.0115717+0.00925126j 0.0132737-0.00370476j 0.00664886-0.0113038j 0.0294687+0.0084955j -0.00349387+0.0167549j 0.0122151+0.00170683j -0.00228895-0.000584119j 0.000776806+0.00287729j -0.00280957+0.00475605j -0.000399643-0.0130912j -0.0202398-0.00772947j -0.00865097-0.0119325j -0.00863042+0.00879264j 
-0.000251719+0.00312987j 0.00166555-0.00180625j 0.00429843-0.0014807j 0.00336626-0.000305136j 0.0067007+0.00259507j -0.00201719+0.00859301j 0.000506289-0.00162336j 0.00441972+0.00575828j -0.00623381-0.00431832j 0.000803649-0.0130503j -0.00044519-0.00774772j 0.00658961-0.00900668j -0.000878418-0.0122598j -0.00688429-0.00231722j 0.00576576+0.0104014j -0.0078713+0.00681087j -0.00360086+0.00999112j 0.0115703+0.00421881j -0.00478689+0.00604461j -0.00300213-0.00125054j -0.000425482+0.0112424j 0.0134956-0.00638256j -0.00194842+0.00727535j 0.00362312+0.00846403j -0.00425546+0.00444403j -0.00130446+0.00312236j 0.0136823+0.0023268j 0.00705221+0.0143606j -0.000857074+0.00142336j 0.00688442-0.0099785j 0.00596085-0.00843845j 0.00890301+0.0158074j 0.0105997-0.0138312j -0.00350989+0.00611872j 0.00328444-0.0111347j 0.0101701-0.0105698j -0.0134658+0.00988257j -0.00273359-0.00959355j -0.00446441-0.0102621j -0.00679365+0.00108943j 0.018964+0.0156935j -0.00397182+0.00332103j -0.00283863+0.014247j -0.00907039-0.0073226j -0.00352323-0.0137419j 0.0113843-0.000993341j -0.00929705-0.00172859j 0.0042066+0.0117751j 0.00362402+0.00060495j 0.0174899+0.00770216j -0.0124581-0.0195436j 0.0137726+0.0186984j 0.0148952-0.00977666j -0.0142549-0.0165858j 0.0157772-0.00594585j 0.0204956-0.000787307j -0.0215702+0.00478552j -0.0313823+0.0139183j 0.0103334+0.00316438j -0.00162084-0.00482299j 0.00824763+0.0133785j -0.0209052-0.00402592j 0.0130928-0.0105373j -0.0160822+0.0159454j -0.017014+0.0122564j 0.0328563-0.00465973j 0.0105032-0.0064246j 0.00552406-0.00469731j -0.0174051+0.0168008j 0.0014368-0.00570845j -0.0111966+0.00438143j 0.00660494+0.00875964j -0.0159182+0.00426518j 0.015692+0.000623197j 0.00572478+0.0048175j 0.0148997-0.0155313j -0.00325881+0.00342628j -0.00533299+0.014216j 0.00534733+0.0055182j -0.0162211+0.0129082j -0.00357594-0.0276945j -0.0122332-0.00605744j -0.00680239-0.00483413j -0.0381619-0.00405475j -0.00418024+0.00222429j -0.00908617-0.0193054j -0.00563201+0.0178985j -0.0130312-0.0166219j -0.00282793-0.00242993j 0.0069942+0.00201253j -0.00657201-0.000577536j 0.00076732+0.00683185j 
-0.000183645-0.00248805j 0.00303534+0.000978701j -0.0049202-0.00480616j -0.00379246+0.00732737j -0.00336792-0.00644713j 0.00302335+0.00821907j 0.00293022+0.00912344j -0.0060149-0.00332601j 0.00452816-0.00387013j -0.00210899+0.000523341j -0.00320194+0.00075951j 0.00246253+0.00513995j 0.0112493-0.00158181j -0.00461739+0.00199369j 0.0132608+0.000391739j 0.00109927-0.00280674j -0.00358839-0.00755577j -0.00664845-0.00441106j 0.00270349+0.00729839j -0.00372813-0.00239887j 0.0103035-0.00188657j -0.00496568+0.00117424j -0.0135947-0.0124917j 0.00603177-0.0171751j 0.00174893+0.00259803j -0.00134729-0.00234191j 0.00476506-0.0121629j -0.012002-0.00420894j 0.00688459-0.0107366j -0.00651918+0.00570988j 0.000692561+0.00382771j 0.0172835-0.0020586j -0.0228406+0.00959169j 0.00401202+0.00344484j 0.00558702+0.00191685j 0.012334-0.0031013j -0.000903708+0.00802809j -0.00196076+0.0081524j 0.00607423+0.00588941j -0.00300009-0.00905296j 0.00687573-0.000854452j 0.00262422+0.00719932j -0.00642542+0.0045815j 0.00538057+0.00201856j 0.00178253+0.00812618j 0.00343947-0.00479579j -0.00124762-0.0145808j 0.0168603-0.00385955j -0.00491816+0.0040768j -0.00774225+0.00526519j 0.00371888+0.00696107j -0.00348843-0.0113674j -0.015898+0.013581j -0.0153165+0.0202996j -0.00483554+0.0102434j 0.00657778+0.00985146j -0.026391-0.00536545j -0.0222944+0.00266575j -0.000230788-0.00309472j -0.00352344-0.00985684j -0.00569793-0.0278777j 0.000677186+0.00566938j -0.0126315-0.00753881j -0.00170278-0.0177373j -0.0145807-0.0166304j 0.0147928-0.0171398j 0.0197715+0.00286302j 0.0326195+0.0263065j -0.00680938-0.00127999j -0.00978648+0.0130524j -0.00206921+0.00510266j 0.0114123+0.0132453j -0.0132363-0.0121536j -0.00890996-0.00139923j 0.0133425-0.00153304j -0.005177-0.00647668j -0.00276853+0.00673067j 0.00679391+0.0215051j 0.0190049+0.0150397j 0.00970327+0.0137833j -0.0223188+0.0219454j 0.00082246-0.00251771j -0.0207813-0.00715497j -0.00864296+0.00742914j -0.00524252+0.0130637j -0.0154893-0.022315j -0.0129644-0.00127009j 0.00371377-0.00647782j -0.00991214-0.00223604j -0.00163308+0.00682693j 0.00879679+0.00789234j 0.0135351-0.00371537j 
