0.0055211-0.00955059j -0.00783654-0.0044738j -0.0081374-0.0038673j 0.00496169-0.00716792j -0.00533856+0.000692508j 0.00440128+0.00309413j 0.0049721-0.00906663j -0.00786886-0.00556838j 0.00759531+0.00628847j -0.0016725+0.00425639j 0.00101078+0.0102113j -0.000859304-0.00475598j -0.00338913+0.00205833j 0.00443881+0.011172j 0.00597844+0.00284781j 0.000240218+0.00219592j -0.00126937+0.00335246j -0.00306624+0.00652606j 0.00193886-0.000572864j -0.00364417-0.00116744j 0.000825958-0.0017311j -0.00553627-0.00701966j -0.00465803-0.00505063j -0.00768105-0.00812282j 0.00592457+0.00124503j -0.000513121+0.00529598j -0.00482723-0.00528608j -0.00226338-0.00171223j 0.0035785+0.00205098j -0.00160004-0.00705238j 0.0038084-0.00111925j 0.00472156+0.00322212j -0.000523196-0.00362204j 0.00219188+0.00343009j 0.000148623-0.00144171j -0.00308097+0.000328977j -0.00457609-0.00680333j -0.00203944+0.00574023j -0.00236719-0.000326246j 0.00145588+0.00054779j 0.00806469+0.00090319j 0.00504947+0.00251026j 0.000947246+0.0011508j 0.00712048-0.000269736j 0.00183003+0.000624327j -0.0040109-0.00309877j 0.00268979-0.00265246j -0.000997963-0.00250325j -0.00607784-0.00509863j 0.00195171+0.00286447j 0.00312241+0.00111091j -0.00151867-0.00648624j -0.00282709-0.00250198j 0.00535711+0.00124202j 5.7633e-06+0.000911777j 0.0044691+0.00543229j -0.00521087-0.00626066j -0.000250993+0.0150546j 0.00697095-0.00149535j 0.00174387+0.00140968j -0.00858011+0.0184253j 0.000677231-0.00506403j -0.00435958+0.00546314j 0.00482751+0.0054273j -0.00193995-0.00188203j -0.000181803+0.00266554j 0.0028366-0.0146431j 0.00984284-0.00287671j 0.002494-0.0130789j 0.00469752-0.00624548j 0.00161006-0.00663975j -0.00861491-0.00790384j -0.0125047+0.00390964j -0.00412287-0.0189578j 0.0146307-0.0091012j 0.01062+0.00543977j 0.00796131+0.0304j 0.0516599-0.0133872j -0.00665614-0.0627037j 0.0341216+0.0326586j -6.33944e-08-0.0190403j -0.0118444-0.00212476j -0.00953325+0.00995149j 0.00418176-0.00727697j -0.014031-0.00261082j 0.0152111+0.000273164j 0.000282633+0.0149691j 0.0280035+0.0120051j 0.0462322-0.00298497j -0.0140491-0.0161544j 0.0807099-0.0119561j 0.0201818+0.076471j 
-0.000565258-0.00272887j 0.00107364+0.00145201j -0.00167369+0.00142285j 0.00138568-0.00336491j -0.00514628+0.00440164j -0.0150887-0.00598258j -0.00478023-0.00380033j 0.00697217-0.016636j 0.00743243+0.00490017j -0.00481809-0.00407219j -0.00537709-0.00601488j -0.0014533+0.0106395j 0.000652224-0.000149472j -0.0076969-0.00194628j -0.00830425-0.0116323j -0.0121892-0.00465157j -0.00785143-0.00875497j -0.0107996+0.00802743j -0.00901775+0.00390072j 0.0122138-0.0088373j 0.00462825-0.00268676j -0.00276788-0.0119723j 0.00754748-0.004673j -2.76266e-05-0.00452079j -0.00157278-0.00938561j -0.0107319+0.0124483j -0.00568423-0.00419839j 0.00225949+0.000206468j -0.00998501+0.0224904j -0.00801463-0.00635605j -0.0011697+0.0129494j -0.00459986+0.000478198j -0.00825191-0.0195005j -0.00184889+0.00154908j 0.022966+0.0203143j 3.2911e-05+0.000186171j -0.00864654+0.00182493j -0.0103994+0.00462495j -0.0184703+0.0037255j -0.00943414-0.0040782j 0.0182126-0.0195978j 0.00456558+0.0135824j -0.0208261+0.00744073j -0.0079989-0.00051769j 0.0124409-0.00486328j 0.0116773+0.00051916j -0.0157757+0.0153042j 0.00903179+0.0182266j 0.00814423-0.00815923j 0.00406223-0.0226319j -0.0103517+0.00639247j -0.00738136+0.00580386j -0.0108718-0.0201859j -0.000785712-0.00323412j -0.00901134-0.0154026j 0.0176624-0.000522382j 0.0154228+0.000511391j 0.0349855+0.0141129j -0.0150597+0.0043353j 0.00755468+0.0094761j 0.00315449-0.0103997j -0.00463667+0.0140984j -0.000990486+0.00542624j -0.0243003-0.00812906j -0.00242587-0.0137898j 0.0237361+0.0128499j -0.0104649+0.000949543j 0.0105185+0.00373799j 0.00792109+0.00151183j -0.00618269-0.00468444j 0.0015598-0.0027116j -0.0069017+0.00193231j 0.000834819-0.00455169j 0.00973988+0.00541616j 0.00480818+0.00364803j 0.00127769+0.00724561j -0.00964671+0.00990814j -0.00805239-0.00877437j -0.00135264-0.0024671j -0.00475625-0.00866263j -0.00448462+0.00377435j -0.00380889+0.00791354j -0.0138563+0.000786253j 0.00265617+0.00577441j -0.00179293+0.000569662j 0.000895765+0.00121608j 0.000496672-0.00686285j 0.000122649+0.00305503j 0.00397516+0.000174047j -0.00174674-0.00544722j -0.00209099+0.00131938j -0.000274063+0.00448405j 
0.00289521+0.00407309j -0.00329055-0.00244991j 0.000542314+0.00120387j 0.00110919+0.0023939j -0.0034889+0.00264009j -0.00727746-0.0035208j 0.00496521-0.00189098j 0.00736237+0.0045143j 0.00240218+0.0172698j 0.0101568-0.00117958j -0.00634924+0.00105153j 0.00424654+0.00285409j -0.000142236-0.0112324j -0.0072042-0.00575771j -0.00763845+0.000556329j 0.00588596-0.00699499j 0.00332875-0.0123473j -0.00597574+0.0144003j -0.00452192+0.00409768j 0.00245685-0.00235172j -0.000586071+0.00240841j -0.010842+0.00745662j 0.00803765+0.0152615j 0.00308174-0.0110187j -0.0107889+0.00180481j -0.00129722+0.0195923j -0.000135565+0.0170026j -0.0141338+0.00066775j 0.00330025-0.0114424j 0.00488115-0.00648868j -0.010361+0.00831468j -0.0101475-0.00561054j -0.0239764+0.018324j -0.00897035+0.00194605j -0.0031999+0.000521384j -0.0343891+0.0291312j -0.0105662-0.00893334j -0.0100226+0.00128245j 0.000140068-0.00583251j -0.00345714+0.0238594j -0.00791758+0.00349874j 0.00706448-0.00671638j -0.0204972-0.00481347j 0.0189262+0.023815j -0.0126278-0.00163725j -0.0147127-0.0061786j 0.00711944-0.00741033j -0.0119963+0.0216678j -0.0095357+0.00712114j 0.00364815+0.00198888j -0.00703167+0.0139217j -0.00688881+0.00165119j -0.0147498+0.00866649j -0.00899265-0.00135027j -0.000674731+0.00289179j 0.00910232-0.00184385j 0.0123038-0.012388j -0.00229126-0.00499452j 0.00482329-0.00975331j -0.00620368-0.0157685j 0.00325562+0.0197737j -0.00368362-0.0116815j -0.0182385+0.0076673j 0.0127646+0.0150776j -0.0144319+0.0128687j 0.0210709-0.013649j -0.0102282+0.00271991j -0.011725+0.00107776j -0.000759011+0.00143266j 0.0220274+0.00691374j -0.00217425-0.0144583j 0.00100151+0.00609415j -0.00531523+0.00722125j 0.00202384-0.00533245j -0.0126331+0.0104242j 0.0151855+0.00918591j -0.0205863-0.0147293j -0.0124124-0.00255325j 0.0116894+0.0116017j -0.000495245-0.00435653j 0.00115244+0.000606989j -0.000590316-0.00206792j -0.00772989+0.00398134j -0.00358529+0.00556722j -0.000772755+0.00621669j 0.00560861-0.00484663j 0.00689974+0.00934044j 0.00363076-0.00685519j -0.00188182-0.00259127j 0.0042592+0.00172617j 0.00223878+0.00433165j -0.00315305-0.00254812j 
-0.00168613-0.00289955j 0.00368425+0.00232851j -0.00189502-0.00171507j -0.000408243+0.0010732j 0.0108893-0.00333282j 0.00834801-0.00195217j -0.0152918-0.00431425j 0.0035988+0.00253205j -0.00726648-0.00837333j -0.00851952+0.00640829j 0.00436631+0.00145958j -0.00391013+0.00165474j 0.0130642+0.0101157j 0.000449167+0.00133378j 0.000238398-0.0148322j 0.00417301-0.000762733j -0.00748106-0.0119905j -0.00352352+0.00532412j -0.00159408+0.0164046j 0.00425666+0.00671917j 0.00511613-0.00375804j 0.0054706-0.00911748j -0.00344993-0.0218753j 0.00754501-0.0159905j -0.00395698+0.0119941j 0.0107017-0.0230619j -0.00339697-0.00574494j -0.00482656-0.0240134j 0.00908126-0.00213863j 0.000853463+0.00759695j -0.0111862-0.0183553j -0.0211759-0.0119433j -0.0141773-0.00119784j 0.00538909-0.00526359j 0.0102974-0.00429146j -0.00511936-0.0114783j -0.003837-0.00134633j 0.00704094-0.00404077j 0.00835656-0.00609024j 0.00664958-0.012131j -0.0115479-0.0177806j 0.00249572-0.00595683j -0.0104347+0.00320436j 0.00193979-0.00668349j -0.00764734-0.00519142j 0.00431805+0.00241346j 0.00699587-0.00130501j 0.000379171+0.000262298j 0.0143646-0.000943741j 0.00973422-0.00455953j -0.00604849-0.00633433j 0.0214507-0.00625458j 0.00423951+0.00291508j 0.00592216+0.00570513j -0.0318049+0.00632194j -0.000275181-0.00191888j -0.00605431+0.00862177j 0.00317537+0.0138362j -0.00153732-0.00273173j -0.00227737-0.00802822j 0.0126621+0.00736297j 0.000401408-0.00047867j -0.0308073-0.00540349j 0.00810367+0.00667775j -0.0107567+0.00559954j 0.00559596+0.000699669j -0.01458-0.00247188j -0.0109574+0.00228802j 0.00221393+0.00165195j -0.0139816-0.00676909j 0.0184084-0.000605088j -0.0236046-0.00412931j -0.00143106-0.00375702j 0.00665099-0.00271189j -0.0111003+0.0144146j -0.0198765-0.000153959j -0.00413499-0.000378045j 0.00306511-0.00642584j -0.0111202-0.00524685j -0.0102009-0.0129854j 0.00835056+0.0056558j -0.0246277+0.0129296j 0.00538553+0.00544467j 0.0017327+0.0022226j 0.00355406+0.00132179j -0.00473493+0.00482642j -0.00214152-0.00406286j -0.00378059-0.00786973j 0.0032316+0.00297133j -0.000706742+0.00504361j -0.0032767-0.00705293j -0.00191239-0.000114171j 
-0.00447702+0.00058918j -0.00063034-0.00242368j -0.00341143-0.00529902j -0.0095681+0.00218474j 0.00542103+0.00440544j -0.0151921+0.00108845j -0.0140248-0.00423122j -0.000168267-0.00871104j 0.005371-0.00627863j -0.00712705+0.00250322j 0.00284091-0.00639659j -0.00185708+0.00590076j -0.00268487-0.00239798j -0.00490636-0.00976187j -0.00369256-0.00875328j -0.00113716-0.00634999j -0.00227813+0.00436309j 0.009931+0.00678876j -0.00506025-0.00656786j 0.0127599-0.0053161j 0.00187216-0.00616462j -0.00991003+0.0113644j -0.00816512+0.00796249j -0.00924128-0.0102047j 0.014901-0.00221469j 0.015891+0.0124443j -0.00538322+0.00654108j -0.00452718+0.00355585j 0.000778023+0.0019535j 0.00170192-0.00728269j 0.00512387+0.0138035j 0.0363901-0.00135359j 0.00688823-0.00197525j -0.00515044+0.0121311j 0.00840648-0.00379527j 0.00855339-0.0069481j -0.016458+0.0109447j -0.00243948+0.0112862j -0.0130047-0.00502734j 0.0190941-0.00230213j -0.0165484+0.0321125j -0.00189558+0.0239271j -0.015386-0.0115471j 0.00591312+0.00252397j 0.0156506+0.00898545j -0.00505589+0.00260828j 0.0265089-0.0100443j 0.0192231+0.0180162j -0.0110979-0.0109449j 0.011294-0.00446136j 0.00347692-0.00652743j -0.00380617+0.00870519j 0.00759987+0.00885135j 0.000170244+0.00408866j 0.00339706+0.0192708j 0.00988235-0.00347507j 0.014438+0.0074141j 0.00890381-0.00247194j -0.0210546+0.00886358j 0.00959662+0.000258642j 0.010361-0.00762899j 0.00180566+0.00617468j -0.0130121+0.00962266j -0.00770675+0.00814072j 0.00408646+0.0069781j -0.0108008-0.0188916j 0.00153263+0.000230206j 0.0183185+0.0147353j -0.0120584-0.00790355j -0.0164608+0.0137557j 0.00881366-0.00888542j 0.0149201+0.018806j -0.00147871+0.0124461j -0.00224409-0.00556388j 0.0149059+0.0081822j 0.00838952-0.00347899j 0.00784129-0.00108649j 0.00100496+0.00753721j 0.00471736+0.00321723j 0.00506651+0.0106662j 0.00282415+0.000709886j 0.0107235-0.00631151j -0.00252765+0.0118999j 0.00134933+0.00525638j 0.00643877-0.00412408j 0.00356835+0.00896194j -0.00694215-0.00951881j -0.00188286-0.00169462j -0.00233546-0.00424812j -0.00611122+0.0131083j -0.00316953+0.000328053j 0.00110991+0.00329072j 
-0.00622576-0.00368554j 0.00586372-0.00254268j 0.0022935-0.000346438j -0.00820407-0.00615874j 0.00468128-0.0048851j 0.00837688+0.000285057j -0.00584678+0.00452273j 0.0147803+0.00120306j 0.00630354-0.00160808j -0.000759247-0.0038934j -0.00598901+0.00837401j -0.00528849-0.00252857j 0.0100437-0.0133587j 0.00410829+0.0111201j -0.010638+0.00431086j 0.00984429-0.0109602j 0.00546128-0.0080444j -0.0143966-0.00260002j -0.00121761-0.00157247j 0.00549926-0.00604796j -0.00675332+0.0182721j 0.00304561-0.00969798j -0.0150657-0.00111108j 0.0169682-0.00716482j -0.00739479+0.00685218j -0.0134921+0.0112326j -0.0214079+0.0248607j 0.000845275+0.000222633j -0.00455417-0.0119402j -0.0188461-4.34068e-05j -0.0146077-0.00375289j 0.00381218+0.00126714j -0.00227777+0.00271098j -0.0275615+0.000769575j -0.0028264-0.00767794j -0.00821492+0.0221484j 0.00172284-0.00834626j 0.0112718-0.0125323j -0.0143567+0.00428083j -0.00663667-0.00832819j 0.0241172+0.00483491j 0.0234218-0.0211594j 0.0039648+0.0204884j -0.00462856+0.0086236j 0.0163159-0.0248551j 0.0140164-0.021941j -0.00242604+0.00267022j -0.0234692+0.00171178j 0.000777579-0.0130097j -0.00490948-0.0124999j -0.000116317-0.0103916j -0.0193404+0.0014481j -0.00735153-0.00251169j 0.0207611-0.0169446j -0.0218264+0.0114661j 0.00278467-0.00423113j 0.00868459-0.00673887j -0.000236777-0.00253031j -0.0109013+0.00949162j 0.0227916-0.0100462j -0.00174762-0.00881427j -0.00297136+0.00485542j 0.0147926+0.0111342j -0.0178799+0.0086875j 0.00508508+0.0025014j -0.0103188-0.00682314j -0.00661651+0.00419209j 0.0100144-0.00799103j -0.00899597+0.00587048j -0.00151788+0.00637857j 0.0042875-0.00373902j -0.0106882+0.00415342j 0.00815641-0.00283108j -0.00681275-0.0121113j 0.0052751+0.000347834j -0.00473956-0.00254722j 0.00424939+0.00531998j 0.00315689+0.00815256j -0.00845171+0.00714342j 0.00569922+0.00286323j -0.00455742-0.00618913j 0.00383787+0.0084631j -0.00162503-0.00297161j -0.00222358+0.00587963j -0.00540058-0.00196936j -0.00168246-0.0027842j -0.00956247+0.00210515j -0.00323331+0.00712188j -0.00543647+0.00223986j -0.003313+0.00421772j -0.00404504+0.00087749j 0.00362953-0.00223678j 
0.00534501+0.00400975j -0.00647951+0.00279074j 0.00623496-0.000230998j 0.00553843-0.00168145j -0.00124876+0.0124678j 0.00582754+0.0020038j 0.0157746+0.00315045j -0.00337395+0.00818124j -0.00775684+0.00296177j 0.00838774-0.00531155j 0.0144041+0.00319319j 0.00419225-0.0100766j 0.00523444+0.00435128j 0.00725119+0.0133879j -0.00909168+0.0183665j 0.00844335-0.0170747j 0.0011166+0.0162455j -0.0230162+0.00861375j -0.00321523+0.00270611j 0.00718297+0.00158891j -0.0124945-0.00519745j 0.0109025-0.00839928j 0.00262783+0.00707919j 0.0172292+0.0135661j 0.0140985+0.00265946j -0.00779089-0.0178285j -0.0133264+0.0139065j -0.00171019-0.0026236j -0.00436431-0.00871901j 0.0112009-0.00844025j -0.00536094-0.0108028j -0.0140314-0.00259698j -0.00347446+0.0221494j 0.00329469+0.0182645j 0.00604108+0.00389197j -0.0140839-0.00508786j 0.0170365-0.00976387j 0.03624-0.0150344j 0.0178617-0.00961217j -0.0111457+0.00209569j 0.00352559+0.0111571j 0.01746-1.6982e-05j -0.00378453-0.00619588j -0.0113905+0.00575485j -0.00764427+0.0106637j 0.0180404-0.00352038j 0.00698367-0.00213192j 0.00261769-0.027482j 0.00224867-0.0151848j -0.0143315+0.00483544j 0.00787315-0.0135696j 0.0195639-0.0019038j 0.000148464+0.010734j 0.018196+0.00446742j -0.017276+0.000401273j 0.00611435+0.0074637j -0.000941536+0.0248989j -0.0101247-0.00437103j -0.00301874+0.00255904j 0.0017427-0.00556937j -0.00402939-0.0233567j 0.0102913+0.00147448j 0.0227233+0.000372938j -0.0206591-0.019858j -0.00330285-0.00298147j 0.00725719-0.0103071j -0.00440513-0.000733144j 0.0048115+0.00918398j 0.00746477-0.0152973j -0.0155349-0.00038835j -0.012341+0.0125365j -0.0016149-1.29317e-05j 0.00566136+0.00233783j 2.86173e-05+0.00984591j 0.0195554-0.00332706j -0.00195571-0.00680138j 0.00110204+0.00847651j -0.00589212-0.000789847j 0.00476194-0.00312562j 0.00017915+0.00873398j -0.0102363-0.00968253j 0.00548163-0.0144279j -0.00978617+0.00293106j -0.00417058+0.00215613j -0.00287064+0.00820394j -0.00212512+0.00230746j -0.00156749-0.0124092j 0.00199448-0.0031976j 4.98489e-05+0.000565232j 0.00723075-0.00243115j -0.00110821+0.00206823j 0.00108564+0.00743497j 
0.00204209+0.00257985j -0.00596663+0.00307374j 0.0021629-0.00128739j -0.0024645-0.00183804j -0.0047693-0.00336028j 0.0181819-0.00781533j 0.0142096+0.0072148j 0.0149448+0.00102414j 0.00845935-0.0103763j 0.00494592+0.00372943j -0.00171077+0.00121812j 0.00325503+0.00408295j -0.0113374-0.0019801j 0.00952345+0.00624743j 0.00983279+0.007083j -0.00436825+0.00903111j 0.00791452-0.00798029j 0.0229732-0.00423887j -0.000191101-0.00465239j -0.0154049+0.00431977j -0.00776523+0.0104564j -0.0119235+0.00524123j 0.00362826+0.0110106j 0.0226926+0.00131968j -0.019439-0.000217828j 0.0106972-0.00144313j 0.020286-0.00037987j 0.0048287-0.0132489j -0.00091644+0.000569846j -0.00380621-0.00417329j -0.00419659-0.00888576j -0.00297853+0.00737605j 0.0154391+0.0146893j -0.0185164+0.00626317j -0.00239739-0.0219674j -0.00178552-0.00320292j -0.0135456+0.00514094j 0.000767103+0.00228299j -0.0078612+0.02126j 0.00735806-0.0280711j -0.014378-0.0132151j 0.000364533-0.0192287j 0.0151391+0.00288348j 0.00314523+0.0035295j -0.0108626-0.00728848j -0.0111724+0.00283622j 0.015105-0.0146003j -0.00325326-0.0227857j -0.013956+0.00184301j 0.0106387-0.0102851j -0.0086992-0.0106623j 0.012203-0.0141198j -0.000741115-0.00254154j -0.000892765+0.00816504j -0.0091033+0.00551358j -0.00776599+0.00737342j -0.0019307+0.0091098j 0.0110887+0.00657275j 0.00832113+0.00983987j 0.00289419+0.00176635j -0.00433582+0.00770061j -0.00259507-0.0128027j -0.000694887+0.00905371j -0.00675321-0.00359515j 0.00154948-0.00150447j 0.00990303+0.0227283j -0.00113291-0.000936929j 0.00393869-0.00827846j 0.0123138-0.000819784j -0.00273014-0.00636388j -0.0118574+0.000945782j 0.00691164-0.00852191j 0.00688222-0.00185061j -0.000175192-0.000589856j 0.0128952+0.010405j 0.0170503-0.00517524j 0.00882368+0.000467631j -0.00613499-0.00755306j 0.0127017-0.00566549j -0.00756265-0.00372737j 0.0138596+0.0114111j -0.00243944-0.00344559j -0.0130969-0.00629666j -0.00569923+0.0151442j -0.00625823+0.00413905j 0.00786963+0.00786351j -0.0129404-0.00681091j 0.00289648+0.00664186j -0.00885619+0.00171959j 0.0113139+0.00123847j 0.00636166-0.00113349j -0.00036484+0.00229301j 
0.000415689+0.00411396j -0.00174645+8.33138e-05j 0.00240834+0.0066992j 0.00556114-0.00248167j 0.00370764-0.00414131j 0.0108676+0.00259163j 0.00215912+0.00657459j 0.00177412-0.000681139j -0.00673065-0.00758347j -0.00956357+0.00724661j 0.00566428+0.0012277j -0.00228787-0.00174592j 0.00130394+0.0150265j -0.00264304-0.0124159j 0.00553743+0.0156473j -0.00392303-0.00342347j 0.00187802+0.00629909j 0.00541338+0.01032j -0.00637382-0.00830795j 0.0107093-0.00560898j 0.0125912-0.00631912j 0.000465123-0.0295139j -0.00739714-7.3912e-05j -0.00206935+0.0146175j 0.000766157-0.00191302j 8.88397e-05+0.00897427j 0.00427203+0.023764j 0.00981291-0.0349778j 0.0172144+0.0247296j 0.0137844-0.00514312j 0.00601632-0.00338256j 0.000100616+0.0254206j -0.00414763+0.00642044j 0.00887911-0.0174996j 0.0128263-0.00448451j 0.0145744+0.00192027j 0.00549301-0.00189476j -0.00717025+0.0099812j -0.0104209+0.00701753j -0.0102198-0.01777j 0.0100029-0.02046j 0.00848216+0.0117025j 0.00242466-0.0231527j -0.0234348+0.00831439j -0.0105369-0.0111664j -0.00449117+0.00895458j -0.023484+0.004735j 0.00270322+0.0251072j 0.000912248-0.00508016j 0.000158086+0.00414581j 0.00628714-0.000170987j 0.0142096-0.00675578j 0.00570221-0.00614064j 0.0207367-0.00126705j 5.96351e-05+0.00569825j 0.00432948-0.0193634j -0.0137312-0.00709288j -0.0256956-0.00914974j 0.00740162+0.0105002j 0.0249983+0.0192433j -8.17222e-05+0.00914792j 0.00661086+0.0110348j 0.00723388+0.00426086j 0.00602676+0.0136976j 0.0161605+0.000743474j -0.000766651+0.0305186j 0.000529413+0.0183136j -0.0119072-0.00298108j 0.0190942+0.0108312j -0.00444513-0.0130111j -0.0126055-0.00305136j -0.00637407-0.00515086j 0.0133933+0.00917237j 0.00120354-0.00741103j 0.00564836+0.00144997j -0.00677175+0.00617356j 0.0210247-0.00851259j -0.0183386-0.00706443j 0.0189934+0.000730702j 0.0173848-0.00749824j 0.0102415+0.0151349j -0.0124658+0.00350256j 0.00194334-0.00767316j -0.00232035+0.0012106j -0.000431772-0.0121256j 0.00135716-0.0123206j 0.0025628+0.00182615j -0.00205851+0.0106943j -0.00196252+0.000561763j 0.00375289-0.000476649j 0.00355402+0.00151397j 0.00210413-0.00317269j 
0.00363245+0.00450865j -0.00445371+0.00521936j -0.0011077+0.00257887j 0.00973129-0.00108336j 0.00820333+0.0100348j 0.00222633-0.00398608j 0.00709516+0.0015493j 0.0058227+0.00572092j -0.00341838+0.0055743j 0.00658884-0.00485981j 0.00236094-0.00350441j 0.00844644+0.00424084j -0.00429424+0.000852807j -0.000765112+0.00382504j -0.0062553+0.00739646j -0.00642581+0.00144683j 0.00367847+0.00657798j 0.00741869+0.0018876j -0.0155623+0.00821072j -0.00609137-0.000623427j -0.0122408-0.00447782j 0.00733428-0.0171649j 0.0013139-0.00950311j 0.00755851+0.0051368j -0.00618821-0.00218341j -0.0154445+0.00797234j -0.00635394+0.0191567j -0.0141023+0.0165941j -0.0088166-0.00641608j 0.000248331-0.00759646j -0.00839377-0.0027888j 0.0011739+0.00754025j 0.0272868+0.00353433j 0.00515798-0.021615j -0.0153667+0.0164577j -0.0026098+0.00536934j -0.0234511+0.00192991j -0.0166449+0.00452406j -0.00202898-0.00328143j 0.00484807-0.0145572j -0.00395302+0.00205661j -0.00443083-0.0145015j -0.00326841+0.0122961j 0.0222053-0.00838768j 0.00990795-0.00734275j 0.0111872+0.00634957j 0.0134409-0.00110101j 0.0140878-0.0107204j 0.0204817-0.0161205j 0.00453781-0.00652723j 0.00252888+0.00811494j -0.000302062+0.0140488j 0.00233968+0.0203629j -0.00272469-0.0151039j 0.00225804-0.0271646j 0.00183609-0.00552232j -0.0108311-0.00951598j -0.0111883+0.00699365j -0.000935968-0.0104704j 0.0175362+0.00635584j 0.0176872+0.00373157j -0.00494917+0.0110675j -0.00521634-0.0205656j 0.00698583+0.00341187j 0.00640039-0.00417001j 0.00107859+0.0288877j -0.006661-0.00591015j 0.00312013-0.00675766j 0.0257016-0.00719474j -0.00187972-0.00140843j 0.00289412-0.000292968j 0.00191896+0.0035883j -0.000725287+0.000691699j -0.00735332+0.000686073j -0.00495509+0.00686397j -0.00239338-0.00144451j 0.0214246+0.00426995j -0.00766972-0.00556689j 0.0117808+0.00299974j -0.0100766-0.0114166j 0.00628269+0.00925423j -0.0192912-0.00156283j -0.00441972+0.00828646j 0.00104389+0.00321207j 0.00092219+0.00114945j 0.0103386-0.00368851j 0.00808499+0.00476342j 0.00368395-0.00349974j -0.00258069+0.00389982j 0.00653357+0.00226158j 0.00578076-0.00238052j -0.000311853-0.00281068j 
-0.00554285+0.00148961j -0.00291165+0.00164715j -0.00596466-0.00307036j -0.0121003-0.00652545j -0.0102384+0.00109526j -0.012578-0.00906654j 0.000191955-0.00321198j -0.0119047-0.00506268j 0.00789407-0.00547928j -0.0058635+0.0010515j -0.0148128+0.00285417j -0.00463671+0.000983142j 0.00135631+0.0135518j -0.0136051+0.00199424j -0.0192522+0.000600668j -0.0039708-0.00540984j -0.0045047-0.00996508j -0.000763052-0.0102947j 0.010945-0.00395571j -0.013462+0.0011678j -0.00838046+0.00742963j -0.0137434-0.00580005j 0.000374831+0.00941906j 0.0210761-0.0113909j 0.0115759+0.0129873j -0.0069484-0.000807839j -0.0233622-0.00338919j -0.00606215-0.0196226j -0.0199839+0.00292866j -0.010281-0.0169869j 0.00699817+0.00437501j -0.0158633+0.0169833j 0.00672035+0.00186421j 0.0105228+0.00248374j -0.0106345+0.0154836j 0.00270419-0.00669269j -0.00912774-0.00759201j 0.0129691+0.00170484j 0.0269678+0.00369086j 0.0078154+0.00634501j 0.00242745-0.0228363j -0.00148554-0.014186j -0.00166647-0.011343j 0.0209503-0.00713263j -0.00979256-0.0209009j -0.00099946+0.00620632j 0.00728852+0.00529014j 0.0139031-0.00640985j 0.00131521-0.00476419j -0.022713+0.00056007j 0.00614523+0.0110308j 0.0072622+0.00720753j -0.0109997-0.00305333j -0.00329004-0.00299131j 0.0056537+0.00356716j 0.0123308+0.00312628j 0.00519168-0.000854732j 0.00962463-0.0086655j 0.0120228+0.00469958j 0.00914047-0.00384907j 0.0108416+0.00905197j 0.0110444+0.00308248j 0.00844036-0.00529399j 0.0131964+0.0141974j 0.000602675+0.00147142j 0.00146985+0.00931628j 0.00992219+0.0225201j 0.00217193-0.00152748j -0.0102506-0.00143366j -0.0101879-0.0154284j -0.00201546+0.00519461j -0.00282114-0.00648958j -0.00508608-0.00336709j 0.0133298+0.00526546j -0.0202368+0.00381624j 0.0127903+0.00191609j 0.00210049-0.00464016j 0.000812954-0.00915782j 0.0053157-0.00579552j 0.00983573-0.0062433j 0.00328963+8.8482e-05j 0.00764088+0.00672901j 0.00414193+0.00136323j -0.00721325+0.0019646j -0.0177899-0.00525691j 0.00372102-0.00474327j -0.00429898+0.0033695j 0.0146028+0.00856257j 0.00630587+0.00647715j -0.00701052-0.00665041j -0.00111187-0.00318827j 0.00311867-0.0010692j 
