0.0132112-0.00916869j -0.0111477-0.00819054j -0.0177023-0.0101807j -0.0196022+0.0240281j -0.0103415+0.00847877j 0.00442655+0.00121303j 0.00911226+0.0257015j -0.0152828-0.0104281j 0.0379599-0.0510612j 0.00195213+0.0109806j 0.0403171+0.00362973j 0.0109321+0.00153172j -0.00331333-0.0245807j 0.02113-0.0115651j 0.0109521-0.029662j -0.016852-0.018755j -0.0108866+0.0592636j 0.0230816+0.000224922j 0.00934839-0.0237113j -0.0285517-0.00891337j -0.00227495-0.00763865j 0.0026966-0.0238588j 0.0338946+0.0497034j 0.0101426-0.00797307j -0.00120031-0.0318269j 0.0427648-0.0251821j -0.0275006-0.0142227j 0.0431876+0.0345458j -0.0115839-0.00304308j -0.00803023-0.1228j 0.0714729-0.0224707j -0.0478172-0.016235j 0.076071-0.0287617j 0.0762819+0.0315354j -0.0192326+0.00414082j 0.000298215+0.0668674j 0.0334952-0.0119962j 0.0395289-0.0837608j 0.0260122-0.0562132j 0.0286155+0.0196879j -0.00552144-0.0420366j -0.066577-0.0231079j -0.012135+0.0228581j -0.0204437-0.0133591j -0.0257642-0.00814037j -0.0193497+0.000324505j -0.0158417-0.0201179j -0.0153015+0.0287922j -0.0177155+0.0172039j -0.00883809+0.0265174j -0.00763108-0.015066j 0.0076284-0.00219635j 0.0529862-0.00364201j 0.0259905-0.00750035j 0.00861021+0.0239709j 0.0249337-0.0241958j 0.00626248-0.0285721j 0.00980055+0.0101849j 0.0382291+0.0137079j 0.025234-0.0276571j -0.00612651-0.0136589j 0.00243678-0.0176013j 0.0115455-0.028629j -0.0175698+0.00593765j 0.00546094-0.00323192j -0.0163038-0.033703j -0.00372106+0.0571891j 0.0164458+0.0193528j 0.0246817-0.0137621j -0.085987+0.0190653j -0.0106582-0.00407576j -0.00764077+0.0466421j 0.0369841+0.0219303j -0.00239705+0.0100337j 0.0508659-0.0382464j 0.0118841+0.00563663j 0.0141771-0.00474932j -0.0194739+0.0272884j -0.00758303+0.00329139j -0.000650541-0.00546771j 0.0295908+0.0264437j -0.0237324+0.0127151j -0.00827999-0.00745215j -0.00316137+0.0180961j 0.0138543+0.0157568j -0.00589707-0.0151553j 0.0143511-0.0059837j 0.0313399-0.002678j 0.0225638-0.0305309j -0.050944+0.0298491j -0.00131723+0.0554342j 0.0199634+0.0332191j -0.030782+0.0120452j -0.0235891-0.0830546j 0.0806692-0.0487061j 
0.00284451-0.0161561j 0.00515912-0.00804258j 0.0108078-0.0258368j 0.0153035+0.00583619j 0.00302827+0.0166136j 0.00490243+0.0139004j 0.0106839+0.0306147j 0.00349959-0.0266597j -0.000556041+0.00705826j -0.0107784+0.0226785j -0.00315841+0.0158109j 0.0365425-0.0422087j 0.0195472-0.0144526j 0.0358452+0.0324742j 0.0231893+0.0212596j 0.00624928-0.0198325j 0.0039257+0.020989j 0.00921226+0.0127268j -0.000420487-0.0461499j -0.0176647-0.00502197j 0.0412099-0.0034068j 0.00411204+0.0243372j -0.0217885-0.00291483j -0.0402466-0.0663339j 0.013391-0.0489022j 0.0371043+0.0148235j -0.0518926-0.0343948j -0.0508893-0.0418175j -0.0346586-0.0196807j 0.0220973-0.0361315j -0.00946429-0.000545769j 0.0127906+0.00587547j 0.00236691-0.0509125j -0.00572038+0.0348377j 0.0183373-0.0208708j -0.00276396+0.0414159j 0.0347062+0.00964068j 0.00482122-0.00711843j 0.00597404-0.00243825j -0.0507232+0.0263601j 0.0429114+0.0399455j 0.0547749+0.0107594j -0.0275401-0.023669j -0.00372588+0.00874301j 0.00768492-0.036901j -0.0332619-0.0479047j -0.000328557+0.0421226j 0.00404454+0.0242528j -0.0127884-0.0239716j 0.0321873-0.00611032j -0.00496348+0.0184162j -0.0104105-0.0320374j -0.014502-0.0278441j 0.00914423-0.000531384j 0.00468501+0.00818298j -0.000701385+0.00494131j 0.00274977-0.029914j -0.00699613+0.0163834j -0.0125614+0.00168958j 0.0225842+0.00405767j -0.0179251-0.00593563j -0.00617246-0.00230169j 0.00684705-0.00348551j -0.00330686+0.0154679j 0.00578804-0.0149965j 0.0225921+0.00547655j -0.012581+0.0170158j -0.0168587+0.012081j -0.0079958+0.00892132j 0.0111671-0.00831678j 0.00577755-0.00488731j -0.00396941+0.0201221j -0.0390076+0.00780396j 0.000743068+0.00530787j -0.00523699+0.0131583j -0.00666602+0.0122579j -0.000732528-0.0135715j -0.0117722-0.00360804j -0.0191324+0.00810946j -0.0170085-0.02315j -0.0123652-0.0100467j -0.00772937-0.0153885j -0.0153276-0.0109912j -0.00502597+0.0111185j 0.0120457+0.0224261j 0.00263561+0.0339905j -0.0113478+0.0195072j 0.00108561-0.0213398j -0.0169079-0.0152546j 0.00573086+0.007626j 0.00590794+0.0265044j -0.00537983-0.00778234j 0.0226358-0.0385974j 0.0115043-0.020239j -0.00648589-0.0228958j 
-0.00696432+0.00125533j 0.0099414-0.000998542j 0.000758807+0.0119449j -0.00700843-0.00303571j 0.00633096-0.00251407j -0.00839563-0.00496419j -0.00555698-0.0130497j 0.0107778+0.00645891j -0.0146737+0.00500642j 1.99066e-05-0.0100749j -0.00497715-0.0018906j -0.00828235+0.00702493j 0.000812615+0.00309069j -0.0279843-0.0157227j -0.00944535+0.0100066j 0.0153438-0.00451574j 0.00492934+0.000795155j -0.0202522+0.0138774j -0.00773867+0.00880981j 0.0265435-0.015408j -0.0316705+0.0187395j -0.0100537+0.0105281j -0.00692925-0.032048j 0.00499217+0.0594723j -0.00454354-0.0050289j -0.0409962+0.00704836j 0.00178101+0.0209477j -0.029487-0.00750591j -0.00643152+0.00853763j 0.023287-0.00113298j 0.00919722-0.0123669j 0.00657282+0.0046931j -0.00120827-0.00759163j -0.00271531-0.0342093j 2.55866e-05+0.00953327j 0.0302983-0.0204171j -0.00873333-0.00654034j 0.0189625-0.00716427j -0.0141637+0.0297003j -0.0167063+0.0251659j -0.00822416-0.0553419j -0.0162272-0.0548346j -0.0127889+0.0305558j 0.000682024+0.00200509j 0.0293242+0.00866447j 0.00605658+0.0140321j -0.00553101-0.0111672j 0.00447873-0.0118462j -0.00481365+0.00392153j 0.000573454-0.00263602j 0.00103866-0.00844681j 0.00572771+0.0125798j -0.0042256+0.00435909j -0.0182752-0.0162646j -0.0153033-0.000650898j 2.35656e-05-0.00659159j -0.0015875+0.00250865j -0.00192772-0.00472985j -0.00138104-0.00245518j -0.00575505-0.0160763j 0.000958764+0.00659143j -0.0134165-0.012463j -0.000764994+0.0132681j -0.0147367-0.00350141j -0.00126056+0.0141411j 0.0118402-0.00941921j 0.0074576+0.0097448j 0.00261896-0.00667117j -0.00307439-0.00444892j 0.016025+0.00950011j -0.00842369+0.0100317j 0.00415766-0.00358133j 0.0049347+0.0143787j 0.00503617-0.00465382j -0.00599034-0.0104353j -0.0114633-0.00910443j -0.0154679-0.00402131j 0.00975665+0.00603112j -0.00569431+0.0143636j 0.00500034+0.00263328j -0.00627107+0.00232192j 0.005779-0.00295684j -0.0111234+0.0107267j -0.00581103-0.0179992j -0.00360819-0.0187243j 0.0206316-0.0137303j 0.00999725+0.0111823j -0.00115901-0.000620619j 0.011638-0.00159239j 0.0151078-0.000913906j -0.00978728-0.00510235j 0.00507539+0.0013261j -0.00203935+0.00334813j 0.0195658+0.00358241j -0.00543687+0.00861849j 
0.0141343+0.00202134j -0.000382194-0.00380797j 0.00668366+0.00655139j -0.0208727+0.00221283j -0.00388463-0.00189601j -0.00632724-0.00138417j 0.00443941+0.00318167j 0.000550215+0.000772645j 0.0336208+0.00627069j -0.00842014-0.00011209j 0.00482912-0.001708j 0.00372271-0.00259782j 0.0252543+0.0165744j 0.0222523+0.0173009j -0.00694928+0.00076851j -0.0082236+0.0115264j -0.0366255-0.00583941j 0.0126145-0.00830477j 0.0243726+4.71046e-05j -0.0155016+0.00153827j 0.0140721+0.0105341j 0.0217165-0.0060749j -0.00135199-0.0201241j -0.0093168+0.0140741j 0.0115151+0.0113076j 0.0210901-0.0129884j -0.0164486+0.0169579j 0.00288926-0.00872451j 0.0089985+0.00298057j 0.0407764-0.00219419j 0.00440841-0.0342196j 0.0218556+0.022541j -0.017489-0.0254943j -0.0363163-0.029918j 0.0314928-0.0033126j -0.0180474+0.00193258j 0.0185431-0.0127689j 0.020088-0.0255189j 0.0336553+0.00262899j -0.021453+0.00637782j 0.0282759-0.0160699j 0.00297033+0.0015224j -0.00112338+0.00891629j 0.00429449+0.00311073j 0.00125323+0.0056632j -0.0044838+0.00860231j -0.00704891+0.0106633j -0.0193207+0.00746677j -0.00188926-0.00119254j -0.0100344+0.000914015j -0.012281-0.000850874j 0.00860276+0.00665703j 0.00302646+0.0089029j -0.00364134-0.00511432j -0.0236121-0.0015097j 0.00945942-0.00490493j 0.00663832+0.00375678j -0.00869559+7.17058e-05j -0.00956838-0.00251294j 0.0020541+0.0108265j -0.00695262+0.00155984j 0.014141+0.0135939j 0.0201851-0.00158505j -0.00313878+0.00169904j -0.0121982+0.00671693j 0.0125905+0.00492832j -0.022123-0.0170724j -0.00296767-0.00248284j 0.00235084+0.00668817j -0.00418131+0.0151635j -0.0054068+0.00718842j -0.0204352-0.00530179j -0.0108575-0.0170527j 0.00828311-0.00167777j 0.0310817+0.0153122j -0.0018497-0.00863842j 0.00704108+0.0022915j -0.00898591-0.00898898j -0.00983843+0.00311637j -0.00743945-0.00882892j -0.0273276-0.0112358j -0.023204-0.00604431j 0.0100832+0.00859741j -0.0180283-0.00549328j 0.0124414+0.00151068j -0.0233239-0.00268251j -0.0171756-0.0187548j -0.00366084+0.00546037j -0.0052973-0.00920674j -0.0316231+0.0155651j -0.0256973-0.00516865j 0.010334+0.0167879j -0.0162822+0.0121206j 0.000124203+0.0133051j 0.0323296-0.0111906j 
0.00734684+0.00336543j -0.0193719+0.0117233j -0.012589+0.0032861j 0.000687618+0.00157886j -0.0202087-0.00461056j 0.00509415-0.0101099j 0.0141924+0.0113356j -0.0257108-0.00583225j 0.0151956-0.00384355j -0.00466245+0.00154084j 0.0403383-0.00746235j 0.0234779+0.00289848j -0.018723+0.00261841j 0.0339155+0.011555j 0.0124889-0.0369754j -0.0215576+0.014232j -0.00449706-0.00144063j 0.0490665-0.00196561j 0.00805733-0.0158284j -0.0272754+0.000698773j 0.0387245-0.00609874j 0.0469498-0.0155469j 0.0403533-0.00362086j -0.00452199+0.0147352j 0.0197025+0.0128619j 0.0615111-0.0054225j -0.0392577+0.0516938j 0.0683205+0.0410891j 0.0384325-0.0217368j -0.0324431+0.0344275j -0.0071384-0.00819827j 0.00764298-0.0167563j 0.00710663+0.0305298j 0.0426631+0.0148995j -0.0165157+0.00223128j 0.0154773-0.00346092j 0.0247863-0.0141716j -0.00624371-0.00251329j 0.0124531-0.0349489j 0.014374-0.0314568j -0.0204094+0.0256985j -0.0126957+0.042983j 0.0162029-0.0157792j 0.00873694-0.00961856j -0.039921+0.00505507j -0.0408321+0.014622j 0.0097267+0.0098233j -0.00399132+0.00135917j -0.00115188+0.0206949j -0.0038949+0.029767j -0.0158583-0.0115696j -0.0188992-0.000915955j 0.024561+0.00251072j 0.00805809+0.0049225j 0.0238415+0.0039294j 0.018883-0.00876088j -0.00987875+0.0152711j 0.0126181+0.00693217j 0.0125804-0.00579099j 0.00944222+0.00772016j -0.0291615+0.0010855j -0.0157437+0.00645009j 0.00178509+0.000783894j -0.00150578+0.00691758j -0.00676434-0.00858396j -0.000756008+0.0169168j 0.0180963-0.0153736j 0.0164182-0.00722535j 0.00880075+0.00183599j -0.038784-0.00650167j -0.0166621-0.00667666j 0.00663839-0.0195308j 0.00570586-0.0209513j -0.00573291+0.00794482j 0.0107358-0.00787552j -0.00930382-0.00419265j 0.00673638-0.00146877j -0.00351988-0.0152041j -0.00729547-0.013564j -0.0114878+0.0128926j 0.0135355+0.00573505j -0.00436591-0.000815055j 0.0116545-0.00392364j 0.0120525-0.00860533j -0.00260985-0.00869766j -0.00970151-0.00894607j -0.00363521-0.0138478j -0.00506857-0.00590972j -0.00337246+0.00334355j -0.01938+0.00613761j 0.0182127-0.0115084j -0.00247975+0.00163986j -0.00149322+0.0124126j -0.0344112+0.00813001j 0.00987497+0.0028908j 
0.000196385+0.00719332j -0.008996-0.00210005j -0.0215907-0.0123147j 8.59264e-05+0.00289549j -0.0132706-0.0223646j 0.0166118-0.0115582j 0.022811+0.0248814j -0.0215074-0.0177639j 0.0129916+0.0116268j 0.00508001+0.0123405j 0.00998931+0.0211031j -0.0139489-0.000402967j 0.00963415+0.022598j 0.0268205+0.057842j 0.00325553-0.00341639j -0.0519397+0.0303667j 0.0175217-0.0166187j 0.0307444+0.056988j -0.0223887+0.0162594j -0.0429078-0.0068585j 0.0334563+0.0593091j 0.0474033+0.0225792j -0.00648886-0.0143663j -0.0881199-0.0304629j -0.0082469+0.051885j 0.0218668-0.00975484j -0.0239285+0.0692912j 0.0396499+0.0571343j 0.0122944-0.0480233j -0.0270821+0.072249j -0.0249734-0.0383698j 0.0405648+0.0386298j -0.0529204-0.0142353j 0.0143221-0.0164807j 0.0196299+0.0277517j 0.00320831-0.0216208j 0.0193287-0.0173527j -0.0205411-0.00291657j 0.0523504+0.0216775j 0.0277891+0.00358003j 0.0113618+0.00262224j -0.012476-0.0124922j 0.00278912+0.0190232j 0.0138357+0.00423495j -0.0697678+0.00477002j -0.036944+0.00167383j 0.0100407+0.0143353j 0.00245509-0.0232359j -0.0145926+0.0309275j -0.0313547+0.00337368j 0.0124383-0.0193101j -0.00765699+0.00688219j 0.0149683+0.00374988j -0.0111615-0.00812344j 0.0114599+0.0158649j 0.0179556-0.0277526j 0.00407015-0.00473173j 0.00143532-0.00247551j 0.0189754-0.0105237j 0.0120367+0.00114389j -0.0121704-0.0182695j -0.00512514+0.00748252j 0.0138997-0.024688j -0.00646688-0.0036932j -0.00893177+0.0136321j -0.023554-0.00455858j 0.0225428+0.00193058j 0.00653916+0.0159897j 0.00774127+0.0111151j -0.0317513+0.00334224j 0.000545727+0.0203246j 0.011108-0.0151859j 0.0152463-0.00359744j -0.00297143+0.00572791j 0.0206544+0.0137249j 0.00857423+0.0126114j -0.00371191+0.0108307j -0.00151795-0.022628j -0.0140222-0.0315578j -0.0302812+0.0031638j -0.0136469-0.00749765j 0.00729737-0.0312524j -0.0014696+0.0130554j -0.00119523-0.0103171j -0.0135706-0.0099777j -0.00547161-0.0205434j -0.00402972-0.0304865j -0.0159839-0.047001j -0.00447717-0.00815607j -0.0111385+0.00337509j 0.00693204-0.0088449j 0.0158705+0.014472j -0.0182378+0.0119712j -0.0148292-0.00449522j -0.00382261+0.0213748j 
0.0113929-0.0103924j 0.000839881+0.0088447j -0.0093944+0.0159063j -0.0240711+0.00402487j -0.0107428+0.0258199j -0.0182141-0.00589922j 0.000229685-0.0116725j -0.000853254-0.000219921j 0.0347952-0.00858288j -0.0341655+0.00104834j 0.0669651-0.0487764j 0.0225763-0.00409389j -0.0260368-0.01111j 0.0286948-0.00903372j 0.0684031+0.00506636j 0.00676332+0.00380906j -0.0188364+0.000930262j 0.0462279-0.0321077j 0.0425665-0.0294208j -0.0349192+0.038789j 0.0454981-0.0174075j 0.0548483+0.00767992j -0.00547598-0.00983039j -0.0421012-0.00227314j -0.0121633+0.0105889j 0.0205759-0.0393784j -0.0708338+0.061004j -0.069071+0.00140356j -0.0437132+0.00295159j 0.00811925+0.025808j 0.0490006-0.0338795j -0.00681558+0.019811j 0.0267955-0.0294883j 0.00812359-0.0209568j -0.0216849+0.0168219j -0.00957973+0.00150059j 0.0511368-0.0255084j 0.0633872-0.0273425j 0.0369214-0.032452j 0.0062193-0.0123214j 0.0258645-0.00561576j 0.00279841+0.0325907j -0.028511+0.000557456j -0.00692666+0.0039967j -0.0231413+0.0229812j -0.0550063+0.0161355j 0.0109416+0.00324952j -0.0223873-0.00107824j -0.0167436+0.011327j -0.0214182+0.00247759j 0.0206184-0.00179189j -0.00376628-0.000593829j -0.0203806-0.0219932j -0.00263893-0.0120501j 0.0162696-0.0269014j -0.00104018-0.00640588j 0.00540322+0.00430104j -0.00144574-0.0077602j -0.00201127-0.0269913j 0.0124124-0.0265071j -0.00892675+0.00459063j -0.00295024-0.00108968j 0.013314+0.00298676j -0.0249645+0.0130244j -0.00384441-0.0097272j -0.000386579+0.0275178j -0.0071269-0.0243435j -0.00548349-0.00751112j 0.0240485-0.00951809j -0.0285015+0.0478731j 0.0236647+0.0179853j -0.00625638-0.0175282j 0.00187338-0.0129354j -0.000295134+0.00365334j 0.017403-0.0194132j 0.00720923+0.000942291j -0.0100153-0.00746403j -0.00252976+0.0103393j 9.10145e-05-0.00173184j -0.0138881+0.00527933j -0.0141437-0.00841018j -0.00589847+0.0140882j -0.00108151-0.0112466j -0.00862186-0.00376148j 0.0265541-0.0206455j 0.00315762+0.0066234j -0.00683895-0.018426j -0.0248023-0.00712075j 0.0227123-0.00592343j -0.0247786+0.0318632j -0.00648646-0.0151131j 0.00953256-0.0242018j 0.00941079-0.00231955j 0.0168879+0.0179527j 0.0312187-0.0158972j 
-0.0189672-0.00463775j -0.0104467-0.0145809j 0.012717-0.0139654j 0.0232978+0.0166411j 0.0369336-0.00111281j 0.0158928+0.00949125j 0.0132041+0.0262682j 0.00655952-0.0137803j -0.0123712-0.0187846j 0.00715297+0.0102418j -0.0466256+0.00873754j 0.00421912+0.00228969j -0.00718749-0.0170381j 0.0173272+0.0128721j 0.0124711-0.0136405j -0.023489-0.0287436j 0.0209055+0.0111334j -0.0372459+0.0199871j -0.0319418-0.0201735j 0.0242091+0.00101807j -0.00374004+0.00504462j 0.00876515+0.0141232j -0.00997435+0.0525532j -0.0333794-0.00245841j -0.0205364-0.00115491j 0.000172897+0.0394627j -0.00788781+0.00577629j -0.0185256+0.074346j 0.0504821-0.0126465j -0.0538127-0.0245578j -0.0697894+0.0272759j 0.0311791-0.00407727j -0.0941234+0.017803j -0.0295715+0.0387086j 0.0154401-0.00161381j 0.0519508+0.00678213j -0.033156+0.000482205j -0.0771415-0.00552996j -0.0392721+0.00746357j -0.0034131+0.0123244j 0.0191894-0.00807337j 0.0481096-0.0251128j -0.00583898-0.00181804j 0.0168552-0.0030228j -0.00757886-0.0376576j 0.00647784-0.00444654j -8.64706e-05+0.000330766j 0.0363075+0.00231084j 0.00820594+0.0047369j 0.0233036-0.00257038j 0.00195695-0.00382733j -0.00792951-0.00917351j -0.0100234+0.0222206j -0.000974121-0.00260449j 0.000569201+0.0188133j -0.00998927-0.000196533j -0.00470382-0.00905266j -0.000241434-0.00565239j -0.0134122+0.0067268j -0.00968604-0.00485079j -0.0125988-0.0120016j 0.00570391-0.0206646j -0.00421922+0.00171937j 0.0147039-0.0143197j -0.0224954+0.00157955j 0.00587258-0.0379306j 0.0229914+0.0289425j -0.00273387+0.010974j -0.0155726-0.0104853j 0.0126637-0.00627493j -0.0126921-0.0225947j 0.0196659+0.0142377j -0.00544523+0.0173034j -0.00208495+0.0137501j -0.0128816-0.0086904j 0.00448792+0.00405975j -0.010064+0.00154804j 0.0127754+0.00503274j -0.00433795-0.000849056j -0.0015756+0.0142507j 0.010836+0.00651035j 0.013893+0.00112186j 0.00639629-0.000838771j 0.0131199-0.00621872j -0.0276115-0.00788087j 0.0225716-0.0140206j 0.0136442+0.00388788j -0.0190755-0.00841802j -0.0108487-0.0159157j 0.0199045-0.0139044j 0.00529657+0.0240586j -0.0214025+0.0216193j -0.0261271+0.00146947j 0.00927955-0.0277546j -0.0295549-0.00674265j 
-0.00771852+0.00292063j -0.00405542+0.00994909j 0.0136297+0.00878966j 0.0213826-0.00875034j 0.00357015+0.00391312j 0.00558481-0.0117074j 0.0016738+0.000343621j -0.00474353+0.00199648j -0.018928+0.0265712j 0.00702952-0.0123284j -0.0341926-0.0181741j 0.00685326-0.00229156j -0.00430808-0.012331j -0.0141468+0.0248076j -0.0257782+0.00409154j -0.00090389+0.00128645j 0.0132917-0.0303677j -0.027619-0.0160087j -0.00500997-0.00298478j 0.0292245-0.00104223j -0.0122519-0.0260887j -0.0201767+0.0111831j 0.0220607+0.00719301j 0.00936022-0.010938j 0.0203634-0.0258707j -0.00306395+0.0215439j 0.0429932-0.024717j 0.0743462-0.0232179j 0.042818+0.0244133j -0.0356088+0.0330583j -0.0320106-0.000712628j 0.00946435+0.00157278j -0.0350149-0.0140904j -0.00171462-0.0169019j 0.0116309-0.00674994j 0.0258834-0.0104191j -0.0259697+0.00205055j -0.0557285+0.0256687j -0.0437563+0.00656702j -0.0193789-0.0205288j -0.00197627+0.0337188j 0.0112681+0.0223607j 0.00710855-0.00313717j -0.000847391+0.00734113j 0.0047379+0.000263529j 0.0319297-0.0145555j -0.00508197+0.0241917j 0.0109522-0.00185694j 0.0121978-0.0176438j 0.00321176-0.0102495j -0.0125601+0.015733j -0.00749257-0.0150652j 0.0023607-0.00238763j -0.0114802+0.00476583j -0.0086024-0.00933099j -0.0050968-0.0012301j -0.00379071+0.0113597j -0.00602914-0.00440779j 0.00250281-0.00610777j -0.0186978+0.0203256j -0.00258004+0.00936581j -0.00692598+0.00866642j -0.0112896+0.00977705j 0.0184631+0.00500647j -9.12601e-05-0.00627132j 0.00242107+0.024879j 0.0183644-0.022706j -0.000755589-0.000206413j -0.0114825+0.0158337j 0.0465078+0.00479345j -0.000187582-0.00437317j 0.0185053-0.00276745j 0.00894995-0.0239676j 0.00794379-0.00781143j -0.0246863+0.0208061j 0.00813861-0.00907736j -0.0044485+0.00584185j 0.0161788-0.000200014j -0.00181245+0.0037629j -0.00975228+0.00170074j -0.000479818-0.013456j 0.0191623-0.00697841j -0.0063022-0.0043196j -0.0190471-0.0136751j -0.0106668-0.0135879j -0.0101534+0.017321j 0.0145614-0.0225447j -0.0102602-0.0146491j -0.00666042-0.0066966j 0.0191007-0.00782631j 0.00559892-0.020926j -0.00423753+0.00869175j -0.0119355-0.000374877j 0.00703238+0.00394745j -0.00952761+0.0134521j 
-0.00129089+0.0032472j -0.0219062-0.00341583j -0.0207291-0.0178385j 0.0189336-0.0244967j 0.00604036+0.00454431j 0.0136849+0.000925484j 0.0270376-0.0155737j -0.0117119-0.00480447j -0.0160837+0.0294427j 0.0282339-0.0168982j 0.0116769+0.0252623j -0.0460967-0.00265235j 0.0254256-0.0130597j 0.010925-0.0116442j -0.031414+0.0253211j -0.0192359+0.000472177j 0.0104133-0.0247445j 0.0137147-0.0194493j -0.050072+0.0213712j 0.00761329-0.0063768j 0.00233715-0.0171865j -0.00987203+0.00719585j -0.0262515+0.00489174j 0.00534819-0.00138033j -0.040021-0.00245079j 0.00177037-0.000154372j 0.00919201-0.00169535j 0.000600845-0.0355395j 0.00584295-0.000925536j -0.0641543+0.0426021j -0.0369125+0.037016j 0.0257927-0.0061283j -0.0807973+0.036367j 0.00178899-0.00768874j -0.0177757-0.0132229j 0.0416354-0.0359201j -0.00620913+0.0093391j -0.0680439+0.0737139j 0.00319945+0.0346931j 0.0547956+0.0161396j -0.0228456-0.00901645j -0.051201-0.0181555j -0.00170022-0.00335318j 0.00183947+0.00745876j -0.0536785+0.0102283j -0.0104312-0.00519996j 0.00925236+0.00921077j 0.0134628-0.0121384j -0.0125516-0.0134972j -0.0205883-0.00919834j 0.00462269+0.00886396j -0.000253578+0.00315819j 0.0222683+0.0165934j -0.0208881+0.0202971j -0.00185715-0.0173698j -0.00923773+0.0265987j -0.00831573+0.00377185j 0.00171226+0.00649919j 0.00819745+0.00588865j 0.00574101-0.00447588j -0.0115516+0.0051547j 0.00176142-0.0075379j -0.00749841+0.0146841j 0.00575122-0.00289215j -0.00779087-0.000955816j -0.0144566+0.00713061j 0.0263965-0.00508452j 0.0107317-0.0147512j 0.00249272+0.00684331j -0.0110689-0.0308394j 0.0139616+0.00709031j 0.00836616-0.0186969j 0.0209388+0.0171466j 0.00843373-0.0115445j -0.00196029+0.017358j 0.0161827+0.00583296j -0.00755023+0.0184672j 0.00412594-0.00676321j -0.00662559+0.0147711j -0.0115954-0.00996238j -0.00437654-0.00205363j -0.00103228-0.0098296j -0.000301668-0.00627347j 0.0146363-0.00495016j -0.0232571+0.01925j -0.00644889+0.00840981j -0.00227241-0.003018j -0.0165632+0.00991542j -0.0106427+0.0137231j 0.000449512-0.0295149j 0.0339116-0.026373j 0.0106132-0.00447578j -0.0292181-0.0055334j -0.00643926-0.01353j -0.0104768+0.0184787j 
0.0179058+0.00690696j -0.00637397+0.00400793j -0.00877637+0.00593523j -0.0159076-0.0106013j -0.0123959-0.0054505j 0.00762768-0.000755168j -0.010833-0.00292175j -0.00510321+0.0120092j -0.00166134+0.0339672j -0.00319086-0.0284211j 0.0302509-0.0316304j 0.00861368+0.0282472j -0.0121965-0.0341588j -0.0379557-0.00232221j 0.0120797+0.046407j -0.00886703-0.0523793j 0.0174622-0.0135788j 0.0193985-0.0485784j 0.0246399-0.0119764j -0.0206414+0.0151091j -0.0254104+0.00875931j 0.00263224+0.0653312j 0.0205307-0.0187617j 0.0343849+0.0442502j 0.00914099-0.00687381j -0.0290355+0.0829453j -0.000885828+0.0106538j 0.0504146-0.0465546j 0.00488956+0.0492666j -0.0563862+0.0424675j 0.060779+0.00327294j -0.0507917-0.00842297j 0.059549+0.058549j 0.0659776-0.0197466j -0.00447671-0.015506j 0.02528-0.0402452j 0.0123735-0.00348317j 0.0326304+0.0571151j -0.0196749+0.0426914j 0.0345011-0.0201615j -0.0168966+0.00115178j -0.0684857+0.00506032j -0.0126438+0.00362276j -0.0209275+0.0206635j -0.012234-0.000373087j -0.00528341+0.0355709j -0.0260278-0.0102296j -0.0172785-0.00590693j 0.00254403-0.00318444j -0.0219709-0.00347646j 0.0199712+0.0101426j 0.00942601+0.0131716j 0.0253585+0.0187959j -0.0179495+0.018563j -0.00489271-0.00141092j -0.00968092+0.0367461j 0.00520508+0.0211956j 0.0100015-0.00377772j 0.0137916-0.0126485j -0.0138031+0.0134535j 0.00531405+0.0202299j -0.0117074-0.00243668j -4.71171e-05+0.0290736j -0.018965-0.00274862j 0.00947176-0.000972104j -0.00940379-0.00408152j 0.00183974-0.0110467j -0.00261765-0.00366479j 0.0108408+0.00666202j -0.0127276-0.025862j 0.00367859-0.032628j 0.0096457-0.0157773j 0.0170652+0.0139747j 0.0043784-0.00809525j 0.0253611+0.00940711j 0.00326845-0.00547924j 0.00537919+0.00267342j -0.00917648-0.015198j -0.000737716+0.0156253j 0.0118717+0.0157056j 0.0303428-0.0190305j -0.00509964-0.0026622j 0.00412324-0.00386095j 0.00560743-0.00801546j -7.32414e-05+0.00784653j -0.0138493-0.00557933j 0.0186365+0.0232248j 0.0140074+0.00898998j 0.0172361+0.014978j -0.0181585-0.017139j 0.0226405-0.0300113j 0.0331679-0.00789974j -0.015232+0.0126389j -0.0129509+0.00209905j 0.00470563+0.0200704j 
