0.0132112-0.00916869j -0.0111477-0.00819054j -0.0177023-0.0101807j -0.0196022+0.0240281j -0.0103415+0.00847877j 0.00442655+0.00121303j 0.00911226+0.0257015j -0.0152828-0.0104281j 0.0379599-0.0510612j 0.00195213+0.0109806j 0.0403171+0.00362973j 0.0109321+0.00153172j -0.00331333-0.0245807j 0.02113-0.0115651j 0.0109521-0.029662j -0.016852-0.018755j -0.0108866+0.0592636j 0.0230816+0.000224922j 0.00934839-0.0237113j -0.0285517-0.00891337j -0.00227495-0.00763865j 0.0026966-0.0238588j 0.0338946+0.0497034j 0.0101426-0.00797307j -0.00120031-0.0318269j 0.0427648-0.0251821j -0.0275006-0.0142227j 0.0431876+0.0345458j -0.0115839-0.00304308j -0.00803023-0.1228j 0.0714729-0.0224707j -0.0478172-0.016235j 0.076071-0.0287617j 0.0762819+0.0315354j -0.0192326+0.00414082j 0.000298215+0.0668674j 0.0334952-0.0119962j 0.0395289-0.0837608j 0.0260122-0.0562132j 0.0286155+0.0196879j -0.00552144-0.0420366j -0.066577-0.0231079j -0.012135+0.0228581j -0.0204437-0.0133591j -0.0257642-0.00814037j -0.0193497+0.000324505j -0.0158417-0.0201179j -0.0153015+0.0287922j -0.0177155+0.0172039j -0.00883809+0.0265174j -0.00763108-0.015066j 0.0076284-0.00219635j 0.0529862-0.00364201j 0.0259905-0.00750035j 0.00861021+0.0239709j 0.0249337-0.0241958j 0.00626248-0.0285721j 0.00980055+0.0101849j 0.0382291+0.0137079j 0.025234-0.0276571j -0.00612651-0.0136589j 0.00243678-0.0176013j 0.0115455-0.028629j -0.0175698+0.00593765j 0.00546094-0.00323192j -0.0163038-0.033703j -0.00372106+0.0571891j 0.0164458+0.0193528j 0.0246817-0.0137621j -0.085987+0.0190653j -0.0106582-0.00407576j -0.00764077+0.0466421j 0.0369841+0.0219303j -0.00239705+0.0100337j 0.0508659-0.0382464j 0.0118841+0.00563663j 0.0141771-0.00474932j -0.0194739+0.0272884j -0.00758303+0.00329139j -0.000650541-0.00546771j 0.0295908+0.0264437j -0.0237324+0.0127151j -0.00827999-0.00745215j -0.00316137+0.0180961j 0.0138543+0.0157568j -0.00589707-0.0151553j 0.0143511-0.0059837j 0.0313399-0.002678j 0.0225638-0.0305309j -0.050944+0.0298491j -0.00131723+0.0554342j 0.0199634+0.0332191j -0.030782+0.0120452j -0.0235891-0.0830546j 0.0806692-0.0487061j 
-0.00133498-0.00593383j 0.000800787-0.0163831j -0.0301569-0.00781473j 0.00573154-0.00234839j -0.0238507-0.00188029j -0.00270637+0.0183091j 0.0146961-0.0134481j -0.0135653+0.00193131j -0.0314738+0.00626799j 0.062098-0.012486j 0.102668-0.00776393j -0.00904847+0.015404j 0.0508196+0.00489725j 0.00591663+0.0140168j -0.064369+0.00145235j 0.0658748-0.0135732j -0.02311-0.0322484j 0.118361+0.000187049j 0.0102709+0.0083112j -0.0304238-0.0162782j 0.0192244+0.0123217j -0.0608978-0.022609j -0.0429819+0.03302j 0.0709682+0.00326277j -0.0247877-0.0307033j -0.00121129+0.0674167j 0.0129311-0.104087j 0.0126476-0.0348325j -0.0295503+0.0693891j -0.00986922-0.0535429j -0.0166774+0.0209099j 0.0111571-0.0268895j -0.0244069+0.0173345j 0.0123648+0.00431056j -0.0221876-0.0106773j -0.010069-0.010318j -0.0145764-0.00139029j -0.0280094+0.0318637j 0.0227728+0.00521744j 0.0827789+0.0132567j -0.0777363-0.0127873j -0.0982744-0.02587j 0.0297201-0.0167739j -0.0178785-0.0295693j -0.037445-0.00321518j 0.00437976-0.0403713j 0.00028551-0.016069j -0.0103562-0.0167985j -0.0119724+0.00285055j -0.0200282+0.0131453j -0.00173283+0.00108733j 0.00362372+0.00572237j 0.0358353+0.00218437j -0.0102069-0.0270463j 0.0128531-0.00967254j -0.0317857-0.00717321j -0.00467417+0.0129657j -0.0203416+0.0138063j 0.0305881-0.0130752j 0.00630283-0.00274184j -0.00156557-0.00896387j -0.00596154-0.0161057j -0.00737044-0.00270142j -0.0221011-0.0123786j 0.00653823-0.00715173j -0.0404016-0.00729459j 0.0184628+6.46809e-05j 0.00496711+0.00444681j 0.00241637+0.00621568j -0.0108403-0.0142271j 0.0202886-0.00467393j -0.0153763-7.59856e-05j 0.0137458+8.63582e-05j 0.00857013+0.00710552j 0.00888651+0.01146j -0.0020812+0.00714015j -0.00479191-0.0137297j -0.00505428+0.00834781j -0.00174957+0.0160601j -0.00673886-0.00905303j 0.0102313+0.0110208j -0.00465411+0.00571768j 0.0165347-0.00724517j 0.00673488-0.00823353j -0.00386213-0.00285406j -0.0260893-0.00332139j -0.00369308+0.00854648j 2.79281e-05-0.0076126j -0.00558312+0.0136231j -0.0166273-0.011869j 0.0302197+0.012471j 0.0168857-0.00209033j 0.0147094-0.0114932j -0.0120227-0.00481004j 0.0139435-0.00626617j 
0.00489731+0.00457802j 0.0111869-0.00201982j 0.00769932+0.00894826j -0.00385305+0.0059589j -0.0212881-0.00145722j -0.0144903+0.000853365j -0.00702956+0.00828693j 0.000998257-0.0181926j -0.00737304-0.0183422j -0.0109218+0.0108161j -0.00828693+0.0181603j 0.00739654-0.0264688j -0.0147226+0.0144384j 0.00258329+0.0235752j -0.0286161-0.0340791j -0.0166089+0.014287j 0.00597347+0.0134291j -0.00675842+0.0220666j -0.0135252-0.00398322j -0.00229532-0.0102093j -0.0188254+0.0107013j 0.0255573+0.00986886j 0.0206466+0.027774j 0.0593353-0.0255399j -0.030587-0.00633955j 0.0188432+0.0217093j 0.0472044-0.0164546j 0.0266039+0.0150244j 0.0338546-0.0439274j -0.00456893+0.00788956j 0.00630672+0.0107119j -0.0229591+0.0135665j 0.0598081-0.0011514j 0.0138519+0.0237283j -0.00646627+0.00411941j -0.025141+0.0205054j -0.0229416+0.0398753j 0.0119753-0.0171865j 0.00818196+0.0242001j 0.0407622+0.00896672j -0.0838071+0.0168875j -0.0983688-0.000718867j 0.0363141-0.0137241j -0.00909002-0.00880254j -0.00606266-0.0278366j 0.0139187-0.00383191j -0.0187484+0.00537495j -0.0295834+0.00802852j 0.0214158-0.0227291j -0.00536404-0.00215097j -0.00715575+0.00985281j 0.00717575-0.000943592j 0.016343+0.014756j -0.0179526+0.00195286j 0.0208608+0.017311j -0.0166756-0.000311993j 0.00147051-0.0153525j -0.00775424-0.00566607j -0.00556976+0.0317207j -0.0113429+0.00441592j -0.00798032-0.00116808j -0.0115541-0.000652265j -0.001945+0.000622905j -0.0172535-0.0188657j 0.0275936-0.00042054j -0.0226728-0.00333096j -0.00818586-0.0168521j -0.0263322+0.00312607j -0.00708083-0.0122949j -0.0020233+0.0113703j -0.00452149+0.00312175j -0.00195893+0.00717454j -0.00824468+0.00215959j -0.000578492+0.014569j -0.0108879-0.000881201j -0.0179804+0.00562084j 0.00999506+0.0170902j 0.0186439+0.00722524j 0.00959979+0.00346429j 0.0162412-0.00359708j 0.0143844+0.012121j -0.00546901+0.00159303j 0.0238667-0.00677581j 0.00385859-0.00257086j -0.0127729-0.00515335j -0.0196797+0.0122618j 0.00131259+0.00797786j -0.011156-0.00258096j -0.00119534+0.00191185j -0.0184644-0.0144521j 0.00651211+0.0097024j 0.0156307-0.00528308j 0.0173749+5.01156e-05j 0.0016968-0.00366094j 0.00062025-0.00336799j 
0.00869649+0.00356249j 0.00171729-0.00887585j 0.000583411-0.0110661j -0.0142485+0.00245224j -0.0127108+0.0164597j -0.00934394+0.00166593j -0.0250885+0.00962681j -0.00463019+0.0244631j 0.0106461-0.0172662j -0.00116866+0.0109715j -0.0180853+0.00589895j -0.0404449-0.0124673j 0.0120747+0.0445393j -0.0304358+0.0115801j -0.0494882-0.0277179j 0.0481552+0.0184657j -0.0408302-0.000724527j -0.054427+0.0227273j 0.0140776-0.00652882j 0.0273832-0.00949571j -0.0869285+0.0571053j -0.0856511-0.0215195j 0.0129053+0.00572982j -0.0166754+0.00944558j -0.067297+0.0484553j -0.0370546-0.0140713j -0.0447701+0.0338238j -0.0641825+0.024194j 0.0495941-0.0559922j 0.0360765+0.00182149j 0.0355198-0.0229468j -0.0333021+0.00318398j -0.00459471-0.0172427j -0.0153782+0.00135243j -0.0327097+0.0259602j -0.017158+0.0106693j -0.00214416-0.0147261j 0.0428076-0.0478294j -0.0258696-0.00489717j -0.0253601+0.0114545j 0.00318986-0.0136358j 0.0172431+0.00794019j 0.000889857+0.00718907j -0.0176918-0.00246858j 0.0394776-0.00693337j 0.00831751-0.0153422j 0.0108412-0.032641j 0.00516724+0.0057904j -0.0204394+0.0205523j 0.0180617-0.00911883j 0.00845807-0.0315524j -0.00811955+0.0076795j 0.00265244+0.00588899j 0.0169949+0.0111758j -0.00803011+0.000835115j -0.00428085+0.0043976j 0.00706669+0.0175601j -0.0251583+0.000300355j 0.00872417-0.0245247j 0.00256455-0.0129502j 0.0166425-0.00584345j 0.00516533-0.00987514j 0.00278885-0.0175721j -0.00888036+0.0207587j -0.00308716+0.026161j 0.0141239+0.000973978j -0.0157003+0.00460277j -0.00468232+0.00404727j 0.00852389+0.00684143j 0.00342776+0.00231271j -0.0172273+0.0212272j 0.00162646+0.0148855j -0.0270478-0.000397286j -0.00533411-0.00836812j -0.0115295-0.000248236j -0.0141273-0.00219177j 0.0115458+0.00537722j 0.0173992-0.00602643j 0.0172589-0.00494953j 0.0132066+0.00394517j 0.0267926-0.0178617j 0.0143679+0.00528488j -0.00266497+0.0348661j 0.00100184+0.00512889j -0.00747315-0.00173277j 0.0333887+0.00538021j 0.00492785-0.000228783j 0.0181086-0.00543397j -0.00397637-0.00837538j -0.00211456+0.00436266j -0.0292469-0.000227329j 0.00107806-0.00287671j 8.9306e-05+0.00286898j 0.00891866-0.0116137j 0.000728914+0.0055804j 
-0.00033292-0.00418455j 0.00893347+0.00934489j -0.00167483+0.00232655j 0.000943443-0.0249705j 0.00228249+0.0426479j -0.0185926-0.0110289j -0.0116352-0.0354368j -0.0236104-0.0316636j -0.0284249+0.00636494j 0.019043-0.00852561j 0.0424329-0.00173786j 0.0339189+0.0291819j 0.0179633-0.0612625j 0.0361991-0.0310316j -0.0164786+0.111517j 0.100472+0.0195995j -0.0369258+0.0363535j 0.0857854-0.0200076j 0.00418236-0.052472j 0.00668129+0.021002j -0.0064974-0.0616213j -0.0735426+0.0486416j -0.0220406-0.0547267j 0.0925468-0.0222543j -0.0797719+0.000976486j 0.0331325-0.0395541j -0.141808+0.072883j -0.172743-0.065189j 0.00301997-0.0399896j 0.00524008+0.0966355j -0.0258348+0.0263377j 0.0163293-0.0289847j -0.0613643+0.0418402j -0.0588618+0.0227861j -0.00809571-0.0195388j -0.00793256-0.00146124j -0.0239617-0.00805441j -0.0182037+0.0221397j -0.0358918+0.00526804j 0.0194324-0.00228313j -0.00817657+0.0253481j 0.031353+0.0471207j -0.00270416-0.0270189j -0.0134642+0.00859969j 0.0174953+0.0286942j 0.00194573+0.000904082j -0.000368161+0.0326284j 0.00570191+0.0118021j -0.0189994-0.0166001j 0.0372493+0.0176891j -0.0111802+0.0455688j -0.00788054-0.0126882j -0.0158465-0.013878j 0.0123135+0.00401867j -0.00557743-0.0143217j -0.0193141+0.0165578j 0.00457167+0.00234182j 0.00479791+0.0110911j -0.00698355+0.00230053j -0.00657712-0.0120117j 0.0330611+0.0194441j -0.00747377+0.00100673j 0.00704983+0.023227j 0.00194806-0.00875118j -0.0365054-0.0198705j 0.00343049+0.0135601j 0.00174253-0.00561497j -0.0105984-0.00503775j 0.0198935-0.00963848j 0.00955512-0.00475216j 0.0101842+0.013553j -0.00134199-0.0141109j -0.0187539-0.00286229j 0.0167647-0.0128269j -0.0132531-0.0228622j -0.00341006+0.00783501j 0.0033239+0.00172172j -0.00476208-0.0146194j 0.00730607+0.00853251j -0.00928228+0.0185313j -0.0162965+0.00495929j -0.00864389-0.00860425j 0.000363111-0.0142502j 0.000829871+0.00351325j 0.00592159+0.00350348j 0.00815224+0.0218457j 0.0123186-0.00272741j -0.000333929+0.0160633j -0.00196003+0.00888704j 0.0130321+0.00272199j -0.013999-0.0186306j -0.0181241-0.0170154j -0.007738-0.00939975j 0.0102173+0.00757187j -0.00959559+0.00305268j 
-0.0109708+0.000147378j 0.00853961-0.0016749j 0.00737019-0.012976j -0.0120547+0.00063915j 0.0292054-0.0189914j 0.00682322-0.0119975j -0.0211988+0.00253496j -0.0136108-0.0332152j 0.00267563+0.00605403j -0.0249692+0.0788708j 0.0313393+0.0202188j 0.0966509-0.0253033j -0.0898389+0.0797152j -0.0521736+0.0318853j 0.15587-0.121426j 0.00169531+0.0445219j 0.0623904-0.079861j 0.0877708+0.0673957j 0.0129697+0.0382659j -0.0118208-0.0100982j -0.0649325-0.0450668j 0.0471693-0.118061j -0.0557416+0.0315334j 0.0816291+0.00671256j 0.0184872-0.0239661j -0.0218039-0.0012797j 0.0551445-0.0554979j 0.0234737+0.0526006j 0.0296342+0.00735242j -0.0296228+0.050377j -0.00399252-0.00283095j -0.014686+0.00861054j -0.0216497-0.0112154j 0.0176831+0.0306679j -0.015487+0.00162998j 0.0243119-0.037621j -0.0388116-0.00749545j -0.0286763+0.0143595j -0.0354892+0.0126091j 0.0147308-0.0272085j -0.0527464+0.00569849j 0.00599705+0.00575746j 0.00351564+0.00323011j 0.0179088+0.004687j -0.00721064-0.028129j 0.0409893+0.00166433j 0.00702698+0.0129076j -0.0187545-0.0157008j 0.00506723+0.00330954j -0.00599198+0.0019012j 0.0188854-0.00273744j -0.0162123-0.000803163j 0.0189563+0.00936676j -0.00786475-0.00448373j -0.00348256-0.00713935j -0.00140491-0.00455459j 0.0346845-0.0248185j 0.0254298-0.015434j 0.0124714+0.0271408j -0.0227138+0.0042873j 0.0189537-0.00663698j -0.00078214-0.00700699j 0.00813879+0.0145447j 0.021497-0.00259767j 0.00344571-0.0240167j -0.0133903-0.00949889j 0.0112422-0.0157686j -0.00269821+0.0193816j -0.00596889-0.000620453j -0.00749706-0.0126682j -0.00114362+0.0383466j 0.00587299-0.00406529j 0.0150164-0.0186956j -0.00145053+0.0278487j -0.0186531+0.0142134j -0.00987142-0.00587771j -0.00802346+0.00990358j -0.00344818+0.00594417j 0.0145654+0.000712691j 0.0105625+0.0106095j -0.0030857+0.00990619j 0.00442464-0.0169772j -0.00963883+0.00820356j 0.00105236+0.0118182j -0.0101779+0.00148165j 0.000461192+0.012421j 0.010574-0.00668531j 0.0080228+0.0163642j 0.0116811-0.00519611j 7.00047e-05-0.00990008j 0.00889603-0.00897924j -0.00934643-0.00506788j -0.00267298-0.0133346j -0.00154844-0.00302072j -0.0059282+0.00852018j 
-0.00102404+0.000301939j -0.00823612+0.0142014j 0.00526847+0.0179311j 0.00429393-0.00562344j 0.00695735+0.0133703j 0.0232681-0.0185979j -0.0180685-0.00611329j -0.0196703+0.0112823j 0.00576714-0.0169965j -0.00809362-0.0202734j -0.0307533-0.00813517j 0.0566924+0.0536861j -0.0537339-0.0235056j -0.0222796+0.00549319j 0.077515+0.0529909j 0.042064-0.0100713j 0.0144443+0.01089j 0.0377543-0.0225656j 0.0158028+0.000378411j 0.0430116+0.0270221j -0.0702174+0.0399965j 0.00976328+0.0380444j -0.0533208-0.0408577j 0.0242764+0.0884675j 0.0453039-0.0338798j 0.023288+0.0367438j 0.0386401-0.0248326j 0.0547862-0.176812j 0.0591968-0.0110757j 0.0392297-0.0324376j -0.00239113-0.0561993j -0.0106038+0.017528j -0.0212128+0.0113816j 0.00595185-0.0656693j -0.0156893+0.00409697j 0.00786674-0.014299j -0.0382674-0.0207384j -0.00704685-0.0031382j -0.0548985+0.0063757j -0.0499973+0.0203746j 0.0500407-0.0119498j 0.0988334+0.000920238j -0.0100743-0.0237351j 0.0183699-0.0190232j 0.0180923+0.0560229j 0.0146362+0.0289036j 0.0290486-0.0179229j -0.0173713+0.031482j -0.000797526+0.000118558j 0.0166034+0.0357828j 0.0061357-0.00443004j -0.0172613+0.0110157j 0.0165572-0.0285485j -0.00548508+0.00358042j -0.00641469+0.000748366j -0.0106142-0.012128j 0.012419-0.00550789j -0.00261537+0.0172054j -0.0057777-0.0418006j 0.0190588-0.00799064j -0.00688339+0.00396056j 0.0135533-0.009256j -0.00465177-0.00167787j 0.0155206-0.00562856j 0.00122276-0.0130538j 0.0170744-0.00585231j -0.0106984-0.00759158j -0.00930742-0.0415841j -0.0307267-0.006365j 0.0165002+0.00581995j -0.0240035-0.00535893j 0.00189275-0.0138053j 0.00170187-0.0120131j -0.00993535+0.00821297j -0.010839-0.0255169j -0.00703675+0.0219357j -0.0208147-0.00755205j 0.0207923+0.00448564j 0.00554506+0.00948504j 0.00573417-0.0116303j -0.00263137-0.00659176j 0.00807807+0.00695749j -0.00938659+0.00144852j -0.00203147-0.0299475j -0.0100883-0.0146408j 0.0339337-0.00611617j 0.00204981+0.0065476j 0.0112308-0.0194846j -0.0116502+0.00622961j 0.00768284+0.0181408j -0.0162987-0.0110713j -0.0100705-0.00249081j -0.00943321+0.0146492j 0.00218572+0.00838081j -0.0167718-0.00457612j 
-0.0115676-0.0086138j 0.00750095+0.00852287j 0.00750892+0.0211123j 0.0166983+0.00531257j 0.0249108+0.0146684j -0.0113856-0.00124447j 0.0233717+0.00496329j 0.000448484+0.00759947j 0.00850003+0.0344057j 0.0286189-0.0260293j -0.044365-0.0893483j 0.0241307-0.0427005j 0.0314072+0.0124114j 0.011016+0.023558j 0.0401346-0.0066097j -0.0346949+0.0010368j 0.0221501-0.0131475j 0.0115939-0.0862305j -0.0175739-0.00588949j -0.0103672+0.0124041j 0.0215586-0.0220258j 0.0497585-0.0347379j -0.115617-0.0218676j 0.0631082-0.081854j 0.0617497+0.0116752j 0.0203743-0.023762j 0.138955-0.0279551j -0.00910158-0.0470457j -0.0776655-0.0227703j 0.0884365+0.0860436j -0.0613574+0.00536991j 0.0238281+0.0171379j 0.0217622-0.0068326j -0.0087565-0.0454179j 0.0168409+0.0367163j -0.041494-0.0239863j -0.0282829+0.0106275j -0.00758402+0.0298675j 0.0561536+0.0119736j -0.0170412-0.085132j -0.00777706+0.0632122j 0.0219091+0.125996j 0.0242818-0.0179265j 0.0294869+0.00977604j -0.00490855+0.0357821j 0.0426385-0.00819555j 0.0111467+0.0221614j 0.00656223+0.0289058j 0.0233822-0.0129224j 0.0100666+0.0287174j -0.00614204-0.0063474j 0.00183725-0.0139945j -0.00671328-0.0341623j 0.0123915+0.0412127j 0.00373941-0.020164j -0.0115225+0.00519557j 0.0106684-0.000424358j -0.00925042-0.0131826j -0.0141781-0.0169033j -0.00745457-0.00110657j -0.00447051+0.0111939j 0.0057669+0.0079013j -0.0068625+0.00163281j 0.0134812+0.0188034j 0.0184571-0.00797701j 0.00542597+0.0337396j -0.0136989-0.0104796j -0.000841561+0.0135473j -0.0249137-0.0144916j 0.00104601+0.0182157j 0.0116506-0.0193723j -0.0275947-0.00188504j -0.0152226-0.0351729j -0.00918853+0.00729899j -0.0125129+0.010648j 0.00483806+0.00651981j -0.000293561+0.0136973j -0.0171231-0.00893664j 0.0119976-0.00675232j 0.00176144+0.0131004j -0.013793-0.02458j -0.0178969-0.0201028j 0.0112769-0.0214108j -0.00684475+0.00552766j -0.00191667+0.0096828j 0.00820818+0.0205319j -0.0274668-0.0124905j 0.00843654-0.00859838j 0.00119841-0.00311919j 0.0168483+0.0125669j -0.0369898-0.0196076j -0.00932809-0.023992j -0.0153743+0.000450479j 0.0291536+0.00775275j -0.00628629-0.00365368j 
-0.0117057+0.0044964j 0.00393016+0.0135604j 0.00686665+0.0231151j 0.00698518-0.0131134j 0.0192407+0.011042j -0.00480559+3.30341e-05j 0.0123682+0.0012749j -0.00172073+0.00540292j -0.00662069+0.0274752j 0.0290573-0.0495141j -0.0221862+0.0270873j 0.0116012+0.0448888j 0.00992345-0.00209251j -0.00114086-0.0188631j 0.0161022+0.0385573j -0.00820869-0.026445j 0.0325159-0.0028586j 0.0351712-0.00949348j 0.0144199+0.023141j -0.0215291-0.0232857j -0.0575934+0.0202203j -0.0215471+0.0117318j 0.021068+0.00215549j -0.0377765+0.0463632j 0.0154246+0.0117591j -0.047816+0.0148994j 0.0279541+0.00639579j 0.0667813+0.0250405j -0.0492827+0.036799j -0.0285807-0.0244744j -0.0138549-0.00789084j -0.0081608-0.00602964j -0.00731865-0.00413879j 0.0646483+0.00290659j 0.0413437-0.0274306j 0.024461-0.0139417j -0.0155123+0.00861233j -0.0521636+0.00473315j -0.0123763+0.00600526j 0.0176182+0.017898j -0.0486734-0.0302333j -0.0597318-0.0242665j 0.0332805+0.00231212j -0.00744928-0.00203224j 0.00133343-0.00630789j 0.0134071-0.0111553j -0.00557216+0.00731885j -0.00834659-0.00904693j 0.027726-0.0176366j -0.00153255-0.0309979j 0.00747749+0.00103074j -0.00140789+0.00244499j 0.00618021+0.00256238j -0.00173798-0.0260746j -0.0078082+0.00601862j 0.00526154+0.00760773j -0.000949714+0.0267193j 0.00107497-0.000309406j 0.0132365+0.0126741j -0.0223594+0.0152622j 0.00925771+0.00650547j -0.0140268-0.00954845j -0.00128556+0.0232058j 0.00149601-0.0139393j 0.0139432+0.00862329j -0.00238185-0.010989j 0.00855898-0.0033623j 0.0211104-0.0216786j -0.0142725+0.0123838j 0.0136156-0.00165799j 0.00299921+0.00463732j 0.0139047-0.0126116j 0.00705839+0.0137426j 0.00160204-0.00425122j -0.0145546-0.00618596j 0.00623043-0.00201226j 0.00784335-0.00253612j -0.00348231-0.0035973j -0.0181898+0.00838437j 0.00817906-0.00358515j 0.00373792-0.0079849j -0.00307023-0.000544115j 0.0174417+0.0151554j 0.00488047+0.00452597j 0.00387576-0.0115152j -0.0211938-0.00457487j -0.000252955+0.0040796j 0.00366615+0.012635j -0.00297566-0.00942761j 0.00918266-0.00406293j 0.0258074-0.0129514j 0.00293777+0.0143021j 0.00207537+0.00102686j -0.00933523+0.0146741j -0.00624343+0.00950642j 
0.0171342+0.0225892j -0.00106233-0.0162734j 0.00280365-0.00913158j -0.00539941+0.0241176j -0.044671-0.0265428j -0.0296867+0.0164564j 0.00487949+0.00765668j -0.0240793+0.0104452j 0.0173293-0.0387903j 0.0103514+0.0105282j 0.0105018+0.0140398j 0.045047-0.0245245j -0.0241416-0.0110892j 0.0156442-0.0231133j -0.0182452-0.00742285j -0.0388621-0.0190519j 0.000999309+0.0285468j 0.0701638-0.00291893j 0.0434084-0.00283781j -0.035262+0.00480925j -5.53416e-05+0.0225497j 0.0466295+0.00889474j -0.00728858-0.0209208j 0.0945663-0.0310623j 0.0241129-0.0405853j 0.0497111-0.008354j 0.0613005-0.0405036j 0.0718338-0.0585379j 0.0556169-0.0278789j 0.0126633-0.0685829j -0.039956+0.0264283j -0.00210701-0.0287362j 0.0211596+0.0144203j 0.00610812+0.0181458j -0.00129217+0.00489375j -0.0431001+0.0202969j -0.0113919+0.0139006j 0.0113116-0.00975888j -0.0252199-0.00771007j -0.0352432+0.0360782j 0.0121722-0.0181685j 0.0186658-0.0678206j 0.0266222-0.0236456j 0.0124784-0.0245975j -0.0090828-0.00244556j 0.0236577-0.0337237j -0.0168303-0.0295275j -0.0415436+0.0158179j 0.0168127-0.0204124j -0.00172807-0.0183226j -0.0213146-0.00745432j 0.00424203+0.000636185j 0.0205547-0.0039556j -0.00728721+0.00431579j 0.00720183+0.00233139j -0.000870401+0.0155221j 0.0171399+0.00333951j 0.0202121+0.00534989j 0.00716516-0.00476833j -0.00680148+0.0132746j 0.00112762-0.00027803j 0.00403118+0.00892658j 0.00651586-0.013527j 0.0160313-0.0146766j -0.00470083+0.0105717j -0.00851014-0.0043048j -0.0171259+0.0218241j 0.00761857-0.00117413j -0.00100597+0.0112448j -0.018431-0.00397462j 0.00433041+0.00635885j -0.00325799+0.0197938j -0.000892612-0.00244528j 0.01227-0.0114929j -0.0109421-0.0112303j -0.0158123+0.00251889j 0.0219168-0.0149898j -0.00639942+0.00296417j -0.00727453+0.00626902j 0.0147241-0.0183915j 0.00219544+0.00381612j -0.0183585+0.00834842j 0.0361965+0.00388357j -0.00576975+0.000568918j -0.00438452+0.00674717j -0.0281182-0.00922622j -0.00213353+0.0210362j 0.00433324+0.00209081j -0.00980457-0.0122817j -0.00812262-0.00451403j -0.0160948+0.0181343j 0.0221337+0.0227907j 0.00370798+0.0032853j 0.00573924-0.0142264j 0.0193319-0.00130911j 
-0.00749074+0.0144265j 0.00540959+0.000359945j 0.00934307+0.0218252j -0.00283154+0.0198002j 0.0130738-0.0151706j -0.00397563+0.0146132j 0.00344093-0.00999868j -0.00433954-0.0159271j -0.00751708-0.022646j 0.00640294-0.00214927j -0.0102939-0.0103049j -0.0103591+0.0744576j 0.0161205-0.0354728j 0.0321156-0.0185488j -0.0263099+0.0431574j 0.0295581+0.0436881j -0.017505-0.0143299j -0.00964213+0.0296946j -0.0223272+0.0610597j -0.00757063+0.0176162j -0.00176093-0.0407405j -0.0239591+0.0286479j 0.0301599+0.0393082j 0.019369+0.0478603j -0.0325976+0.0643201j 0.0438116+0.0156562j -0.0494457+0.0289862j -0.0606506+0.093776j -0.0144279+0.0646773j -0.00424033-0.0157461j -0.0112211+0.00769995j -0.0172168-0.015996j -0.0170376+0.0250681j -0.000279653+0.0267552j -0.0134065-0.000405152j -0.00726211+0.00194626j 0.0325205-0.0199598j -0.00806725-0.0165443j -0.00385556-0.0369963j -0.0179847-0.0130963j 0.0244988-0.00147154j 0.0189337+0.0139787j 0.0109954-0.0138568j -0.0255911-0.0033996j 0.00197173+0.0119272j -0.00842918+0.0322734j -0.00668217+0.0100093j 0.00836832-0.00946291j -0.00733594+0.0127665j 0.0161019+0.0153765j -0.016944-0.00258893j -0.000400159+9.63161e-05j -0.00892035+0.00886316j 0.00478187-0.0133494j 0.00903691+0.00215977j -0.0202328-0.00211337j -0.00248768+0.0435351j -0.0171868-0.0090111j 0.000959928+0.00416044j 0.0123578+0.00976238j 0.0158066-0.0091173j 0.0072827+0.00877027j -0.00695834-0.0137307j 0.00464003+0.000352101j 0.0027148-0.00499436j -0.0028492-0.0109049j -0.00951637-0.0013199j -0.00720337+0.0062343j -0.00989447-0.011134j 0.0189651+0.00183237j 0.000304722-0.021491j -0.00444113-0.011851j -0.0095713-0.00498668j 0.00995744+0.0165923j 0.00836542-0.0179697j -0.00335139-0.00410335j -0.0115738-0.0124383j 0.00165149+0.00398326j 0.0109404+0.000163252j -0.0218497+0.0326713j 0.00516426+0.00031765j -0.00453902+0.00638359j -0.0130807+0.000127764j 0.00400675-0.00898676j 0.0117235-0.00915816j 0.0101543-0.00194001j -0.0106877+0.0100287j 0.00447395+0.0139883j 0.00231566-0.00974653j 0.00690327+0.00193432j 0.00231809-0.000838389j -0.00687871+0.0118804j 0.00455833+0.0057269j 0.00474681+0.0061391j -0.00459065-0.00190946j 
