-0.170977+1.93678e-13j 0.0596391-0.00249458j 0.021379+0.0289607j 0.100432+0.134497j -0.0172286+0.0468861j -0.0244476-0.0391405j 0.0266502+0.102399j 0.0272497+0.0424839j 0.00272831-0.0325261j 0.0223133-0.0716563j 0.0198225+0.000972142j 0.0153738+0.0276212j -0.00854476+0.0470908j -0.00993109+0.0212789j 0.0129524-0.0542342j -0.0225192-0.00468833j -0.00212181+0.0101582j -0.0376626-0.0085315j 0.0116063+0.00207566j 0.0268741-0.0150593j 0.0479424+0.0406476j -0.0109568+0.0206797j -0.0946905-0.000282241j 0.054569+0.0733301j -0.136954-0.0412114j 0.0803723-0.15721j 0.115791+0.0493872j -0.00108318+0.111681j 0.0555006-0.0422227j 0.0341141+0.0581621j -0.126011-0.0337091j -0.0183884+0.017206j 0.0746697+0.0813242j -0.0382192-0.0544826j -0.000363195+0.0469817j -0.0438024+0.00863356j 0.0158113+0.00576315j 0.0128755+0.0812655j 0.0281352-0.0437052j 0.0157329-0.0497259j 0.00583415+0.00339865j 0.0267455+0.0505585j -0.00616962-0.0153444j -0.00196048+0.00238728j 0.00638141-0.00138647j -0.0258898-0.00877795j -0.0248177+0.0302845j 0.00540127+0.0204497j 0.00283859-0.00625132j -0.00496568-0.0195929j 0.0193311+0.0166359j -0.016524+0.0450581j 0.03326-0.0344175j -0.0136749+0.0339929j -0.0436565-0.0332642j 0.0095229+0.00531276j 0.000406439+0.0295879j -0.00892553+0.00277556j -0.0400969+0.033314j -0.0157575-0.00261993j 0.0199886-0.0306937j -0.0330935-0.00443798j 0.0126073+0.0342729j 0.0245956-0.0507418j -0.110781+0.156238j -0.175783-0.184324j 0.229734+0.0551573j -0.0551927+0.109831j 0.0605754-0.163468j -0.0250325-0.0222403j -0.0107656-0.000563402j -0.176598-0.0768448j 
0.0803723+0.15721j 0.11002-0.108486j -0.150898-0.00901988j -0.0901246+0.0121328j 0.0602832+0.15398j -0.151176-0.120319j 0.146658-0.0481082j 0.305679-0.144208j -0.0914372+0.153632j -0.0536985+0.105565j 0.128481+0.140027j -0.0327794-0.0112332j -0.0687703-0.0842384j 0.10305-0.140196j -0.0167369-0.0238629j 0.0426761+0.088823j 0.00764478-0.042549j -0.0188576-0.068213j -0.092819+0.0313775j -0.0315995-0.0160147j 0.0189256+0.10089j -0.0364367-0.0539795j -0.0607209-0.06438j 0.033366-0.0141361j 0.132719-0.0859177j 0.128081-6.97359e-15j -0.182166-0.121223j -0.0757141+0.0902605j -0.0466383+0.110249j -0.0434566-0.144865j -0.00215011+0.00427914j 0.024842+0.0362052j -0.0145473+0.0298569j 0.174388-0.0069075j 0.00532913-0.0931848j 0.030045-0.00840646j -0.0252157+0.0435711j 0.0249206-0.0574704j -0.000538745-0.040043j 0.0339857-0.0317016j 0.00524107-0.010531j -0.036351-0.00172812j 0.00972746-0.0215297j -0.00594503+0.013078j 0.00290181-0.00104119j -0.00190615+0.00964756j -0.0158656+0.0109413j 7.13953e-05-0.0184704j -0.019303+0.0130282j 0.0108639+0.00183832j -0.0164237-0.0110904j -0.00032991-0.00440339j 0.00559949-0.0129487j 0.00930864+0.00719501j 0.0104732+0.000707224j -0.0173546+0.011776j 0.00120888+0.0156253j 0.018652+0.00645324j 0.00123261-0.00491196j 0.00329956-0.000140256j 0.00706067+0.0183165j 0.0137863-0.00805553j 0.00349614-0.0157818j -0.00748094+0.00518717j -0.0179864+0.0261266j -0.00640573-0.00639189j -0.018944-0.0355715j 0.0176422+0.0160793j -0.0204341-0.00741445j 0.00980737-0.0110772j -0.0161226-0.0374332j 0.00833178-0.00286279j 
0.115791-0.0493872j -0.0601357-0.122364j -0.140552-0.167428j -0.054958-0.143923j 0.244345-0.0695099j -0.125661+0.000103709j -0.041845+0.066664j 0.153234+0.245694j 0.0490431-0.0319986j 0.238194+0.0540259j -0.0246886-0.0783794j -0.0769574+0.00276658j -0.0455347-0.173021j 0.0250371-0.0468697j 0.122552+0.118461j -0.0319501-0.0191773j -0.0286216-0.0259156j -0.0125412+0.0355315j 0.0643707-0.15335j -0.0159135-0.0665787j -0.0595659-0.0498981j -0.0762221+0.0751539j 0.031206+0.0843285j -0.102938-0.00839583j 0.0741889-0.00915934j -0.182166+0.121223j -0.0696404-6.10623e-16j 0.167377-0.00344743j 0.0667975+0.217578j -0.121918+0.0303021j -0.0370514-0.01375j 0.117841-0.0237197j 0.0632212-0.0301629j 0.121736+0.152587j -0.0685092+0.0770032j 0.0154637-0.00257932j 0.0485064+0.00816634j 0.00699949+0.0752999j -0.00301772-0.0111254j -0.0108797-0.00179003j 0.0223566+0.0170317j 0.0200184+0.0325512j 0.00666515-0.0242565j -0.0126958-0.00434652j -0.016757-0.0193031j -0.0149934-0.00700494j -0.011288+0.0342424j -0.00221914+0.0248243j 0.000847612-0.0152617j -0.0231103-0.0248497j 0.0204823-0.0113466j -0.00367485+0.00330767j -0.00487202-0.00402155j -0.00750441+0.00604718j 0.00465444-0.00428505j -0.0122981-0.0365959j 0.0106955+0.0103545j -0.00941748+0.00581388j -0.00201232+0.00427563j -0.00835167+0.0140267j 0.00472756+0.00865825j -0.0294865-0.0175489j 0.0253905+0.0150982j 0.00631086-0.0126162j -0.0188588+0.0285213j -0.0460139-0.0826276j 0.0697942+0.0311446j -0.0396454+0.0343107j 0.0357765-0.0432449j 0.0384127+0.00545765j -0.0175964-0.00414982j -0.0748387-0.0586199j 
-0.00108318-0.111681j -0.125289-0.00119581j 0.035542+0.0612058j -0.0702431-0.130881j 0.218678+0.17519j 0.0764977-0.175366j 0.198085+0.131268j -0.000863426-0.0530694j -0.00329395-0.0369512j 0.126245+0.230203j 0.0868028+0.0577152j -0.0902712-0.150233j 0.0313001+0.0597572j 0.00133368+0.0596316j -0.0999681+0.00941287j 0.0153651+0.0694639j 0.0274449-0.00794438j -0.00978886+0.120466j -0.00914537+0.033791j -0.0251402-0.00927555j 0.0124039-0.124107j -0.0104279-0.0273792j 0.00291425+0.00320613j 0.0209298-0.0443243j -0.0457481+0.125216j -0.0757141-0.0902605j 0.167377+0.00344743j 0.103197-1.51268e-14j 0.138883-0.0227355j 0.06105+0.199706j -0.141531+0.0266805j -0.0202397-0.0239523j 0.101037+0.144028j -0.0139445+0.0329142j -0.0529149-0.0620981j -0.0408698+0.0530787j -0.0559206-0.026225j -0.0161719-0.0209804j 0.0212339-0.013814j 0.0173742-0.0166022j -0.0208426-0.03461j -0.00910782+0.0109334j 0.0011193+0.00282829j -0.00479514-0.0370943j 0.0215283-0.0297056j 0.00637584-0.0167736j -0.0161673-0.0377293j -0.00237812+0.00764546j 0.00856767-0.00119889j 0.00780031-0.0258919j 0.0119572+0.00925535j -0.0110113+0.00854941j 0.0119969-0.00313946j -0.00057829-0.00766439j -0.0243016+0.0082394j 0.0231926-0.0106545j -0.0263993-0.0107232j 0.00534091-0.00281087j -0.0136837-0.0060775j 0.0027379-0.0127301j -0.0199577-0.0169195j 0.00787294-0.00480279j -0.027649+0.0118838j -0.00821391-0.00963619j -0.0441183-0.0334336j 0.0612609-0.00228464j 0.00122148+0.0794j -0.0157931-0.0475316j 0.034787-0.00653298j -0.0494433+0.0351061j 0.0802766+0.039374j -0.00101496+0.00482092j 
0.0555006+0.0422227j -0.0228707+0.0490946j 0.0473433+0.0300707j -0.019843+0.126348j -0.0670258-0.047702j 0.113041+0.0535041j 0.020283-0.176237j 0.140921+0.0231494j 0.045332+0.13352j -0.107107-0.0777545j -0.0618583+0.0894375j 0.0181531-0.0274715j 0.0416682+0.0107346j -0.0482182-0.0321248j 0.0619948+0.147654j 0.0339026+0.0205343j -0.0249993-0.0439356j -0.079069+0.00952854j -0.00490834+0.0316541j -0.0249919+0.00528492j 0.0328466-0.038501j -0.0860402-0.0389j -0.0445757-0.0294155j 0.0313288-0.0521891j 0.0481997+0.0703855j -0.0466383-0.110249j 0.0667975-0.217578j 0.138883+0.0227355j 0.0454024+7.00828e-15j -0.00352177-0.00841616j 0.00436653+0.118101j 0.139378+0.14367j 0.0300809-0.0335075j -0.0326087-0.0597757j 0.0397101+0.00467239j -0.0118492-0.0338354j -0.0492964-0.0112096j 0.0481542+0.0639045j -0.0189199-0.0562879j 0.0345885-0.0037474j -0.0306201-0.00443297j 0.0171047+0.00573366j -0.0195092-0.0252164j 0.0246879-0.0218499j 0.0257759+0.023629j 0.0271953+0.00141968j 0.00836523+0.0181743j -0.00312436+0.000905475j -0.0130091+0.0221717j 0.0298305-0.0258394j 0.0100299+0.00129572j -0.0373167+0.0429287j 0.0190638-0.0139125j 0.0141843+0.00294346j -0.0353272+0.0109966j 0.0297945-0.025571j -0.0054314-0.0125588j 0.0123581-0.00758445j -0.007727-0.0251461j -0.00695918-0.00805078j -0.0286358+0.0159471j 0.00104734+0.0199214j -0.0362066+0.0291756j 0.00895742-0.0562339j -0.101633-0.00787488j 0.0860455-0.0707847j 0.0458165+0.112627j -0.0374477-0.0889714j 0.035533-0.032416j -0.0495333+0.0785964j 0.111012+0.00948628j -0.0151013-0.00143285j 
0.0341141-0.0581621j 0.0497085+0.0308073j 0.0246693+0.0567677j 0.00996593-0.00984831j -0.0470325-0.0755135j 0.117263-0.100754j -0.152087-0.0765321j -0.176666-0.273799j -0.0219303-0.0436887j -0.0656392+0.110904j 0.0636537+0.059046j 0.0208416+0.00272063j -0.0351084-0.0236737j 0.0691335-0.00212269j -0.0179202+0.0467019j 0.043284-0.025332j -0.0392261+0.00423157j 0.038481+0.0556431j 0.0167384+0.0627173j -0.044365+0.061406j -0.040237-0.0391196j 0.00801442-0.0436248j -0.00671679-0.101047j -0.0556239-0.0262158j 0.0697446+0.0676653j -0.0434566+0.144865j -0.121918-0.0303021j 0.06105-0.199706j -0.00352177+0.00841616j -0.0600412-7.39651e-13j 0.124971+0.136992j 0.00709369-0.13275j 0.00878376+0.0332903j 0.00649632-0.012732j 0.0186131+0.0188926j -0.0728572-0.00356189j 0.0229295+0.0705354j -0.00683403-0.0317262j -0.011796-0.0125431j 0.0118156-0.0859481j 0.0103053-0.00240302j 0.000178604+0.0424615j -0.0189437-0.00950065j 0.0007213-0.00380408j 0.0172985-0.00122531j 0.0121858-0.00315206j 0.00643401+0.0484249j -0.0126374+0.0204349j 0.0105271-0.00049344j -0.0070863-0.0163555j 0.0140498-0.00692123j -0.0121058+0.023207j 0.0140075-0.0222714j -0.0119822-0.00110202j -0.00906472-0.0027072j -0.00273088+0.0178735j 0.0124879+0.0277815j -0.0343628-0.0312693j -0.0502531+0.0310453j -0.0301817-0.00630433j 0.0133587-0.021709j -0.0211034-0.0280445j 0.0240475-0.00518856j 0.00979973-0.00422702j -0.0652717+0.102037j -0.118979-0.068402j 0.0920771+0.0141454j -0.0427853+0.0755344j 0.0396977-0.108131j 0.00922885-0.0118745j -0.0153549-0.00570254j -0.106077-0.0109051j 
-0.126011+0.0337091j 0.0217213+0.0104298j -0.00925586-0.0453367j 0.0797281+0.175547j 0.0947732+0.157362j 0.194276-0.0023604j 0.228214-0.164731j 0.116327+0.135755j 0.0173502+0.0350965j -0.0325435+0.0136597j 0.0194902-0.0334894j -0.021853+0.0285376j 0.0781763+0.0200435j -0.0553066+0.00307995j 0.0204966-0.0191886j -0.0332114+0.00896796j 0.0545824+0.0135633j 0.0432714+0.0820257j 0.0177758+0.0486667j 0.0738655-0.00804113j 0.00887372-0.0450855j 0.0397837-0.0176604j 0.0648947-0.000247892j 0.0122134-0.0815284j 0.0066782-0.0862578j -0.00215011-0.00427914j -0.0370514+0.01375j -0.141531-0.0266805j 0.00436653-0.118101j 0.124971-0.136992j -0.111585+1.38919e-12j -0.0706395+0.00431502j -0.0425385-0.0857287j -0.0056136-0.0246278j -0.0225914-0.0840531j -0.0578992-0.00820128j -0.0807375+0.0677932j 0.0133774+0.0195459j 0.0395466+0.00469969j 0.0386972+0.0152535j -0.0298891+0.042856j -0.0239528+0.00668098j 0.0199769-0.0125859j -0.0379708+0.0118338j -0.0265996+0.0492221j -0.0340038+0.00659414j -0.0402485+0.0190022j 0.0191019-0.0158233j 0.0151064+0.00538968j -0.0189713+0.00163634j -0.00530093+0.0257403j 0.0184245-0.0287797j 0.0235797+0.00146489j -0.0158551-0.0168085j 0.00232966-0.0224742j -0.0258812+0.0398589j -0.0329846+0.0103753j -0.0233394+0.0078749j -0.0367283-0.0143792j -0.00852969+0.0108506j -0.0123889+0.00651796j 0.0285489-0.0400487j 0.00744912-0.0450089j -0.0360482-0.0202996j -0.0288809+0.105937j -0.102099+0.0174482j -0.0181026-0.0679853j 0.0205351+0.0613575j -0.0154227-0.00703543j 0.00220632-0.0396806j -0.00270779-0.0357432j -0.0363542-0.0348596j 
-0.0183884-0.017206j -0.134598+0.0307656j 0.101903+0.124658j 0.054574+0.0811001j 0.0300974-0.155125j 0.128665-0.239932j -0.196027-0.095829j 0.126576+0.00168652j 0.0321415+0.0445701j 0.137181+0.036832j -0.0346211+0.0619822j -0.0528622-0.00574893j -0.0307543-0.0344345j -0.0568039+0.0158262j 0.0547957+0.0552472j -0.023454-0.0234136j 0.0230889-0.0322129j 0.0429046+0.0380107j 0.0257899+0.0441258j 0.0309395-0.0149759j -0.0333329-0.0287087j -0.0796176+0.00247237j -0.0393126-0.0864483j -0.0457704+0.0511051j 6.92186e-06-0.00386782j 0.024842-0.0362052j 0.117841+0.0237197j -0.0202397+0.0239523j 0.139378-0.14367j 0.00709369+0.13275j -0.0706395-0.00431502j 0.119232+4.32987e-14j 0.0128829+0.00756343j -0.0680774-0.0913364j -0.0469238+0.00739328j -0.0367399+0.101446j 0.0250298+0.017838j 0.0842744-0.0414377j -0.000862343-0.019316j 0.00770977-0.00506314j 0.0231183+0.0220238j 0.0302929-0.0354092j -0.0189969+0.0121809j -0.0242892+0.00749293j 0.0224923-0.00093363j -0.0239629+0.0188021j -0.00151688-0.0148533j 0.00475185-0.0187813j 0.0140409-0.010803j -0.0381008+0.0177044j 0.0115854+0.00718028j 0.00488995+0.0128585j -0.0172174-0.00327573j -0.0060409+0.00413027j -0.012107+0.0147157j -0.00669837+0.0175285j -0.0360693+0.0427872j 0.045695+0.0119699j -0.0127059+0.0186355j 0.0395688-0.0195221j 0.00887461+0.0118545j -0.01797-0.02725j -0.0325363+0.0135741j -0.0587263+0.0805731j 0.0947716-0.00957093j 0.0268116+0.101769j -0.0719663-0.0194103j 0.0273546-0.00854211j 0.00447448+0.0651239j 0.00123995-0.00901087j -0.0328538-0.0307263j 0.000148648+0.0389866j 
0.0746697-0.0813242j -0.0388442+0.0426999j 0.0612364+0.0196536j -0.0132796-0.0266375j 0.0119344-0.0404982j -0.00922465-0.0327793j -0.0754957+0.0816045j -0.00852806-0.0365745j -0.0222004-0.0389731j 0.041468-0.041818j -0.0471181+0.00263136j -0.0118879+0.0427046j 0.0126949+0.00263362j -0.0198121+0.0419459j -0.0444107-0.00763022j 0.0022079-0.0285137j 0.0160959-0.00932418j 0.0153455+0.0243569j 0.0300692-0.00114782j 0.034182+0.00450267j 0.0372632+0.0155346j 0.0251056-0.107036j 0.127272-0.156885j 0.018599-0.0807703j -0.105561-0.0313186j -0.0145473-0.0298569j 0.0632212+0.0301629j 0.101037-0.144028j 0.0300809+0.0335075j 0.00878376-0.0332903j -0.0425385+0.0857287j 0.0128829-0.00756343j 0.01427+1.12896e-14j -0.0632972-0.0142869j 0.0081196-0.00209095j -0.0210627-0.00678569j -0.0351118-0.0618486j -0.0188108-0.0908464j 0.0145973-0.028535j 0.00965337+0.0692347j -0.0334231-0.0700848j -0.0191562-0.0128446j -0.00102495-0.0596289j -0.0431815+0.0351095j 0.0029213+0.0794696j -0.00106401+0.101663j 0.00514712+0.0369798j 0.0299863-0.0177229j -0.00895166-0.0153511j 0.00500347+0.0215897j -0.0206197-0.0255302j -0.000788663-0.11414j 0.00129957+0.0371254j 0.0142113-0.0167204j -0.0289168+0.0340571j 0.0688652-0.0305078j 0.081386-0.0167466j -0.0484964+0.0725873j 0.0360495-0.105581j -0.0598782-0.0138601j -0.080747-0.0158975j 0.0849173-0.0407676j -0.0673395-0.18189j -0.0168929-0.0790004j -0.219551+0.203471j 0.0202413-0.0241164j -0.171771-0.0538219j 0.0384201-0.0701488j 0.0121992-0.0499226j 0.0605821-0.0555805j -0.00428444-0.0954046j 0.0682555-0.123811j 
-0.0382192+0.0544826j -0.0656743+0.0893211j -0.00496432+0.0242148j 0.0592528+0.00801002j 0.0358085-0.0117719j 0.0788232-0.0769621j -0.00619925-0.0592588j -0.0300293-0.0112184j -0.00635225+0.0294496j 0.00379971-0.00527663j 0.0324739+0.0179841j -0.03649-0.024241j 0.00358693+0.0408494j -0.0386804-0.0491907j 0.0342451+0.0735867j -0.0191868+0.0148072j 0.00688072-0.022723j -0.0149944-0.0404774j -0.00334555+0.0205282j 0.0201037+0.00417245j -0.00878038+0.0274688j 0.0645497-0.0347882j 0.0441621+0.0842347j 0.0948788-0.018792j 0.062982-0.0982431j 0.174388+0.0069075j 0.121736-0.152587j -0.0139445-0.0329142j -0.0326087+0.0597757j 0.00649632+0.012732j -0.0056136+0.0246278j -0.0680774+0.0913364j -0.0632972+0.0142869j 0.0232654-6.16174e-15j 0.0521823+0.0322135j 0.0408822+0.0571608j 0.0211402+0.0429043j 0.0219106+0.0231799j -0.0850577-0.0341207j -0.0609471-0.0302868j -0.0246224-0.00925825j 0.0114402+0.0142475j -0.00536619+0.00936805j -0.0197349+0.0344414j -0.00474926-0.00999408j 0.00030101+0.0113737j 0.0287671-0.0759214j 0.0141382-0.0500383j 0.00201797-0.0120345j -0.00896429+0.0295011j 0.0107524+0.0408852j 0.038062-0.0305444j -0.000103788+0.0337041j -0.0217678-0.00519017j 0.00969786-0.0127316j 0.0227775-0.000210229j 0.0971563-0.0171581j -0.0949326+0.0811633j 0.0831685+0.00708682j -0.00853036+0.0237331j 0.0871588-0.0644984j 0.0382279+0.0620646j 0.195355-0.0949046j 0.0864831-0.169837j -0.00100745-0.168066j -0.00188316-0.130878j 0.00758278-0.0924327j 0.136456-0.00962653j -0.0101325-0.110459j -0.0383773+0.0996965j -0.0983674+0.128968j -0.00313325-0.136204j 
-0.000363195-0.0469817j 0.00909303+0.0442216j 0.00936844-0.0110739j 0.043423-0.0367754j 0.0587122-0.0156941j 0.0400337-0.0165666j -0.00733898+0.0179696j -0.0779897-0.0455879j -0.0227106+0.00276874j -0.0171481-0.0138891j 0.00469384+0.0327746j -0.0212645-0.00623379j 0.0164388+0.0122634j -0.0429857+0.00429625j 0.0323533+0.0364669j 0.0018393+0.0237887j -0.0272644-0.0437299j -0.0392844+0.0245085j -0.0198382+0.0534063j -0.0208137+0.0306273j 0.0196326-0.00806849j 0.0254907-0.00539926j 0.0790358+0.00749643j 0.0372501+0.056347j -0.111678+0.0304277j 0.00532913+0.0931848j -0.0685092-0.0770032j -0.0529149+0.0620981j 0.0397101-0.00467239j 0.0186131-0.0188926j -0.0225914+0.0840531j -0.0469238-0.00739328j 0.0081196+0.00209095j 0.0521823-0.0322135j 0.108407-5.41234e-16j -0.0376576+0.0260998j -0.0329998-0.0275343j -0.0147445+0.00444701j -0.0872274-0.0323078j -0.0253389+0.0553183j -0.0639046-0.00827945j 0.0193221-0.0294704j -0.0148113-0.0071216j -0.0137055+0.0190301j -0.0458188+0.00672642j 0.000708586+0.027993j -0.0432733-0.0671622j -0.0342623-0.0206678j 0.0137454+0.00791613j 0.0176724-0.0411971j -0.0167467+0.0189205j 0.11515-0.00284728j 0.0481517-0.00182184j 0.0222918+0.0409472j -0.0166647-0.103241j -0.0567062+0.0604924j 0.0125052+0.0610649j 0.123986+0.0705369j 0.112949-0.121666j 0.0727957-0.0806766j -0.0627636+0.154982j -0.0615243+0.052064j 0.00688705+0.199246j -0.0785442-0.118031j -0.183365-0.0635369j -0.156409+0.0921236j -0.111114+0.0990032j -0.00757804+0.128776j -0.0609573+0.00602847j 0.0954601-0.00617626j -0.0936102-0.161926j 0.0881706-0.161515j 
-0.0438024-0.00863356j -0.0136274-0.0288987j 0.0295925-0.0404219j 0.0439491-0.00441241j 0.0471457-0.0153123j 0.0157463+0.0222542j 0.00823223+0.0210212j -0.00466041+0.0265945j -0.00414814-0.00995695j 0.0358642+0.0208151j 0.0220469+0.0117052j 0.00664795+0.0187189j 0.014278-0.0186608j -0.0419957+0.0285885j 0.0212436-0.0373075j -0.0166869-0.00354146j -0.0123752+0.0157162j 0.00266527+0.052605j 0.0318111-0.0490788j 0.039964+0.0280188j 0.0376429-0.0259842j -0.0499663+0.0198886j -0.00823457-0.0375928j 0.0985926+0.0057184j 0.0178038-0.054564j 0.030045+0.00840646j 0.0154637+0.00257932j -0.0408698-0.0530787j -0.0118492+0.0338354j -0.0728572+0.00356189j -0.0578992+0.00820128j -0.0367399-0.101446j -0.0210627+0.00678569j 0.0408822-0.0571608j -0.0376576-0.0260998j -0.182122-8.40994e-15j -0.0434816-0.0445228j -0.0349483-0.0385772j -0.0236482-0.0249775j 0.00269944+0.0294539j -0.0594011+0.00877405j 0.00872248-0.0103452j -0.0396923-0.019368j -0.0022905-0.00728706j -0.0279556-0.0437208j -0.00448879+0.00841207j 0.0219548+0.0596276j -0.0543158-0.00379223j 0.0479466+0.0820439j -0.00459381-0.0651573j -0.112374-0.0372532j -0.0299135+0.083948j -0.0313898-0.0440698j 0.0927398+0.079594j -0.0650548+0.0382051j -0.0779671-0.0727536j 0.0738913-0.00697659j 0.0703639+0.0189686j -0.0694551-0.0637572j 0.00964051-0.149521j 0.183681-0.12609j 0.0307659-0.0492852j 0.0767576-0.0317193j -0.26483+0.0480152j 0.0395445+0.0386001j 0.101826-0.09371j 0.0675917-0.129103j 0.117138-0.0684186j -0.188543-0.0786996j -0.134402+0.0478532j -0.0847708-0.252771j 0.207514+0.0488752j 
0.0158113-0.00576315j -0.0450194+0.0564991j 0.029906+0.0189134j -0.00417333-0.00136113j -0.00718059-0.0194755j 0.00244873-0.0276264j -0.0314645-0.0150052j 0.0334936+0.0343295j -0.0247705+0.00821471j 0.0402262+0.0248756j -0.0281505-0.0130834j 0.00338482+0.0186625j -0.0115666+0.00634954j -0.0128035-0.0269492j -0.0336003+0.00651292j 0.00374318-0.0022598j 0.0347607+0.0194914j -0.0139163-0.0078414j -0.0223536+0.0185349j -0.0180651+0.00143226j 0.030216+0.00668231j -0.00137715+0.00828413j 0.0483639-0.0333271j -0.0106493+0.0634059j 0.0367138-0.0267464j -0.0252157-0.0435711j 0.0485064-0.00816634j -0.0559206+0.026225j -0.0492964+0.0112096j 0.0229295-0.0705354j -0.0807375-0.0677932j 0.0250298-0.017838j -0.0351118+0.0618486j 0.0211402-0.0429043j -0.0329998+0.0275343j -0.0434816+0.0445228j 0.0917365+9.57567e-16j 0.0230371+0.0538841j 0.00662511+0.0273225j -0.115598-0.0318616j -0.0294088+0.0331638j 0.0269111-0.0149948j 0.00861321-0.00307278j 0.0362106-0.0872878j 0.0520579-0.0462093j 0.019735-0.0225686j 0.0705822+0.00867973j 0.0104219+0.0402453j 0.019493+0.0557559j -0.0292568-0.0667879j -0.0304902-0.0356782j 0.0646871-0.0707148j -0.0986184+0.0086453j 0.0865224+0.0176429j 0.023887-0.0945615j -0.0642688+0.00189521j 0.0392522-0.141651j -0.0816635-0.135629j 0.0607814-0.0243j -0.0221495+0.104611j -0.0515304+0.0562455j -0.0423468-0.00200972j -0.200536-0.0201341j 0.0674457-0.0215176j -0.153026+0.0853343j -0.183949+0.238377j -0.11583+0.0228385j -0.0655609+0.0787169j 0.035857+0.098769j -0.0225737-0.0731664j 0.215372-0.10918j 0.225065+0.196016j 
0.0128755-0.0812655j 0.00621823-0.045657j 0.0266262-0.044102j -0.0152826-0.0446521j 0.0155818-0.0445411j -0.0233282+0.0318222j -0.0240184+0.0364502j -0.0230614-0.0137856j -0.00408085-0.0051761j -0.00227026+0.014569j -0.00594816+0.0411816j -0.0292804-0.0136587j 0.0227936-0.03331j -0.0305461+0.0182683j 0.0230841-0.0185047j -0.00849563+0.0153456j 0.00384571-0.0370394j -0.0196485-0.0334459j 0.022228+0.0247542j 0.00575376-0.0337099j 0.0513287-0.00347256j -0.0202346-0.00989456j 0.0421013+0.00670881j -0.0363421+0.0642289j -0.0301875+0.0720316j 0.0249206+0.0574704j 0.00699949-0.0752999j -0.0161719+0.0209804j 0.0481542-0.0639045j -0.00683403+0.0317262j 0.0133774-0.0195459j 0.0842744+0.0414377j -0.0188108+0.0908464j 0.0219106-0.0231799j -0.0147445-0.00444701j -0.0349483+0.0385772j 0.0230371-0.0538841j -0.00579743-4.57967e-16j 0.0494238+0.0148132j 0.0279747+0.0787069j 0.00250609+0.038096j 0.00821816-0.0582072j 0.0440254+0.000127402j 0.0746936+0.0489498j 0.00812864+0.101326j -0.0640003+0.0572753j -0.0775345-0.0441205j -0.0771142-0.0328516j -0.00247554+0.054311j 0.040821-0.0590832j 0.0118011-0.0479671j -0.0018649-0.0182355j 0.0617327-0.0283962j -0.0489527+0.020958j 0.016823-0.0510896j 0.0329341+0.161719j -0.0170032+0.0352079j -0.0690252-0.0343769j -0.120312+0.114769j -0.0197814+0.0380625j 0.166737+0.0435653j 0.204333-0.0462791j -0.0422741-0.0295003j -0.201022-0.0311316j 0.111382-0.126578j 0.107585-0.0157764j -0.0378429+0.128217j 0.0770488+0.101345j -0.201146+0.0558318j -0.106577+0.311798j 0.178021+0.0693675j -0.138999+0.155473j 
0.0281352+0.0437052j 0.000137915-0.00612503j -0.0537733-0.0242359j -0.0291742+0.0330679j -0.0197891+0.00519647j -0.0163311+0.0469206j -0.016136+0.00789727j 0.00509737+0.0213966j -0.00149206+0.00716554j -0.00126224-0.0284031j -0.00237466+0.00590741j 0.00011415+0.0225932j 0.019904-0.0143858j 0.00456185+0.00248215j -0.0211175-0.0181013j -0.00550861-0.0124011j 0.0118998-0.012839j 0.0265079-0.0214124j -0.0108652-0.0426196j -0.0451336-0.00798845j 0.00886684-0.0128353j 0.0181333-0.0329903j 0.015931+0.039348j 0.00354357-0.00625831j -0.010567-0.026923j -0.000538745+0.040043j -0.00301772+0.0111254j 0.0212339+0.013814j -0.0189199+0.0562879j -0.011796+0.0125431j 0.0395466-0.00469969j -0.000862343+0.019316j 0.0145973+0.028535j -0.0850577+0.0341207j -0.0872274+0.0323078j -0.0236482+0.0249775j 0.00662511-0.0273225j 0.0494238-0.0148132j -0.059724+2.42861e-16j -0.064655-0.0391549j -0.0781234+0.0481864j -0.0217172+0.0420806j 0.0496593+0.0308185j 0.0559282+0.0650947j 0.0559166-0.0181332j -0.0983706-0.0116761j 0.0120435+0.0257914j -0.0599977+0.0127369j 0.0584335+0.0673508j -0.00389599-0.00997812j -0.0297848+0.0374965j 0.104941-0.100621j -0.0513458+0.0854094j 0.058259+0.0100993j -0.109314+0.136581j 0.164586-0.090422j -0.000337929+0.0391388j -0.0268012+0.0526497j -0.0712181+0.131373j -0.0921222-0.0940199j 0.0236698-0.121044j -0.135173-0.031558j -0.0229031+0.0606655j 0.0328201+0.0457068j -0.213487-0.0161012j 0.00762833+0.00690374j -0.160943+0.0437126j 0.194246+0.013569j 0.0707949-0.319852j -0.15285+0.0644836j 0.00396492+0.0491094j 0.0376778-0.0409583j 
