0.0598665+1.46907e-12j 0.144411+0.0024688j 0.0804123+0.119601j -0.0218534+0.0131112j -0.0296814-0.0455959j -0.0563699-0.0356373j -0.024896+0.0021035j 0.0109857+0.113781j -0.00280481-0.0237092j -0.0328341-0.000271995j 0.0374155+0.00779034j 0.0120931+0.000220372j -0.011641-0.0996233j 0.00162554-0.0141946j -0.0179415+0.019599j 0.0054366+0.00279133j 0.0121776-0.00808086j 0.00149118+0.0078834j 0.0135204+0.00864489j 0.0176771-0.00163889j 0.00496568+0.0505796j 0.0210258+0.022607j -0.00120208-0.0120572j 0.00337171+0.00437878j 0.000160519-0.00779547j 0.0199908-0.00133266j 0.0130383-0.018854j -0.0191577+0.0158416j -0.00689038+0.0422099j -0.00707235+0.00918608j 0.0192233-0.00195989j 0.0287934+0.0281464j -0.0215132-0.00709409j 4.56379e-05+0.0026641j 0.028781-0.00566587j 0.00647384-0.0112109j 0.0314052-0.0179372j -0.00184364+0.0172653j -0.0121887+0.0204573j -0.0142237+0.0148843j -0.00540448+0.0142158j 0.0187537-0.0248132j -0.0185824+0.00647168j -0.000745854-0.00201306j -0.0291111+0.00446669j 0.015362+0.0119763j -0.00923236+6.35884e-05j -0.0178651-0.00881113j 0.0641425-0.0385499j -0.011411-0.00756787j 0.00168035+0.0256285j -0.00316322-0.0306064j -0.00337282+0.000733303j -0.00567624-0.00476884j 0.0284312+0.0136904j 0.0224093+0.0117438j -0.0406922+0.0180456j -0.0580298-0.0223353j 0.0376068+0.0161786j 0.0126683+0.0328095j 0.0129261-0.0238992j -0.0121834-0.00803533j 0.0113537-0.0412958j -0.0363727-0.0136775j -0.0264335+0.0437441j -0.0204442+0.0244091j -0.0148591+0.0873631j -0.00998085+0.0138454j 0.00290929+0.0790884j 0.199377-0.201794j 0.190512+0.269943j -0.343367-0.096104j 0.0675261-0.128616j -0.0218984+0.125764j 0.0923554+0.0125083j -0.0120277+0.00287796j 0.163853+0.020001j 
0.000160519+0.00779547j 0.0185131-0.00750231j 0.0224482+0.00338288j 0.0640539+0.00103718j 0.0217181-0.0534305j 0.00313349-0.0460678j 0.0464533+0.00349786j -0.0312888-0.0154918j 0.0224226-0.0719647j -0.0260511+0.0794728j 0.0658198-0.0211831j -0.0266834+0.0734691j -0.00566375-0.0274335j -0.0182698+0.00585385j -0.00500741+0.0698595j 0.00478227-0.0206987j -0.0247933+0.0345574j -0.0499666+0.0236481j -0.0479746+0.0492398j 0.0316802-0.00584933j 0.00873472+0.069844j 0.0290781+0.0727619j 0.0369734+0.0229053j -0.0118625+0.023061j 0.037901+2.17881e-15j -0.0315408+0.0202537j 0.0729873-0.0284157j -0.0338509+0.0247073j 0.0486562-0.0215062j -0.013469+0.00894239j -0.0197252-0.0686j -0.0131329-0.0615469j -0.0514197-0.0434249j -0.00841817+0.0227643j -0.0151954-0.0143513j 0.0167668-0.0191103j 0.00965174-0.107389j -0.0830261+0.138099j 0.0170582+0.0170108j -0.109695-0.0335985j 0.100775+0.00833832j 0.0209357+0.016037j 0.273233+0.106102j -0.106254+0.0272534j -0.00695781+0.0710602j 0.0304061-0.00881805j -0.185915+0.112314j -0.0899079-0.038733j 0.0159473+0.0970569j -0.00805945-0.0826576j -0.0661745-0.0253611j 0.0534137-0.10001j -0.0853415+0.151683j 0.064212-0.0931959j -0.0556995+0.0447848j -0.0598131+0.0207286j -0.122849-0.154341j -0.124137+0.100575j 0.0483369+0.0898356j 0.0311929-0.105001j -0.134777+0.113994j -0.0340834-0.0252759j 0.027237-0.0364282j -0.0429713-0.0453294j -0.0117639-0.0721834j 0.0417425-0.0161954j -0.0692616+0.0432389j 0.0617686+0.0555089j -0.115317-0.0446904j 0.0463218+0.00247257j 0.0273928-0.00486506j 0.0121255-0.0305364j -0.0509319+0.0358587j 0.0353846+0.0304624j -0.063786+0.0074312j 0.0176664-0.00273901j -0.0052021+0.00126654j 
0.0199908+0.00133266j -0.00144774-0.014603j 0.000284343+0.0147435j 0.0311521+0.0158208j 0.0134361+0.0132605j -0.0369983+0.0245417j 0.0307315-0.0685131j 0.0156713+0.0394758j 0.000223411+0.0482748j 0.0134632+0.0116745j 0.0248912-0.0135807j 0.0528612-0.024478j -0.0324283+0.0571365j 0.0291144-0.0238261j -0.0422972-0.0184511j 0.0447628+0.0269525j -0.0195431-0.00573325j 0.0539171-0.0342441j 0.056251-0.0308709j 0.058141+0.0227607j -0.0386514-0.0268506j -0.037742+0.0296047j -0.03603+0.0299932j -0.00145553+0.0241295j -0.0315408-0.0202537j 0.0360392+2.86715e-14j 0.0860929+0.063013j 0.124939-0.0176354j -0.0323634+0.0198722j -0.115915-0.0396522j -0.0696786-0.0395293j 0.0420792-0.0790696j -0.0137686+0.0518074j 0.047593+0.00435286j -0.0177733-0.0105112j 0.0585758-0.0317039j 0.0752901-0.00548334j 0.0260671+0.0859523j 0.0270194+0.0654968j -0.0372265+0.0271028j -0.0600873-0.00711314j -0.0076835+0.0786286j -0.00608128-0.0446427j -0.052608+0.0436918j 0.00753858+0.0707109j -0.0226601+0.0148445j -0.00316831-0.0543161j -0.154251-0.153806j -0.0955635+0.0587495j 0.109416+0.0231422j -0.0261645-0.0339947j 0.0368679-0.145026j -0.0635563+0.114705j 0.0148679-0.228783j 0.093151+0.144602j 0.220516+0.0295731j -0.0422709+0.0444237j -0.0527691+0.124652j -0.0403541-0.0341412j 0.05096-0.034726j 0.0189684+0.00337166j -0.00727126+0.0469237j -0.0341305-0.0167292j 0.00214988+0.0964665j -0.0103381+0.112055j 0.0476371+0.127951j 0.0249215+0.0620438j -0.116613+0.0261287j 0.0559824+0.126343j -0.0326819+0.0466572j -0.0740438-0.00844899j 0.0655347+0.0226967j 0.072445-0.0344495j -0.0316748+0.00798332j -0.00323406-0.0368344j 0.00384526-0.00704685j 0.000514568+0.0272882j 
0.0130383+0.018854j 0.0681875+0.0122822j 0.108061-0.0303387j 0.025706-0.0271734j 0.125935+0.0607773j -0.0448521+0.0780376j 0.206951+0.0428133j -0.0360667-0.0282284j 0.0660943+0.0356266j 0.0925059-0.00648181j 0.123611+0.00605929j -0.123186+0.0201985j 0.19665+0.0925003j -0.0252148+0.00788511j 0.0617207-0.0244809j 0.0158596-0.00742558j -0.0281437+0.0535621j -0.0513629-0.0320875j 0.0661074+0.0484891j 0.101713+0.035486j -0.0761732+0.0168357j -0.129903+0.031349j 0.0276517-0.00234384j -0.00184623+0.0245506j 0.0729873+0.0284157j 0.0860929-0.063013j 0.03882+7.93809e-15j -0.0834376+0.0594093j -0.0661053+0.0157646j 0.0425063-0.0868153j -0.0599365-0.00492309j -0.119082+0.03163j 0.017691+0.0602197j 0.0241541+0.0253456j -0.176787+0.0447685j -0.0623216-0.0410911j 0.0298973+0.0251927j -0.0860862-0.0838335j -0.0716462-0.0230011j -0.0125683-0.0917791j 0.0650713-0.128156j 0.0935466-0.0104938j 0.141468-0.0272925j -0.0783459-0.075945j 0.141474+0.0159508j 0.0207439-0.0905015j -0.0291872+0.131441j 0.0340327+0.0752091j -0.191672+0.103379j -0.171358+0.177407j -0.00840201+0.23555j 0.0458284+0.027651j -0.0463909-0.004959j 0.0183221+0.0592984j -0.0576511-0.210023j 0.0376153-0.0261511j -0.0886246+0.00110103j 0.159389+0.116097j -0.063324+0.0695042j 0.0678804+0.0163015j -0.167067+0.010534j 0.0438205+0.0289872j -0.061225+0.00762737j 0.0592952+0.144804j -0.127572-0.0655493j 0.174531+0.0293037j -0.120178+0.017494j 0.00365804-0.0500808j -0.0143186+0.0599782j -0.045975+0.0231388j -0.25479+0.0498418j -0.0107054+0.0312029j -0.022853-0.0355688j 0.124203-0.110971j -0.086957+0.0432978j 0.0730811-0.00501577j 0.0241489+0.00568048j 
-0.0191577-0.0158416j 0.0347002-0.0126616j 0.043071-0.000621996j 0.0245808+0.0132224j 0.00817605+0.0449451j -0.00596207+0.0043974j 0.0238077+0.00723358j -0.0372771-0.0471781j 0.0191775-0.0102185j -0.00166963-0.00515528j 0.0146473+0.00308361j -0.0417101-0.0117548j 0.081122+0.0141248j -0.062194+0.000489239j 0.0313321+0.00409197j -0.00254728-0.00735021j -0.0603818+0.0240114j -0.0401574+0.0346781j -0.0530026+0.0269556j 0.053329-0.0294979j -0.00684747-0.0287945j -0.0168805+0.0317388j -0.00808746+0.00139108j -0.0113621-0.0279471j -0.0338509-0.0247073j 0.124939+0.0176354j -0.0834376-0.0594093j 0.0380699-5.6205e-14j -0.129405-0.00256713j -0.0195336+0.057007j -0.010138+0.00217654j -0.0701303-0.0232125j -0.109937-0.0890116j -0.0247863+0.0630184j -0.0339443-0.00396079j -0.0326148-0.0476716j -0.04373-0.0121356j 0.0334763-0.0994514j -0.241768-0.0374136j 0.0676877+0.0675611j 0.0607532+0.0877443j -0.0173662+0.0816084j -0.103938+0.0895616j 0.181661-0.0139512j 0.077492-0.0304039j -0.145474-0.0789057j -0.100666+0.00274048j 0.0474806-0.109077j -0.031758+0.0660243j -0.107367+0.319007j -0.171122-0.0785997j -0.0517688-0.114642j 0.0213836+0.0522755j -0.0191494-0.0412597j 0.159241+0.0699707j 0.0169333+0.0812396j 0.00720662+0.0803952j 0.117388+0.0551595j 0.000935469-0.0559053j -0.0158524-0.105555j -0.00798491-0.00424165j 0.0221653-0.0167131j 0.0233643+0.0259346j 0.0825318-0.0920459j -0.0944022+0.0372194j 0.0353954-0.0275915j -0.074442+0.0367818j 0.0547497-0.0251465j -0.00156045-0.0843398j 0.0153772-0.0444879j -0.109965+0.0204693j 0.0138075-0.0354074j -0.0573843+0.0321194j 0.0577602-0.00469014j -0.0300569+0.0376237j 0.0527545+0.0160973j 0.0308647-0.0321441j 
-0.00689038-0.0422099j -0.00191705+0.00798011j -0.0117761-0.00979523j -0.0570527-0.0455405j -0.0138867+0.0518636j 0.0113849+0.0168747j -0.0740323+0.0340096j 0.0158303-0.0655133j 0.0207928-0.0116604j 0.0199722-0.0637582j -0.0520651+0.00207699j 0.0692228-0.000607724j -0.0310845+0.0420575j -0.0556302+0.0260324j -0.0536949+0.0418267j -0.00948599+0.0336756j -0.0245276+0.0193211j 0.000907221+0.0331132j -0.0462819+0.0426849j -0.0873141-0.0223926j -0.0160151-0.0254636j -0.0414687-0.0380092j -0.0913046+0.0197882j -0.0536482-0.0394505j 0.0486562+0.0215062j -0.0323634-0.0198722j -0.0661053-0.0157646j -0.129405+0.00256713j -0.0553907-3.85664e-14j -0.0276725-0.00640253j 0.0367679-0.0102739j -0.0648408+0.11533j 0.0754436-0.0746353j -0.0585319+0.0269103j 0.110889+0.13087j 0.110626-0.0217842j -0.0472989-0.0991979j -0.0608799-0.0934673j 0.111176-0.01568j -0.094972+0.0870973j 0.0510184+0.0259576j -0.0876994+0.081932j 0.0630599-0.0466243j 0.00807307-0.00834947j 0.19702-0.0933442j -0.0130202+0.0574643j 0.106115-0.0433058j 0.0241064-0.0322177j 0.0838428-0.0234682j -0.00613398-0.184065j -0.119624+0.0281713j 0.126356-0.0171099j 0.058675+0.0751135j 0.187016-0.0527957j -0.0264429+0.0143429j -0.0777353+0.0483159j -0.0358414+0.0781856j -0.16168+0.0287999j 0.0473635-0.013981j 0.184453+0.0707591j 0.0416351-0.243121j -0.0783183+0.0573682j -0.0253579+0.103804j 0.00350621+0.0509919j -0.0446416+0.0581528j -0.0575636-0.0544797j 0.0295226+0.0917333j 0.0523958-0.0352431j 0.0695414-0.0219083j -0.0319609+0.0170205j -0.0169492+0.00469624j -0.0675262-0.00989202j 0.023397-0.0150283j -0.0194469-0.0217267j 0.0221253-0.00154647j -0.0354549+0.0179168j 0.0543691-0.0230802j 
-0.00707235-0.00918608j -0.0553421+0.00104808j -0.0592114+0.0114166j -0.0570784+0.0123235j -0.0617874+0.00693929j -0.00767126-0.0129227j -0.0608814-0.0486182j 0.0313548+0.0274126j -0.0424231-0.0145809j 0.00422141+0.0813835j -0.0343999+0.0129163j 0.0530098-0.0321712j -0.0960577+0.0242281j 0.0304752+0.0457997j -0.0461183-0.0582222j -0.00724473-0.0249177j -0.0354696+0.0321686j -0.0305749+0.0868852j 0.0040208+0.00673486j -0.098529+0.0628579j 0.0439437+0.0100863j -0.0116583-0.00339872j -0.00106935+0.0370214j 0.00143139+0.073388j -0.013469-0.00894239j -0.115915+0.0396522j 0.0425063+0.0868153j -0.0195336-0.057007j -0.0276725+0.00640253j 0.0296389-2.48135e-14j -0.107787-0.00190189j 0.121031-0.0376534j 0.0349727-0.00860883j -0.107197+0.0155128j 0.06413-0.0565012j 0.0610683+0.0805435j -0.0560949-0.0409926j -0.0177794-0.0212783j 0.0892907+0.00841326j -0.136051-0.0378258j 0.0695122+0.0532641j 0.0292281-0.136545j -0.0919124+0.0657931j -0.0586733-0.151846j -0.0432979-0.070609j -0.0241761-0.0695122j -0.0858477-0.0241108j 0.126289+0.157033j 0.0918034-0.0695347j -0.00927941-0.0143893j 0.0193239+0.119642j 0.15235+0.188922j -0.0823962-0.053692j 0.0804924+0.0442688j 0.191464-0.0954161j 0.0110159-0.0697333j -0.0259241+0.0566271j -0.0297491+0.0543755j 0.0849191-0.0116228j 0.103747-0.110985j -0.0206189+0.002567j 0.0484153-0.0979204j 0.0776446-0.00965879j -0.0172558-0.0564848j 0.171977+0.0846784j -0.061933-0.0909145j 0.04614-0.00875764j 0.0289048+0.0913501j 0.0812812+0.0277493j 0.00689953+0.0223181j 0.0723435+0.0124305j 0.0380866-0.0026435j 0.0506545+0.0163674j -0.0695679+0.00973275j 0.0657002+0.0242327j -0.0398336-0.0146274j -0.0135527-0.0160965j 
0.0192233+0.00195989j -0.0217353+0.0114596j -0.0271653+0.00369599j -0.0868504-0.0461879j -0.0189074+0.00077244j -0.0199948+0.0172505j -0.0310746+0.0367744j 0.0434964-0.000114814j 0.0121138-0.0226315j 0.0167304+0.0111322j -0.0352107+0.00286793j 0.0251809+0.0315311j -0.0159635-0.00725656j -0.00448878-0.00820986j -0.0121491+0.0325379j -0.0114729-0.0478804j 0.0764812-0.0278614j -0.0208495-0.00210124j 0.0308415+0.00992031j -0.122168+0.0185007j 0.0416095-0.0610039j 0.0666896-0.00758127j 0.0279571-0.000435272j -0.0292395-0.0266978j -0.0197252+0.0686j -0.0696786+0.0395293j -0.0599365+0.00492309j -0.010138-0.00217654j 0.0367679+0.0102739j -0.107787+0.00190189j -0.0633646-2.04003e-15j -0.0341589+0.0777269j -0.0399717+0.118204j 0.0160041+0.0400769j 0.0360213+0.0830162j -0.102801-0.133792j -0.0396284-0.0372925j 0.0545165+0.0460481j -0.111416-0.0333553j -0.113353-0.00789811j -0.0180392-0.113176j -0.0250541-0.0892745j 0.0619112+0.101173j 0.0659046+0.0124413j 0.0687255+0.0798702j 0.0936424+0.15238j 0.105137-0.128378j 0.0779175+0.0152844j -0.0492514+0.00692875j 0.11243-0.0492178j -0.0068236-0.153866j 0.0405649-0.0519608j 0.148029-0.114805j -0.110996-0.0408583j 0.14953-0.0356631j -0.132392-0.00727243j -0.136218-0.0885814j -0.0749579+0.159568j 0.0588149+0.10026j 0.0927101+0.127055j -0.0357126+0.0436192j -0.0185782+0.000621066j 0.0462827+0.225936j -0.0639646-0.000372559j 0.0950218+0.0238522j -0.0478826-0.0105864j -0.0105757-0.0140038j 0.0282115-0.0380692j 0.024624+0.0409969j -0.0525695+0.0814611j 0.064478+0.000436858j -0.0486966+0.0205392j 0.04365-0.00223834j -0.046496-0.0273498j 0.0205871+0.0320697j -0.0446197+0.00291093j 0.00145298+0.00363999j 
0.0287934-0.0281464j -0.05721+0.0364173j -0.107438+0.048491j -0.161508-0.0204074j -0.134698+0.0351428j 0.00101922-0.00804551j -0.231878+0.0306351j 0.0582768+0.0497453j 0.0243384-0.0080249j -0.035406-0.012212j -0.0558642-0.041241j 0.137611-0.00528578j -0.145356-0.0927867j -0.0505373-0.0338131j -0.0951164-0.0122165j 0.0456929-0.0267117j -0.0435034-0.0273677j -0.0500475-0.0127714j -0.0633721-0.0322212j -0.0631601+0.00725135j 0.0958319-0.0108053j 0.130114+0.0211349j -0.124653-0.0398656j -0.0644967-0.0697733j -0.0131329+0.0615469j 0.0420792+0.0790696j -0.119082-0.03163j -0.0701303+0.0232125j -0.0648408-0.11533j 0.121031+0.0376534j -0.0341589-0.0777269j 0.153894+3.44932e-14j -0.00145651+0.016457j 0.0289788+0.0975244j 0.0703629-0.027862j -0.0200905+0.0195494j -0.0459574+0.0609469j 0.00629557+0.0902777j 0.123117-0.0434364j 0.00549207-0.0794579j -0.0782087+0.117616j -0.184633+0.0226662j -0.213076+0.0767236j -0.17736-0.0941774j 0.135571+0.0634775j 0.045934+0.0555851j 0.0352004+0.0456302j 0.0319316+0.0610306j -0.170836+0.124515j 0.0200661-0.0569656j 0.00990648-0.0146633j 0.00968278+0.0811352j -0.0280429-0.0400562j -0.00529253+0.148317j 0.167523+0.0862986j -0.0957202-0.0825437j 0.00610274-0.0509536j -0.0445603+0.0325912j 0.13393-0.197134j 0.0278736-0.0403267j 0.0642579+0.0751905j 0.0647595-0.0219048j 0.0666799+0.0579545j -0.0166305+0.0156911j 0.200323+0.0304076j -0.157329+0.0975348j 0.0268343+0.035205j 0.0710569-0.0512662j 0.00131407-0.0706149j -0.143575+0.0293911j 0.23249+0.00959152j -0.0210323+0.0110464j 0.0985123+0.0534512j -0.16503+0.00145512j 0.147349+0.0257006j -0.116518+0.0386066j 0.00498073+0.00850075j 
-0.0215132+0.00709409j 0.0443568+0.0364399j 0.0368648+0.0350308j 0.0529381+0.025851j 0.045566+0.0283172j -0.0156254+0.00420259j 0.0496518+0.00724956j -0.0523187-0.00563223j -0.0292272-0.00372921j -0.00708158-0.0808208j 0.0127307-0.0225494j -0.0200008-0.0129747j 0.0009518+0.0176993j 0.0208363+0.0369482j 0.0133824+0.0644497j -0.0171287+0.0489616j 0.00724252+0.00845305j -0.0344002+0.0137897j 0.0655616-0.0242087j -0.0196404-0.0453949j 0.0574103+0.0183828j -0.0717273+0.00246687j 0.10152+0.0198012j -0.00665935-0.0199079j -0.0514197+0.0434249j -0.0137686-0.0518074j 0.017691-0.0602197j -0.109937+0.0890116j 0.0754436+0.0746353j 0.0349727+0.00860883j -0.0399717-0.118204j -0.00145651-0.016457j 0.0820671+1.47715e-13j -0.0171152-0.0300221j -0.0177249+0.036679j -0.140302-0.0546402j -0.0441131-0.0858515j -0.0574143+0.0379598j 0.158845-0.0460455j -0.00328538-0.106292j -0.0308276+0.0381293j 0.0703386-0.00739449j 0.00483203-0.0532922j 0.103622-0.0494664j 0.0469754+0.0602731j -0.312991-0.122309j 0.0966944+0.143502j 0.0436023+0.102307j 0.092491+0.0595982j 0.0994861+0.151262j -0.0866941+0.0926936j -0.0132261+0.0245228j -0.0091791+0.0102068j 0.00487983+0.0987276j -0.133753+0.117328j 0.217265+0.00427093j -0.0333836-0.0328379j 0.0843109+0.109361j 0.112685+0.000602182j 0.0397515+0.0506072j 0.0424799+0.123913j 0.0359798+0.0331217j 0.0085696+0.0943849j 0.0146636-0.014308j -0.103049+0.0720795j 0.132894-0.00806896j 0.053137-0.0180811j -0.0162621+0.0361788j 0.0421321-0.0473495j 0.0399983-0.042642j -0.126713+0.0532799j 0.0612437-0.0141231j -0.056652+0.042124j 0.060408-0.0159591j -0.0365489-0.00673438j 0.00822793+0.0196361j -0.0251022-0.00510983j 
4.56379e-05-0.0026641j -0.0104845-0.013198j -0.0204633-0.00982901j 0.00906556+0.0109173j -0.0130019-0.0140756j -0.00311692-0.00430689j -0.0364691-0.0128408j 0.0101472+0.0176183j -0.00627449+0.0265828j -0.0485723-0.0298427j -0.0708925-0.0192674j 0.011973-0.0196506j 0.025138-0.0252827j -0.0218625-0.0299868j 0.0411281-0.000883312j -0.0161533+0.0182845j 0.0535551-0.0381617j -0.0316974-0.000284569j 0.0215996+0.00497292j 0.137621+0.019734j 0.0411221+0.0118178j -0.033175-0.00825536j -0.0616774-0.0679438j -0.0301769+0.0352504j -0.00841817-0.0227643j 0.047593-0.00435286j 0.0241541-0.0253456j -0.0247863-0.0630184j -0.0585319-0.0269103j -0.107197-0.0155128j 0.0160041-0.0400769j 0.0289788-0.0975244j -0.0171152+0.0300221j -0.10123-3.47548e-13j 0.0484131+0.0616819j 0.0221188-0.125157j -0.137423-0.00890152j -0.137354+0.0740698j 0.136145-0.0467056j -0.0363133+0.0498205j 0.0107025+0.0221017j -0.0290482+0.0963268j -0.117524-0.0786679j -0.0535094-0.108566j -0.143397-0.160001j 0.166605-0.018197j 0.106454-0.0162711j 0.0734424+0.162816j -0.0873081+0.0330407j -0.120492-0.0294009j 0.192187+0.0528917j -0.000437234+0.0714412j 0.0812195-0.0363204j -0.0866709+0.0152794j -0.12064-0.020032j -0.0468787+0.0540143j 0.041362-0.00423058j -0.0647944-0.00246536j -0.0658812+0.0758486j 0.00591203+0.0122936j -0.0885278+0.110723j 0.00256477+0.0531177j 0.0558324-0.0157154j -0.00688089-0.0221491j -0.0122114+0.0079038j -0.0971196+0.015843j 0.0542366-0.0738044j -0.0659058-0.0647596j -0.0258843-0.0247805j -0.0103365-0.0214921j 0.0328301-0.00776612j 0.00764091-0.0126028j 0.0131278+0.0294637j -0.0206926+0.026506j 0.0205368-0.00869991j 0.00219121+0.00302362j 0.00445466-0.0012472j 
0.028781+0.00566587j -0.0959822+0.0109491j -0.119027+0.0433388j -0.199895-0.0249764j -0.135435+0.0115603j 0.000130746-0.00493845j -0.222348+0.00439891j 0.108232+0.112504j -0.030543-0.0120139j -0.0245112+0.0260002j -0.124027-0.0713291j 0.157165-0.0788753j -0.190845-0.0117557j 0.0184445+0.0263561j -0.0356887-0.0222597j -0.0857998+0.0183529j -0.0104592-0.01936j -0.0117485+0.066184j 0.0394333-0.00742509j -0.0820315-0.00721124j 0.129013-0.0210217j 0.131311-0.0204719j -0.111306+0.0226324j -0.00895035+0.00624973j -0.0151954+0.0143513j -0.0177733+0.0105112j -0.176787-0.0447685j -0.0339443+0.00396079j 0.110889-0.13087j 0.06413+0.0565012j 0.0360213-0.0830162j 0.0703629+0.027862j -0.0177249-0.036679j 0.0484131-0.0616819j 0.194734-3.13916e-14j -0.0174192-0.0707605j -0.00466071-0.147035j 0.000674661+0.0544394j 0.0197832-0.0734334j -0.0224531-0.0209169j -0.0436977+0.0650025j 0.0615271-0.00561514j -0.09079+0.102611j 0.150446+0.1264j 0.1917-0.0747374j -0.0189232+0.0280265j -0.118969-0.0608194j -0.107004+0.0381118j 0.0538888-0.0423301j -0.0268078+0.105798j 0.167163-0.0813375j -0.0177486-0.000292991j 0.251837+0.102083j 0.0848079-0.0765509j 0.0220882-0.0462183j -0.165438-0.11843j 0.152172-0.0199447j -0.147108-0.0703049j 0.0519351+0.136408j -0.0142997-0.0669726j -0.0237097-0.00584547j 0.059621+0.111712j -0.00554207+0.0571588j -0.0119916-0.0278606j 0.24727-0.0261701j -0.198034-0.0243036j 0.111222-0.0505459j 0.0629003+0.0127669j 0.0391598-0.0153799j -0.127032+0.102909j 0.232674+0.0233211j 0.00668348+0.0458524j 0.113924+0.0276076j -0.20364+0.0358709j 0.139472+0.0646877j -0.110579+0.0135263j -0.0286257+0.0108358j 
0.00647384+0.0112109j 0.0349882+0.0221996j 0.0383635+0.0387709j 0.041384+0.0150476j 0.0458852+0.01961j -0.0136847+0.0198483j 0.0494485-0.00652283j -0.0197665+0.027093j 0.0192046-0.0142065j -0.0263545-0.0247996j 0.0569745-0.0274899j 0.0173384+0.0158354j -0.0400119-0.0185584j -0.041015+0.0951649j 0.0395455-0.0178721j -0.0476264+0.0406448j -0.0474196+0.00812869j 0.00106789-0.00622218j 0.0266607+0.0391746j 0.0318809-0.0375912j -0.0938137+0.0948891j -0.00652014-0.102292j 0.0846027-0.0225448j 0.0639914-0.0588203j 0.0167668+0.0191103j 0.0585758+0.0317039j -0.0623216+0.0410911j -0.0326148+0.0476716j 0.110626+0.0217842j 0.0610683-0.0805435j -0.102801+0.133792j -0.0200905-0.0195494j -0.140302+0.0546402j 0.0221188+0.125157j -0.0174192+0.0707605j 0.15198-3.65055e-14j 0.0105934+0.00734838j 0.111315+0.0463623j -0.0657834+0.129249j 0.130649-0.175283j -0.0773751-0.0254121j -0.088165-0.116606j -0.0369467-0.00899095j -0.00980113+0.108955j -0.21918+0.0690408j 0.0488207+0.0195048j -0.0263059-0.0827979j -0.0547272+0.116302j -0.0552975-0.0663145j -0.093655+0.0624943j -0.0972866+0.0368908j -0.0449741+0.0693065j -0.0170952-0.0447167j 0.0438966+0.029487j -0.000910234-0.062699j 0.0697241-0.020309j 0.0840522+0.0610727j 0.109591+0.0817811j 0.0601895-0.0433344j -0.00679984-0.0441601j -0.0481008+0.0157089j -0.00594111+0.125358j -0.0401521-0.00598444j 0.017727+0.0632556j -0.0434412-0.0342189j 0.0440516-0.0274638j 0.00993483+0.0143054j 0.04752+0.0755161j -0.0051894-0.0854115j -0.00382397-0.00190021j -0.108725+0.0137209j 0.0397165-0.0282214j -0.00500077+0.0251779j 0.0056814-0.018379j -0.0334027-0.021217j 0.00180994+0.0129899j -0.0214498+0.0243049j 
0.0314052+0.0179372j -0.0176879-0.0231436j 0.00313337+0.0172678j -0.0606016-0.0322034j -0.014672-0.00578917j 0.00563569+0.0635461j 0.0096166+0.0448476j 0.0231305+0.00448726j -0.0194751-0.00310716j 0.0609499+0.0391543j 0.0108404+0.0419601j -0.0267052-0.0044775j -0.0343197+0.0118125j 0.028553-0.0114827j -0.0139184+0.0355702j -0.0757383-0.00199118j -0.0144317-0.0091527j 0.0839804-0.0287903j -0.0310571+0.059701j 0.00729155-0.0583828j 0.00151642-0.00109087j -0.0206227+0.0677697j -0.037581-0.025383j 0.0492695-0.0625259j 0.00965174+0.107389j 0.0752901+0.00548334j 0.0298973-0.0251927j -0.04373+0.0121356j -0.0472989+0.0991979j -0.0560949+0.0409926j -0.0396284+0.0372925j -0.0459574-0.0609469j -0.0441131+0.0858515j -0.137423+0.00890152j -0.00466071+0.147035j 0.0105934-0.00734838j -0.014634-6.02296e-15j -0.148781-0.0274833j -0.0180037-0.0406722j 0.0543033+0.0879089j 0.0117508+0.0208505j 0.0671611+0.00356625j -0.069365+0.088403j -0.0252379-0.0337413j -0.0152394-0.0893003j 0.0606601-0.0675273j 0.00842592+0.100943j 0.0671924+0.0714226j 0.0708468-0.0395309j -0.0111003-0.00319777j 0.0200252-0.120428j 0.0579379+0.00492779j 0.115389+0.0347919j 0.0968152+0.122711j -0.00269266+0.0114692j -0.0128882-0.048762j 0.0687602+0.0616388j -0.0124985-0.00411833j 0.0562786-0.0339619j -0.138051-0.0695153j 0.049546-0.0675315j 0.0527719-0.00761423j 0.00280277-0.0114799j -0.0265411+0.0330166j 0.0769655-0.0868421j 0.0311359+0.0131256j -0.0346886+0.036627j -0.046323-0.0013502j 0.0341116+0.013214j -0.0244573+0.0401626j 0.0341197+0.0239673j -0.0219587+0.0669451j 0.0389523-0.0323462j -0.0412693+0.00186929j -0.0029781+0.0538077j 0.00750646-0.0153593j -0.00331576+0.0191831j 
