-0.0287121-0j -0.00463339-0j -0.00378315-0j -0.000546051-0j -0.000472894-0j -5.57311e-05-0j -2.54376e-06-0j -0.026399-0j -0.00417405-0j -0.00329987-0j -0.00219992-0j -0.000476296-0j -0.000549979-0j -0.000194447-0j -4.58316e-05-0j -4.86117e-05-0j -4.05098e-06-0j -1.50971e-07-0j -0.017228-0j -0.0174065-0j -0.00268588-0j -0.00271372-0j -0.00208048-0j -0.00210204-0j -0.000300291-0j -0.00189921-0j -0.000303403-0j -0.00191889-0j -0.000335736-0j -0.000223824-0j -0.000339215-0j -2.7978e-05-0j -0.000193837-0j -0.000226143-0j -2.82679e-05-0j -0.000195846-0j -3.95668e-05-0j -1.97834e-05-0j -3.99768e-05-0j -2.3315e-06-0j -2.85549e-06-0j -1.99884e-05-0j -2.35566e-06-0j -2.88508e-06-0j -1.84321e-07-0j -1.86231e-07-0j -5.80557e-09-0j -5.86573e-09-0j 
0.00235015-0j 0.000379254-0j -0.029605-0j 4.46955e-05-0j -0.00743996-0j -0.000436123-0j 2.08213e-07-0j 3.7438e-05-0j 5.91946e-06-0j -0.000447408-0j 3.11983e-06-0j 6.75463e-07-0j -7.45679e-05-0j -7.96427e-05-0j 6.49965e-08-0j -1.32508e-05-0j -5.49245e-07-0j 2.14101e-10-0j -0.00137001-0j -0.00137539-0j -0.000213587-0j -0.000214427-0j 0.0158173-0j 0.0158795-0j -2.38798e-05-0j -0.000151029-0j -2.39737e-05-0j -0.000151623-0j 0.0025525-0j -1.77989e-05-0j 0.00256254-0j -2.22487e-06-0j 0.00296279-0j -1.78689e-05-0j -2.23361e-06-0j 0.00297444-0j 0.000300815-0j 0.000454369-0j 0.000301998-0j -1.85405e-07-0j 4.3646e-05-0j 0.000456156-0j -1.86134e-07-0j 4.38176e-05-0j 1.40134e-06-0j 1.40685e-06-0j -4.61671e-10-0j -4.63486e-10-0j 
0.00156677-0j 0.000252836-0j -0.0197367-0j 2.9797e-05-0j -0.00495997-0j -0.000290749-0j 1.38808e-07-0j 2.49586e-05-0j 3.94631e-06-0j -0.000298272-0j 2.07989e-06-0j 4.50309e-07-0j -4.97119e-05-0j -5.30952e-05-0j 4.3331e-08-0j -8.83387e-06-0j -3.66163e-07-0j 1.42734e-10-0j 0.000940099-0j -0.000916928-0j 0.000146564-0j -0.000142951-0j -0.0108538-0j 0.0105863-0j 1.63863e-05-0j 0.000103636-0j -1.59824e-05-0j -0.000101082-0j -0.00175153-0j 1.22136e-05-0j 0.00170836-0j 1.52671e-06-0j -0.00203307-0j -1.19126e-05-0j -1.48908e-06-0j 0.00198296-0j -0.00020642-0j -0.000311789-0j 0.000201332-0j 1.27225e-07-0j -2.99499e-05-0j 0.000304104-0j -1.2409e-07-0j 2.92117e-05-0j -9.61601e-07-0j 9.379e-07-0j 3.16799e-10-0j -3.08991e-10-0j 
-0.00137092-0j -0.000221231-0j 0.0172696-0j -2.60724e-05-0j 0.00433998-0j 0.000254405-0j -1.21457e-07-0j 0.00245544-0j 0.000388238-0j -0.029344-0j 0.00020462-0j 4.43015e-05-0j -0.00489067-0j -0.00522351-0j 4.26291e-06-0j -0.000869078-0j -3.60232e-05-0j 1.40422e-08-0j -0.000822587-0j -0.00074621-0j -0.000128243-0j -0.000116336-0j 0.0094971-0j 0.0086153-0j -1.4338e-05-0j -9.06817e-05-0j -1.30068e-05-0j -8.22619e-05-0j 0.00153259-0j -1.06869e-05-0j 0.00139029-0j -1.33587e-06-0j 0.00177894-0j -9.69466e-06-0j -1.21183e-06-0j 0.00161376-0j 0.000180617-0j 0.000272815-0j 0.000163847-0j -1.11322e-07-0j 2.62062e-05-0j 0.000247484-0j -1.00986e-07-0j 2.3773e-05-0j 8.41401e-07-0j 7.63277e-07-0j -2.77199e-10-0j -2.51461e-10-0j 
-0.000339215-0j 0.00521689-0j -4.46955e-05-0j -0.0286786-0j 0.000532446-0j -0.00896989-0j -0.00137913-0j -5.40371e-06-0j 8.14262e-05-0j -6.75463e-07-0j -4.50309e-07-0j -0.000433407-0j 1.07288e-05-0j -3.9802e-08-0j -0.000127805-0j -4.42344e-05-0j -2.27519e-05-0j -2.13164e-06-0j 0.000197743-0j 0.000198521-0j -0.00293803-0j -0.00294959-0j 2.38798e-05-0j 2.39737e-05-0j 0.0153223-0j 2.17991e-05-0j 0.0153826-0j 2.18849e-05-0j -0.000367254-0j -0.000244836-0j -0.000368698-0j 0.00437485-0j 2.22487e-06-0j -0.000245799-0j 0.00439205-0j 2.23361e-06-0j 0.00201889-0j -2.16407e-05-0j 0.00202683-0j 0.000734269-0j 0.000446506-0j -2.17257e-05-0j 0.000737156-0j 0.000448262-0j 9.70866e-05-0j 9.74683e-05-0j 6.44406e-06-0j 6.4694e-06-0j 
0.00135686-0j 0.000218962-0j -0.0170925-0j 2.58049e-05-0j -0.00429546-0j -0.000251796-0j 1.20212e-07-0j 0.00124755-0j 0.000197255-0j -0.014909-0j 0.000103962-0j 2.25085e-05-0j -0.00248483-0j -0.00265394-0j 2.16588e-06-0j -0.000441558-0j -1.83025e-05-0j 7.1345e-09-0j -0.0023961-0j 0.000822587-0j -0.000373557-0j 0.000128243-0j 0.0276639-0j -0.0094971-0j -4.1765e-05-0j -0.000264145-0j 1.4338e-05-0j 9.06817e-05-0j 0.00446424-0j -3.11298e-05-0j -0.00153259-0j -3.89122e-06-0j 0.00518183-0j 1.06869e-05-0j 1.33587e-06-0j -0.00177894-0j 0.000526116-0j 0.000794677-0j -0.000180617-0j -3.24268e-07-0j 7.63355e-05-0j -0.000272815-0j 1.11322e-07-0j -2.62062e-05-0j 2.4509e-06-0j -8.41401e-07-0j -8.07447e-10-0j 2.77199e-10-0j 
-0.000226143-0j 0.00347793-0j -2.9797e-05-0j -0.0191191-0j 0.000354964-0j -0.00597993-0j -0.000919418-0j -3.60247e-06-0j 5.42841e-05-0j -4.50309e-07-0j -3.00206e-07-0j -0.000288938-0j 7.15256e-06-0j -2.65347e-08-0j -8.52036e-05-0j -2.94896e-05-0j -1.51679e-05-0j -1.42109e-06-0j -0.000135692-0j 0.000132347-0j 0.00201608-0j -0.00196639-0j -1.63863e-05-0j 1.59824e-05-0j -0.0105142-0j -1.49586e-05-0j 0.010255-0j 1.45899e-05-0j 0.00025201-0j 0.000168007-0j -0.000245799-0j -0.00300203-0j -1.52671e-06-0j -0.000163866-0j 0.00292803-0j 1.48908e-06-0j -0.00138537-0j 1.48498e-05-0j 0.00135122-0j -0.000503856-0j -0.000306393-0j -1.44838e-05-0j 0.000491437-0j 0.000298841-0j -6.6621e-05-0j 6.49789e-05-0j -4.42192e-06-0j 4.31293e-06-0j 
0.000197875-0j -0.00304318-0j 2.60724e-05-0j 0.0167292-0j -0.000310594-0j 0.00523244-0j 0.00080449-0j -0.000354412-0j 0.00534048-0j -4.43015e-05-0j -2.95343e-05-0j -0.0284258-0j 0.00070367-0j -2.61049e-06-0j -0.00838234-0j -0.00290119-0j -0.00149222-0j -0.000139807-0j 0.00011873-0j 0.000107706-0j -0.00176407-0j -0.00160028-0j 1.4338e-05-0j 1.30068e-05-0j 0.00919991-0j 1.30888e-05-0j 0.00834571-0j 1.18735e-05-0j -0.000220509-0j -0.000147006-0j -0.000200035-0j 0.00262677-0j 1.33587e-06-0j -0.000133357-0j 0.00238288-0j 1.21183e-06-0j 0.0012122-0j -1.29936e-05-0j 0.00109964-0j 0.000440874-0j 0.000268094-0j -1.17872e-05-0j 0.000399939-0j 0.000243202-0j 5.82933e-05-0j 5.28808e-05-0j 3.86918e-06-0j 3.50993e-06-0j 
-0.000195846-0j 0.00301197-0j -2.58049e-05-0j -0.0165576-0j 0.000307408-0j -0.00517877-0j -0.000796239-0j -0.000180068-0j 0.00271337-0j -2.25085e-05-0j -1.50057e-05-0j -0.0144424-0j 0.000357518-0j -1.32633e-06-0j -0.00425887-0j -0.00147403-0j -0.000758163-0j -7.10328e-05-0j 0.000345847-0j -0.00011873-0j -0.00513853-0j 0.00176407-0j 4.1765e-05-0j -1.4338e-05-0j 0.0267982-0j 3.8126e-05-0j -0.00919991-0j -1.30888e-05-0j -0.000642316-0j -0.000428211-0j 0.000220509-0j 0.00765147-0j 3.89122e-06-0j 0.000147006-0j -0.00262677-0j -1.33587e-06-0j 0.00353098-0j -3.78488e-05-0j -0.0012122-0j 0.00128421-0j 0.000780925-0j 1.29936e-05-0j -0.000440874-0j -0.000268094-0j 0.000169801-0j -5.82933e-05-0j 1.12705e-05-0j -3.86918e-06-0j 
-0.00193877-0j -0.000312868-0j 0.0244229-0j -3.68719e-05-0j 0.00613765-0j 0.000359783-0j -1.71767e-07-0j 0.00172081-0j 0.000272084-0j -0.0205648-0j 0.000143401-0j 3.10472e-05-0j -0.00342747-0j -0.00366073-0j 2.98752e-06-0j -0.000609065-0j -2.52457e-05-0j 9.84102e-09-0j 0.0011302-0j 0.00117466-0j 0.0001762-0j 0.000183133-0j -0.0130486-0j -0.013562-0j 1.96998e-05-0j 0.000124592-0j 2.04749e-05-0j 0.000129494-0j -0.00210571-0j 1.46834e-05-0j -0.00218855-0j 1.83542e-06-0j -0.00244418-0j 1.52611e-05-0j 1.90763e-06-0j -0.00254034-0j -0.00024816-0j -0.000374836-0j -0.000257924-0j 1.52952e-07-0j -3.60061e-05-0j -0.000389583-0j 1.58969e-07-0j -3.74228e-05-0j -1.15605e-06-0j -1.20153e-06-0j 3.80859e-10-0j 3.95843e-10-0j 
-0.000969387-0j -0.000156434-0j 0.0122114-0j -1.84359e-05-0j 0.00306883-0j 0.000179892-0j -8.58834e-08-0j -1.54424e-05-0j -2.44165e-06-0j 0.000184546-0j -1.28686e-06-0j -2.78614e-07-0j 3.07577e-05-0j 3.2851e-05-0j -2.68097e-08-0j 5.46568e-06-0j 2.26552e-07-0j -8.83121e-11-0j 0.00285861-0j 0.00056732-0j 0.000445664-0j 8.84466e-05-0j -0.0330038-0j -0.00654995-0j 4.98267e-05-0j 0.000315132-0j 9.88863e-06-0j 6.25412e-05-0j -0.00532597-0j 3.71387e-05-0j -0.00105699-0j 4.64233e-06-0j -0.00618206-0j 7.37055e-06-0j 9.21319e-07-0j -0.00122689-0j -0.000627671-0j -0.000948072-0j -0.000124568-0j 3.86861e-07-0j -9.10704e-05-0j -0.000188155-0j 7.67766e-08-0j -1.80738e-05-0j -2.92399e-06-0j -5.80296e-07-0j 9.63307e-10-0j 1.91178e-10-0j 
0.000279838-0j -0.00430371-0j 3.68719e-05-0j 0.0236586-0j -0.000439246-0j 0.00739978-0j 0.00113772-0j -0.000248378-0j 0.0037427-0j -3.10472e-05-0j -2.06982e-05-0j -0.0199213-0j 0.000493144-0j -1.82948e-06-0j -0.00587449-0j -0.00203321-0j -0.00104578-0j -9.79795e-05-0j -0.00016313-0j -0.000169548-0j 0.00242375-0j 0.00251911-0j -1.96998e-05-0j -2.04749e-05-0j -0.0126403-0j -1.79834e-05-0j -0.0131376-0j -1.86909e-05-0j 0.000302969-0j 0.00020198-0j 0.000314889-0j -0.00360907-0j -1.83542e-06-0j 0.000209926-0j -0.00375106-0j -1.90763e-06-0j -0.0016655-0j 1.78526e-05-0j -0.00173103-0j -0.000605741-0j -0.000368349-0j 1.8555e-05-0j -0.000629574-0j -0.000382841-0j -8.00924e-05-0j -8.32435e-05-0j -5.31608e-06-0j -5.52524e-06-0j 
0.000799703-0j 0.000129052-0j -0.0100739-0j 1.52089e-05-0j -0.00253165-0j -0.000148403-0j 7.08502e-08-0j -0.00215488-0j -0.000340716-0j 0.0257521-0j -0.000179573-0j -3.88787e-05-0j 0.00429202-0j 0.00458412-0j -3.7411e-06-0j 0.000762698-0j 3.16137e-05-0j -1.23233e-08-0j 0.000479842-0j 0.00229142-0j 7.48086e-05-0j 0.000357239-0j -0.00553998-0j -0.0264554-0j 8.36385e-06-0j 5.28977e-05-0j 3.99405e-05-0j 0.000252606-0j -0.00089401-0j 6.23405e-06-0j -0.00426923-0j 7.79256e-07-0j -0.00103771-0j 2.97699e-05-0j 3.72123e-06-0j -0.00495546-0j -0.00010536-0j -0.000159142-0j -0.000503133-0j 6.4938e-08-0j -1.5287e-05-0j -0.000759963-0j 3.10103e-07-0j -7.30008e-05-0j -4.90817e-07-0j -2.34383e-06-0j 1.617e-10-0j 7.72175e-10-0j 
0.000139919-0j -0.00215186-0j 1.84359e-05-0j 0.0118293-0j -0.000219623-0j 0.00369989-0j 0.000568861-0j 2.22891e-06-0j -3.35866e-05-0j 2.78614e-07-0j 1.85743e-07-0j 0.000178771-0j -4.42542e-06-0j 1.64175e-08-0j 5.2717e-05-0j 1.82458e-05-0j 9.38468e-06-0j 8.79257e-07-0j -0.000412605-0j -8.18856e-05-0j 0.00613041-0j 0.00121664-0j -4.98267e-05-0j -9.88863e-06-0j -0.031971-0j -4.54854e-05-0j -0.00634498-0j -9.02704e-06-0j 0.000766301-0j 0.000510867-0j 0.00015208-0j -0.00912842-0j -4.64233e-06-0j 0.000101387-0j -0.00181163-0j -9.21319e-07-0j -0.00421255-0j 4.51547e-05-0j -0.000836024-0j -0.0015321-0j -0.000931666-0j 8.96141e-06-0j -0.000304061-0j -0.000184899-0j -0.000202578-0j -4.02036e-05-0j -1.3446e-05-0j -2.66849e-06-0j 
0.000979433-0j 0.000158055-0j -0.012338-0j 1.8627e-05-0j -0.00310063-0j -0.000181756-0j 8.67734e-08-0j -0.00175425-0j -0.000277371-0j 0.0209644-0j -0.000146187-0j -3.16505e-05-0j 0.00349406-0j 0.00373186-0j -3.04557e-06-0j 0.000620899-0j 2.57362e-05-0j -1.00322e-08-0j -0.00172959-0j 0.000533118-0j -0.000269648-0j 8.31144e-05-0j 0.0199689-0j -0.00615507-0j -3.01475e-05-0j -0.00019067-0j 9.29247e-06-0j 5.87708e-05-0j 0.00322246-0j -2.24706e-05-0j -0.00099327-0j -2.80883e-06-0j 0.00374044-0j 6.9262e-06-0j 8.65775e-07-0j -0.00115293-0j 0.000379771-0j 0.000573629-0j -0.000117058-0j -2.34069e-07-0j 5.51019e-05-0j -0.000176811-0j 7.21479e-08-0j -1.69842e-05-0j 1.76915e-06-0j -5.45312e-07-0j -5.82846e-10-0j 1.79653e-10-0j 
-0.000115427-0j 0.00177519-0j -1.52089e-05-0j -0.00975868-0j 0.00018118-0j -0.00305226-0j -0.000469286-0j 0.00031103-0j -0.00468677-0j 3.88787e-05-0j 2.59191e-05-0j 0.0249463-0j -0.000617537-0j 2.29095e-06-0j 0.00735629-0j 0.00254607-0j 0.00130957-0j 0.000122694-0j -6.92593e-05-0j -0.000330739-0j 0.00102904-0j 0.00491405-0j -8.36385e-06-0j -3.99405e-05-0j -0.00536662-0j -7.63512e-06-0j -0.0256276-0j -3.64605e-05-0j 0.00012863-0j 8.57535e-05-0j 0.000614257-0j -0.00153228-0j -7.79256e-07-0j 0.000409505-0j -0.00731722-0j -3.72123e-06-0j -0.000707114-0j 7.57961e-06-0j -0.00337673-0j -0.000257177-0j -0.000156388-0j 3.61954e-05-0j -0.00122811-0j -0.000746811-0j -3.40044e-05-0j -0.000162384-0j -2.25702e-06-0j -1.07781e-05-0j 
-0.000442555-0j -7.1417e-05-0j 0.0055749-0j -8.41657e-06-0j 0.00140101-0j 8.2126e-05-0j -3.92084e-08-0j 0.00159236-0j 0.000251774-0j -0.0190297-0j 0.000132696-0j 2.87296e-05-0j -0.00317161-0j -0.00338746-0j 2.76451e-06-0j -0.000563599-0j -2.33611e-05-0j 9.1064e-09-0j 0.000257985-0j -0.00281341-0j 4.02204e-05-0j -0.000438618-0j -0.00297854-0j 0.032482-0j 4.49678e-06-0j 2.84401e-05-0j -4.9039e-05-0j -0.00031015-0j -0.00048066-0j 3.3517e-06-0j 0.00524176-0j 4.18963e-07-0j -0.000557921-0j -3.65515e-05-0j -4.56893e-06-0j 0.00608432-0j -5.66463e-05-0j -8.55619e-05-0j 0.000617747-0j 3.49136e-08-0j -8.21895e-06-0j 0.000933083-0j -3.80745e-07-0j 8.96305e-05-0j -2.63885e-07-0j 2.87776e-06-0j 8.69369e-11-0j -9.48077e-10-0j 
-0.000141369-0j 0.00217416-0j -1.8627e-05-0j -0.0119519-0j 0.000221899-0j -0.00373823-0j -0.000574756-0j 0.000253204-0j -0.00381542-0j 3.16505e-05-0j 2.11003e-05-0j 0.0203083-0j -0.000502726-0j 1.86502e-06-0j 0.00598864-0j 0.00207271-0j 0.0010661-0j 9.98832e-05-0j 0.000249645-0j -7.6949e-05-0j -0.00370919-0j 0.00114329-0j 3.01475e-05-0j -9.29247e-06-0j 0.019344-0j 2.75208e-05-0j -0.00596246-0j -8.48283e-06-0j -0.000463648-0j -0.000309099-0j 0.000142912-0j 0.00552313-0j 2.80883e-06-0j 9.52745e-05-0j -0.00170241-0j -8.65775e-07-0j 0.00254879-0j -2.73207e-05-0j -0.000785623-0j 0.000926994-0j 0.000563702-0j 8.42116e-06-0j -0.00028573-0j -0.000173752-0j 0.000122569-0j -3.77799e-05-0j 8.13545e-06-0j -2.50762e-06-0j 
6.38773e-05-0j -0.000982388-0j 8.41657e-06-0j 0.00540044-0j -0.000100265-0j 0.00168911-0j 0.000259702-0j -0.000229837-0j 0.00346332-0j -2.87296e-05-0j -1.91531e-05-0j -0.0184342-0j 0.000456332-0j -1.69291e-06-0j -0.00543597-0j -0.00188143-0j -0.000967711-0j -9.06655e-05-0j -3.72369e-05-0j 0.000406081-0j 0.000553259-0j -0.00603348-0j -4.49678e-06-0j 4.9039e-05-0j -0.00288533-0j -4.10498e-06-0j 0.0314656-0j 4.47662e-05-0j 6.91574e-05-0j 4.61049e-05-0j -0.000754185-0j -0.000823825-0j -4.18963e-07-0j -0.00050279-0j 0.00898409-0j 4.56893e-06-0j -0.000380176-0j 4.07514e-06-0j 0.00414595-0j -0.00013827-0j -8.40813e-05-0j -4.44408e-05-0j 0.00150788-0j 0.000916935-0j -1.82823e-05-0j 0.000199375-0j -1.21348e-06-0j 1.32334e-05-0j 
9.75742e-05-0j 1.5746e-05-0j -0.00122915-0j 1.85568e-06-0j -0.000308894-0j -1.81071e-05-0j 8.64464e-09-0j -0.0005274-0j -8.33892e-05-0j 0.00630276-0j -4.395e-05-0j -9.51545e-06-0j 0.00105046-0j 0.00112195-0j -9.15625e-07-0j 0.000186668-0j 7.73737e-06-0j -3.0161e-09-0j 5.8547e-05-0j 0.00164446-0j 9.12761e-06-0j 0.000256375-0j -0.000675949-0j -0.018986-0j 1.0205e-06-0j 6.4542e-06-0j 2.86636e-05-0j 0.000181285-0j -0.000109081-0j 7.60634e-07-0j -0.00306385-0j 9.50793e-08-0j -0.000126614-0j 2.13646e-05-0j 2.67058e-06-0j -0.00355633-0j -1.28553e-05-0j -1.94174e-05-0j -0.000361078-0j 7.92328e-09-0j -1.86521e-06-0j -0.000545394-0j 2.22548e-07-0j -5.23897e-05-0j -5.98861e-08-0j -1.68207e-06-0j 1.97294e-11-0j 5.54158e-10-0j 
-1.40836e-05-0j 0.000216596-0j -1.85568e-06-0j -0.00119069-0j 2.21063e-05-0j -0.000372415-0j -5.7259e-05-0j 7.61236e-05-0j -0.00114707-0j 9.51545e-06-0j 6.34363e-06-0j 0.00610553-0j -0.00015114-0j 5.60703e-07-0j 0.00180043-0j 0.000623143-0j 0.000320513-0j 3.0029e-05-0j -8.45053e-06-0j -0.000237357-0j 0.000125556-0j 0.00352661-0j -1.0205e-06-0j -2.86636e-05-0j -0.000654797-0j -9.31583e-07-0j -0.0183919-0j -2.61662e-05-0j 1.56946e-05-0j 1.0463e-05-0j 0.000440827-0j -0.000186959-0j -9.50793e-08-0j 0.000293885-0j -0.00525127-0j -2.67058e-06-0j -8.6277e-05-0j 9.2481e-07-0j -0.00242334-0j -3.13789e-05-0j -1.90814e-05-0j 2.5976e-05-0j -0.000881367-0j -0.000535956-0j -4.14898e-06-0j -0.000116536-0j -2.75386e-07-0j -7.73501e-06-0j 
