-0.0945649-0.0570195j -0.0649045-0.0660062j -0.0421371+0.0118295j 0.142578-0.0281786j 0.0200557-0.0332943j -0.0528367-0.00829218j -0.0380715+0.00952983j 0.0563624-0.0814077j -0.0228801+0.0721252j -0.0144526+0.0319712j -0.00583898+0.0261065j -0.029246-0.0118138j 0.0265648-0.0397176j 0.00300763+0.0114322j 0.0178071-0.0554536j 0.000906372-0.00252281j 0.0218517-7.61197e-05j 0.000397503+0.0829192j -0.0244872-0.0259137j -0.015094-0.011799j -0.000433345-0.00894983j 0.00237056-0.00371311j -0.00395759-0.0013594j 0.0305338+0.00899212j 0.0184948-0.0144926j -0.00324989-0.00849327j -0.0174105-0.0166521j -0.0138716+0.0465318j -0.00950726+0.0396788j 0.0254889+0.0619452j 0.015311-0.00340203j -0.0526006-0.020161j 0.0189122+0.000533144j 0.0184322-0.00363815j 0.0128801+0.0547386j -0.0843766-0.0302992j 0.0199375-0.0344502j 0.00155133-0.0627261j -0.0433305-0.0427645j -0.0390626-0.0326274j 0.0187158+0.0388608j -0.0533095+0.00711404j -0.0144839-0.0105199j -0.0375755-0.0291435j 0.0159702+0.0428494j -0.0274512-0.00688392j -0.0195097-0.0272618j -0.0260436+0.0137418j 0.0329611-0.0188046j 0.0128473+0.0354884j 0.016185+0.0230114j -0.00673846-0.0515814j 0.0395644-0.0071741j -0.011465+0.00904627j 0.0356694+0.0186533j 0.0232246-0.0515913j 0.0253855-0.0132935j -0.0156497-0.0765623j 0.0267923+0.0538489j 0.0453599+0.0339518j -0.0315038-0.0363716j 0.0357908-0.0136472j 0.062151+0.124195j 0.0896536+0.0401767j 0.100573-0.0758395j 0.133603-0.0703548j 0.237967+0.123811j 0.0808685-0.261438j 0.00615593-0.038468j -0.137767+0.0443086j -0.103314+0.0043056j -0.0464083-0.19614j 0.0258589-0.00525656j 0.0391414-0.0979106j 0.0393358+0.147641j -0.016221+0.0674151j 0.167856+0.132819j 
-0.0355453+0.0115652j -0.0326179-0.0283775j 0.0582463+0.046622j 0.0460185+0.059866j -0.0225436-0.129015j -0.0284946+0.0189232j -0.0178857-0.0243791j 0.0134348-0.0688491j -0.00353026-0.0624742j 0.0173517+0.129536j 0.0931141+0.101827j 0.0155403+0.0463487j -0.0209718-0.0437219j -0.0123606-0.0136504j -0.0332114+0.0633587j -0.0751069-0.0292942j -0.0206669-0.0604676j -0.0192856-0.0171426j -0.0144446+0.0140826j -0.0472042+0.173489j -0.0766986-0.0170331j 0.0560633+0.0715812j 0.00319763-0.0411648j -0.036354-0.0755199j 0.0672302-0.0125694j -0.0759498-0.0341298j 0.0197485+0.0247676j -0.117573-0.0453224j -0.0155928-0.0559268j -0.00762025+0.0335444j 0.0866976+0.0169741j -0.0468514+0.031248j 0.0803099-0.0774027j -0.0244155+0.0731031j 0.031813+0.0140959j 0.114604-0.0035899j -0.0281821-0.0554682j 0.140673-0.019333j 0.0785508+0.0107372j 0.0188303-0.184061j 0.0704715-0.00492861j -0.027584-0.0386832j 0.0644664+0.0069202j -0.0822555-0.0795058j -0.0125597+0.0549442j -0.101711-0.0674455j 0.0370922-0.0718412j 0.0538697+0.0561638j -0.085732-0.108455j -0.130849+0.0235725j 0.111463+0.0100121j -0.0108627+0.0670373j -0.105768+0.0304098j -0.0337048+0.0884596j 0.04708-0.0766364j 0.042812-0.0433596j 0.0165717+0.0388802j -0.154341-0.0702147j -0.0409785+0.0978787j 0.0736743+0.00767042j -0.0662512-0.0499862j -0.0126237+0.106548j -0.0163055-0.121499j 0.0654482+0.133913j -0.125652-0.0777827j -0.063681+0.0787419j 0.0760561-0.00191281j -0.109622-0.0532244j 0.097565+0.000752126j -0.067218-0.0780412j -0.024577+0.0223371j 0.0658445-0.0340411j 0.111054+0.042598j 0.0233686+0.0164071j -0.0577342-0.0481112j -0.0177809-0.000345338j 0.0357433+0.0257341j 
0.00060135+0.0195767j 0.0207213-0.0278735j 0.0186665-0.0102982j 0.00342175+0.00306701j -0.0225736-0.0764178j -0.00588128-0.008222j 0.0208254-0.0110818j -0.0171755-0.0269325j 0.0398665-0.048705j 0.0134357-0.0107492j 0.0365903+0.0372113j 0.0386268+0.0770813j -0.0104222-0.0641145j -0.0185103-0.0391823j -0.0421312-0.0452071j 0.049286-0.0147836j -0.0147396+0.00507138j -0.00525037-0.0488185j -0.0245514+0.0162479j -0.00944649-0.0258019j -0.0704122-0.0522427j -0.143947-0.116075j -0.0475944+0.0255091j 0.0139706+0.0209724j 0.0430992-0.0509904j -0.022204+0.0286262j 0.0736951-0.0556719j 0.0193389+0.0902231j -0.0516467-0.0977452j -0.0246062-0.0408614j 0.0250866+0.0664078j -0.0856575+0.0543824j 0.00944131+0.00766124j 0.0574171-0.0226824j 0.0863699-0.0256128j 0.00973244+0.0763342j 0.122014-0.029428j -0.050904+0.00227751j 0.0279835-0.0932431j -0.129481+0.217627j -0.00197948+0.074974j -0.101107+0.127099j -0.0571235+0.072949j -0.0775302-0.0731267j 0.0729183+0.018267j 0.116483-0.132638j 0.0176659+0.0340181j 0.0966463-0.0839438j -0.0371765-0.00336313j -0.00437788+0.0612096j -0.0786042+0.114034j 0.139171-0.0396886j 0.0116197+0.0471518j -0.0504717+0.00386502j 0.0728862-0.122187j -0.108531-0.0601552j 0.0225455-0.0121419j 0.0259504+0.0671921j 0.026596+0.110497j 0.0118964+0.00815429j 0.0201961+0.00228437j 0.0749501+0.080088j -0.0936646+0.0246096j -0.0482971+0.0348681j -0.0517252-0.188406j 0.0136322-0.0963153j -0.119555-0.00234158j -0.021209-0.143351j 0.0838859+0.0115207j 0.0672818-0.051059j -0.00534774-0.010754j 0.0132613+0.00213784j 0.0659081+0.0050705j -0.0311971+0.0361336j 0.00381274-0.0110393j -0.0374352-0.0368095j 0.0198466-0.0311616j 
0.0129815+0.000295712j -0.00624391+0.0351395j -0.0100754+0.00798681j -0.0420108+0.0415544j -0.0241507+0.0649957j 0.0433629-0.00663879j -0.0382348+0.0300346j -0.00421617+0.0744937j 0.0264032+0.00949819j 0.00758999-0.0577096j 0.00145532+0.0107418j 0.0126236+0.114021j 0.0474891-0.0526707j 0.0241516-0.0125106j 0.00600283-0.0228072j -0.0120931-0.0267446j 0.0193221+0.0509593j 0.0329785+0.013777j -0.0153387+0.0317371j -0.037408-0.0287542j 0.0333804-0.00427959j -0.110838+0.0122523j -0.000269908-0.0154532j 0.109522+0.0139731j 0.00883163+0.0853431j 0.052536+0.0108923j 0.00502728-0.0731577j 0.03362+0.0951393j 0.101413-0.0484705j 0.077364+0.00541617j 0.103108+0.0631139j -0.115765-0.111486j 0.0793258+0.0757467j 0.0269862-0.000367426j 0.152035+0.0298513j -0.0631536-0.0219974j -0.0112359-0.0750552j 0.148354+0.0420496j 0.172853+0.0314302j 0.0978106+0.00246335j 0.0860024-0.0184595j 0.00269093+0.0316855j 0.112541+0.0331632j -0.00470556+0.0802032j 0.0408599+0.0633247j 0.00984363-0.118562j -0.148616-0.082343j -0.10868-0.0196608j 0.111199+0.056539j 0.066292-0.0954699j -0.0617984-0.0192563j 0.0845388+0.166343j 0.0686482+0.0402656j -0.0355051+0.0375852j -0.0364285-0.036895j -0.00721483-0.0449764j 0.0379973+0.0328157j -0.0756109+0.0596169j -0.041623-0.00538998j -0.0244619+0.0103486j -0.199306-0.0408212j 0.0580503-0.0420301j -0.0997978+0.00676911j 0.115325-0.0206272j -0.00923424+0.0352611j 0.0854727-0.0103791j -0.0525272-0.0455708j 0.113447-0.0462026j -0.0309902+0.0414311j -0.00964658+0.0471734j -0.0425839+0.0634463j 0.00566086+0.00676411j 0.035213-0.06604j -0.0355458-0.0471703j 0.00160977-0.0218089j 0.0351765+0.00779714j -0.0144516+0.00354943j 
1.73476e-05+0.0148673j -0.0112657+0.0320666j 0.0513438+0.0239548j -0.0163378+0.0599775j -0.0319921-0.00614945j 0.0292852+0.0341219j -0.0536486-0.0295236j 0.0308711+0.0594827j 0.0734272+0.0102534j 0.0191105+0.0223115j 0.00719708+0.0171668j 0.0402015+0.0595898j -0.0423032-0.0553874j -0.0224927+0.00974236j -0.0633147+0.0618895j 0.0632885+0.0148391j 0.0176221-0.0532547j 0.0513336+0.0120277j -0.0373258-0.0181851j 0.0278403+0.112723j -0.0612938+0.0573785j 0.0223034-0.0509121j -0.043795-0.100904j 0.0220346-0.0738213j 0.161704-0.0262213j -0.0848741-0.024766j -0.0224274-0.0672534j -0.0247589-0.0084622j -0.0100254-0.0148202j -0.0363495+0.0157033j 0.111275-0.00378476j -0.0837498+0.0496717j -0.107965-0.0378112j -0.0342926-0.123039j -0.0962838+0.0788035j -0.066675+0.0418062j 0.214981+0.0126254j -0.0675122-0.0694527j 0.056239-0.153743j -0.0412043-0.0627348j 0.106667-0.00613441j 0.0635168-0.029656j 0.0521935-0.112578j 0.0975974-0.105992j -0.0584068-0.107495j -0.0571068+0.0667717j 0.0592073-0.0838258j 0.000807882-0.247713j -0.0146067+0.0531251j 0.0195638+0.1408j -0.0594127+0.0168031j -0.0472395+0.0510612j -0.00248694-0.0564881j 0.031875+0.0472258j 0.0143438+0.0227221j -0.0220539+0.143787j 0.0235051+0.0575986j -0.0392518-0.0392115j -0.000995591+0.0118605j 0.0600399-0.0319156j -0.0598477-0.0634808j 0.0332711+0.0114092j 0.0308447-0.00790321j 0.00701131+0.0263469j -0.0519476-0.0163688j 0.0717498-0.0114052j 0.0266984+0.105865j 0.0200946-0.110144j 0.0156427-0.0441266j -0.0526077-0.0242424j -0.0325465+0.0256822j 0.0426856-0.0238635j 0.0796714-0.0582439j 0.0308135-0.0579071j -0.0721796-0.075286j 0.0163836+0.00619773j -0.0145521+0.00983755j 
0.00725221+0.00647369j -0.00184332+0.0372849j 0.0407969+0.0241827j -0.0356781+0.0475916j -0.0237879+0.042205j -0.00436851+0.0453756j 0.00587303-0.0262745j -0.00652538+0.0520627j 0.0591114-0.0130135j 0.0243528+0.00840294j 0.0434434+0.0362784j 0.109864+0.0750372j 0.0678724+0.00264828j 0.0119905+0.024808j 0.108479+0.0313615j -0.0553061-0.0141154j 0.0631471-0.0343884j 0.0347566+0.0255986j -0.0529528+0.0732485j -0.0644065-0.0370389j -0.044075+0.0624887j -0.0807322-0.122483j 0.0167439-0.0526006j 0.12093-0.0681306j -0.00403439-0.106866j -0.0457449-0.0337237j -0.00704836+0.00667797j -0.117978+0.0430881j 0.0245623-0.0738301j -0.0380708+0.0297308j 0.0850927-0.0341041j 0.0661797+0.0608314j -0.118913+0.0289312j -0.0464797-0.106699j 0.00333864+0.0258581j -0.0754076+0.0451185j 0.0699105+0.00256117j -0.0105629-0.0526517j 0.0184465-0.080628j 0.0254587+0.00284279j 0.09569+0.189679j 0.0568206+0.00543382j 0.0185597-0.0685975j 0.0973592-0.0402879j -0.109611+0.0437366j 0.0758361-0.0371592j 0.000193052-0.0575631j -0.0884069-0.0152206j 0.0114351+0.0874397j 0.0748915-0.0749144j -0.00784302+0.0510086j 0.00951946+0.102113j -0.0712179+0.0893805j -0.0496777-0.136291j 0.0275208-0.106496j 0.0113191+0.0357331j -0.0163292+0.0214158j -0.0643004-0.0747328j 0.0330148-0.165022j -0.0691341-0.0620954j -0.0810645+0.0509386j 0.00287924+0.0644806j -0.0329248+0.139362j 0.0185524-0.0681372j -0.00395586+0.11908j 0.00945849+0.063142j -0.0674106+0.0557062j 0.026455-0.0411051j -0.0205914-0.0403248j 0.00458584+0.00563013j 0.0348155+0.0868824j -0.0175379-0.00946484j 0.0648699-0.065053j 0.00956786-0.0275845j -0.0638573-0.079639j 0.00636096-0.00893554j -0.0209352-0.0152528j 
-0.00503173+0.00295031j 0.000491161-0.00343199j -0.0369096+0.00281366j 0.0077306-0.00795239j 0.0289923+0.0215592j 0.0013845-0.0608592j 0.0321013+0.056415j -0.0173509-0.0145144j -0.0396385-0.0288192j -0.0281164-0.0716825j 0.00972346-0.024361j 0.028715+0.0404916j -0.0180616-0.098446j -0.0429339-0.0475492j 0.103055-0.0640911j -0.0399165+0.00284187j 0.0842959+0.097719j -0.00703149+0.0631375j 0.0225447+0.0712372j 0.0950861+0.104098j 0.0450567-0.0150991j -0.00684856-0.0299443j 0.0521624-0.090468j -0.0687626-0.00176259j -0.115994+0.110915j -0.0727266-0.184571j -0.0201488+0.0624448j -0.00574942+0.0168298j 0.0759003-0.072117j -0.0230521-0.0843258j 0.0616225+0.0205942j -0.00614144+0.0784798j -0.0868727+0.00145636j 0.0348323-0.0828634j -0.0244708+0.022095j 0.0757294+0.00357645j -0.121874+0.148066j 0.151355-0.0170517j 0.00158202+0.109588j -0.0471115-0.0265743j 0.104489+0.014545j 0.0545029+0.0775675j -0.0322949-0.0981949j 0.0641871+0.053089j -0.090327-0.0726j -0.232235-0.0510291j -0.0569118+0.0134285j 0.0785174+0.110236j 0.0259089-0.0900466j -0.0845673+0.0234365j 0.0633392+0.139455j -0.0288536+0.0532864j 0.12924+0.0309227j 0.068825-0.0485918j -0.0678819-0.0148113j 0.0187727-0.0203387j 0.0299047-0.0263641j -0.0410472-0.078203j 0.05454-0.0367029j -0.102801-0.104781j -0.0107128+0.0122979j -0.0188929-0.0389763j 0.000849926-0.0165198j -0.0165888+0.000592829j 0.0568149+0.0605168j 0.0324827+0.0420284j 0.119614-0.0937404j 0.0325797+0.0581879j -0.0661975+0.000315862j -0.0238704-0.0122438j 0.0312291+0.029119j -0.011794-0.015348j -0.0217055+0.103613j -0.000927979+0.0588787j 0.028481+0.0481548j 0.00253307-0.0210408j 0.0228847-0.00494712j 
-0.00151853+0.0211127j 0.0249629-0.0093911j -0.0128264-0.0290367j -0.0143679-0.0382597j -0.0313027-0.0347513j 0.00027141-0.0473838j -0.0187169+0.0230102j 0.00126142-0.00405028j -0.0319338-0.0158093j -0.0479438-0.0539802j -0.012211-0.00673268j -0.0348575-0.0208159j -0.0146251+0.00370044j 0.00730124-0.00740226j -0.136947-0.0524306j 0.043411-0.0472281j -0.0461467+0.00328359j -0.0777179-0.0311642j 0.000728719-0.0493922j -0.04077-0.124543j -0.0178679-0.0360916j -0.159917-0.142014j -0.0991658+0.00544072j -0.00371558+0.0874804j -0.00946919-0.00792858j -0.00254528+0.0254268j 0.0380359+0.0339071j 0.0597001+0.101658j 0.117143-0.0030356j 0.0101421-0.135387j -0.0336474+0.0425981j 0.0968159+0.0875433j 0.0106381+0.00997125j 0.0113724-0.0356357j 0.131969-0.0851666j 0.000379896-0.0265077j 0.0620203-0.0717372j 0.0401738+0.0177498j 0.0919745+0.0604068j 0.0351482+0.0430756j 0.142301+0.0936009j -0.079013+0.107304j 0.053438-0.0204618j 0.00078285+0.0662952j 0.0125608+0.174016j 0.0320722-0.0730523j 0.040361+0.0197247j -0.0310248+0.049104j -0.0752878-0.00559494j 0.0320937+0.0574334j 0.0553479+0.159173j 0.071096+0.0925539j 0.0101831-0.0471821j 0.0675423-0.094063j 0.0862169-0.186824j 0.108293-0.0522025j -0.00457078+0.00573472j -0.0495649-0.0680413j -0.0674516+0.0522307j 0.0200099-0.0427145j -0.0821395+0.0626479j -0.0451053+0.0236232j -0.0455929-0.0549814j 0.0382781+0.0897292j -0.00543113-0.0546786j 0.00827629+0.0518462j 0.101066+0.0885497j -0.0980402-0.0182329j 0.00917094-0.0193884j -0.0181684-0.0581727j -0.0330596-0.0652375j 0.0616857-0.021225j -0.0387069+0.0846517j -0.00742985+0.0323322j 0.0165136+0.0423348j -0.0159334-0.0271671j 0.0119671-0.0118582j 
-0.00591989-0.0237358j 0.0353009-0.00340736j 0.0234652-0.0330999j 0.02045-0.0244547j -0.00783863+0.000232j 0.0110341+0.0867503j -0.00402727-0.064652j -0.034886-0.0665667j 0.0189569-0.00889681j -0.0274147-0.0193732j -0.0566655-0.0140429j 0.101242+0.00723394j -0.000230957-0.101552j -0.0956076+0.0105372j -0.0574606+0.00688441j -0.021461+0.0673217j -0.086309+0.0765893j 0.0365037-0.00449381j 0.103875+0.115683j -0.096283+0.0467961j -0.0200927-0.00122191j -0.093545+0.0201375j 0.00989747-0.0211975j -0.0339399+0.0284582j -0.0700675+0.112674j 0.143988+0.0563983j -0.131136-0.0126399j -0.0164684+0.019071j 0.126807+0.0188429j -0.0541004-0.0635892j -0.0548442+0.0523387j 0.0138545-0.0529287j -0.0327322-0.000351161j 0.0389455+0.00319784j -0.0537047-0.0714107j -0.0392922+0.069646j 0.0302235-0.125493j -0.172824+0.0121829j 0.11656+0.00990667j 0.0474843-0.119805j 0.183055+0.0550081j 0.0159496+0.114835j 0.0178961-0.031317j -0.0175859+0.0549739j 0.0621604-0.0285869j -0.0126378+0.0875852j 0.0500542-0.105651j -0.0374356-0.140241j -0.0126477-0.0207553j 0.0997794+0.11439j 0.108516+0.0268704j -0.159234+0.123425j 0.120109-0.0104152j -0.0130032+0.119504j 0.0304647+0.0424418j 0.0783868+0.0175776j 0.000935466+0.0569138j -0.0618835-0.0206065j -0.105486-0.0833734j -0.0502258-0.0269906j -0.00231854-0.0256193j 0.00459012-0.102775j 0.156018+0.0657788j -0.0223836+0.0788174j -0.00530261-0.0323887j -0.0733735-0.052077j 0.0255792-0.0344974j 0.0293794+0.033813j 0.00848+0.0289013j 0.0541894-0.0359492j 0.00997574-0.0236094j 0.0077598+0.0304959j 0.0106254-0.0312377j 0.0339222-0.0114842j 0.0134-0.00385111j -0.0166115-0.0153226j -0.0157633+0.025915j 
-0.00523097+0.00181129j -0.00676864+0.0226808j -0.0168459-0.0161404j 0.010391+0.0192158j 0.041253+0.0102356j 0.0544993-0.00512147j 0.00013273+0.0121406j 0.0224188+0.0241704j -0.0234498-0.013031j 0.0146262-0.0448074j 0.0530116+0.0100509j -0.0504742-0.0210137j -0.0299576+0.0970644j -0.00319931+0.0319817j -0.0537878+0.129845j 0.00982102-0.0357445j 0.0392798+0.0112941j 0.0196088-0.0849528j 0.0520315-0.0402354j 0.0447637+0.0772112j -0.0892196-0.0559532j 0.0329932-0.0807185j -0.02913+0.00806777j -0.0611084-0.0144305j 0.0114013+0.00965148j -0.0393645+0.0102301j -0.0861111-0.00296876j 0.0174648-0.0453861j 0.0186553+0.121281j -0.0795931+0.0993781j 0.124218+0.0842644j 0.0927893-0.0183885j -0.110911+0.0236631j -0.0844266-0.0699602j -0.00425107+0.110809j -0.11741-0.0484924j 0.141737-0.0271116j -0.00599289+0.216378j -0.0659515+0.0719779j 0.016282+0.0763243j -0.0527755-0.0261955j 0.207421-0.0431102j -0.0648062+0.0897205j -0.14907-0.0487066j -0.0186688+0.000483895j -0.0270041+0.0685169j 0.117311-0.0731898j -0.227632+0.0339754j 0.0128744+0.0625458j 0.072604-0.0236526j 0.0168501+0.0336022j -0.00303099-0.0703636j 0.0515521+0.00934512j 0.00761146+0.0433303j -0.0342457+0.0627849j -0.0139408+0.0578206j -0.0311852-0.0209835j -0.0570726+0.0297089j -0.0111424+0.102614j 0.0631179+0.002227j -0.00246491-0.0269343j 0.00780072-0.0177467j -0.00164429-0.0871324j 0.00205202-0.0583583j -0.0453859-0.0258515j 0.0684639+0.0278894j 0.0447962-0.0875165j 0.0281702+0.0241211j 0.0459994-0.0127895j -0.0352424-0.0211404j -0.00748254+0.0301061j 0.0479+0.0148682j 0.0307196+0.0136672j 0.0168948-0.0455136j 0.0241866+0.00238869j 0.04366+0.0165677j 0.0110701+0.0323164j 
-0.0631953-0.0476762j -0.00427027-0.0320318j 0.0384006+0.0389786j 0.0862298-0.0409288j -0.0238937-0.0556924j -0.0564011+0.0173339j -0.0379419+0.00347819j -0.034411-0.0838878j 0.098372+0.0428j 0.0841905+0.228125j -0.151796+0.0859764j 0.0218841+0.0572971j 0.04695-0.0409418j -0.0106055+0.0403691j 0.0767435-0.00780861j 0.058328+0.0641335j 0.0556302+0.119007j -0.019301-0.0303305j 0.0667438-0.0303204j -0.0471414+0.0739172j 0.138932+0.103612j 0.0387906+0.0237119j -0.0106712-0.0955225j 0.192912+0.0419527j 0.0591414-0.0563438j 0.138319-0.0209441j 0.13614+0.0196334j -0.0132229-0.12758j -0.0434688-0.144939j 0.0537156-0.00381724j 0.0609124+0.0704027j 0.187395-0.0571197j -0.115789-0.0441587j -0.0250516-0.0907113j -0.0221885+0.054691j 0.0129989-0.0326627j 0.0916544-0.0202301j 0.0489007-0.034672j -0.0553168-0.0560143j 0.0155094+0.0176369j 0.0467371+0.0868921j 0.0188484-0.129515j 0.0338842+0.00355076j 0.089919+0.0247861j -0.0762613+0.0257761j 0.0145898+0.00535085j 0.0638504-0.130516j 0.0457141+0.0936554j -0.0902995+0.029612j -0.00296759-0.0473788j -0.0768984+0.113795j 0.0137018-0.0829069j 0.0558542-0.0412483j 0.018335-0.0853265j -0.0487089-0.00306851j 0.0201515+0.067448j 0.0120124-0.0670151j -0.000972549+0.144889j -0.0412055+0.0499724j 0.0403247-0.0728723j 0.0105169+0.0719666j 0.0849949+0.0124371j 0.0278514-0.124014j -0.0626449-0.064607j 0.0424363-0.0879463j 0.0271531-0.000478612j 0.0434488-0.0139484j -0.116911+0.085743j -0.154014+0.0165809j -0.0470254+0.0690844j -0.0245653-0.0876927j -0.0408667-0.0288406j -0.0272835-0.0296755j 0.00201342+0.0304829j -0.0248802+0.0435309j -0.059008-0.0208311j 0.0198751+0.0498918j 
-0.0161551+0.00429045j 0.0270312+0.0312576j 0.0146649-0.00538828j -0.0105689-0.0288533j -0.0140251+0.00480276j -0.00125354-0.0316251j 0.000827715+0.0131839j 0.00443488+0.0279026j 0.00878987-0.0301453j -0.0320273-0.0793922j -0.010183-0.0021661j 0.059662+0.00820859j 0.00553296+0.0159542j 0.0178127+0.0393511j -0.0751276-0.0137977j 0.0523664-0.0261353j -0.0259132-0.0651266j -0.0706045-0.0606149j -0.0425871-0.0991342j 0.00073621-0.0954833j -0.101882+0.0550027j -0.0479377-0.133622j 0.0254164+0.0631023j 0.0503447-0.0235318j -0.0379051-0.110627j -0.107046-0.0122678j 0.0561731-0.0976499j -0.0163288+0.0598052j 0.0450004-0.0418798j -0.0964738+0.0682185j 0.0842142-0.225425j 0.00680302-0.00525954j -0.0766158-0.106382j -0.0053299+0.0630951j -0.0946058-0.018951j -0.0336633+0.0140779j 0.0151273+0.100746j 0.0445558-0.114778j -0.00157748+0.0894525j 0.162273-0.0638998j 0.176831+0.0932113j 0.138337-0.076031j 0.0308619-0.141483j 0.0336206+0.0704053j 0.0796379-0.075183j -0.00491671-0.0737602j 0.0783407+0.0227596j 0.0571838+0.130282j 0.193019+0.0835719j -0.0530925-0.110904j -0.00755327-0.0188789j -0.131125-0.0436277j 7.71396e-05-0.177408j 0.0710073+0.0920279j -0.0420482+0.0274447j 0.0140967+0.148057j 0.0156418-0.0533207j -0.0366929-0.000776874j -0.128417-0.018088j 0.112786+0.00904488j 0.0253816+0.0570226j 0.000822739-0.00946301j 0.0883277+0.0272527j -0.0101932-0.0849588j -0.00548179+0.0150612j 0.0437297+0.0409522j 0.0281251-0.0626409j 0.0215009+0.0058711j -0.0170589-0.0363667j -0.0117959-0.0201564j 0.00556622+0.0119006j 0.00891026-0.0545248j 0.00545175+0.0203829j 0.011639-0.00987151j -0.00674844-0.0196114j 0.000196428-0.0240493j 0.000651983+0.00631321j 
-0.0321309-0.00995982j 0.0220799+0.00479751j 0.00246032+0.024757j -0.00837189-0.023471j -0.0344702-0.0142219j -0.0426328+0.0118678j 0.00904745-0.0360193j -0.0956367-0.0257544j 0.0510726-0.00687949j -0.0267326-0.00445441j -0.124742-0.0248498j 0.114893+0.0211886j -0.0217022-0.138882j -0.0798506+0.0275813j -0.0141831-0.121165j 0.138756+0.041819j -0.0947045-0.0953447j -0.0364998+0.012032j -0.0999094-0.0124627j 0.0310111-0.152599j 0.0245801+0.123066j 0.0487548+0.0419882j 0.0677078+0.00157333j 0.00672622-0.0363326j -0.0421801-0.0874192j -0.0835156-0.157021j 0.0288192-0.0933382j -0.0267752-0.115832j -0.0376185+0.0385691j -0.137874+0.058254j -0.00256073+0.0186414j 0.021527-0.0269906j 0.126095+0.176654j 0.00551173+0.110271j -0.00492802+0.10477j 0.0095973+0.0251405j -0.122391+0.149623j -0.0701618+0.00536835j -0.0850497-4.95253e-05j 0.121125-0.00716249j -0.00845081-0.111954j -0.053317+0.073692j 0.0521708+0.172359j 0.126619-0.0385247j -0.0960519+0.0228973j -0.0454442-0.0615393j -0.00376161+0.0289269j -0.0118542-0.0579566j 0.0211823+0.0502947j 0.0901837-0.0571411j 0.00609886-0.0804242j 0.0450184-0.0131656j -0.143986-0.153245j -0.00200609-0.140858j -0.0156114-0.0690065j 0.00765478-0.0127294j 0.0902106+0.0339495j -0.0473299-0.111208j 0.0253501+0.12902j 0.0648825+0.0413301j -0.0723594-0.0815077j 0.0358295+0.0466428j -0.0518256-0.123541j 0.0547264-0.0345001j 0.014902-0.00243447j -0.0127907+0.0527191j 0.0807657+0.0163681j -0.00833964+0.0291298j -0.105596-0.0544335j 0.00693098-0.0064856j 0.0666425+0.015474j -0.0322387-0.0256719j -0.0644411-0.065523j -0.0268395-0.00641758j -0.0717252-0.0359439j -0.0308759-0.0227684j -0.00430659-0.00437272j 
0.00343616-0.0273727j 0.0507441+0.0481052j 0.042054-0.0345967j -0.0357357-0.0807063j 0.0512173+0.13915j 0.0389947+0.00165458j -0.00882912+0.0626479j 0.0889016+0.024454j 0.0265738-0.0328035j 0.00126-0.189313j 0.00875327-0.037477j 0.0789841+0.0233725j 0.0847987-0.00163081j 0.150627+0.0208233j 0.00374764-0.00577396j -0.129018+0.0461342j -0.0283098-0.000560164j 0.0565294+0.0323784j 0.0142625-0.0339405j 0.0173619+0.0559931j -0.00313952+0.0220396j 0.0136211+0.0524195j 0.0615651-0.0547433j 0.136361-0.0807406j -0.00221741-0.0393377j -0.032706+0.0307576j -0.0576509+0.0237774j 0.0354415+0.0373536j -0.0683041+0.0301905j 0.0719843+0.0787849j -0.151108+0.0102221j 0.0322309+0.0561635j 0.0287816+0.038122j 0.00840391+0.123778j -0.0365933-0.0386779j -0.00445381+0.0491678j -0.0032202+0.0822841j -0.200389+0.0467046j 0.00484335-0.110588j 0.0151357+0.108797j 0.0369891-0.0207235j 0.00178762-0.114481j 0.0414697+0.125278j 0.120855+0.0757262j 0.0610776+0.000846108j 0.0502623+0.00523668j 0.124928-0.0292819j 0.0573195-0.0197759j 0.0316982-0.0348564j -0.0300113-0.0650933j -0.072921-0.102512j 0.0767579-0.0287055j -0.0710041+0.107474j -0.0841181+0.0153879j -0.05789-0.0424783j -0.0256838-0.113614j -0.0886313-0.0246917j 0.0263873+0.042602j -0.0437507+0.00987935j 0.0986773-0.0299409j 0.0685218-0.112591j -0.0347629+0.101811j 0.0739626-0.0834503j 0.0741948+0.0843005j -0.0224+0.00947203j 0.0250124-0.0807858j -0.0463737-0.0430117j 0.00124167-0.0983176j 0.0179778-0.0634424j -0.0212945-0.0422268j -0.0323676-0.00199429j -0.02014-0.018446j 0.0542668+0.0330007j 0.0224783-0.00747341j 0.0609039+0.00372235j 0.00439273-0.0270856j -0.0387436+0.00702003j 
