-0.00316222-0j -0.000510301-0j -0.000416659-0j -6.01395e-05-0j -5.20824e-05-0j -6.13796e-06-0j -2.80158e-07-0j -0.00289834-0j -0.000458268-0j -0.000362293-0j -0.000241529-0j -5.22925e-05-0j -6.03822e-05-0j -2.13483e-05-0j -5.03185e-06-0j -5.33708e-06-0j -4.44757e-07-0j -1.65751e-08-0j -0.00188553-0j -0.00190507-0j -0.000293958-0j -0.000297004-0j -0.000227699-0j -3.28655e-05-0j -0.000230059-0j -0.00020786-0j -3.32061e-05-0j -0.000210014-0j -3.67448e-05-0j -2.44965e-05-0j -3.06206e-06-0j -3.71256e-05-0j -2.12146e-05-0j -2.47504e-05-0j -3.0938e-06-0j -2.14345e-05-0j -4.33041e-06-0j -2.16521e-06-0j -4.37529e-06-0j -2.55172e-07-0j -2.18764e-06-0j -3.12521e-07-0j -2.57816e-07-0j -2.01731e-08-0j -3.15759e-07-0j -2.03822e-08-0j -6.35394e-10-0j -6.41978e-10-0j 
0.0714904-0j 0.00916198-0j -3.8189e-05-0j -5.51211e-06-0j -4.77363e-06-0j -5.62578e-07-0j -2.5678e-08-0j -3.7812e-06-0j 0.000147468-0j 9.25858e-05-0j -3.151e-07-0j 1.33636e-05-0j -7.8775e-08-0j -2.78512e-08-0j -6.56458e-09-0j -6.96279e-09-0j -5.80233e-10-0j -2.1624e-11-0j -0.000172819-0j 0.000169639-0j -2.69429e-05-0j 2.64471e-05-0j 0.00514775-0j 0.000743013-0j -0.00505303-0j 0.00373193-0j -0.000729342-0j -0.00366326-0j 0.000659718-0j -2.24524e-06-0j 5.49765e-05-0j -0.00064758-0j -1.94443e-06-0j 2.20393e-06-0j -5.3965e-05-0j 1.90866e-06-0j -3.96906e-07-0j -1.98453e-07-0j 3.89603e-07-0j -2.33879e-08-0j 1.94801e-07-0j -2.86442e-08-0j 2.29576e-08-0j -1.84898e-09-0j 2.81172e-08-0j 1.81495e-09-0j -5.82373e-11-0j 5.71657e-11-0j 
5.40075e-05-0j -0.000412261-0j -0.000684669-0j -9.8198e-05-0j 0.00813872-0j 0.00145147-0j -1.15081e-06-0j -0.000210012-0j -5.26973e-06-0j -8.47387e-06-0j 5.87154e-08-0j -1.21536e-06-0j 6.68059e-05-0j -1.50836e-06-0j -1.76033e-07-0j 2.39932e-05-0j 1.9995e-06-0j -1.16375e-09-0j 3.22029e-05-0j -3.16103e-05-0j 0.0707852-0j -0.0694827-0j -0.000374163-0j -5.3664e-05-0j 0.000367279-0j 3.55003e-06-0j 5.26766e-05-0j -3.48471e-06-0j 0.00285614-0j -1.97902e-05-0j -7.52593e-06-0j -0.00280359-0j -7.00835e-05-0j 1.94261e-05-0j 7.38745e-06-0j 6.8794e-05-0j 0.000680315-0j 0.000508398-0j -0.000667798-0j -8.37667e-07-0j -0.000499044-0j 0.000148574-0j 8.22254e-07-0j 7.9728e-06-0j -0.000145841-0j -7.82611e-06-0j -3.65836e-09-0j 3.59105e-09-0j 
-4.50062e-06-0j 0.000104518-0j -5.93009e-07-0j -0.00117349-0j 1.06673e-05-0j 0.0055439-0j 0.00264063-0j 1.7501e-05-0j 1.336e-06-0j -7.33943e-09-0j -4.89295e-09-0j -1.45238e-05-0j 1.76033e-07-0j -4.3248e-10-0j 6.46905e-05-0j -1.48232e-06-0j 2.36179e-05-0j 4.47076e-06-0j -2.68357e-06-0j 2.6342e-06-0j -0.0179457-0j 0.0176155-0j -3.24072e-07-0j -0.000641296-0j 3.18109e-07-0j -2.95836e-07-0j 0.000629496-0j 2.90393e-07-0j 7.52593e-06-0j 5.01728e-06-0j 0.0027657-0j -7.38745e-06-0j -3.01936e-08-0j -4.92497e-06-0j -0.00271482-0j 2.96381e-08-0j -8.44982e-05-0j 4.43469e-07-0j 8.29434e-05-0j 0.000951985-0j -4.3531e-07-0j 0.000282273-0j -0.000934469-0j 0.000190141-0j -0.00027708-0j -0.000186643-0j 2.1137e-05-0j -2.07481e-05-0j 
-0.0119151-0j -0.000368738-0j -0.000927612-0j 0.0128005-0j -3.76341e-05-0j -1.34932e-05-0j -1.02932e-06-0j 6.302e-07-0j 0.0011626-0j 7.8775e-08-0j -1.53601e-05-0j -1.08705e-06-0j 9.05109e-05-0j 4.64186e-09-0j 2.29466e-05-0j -1.10946e-07-0j -1.85878e-08-0j -1.04089e-09-0j 2.88031e-05-0j -2.82732e-05-0j -0.000212411-0j 0.000208503-0j -0.000857958-0j 0.0118393-0j 0.000842171-0j -0.000462761-0j -0.0116215-0j 0.000454246-0j -2.65514e-05-0j 0.00517716-0j -6.73139e-06-0j 2.60628e-05-0j -4.72303e-05-0j -0.00508191-0j 6.60754e-06-0j 4.63613e-05-0j 0.000921714-0j -1.56455e-06-0j -0.000904755-0j 0.000109193-0j 1.53577e-06-0j -6.8702e-07-0j -0.000107184-0j -7.4117e-08-0j 6.74379e-07-0j 7.27533e-08-0j -3.27214e-09-0j 3.21193e-09-0j 
3.30727e-05-0j 0.0991585-0j 4.35771e-06-0j -6.01338e-05-0j -2.57663e-05-0j -9.23816e-06-0j -7.04724e-07-0j 4.31469e-07-0j -3.22703e-06-0j -2.11837e-05-0j 3.59557e-08-0j 0.000292322-0j -4.25199e-07-0j 3.17807e-09-0j -1.07798e-07-0j -7.59598e-08-0j -1.27262e-08-0j -7.12649e-10-0j 1.97201e-05-0j -1.93573e-05-0j -0.000145428-0j 0.000142752-0j 2.38143e-06-0j -3.28624e-05-0j -2.33762e-06-0j -0.000853866-0j 3.22577e-05-0j 0.000838156-0j 0.00714002-0j -1.2119e-05-0j 0.00181016-0j -0.00700865-0j 2.21877e-07-0j 1.1896e-05-0j -0.00177686-0j -2.17795e-07-0j -4.33e-06-0j -1.07118e-06-0j 4.25033e-06-0j -5.12964e-07-0j 1.05147e-06-0j -4.7037e-07-0j 5.03526e-07-0j -5.07445e-08-0j 4.61716e-07-0j 4.98108e-08-0j -2.24028e-09-0j 2.19906e-09-0j 
-0.00729646-0j 4.77363e-06-0j -0.000753915-0j 5.62578e-07-0j 0.00901978-0j -1.11062e-05-0j 2.62075e-09-0j 3.85917e-07-0j -1.50509e-05-0j -9.3309e-06-0j 3.21598e-08-0j 6.96279e-09-0j -1.55515e-06-0j 0.000159527-0j 6.69995e-10-0j 1.31562e-05-0j -1.14548e-08-0j 2.20699e-12-0j 1.76382e-05-0j -1.73137e-05-0j 2.74984e-06-0j -2.69925e-06-0j 0.101625-0j -7.58335e-05-0j -0.0997552-0j 1.94443e-06-0j 7.44381e-05-0j -1.90866e-06-0j -6.64871e-05-0j 2.29154e-07-0j 2.86442e-08-0j 6.52637e-05-0j 0.00367401-0j -2.24937e-07-0j -2.81172e-08-0j -0.00360641-0j -7.83558e-06-0j 0.0011367-0j 7.69141e-06-0j 2.38702e-09-0j -0.00111579-0j 5.41233e-05-0j -2.3431e-09-0j -3.65018e-08-0j -5.31274e-05-0j 3.58302e-08-0j 5.94381e-12-0j -5.83445e-12-0j 
0.00148938-0j 9.31588e-05-0j 7.65483e-05-0j -0.000513782-0j -0.00183911-0j 0.0154603-0j -2.47048e-05-0j -7.8775e-08-0j -0.000293723-0j 9.47407e-07-0j -6.56458e-09-0j -6.35887e-06-0j -1.50962e-05-0j 1.6864e-07-0j -1.87501e-06-0j 0.000125535-0j 3.21144e-05-0j -3.12717e-08-0j -3.60039e-06-0j 3.53414e-06-0j 5.3664e-05-0j -5.26766e-05-0j -0.0103184-0j 0.069256-0j 0.0101286-0j -3.96906e-07-0j -0.0679817-0j 3.89603e-07-0j -0.000645404-0j 4.472e-06-0j -8.0162e-05-0j 0.000633529-0j 7.83558e-06-0j -4.38972e-06-0j 7.8687e-05-0j -7.69141e-06-0j 0.00355948-0j -0.000114883-0j -0.00349398-0j -1.3454e-05-0j 0.000112769-0j 0.00158253-0j 1.32064e-05-0j 0.000171155-0j -0.00155341-0j -0.000168005-0j -1.18072e-07-0j 1.15899e-07-0j 
3.8189e-05-0j -0.0012072-0j 0.0705577-0j -0.000105849-0j -0.000121662-0j -7.13197e-06-0j 3.38338e-09-0j 4.98217e-07-0j 7.8775e-08-0j 0.00117374-0j -1.21432e-05-0j -1.76081e-06-0j 0.000145544-0j -1.06657e-06-0j -1.26059e-07-0j -1.77456e-07-0j -7.35579e-09-0j 2.84921e-12-0j 2.27709e-05-0j -2.23519e-05-0j 3.55003e-06-0j -3.48471e-06-0j -0.000264573-0j 3.96906e-07-0j 0.000259705-0j 0.071664-0j -3.89603e-07-0j -0.0703454-0j 0.00836345-0j -8.65262e-05-0j -7.24379e-06-0j -0.00820956-0j 0.00722237-0j 8.49341e-05-0j 7.11051e-06-0j -0.00708949-0j 0.00073332-0j -7.59984e-06-0j -0.000719827-0j -4.49116e-07-0j 7.46e-06-0j -7.30037e-07-0j 4.40853e-07-0j -2.344e-08-0j 7.16604e-07-0j 2.30087e-08-0j 7.67343e-12-0j -7.53224e-12-0j 
-8.77628e-05-0j -1.10363e-05-0j 4.68815e-08-0j 0.000186845-0j -1.12639e-06-0j -0.00181035-0j 0.0197476-0j 4.64186e-09-0j 3.47966e-05-0j 5.80233e-10-0j 3.86822e-10-0j 2.31251e-06-0j -1.85878e-08-0j 3.41905e-11-0j -2.11245e-05-0j 2.36019e-07-0j 8.54713e-05-0j 5.05964e-05-0j 2.12155e-07-0j -2.08251e-07-0j -6.35744e-06-0j 6.24047e-06-0j -6.31945e-06-0j -0.0251861-0j 6.20318e-06-0j 2.33879e-08-0j 0.0247226-0j -2.29576e-08-0j -7.9468e-07-0j -5.29787e-07-0j -0.000903132-0j 7.80058e-07-0j 2.38702e-09-0j 5.20039e-07-0j 0.000886515-0j -2.3431e-09-0j 1.3454e-05-0j -4.6827e-08-0j -1.32064e-05-0j 0.00344516-0j 4.59654e-08-0j -9.21756e-05-0j -0.00338177-0j 0.00142195-0j 9.04796e-05-0j -0.00139578-0j 0.00032018-0j -0.000314289-0j 
1.4699e-05-0j 2.37204e-06-0j -0.000850664-0j -0.000122783-0j 2.42095e-07-0j 2.85312e-08-0j 1.30226e-09-0j 1.91764e-07-0j 3.03205e-08-0j 2.39705e-08-0j 0.00205054-0j 3.45984e-09-0j -1.75472e-06-0j 1.41247e-09-0j -1.46227e-07-0j 3.53118e-10-0j 2.94265e-11-0j 1.09666e-12-0j 8.76451e-06-0j -8.60325e-06-0j 1.36641e-06-0j -1.34127e-06-0j 1.05842e-06-0j 1.52769e-07-0j -1.03894e-06-0j -0.000424373-0j -1.49958e-07-0j 0.000416565-0j 1.70801e-07-0j 0.0146111-0j 1.42334e-08-0j -1.67658e-07-0j -4.33124e-05-0j -0.0143422-0j -1.39715e-08-0j 4.25155e-05-0j -8.84111e-06-0j 1.00645e-08-0j 8.67843e-06-0j -5.20967e-07-0j -9.87936e-09-0j 1.45269e-09-0j 5.11382e-07-0j 9.37709e-11-0j -1.42596e-09-0j -9.20455e-11-0j 2.95351e-12-0j -2.89916e-12-0j 
-5.51211e-06-0j -0.0166586-0j 0.000105849-0j 0.0683545-0j 8.67956e-06-0j -0.000146686-0j -2.25523e-05-0j -7.19114e-08-0j 1.08705e-06-0j 1.76081e-06-0j 1.75272e-06-0j 0.00113709-0j -2.08745e-05-0j -5.29678e-10-0j 0.000249455-0j -5.92453e-07-0j -3.04699e-07-0j -2.8547e-08-0j -3.28669e-06-0j 3.22622e-06-0j 4.89883e-05-0j -4.8087e-05-0j -3.96906e-07-0j -0.000256312-0j 3.89603e-07-0j -0.0103438-0j 0.000251596-0j 0.0101535-0j -0.00119952-0j -0.00119401-0j 0.0143345-0j 0.00117745-0j 5.3894e-06-0j 0.00117204-0j -0.0140708-0j -5.29023e-06-0j 0.00492194-0j 3.60833e-07-0j -0.00483138-0j 0.00178994-0j -3.54194e-07-0j -7.46865e-06-0j -0.00175701-0j -1.6239e-06-0j 7.33123e-06-0j 1.59402e-06-0j -1.07784e-07-0j 1.05801e-07-0j 
-4.77363e-06-0j -0.00713793-0j 0.000121662-0j 8.67956e-06-0j 0.0688517-0j -0.00025792-0j 1.01718e-07-0j -6.22771e-08-0j 4.65782e-07-0j -0.00029496-0j -5.18976e-09-0j -2.10428e-05-0j -1.18711e-05-0j -2.57435e-05-0j 1.55593e-08-0j 0.000202977-0j -3.55301e-07-0j 1.02862e-10-0j -2.84636e-06-0j 2.79399e-06-0j 2.09907e-05-0j -2.06045e-05-0j 6.64871e-05-0j 4.74328e-06-0j -6.52637e-05-0j 6.14656e-05-0j -4.656e-06-0j -6.03347e-05-0j 0.0994171-0j 1.74922e-06-0j -0.000130305-0j -0.0975878-0j -0.000592891-0j -1.71704e-06-0j 0.000127907-0j 0.000581982-0j -0.000120889-0j 0.00867694-0j 0.000118665-0j 7.404e-08-0j -0.00851729-0j 0.0012569-0j -7.26777e-08-0j -1.41673e-06-0j -0.00123378-0j 1.39066e-06-0j 3.23356e-10-0j -3.17407e-10-0j 
-4.50062e-06-0j 3.43551e-05-0j -0.0166877-0j -0.00239341-0j -0.000678227-0j -0.000120956-0j 9.59008e-08-0j -5.87154e-08-0j 4.39144e-07-0j 7.06156e-07-0j -0.000207849-0j 1.0128e-07-0j 0.00162828-0j 1.25697e-07-0j -4.29052e-06-0j -1.99943e-06-0j -1.66625e-07-0j 9.69792e-11-0j -2.68357e-06-0j 2.6342e-06-0j 1.97902e-05-0j -1.94261e-05-0j 3.11803e-05-0j 4.472e-06-0j -3.06066e-05-0j 8.65262e-05-0j -4.38972e-06-0j -8.49341e-05-0j -0.000238012-0j 0.0700563-0j 6.2716e-07-0j 0.000233633-0j -0.00170817-0j -0.0687673-0j -6.15621e-07-0j 0.00167674-0j 0.0165816-0j -4.23665e-05-0j -0.0162765-0j -2.04167e-05-0j 4.1587e-05-0j -1.23812e-05-0j 2.00411e-05-0j -6.644e-07-0j 1.21534e-05-0j 6.52176e-07-0j 3.04863e-10-0j -2.99254e-10-0j 
5.62578e-07-0j 0.00255921-0j -7.13197e-06-0j 0.000146686-0j 0.00025792-0j 0.0666751-0j -0.000330079-0j 7.33943e-09-0j -1.67e-07-0j 1.72908e-05-0j 6.11619e-10-0j -0.000355626-0j 2.11711e-06-0j -1.57121e-08-0j -8.08631e-06-0j -3.58404e-05-0j 0.000284047-0j -5.58846e-07-0j 3.35447e-07-0j -3.29274e-07-0j -7.52593e-06-0j 7.38745e-06-0j -3.89753e-06-0j 8.0162e-05-0j 3.82582e-06-0j -7.24379e-06-0j -7.8687e-05-0j 7.11051e-06-0j -0.0177302-0j -6.2716e-07-0j 0.0677205-0j 0.0174039-0j -7.30037e-07-0j 6.15621e-07-0j -0.0664745-0j 7.16604e-07-0j -0.00101624-0j 1.61114e-05-0j 0.00099754-0j -0.000118998-0j -1.58149e-05-0j 0.00682495-0j 0.000116809-0j 0.00228678-0j -0.00669937-0j -0.00224471-0j -2.64212e-06-0j 2.59351e-06-0j 
-2.25031e-06-0j -3.63142e-07-0j -0.0125594-0j 6.2372e-06-0j -0.00208002-0j 1.2695e-06-0j -1.99367e-10-0j -2.93577e-08-0j -4.64186e-09-0j 1.06657e-06-0j 7.15546e-07-0j -5.29678e-10-0j -2.59071e-05-0j 0.0011554-0j 7.42812e-09-0j -3.0339e-06-0j 1.30934e-09-0j -1.67891e-13-0j -1.34179e-06-0j 1.3171e-06-0j -2.09188e-07-0j 2.05339e-07-0j 4.70945e-05-0j -2.33879e-08-0j -4.6228e-05-0j 2.15576e-05-0j 2.29576e-08-0j -2.11609e-05-0j 7.59984e-06-0j 5.0986e-06-0j -2.17904e-09-0j -7.46e-06-0j 0.123478-0j -5.00479e-06-0j 2.13894e-09-0j -0.121206-0j -0.000130532-0j 0.00823275-0j 0.00012813-0j 2.64644e-08-0j -0.00808127-0j -1.24812e-05-0j -2.59775e-08-0j 4.17236e-09-0j 1.22515e-05-0j -4.09559e-09-0j -4.52161e-13-0j 4.43842e-13-0j 
3.75052e-07-0j -8.70982e-06-0j -1.44536e-05-0j -0.0286018-0j -8.88943e-07-0j -0.000461992-0j -0.000220052-0j 4.89295e-09-0j -1.11333e-07-0j 6.11619e-10-0j 1.73208e-05-0j 1.21031e-06-0j 4.29052e-06-0j 3.604e-11-0j 0.00157672-0j 1.23527e-07-0j -1.96816e-06-0j -3.72564e-07-0j 2.23631e-07-0j -2.19516e-07-0j -5.01728e-06-0j 4.92497e-06-0j 2.7006e-08-0j 5.34413e-05-0j -2.65091e-08-0j -7.21051e-06-0j -5.2458e-05-0j 7.07784e-06-0j -6.2716e-07-0j -0.0177609-0j -0.000230475-0j 6.15621e-07-0j -7.3592e-07-0j 0.0174341-0j 0.000226235-0j 7.22379e-07-0j -0.0020595-0j -3.69558e-08-0j 0.00202161-0j 0.0232031-0j 3.62758e-08-0j -2.35228e-05-0j -0.0227761-0j -1.58451e-05-0j 2.309e-05-0j 1.55536e-05-0j -1.76142e-06-0j 1.72901e-06-0j 
-2.5678e-08-0j -0.000195227-0j -3.38338e-09-0j -2.25523e-05-0j 1.01718e-07-0j 0.000330079-0j 0.0645027-0j -3.34998e-10-0j 1.27394e-08-0j 8.20269e-09-0j -2.79165e-11-0j 5.46759e-05-0j 1.67857e-09-0j -2.46749e-12-0j 3.85161e-06-0j -2.84876e-08-0j -3.22035e-05-0j 0.000344172-0j -1.5311e-08-0j 1.50293e-08-0j 5.74108e-07-0j -5.63545e-07-0j -1.84898e-09-0j -1.23245e-05-0j 1.81495e-09-0j 3.30632e-07-0j 1.20978e-05-0j -3.24549e-07-0j -1.40575e-05-0j 4.78423e-08-0j -0.0322561-0j 1.37989e-05-0j -1.72268e-10-0j -4.6962e-08-0j 0.0316626-0j 1.69098e-10-0j -1.6239e-06-0j 4.2287e-09-0j 1.59402e-06-0j -0.00129805-0j -4.1509e-09-0j 1.68063e-05-0j 0.00127417-0j 0.00464459-0j -1.64971e-05-0j -0.00455913-0j 0.00330197-0j -0.00324122-0j 
5.62578e-07-0j -8.67956e-06-0j 0.00208963-0j -0.0069764-0j -0.0164-0j -0.00289582-0j 2.30173e-06-0j 7.33943e-09-0j -1.10946e-07-0j -1.77456e-07-0j -1.78886e-07-0j 5.92453e-07-0j -0.000412098-0j 3.0339e-06-0j -2.54599e-05-0j 0.00111944-0j -6.01527e-06-0j 2.91356e-09-0j 3.35447e-07-0j -3.29274e-07-0j -4.99985e-06-0j 4.90786e-06-0j -7.83558e-06-0j 2.61597e-05-0j 7.69141e-06-0j -5.3894e-06-0j -2.56784e-05-0j 5.29023e-06-0j 0.000120889-0j 0.000121863-0j 7.46865e-06-0j -0.000118665-0j -0.0101833-0j -0.000119621-0j -7.33123e-06-0j 0.0099959-0j 0.0971673-0j -0.00206679-0j -0.0953794-0j -0.000182685-0j 0.00202876-0j 0.014112-0j 0.000179324-0j -3.20585e-05-0j -0.0138524-0j 3.14686e-05-0j 1.10007e-08-0j -1.07983e-08-0j 
1.98901e-07-0j -1.5183e-06-0j -1.01647e-05-0j -3.61648e-07-0j -0.0174532-0j 2.15489e-05-0j -4.23826e-09-0j 2.59488e-09-0j -1.94076e-08-0j -1.25805e-07-0j 2.1624e-10-0j -4.47597e-09-0j 9.91816e-07-0j -0.000414953-0j -6.48304e-10-0j -5.14525e-05-0j 2.9685e-08-0j -4.28592e-12-0j 1.18598e-07-0j -1.16416e-07-0j -8.74612e-07-0j 8.5852e-07-0j -5.55491e-06-0j -1.97636e-07-0j 5.4527e-06-0j 1.30742e-08-0j 1.94e-07-0j -1.28337e-08-0j 4.24029e-05-0j -7.28844e-08-0j -2.77168e-08-0j -4.16227e-05-0j 0.000150292-0j 7.15433e-08-0j 2.72069e-08-0j -0.000147526-0j 1.01001e-05-0j 0.139861-0j -9.91428e-06-0j -3.085e-09-0j -0.137288-0j -0.000318612-0j 3.02824e-09-0j 1.18366e-07-0j 0.00031275-0j -1.16188e-07-0j -1.34732e-11-0j 1.32253e-11-0j 
-4.68815e-08-0j 1.45416e-06-0j -8.66178e-05-0j 0.00358798-0j -2.87075e-05-0j -0.0229503-0j -0.00260197-0j -6.11619e-10-0j 1.85878e-08-0j 7.35579e-09-0j 1.49072e-08-0j -3.04699e-07-0j 3.43426e-05-0j 1.30934e-09-0j -0.000405652-0j 6.01527e-06-0j 0.00108355-0j -6.66666e-06-0j -2.79539e-08-0j 2.74395e-08-0j 8.37667e-07-0j -8.22254e-07-0j 3.24795e-07-0j -1.3454e-05-0j -3.18818e-07-0j 4.49116e-07-0j 1.32064e-05-0j -4.40853e-07-0j -1.00744e-05-0j -2.04167e-05-0j 0.000118998-0j 9.88904e-06-0j -8.8663e-06-0j 2.00411e-05-0j -0.000116809-0j 8.70316e-06-0j -0.0248575-0j -1.79326e-06-0j 0.0244001-0j 0.0661572-0j 1.76026e-06-0j -0.00234922-0j -0.0649399-0j 0.0180264-0j 0.002306-0j -0.0176948-0j -4.21874e-05-0j 4.14112e-05-0j 
-3.31502e-08-0j 7.69847e-07-0j 1.2695e-06-0j -8.64354e-06-0j 0.00440955-0j -0.0118683-0j 1.94501e-05-0j -4.3248e-10-0j 9.84056e-09-0j 1.57121e-08-0j -3.604e-11-0j -1.06978e-07-0j -3.76849e-07-0j 1.70206e-05-0j 4.7649e-07-0j -0.00061275-0j -5.05607e-05-0j 3.29303e-08-0j -1.97664e-08-0j 1.94027e-08-0j 4.43469e-07-0j -4.3531e-07-0j 6.93767e-07-0j -4.72359e-06-0j -6.81002e-07-0j -2.17904e-09-0j 4.63668e-06-0j 2.13894e-09-0j -1.61114e-05-0j 3.69558e-08-0j 2.03713e-05-0j 1.58149e-05-0j -1.24812e-05-0j -3.62758e-08-0j -1.99965e-05-0j 1.22515e-05-0j 0.000180892-0j -0.0174531-0j -0.000177564-0j 7.01203e-06-0j 0.017132-0j 0.116684-0j -6.88301e-06-0j -0.000407051-0j -0.114537-0j 0.000399561-0j 1.55689e-07-0j -1.52824e-07-0j 
1.74717e-09-0j -8.14309e-08-0j -3.35508e-08-0j -0.000336154-0j -8.31101e-09-0j -4.51534e-05-0j -0.0278083-0j 2.27937e-11-0j -1.04089e-09-0j 2.84921e-12-0j -5.55559e-10-0j 2.8547e-08-0j 1.99882e-08-0j 1.67891e-13-0j 7.67882e-05-0j 2.91356e-09-0j 6.66666e-06-0j 0.00104772-0j 1.04178e-09-0j -1.02261e-09-0j -4.69082e-08-0j 4.60451e-08-0j 1.25807e-10-0j 1.26049e-06-0j -1.23492e-10-0j -1.67376e-08-0j -1.2373e-06-0j 1.64296e-08-0j -5.86352e-09-0j 1.14331e-06-0j -2.25258e-05-0j 5.75564e-09-0j -1.70827e-09-0j -1.12227e-06-0j 2.21114e-05-0j 1.67684e-09-0j -2.42051e-05-0j -3.45512e-10-0j 2.37598e-05-0j -0.039163-0j 3.39154e-10-0j -2.29903e-06-0j 0.0384424-0j -0.00200237-0j 2.25673e-06-0j 0.00196552-0j 0.0211-0j -0.0207117-0j 
2.62075e-09-0j -1.01718e-07-0j -6.67935e-08-0j 2.30173e-06-0j -0.000192197-0j 0.0065163-0j -0.00658328-0j 3.41905e-11-0j -1.30021e-09-0j -8.26676e-10-0j 2.84921e-12-0j 2.84876e-08-0j 3.31377e-08-0j 1.41334e-08-0j -3.93103e-07-0j 5.38274e-05-0j -0.000635751-0j -3.51269e-05-0j 1.56267e-09-0j -1.53392e-09-0j -5.85946e-08-0j 5.75165e-08-0j -3.65018e-08-0j 1.25787e-06-0j 3.58302e-08-0j 1.72268e-10-0j -1.23472e-06-0j -1.69098e-10-0j 1.41673e-06-0j -4.88289e-09-0j -1.68063e-05-0j -1.39066e-06-0j 3.25501e-07-0j 4.79304e-09-0j 1.64971e-05-0j -3.19512e-07-0j -3.20585e-05-0j -2.42213e-05-0j 3.14686e-05-0j 0.000132482-0j 2.37756e-05-0j -0.0317555-0j -0.000130044-0j 0.0916919-0j 0.0311712-0j -0.0900048-0j -0.000337006-0j 0.000330805-0j 
-1.16738e-10-0j 6.35078e-09-0j 1.47992e-09-0j -2.16056e-07-0j -1.25375e-07-0j -0.000509567-0j 0.00661886-0j -1.52297e-12-0j 8.11788e-11-0j 1.83164e-11-0j -1.26914e-13-0j -2.67403e-09-0j -1.02913e-09-0j 3.26034e-12-0j 6.17999e-08-0j 5.27898e-08-0j 0.000100701-0j -0.000523471-0j -6.96068e-11-0j 6.83261e-11-0j 3.65836e-09-0j -3.59105e-09-0j 8.08758e-10-0j -1.18072e-07-0j -7.93877e-10-0j -7.67343e-12-0j 1.15899e-07-0j 7.53224e-12-0j -4.39982e-08-0j 3.04863e-10-0j 2.64212e-06-0j 4.31886e-08-0j 1.51486e-10-0j -2.99254e-10-0j -2.59351e-06-0j -1.48699e-10-0j 1.49683e-06-0j -7.83174e-09-0j -1.46929e-06-0j -4.21874e-05-0j 7.68764e-09-0j -5.21599e-05-0j 4.14112e-05-0j -0.0458554-0j 5.12002e-05-0j 0.0450117-0j 0.0623366-0j -0.0611896-0j 
2.80827e-12-0j -1.96556e-10-0j 3.70022e-13-0j 8.92542e-09-0j -2.00609e-11-0j -3.06868e-07-0j -0.000968792-0j 3.66369e-14-0j -2.51247e-12-0j 4.57961e-15-0j 3.05308e-15-0j 1.10466e-10-0j -3.31047e-13-0j 2.69856e-16-0j -3.58077e-09-0j 1.12744e-11-0j 9.12734e-08-0j 0.000155991-0j 1.67448e-12-0j -1.64367e-12-0j -1.13226e-10-0j 1.11142e-10-0j 2.02213e-13-0j 4.87763e-09-0j -1.98492e-13-0j 1.84594e-13-0j -4.78789e-09-0j -1.81198e-13-0j -1.41532e-11-0j -9.43548e-12-0j -1.53088e-07-0j 1.38928e-11-0j 1.88401e-14-0j 9.26187e-12-0j 1.50271e-07-0j -1.84934e-14-0j 6.42685e-10-0j -8.33986e-13-0j -6.3086e-10-0j 3.67903e-06-0j 8.18641e-13-0j -1.56245e-08-0j -3.61134e-06-0j -6.97589e-05-0j 1.5337e-08-0j 6.84754e-05-0j -0.0598205-0j 0.0587198-0j 
