0.0483292+0.226809j 0.22737-0.0483153j -0.0834388-0.272052j 0.282364-0.0844777j 0.08844+0.161262j -0.191943+0.112405j -0.0955408+0.0457332j 0.0324903-0.145299j -0.027708-0.183054j -0.0710226-0.0719595j 0.0904362+0.0376684j -0.0545164-0.00994005j 0.0153266-0.0480954j -0.0488721-0.0687706j -0.0506682-0.0708994j 0.0529653+0.0466836j 0.0522922-0.057145j 0.00788377-0.0307662j 0.0239567+0.00749884j -0.121558-0.0190258j -0.00152831-0.062282j -0.0191164+0.0282323j -0.0238855-0.00922328j -0.0652028-0.058583j 0.0837166+0.0271432j 0.0192426-0.0214391j -0.0124006+0.00081174j 0.0724343+0.0194478j 0.0471383+0.0387738j 0.0206739+0.0265226j -0.0249613-0.00812679j -0.0223438+0.0311977j -0.00735325+0.0184316j -0.0161027+0.038686j 0.0179116+0.0626369j -0.0412517-0.0454742j 0.0269068+0.032297j 0.0206438+0.0464546j 0.0301398-0.0190661j 0.0126753+0.0078401j 0.0615799-0.0308343j 0.130657-0.0210269j -0.0348436+0.0027704j -0.0784799+0.0320465j 0.0112496-0.016202j 0.0467394-0.0199526j 0.00305241-0.000351988j -0.0228453+0.00580954j 0.00126157-0.00614638j -0.0282413-0.0148663j -0.0089026+0.00969772j 0.0035776-0.00284057j -0.0326965+0.0184524j -0.0277686-0.0292249j -0.120013+0.00708379j 0.0259145-0.0260384j 0.0905252-0.0115626j -0.0480821+0.0833402j -0.0349157+0.0780572j 0.0135702+0.0292695j -0.031412+0.0758586j 0.0270256-0.0553367j 0.0415762-0.0537344j -0.0230554+0.111372j 0.0429981-0.0466065j -0.0264183+0.0999009j 0.0395734+0.0999514j 0.0119784+0.0740083j -0.13138-0.117377j 0.17036-0.0212222j 0.070508-0.0539363j 0.0879634-0.0993276j -0.0650417-0.152338j -0.226121+0.0136161j 0.011353+0.215601j 0.186233+0.0228613j -0.022862+0.186024j 
-0.00409711-0.00165132j -0.00188887+0.00376159j -0.00598996+0.00375617j -0.00461186-0.00646738j 0.00106608+0.00935979j -0.00393466+0.000139587j 0.00020969-0.00698102j 0.00509719-0.000586377j -0.00369777+0.00288057j 0.00681992-0.00414171j 0.00573157+0.00268284j 0.00136765+0.00142098j -0.00159592+0.000905474j 0.00154239+0.0041232j 0.00203862+0.000377256j 0.0010933+0.00124074j 0.000925386+0.00265445j -8.80261e-05-0.00132856j 0.00101638-0.00284245j -0.00192534-0.00226181j -0.00525142-0.000244379j -0.00149616-0.000291932j -0.00053226-7.8404e-05j 0.00264445+0.00040714j -0.00342696-0.00142197j -0.00172327+0.00213246j 0.0010892-0.00324448j 0.00151142+0.000685379j 0.00215235-0.000263432j 0.0046217+0.000592383j -0.00103144-0.000530358j -0.00157174+0.0040114j -0.000336166-0.000800798j -0.00303736+0.00132589j 0.000482831-0.00044748j 0.000672381+0.0025463j -0.00294526-0.00531084j -0.00151733-0.00404565j -0.00186662+0.00265063j 0.000437167+0.0017604j 0.000798693+0.00141056j 0.00185685+0.00019232j 0.00070171+0.000427308j -0.00207644+0.00181032j -0.000898566+0.000281035j 0.000702671+0.00139843j 0.000239674+0.00261896j 0.00279198+0.000166654j -0.000206199+0.000281397j 0.00576042+0.00162829j 0.00186409-0.00358734j 0.0036366+0.00150198j 0.000400035+0.000529686j -0.000899438+0.000378973j 0.0014961+0.00047113j 0.0034775-0.00111639j -0.000477746-0.00208067j -0.00448538+0.00337209j 0.000258831-0.00222416j -0.000358219+0.000527096j 0.00240905-0.00253117j 0.000605696-0.00142017j 0.000259336-0.00347634j 0.00144168-0.00247262j -0.00204178-0.00238266j 0.00179854-0.000782421j -0.00321374-0.00113615j 0.00193636+0.00073793j 0.0037737+0.001103j -0.0032614+0.00504344j 0.00353202+0.00415831j 0.00370564-0.00105765j 0.000877453-0.00191791j -0.00595516+0.00399189j 0.00402325+0.00602882j -0.00441511-0.000723573j 0.000653589-0.00438742j 
-0.000646324+0.00374112j 0.00365425+0.000401887j 8.96478e-05+0.00422437j -0.00439409-0.000430591j 0.000772455+0.00186098j -0.000378447+0.00067204j -0.00136294-0.00203687j 0.00249685-0.00178006j -0.001673-0.000699406j 0.00104502-0.00228017j 0.00280054+0.000642569j 0.0011135+0.0013675j -0.000539073+0.00129922j -0.000120779+0.00208572j 0.000621264-0.000304057j 0.000906331+0.000256403j 1.53378e-05+7.75758e-05j -0.00200235+0.000936638j -0.000889707-0.000217568j -0.000765105+0.000364723j -0.00097329+0.000593358j -0.000428847+3.5848e-05j 0.00110009-0.000183838j 7.33231e-05+0.000255294j -0.00111761+0.000967574j -0.000552601+0.000709932j 0.000257941-0.00148979j -2.16197e-05-2.3489e-05j 0.000633972+0.000835228j -0.000302217-0.00166671j -0.000446737-0.000564079j 0.000553801-0.000269566j -0.000734524-0.000146104j -0.000407323+0.000335979j 0.000152457-0.000533909j -0.000190776+0.000202945j -0.000173744+0.000755648j -0.00046257+7.64886e-05j 0.000293124+0.00032741j 0.000540482+0.000826811j 0.000450375+0.000517344j 0.000804777-4.26724e-05j -0.00020031-0.000353117j 0.000468603+0.000668053j 0.000816809+0.000371273j -0.000610149-0.000191919j 0.000737316-0.000393368j -7.72284e-06+7.5e-05j -0.00103677-0.000343885j -9.28202e-05-0.00014585j -0.000260556-0.000492209j 0.000529608-0.000508332j -0.000304326-0.000250351j 0.000428938-7.69414e-06j -0.000590731+0.000277825j 0.000588567-8.42589e-05j -0.000184013-0.000390899j 0.000569988-0.000221453j 4.17219e-05-0.000436761j 0.000295353-0.000459524j 2.71065e-05+0.000564055j -7.91839e-05+6.39767e-05j 0.00020547-0.000168144j -0.000701505+0.000354996j 0.0011298+0.000253172j -0.000294809+0.000296202j -7.13667e-05-0.000867988j -0.000343483+0.000234649j -0.00038266-0.00054552j 0.00210417-5.21941e-05j -0.000518415-0.00245352j -0.000616554+0.000373468j 0.000278179-0.00102233j 0.00313832+0.00183815j 0.00171363-0.00342483j 0.000432658+0.00211346j -0.00218583+0.000431188j 
-0.000545343-0.00251989j -0.00249626+0.000734415j -0.000736988-0.00386202j 0.00394973-0.000254364j -0.000607096-0.00184828j 0.000452958-0.000704029j 0.00159551+0.00193323j -0.0022958+0.00226425j 0.00171845+0.000959075j -0.000861606+0.00179603j -0.00277823-0.000782586j -0.00131191-0.00154568j 0.000388164-0.00144776j 0.000439457-0.00243719j -0.000388377+0.000403686j -0.000182385-0.000342336j 0.000235796-0.000644126j 0.00197937-0.000677827j 0.000870073+0.00028381j 0.000337483-2.83068e-05j 0.0012681-0.000289407j 0.000592285+5.65767e-05j -0.00107431+0.000496162j -0.00016808+0.000483433j 0.00105274-0.00101884j 0.000598383-0.000725815j -0.000243479+0.00111105j -0.000190096+0.000113935j -0.00083379-0.000218829j -0.000124908+0.00141638j 0.000412146+0.00043738j 0.000260339+0.000188754j 0.000812935-9.9238e-05j 0.000483838-0.000116464j 0.000281606+0.000593567j 0.000204917-0.000313827j 0.000332115-0.000235388j 0.000343293+0.000634223j -0.000332527-0.00025948j -0.000235091-0.00043419j -0.000501427-0.000565017j -0.000829846+0.000326813j 5.19457e-05+2.8548e-05j -0.000103939-0.000521319j -0.000484108-0.000233337j -0.000143184+3.36117e-05j -0.000317093+1.38666e-06j 0.000302532+6.19801e-05j 0.000473745+4.4938e-05j 0.000160811+0.000264106j 0.000286737+0.000591741j -0.000438994+0.000340613j 0.00038375+0.000127603j -1.27761e-05+0.000180454j 0.000444885+0.000103202j -0.000656326-6.37773e-05j 0.000204102-7.31186e-05j -9.06147e-05+0.000240606j -0.000150112+0.000832304j -0.000386467+0.000198386j -9.82751e-06-0.000211156j 0.000149082+0.000313889j -0.000298609+0.000106425j 0.000196466-2.11433e-05j -0.000661318+0.000689992j 0.000101768+5.54608e-05j 0.000842637+0.000590052j -0.000109894-1.61854e-06j -0.000710145-0.000109841j -0.000962847+0.000442068j 0.000902106+0.000843529j -8.16151e-05-4.50466e-05j 0.000966771+0.000793134j -0.00140037-0.000967396j -0.000647928+0.00152059j -0.000600644-0.00158235j 0.00159918-0.000596054j 
0.000217069-0.00313236j -0.00302693+0.000184934j 0.000151953-0.00424043j 0.0042852+0.000967004j -0.000517666-0.0013838j -0.000119622-0.000853742j 0.00137177+0.00258484j -0.00373306+0.00110808j 0.00140882+0.000895506j -0.00160811+0.00265625j -0.00205433-0.00133617j -0.00161045-0.00143351j 0.000842712-0.00121615j 0.000850888-0.00265354j -0.00113456+0.00090389j -0.00123903-0.000394159j 0.000101624+5.37937e-05j 0.00190804-0.000393825j 0.000929568+0.00126687j 0.000580575+0.000725982j 0.00179167-0.000236482j 0.000637017-0.000324558j -0.000824221+5.28446e-05j 8.46987e-05-0.000526727j 0.00156452-0.000493918j 0.000746055-0.000464168j -0.000765966+0.0025848j -0.00011163-0.000780577j -0.000915347-0.00192475j -0.000539626+0.00039444j 0.000623349+0.00118242j -0.000509326-0.000291387j 0.000626203+0.000538869j 0.00130557-0.00112359j -0.000495353+0.000259614j -0.000147592-0.000762864j 0.000173965+0.000249251j 0.000798603-8.74589e-06j 0.00113363-0.000827529j -0.000982592-0.00159782j 0.000265097-0.000596346j -0.000787352-0.000379969j -0.000164232+0.000530692j -0.000254876-0.00132064j -0.000479177+4.96821e-05j 0.000422726+0.00023931j -0.00101816-0.000171785j -0.000638775-0.000540761j 0.00175708+0.00050256j -0.000671054-0.000632338j -0.000835592+0.000597195j -0.00115606+0.00039564j 0.000356369-7.29191e-05j 0.000571546+0.000213172j 0.000606062-0.00010256j -0.00104847+0.000301837j -0.000354741-0.000310301j -0.00020883+0.000489922j -0.00078596+0.00130734j -0.000666512+0.000182748j -0.00106693-0.000466339j -0.000201195+0.000233545j -0.000502798+0.000319669j -0.000746867+0.000118554j -0.00164934-1.88088e-05j 0.000886406+0.000436652j 0.000384398+0.00178965j 0.000749715-0.000548727j 0.00107675+3.26102e-05j -0.00283016+0.000671376j 0.000982574+0.00298307j -0.000273494-0.000531171j -0.000669141+0.00260376j -0.00268256-0.000765639j -0.000633895+0.00321633j -0.000860977-0.00135319j 0.00149855-0.000840675j 
-0.000931436+0.00276846j 0.00279497+0.000383847j -0.00252297+0.0044198j -0.00399788-0.00332003j -0.00253729+0.000839774j 3.0432e-05-0.0011415j -0.000502545-0.00299424j 0.00593256+0.00112754j -0.000764111-0.00301995j 0.00182177-0.00169862j 0.000166505+0.00336478j 0.000787681+0.00121702j -0.00111479+0.000941928j -0.00293457+0.00203433j 0.000462709-0.00104019j 0.00241889+0.00075379j 0.000245119-0.00149064j -0.00338045+0.000267176j -0.00200553-0.0020105j -0.00127863-0.000106851j -0.00270742-0.00152805j -0.00162182+0.000711656j 0.00117022-0.000140634j 0.000875684+0.000831366j -0.00180828-0.00156011j -0.00161697-0.000767865j 0.00156357-0.00392154j -0.000887068+0.000978267j -0.000426386+0.00397158j 0.000421718-0.00171886j 0.000204383-0.00231335j 0.000589526+0.000216356j -4.88064e-05-0.000367425j -0.00130791+0.00203305j 0.00125027-1.74026e-05j -0.000143899+0.00105075j 0.00034433+0.000755778j 2.66298e-05-0.000274859j -0.00198507+0.00120574j 0.000438019+0.00328484j -0.00105463+0.00127022j 0.00052376+0.000916333j -3.8083e-05-0.00106031j 0.000644558+0.00213646j 0.000527353+0.000101238j -0.00104646-0.000546978j 0.0020212+0.000839451j 0.00043418+0.00100679j -0.00349539-0.00138928j 0.00040037+0.00107187j 0.00115784-0.00106869j 0.00131228+0.000571871j -0.00114675-0.000148662j 4.41013e-05-0.000109703j -0.000709595+0.000140587j 0.000892537+0.000853274j 0.00155736-0.000325734j 0.000229487-0.00156395j 0.00222436-0.00135224j 0.00111109+0.000256564j 0.00137595+0.00158646j 0.000105791-0.000175269j 0.00154443+0.000529404j 0.00105244-0.000941324j 0.00129239+0.001211j -0.0010401-0.000289823j 0.000656103-0.002943j -0.001847+0.000940839j -0.00141937-0.000519349j 0.00224997+0.000725214j 0.000779084-0.0027174j 0.000639982+0.000581139j 0.00239601-0.00241441j 0.00209375+0.00251573j 0.00272731-0.00271178j 0.000900652+0.00185153j -0.00205209+0.0008018j 
-0.00042438+0.000310555j 0.00033546+0.000472259j 0.000149131-0.000929856j 0.000755192+0.000119121j 0.00289474+0.000214059j 0.000261848+0.00215304j 0.000979809+4.79784e-06j -0.00222404+0.000972119j -0.000126651+0.00207553j 0.00107578+0.000181904j 0.000197644-0.00241823j 0.00107663+0.000665823j -0.0013279+0.000228139j 0.00215224-0.000856198j 0.0013653+0.000524482j -0.000528147+0.00110916j 0.00107398+0.00119889j 0.000962115-0.000621789j 0.00166141+0.00070015j -0.000110177-0.00174125j 0.00116804+0.000239499j 0.000329451-0.000636608j -0.000584643+0.000816017j -0.00142616+0.000641266j 0.00173669+0.00116246j 0.00127601+0.000217315j 0.000445559-5.84778e-06j 0.000345907-0.000266075j -0.000578105-0.00128807j 0.000572934+0.00104108j -7.2878e-05+0.00108124j 0.000284808+0.000827015j -0.00078651+0.00036313j -0.000345739+0.000163792j -0.000583906+0.00116701j 0.000650399-0.000188272j -0.00100431-0.000896604j -0.000238721+0.00116531j -0.000525234-7.12821e-05j -0.000423784-0.000877498j -0.000407665-0.000916885j -0.000394976-0.000442622j 0.000629766+0.000617833j -0.000491199-0.000245023j -0.000183102-0.000556435j 0.000154285-0.000842703j -0.000746883-0.000222328j 0.00010032+0.00056528j 0.000782407-0.000431921j 9.43097e-05+0.000186831j 0.000193384+0.000246551j -0.000132217-0.000269935j 0.000360925-0.00018892j -0.00101629+0.000650242j -0.00110173+0.000379723j -0.000597022-0.000780352j 0.000392265+0.000300321j -0.000167242+0.000792179j -0.00114236+0.000363839j -0.000744603+0.000185803j -0.000653707-0.000778774j -4.33794e-06+0.000279075j -0.000168181-0.000159374j 0.000160451+0.000503218j -0.000948982-0.000961679j 0.000454671+0.000272335j 0.000347669+0.00144646j -2.39982e-05-0.000854471j 0.000288317-0.0020828j 0.000193106-0.00063913j 0.000111042+0.000640542j -0.000474377-0.000219797j -0.00026546+0.00200323j 7.48555e-05-0.000737955j -0.000603767+0.000352214j -0.000957191+0.000848796j -0.00082109-0.00099346j 
-0.00402272+0.000181544j 0.00014577+0.00386262j -0.000358071-0.00029085j 0.000247758-0.00124122j 0.00150233+0.00405348j -0.00267108+0.00306538j 0.00127163+0.00127067j -0.00155129-0.00114468j -0.00188443+0.000353742j 0.00180652+0.000421723j 0.00279057+0.000153011j -0.000283966+0.00280028j -0.00334113-0.00188146j 0.00227613+0.00310882j -1.36054e-05+0.00293786j -0.00193675+0.000643145j -0.00383345+0.0026972j -0.000380839-0.000373345j 0.00138739+0.0021435j 0.00246345-1.37688e-05j -0.00260108+0.00267508j 0.00286079-0.000746748j -0.00141592+0.000995863j -0.00237067-0.00272376j -0.00385485+0.00223449j -0.00126395+0.00270648j 1.30945e-06+0.00229694j 0.000619771+0.00109994j 0.00230542-0.00131302j -9.63666e-05+0.00018252j -0.00194557+0.00101595j -0.00164057+0.000901922j 0.000351746-0.00125117j 0.00047356-0.00326898j -0.000502286-0.000843374j -0.000915829-0.000745714j 0.000766443-0.0024062j -0.00158637-0.00261616j 0.00138013+0.00102022j -0.00026182-0.000798527j 0.00122832+0.000799602j 3.2288e-05+0.00139475j 0.000814689+0.00127099j -0.000867261-0.00155771j -0.000172034+0.00186575j 0.000810655+8.52143e-05j -0.000596723-0.000126263j -0.00111795-0.000653357j 0.00405575+0.00226432j -0.000750105+0.000656501j -0.000201663+0.00188825j 0.000480263-4.71565e-05j 0.000858249+0.00147538j 0.000743765-0.0012112j 0.000559082+0.000363281j 0.00104851-0.000230542j -0.00197723+0.000993688j -0.000897081+0.000474331j -0.000980176-0.000794438j 0.000428826-0.00171048j 0.000754495-9.06886e-05j 0.000459997+0.000355112j -0.000678218-0.000357755j -0.00103629+0.000245562j 0.00165264-0.000586024j -0.000529577-0.000783682j -0.000729193+0.000212356j 0.00177407-0.000658426j -0.000345186+0.0020181j 0.00147889-0.00136734j -0.000570929-0.00151451j 0.000802205-0.00195592j -0.00255911-0.00292741j 0.000558214-0.00110712j -0.00160816-0.00102672j -0.0018176-0.00127285j 0.00125105-0.0017759j 
0.00305168-0.00205308j -0.00174263-0.00301542j 0.00176249+0.00127607j -0.000235287+0.00196245j -0.00340748-0.00373997j 0.000767973-0.00397025j -0.00376075-0.000840313j 0.0029588-0.00125636j 0.00223411-0.0015961j -0.000458809-4.13258e-05j -0.0025388+0.00204121j -0.000482988-0.00204944j 0.00461532-0.000274947j -0.00545825+0.000240682j -0.00204839-0.00339656j 0.00123545-0.0026084j -0.00125839-0.0046972j -0.0010033+2.47126e-06j -0.00299483-0.00165778j -0.000697496+0.0031605j -0.000339504-0.00401701j -0.00115337+0.00173314j 0.00199449-0.000511757j 0.00393864-0.00089487j -0.000717966-0.00365857j -1.8334e-05-0.00205263j -0.00128819-0.00185911j -0.0013888+0.000530408j 0.000209091+0.00418139j -0.000166194+0.000520468j 0.000773736-0.00348071j 0.00248492-0.00291882j 0.000226847-0.000553978j 0.00266962+0.00280428j 0.000691841-0.00244792j 0.000745132+0.00128176j 0.00123381+0.00259424j 0.00163406+0.000449879j -0.00133498+0.000492867j 0.00226474+0.00118338j -0.00128394+0.00171406j -0.000312365-5.74007e-05j -0.00162354-0.00119736j 0.00111216+0.00213951j 0.000381328-0.00148891j 0.000191117+0.000543279j 0.00114385-0.00151513j 0.00252523-0.000808876j -0.00515189+0.000117938j 0.0025422-0.00174917j -0.00157817-0.00194133j 0.000545081-0.00105697j -9.43218e-05-0.000300825j -0.00078956+0.00128305j 0.0013686-0.001056j -0.00141747-0.000494109j 0.00120856-0.00373049j 0.00140484+0.000381764j 0.000683032+0.00128867j 0.000237128+0.000380187j -0.000463196-0.000191418j -0.000875646-0.000880251j -0.00104499-0.0020994j -0.000776074-0.000191085j -0.00174045+0.0025952j 0.00252126-0.0017699j 0.00181463+0.000329587j 0.001994+0.000730258j -0.00466785+0.000901887j -0.000777252+0.00241988j 0.00278932+0.00012475j 0.0013581+0.00204455j 0.006524-0.00102311j 0.000169522+0.000225123j 0.00143155-0.000735816j -0.0002409-0.00123402j 0.00121339-0.000312422j 
-0.00231737+0.00367215j 0.0035053+0.00156585j -0.00187287+0.00472403j -0.00469046-0.00299501j -2.1691e-05+0.00291257j -0.00037706+0.00164959j -0.000406003-0.00330804j 0.00534168+0.0004638j -0.00225176-0.00134669j 0.00232182-0.00312372j 0.00202041+0.00250169j 0.00158196+0.00230249j -0.00198607+0.000625263j -0.00114617+0.0038425j 0.00263332-0.000461608j 0.00185438+0.00108008j 0.000376528+0.000186482j -0.00294363-9.69197e-05j -0.000429985-0.0030526j 0.00073156-0.00202564j -0.00394941+0.000461443j -0.00106041-1.03368e-05j 0.000405293+0.000216234j -0.00100792+0.0014608j -0.0032798+0.000940321j -0.00185287+0.000585518j 0.00333566-0.00347269j -0.000690458+0.00194483j 6.34072e-05+0.00284595j 0.00130202-0.000649513j -0.000792713-0.00188858j -0.000787039+0.0017741j 0.000268519-0.00100457j -0.00458375+0.000267455j 0.00159811+0.000591108j -0.00107945+0.00150041j 0.000360045-0.00120836j -0.00192247-0.00157692j -0.00219445+0.000360682j 0.000426392+0.0038783j -0.00028359+0.00038627j 0.00146007+0.00161956j 0.000646215-0.000999313j -0.00031154+0.00250489j 0.000838138+0.00117066j -0.00126844-7.49586e-06j 0.00204841+0.00254395j 9.63947e-05+0.00123724j -0.0012715-0.00225094j -6.70764e-05+0.00320309j 0.00297097+0.000545499j 0.00195092+0.000861844j -0.000844172+0.000193404j -0.000127974-0.00193372j 0.000204446+0.000259744j 0.00275799+0.00047593j -8.41037e-06+0.00234623j 0.000238093-0.00188716j 0.00249278-0.00231782j 0.000870078-0.00051301j 0.00320219+0.00212392j 0.00126509+0.000372824j 0.00128021+0.000489307j 0.00201075+0.000625592j 0.00370804+0.00085142j -0.00302197-0.000707809j 0.000112297-0.00364338j -0.00246268+0.000840526j -0.00181482+0.000638836j 0.00509815-0.00127792j -0.00192849-0.0056696j 0.000396651+0.000724575j 0.000570853-0.00515481j 0.00434181+0.00064479j 0.000226917-0.00534489j 0.0022658+0.000184065j -0.000449647+0.00220252j 
0.00390427-0.00270904j -0.00261898-0.00388902j 0.000175947+0.00289319j -0.00226136+0.000186261j -0.00431252-0.0035538j 0.00168854-0.00275239j -0.00025344-7.20049e-05j 0.0038401-4.57085e-05j 0.000990807-0.00328956j -0.00137665+0.003854j -0.00534183+0.00156662j 0.00172426-0.00144583j -0.000393214+0.00414294j -0.00212052-0.00196923j 0.00043738+0.00124516j 0.000104573-0.00295313j 0.000132011+0.00436168j -0.00270176+0.00410382j -0.00439524-0.00367203j 0.00883963-0.00278303j 0.00126968+0.000717799j -0.00251416-0.0019038j 0.00459179-0.00138757j -0.00424025-0.000176321j 0.00141501+0.0087492j 0.00214219-0.0011652j 0.0011521-0.000536358j 0.000782635+0.00221821j 0.00262157+0.00195154j -0.000295887-0.000282182j 0.000859199-0.00131587j 0.000167281-0.0010977j -0.00173759-0.00244217j -0.00431635-0.00122924j -0.00228253-0.00223859j 0.000471847+0.00192422j -0.000161981-0.00112182j -0.00338797+0.000389901j 0.00348634-0.00155935j 0.004204-0.000478857j 0.00214376+0.00154167j 0.00365259-0.00207063j 7.71195e-05-0.000740896j 0.00294039+0.00383208j 0.00339421-0.00124777j -0.00115331-0.00138669j 0.000982009-0.000190615j -0.00178333+0.000912355j 0.000510287-0.00384468j -0.00058081-9.53262e-06j 0.00135276-5.28311e-05j 0.000198475-0.00254938j 0.00274913-0.00311325j -0.00202304-0.00253703j 0.00264896-0.00343175j -0.000727784+0.00176673j -0.0018236-0.00117763j 0.000665009+0.000968337j 0.00157183-0.00157384j -0.00468083-0.00101341j 0.00140051-0.00128882j -0.00154976-0.000636216j -0.000566224+0.00213475j 0.00141992+0.00184277j -0.00094641+0.000805533j 0.000907496-0.0029391j 0.00128746-0.00166793j 0.00231179-0.00427096j 0.00349809+0.00585469j -0.000834692+0.00243235j 0.00115683-0.000284264j 0.000575949-0.00121003j -0.000898835-0.00190715j 0.000194356+0.000982033j 0.000759523-0.000583108j -0.00161264+0.00027421j -0.000264093-0.00161208j 
-2.99061e-05+0.00106996j 0.0012241-0.000105852j -0.000746125+0.000359755j 7.38837e-05-0.00112113j -2.05838e-05-0.00373019j 0.00328059-0.000333451j -0.00170704-0.001863j 0.00222676-0.000417741j 0.00177088-0.000776367j 0.000237358-0.00114007j 0.00048682+0.00108016j 0.0009667+0.000524903j 0.00252342-0.00101661j -0.00192554+0.00162102j -0.000240147-0.0024049j 0.000518113+0.00131065j -0.00281-0.000914877j 0.000176108-0.000851498j -0.00166838-0.0031725j -0.000371495+0.00031648j 0.000515052+0.000752997j 8.78653e-05+0.000137943j 0.000823511-0.00144834j 0.000301306+0.000316602j -0.00104618-0.000124763j 0.000338445+0.000918079j 0.00201832+0.000407245j 0.000346052-0.000170432j -0.000785985+0.00143076j 0.00120301+0.00206687j 0.000471342-0.00123228j 0.0016774-0.00073745j -3.77331e-05-0.00151862j -0.00224568+0.00151694j 0.000950445-0.00184622j -0.000468645+0.000372974j -0.000157904+4.10454e-07j -0.00118576+0.000239666j -0.00125091-3.09479e-05j 0.000293859+0.000813288j -0.00044075+8.333e-05j -0.000213528+0.000604642j -0.000190876-0.000378708j -0.000753954+0.00112402j 0.000513256+0.000295244j 0.00138535+3.54626e-05j -6.0302e-05-1.24183e-05j 0.00107758-0.000308068j 5.93362e-05-0.00155113j 0.00135965+0.000721254j 0.000808648-0.000305479j 0.00110962-0.000651423j 0.00117549-0.000999492j -0.000785922+4.95847e-05j 2.49116e-05-0.000431381j 0.000476654-0.00187931j 0.000285307+0.00202379j 0.00105569+0.00118263j -8.3574e-05+0.000722692j 0.000271509-0.000580988j -9.0152e-05-6.3967e-05j 0.000255643-0.000854076j -0.00173694-0.000861538j 0.00158043-9.4473e-05j 0.00105174+6.75416e-05j -0.000451258-0.00193471j -3.35202e-05+0.000130545j 0.00167632+0.000143607j -0.00101113+0.00120347j 0.00140518+0.000690875j -0.00121727-0.000616997j 0.00208809+0.00314466j 0.00344596-0.00292026j 0.000393985+0.00115406j 0.00147305-0.000916114j 0.00066888-7.46231e-05j 3.75182e-05+0.000610133j 
0.001723+0.000278786j 0.000450546-0.00162132j 0.000886971+0.00109542j -0.000781431+0.00100187j -0.00207535+0.00209143j -0.00291013-0.000356289j 0.00213844+0.00151256j 0.00080703+0.00170481j -0.00174885-0.00491102j -0.00138862+0.00385724j -0.00216416-0.00156753j -0.00057569+0.00246905j -0.00683897+0.00302862j 0.00159044-0.00289645j -0.000627566+0.00366343j 3.05596e-05+8.55823e-05j 0.0025698+0.00417472j -0.00537625+0.0022704j 0.000316773+0.00149502j 0.00259683+0.000330084j 0.00176849-0.000138431j -0.00101302-0.00250603j 0.000890528+0.00224948j -0.00188168-0.000232954j 0.00121577+0.00367579j -0.000120527-0.000192535j 0.000283917-0.000612962j 0.00102035-0.00128038j 0.000348669-0.000485051j -0.0028358-0.00474382j 0.00271399+0.00234276j -0.000261346+0.0033235j -0.00112336-0.000780874j 0.00066584-0.00258289j -0.00197862+0.00046488j 0.000325273-0.000431831j -0.00143937+0.000383751j -0.00141743+0.000484264j 0.00351179+6.14104e-05j -0.000853038+0.000372697j 0.000837878+0.00101871j 0.000308241-0.00112157j 0.00240141-0.000896085j 0.000861822-0.000794603j 0.00286781+0.00119727j -0.000402403-0.00231095j 0.000458239+0.000102286j -0.0050766+0.00218808j 0.00463775-0.00110786j -0.00208997-0.00206035j 0.000498597+0.00110917j -0.00141177-8.19867e-05j 0.00120969+0.00071055j 0.000207883-0.00350179j 0.00187437-0.00255449j -0.00110592+0.00270447j 0.00148539+0.000373227j 0.000124008+0.00122513j 0.00102461+3.54684e-05j 0.00211964-0.000432521j 0.00101206+0.00271987j -0.00130931-0.00201806j 0.00141174+0.00248944j 0.000671912-0.00319138j -0.00224398-0.00235439j 0.000598545-0.00124994j 0.000343269-0.000612177j 0.00199587-0.00328905j 0.00322942+0.00282423j -0.00315356+0.00160269j 0.00519016+0.00478117j 0.0036197-0.0073095j -0.00570522-0.00110155j 7.0129e-05-0.00115526j -0.00155023-1.42686e-05j 0.00131908-0.000145226j 0.000242873+0.00130707j 
