0.0483292+0.226809j 0.22737-0.0483153j -0.0834388-0.272052j 0.282364-0.0844777j 0.08844+0.161262j -0.191943+0.112405j -0.0955408+0.0457332j 0.0324903-0.145299j -0.027708-0.183054j -0.0710226-0.0719595j 0.0904362+0.0376684j -0.0545164-0.00994005j 0.0153266-0.0480954j -0.0488721-0.0687706j -0.0506682-0.0708994j 0.0529653+0.0466836j 0.0522922-0.057145j 0.00788377-0.0307662j 0.0239567+0.00749884j -0.121558-0.0190258j -0.00152831-0.062282j -0.0191164+0.0282323j -0.0238855-0.00922328j -0.0652028-0.058583j 0.0837166+0.0271432j 0.0192426-0.0214391j -0.0124006+0.00081174j 0.0724343+0.0194478j 0.0471383+0.0387738j 0.0206739+0.0265226j -0.0249613-0.00812679j -0.0223438+0.0311977j -0.00735325+0.0184316j -0.0161027+0.038686j 0.0179116+0.0626369j -0.0412517-0.0454742j 0.0269068+0.032297j 0.0206438+0.0464546j 0.0301398-0.0190661j 0.0126753+0.0078401j 0.0615799-0.0308343j 0.130657-0.0210269j -0.0348436+0.0027704j -0.0784799+0.0320465j 0.0112496-0.016202j 0.0467394-0.0199526j 0.00305241-0.000351988j -0.0228453+0.00580954j 0.00126157-0.00614638j -0.0282413-0.0148663j -0.0089026+0.00969772j 0.0035776-0.00284057j -0.0326965+0.0184524j -0.0277686-0.0292249j -0.120013+0.00708379j 0.0259145-0.0260384j 0.0905252-0.0115626j -0.0480821+0.0833402j -0.0349157+0.0780572j 0.0135702+0.0292695j -0.031412+0.0758586j 0.0270256-0.0553367j 0.0415762-0.0537344j -0.0230554+0.111372j 0.0429981-0.0466065j -0.0264183+0.0999009j 0.0395734+0.0999514j 0.0119784+0.0740083j -0.13138-0.117377j 0.17036-0.0212222j 0.070508-0.0539363j 0.0879634-0.0993276j -0.0650417-0.152338j -0.226121+0.0136161j 0.011353+0.215601j 0.186233+0.0228613j -0.022862+0.186024j 
-0.00100143-0.00180891j -0.00180511+0.000978486j -0.00236863-0.00256531j 0.00231309-0.00228425j -0.00220784-0.000556312j 4.30565e-05-0.00120955j 0.0026635+0.000573895j 3.81651e-05+0.0024157j 0.000256219-0.000662244j 0.000141626+0.000699272j -0.00165769+0.00121834j -0.00118179-0.000852241j -0.000237686-0.000202247j -0.000399893-0.00169041j -0.000348046+0.00127763j 0.000519534-0.000192002j 0.000333379+0.000471231j 0.00179878+0.000428654j 0.000522204+0.000685502j 6.27314e-05+0.000321034j 0.000742154+0.000231333j 0.000307452-9.51062e-05j 0.000111161+1.14563e-05j -0.000745061+0.000246409j 0.000558317-0.00131319j -0.000391718-0.000715593j -0.00034719+0.0011715j -2.10868e-05-0.000718947j 0.000258441+4.59804e-05j -0.000280073+0.000933726j 0.000114892+0.000134194j 0.00132344-0.000664437j -0.000305516+2.18504e-05j 0.00103982-0.00045607j -0.000882478+1.08429e-05j 0.000387946-0.000681268j 0.000387407+0.000127793j 0.000265721+0.00106041j 0.000975048-0.000259277j -0.000433736-0.00068864j 0.000266762+5.22197e-05j -0.000120503+0.000858998j -8.85817e-05-0.000492502j 0.00014329-0.000751888j 0.000148868-0.000841031j 9.17308e-05-0.000986119j -0.00113752-0.000772502j 3.02687e-05+0.000356392j 2.51167e-05-0.000450243j -0.000633572-0.0011114j -0.000533709+0.000831917j -0.000946349-0.000695826j 8.5421e-05-0.000531865j 0.000599527+0.00157545j -0.000588198+0.000241345j -0.00065224+0.000897504j -0.000874927-0.00154825j 0.00113859+0.000116155j 0.000469897+0.00149359j -0.000233109-2.02442e-05j -0.000528024+0.000882493j -0.00118497+0.000449986j -0.00125107+0.00076301j -0.000409925-0.000437137j -0.00057948+0.00215638j -0.00140266-0.00102762j 0.000935622-0.000425256j -0.00123618-0.00154592j 0.00157859-4.55038e-05j 0.00086016+0.00341558j 0.00285092-0.00122732j -5.61451e-05-0.000777096j 0.00144805-0.0014906j -0.00127213+0.00256338j 0.00277593+0.000893429j -0.00117617+0.000342615j -0.000381137-0.00117567j 
-0.000896868+0.00109111j 0.00180678+0.000768384j -0.000691718+0.00459826j -0.00349613-0.00121447j 0.000288287+0.00399142j -0.00226091+0.0020319j -0.00179094-0.00544451j 0.00221813-0.00277328j -0.00238125-0.000396485j 0.00594611+0.000496869j 0.00429163+0.00265877j 0.000530296+0.00550402j 0.00051417+0.00095575j -0.00469438+0.0040096j 0.00261092-0.00144269j -0.00305439+0.000816278j -5.38925e-05+0.000674028j -0.0025184-0.00433701j 0.00194969-0.000808812j 0.00123923-0.00104156j -0.000274642-0.00431207j -0.0002988-0.00139172j 0.00252925+0.000117103j 0.00108762-0.000932786j -0.000892363-0.000469679j -0.00123177-0.000341294j 0.00312567+0.000884385j -0.000644021-0.0017369j -0.000513378-0.00121329j 0.00342399-5.72607e-05j 0.000720478-0.000956798j -0.000429062-0.00209608j -0.00163191+0.000612292j 0.000659185-0.00298336j -0.00110715+0.000488059j -0.000573517-0.000963722j -0.000369317+0.00113249j 0.00226265-0.000866216j -9.27623e-05-0.00220434j -0.00214421-0.00113831j -0.000294927+0.000271843j 0.000395988-0.000130365j 3.17411e-05+0.00145942j -0.0018898-0.000781011j -0.000881344-0.000448457j 0.000817688-0.00130419j -0.00254212+0.000882932j -0.000595364+0.000178852j 0.000818062-0.001854j -0.00220353-0.0011354j -0.000371203+0.000938351j -0.00129307+0.000664081j -0.000605435-0.000306211j -0.000171229+0.0010203j -0.00143477-0.000531262j 2.00042e-05+0.00131688j -0.00153829+0.000479528j 0.00250096-0.000869907j 0.00132038+0.00101662j 0.00119549+6.57455e-05j -0.00106067+0.000578954j -0.000795764+0.00103377j -0.00105356+0.000752015j -0.000630572+0.000235541j 0.00135482+0.000103986j -0.000104181-0.00138161j -8.10938e-05+0.000822846j -0.000214132-0.00060407j 0.000618338-0.00146523j 0.00197675-0.00082249j 7.17463e-06-0.000732983j -1.50178e-05-4.794e-05j -0.00133666+0.0002266j 0.0016078+0.000413227j 0.000170562-0.00174455j 0.00067692+0.000793657j -0.000603764+0.000518063j 
-0.00172619-0.000313686j -0.000654708+0.00183476j -0.00312116-0.00151056j 0.000976005-0.00264706j -0.00201842+0.000239312j -0.000239314-0.00173862j 0.00328797+0.000631982j 0.000906459+0.00242523j 0.000328613-0.000420139j -0.00140583+0.000726203j -0.00140524+0.00147874j -0.00212191-0.00172083j -0.000650007-0.000507553j 0.000521192-0.00283768j -0.000510393+0.00161784j 0.00176423-0.0011048j 0.000845793-0.000357421j 0.00291472+0.000760011j -0.000315043+0.000449393j -0.000723651+0.000829574j 0.000936153+0.00159317j 0.00037201+0.000890626j -0.00116952+0.000105469j 5.56698e-05+0.000907151j -0.000137519-0.00116682j -0.000125488-0.000136939j -0.000995344+0.000588358j 7.94092e-05+9.92228e-05j 0.000605035+9.5619e-05j -0.0011873+0.000728802j 0.000232895+0.000323785j 0.000885054+9.62036e-05j 0.00109996-0.000525285j 0.000193701+0.000823114j 0.000643825-4.05708e-06j -2.21516e-05+1.02348e-05j 0.000372286-0.000334359j 1.89659e-05+0.00113j 0.000404847+0.000181129j 0.000520603+0.000148381j 0.000312377-0.000298789j 0.000493628+0.000662712j -0.000872746-0.000943774j 0.000253177-0.000523993j 6.78975e-05-0.000405291j -0.000297606+0.000486959j 0.000444205-0.00022909j 0.000242754+0.000185018j -0.000382972+0.000418232j 0.000231726+0.000210466j 0.000127198+4.20117e-05j -0.000243255+5.35649e-05j -0.000238664+3.46144e-05j 0.000842193-0.000299953j 0.000456813+0.00075876j 0.000250791-1.85307e-05j -0.000713868-0.000554857j 7.06124e-06+2.64715e-05j 0.00067744-0.000109903j -0.000283616+0.000285644j 0.000814237+0.00061151j 1.17094e-05+0.000104873j 0.000415087+0.000543467j -0.000202736-0.00012147j 0.000879325+0.00135113j -0.00130561+0.000980214j -0.00032585-0.00154675j -0.00161851+0.000597153j 0.00073932-3.52797e-05j 0.00181511+0.0017301j 0.000480981-0.00221793j -0.000553111-0.000346102j 2.14259e-05-0.00217394j 0.00042497+0.00207788j 0.00195828-0.000765503j -0.000707842+0.000717463j -0.00080379-0.00057782j 
-8.43077e-05+0.000538387j 0.000510244-5.29727e-05j 0.00024051+0.000439357j -0.0007282-0.000417604j 0.00116765-0.000138177j 0.000669614+0.00142862j 0.000326809-0.00021584j -0.000177122+0.000277444j 0.000377132-0.000293304j 0.00191799-0.000958254j 7.35759e-05-2.1639e-05j 0.00135459-1.88257e-05j -0.00160483+0.000806949j 0.00125576-0.000213139j 0.00029282+0.000142723j -6.37598e-05+0.00137407j 0.000543326+0.00207172j -6.669e-05+0.000321789j 0.00142739+0.00134105j -0.00104564-0.00127029j -0.000209807+0.00110532j 0.00023483-0.000930111j -0.000240767+0.000431843j -0.0017067+0.000848057j 0.000598869+0.000472461j 0.00110226+0.000418993j 0.000379805+0.000135468j 0.00113815-0.000173307j 0.00073062-0.00150597j -0.000359054+0.000368923j -8.90153e-06+0.000670027j 0.000251476+0.000517968j -0.000296244+0.000200096j 0.000949899-0.000397907j -0.000439884+0.00102679j -0.000184837+1.55163e-05j -9.94395e-05-0.000464381j -0.000100568+0.00122599j 3.51706e-05+0.000597416j -0.000568009-0.000470563j 0.000302216+0.000113757j -0.000736023+0.000983751j 0.000777884-0.000574976j 0.00015945-0.00100617j -0.000485578-0.000385862j -0.000483614-0.000144195j -0.000784358-0.000325124j 0.000350444+0.000308418j 0.00105906+0.000159914j 0.000451664-0.000115613j 0.000603658+0.000538123j -0.000903365+0.000104549j 0.000831383+0.000315647j -0.000518128+0.000549251j 0.000341481+0.000633534j -0.000807076-1.10651e-05j 0.000430919-0.000145796j -0.00015995+2.8952e-05j -0.000688735+0.000530478j -8.8819e-05+6.95836e-05j -0.00121334-0.00032626j 0.000717139+0.000128854j 0.000220493+0.000103206j -0.000616411-0.000731998j -0.000133579-0.000522057j 0.000283177-0.000794758j 0.00052954-0.000449409j 0.000184836-0.00092939j -0.0010576+0.000639854j -0.001553-0.00091406j 2.33217e-05+0.000128081j -0.000534804-0.00035822j 0.000737961+0.000633818j -0.000105551-0.000415175j -0.000219473-2.83967e-05j 0.000348725+0.000626801j -0.000687613+0.000347171j 
-0.0017834+0.000726246j 0.000653687+0.00132584j -0.00151436-0.000552472j 0.00050405-0.00274357j 0.000605805-0.00029733j 0.000455317+0.00107305j 0.00219843+0.00102287j -0.000271425+0.00360551j 0.00143541+0.00025494j 0.00302304-0.000698597j -0.00173371-0.000184587j 0.00194579-0.000278085j -0.00392673-0.00078944j 0.00258629-0.000561772j -0.000531882+0.00174144j 0.00115683+0.00271106j -0.000367318+0.00277854j 0.000764748+0.00180356j 0.00079116+0.00229961j -0.000966291-0.00206552j -0.00151629+0.00154901j 0.000420132+0.00023411j -0.000918606+0.000407879j -0.00493158-0.0008671j -0.000447947+0.000413866j 0.00191066+0.000892873j -0.000155921-0.00101225j 0.00085222+0.00173364j 0.0015798+0.00136104j -0.00242298+0.00211273j -0.000876177-0.000127199j -0.000162336+0.00142207j -0.000252241-0.000196435j 0.000243783+0.00144261j -0.00235099+0.00224943j 0.0021519+0.000139654j 0.00121446-0.00181059j -0.00184705+0.00262662j -0.00194627+0.00241059j 0.000947035+0.000399045j -0.000596673+2.76099e-05j -0.00199399+9.81001e-05j 0.000953759+0.000400301j 0.00118306+0.0013977j -0.000523182-0.00242346j -0.000212456-0.00294939j -0.000585697-0.00154311j 0.000800962+0.00184758j -0.000437811+0.00206244j 0.000253537+0.000540806j 0.000351078+0.00179243j 9.94748e-05-0.000843489j 0.00105875+0.00139171j -0.00146287+0.000681096j -0.00281529+0.000387619j -0.00138354+0.000149148j 0.00166863-0.000298337j -0.001385-0.00066729j -0.000169333-0.000876346j -0.000252143-0.000382944j -0.00031137-0.000655002j -0.000224518+0.000556131j 0.000672379+0.00107329j 0.00173432-6.4137e-05j -3.91677e-05+0.000140741j -0.000203609-0.00060864j 0.00182828-0.000884074j -0.00104288-0.000681303j -0.000960929-0.00163088j 0.000319137+0.0002151j 0.00149015-0.000870639j -0.000437913+9.2404e-05j 0.00301744+0.00159147j 0.000544528+0.00175587j 0.00243201-0.00043388j 0.000265306+0.00158226j -0.00181062+0.000123934j 
0.00103192-0.000297704j -3.79889e-05-0.000759535j 0.00146795+0.000379417j -0.000229525+0.00213082j 0.000531174+0.000488621j -0.000247775-0.000464759j -0.00238163-0.000517053j -0.00147413-0.00255741j -0.0010894+0.000206209j -0.000664987-0.000844733j 0.00259026-0.000741755j -0.000723904+0.00104797j 0.00286716-0.000150949j -0.00191874+0.00148654j -0.00115749-0.00128568j -0.00171579-0.000548491j -9.88585e-05-0.00230722j -0.00105124-0.00131511j -0.000513037-0.00189756j -0.000743095+0.00219588j 0.00120471-0.00265805j -0.000415411+0.000150026j 0.00145361-0.000483722j 0.00435089-0.00146873j 2.47196e-05-0.00143015j -0.0013332-0.000206482j 0.000511254+0.00164858j -0.00192777-0.00175033j -0.00145145-0.000760377j 0.000907285-0.00177637j 0.000938207-0.000318523j -0.000569586-0.00184985j 0.000197234+0.000198034j -0.000773414-0.0013164j 0.000736777-0.0024728j -0.00140085-6.09137e-05j 0.000235235+0.00148594j 0.00169943-0.00246834j 0.000826212-0.00244897j -0.00141807-0.000846414j -8.88385e-05+0.000143596j 0.0013392-0.00126429j -0.000789737-2.06664e-05j -0.00264204-0.000679715j 0.000707989+0.00138955j 0.00197789+0.0017983j -0.000444625+0.00103753j -0.000888919-0.00142383j 0.000124561-0.00122852j -0.000991219-0.000928409j -0.00128778-0.00102891j -0.000141492+0.000368887j -0.000896004-0.000834329j 0.000651623-0.00083447j 0.000751769-0.00210307j 0.000958226+0.000458821j -0.000543155+0.000587601j 0.00127199-0.000229198j 0.000503957+0.000683605j 0.000949386-0.000296745j -0.000565423+0.00117434j 1.69709e-05-0.00147206j -0.000600646-0.000763684j -0.00124885+0.00168277j -0.000361829-0.00172525j 0.000381136+0.000501912j -0.00139565+0.00159653j 0.00128986+0.000228289j 0.00189389+0.00142577j -0.0010731+0.000186317j -0.00112838+0.00210451j 0.000538572+0.000185955j -0.00305672+0.000157673j -0.000943509-0.000825831j -0.00153299+0.00116742j -0.000710771-0.000417667j 0.000669077-0.000700809j 
0.00175912-0.00050762j -0.000413865-0.0022483j 0.00333693-0.000928915j 0.000564768+0.00221407j 0.0010195-0.00207878j 0.00213013+0.00139653j -0.00266393+0.001021j -0.00115218-0.000523631j 0.000149036+4.06088e-05j 0.00189057-0.00267197j -0.00081049-0.0013529j 0.00348392-0.00116839j 0.000418421+0.00190445j 0.00163986+0.00171387j -0.000146894-0.00206846j 0.000564657+0.00227742j 0.00160614+0.00136285j -0.00298168+0.00168171j 0.00224525-0.00108072j -0.00132173-0.00172699j -0.00214299-0.000541319j -0.000803403-0.000646641j 0.00161677-0.000384158j -0.00191558+0.00210178j 0.00205791+0.000513421j 6.94733e-05-0.00147417j -0.000981196-0.000951712j 0.000851497-0.000532887j 0.000636193+0.000148554j 0.00168138-0.000968862j -0.000429159+0.000458698j 3.34002e-05+0.00135093j -0.000366537+0.00225289j 2.98694e-05-0.00162048j 0.000822011+0.00315002j 0.000577189-0.00278894j -0.000938021+0.000520922j 0.000617641+7.46097e-05j 0.0012802+0.00109071j -0.000388854-0.000834706j -0.000230242+0.00131522j -0.00170337+0.000635342j 0.00269184+0.000143011j 0.00193824+0.000178393j -0.00156278+0.000542571j -0.0025738-0.00127389j -0.00176482+0.000690692j 0.000389882-2.43081e-05j 0.00176049+0.000209998j -0.00100804-0.000469097j 0.000443346+0.00101956j -0.000763517-0.00102956j 0.000705344-0.000652342j 0.000484757+0.00252117j -0.00209404+0.00206665j -0.000396753+0.00216894j 0.000506996-0.00177784j 0.000329059+0.0010564j -0.000531389+0.00100277j 0.000285614-6.57019e-05j -0.00282202+0.000670801j 8.47645e-05+0.00100146j -0.000590624+0.00033604j 0.000906397-0.00102341j -0.00123966+0.000418797j -0.000214157-0.00255298j 0.00215351-7.24302e-05j 0.000183141-0.00101257j -0.00209304+0.000348873j -0.00240483+0.00118399j 0.00268619+0.000765036j 0.000695121+0.000403577j 0.00491138+0.000401464j -0.00167617-0.000312069j 0.000565474+0.00138621j 0.000411609-0.00127982j 0.00112779+0.000267278j 
0.00102748+0.000118281j 0.000471475-0.000925049j 0.00109628+0.00129313j -0.000245547+0.00128548j -0.000385475-0.000543141j -0.000621836-0.00051681j -0.00207706-0.00143765j 0.00124076-0.00129834j 0.00105634+0.000593623j -4.21354e-05+0.001853j -0.000559086-0.000172855j 0.000745945+0.00150574j 0.00135455+0.00134306j -0.00213833+0.00135925j 0.0015856-0.000802785j -0.00163095-0.000639601j -0.00146537+0.000184047j -0.00242405-0.00124858j -0.0011403-0.00126904j 0.00342432-0.00101476j 4.02401e-06-0.00185112j -0.000476487-0.000292973j 0.00133444-0.00110145j -0.00228387-0.000830582j 0.000204653+0.00316369j -0.000171815-0.00067222j -0.000345944+1.8144e-05j 0.00121572+0.000131439j 0.0003467+0.00157159j 0.00199339+0.000928763j -0.000471017-0.000335402j -0.00148204+0.000223892j -0.00200855+0.000370047j -0.00097786-0.000623034j -0.00123808+0.00154413j 0.00171458-0.00311845j -0.00174023-0.000291069j -0.000381528-0.000771045j 0.00129433+0.000607822j 0.00104387-0.000982776j -0.000580277-0.000229823j -0.0017209-0.00265902j 0.00123699+0.00337987j 0.00258803+0.00209828j -0.0012504-0.00012757j -0.00150569-0.00301982j -0.00118138+3.35194e-06j -0.000500058+0.000743953j 0.00198472+0.000678447j -0.00183307+0.00010519j 0.000161309+0.000709183j 0.00116456-0.00120184j 0.000737145-0.000565564j -0.000484286+0.000555124j -0.00358982+0.00103998j 0.000430615+0.00102341j -0.000175007+0.000962985j -0.00107198+0.00138049j -0.00082995-0.00132537j -0.0007461-0.000561511j 0.0003047-0.00226243j -0.0019698+0.00120262j -0.000290114+0.00102429j 0.00354486-0.00114407j -0.000766079-0.000486949j 0.00136989+0.000569894j 0.000159715+0.00210415j 0.00140808+0.00125659j 0.00104272-0.00323496j 0.000963531-0.00137007j 0.0002523+0.00241289j 0.00143192+0.000313955j -0.000397071+0.00287255j -0.000270876-0.000532548j -0.000173811+0.00115829j 0.00101596-0.00152592j 0.00162031+0.000871962j 
0.00054572+0.000708845j 0.00099066-0.00087197j 0.00128566+0.00232721j -0.00204709-6.08567e-05j 0.00208658-0.00070548j 0.000428065+0.00285097j -0.000713264-0.0010227j 0.000296581-0.00012087j 0.000423548-0.000894352j 0.00309599-0.000865237j 0.000270683-0.000875463j 0.00288482+0.00187557j -0.00246268+0.000794267j 0.000741373+0.00176666j 0.00201305-5.7073e-05j -0.00117341+0.0024804j -0.00153742+0.00323648j -0.00160838-0.000294594j 0.0020465+0.00312283j 0.00118047-0.00210084j -0.00131431+0.000904518j -5.64192e-05-0.00292313j -0.000385624+0.000759248j -0.00319518+1.16989e-07j -0.000292738+0.000697847j 0.00274818+0.000396361j 0.00188238-0.00253223j 0.00313926+0.000213378j -0.000844771-0.00235115j -0.000578494+0.0019761j -0.000533979-0.000255962j 0.000919243-0.000422465j -0.00265475-0.000321094j 0.00375377-0.000863963j -0.00232695+0.00112034j 4.3313e-05+0.00332884j -0.000434899-8.1103e-05j -0.000479284+0.00265395j -0.00373068+0.00188574j -0.0016291+0.00113945j 0.000751454-0.000348522j -0.00169415+0.00311172j 0.000753682-2.41761e-05j 0.00017385-0.00161496j -0.00106604-0.00154144j 4.3374e-05-0.00107758j -0.000193551-0.00254504j 0.000958796+0.000736622j -0.00118939-0.000322107j 0.00231039-0.00153062j 0.00106984-4.03645e-05j -0.000807168+0.00236285j 0.001558+0.0011091j -0.00199313+0.0023459j 0.000982937+0.00191169j -0.00349235-0.00307095j 0.000433872-0.00109161j -0.000547754-0.000140972j -0.00105002+0.00154066j -0.00055272+0.00109511j -0.00176266-0.00132536j 0.000337137+0.000744124j 1.25954e-05-0.000614423j -0.0020522-0.00197408j -0.00121301+2.67725e-05j 0.00344875-0.00291415j 0.0016706-0.000429199j 0.00161998-0.00284044j -0.00369046-0.000696352j -0.00276846-0.00162637j 0.000999465+0.000391751j -0.000743186+0.000537935j 0.00447448+0.00260334j 0.000127452-0.00124251j -0.000166036-0.000318911j 0.000200912+0.0013508j -0.00144344+6.82314e-05j 
-0.000713766+0.000918799j 0.00111047+0.000778114j -0.000346059+0.00101606j -0.000691751-0.000805108j 0.000982588-0.000989723j 0.00157926+0.000120769j -0.00143666-0.00119857j 0.000277636-0.00104222j 0.0018034+0.000410748j 0.00281448-0.00168423j 0.00125053+0.00157679j 0.000735783+0.00191484j 0.000820424+0.000950559j -0.00153272+0.000372186j -0.00134589-0.00168891j -0.00190719+0.00193455j -0.00149147-0.000688054j -7.84898e-05+0.000414139j -0.00107592-0.000556619j -0.00328011+0.000117165j 0.000859027-5.04204e-05j 0.000124688-0.000107645j 0.001955-0.00169563j 0.00121929-0.000622157j 0.00029821-0.00161836j 0.000394775+0.00198347j 0.000428865+0.0026198j 0.00132795-0.00175225j 0.00199889-0.00179008j -0.00256848+0.000610188j 0.001212-0.000804598j 0.00178123-0.00192239j -0.000185064-0.000992444j -0.000698678+0.000252828j -0.00033664-0.00105504j -0.000489131-0.00169962j 0.000741691+0.000249297j 0.000691235+0.00170045j 0.000128791-0.000969716j -0.000840022-0.00204705j 0.000477114+0.000407044j -0.00184108-0.00127161j -0.00021541-0.000977509j -0.00066883-0.00178596j -0.000807765-0.00139708j 0.00114109+0.000600719j -0.00203244-0.001183j 0.00129415+0.000554299j 0.00187646+0.000211978j 5.39876e-05+5.59269e-06j 0.000569008+0.00039327j -0.00157728-2.07733e-05j 0.00222448+0.000630292j -0.000795756-0.000529275j -0.000697617-0.000606059j 0.00082284-0.000657564j -0.00060662+0.00105933j 0.000555469+0.000973085j -0.00049287+0.000183699j 0.000532653-0.00171975j -0.000795246-0.000656947j 0.000340909-0.00102362j -8.86097e-05+0.000515484j -0.000188451-0.000842316j 0.000821716-0.00271321j 0.00102212+0.000372109j -0.000483276+0.000660994j 0.0032242+0.000773502j -0.000328345+0.001177j -0.000475386-0.00109873j -0.00143603+0.00158937j 0.00179865+0.00115761j 3.27244e-05-0.000782356j 0.000149933+3.8067e-05j 5.49261e-05-0.000209854j -0.000328601+0.000192023j -0.000118786-0.000335158j 
-0.000184317-0.000137816j 3.94242e-05+1.69822e-05j -0.000365837-0.000855967j 0.00114371-0.000163067j -9.90536e-05-0.0003817j -0.000704031-0.000495897j 0.000828762+0.00161984j -0.00166727+0.0019604j -0.000412937+7.8402e-05j -0.00231568+0.000342528j -9.69806e-05-0.00223781j 0.000730177+0.000596121j -0.000877358-0.00240504j 0.000928049+0.000310775j 4.00216e-05+0.00290041j 0.00173587+0.00192441j -0.0013126+0.00123703j 0.000490854-0.000379839j -0.00164315+0.00257009j 0.00256956+0.00223845j -0.000904034-0.00117133j -0.000739941+0.000434819j -0.00278392-0.00139762j -0.0018904-0.00429683j -0.00243199+0.000464469j 0.00170279+0.000141388j 0.00344501-0.00218548j -0.00266112+0.000798451j -0.00372327+0.000671511j -0.0017573+0.00196146j -0.000636466-0.00207454j -0.00300348-0.000568263j -0.000994317-0.000210783j -0.00102697+0.00105581j -0.00367835-0.000362753j 0.00106522+0.00359043j 0.00178363-0.00128837j -0.000787557-0.0012625j -0.00317163+0.000498139j -0.000904566+0.00383195j 5.80162e-05-0.00192804j -9.6508e-05-0.000217911j -0.00262466+0.00108265j -0.00316982+0.00362457j 0.000525455-0.00113977j 0.0028121-0.002433j 0.000816149+0.000858488j -0.000668802+0.000706112j -0.0023584-0.00125907j -0.000764229+0.000849687j -0.000661656-2.76476e-05j 0.00240453+0.00216797j -0.000833902-0.000614705j -0.00201209-0.000253926j -0.00138297-0.00238077j -0.00129697-0.00128319j 0.00158457+0.00144649j -0.000666812-0.00157856j 0.00140519-0.00091366j -0.00159092-0.00122336j 0.00207165+0.000172499j -0.00260324-0.000696861j -0.000196169+0.000491805j -0.000392806+0.00274314j -0.00295491+0.000860034j -2.9792e-05-0.000239602j 0.000753044+0.00125747j -0.00180931-0.00312118j 0.0034948-0.00226835j 4.56892e-05+0.00177188j 0.00207114+0.000827385j -0.00143925-0.00145122j -0.00174062+0.00426298j 0.000110733+0.000511854j 0.000321644+0.000772369j 0.000750506+0.000644348j -0.000599004+0.000543879j 
0.000649981-0.000249359j -9.23768e-05-0.000521896j 0.0011432+9.76656e-05j 0.000273976+0.00162854j 0.00158368+0.000978938j -0.00120315+0.00201322j 0.000104371-0.0015174j -0.000240054-0.000149427j -0.00197176+0.00159736j 0.000132894+0.00229343j -0.000547177-0.00171138j -0.000906727+0.000211397j -0.000326888+0.000480254j -0.000500513+0.000637948j 0.00298274+1.82116e-05j -0.00114819-0.00266204j 0.00132581-0.000685306j -0.00112455-0.00223865j 0.00260693-0.00131476j 0.00349217-0.00182661j -0.000132644-0.00204006j 0.000172673-0.000397708j 0.00159241+0.00327693j -0.00077362+0.000658448j 0.000915831+0.0024959j -0.000852634-0.00256428j -0.00166514-0.00160375j -0.000558046+0.00262118j -0.00107268+0.00288299j 0.00435518-0.000584793j -0.000876444+0.0012934j -0.00107403+0.00204211j -0.000691892+0.00114771j 0.00134487-0.0010975j -0.000214868+0.00105496j 0.00284889+0.000471204j -0.00170959+0.000257851j -0.00052215-0.00156148j 0.000324265+0.000780538j 0.00189067-0.000271132j -0.00140607+0.000501727j 0.00222682-0.00134813j 0.00141093+0.00263479j 0.00161985+0.00201042j 0.000893633+0.000415376j -0.000694656-0.0016558j 0.00118121-0.000354459j -0.00135219-0.000439684j -0.00146742+0.00136209j -0.000533208-0.00151764j -0.00135603+0.000168967j 0.00111572-0.0014572j -0.00224686+0.000332087j -0.000200641+0.00111436j -0.00165768-0.00114858j -0.000931344+0.00205781j 0.000830548-0.00238072j -0.00134622-0.000311241j -0.000621189-0.000214769j 0.00116204+0.00214918j -2.86943e-06-0.000544904j -0.000204283+0.000602047j -0.000536211-0.00174001j 0.00163193+0.00117865j -0.00108616+0.00125406j 0.000268393+0.000270904j 0.000354889+0.00146446j -0.00201092+0.000584486j 0.000482962-0.00242207j 0.000186144+8.07107e-05j 0.00027899+0.000263087j -0.00178755+0.000718444j 0.000327884+0.00343484j -0.000112807-0.00114868j -0.00100786+0.000746942j 0.000268717-0.000610032j 0.000688307+0.00021189j 
