-0.0034559-0j -0.000520996-0j -0.000386381-0j -5.57693e-05-0j 0.0476441-0j -5.8786e-05-0j -4.89884e-06-0j -0.000305461-0j -0.000292077-0j 0.00729399-0j -0.000203641-0j -3.1176e-05-0j -6.36377e-06-0j -3.74989e-07-0j -4.71337e-05-0j -4.55355e-05-0j 0.00551374-0j 0.000795839-0j -4.81056e-06-0j -3.59989e-05-0j -5.6693e-07-0j -2.49408e-05-0j 0.00690084-0j -5.196e-06-0j -2.58767e-08-0j -3.59989e-06-0j 0.00461312-0j 0.000859605-0j -1.27275e-05-0j -2.12126e-06-0j 7.16337e-05-0j -5.69193e-06-0j -5.30314e-07-0j 0.00109112-0j -4.74328e-07-0j -4.41929e-08-0j 0.000526398-0j 0.000470825-0j -1.64697e-09-0j -2.24993e-06-0j 9.61067e-05-0j 0.000862605-0j -4.59266e-07-0j -3.354e-07-0j 5.66314e-06-0j 0.000470359-0j 0.000124506-0j -2.70625e-08-0j -4.84109e-08-0j 7.59791e-05-0j -3.12491e-09-0j 0.000124651-0j -1.32579e-07-0j 8.95422e-06-0j -9.84254e-11-0j 5.08295e-05-0j 1.03876e-05-0j -3.82722e-08-0j 4.08702e-07-0j 1.27074e-05-0j -3.90613e-09-0j 3.16579e-06-0j 1.05895e-06-0j -2.05871e-10-0j -3.49375e-09-0j 5.27632e-07-0j 3.94646e-08-0j -5.6156e-12-0j -1.23523e-09-0j 4.1713e-08-0j -1.62756e-10-0j 1.85804e-09-0j -1.21311e-11-0j 4.46976e-11-0j -5.7314e-13-0j -1.74401e-14-0j -3.09853e-16-0j 
-1.41971e-05-0j 0.000203457-0j -1.58728e-06-0j -0.00101325-0j -1.36611e-06-0j 2.29568e-05-0j -0.000272775-0j -1.25486e-06-0j 0.000287675-0j 1.98812e-05-0j -8.3657e-07-0j -1.28073e-07-0j -0.000115621-0j -4.20544e-05-0j 1.84064e-05-0j -0.00426339-0j -1.58097e-07-0j -0.000100922-0j 1.87859e-06-0j -1.47886e-07-0j -3.15676e-05-0j 4.92324e-05-0j -9.85908e-08-0j -9.44043e-05-0j -4.85366e-06-0j 0.0314279-0j 3.17132e-05-0j 2.34302e-06-0j -5.22856e-08-0j -8.71427e-09-0j -2.784e-05-0j -0.000532923-0j -9.6351e-06-0j -0.000355282-0j 0.00633225-0j -4.95616e-06-0j 1.4348e-06-0j 3.23672e-06-0j -4.64352e-07-0j -9.24288e-09-0j 0.00292203-0j -1.23238e-08-0j -8.34424e-06-0j -3.14028e-05-0j 0.00106282-0j -3.35413e-09-0j -7.86702e-06-0j -3.03501e-06-0j 0.000646283-0j 2.07095e-07-0j 0.000140529-0j 1.12728e-07-0j -5.44642e-10-0j -3.48e-06-0j 9.32761e-06-0j -7.26189e-10-0j -1.33945e-06-0j -6.95353e-07-0j -5.35066e-07-0j -8.02925e-07-0j -4.38067e-07-0j 8.62898e-09-0j -4.13013e-07-0j -5.8044e-08-0j -1.43526e-11-0j -2.05061e-07-0j -3.8696e-08-0j -2.96253e-09-0j -2.24424e-08-0j -5.46099e-08-0j -1.82528e-08-0j -5.12615e-09-0j -3.42028e-09-0j -2.11767e-10-0j -3.02362e-10-0j -1.48063e-11-0j -3.86145e-13-0j 
-0.000140544-0j -2.11878e-05-0j 0.00149466-0j -2.26802e-06-0j -1.35238e-05-0j 0.000227405-0j -1.99225e-07-0j -1.24224e-05-0j 0.00284784-0j -2.07041e-06-0j -8.28162e-06-0j 0.000242467-0j 2.46173e-05-0j -1.525e-08-0j -1.91682e-06-0j 0.000443985-0j 0.000148871-0j -2.259e-07-0j 3.74135e-05-0j 0.000139257-0j 2.19308e-06-0j -0.0463595-0j -9.75999e-07-0j -2.1131e-07-0j -1.05235e-09-0j 7.03466e-05-0j 0.000313945-0j 2.32094e-05-0j -5.17601e-07-0j 2.47898e-05-0j -2.03333e-08-0j -0.00527902-0j 4.12445e-06-0j 3.69988e-05-0j 4.62485e-06-0j 1.70954e-07-0j -1.49419e-07-0j -0.00612773-0j -6.69787e-11-0j 1.74986e-05-0j -0.000622139-0j 1.16047e-05-0j 1.7766e-06-0j -0.000939749-0j 3.85404e-07-0j -3.32041e-08-0j -1.76092e-08-0j -1.10057e-09-0j -9.027e-05-0j 4.12445e-06-0j -2.89822e-06-0j 1.11666e-06-0j 2.06762e-06-0j 2.41765e-07-0j 9.59678e-10-0j 2.06582e-06-0j -9.78287e-10-0j 4.47263e-07-0j -1.16011e-10-0j 3.43704e-07-0j 3.03795e-08-0j 3.44603e-07-0j 1.42461e-08-0j 7.96383e-10-0j 8.18008e-08-0j 4.30379e-08-0j -5.58156e-12-0j -2.28374e-13-0j 2.40924e-08-0j 2.26435e-09-0j 2.53824e-09-0j 5.01674e-11-0j 1.41769e-10-0j -1.26875e-14-0j 4.45752e-12-0j 6.74644e-14-0j -1.26011e-17-0j 
8.97901e-05-0j 1.35364e-05-0j 1.00388e-05-0j 1.44898e-06-0j -0.00123788-0j 1.52736e-06-0j 1.2728e-07-0j -0.00151969-0j 7.58865e-06-0j -0.00018951-0j 5.29094e-06-0j 8.10006e-07-0j 1.65342e-07-0j 9.74285e-09-0j -0.000234493-0j 1.18309e-06-0j -0.000143256-0j -2.06773e-05-0j 1.24987e-07-0j -0.000179097-0j 1.47298e-08-0j 6.48005e-07-0j -0.000179296-0j -2.58504e-05-0j 6.72321e-10-0j 9.35314e-08-0j 0.0229506-0j -2.2334e-05-0j -0.000190622-0j 5.51139e-08-0j -1.86117e-06-0j -2.83177e-05-0j 1.37785e-08-0j -2.83491e-05-0j -2.35981e-06-0j 1.14821e-09-0j 0.0052514-0j -1.22328e-05-0j 4.27911e-11-0j -2.24456e-05-0j -2.49702e-06-0j 0.00429151-0j -4.58168e-06-0j 8.71427e-09-0j -1.47138e-07-0j -1.22207e-05-0j 0.000619426-0j -2.69978e-07-0j 1.2578e-09-0j 0.000378-0j 8.11905e-11-0j -3.23864e-06-0j -6.59587e-07-0j 4.45478e-05-0j 2.55726e-12-0j -1.32064e-06-0j -2.69886e-07-0j -1.90406e-07-0j 2.03332e-06-0j -3.30159e-07-0j -1.94333e-08-0j -8.22527e-08-0j -2.75133e-08-0j -1.02422e-09-0j 9.07737e-11-0j -1.37088e-08-0j -1.02536e-09-0j -2.7938e-11-0j 3.20933e-11-0j -1.08377e-09-0j 4.22867e-12-0j -4.82752e-11-0j 3.15186e-13-0j -1.16132e-12-0j 1.48912e-14-0j 4.53124e-16-0j 8.05052e-18-0j 
1.28272e-05-0j 1.93377e-06-0j -0.000274263-0j 2.06997e-07-0j -0.000176839-0j -4.17278e-05-0j 1.81829e-08-0j 1.13377e-06-0j 1.08409e-06-0j -2.70729e-05-0j 7.55848e-07-0j 0.00209385-0j -4.51717e-06-0j 1.39184e-09-0j 1.74945e-07-0j 1.69013e-07-0j 0.00391379-0j -2.9539e-06-0j 0.000323089-0j -2.5553e-05-0j -4.02421e-07-0j -1.77036e-05-0j -2.56137e-05-0j 1.92859e-08-0j 9.60458e-11-0j 1.33616e-08-0j -1.71224e-05-0j 0.00061017-0j 4.72405e-08-0j 0.000431931-0j -2.65881e-07-0j -4.04028e-06-0j 3.56172e-05-0j -4.04987e-06-0j 1.76055e-09-0j -3.13692e-08-0j -1.95382e-06-0j -0.0316217-0j 6.11302e-12-0j 0.000151111-0j 6.8219e-05-0j 0.000612299-0j -3.25999e-07-0j 6.82943e-05-0j -2.10197e-08-0j -1.74582e-06-0j -4.62127e-07-0j 1.00447e-10-0j 3.25139e-06-0j -0.00510293-0j -2.21814e-09-0j 8.84802e-05-0j 5.41801e-05-0j 6.35593e-06-0j 3.65323e-13-0j -0.0103499-0j -3.85552e-08-0j 7.79298e-06-0j -1.51697e-09-0j -0.000853457-0j 2.62345e-07-0j -0.00129375-0j 7.51668e-07-0j -1.46133e-10-0j 3.57938e-06-0j -0.000107437-0j -1.4648e-10-0j 2.08433e-14-0j 8.42788e-07-0j -2.80154e-06-0j 6.65123e-08-0j 1.31889e-09-0j 2.47014e-09-0j -1.65903e-13-0j 3.84934e-11-0j -1.23794e-14-0j 1.15007e-18-0j 
2.02858e-05-0j -0.000290713-0j 2.26802e-06-0j 0.00144781-0j 1.952e-06-0j -3.28022e-05-0j 0.00038976-0j 1.79302e-06-0j -0.00041105-0j -2.84076e-05-0j 1.19535e-06-0j 1.83e-07-0j 0.000165208-0j 6.00902e-05-0j -2.63003e-05-0j 0.00609182-0j 2.259e-07-0j 0.000144205-0j -2.68426e-06-0j 2.1131e-07-0j 4.51059e-05-0j -7.03466e-05-0j 1.40873e-07-0j 0.000134891-0j 6.93525e-06-0j -0.0449063-0j -4.5314e-05-0j -3.34787e-06-0j 7.47093e-08-0j 1.24516e-08-0j 3.97797e-05-0j 0.000761478-0j 1.37673e-05-0j 0.000507652-0j -0.00904796-0j 7.0817e-06-0j -2.05014e-06-0j -4.62485e-06-0j 6.63499e-07-0j 1.32069e-08-0j -0.00417519-0j 1.76092e-08-0j 1.19228e-05-0j 4.48705e-05-0j -0.00151862-0j 4.79261e-09-0j 1.12409e-05-0j 4.33664e-06-0j -0.000923453-0j -2.95912e-07-0j -0.000200798-0j -1.61074e-07-0j 7.78222e-10-0j 4.97246e-06-0j -1.33279e-05-0j 1.03763e-09-0j 1.9139e-06-0j 9.93569e-07-0j 7.64539e-07-0j 1.14727e-06-0j 6.2594e-07-0j -1.23297e-08-0j 5.90142e-07-0j 8.29373e-08-0j 2.0508e-11-0j 2.93005e-07-0j 5.52915e-08-0j 4.23307e-09-0j 3.20673e-08-0j 7.80305e-08-0j 2.60808e-08-0j 7.32459e-09-0j 4.88713e-09-0j 3.02587e-10-0j 4.32035e-10-0j 2.11562e-11-0j 5.51751e-13-0j 
5.79714e-05-0j 8.73951e-06-0j -0.000616515-0j 9.35509e-07-0j 5.5783e-06-0j -9.37998e-05-0j 8.21761e-08-0j 5.12399e-06-0j -0.00117467-0j 8.53999e-07-0j 3.416e-06-0j -0.000100013-0j -1.01541e-05-0j 6.2903e-09-0j 7.90649e-07-0j -0.000183135-0j -6.14064e-05-0j 9.31789e-08-0j -1.54323e-05-0j -5.74404e-05-0j -9.04601e-07-0j 0.0191223-0j 4.02579e-07-0j 8.71609e-08-0j 4.34072e-10-0j -2.90165e-05-0j -0.000129496-0j -9.5734e-06-0j 2.135e-07-0j -1.02253e-05-0j 8.38706e-09-0j 0.00217749-0j -1.70125e-06-0j -1.52612e-05-0j -1.90765e-06-0j -7.05147e-08-0j 6.16321e-08-0j 0.00252756-0j 2.76273e-11-0j -7.21779e-06-0j 0.000256619-0j -4.7867e-06-0j -7.32811e-07-0j 0.000387627-0j -1.58971e-07-0j 1.3696e-08-0j 7.26341e-09-0j 4.53963e-10-0j 3.72345e-05-0j -1.70125e-06-0j 1.19545e-06-0j -4.606e-07-0j -8.52849e-07-0j -9.97229e-08-0j -3.95847e-10-0j -8.52107e-07-0j 4.03523e-10-0j -1.84487e-07-0j 4.78519e-11-0j -1.41771e-07-0j -1.25309e-08-0j -1.42141e-07-0j -5.87623e-09-0j -3.28491e-10-0j -3.37411e-08-0j -1.77522e-08-0j 2.30228e-12-0j 9.41996e-14-0j -9.93762e-09-0j -9.33997e-10-0j -1.04697e-09-0j -2.0693e-11-0j -5.84766e-11-0j 5.23331e-15-0j -1.83863e-12-0j -2.78277e-14-0j -4.30227e-17-0j 
-0.000128298-0j -1.93417e-05-0j -1.43442e-05-0j -2.07041e-06-0j 0.00176876-0j -2.1824e-06-0j -1.81867e-07-0j 0.00217143-0j -1.08432e-05-0j 0.000270785-0j -7.56005e-06-0j -1.15739e-06-0j -2.36252e-07-0j -1.39213e-08-0j 0.00033506-0j -1.69048e-06-0j 0.000204695-0j 2.95451e-05-0j -1.78589e-07-0j 0.000255906-0j -2.1047e-08-0j -9.25914e-07-0j 0.00025619-0j 3.69368e-05-0j -9.60658e-10-0j -1.33644e-07-0j -0.0327934-0j 3.19124e-05-0j 0.000272374-0j -7.87506e-08-0j 2.65936e-06-0j 4.04623e-05-0j -1.96876e-08-0j 4.05072e-05-0j 3.37186e-06-0j -1.64064e-09-0j -0.00750357-0j 1.74791e-05-0j -6.11429e-11-0j 3.20718e-05-0j 3.56791e-06-0j -0.00613201-0j 6.54662e-06-0j -1.24516e-08-0j 2.10241e-07-0j 1.74618e-05-0j -0.000885079-0j 3.85764e-07-0j -1.79723e-09-0j -0.000540113-0j -1.16011e-10-0j 4.62759e-06-0j 9.42463e-07-0j -6.36529e-05-0j -3.65399e-12-0j 1.88702e-06-0j 3.85632e-07-0j 2.72066e-07-0j -2.90535e-06-0j 4.71754e-07-0j 2.77676e-08-0j 1.17528e-07-0j 3.93128e-08-0j 1.46348e-09-0j -1.29704e-10-0j 1.95881e-08-0j 1.4651e-09-0j 3.99197e-11-0j -4.58572e-11-0j 1.54857e-09-0j -6.04221e-12-0j 6.89789e-11-0j -4.5036e-13-0j 1.65937e-12-0j -2.12775e-14-0j -6.47454e-16-0j -1.15031e-17-0j 
-2.59202e-05-0j 0.000183776-0j 0.000275656-0j 3.97623e-05-0j -2.49417e-06-0j -0.00197244-0j 5.25752e-06-0j 0.000438696-0j -2.19066e-06-0j 1.7958e-05-0j -1.52736e-06-0j 4.47177e-05-0j -0.000431585-0j 5.37531e-07-0j -0.00318358-0j 1.60621e-05-0j 2.7456e-05-0j 3.96042e-06-0j -0.000324512-0j -0.00491782-0j -5.78752e-05-0j 1.77935e-05-0j -1.80001e-07-0j -0.000709375-0j 4.64149e-08-0j 2.56665e-06-0j 4.62426e-05-0j -0.000201311-0j 5.50279e-05-0j 4.57194e-06-0j 5.36593e-07-0j 0.0365695-0j -7.23089e-05-0j 1.33851e-06-0j -9.74758e-05-0j -6.02576e-06-0j -0.000497623-0j 4.71366e-06-0j 3.54747e-09-0j -0.00123914-0j -4.5493e-05-0j -0.000409818-0j 0.0119594-0j -3.39975e-05-0j 5.66607e-08-0j -6.12377e-09-0j -5.91146e-05-0j -1.48952e-05-0j -9.93603e-06-0j 0.00685014-0j -5.33165e-07-0j -9.68557e-06-0j -7.30175e-05-0j 0.00122169-0j 2.47459e-10-0j 3.80995e-07-0j 2.58169e-08-0j 0.00150148-0j -9.79775e-07-0j -6.02574e-06-0j 0.000205043-0j -2.98897e-06-0j -5.02147e-07-0j 8.07671e-06-0j 1.50863e-08-0j -1.13576e-06-0j 2.95623e-10-0j -3.09084e-09-0j -4.22383e-07-0j -9.98716e-08-0j -8.94678e-08-0j -3.10146e-09-0j -7.50865e-09-0j 1.00914e-12-0j -3.15059e-10-0j -5.96362e-12-0j 1.33713e-15-0j 
-2.61833e-06-0j 3.7523e-05-0j 2.78455e-05-0j -0.000186872-0j 3.60972e-05-0j -0.000402729-0j -5.03073e-05-0j -2.3143e-07-0j -2.2129e-07-0j -0.000525326-0j -1.54287e-07-0j 4.51717e-06-0j 0.00202833-0j -7.756e-06-0j 3.39465e-06-0j 3.27954e-06-0j -0.000397361-0j 0.0026667-0j -6.62584e-05-0j 2.59435e-06-0j 0.000553787-0j 1.79742e-06-0j 5.22837e-06-0j -1.74108e-05-0j -8.9515e-07-0j -1.20625e-05-0j 3.4951e-06-0j 0.00588894-0j -9.64293e-09-0j 4.61835e-07-0j 0.000735624-0j -3.8994e-05-0j 0.000339832-0j -7.85842e-05-0j -4.87098e-06-0j 8.69454e-05-0j -3.79121e-05-0j -6.8219e-05-0j -8.56395e-08-0j 3.25999e-07-0j -0.0306322-0j -6.21657e-05-0j 0.000146382-0j -6.94155e-06-0j 0.000117132-0j 3.56364e-07-0j 0.000417196-0j -5.59741e-07-0j 9.50742e-05-0j 0.0010465-0j 1.02825e-05-0j 0.000853951-0j 3.85198e-08-0j -0.00874663-0j -7.17511e-09-0j -1.10665e-05-0j 0.000106672-0j 3.6852e-05-0j 1.41382e-05-0j -0.00814304-0j 1.54507e-05-0j 8.74363e-05-0j -0.00208338-0j 1.01826e-06-0j 1.52395e-09-0j -0.00155704-0j 2.05209e-06-0j -5.46373e-10-0j 1.98508e-06-0j -0.000275956-0j 1.29093e-06-0j -1.28841e-05-0j 1.81266e-07-0j 5.59558e-09-0j 1.06644e-08-0j 2.59745e-10-0j -7.12159e-14-0j 
-8.36745e-06-0j 0.000119913-0j -9.35509e-07-0j -0.00059719-0j -8.05158e-07-0j 1.35302e-05-0j -0.000160768-0j -7.39585e-07-0j 0.00016955-0j 1.17175e-05-0j -4.93056e-07-0j -7.54835e-08-0j -6.81446e-05-0j -2.47859e-05-0j 1.08483e-05-0j -0.00251275-0j -9.31789e-08-0j -5.94815e-05-0j 1.1072e-06-0j -8.71609e-08-0j -1.86052e-05-0j 2.90165e-05-0j -5.81073e-08-0j -5.56398e-05-0j -2.86064e-06-0j 0.0185229-0j 1.86911e-05-0j 1.38092e-06-0j -3.0816e-08-0j -5.136e-09-0j -1.64083e-05-0j -0.000314094-0j -5.67872e-06-0j -0.000209396-0j 0.00373209-0j -2.92105e-06-0j 8.4564e-07-0j 1.90765e-06-0j -2.73679e-07-0j -5.44756e-09-0j 0.00172218-0j -7.26341e-09-0j -4.91791e-06-0j -1.85081e-05-0j 0.000626401-0j -1.97685e-09-0j -4.63665e-06-0j -1.78877e-06-0j 0.000380905-0j 1.22058e-07-0j 8.28248e-05-0j 6.64397e-08-0j -3.21e-10-0j -2.05104e-06-0j 5.49749e-06-0j -4.28e-10-0j -7.89444e-07-0j -4.09826e-07-0j -3.15356e-07-0j -4.73227e-07-0j -2.58187e-07-0j 5.08573e-09-0j -2.43421e-07-0j -3.42099e-08-0j -8.4591e-12-0j -1.20858e-07-0j -2.28066e-08-0j -1.74605e-09-0j -1.32271e-08-0j -3.21859e-08-0j -1.07578e-08-0j -3.02124e-09-0j -2.01584e-09-0j -1.24811e-10-0j -1.78206e-10-0j -8.72649e-12-0j -2.27596e-13-0j 
-1.72801e-05-0j 0.000122517-0j -1.93198e-06-0j 2.65082e-05-0j 0.000478122-0j 1.38241e-05-0j 3.50501e-06-0j -1.52736e-06-0j -1.46044e-06-0j -0.00344247-0j -1.01824e-06-0j -1.55886e-07-0j 3.02482e-06-0j 3.58354e-07-0j 1.10839e-05-0j 1.07081e-05-0j 5.53318e-05-0j -0.000759196-0j 1.13125e-06-0j -1.80001e-07-0j 4.05626e-07-0j -1.24709e-07-0j -0.00492634-0j 2.46976e-06-0j 3.09433e-08-0j 1.7111e-06-0j 4.62939e-05-0j -0.000405699-0j -6.36401e-08-0j -1.06067e-08-0j -0.000102863-0j 1.33851e-06-0j 2.52069e-07-0j 0.0366329-0j 3.39371e-07-0j 4.22324e-08-0j -0.000248439-0j 4.72485e-06-0j 2.36498e-09-0j -1.12501e-08-0j -9.16816e-05-0j -0.000615793-0j 2.18298e-07-0j 7.88725e-08-0j -1.08616e-05-0j -0.00101499-0j 0.00844915-0j 2.5862e-08-0j 3.46369e-08-0j -3.58591e-05-0j 3.73676e-09-0j 0.0084189-0j -6.62917e-10-0j -1.28578e-05-0j 1.64972e-10-0j -3.62859e-05-0j 0.00213456-0j 1.81915e-08-0j -9.80862e-07-0j 0.000862338-0j 3.73285e-09-0j -1.49413e-06-0j 0.000144479-0j 2.95623e-10-0j -1.74694e-11-0j -7.57654e-07-0j 8.09071e-06-0j 1.0761e-11-0j 5.87128e-10-0j -1.00109e-07-0j 1.55535e-10-0j -6.25034e-09-0j 1.74197e-11-0j -1.93448e-10-0j 1.09829e-12-0j 4.17969e-14-0j 8.91422e-16-0j 
-1.58728e-05-0j 0.000112539-0j 0.000168804-0j 2.43494e-05-0j -1.52736e-06-0j -0.00120787-0j 3.21956e-06-0j 0.000268645-0j -1.3415e-06-0j 1.0997e-05-0j -9.35314e-07-0j 2.73839e-05-0j -0.000264291-0j 3.29169e-07-0j -0.00194954-0j 9.83601e-06-0j 1.68133e-05-0j 2.42525e-06-0j -0.000198722-0j -0.00301154-0j -3.54412e-05-0j 1.08963e-05-0j -1.10228e-07-0j -0.000434402-0j 2.84232e-08-0j 1.57174e-06-0j 2.83177e-05-0j -0.000123277-0j 3.36976e-05-0j 2.79973e-06-0j 3.28595e-07-0j 0.0223942-0j -4.428e-05-0j 8.19668e-07-0j -5.96915e-05-0j -3.69001e-06-0j -0.000304731-0j 2.88651e-06-0j 2.17237e-09-0j -0.000758818-0j -2.78587e-05-0j -0.000250961-0j 0.0073236-0j -2.08191e-05-0j 3.46975e-08-0j -3.75003e-09-0j -3.62002e-05-0j -9.1214e-06-0j -6.08455e-06-0j 0.00419484-0j -3.26495e-07-0j -5.93118e-06-0j -4.47139e-05-0j 0.000748129-0j 1.51537e-10-0j 2.33311e-07-0j 1.58095e-08-0j 0.000919465-0j -5.99987e-07-0j -3.69e-06-0j 0.000125563-0j -1.83036e-06-0j -3.07501e-07-0j 4.94595e-06-0j 9.23846e-09-0j -6.95511e-07-0j 1.81031e-10-0j -1.89274e-09-0j -2.58656e-07-0j -6.11586e-08-0j -5.47876e-08-0j -1.89925e-09-0j -4.59809e-09-0j 6.1797e-13-0j -1.92934e-10-0j -3.65196e-12-0j 8.18823e-16-0j 
-1.30917e-06-0j 9.28208e-06-0j 4.2061e-05-0j 2.0083e-06-0j -1.25975e-07-0j -0.000300964-0j 2.65545e-07-0j -1.15715e-07-0j -1.10645e-07-0j 9.07017e-07-0j -7.71434e-08-0j -0.000647897-0j -6.58533e-05-0j 2.71494e-08-0j 8.39734e-07-0j 8.1126e-07-0j 4.18938e-06-0j 2.00032e-07-0j 0.00470173-0j 3.9188e-06-0j -8.83088e-06-0j 2.71503e-06-0j -9.09144e-09-0j 1.87112e-07-0j 2.34431e-09-0j 1.29635e-07-0j -1.21974e-08-0j -3.0717e-05-0j -4.82146e-09-0j 0.00414889-0j 2.7102e-08-0j -2.91407e-05-0j 0.00104765-0j 6.7605e-08-0j 2.57113e-08-0j -9.1944e-07-0j 6.54583e-08-0j -6.82943e-05-0j 1.79174e-10-0j -4.67579e-05-0j -6.94155e-06-0j 3.26567e-07-0j -4.75255e-06-0j -0.0308516-0j 2.8618e-09-0j -3.09297e-10-0j 1.55927e-08-0j 1.95934e-09-0j 0.000143959-0j 0.000518317-0j -8.13529e-08-0j -1.47787e-06-0j 0.00105381-0j -9.73513e-07-0j 1.24985e-11-0j 0.000345741-0j 1.30395e-09-0j -0.00711575-0j 2.58436e-10-0j 8.73046e-05-0j 1.55146e-05-0j -0.00826015-0j -7.662e-08-0j -6.43599e-09-0j 0.000139947-0j -0.00103067-0j 1.49312e-11-0j 8.15273e-13-0j -0.00234559-0j 1.447e-06-0j -0.000247248-0j -4.73236e-10-0j -6.81387e-06-0j 5.09693e-14-0j 4.56477e-09-0j -9.09958e-13-0j 6.78902e-17-0j 
5.29204e-05-0j 7.97805e-06-0j 5.91668e-06-0j 8.53999e-07-0j -0.000729577-0j 9.00194e-07-0j 7.50162e-08-0j -0.000895671-0j 4.47259e-06-0j -0.000111693-0j 3.11836e-06-0j 4.774e-07-0j 9.74488e-08-0j 5.74223e-09-0j -0.000138205-0j 6.97287e-07-0j -8.44322e-05-0j -1.21867e-05-0j 7.36644e-08-0j -0.000105556-0j 8.68143e-09-0j 3.8192e-07-0j -0.000105673-0j -1.52357e-05-0j 3.96251e-10-0j 5.51254e-08-0j 0.0135266-0j -1.31632e-05-0j -0.000112349-0j 3.24829e-08-0j -1.09693e-06-0j -1.66898e-05-0j 8.12074e-09-0j -1.67084e-05-0j -1.39082e-06-0j 6.76728e-10-0j 0.00309506-0j -7.20977e-06-0j 2.52202e-11-0j -1.32289e-05-0j -1.47169e-06-0j 0.00252932-0j -2.70034e-06-0j 5.136e-09-0j -8.67201e-08-0j -7.20264e-06-0j 0.000365076-0j -1.59119e-07-0j 7.41318e-10-0j 0.000222785-0j 4.78519e-11-0j -1.90878e-06-0j -3.88746e-07-0j 2.62555e-05-0j 1.50719e-12-0j -7.78355e-07-0j -1.59065e-07-0j -1.12221e-07-0j 1.19839e-06-0j -1.94589e-07-0j -1.14535e-08-0j -4.8478e-08-0j -1.62157e-08-0j -6.03655e-10-0j 5.35001e-11-0j -8.07966e-09-0j -6.04324e-10-0j -1.6466e-11-0j 1.89151e-11-0j -6.38754e-10-0j 2.49229e-12-0j -2.84523e-11-0j 1.85764e-13-0j -6.84457e-13-0j 8.77653e-15-0j 2.67061e-16-0j -3.92742e-17-0j 
2.16002e-06-0j -4.65952e-05-0j 2.41497e-07-0j 0.00047246-0j 2.07848e-07-0j -5.25752e-06-0j -0.00190973-0j -3.6558e-05-0j 1.82555e-07-0j -4.55314e-06-0j 1.2728e-07-0j 1.94857e-08-0j 5.39119e-05-0j -0.000603928-0j 0.000807177-0j -4.07246e-06-0j 2.40537e-08-0j 4.70582e-05-0j -4.30232e-07-0j -4.3084e-06-0j -0.000221008-0j 1.55886e-08-0j 1.50001e-08-0j -0.00842887-0j -0.000105295-0j 3.04972e-05-0j -3.85355e-06-0j -5.36593e-07-0j -4.58566e-06-0j 1.32583e-09-0j -0.000194911-0j 9.74758e-05-0j 4.49266e-06-0j -3.39371e-07-0j 0.0354069-0j -7.11736e-05-0j 0.000126169-0j 2.05397e-09-0j -1.34741e-05-0j -5.39956e-07-0j 5.68281e-06-0j -3.59033e-07-0j -0.00149392-0j -2.99965e-08-0j -6.36596e-05-0j 5.10314e-10-0j -0.000702406-0j 0.0167351-0j -1.88722e-05-0j 9.08178e-06-0j -1.27156e-05-0j -2.58169e-08-0j -1.58672e-08-0j 0.00466527-0j -1.41359e-06-0j 1.10486e-10-0j -9.37766e-06-0j -6.20845e-05-0j 0.00222268-0j 3.74388e-07-0j 0.00120461-0j -1.97619e-09-0j -5.93114e-06-0j 0.000322507-0j 2.18368e-12-0j -1.43566e-06-0j -1.12284e-06-0j 2.47613e-05-0j 1.04645e-08-0j -1.18471e-06-0j -2.62122e-07-0j -1.86257e-07-0j -9.92459e-08-0j -1.07922e-08-0j -1.3198e-08-0j -8.62826e-10-0j -2.81483e-11-0j 
1.54287e-07-0j -4.44539e-06-0j 1.72498e-08-0j 6.79702e-05-0j -2.12705e-06-0j -5.01591e-07-0j -0.000563549-0j 1.36372e-08-0j 1.30396e-08-0j 6.22358e-05-0j 9.09144e-09-0j 1.39184e-09-0j 7.756e-06-0j 0.00196292-0j -4.02167e-07-0j -3.88531e-07-0j -2.46158e-07-0j -0.000969948-0j -4.1046e-08-0j 1.60715e-09-0j -6.52181e-05-0j 1.11347e-09-0j -3.08084e-07-0j 6.33274e-06-0j 0.000707357-0j 4.38745e-06-0j -2.05951e-07-0j 7.33456e-06-0j 5.68215e-10-0j 9.47025e-11-0j 0.00824056-0j -4.85663e-08-0j 6.46333e-07-0j 9.30995e-06-0j -5.45654e-05-0j 0.000231333-0j 4.49149e-06-0j -2.10197e-08-0j 0.000136988-0j 1.00447e-10-0j -0.000117132-0j -3.85105e-08-0j 5.59741e-07-0j -2.8618e-09-0j -0.0296444-0j -2.09989e-08-0j -0.000151745-0j 0.000141662-0j -5.56906e-06-0j 6.4829e-07-0j 8.54214e-05-0j 1.06358e-06-0j 5.9189e-12-0j 0.00103007-0j 1.92367e-05-0j -2.26926e-09-0j 0.00119496-0j 4.66451e-08-0j -0.0111721-0j -1.54874e-05-0j 2.04471e-05-0j 2.70121e-08-0j -0.00554318-0j 1.71235e-05-0j 1.55977e-13-0j 6.06974e-05-0j -0.0032825-0j 2.20431e-06-0j 1.50546e-09-0j -0.00114025-0j 8.51963e-07-0j -0.000363145-0j 1.00901e-06-0j -3.16699e-05-0j 2.24977e-07-0j 2.0636e-08-0j 8.66507e-10-0j 
