-0.0034559-0j -0.000520996-0j -0.000386381-0j -5.57693e-05-0j 0.0476441-0j -5.8786e-05-0j -4.89884e-06-0j -0.000305461-0j -0.000292077-0j 0.00729399-0j -0.000203641-0j -3.1176e-05-0j -6.36377e-06-0j -3.74989e-07-0j -4.71337e-05-0j -4.55355e-05-0j 0.00551374-0j 0.000795839-0j -4.81056e-06-0j -3.59989e-05-0j -5.6693e-07-0j -2.49408e-05-0j 0.00690084-0j -5.196e-06-0j -2.58767e-08-0j -3.59989e-06-0j 0.00461312-0j 0.000859605-0j -1.27275e-05-0j -2.12126e-06-0j 7.16337e-05-0j -5.69193e-06-0j -5.30314e-07-0j 0.00109112-0j -4.74328e-07-0j -4.41929e-08-0j 0.000526398-0j 0.000470825-0j -1.64697e-09-0j -2.24993e-06-0j 9.61067e-05-0j 0.000862605-0j -4.59266e-07-0j -3.354e-07-0j 5.66314e-06-0j 0.000470359-0j 0.000124506-0j -2.70625e-08-0j -4.84109e-08-0j 7.59791e-05-0j -3.12491e-09-0j 0.000124651-0j -1.32579e-07-0j 8.95422e-06-0j -9.84254e-11-0j 5.08295e-05-0j 1.03876e-05-0j -3.82722e-08-0j 4.08702e-07-0j 1.27074e-05-0j -3.90613e-09-0j 3.16579e-06-0j 1.05895e-06-0j -2.05871e-10-0j -3.49375e-09-0j 5.27632e-07-0j 3.94646e-08-0j -5.6156e-12-0j -1.23523e-09-0j 4.1713e-08-0j -1.62756e-10-0j 1.85804e-09-0j -1.21311e-11-0j 4.46976e-11-0j -5.7314e-13-0j -1.74401e-14-0j -3.09853e-16-0j 
-0.00017785-0j -2.68119e-05-0j 0.0018914-0j -2.87004e-06-0j -1.71136e-05-0j 0.000287768-0j -2.52108e-07-0j 0.00301009-0j -1.50311e-05-0j -2.61998e-06-0j -1.04799e-05-0j 0.000306828-0j 3.11518e-05-0j -1.9298e-08-0j 0.000464467-0j -2.34338e-06-0j 0.000188388-0j -2.85863e-07-0j 4.73446e-05-0j -0.0337434-0j 2.77522e-06-0j 0.00012209-0j -1.23507e-06-0j 5.12027e-05-0j -1.33169e-09-0j -1.85261e-07-0j 0.000317292-0j 2.93702e-05-0j 0.000377571-0j 3.13701e-05-0j -2.57306e-08-0j -0.0053353-0j 5.21926e-06-0j -1.95282e-07-0j 4.67415e-06-0j 2.16332e-07-0j 7.26006e-05-0j 3.23425e-05-0j -8.47577e-11-0j -0.00850233-0j 3.28369e-06-0j -0.00281195-0j -0.000863228-0j 4.96005e-06-0j -2.03418e-09-0j -4.20179e-08-0j 4.26689e-06-0j 5.34754e-07-0j 4.76451e-07-0j -0.0009994-0j 1.5297e-08-0j 1.41307e-06-0j -0.000501006-0j -5.85823e-05-0j -5.06524e-12-0j 2.61418e-06-0j -1.23797e-09-0j -0.000108377-0j 2.81106e-08-0j 4.34938e-07-0j -7.36127e-06-0j 4.36075e-07-0j 1.80277e-08-0j -1.92972e-07-0j 1.03514e-07-0j 5.4462e-08-0j -7.06314e-12-0j 5.53376e-11-0j 3.04876e-08-0j 2.86541e-09-0j 3.212e-09-0j 6.3484e-11-0j 1.794e-10-0j -1.60552e-14-0j 5.64074e-12-0j 8.53723e-14-0j -1.59459e-17-0j 
-0.000162388-0j 0.00115134-0j -1.81555e-05-0j 0.000249108-0j -1.56258e-05-0j 0.00012991-0j 3.2938e-05-0j -1.43532e-05-0j 0.00329047-0j 0.000112506-0j -9.56881e-06-0j -1.46492e-06-0j 2.84254e-05-0j 3.36759e-06-0j 0.00010416-0j -0.0241261-0j -1.80833e-06-0j 2.48118e-05-0j 1.06308e-05-0j -1.69154e-06-0j 3.81183e-06-0j 0.000563127-0j -1.12769e-06-0j 2.32093e-05-0j 2.90786e-07-0j -0.00772654-0j 0.00036274-0j 1.32589e-05-0j -5.9805e-07-0j -9.96751e-08-0j 3.36172e-06-0j -0.00301576-0j 2.36879e-06-0j -0.00201051-0j -0.000764628-0j 3.96874e-07-0j 8.11939e-06-0j 3.7022e-05-0j 2.22246e-08-0j -1.05721e-07-0j -0.000718379-0j -1.40962e-07-0j 2.05143e-06-0j -0.000177706-0j -8.51071e-05-0j -3.83649e-08-0j 1.93411e-06-0j 2.43035e-07-0j -7.80395e-05-0j 1.17193e-06-0j -8.41919e-06-0j 6.3792e-07-0j -6.22969e-09-0j 4.20215e-07-0j -3.71695e-07-0j -8.30625e-09-0j 1.61741e-07-0j 1.70952e-07-0j 3.20562e-08-0j 1.97399e-07-0j 3.50791e-08-0j 4.88306e-08-0j 3.30729e-08-0j 2.77808e-09-0j -1.64167e-10-0j 2.47614e-08-0j 1.85205e-09-0j 1.01126e-10-0j 5.51747e-09-0j 3.27172e-09-0j 1.46163e-09-0j 2.04271e-10-0j 1.637e-10-0j 6.32219e-12-0j 1.03211e-11-0j 3.92781e-13-0j 8.42105e-15-0j 
-0.000118567-0j -1.78746e-05-0j -1.32562e-05-0j -1.91336e-06-0j 0.00328061-0j -2.01686e-06-0j -1.68072e-07-0j -1.04799e-05-0j -1.00207e-05-0j 0.000502239-0j -6.98661e-06-0j -1.0696e-06-0j -2.18332e-07-0j -1.28653e-08-0j -1.61709e-06-0j -1.56225e-06-0j 0.000379657-0j 5.47987e-05-0j -1.65043e-07-0j -1.23507e-06-0j -1.94505e-08-0j -8.55682e-07-0j -0.0338019-0j -1.78267e-07-0j -8.87791e-10-0j -1.23507e-07-0j 0.000317644-0j 5.91894e-05-0j -4.36663e-07-0j -7.27772e-08-0j 4.93245e-06-0j -1.95282e-07-0j -1.81943e-08-0j -0.00534454-0j -1.62735e-08-0j -1.51619e-09-0j 3.62459e-05-0j 3.24194e-05-0j -5.65051e-11-0j -7.71919e-08-0j 6.61757e-06-0j -0.00422523-0j -1.57567e-08-0j -1.15071e-08-0j 3.89944e-07-0j -0.0069643-0j -0.00060986-0j -9.28474e-10-0j -1.6609e-09-0j 5.23165e-06-0j -1.07211e-10-0j -0.00122827-0j -4.54858e-09-0j 6.16556e-07-0j -3.37683e-12-0j -0.000248974-0j -0.000102356-0j -1.31306e-09-0j 2.81418e-08-0j -6.22435e-05-0j -1.34014e-10-0j 2.17985e-07-0j -5.18696e-06-0j -7.06314e-12-0j -1.19865e-10-0j 3.63309e-08-0j -1.93307e-07-0j -1.92663e-13-0j -4.23789e-11-0j 2.87221e-09-0j -5.5839e-12-0j 1.27938e-10-0j -4.162e-13-0j 3.07772e-12-0j -1.96636e-14-0j -5.98344e-16-0j -1.06306e-17-0j 
2.56705e-05-0j -0.00036788-0j 2.87004e-06-0j 0.00183212-0j 2.47014e-06-0j -4.15094e-05-0j 0.000493218-0j -0.000434469-0j 2.16955e-06-0j -3.59482e-05-0j 1.51265e-06-0j 2.31576e-07-0j 0.000209061-0j 7.60407e-05-0j 0.00637285-0j -3.2153e-05-0j 2.85863e-07-0j 0.000182483-0j -3.39678e-06-0j -5.12027e-05-0j 5.70789e-05-0j 1.85261e-07-0j 1.78267e-07-0j -0.0326856-0j 8.77616e-06-0j 0.000118263-0j -4.57971e-05-0j -4.23653e-06-0j -5.44977e-05-0j 1.57567e-08-0j 5.03389e-05-0j 0.000769595-0j 1.74217e-05-0j -2.67942e-06-0j -0.00914441-0j 8.96148e-06-0j 0.000996137-0j 2.44102e-08-0j 8.39619e-07-0j -6.41705e-06-0j 2.20369e-05-0j -4.26689e-06-0j -0.00579315-0j -2.36829e-07-0j 8.01539e-06-0j 6.06477e-09-0j -0.0027238-0j -0.00210712-0j 4.87404e-06-0j 7.17028e-05-0j 1.05982e-06-0j -2.0383e-07-0j -1.88572e-07-0j -0.00120488-0j 7.03456e-08-0j 1.31306e-09-0j 2.42193e-06-0j -0.000240753-0j -0.000185256-0j 1.45181e-06-0j -0.000151672-0j -1.56025e-08-0j 7.4679e-07-0j -2.00966e-05-0j 2.59516e-11-0j 3.70781e-07-0j 6.99683e-08-0j -1.02572e-06-0j 4.05793e-08-0j 9.8743e-08-0j 3.30038e-08-0j 9.26885e-09-0j 6.18438e-09-0j 3.82907e-10-0j 5.46716e-10-0j 2.6772e-11-0j 6.98209e-13-0j 
0.000220078-0j 3.3178e-05-0j -0.00234049-0j 3.5515e-06-0j 2.1177e-05-0j -0.000356095-0j 3.11967e-07-0j -0.0037248-0j 1.86e-05-0j 3.24206e-06-0j 1.29682e-05-0j -0.000379681-0j -3.85484e-05-0j 2.388e-08-0j -0.000574749-0j 2.89979e-06-0j -0.000233119-0j 3.53738e-07-0j -5.8586e-05-0j 0.0417553-0j -3.43416e-06-0j -0.000151078-0j 1.52832e-06-0j -6.33601e-05-0j 1.64788e-09-0j 2.29248e-07-0j -0.000392628-0j -3.63438e-05-0j -0.000467221-0j -3.88185e-05-0j 3.184e-08-0j 0.00660209-0j -6.4585e-06-0j 2.41649e-07-0j -5.78396e-06-0j -2.67697e-07-0j -8.98387e-05-0j -4.00219e-05-0j 1.04882e-10-0j 0.0105211-0j -4.06336e-06-0j 0.00347961-0j 0.00106819-0j -6.13775e-06-0j 2.51718e-09-0j 5.19945e-08-0j -5.28001e-06-0j -6.61725e-07-0j -5.89578e-07-0j 0.00123669-0j -1.8929e-08-0j -1.74859e-06-0j 0.000619964-0j 7.24918e-05-0j 6.26792e-12-0j -3.23488e-06-0j 1.5319e-09-0j 0.000134109-0j -3.47851e-08-0j -5.38208e-07-0j 9.10911e-06-0j -5.39616e-07-0j -2.23081e-08-0j 2.38791e-07-0j -1.28092e-07-0j -6.73933e-08-0j 8.74019e-12-0j -6.84768e-11-0j -3.77264e-08-0j -3.54576e-09-0j -3.97464e-09-0j -7.85574e-11-0j -2.21996e-10-0j 1.98674e-14-0j -6.98006e-12-0j -1.05643e-13-0j 1.97321e-17-0j 
0.000146719-0j 2.21187e-05-0j 1.64037e-05-0j 2.36767e-06-0j -0.00405955-0j 2.49574e-06-0j 2.07978e-07-0j 1.29682e-05-0j 1.24e-05-0j -0.000621488-0j 8.64549e-06-0j 1.32357e-06-0j 2.70172e-07-0j 1.592e-08-0j 2.00104e-06-0j 1.93319e-06-0j -0.000469801-0j -6.78099e-05-0j 2.04231e-07-0j 1.52832e-06-0j 2.40688e-08-0j 1.05885e-06-0j 0.0418277-0j 2.20594e-07-0j 1.09859e-09-0j 1.52832e-07-0j -0.000393064-0j -7.32431e-05-0j 5.40343e-07-0j 9.00572e-08-0j -6.10359e-06-0j 2.41649e-07-0j 2.25143e-08-0j 0.00661353-0j 2.01374e-08-0j 1.87619e-09-0j -4.48521e-05-0j -4.01169e-05-0j 6.99215e-11-0j 9.55201e-08-0j -8.18883e-06-0j 0.00522846-0j 1.9498e-08-0j 1.42393e-08-0j -4.82531e-07-0j 0.00861788-0j 0.000754663-0j 1.14893e-09-0j 2.05527e-09-0j -6.47384e-06-0j 1.32667e-10-0j 0.00151991-0j 5.62858e-09-0j -7.62949e-07-0j 4.17861e-12-0j 0.00030809-0j 0.000126659-0j 1.62483e-09-0j -3.48237e-08-0j 7.70225e-05-0j 1.65833e-10-0j -2.69743e-07-0j 6.41854e-06-0j 8.74019e-12-0j 1.48326e-10-0j -4.49572e-08-0j 2.39205e-07-0j 2.38408e-13-0j 5.24412e-11-0j -3.55418e-09-0j 6.90973e-12-0j -1.58316e-10-0j 5.15021e-13-0j -3.80848e-12-0j 2.43324e-14-0j 7.40413e-16-0j 1.31547e-17-0j 
2.96417e-05-0j -0.000210161-0j -0.000315234-0j -4.54712e-05-0j -0.00040865-0j 0.00225563-0j -6.01237e-06-0j 2.61998e-06-0j 2.50518e-06-0j 0.00294228-0j 1.74665e-06-0j -5.11381e-05-0j 0.00049355-0j -6.14707e-07-0j -1.9013e-05-0j -1.83683e-05-0j 0.00449845-0j 0.000648884-0j 0.000371104-0j -2.93702e-05-0j 6.61847e-05-0j -2.03483e-05-0j -5.91894e-05-0j -4.23653e-06-0j -5.3079e-08-0j -2.93515e-06-0j -3.95674e-05-0j -0.0329832-0j 1.09166e-07-0j -5.22835e-06-0j 8.79165e-05-0j 0.0002184-0j 8.26907e-05-0j 0.000440139-0j -5.82145e-07-0j 6.89092e-06-0j 0.000212341-0j 0.000772295-0j -4.0568e-09-0j -3.69057e-06-0j -0.00745367-0j 0.000703767-0j 3.56189e-05-0j 3.88787e-05-0j 9.2834e-06-0j -4.03433e-06-0j 0.000101516-0j -4.43626e-08-0j 1.13626e-05-0j -0.0058613-0j 6.09714e-07-0j -0.00478286-0j -4.36075e-07-0j -0.00104533-0j -2.82988e-10-0j 0.000125282-0j 1.27487e-05-0j 8.96713e-06-0j 8.38341e-07-0j -0.00198143-0j 1.22456e-06-0j -0.000489719-0j -0.00016512-0j 4.82357e-08-0j -1.72524e-08-0j -0.000186086-0j 9.72088e-08-0j -1.84591e-11-0j 4.83026e-07-0j -1.63632e-05-0j 1.02313e-07-0j -5.0815e-07-0j 8.58671e-09-0j 1.6534e-10-0j 3.60294e-10-0j 6.81985e-12-0j -1.52911e-15-0j 
-0.000128379-0j -1.93539e-05-0j 0.00136529-0j -2.07171e-06-0j -1.23533e-05-0j 0.000207722-0j -1.81981e-07-0j 0.0021728-0j -1.085e-05-0j -1.8912e-06-0j -7.5648e-06-0j 0.00022148-0j 2.24866e-05-0j -1.393e-08-0j 0.00033527-0j -1.69154e-06-0j 0.000135986-0j -2.06347e-07-0j 3.41752e-05-0j -0.0243573-0j 2.00326e-06-0j 8.81289e-05-0j -8.91521e-07-0j 3.69601e-05-0j -9.61262e-10-0j -1.33728e-07-0j 0.000229033-0j 2.12005e-05-0j 0.000272545-0j 2.26442e-05-0j -1.85734e-08-0j -0.00385122-0j 3.76746e-06-0j -1.40962e-07-0j 3.37398e-06-0j 1.56157e-07-0j 5.24059e-05-0j 2.33461e-05-0j -6.11813e-11-0j -0.00613731-0j 2.37029e-06-0j -0.00202977-0j -0.000623111-0j 3.58035e-06-0j -1.46835e-09-0j -3.03302e-08-0j 3.08001e-06-0j 3.86006e-07-0j 3.4392e-07-0j -0.000721405-0j 1.10419e-08-0j 1.02001e-06-0j -0.000361645-0j -4.22869e-05-0j -3.65628e-12-0j 1.88701e-06-0j -8.93611e-10-0j -7.82305e-05-0j 2.02913e-08-0j 3.13955e-07-0j -5.31365e-06-0j 3.14776e-07-0j 1.30131e-08-0j -1.39295e-07-0j 7.47205e-08-0j 3.93128e-08-0j -5.09845e-12-0j 3.99448e-11-0j 2.20071e-08-0j 2.06836e-09-0j 2.31854e-09-0j 4.58251e-11-0j 1.29498e-10-0j -1.15893e-14-0j 4.0717e-12-0j 6.1625e-14-0j 2.32807e-17-0j 
-3.17656e-05-0j 0.000455229-0j -3.5515e-06-0j -0.00226713-0j -3.05664e-06-0j 5.13652e-05-0j -0.000610327-0j 0.000537628-0j -2.68468e-06-0j 4.44836e-05-0j -1.8718e-06-0j -2.8656e-07-0j -0.000258699-0j -9.40956e-05-0j -0.007886-0j 3.97873e-05-0j -3.53738e-07-0j -0.000225811-0j 4.2033e-06-0j 6.33601e-05-0j -7.06316e-05-0j -2.29248e-07-0j -2.20594e-07-0j 0.0404464-0j -1.08599e-05-0j -0.000146342-0j 5.6671e-05-0j 5.24244e-06-0j 6.74375e-05-0j -1.9498e-08-0j -6.22912e-05-0j -0.000952325-0j -2.15583e-05-0j 3.31561e-06-0j 0.0113156-0j -1.10893e-05-0j -0.00123266-0j -3.02061e-08-0j -1.03898e-06-0j 7.94069e-06-0j -2.72693e-05-0j 5.28001e-06-0j 0.00716866-0j 2.93061e-07-0j -9.91854e-06-0j -7.50477e-09-0j 0.00337054-0j 0.00260742-0j -6.03132e-06-0j -8.87277e-05-0j -1.31146e-06-0j 2.52227e-07-0j 2.33346e-07-0j 0.00149096-0j -8.70483e-08-0j -1.62483e-09-0j -2.99699e-06-0j 0.000297916-0j 0.000229243-0j -1.79652e-06-0j 0.000187685-0j 1.93071e-08-0j -9.24106e-07-0j 2.48683e-05-0j -3.21135e-11-0j -4.58818e-07-0j -8.65813e-08-0j 1.26926e-06-0j -5.02143e-08-0j -1.22188e-07-0j -4.08401e-08-0j -1.14696e-08-0j -7.65278e-09-0j -4.73823e-10-0j -6.76527e-10-0j -3.31286e-11-0j -8.63989e-13-0j 
1.04799e-05-0j 1.57991e-06-0j -0.000336699-0j 1.69119e-07-0j 1.00843e-06-0j -5.12272e-05-0j 1.48556e-08-0j 9.26303e-07-0j 8.85715e-07-0j 1.54384e-07-0j 6.17535e-07-0j 0.00518643-0j -5.54551e-06-0j 1.13714e-09-0j 1.42932e-07-0j 1.38085e-07-0j -3.35361e-05-0j 1.68447e-08-0j 0.000800284-0j -3.13701e-05-0j -4.94033e-07-0j -2.17339e-05-0j 7.27772e-08-0j 1.57567e-08-0j 7.84704e-11-0j 1.09166e-08-0j 9.76409e-08-0j -5.22835e-06-0j 3.85959e-08-0j -0.033212-0j 1.51619e-09-0j -4.96005e-06-0j 8.8223e-05-0j 1.15071e-08-0j 1.43839e-09-0j -3.85105e-08-0j 1.11417e-08-0j 0.000546698-0j 4.9944e-12-0j 0.000374298-0j -5.84548e-07-0j -2.61418e-06-0j -4.00212e-07-0j -0.00525127-0j 1.19865e-10-0j 2.47593e-09-0j 1.31306e-09-0j 8.20663e-11-0j 8.05362e-06-0j 8.8223e-05-0j -2.7231e-09-0j -2.51549e-07-0j -0.00843579-0j -5.4462e-08-0j 2.98472e-13-0j -0.00276766-0j 7.29478e-11-0j -0.000599217-0j 8.65055e-12-0j 7.35191e-06-0j 6.49824e-07-0j -0.00140596-0j -3.20921e-09-0j -1.794e-10-0j -0.00112028-0j -5.76597e-05-0j 4.162e-13-0j 1.70292e-14-0j -0.000197522-0j 4.8435e-08-0j -1.03559e-05-0j -1.13011e-11-0j -1.89933e-07-0j 9.46065e-16-0j 9.53474e-11-0j -1.51976e-14-0j -1.90047e-18-0j 
-8.5586e-05-0j -1.29026e-05-0j -9.56881e-06-0j -1.38114e-06-0j 0.00236807-0j -1.45585e-06-0j -1.21321e-07-0j -7.5648e-06-0j -7.23334e-06-0j 0.000362535-0j -5.0432e-06-0j -7.7208e-07-0j -1.576e-07-0j -9.28668e-09-0j -1.16727e-06-0j -1.12769e-06-0j 0.000274051-0j 3.95558e-05-0j -1.19134e-07-0j -8.91521e-07-0j -1.40401e-08-0j -6.17664e-07-0j -0.0243995-0j -1.2868e-07-0j -6.40841e-10-0j -8.91521e-08-0j 0.000229287-0j 4.27252e-05-0j -3.152e-07-0j -5.25334e-08-0j 3.56043e-06-0j -1.40962e-07-0j -1.31333e-08-0j -0.0038579-0j -1.17468e-08-0j -1.09445e-09-0j 2.61637e-05-0j 2.34015e-05-0j -4.07876e-11-0j -5.57201e-08-0j 4.77682e-06-0j -0.00304993-0j -1.13738e-08-0j -8.30625e-09-0j 2.81477e-07-0j -0.0050271-0j -0.00044022-0j -6.70208e-10-0j -1.1989e-09-0j 3.77641e-06-0j -7.7389e-11-0j -0.000886614-0j -3.28334e-09-0j 4.45054e-07-0j -2.43752e-12-0j -0.000179719-0j -7.38845e-05-0j -9.47817e-10-0j 2.03138e-08-0j -4.49298e-05-0j -9.67362e-11-0j 1.5735e-07-0j -3.74415e-06-0j -5.09845e-12-0j -8.65235e-11-0j 2.6225e-08-0j -1.39536e-07-0j -1.39071e-13-0j -3.05907e-11-0j 2.07327e-09-0j -4.03067e-12-0j 9.23508e-11-0j -3.00429e-13-0j 2.22162e-12-0j -1.41939e-14-0j -4.31907e-16-0j -3.03553e-17-0j 
-2.47014e-06-0j 5.32851e-05-0j -2.7617e-07-0j -0.000540294-0j 3.40542e-05-0j 6.01237e-06-0j 0.00218392-0j -2.18332e-07-0j -2.08765e-07-0j -0.000745996-0j -1.45554e-07-0j -2.22834e-08-0j -6.16523e-05-0j 0.000690638-0j 4.82062e-06-0j 4.65716e-06-0j 3.941e-06-0j 0.0077101-0j 4.92002e-07-0j -2.57306e-08-0j 0.00025274-0j -1.78267e-08-0j 4.93245e-06-0j -5.03389e-05-0j 0.000120413-0j -3.48758e-05-0j 3.29728e-06-0j -8.79165e-05-0j -9.09715e-09-0j -1.51619e-09-0j -0.0319346-0j 5.82145e-07-0j -5.13769e-06-0j -0.000111595-0j 0.000211457-0j 8.13924e-05-0j -5.38376e-05-0j 3.36527e-07-0j 1.54086e-05-0j -1.60816e-09-0j 0.000931083-0j 6.16556e-07-0j -4.44937e-06-0j 3.43032e-08-0j -0.0104301-0j 3.36194e-07-0j 0.00120622-0j 4.98425e-05-0j 2.15818e-05-0j -7.77079e-06-0j 1.45413e-05-0j -1.27487e-05-0j -9.4762e-11-0j -0.00399183-0j 1.61655e-06-0j 3.63309e-08-0j -0.00463081-0j -3.70781e-07-0j -0.00190183-0j 0.000123109-0j 7.19414e-06-0j -3.23783e-07-0j -0.00195032-0j 1.92608e-06-0j -2.4972e-12-0j -0.000235221-0j -0.000369221-0j 1.47879e-07-0j -1.19669e-08-0j -0.000194105-0j 2.99756e-07-0j -3.05167e-05-0j 1.13495e-07-0j -1.76822e-06-0j 1.50929e-08-0j 9.86707e-10-0j 3.21897e-11-0j 
1.85299e-05-0j -0.00026555-0j 2.07171e-06-0j 0.00132249-0j 1.78304e-06-0j -2.9963e-05-0j 0.000356024-0j -0.000313617-0j 1.56606e-06-0j -2.59488e-05-0j 1.09189e-06-0j 1.6716e-07-0j 0.000150908-0j 5.48891e-05-0j 0.00460017-0j -2.32093e-05-0j 2.06347e-07-0j 0.000131723-0j -2.45193e-06-0j -3.69601e-05-0j 4.12018e-05-0j 1.33728e-07-0j 1.2868e-07-0j -0.0235937-0j 6.33497e-06-0j 8.53664e-05-0j -3.30581e-05-0j -3.05809e-06-0j -3.93386e-05-0j 1.13738e-08-0j 3.63365e-05-0j 0.000555523-0j 1.25757e-05-0j -1.93411e-06-0j -0.00660078-0j 6.46874e-06-0j 0.00071905-0j 1.76202e-08-0j 6.06069e-07-0j -4.63207e-06-0j 1.59071e-05-0j -3.08001e-06-0j -0.00418172-0j -1.70952e-07-0j 5.78582e-06-0j 4.37778e-09-0j -0.00196615-0j -0.001521-0j 3.51827e-06-0j 5.17578e-05-0j 7.6502e-07-0j -1.47132e-07-0j -1.36118e-07-0j -0.000869729-0j 5.07781e-08-0j 9.47817e-10-0j 1.74824e-06-0j -0.000173784-0j -0.000133725-0j 1.04797e-06-0j -0.000109483-0j -1.12625e-08-0j 5.39062e-07-0j -1.45065e-05-0j 1.87329e-11-0j 2.67644e-07-0j 5.05058e-08-0j -7.40402e-07-0j 2.92917e-08-0j 7.12765e-08-0j 2.38234e-08-0j 6.69061e-09-0j 4.46412e-09-0j 2.76397e-10-0j 3.9464e-10-0j 1.9325e-11-0j 5.03999e-13-0j 
-3.66797e-05-0j 0.000260062-0j 0.000390082-0j 5.62678e-05-0j 0.000505678-0j -0.0027912-0j 7.43993e-06-0j -3.24206e-06-0j -3.1e-06-0j -0.00364088-0j -2.16137e-06-0j 6.32801e-05-0j -0.000610737-0j 7.60661e-07-0j 2.35273e-05-0j 2.27296e-05-0j -0.00556655-0j -0.000802952-0j -0.000459218-0j 3.63438e-05-0j -8.18993e-05-0j 2.51797e-05-0j 7.32431e-05-0j 5.24244e-06-0j 6.56819e-08-0j 3.63207e-06-0j 4.89621e-05-0j 0.0408146-0j -1.35086e-07-0j 6.46976e-06-0j -0.000108791-0j -0.000270257-0j -0.000102325-0j -0.000544645-0j 7.20368e-07-0j -8.52707e-06-0j -0.000262758-0j -0.000955667-0j 5.02003e-09-0j 4.56685e-06-0j 0.00922345-0j -0.000870867-0j -4.40761e-05-0j -4.81099e-05-0j -1.14876e-05-0j 4.99223e-06-0j -0.000125619-0j 5.4896e-08-0j -1.40605e-05-0j 0.00725299-0j -7.54483e-07-0j 0.00591849-0j 5.39616e-07-0j 0.00129354-0j 3.50179e-10-0j -0.000155028-0j -1.57757e-05-0j -1.10963e-05-0j -1.03739e-06-0j 0.0024519-0j -1.51531e-06-0j 0.000605996-0j 0.000204325-0j -5.96887e-08-0j 2.13487e-08-0j 0.00023027-0j -1.2029e-07-0j 2.2842e-11-0j -5.97715e-07-0j 2.02484e-05-0j -1.26606e-07-0j 6.28803e-07-0j -1.06255e-08-0j -2.04597e-10-0j -4.45841e-10-0j -8.43913e-12-0j 1.89218e-15-0j 
-2.61998e-06-0j 3.75466e-05-0j 5.60189e-05-0j -0.000186989-0j -2.52108e-07-0j -0.0008102-0j -5.03389e-05-0j -2.31576e-07-0j -2.21429e-07-0j 3.66894e-06-0j -1.54384e-07-0j -0.000427675-0j 0.00408055-0j -7.76087e-06-0j 3.39678e-06-0j 3.2816e-06-0j 5.57962e-06-0j -1.86246e-05-0j 0.00627319-0j 5.21926e-06-0j 0.0011141-0j 3.61601e-06-0j -1.81943e-08-0j -1.74217e-05-0j -8.95713e-07-0j -1.20701e-05-0j -2.44102e-08-0j -8.26907e-05-0j -9.64899e-09-0j -8.8223e-05-0j -5.13769e-06-0j -7.84473e-05-0j -0.0321745-0j 2.73467e-07-0j -4.87404e-06-0j 0.000174915-0j 2.64783e-07-0j -4.50809e-05-0j -8.56933e-08-0j -3.08648e-05-0j 0.000430128-0j 4.34938e-07-0j 0.000294488-0j 0.00132602-0j -8.18068e-07-0j -6.18983e-10-0j -1.45181e-06-0j -5.60093e-07-0j -0.0090014-0j 0.000691554-0j 2.06861e-05-0j -3.97846e-06-0j -1.10664e-05-0j 0.000122817-0j -7.17962e-09-0j -7.35191e-06-0j -2.47187e-07-0j -0.00703973-0j -9.8743e-08-0j -0.00268121-0j -0.00146284-0j 0.00017533-0j 1.45762e-05-0j 2.04851e-06-0j -7.31097e-07-0j -0.00207603-0j -7.14111e-09-0j -5.46716e-10-0j -0.000761326-0j -0.000182359-0j -0.000370872-0j 1.80914e-07-0j -3.46268e-05-0j -3.90803e-11-0j -1.00968e-06-0j 5.22548e-10-0j -7.12606e-14-0j 
-1.29682e-05-0j -1.95504e-06-0j 0.000416644-0j -2.09274e-07-0j -1.24787e-06-0j 6.33904e-05-0j -1.83828e-08-0j -1.14624e-06-0j -1.09602e-06-0j -1.9104e-07-0j -7.64161e-07-0j -0.00641788-0j 6.86221e-06-0j -1.40714e-09-0j -1.76869e-07-0j -1.70872e-07-0j 4.14988e-05-0j -2.08442e-08-0j -0.0009903-0j 3.88185e-05-0j 6.11335e-07-0j 2.68943e-05-0j -9.00572e-08-0j -1.9498e-08-0j -9.71021e-11-0j -1.35086e-08-0j -1.20824e-07-0j 6.46976e-06-0j -4.776e-08-0j 0.0410977-0j -1.87619e-09-0j 6.13775e-06-0j -0.00010917-0j -1.42393e-08-0j -1.77991e-09-0j 4.76543e-08-0j -1.37871e-08-0j -0.000676504-0j -6.18025e-12-0j -0.000463171-0j 7.23341e-07-0j 3.23488e-06-0j 4.95238e-07-0j 0.00649812-0j -1.48326e-10-0j -3.06381e-09-0j -1.62483e-09-0j -1.01552e-10-0j -9.96584e-06-0j -0.00010917-0j 3.36967e-09-0j 3.11276e-07-0j 0.0104388-0j 6.73933e-08-0j -3.69341e-13-0j 0.00342481-0j -9.02683e-11-0j 0.000741493-0j -1.07045e-11-0j -9.09753e-06-0j -8.04116e-07-0j 0.00173979-0j 3.97119e-09-0j 2.21996e-10-0j 0.00138628-0j 7.13502e-05-0j -5.15021e-13-0j -2.10725e-14-0j 0.000244422-0j -5.99352e-08-0j 1.28148e-05-0j 1.39844e-11-0j 2.3503e-07-0j -1.1707e-15-0j -1.17986e-10-0j 1.88061e-14-0j 2.35171e-18-0j 
