-0.0723462-0j -0.0120577-0j -0.00738381-0j -0.00150721-0j -8.88134e-05-0j -0.00112919-0j -0.000182223-0j -0.000148784-0j -2.14752e-05-0j -1.8598e-05-0j -2.1918e-06-0j -1.00042e-07-0j -0.0419376-0j 0.040904-0j -0.00663092-0j 0.00646748-0j -0.0052422-0j -0.0034948-0j -0.000756647-0j 0.005113-0j 0.00340866-0j 0.000737997-0j -0.000873701-0j -0.0003089-0j -7.28084e-05-0j 0.000852166-0j 0.000301286-0j -7.7225e-05-0j 7.10138e-05-0j 7.53215e-05-0j -6.43541e-06-0j 6.27679e-06-0j -2.39834e-07-0j 2.33922e-07-0j -0.0316024-0j -0.000677545-0j 0.044438-0j -0.00492689-0j -0.000105631-0j 0.00692799-0j -0.00381636-0j -0.000550844-0j -0.00348384-0j -8.18213e-05-0j -1.18099e-05-0j 0.0053664-0j -0.000615862-0j -7.46923e-05-0j 0.000774573-0j -0.000410575-0j -5.13218e-05-0j 0.00489883-0j -0.000355568-0j -1.32039e-05-0j -8.80257e-06-0j -7.258e-05-0j -1.10032e-06-0j 0.000865998-0j -3.629e-05-0j -7.62325e-06-0j -4.27682e-06-0j 0.000577332-0j 7.21665e-05-0j -1.55609e-06-0j 0.000499984-0j -5.23801e-06-0j -7.78045e-07-0j -9.16934e-08-0j 0.000102059-0j -3.38112e-07-0j 5.10294e-05-0j -1.12301e-07-0j 6.01388e-06-0j -1.06495e-08-0j 7.36547e-06-0j -7.249e-09-0j -2.28322e-10-0j 4.75439e-07-0j 1.49749e-08-0j 
-0.000235335-0j -3.92226e-05-0j -0.439056-0j 0.000942372-0j -2.88901e-07-0j -0.000212005-0j -3.42121e-05-0j 0.00536921-0j -4.03193e-06-0j -0.0638281-0j 7.90959e-05-0j -1.87827e-08-0j -0.000136419-0j -0.000137833-0j -2.15698e-05-0j -2.17933e-05-0j 0.00327764-0j -1.13683e-05-0j -2.4613e-06-0j 0.00331161-0j -1.14861e-05-0j -2.48681e-06-0j 0.000546274-0j -0.0556838-0j -2.36839e-07-0j 0.000551935-0j -0.0562609-0j -0.00459195-0j -2.39293e-07-0j -0.00463954-0j 4.02369e-06-0j 4.06538e-06-0j -7.80156e-10-0j -7.88241e-10-0j -0.0001028-0j -0.000127208-0j -7.42047e-05-0j -1.60267e-05-0j -1.9832e-05-0j -1.15687e-05-0j 0.00238614-0j -1.79184e-06-0j -1.13326e-05-0j 0.0029527-0j -2.21729e-06-0j 0.00172241-0j 0.000385062-0j -1.40234e-05-0j -1.29342e-06-0j -1.33556e-06-0j -1.66945e-07-0j -8.1803e-06-0j -0.0211428-0j 0.00047649-0j -1.65267e-06-0j 4.538e-05-0j -2.06584e-07-0j 0.000277953-0j -0.00654182-0j -0.0261629-0j -1.39121e-08-0j -9.64058e-07-0j -1.20507e-07-0j 5.61549e-05-0j -0.0152617-0j -0.000311463-0j -0.00809509-0j -1.72153e-08-0j 3.2757e-05-0j 2.11402e-07-0j -0.00472213-0j -0.000385415-0j -1.00423e-08-0j -3.46419e-11-0j -0.000224826-0j 2.61596e-07-0j -4.28672e-11-0j 1.52598e-07-0j -2.50059e-11-0j 
4.80376e-05-0j -0.000763014-0j -0.000942372-0j -0.42534-0j 0.00161807-0j 4.32752e-05-0j -0.000665543-0j -0.000545142-0j 0.00365866-0j 0.0130562-0j -0.109404-0j 0.000175942-0j 2.78464e-05-0j 2.8135e-05-0j -0.000419606-0j -0.000423955-0j -0.000332783-0j 2.32054e-06-0j 0.00223344-0j -0.000336231-0j 2.34458e-06-0j 0.00225658-0j 0.00528581-0j -5.92384e-05-0j 0.000658608-0j 0.00534059-0j -5.98523e-05-0j -0.0438142-0j 0.000665433-0j -0.0442682-0j -0.0112092-0j -0.0113254-0j 1.09848e-05-0j 1.10986e-05-0j 2.09839e-05-0j 2.59662e-05-0j 1.5147e-05-0j -0.000311775-0j -0.000385802-0j -0.000225051-0j -0.000242268-0j 0.00162596-0j 2.31326e-06-0j -0.000299791-0j 0.00201202-0j -0.000174878-0j 0.00372591-0j 2.86251e-06-0j 0.00117368-0j -2.59812e-05-0j 0.000464245-0j 1.6698e-06-0j -4.538e-05-0j 0.00461058-0j -3.21502e-05-0j -0.0204823-0j 0.000574474-0j 0.0026895-0j 0.000663247-0j -5.61549e-05-0j 7.79184e-05-0j -1.87543e-05-0j 0.00033511-0j -0.0253455-0j -3.2757e-05-0j -0.00910727-0j 0.000820726-0j 9.6419e-05-0j -0.0147849-0j -0.000984974-0j 0.000478757-0j -0.0112697-0j 5.62444e-05-0j 6.83824e-07-0j -0.00657398-0j -0.00121884-0j 8.46189e-07-0j -0.000710992-0j 4.9361e-07-0j 
0.411366-0j -0.000354453-0j -0.000217057-0j -4.43066e-05-0j -2.61079e-06-0j -0.00191588-0j 0.0598028-0j -0.000252439-0j -3.64364e-05-0j -3.15549e-05-0j -3.71878e-06-0j -1.69738e-07-0j 0.00119772-0j -0.00124559-0j 0.000189376-0j -0.000196945-0j -0.028959-0j 9.98099e-05-0j -0.00417988-0j 0.0301165-0j -0.000103799-0j 0.00434694-0j 2.49525e-05-0j 8.82203e-06-0j 2.07937e-06-0j -2.59498e-05-0j -9.17463e-06-0j 2.20551e-06-0j -2.16248e-06-0j -2.29366e-06-0j 1.83792e-07-0j -1.91138e-07-0j 6.84954e-09-0j -7.1233e-09-0j 0.00182697-0j 0.00111685-0j -0.000670585-0j 0.000284829-0j 0.000174119-0j -0.000104546-0j 0.000220627-0j 3.18448e-05-0j -0.0389572-0j 0.000134872-0j 1.94671e-05-0j -8.09809e-05-0j -0.00688673-0j -0.0238151-0j -1.16886e-05-0j 2.37357e-05-0j -0.000573894-0j 0.0142992-0j 2.05557e-05-0j -0.00420995-0j 1.451e-05-0j 4.19592e-06-0j -0.000350829-0j 0.00252776-0j 2.09796e-06-0j 1.2566e-05-0j 2.47247e-07-0j -8.71215e-06-0j 0.000210647-0j 2.56502e-06-0j -7.54495e-06-0j 3.02815e-07-0j 1.28251e-06-0j 1.51145e-07-0j -1.54011e-06-0j 1.95466e-08-0j -7.70053e-07-0j 1.85114e-07-0j -9.07516e-08-0j 6.1566e-10-0j -1.11148e-07-0j 1.19491e-08-0j 3.76361e-10-0j -7.17454e-09-0j -2.25977e-10-0j 
-2.83064e-06-0j 9.03939e-05-0j -2.88901e-07-0j -0.00161807-0j -0.411648-0j -2.55002e-06-0j 7.88465e-05-0j -3.35994e-07-0j -0.00133065-0j 8.04724e-06-0j 0.0128516-0j -0.139743-0j -1.64087e-06-0j -1.65787e-06-0j 4.97105e-05-0j 5.02257e-05-0j -2.05108e-07-0j -1.36739e-07-0j -0.000812299-0j -2.07234e-07-0j -1.38156e-07-0j -0.000820717-0j 6.54993e-06-0j -1.20861e-08-0j 0.00739658-0j 6.61781e-06-0j -1.22114e-08-0j -8.29049e-05-0j 0.00747323-0j -8.37641e-05-0j -0.029828-0j -0.0301371-0j -0.0176606-0j -0.0178436-0j -1.23649e-06-0j -1.53008e-06-0j -8.92544e-07-0j 3.69358e-05-0j 4.57057e-05-0j 2.66617e-05-0j -1.4932e-07-0j -0.000591359-0j -1.3631e-07-0j -1.84774e-07-0j -0.000731769-0j -1.07785e-07-0j 4.61698e-06-0j -1.68675e-07-0j -0.000426865-0j 3.07798e-06-0j 0.00521377-0j -9.83938e-08-0j -1.39121e-08-0j 5.71322e-06-0j 3.80881e-06-0j -7.79184e-05-0j 0.00645171-0j 3.33271e-06-0j 2.72058e-07-0j -1.72153e-08-0j -0.019823-0j 2.22181e-06-0j 0.0037635-0j -9.6419e-05-0j -1.00423e-08-0j 0.000532128-0j 3.36654e-07-0j -0.0245297-0j -5.62444e-05-0j -0.00818285-0j 1.96382e-07-0j 0.000658475-0j -0.014309-0j -0.00184266-0j 0.00038411-0j -0.0101258-0j -0.00228017-0j -0.00590669-0j -0.0013301-0j 
0.000434114-0j 0.492495-0j 4.43066e-05-0j -0.000861916-0j -0.000102111-0j 6.77573e-06-0j -5.15563e-05-0j -0.000128885-0j 0.0017729-0j -5.26195e-06-0j -1.88668e-06-0j -1.43925e-07-0j 0.000251647-0j -0.000245445-0j -0.00187609-0j 0.00182985-0j 3.14559e-05-0j -0.00607575-0j -0.000432697-0j -3.06806e-05-0j 0.005926-0j 0.000422032-0j 0.0356861-0j 1.85356e-06-0j 0.00904768-0j -0.0348066-0j -1.80787e-06-0j -4.41619e-05-0j -0.00882467-0j 4.30734e-05-0j -7.39894e-06-0j 7.21657e-06-0j -4.14333e-07-0j 4.0412e-07-0j 0.000189631-0j 4.06561e-06-0j -0.00026665-0j -0.00139397-0j -2.98862e-05-0j 0.00196014-0j 2.29001e-05-0j -0.000315006-0j -0.00301789-0j 4.90969e-07-0j -6.75361e-06-0j -3.22011e-05-0j -0.000174246-0j -6.47026e-05-0j 0.000442948-0j 0.0336558-0j -4.41774e-05-0j 0.00424363-0j -0.000308013-0j -3.73577e-06-0j 0.000721569-0j 0.00599191-0j -9.47147e-07-0j 0.000245017-0j -1.02675e-05-0j -6.60368e-06-0j 0.000709858-0j -0.0473254-0j 6.21203e-05-0j 0.000128464-0j 0.000433114-0j -4.50884e-06-0j -2.20132e-07-0j 1.52191e-05-0j -0.00842556-0j -4.86426e-07-0j 1.44378e-05-0j -9.66678e-08-0j -0.000998172-0j -2.14749e-08-0j 6.34013e-06-0j -1.04288e-08-0j -4.60415e-10-0j 6.83991e-07-0j 3.01971e-08-0j 
-0.415629-0j 0.000358126-0j 0.000219306-0j 4.47657e-05-0j 2.63785e-06-0j -0.00186865-0j 0.0583288-0j -0.000246217-0j -3.55383e-05-0j -3.07771e-05-0j -3.62712e-06-0j -1.65554e-07-0j 0.00124559-0j -0.00125774-0j 0.000196945-0j -0.000198866-0j -0.0301165-0j 0.000103799-0j -0.00434694-0j 0.0304103-0j -0.000104812-0j 0.00438935-0j 2.59498e-05-0j 9.17463e-06-0j 2.16248e-06-0j -2.6203e-05-0j -9.26415e-06-0j 2.29366e-06-0j -2.18358e-06-0j -2.31604e-06-0j 1.91138e-07-0j -1.93003e-07-0j 7.1233e-09-0j -7.1928e-09-0j -0.0018459-0j -0.00112124-0j 0.000608322-0j -0.00028778-0j -0.000174804-0j 9.48388e-05-0j -0.000222914-0j -3.21748e-05-0j 0.0393609-0j -0.000135403-0j -1.95437e-05-0j 7.34618e-05-0j 0.0069581-0j 0.0239087-0j 1.06033e-05-0j -2.39817e-05-0j 0.000579841-0j -0.0129715-0j -2.07688e-05-0j 0.0042265-0j -1.4567e-05-0j -4.23941e-06-0j 0.000352208-0j -0.00229306-0j -2.1197e-06-0j -1.26154e-05-0j -2.49809e-07-0j 7.90323e-06-0j -0.000191088-0j -2.57511e-06-0j 6.8444e-06-0j -3.05953e-07-0j -1.28755e-06-0j -1.5174e-07-0j 1.39711e-06-0j -1.97492e-08-0j 6.98554e-07-0j -1.85842e-07-0j 8.23254e-08-0j -6.2204e-10-0j 1.00828e-07-0j -1.19961e-08-0j -3.77841e-10-0j 6.50839e-09-0j 2.04995e-10-0j 
0.00026584-0j 4.43066e-05-0j 0.495966-0j -0.00106452-0j 3.26349e-07-0j 4.14927e-06-0j 6.69586e-07-0j -0.000105084-0j 7.89115e-08-0j 0.00124922-0j -1.54804e-06-0j 3.67607e-10-0j 0.000154102-0j -0.000150303-0j 2.43656e-05-0j -2.37651e-05-0j -0.00370249-0j 1.28418e-05-0j 2.78033e-06-0j 0.00361123-0j -1.25253e-05-0j -2.7118e-06-0j -0.000617082-0j 0.0629016-0j 2.67538e-07-0j 0.000601872-0j -0.0613512-0j 0.00518716-0j -2.60944e-07-0j -0.00505931-0j -4.54524e-06-0j 4.43321e-06-0j 8.8128e-10-0j -8.59558e-10-0j 0.000116125-0j 2.48967e-06-0j -0.000163289-0j 1.81041e-05-0j 3.88145e-07-0j -2.54572e-05-0j -0.00269544-0j 2.0241e-06-0j 1.28015e-05-0j -5.77892e-05-0j 4.3396e-08-0j 0.00379021-0j -0.000434974-0j 2.7446e-07-0j -2.8462e-06-0j 1.50868e-06-0j 1.88584e-07-0j -1.8001e-05-0j 0.0238833-0j -9.32569e-06-0j 3.23455e-08-0j -5.12622e-05-0j 4.04318e-09-0j 0.000611642-0j 0.00738977-0j 0.00051205-0j 1.57154e-08-0j -2.12143e-06-0j -2.65179e-07-0j -1.09904e-06-0j -0.0335837-0j 0.000351834-0j 0.000158434-0j 3.36932e-10-0j 7.20827e-05-0j -2.38804e-07-0j -0.0103912-0j 7.5432e-06-0j -2.20983e-08-0j 3.91322e-11-0j -0.000494734-0j -5.11986e-09-0j 8.3898e-13-0j 3.35795e-07-0j -5.5026e-11-0j 
-0.359946-0j 0.000310146-0j 0.000189925-0j 3.87683e-05-0j 2.28444e-06-0j 2.90449e-05-0j -0.000906617-0j 3.827e-06-0j 5.5238e-07-0j 4.78375e-07-0j 5.63771e-08-0j 2.57325e-09-0j -0.00317472-0j -0.00105212-0j -0.000501967-0j -0.000166355-0j 0.07676-0j -0.00026456-0j 0.0110793-0j 0.0254388-0j -8.7677e-05-0j 0.00367177-0j -6.614e-05-0j -2.3384e-05-0j -5.51167e-06-0j -2.19193e-05-0j -7.74963e-06-0j -5.84601e-06-0j -1.8266e-06-0j -1.93741e-06-0j -4.87167e-07-0j -1.61451e-07-0j -1.81556e-08-0j -6.01691e-09-0j 0.000812872-0j -5.12908e-05-0j -0.00114303-0j 0.000126729-0j -7.99636e-06-0j -0.0001782-0j 9.81636e-05-0j 1.41687e-05-0j -0.0173332-0j -6.19395e-06-0j -8.9402e-07-0j -0.000138033-0j -0.00306411-0j 0.0010937-0j -1.99234e-05-0j 1.05607e-05-0j -0.000255342-0j 0.0243732-0j 9.14586e-06-0j 0.00019334-0j -6.66363e-07-0j 1.86689e-06-0j 1.61117e-05-0j 0.00430862-0j 9.33445e-07-0j -5.77088e-07-0j 1.10008e-07-0j -1.485e-05-0j 0.000359052-0j -1.17798e-07-0j -1.28605e-05-0j 1.34731e-07-0j -5.88988e-08-0j -6.94128e-09-0j -2.62514e-06-0j 8.69686e-09-0j -1.31257e-06-0j -8.5013e-09-0j -1.54688e-07-0j 2.73925e-10-0j -1.89453e-07-0j -5.48757e-10-0j -1.72842e-11-0j -1.22292e-08-0j -3.85182e-10-0j 
0.000354453-0j 0.40212-0j 3.61762e-05-0j -0.000703752-0j -8.3373e-05-0j 0.000319313-0j -0.00242964-0j -0.00607383-0j 0.0835496-0j -0.000247974-0j -8.89117e-05-0j -6.7826e-06-0j -0.00019962-0j 0.000207598-0j 0.00148821-0j -0.00154769-0j -2.49525e-05-0j 0.00481961-0j 0.000343238-0j 2.59498e-05-0j -0.00501224-0j -0.000356957-0j -0.0283081-0j -1.47034e-06-0j -0.0071771-0j 0.0294396-0j 1.52911e-06-0j 3.50316e-05-0j 0.00746395-0j -3.64317e-05-0j 5.86923e-06-0j -6.10381e-06-0j 3.28671e-07-0j -3.41807e-07-0j -0.000304495-0j -0.000186142-0j 0.000111764-0j 0.00223833-0j 0.00136832-0j -0.000821574-0j -3.67712e-05-0j 0.000505813-0j 0.00484591-0j -2.24787e-05-0j 0.00030921-0j 1.34968e-05-0j 0.000279791-0j 0.00296237-0j -0.000185658-0j -0.054042-0j 7.09367e-05-0j -0.00177868-0j 0.000494583-0j 0.00017104-0j -0.0330366-0j -0.00962136-0j 4.33645e-05-0j -0.000102697-0j 1.64868e-05-0j 0.000302345-0j -0.00113984-0j 0.019836-0j -2.60372e-05-0j -0.00588166-0j -0.000181536-0j 7.23995e-06-0j 1.00786e-05-0j -0.000696797-0j 0.0035315-0j 7.81067e-07-0j -6.05147e-06-0j 4.42587e-06-0j 0.000418375-0j 3.44828e-08-0j -2.65741e-06-0j 4.77476e-07-0j 2.10798e-08-0j -2.86689e-07-0j -1.26569e-08-0j 
-5.42643e-05-0j 0.000861916-0j 0.00106452-0j 0.480472-0j -0.0018278-0j -8.46967e-07-0j 1.30258e-05-0j 1.06693e-05-0j -7.1606e-05-0j -0.000255531-0j 0.00214121-0j -3.44347e-06-0j -3.14559e-05-0j 3.06806e-05-0j 0.000473996-0j -0.000462313-0j 0.000375918-0j -2.62132e-06-0j -0.00252294-0j -0.000366652-0j 2.55671e-06-0j 0.00246075-0j -0.00597096-0j 6.69169e-05-0j -0.000743977-0j 0.00582379-0j -6.52676e-05-0j 0.0494934-0j 0.000725639-0j -0.0482734-0j 0.0126622-0j -0.0123501-0j -1.24086e-05-0j 1.21028e-05-0j -2.37038e-05-0j -5.08202e-07-0j 3.33313e-05-0j 0.000352187-0j 7.55077e-06-0j -0.000495231-0j 0.00027367-0j -0.00183671-0j -2.6131e-06-0j 5.8674e-06-0j -3.93784e-05-0j -0.000384824-0j -0.00420886-0j -5.6024e-08-0j 0.00258271-0j 2.93489e-05-0j -0.000524421-0j 3.67443e-06-0j 5.12622e-05-0j -9.02365e-05-0j 6.29231e-07-0j 0.0231372-0j -1.12434e-05-0j 0.00591832-0j -0.000749217-0j 1.09904e-06-0j -8.80181e-05-0j -4.12692e-05-0j 0.000737418-0j 0.000496053-0j -7.20827e-05-0j 0.0102878-0j -1.60629e-05-0j -1.88708e-06-0j -0.0325345-0j 0.00111265-0j 0.00105352-0j 0.000220566-0j 0.000123767-0j -7.72461e-07-0j -0.0144662-0j 2.38547e-05-0j -1.65613e-08-0j -0.00156456-0j 1.0862e-06-0j 
0.29694-0j -0.000255857-0j -0.00015668-0j -3.19822e-05-0j -1.88457e-06-0j 0.00269402-0j -0.0840921-0j 0.000354969-0j 5.12353e-05-0j 4.43711e-05-0j 5.22918e-06-0j 2.38678e-07-0j 0.000864559-0j -0.000807266-0j 0.000136699-0j -0.00012764-0j -0.0209037-0j 7.20466e-05-0j -0.00301719-0j 0.0195185-0j -6.72722e-05-0j 0.00281725-0j 1.80116e-05-0j 6.36808e-06-0j 1.50097e-06-0j -1.6818e-05-0j -5.94608e-06-0j 1.59202e-06-0j -1.4015e-06-0j -1.48652e-06-0j 1.32668e-07-0j -1.23877e-07-0j 4.94426e-09-0j -4.61661e-09-0j -0.000670585-0j -0.00157047-0j -0.00186075-0j -0.000104546-0j -0.000244839-0j -0.000290096-0j -8.09809e-05-0j -1.16886e-05-0j 0.0142992-0j -0.000189652-0j -2.73739e-05-0j -0.000224707-0j 0.00252776-0j 0.0334877-0j -3.24337e-05-0j -8.71215e-06-0j 0.000210647-0j 0.0396776-0j -7.54495e-06-0j 0.00591985-0j -2.04033e-05-0j -1.54011e-06-0j 0.00049332-0j 0.00701408-0j -7.70053e-07-0j -1.76698e-05-0j -9.07516e-08-0j -2.41746e-05-0j 0.000584506-0j -3.60682e-06-0j -2.09358e-05-0j -1.11148e-07-0j -1.80341e-06-0j -2.12534e-07-0j -4.27351e-06-0j -7.17454e-09-0j -2.13676e-06-0j -2.603e-07-0j -2.51819e-07-0j -2.25977e-10-0j -3.08414e-07-0j -1.68023e-08-0j -5.29223e-10-0j -1.9908e-08-0j -6.27045e-10-0j 
0.000217057-0j 3.61762e-05-0j 0.404955-0j -0.000869179-0j 2.66463e-07-0j 0.000195538-0j 3.15549e-05-0j -0.00495219-0j 3.71878e-06-0j 0.0588707-0j -7.29526e-05-0j 1.73238e-08-0j -0.000122242-0j 0.000127127-0j -1.93281e-05-0j 2.01006e-05-0j 0.00293701-0j -1.01868e-05-0j -2.20551e-06-0j -0.0030544-0j 1.0594e-05-0j 2.29366e-06-0j 0.000489502-0j -0.0498968-0j -2.12225e-07-0j -0.000509066-0j 0.0518911-0j -0.00411473-0j 2.20707e-07-0j 0.00427919-0j 3.60552e-06-0j -3.74963e-06-0j -6.99078e-10-0j 7.27019e-10-0j -0.000186464-0j -0.000113988-0j 6.84413e-05-0j -2.90702e-05-0j -1.7771e-05-0j 1.06702e-05-0j 0.00432813-0j -3.25015e-06-0j -2.05557e-05-0j 0.00264584-0j -1.98686e-06-0j -0.00158863-0j 0.000698449-0j -1.2566e-05-0j 1.19296e-06-0j -2.42252e-06-0j -3.02815e-07-0j 7.54495e-06-0j -0.03835-0j 0.000426971-0j -1.48092e-06-0j 8.2313e-05-0j -1.85114e-07-0j -0.000256364-0j -0.0118659-0j -0.0234439-0j -2.52346e-08-0j 8.89181e-07-0j 1.11148e-07-0j 5.0319e-05-0j 0.0140763-0j -0.000564949-0j -0.0072538-0j -1.54262e-08-0j -3.02128e-05-0j 3.83453e-07-0j 0.00435537-0j -0.000345361-0j 9.2623e-09-0j -6.28356e-11-0j 0.000207364-0j 2.3441e-07-0j -3.84122e-11-0j -1.40746e-07-0j 2.30637e-11-0j 
-0.000358126-0j -0.406287-0j -3.65511e-05-0j 0.000711045-0j 8.4237e-05-0j 0.000311442-0j -0.00236975-0j -0.00592412-0j 0.0814903-0j -0.000241862-0j -8.67202e-05-0j -6.61542e-06-0j -0.000207598-0j 0.000209624-0j 0.00154769-0j -0.00156279-0j -2.59498e-05-0j 0.00501224-0j 0.000356957-0j 2.6203e-05-0j -0.00506114-0j -0.000360439-0j -0.0294396-0j -1.52911e-06-0j -0.00746395-0j 0.0297268-0j 1.54402e-06-0j 3.64317e-05-0j 0.00753677-0j -3.67872e-05-0j 6.10381e-06-0j -6.16336e-06-0j 3.41807e-07-0j -3.45142e-07-0j 0.00030765-0j 0.000186873-0j -0.000101387-0j -0.00226152-0j -0.0013737-0j 0.000745291-0j 3.71523e-05-0j -0.000511055-0j -0.00489613-0j 2.25671e-05-0j -0.000310426-0j -1.22436e-05-0j -0.000282691-0j -0.00297401-0j 0.000168419-0j 0.0546021-0j -7.16719e-05-0j 0.00161353-0j -0.000499709-0j -0.000171712-0j 0.0331665-0j 0.00972106-0j -4.3535e-05-0j 9.31614e-05-0j -1.66577e-05-0j -0.000303534-0j 0.00115165-0j -0.0179943-0j 2.36197e-05-0j 0.00590478-0j 0.00016468-0j -7.31498e-06-0j -1.01182e-05-0j 0.000699536-0j -0.0032036-0j -7.89161e-07-0j 5.48959e-06-0j -4.44328e-06-0j -0.000379529-0j -3.48402e-08-0j 2.41067e-06-0j -4.79353e-07-0j -2.11627e-08-0j 2.6007e-07-0j 1.14817e-08-0j 
3.19755e-06-0j -0.000102111-0j 3.26349e-07-0j 0.0018278-0j 0.465006-0j 4.9908e-08-0j -1.54315e-06-0j 6.57596e-09-0j 2.6043e-05-0j -1.57498e-07-0j -0.000251526-0j 0.00273499-0j 1.85356e-06-0j -1.80787e-06-0j -5.6154e-05-0j 5.47699e-05-0j 2.31695e-07-0j 1.54463e-07-0j 0.00091759-0j -2.25984e-07-0j -1.50656e-07-0j -0.000894973-0j -7.39894e-06-0j 1.36527e-08-0j -0.00835533-0j 7.21657e-06-0j -1.33162e-08-0j 9.36511e-05-0j 0.00814939-0j -9.13428e-05-0j 0.0336943-0j -0.0328638-0j 0.0199498-0j -0.019458-0j 1.39676e-06-0j 2.99461e-08-0j -1.96407e-06-0j -4.17234e-05-0j -8.94535e-07-0j 5.86697e-05-0j 1.68675e-07-0j 0.000668011-0j 1.53979e-07-0j 3.61633e-09-0j 1.43219e-05-0j -2.37184e-07-0j -5.21543e-06-0j 3.30124e-09-0j -0.000939328-0j -3.47695e-06-0j -0.00588958-0j -2.16518e-07-0j 1.57154e-08-0j -1.11817e-07-0j -7.45446e-08-0j 8.80181e-05-0j -0.00012627-0j 7.33371e-06-0j -3.07322e-07-0j 3.36932e-10-0j 0.0223924-0j 4.88914e-06-0j 0.00828167-0j 1.88708e-06-0j -2.20983e-08-0j -0.000601102-0j -6.58887e-09-0j 0.000480086-0j -0.000123767-0j 0.00924351-0j 4.32143e-07-0j -1.28874e-05-0j -0.0314873-0j 0.0020815-0j 0.000845244-0j 0.000198178-0j 4.46267e-05-0j -0.0129978-0j -0.00292692-0j 
-0.0948738-0j 8.17477e-05-0j 5.006e-05-0j 1.02185e-05-0j 6.02129e-07-0j -0.00172916-0j 0.0539746-0j -0.000227837-0j -3.28855e-05-0j -2.84796e-05-0j -3.35636e-06-0j -1.53196e-07-0j 0.000284325-0j 0.00301239-0j 4.49557e-05-0j 0.000476301-0j -0.00687455-0j 2.36937e-05-0j -0.000992255-0j -0.0728351-0j 0.000251033-0j -0.0105128-0j 5.92343e-06-0j 2.09425e-06-0j 4.9362e-07-0j 6.27582e-05-0j 2.21884e-05-0j 5.23563e-07-0j 5.22985e-06-0j 5.54709e-06-0j 4.36302e-08-0j 4.62258e-07-0j 1.626e-09-0j 1.72273e-08-0j 0.000214255-0j -0.00103754-0j -0.00196976-0j 3.34029e-05-0j -0.000161755-0j -0.000307091-0j 2.58738e-05-0j 3.73456e-06-0j -0.00456866-0j -0.000125295-0j -1.80848e-05-0j -0.000237871-0j -0.000807632-0j 0.0221239-0j -3.43338e-05-0j 2.78358e-06-0j -6.73027e-05-0j 0.0420021-0j 2.41065e-06-0j 0.003911-0j -1.34796e-05-0j 4.92071e-07-0j 0.000325916-0j 0.00742499-0j 2.46036e-07-0j -1.16737e-05-0j 2.89956e-08-0j -2.55909e-05-0j 0.000618749-0j -2.38288e-06-0j -2.21623e-05-0j 3.55122e-08-0j -1.19144e-06-0j -1.40413e-07-0j -4.52387e-06-0j 2.2923e-09-0j -2.26194e-06-0j -1.71969e-07-0j -2.66572e-07-0j 7.22007e-11-0j -3.26482e-07-0j -1.11006e-08-0j -3.49636e-10-0j -2.10743e-08-0j -6.63779e-10-0j 
-4.43066e-05-0j 0.000703752-0j 0.000869179-0j 0.392304-0j -0.0014924-0j -3.99141e-05-0j 0.000613851-0j 0.000502801-0j -0.0033745-0j -0.0120421-0j 0.100907-0j -0.000162277-0j 2.49525e-05-0j -2.59498e-05-0j -0.000375998-0j 0.000391026-0j -0.000298198-0j 2.07937e-06-0j 0.00200133-0j 0.000310116-0j -2.16248e-06-0j -0.00208132-0j 0.00473648-0j -5.3082e-05-0j 0.000590162-0j -0.00492579-0j 5.52036e-05-0j -0.0392607-0j -0.00061375-0j 0.0408299-0j -0.0100443-0j 0.0104458-0j 9.84319e-06-0j -1.02366e-05-0j 3.80618e-05-0j 2.32677e-05-0j -1.39705e-05-0j -0.000565516-0j -0.000345707-0j 0.000207572-0j -0.00043944-0j 0.00294926-0j 4.19592e-06-0j -0.000268635-0j 0.00180292-0j 0.000161295-0j 0.00675828-0j 2.56502e-06-0j -0.00108252-0j -4.71263e-05-0j 0.000842076-0j -1.54011e-06-0j -8.2313e-05-0j 0.00413142-0j -2.88089e-05-0j -0.037152-0j 0.000514772-0j -0.00248061-0j 0.00120304-0j -5.0319e-05-0j 0.000141333-0j 1.72976e-05-0j -0.000309082-0j -0.0227115-0j 3.02128e-05-0j -0.0165193-0j 0.000735432-0j 8.63986e-05-0j 0.0136366-0j -0.0017866-0j -0.000441572-0j -0.0100985-0j -5.1876e-05-0j 1.24036e-06-0j 0.00606338-0j -0.00109217-0j 7.58248e-07-0j 0.00065577-0j -4.55272e-07-0j 
