0.175896-0.0667441j 0.0830704+0.201867j 0.0916103+0.047249j -0.0456239+0.137567j 0.087318+0.151536j -0.00963284+0.0139871j 0.0563254-0.0898418j 0.0279086-0.0404567j 0.0078756-0.131604j -0.0624515+0.0377551j 0.000964759+0.0433079j 0.0380218-0.012028j 0.00239852-0.0165774j -0.0491068+0.0694998j 0.0546286-0.0562128j -0.00428463+0.00696392j 0.0643249-0.0932063j 0.0837511-0.122398j -0.16285+0.0502489j -0.00258912+0.0446976j 0.105078+0.0818642j 0.163931+0.123132j -0.141031+0.0563437j -0.057737-0.165642j 0.0280656-0.0469743j 0.000893874+0.0203902j -0.130205-0.185161j 0.0956929-0.0154787j 0.0935639-0.210661j -0.0342213-0.176231j -0.0733309-0.121681j 0.330753-0.0911315j 0.0270003+0.253767j 0.177716-0.135908j 0.000748941+0.0269755j 0.208519+0.124554j 0.0146174-0.0211931j -0.0103666-0.00342747j 0.0743825-0.0253785j -0.0394702-0.0308455j 0.0373261-0.0132107j 0.0219739-0.01461j -0.0157784-0.0183838j 0.00562788+0.00186357j 0.0360514-0.0126604j -0.00732847-0.0219671j 0.0320885+0.0119602j 0.0491995-0.0136399j -0.126341+0.0136063j 0.0470422-0.00806962j -0.0815997+0.0224269j 0.0736501-0.00678134j -0.0478435-0.0273116j -0.0173347-0.00205586j -0.0138241+0.00889269j 0.0534263+0.0396557j 0.00187359+0.0328237j 0.0090828-0.00645086j 0.0509584-0.00187138j 0.029372-0.00537309j 0.00040026+0.00495646j 0.0111364-0.0127804j 0.0062703+0.00875945j 0.0390368-0.00461417j -0.0299455-0.0216476j -0.0334014-0.0288527j 0.00860065-0.00514514j 0.00490911-0.0179367j 0.0127663+0.0209386j 0.0093425+0.00837123j -0.000560731+0.00990971j 0.00441602+0.000220244j 0.00572546+0.0129475j -0.0127986-0.0106292j 0.000971258+0.0109085j -0.0129138-0.0192133j -0.00182785-0.00483973j -0.000168179+0.000344275j 0.00198678-0.0204404j -0.00459843+0.00461139j 0.000433759+0.0402794j 0.00118356+0.00398906j -0.0129648-0.024758j -0.0082205-0.0188745j 0.000975253+0.0223921j -0.018034-0.0124911j 0.00214727-0.0249454j -0.0346841+0.016035j 0.00379243+0.00836542j 0.00574024+0.00221998j 0.0165325+0.0115288j -0.00553414-0.0238741j -0.0064797-0.0328229j -0.0393577-0.00732891j -0.00640914+0.0372554j 
0.00103797+0.0023331j 0.00448997-0.00211717j -0.00251922-0.00218826j -0.00221018-0.00102875j -0.00327409+0.00271702j -0.00345848+0.00482628j -0.00343076-0.00812768j -0.00474841-0.0035568j -0.00316566-0.010221j -0.00850647+0.00747657j -0.00173222-0.0109092j -0.00534623+0.00308788j 0.00104491-0.0192943j -0.0104442-0.00141811j 0.000373293+0.00403447j 0.00355519+0.000141138j 0.00155866+0.0156245j -0.00720154-0.00395897j -0.00260113-0.00180747j 0.00499213-0.00103996j -0.00259933+0.000141043j -0.00243164-0.000345516j -0.00181556+0.000183832j -0.000787007+0.000397552j 0.00133052+0.0018116j 0.00125371+0.000128515j 0.00156376+0.000739775j 0.00810871+0.000839231j -0.00110237-0.00309442j -0.0013458+0.00184379j -0.00129552+0.00109172j 0.000692415-0.000954147j -0.00011982-0.000439335j 0.000923567-0.000100458j 0.000759737+0.000354555j -0.000182405+0.000728554j -0.00331379+0.00245153j 0.00243791+0.00276333j 0.00020968+0.000129175j -0.000112878+0.00120691j 0.00100463+0.000611755j 0.00014652+0.000968751j 0.0014343-3.01055e-05j -1.52945e-05-0.00404905j 0.000908228-0.00192581j -7.91951e-05+0.00170511j -0.0013258+0.000749957j -0.000140347+0.000667299j 0.00316031+0.00071441j -0.00411645+0.000549836j 3.94452e-05+0.000872219j 8.46759e-05+0.000525834j 0.00153625-0.00163815j 0.000813621+0.00179626j 0.00179408-0.00194507j 0.000511437-0.00104045j -0.000282354+0.000879633j 0.000176515+0.000401497j -0.00192198+0.00345019j 0.00050525+0.000522711j -0.000927833+0.000961017j 6.92215e-05+5.69967e-05j -0.000693578-0.00258109j -0.000355744-0.000392585j 0.000182542-0.00039554j 0.000796014+0.00162995j -0.000442745-0.000870265j 0.000137698+0.00359318j 0.000660315+0.00106655j -0.00304206+0.0021981j 0.000977162+0.0015434j -0.00344756+0.00129471j 0.000624595+0.000370999j -0.00100208+0.000123497j -0.000130104-0.000305828j -0.00128244-0.00332962j -0.000393926+0.000702454j 0.000238486-0.00116657j -0.00034091+0.00071092j 0.00103239-0.000517431j 0.000304989-0.000552845j 0.00139068+0.000136051j -0.000199615+0.00123232j 0.000122669-0.000269821j 0.000822194+0.000243872j 0.00197478+0.000883202j -0.000325114-0.000606217j -0.00109397-0.00120058j 0.000489611-0.00120827j 0.000195845-0.000441207j -0.00113043-0.000446269j 0.00102058+0.00119796j 0.0013671-0.000593244j -0.00216827-0.0018197j -0.000395761+0.000961911j 
0.00630808-0.000397908j -0.00141942-0.00364559j 0.000363472-0.000189473j 0.0054367-0.000394483j -0.00444307+0.00439975j 0.00141714+0.00264918j -0.00252313-0.0027143j 0.00177367-0.00374505j 0.0010648-0.00299223j 0.00278553+0.000711294j -0.00172814-0.00426476j -0.00369112+0.00303423j 0.00113404+0.00756663j 1.05203e-05-0.00314328j -0.00171054+0.0030911j -0.00406375+0.000625243j -0.00536869-0.00270823j -0.00206322+0.0038918j -0.00116566+0.00297189j -0.00380832-0.00191097j 8.59831e-06+0.00474739j 0.00178465-0.00283895j -0.000799822-0.000658674j 0.00088635+6.05407e-05j -0.00309407-0.00164087j -0.00106714-0.000523631j 0.00194689-0.000474859j 0.000296631-0.00410462j -0.00144149+0.00131641j 0.000835249+0.000727143j -0.00133299+0.00214373j -0.00211252+0.00103879j -0.000383467-0.00105392j 0.00239452+0.00129053j -0.00078652-0.00106115j 0.000655309+0.0011809j -0.00109954+0.000293105j 0.000412125-0.0010032j -0.00324882+0.000533243j -0.000277153-2.0933e-05j -2.42636e-05+0.00115996j -0.000468521-0.000456985j 0.00166199+0.000286857j -0.000713578-0.000422411j 0.000437819+0.00128068j 0.00133938+0.00148522j 0.000757053-0.00168976j 0.00119426-0.00151808j -7.60289e-05+0.000825137j 0.000125038-0.000154828j 0.00128645-0.0011761j 0.000641863-0.000948227j 0.00181548+0.00108069j -7.57205e-06-0.000813511j 0.0017302+0.00055627j 0.000182036+0.00127823j 0.000752019-0.00149881j -0.000482756-0.00244081j -0.00218894+7.12067e-05j -0.000447398+0.00102994j 0.00135368+0.00119809j -8.83392e-05-0.000942172j -0.00109221+0.000174174j 0.000511279+0.000472382j -0.0010746+0.000576647j 0.00126002-0.0011745j 0.000896469-0.0018185j 0.00221459-0.00363114j 0.000922476-0.000351304j 0.000871758-0.000761088j -0.000313429-7.65524e-05j -0.000720664-0.000258633j -0.000399861+0.000292074j -0.00131027+0.00222026j -0.00144882+7.91516e-06j -0.000411762+0.00246861j 0.000102603+0.00156857j 0.000555479+0.000414372j -0.000519207-0.000551052j -0.000881655+0.00168059j 0.000486826+0.00137467j 0.00020351-3.83994e-05j -0.000432248-0.000213512j 0.0012785+0.000718192j -0.00119475-0.00119666j 4.76399e-05+0.00239293j -0.00299159-0.00127552j 0.000803271-0.000931014j 0.000554157-0.000576237j -0.000564639-0.00086013j -0.00190408+0.0003483j 0.000481627-0.00098459j 0.00213526+0.00703188j 0.00119743-0.000242161j -0.000818773+0.00200955j 
-0.00336479-0.000432765j 2.14836e-05+0.00346235j 0.00069601+0.000860525j -0.00160401+0.00233366j 0.00240396-0.0042087j 0.000316118-0.0024976j 0.0017955+0.00303769j 0.000398745+0.00443364j 0.000745472+0.00210512j 0.00104396-0.00155958j 0.00103914+0.00518758j 0.000640767-0.00277837j 0.00143648-0.000840334j 0.00173073+0.00208757j 0.000969717-0.00216216j 0.00139722-0.00109125j 0.00302299-0.00186795j 0.00245121-0.00108709j 0.00215301+0.000130163j 0.00117039+0.00156499j 0.000272121-0.000576003j -0.000330631-0.000457472j -8.17151e-05-0.000593228j 0.00199524-0.000667572j -0.000183844-5.32235e-05j -0.00116018+0.000395748j -0.00218755-0.00063917j -0.00140225+0.00192371j 0.00113706-0.000934376j -0.000628656-0.000332098j 6.95173e-05+0.000776068j 0.000130166-3.42425e-05j 0.000338504+0.000263708j 0.000243692+0.00258934j 0.000215246-0.00195072j 0.0019444-0.000488033j -0.00161443-0.00121412j 0.00256276+0.00202499j -0.00131944-0.0014344j -0.000417817+0.000647616j 0.00225431-0.000954283j 0.0010905-7.59465e-05j 0.000931692+0.000725642j -0.00142988-0.00175034j 0.00454454+0.00145786j 2.17295e-05+8.22631e-05j -0.00079426-0.00062281j 0.000609114+0.00057634j 0.00148549+0.000665644j -0.000344069-0.000743673j -0.000724117-0.00107337j 0.00211837+0.000811603j 0.00310178-0.000591631j 0.00181072+0.00237153j 0.000779872-0.0022717j 0.000825145-1.25771e-05j 0.000649232-5.41268e-05j -0.00185791+0.000982558j -7.52874e-05-0.00307752j -7.02148e-05+0.0035829j 0.00205784+0.000490525j -0.000711873-0.00050443j -0.00108055+0.00157326j 0.000214534+0.000688102j -0.000318433-2.23698e-05j -0.000959406-5.33391e-06j 0.00220252-0.0044669j 0.00013122-0.00141857j -0.00100809+0.000558331j -0.00245902+0.00199661j -0.000599031+0.0019631j -0.0019822-0.000767718j -0.00129+0.00079394j -0.00124522-0.000600188j 0.00087663-0.00145351j -0.00122392+0.000799165j -0.000204174+0.00100178j 0.000416847-0.000960348j -0.000140091-0.000372016j 0.00356288-0.00100146j 0.000389488+0.00149877j 0.000111995+0.00101519j -0.000662653-0.00101584j 0.000622892+0.000794872j -0.000997923-0.00169833j 0.000919285+0.00202634j -0.00146467-0.00302585j 0.000215044-0.00143386j 0.00116301+0.000263159j -0.000711558+0.000908936j 0.000101-0.000218344j 0.000335386-0.00287881j 0.000485619+0.00445563j -0.00155456-0.000121904j -0.000139224+0.00362193j 
0.00349714+0.00395705j 0.00215268-0.00535844j -0.00240566+0.000638336j 0.00265385+0.00853017j -0.000477045+0.00147067j -0.00299606+0.00125621j -0.00567745-0.000542269j -0.0102753-0.00722646j -0.00208393+0.00434252j -0.00310686+0.0086889j -0.010635-0.000308576j -0.00399502-0.00388138j 0.0112307+0.00393761j -0.00890174-0.00360816j 0.00337898+0.0013789j -0.00191554+0.00371395j -0.00021801-0.00424273j -0.00362817+0.00505062j -0.000759972-0.00228315j -0.00267022+0.000264542j -0.000588295+0.00228532j -0.000450613-0.00111222j -0.000130911+0.00101573j 0.00050217+0.000559777j -0.00122374-0.000657193j -0.00050364-0.000826333j 0.0010095-0.00107532j 0.00134192-0.00195595j -0.000684968+0.000573533j -0.000187182+0.00012434j -6.15604e-05-0.000984905j -0.00176449+0.000616836j -0.000429343-0.000111531j 0.000991103-0.00121669j 0.000187809-0.000245125j -0.000194573+0.000357992j -0.000151192+4.55644e-06j -0.000789989-0.000980576j -0.000202845+0.000475956j -0.000561832-0.000848284j -0.00057239-0.000677807j 0.000234628-0.000687407j 0.00160257-0.00107917j -0.000300162-0.000107863j 7.00821e-05+0.000708622j -9.37425e-05+0.000555319j 0.00153909-0.00016434j 0.000603454-8.24681e-05j -0.000321575-0.0012977j 0.00164195-0.002404j -0.00104749-0.00132434j 0.000291168-0.000925571j -0.000615724-0.000577184j -0.00140766+0.0019355j 0.000198455+2.24744e-05j 0.000391093+0.000781371j -0.000508347-7.49394e-05j 0.000208752-0.000264332j 0.000517325-0.00117544j -0.000430436+0.000431927j 0.000312286-0.000315754j -0.0011833-0.000177915j -0.000307213+0.00099716j -0.000336618+0.000311245j -0.00044547+0.000426453j 0.000591402+0.00127547j 0.000603325-0.000547128j 0.00024196+3.09885e-05j -0.000881866+0.0016866j 0.00147906+0.00111889j -0.00147186+7.35602e-06j -0.000479753-0.00096287j 0.000591116-0.00086439j 0.00100365-0.00120304j 0.000265346-0.000820441j -0.000967792+0.00154727j -0.000229131+0.000224266j 0.00119388+0.001874j -0.000547451+0.000107774j 0.00119938-0.000292063j -0.00110935+0.000115878j -0.000657997-0.000339451j -0.000103447+0.000100644j -0.000217238+0.000596608j 0.000801563+0.000697248j -0.000519422-0.000778231j 0.000312329+1.66657e-05j -0.0004796+0.00110606j -0.000997383+0.000393018j -0.000648413-0.00111396j 7.82734e-05+0.00130978j -0.000252465-0.000951989j 0.000227301+0.00159184j 0.000850707+0.000559314j -5.2878e-05-0.00047866j 
0.00184632-0.001844j -0.00214495+0.000549016j 0.00223391-0.000676062j 0.00190155-0.00528767j -0.00189004+0.00240965j 0.00263175+0.00104287j 0.0010739-0.000992647j 0.00625401+0.000646898j 0.00249638-0.00361212j 0.0030643-0.00388432j 0.00463634-0.00277705j 0.000540382+0.00510832j -0.00548525+0.00317509j 0.00460725-0.000153949j -0.00300569+0.00159701j -0.000891903-0.00139761j -0.0025029-4.74843e-05j 0.000212932-0.00132765j -0.000352019+0.00316662j -0.00143738-0.00265586j 0.000990375+0.00157j 0.001841-0.000873487j 0.000905869-0.00149471j -0.000967528+0.000532229j -0.000848739-1.64934e-05j -0.000515083+0.000466539j 0.00100202+0.000539788j -0.000505427-0.00173069j -0.000981593+0.00147567j 0.00115666+0.000125235j 4.21184e-05+0.00094806j 4.1193e-07+0.000392398j -0.000685928-0.000287287j 0.000335072-0.000191411j -0.000113482-5.94572e-06j -0.000133172+0.000171027j 5.49438e-05+3.23211e-05j -0.00255773-0.000855997j -0.000358389+9.55953e-05j -0.000485039-0.00112199j -0.000397879-0.000168808j 0.00127328-0.00106382j 0.00137038-0.00264411j -0.00108371+9.14844e-05j 0.00234277-0.000182272j 0.00117193+0.000207659j -0.00102525+0.00132901j -0.00248863-0.000185585j -6.05219e-05+0.0001698j 0.000679988-0.000483752j 0.00181975+0.00107216j -0.000651621+0.00126338j 0.000323463-7.88181e-05j -0.00126228+0.000905947j -0.001+0.0019095j -0.000533726-0.000214928j -0.000615108+0.00127287j 0.00018684+0.00017835j 0.000476747-0.000401651j -0.000127977-0.00134587j 0.000304261-0.000408661j -0.00187652+0.000592262j -0.000529708+0.00123178j -0.000996485+0.000770421j -0.00124168-0.000509138j -0.00136089+0.00159426j 0.00274713+0.00080499j -7.60478e-06+0.00134331j -0.00144316+0.000796045j 0.000744621-0.000478962j -7.03045e-05-0.000502237j 0.00157172+0.000286286j -0.000935566-0.00195336j 0.00130892-0.00105292j 0.00399253+0.000492534j 0.00068206+0.00175494j 0.00251784+0.00108572j 0.00162482+0.000650836j -0.000829396-0.0006801j 0.00150848-0.000957373j -0.00136279+0.000897164j -0.000902752+0.000764919j 0.000613041+0.000632352j -0.000144828+8.34545e-05j 0.000665595-0.000224349j -0.000284141-6.39426e-05j -0.000254184+0.00053342j -0.000256822+0.000802022j -0.00142611+0.000311689j -0.0015368+0.00128627j 0.00109086+0.000360208j -0.000400982-0.00063786j -0.000110564+0.00110672j 0.000795638+0.000708569j 8.05063e-05-0.000707553j 
-0.00355709-0.000224789j -0.00206215-0.0018853j -0.00270855+0.00104872j -0.000905822-0.000149325j -0.000141273-0.00682514j -0.00363936-0.00258176j 0.000550314-0.00126034j 0.000865041+0.000505607j -0.000351344+0.00124211j -0.00170306-0.00195612j -0.00229943+0.00217418j 0.0012432-0.000576252j -0.000962658+0.00270797j 0.00309995-0.00054523j 0.00066278-0.00340641j -0.00139083-0.00116406j 0.00321973+0.00137083j 0.0029486+0.00604576j -0.00141948-0.00189762j -0.00157179+0.00421678j 0.000711098-0.00291907j -0.00253804+0.00205307j -0.000649592-0.00202774j 0.0018551-0.0012534j 0.00442184-0.00280331j 0.000650432-0.00100345j -0.00472655-0.000479133j -0.000509552+0.000878961j 0.0035598-0.00298645j -0.00534398+0.00156212j 6.1144e-05+0.00175165j -0.00258292-0.00213156j 0.00503845+0.00201842j -0.000886585+0.00176962j 0.00144965+0.00105876j -0.0019802-0.000697126j 0.000442945-0.00138703j 0.000188853-0.00120034j -0.00219834+0.000126957j 0.00430232+0.00673254j 0.00297335-0.00311265j -0.000900422+0.00197216j 0.000902271-0.00040727j -0.002028+0.000239778j -0.00172766+0.000763214j -0.00201739-0.00116641j -0.00630942+0.00290007j 0.00168592-0.00184952j 0.00210942+0.000283791j 0.00300366+0.000197536j -0.00243562-0.00108712j -0.00389079+0.00211725j 0.00672201-0.000975929j 0.00218714-0.00449407j -0.000878678-0.00628945j -0.00150226-0.00304281j 0.000851393-0.000857403j 0.000458733+0.000589057j 0.000858258+0.00230153j 0.00120354+0.00272368j 0.00242353+0.0022154j 0.00132313+0.00360888j -0.00263505-0.00110664j -0.00183218-0.006256j -0.000781507-0.00449761j -0.000401741+0.000202243j -0.00100675-0.000626161j -0.000786176-0.00127678j 0.00377808-0.0017029j -0.00486185+0.0025041j 0.00479653-0.00136091j -0.00300566+0.00155346j 0.00309175-0.00177184j 0.000553492+0.00086324j 0.00495345-0.00135031j 0.00167593+0.00121307j 0.00182838-0.00101811j -0.000380484-0.000527288j 0.00554286-0.00222705j -0.000683332-0.000671131j 0.000890344-0.00284496j 6.20414e-05+7.36776e-05j 0.00260453+0.00209944j -0.00258762-0.00228608j 0.00227428-0.000442218j -0.00152502-0.00103495j -0.0019957-0.00155653j -0.00056524-0.000179916j -0.000901799+0.00184091j -0.000882835+0.000249066j -0.0011888+0.000864196j 0.00102586+8.98541e-05j 0.00240708+0.00286096j -0.000141698-0.00126631j 0.000273509+0.00168058j 
0.0039354+0.000157715j 0.00174368+0.0029314j -0.000798478-0.00169544j 0.00225338+0.00389461j -0.000579823-0.000219998j -0.00068627+0.00105596j 0.00481649+0.00714902j 2.13387e-05+0.00428515j 0.00328782+0.000752309j 0.00336008+0.0042645j 0.00759208+0.00403163j -0.00550861-0.0036949j 0.0048566-0.0117306j -0.00738747+0.00596477j 0.00225333+0.000985979j 0.00326247+1.16156e-05j -0.00606799-0.00205818j -0.00131128-0.00419923j 0.00183288+0.000813261j 0.0029253+0.00381881j -3.65619e-05+0.000621585j 0.000654548-0.000187795j 0.000427856-0.00140444j -0.0014388+0.00317569j -0.00270423+0.00384318j 0.000704013+0.0022342j 0.00210688+0.000237009j -0.000331723+0.000335917j -0.0019807+0.00119038j 0.00311717-0.00136039j -0.00348815-0.00149084j 0.00141991+0.00093204j -0.00278153-0.000775811j 0.00141426+0.00185368j 0.00114713-0.000941963j 0.00183347+0.000694216j 0.00154173-0.000628478j 0.000339192-0.00165489j -0.000812869-0.00234509j -0.00168391-0.00428946j 0.000587988-5.47105e-05j -0.000645508-0.000246717j -0.00238116+0.00173174j -0.000191325+0.00140818j -0.000322481-0.000120674j -0.000401291+0.000121446j 0.00346475+0.000128248j 0.000455026-0.000159199j -0.00155945+0.000161345j -0.000347436+0.00109646j 0.00127831+0.00044828j 0.00190885-0.00117007j -0.000460162-5.6246e-05j -0.00131942+0.000772636j -0.000137345+0.00378681j -0.000271509+0.00152812j 0.00108509+0.00145387j 0.000248777-0.00286999j -0.00107902-0.00127922j 0.000717067-0.00231014j -0.000525596+0.000164992j 6.53836e-05-0.000786651j 0.00189759+0.00125294j 0.000236084+0.00211682j -0.000308849+0.00063721j 0.00040342-0.00227207j -0.000220332-0.000869022j 0.00245041-0.00161398j 0.000290729+0.000554039j 0.00285836-0.00324218j -0.00161948-0.00153403j 0.000593936+6.23873e-05j -0.00145528+0.00030199j -0.0016942+0.0012728j -0.00290761+0.000863974j 0.000816992-0.000964839j -0.000370417-0.000858623j 0.000634101-0.00047248j -0.00246384-0.000236351j -0.00108052+0.00156502j 0.000786136+0.00327535j -0.000717511-0.000328663j -0.00131937-0.00125924j 0.00228135+0.000993633j -0.00213397-0.000655929j 0.000311447+0.000227451j -0.000289068-0.000948714j 0.000914526-0.000683019j -0.000229423-0.000267206j 0.00124806+0.000168592j 0.000814464-0.00149251j -0.000257595-0.000205057j 0.000147134+0.000230353j -0.00296339+0.0011246j 0.00144528+0.00326507j 
-0.00316492+0.000959492j -0.0024934-0.00127549j -0.00550427-0.00135705j -0.000681928+0.000709745j 0.000312179-0.00938752j -0.0051523-0.00729469j 0.00607542+0.00529373j 0.00264178+0.00230002j 0.00114442+0.00570312j 0.000678931+0.00105273j 0.0064722+0.00624237j -0.000315204-0.00451402j -0.000271239-0.00471284j -0.00277938+0.00400162j 0.00265817-0.00381513j 0.00198149-0.00132425j -0.00222925+0.00194251j 0.00247123+0.00382685j -0.000811576-0.00480616j 0.00139641+0.00705254j 0.0018277-0.00363307j -0.00404548+0.00463854j 0.000533207+0.000186366j -0.000735971+0.000171387j 0.00727934+1.59075e-05j 0.00349208+0.000972152j -0.00393435+0.001371j -0.00218071+0.00159889j 0.00407931-0.00195184j -0.00450601-0.000185532j -0.00182972-0.00114821j -0.00260788-0.00203413j 0.00430137+0.0012395j -0.00329626+0.000900901j 0.00120989+0.00337858j -0.00373746-0.00113301j 0.00172157-0.00214447j -0.00104039-0.000292786j -0.000858779-0.00039893j 0.00293557+0.00631649j 0.000209175+4.76569e-06j -0.000285192+0.001331j -0.0036253+0.000173418j -0.000116752+0.00106083j -0.0024255-0.00090285j -0.000537446-0.00170449j -0.00502558+0.00258535j 0.00242359-0.00098989j 0.000416671+0.00126094j 0.0019256+0.00014217j -0.00266219-0.00204826j -0.00369561+0.000929709j 0.00381248-0.00118598j 0.00118936-0.00485034j -0.000872281-0.00468375j -0.000946506-0.00182778j 0.000923986-0.00059697j 0.00135498+0.00304551j 0.000423762+0.00400998j 0.00108052+0.00227904j 0.000112694+0.00116258j 0.00139196+0.00364273j 0.000716228-0.00268335j -0.00260185-0.00564599j 0.000925027-0.00386018j -0.000714742+0.00192047j -0.00163939+0.00167439j -0.00181926-0.00052047j 0.00124886-0.00145207j -0.00180066-0.000158612j 0.00506323-0.00243809j -0.00224594+0.000230867j 0.00365118-0.000682473j 0.000764467+0.0011043j 0.00488347+0.000970562j 0.00369046+0.000588411j 0.00160094-0.00333j -0.00117527-0.0013502j 0.00508295-0.0020038j -0.0024033-0.00220224j 0.000836924-0.00222058j -0.000144959-6.67119e-06j 0.00307819+0.0046501j -0.00262802-0.00207021j 0.00132238-0.000356468j -0.0016104-0.00090093j 0.000576816+0.00259015j -1.5624e-05+0.000875375j -0.00227257-7.60878e-05j 0.000421522+0.0019261j 0.000273808+0.0012132j -0.000692592-0.0003251j 0.000144976-0.00149562j 0.00211439-0.00175711j -0.000128267-0.00268843j 
-0.00426548-0.00051938j -0.00056392+0.00423196j -0.00189805+0.0014645j -0.00841749+0.0050548j 0.00306133-1.93083e-05j -0.000874095-0.0023764j 0.00391609+0.00512554j -0.000154501-0.00419689j -0.00407365+0.00762223j -0.00373923-0.0012524j 0.00244364+0.00546127j 0.00339595-0.00678986j -0.00740267-0.003031j 0.00479408+0.00349011j 0.00264585-0.0029524j 0.00313232+0.00502028j 0.000940015-0.00442932j 0.00368548-0.00449023j 0.00532249-0.00159511j 0.00511554+0.00366366j -0.0015155-0.00310274j 0.00412968-0.000359847j -0.0010254+0.00138619j -0.00336-0.000177367j 0.00329492+0.000664362j 0.00158037-7.8643e-05j 0.0015892+6.299e-06j -0.00358424+0.0041913j -0.000209798+0.00128741j 0.00190482-0.00185698j -0.00266698-0.00186145j 0.00324668+0.00097496j -0.0010411-0.00129442j 0.0013626-0.00174672j 0.0030295+0.00125264j 0.0012331+0.00100349j 0.00190928-0.0010379j 0.000719953-0.00133016j 0.00272715-0.0010971j -0.000799126-0.00239865j -0.000616977+0.00112584j 1.40886e-05-0.000387957j -0.00177699-0.000632589j -0.00119295-0.000336931j 0.00125302-0.000341583j -9.45344e-05-0.000369652j 0.00252594-0.000414097j 4.07413e-05+0.00252548j 0.000260821-0.00155726j 0.000346243-0.00238635j -0.000147557+0.000681052j 0.00130115-0.000280325j -0.00259149-0.00111668j -0.00259298+0.00183698j 0.00114523+0.00028549j 0.00102102+0.000508388j -1.64946e-05+0.00176738j -0.000931019-0.000527551j 0.000724541-0.000260153j 0.000246175-0.000775612j -0.000809812-0.000468952j -0.00215407+0.00085653j -0.000303196-9.75674e-05j 0.000496147+0.00227372j 0.000114355+0.000666804j 0.000126409-0.000261809j 0.000940603+0.000330192j 0.000543548+0.00158477j -0.00168698+0.00201622j -0.000348497+0.000725327j -0.00221999-0.000867266j -0.000124616+5.0796e-05j 0.000376108-0.000577986j 0.000239119-0.000725056j 0.00115766+0.00213351j 0.000642224-0.00206329j 0.00108547-0.00138404j 0.00246841+0.000382027j -0.00312027-0.000162106j 0.000814962+0.000620737j -0.000352823+0.00202255j -0.000430181+0.00060034j -0.000786563+0.000916385j 0.001417+0.00177275j 0.00111253+0.00030593j 0.000451492+0.000164454j 0.00195842-0.00104329j -0.000650371+0.000427204j -0.00194375+9.89308e-05j 0.000214377+0.00016861j 0.00267561+0.00129271j -0.00134043-0.0020913j -0.00113175-0.00226274j -0.00206885+0.000946122j 0.00237045+0.000356794j 
-0.000204887-0.00108653j -6.12774e-05-0.00123188j -0.000499868-0.000461521j 0.000358678-0.000688069j 0.00125093-0.000349471j 0.000690587-0.000618158j 0.0002197-0.000458798j -0.00013399-0.000964968j -0.00157539+0.000821703j -0.000162673-0.000177937j -0.000143683-0.000752454j 0.00171926-0.000103633j -0.00197829+0.00226877j 0.000312916-0.000566185j 0.000408998-5.71363e-05j -0.000157758+0.000271286j -0.00142062+0.000963416j 7.49891e-05+0.00113152j -0.000418963-0.00103272j -0.000133876+0.000283531j 0.000251164-0.000382426j -0.00189248+0.00049303j -0.00106948+0.00119017j 0.000141181+0.000237414j 0.0013917+0.000395101j 0.0019604-0.000517759j 0.000598894-0.00134654j -0.000740931-2.17445e-05j 0.000282532+0.000631992j 0.00015069-0.00118023j -0.000535367-0.000702802j 8.93506e-05+0.000769731j -0.00161124+0.00110603j -0.00146447-0.000550245j -0.00129741-0.000647882j 0.000399132-0.000963032j 0.000183904+0.00116488j 2.79713e-05-0.00157351j 0.00234752+0.000755655j -0.000263748-0.000784027j -0.00288304+0.000408753j -0.00226775-0.00272924j 0.00105831-0.00176483j -0.000747567-0.000980464j 0.000656303+1.45745e-05j 0.00165166+3.982e-05j 0.000809154-0.000909139j 4.84634e-05+0.000648233j -0.000902371-0.000340297j -0.000389874+0.000231609j 0.00107115+0.000367808j 0.00102374-0.000810294j -0.00223039+0.00219458j -0.00152224+0.00190785j 0.00197947+0.000416443j 0.00122847+0.00141647j -0.000123765+0.00175613j -0.000549343-0.0027858j -0.0006691-0.00113878j -0.00158259-0.0022751j 0.000969165-0.000166061j -0.00266394+0.000560054j 0.000781924+0.000145357j 0.00416942+0.00217668j -0.000607102-0.000296929j 0.00163041-0.000315238j 0.00142737-0.000624985j 0.00109793-0.000670317j -0.000130957+0.00112569j 0.00248997-0.0037302j -0.000564108+0.000185944j 0.000550248-0.00011817j -0.00157755-0.000363591j 0.00125122-0.000907173j -0.000233893+0.000508247j -0.00141525-0.000164349j -8.82999e-05+0.000746638j 0.0013421+0.000118986j -0.00304668+5.66068e-05j -0.000520522+0.00137039j -0.000227878-0.000115992j -0.00112912-0.000290111j 0.0004626+6.57666e-05j -0.000871581+0.000143706j -0.00041392+0.000812282j 0.000642715+0.00047133j -0.00051863+0.000535857j 7.60121e-05-2.83807e-05j -0.000691796-0.000239357j -0.00017752-0.000328272j 0.00118986+0.000127298j -2.80005e-05+0.000657669j -5.90636e-05+0.000915938j 0.000739307+0.000315873j 0.000204788-0.000643636j 
