0.175896-0.0667441j 0.0830704+0.201867j 0.0916103+0.047249j -0.0456239+0.137567j 0.087318+0.151536j -0.00963284+0.0139871j 0.0563254-0.0898418j 0.0279086-0.0404567j 0.0078756-0.131604j -0.0624515+0.0377551j 0.000964759+0.0433079j 0.0380218-0.012028j 0.00239852-0.0165774j -0.0491068+0.0694998j 0.0546286-0.0562128j -0.00428463+0.00696392j 0.0643249-0.0932063j 0.0837511-0.122398j -0.16285+0.0502489j -0.00258912+0.0446976j 0.105078+0.0818642j 0.163931+0.123132j -0.141031+0.0563437j -0.057737-0.165642j 0.0280656-0.0469743j 0.000893874+0.0203902j -0.130205-0.185161j 0.0956929-0.0154787j 0.0935639-0.210661j -0.0342213-0.176231j -0.0733309-0.121681j 0.330753-0.0911315j 0.0270003+0.253767j 0.177716-0.135908j 0.000748941+0.0269755j 0.208519+0.124554j 0.0146174-0.0211931j -0.0103666-0.00342747j 0.0743825-0.0253785j -0.0394702-0.0308455j 0.0373261-0.0132107j 0.0219739-0.01461j -0.0157784-0.0183838j 0.00562788+0.00186357j 0.0360514-0.0126604j -0.00732847-0.0219671j 0.0320885+0.0119602j 0.0491995-0.0136399j -0.126341+0.0136063j 0.0470422-0.00806962j -0.0815997+0.0224269j 0.0736501-0.00678134j -0.0478435-0.0273116j -0.0173347-0.00205586j -0.0138241+0.00889269j 0.0534263+0.0396557j 0.00187359+0.0328237j 0.0090828-0.00645086j 0.0509584-0.00187138j 0.029372-0.00537309j 0.00040026+0.00495646j 0.0111364-0.0127804j 0.0062703+0.00875945j 0.0390368-0.00461417j -0.0299455-0.0216476j -0.0334014-0.0288527j 0.00860065-0.00514514j 0.00490911-0.0179367j 0.0127663+0.0209386j 0.0093425+0.00837123j -0.000560731+0.00990971j 0.00441602+0.000220244j 0.00572546+0.0129475j -0.0127986-0.0106292j 0.000971258+0.0109085j -0.0129138-0.0192133j -0.00182785-0.00483973j -0.000168179+0.000344275j 0.00198678-0.0204404j -0.00459843+0.00461139j 0.000433759+0.0402794j 0.00118356+0.00398906j -0.0129648-0.024758j -0.0082205-0.0188745j 0.000975253+0.0223921j -0.018034-0.0124911j 0.00214727-0.0249454j -0.0346841+0.016035j 0.00379243+0.00836542j 0.00574024+0.00221998j 0.0165325+0.0115288j -0.00553414-0.0238741j -0.0064797-0.0328229j -0.0393577-0.00732891j -0.00640914+0.0372554j 
-0.000267131+7.18238e-05j -0.00089269+0.000606981j 0.000252399+0.0010347j -0.000479098+0.000751426j -0.00120026-0.00283994j 0.00139843+0.00200758j 2.40691e-05-0.000183161j 0.000159721-9.1102e-05j 0.00231647+0.000556586j -0.000445862+0.000515961j -0.00131583-0.00139575j 0.000557979+0.00318165j -0.000914967+0.00213404j 0.000502655-0.000442777j 0.000421595+0.00062653j 0.00103717+0.000472127j 0.000317567-0.00124242j 0.000226849+8.31436e-05j -0.00206746+0.00101315j -0.00126275-0.000166783j 0.00170227+0.00226858j -0.000122827-0.00164667j 0.00252287-0.000869709j -0.00119942+0.00175352j -0.00156839-0.000347902j -0.00166674+0.00148365j 0.000233216-0.000599277j 0.000495404+0.000786271j -0.00085598+0.000202138j 0.00140716+0.000387401j -0.00525303-0.00023623j -0.000260432+0.00174515j -0.00109432+7.08296e-05j -0.00220907-0.00107217j -0.000910831+0.000216573j -0.00148158-0.000657937j -0.00112683-8.21539e-05j 5.065e-05-0.000398978j 0.000357389-0.000694201j -0.00085897+0.00281028j -0.00212275+0.00105578j -0.00120113-0.00122216j -0.00269561-0.00238483j 0.000631009-0.000744116j 0.00247315-0.00169686j -0.00269493+0.00312493j -0.00151125-0.000803543j 0.00157385-0.000870828j 0.000189223+0.000776235j -0.002696-0.00230674j 0.00116004-0.00110957j 0.000613743+0.000289133j -0.000613088+0.000184012j -0.00106808-0.00107865j -0.00227995+0.00156979j -0.000173958+0.00175973j -0.000734033+0.000934647j 0.00195519+0.000254728j -0.000993+0.000254589j -0.00122545-0.00126762j 0.00115402-0.00142079j 0.00155316+0.000804241j 0.000531899-0.00191298j 0.000304107+0.00145805j -0.00278385+6.77584e-08j 0.0046719+0.00347364j 0.000898739+0.00176491j -0.00341294+0.000842725j -0.00146609-0.00181133j 0.0027561-0.000530076j 0.00540256-0.00158596j -0.00178726+0.000981702j -0.000950623-0.00139364j 0.0026841+0.00334249j 0.00175739+0.00216836j -7.43114e-05-0.000643682j -0.000879603-0.00162933j 0.000686312-0.00145522j -0.00290051-0.00340603j -0.0010371-0.000490182j -8.32743e-06+0.00123965j -0.000566642-0.000843476j 7.58812e-05+0.00276696j -0.00147112-0.00136644j 0.00150439+0.00213853j -0.000735333+0.00111175j 0.00184088+0.000882941j -0.00104231-0.000284397j -0.000861521-0.000549096j -0.000386892+0.00186194j -0.000336303+0.00106903j -0.000213054-0.00229101j 0.00294159-0.000840519j 0.00146992+8.26557e-05j -0.000144183-0.0043739j 
-0.00117433+0.00176928j -0.00147242-0.00152824j -0.00229698-0.000234018j 7.87947e-05-0.00277859j -0.00115188+0.00193666j 0.000473363+0.000210385j -0.000333272+0.00109537j 0.00214211-0.00114038j -0.00240685+0.000465582j -0.000912534+0.000210034j 0.000366823-0.00205284j 0.00131067-0.00385912j -2.70061e-05+0.000686568j -0.00090961-0.000124449j -0.000750169+0.00130576j -0.00230413-0.000528413j -0.00146421-0.00116348j 0.000755198+0.000209967j -0.00103912-0.000677453j 0.00257642+0.0044266j -0.00203983+0.000162595j -0.00168928+0.00174083j -0.00279537+0.00290467j 0.000978056+0.000585227j -0.00108056+0.000241767j 0.000104165+0.00160468j -0.00024315+0.00038451j -0.000458386-0.0015814j -0.00214993-0.00175425j 0.00193659+0.00233448j -0.0010075+0.00377356j 0.00164613-0.0011449j 0.00391359+0.00040313j 0.000383803+0.00200755j -0.000861891-0.000308909j -0.0007848+0.00157j 0.000657221+0.000880398j -0.00104184-0.000657696j 3.98733e-05+0.00362921j 0.000471493+0.00470302j -0.00458927+0.000759602j 0.001317+0.000562919j -0.000993951-0.000534211j -0.000416482+0.000553338j -0.000160033-0.00159432j -0.000217639-0.00418851j -0.00117829-0.00351008j 0.00193395+0.0016265j 0.000598203+0.0024292j -0.00450281+0.0010289j 0.0019547+0.000171854j 0.00239534+0.000897803j -0.00827116-0.00334029j 0.000138349+0.00024015j 0.00783654+0.00152904j -0.00631742-7.56329e-05j 0.000608248-0.000861814j -0.00257131-4.06259e-05j 6.19886e-05-0.000135288j -0.000395115+0.00119259j -0.000145547+0.00139479j 0.00199038+0.00331394j -0.00246229-0.00184447j 0.00233337+0.00158613j 0.000325986-0.00456399j 0.00073602-0.000269856j 9.67493e-05-0.000493396j 0.000137549-0.00317344j 0.000964234+0.00217395j 0.000503614-0.00203446j -0.00106552+0.00421781j 0.000219584-0.00270166j -0.00265888-0.00099188j 0.00143055+0.00095945j -0.00120184-0.00150106j 0.00229301+0.00286069j -5.71397e-05+0.000881223j -0.000672092-0.00196806j 0.0015736+0.000681325j 3.82249e-05-0.00241476j 0.000705124-0.0023995j 0.000116599+0.00390714j 0.00127007+0.00299309j 0.00137566-0.00558326j -0.000700884+0.00296462j -0.00345279-0.00238295j -0.00296209+0.00454494j -0.00140528-0.00263529j -0.000150207+0.000270425j -0.00218129+0.0015973j -0.00333964+0.000995192j -0.000163669+0.0030254j 0.000752824+0.00425274j 0.00300769-0.000125177j 4.05568e-06+0.000322952j 
-0.00174566-0.00109336j -0.00409117+0.000448721j -0.00125485+0.00107809j 0.000425174-0.00276061j 0.00171152-0.00231769j 0.00271146+0.00312345j -0.00132441+0.00131698j 0.000161888+0.00124412j 0.00403664-0.00125779j -0.00301782+0.00321478j -0.000349253-0.00228725j 0.000298793-0.000277615j -0.00226365+0.00281739j -4.61585e-05+0.000475737j -0.0025244-0.00100848j 0.00290626+0.000148277j -8.95978e-05-0.00269048j 0.00244938-0.000704156j -0.00494943-0.000312856j -0.0071921+0.00173089j -0.000574376-0.00046123j 0.00635705-0.00130309j 0.00693915-0.00425444j 0.00110117+0.00282592j -0.00534374-0.000270297j -0.00563984+0.00115408j -0.000741945-0.00059087j -0.000667988+0.000732736j 0.000700594+0.000842689j -0.00188454+0.000135895j -0.00437129-7.95897e-05j 0.00149642-0.000205555j -0.00497042+0.00127753j -0.00443715-0.00201533j -0.000402396+0.00414304j -0.000625473+0.00283463j -0.000192337+0.000753407j -0.00200501-0.000905327j -0.00398962+0.001282j -0.00166607-0.00294812j 0.00263457+0.00102209j -0.00255402+0.00330264j -0.000478658-0.00110002j 0.00101914+0.00242205j 0.000857199-0.00548029j 0.00196744+0.00680596j 0.000282033+0.00292421j -0.00178167-0.00404622j -0.000386729+0.000349015j -0.00122647-0.00106803j -0.00169176-0.00118872j -0.000222799-0.00192732j -0.000707154-0.00724557j 0.000414945-0.00160789j -0.000832528-0.00286562j 0.000688628-0.00215525j -0.00202723-0.00047175j -0.00239915+0.000319044j -0.000389588-0.000743799j 0.00114214-0.00359205j 0.0018377-0.00426499j -0.000673933+0.00330367j 0.00703462-0.000901383j 0.00153208-0.00137665j -0.00272301+0.00196518j 0.00045426+0.00247546j -0.00341987+0.00239195j -0.00513949+0.00329932j -0.000896783-0.000979737j 0.00448047+0.000148025j 0.00113273+0.000357568j -9.87935e-05-0.000490483j 3.18202e-05-0.00208024j 0.00419315+0.00179504j -0.000600407+9.47535e-05j 0.00061128-0.00130122j -0.000350034-0.00127611j -0.000561269+0.000391217j -0.00633938-0.00175841j -0.00116495-0.000548743j 0.00223175+0.000193261j -0.00162986-0.000735563j -0.000442574+0.00140228j -0.00137767+0.00126189j -0.00011264+0.000248143j 0.00217345-0.00185857j -0.00263452+0.00223053j 0.00310749+0.00421195j -0.00257518-0.00215432j -0.00103143+0.000259856j -0.00262253+0.000178713j -0.00037006-0.000494015j 6.65073e-05-0.00574618j -0.000591778-6.60423e-05j -0.0017861-0.00341051j 
-0.000886879-0.00127274j -0.00289234+0.000149867j 0.000530992+0.000739006j 0.00173775-0.00330937j 0.00170063+0.000935319j 0.00212012-0.00168952j -0.00124512+0.00121622j 0.000710785+0.00210874j 0.000508983-0.00185788j -0.00101497+0.0021924j -0.000305814-0.000718556j -0.00356543-0.00782823j 0.000857727+0.00180345j 0.00108457+0.00163798j -0.00369096-0.00206589j 0.00105256+0.000619029j -0.000624551+0.000505226j 0.00335057+0.00117725j 0.00154076+0.000884581j -0.00310271-0.00284426j -0.000759026+0.000706921j 0.00569485+0.000414548j -0.00116878-0.00197991j 0.00757467+0.000310107j -0.00191229+0.000291119j -0.00307975+0.000302888j -0.00272264+9.97179e-05j -0.00168197-0.00130597j -0.000132487+0.00113794j -0.000986787-0.00174749j 0.00606677+0.00362326j 0.000183272-0.00544859j 0.00394537-0.00180983j 0.00358749+0.00379575j -0.00255655+0.00194063j 0.00128404+0.00250022j -0.00251052+0.00128217j -0.00209438-0.000410996j -0.00276783+0.000555413j 0.00395791+0.00134948j -0.00405507-0.000138475j 0.00254798-0.00173485j -0.000904481-0.00208384j -0.000258713+0.000627318j 0.00121072-0.00250451j -0.00528797-0.00146824j -0.0010116-0.000264817j 0.000524449-0.00123495j 0.00272197-0.000191338j -0.00216233+0.00174384j 0.0014111-0.00729934j -0.000282917-0.0008755j -0.00611501-0.00359216j 0.00112796-0.00165538j 0.00975831-0.00469862j -0.00219806+0.00335836j -0.000587947-0.000128954j -0.000699254+0.00166261j -0.000342516-0.00101465j -0.00154702-0.00152336j 0.00728257+0.00335799j 0.00334083+0.00120576j -0.0011914+0.00208393j 0.0051516+0.000391095j 0.00252567-0.00570299j -0.000542018-0.00126265j 3.94248e-05-0.00106502j -0.00125074-0.000825205j -0.000478+0.001743j 0.00253495-0.00429544j 0.00251545+0.000284901j -0.00210535-0.00176447j -0.00050905-8.63246e-05j 0.00632715-0.000422433j 0.00267764-0.00034303j 0.00244977+0.00296986j 0.000392686+0.00204051j 3.39796e-05+0.000542685j -0.000977326+0.00266423j 0.000959862-0.000287839j -0.00198333-5.08482e-05j -0.00197596+0.000777255j 0.00286442+0.00163092j -0.00134913-0.00402852j -0.00319344+0.00365371j -0.00211327-0.00117943j -0.00476173+0.00408709j -0.000889579+0.000477336j 0.000607899-0.00129181j -1.93853e-05+0.00222086j 2.84112e-06+0.0012969j -0.00219481+0.00634471j -0.00167931+0.00220312j 0.0029134-0.00101064j -0.00298564+0.00197173j 
-0.000520347+0.00169741j -0.000413844-0.00274825j -0.00262297+0.000428759j 0.000395135+7.53313e-05j 0.00219916-0.00425342j -0.00204945+0.000379695j 0.00224844-0.00272497j -0.00203467-0.000767053j 0.00494872+0.00530731j 0.000304002-0.00106687j -0.00330892+0.000270941j -0.00416886+0.00215655j 0.000267134+0.00136896j 0.00143661+0.00117456j 0.00202108+0.00124503j 0.00239809+0.00245885j -0.000566261+0.00294166j -0.00522709-0.00145072j -0.00163513+0.00691629j -0.00425234-0.00538873j 0.00467566+0.00233021j 0.0010048-0.00213779j -0.00455196+0.00121211j 0.00247026+0.00114292j 0.00754535+0.00228788j 0.000512942+0.000657049j 0.00464095-0.00474017j 0.000908289+0.00143838j -0.00546879+0.00122192j 0.00346119-0.00120873j -0.00374485+0.00138096j -0.007109-0.00190993j 0.00308994-0.00130072j 0.00700674-0.00214577j -0.00291494+0.00222312j -0.0002266+0.000353655j -0.000975781+0.00149654j -0.000263261+0.00115393j 0.00636562+0.000308773j -0.000257169+0.00836467j -0.00815779+0.00818891j 0.00400232-0.00514929j -0.00100079-0.000883406j -0.00120294-0.00198667j 0.000661832+0.00253725j -0.00685235+0.0016454j 0.00131454-0.00248761j 0.00100194+0.00275546j 0.00397604-0.00183746j -0.00171015+0.00181939j 0.00528855-0.00870261j 0.00180552+0.00121432j -0.00829415+0.000134067j -0.00100441+0.00294626j 0.0090852+0.00382688j 0.00165442+0.00554169j -0.000507954-0.000417426j -0.00202888+0.000753786j -0.00380449+0.00161867j -0.00513672+0.0025549j -0.00573486+0.00173989j 0.00262746+0.00654125j -0.00871473-0.00650158j 0.0047007-0.000105565j -0.00304822-0.00496261j 0.00431544-0.00203936j 0.00214458-0.00019138j -0.00159488-0.000586535j -0.00056195+0.00242984j -0.0010202-0.000181951j 0.00353706+0.00335843j -0.00268737-0.0036119j -0.00327193-0.0012908j 0.00328939+0.00517098j -0.00233142-0.000908163j 0.000287005+8.94098e-05j 0.000681852-3.07986e-05j 0.000938576-0.000554225j -0.00376083-0.000201491j 0.000374736-0.00179535j -0.00281563+0.0018203j 0.00124174+0.000442446j 0.000357499-0.00153367j -0.0049918-0.00711482j 0.0014448+0.00266787j -0.00161566+0.00330156j 0.000193656+0.00422188j -0.0050051+0.000575747j 5.75769e-05-0.00326201j -0.00188518+0.00179125j -0.00495796+0.00119821j 1.6512e-05+0.00428303j 0.00624728+0.00362943j 0.00389061-0.000654672j 0.00286336-0.00796345j 
-0.000453586-0.00104816j 0.000476845+9.3751e-05j 0.000889094-6.60591e-05j 0.000620066+0.000249022j 0.000483718-0.00182889j 0.00267052+0.00323481j 0.000683506-0.000367856j 0.00195892+0.000725414j -0.000435573-0.000564862j -0.0001496-0.000699783j -0.000676887-0.00189153j -0.000205401+0.00229925j -0.00184242+0.0012833j 0.000849127-0.00086322j 0.00102582+0.00131071j -0.00119195-0.000446412j -7.2571e-05-0.00169308j 0.00143405+0.000370381j -0.00201077-0.000795283j 0.000752186+0.00249283j -0.00136227+0.000300833j -0.00271448+0.000586072j 0.000267982+0.00139237j 0.000955982+0.00292092j -0.00162998-0.000475051j -0.000542056+0.000256485j -0.000800209-0.00130051j -0.000553436-0.000103551j -0.0010634-0.00131911j 0.00137212+0.000820314j -0.00380074-0.00276713j -5.01161e-05+0.00230341j -0.00521201+0.000216885j -0.00337981+0.00104796j -0.00140752-0.00334636j 0.00229292-0.000412708j 0.000539423-0.000839149j 0.000817625-0.000331249j 0.000759143+0.00156917j 0.00141766+0.0010233j -0.00514602-0.00209274j -0.00577843-0.0135093j -0.000986332+0.00206124j 0.00149784+0.00156998j -0.00052393+0.00363678j 0.012387-0.00352742j -0.000749051+0.00413785j -0.00273841-0.00237494j -0.000400822-0.00290281j -2.97545e-05-0.0018825j -0.00314539+0.0057859j -0.000277044-0.00156072j 0.00185111+0.00596189j 0.00345414-0.00166253j -0.0017444+0.000336129j 0.00912124-0.0050705j 0.00132394+0.00142725j 8.33524e-05+0.00178699j -0.00759366-0.00132159j 0.000237736-0.00045201j 0.00660283+0.00326255j -0.00121294+0.00170949j 0.00484368-0.00193413j 0.00751269+0.0111711j 0.000429818+0.00192065j -0.00737667+0.00148277j -0.000821445+0.0026144j 0.00277196+0.000831728j 0.00213068-0.000778145j 0.00127449+0.000552696j 0.000933016-0.00387031j -0.00137594+0.00459167j -0.000495217+0.00355012j -0.000744526-0.00463137j 0.00138756+0.000970565j 0.00233946-0.00399208j 0.00279953-0.00307922j 0.00217304-0.0016267j 0.00336953-0.00922882j -0.000111473-0.00227353j 0.00223486-0.000405436j -0.000544034-0.00243853j -0.00322952+0.00353297j -0.00067835-0.00283381j 0.00188486-0.000176662j 0.00349146+0.00169656j 0.00227085-0.00187944j 0.00249142+0.000952871j -0.000746157-0.00102155j 0.00453957+0.00305793j 0.00626059+0.00168091j 0.00438944+0.00131379j -0.000191973-0.0010791j -0.000819656+0.00158675j 0.00107307+0.000235416j 
-0.00125716+0.00253618j -0.001895+0.000603226j 0.00136594+0.000254328j 0.000422956-0.000933292j -0.000477399+0.00319165j 0.00194272+0.000622971j -0.00339357+0.00200466j -0.00072485-0.00177758j -0.0016874+0.000677768j 0.000441342+0.000258277j 0.00266663-0.00183382j -0.000465122-0.0060073j 0.00167473-0.00342735j 0.00172695+0.00228004j -0.0025358+0.00108269j 0.000423323-0.00168413j 0.00077884+0.000685533j 0.000435529+0.00210742j 0.00354435-0.000690802j -0.000845218+8.41162e-05j 0.000338667-0.00800703j 0.00421904-0.0055529j -0.00197692-0.00558996j -0.00169982-0.0015374j -0.00305404+0.00546078j -0.00238903-0.00789262j 0.00455581-0.00369567j 0.000553102+0.00213367j 0.00695126-0.000328137j -0.008355-0.000808336j -0.00160555-0.00142883j 0.0076829+0.00245508j -0.00288213+0.00505159j -0.00436828-0.00253552j 0.00215668+0.00443922j -0.00366374+0.00197858j 0.00275721+0.00364324j 0.000684898+0.0025077j 0.000760874-0.00253472j -0.00276958-0.000832161j 0.000382988-0.00402982j -0.000623995+0.000706801j 0.0044892+0.000420231j -0.00303973+0.00109107j -0.00538371-0.0036655j -0.00657408+0.00542999j 0.00610814+0.00167392j -0.00198409-0.000676694j 0.00787311+0.00996477j 0.00449773+0.00486158j -0.00162533+0.00427597j 0.00111596-0.00244369j -0.00429267-0.00313873j -0.00134482+0.00621102j 0.00566149-0.00502704j -0.00182364+0.000722655j -0.000740542-0.00117433j -0.00767198-0.00524181j 0.00757105-0.00306011j 0.00139476+0.000138791j 0.00191548-0.00212205j 0.000336878-0.000516613j -0.000434985+0.00191759j 0.00443563+0.000660726j -0.00306095+0.0042152j 0.00734063-3.53397e-05j -0.000414614-0.00164168j -0.00196527-0.00502471j 0.0056147-0.0011977j 0.00125207+0.009918j 0.000855785+0.00608777j 0.000175118-0.00292413j -0.000948026-0.000388057j 0.00229319-0.00314764j -0.0102076-0.00733847j -0.00463784-0.00421143j -0.00633947-0.000360654j -0.00473849+0.00235483j 0.00145988+0.00681381j -0.00677954+0.00401464j 0.00273011-0.00600018j 0.00248932+0.00119911j 0.00362556-0.00545568j -0.005829-0.00206267j -0.00719952+0.00154253j 0.000122515-0.00185682j -0.00259656+0.00209025j 0.00268996+0.00162683j 0.00340922+0.00267901j -0.00207138-0.00428933j -0.00304364+0.00461798j 0.00156995-0.000982696j -0.00381496-0.00409722j -0.00154999+0.00302786j -0.00210331-0.000725558j 
-0.000318337+0.00484306j -0.000374837-0.00160851j 0.00144086+9.32993e-05j 0.0012366+0.000999353j -0.0021309+0.00404657j -0.000677823-0.000534277j -0.00268814+0.000260021j 0.000262536-0.00158879j -0.00307975+0.00141168j 0.00373849+0.0011599j 0.000673295-0.000120669j -0.00207091-0.00442396j -0.00131523+0.000452695j 0.00281565+0.00313308j -0.00109029-0.00017172j -0.00108934-0.00349274j 0.00198822-0.00140454j -0.00170816+0.00402873j 0.000216486-0.000878385j 0.000867695-0.00369711j 7.39047e-05-0.00492314j 0.00155042-0.00174738j -0.00161125-0.00375357j -0.0018323-0.00238686j -0.000311433+0.00138775j -0.000128786-0.00855553j 0.00320087-0.00130459j 0.000920663-0.000537801j 0.00442399+0.000251819j -0.0062786-0.000483649j 0.00332844+0.00237224j 0.00306143-0.00127841j -0.00262487+0.00178508j 0.00103956-0.000584047j 0.000441547+0.00282448j -0.00082879+0.002608j -0.00322941-0.00573886j 0.000236471-0.000287121j -0.00141004-0.00154009j -0.000798184-0.00182438j 0.000902832-0.00339591j -0.000646693+0.00271425j -0.00529577+0.00216656j 0.00217908+0.000298461j 0.00706834-0.00418646j -0.00349143+0.000196831j 0.000716451-0.00102454j -0.00517432-0.00658487j 0.00437162+0.00147099j -0.000318185-0.00903675j -0.00241014-0.00644714j -0.000538895-0.00155478j -0.00631718+0.00168699j 0.00268265-0.00766765j 0.00335314+0.00344373j 0.000648183+0.0053099j 0.000271226-0.000253713j 0.0118623+0.00153912j -0.0020586-0.00458229j -0.000176785+0.00135076j -0.00220891-0.00017581j -0.000873965-0.00232064j 0.00130654-0.00087194j 0.00182994-0.000773887j -0.00172422-0.00386455j 0.00122719+0.00176816j 0.00339843+0.00406363j -0.000932142+0.00642138j -0.0119659+0.00520918j 0.00146505-0.00743141j 0.00394868-0.00701462j -0.00170688+0.00279016j -0.00118383-0.000249704j 0.00787593+0.00660537j 0.0146339+0.00739851j 0.00142348+0.00604843j 0.00300443-0.000167768j 0.0048045-0.00191107j -0.0092278-0.00638545j 0.00533982-0.00816413j -0.00479702+0.00957856j -0.00590049+0.00120455j -0.000342647+0.00613805j -0.00672372+0.00357366j 0.00368936-0.00289892j 0.000114443+0.00264116j -0.00108855-0.00243563j -0.000770742+0.00221018j -0.00674969-0.00232174j 0.00244476+0.00637606j -0.000215412-0.00146226j -0.00617541-0.00251565j 0.00182818+0.000157489j -0.000987358+0.000532984j 3.38368e-05+0.000736368j 
0.00286629-0.00395274j 0.00246598+0.000965746j 0.00285406+0.000786011j 0.000297176+0.00307854j 0.0030596+0.004619j -0.00595199+0.00393029j 0.00158824-0.000162042j -0.00462775+0.00693416j 3.20892e-05-0.00373973j 0.00258536-0.00251309j 0.00151186-0.00398333j 0.00231004-0.00880428j -0.00165153+0.000417318j 0.0015004+0.00176686j -0.00305577+0.00205074j 0.00215123-0.00444259j -0.000717312+0.00317285j -0.0019543+0.00242626j 0.00124035-0.00275826j -0.00427204+0.00269966j 3.59266e-05+0.00441654j -0.00447862-0.00316429j -0.00723849+0.00295948j -0.00596242+0.0031579j -0.00323777-0.00623097j 0.00235419-0.00136296j 0.00106512-0.00101932j -0.000354172-0.00207809j 0.00265156+0.00207341j 0.0029629-0.00225076j 0.00557556-0.00443348j -0.00353843-0.00738804j 0.00101927-0.00379087j 0.00224184+0.000334504j 0.00374965-0.00068014j 0.00383342-0.00155985j -0.000377488-0.000142189j 0.00316018-0.00280159j -0.00166245-0.00339294j 0.000120194-0.00477854j 0.00568037-0.000279192j 0.00458272+0.00732328j -0.00539472-0.0047503j 0.000140614-0.00254879j 0.000290546-0.00142965j -0.00489803-0.000794555j -0.00287729+0.000346586j 0.00997967+0.00458069j -0.00562055-0.00320016j -0.00208049+0.00383207j 0.0056339-0.0145238j 0.00236403+0.00235513j -0.00136929-0.00222902j -0.00319921-0.0037674j -0.00269024+0.000137288j -0.00789947+0.00389708j 5.76817e-05+0.00295865j 0.00760063-0.000929118j 0.00284298+0.00189981j 0.00111566-0.00371763j -0.00304653-0.00203565j 0.000706877-0.00120947j 0.00151559+0.00320573j -0.00765152-0.00504186j 0.000949249-0.00396315j 0.00376442-0.00134756j -0.000854499-0.00418628j 0.0027122+0.00194079j -0.00153529+0.00132753j 0.00373786-0.00469224j 0.00175638-0.00131973j -0.0013865-0.00370393j 0.000453226+0.000185611j -0.00396131+0.00478402j 0.000328234+0.00297852j 0.00341913+0.00481696j 0.00303121+0.000424354j 0.00340122+0.00146405j 0.000727528+0.00654812j -0.00232311+0.000878657j -0.00348587+0.00436091j 0.000146108-6.60033e-05j -0.0015374+0.000670544j 0.0047281+0.00219731j 0.00220759+0.00151584j -0.00165881+0.00226678j -0.000538002+0.00180923j -0.00325743-0.00245802j 0.00247049-0.000328389j -0.000259061+0.00116584j -0.00105046-0.00162829j -0.00576076-0.00124443j 0.00139586-0.000207128j -0.000295496-0.00224559j -0.000369416+0.00243067j 
7.15416e-05-0.00174932j -0.00024515-0.00112701j -0.00156155-0.000855013j 0.000258932-0.000274359j 0.00396097+0.000399315j -0.00236986-0.00213904j 0.00148328-0.00101292j -0.00073821+0.0014874j 0.0018025-0.000621301j -0.0013492-0.000689556j -0.00069672+0.00123964j -0.00273901-0.00401259j 0.00103437-0.00205386j -0.000912906+0.00124025j 0.000490253-0.000980234j 0.00157988+0.000881547j -0.000682998+0.00376795j -0.000979854-0.00119052j 0.000705705+0.00149211j -0.00275902-1.59416e-05j -0.000520695+0.00142753j 0.00280341+0.00260626j -0.000486985+0.0012306j 0.00415116+0.00165028j 0.00427075-0.0014785j 0.00236645+0.00284472j -0.00147532+0.000809111j -0.000965498-0.000704302j -0.00179089+0.00200464j 0.00190122-0.00215383j 0.00315131-0.00165251j -0.00394458-0.00547126j 0.00194914-0.00278158j 0.00504649+0.000710114j 0.000440826+0.00179297j 0.0025453-0.000695174j 0.00118986+0.00194679j -0.00087327+0.00101544j -0.00200543+0.00202591j -0.000152861+0.000569158j 0.00149658+0.000509721j 0.000379499+0.000704183j 0.00605607+0.00178611j -0.00143461+0.000179135j -0.00378806+0.00237053j -0.000436119-0.00218042j -0.000423198+0.00145993j 0.00266106+0.0031466j -0.000912248-0.00452167j 0.00383751+0.00450501j 0.00309383-0.00477929j 0.000172251+0.0010754j -0.00045485-0.00667145j -0.00189256+0.00205647j 0.00149529-0.00124493j -0.00109882-0.00189506j 0.00106224-0.00262268j -0.00579325+0.000792053j 0.00132081+0.000622895j -0.00376094+0.000880279j 0.00430689+0.00038053j -0.00226728+0.00171683j 0.000278507-0.00317632j 0.000367631+0.00219229j 0.000491361+0.00195254j -0.000743286+0.00208953j -0.00189567+0.000226347j -0.00205113-0.00344796j 0.00150099+0.000153595j -0.00575957+0.00506056j -0.00231624+0.00421276j 0.000294934-0.0017339j 0.00117868+0.000844425j 0.0035818-0.0021327j -0.0023598-0.00530857j -0.00364706-0.0026633j -0.00158952-0.00057637j -0.00456213+0.000329268j 0.00233114+0.00189565j 0.00207223+7.02437e-05j 0.00137618-0.00512296j 0.00309708-0.000455954j 0.000329869-0.00115777j 0.00198551-0.00635124j -0.00158116+0.00382844j -0.000772943-0.00254443j 6.33893e-05+0.00270631j -0.00140759+0.0010766j 0.000399897+0.000312888j 0.00066519-0.00319772j -0.00101525+0.00232224j 0.00238234+0.00175761j -0.00247683-0.000603888j 0.0016032-0.00169768j -0.000392715-0.0012593j 
