0.118121-0.0906773j 0.102013+0.0849743j -0.0676737-0.0628247j -0.0145244+0.152332j 0.0410849-0.022107j 0.00641861-0.0567835j 0.0104916+0.0165095j -0.0332547+0.0161618j -0.0231819-0.140301j 0.132894+0.00606924j 0.0836994+0.0126276j -0.131635-0.10901j -0.118857+0.0339812j 0.0461214+0.014275j -0.0472782+0.20582j -0.0774862-0.0512016j -0.133994+0.0605803j -0.0113967+0.0427355j 0.159067-0.0162613j -0.0760855+0.0245645j -0.0107375+0.00413637j -0.0887587-0.0897707j -0.024934+0.0575166j 0.0431948+0.0110709j 0.0328747+0.0367906j 0.0371045-0.0123533j -0.0569944+0.0278523j -0.0408251+0.0972874j -0.0450135+0.0953351j -0.0608736-0.0234358j -0.00133609+0.0055856j -0.00424492-0.0478964j -0.0199478+0.0202909j -0.0446754-0.0221259j 0.0215985-0.0193322j -0.0337958+0.0806354j 0.0660128-0.0554115j 0.00391103-0.0768675j -0.0700272+0.0414878j -0.0986926-0.0581042j -0.018245-0.0962313j -0.0383086-0.105399j -0.0720904+0.103393j -0.0414163+0.0426671j 0.0359735-0.0189456j 0.0441246-0.0231473j -0.121425+0.0562115j -0.0451929+0.04712j 0.0514889+0.00874818j -0.090569+0.00426166j -0.0075062-0.0326864j -0.0672839-0.0357047j -0.0329579-0.0284401j 0.0196702+0.0546304j 0.0150528-0.0310834j 0.0492364-0.0996499j 0.0271718+0.0265834j -0.0676443-0.0424642j 0.0499016+0.00191077j 0.100895-0.0495142j -0.0311909+0.0560861j 0.06078-0.0644216j 0.0376252+0.140163j -0.207481-0.0464135j 0.0172498+0.0179571j 0.014678+0.0427664j 0.026717-0.00973292j 0.0422089-0.157261j 0.0570861+0.104877j -0.091031+0.0528794j 
4.33051e-05+0.00112421j -0.000263482-0.00108894j -0.00177992-0.000899678j -0.00207202+0.00136439j -0.00174408-0.000582209j -0.00148336+0.00486771j -0.00185758+0.00289295j -0.0034652+0.000671795j 0.000564824+0.00202212j -0.0015077+0.00202281j -0.000678483+0.000989178j -0.00237041-0.00676621j 0.00193748+0.00127404j 0.00239543+0.000895095j -0.00079841-0.0031367j -0.00296526-0.00302526j -0.000874438+0.00171694j -0.000574082+0.00203442j 0.000138731-0.00107206j -0.000568602+0.00515364j -0.00217959-0.00210268j 0.00670474-0.000456397j -0.000566916-0.00154731j -0.00119187-0.00187255j 0.000357472-0.000950497j 0.000744834-1.37682e-05j -0.00441734+0.00149366j -0.00230379-0.00498455j -0.00165189+0.00103899j -0.00131033-0.00230875j 0.00307-0.00128082j -0.00256149-0.0059482j -0.00352315+0.00180745j -0.000813768+0.00310138j -0.00115826+0.00398568j -0.00207436-0.000114898j -0.00341426+0.000146769j -0.00325393-0.00470692j -0.00135988+0.00271556j -5.34735e-05+0.00486864j -0.0042671-0.00204845j 0.00168386-0.00137539j 0.00154946+0.00161644j 0.00335747+0.0010461j 0.000205443+0.00129111j 0.00321837+0.00347875j -0.000454255-0.00377672j 0.00440011-0.00240029j 0.00284822-0.0019237j -0.0019363+0.000355902j -0.00551631-0.00113576j 0.00405252+0.0020892j 0.00274949-0.00190255j 0.000809133+0.00199252j -0.000640153-0.000383338j -0.00185874-0.00019375j 0.00407052+0.0017536j -0.00615011-0.000124369j 0.00336386-0.000404056j 0.000811875-0.00166424j 0.000781843-4.39033e-05j -0.00244139+0.00106853j -0.000876803+0.000666275j 0.00175935+0.00562277j -0.00147909-0.00141988j -0.00281156-0.00107428j -0.000932274-0.00124218j 0.004012-0.000353572j 0.00153771+0.00202719j 0.0031631-0.00338366j 
0.000140267-0.00223539j 0.00178948+0.00195235j 0.000798436+0.00292209j 0.00350228-0.00132227j 0.0013854+0.00103009j 0.00383281-0.00548591j 0.00488766+0.00581586j 0.00159404+0.00226685j 0.00259936+0.00285592j -0.000516083+0.0014338j -0.0028828-0.000205462j -0.00320677+0.00436441j -0.000849934+7.35696e-05j 0.00236141+0.000109134j -0.00290364+0.00350391j 0.00635264+0.00336305j 0.00428793-0.000915405j 0.00184719-0.00541653j 0.00421999+0.00170881j 0.00380903-0.00141441j 7.06333e-05+8.37855e-05j -0.00371679+0.000196844j -0.0020084-0.00136822j -4.52248e-05-0.00568545j -0.000948969-8.1252e-05j -0.00495368+0.00566622j 0.0055591-0.00605126j 0.00345105+0.008787j -0.00572782-0.0038716j 0.00315201-0.00683091j 0.00112982+0.00373598j -0.00650543-0.00506645j 0.00254073+0.000128579j 0.00250563-0.00643705j 0.00377781-0.00361273j 0.00801166+0.00228421j 0.00532648-1.95583e-05j 0.00817737+0.00927812j 0.00556886-0.00475891j 0.00169947-0.00290176j 0.0042621-0.000412066j -0.00141973-0.00253165j 0.000830943-0.000428221j 0.00132677+2.2755e-06j -0.000710558-0.00626811j 0.000555235-0.00671361j 0.00437759-0.00438684j 0.00249706-0.000277522j -0.00555186+0.00359911j 0.00048416+0.0019717j 0.000382791-7.99794e-05j -0.000833286-0.00211021j -0.00552341-0.00243059j -0.00408531+0.00194549j 0.00404344-0.00240149j -0.00636527+0.000494868j 0.00105899-0.00529831j -0.00212472-0.00230672j -0.00377002-0.0013983j -0.00282432+0.0015184j 0.00478623-2.22434e-05j -0.00187206+0.00169942j -0.00289802+0.000872122j -0.00414964-0.000581459j -0.000448772+0.000978675j -0.00396521+0.00422142j 5.37579e-05-0.00417893j 0.00115799+0.000407054j 0.00340628-0.000473668j -0.000686695+0.00223715j 
-0.00516541+0.00160075j 0.00160274-0.00141501j 0.00132959+0.00413488j -0.000984003+0.00167761j 0.00254837-0.00246681j -0.000381327-0.00169402j -0.0109681-0.00256305j -0.00748515+0.00416286j 0.00759343+0.00114462j 0.000371328+0.000902276j 0.00147259-0.00403034j 0.00140028-0.00271345j -0.00701697+0.00353622j -0.00172479+0.001182j 0.00133321-0.0019633j -0.00236113-0.00127967j -0.00205684-0.00249974j -0.00145991-0.000527789j 0.000172604-0.000480769j -0.00601012+0.00564961j -0.00832631+0.00171689j -0.000961583+0.0016103j -6.75826e-05-0.00847815j 0.00530982+0.000432334j 0.000437769-0.00524828j -0.00736331-0.00548355j 0.00380428+0.00906121j -0.0015072-0.00974775j 0.00408065-0.00184402j 0.00031921+0.00204938j 0.0011396+0.00538131j 0.00383821+0.0100693j -0.00160276-0.00618408j 0.00444537+0.00506359j 0.00107315+0.00458441j -0.0106163-0.0101814j -0.00300873+0.00946307j 0.00308874-0.00911925j 0.000328215+0.00245841j -0.00110268-0.0013044j -0.00348512+0.00183051j 0.000382324-0.00252343j 0.0133552-0.00367552j -0.00804681-0.00465927j 7.97958e-05+0.000243855j -0.0013479+0.00229007j -0.0050863-0.00291485j -0.00141862+0.00233273j 4.60951e-05+0.0002365j -0.0061597+0.00124786j -0.00939921-0.0036073j -0.000110104-0.00565259j 0.0084642-0.000438398j 0.000124147-0.000183139j -0.000131737-0.000999973j -0.00299128-0.000308746j -0.00558-0.000155329j -0.00751343+0.00744068j 0.00989467+0.00907477j -0.00576717+0.00226688j -0.00285525+0.00322164j 0.000841296-0.00373486j 0.00673437+0.00122112j 0.00104288-0.00881205j -0.000326125-0.00134484j -0.0023678-0.00435494j -0.00152534+0.00101329j -0.00647453+0.00230547j -0.000617283-0.00562774j -0.00334514+0.00529539j 
-0.00101495-0.00198173j 0.000416398-0.000469494j -0.00120618+0.00237044j -0.00183754+0.00158586j 0.00295232+0.00318473j 0.00385143+0.00186213j -0.00157119-0.00658806j 0.00142712+0.00375946j -0.00675317+0.00299625j 0.00524956-0.00129084j -0.000790939+0.00221214j -0.00255394-0.00356988j 0.00188249-0.00042622j -0.00311865-0.000124976j -0.00139901-0.000120303j 0.00180641+0.00306819j -0.000602861-0.00166833j -0.00298208-0.00624215j 0.00263984-0.00221012j 0.00356688+0.00449357j -0.00309005+0.00193869j -0.0015977+0.000765557j 0.00645118-0.00142412j 0.000959523+0.0027768j 0.00278691-0.00229681j 0.00115026+0.000900667j -0.000101423-0.00511461j 0.000842127+7.27861e-05j 0.00515414+0.00514673j -0.00175417+0.00206207j 0.00216927-0.00410149j 0.00351263+0.00449326j -0.00177121-0.00153458j 0.00588663+0.000993036j 0.00504624+0.00194324j -0.00667695-0.00366569j 0.00397284-0.00173692j -0.00138755+0.00329596j -0.00145391+0.00399218j 0.00219227-0.00394913j 0.00626308+0.00119094j 0.0032739-0.00259652j -0.00357032-0.00161032j -0.0051032+0.000218176j 0.00179093-7.23164e-05j 0.00182484-0.00156758j 0.0035495-0.000185496j 0.00295849-0.00257055j 0.000898199-0.00125743j 0.00413276-6.57069e-05j 0.00619155+0.00166131j 0.00292123-0.0039226j -0.000329406-4.93331e-05j 0.00542347+0.0001667j -0.00121808-0.00324185j -0.000146369+0.00127912j 0.00122512+0.00206424j 0.000327156+0.00170227j -0.00162566+0.000129591j -0.00323398-0.00349261j 0.000210656+0.00245241j 0.00417645+0.000299236j 0.00139636-0.00110842j -0.003198-0.000372387j 0.00187557+1.34687e-05j 0.00095409-0.00356001j 0.00132297-0.00221793j 0.00116742-0.000354708j 0.000175372-6.93087e-05j 0.000231572+0.000377994j 
-0.00352054+0.000603549j 0.000998961-0.0041643j 0.00364973-0.000158711j -0.00606908-0.0024179j -1.2096e-05+0.00424986j -0.00301111+0.00204913j -0.00365379+6.30483e-05j -0.00795442+0.00540954j 0.00131371+0.00458952j -0.00523724-0.000526256j 0.00257271+0.0026638j 0.000678122-0.00765421j 0.00241651-0.00398443j 0.003761+0.00484723j -0.00398508-0.00210272j 0.000118721-0.00372347j -0.00451548+0.00578415j 0.000858017-0.00573146j 0.00154045-0.00312984j -0.00410756+0.00490177j 0.000581015-0.000877736j 0.00338465+0.0029071j -0.00381398-0.00249496j -0.00492763+0.000256471j -0.00127851-0.00414423j -0.000578284+0.00176013j 0.00377825+0.00438722j 0.00303486+0.00203964j -0.00457553+0.00536657j -0.00588006+0.00461779j -0.00399267-0.00854574j -0.006255-0.000660429j 0.00106203+0.00418332j 0.0027044-0.00427115j -0.00175897-0.00683838j 0.00223091+0.0069429j -0.00297876+0.00278708j 0.00288899-0.00523525j 0.00964696+0.00336951j -0.000772074+0.00500087j -6.47242e-05+0.000413905j 0.00864737+0.00301272j 0.000604529+0.00181544j 0.00473332+0.00298755j 0.0028832+0.000519312j 0.0032872+0.000480789j 0.00110957+0.00107259j 0.00147634-0.000339931j 0.0023771+0.00633363j 7.1324e-05-0.00521125j 0.000864488+0.00358192j 0.00242032-0.00136838j -0.00616083+0.00284099j -0.00136579-0.00034268j -0.00298411-0.0017333j 0.00549117-0.000557789j -0.00422575-0.00287169j 0.00156166+0.000511077j 0.00350276-0.00136524j -0.00786913+0.00249681j 0.00117805+0.000353746j 0.0014149+0.000240303j -6.50657e-05-0.000373704j 0.00176383+0.00215355j -0.000884385+0.000125527j -0.0093856+0.00588939j 0.000915995-0.00218038j -0.00292392+0.0023529j -0.00205702-0.00228455j 0.00303649-0.00077356j 
-0.000330482+8.68325e-05j 0.00018169-0.00043737j 9.51183e-05+0.000235074j 0.00203284-0.000358511j 0.000979969+0.00258189j -0.00174739-0.00143276j 0.00363479-0.00222316j -0.00079266-0.000546341j 0.00052639+0.00390109j 0.00378424-0.000259725j 0.000537625-0.00205406j 0.000816265-0.00216264j 0.0012881-7.72861e-05j 0.00109495+0.000773876j -0.00111225-0.00131555j 0.00127803+0.00133604j 0.000899002-0.000273181j 0.00070376-0.00433037j -0.0017524-0.00250647j 0.00022372+0.00255125j 0.00297407+0.00256258j 0.00188107-0.000613189j -0.000573566-0.000169229j -0.000770776+0.00123191j 0.00125337+0.00161487j 0.00265673+0.000987845j 8.87029e-05-0.000970572j -0.00106229+0.00010434j -0.000174958-0.000605968j -0.000143478+0.000368183j -7.91743e-05-0.00266007j -0.00137583+0.00208864j 0.001221-0.00327733j -0.00138177+0.000224881j 0.00286649-0.00121051j 0.000930076+0.000166171j 0.000904847-0.000433947j 0.0017836-0.00164463j 0.00179007-0.000582723j 0.0014025-0.00116139j 0.00172182-0.00598251j -0.000250525-0.00106299j -0.000275545-0.00035428j -0.000410076+0.000226507j 0.00246279-0.00214682j 0.000832574+0.00226707j -0.00195954-0.00112956j 0.000418972-0.00197026j 0.000276056+0.00106013j 0.00231839+0.000174892j 0.00208114+0.00270164j -0.000691465-0.00212694j 0.000685101-0.00103847j 0.00239326+0.000198112j 0.000288859-0.00103112j 0.00186487+0.00134614j -0.00165002-0.00123389j 0.00255608+0.00315736j -0.00101054-0.000506668j -0.00225262+0.000173761j 0.00151421-0.00152912j -0.0013757-0.000741164j -0.000523376+0.00121013j 0.000949183+9.84514e-05j 0.000934017+6.92857e-05j -0.0014726-0.00148412j 8.66208e-05-0.00986671j -0.000513965+0.000729745j 0.000524513-0.000928672j -0.000298907+0.000754943j 
-0.00262409-0.00110413j 0.000341975-0.00273568j 0.000624464+0.00238849j -0.00567273-0.00239032j -2.64725e-05+0.00377607j 0.00166227+0.00580498j -0.00322669-0.0130915j 0.00153137+0.00423781j -0.00792091+0.00545284j 0.00802781-0.0061343j 0.00254699+0.000436971j 0.00232581-0.00550032j 0.00271578-0.00238485j -0.00283978+8.88717e-05j -0.000570625-0.00171487j 0.000274874+0.000851228j -0.00409808-0.00276404j -0.00270265-0.00413838j 0.000218973-0.00534705j 0.00391633+0.00321666j 0.00456422+0.00325926j 0.00204008+0.000308321j 0.00916689-0.00127851j 0.000194666+0.00663727j 0.00413052+0.000582356j 0.00690572-0.00551949j -0.00641683-0.00538138j 0.00140509+0.0011572j 0.00815054+0.00562692j -0.00207842+0.00807423j -0.00124004-0.00909437j 0.00924837+0.00395887j -0.00373337-0.00668649j 0.00142338-0.00374241j 0.00452368-0.002534j -0.00512054+0.00436549j -0.000405824-0.00475556j -0.00411064+0.00125563j -0.00181697+0.00430278j 0.00470358-0.00446657j 0.00368626-0.00236398j 0.00342814-0.00205581j -0.00966566+0.00226668j 0.00221288+0.00399665j 0.00655799+0.00314134j 0.00058139-0.000736537j 0.00246465+0.00548028j 0.00302019-0.00360094j 0.00202993-0.00329506j 0.0094238-0.00339339j 0.0133314+0.00395534j -0.00331927+0.00138377j -0.00156829-0.0020197j 0.00939341-0.0020101j -0.00508747+0.000210665j 0.00784826+0.00146494j -0.00120859+0.00544789j 0.0114287-0.000157398j -0.00777712-0.00206708j -0.00193703-0.00123278j -0.000345377+0.000289728j -0.00290998-0.000237043j -0.00198237+0.000234611j -0.00211309-0.000933729j 0.00269796-0.000522555j -0.000832101-0.00384273j 0.00388901+0.00011274j -0.00142515+0.00163213j -0.000851189+0.000752709j 0.000669513+0.000927877j 
0.0017348+0.00325296j -0.00372262+0.00205917j -0.00245569-0.00327429j 0.00593025-9.01894e-05j -0.000536856+0.00323485j -0.00589283-0.00396888j 0.00733616+0.00202637j 0.00138512-0.00307792j 0.0019242+0.00388343j 0.00522426+0.0022305j 0.00221792-0.00384704j 0.00432407-0.000543047j 0.00104627-0.00131904j 0.00490316+0.00108066j -0.00421862+0.00157953j 0.00221501+0.00198579j 0.00594977+0.00202734j 0.00412025-0.00124935j -0.00465132-0.00322958j -0.00427644+0.00315213j 0.00533556+0.00196691j 0.00301049-0.00160439j -0.00604458+0.0024652j -0.00561385+0.00301259j 0.000665912+0.00302009j 0.0077858+0.00252301j -0.00155824-0.00037246j -0.0025878-0.00483557j -0.00158063-0.00360268j 0.00273568-0.00634494j -0.00237587-0.00244593j -0.00267443-2.56376e-05j 0.00145274-0.00161164j -0.00385936+0.00268299j 0.00081064-0.00290469j 0.00430222-0.000487563j -0.00490354-0.00275856j 0.00310642-0.00434084j 0.00341402-0.00337603j 0.00284682+0.00481438j -0.000953742-0.0106527j -0.00175345+0.00100623j 0.0016749-0.00230357j 0.00302817-0.00123995j -0.00104404-0.00370053j 0.00058317+0.0063294j -0.00245643-0.000223214j -0.000408282-0.00430255j 0.00194031+0.00185057j -7.27793e-05-0.000565489j -0.00369859+0.00445883j -0.00457941-0.00288273j 0.00202385-0.00375715j 0.00337962-0.000540752j -0.000126134-0.00152466j 0.00144664-0.00142355j 0.000837065-0.00151223j -0.00190879+0.00422881j 0.000700042-0.000676255j -0.000624497+0.000402211j 0.00382649-0.00314131j -0.00307482-0.00540338j -0.0032277+0.00148827j 0.00523918+0.0023549j 0.00156155+0.000145337j -0.00186526-0.00354506j 0.0024441-0.00641578j -0.00185496+0.00299103j -0.00135157+0.000210519j -0.000816744-0.000612558j 
0.001237+0.000830749j -0.00161946+0.00115953j -0.00127458-0.00155031j 0.000675822+0.00138751j 0.00238483+0.000430238j -0.00103418-0.0016741j 0.000449669-0.000336455j 0.00195375+0.000112787j 1.37598e-05-0.00149349j -0.00077812+0.000152256j -0.000143713+0.00155679j 0.00133593-0.000297811j 0.000733614+0.000580694j -0.000108913-0.000642578j 0.000844311+0.000463709j -0.000600003+0.000512405j 0.000728844+0.000538954j 0.00114773+3.04928e-05j -0.00111537-0.000948655j -0.000633611+0.000263285j 8.57428e-05-0.000947326j -0.00178479-0.00126444j 1.25034e-05+0.000897254j -0.000531241+0.000296224j -0.000276399+0.000129035j 0.000159076+0.000269619j 0.00110787-0.000180213j -0.00249221-0.00203021j 0.000216561+0.000268197j 0.000159942-0.00201299j 0.000175357+0.000482696j 0.000827427-0.000992077j 0.000194019+0.00227559j -0.00166641+0.00217681j -0.000609801-0.00132275j -0.00154937+0.00106007j -0.00190206-0.000548569j -0.00202984+0.0007506j -0.000860528-0.000664368j -0.00144077+0.00195514j -0.00122985-0.00149536j -0.000630971+0.00141665j 0.000625521+0.00111174j 0.000790193+0.000507987j -0.000349399+0.0011924j 0.00107071+0.000358104j 0.000148812-0.000481002j -0.000977218-0.000567664j -2.06312e-05-0.000821055j -0.000540507-0.00135104j -0.000604774+0.000974792j 0.000725539+0.00151509j 0.00031053-0.000309437j 0.000337799-0.000439988j 0.000175199+0.000873988j 0.000984106-0.00156124j 0.000316097+0.000406395j 0.000281585-0.000579355j 0.000913804+0.000857644j 0.000445198-0.000796788j 0.000223674-0.000350702j 0.000684988-0.000605116j 0.000547271-0.000671305j 0.000221633+0.000158386j 0.00411607+0.000448417j -0.000805787-0.00125806j -0.000796272-0.000413467j 0.000852767+0.00019868j -0.00140194+0.00165669j -0.000161663-0.00105929j 
-0.00236197-0.00459658j 0.006114-0.00429974j 0.00648644-0.000934535j -0.00921544-0.00558399j -0.00171242+0.00291221j 0.00225509+0.0099348j -0.0018138-0.0054044j -0.0125477+0.00818235j 0.00642643+0.00537303j -0.0107244+0.00139569j -0.00263733+0.00251982j -0.00171983-0.00375682j -0.00315602+0.00413555j -0.000190368-0.00433637j -0.00269443+0.000383632j -0.00170211-0.00169452j -0.00533739+0.00207042j -0.00604454+0.00180028j 0.00457998-0.00434408j 0.00126037-0.00616752j 0.00286305+0.00219174j 0.00962038+0.0140629j 0.00115883-0.00516215j -0.00221171+0.00301367j 0.00352004+0.00108117j -0.00231459+0.00152832j 0.00232826+0.00570032j 0.00638473+0.000226074j 0.00192684-0.00316211j -0.0104103+0.00561505j 0.000910944+0.00189795j -0.00138735-0.00154897j -0.00456293-0.00484027j 0.0040997-0.00299703j -0.00305135+0.00496428j 0.0012314+0.00744849j -0.00325331-0.00305805j -0.00124532-0.00163666j 0.0038914+0.0019687j 0.00711582-0.00305405j 0.00331034+0.0015873j -0.00205377-0.00372902j -0.0014107-0.0033494j 0.00111621-0.00242862j 1.84683e-06-0.00140543j -0.0100115+0.000720298j -0.00978256-0.00149505j 0.00102972+0.00132905j -0.00374689+0.000441779j -0.00815333+0.00229241j -0.00232457+0.0015171j 0.00034396-0.00449554j -0.000158108+0.00634831j -0.00297894-0.00274712j 0.00202839-0.00106958j -0.00323138+0.00383075j -0.00359624+0.000490156j 0.00324175+0.00218519j -0.00168374-0.00338097j 0.00144758+0.00294767j -0.000241227-0.00109981j -0.00430319+0.00015866j -0.00100906+0.00124951j -0.00107687+0.00311972j 0.00239223+0.000749917j 0.00120675+0.0115472j 0.00214065-0.00421203j -0.00243547+0.00188958j 0.00111043+0.000269176j -0.00197516+0.000883311j 
-0.00128112-0.000310139j 0.00153589+0.000804237j -0.00304704+0.00535471j -0.000842606+0.00101429j 0.00208951-0.00427982j -0.000460091+0.000310725j -0.00471207+0.00184215j 0.00218838+0.00967068j 0.00430388-0.000177195j 0.00144113-0.00375841j -0.00702392+0.00215791j 0.0033353+0.00393179j -0.00268373+0.00668471j 0.000517147+0.000152973j -0.00142177-0.000821034j 0.00222645-0.0008073j 0.00158324-0.00710852j 0.00271955-0.00473579j 0.00296808+0.00302835j -5.61394e-05+0.00125424j -2.76977e-05+0.00242029j -0.00384576+0.00415857j -0.00157309-0.00895193j -0.001391-0.00416579j -0.000804532-0.0077192j -0.00349522-0.00377844j -0.0016357+0.00290502j 0.00176527+0.000215755j -0.00504309-0.00671277j 0.000900199-0.00977633j 0.00192569+0.00629676j -0.00574027-0.00231231j -0.000365012-0.00589147j -0.00397016-0.0067404j 0.00483662-0.00179595j 0.00629883+0.00356211j 0.00321985+0.00487939j 0.00315179+0.00085486j -0.00133798-0.00251608j 0.000409643-0.0041941j -0.00259915+0.00448412j -0.000535231-0.00149804j 0.0058941-0.00158245j 0.00947309+0.00385675j 0.00519033+0.000433572j -0.0016027-0.00590248j 0.000830925-0.00367863j 0.00607659-0.00399827j -0.00924454+0.000873961j -0.00173359+0.00172314j -0.00298051-0.00221242j -0.00450094+0.00363829j 0.00161994-0.00516581j -0.00235833+0.00307855j 0.00461792+0.00252662j -0.00806801+0.000517328j -0.00347264+0.000803399j -0.00182529-0.00209438j -0.000531114-0.00142296j 0.00366385+0.000904857j -0.0027185+0.000774354j -0.0158007+0.0036418j -0.00270767-0.000742559j -0.00910199-0.00078745j -0.00421069+0.000516086j -0.00849338+0.000263562j -0.00133783+0.00364275j -0.000853651+0.00458886j 0.000178511+0.00384015j -0.00236448+0.00296822j 
0.00371802-0.00178728j 4.52767e-05+0.00491888j -0.00381417+0.000704299j 0.0081384+0.00164073j 0.00253489-0.00285805j 0.00153248-0.00344129j 0.00404778-0.00486687j 0.00751521-0.00615474j -0.00214841+0.000396116j 0.00667163-0.00175581j -0.00555728+0.000173419j 0.00176693+0.00590444j -0.000610737+0.00509303j -0.00423294-0.00213645j 0.00118371+0.00141029j 0.00436116+0.00588664j 0.00394904-0.00688379j -0.00271878-0.00107535j -0.00191695+0.00185007j 0.00580339-0.00467441j 0.00221407+0.00324113j -0.0023531+0.00219656j 0.00377955+0.000218753j 0.00224112+0.00144882j 0.00489055+0.00189291j 0.00276586-0.000431806j -0.00347135-0.0011165j -0.00300153-0.0045213j 0.00628884-0.00939776j 0.000928485-0.00673436j 0.00356374+0.0043498j 0.00465184+0.00255304j -0.00124085-0.00487187j -0.000597644+0.00743902j 0.00600748+0.00706342j -0.00401109-0.00605071j 0.00417857-0.00350591j -0.00190853+0.00417748j -0.0081382-0.00184206j 0.000566934-0.00675074j 0.00472901-0.00226982j -0.00575593-0.0011218j -0.00107526-0.0039516j -0.00663421-0.00179074j -0.00214019-0.00215889j -0.00426981+0.00243828j -0.00386373-0.00184169j -0.00163349-0.00328961j -0.00443413-0.00517337j -0.00103569+0.00388533j -0.00101247-0.00148839j -0.000923716-0.00389454j 0.00646561-0.000426396j 0.00322262-0.00270668j 0.00298561-0.000184079j -0.00649541+0.00343198j 0.00381484+0.00124208j -0.000658765+0.00231079j -0.00202733+0.000307719j 0.00428271-0.00523491j -0.000866815-0.000931843j -0.000793501-0.000295418j -0.000292702-0.000629149j -0.00185155+0.00120766j 0.00149229-5.9877e-05j 0.00498129-0.00743486j 8.47817e-05-0.0038976j 0.00341967-0.00204211j 0.00129332+0.00224621j -0.00276226+0.000343036j 
-0.00132893+0.000958093j -0.00140797-0.000628329j -0.00398644-0.00107957j 0.00289209+0.00339498j 0.000198288+0.00492836j -0.0021758-0.00701838j -0.00268514-0.00340901j 0.00189041+0.00113875j 0.000559808+0.00101262j 0.00102018+0.00314028j -0.00586625+0.00172574j 0.00268151+0.000260683j 0.00340026+0.00107187j -0.0021646+0.00344513j -0.00269361-0.000930647j 0.000453933+0.00297711j 0.00292619+0.00176902j 0.00161838-0.00355478j -0.00479253-0.000948993j -0.00538013+0.00418332j -0.000331744+0.0015579j -0.00350783+0.002703j -0.00258323-0.00155447j -0.00463284+0.0025116j -0.00133742+0.000591898j 0.00313216+0.000782575j 0.00273498+0.00483792j -0.00346165-6.81958e-05j 0.00147998-0.00235083j 0.000355792-0.00552354j -0.00194802+0.00100765j -0.00574876+0.000184437j 0.00532903-0.00185044j -0.00432743+0.00316997j 0.00303538+0.000485165j 0.000252468+0.000660883j 0.000798215+0.00437028j -0.000169457+0.00126318j 0.00247327-0.00193641j -0.00328762-0.00285978j 0.00108141+0.00260214j 6.22485e-05+0.00239601j 0.00201887+0.00100883j 0.00133308+0.00126852j 0.00512374+0.000353492j -0.000342427+0.00227395j -0.00482052-4.23271e-06j -0.00208186-0.00235005j -0.00290461+0.00157649j -0.00194821-0.00251231j 0.00247283+0.00190665j 0.000520583-0.000960097j 0.00284922+0.000310783j 0.00308543-0.000707153j 0.00607298-0.000211837j -0.00228359-0.0011923j -0.00129864-0.00107314j 0.0021601-0.000534351j 0.00379698-0.000459857j -0.000914845-0.00225284j -0.00022527+0.000877948j -0.00117927+0.00213015j 0.00122624-0.000598528j -0.000163364+0.00172854j 0.0042124-0.000589109j -0.00688184-0.00518902j 0.0011019+0.00134463j 5.00438e-05-0.000724579j 0.000350968-0.000816259j 0.000951231-0.000670325j 
-0.000268783-0.00410394j 0.00171581-0.00348794j -0.00358544-0.00375805j -2.52213e-05-0.000323244j -0.00613084+0.00991976j -0.00139114+0.000762253j -0.00658635-0.000393936j -0.00853189-0.000934173j -0.00160706+8.88889e-05j -0.00240926+0.00792725j -0.0055859-0.00156738j 0.000374608-0.0003957j 0.00292248+0.0036306j -0.00380708-0.00117433j -0.00464804-0.00205826j -0.00348954+0.00164214j 0.00338071+0.00846688j 0.000184433+0.000501487j -0.00435069-0.00337448j -0.0101816-0.00126861j 0.00243883+0.000145359j -0.00484883+0.00940121j -0.0024635-0.003734j -0.00514046+0.00832093j -0.00347472+0.00537559j 0.00882764-5.5015e-05j 0.000471252+0.00913047j -0.00124888+0.00400589j 0.00314174+0.00136943j 0.00208287+0.00168481j -0.00476856+0.00112293j -0.0101659+0.000833263j 0.00630318-0.00553239j -0.000348522+0.00127882j 0.000495748+0.00237511j 0.00310948-0.00160034j 0.00522027-9.87605e-05j -0.00101235+0.000854002j 0.00390949+0.000631321j -0.00375964-0.00429513j 0.00309997+0.00247546j 0.00032662+0.000507075j -0.00400615-0.00185319j -0.00124601+0.00134169j 0.00253526+0.00492501j 0.00406181+0.000140345j -0.0109162+0.0030111j -0.0026919+0.00163325j -0.00343501+0.00563082j -0.00507641-0.00155737j 0.00637014+0.00113727j 0.00140323+8.43293e-05j 0.00423336+0.00267617j 0.00192692+3.86888e-06j 0.0140183+0.00195614j -0.00145577-0.00370563j -0.00264746-0.00159747j 0.00489602+0.000107705j 0.00118788-0.0013977j -0.00133468-0.0023249j -0.00392561+0.00220422j 0.00136024+0.00156609j 0.00483659-0.00100374j -0.00164949+0.000253587j -0.00105185+8.60259e-05j -0.0017528-0.00348731j 0.00184513+0.00285836j 0.000987972-0.00268238j 0.000315705-9.83911e-07j 0.000844939-2.34108e-05j 
