0.118121-0.0906773j 0.102013+0.0849743j -0.0676737-0.0628247j -0.0145244+0.152332j 0.0410849-0.022107j 0.00641861-0.0567835j 0.0104916+0.0165095j -0.0332547+0.0161618j -0.0231819-0.140301j 0.132894+0.00606924j 0.0836994+0.0126276j -0.131635-0.10901j -0.118857+0.0339812j 0.0461214+0.014275j -0.0472782+0.20582j -0.0774862-0.0512016j -0.133994+0.0605803j -0.0113967+0.0427355j 0.159067-0.0162613j -0.0760855+0.0245645j -0.0107375+0.00413637j -0.0887587-0.0897707j -0.024934+0.0575166j 0.0431948+0.0110709j 0.0328747+0.0367906j 0.0371045-0.0123533j -0.0569944+0.0278523j -0.0408251+0.0972874j -0.0450135+0.0953351j -0.0608736-0.0234358j -0.00133609+0.0055856j -0.00424492-0.0478964j -0.0199478+0.0202909j -0.0446754-0.0221259j 0.0215985-0.0193322j -0.0337958+0.0806354j 0.0660128-0.0554115j 0.00391103-0.0768675j -0.0700272+0.0414878j -0.0986926-0.0581042j -0.018245-0.0962313j -0.0383086-0.105399j -0.0720904+0.103393j -0.0414163+0.0426671j 0.0359735-0.0189456j 0.0441246-0.0231473j -0.121425+0.0562115j -0.0451929+0.04712j 0.0514889+0.00874818j -0.090569+0.00426166j -0.0075062-0.0326864j -0.0672839-0.0357047j -0.0329579-0.0284401j 0.0196702+0.0546304j 0.0150528-0.0310834j 0.0492364-0.0996499j 0.0271718+0.0265834j -0.0676443-0.0424642j 0.0499016+0.00191077j 0.100895-0.0495142j -0.0311909+0.0560861j 0.06078-0.0644216j 0.0376252+0.140163j -0.207481-0.0464135j 0.0172498+0.0179571j 0.014678+0.0427664j 0.026717-0.00973292j 0.0422089-0.157261j 0.0570861+0.104877j -0.091031+0.0528794j 
-0.0282235+0.0163081j -0.0109998-0.0211039j 0.0239215+0.000431304j 0.00447985+0.00159581j -0.00613543-0.0203828j 0.0110011-0.0226003j -0.0100165-0.00545711j -0.0083919+0.00529935j 0.00140615+0.00994072j 0.00766358+0.00698575j -0.00700475-0.0229242j 0.0174177+0.0060859j 0.00763624-0.0154015j -0.0239313+0.00194031j -0.0144161-0.0190873j 0.00499171-0.00777277j -0.00203739-0.015427j -0.0120128-0.00539192j 0.00285164+0.00428319j 0.00218894-0.00255114j 0.00134454+0.00457649j 0.0184433-0.00899342j -0.00197782-0.0068651j 0.0103668+0.00979986j -0.00303197+0.00175093j -0.00551634-0.0113608j 0.00185746-0.00484606j -0.007358+0.000141655j 0.00472513+0.0052146j -0.00581082+0.0018034j -0.00344027+0.0177553j 0.00552213-0.00805701j 0.0181568-0.00492882j 0.00972136+0.00452678j -0.00556706+0.00877348j 0.0142726-0.000757169j -0.0125644+0.00802337j -0.0106081-0.00814243j 0.00028313-0.0115423j -0.00140278+0.000731879j 0.00447322+0.0211882j 0.00733861+0.00143261j 0.000982404+0.00518181j 0.00551103-0.00982065j -0.0024027-0.00922474j -0.00623842-0.00360466j 0.0054527+0.000488405j -0.000565015-0.0129936j -0.0020041+0.00112419j 0.000814618-0.000680598j 0.00993199-0.00158334j 0.0158642+0.0062502j 0.00634901+0.00929584j 0.000620706-0.00221197j -0.00262639-0.0126855j 0.00449776+0.00221648j -0.00124637-0.00443315j 0.00295156+0.00259328j 0.00921546-0.00408654j 0.0087102-0.00778729j 0.00810679-0.0177457j -0.00819152-0.00124556j -0.00215821-0.0193591j 0.0207932+0.00555155j -0.00105226+0.00297722j -0.000176263+0.000480624j -0.000334221-0.000854486j -0.0151942+0.019015j 0.00346847-0.0414018j 0.0384591+0.00688942j 
-0.00962972+0.00365759j 0.00578237+0.00615622j 0.00248893+0.00825391j 0.00332781+0.0118772j -0.0068252-0.0185932j 0.0155396-0.0202843j -0.0170545+0.00591521j -0.0017087-0.00871539j 0.00945194+0.00395058j -0.00278774+0.00801269j 0.0122499-0.00196842j 0.0124222+0.0183003j 0.00967678-0.0161856j 0.00212878-0.0179648j -0.00553948+0.00383636j -0.0135915+0.0026873j 0.00509079+0.000217006j 0.00700431-0.0122202j 0.00287648-0.00222737j 0.000832115+0.0164583j 0.0239993-0.00171737j 0.00324884-0.00430817j -0.00645407-0.00655399j -0.00840817-0.00788398j 0.00144092-0.00125918j -0.0127931-0.00539316j -0.00433042-0.00405493j -0.00743749-0.00809227j 0.00999703+0.00233105j -0.00172844-0.000472439j 0.0045253-0.00146478j -0.00143565-0.00590339j 0.00702525-0.0120594j 0.0213807+0.00982091j -0.00504009+0.000748444j 0.0013118-0.00399564j -0.00158537-0.000228906j -0.0116949+0.00147338j -0.00306118-0.0239635j 0.00163433+0.00764388j -0.00228365+0.0125508j 0.000534496-0.00479238j -0.00835895+0.00690199j -0.0165738-0.000962366j 0.00606431-0.00575501j -0.00205115-0.0032073j -0.00264271+0.00350315j -0.00687607-0.00266891j -0.00141941-0.00390137j -0.00472841-0.00759888j -0.00688142+0.00321596j -0.0027817+0.0166493j -0.00239287-0.000880321j 0.000258893-0.00416343j -0.00258005-0.00243419j 0.00658094-0.00450481j -0.00475975+0.00201054j -0.0035668-0.00251322j 0.00627034-0.0053565j -0.00382739-0.0157612j 0.00642965-0.00594947j -0.00359597+0.00568909j -0.00733197+0.00237533j -0.0068517-0.00955114j -0.00189003+0.00396297j -0.00211616+0.00125441j -0.000236719-0.000357643j -0.00936671-0.00706494j -0.0106266-0.0083438j 0.010759-0.011481j 
0.00461152-0.00683714j 0.00524109-0.00225183j 0.00193215-0.00774963j -0.00628767-0.0029088j -0.00805925+0.0072331j -0.00307081-0.00263083j -0.00593701-0.00487441j 0.0109223+0.00263879j -0.00100058-0.00191659j -0.00448501+0.0107669j 0.00964326+0.0161839j -0.00514065+0.00546714j -0.00274205+0.00393384j 0.01737-0.00459454j -0.00903693+0.00195664j 0.0102476+0.000429405j -0.00676021-0.0073505j -0.0181619-0.00471898j 0.00873228+0.000614962j 0.0106533+0.0129918j 0.00274831+0.000414388j -0.0141355-0.0047517j -0.00562542-0.00773696j 0.00664257+0.00257554j 0.00538689+0.00589928j 0.0117975+0.00241996j -0.00553212+0.0117281j -0.0119387+0.00257407j 0.001741-0.00906885j 0.0127513+0.00420361j 0.00623805-0.0220527j 0.000935408-0.0132087j -0.000582895-0.00206442j -0.0128866+0.0112698j 0.00184474-0.00225367j 0.00120947-0.0124276j -0.00462608-0.00674911j -0.00539079+0.0044376j 0.000604727-0.00285591j 0.00230634-0.0118918j 0.00887637-0.00938989j 0.00518947+0.00280162j 0.00470823+0.00777659j 0.00454623+0.00685785j -0.0115382+0.0181771j -0.00959995-0.00707287j -0.00778313+0.0131775j 0.00889612+0.0162569j 0.0106403-0.00517643j -0.0179494-0.00115758j -0.0103162+0.00578326j 0.00381851+0.00634964j -0.018772-0.0092519j -0.0243402+0.012313j -0.00468454-0.00397336j -0.00349652-0.00701775j -0.00879187+0.00707668j 0.00577036+0.00504894j 0.00178204+0.00547044j -0.00808488-0.010328j 0.00542492+0.00665339j 0.000485584-0.00427041j 0.0020833+0.00805414j -0.00893074+0.000294763j 0.00236696+0.00195445j 0.000952795+0.00985284j -0.000228224-1.13625e-05j 0.000513074-0.00690176j -0.000375443+0.00807737j -0.00697545-0.00202404j 
-0.00912625+0.00255335j -0.00926384-0.00813201j -0.00791135-0.00836361j -0.00558545-0.00235767j 0.0230403-0.0256168j -0.00700628-0.00642205j 0.0157011+0.0276834j -0.00222079+0.008123j -0.0047647+0.00641206j 0.0139869+0.0015222j -0.0154137+0.000573826j 0.00299504+0.00660356j -0.00363372-0.00278979j -0.00152415-0.0111763j 0.00994484-0.000931849j -0.000881293-0.00951084j 0.0046527-0.00624406j 0.0118265-0.00175543j -0.0129332+0.0142797j -0.00601068+0.0186303j 0.0187734-0.00146709j -0.00507955+0.00276431j -0.0270878+0.0108738j -0.00356714+0.0146641j -0.0140274-0.00218888j -0.00732167+0.00610191j 0.0152592-0.00536015j 0.013387-0.00555323j 0.00717721+0.000935493j -0.0178056-0.0129056j 0.00509776-0.00960941j 0.0162844+0.00849994j 0.0197588+0.00581185j 0.0159703+0.0119421j 0.010994+0.00827704j -0.00208205-0.00730076j -0.000593395+0.000867997j -0.0102936+0.00532442j -0.00851988-0.0175914j -0.00121112+0.0051562j 0.00348542+0.0013255j -0.000138474+0.00808994j 0.0119668+0.0113049j -0.00170007-0.00725725j -0.00167405-0.00765491j -0.00285292-0.00526555j 0.00441127+1.73063e-05j 0.00143745-0.0138694j -0.0336319-0.0240091j -0.0126846-0.00761185j -0.00360826+0.000648427j -0.000869678-0.0193849j -0.00750766-0.0134494j 0.00310398-0.010653j -0.00564063+0.0500649j 0.0335061-0.00644158j 0.0204789-0.0177337j 0.00666687-0.00996171j -0.00170589+0.00319323j 0.00151927-0.00346033j -0.0026788+0.00789244j 3.47591e-05-0.00141655j 0.00193446+0.00176151j 0.00333139+0.00314133j -0.0027705+0.00596219j -0.000152888+0.00210077j -0.000263741-0.000864344j 0.00216331+0.000483867j 0.00322651-0.0032034j 0.00231671+0.00437448j 
0.00791276+0.00635575j -0.00303151+0.0122443j -0.00723237-0.00574315j -0.00921195+0.0114186j 0.00396016-0.00295827j 0.000589031+0.00910276j -0.00621211+0.00393003j 0.00810778-0.0071433j 0.000164092-0.000851481j -0.00952725-0.00100281j 0.0042096+0.00883831j 0.00857709+0.021039j 0.0217487-0.0113576j 0.0111526-0.00858369j -0.0057532-0.00935838j -0.00276745+0.00693265j 0.00165748+0.000237741j 0.0135382+0.00536291j -0.00185504-0.000494268j -0.000965001+0.00320167j 0.00983855+0.000525903j 0.013862+0.00144558j 0.00807287-0.00107324j 0.00272666+0.00249693j -0.000430293-0.0090027j -0.00609648-0.00153731j 0.00117968+0.000720059j -0.0070691-0.00944605j 0.000238273+0.00421208j -0.00135742-0.0016497j -0.00293906+0.00224013j -0.00765508-0.0077281j 0.00768396+0.00264144j 0.0126966+0.00907812j 0.0060294-0.0128538j -0.0036636-0.000625757j -0.0107346-0.00541828j 0.00581759-0.00920783j -0.00569118-0.0115678j 0.0124304+0.00202138j -0.00732163+0.00505793j -0.0200248-0.00516161j -0.00267931-0.00873628j -0.0115066+0.00573066j 0.00511391-0.00612311j -0.0051249-0.00317823j 0.00166535+0.000880057j 0.00256268-0.00384497j -0.00255697-0.00318894j 0.000789843-0.00202965j 0.000116851+0.00530923j 0.00139752+0.0107586j 0.0021029-0.00300421j 0.00416887+0.0011351j -0.000849901+0.0037909j 0.00303385-0.00692757j -0.00209939+0.01241j -0.00632902-0.00276184j -0.00074877-0.00404343j -0.0123404-0.00178242j 0.000546286-0.000466819j -0.000694022+0.0113513j 0.0111452+0.00230645j -0.0072894+0.0158326j -0.000752387-0.000591078j 0.000569106-0.000753518j 0.000287293-0.000589718j -0.016871-0.000495399j -0.0236124+0.0201207j -0.0175131-0.0291878j 
-0.00644585-0.00531919j 0.0101216-0.00560841j 0.00573599+0.000580424j -0.00174636+0.00186144j 0.000830342-0.00727324j 0.00734254-0.00236772j 0.0012271+0.000367843j -0.00702838-0.00575582j -0.00425767-0.00403837j 0.000619272+0.000735397j 0.00238653-0.00727229j -0.00168766-0.00645764j -0.000338445+0.00230558j 0.000165233-0.00800666j -0.00297178+0.00916454j 0.00128673-0.00069848j -0.00189766+0.00137377j 0.00612987-0.0164987j 0.00690068+0.0107233j -0.00149373-0.00249824j -0.000942467+0.000130063j -0.00900137+0.00492056j -0.00565708+0.00316164j -0.00862291-0.00300877j 0.00657584+0.0066107j -0.00329513-0.00599469j 4.36593e-05-0.00485213j -0.00379501+0.00453273j 0.00385889+0.00100615j -0.00321232-0.00250966j -0.0104232-0.0126283j -0.00188166-0.00316963j -0.00336705-0.00702106j -0.00524688-0.000292121j -0.0149263+0.00713966j -0.00158688+0.00287228j 0.0120003+0.00409837j -0.00316518-0.00283012j 0.000296852-0.00892802j -0.0141867-0.00109129j 0.00751734+0.007084j 0.0165752-0.00752781j -0.00876437+0.0224112j -0.00107636+0.0023094j -0.00741305-0.00176046j 0.0022005+0.00370382j -0.000117898+1.96356e-05j -0.001627+0.0017042j 0.000189633+0.00682348j -0.00570499-0.00120708j -0.00341533-0.00290983j -0.00792701-0.00947058j -0.00345099+0.00831622j -0.00285902+0.00203953j -0.00339269-0.00872467j -0.00480627+0.000241073j 0.00324994-0.0118981j 0.00672172+0.00769917j -0.00441734-0.00316364j -0.00228187-0.0160196j -0.0174732-0.0191703j 0.000369766+0.00046839j -0.0107122-0.00249367j -0.000274852-0.00119412j -0.000400705-0.00106673j -0.000606514+0.000280252j -0.0019014-0.000177776j 0.00311602+0.00519122j 0.000498344-0.0124662j 0.0165104+0.0057358j 
0.00962686-0.00291544j 0.00627046+0.00894928j 0.0014468+0.00112485j 0.0025+0.00533474j -0.00163247-0.00791709j 0.00305583-0.0055063j -0.000193499+0.00349849j -0.00301647-0.00104848j -0.00614723-0.00192155j 0.0122806+0.0022117j 0.00636604+0.0017095j 0.00478208-0.0129559j 0.000426159+0.000444251j 0.00302125-0.00152168j -0.00213+0.0184758j -0.0101496+0.00704267j -0.00739735+0.00444066j 0.00858357-0.00177858j 0.00915467-0.00382632j -0.00775564-0.00195516j -0.00395205-0.00275159j -0.00687842+0.0026602j 0.00279628+0.00982761j -0.00848088-0.00925472j 0.00303813+0.00954089j 0.0035724-0.000973364j 0.00633539-0.00459327j -0.00385952+0.00480772j -9.36279e-05+0.00347894j 0.00234921-0.0140106j -0.00145622-0.00272643j -0.00289979-0.00461543j -0.00976152-0.00157093j 0.00213377+0.00078053j -0.00677687-0.00949166j -0.00376291+0.013497j 0.0137397-0.00163761j 0.00664807-0.00484821j 0.00296557-0.00195142j -0.00985512-0.00624884j -0.00663493-0.000224041j -0.00491528-0.0115267j 0.00405143-0.000338998j -0.0078517+0.00399094j -0.00974833-0.00750428j 0.00574754-0.000625464j -0.0031921-0.00112682j -0.00443803+0.00809874j 0.00829341-0.00226952j -0.00371703-0.00117219j -0.000920969+0.00300559j -0.0166747+0.00587763j -0.0065835-0.000522763j 0.00341928-0.000528078j 0.00482269+0.00416411j 0.000655313+0.00439832j 0.013041-0.00698022j 0.00847241+0.00688457j -0.004927+0.0107766j -0.00148471-0.000136782j -0.0136137+0.0094448j 0.00470258-0.00261278j -0.00498429+0.00734314j 3.23618e-05-0.00143867j -0.00661655+0.000329322j -0.00110635-0.000481212j -0.00240438+0.0023049j 0.00751722-0.00581638j 0.00369395-0.000799718j 0.00393964+0.00344814j 
0.00562832+0.00213472j -0.00226293+0.00080782j -0.0046578-0.0055527j -0.000830162+0.00220313j 0.000382468-0.00422778j -0.00613187+0.00783178j 0.00306449+0.000332255j 0.00667133-0.00149126j -0.00456214-0.0042788j -0.00303666-0.0115112j -0.000236149+0.000960445j -4.71968e-05+0.00454826j 0.00793895-0.00565857j 0.0027422-0.000393067j -0.00517047-0.00587226j 0.0018517+0.00269353j 0.00213756-0.00190373j 0.00385457+0.00372852j 0.00152898-0.00110469j -0.00148142+0.000747445j -0.00335788-0.000427396j 0.0039402-0.000868249j 0.00629521-0.00350345j 0.00569558+0.00299617j 0.000774636-0.00218339j -0.000613738+0.000394412j 0.00629327+0.00207951j -0.00627094-0.00612609j -0.00409512-0.00136455j 0.00283676-0.00188288j 0.00466233+0.00172666j -0.0032674-0.00564173j 0.00379076+0.00771064j -0.00164544+0.00223086j 0.00872377-0.015187j 0.000107841+0.000777114j -0.00905736-0.00634527j 0.0110441-0.00540488j 0.00203754-0.00270088j 0.0130622-0.00110278j 0.00512115+0.00086992j -0.0163459-0.000591341j 0.00150869-0.0142592j -0.00645859+0.00325927j 0.00159109+0.000920919j -0.00218709+0.000976759j 0.00127693+0.00290587j 0.0023013+0.00194117j 0.00278124-0.00447431j 0.000807995-0.00388j 0.000353659-0.000773354j 0.00317065+0.00150571j -0.00321841-0.00790722j -0.000883677+0.00344042j 0.00324522+0.0023911j -0.000732978-0.0018003j 0.0020488+0.0109037j 0.000300994-0.00114174j 4.23378e-05+0.00246039j -0.00154075+0.00911297j -0.00528779+0.012727j 0.00148432+0.00452192j 0.00580212+0.00390342j -0.0020162+0.00426058j -0.00242646-0.000599978j -0.000527544+2.02346e-05j 0.00129371-0.000531767j -0.00192782-0.00445251j -0.00425327+0.00853061j -0.00840328-0.0078675j 
0.00884617-0.00285849j 0.0050141+0.00620312j -0.00186687-0.00516946j -0.00110386+0.0055041j 0.00140273-0.00221801j -6.41653e-05+0.00345902j -0.000449916+0.00341984j 0.00258124-0.00468779j -0.00112468-0.00385644j 0.000469174+0.00129527j 0.00287784+0.00323569j -0.00234353+0.00130249j 0.000723934-0.000618157j 0.011171+0.00341598j -0.00101086+0.00271834j 0.00518212+0.00631043j -0.00410001+0.000859569j 0.00682046-0.000598425j 0.000424519+0.0019501j -0.00485681+0.000845343j 0.000347403-0.00292871j 0.000193431-0.00156926j 0.000563451-0.000335208j 0.00264329+0.000808354j 0.00494175+0.000186107j 0.000501753-0.00328209j -0.000351459-0.00145366j -0.00223422+0.00233649j -0.000424871+0.00152268j -0.00423488-0.00496316j 0.0015932-0.000589625j -0.00421163-0.00376309j 3.47318e-05+0.0008033j -0.00011976-8.90144e-05j 0.00542844-0.00400502j -0.000512447-0.00158129j 0.00871321-0.00584333j 0.00603139-0.00623781j 0.00089231+0.000664534j 0.0029954-0.000967221j -0.006161+0.0011794j -0.00621339-0.0034121j -0.00658922-0.00341819j -0.00632491-0.000207617j -3.30903e-05-4.87052e-05j -0.00117025-0.0019911j -0.00201734+0.00182884j -0.00372072+0.00314417j -0.00208008-0.000949369j -0.0030875-0.000589915j -0.00534805+0.00144327j -0.00391376+0.00375527j 0.00148682-0.000149644j 0.00191237+0.00276325j -0.00394498+0.00641323j 0.00377826-0.00781484j -0.000213696+0.00248491j -0.000192808+0.00182835j -0.00494881-0.00169445j -0.00305034+0.000564656j -0.00491692+0.00928979j 0.00361272+0.00138111j 0.00660571+0.00563637j -0.00734663+0.00531087j 0.00117113-0.0013747j 0.00092285+0.000968802j -0.00118793+0.000178471j -0.00158776-0.00601277j -0.00352536+0.0112032j -0.0100148-0.00601115j 
-0.00342227+0.00037751j 0.000864605-0.00183266j 0.00213804+0.00437938j 0.00585681-0.00436362j -0.010863-0.014535j 0.00223787-0.00872322j -0.000351145-0.000919645j 0.00151925+0.0017454j -0.005594-0.00263224j -0.00148698-0.00749621j -0.000560457-0.0035834j -0.000871793-0.00148954j 0.00492176-0.00326124j -0.00620995-0.00526962j -0.00232795+0.00667269j -0.0123421+0.00420075j -0.00198713-0.00925669j 0.000401402-0.00589228j 0.0065763-0.00812845j -0.00326477+0.00276537j -0.00320075+0.00432334j -0.00564748+0.000590277j 0.00218346+0.0025394j 0.00328604-0.000941409j 0.000429804+0.00246571j 0.00284232-0.00398596j 0.0139544-0.00502567j -0.0115537-0.000995417j -0.000951115-0.00307562j 0.00864711-0.00675628j 0.00105725-0.00144799j -0.000996664-0.00596646j 0.00183941+0.000611499j 0.000502877+0.00767944j -0.00465535-0.0127871j 0.000656725+0.00688141j -0.00357458+0.000731444j 0.00732658-0.00199223j 0.00388884-0.00725529j 0.00335716-0.00418184j 0.00704701-0.00754278j -0.00675076+0.00149646j 0.00144864-0.0100133j -0.00327374+0.00909384j -0.000986773-0.00454184j 0.0064959+0.00191174j -0.000278476+0.00508664j 0.00331684+0.000414877j 0.00213504-0.00662315j -0.0040463-0.00524765j -0.00315509-0.00459031j 0.000228113-0.00749028j -0.0109113-0.00300215j 0.000606731+0.00624885j 0.00409473-0.00410765j -0.0039218+0.00489277j 0.0110881-0.000256186j -0.00194987+0.00294891j 0.0025923+0.00717619j 0.000219681+0.00936274j -0.011931+0.00883491j 0.0127122+0.00833568j -0.0129424+0.00832455j -0.00139638-0.00953022j -0.0088846+0.00136674j -0.00175582+0.00119894j 0.00298043-0.00125935j 0.00303508-0.00398875j 0.00487616-0.00960518j 0.0116697+0.00607772j 
0.0015305+0.00135915j -0.00298844+0.00324581j -0.0023641+0.00421252j 0.000530392+0.00122714j 0.0031941-0.00572495j -0.00646252+0.000417007j -0.000555179-0.00198828j 0.00397809+0.00914601j 0.00274938+0.00242833j 0.00187169-0.00361319j 0.00064235+0.00655647j 0.00418045-0.00314832j -0.00377262-0.00091837j -0.00867569+0.00152368j 0.000391585+0.001207j -0.0115783+0.000402116j -0.00168957+0.000252657j -0.00277562+0.00201268j 0.00132961-0.00897606j -0.000888148+0.000651559j -0.00881492-0.00466808j -0.00143492-0.00283627j 0.00743257-0.0018362j -0.000261417+0.00116166j -0.00578288+0.00955592j 0.00760966+0.00461646j 0.0106311+0.00531635j -0.00529237-0.00111357j 0.00218436-0.00313071j 0.0112999-0.00561474j 0.00232057+0.00606697j -0.00026162-0.00187677j -0.00171102-0.00113021j 0.00428924+0.00356728j 0.00384493-0.00724746j 0.000791082+0.00815422j -0.00552621-0.00123588j -0.000152886+0.0036167j -0.00170399-0.00564484j 0.00292352+0.000636218j 0.000210063-0.00690997j -0.00965642-0.00374041j 0.0019331-0.0123828j 0.0036552+0.00183559j -0.00294078-0.00287624j 0.00141316-0.000175326j -0.00108976+0.00269516j -0.00131524+0.00514379j 0.00954379-0.0129247j 0.00253449-0.00299473j -0.00198128-0.00446724j 0.000117871+9.66025e-05j -0.00767749-0.00589483j -0.00399046+0.00493769j 0.0100769+0.00496609j 0.00948593+0.0134914j 0.00414959+0.00228753j -0.00762767+0.00418808j -0.00252484+0.0138385j 0.000120224+0.00162213j -0.00121632+0.00911772j -0.000569571+0.0020344j -0.00147664+0.00308064j 0.00245729+0.00111678j -0.00483074-0.00178403j 0.000420216+0.00119379j 0.000190204+0.000402483j -0.00131711-0.0012099j 0.00177181+0.00211224j -0.00115657+0.000661582j 
0.0040416-0.000515894j -0.000497679+0.000280295j -0.00107383-0.00893653j -0.00256739+0.00604195j 0.00378267-0.000493101j -0.00400001+0.00402744j -0.00710678+0.00566301j 0.00646792+0.000497787j 0.00278064+0.00672824j 0.00792147+0.0124488j -0.00285112+0.000751256j 0.0092658-0.00343221j -0.00544556-0.00337345j 0.00317005+0.0110905j -0.00541117-0.00932677j 0.0160681+0.00565036j -0.0113647+0.00295797j 0.00032988+0.00318103j -0.0100066+0.00654365j 0.00369733-0.00246295j -0.00814012-0.00782899j 0.0017702-0.00301904j 0.00544498-0.00447117j 0.00154888-0.00463453j 0.0028764+0.00156826j -0.00397648+0.00107723j -0.00210035+0.00400085j -0.000438587-0.00166635j -0.000665521+0.000834176j -0.000910797-0.00535303j 0.00816459+0.00329031j -0.00355959+9.18249e-05j -0.0026544-0.000786628j -0.00108778-0.00592187j 0.0114452-0.0053253j -0.00096862-0.00695318j 0.00349151-0.00862345j 0.00217864+0.00620963j 0.00492315-0.00267812j 0.00468457-0.000925826j -0.0117083+0.00725309j -0.000707103-0.00623818j 0.00197979-0.00743834j -0.00435945-0.0160768j -0.00187704+0.000369462j -0.00585645-0.00140362j 0.00492585+0.000343088j -0.0061702+0.00622426j 0.00389408+0.000762922j 0.0030181+0.00636632j -0.00655612+0.00991262j -0.00619001+0.0111522j 0.0068837+0.000525399j -0.00111658-0.00562434j -0.00109572+0.0128906j 0.00624278+0.000421743j -0.00652279+0.00272368j 0.00853266+0.0076722j -0.0129176+0.00122241j 0.000454887+0.00216613j 0.00422269+0.0189179j -0.0109479-0.00884572j 0.0182599-0.00362743j 0.0038142+0.0149445j -0.00163976-0.00482699j 0.00274037-0.000418421j -0.00520504-2.16779e-05j -0.00323332-0.00296183j 0.00174037+0.00605621j -0.00845984-0.00348345j 
-0.00600474+0.000173208j -0.00402234-0.0090468j -0.00118355-0.0105404j -0.00138369-6.38388e-05j 0.00699546-0.0241799j -0.00138962+0.00278655j -0.00879139-0.0154526j 0.00583142+0.000368886j -0.00103387-0.0107573j -0.00142543+0.00304264j 0.00282201-0.00411899j -0.00722901-0.00231749j -0.0131222+0.00461167j 0.00206527-0.00778819j 0.00798903-0.00335586j 0.00933724+0.0107714j 0.00772011-0.00367562j 0.00529063-0.000862527j -0.000527145+0.00322155j -0.000435249-0.00288467j -0.0186552-0.0122803j -0.00220622-0.00167528j -0.00586396-0.00316451j 0.0119839+0.00254947j 0.000946034+0.00268951j -0.00882317-0.0238703j -0.00441295-0.0029676j -0.00311167-0.00447549j 0.0031086-0.0154853j -0.00456655+0.00532659j -0.00397278+0.00289917j -0.0108256+0.0066894j -0.000483955+0.00436531j 0.00215234-0.00744686j 0.00992291-0.00433853j 0.00641664+0.000612909j 0.00756999-0.0107208j -0.000192197-0.0107783j 0.0110211-0.000729406j 0.00940218-0.000605995j 0.014812+0.00426046j 0.00433883+0.00242795j -0.0188429+0.0108929j 0.00261035-0.00361037j 0.0105754+0.00353167j -0.00270137+0.00621821j 0.00507596-0.00417402j 0.00205246-0.00474709j -0.00158546+0.00463321j -0.0100783-0.000926826j -0.0308119+0.00494717j 0.0169054-0.0095915j 0.00548514+0.00499447j 0.023976+0.00765401j 0.00837527+0.00491871j -0.000947776-0.00182064j 0.000529707+0.000969313j 0.00943942+0.0050742j -0.0019232-0.00821055j 0.00198322-0.00224254j -0.00593562+0.00456656j 0.00557076+0.00185639j -0.00470563+0.000453004j 4.07884e-05-0.00426747j 0.000272355-0.0182134j 1.39385e-05+0.00170979j 0.00316035-0.000320545j 0.000865856-8.85889e-05j 0.000487267-0.00374203j 0.00416069+0.00228991j 
-0.00195016-0.000542863j 0.000397232-0.00508508j 0.00555705-0.002112j 0.00593431-0.00937691j -0.00727208+0.00341697j 0.00776714-0.0106683j 0.00392215+0.00640599j -0.00413283-0.00654579j -0.00600953+0.000815682j -0.00206607+0.00314033j -0.00399249-0.0121659j -0.00229525+0.00342657j 0.0104533-0.0123657j 0.0074558-0.00459843j -0.00348576+0.00346155j 0.00258525+0.00394394j -0.00289802-0.0104769j 0.00490713+0.00104821j 0.00333448+0.000495942j -0.00231763+0.000282435j 0.0194331+0.00704675j 0.000538284+0.00160303j -0.00594678+0.0080554j 0.00458058-0.00111724j 0.0039906-0.0189434j -0.000756507-0.00224784j -0.00359511-0.00771878j -0.00164552-0.00641788j -0.00188222+0.00384837j -0.0067576+0.00503021j 0.00249815-0.00728463j 0.00258466-0.00627185j 0.00232789+0.00202574j -0.00822327+0.00820444j -0.00380103+0.0011037j -0.00543099-0.0043001j 0.00527944+0.00107259j 0.00938363-0.00361975j 0.00863047+0.00819808j 0.00210098-0.000697448j -0.00168477+0.00542545j 0.00603379+0.00856645j 0.00618456-0.00354814j -0.00373031+0.00153318j 0.00317592+0.000782535j 0.00378219-0.00496712j 0.002122+0.00106793j 0.00116018-0.00461865j -0.0122465+0.017393j -0.00280835+0.00167381j 0.00781738-0.00229559j -0.00115105+0.00474137j 0.00555177+0.00194055j 0.000744387-0.00109066j -0.0195074-0.000352453j -0.0232618-0.01613j 0.000150499-0.00108783j 0.00727179-0.00339138j 0.00292843-0.00942094j 0.00256569+0.00934708j -0.00309062+0.00244921j 0.00737454+0.000635637j -0.0051615+0.00073702j -0.00143277-0.00580466j 0.00234787+0.00482976j -0.00115172-0.00103278j -0.000221342-0.000247643j 0.0039158-0.00263182j 0.00200093-0.00668123j 0.00513176+0.00325018j 
