-0.125686-0.14455j 0.171124-0.118918j -0.0519081-0.0559403j -0.00607165-0.020777j 0.0649583+0.00375917j 0.0661106+0.0770971j -0.0923784+0.0117697j -0.00862298-0.0858433j 0.0973779-0.212022j -0.016515+0.0151304j -0.0522607-0.045659j 0.194781+0.0349007j -0.0159326+0.0718048j -0.129268-0.126704j 0.10345-0.0504556j 0.0116524+0.159667j -0.0994541+0.0283311j -0.0474815-0.00847469j 0.0663541-0.00520583j 0.00660967+0.0998748j -0.00781633-0.151767j 0.010775+0.0341644j -0.165928+0.00801189j -0.169048-0.0329116j 0.0180868+0.063697j -0.0882915+0.0766461j 0.0829198-0.115152j 0.11545-0.0168395j -0.0271271-0.0108058j -0.0356205+0.000746883j -0.26878-0.0291024j -0.173689+0.09832j 0.0345212-0.0381718j 0.097039+0.0174462j -0.0214892-0.12301j 0.141967+0.0792247j 0.00545708-0.219618j 0.0581595-0.0358559j -0.0211941+0.0204688j -0.0258169-0.114181j 0.0352244-0.0846208j 0.0422847-0.0264693j 0.0731527+0.0661723j 0.225738-0.000893624j -0.0392655-0.105127j 0.0231554-0.142934j -0.0398419-0.0383416j 0.0374151+0.000322182j 0.0371748-0.0251737j 0.0119154+0.0344549j 0.00304457+0.00371479j -0.0100279-0.0592237j -0.00763289-0.031691j -0.010147+0.0210031j -0.0243708-0.00312491j -0.0049519-0.0078701j -0.0198313-0.0115616j -0.0127434+0.00900737j 0.0267348+0.0061172j 0.0297606-0.0492166j -0.0206384-0.0248783j 0.0188429+0.0205762j 0.0197275+0.0153456j 0.0197622+0.0258272j 0.00479486+0.0191853j -0.00518654+0.00361565j -0.0553428+0.0153034j 0.0115-0.061262j -0.0587759-0.0139662j 
0.00138591+0.000293864j -0.00154574+0.00156315j -0.00112242-0.000527815j -0.000947958+0.00086687j -0.00246461+0.000342822j 0.0020044+0.00202525j 0.00215298+0.00369778j 0.00262698-0.000310725j -0.000575518+0.000930524j -0.00202651+0.000978315j -0.00216995+0.000867558j 0.00169612+0.000442933j -0.00159937+0.00189452j 0.000158913-0.00116485j 0.002207-0.000995305j -0.00511286-0.00499787j -0.00135001+0.00316148j 0.00220431-0.004059j -0.00326348+0.00615285j 0.00180681+0.00159738j -0.00256381+0.00492581j -0.00105695-0.00268986j 0.00069736-0.00204661j 0.00154289+0.00188927j 0.00247712-0.000852044j 0.000489771+0.00269522j 0.000859581-0.0054651j 0.00291415-0.00219897j 0.000315882-0.000561833j -0.0012782-0.000721327j -0.00125716+0.00144458j 0.000985377+0.000661062j -0.00262428+0.00318912j -0.00264886+0.00216701j -0.00032749+0.00312575j 6.21077e-05-0.00155815j 0.000468762-0.00367556j 0.000290294+0.000549563j 0.00047216-0.00286706j -0.000483258-0.00149714j -0.00409561+0.0034377j 0.000460746-0.00271925j 0.00355204-0.00128005j -0.000663747+0.00360795j 0.00190253+0.00091397j 0.00164814-0.000102294j 0.000173775+0.000596485j 0.00198588+0.00156202j 0.00518386+0.000644655j -0.00011321-0.000123558j -0.000663166+0.00348113j 0.0027732-0.000170226j -0.0017638-0.00103282j 0.00608232+0.00178352j 0.00110031+0.00106362j 0.00411026-0.00209599j 0.0018099+0.00175368j -0.0022656-0.00244625j -0.00413919-0.000454664j -0.00274779-0.00182611j -0.000835131-0.000618098j -0.000127196-0.00297407j 0.000428475+0.00142735j 0.00300199+0.000360446j 0.0073357+0.00254959j -8.74606e-05+0.000120464j -0.000193955-0.00241119j 0.00141791-0.000931596j -0.000509004+0.00146228j 
-0.00111489+0.000660257j -0.00152507+0.000288858j -0.00136171+0.00186773j -0.00108662-0.0016965j -0.00159759+0.000883938j 0.000182237+0.00365592j 0.00451496-0.000350166j 0.00391247-0.00211116j -0.00200259+0.00213386j -0.000301804+0.00353482j -0.00152526-0.00253029j 0.000671238-0.000572363j 0.00232047+0.00191312j 0.00275107-0.00159768j 0.00581306+0.0038059j -0.00598617-0.000183093j 0.0019418+0.000668776j 0.00190163-0.00155529j -0.00725904-0.000196775j 0.000447395+0.00292738j 0.00252838+0.00270219j -0.00151172-0.00250789j 0.00349029+0.000891816j -0.00191235+0.000384469j 0.00251484-0.000540193j 0.000945093+0.00219955j 0.00415342-0.00236626j 0.00251135-0.00258275j 0.00139185+0.000477338j 0.000706428+7.53445e-05j -0.00116789+0.00220212j 0.00182108-0.00139065j 2.14942e-05+0.000566323j -0.000457022+0.000781662j -0.000610082-0.000754105j 0.00212985-0.000583251j -0.000110746+0.00237666j -0.00096274+0.00212961j 0.00406843-0.00297129j -0.00452553-0.00109871j -0.00291072+0.000885765j 0.000351929-0.000539947j -0.000304614-0.000127125j 0.000794219+0.00171555j 0.000932176+0.00387057j -0.00040693-0.00400422j 0.00360596+0.000869042j 0.000485424+0.000232746j 0.00930744+0.000239761j -0.000579898-0.000945674j -0.000441953-0.000501118j 0.000874388+0.00149761j -0.00211007-0.000692952j 0.00275247-0.000685776j -0.00914349+0.00158131j 0.00634766-0.000721104j 0.00396126-2.31422e-05j -0.00139419-0.00161061j -0.00218899+0.00229405j -0.00512991-0.00232908j -0.00091769+0.00180905j -0.000100844+0.000387844j -0.000540602+0.000935134j 0.00136383-0.00331664j -0.00142705+0.00412023j -0.000559966+0.00168289j -0.00341192-0.00123595j -0.00065324-0.00233676j -0.00116508+0.000295591j 
0.000942073-2.49354e-05j -0.000675586+0.00170207j 0.00122174-0.000453242j 0.00309658+0.00242529j 0.00130526+0.00219421j -0.00241255+0.00053174j 0.000595679+0.000195231j -0.00216101-0.00173015j 0.000617198+0.000756226j 0.000127785-0.000468644j -0.000841516-0.0026488j 0.0013666-0.00168719j -0.00121466+0.00174849j -0.000125872+4.27842e-07j 0.00131621-0.00135617j 0.00216882-0.0032167j -8.60857e-05+0.00269076j -0.00140184-0.00268792j 0.00131954-0.00017712j -0.00167761+0.000414729j -0.00140683+0.00267004j 0.000469381+0.00831159j -0.000849006+0.00316418j 0.00215366+0.00183475j 0.000309531-0.00331369j -0.00338931+0.00396047j -0.00117827-0.00547902j -0.00304962+0.000202948j -0.000411504-0.00307105j 0.000106539-0.00153986j 0.000448648-0.00411993j -0.00204556-0.00241312j -0.00129444+0.000597895j 0.000979319-0.00772597j -0.00127882+0.00396406j -0.00117726+0.00192384j -0.00101173-0.00135683j -0.00125199-0.00621039j 0.00153445+0.00133299j 0.00186425-0.00169045j -0.00211271+0.00102434j 0.00414852+0.00499717j -0.00540558-0.000378543j -0.00191355+0.00186688j -0.0026606-0.00176491j 0.00101623+0.00463375j -0.00309515-0.000212638j -0.00400024+0.0026543j 0.000244862+0.00154805j -0.000719505-0.00274898j -0.00799822-0.00608076j -0.000742455-0.000603632j 0.00814376+0.000226555j 0.00703213-0.00130252j -0.00247431+0.000569867j -0.00148649+0.0011111j 0.00507947-0.00314553j 0.0027122+0.00113534j 0.009281-0.00241234j 0.000982576-0.001188j 0.00116551+0.000123655j -0.000291961-0.00386459j 0.00557692+0.000423399j 0.000469055+0.00175159j 0.00479959+0.00055728j -0.00240257-0.00101326j 0.000700472-0.00273752j 0.000462991+0.00116238j 0.00242161+0.00159183j 
-0.00067611+0.00191653j -0.000670353-0.00247529j -0.000433658+0.00200178j 0.00275066+0.00298558j 0.00142059-2.25989e-05j 0.000956353-0.00549172j -0.00379149+0.0011822j -0.00151251+0.000938928j 0.00307184-0.00608896j -0.00358671-0.00385509j 0.00346223+0.00144076j -0.00254009-0.000300172j -0.000851172-0.000644522j -0.00384836+0.000129768j -0.000670576+0.00256814j -0.0019186+0.00122627j -0.000686651-0.00381468j -0.000420616-0.000321083j -0.0013886+0.000340872j -0.00214949-0.0012419j 0.000130489-0.0057752j 0.00198207-0.000411291j 0.000746363+0.0004189j -0.00135225-0.00129146j -0.00192331-0.00599978j -0.00132493-0.00214595j -0.000512668+0.00431206j 0.000269443-0.00161407j -0.00168144+0.00133305j 0.000916654-0.00194428j 0.000229734-0.00165817j -0.000967634-9.93786e-05j 0.00500925-0.000676489j 0.0031682-5.45017e-05j -0.00417356-0.000683402j -0.00328236+0.0039813j -0.0044115-0.00337859j 0.00301052+0.00476996j 0.00115803+6.07139e-05j 0.00399285+0.00188996j 0.00230859-0.00298713j -0.00141555+0.00294286j -0.00174078+0.00517645j 0.00165414-0.00218944j -0.00205669+0.00188016j 0.000298921-0.000677816j 0.00373216+0.000115475j -0.00235275-0.00183625j -0.0056563+0.00332371j 0.000245486-0.00154221j -0.00512504-0.00253567j 0.00605452+0.00180979j -0.00250948-0.00331339j -0.00183746-0.00474167j 0.00180036+0.0008781j -0.00187888+0.00237221j -0.00453865+0.00373085j 0.00195944-0.00116078j -0.000774824+0.00262213j -0.00112537-0.00356936j -0.00617296+0.00692793j -0.00383284+0.00145554j 0.0119056-0.0013101j -0.000595358-0.00666939j -0.00759706+0.00340654j 0.00055006+0.00321649j -0.00260558-0.00140005j -0.00206464-0.00314142j 0.00368893+5.33445e-05j 
-0.000571813+0.00137675j -0.000287853-0.00196176j -0.00180984+0.00130686j -0.000814809+0.000476103j 0.000374964+0.000121321j 0.00348187-0.00108477j -0.00137155-0.000638294j 0.00199956-0.000526812j 0.000740683-0.00189091j -0.00122854-0.00101818j 0.00129189-0.000571936j -0.00166539+0.00046432j 0.00244832-0.000282481j -0.00127299+0.000103212j -0.00113569+0.00110654j -0.00375055+0.000658504j -0.00163932-0.00451181j 0.00146234-0.000471272j -0.00307995-0.000966968j 0.000174738+0.00148116j 0.000317537-0.00290484j 0.0021746-0.00798991j 0.00177647-0.00108766j -0.00189397-0.00162882j -0.00132386-0.00118163j 0.00265103-0.0049266j 0.0017809+0.0056398j 0.000678026-0.00185654j 0.00133713+0.00324125j 0.000706045-0.00215968j -0.000419103+0.00417297j 0.000549487+0.00275935j 0.00200924+0.000240269j 0.00120184+0.00633976j -0.0012465-0.00337138j 0.000278222+5.37017e-05j -0.000670725-0.00157874j 0.00132374+0.00680287j -0.00171072-0.000982178j 0.000478846+0.00106771j 0.00136588-0.000945743j -0.00278333-0.000937319j 0.00356316+0.000705216j 0.000685612-0.000760127j 0.00171365+0.00138754j -0.000517271-0.00250925j 0.0054275+0.00032567j 0.00456319-0.00183984j 0.000448187-0.000850184j -0.000502986+0.00113728j 0.00434903+0.00604798j 0.00512806+0.00203434j -0.00785369-0.00229488j -0.00385748-0.000596452j 0.00141908+0.000101706j 0.0025774-0.000455819j -0.00673079+0.00518689j -0.000686985-0.00310643j -0.0091351+0.00277677j -0.00337947-0.000807495j -0.00314128+0.00236131j 0.000201434+0.00290563j 0.00138324-0.000648763j -0.00203088-0.00409974j -0.00711096+0.0011717j 0.00248559+0.00262943j -0.00226422+0.00129243j -0.00101909-0.00213444j -0.000240643-0.00111601j 
0.000710088+0.00154951j -0.00186871+0.00222099j -0.0027996+0.00149482j 0.000109048-0.00260446j -0.0138288-0.0026603j -0.00485505+0.00710951j -0.00341173+0.00290039j 0.00607454-0.0110532j 0.00188364+0.00952898j 0.00051605+0.00955852j -0.0152433-0.00406444j -0.0020086+0.00109232j -0.005362+0.000643683j -0.00685827-0.0044525j -0.003009+0.00560844j 0.00033435+0.00333711j 0.00569759-0.00197796j 0.00462628+0.00159328j -5.26667e-05-0.00282418j -0.00348248-0.000949888j -0.00225283-0.00131742j -0.00245626-0.000382612j -0.00536571+0.00365974j 0.00179705+0.00176248j 0.00299709+0.00356282j 0.00750361-0.00170157j -0.00119699-0.000613217j 0.00572473-0.000582811j -0.00324748+0.0171208j 0.00152663-0.0118103j 0.00011701+0.00464139j 0.00768933-0.00197123j 0.00380598+0.00436476j -0.000647558-0.00624747j -0.00789245-0.00192556j 0.00462276+0.000299628j -0.000134232-0.000955842j 0.000864161+0.00239577j -0.00344015+0.00127682j 0.00113282+0.00135127j 0.00225552-0.00169415j 0.00265946+0.00242504j -0.00373827+0.000895316j -0.000307769-0.00160671j -0.000416291+0.000768421j -0.000332878+0.000732073j 0.00151618+0.00125679j -0.00158205-0.0019758j -0.000940091+0.000486512j -0.000572057-0.000217304j -0.000570201-0.00117042j 0.00217536+0.00149748j 0.000835917-0.00145702j -0.00129935-0.00188714j -0.00182793-0.000488795j -0.0003412+0.000640688j -0.0026734+0.00143948j 0.000493797-0.000682861j 0.00023998+0.0010105j 0.000554255-0.000762436j -0.0025032+0.00241239j -0.000673506+0.00108231j 0.00411678-0.000482462j -0.000739825-0.0016257j -0.00248223+0.000192231j 0.00109118+0.000435309j -0.000121207-0.00033901j -0.000778955-0.0010369j 0.000911251+0.000226115j 
-0.00126496-0.00348073j 0.00104906-0.0017559j 0.00353651-0.00613872j -0.00775704+0.000444607j 0.00242909-0.00453783j -0.00252577-0.00384489j 0.00285386+0.00618735j 0.00609295-0.000797362j 0.000873974-0.00462178j 0.00596255-0.00366418j -0.00237047+0.00608421j 0.00368263+0.00128591j -0.005864-0.00792337j 0.00319732+3.37238e-05j 0.000376896+0.000117127j -0.00583+0.00189734j 0.00420953-0.0034249j 0.00376786-0.00207121j 0.000740632-0.00152881j 0.00500115-0.00399007j -0.00686811-0.000625451j 0.00176141-0.00836304j -0.000262152-0.0038156j 0.00404288+0.0058453j 0.00507463+0.00419593j 0.00142877+0.00127133j -9.73618e-05-0.00782456j 0.00833288+0.0135555j 0.000903819+0.00109575j -0.00152392+0.00837041j 0.000593538+0.00141827j 0.00466104-0.00496813j -0.00172084+0.00186015j -0.00231027+0.00624966j -0.00219084+0.00155674j 0.00630458-0.0115597j -0.0015333-0.00985263j 0.00978705+0.00063944j -0.00359929+0.00334398j 0.000695485-0.00431605j -0.00389294+0.000717767j 0.012702+0.00784766j 0.00245404+0.00134732j 0.00553883+0.0035424j -0.00033991-0.00179315j -0.0028014+0.00381287j -0.00159379-0.000142712j 0.00420748-0.00227781j 0.00376561-0.00230794j 0.00356866-0.000482665j -0.0024693+0.00504798j -0.00823619-0.000886219j -0.00260129-0.00084415j 0.0034088+0.00358757j 0.0026122-0.000310123j 0.000994101-0.00499601j -0.00616402-0.00110801j -0.000686168-0.00676236j 0.00519173+0.000534347j -0.00186977-0.00141819j -0.00125204-0.00554778j 0.000648409-0.000265309j 0.00555212-0.00285079j -0.00629053+0.00338237j -0.00740579-0.000119116j 9.88054e-05-0.00664759j -0.00126906+0.00322902j -0.00328632-0.000821905j -0.00148978+0.000782268j 
0.00159831-1.15598e-06j 0.000450894+0.0012733j -0.00285605+0.00295614j 0.00256367+0.000960855j 0.000917062-3.40785e-06j 0.00641141-0.00399913j -0.00160746-0.00104286j -0.000446136+0.00192503j -0.000544308-0.00137489j -0.0045204-0.000177459j 0.00446911-0.000249544j -0.00209392-0.000757735j 0.00386212+0.00245962j -0.00145291+0.00143059j -0.00356508-0.0048657j -0.00179416-0.00328509j -0.00418599+0.00224006j 0.00144129-0.00815796j 0.00136393+0.00229337j 0.00486955+0.00141154j -0.00187932+0.0034743j -0.00133854-0.00650558j 0.000426752-0.000425089j 0.00148067+0.000760029j -0.00230496-0.00227272j -0.00282498-0.0045218j 0.00171778+2.28287e-06j -0.00283776-0.000695457j -0.000200822-0.00281701j 0.000754105-0.00299357j 0.00142439+0.00323731j -0.00348894+0.00200955j 0.00136986+0.00156402j 0.0040164+0.00684919j 0.0016457-0.000607211j -0.00290076-2.26875e-05j -0.00141229-0.00699976j 0.0015421+0.000155855j 0.00135398-0.000725232j 0.00308822-0.00282619j 0.000710311+0.00350715j 0.000896325+0.00632488j 0.00227418-0.00473651j -0.00545501+0.00217439j 0.00167932-0.00603136j 0.00454369+0.00710003j 0.00344434+0.00043621j 0.00468252-0.00170657j 0.00271212-0.0034676j -0.00109644-0.000216663j 0.00546814+0.00873578j 0.00659279-0.000188993j -0.00213084-5.18344e-05j 0.00397588+0.00385102j 0.00135726-0.000262901j 0.00321211-0.00466258j -0.00518978+0.00560995j -0.000445453-0.00588651j -0.00552589+0.0012106j -0.00604966+0.000198904j -0.00272086-0.00255854j 0.00208981-0.00293289j 0.00409411+0.00197029j 0.000600872+0.001788j -0.00109226+0.000223115j 0.00249915-0.00430331j 0.000632321-0.00118679j 0.00125131-0.00055126j 0.00157604+0.00243702j 
-0.000966369+0.000411734j 0.000619145-0.00238062j 0.00366802-0.00147994j 0.000153081+0.00295846j 0.0110406-0.00100066j 0.00292732-0.00920806j 0.000989094-0.00158623j -0.00341839+0.00891406j -0.00218419-0.00942516j -0.00279715-0.00758887j 0.0144675+0.00178128j 0.00176037-0.00122854j 0.00280152-0.00203151j 0.00518289+0.00315798j -0.000572606-0.0031948j -0.00453374-3.34895e-05j -0.00293236+0.00120726j -0.00375492-0.000485503j 0.00207373+0.00365636j 0.00197911+0.00135218j -0.000731034-0.00374538j 0.0021133-0.000553597j 0.003584-0.00376949j -0.00132754-0.000452608j -0.00361054-0.00444208j -0.00772985+0.00210584j -0.000133675+0.00100908j -0.0032404+0.00196395j -0.0024219-0.0140749j 0.000976298+0.00992251j -0.000387176-0.00428488j -0.0050738+0.00173876j -0.00139565-0.00193099j 0.00172108+0.00437263j 0.00560629+0.00213443j -0.00371287+0.000806901j -0.00120078-0.0011511j 0.00129617+0.000311194j 0.00402758-0.00209399j -0.000359849-0.00129203j -3.51921e-05+0.00152821j -0.0027961+0.00243058j 0.0025124+0.00203922j 0.0020027+0.000577224j 0.00114494-0.000280827j 0.000997019+0.000856651j -0.00154884+0.000418377j -0.000162388-0.000344753j -0.00344307+0.00246829j -8.76898e-05-0.000296675j -0.00298862-0.000200367j -0.000884587-0.000249582j -0.0011361-0.000288894j 0.000606701-0.000255162j 0.0012072-0.000557486j 0.000850067-0.000408436j -0.00124135+8.5518e-05j 0.000669066-0.000524497j -0.00016987-0.000338312j -0.00161564-0.00167531j -0.00136853+0.000890502j -0.000115689+0.000105372j 0.00253872+0.000265262j 0.00193945-0.00110642j 0.000729498+0.000151269j 0.00050957+7.49449e-05j 0.000214046-0.000630556j 4.77364e-05-0.00132004j -0.000208696+0.000421125j 
0.00137667+0.000454955j 0.000385643+0.00242377j -0.00499968+0.00577129j 0.0060137-0.00234093j -0.00696744-0.000278497j 0.00411019+0.0015125j -0.00470876-0.0022333j -0.00237936+0.000280318j 0.000113497+0.00415397j -0.00532904+0.00485367j -0.00127101-0.00104718j -0.00481454-0.00119672j 0.002965+0.00726252j -0.005561-7.585e-05j -0.000948702-0.00190264j 0.00363731-0.00511643j -0.00274263+0.00238623j 0.00360985-0.00835885j 0.00129406-0.00061784j 0.0027171+0.000320408j 0.00132944+0.00705994j -0.00240703+0.000558716j -0.00083543+0.00407526j 0.00217568+0.0012153j -0.00315004-0.00120241j 0.000612904-0.00449857j 0.00172315-0.00231543j -0.00274964-0.00325082j 0.000293821+0.00346605j 0.0016209-0.0103258j -0.000216618+0.00277743j -0.00436757+0.00102613j 0.00486222+0.00024485j 0.00180415+0.00179248j 0.000893305-0.00278762j -0.00233001+0.00309234j -0.00210317-0.0042786j -0.00299766-0.00243498j 0.00131785+0.000717199j 0.00429165-0.0040414j 0.00113575+0.00226805j 0.00109454+0.00611287j -0.00220016-0.0066545j -0.00934334+0.00271361j 0.00113274-0.0063043j 0.00365218+0.00809437j 0.00485277+0.000768097j 0.00283871+0.000955853j 0.00631468-0.00392617j -0.0017224-0.000462545j 0.0028797+0.00576852j 0.00829361+0.000456134j 0.00384819+4.73521e-05j 0.00732973+0.00173851j -0.00329606+0.000572557j 0.00284551-0.00283405j -0.00303081+0.00218388j 0.00122131-0.00364421j -0.00141951-0.000413134j -0.00426469+0.000817414j -0.000547594-0.00252994j 0.0012555-0.00228264j 0.00333882+0.00115703j 0.000951912+0.0010213j -0.00116109-0.000207897j 0.00190239-0.00269729j 0.000827886-0.000574634j 0.00148624-0.000459043j 0.00112978+0.00259196j 
-0.000826876-0.00252686j 0.00285866-0.00369655j -0.0016314-0.0040745j -0.000758305-0.00167004j 0.00559867+0.000850672j 0.00051172+0.00384865j 0.00171046-0.0017062j 0.00189713+0.0046829j -0.000768012-0.00205911j -0.000126103-0.0036553j 0.00116294-0.000763757j -0.00195696-0.00140997j 7.76452e-05+0.00110777j 0.00237505-0.000958093j 0.00310803+0.0021214j 0.0080238-0.00322623j -0.000131767-0.00358041j 0.00401852+0.00178685j -0.00396218-0.00797858j 0.00354283-0.0070165j 0.00563125+0.00164391j 5.65561e-05-0.00327517j 0.00125346+1.99503e-05j -0.00374904-0.00184838j -0.000693105+0.0032547j 0.00372174-0.00249526j 0.00205746+0.00367189j -0.00150568-0.000434374j 0.00270817+0.00145129j -0.00147429+0.000196082j 0.00078536-0.000902164j -0.000365941-0.000419794j 0.00237544-0.00381791j 0.00409306+0.00145244j 0.0019191-0.00556747j 0.000777717-0.00097707j 0.00082673+0.000252817j 0.0066094-0.000629325j -0.00125057-0.000472678j -0.00162379+0.00321597j 0.00294528-0.00898532j 0.00294511-0.00382779j -0.0001701-0.00272452j -0.000310133+0.000592726j -0.0075551-0.000307554j -0.00113423-0.00634016j 0.00365448+0.00298897j 0.00399883-0.00115329j 0.00625337-0.00317132j 0.00408051+0.0010657j 0.00445224+0.00206848j 8.88072e-05-0.00373892j -0.000630964+0.00386021j -5.12402e-05+0.000333961j -0.00695155-0.00104049j -0.00103948+0.00108455j 0.00294331+0.00040431j -0.00309193+0.00720023j 0.00295451+0.00133895j 0.00241884+0.00256855j 0.000661092-0.00206479j 0.00110022+0.000889964j -0.00353715+1.53792e-05j 2.80333e-05-0.000609905j -0.0148332-0.00193717j -0.00123644+0.00196852j 0.000985036-0.00286863j -0.00165627-0.00048969j -0.00199383+0.000474686j 
0.00127388+0.0011126j -0.000381283+0.00375488j 0.00028917+0.00328984j -0.00481872-0.000943772j -0.00362778+0.00142093j 0.00378946+0.00264324j 0.00422871-2.64689e-05j 0.00302436-0.00453688j -0.00313197+0.00327455j 0.000959177+0.00673627j -0.0030753-0.000309751j 0.00229357-9.02823e-05j 0.000813534+0.0013859j 0.00191914-0.00164351j -0.00164114+0.00157756j -0.00578902+0.00241262j 0.004482+0.00251441j 0.00250019-0.00329922j -0.0015828+0.00206429j 0.00157708+0.00613526j -0.00350632-0.00314128j -0.00563438-0.00525294j 0.000376328+0.000380823j -0.000626891+0.00096752j 0.00261684+0.000891396j -0.0023642-0.0015678j 0.000205185-0.000763547j 0.00218457-0.00365087j -0.00206955+0.00106376j -0.000951319+0.00134077j 0.00229879+0.0037174j 0.00315061-0.00329488j 0.0017009+0.00388675j 0.000617374+0.000268965j 0.00115696+0.00279774j 0.00202748-0.00307267j 0.00426357+0.000932308j 0.00205496+0.00229445j 0.0075234-0.00578965j -0.00673033+0.000937229j 0.00250921+0.000455188j -0.00172012+0.00209027j -0.000363445+0.00160749j -0.000511989-0.000660083j 0.00333023+0.00212921j 0.00403965+0.000864363j -0.00221447+0.00260624j 0.000937302-0.00364696j -0.00259548-0.000790371j -0.00197707-0.000517583j 0.00156526+0.000691679j -0.000240852+0.000408119j -0.00419489-0.000508142j -0.0011387+0.000235216j -0.0082355+4.92715e-05j 0.00629402-0.00177787j 0.00196557+0.00494882j -0.00252928+0.000680042j -0.00520971+0.00226911j -0.00689363-0.00168013j -0.00390573+0.00258127j 0.00583193-0.00214781j -0.00208913+0.00453062j 0.0056613-8.58972e-05j 0.0032925+0.00239939j 0.00254113+0.000732688j -0.00153058-0.00509368j 0.00140931-0.0019796j 0.0004895+0.00167891j 
0.0008612-0.00116212j -0.000604171+9.78056e-06j -0.00245573-1.57588e-05j -0.00100776+0.00133562j -0.000534311-0.000626385j 0.00205827-0.00153715j 0.00139607+0.00354358j 0.0021083+0.0012385j 0.00175744-0.00233476j -0.0013159-0.0011156j -0.000524584+0.00394668j -0.000719277+0.00180606j -0.000314447-0.00113492j -0.000675149-0.00110775j 0.00114648-0.00170944j -0.00237668-0.000199869j -1.98687e-05+0.000579661j 7.31132e-05-0.000455371j -0.00182573+0.00480565j 0.00214191+0.000453761j -0.00122429+0.00289348j -0.00157484-0.00322811j -0.000864162-0.00514429j -0.0013679+0.0012605j 0.00183479-0.00146893j 0.00131068+0.00112515j 0.00102862-0.000135539j 0.000705309-0.00265146j 0.000196006+0.00196652j -0.00154391+0.00115566j 0.000156594+0.00111022j 0.00246889+0.00075919j -0.00111219+0.00201417j -0.000973218+0.00355564j -0.000882224+0.00193255j -0.000281598-0.000602244j 0.000648605-0.00208267j 0.00250918+0.0043258j -0.00277337-0.00349951j 0.000742445+0.00120995j -0.00119498+0.000215196j -0.00461113-0.00389204j 0.00387173+0.000200416j 0.00177696-0.000527279j -0.000540222-0.000542802j -0.000174276-0.00422954j 0.000957271-4.63527e-05j 0.0030817-0.000423938j 0.00162+0.00193481j 0.000828688+0.000527405j 0.00186723+0.00163433j 0.00266662-0.000959977j -0.00546188+0.00052531j 0.00133996+0.000528149j 0.00513898-0.000516096j -0.000261645-0.000872442j 0.000913066+0.00340594j -0.00303825+0.00147117j -0.00570126+0.00442707j 0.000255933-0.000780573j -0.00247068+0.00132046j -0.000773582-0.00180134j 0.00354024+0.00268561j 0.00108225-0.00241605j 0.00475334-0.00102366j 0.00174509+0.00240855j -0.000182768-0.00218596j 0.000938069-0.00187444j -0.000209209+0.000306132j 
0.000344483+0.000132985j -0.000384645+0.000688966j -0.000926793+0.00239635j 0.00247115+0.000928599j -0.00253424-0.0033919j -0.000945433-0.00387935j -0.00588042+0.000329799j -0.00240101+0.00127671j 0.00215874-0.000934806j -0.001169-0.000565896j 0.00176483+0.00233653j -0.00183282+0.0025154j -0.000489235-0.00186852j -0.00369918+0.00120029j -0.00470364-0.00390672j 0.00374833+0.000192837j -0.00423345+0.000522988j -0.00357803+0.000794389j 0.00429553+0.0031524j -0.00336326+0.000202163j -0.0036904-0.00270353j 0.000738453+0.00150852j -0.00251357-0.00185176j 0.00166413-0.00106205j -0.00176639+0.000881286j -0.000928479-0.00261611j -0.000854516+0.00170372j 0.00107352+0.00217956j -0.000679319+0.00111916j 0.00125274-0.00190429j -0.000577343+0.0007707j -0.00248822+0.0034313j -0.00189218-0.000397175j -0.0013159+0.001726j -0.00230074+0.000207093j -0.00288677+0.0025463j 0.000170556+0.000970538j -0.00451926-0.000162214j -0.0023851+0.00388615j 0.00642785-0.000692897j -0.00109016+0.00349363j -0.00349159-0.00205018j 0.00149971+0.000671471j -0.00114056-0.00308364j 0.00274075-0.00206304j -0.000592393+0.00391576j -0.00152154-0.00424412j -0.00053485+0.00114162j -0.00950636-6.4418e-05j -0.00187272+0.00106364j 0.00181279+0.00118476j 0.0013603+0.00223094j -0.000398325-0.00180758j -0.00353087+0.00197218j 0.0131411-0.000329961j -0.00542174+0.00155431j -0.00580453+0.00240531j 0.00180808-0.00392453j -0.00390963-0.001265j 0.00236562+0.0011335j 0.00153144+0.000388223j -0.000318563+0.000454025j -0.00152896-0.000534333j -0.00426866+0.00344846j 0.00663441+0.00330864j 0.000712384-0.000896944j -0.00093291+0.00407941j 0.00135383+0.0028738j 0.0025373-0.00195435j 
