-0.125686-0.14455j 0.171124-0.118918j -0.0519081-0.0559403j -0.00607165-0.020777j 0.0649583+0.00375917j 0.0661106+0.0770971j -0.0923784+0.0117697j -0.00862298-0.0858433j 0.0973779-0.212022j -0.016515+0.0151304j -0.0522607-0.045659j 0.194781+0.0349007j -0.0159326+0.0718048j -0.129268-0.126704j 0.10345-0.0504556j 0.0116524+0.159667j -0.0994541+0.0283311j -0.0474815-0.00847469j 0.0663541-0.00520583j 0.00660967+0.0998748j -0.00781633-0.151767j 0.010775+0.0341644j -0.165928+0.00801189j -0.169048-0.0329116j 0.0180868+0.063697j -0.0882915+0.0766461j 0.0829198-0.115152j 0.11545-0.0168395j -0.0271271-0.0108058j -0.0356205+0.000746883j -0.26878-0.0291024j -0.173689+0.09832j 0.0345212-0.0381718j 0.097039+0.0174462j -0.0214892-0.12301j 0.141967+0.0792247j 0.00545708-0.219618j 0.0581595-0.0358559j -0.0211941+0.0204688j -0.0258169-0.114181j 0.0352244-0.0846208j 0.0422847-0.0264693j 0.0731527+0.0661723j 0.225738-0.000893624j -0.0392655-0.105127j 0.0231554-0.142934j -0.0398419-0.0383416j 0.0374151+0.000322182j 0.0371748-0.0251737j 0.0119154+0.0344549j 0.00304457+0.00371479j -0.0100279-0.0592237j -0.00763289-0.031691j -0.010147+0.0210031j -0.0243708-0.00312491j -0.0049519-0.0078701j -0.0198313-0.0115616j -0.0127434+0.00900737j 0.0267348+0.0061172j 0.0297606-0.0492166j -0.0206384-0.0248783j 0.0188429+0.0205762j 0.0197275+0.0153456j 0.0197622+0.0258272j 0.00479486+0.0191853j -0.00518654+0.00361565j -0.0553428+0.0153034j 0.0115-0.061262j -0.0587759-0.0139662j 
-0.00669893+0.00543434j -0.00310134-0.00606412j 0.0065538-0.00246215j 0.0015425+0.00445202j -0.00270986+0.00267251j -0.000749206+0.0035741j -0.00301543-0.00289283j -0.00756498-0.00172353j 0.00251814+0.00151319j -0.00339142+0.00150138j 0.000493742-0.00332263j -0.000948197+0.00414669j 0.00114244-0.00486392j 0.00523662-0.00199251j 0.002603+0.00882642j -0.00872503-7.11009e-05j -0.00494536-0.00712223j -0.00603937-0.00272496j 0.000995306+0.00202113j -0.00399764-0.0086533j 0.00175223+0.00173302j -0.00760406+0.00410871j 0.00627497+0.00536272j -0.00259569+0.00292469j -0.00308459-0.00135182j 0.00536609+0.00311456j -0.00326374+0.00851813j 0.00302649+0.00661559j -0.00196743-0.00251692j -0.000859189-0.00209862j 0.00223189+0.00600207j -0.00437556-0.0003437j -0.00148215-0.00449217j -0.0023616-0.001479j -0.00230053-0.00254178j 0.00499611-0.00213503j -0.00203053+0.000473736j 0.00559127-0.000745395j -0.000292195+0.00135317j 0.00687679-0.00569128j -0.00532904+0.00324978j -0.00259331+0.0063519j 0.00443108+0.00730199j -0.000468085-0.00307416j 0.00528787-0.0143979j -0.00278224-0.00427149j 0.00383616-0.00171853j 0.00783206+0.00326281j 0.00307858-0.00337854j 0.00353681+0.0028596j -0.00207579-0.00400821j -0.00428632+0.00129245j 0.00458025-0.00259953j 0.000129657+0.00268433j -0.00629765-0.00700182j 0.00120052-0.00936481j -0.00120956+0.00276514j 0.00197939+0.00652016j -0.00504126+0.000450931j 0.0110718-0.00611135j -0.00841638+0.00737047j 0.0139696+0.00550587j 0.0069119-0.00196435j 0.0185204+0.00655636j 0.00105238-0.00303797j -4.31428e-05+0.00564123j -0.00347293+0.011687j -0.00427621+0.00577342j 0.00366+0.00291901j 
-0.0149134-0.00219263j -0.00114708-0.0161426j -0.0095489+0.00765129j -0.00577015-0.0124713j 0.00161011+0.00515241j -0.00252487+0.000812695j -0.0038705-0.00841825j -0.00346494-0.00470083j 0.00507925+0.00728911j -0.00284765+0.00365964j 0.00145857-0.00118346j -0.0132369+0.00172156j -0.000608699-0.00771838j 0.0113356+0.000803167j 0.0225704-0.00915208j 0.0026697+0.0118597j 0.00379437-0.0123269j -0.0206187-0.00948592j -0.00637138+0.00355768j -0.00402542-0.00285624j 0.00908862+0.00689968j 0.00125063-0.000522232j 0.0026693-0.00824915j 0.00133269-0.00397499j -5.48445e-06+0.0046934j 0.000675776+0.0028964j -0.0117509+0.0204587j 0.00199889+0.00840695j -0.00308135+0.00359676j 0.000251807-0.00103084j -0.00581695+0.011334j 0.00779499+0.0037892j 0.00178813-0.000444412j -0.00356568+0.006544j -0.000139995-0.00471936j 0.00589125-0.00783523j 0.000847868+0.0053044j 0.00790275-0.00223334j 0.00570661-0.000761575j 0.0199899-0.00810405j -0.00511282+0.014707j -0.00841327+0.00741373j 0.00617138+0.0128754j -0.00313349-0.0217837j -0.00950569-0.0172114j 0.00142369-0.00116944j 0.00533079-0.0106401j 0.00111195-0.00117172j -0.00297413+0.00146917j -0.00889171+0.000285075j -0.00360964-0.000996031j -0.0064117-0.00395202j 0.00501404+0.0047721j 0.00508901+0.00711188j -0.00995147-0.00777141j -0.000375611+0.000887828j 0.00108903+0.00634114j 0.00434661+0.00121682j 0.00502569-0.00250316j -0.00273116+0.00497044j 0.00273859-0.00284143j 0.0131573+0.00439159j 0.00720871+0.00305191j 0.0157125+0.0070476j -0.00236489-0.00121785j -0.00117788+0.000996881j -0.015831+0.0102042j 0.00651479+0.000176891j 0.000303957-0.0155184j 
-0.00707747-0.00472734j 0.000509905-0.00898519j -0.0123799+0.00256605j -0.00356245-0.0103009j -0.00150574+0.00604903j 0.00506361-0.0050213j 0.000710377+0.000810785j 0.00122502+0.00220289j 0.00325204+0.00138808j -0.0023559+0.00167919j -0.00131947-0.000970577j -0.0102286+0.00274712j 0.00532666-0.00456375j 0.000501029+0.00280059j 0.00945722+0.000894461j -0.00271105+0.0127515j 0.00283746-0.00168762j -0.00145445-0.00486988j 0.00105648-0.000283009j -0.0025743-0.00510095j -0.00127062+0.00228157j 0.00303034-0.00346247j -5.16794e-06-0.00612976j -0.00386776-0.00301644j -0.00402287-0.00221154j -0.000265535+0.000427913j -0.00711122-0.00129291j 0.00396899-0.00478402j -0.00258607+0.000497453j 0.00432235+0.000338197j -0.00102972-0.00427134j -0.00339171+0.00128976j 0.00161109-0.000953136j 0.00207247+0.000469565j 0.00103001-0.000356089j 0.00511654+0.0036466j 0.00300422-0.000174338j 0.00453386-0.00851345j 0.00326634+0.00443563j 0.00433835+0.00285128j -0.002809+0.00548343j 0.00695607-0.00433855j -0.00364136+1.07821e-06j -0.00223329-0.00716126j -0.0081924+0.00470287j -0.00120797+0.00769836j 0.00199837-0.00218673j -0.00338977-0.00229923j -0.00406522-0.000399385j 0.0105797+0.000635052j 0.000319409+0.00431712j 0.00182511+0.00288978j -0.00219057+0.00315981j -0.00645773+0.003981j -0.000458198-0.00896465j 0.00219934-0.00655154j -0.00137453-0.0102542j -0.0025639-0.00254781j -4.12934e-05+0.00297556j -0.00616708-0.000550534j 0.0094831+0.00161788j -0.00722533-0.00879794j -0.00671176+0.00371484j 4.22125e-05-0.0111147j 0.000750968-0.000652898j 0.000304207-0.00755642j -0.000406374-0.00315445j 0.00349545-0.0241881j -0.0217598-0.00374771j 
-0.00321167-0.00136166j 0.00371429-0.00365499j 0.00367481-0.00900384j 0.000497679-0.000871344j -0.0125016+0.00126163j -0.00510257+0.0034148j 0.0048014+0.000160052j -0.0100068+0.00933995j 0.00418534+0.000768534j 0.000665644-0.00653398j -0.00306633-0.00608266j -0.00443923+0.0107477j 0.0036784+0.00571546j 0.000459955+0.00364882j -0.00582818-0.00723908j 0.00365237-0.0105596j 0.00644955-0.021456j -0.0142078+0.00105828j -0.00459021-0.00839996j -0.0103206+0.000463751j 0.00280875+0.00473687j -0.00956493+0.0147612j -0.000238382+0.004122j -0.0112972+0.0158192j -0.0117721-0.000862784j 0.0101747+0.00538918j 0.00501521-0.00088221j -0.00683872-0.00337601j 0.00398321-0.0065819j 0.00676628-0.000727368j -0.00225515-0.00674905j -0.00744258+0.000711926j 0.000235834+0.00980111j 0.00283456-0.000328723j 0.00834948+0.0045344j 0.0123853+0.00300222j -0.0029974-0.0103988j 0.00141557-0.00700406j -0.0118254-0.00203214j -0.0138023-0.00413358j -0.0114791+0.000827287j 0.0039824-0.001269j 0.000893525-0.0117237j -0.0001736-0.000996034j 0.000739307-0.0101984j -0.0040964+0.00199352j 0.00472615+0.00651421j 0.0089075-0.00459608j -0.00674231-0.00745553j -0.0218526-0.000406462j -0.0164774-0.0134376j 0.00169503+0.00914726j -0.00105464+0.00206707j 0.010478-0.00386551j 0.00108028-0.0101216j 0.00238293-0.0103103j -0.0140521+0.012723j 0.00383647+0.0100946j -0.00846751-1.73561e-05j -0.00365801+0.0124551j -0.00165572-0.000211889j 0.0136646+0.00556637j -0.00938787-0.00153578j -0.0122961-0.0116179j -0.00185466+0.00551044j 0.001848+0.019797j 0.00380973-0.00503271j -0.00029979-0.00662257j -0.00703633+0.000956802j 
-0.00168498+0.00570865j -0.00019419-0.000102028j 0.00541523+0.00532008j -0.00379434+0.00235516j 0.0101533-0.0118862j -0.00949416+0.00818556j 0.000879079-0.00283202j 0.00748345-0.00762491j -0.00519285-0.000374966j 0.00441865-0.00297745j 0.00491311+0.00921068j 0.0118713-0.0132115j -0.00610594+0.00502513j 0.000273422-0.00639911j -0.00195893+0.00284954j -0.00337826-0.00817537j -0.00277172-0.00261389j -0.00565606-0.00247019j -0.0158748+4.08267e-05j -0.00354834+0.0100703j 0.00155175+0.00477914j -0.00235467+0.0064698j -0.000622347-0.000874159j 0.00413454-0.00233896j 0.00398375+0.0135911j -0.00847263-0.00135913j -0.00291001-0.00743019j 0.00406521+0.00829047j -0.0027317+0.00464056j -0.0123837+0.00402194j -0.00234722+0.00282223j 3.56641e-05-0.000957006j -0.014711+0.00298617j -0.0128054-0.00308244j 0.00788373+0.00359995j -0.00566693-0.00831543j -0.0122941+0.0103207j 0.00159955+0.00674863j -0.0123831-0.00212974j 0.0106064-0.0137486j 0.0184713-0.0107562j 0.000928993+0.0121396j -0.0011404+0.00414304j -0.00199014+0.00907346j 0.00767641-0.00252236j -0.00890249-0.00771101j 0.00361991+0.00383677j 0.00409587-0.000829366j -0.00251066-0.00364613j -0.00829419+2.72264e-05j -0.01096-0.0128127j -0.00146145-0.00495855j -0.000607234-0.0149948j 0.00675001+0.00109919j 0.000881569-0.00749928j 0.000382665-0.00615545j -0.00778656+0.00888356j 0.00445611+0.00769962j -0.0102055+0.00365917j -0.00294953+0.00786766j -0.000276929-0.0011685j 0.00867418+0.00188795j -0.00158801-0.00247727j -0.0091082-0.0046792j -0.000821369+0.00111542j -0.00120111+0.0136011j -0.00131559-0.0020108j -0.00040836-0.00345795j -0.00151687-0.00178748j 
0.0088448+0.00158656j -0.0028453+0.00811995j 0.00945338+0.0120634j -0.00733991-0.00417668j 0.00160691-0.00126689j -0.00444532+0.000289336j 0.00939193+0.00612422j -0.0013261+0.0141499j 0.00277608+0.000924856j 0.0137754+0.0126598j 0.00254358-0.0012206j -0.0108986-0.00772812j 0.0128321+0.00768891j 0.00830866-0.00177127j 0.00667945+0.0146811j 0.000908686+0.00250483j -0.0144302-0.00952806j 0.0100477+0.00482337j -0.00792864+0.00466711j -0.00132688-0.00671041j -0.000859173-0.000267246j 0.0061396-0.00521998j -0.0104386-0.000533438j -0.00261163+0.00207404j -0.0013715+0.00209539j -0.0175268+0.00628965j -0.00186313-0.00550366j 0.00171459-0.00603232j -0.00319291+0.00743095j 0.0163662+0.0102803j 0.00463086+0.00331967j 0.00519097-0.0196845j -0.0105483+0.0160199j -0.0100018+0.0029455j -0.00119498-0.00540639j 0.00165271-0.00193556j -0.00865309-0.00801142j -0.000778886-0.0137104j -0.00312039-0.00548467j 0.00327417+0.00580243j 0.0155411+0.0164356j 0.00162145-0.00351865j 0.0030459+0.00390884j 0.00923206-0.00427639j 0.00320482-0.00179952j -0.00390602-0.00181249j -0.00404499+0.00359259j 0.00199214+0.00108418j 0.00281898-0.00130873j -0.0030652-0.00397507j 0.00184011+0.00323144j 0.000173856+0.0159068j -0.00349473+0.0135136j 0.00136806-0.00441783j 0.000421038-0.000285797j -0.00201651-0.000694355j 0.00108571+0.00248308j -0.000480802+0.00099942j 0.000425641-0.00128001j -0.000250018+0.000125213j -0.00327301+0.00408208j 0.00270923+0.000666609j 0.00386844+0.000782451j -0.000970063+0.00236129j 0.000124451+0.000398557j -0.000728953+0.00264908j -0.00158663-0.000117216j -0.000676831+0.00478981j 0.0047828+0.000674901j 
0.0071831+0.00811722j -0.00703639+0.004495j -0.00622971-0.013282j -0.000283284-0.00740493j 0.00412317+0.00182016j 0.00581503+0.0192467j 0.00581116+0.00542752j 0.000863128+0.0050704j 0.0016519-0.000798676j -0.00166193-0.00702523j 0.000438627+0.0030805j 0.0027169-0.0039964j 0.000505027-0.000257672j 2.69081e-05-0.00383421j 0.00712573-0.00417561j -0.0036609-0.000587126j 0.00147155+0.0145423j 0.00186022+0.00962716j 0.0085086+0.00342487j 0.00432028-0.00742029j 0.0236263-0.0043565j -0.00362443+0.00172103j -0.00197243+0.00526066j -0.0117445-0.00872098j -0.00459531+0.000291681j 0.0126209+0.00175739j -0.00026818+0.00708891j 0.00124656-0.00196884j -6.62358e-05+0.00013359j -0.00179798-0.00105166j 0.00100862+0.00251233j -0.00404636-0.00474505j -0.0126338-0.0034764j -0.00206276+0.00556017j 0.000645908-0.00287726j 0.00632159+0.00665111j -0.0129518-0.00813494j 0.00181411+0.00773145j -0.00321156-3.5497e-05j 0.00345569+0.00578383j -0.00314691+0.00885483j 0.0132319+0.0022585j -0.000427793+0.00652745j -0.00244543-0.00347826j 0.00661709+0.0133449j 0.000290513-0.00567635j -0.00398735+0.00951857j -0.0252885-0.00290715j -0.000942028-0.00704884j -0.00488684-0.00349838j -0.00890973-0.00893356j -0.000704811+0.00304709j 0.00259551-0.00262866j -0.0164026+0.0240464j 0.00260676-0.0116534j 0.00811914-0.0190381j -0.0042331+0.0134986j 0.0250478+0.00188551j -0.00394018+0.00302067j -0.0143068+0.0162094j -0.0124137-0.00549477j -0.0164613-0.000255828j 0.000569301-0.00763809j 0.0105339+0.00287122j 0.00272761+0.00468256j 0.000230977-0.0205196j 0.00364744+0.00613766j -0.00340945+0.000922419j 0.00173695+0.0017632j 
-0.0112548-0.00525269j 0.00451371-0.0122116j -0.0106365+0.00271434j -0.00368979-0.00915429j 0.00252033+0.000369175j 0.000928953-0.0014567j -9.11231e-05-0.00197466j 0.00455353-0.00325903j 0.000718466+0.00187879j -0.0016459-0.00229283j 0.000552909+0.00339587j -0.00565451-0.00259354j 0.00276871-0.00392195j 0.000480879+0.000623707j 0.00461976+0.00421579j -0.00315755+0.00373307j 0.00505952+0.0024312j 0.00177016-0.00581616j -0.00109901-0.00577649j -0.00608974-0.00299319j -0.00263175+0.0030846j 0.00324964+0.00256101j 0.000299249-0.0041884j 0.00161424-0.00225071j -0.00137234-0.000745964j -0.0045056+0.000564655j -0.00849602-0.0055273j -0.000590316-0.00228018j -0.00464735+0.00181707j -0.00251292+0.00131133j -0.00297631-0.00557769j -0.00138253+0.00239903j 0.00151264+0.00354226j -0.00441624-0.000884279j 0.00402909+0.00275678j 0.00260757+0.000527793j -0.0028101+0.00193394j 0.00712987-0.00217129j -0.00320561+0.00359627j 0.00596147-0.00723556j 0.00236723+0.00367097j 0.00761681+0.00121257j 0.00351804+0.00105003j -0.0048334-0.00122195j -2.4137e-05+0.00593911j -0.00135834+0.00183011j 0.00162962+0.00269559j -0.000636487-0.00305295j -0.00796093-0.00228596j 0.000457371-0.00265056j 0.00202079+0.00125143j 0.00628391-0.00723873j -0.0078494+0.00226575j -0.00952523-0.00149563j 0.00262709-0.00490625j 0.00291284-0.00335835j -0.00662202-0.00462894j -0.00170502+0.00297076j 0.00835886+0.00508118j 3.55793e-05+0.00406197j 0.0018472+0.00167083j -0.001801-0.000637883j -0.0142746+0.0122277j -0.00541899-0.00999301j 0.00104403+0.00245146j 0.000831755-0.000730108j 0.000332809-0.00986898j 0.00332834-0.0242753j -0.0204632-0.00246523j 
-0.000565758+0.00461517j -0.00367332-0.000986613j 0.000907768+0.000417413j -0.000762211+0.00428614j 0.00014714+0.000512262j 0.00378667-0.00143961j -0.00195491+0.000774784j -0.000560003+0.000386183j 0.00141514-0.00111745j -0.00190891+0.000566404j 0.000878242+5.49454e-05j -0.000783197+0.00214946j 0.00157169-0.00233159j -0.00149417-0.00191321j -0.00173255+0.00781832j -0.00703399-2.82049e-05j -0.000117212+0.00134983j 0.00745466+0.00193453j 0.000712009-0.00273911j -0.00316851-0.000644685j -0.00303642-0.00440894j 0.00148193+0.00066147j 0.000880833+0.00276752j 0.00135512+0.000574204j -0.00235006-0.0039098j -0.00228973+0.0013842j 0.00192708-0.00204465j -0.00232144+0.00188705j 0.00191259+0.00316595j 0.0012278+0.00111423j -0.00160447-0.00431975j -0.00193561-0.000359959j 0.00115413-0.00130538j 0.00109119+0.0006252j -0.000772009-0.00234325j 0.00135586+0.000743289j -0.000282996-0.00184294j -0.000124906-0.00284565j 0.00114146+0.00515259j -0.00266078+0.00492047j -0.00198989-0.00221585j 0.00505739+0.00304802j -0.00354975+0.000623033j 0.000658034+0.00232864j 0.00523564+0.00632617j -0.00476469+0.00320761j 0.0037007+0.00738547j -0.0037052-0.00232175j -0.00223936-3.04193e-05j 0.00772846+0.00050927j 0.00509271-0.00119114j -0.00664607+0.00173356j 0.00781571-0.000143049j -0.00335689-0.00236369j 0.00101533+0.00287463j -0.00159362-0.00152678j -0.00219589-0.00038033j -0.00305138+0.00405862j -2.40881e-07-0.00330365j 0.00296659+0.00157348j 0.00266758-0.00292449j -0.00683775+0.00882982j -0.00273943-0.00392821j 0.00341605-0.00163016j 0.000861939-0.00278163j -0.0056497-0.00665659j 0.00100766+0.00277567j -0.00186863-0.00759388j -0.00564044+0.0010367j 
-0.00302091-0.00069243j -0.00113977-0.00287231j -0.000560626+0.000905238j -0.00431368-0.000927631j 0.00521176-0.000798954j 0.00806753+0.000643885j -0.00143701-0.00118246j 0.000761524+0.000649886j 0.00298834-0.000841731j 0.00305171+0.00194916j -0.00055139+0.00127837j -0.00284606-0.00240057j 0.00293678-0.00115414j -0.00154697-0.0053943j -0.00240499+0.00311385j -0.00282667+0.000992149j 0.00465373+0.00284801j 0.000874002+0.00396338j 0.00708322-0.00616082j -0.00657683-0.00422231j -0.00368699+0.00232601j 0.00164075+0.00369015j -0.000518263-0.00780277j 0.00149915+0.00559363j -0.00543261-0.00338296j -0.00253982+8.49655e-05j 0.00298541-0.000774528j -0.00104167-0.00119385j -0.00489991+0.00939433j -0.00269821+0.00351586j 0.00652879-0.0089118j -0.0063943+0.00141658j 0.00323421-0.00304511j -0.00643007-0.00282437j 0.00889388+0.00365394j 5.88901e-05-0.00334254j -0.00563989+0.00193929j 0.00952512-0.011153j -0.0106186-0.00511521j -0.00818065-0.00867621j 0.00623111-0.00702086j -0.00245137+0.00149905j -0.00288559-0.000506214j -0.00552116+0.00268484j -0.00125905+0.00573121j -0.00216504-0.000805459j -0.0103929-0.00364748j -0.00416613-0.00593905j 0.00133619-0.0074432j -0.00210214+0.0029559j 0.00517949-0.000227761j 0.00175406-0.00921828j -0.0067575+0.00705434j -0.0105713+0.000432137j -0.00518494-0.00845189j 0.00330082-0.00148382j -0.0109644-0.00706974j -0.00452587-0.00378939j 0.0108061-0.000747725j 0.0119285-0.000137957j -0.00695423-0.00090912j 0.00362203+0.0027467j -0.00230415+0.00269097j 0.0106193-0.00180064j -0.00261769+0.00116799j 0.00765664-0.00114359j 0.0127116+0.00502398j 0.00319348-0.0004536j -0.00829315-0.000287301j 
0.00808308+0.00464991j -0.00314597+0.00282787j 0.00329864-0.00157552j -0.000401519+0.00802539j -0.00134011-0.000286975j 0.00808126-0.000357564j -0.00564537-0.0026259j -0.00195013+0.00448002j 0.00350332+0.000167591j 0.000364993+0.00212468j -0.000273341-0.000500802j -0.00163408+0.000398628j 0.00115243+0.00188744j -0.000860698-0.00575213j -0.00778103+0.00268293j -0.00536187-0.00767517j 0.000526219-0.0011171j -8.86493e-05+0.00609678j 0.0021076+0.000133559j -0.00199321+0.00182241j -0.00910122-0.00537744j 0.0107734+0.00454061j 0.0055176+0.000443695j 0.00952673+0.00593068j -0.00429575-0.00568863j -0.00145296-0.00113334j 0.00753818-0.00613116j -0.000261135+0.00371502j 0.00406672+0.00505019j 0.00543657+7.1406e-05j -0.000588332-0.00444824j -0.0021452+0.00284443j 0.00171154+0.00121058j 0.00250181+0.00217961j 0.000188542-0.00502432j 0.00224076-0.00426001j -0.00641363+0.000258374j -0.00242-0.00900562j 0.00237771+0.00076611j -0.00708813+0.00284569j -0.00124386-0.00739582j 0.0104897+0.00316358j -0.00999695+0.00165136j 0.00131169+0.000582371j 0.00766629+0.00793911j -0.00818399+0.00916464j 0.00434299+0.000299176j -0.00450364-0.00838884j -0.00175564+0.00349598j 0.00400411-0.00371749j 0.00583989-0.00514449j -0.00438058+0.0112665j 0.00561654-0.00677069j -0.00754195-0.00484429j -0.00138203+0.00187759j -0.000470123+0.00804099j 0.00519472+0.00351319j 0.00974662+0.00719009j -0.00147648-0.00258637j 0.0111841+0.00372023j -0.000855402-0.0104989j 6.16417e-05+0.00590142j -0.00460351-0.00771063j -0.00480951+0.0104422j -0.00199504-0.00532957j -0.00205784+0.00152431j 0.0040097-5.65099e-05j 0.000666307+0.00829581j 0.00656279-0.00260928j 
0.0014479+0.0030127j -0.00245921-0.00109658j -6.49447e-05+0.000623324j -0.000289565+0.00293861j -0.0024646+0.00448071j 0.003545-0.0017754j -0.00404662-0.00228397j 0.00170001+0.000157522j -0.00165971+0.000213388j -0.00300579-0.000908871j -0.000751684+0.000617802j -0.00173732+0.00053912j 0.00415143-0.00164841j 0.00226011-0.00320559j -0.00383327+0.00222434j -0.00765345+0.00311343j -0.0100191-0.00418565j 0.00171683+0.00601117j -5.81306e-05-0.00412772j 0.000426464-0.00329594j -0.00197483-0.00200454j -0.00323214+0.00661572j 0.00334705+0.00921249j -0.00408532-0.00908343j 0.00206382+0.000864345j -0.00090229+0.00531632j 0.0053249+0.00430079j 0.000241699+0.00621421j 0.00400854-0.00133215j -0.000587755-0.00126611j 0.00182817+0.00129092j 0.000805706+0.00102109j -0.00788951+0.00621768j 0.00656025-0.000423925j -0.00562085-0.00046945j 0.00409207-0.00248557j 0.00282194-0.00135309j -0.000281053+0.00566227j 0.00398879-0.00185429j 0.0048638-0.000696451j -0.00442171-0.00168113j 0.000793343+0.000527498j -0.00135856+0.00460309j 0.000265342-0.00380537j 0.00294815-0.0010834j -0.00869126+0.00300741j 0.0103965+0.00459671j -0.00171397-0.0058272j 0.00142533-0.000263794j 0.00335884-0.008751j 0.00176317+0.00309285j -0.00457024+0.00776135j 0.00875277-0.0107746j -0.00839608-0.00895621j 0.00226626+0.00118114j -0.00526973+0.00256168j 0.0148916+0.00788099j 0.00919032-0.0011968j 0.00814219-0.00931999j -0.000429974-0.000231356j 0.00547704-0.0120168j 0.00404994+0.00255419j 0.000316706-0.00378679j -0.001824-0.0021114j -0.00161561-0.00420629j -0.0150056-0.00295157j 0.00152818+0.00373422j -0.000275825+6.4888e-05j -0.0029427-0.00218165j 
0.00119894+0.000505757j 0.0027385+0.000907937j -0.000283373+0.000113696j 0.000318348+0.000237596j -6.3037e-05-0.00105831j -0.000976761+0.0015055j -0.00180414+0.000771072j -0.00396964+0.00331394j 0.0023865+1.7335e-05j 0.00271073+0.00172907j -0.000100523-0.00280867j 0.000519956+0.00142658j -0.00393155+0.00314752j 0.00071591-0.00122049j -0.000396942-0.00668955j 0.00529426-0.00498641j 0.00789821+0.00280066j 0.000482713-0.000165216j 0.0031665+0.00396632j -0.000780277+0.00238708j -0.00368233-0.00690536j 0.00323342-0.00626819j 0.00490369-0.00328772j 0.00426535+0.00129067j -0.00327126-0.0028649j -0.00031352-0.00342934j 0.00198373-0.00247063j 0.00535508-0.0036157j 0.00318716-0.00143452j 0.00308773-0.00184207j -0.000132689+0.00160834j 0.00223315-0.0015888j -0.00252405-0.00259735j 0.00563985+0.00104725j -0.00711224-0.00150995j 0.000391304-0.000420299j -0.001728+0.000453074j -0.0050826-0.00213359j 0.0112953-0.00267569j -0.00102261+0.00281428j 0.00557347+0.000134039j 0.00718434+0.00120207j 0.00159567-0.0010239j 0.00428998-0.00185586j 0.00533497+0.00171255j 0.00299926+0.00300184j 0.00530612-0.00555389j 0.0045147-0.000213972j 0.00237773+0.0109275j 0.00669062-0.00684393j 0.00189145-0.00907742j -0.00429945+0.0116468j 0.00768029-0.00552446j 0.00712059+0.00336638j 0.00188687+0.0104776j 0.00161447+0.00340855j 0.000279269-0.00289433j 0.00497008+0.0166428j -0.012856+0.00817756j -0.00094742+0.00249731j 0.00278007-0.00138799j -0.00699669+0.0110779j -0.000554884-0.0121849j -0.00234097+0.00383323j -0.00153566-0.00269137j -0.00168632+0.00441303j -0.00344862+0.00114012j 0.00417485+0.000950601j 0.00405217-0.00869799j 
0.00206181+0.000718632j -0.00251447+0.000394079j 0.00582326+0.00145222j -0.00147284+0.00621965j 0.00669304-0.000781035j 0.00818855-0.00741357j -0.0107252-0.00375612j -0.00487395+7.71342e-05j 0.00485624+0.000553884j 0.00993955+0.0057256j -0.00632716-0.00024867j -0.0068825-0.000226765j 0.00311235-0.000704459j -0.0001586-0.0110168j -0.000942465-0.00137037j 0.00441536+0.00186559j -0.00129965+0.000802527j -0.00319356-0.000700098j 0.0043901-0.00149297j -0.00402641-0.00655585j -0.00496574+0.00238774j 0.00612484+0.00219867j -0.00125076-0.00664124j 0.00570496+0.000172788j -0.00327003-0.0056153j 0.000296692+0.00173984j 0.00384127-0.00660578j -0.00158142+0.00122252j 0.00174778+0.00624094j 0.000301979-0.00200974j 0.000444625-0.00357014j -0.00202135+0.00857008j -0.00382038-0.00411586j -0.0030595+0.0041768j 0.00959843-0.00646445j 0.00617836-0.00833717j -0.00512392+0.00381516j 0.00592428-0.00185533j 0.00179634-0.00529424j -0.00187685-0.00196618j -0.00854906-0.00410951j -0.00430325-0.00251948j -0.0123677+0.00173682j -0.00404628+0.000642704j 0.00806422+0.00518568j 0.00193762+0.00471182j -0.00401613+0.00266226j -0.00469113+0.00171675j -9.89653e-05+0.000182124j -0.00400995-0.00912854j 0.00747434-0.00243035j 0.00195656-0.00336732j -0.00300356-0.000331161j -0.000825666+0.000377134j 0.000542268-0.0192753j 0.00531484+0.0069782j -0.00358085+0.00399877j 0.00424072-0.000610059j 0.00516193-0.00836725j 0.00261315-0.00464618j -0.00310734-0.000860345j 0.00633874+0.00430138j 0.000320027-0.00291509j 0.00112257+0.00292051j -0.00223208+0.000728933j -0.00533324+0.000766888j 0.00402151-0.000743853j 0.00126539+0.00457952j 0.00114772-0.00144971j 
