0.0254451-0.158986j 0.153488+0.0470531j -0.0645227-0.0690426j 0.00923709-0.153862j -0.144627+0.0591099j 0.10755-0.0648899j -0.0573743+0.0617863j -0.0561836-0.105276j -0.0312528+0.0298159j -0.0254592-0.0271876j 0.0801384+0.0186032j 0.058346+0.021962j -0.0622262-0.0753005j 0.0818339-0.0156875j 0.011862-0.0457032j -0.0234855-0.0612864j -0.0641355-0.00924527j -0.111983+0.0161783j -0.0186094-0.00501801j 0.110661-0.0437808j -0.0592366-0.0773261j -0.0289839-0.0551407j -0.00729674+0.117337j 0.00357593+0.0282609j -0.0536916-0.0877005j 0.00349749+0.025154j -0.00436413+0.0895308j -0.0266972-0.0779779j -0.0152492-0.0711841j -0.0941072-0.0277022j 0.056945-0.0764312j 0.0697051-0.0510594j 0.0318568-0.123094j 0.0642643+0.0666443j -0.00860543+0.00646124j 0.126588-0.0288171j 0.03076-0.0650535j -0.000647484+0.124914j 0.0245434+0.0361256j -0.0342431+0.00756391j -0.0131509-0.0313719j 0.0141519+0.034562j 0.0267896+0.050762j 0.0416771-0.0165398j -0.0108383+0.01122j -0.0421191-0.0402196j 0.0138481-0.0484988j 0.0044649+0.0145338j -0.0120701+0.108431j 0.0456672+0.0127945j -0.0131047-0.0573676j 0.025251+0.0354725j 0.0448429-0.016912j 0.00617911+0.036852j -0.0308722+0.0134924j 0.0397745+0.0589906j 0.0240733+0.0773291j -0.0452341-0.00176528j 0.042731+0.0621189j 0.0680974-0.0125848j 0.0236375+0.00940543j 0.0489368-0.0493831j -0.0493738-0.057002j -0.100987+0.0883691j -0.0903733+0.0311324j 0.0063355+0.0276344j 0.0882831+0.0149355j -0.0227718+0.138219j 0.0206714-0.00707828j -0.174006-0.0238627j -0.00766684-0.0155843j -0.0559486-0.0675572j 0.0141359-0.0859531j 0.00546931+0.0806859j 0.0705233+0.070714j -0.0250862-0.0400072j -0.125653-0.00377563j 0.0534724+0.0349912j 0.00819986-0.0685323j -0.049953-0.100873j -0.0582575-0.00174829j -0.0366117+0.0920736j 0.0372624+0.0433622j 0.0826841-0.1509j 0.00380672-0.0688681j 0.0454675+0.0521313j -0.13286+0.0292782j 0.037593+0.122259j -0.223815+0.0479564j 0.0526949+0.153353j 0.0974219+0.0151364j -0.00450956+0.101364j 
-0.00303361-0.00237007j 0.00214279-0.00275829j -0.00189036-0.00157959j 6.14656e-05-0.00408068j -0.0035864-0.000511263j 0.000891999-0.000164479j 0.000805685+0.00234652j 0.00125899+8.91416e-05j -0.000332629-0.00144714j -0.000326301-0.000384182j -0.000940692-0.00191878j 0.0010022+0.000441701j -0.00209482+0.000257259j 0.000567018+0.000444238j 0.00135036-0.000647176j -0.00249975+0.000319718j -0.000657907-0.0016225j -0.00106031-0.00044411j 0.00077576+0.00146574j 0.00110544+0.00180206j 0.000314172-0.000456532j -6.60261e-05-0.00189294j -0.000366973+0.00162389j 0.00101806-0.002072j -0.000578006-0.00123619j 0.000419006+0.000974536j 0.000865938+5.38905e-05j -0.00139382-0.00145294j 0.00148115-0.00121879j -0.000961501+0.000964726j 0.00157649+0.0013982j 0.000262816+0.000787798j -0.00198382-0.00154993j -0.000873009+0.00109092j 0.000592359-0.000362363j 0.00229656+0.000703788j 0.0012906+0.000665628j -0.000911365+0.000859046j 0.00106647+0.000317988j 0.000873472+0.00076963j 0.000728172+0.00201904j -0.000837875+0.00119573j -0.000175747+0.000847806j 0.000209447-0.000105223j 0.000771431+0.0012288j -0.000474902+0.00123197j -0.000612997-0.00170922j -0.000633756-0.00133268j 0.00200076+0.00098195j 0.000768188-0.00201446j -0.0017003+0.000720858j 9.6909e-05-0.00478859j -0.00057918+0.000706419j -0.000132468+0.00129393j 0.000136949-0.00308679j -8.8083e-05-0.000320701j 0.00045982-0.00173245j -0.0013522+0.00110719j -0.00157863+0.000651519j 0.00121681-0.00120448j -0.000589662-2.75133e-08j 0.000624939-0.000966992j 0.00102523-0.0018706j -0.00125081+0.00389671j 0.00285291-0.0011803j 0.000187455-0.0017502j 3.3201e-05+0.000258499j 0.000275015+0.000896535j 0.00105206+0.000771456j 0.00224325+6.55408e-05j 0.00257015+0.00162829j -0.000651186-8.84072e-07j 0.00231449-0.000279872j 0.000774519+0.00108547j 0.0015352+0.00146053j -0.00136653+0.000392571j 0.000134467-0.00108887j 0.00423638+0.000955982j 0.0012328-0.000443833j 0.00172497-0.00149504j 0.000346914+0.000405228j -0.000774392-9.37166e-06j 3.75181e-05-0.000699539j 0.00151964-8.16014e-05j 0.000417461+0.000520717j 0.000573424-0.00147716j -0.00125503-0.0030362j -0.00170628+0.0019133j -0.00169157-0.00107133j 0.00443185-0.00204833j 0.000735179+0.000209368j -8.24818e-05+0.00409326j 
0.000528518+0.00141511j -0.00164624+0.00036343j -0.000629979+0.000416831j 0.00167643+0.00152486j 0.000284704-0.00197383j 0.000832198-0.000110559j -0.00144434+0.000241037j 0.00110063-0.00106442j -0.000735114-0.000687791j -0.000133511-0.000344857j 0.00173425-0.000247053j -0.00263402-0.00121866j 0.000586118-6.39115e-05j -2.82446e-07+0.000191943j 0.000261259+0.00151574j -7.27132e-05+9.65225e-05j -0.00177431+0.00224824j 0.00177503+0.00060279j 0.000897726-0.000963482j -0.00199879-0.00204349j 0.00105604-0.000100929j -2.41839e-05-0.00236162j -0.000133923+0.00506691j -0.00183339+0.001865j -0.00175271+0.000665133j 0.000645494+0.000517436j -0.000901765+0.00247452j 0.00118114+0.00288798j -0.000740145+0.00255154j -0.00179645+0.00125522j 0.00243457+0.000950915j -0.000215772+0.000799883j -0.000580025+0.00175455j -0.000153761-0.0014079j -0.00109927+0.00027997j -0.000822614+0.0006748j -0.0023629+0.000630164j -0.000543816+0.00281189j 0.000393399-0.00313608j 0.00115566-0.00179605j 0.00343333-0.00364953j 0.000144948-0.00267054j -0.00207193+6.64949e-05j -0.000783431+0.000718998j 0.000533344-5.43578e-05j 0.0010938+2.6903e-05j -0.000785686-0.000664091j 0.00114499-3.6358e-05j -0.000478163-0.000711318j -0.00122667-0.00191175j -0.00252849+0.000721398j 0.00162607+0.00359205j -0.00120686+0.00151462j -9.83069e-05-0.0024323j 0.00266927-0.00474342j 0.00374417-0.000151487j 0.00247262-0.00137976j 7.4445e-05+0.00130164j 0.000345769-0.00174313j 0.00277413+0.00783029j 0.000808573+0.00275674j -0.00156797+0.0017206j -0.000406623+0.00158876j -0.000725121-0.00420927j -0.000440414-0.00109999j -0.0010048+0.00368933j -0.00271452-0.00145729j -0.00400461-0.00552825j 0.00361417-0.00518179j 0.00110567+0.00301911j -0.000791365+0.000120374j -0.0013349-0.00101364j -0.00364064+0.00477685j -0.00549583-0.00122049j -0.00574449+0.00164605j 0.00388332+0.00155728j 0.00549481+0.00351713j -0.00640578-0.000704196j -0.00284261-0.00125025j -0.000757833+0.00176029j -0.00148535-0.000119231j -0.000911695+0.00043563j 0.00208066+0.000562449j 4.79361e-05+0.000156114j -0.00128528-0.00437105j 0.00295263-0.00010549j 0.00130806+0.00228455j 0.000772329-0.00649963j 0.000468077+0.00367348j -0.00535208-2.69637e-05j -0.000211575-0.0018172j 0.00448612-0.00236482j 
0.000468767+0.000492265j -0.000506727+0.00107874j -0.00138221-0.0012085j 0.000555708-0.00134164j -0.000814271-0.00148902j -3.82158e-05-0.000934618j -0.000147872-0.00208152j 0.000127006+0.00193997j -0.00078924-0.000201564j -0.000306948-0.000911274j 0.00076077-0.00132096j 0.00046481+0.000516048j -0.000769755-0.000304738j -0.000886658+0.0012195j -0.000473601-9.51725e-05j -0.000161723+0.000409172j -0.000331896-0.000464894j 1.85658e-05+0.000924251j -0.000684851+0.000724731j 0.000950591+0.000634526j -0.00123016-0.000262565j -0.000903209-0.000120762j -9.93335e-05-0.00146276j 0.00168056-0.00252188j 0.000838968+0.000937131j -0.000386143-0.000321379j 0.000185816-0.000483296j 0.000270111+0.000595285j -2.54518e-05-0.00181781j 0.000716542+0.00062952j -4.87294e-05-0.00137827j 0.000486536+0.000125645j 0.00118638+0.000209606j -1.52057e-05-0.000242963j 0.00148185+0.00119186j 0.000370716-0.000937831j 0.0006715+7.05533e-05j 7.40723e-05-0.00182192j -0.000797081+0.00160358j -0.000902365+0.0022151j -0.00194247+0.00140827j -0.00100073+0.00103542j -0.000689679-0.00157844j -0.000117215+0.000384665j -0.000703361+0.000949951j -0.00117727+0.00167599j 0.000856921-0.000474167j -0.00139775-0.000412903j 0.000601822+0.000900163j -0.000724541+0.00149129j 0.000147816+0.000747511j 0.000421522-0.00190796j -0.000282147-0.000877407j -0.00132798-0.00134563j -0.00194492-0.000724047j -0.00266806+6.66969e-05j 0.00151157+0.00112343j 0.000789344-0.000430822j -0.00048785-0.0010076j 0.000498233-0.00155913j 0.00156442-0.000703282j 0.00128303+0.00113605j -0.000234763+0.000109634j 0.00110277+0.000633592j -0.000232924+0.00272068j 0.000597163-0.00129206j -0.00203764-2.74431e-06j 0.000866303-0.00255224j -0.00129936+0.000770998j 0.00119332-0.00105061j -0.00102093+0.00132925j -0.00083281+0.00170808j -0.0010389+0.00178701j -0.00246179-0.00293515j 0.00403801-0.00361076j 0.000795947+0.000172819j -0.00181279+0.00286641j 0.00293378+0.000469722j 0.00265352+0.0018482j 0.00312127-0.000376315j -0.00103858+0.00157826j 0.00363912-0.00335123j 0.000486057-0.00231722j 0.00100227+8.80695e-06j -0.000594358+0.00061507j 0.00108974-7.59363e-05j -0.000543523-0.00111567j -0.000311418-0.00167063j 0.00110912-0.00120026j -0.00108597-0.000196977j -0.00168377+0.000803085j -0.000552833-0.000768585j 
-0.0024925+0.000695972j 0.00034765-0.00240699j 0.00194072+0.000553925j 0.000224206+0.000505393j 0.000404343+0.00097112j 0.00177922+0.00288529j -0.000581014+0.00229278j -0.00111046-0.00299114j 0.000249166+0.00149976j 0.000818919+0.00110456j -0.000225705+0.000805195j -7.64323e-06-0.000712635j 0.00231402+0.00173339j 0.0013649-9.54846e-05j -0.00138035+0.000207529j 0.000644865-0.00107485j -0.00040053+0.000983263j 0.00076521-0.00154198j 0.00157154-0.000718724j -0.00129073-0.000174158j 0.00233373-0.00037732j 0.0005764-0.0002827j -0.000658786+0.00055996j -0.000765262+0.00298005j 0.000140175-0.000888574j -0.000295894-0.00134131j -1.88383e-05+0.000205883j -0.00108538-0.00182056j 0.00110947+0.00279658j 0.0022517-0.000984343j -0.000572139+0.00117102j -0.00181056-0.000678278j -0.00267812+0.00223615j -0.00126741+0.00157849j -0.00184386-0.000951364j -0.00128133+0.000141985j 0.00169618+0.000644862j 0.00144783+0.00452892j 0.00039387-0.00362263j 0.00100621-0.000247962j 0.00124786-0.00160408j 0.00242668-0.00106662j 0.000674376+0.00120579j 0.00078561+0.00011459j 0.00028309-0.00113775j 0.000637721-0.000251393j -0.00210297+0.00163001j -0.000663096-0.000353522j 0.000402853-0.00134462j -0.0002884-0.00159189j 0.00179086+0.000504174j 0.000161851+0.000750033j 0.000822339+0.00215997j 0.000976241+0.0024646j 0.000585386+0.00114001j 0.00214023-0.00328766j -0.00119354+0.00106564j 0.00148016+0.000638468j -0.00249858-0.000216072j 0.000479218+0.000109295j -0.00349698+0.00227027j 0.000135204-0.00193404j 0.00150505-0.0014467j -0.00267306-0.000376621j 0.000792557-0.00421039j 0.0012963+0.00132426j 0.00251+0.00495231j -0.000735378+0.000128651j 0.000718484-0.000657166j 0.00393153+0.000696471j 0.00107617-0.0011764j 0.00265178-0.00326791j -0.000262435-0.00125437j 0.0056118+0.00171244j -7.00342e-05+0.0024262j 0.00161416-0.000622563j 0.00162312-0.00320065j -0.00497575-0.00328285j -0.00586714+0.000694168j -0.00359673+0.00322202j 0.000294802-0.00345898j -0.00152241+0.00489466j 0.00112387+0.00291737j -0.000603505-0.0012609j -0.00297342+0.000319145j -0.00104327+0.00132603j 0.00328188-0.00021706j -0.00317611+0.00201199j 0.000955394+3.22897e-05j 0.00233386-0.00130163j 0.00243047-0.0016597j 0.000967558+0.000734922j 
-0.000601527+0.00274054j -0.00340917-0.000870622j 0.0035769+0.00237178j -0.000159132+0.00446021j 0.00119277-0.0029207j 0.000824633+0.0042172j 0.00113158+0.00311038j -0.00162097-0.000122648j 0.000138575+0.000296297j 0.000307266+0.00194201j 0.000395357+0.00339152j -0.000900369-0.00074174j 0.00295659-0.00171752j -0.000692061-0.00206178j -0.00345917-0.000556996j 6.21382e-05-0.000749601j -0.00237845-0.00137007j 0.00086307-0.0030316j 5.15953e-05-0.00295223j -0.000341015+0.00357266j 0.00101106-0.00461269j 0.00118045-0.00101737j -0.00282693-0.00166362j -0.000120346-0.000618909j 0.0032978+0.000652153j 0.000986681-0.00317369j -0.000305203-0.000831841j 0.00141216-0.00329647j 0.00183003+0.00273342j 0.00487178+0.00262002j -0.000346173+0.00180483j -0.000951233-0.000858152j 0.00407747+0.00461692j -0.00154786+0.000720905j -0.00318498-0.00672729j -0.00144801+0.00349751j -0.00366468+0.000999967j 0.000992733-0.00278811j -0.00520778-0.0026934j 0.000632322-0.000558776j -0.0039458-0.0016404j -0.00044126-0.00293638j 0.00145589-0.00452499j -0.00496573-0.00304614j -0.00144427-0.00256003j -0.00286166-0.0008667j 0.00243728+0.00274228j 2.96476e-05-0.00160337j -0.000584601-0.000208951j 0.00307065-0.000522144j 0.00289429+0.000979177j 0.0012638+0.00820578j 0.00030372-0.00195911j 0.00161598-0.00720599j 0.00237171-0.00313974j -0.000250889-0.00282019j -0.00313293+0.0050235j 0.000978482+0.00706449j -0.000229127-0.00467659j -0.00302059+2.45613e-05j -0.000741229-0.00137025j -0.00350216-0.000354147j 9.86237e-05+0.00408894j -0.00204741-0.000966593j -0.0030112-0.00110659j 0.000257783+0.00203604j 0.000441419-0.000222662j 0.00114364-0.00119281j -0.00106049+0.0016942j 0.000799273+0.00509963j -0.00286202-0.00123933j -0.000650059-0.0026157j 0.000505198+0.000224228j 0.00418401-0.00114094j -0.00122081+0.00489381j 0.00176403+0.000990021j 0.000481863-0.00595621j -0.00228366+0.00412333j -0.00732679+0.00146249j -0.00171423+0.00252273j -0.000735398-0.00688176j -0.000497155+0.00745267j -0.00217693+0.0036753j -0.00712005-0.00495654j -0.00168149+0.000685941j -0.00177002+0.00146874j 0.00480144-7.94374e-05j -0.00103745-0.00124134j 0.00932597+0.00560522j -0.000730165+0.000629994j 0.000528837+0.000254076j 0.00058056-0.00289825j 
-0.00109395-0.000184749j -0.000376393-0.00200982j 0.000372479+0.00319017j -0.00122027+0.00036937j -7.26666e-05+0.000941218j -0.00132477-0.000321802j -0.001164+0.00196399j -0.00118139-0.00138973j -0.00170403+0.00130508j 0.00133825+0.000970108j -0.000934462+0.00294578j -8.37194e-05+0.00138909j 0.00031541-0.000204986j 0.000135425+3.05375e-05j -0.000417464+0.000120361j 0.0023725+0.00173803j -0.00068667+0.00219478j 0.000266147-0.00162918j -0.000616803-0.00235105j -0.00116496-0.00197898j -0.000466342+0.00100221j 0.00132502-0.00159289j 0.00240088+0.000869131j -0.00136372+0.00310738j -0.000519834-0.00234973j 0.000308812-7.90652e-05j -0.00217171+0.001809j -0.00143158-0.00234107j -0.00241083+0.00136705j -0.000120053-0.00457865j -0.00197942+0.0021747j 0.000941725+0.000927558j -0.00529223+0.00317053j 0.000499713-0.000292323j -0.00127368-0.000552207j -0.00429912+0.0010826j 0.00129446+0.00116476j 0.00362388+0.00391786j 0.0027016-0.00341432j 0.00206744-0.000831497j 0.00194441-0.000839199j 3.81437e-05-0.00176685j -7.45452e-05+0.000604889j 0.00320568-0.000110306j -3.0655e-05-0.0007506j 0.00305011-0.00116095j -5.32239e-05+0.00282132j 9.50542e-06+0.00249642j -0.00029042-0.00102701j -0.000708216+0.0041785j 0.000462365-0.00449768j -0.00204027+0.00344317j 0.00136918+0.000965635j -0.000429599+0.00338864j 0.0043057+0.00179951j 0.00113183-3.23057e-05j -0.000143899-0.00216363j 0.00141031-0.00120264j 0.00143272+0.00652442j 0.000434497-0.00262229j -0.000205489+0.00278119j -0.000742249-0.000227492j 0.00291136-0.00323385j -0.00316387+0.00750773j -0.00350691-0.00631874j 0.00338589-0.00254809j 0.00181936-0.00110341j -0.00221046-0.00110815j 0.00271207+0.00147766j -0.00270668-0.00423715j -0.00100698-0.002997j 0.00125941-0.0034607j 0.000257342-0.00552325j 0.00364242+0.00136582j -0.00249548-0.00375823j 0.00121711-0.00204434j 0.000574231+0.00393783j -0.00340147-0.00208919j -0.00549684+0.00134552j -0.00391874+0.00290199j -0.00649283-0.00465022j 0.000657667+0.00204681j -8.21202e-05+0.00110249j -0.00215053+0.0012241j -0.00426186+0.0033479j -7.9502e-05+0.00120621j -0.00270645-0.0020551j -6.28241e-05+0.00380394j 0.00319469+0.00153832j -0.00238473+0.00431112j 0.00401661-0.00136166j 0.00271077+1.55984e-05j 
0.00752859+0.000585457j -0.000476889+0.00653115j 0.00271007+0.00174369j -0.000853527+0.00703893j 0.00523183-0.00102618j 0.00125006-0.00225159j 0.000799356-0.00212694j -0.000567302+0.000482392j 0.000224368-0.00237266j -0.00111742+0.000877506j 0.000725007+0.0019449j -0.000454122+0.000316153j -0.000360244-0.00120285j -0.000772061-0.000119933j -0.00188205-0.000404221j -0.000727398+0.000501908j -0.00124695+0.00327684j -0.000435131-0.00110977j -0.00154342+0.00049453j -0.00125582-0.000501868j -0.0029282+0.00162954j -0.00175121+0.00039058j 0.000523742+0.00367042j -0.00471371+0.000211998j 0.0020157-0.00206222j 0.000885363-0.00347113j 0.00148014-0.000237537j 0.00259782+0.000777578j -0.00214264-0.00306648j 0.000633315+0.00248054j -0.0015321-0.00072478j -0.00167598+0.00213994j 0.00568433+0.00109606j 0.000204525-0.0020508j 0.00363067+0.000848501j -0.00454964-0.00159604j -0.00604014+0.00148198j 0.00422132-0.00231028j -0.000676608+0.00260683j 0.00294028+0.00133372j 0.000117153+0.00176845j -0.00364438-0.00228225j -0.000871861-0.00286043j -0.00373523-0.000972643j -0.000299795-0.00109566j -0.0016144-0.00318551j 0.00339324+0.00374163j 0.00369909+0.0010589j -0.000616767+0.000530301j 0.00233015+0.00566929j -0.00043146-0.000786175j 0.000808032+0.00688712j 0.00136274-0.00148596j -0.00148548-0.00490702j 0.00188774+0.00342874j 0.0018418+0.0023112j -0.00156081+0.00318475j 0.00223438-0.000197812j -0.00118049-0.00557774j -0.00195147+0.00238278j 0.00148598-0.00252532j -0.00432254+0.00121385j 0.00122036+0.00529223j -0.00259358-0.000399763j -0.00376736+0.00473264j 0.00483578+0.00438284j 0.00380594+0.0020006j -0.00526079+0.00109009j -0.000610383-0.000540472j -0.0036726-0.00167533j -0.00643483+0.0028569j -0.000867044-0.000596374j -0.00559269+0.00429699j -0.00164453+0.00231236j -0.000748931-0.00325289j 0.00231395-0.00253083j -0.00054469+0.00440476j -0.00270626+0.0027325j -0.00271192+0.000516163j -0.00309668+0.000692755j 0.000118604-0.00160758j 0.000848337+0.00132934j 0.00598969+0.0032365j -0.0010507-0.00265849j 0.00199568+0.000107735j -0.00100405-0.000344276j 0.0049336-0.000412832j -0.00411753-0.00884744j -0.000937658+0.0105462j -0.0035448+0.00495257j -0.00345805+0.0082611j -0.00506335-0.00717129j 
0.00105098+0.00187538j -0.00182954+0.000693594j -0.00176495+0.000368442j 0.000692744-0.000658651j -0.00280451+0.00159393j -0.00321189-0.00159551j -0.000615548-0.000841818j -0.000488873+0.000946636j -0.00174671+0.00286769j 0.000492824+0.000152749j 0.00206498-0.000289116j 0.000875817-0.000643772j 0.000349633-0.000894133j -0.00173405-0.000607799j -0.000573879+3.89278e-05j 0.00152748+0.0014138j 0.00212747-0.000295182j 0.00102476-0.00222701j -0.000680799-0.00201872j 0.00087327+0.000843084j 7.61893e-05-0.00147826j -0.000607324+0.000162213j -0.00187103-0.00446031j 0.00560293-8.91708e-05j -0.000386476+0.00370379j -0.0022653+0.00128983j -0.000244834+0.000426445j 0.000548001+0.00202676j 0.00136572+0.000289244j 0.000774374+0.00343719j 0.00087207-0.00324763j 0.00264713-0.00194315j 0.00245681+0.00321185j 0.00348179+5.77667e-05j -0.00340967-0.00318669j -0.00182872-0.00277199j 0.00123219+0.00121191j -0.00317468-0.00237629j -0.000578043+0.000758104j -0.000936977-0.0026135j -0.000930212-0.00125477j 0.000444964+0.00315492j -0.00121866-0.0010799j -0.00132796-0.000226037j 0.000551604+0.00171189j 0.00444898+0.00357187j -0.00101268-0.00133375j -0.000774571+0.00269069j -0.000264182+0.000666472j -0.00147461+0.000500872j -4.61577e-05-0.00158721j -0.00403916-0.00166756j -0.000533619-0.00217657j 0.00215001-0.00235214j 0.000184485+0.00039742j -0.00408379+0.00100228j 0.00457508-0.00277364j 0.00113227-0.000256212j -0.00236918-0.000313041j -0.00335279-0.00287132j 0.00135338-0.00392937j -0.000311784-0.00226808j -0.00191859-0.00240763j -9.08493e-05-0.00147621j 0.000872709+0.00330009j -0.00222105-0.00381021j -0.00598732-0.00167121j 0.00472114-0.00484432j -0.00480191+0.00432083j -0.00413621+0.000367797j -0.000794332-0.000812565j -0.000560187+0.00344358j 0.00539802+0.00318996j -0.00808891+0.001081j -0.000348965-0.00330088j 0.00216192-0.000125352j -0.00124625+0.000270766j 0.00181479+0.00231133j 0.000750383-0.00477407j 0.00185244-0.00553818j 0.000832329+0.00490337j 0.00368102-0.00778698j -0.000985256-0.00214617j 0.00229147-0.00108545j -0.00241954+0.000625153j 0.00362297-0.00330306j -0.001754+0.00207632j 0.00244068+0.00261524j 0.0078042-0.00600947j 0.000261057+0.000413137j -0.000225561-0.00326513j -0.000538044+0.000238477j 
0.00244037+0.00277064j -0.00241804-0.000240425j 0.00085553+0.00195178j -0.000614631+0.00304539j 0.00070397+0.000161104j -0.00254293-0.00216603j -0.00127122+0.000263617j 0.00154463-0.000656873j -0.0021795+0.00171162j 0.00157823+0.000539971j 0.0015397+0.000563153j 0.0013099-0.00180661j 0.00155112+0.000392622j -0.000251321+0.00150019j -0.0019302-0.0018638j -0.000540102+0.00222791j 0.00202005+0.00200606j 0.000207165-0.00325173j 0.00032489+0.000877089j -0.00235735+0.00176344j -0.00111953+0.00243714j 0.000277091+0.000931223j -0.00243917+0.000547828j 7.9375e-05-0.00192703j -0.00119811-0.00137816j 0.000339362+0.000185187j 0.000445216-0.000368214j -0.000349007+0.0025239j -0.00144003+0.000465649j -0.000381318-0.00166422j 0.00019867-0.00264644j 0.000203981+0.000418199j 0.000234572+0.00498328j 0.000229495+0.00149515j -0.00144367-0.0014858j -0.00202626-0.00216367j -0.00113002+0.00409213j 0.0031246+0.00147481j 0.000103718-0.00346042j 0.00354782-0.000635504j 0.00308278+9.24065e-05j -0.000660385+0.000616695j -0.00312306-0.000348884j -0.00312576-0.00434846j 0.000699988+0.0008218j 0.00395894+0.000666228j -0.00124101+0.00307714j 0.0011425+0.000918587j 0.000649591+0.000590977j 0.00272345+0.00378503j 0.00153023-0.00266851j 0.00013013+1.82531e-05j 0.00195822+0.00147962j -0.000303517+0.000372413j 0.00252421-0.000383887j 0.00312213-0.00086665j 0.00441062-0.000481533j 0.00510694-0.00312469j -0.00696812-0.00365386j -0.00222438-0.00612428j -0.00303801-0.000678917j -0.00182616-0.00431688j -0.0018384-0.00345442j -0.00019215+0.00173951j 0.00176867+0.000853466j 0.00267227-0.00132317j 0.0014586+0.00480303j -0.000307005-8.86584e-05j -0.00166323-0.000967751j -0.00345094-0.00362561j -0.00571229-0.00290562j -0.000348041-0.00236372j -0.00171716+0.00141248j -0.00385033+0.000183162j -0.0014677-0.00751444j 0.00499679-0.00333909j -0.00363813+0.00601395j -0.0062425-0.000597246j -0.00199684-0.00147003j 0.00171626-0.0019907j 0.00142569-0.000889947j 0.00458165-0.00198395j 0.00460648+0.00193016j 0.00117662+0.00317145j 0.00342541+0.000673339j 0.000798943-0.00187261j 0.00260911+0.00175693j -0.005115+0.000326657j 0.00247099+0.00124047j 0.000397655-0.00354943j -0.000773783+0.00115206j -0.000203982-0.000155074j 
0.000122434+0.00121943j -0.00198582-0.000826625j 0.00205909+0.0021707j 4.89143e-05+0.00316186j 0.000555852+0.000695072j 0.000251483+0.000993299j 0.00318415+0.00271925j 4.43788e-05-0.00169128j -0.000382868+0.00232775j 0.000881357+0.00180682j 7.21754e-06+0.000905954j 1.88786e-05-0.00126471j 0.001216-0.000201959j -0.000607931-0.00114379j -0.00189921+0.000852217j -0.00129815+0.002993j 0.000118769+0.000603063j 0.00157165-0.00396796j 0.000220307-0.00181971j -0.00121188+0.00295191j 0.000383209+0.000811997j -0.00165449-0.00061787j -0.000510271+0.000516764j 0.000147273+0.000847115j -0.000646747+0.000293523j 0.00108655+0.000464556j 0.00191215-0.00129697j 0.0012122-0.000754546j -0.000109042+0.00314953j 0.0012778-0.000646491j 0.00138648-0.000265069j 0.00179409-0.00110509j -0.000425993+0.00221207j 7.26724e-05+0.000445517j -0.00473504-0.00405283j 0.00152525+0.00294279j -0.00198972+0.00285597j -0.0023902-0.000194095j -0.0019361-0.00392053j 0.00022886-0.00250289j -0.000910242-0.000474634j 0.000538335-0.00109775j 0.000288316+0.000307965j -0.0031684-0.00177636j 0.000937029-0.000778327j 0.00300186-0.000403675j 0.000174248-3.51776e-05j -1.28365e-05-0.000877346j -0.00244149+0.000186218j 0.0014315-0.00264047j 0.00064272-0.000723035j 0.000374421+0.00163033j 0.001593-7.04906e-05j 0.00229912+0.000507756j 0.00450596-0.00170056j 0.00217965+0.000634874j 0.000198327+0.00100722j 0.00326612+0.00102557j -0.00097043-0.00089333j -0.00072561+0.000514704j -0.00281259-5.94881e-05j -0.000498349-0.00244826j -0.00144997+0.000719136j -0.000391302-0.0016973j -0.000377151-0.00178303j -0.00213831+0.000139695j 0.00110828+0.000176767j 0.00390735+0.000202516j -0.00295344+0.000181023j 0.00296086+0.00149325j -0.000368388-0.00467629j -0.00158358-0.00134755j 0.00378837-0.00224749j 0.00181413-0.000455809j -0.000331978+0.00506171j 0.00159961+0.00147819j -0.00162767-0.00543181j -0.00581708-2.12364e-05j -0.00457744-0.00150104j 0.000706359+0.00106889j 0.00431946-0.00154942j 0.00139121+0.0050431j 0.00104367+0.00322808j -0.00299759-0.00134638j -0.00310764+0.000100704j -0.000714982+8.24122e-05j 0.000973775+0.00135041j 0.00143356+0.00237338j 0.00310905-0.000981209j 0.00328656-0.00184385j 0.0010579-0.000399927j -0.00173042+0.000243361j 
