0.0254451-0.158986j 0.153488+0.0470531j -0.0645227-0.0690426j 0.00923709-0.153862j -0.144627+0.0591099j 0.10755-0.0648899j -0.0573743+0.0617863j -0.0561836-0.105276j -0.0312528+0.0298159j -0.0254592-0.0271876j 0.0801384+0.0186032j 0.058346+0.021962j -0.0622262-0.0753005j 0.0818339-0.0156875j 0.011862-0.0457032j -0.0234855-0.0612864j -0.0641355-0.00924527j -0.111983+0.0161783j -0.0186094-0.00501801j 0.110661-0.0437808j -0.0592366-0.0773261j -0.0289839-0.0551407j -0.00729674+0.117337j 0.00357593+0.0282609j -0.0536916-0.0877005j 0.00349749+0.025154j -0.00436413+0.0895308j -0.0266972-0.0779779j -0.0152492-0.0711841j -0.0941072-0.0277022j 0.056945-0.0764312j 0.0697051-0.0510594j 0.0318568-0.123094j 0.0642643+0.0666443j -0.00860543+0.00646124j 0.126588-0.0288171j 0.03076-0.0650535j -0.000647484+0.124914j 0.0245434+0.0361256j -0.0342431+0.00756391j -0.0131509-0.0313719j 0.0141519+0.034562j 0.0267896+0.050762j 0.0416771-0.0165398j -0.0108383+0.01122j -0.0421191-0.0402196j 0.0138481-0.0484988j 0.0044649+0.0145338j -0.0120701+0.108431j 0.0456672+0.0127945j -0.0131047-0.0573676j 0.025251+0.0354725j 0.0448429-0.016912j 0.00617911+0.036852j -0.0308722+0.0134924j 0.0397745+0.0589906j 0.0240733+0.0773291j -0.0452341-0.00176528j 0.042731+0.0621189j 0.0680974-0.0125848j 0.0236375+0.00940543j 0.0489368-0.0493831j -0.0493738-0.057002j -0.100987+0.0883691j -0.0903733+0.0311324j 0.0063355+0.0276344j 0.0882831+0.0149355j -0.0227718+0.138219j 0.0206714-0.00707828j -0.174006-0.0238627j -0.00766684-0.0155843j -0.0559486-0.0675572j 0.0141359-0.0859531j 0.00546931+0.0806859j 0.0705233+0.070714j -0.0250862-0.0400072j -0.125653-0.00377563j 0.0534724+0.0349912j 0.00819986-0.0685323j -0.049953-0.100873j -0.0582575-0.00174829j -0.0366117+0.0920736j 0.0372624+0.0433622j 0.0826841-0.1509j 0.00380672-0.0688681j 0.0454675+0.0521313j -0.13286+0.0292782j 0.037593+0.122259j -0.223815+0.0479564j 0.0526949+0.153353j 0.0974219+0.0151364j -0.00450956+0.101364j 
0.00587539+0.00116855j 0.00205067+0.0105777j 0.00338577+0.00346871j -0.00544833+0.00518854j 0.00989183+0.00103241j 0.00736299-0.00830796j -0.00441425-0.00654395j -0.00484696+0.000245557j 0.00109605+0.00776099j 0.00144048+0.00415449j -0.00552733+0.00274584j -0.0015772+0.00543966j 0.000227389+0.00393983j 0.000637638-0.00941751j -0.0021394-0.00304167j 0.00747498+0.00345502j -0.00649055+0.000561352j 0.00918898-0.00252203j 0.0071398-0.00572565j 0.000768119-0.00206933j 0.00764677+0.0117251j 0.00403055+0.00608124j 0.0112838-0.0152148j -0.00145505+0.00948026j -0.000751967+0.0084184j -0.00948916-0.00416995j 0.00390275-0.02089j 0.0108293-0.0149291j 0.00360783+0.00829338j 0.0162537-0.00214155j -0.0144317-0.0129451j 0.000518642+0.00520448j -0.00320671-0.00198825j -0.00359239+9.96754e-05j 0.00590696+0.00155141j -0.013663+0.00672651j 0.0188494-0.00280592j 0.0097449-0.00888651j -0.00266975+0.00558648j 5.22789e-05-0.0063341j -0.00429667-0.00806543j 0.00122249-0.000163568j -0.000116725+0.00210848j 0.00885579+0.00436359j -0.00616431+0.00168435j 0.00158394+0.00458628j 0.00815865+0.00224646j -0.000537591-0.00240108j -0.00482224-0.00767051j -0.00435829+0.00302761j -0.0046417-0.000410011j 0.00322009+0.00147998j 0.0200933+0.00805543j -0.0109087-0.00637873j -0.0159813+0.00952173j -0.00574656-0.00341756j -0.00333444+0.0118522j 0.019659-0.000859347j -0.000399784+0.011777j -0.00382492+0.00493883j -0.0124617-0.00404738j -0.00455336-0.000323355j -0.0166409+0.00143612j -0.0045811-0.0129363j 0.000747232+0.00239626j -0.0163888+0.00883211j -0.000928697-0.00133117j 0.0121646+0.000741574j 0.0106717-0.0126854j 0.00262459+0.00485685j -0.00078939-0.00695059j -0.00194346+0.0132037j -0.00646729-0.000907294j -0.0032641-0.00460382j -0.00638931-0.00872941j -0.00124342+0.00137668j 0.0106848+0.0170954j 0.00105615-0.00969658j 0.000128635+0.00133392j 0.00214153-0.000273033j 0.00486815-0.00889702j -0.0048963-0.00789308j 0.000681318+0.0181982j 0.011865-0.0117558j -0.00562722+0.00811838j 0.0184834+0.0163963j -0.00352818-0.00851769j 0.00214849+0.00293248j -0.0115768-0.000210142j 0.0171614+0.0123059j -0.00333927+0.0133226j -0.0155548-0.00841821j 
-0.00610201+0.00231654j -0.00185243-0.000352622j -0.00952815+0.00108986j -0.00517687-0.0207572j -0.01373+0.0102869j 0.0125549+0.00515504j -0.00443704+0.00375772j 0.00171133-0.0168843j -0.0103053+0.015196j -0.000668914-0.00343229j -0.00576843-0.00730942j -0.00423634+0.00161878j -0.00404453-0.00156483j 0.0100543-0.00431817j 0.00475386-0.00880941j -0.00116704-0.00384346j -0.00370132-0.014057j -0.00129381-0.00395315j 0.0092304+0.0100751j 0.0105488+0.0073321j 0.00523087+0.00267992j 0.00174168-0.0025811j 0.00472147-0.00440146j 0.00080233+0.00607528j -0.000627945+0.0148499j -0.00730685+0.00776577j 0.00234433+0.0127589j 0.00847817+0.0165518j 0.00123137+0.00920142j 0.0145231-0.00371724j 0.0016076-0.0130895j -0.0200046+0.0128933j -0.00746106+0.0181664j 0.0202964+0.00457796j 0.0197655-0.000796762j 0.00473715-0.00784765j -0.000285004-0.000287299j -0.000145863-0.00113599j 0.00675926-0.00851886j -0.00942499+0.00525601j 0.0013222-0.00413071j -0.00862445+0.0104524j 0.010075-0.0058774j -0.00468094+0.00834156j 0.00424893+0.00709145j -0.00156521+0.0043477j -0.0106334-0.00901989j 0.000727569-0.00165259j 0.00180274+0.00807479j 0.0164947+0.000518708j -0.000263924+0.00508242j 0.0126285-0.0109132j -0.00065134-0.015788j 0.00161158+0.00217278j 0.0148483-0.00912045j 0.00993543+0.0174502j 0.00698061+0.00906184j -0.0116844-0.018106j -0.0140221+0.000595131j -0.00384813+0.00142734j 0.0111183+0.00356883j 0.00598652+0.0140115j -0.00832782-0.00626563j 0.00524934+0.0182127j 0.00496485+0.0199933j -0.00225419+0.00806959j -0.014608+0.00740259j 0.00595466-0.00672001j 0.00713637-0.00437655j 0.0106637+0.0154798j -0.0246414-0.00699185j 0.0134412-0.00397273j -0.0154797+0.0135066j 0.00582467+0.000828078j 0.0134976-0.00594264j 0.00382743-0.0034945j 0.00846002+0.00630956j -0.0080976+0.00395969j -0.000315763+0.00977305j -0.0133139+0.026805j -0.00150608+0.0143125j -0.00758642+3.72273e-05j -0.000112013+0.00911562j 0.00596814-0.0264385j -0.0180291+0.00146261j 0.0172275-0.00390005j -0.00906475-0.0164307j -0.0256655-0.00331789j 0.00300333-0.0382261j -0.0261115-0.00594134j 0.00576944-0.0212309j 0.0201476+0.00760538j 
-0.000613428-0.00343383j 0.00407811-0.00249126j 0.00781069-0.00536443j 0.00221263+0.002535j -0.00310469+0.00708732j -0.00996747-0.00880217j 0.0126541-0.000759519j -0.00279235+0.0133093j 0.00328818-0.00785805j -0.00649896+0.00055612j 0.00729356+0.000862358j -0.00560637-0.00288918j -0.00943638+0.00878577j -0.00331525+0.00704303j -0.000135391-0.000276104j -0.00418172+0.00514475j 0.004214+0.00380348j -0.00323897+0.00173789j -0.00394931+0.00112078j 0.00250772-0.00407587j -0.0125179-0.00947388j -0.0106605+0.00385103j -0.00112425+0.0197041j -0.00253631-0.00722322j 0.00996526-0.00657436j 0.00934787-0.00162341j 0.00765952+3.04443e-05j -0.0031192+0.00911865j 0.00757267-0.00275286j -0.00904368+0.00177311j -0.00794045+0.00937187j 0.000186745-0.00596491j -0.00706616+0.00613439j 0.000783126-0.00529195j 0.000118514-0.00745941j 0.00355659+0.00141552j -0.0103002-0.00670887j 0.0038486-0.00842787j 0.00381156-0.00108373j 0.000270096+0.00611192j 0.00784911+0.0052447j -0.00151403+0.00579762j 0.00343787+0.0104759j -0.0024899+0.00132679j 0.00439666+0.012497j 0.000832174+0.000109698j -0.00289408+0.00422067j 0.00416033+0.00980864j 0.00499799-0.00163709j -0.00383893-0.00134015j -0.00445378-0.00512435j -0.00123999-0.00846835j -0.00830745-0.000580107j -0.0101648+0.00573438j 0.000438504-0.00734104j -0.0035256-0.00105493j -0.00241519-0.0157962j -0.00284385-0.00571876j -0.0106813-0.00189442j -0.000460792-0.000833708j 0.00709775-0.0141022j 0.00563776+0.00664016j 0.00702638+0.00285659j -0.00205896+0.00354408j -0.000526211+0.0104025j -0.00140429+0.0010651j 0.00512974-0.00329965j 0.0028483+0.00326251j 0.00185827+0.00757971j -0.00122948+0.00615956j 0.00564417-0.00564058j 0.00189344+0.0149013j -0.00931156+0.0139102j -0.00676573+0.00079933j -0.0073579+0.0114259j 0.00278051+0.00281548j 0.00808588-0.000844001j -0.00339581+0.00920892j 0.00536038+0.00890849j 0.00260023-0.0112548j 0.00626259+0.00754369j -0.000134122+0.0135061j -0.000192813+0.00641317j 0.0103447-0.000399084j 0.0100259+0.00327561j 0.00518152-0.0145519j 0.00479306+0.00216464j -0.000159158-0.00247002j -0.00731519-0.0105409j -0.0105622+0.00181627j 0.00212708+0.00484434j -0.00602473+0.00577266j 
0.000141782+0.00291129j 0.000429955-0.0014005j 0.0005477-0.0012785j -0.00703835+0.00716715j 0.00877053+0.00541832j -0.0180766-0.010524j -0.004873-0.0162226j -0.00689626+0.0202236j -0.00875206+0.00114232j 0.0079676+0.00757639j 0.00411454+0.00239728j 2.62515e-05+0.00343504j 0.00168967+0.00608373j -0.0111214-0.009399j -0.0063452+0.000516162j 0.00829748+0.00338898j 0.0110258+0.00312654j 0.00423752+0.00809901j -0.00975409-0.00229356j -0.00303375-0.0042864j -0.00934396+0.00186082j -0.00209755+0.00570878j 0.00722602+0.000697618j 0.00806608-0.00799228j 0.00475396-0.00620956j -0.00140209+0.00850756j -0.00843407-0.020196j 0.000818328+0.00470355j -0.00213901-0.00562589j -0.00502238-0.00415496j -0.0217708+0.015013j 0.0142913-0.014052j -0.0156962-0.0160158j -0.00544237+0.00684607j -0.0235036+0.00246497j -0.0161234+0.000192747j 0.0031671+0.00188454j -0.00254119+0.00410833j 0.00280105-0.00248957j 0.00900956+0.000601355j 0.000957073+0.0158124j 0.0016543-0.00936019j -0.0164298+0.00738426j -0.00175633-0.0200098j -0.00370278+0.00254647j -0.00343792+0.00268206j 0.00434182+0.00550488j 0.00187764+0.00739687j 0.00603642-0.00125838j -0.0124094-0.00421976j -0.00594601-0.00518771j -0.00647081+0.00519731j -0.00350617+0.00376416j 0.0114701-0.00547497j 0.00528762+0.00407582j 0.00769254-0.000233095j -0.00566783-0.0117584j 0.00429685+0.00486815j 0.00426477-0.0114625j -0.000827372+0.00546428j -0.00867765-0.0163401j -0.00226402-0.0230659j 0.00954634+0.0196544j -0.00673791-0.0348382j -0.0117197-0.00843235j 0.00755649+0.00768702j 0.0130876-0.00457767j -0.00753309+0.0141143j 0.0033401+0.000638267j -0.0210525-0.0101045j 0.0211753+0.0169447j -0.000468157-0.00780644j 0.0047166-0.016401j -0.0114061+0.00105797j -0.01664+0.0235211j 0.00267165+0.00298161j 0.000884356-0.0236393j -0.00288918+0.00534067j 0.00365142+0.00492751j 0.018583-0.0111046j -0.0255678+0.000536531j 0.0215927-0.000272866j 0.0103908-0.0136065j 0.0091545+0.00239271j 0.0107333+0.00187424j -0.0292317+0.00362257j -0.0102964-0.00575557j -0.0106638+0.0084285j -0.00229978+0.0031263j 0.00139887-0.00151752j -0.0055195-0.00487666j 0.00912926-0.00589368j 
0.00531504+0.000101984j 0.000290283+0.00146805j -0.00507941+0.00220879j -0.00268908+0.0181059j 0.012044-0.00172837j 0.00561374+0.00367569j 0.00141478-0.00964467j 0.00494941-0.00958215j -0.0124225-0.0103015j 0.00758904+0.00833923j 0.000612547+0.00496041j 0.00319216-0.00485408j 0.00633502-0.00362997j -0.00647214-0.0180981j 0.00140082-0.0087157j 0.00020797-0.00311397j 0.0103474-0.0020864j -0.00203953-0.000281915j -0.00512882-0.0038127j 0.00192798-0.00573272j -0.0107212+0.0142888j 0.00288941-0.00349744j 0.00974364+0.0145338j -0.0110751+0.000974948j 0.00243989-0.0092798j 0.00773578-0.0114519j -0.00600562-0.0144884j -0.007042+0.00317954j 0.0194277+0.00159211j -0.00243927+0.0028801j -0.00900749+0.00128933j -0.00243886-0.00269601j 0.0084047-0.0014288j -0.00522205+0.00152551j -0.00750541+0.00779797j -0.000476198+0.0154037j -0.000251474-0.00559656j -0.00170952-0.00275845j 0.00209663-0.00191763j -0.000724438+0.0052723j -0.00818736+0.0103793j 0.00555543+0.00727515j -0.0165537+0.0144574j 0.00441348-0.00427183j -0.00237533+0.000326274j 0.0151201+0.00174174j -0.0013272-0.00679098j -0.00224917+0.00608276j 0.00144843-0.0103424j 0.000517597-0.010108j -0.000444331+0.00859353j 0.00190009+0.00509016j 0.000618142-0.00296923j 0.0134951+0.00931384j 0.0121463+0.00355621j 0.00276581+0.00729273j 0.00672043-0.0221167j 0.00574024-0.0100821j 0.00262137-0.00477524j 0.00829829+0.0100035j -9.7939e-05+0.00429263j 0.00848859-0.0177663j -0.000629104-0.00213994j -0.00638924-0.0145749j 0.0012112+0.0098146j -0.00302897-0.00197444j 0.0128557+0.00563451j -0.0100855+0.00678201j -0.0106766+0.00449224j -0.00553337-0.00298783j 0.0169446+0.00569393j -0.0171398+0.00403593j -0.00281427+0.00247115j -0.0105279-0.000346948j 0.000622913+0.001784j 0.000240891+0.00231737j -0.00366373-0.00822521j 0.0239989+0.0100596j 0.00112432+0.004227j 0.00581173-0.0130359j -0.0109625+0.0161637j -0.000339197+0.0118348j -3.49072e-05-0.001822j -0.012542+0.0165071j 0.016065-0.0055934j -0.00963428-0.0100129j 0.0192483+0.0122753j 0.00331849-0.00794852j 0.00211915+0.00778701j -0.00438402-0.00298395j 0.000741155-0.00200794j 0.000699331-0.000496392j 
0.000601269+0.000930947j -0.000676811+0.00104742j 0.0101587-0.0118205j -0.0029301+0.00437559j -0.00707705+0.0116039j -0.00198283-0.000943785j -0.000402731+0.00142548j -0.000330129+0.0109422j 0.0024824+0.00107804j 0.00381744+0.000177996j 0.0105992+0.0125626j -0.0180267+0.00629192j -0.00834853+0.00648229j 0.000312145-0.00461461j -0.00499447+0.00858388j 0.00737929+0.00204869j 0.00604556-0.014741j 0.0148013-0.00544584j 0.00145018+0.0111014j 0.0111181+0.0142025j -0.0060863-0.00454803j -0.00707981+0.0116618j 0.00208174+0.0101013j -0.00975157+0.00713426j 0.00870305+0.00160466j -0.00799894-0.0099075j -0.00818267+0.00251644j 0.00557745-0.00375131j -0.00558848+0.00537477j -0.00463797+0.01127j -0.00453214-0.00881629j 0.0047768+0.00149537j -0.00855869+0.00160381j -0.00751848+0.00548003j -0.0061814-0.00799301j 0.00139926+0.00136487j 0.00559803-0.0101446j 5.40985e-05-0.00246868j -0.0034311-0.00270851j -0.0109359+9.06916e-05j 0.0166227+0.00158904j -0.0130133-0.00797937j 0.00223996+0.0208813j 0.00863367-0.000892176j 0.00702331+0.0208269j -0.00171572-0.00177026j 0.00037583+0.00131114j 0.0149004-0.00185978j -0.010111-0.00122074j -0.00283911+0.00405553j 0.000898014-0.00848251j 0.000218195-0.00425197j 0.0117454-0.000497919j -0.0112902-0.00791615j 0.00859931+0.00304487j 0.00236539+0.00145638j -0.00207108+0.000153032j -0.00293916+0.00682686j 0.00291602+0.00120909j -0.0192796+0.00450736j 0.0121708+0.00553804j -8.20471e-05-0.00531813j -0.00757491-0.00806658j -0.00354949-0.000399099j 0.00248409-0.00375093j 0.0014768-0.000937286j -0.0010033+0.00174903j -0.00609403-0.0122385j -0.00269212-0.000559315j 0.00401162-0.0104978j -0.000960792+0.000294932j -0.00566879+0.00424514j 0.0111138+0.00239391j -4.51332e-05-0.00287758j 0.00602835+0.0160442j 0.00337893+0.00241299j -0.00968087+0.0101821j 0.00882577-0.00627482j 0.000381877-0.000351774j 0.00152197+0.0101188j 0.00246767+0.00202322j 0.00140152-0.00080928j -0.000139241-0.0061719j -0.0129054+0.00225823j 0.00341435-0.00186283j -0.00257768+0.00482572j 0.00762889+0.0052698j 0.00625635-0.00319991j 0.00572597+0.00949406j 0.00383015-0.0015793j 0.000234438+0.000963257j -0.00141278-0.00153754j 
0.00347947+0.00307096j -0.000933026+0.000798921j -0.00475026-0.0134109j -0.00471997+0.00906096j 0.00471287+0.0151357j -0.00173837+0.000390782j 0.0029665+0.000916586j -0.0117069-0.00510502j 0.00353172-0.0056555j -0.0124841+0.0140256j 0.0103746+0.0019703j -0.00691122-0.000978151j 0.0118649+0.00227921j 0.00759431-0.00611134j -0.0142463-0.00116996j 0.00807517-0.000824713j 0.0102361+0.00448349j 0.0108847+0.000391461j -0.00064759+0.00211337j 0.011994+0.0026379j 0.00957722+0.0045683j 0.00110794-0.00484686j 0.00589785-0.00311501j -0.00255745-0.000937174j 0.00460251+0.00999603j -5.66388e-05+0.00694582j 0.000255264-0.0135577j -0.0123127+0.00987471j 0.00444074-0.00288097j 0.0023867+0.00261883j 0.00831302+0.0237734j 0.0117715+0.00791431j 0.00840004-0.0081269j -0.000336176-0.00730769j -0.00430188+0.00327172j -0.00698412-0.00269608j -0.00714429+0.00544702j -0.0105471+0.00316194j -0.0109978-0.010265j 0.0020449-0.00271715j 0.00169493-0.00394188j -0.0137568-0.0091541j 0.000588172+0.00328489j -0.00101686+0.0122468j -0.00394396+0.0123026j 0.00312521-0.0100337j -0.0168341-0.00227419j 0.0127219-0.0141516j 0.00900476+0.0116256j -0.0121983-0.000327894j 0.00741918-0.00345649j 0.00423956-0.0124832j 0.00449829-0.00360546j 0.00547505-0.00635784j 0.0121017+0.00617926j -0.00908986+0.00953228j -0.00386095+0.0118133j 0.00226236+0.011711j -0.00504468-0.00305546j 0.0117905-0.00423298j -0.0119144+0.0146887j 0.00221531+0.00335108j 0.00137876+0.00529433j 0.00417965-0.00523559j 0.00470974+0.00287996j 0.00751805-0.00174247j -0.00450856+0.00251176j 0.0080522+0.0163376j -0.00605379+0.0076393j -0.00880362+0.00268995j 0.00835299-0.00175413j 0.00421273-0.0055908j -0.016869-0.00689271j 0.00500658-0.00369318j 0.00051017-0.00675063j -0.00101943-0.00468902j 0.0084203+0.00210258j 0.00142821+0.000541628j -0.0067194-0.00636127j -0.00538936-0.0106975j -0.00957436+0.00423585j -0.00742754-0.00810268j 0.000268949-0.00105275j 0.00340344+0.00265242j -0.0083363+0.00205615j -0.00114935-0.0122835j -0.00163405-0.0021678j -0.00802197+0.00381703j -0.00654452-0.00645799j -0.00537236+0.0016302j -0.00150004-0.00169125j 0.00210055-0.000633086j 
0.00977113-0.0055007j 0.00495208+0.0119706j 0.00169091+0.0117805j -0.0110146-0.0120149j -0.014578+0.00302685j -0.00587024-0.0128188j -0.0182745+0.00389646j -0.00815574+0.00149762j -0.00614181+0.00728107j 0.00596008+0.00810014j 0.00329162-0.00582248j -0.00200268+0.0196738j 0.00713156+0.00493608j 0.000724342-0.00670075j 0.013644-0.0025647j 0.00190457-0.000999006j -0.00663163-0.00127056j 0.00187632-0.00948914j 0.00567892-0.000712974j -0.00351129+0.010953j -0.00090324-0.0142833j -0.00112317+0.0011047j 0.00785544-0.00495383j 0.00979274+0.0142592j 0.000298986+0.0026329j -0.010852-0.0136381j 0.0080228-0.0186283j -0.0226807+0.0326357j 0.00964862-0.0136482j 0.00619782+0.0134603j 0.0029743+0.0241528j 0.0162994-0.00402287j 0.0175187+0.0152204j -0.00408558-0.00295422j -0.00702276+0.00744772j -0.0164431-0.00245043j -0.00699508-0.00285805j 0.00810027-0.00221097j 0.0172032-0.00595123j 0.0016139+0.0101672j -0.00148507+0.000855555j 0.00373684-0.00733533j -0.00364729-0.0111909j 0.00218411+0.0149065j 0.00205236-0.0151835j -0.00425942-0.00455414j -0.0133945-0.022025j -0.0110416+0.00488328j 0.00121497+0.00843462j -0.00578328-0.00697583j -0.0123975+0.00872225j -0.000560927-0.000368396j -0.0165909+0.00324019j 0.00939536+0.011391j 0.0184491-0.00174416j 0.000454335+0.014881j -0.0270212+0.00521581j 0.00696534-0.00183465j -0.00875728-0.00782929j -0.0169642-0.0220337j 0.00415993+0.00166344j -0.00413193-0.00219136j -0.000446065+0.0198994j -0.0019457-0.0211362j -0.00814344-0.0102144j 0.0082211+0.00251982j -0.0105656+0.00822659j 0.0227478+0.00179303j -0.0069735-0.00431175j 0.00554158+0.00841503j 0.0152737+0.017511j 0.00430609-0.0190955j -0.0117309-0.0182525j 0.00662563-0.000906185j 0.0158921+0.000954114j 0.00693539+0.00312919j 0.00174884+0.0249004j 0.0047096-0.0137612j -0.00553096+0.00652797j 0.0106696+0.000623037j -0.0231623+0.0172009j -0.00967891-0.0203586j 0.0337906-0.0084151j 0.00309381-0.0169773j -0.033659-0.00532375j -0.00265698-0.00785777j 0.00224456-0.01065j -0.0141124-0.00163118j -0.00567258-0.0122744j -0.00465974+0.00331009j 0.000480828+0.00784934j -0.00602142+0.000692395j 
-0.00935515+0.00473876j -0.00271662-0.0120017j 0.0134609+0.0135594j -0.00563222+0.0127517j 0.0128384-0.00395528j -0.00102233-0.00808605j 0.00519409-0.00537678j 0.00231367+0.0154902j 0.00043779+0.00307996j 0.0152236-0.0104317j -0.00862181+0.00939927j -0.00622336-0.0021139j -0.00692677+0.000277103j -0.00223548-0.00924165j 0.00743361+0.00426997j -0.00259147+0.00266148j -0.0124181-0.0185868j 0.00270294+0.0067155j 0.00468406-0.000141933j -0.00222842+0.00156636j -0.00589319+0.000137424j 0.00699842+0.0181488j -0.00115353+0.00790032j 0.00394335-0.000173745j 0.00937362-0.0139934j 0.00753348+0.0120042j -0.00339237+0.0144205j 0.0149823-0.0217437j 0.0039911+0.00675804j -0.0215128-0.00454107j 0.00610866-0.012435j -0.00173581+0.00826842j -0.00340995-0.0062744j -0.00614621+0.00778509j -0.000594155-0.00399644j 0.0197059-0.00508943j 0.00896995+0.0106702j 0.000156543+0.00742824j 0.0031992+0.00968029j -0.0129781-0.00366347j -0.00221608-0.00181899j 0.00685691+0.000394555j 0.00422777-0.00289389j 0.00160282-0.0016847j 0.00765029-0.0139489j -0.00538263+0.00563225j 0.017699-0.000451924j -0.00562343-0.0014892j -0.015525-0.00890622j 0.00345137+0.0031918j -0.000869611+0.00655268j 0.0170443+0.00728215j 0.00181492+0.00354336j -0.0075717-0.0101831j -0.000338956-1.73147e-05j -0.0112028-0.0111862j -0.000438332+0.00361429j 0.00457728-0.0116597j -0.0154269+0.00243586j 0.00590494+0.0175495j -0.00469054+0.0181981j 0.0109487+0.0124774j -0.00235847-0.0136264j 0.00344139+0.0178384j 0.0156311+0.00975364j 0.000639221-0.00494576j -0.00647993-0.00237211j -0.0130169+0.0128016j -0.000948414+0.00911055j -0.0130492-0.0165976j -0.0113203-0.0167731j 0.00209881+0.00878562j 0.00142448+0.0169275j 0.00260566+0.000272067j -0.0110381+0.0113792j -0.00375738+0.00779413j 0.000807997+0.00834822j -0.00553265+0.00732023j 0.000388073-0.0122522j -0.0207177-0.00678825j 0.0159374-0.01301j -0.000612895+0.0125791j -0.0332421+0.00887367j -0.00434848+0.0118124j 0.02016+0.0106576j 0.00506364-0.00834437j -0.00736652+0.00975567j 0.00809259+0.00617202j 0.000405419+0.0072025j 0.00175431-0.00242696j -0.00291596-0.0088137j 0.00734788-0.00175576j 
-0.00575853-0.0108785j 0.00822524-0.00416095j 0.00830598+0.00712595j -0.000678521+0.00795914j 0.00713741+0.00519346j 0.0141138+0.00507599j 0.0140633+0.0145129j 0.0097908-0.00080205j 0.00480621+0.00626685j 0.00356365-0.00222545j -0.012335-0.00257211j 0.00137948-0.00494663j -0.00965226-0.00593725j 0.00118208+0.000845814j 0.00652662-0.0015959j -0.0116208-0.00329113j -0.00885782-0.0117632j -0.00050921+0.00309267j 0.0011418+0.000990615j 0.00405973+0.00131523j -0.00626591+0.00331801j -0.000292895+0.00506177j 0.0024618+0.00204325j -0.016269+0.00252481j 0.00387271+0.00437167j 0.00610843+0.00461088j 0.00237585+0.0100711j 0.00427674+0.000531049j -0.010236+0.00364378j -0.00300236-0.00278598j 0.0015849-0.0175699j -0.00328069+0.00862754j -0.0210115+0.00154869j 0.00150247-0.000654479j 0.0140609-0.00194922j 0.0103654-0.0057424j -0.00825298+0.00273466j -0.00687474-0.00323133j 0.0099162+0.00107946j -0.00606975-0.00284027j 0.000832059-0.00955454j 0.00123565-0.00307313j 0.00425347+0.000691026j 0.00585342-0.00544383j 0.00285817-0.0080512j 0.00987963-0.00286949j -0.00287008-0.0112788j -0.006238-0.0166148j -0.00856128-0.00671849j -0.000980668-0.00529603j 0.0114661+0.00911466j -0.000740134+0.00250716j 0.00483661+0.000287365j -0.00378745+0.0080521j 0.00799616+0.00108403j -0.00483174+0.00211297j 0.0157321+0.00500914j 0.00554327+0.00588607j 0.000427769+0.0117586j -0.00263042-0.00132813j -0.00555749+0.00351029j -0.00772281-0.00101065j 0.00665753-0.0150208j -0.00662536+0.0131624j -0.00130002+0.00537139j 0.00833354+0.00672712j 0.00559057-0.000281307j -0.00496494-0.000628731j -0.00134684+0.0154496j -0.0115008-0.00847333j -0.0260956-0.00348569j 0.000265456+0.0106682j -0.00284193+0.00164008j 0.00698995+0.0131146j -0.00487927+0.011166j -0.00809657-0.00156776j 0.0101583-0.0255301j 0.0133645-0.0041505j 0.00339221-0.0113755j 0.000668231+0.0193878j 0.00695499-0.00411532j -0.0143197-0.0138564j -0.00513742-0.0055004j 0.0106972+0.00342829j -0.00263013-0.00252098j 0.000179738-0.00185304j 0.00829181-0.00290668j 0.00141628+0.00382657j -0.00896867+0.00164925j -0.000593798+0.0044518j 0.00408055+0.00605559j -0.0054289+0.00137426j 
