0.0544303+0.0449248j -0.017929+8.81557e-05j 0.0025487+0.0263156j -0.0505506-0.00165005j 0.0659334+0.0265558j 0.043539+0.0326613j -0.0278115+0.0435289j 0.0236395-0.0609575j 0.0749509+0.00808329j -0.0513028+0.010242j 0.00346006-0.0196882j -0.083773-0.0405048j 0.0150931-9.46163e-05j 0.00988902-0.00379063j -0.0506298+0.0778546j -0.0152176+0.0473227j 0.00403067+0.0179538j -0.018814-0.0284353j 0.000696281-0.0174477j 0.0123306-0.0214643j 0.0636463+0.0180855j -0.0531159+0.0393624j -0.0539988+0.0195777j 0.0135574+0.00101082j 0.00504683-0.0734409j -0.0145355+0.0320163j -0.0094356-0.0155096j -0.0506364-0.0103709j -0.0385307-0.0351627j 0.0345022+0.00835306j 0.0742058+0.0493243j -0.0459848-0.0531371j -0.00371808-0.0528937j 0.047335-0.00363988j -0.0885384+0.0486549j -0.0517864+0.0512473j -0.0650966+0.003112j 0.0537274-0.0270207j -0.0639576-0.0134258j -0.0334806+0.0434168j 0.00399178-0.0598352j 0.0278006+0.0915049j -0.0144605-0.0373599j 0.0359678+0.00548949j 0.0909289+0.0512426j 0.10313-0.0237269j -0.0100272-0.00890721j -0.0574506+0.0296342j 0.0445323+0.0292018j -0.0156109-0.0269027j 0.0344166+0.0368416j -0.0373174+0.0359755j 0.0376373-0.0129565j 0.0398456-0.0384065j -0.0174717-0.0600465j 0.0178298-0.0344411j -0.0997344+0.0380994j 0.0216889+0.0125506j 0.0879492+0.095786j -0.0504345-0.0114242j -0.0489535-0.0934528j 0.00861119+0.0959271j -0.0182833+0.0850519j 0.023719-0.0447583j 0.00366415-0.00100367j 0.00516811-0.00768337j 0.0238321+0.0206479j 0.0762167+0.112017j 0.0671447-0.085284j -0.269533-0.22144j 
-0.0100475+0.0132669j -0.0219985+0.00516151j -0.0579264-0.0219268j -0.0272462+0.0202106j -0.0245935-0.0837615j -0.00525567-0.0474397j 0.0402003+0.0947261j -0.0519652-0.0265219j -0.027883+0.0215035j 0.0462923-0.00240417j -0.0109084+0.000369095j 0.0451396-0.00268074j 0.0329759-0.0131247j -0.0301413+0.0181074j 0.0390064+0.0213455j 0.0662522-0.0219766j 0.0570745+0.0274591j -0.0213173+0.031364j -0.0261454+0.0548559j -0.0173451+0.0256855j -0.047085+0.00489232j 0.00358166+0.018103j 0.0859463-0.0595248j -0.114184-0.0809158j 0.0493384-0.00168617j 0.0612181+0.0029432j -0.0961161-0.0190764j 0.0500936-0.0623412j 0.0601762+0.0212785j 0.0108911+0.0411539j -0.0296389+0.0226251j 0.00982104+0.0133115j -0.106357-0.0512654j -0.0169653+0.0393794j -0.00850979-0.10174j 0.00827687+0.0757032j -0.0946442-0.0277616j 0.105415+0.0665437j 0.0506723+0.0404679j 0.0323416-0.0194739j 0.300663-0.105644j 0.036627-0.0073544j -0.101706-0.0145993j 0.00278015+0.0353394j -0.00758025-0.0642827j 0.0301166+0.0280483j -0.0403678-0.0315157j -0.00161287-0.0126469j -0.0807511-0.00093901j -0.00554257-0.0264279j -0.0585195+0.0368797j -0.00884157+0.0447898j -0.00570276-0.0371412j 0.0530077-0.00502358j -0.0273018-0.0115934j 0.179474+0.0478157j 0.14106+0.0240406j -0.000521481+0.0183132j -0.0510223+0.0107664j -0.0376335+0.0648764j 0.0551459-0.00709865j -0.0830504+0.0166357j 0.00545851+0.00516896j 0.0184143-0.00360249j 0.0520002+0.0153734j -0.0113626-0.00599799j 0.0235847+0.0452459j 0.0263247+0.0398571j -0.0439795-0.00451727j 0.012612+0.0596827j 
0.0598725-0.0167118j -0.0227118+0.0142208j 0.0828422-0.0442832j -0.00802146+0.0296756j -0.00959979-0.042198j -0.0640996+0.0268989j -0.072423-0.0431625j 0.0133087-0.00771184j 0.0149776+0.0197942j 0.0389203+0.042575j 0.0155015+0.0649761j 0.0742802+0.0388206j 0.00873257-0.0421245j 0.0547743-0.000872107j 0.00908711-0.00408217j 0.000920397-0.00714359j -0.00769893-0.0127769j 0.0642069+0.0562004j 0.0375171+0.0205349j 0.0611344+0.0298214j -0.137617+0.0663297j 0.0138978-0.0384484j 0.0171219-0.0196321j -0.0163028+0.0283009j 0.0382055+0.0427352j -0.00387145+0.0303209j 0.0487557-0.0173366j 0.0336467+0.0589357j 0.00426915-0.0594661j 0.0407142+0.0516711j 0.021692+0.0361099j -0.00812889-0.0658212j 0.0142782-0.063857j 0.14098-0.0173104j 0.0214812+0.0378506j -0.00447982+0.0657203j 0.0270805-0.0425689j 0.00304566+0.00769608j 0.00853779-0.00856373j -0.0291089+0.0285849j -0.0134199-0.0118457j 0.053395+0.0367382j -0.0324177+0.0276006j -0.0498492-0.012353j -0.0642892+0.0491897j -0.00202896-0.0906683j 0.00728197-0.0667266j 0.0188495-0.00909381j 0.0493849+0.0587064j 0.00267628+0.00277892j 0.0363194-0.0285746j 0.021127-0.0168872j -0.0306654-0.0254962j -0.0191127+0.0362545j 0.0460468-0.00183325j -0.0316644-0.0339459j 0.0538859+0.114182j -0.0484106+0.0111003j -0.0928581-0.0618577j 0.00406382-0.0354183j 0.0118904+0.0234576j -0.0678865-0.0625845j 0.0901931+0.0053455j 0.0102856-0.037485j -0.0688539-0.01891j 0.00757915-0.0257195j -0.078775+0.0239402j 0.0468618-0.00411191j -0.0683502+0.00683642j 0.057371-0.0205704j 
0.0136712+0.00265915j 0.0123837-0.0099755j 0.0441252+0.0165895j 0.0180146-0.0434477j 0.0597342-0.00679622j 0.0216072+0.0147028j -0.0470074+0.0871467j 0.0704765+0.0512543j -0.0231099+0.0186027j 0.00611039-0.0839979j -0.00757807+0.0425492j -0.0211765+0.028447j -0.0439092-0.0379078j 0.0309613-0.0235919j -0.0230178-0.0806342j -0.0279224-0.0623407j -0.0411195-0.0220416j 0.00569438-0.0229718j 0.0286345+0.0196939j -0.00965115+0.0350308j 0.000171+0.00470247j -0.0248509-0.0194909j -0.0451297+0.0705304j 0.113018-0.0118867j -0.0103667-0.0279213j -0.0152549+0.0526207j 0.0665904+0.00819705j 0.0072754+0.128994j -0.0305066-0.0345119j -0.027954+0.0181754j -0.0625043-0.0306113j 0.127193-0.0224108j 0.0116686-0.0157274j -0.0802225+0.0226936j -0.0561113+0.104966j 0.0749439+0.0613588j -0.0464445+0.00784462j 0.033347-0.139272j -0.00555272+0.0103757j 0.0476685+0.116761j -0.0517166+0.0197218j -0.0249917+0.0356542j -0.00640298+0.0158474j -0.0642513-0.0240013j -0.029666+0.0821664j 0.0166309-0.0389525j -0.0286663+0.0266446j 0.034432-0.00617503j -0.0365812+0.0191577j -0.051999+0.0449793j -0.00775109-0.0737695j -0.0490225+0.0770699j 0.00159474+0.118598j -0.00252538+0.0408019j 0.0307859-0.117066j -0.0324027+0.00358451j -0.00688492-0.0601277j -0.0237533+0.0374906j -0.0136923-0.0108012j -0.0501125-0.00424002j 0.0269261-0.111463j 0.0540649-0.00946311j 0.0248318+0.0733001j -0.0245578-0.0511467j -0.135875-0.0145896j -0.00222596+0.0279215j 0.10326-0.127314j 0.0272831-0.0134847j 0.0439051-0.033058j 0.00516507-0.0690953j 
-0.00921925-0.0117223j -0.0254725-0.0107698j -0.0723322-0.0231194j 0.00802102-0.00932503j -0.167142+0.0393494j -0.062198-0.00230259j 0.168521+0.0417596j -0.00519606-0.0458946j 0.127299-0.0535815j -0.137693+0.0114803j -0.00777118-0.0126769j -0.0732377+0.00545011j 0.104214-0.00385097j -0.104776+0.0199205j -0.158195-0.00247634j -0.0921662+0.00117307j 0.0497904+0.0017392j 0.0188452-0.104865j 0.0570952-0.0254849j -0.0659857-0.00958656j 0.0932925-0.0590824j -0.0422079-0.045865j -0.0349006-0.017459j 0.0351361-0.0442586j 0.0403939+0.000126495j 0.100062-0.13311j -0.123479-0.0250173j -0.0505458-0.187974j -0.0446543-0.0439676j -0.0904292+0.0811318j -0.0623446+0.00200762j 0.0534369+0.122577j 0.0856074+0.0538569j -0.0573952-0.0779584j 0.00947067+0.00947348j 0.0312019-0.00922002j -0.00491648+0.0201663j -0.0702216-0.0186701j 0.0728329+0.0595347j -0.0627508-0.00357399j -0.0569274-0.0159623j -0.0133316-0.0294276j 0.065949-0.0538785j 0.021193-0.00604802j -0.0728147-0.0693201j -0.0143752-0.00430351j -0.0394192+0.00323101j 0.0709457-0.0267221j -0.0449793-0.0572817j -0.0561315-0.0947255j -0.0394908+0.0325532j 0.0261158-0.0168111j 0.0651013-0.03937j 0.0355675+0.0157823j -0.0705287-0.00668298j -0.0426828+0.0941497j 0.0433971-0.0120067j 0.0358367+0.0218496j 0.00280115+0.0683606j -0.000616282+0.0362311j 0.0712953-0.0264555j 0.0180703+0.0220595j -0.0225311+0.0554024j -0.028066+0.00977612j 0.10067+0.0777038j -0.0109925-0.00156162j 0.0421671-0.083988j -0.00341479+0.0011953j -0.013398+0.000593684j -0.0107046-0.00853087j 
-0.0138871-0.00772494j -0.0256453+0.00474916j -0.09358+0.00450595j 0.071747-0.0580516j 0.115151+0.0256826j -0.0969367+0.00884807j -0.183194-0.0160497j -0.1065-0.0610594j 0.0859237-0.00859496j -0.0687277-0.0695165j -0.0818141-0.00526905j -0.0596938-0.0193997j 0.0222004-0.0670202j -0.0639981-0.0375581j -0.0401572+0.0170905j -0.014949-0.00782924j 0.0808565-0.0434635j -0.0292791-0.00584999j -0.0186806-0.147354j -0.052104+0.0372621j -0.0165068+0.0160016j 0.0259503+0.0337102j -0.0480761-0.048257j 0.126249-0.049322j 0.032256-0.0289891j 0.049406-0.0827969j -0.0443991-0.0242573j -0.0450929+0.150665j 0.0329472+0.0262915j -0.0133356-0.122397j -0.0562444-0.15245j -0.0359851+0.0394526j -0.00635637+0.1746j -0.00964233-0.0400508j 0.0404656+0.00414703j 0.0187369-0.0685131j -0.0787417+0.0889467j -0.0342279+0.0261427j 0.0107067-0.0158124j -0.0131571+0.0522547j 0.0285623+0.010541j 0.0123302+0.0188429j 0.0685172-0.0278781j 0.00326119+0.0434494j -0.0188916-0.0615294j 0.00627152+0.002173j 0.0164238+0.0441449j -0.0418188-0.0156565j -0.0780123+0.141033j -0.125247-0.349391j 0.0309109+0.0881058j -0.0930847+0.0857493j 0.172079-0.176174j -0.112556+0.0066727j 0.124416-0.0495838j -0.05736+0.0233289j 0.0223775-0.165842j -0.0517-0.033082j -0.00741763-0.066528j -0.0231688+0.108043j 0.0238042-0.0267467j 0.00804187+0.0303954j -0.0241601+0.00731662j -0.00931308-0.00167719j -0.00553173-0.0474087j 0.0428212+0.0590326j 0.055063-0.00679945j 0.00792779+0.00506147j -0.00934258-0.00511283j 0.00405447+0.011969j 
-0.0273667+0.0278154j -0.0409803-0.0448581j -0.111358-0.0615749j 0.0920185+0.00483438j -0.09401-0.0351985j -0.0278615+0.0296625j -0.00711703-0.0482791j -0.10652+0.00404226j 0.0658989-0.0530951j -0.130815+0.0278414j -0.117064+0.0098806j 0.00854412+0.0274518j 0.0141059+0.00364709j 0.0476669-0.0561906j 0.039954+0.0661542j -0.0485887-0.011533j 0.0596365-0.0492582j -0.0172202+0.00765161j -0.0907334+0.0427603j 0.0607512+0.012084j 0.0457823-0.124107j -0.0267149+0.00496479j -0.0454754-0.111682j -0.187147-0.0489021j -0.0983294-0.00507285j -0.030931-0.0374108j 0.0148067-0.0824344j -0.00944214-0.0838474j -0.0172215-0.0079313j 0.0884116+0.0983244j 0.121475+0.0185616j -0.108364+0.169729j -0.0409839-0.00152504j 0.0703953+0.0197244j -0.0637219-0.109792j -0.0670563+0.0155956j -0.0905617+0.00408075j 0.0479811+0.00792829j -0.0047011-0.0255295j 0.0302356-0.0628127j 0.107392-0.028464j -0.0404762+0.019634j -0.00924368+0.0339409j 0.012797+0.0312548j 0.0927797+0.0320472j 0.0573194+0.0338329j 0.0721069-0.0349342j -0.00355111+0.0240095j 0.0800012-0.0320165j -0.0370389-0.196524j -0.0311474+0.0343194j 0.00250973+0.0117683j 0.11209-0.103057j -0.0223774-0.0220871j -0.0214317-0.0441654j 0.0508614+0.0949834j 0.0275115-0.0298637j 0.044075-0.00475042j -0.0146096-0.0738361j 0.00584495+0.0335598j -0.034957+0.0379513j -0.0142411+0.0116711j -0.00402579-0.0218969j 0.0164271-0.0476663j 0.0320847+0.0500923j 0.025244+0.0326464j -0.0539532+0.0516833j 0.0500572+0.0129461j -0.00936094-0.0332741j -0.0148976-0.0185187j 
-0.0431533-0.0152923j 0.00472919-0.0283404j -0.0518195-0.0269847j 0.026323-0.00893466j 0.0366124-0.10644j -0.0328614+0.029631j -0.0106579+0.0291136j 0.0191484+0.0458336j 0.0769413-0.032504j -0.0184013+0.0380062j -0.0199939-0.027648j 0.117243-0.00171867j -0.0019866-0.00453335j 0.106274-0.0859948j -0.0435505+0.0526211j 0.100582-0.0616603j 0.00156698+0.0238267j -0.0698095+0.00292721j -0.0556058+0.0266279j 0.150991+0.0451555j -0.068088-0.0542071j -0.116802+0.0442483j 0.000489944-0.00700062j -0.0847229-0.0860781j -0.064017-0.0315843j -0.129981+0.040678j 0.112273-0.0543139j 0.0747943+0.0150903j -0.00249549+0.0189446j 0.0713628+0.00739783j 0.0111339+0.045565j 0.0646204+0.103593j -0.0151852+0.0823615j 0.0293137+0.0511272j 0.0332985+0.171803j -0.00126137+0.0428178j 0.0180161+0.0204447j 0.0453366+0.0199428j 0.0678171-0.0137213j 0.0721247+0.00294555j 0.0374584-0.0266092j -0.0141532-0.00615084j 0.0152456+0.037755j 0.00413017-0.00539547j -0.00870886-0.0467579j -0.00324135+0.045541j -0.0725626-0.105908j 0.0313694+0.124035j 0.0095336-0.0382893j -0.0222947-0.0222487j 0.0112689-0.050864j -0.0315978+0.0632999j -0.0181712+0.151084j -0.0326921+0.0503928j -0.0254405-0.113378j 0.052853+0.0898568j 0.0561773-0.181621j 0.0530134-0.0191116j -0.0423228-0.0760093j -0.0153908-0.0357808j 0.0543998+0.0381615j 0.0456646+0.0217228j 0.0236064-0.0474309j -0.00812325+0.0474455j -0.0963416-0.0108744j 0.0271024+0.0743976j -0.0926453-0.23105j -0.0495565-0.0168788j 0.0430916+0.0255012j 0.00343653-0.0307341j 
-0.00239501-0.00449157j 0.0104375+0.0359481j 0.00266832-0.0245038j -0.0173079-0.0400238j -0.041896-0.0195311j 0.043408-0.0823718j 0.0334085+0.0231252j 0.00584672+0.0490721j -0.0882537+0.124369j -0.0241225-0.0306698j -0.0177736+0.0603757j -0.0887658+0.0278376j -0.0156703-0.0502998j -0.0815028+0.00154487j 0.0171325+0.0138743j 0.0254594-0.0411542j 0.0156376+0.0550769j 0.0300498-0.0402587j 7.12254e-05+0.0163558j -0.00316144-0.0479103j -0.0381924-0.0964967j -0.0252031+0.0249816j -0.0573613-0.0755289j -0.0559332-0.0507955j 0.107869-0.0368872j 0.0315764+0.00329916j -0.0961898+0.027787j 0.0373163-0.0238898j 0.00164491-0.0195394j 0.00914235+0.0312762j 0.0485226-0.00570821j -0.0226868-0.096125j 0.0352087-0.003415j -0.0731686-0.0699542j -0.0778877-0.066405j -0.00523727+0.0141374j -0.154628-0.0881769j 0.0619923-0.105591j -0.101224+0.0310927j -0.00347111+0.00736906j 0.0339101-0.0272884j 0.0525658-0.0133931j -0.0199331-0.0716865j 0.0767744-0.0116394j -0.0308006-0.0186207j 0.00687446+0.0366375j -0.106455-0.0272495j 0.0771424-0.108406j -0.0578869+0.0272951j 0.00996421+0.0186582j -0.0448138-0.112451j -0.0515408+0.0572697j 0.00178428-0.0330058j 0.00655557+0.0611856j -0.0328206+0.0573991j 0.0364974-0.0635571j 0.007883+0.109112j -0.0222562+0.0641648j -0.0418443-0.0423061j -0.0750193-0.029556j 0.0315032-0.117432j -0.0131531-0.0566841j -0.0799897+0.068901j -0.0185505-0.0256595j -0.232384+0.0040274j 0.0176963-0.0732642j 0.0470647-0.195358j 0.0267049+0.0430077j -0.019184-0.0325445j -0.0159749+0.0233793j 
0.0186369+0.0768497j 0.019809+0.0322769j 0.0465974+0.0366763j 0.0112062+0.0484223j 0.0682558-0.0183092j 0.00789348+0.0057358j -0.108555-0.0336542j -0.012502-0.0476197j -0.0537037+0.0246894j 0.0702669-0.0252056j 0.05499-0.0328293j -0.0178888+0.000723108j -0.0679474-0.0067087j 0.0543629+0.125346j 0.0333681-0.035505j 0.122409+0.0199489j -0.0542795+0.00498333j -0.0486438+0.078882j -0.0147191-0.00151878j 0.0238947-0.0423564j 0.184098+0.0544782j 0.0308511-0.0541862j -0.00266843+0.180768j -0.0592548+0.0579303j 0.0579987-0.0187745j 0.0667615+0.103274j -0.12646+0.0112762j 0.00690487+0.0706996j 0.0964978-0.0158637j 0.0847494-0.052134j -0.0588913+0.0124289j -0.06766-0.0518228j 0.0210325+0.0495671j 0.0477912+0.0825451j 0.0867584-0.0749965j 0.00543367+0.0793896j -0.0467537-0.00597388j -0.0732961+0.0210062j 0.0526479-0.0480519j 0.0523939-0.0259198j 0.0903252-0.0179992j 0.0245258-0.0139796j -0.0486912-0.0453159j 0.0380761-0.0425136j 0.0011147-0.0539316j -0.0159231-0.0200964j -0.0356591-0.0857198j 0.018635-0.0301345j -0.0324333+0.0421455j -0.01186+0.0513367j -0.0400141+0.0254228j -0.0557681-0.0921821j -0.0285442-0.0426559j -0.0172831-0.0662267j 0.0351919-0.00490015j -0.000251835-0.0391385j 0.00961963+0.00210082j -0.0193496+0.0825477j -0.0120798+0.152574j -0.0447624+0.0517772j 0.0461034+0.0121942j -0.0125542+0.00923263j -0.0335771+0.0515066j -0.0149404+0.00768373j 0.410647-0.0284802j -0.0437807-0.0183114j 0.00401284-0.173884j -0.00104409+0.0157544j -0.0110483-0.0454914j -0.0357959+0.0134201j 
-0.000227821+0.0463876j -0.015586-0.0217466j -0.000113647-0.0655857j 0.0533208+0.0160422j -0.0428917+0.0960483j 0.0155842+0.0705124j -0.0789051-0.0721775j 0.0333604+0.00281949j 0.0562039-0.048968j -0.0362967+0.0304348j -0.0959696-0.0177827j 0.0926548+0.0802513j -0.055641-0.133214j 0.128645+0.052092j 0.0915403-0.00385906j -0.0762697-0.0859401j 0.0231161-0.0624471j 0.0227587+0.0245339j 0.0785927+0.107735j 0.074703+0.023806j 0.062652-0.0482257j -0.0130268-0.0202226j -0.0182107+0.037838j 0.0261273-0.0652516j 0.0471415+0.0101241j -0.0463996+0.0529197j 0.00645988-0.0419607j 0.0471482+0.00527062j 0.0419915-0.018118j 0.0929718+0.0414796j 0.0522475+0.0191571j 0.0318612-0.0135245j -0.00134992-0.00468096j 0.138173+0.0441466j -0.0711648-0.0211637j 0.0943867+0.0764799j -0.028709-0.0271393j -0.0143881-0.0138379j 0.00217269+0.0332558j 0.0809771+0.0271408j 0.0438415-0.0239792j 0.0502515+0.0307972j 0.00261082+0.00586588j -0.000481697-0.00373815j 0.0367458+0.11839j 0.0143936-0.143137j 0.0503878-0.0761711j 0.0182214-0.0818707j 0.133597+0.0677671j -0.021131-0.0409086j -0.0456405-0.0191947j -0.0181826-0.0232359j 0.0230525-0.05901j -0.0117118+0.0199627j 0.00824693+0.0267439j -0.0285898+0.0197739j 0.0333465+0.0568779j 0.00417786+0.0537987j -0.0483111-0.00977929j -0.0252863+0.0296029j 0.0270315-0.0260002j 0.0130119-0.0787108j 0.0406047+0.0197957j -0.0233735-0.0327324j 0.0353399+0.00898082j -0.00676805+0.012125j 0.0438322-0.209755j 0.019531-0.0168319j -0.0115053-0.0296555j -0.0117506-0.0844564j 
0.00934642+0.00579756j -0.0509496+0.0342527j -0.0248689-0.0359521j 0.015804-0.00317251j 0.131763-0.159433j -0.110157+0.0340488j -0.0106113+0.0476946j -0.195677+0.00447884j 0.078203+0.0143079j 0.145136+0.0280935j 0.00661073+0.03529j -0.0578904+0.0265297j 0.117129+0.11015j -0.084526+0.0514041j -0.191821-0.0342934j 0.114408+0.0787107j -0.00372358+0.00769312j 0.0447898+0.0732499j 0.101309-0.131147j 0.0757739+0.0135409j -0.146146+0.0240992j -0.00471494-0.089562j 0.0762238+0.0395558j -0.130815+0.0232059j -0.0346174+0.0103399j 0.163774-0.0186239j 0.0235614-0.0256684j 0.0371956+0.0604477j -0.0360623-0.0354321j 0.061168+0.0319139j -0.090233+0.0354165j -0.0211749-0.0835649j -0.0159015+0.000110482j 0.0252018-0.0231173j -0.0493441+0.0349947j 0.0394334-0.024812j -0.0266689-0.0331317j -0.0245249-0.01147j -0.0219225+0.0196214j -0.0210875+0.0191384j -0.0704175+0.0199158j 0.0391435+0.0175056j 0.0310768-0.00406654j -0.110936+0.0240582j 0.0231121+0.0960544j 0.0681583-0.118265j -0.13215-0.137593j -0.00647258-0.02311j -0.262622+0.080501j -0.0496734+0.0181462j 0.0352659-0.030498j -0.0301338+0.0019199j 0.00681729-0.0250769j -0.0250107+0.0179621j 0.00565018-0.0201388j 0.0664666+2.83293e-05j 0.0609612+0.109086j 0.0158517+0.0237775j -0.0327336+0.0274343j -0.00837675-0.00128088j 0.0269387+0.016839j 0.0226952-0.000607738j 0.0474103-0.0371304j 0.00172579-0.043582j 0.0156944-0.00452574j 0.00444832-0.0070173j -0.0938871+0.0433723j 0.0246056-0.023778j 2.05073e-05+0.0149319j 0.0213252-0.0384182j 
0.071257-0.000134104j -0.00112952+0.0470189j 0.0939085+0.00426181j -0.000117416+0.136019j -0.0154517-0.0690007j -0.0443568+0.0517464j -0.000666647+0.0615685j 0.0899978-0.0460143j 0.0413848-0.0193996j -0.0123594+0.0407366j 0.000476529+0.0965414j -0.0442103+0.0379402j 0.0601406-0.00331601j -0.0139297-0.0359189j -0.0690755+0.0610832j -0.0175984-0.0798727j -0.0470381-0.0879934j 0.0464593-0.0116094j 0.0888217-0.166544j 0.0130664+0.00344829j 0.0448528-0.0158721j 0.025838-0.00730932j -0.0774277-0.0338668j -0.0397547-0.0385505j -0.0305542+0.0899822j 0.014333+0.0179948j -0.0577233+0.0664549j -0.0136429-0.00848829j 0.0700081-0.0590773j -0.0131266-0.00399784j 0.00986663-0.00535305j -0.0308726+0.102461j -0.0374227-0.0454106j 0.0260132-0.065046j -0.0651941-0.0950294j 0.0327778-0.0607343j -0.0382858+0.0166474j 0.0635654-0.00583831j -0.000335642-0.0147079j -0.0218978-0.111259j -0.0114979+0.0196496j -0.0307442-0.00357014j -0.0690703-0.00260754j 0.0599988-0.0722496j -0.0269431+0.0104949j 0.0318538-0.108567j -0.0262656-0.0110355j 0.100704+0.119444j -0.0449986+0.0905713j 0.0129968+0.00537054j -0.00613372+0.0112336j -0.0185457-0.0134115j -0.00836698+0.0146235j 0.0103127+0.0144994j 0.0211551-0.105227j 0.00855761+0.069437j -0.0407355+0.0361561j -0.0504942+0.00399368j 0.00327792-0.0737039j -0.0370422+0.000461807j -0.0225005-0.0496125j -0.077875-0.158232j -0.123762+0.0658851j 0.0154472-0.0435564j 0.0748356+0.0102304j -0.00740977+0.0135213j -0.0221911+0.0502567j 0.00904861+0.017296j -0.0599777-0.0349197j -0.111599-0.0997181j 
0.0323945-0.000660035j 0.00506779-0.0236392j 0.0161788+0.0120709j 0.0442694-0.00212855j 0.0415262+0.0553699j -0.0359089+0.0464764j 0.0251917+0.0655448j 0.0689293-0.0476812j 0.0648962-0.0976099j -0.0171568-0.0111367j 0.0158353+0.0296195j 0.00833976+0.0311194j -0.0029454-0.0167053j 0.00457111-0.0224974j -0.0870138-0.0358122j -0.127752-0.0246954j -0.0111237-0.0884561j 0.0092371-0.0136462j 0.10385-0.0295726j -0.0207776+0.0402214j -0.00341396+0.0830762j 0.0686686-0.0329371j 0.00975669+0.0282922j 0.0705868-0.00600986j -0.0199128+0.0432589j 0.014818+0.00232358j 0.0469599-0.0367663j -0.0151324+0.03996j -0.00747435-0.046298j -0.0770615+0.00652527j -0.0287592-0.0499553j 0.0783075+0.0725597j 0.0239783-0.0374677j 0.0307652+0.000716299j 0.0342192+0.0346664j 0.0385088+0.0190337j 0.0731863+0.0241432j 0.0244883-0.0230728j 0.080605+0.0308823j -0.0110435+0.0784945j -0.0307067+0.0250742j -0.0597827+0.0121704j -0.0180347+0.0559812j -0.0886532-0.0351362j -0.0926415+0.059722j 0.0113757-0.156631j 0.0635906+0.0902502j 0.0275054+0.0530628j 0.0205239+0.0391215j -0.0035925+0.0545708j 0.0337707+0.0369357j 0.0508377-0.0410771j 0.0158939+0.0652127j 0.0128356-0.0209286j 0.0255667-0.0469287j -0.0461872+0.0567571j -0.00122394-0.0267879j -0.0542622-0.0315489j -0.00473055-0.0609327j 0.0368203+0.105665j 0.00768668-0.00589369j -0.0435283-0.0266995j 0.0436683+0.0287815j 0.0147909-0.0206683j 0.0166039+0.00657617j 0.00947891+0.0621679j 0.0317378+0.155158j 0.0271472+0.00114177j 0.00452726+0.0347064j 0.0281503-0.0419986j 
-0.0388851+0.0400305j 0.0131312-0.0509424j -0.11404-0.0410003j 0.0280341-0.0434401j -0.0127303+0.0411373j -0.0167851-0.0347131j -0.0413549-0.0888376j -0.0304875-0.0375127j 0.116824-0.0673793j -0.0367621+0.0644228j -0.0159872-0.0770713j 0.0830132+0.0804598j 0.0303004-0.0272646j 0.0332411+0.0938708j -0.0110344-0.00433111j -0.0529816-0.0265672j 0.0407787+0.00544135j 0.033132+0.0217222j 0.0695063+0.0957578j 0.082246+0.0636581j -0.0202776+0.0141684j -0.0231298+0.052072j 0.0287896-0.032165j 0.00293841+0.0333531j 0.0531361-0.00934128j -0.0486319+0.0300002j 0.0495403-0.0677023j 0.0598921-0.0279643j -0.0573087+0.000504885j -0.00193107+0.0699894j 0.0371813+0.0314874j -0.0438876-0.0535102j -0.0353595-0.0130808j 0.0517385-0.0558659j -0.0507248-0.000734269j 0.0193446+0.0391483j 0.0387852-0.102923j 0.0302569+0.0634495j 0.0207415+0.0456899j -0.0483611+0.0597754j 0.042234-0.081722j 0.00980718-0.00533482j 0.00469916-0.00824426j -0.00504485+0.0396425j -0.0569376+0.0900441j 0.00661654-0.159373j 0.054757-0.0468052j 0.0566178-0.161863j 0.048262+0.0212381j -0.0372162-0.0252015j 0.0208551-0.0289009j 0.00427358-0.0297233j 0.0368022-0.0427263j -0.0155098-0.0102191j -0.0136869+0.10611j 0.00525254+0.0614637j 0.0621945+0.00921074j 0.00760263+0.00503279j -0.00965008-0.00412642j 0.00665731-0.00831867j 0.022951+0.034005j -0.0345175+0.00266479j 0.0180063-0.0594177j 0.0138246+0.0353352j -0.15761-0.00218255j 0.0115723+0.0301796j -0.0325712+0.020115j -0.00807508-0.00444739j -0.0383888-0.0249383j -0.0100103+0.0244029j 
