-0.0478419-0.0320972j -0.0343334-0.0289253j -0.0169356-0.0612952j -0.000752368+0.0434692j -0.00231308-0.0175615j -0.044387-0.0353586j -0.00286827+0.00940666j 0.0211944-0.0609601j 0.0452248-0.000916069j -0.00532475+0.00739095j -0.0337347-0.059442j -0.0423738-0.060045j 0.011123+0.0265002j -0.0374444-0.0184748j -0.0497898+0.035181j -0.0417843-0.0132338j 0.0174229-0.0339043j -0.0344261+0.0667087j -0.0521194-0.0562089j 0.0107931+0.00201982j -0.000373624+0.00775658j -0.0199338+0.0205748j -0.00681237+0.0127854j -0.00878105+0.0855303j -0.00706631-0.00328846j 0.0108194+0.0399022j 0.0294114+0.0386227j 0.019216-0.0062106j -0.00748426+0.0349027j -0.0267614-0.00477509j -0.0347055-0.00471909j -0.0126573-0.0073449j -0.0155864-0.0302948j -0.0402273-0.0281311j -0.0140772-0.0196184j 0.00803323+0.0195109j 0.00733185+0.0723985j -0.00400036-0.00999291j -0.0435107+0.0187746j -0.023048+0.00532847j 0.0230784+0.0232089j -0.0116235+0.0229493j 0.0187344-0.0286357j 0.0319652+0.0195713j -0.0111728-0.0320952j 0.0154771+0.0489049j -0.00726136-0.00189234j -0.0137706-0.0494327j 0.0209849+0.0196147j -0.0186708+0.0108201j -0.044691-0.0027192j 0.026372+0.0237961j 0.00894003+0.0391424j 0.00241489+0.0173632j 0.0124758-0.0212113j 8.43493e-05+0.00537149j -0.0461518-0.0614772j 0.0111196-0.0156488j -0.011971+0.00720167j 0.012287-0.0193017j 0.0330963-0.0115444j 0.0393808-0.00943419j 0.0137819-0.028896j 0.0176298-0.00948348j -0.0211923-0.00929129j 0.0684604-0.0378407j 0.0776428+0.0375029j -0.092565-0.0130149j -0.0122692+0.0122569j -0.0370772+0.0822625j 0.00088994+0.0143855j 0.0311224+0.00507955j -0.101046-0.0641372j -0.023875-0.0074834j 0.051073+0.185362j -0.0640235-0.0880195j -0.119807+0.0377842j 0.120873-0.0606181j -0.178335-0.11602j -0.0502162+0.06357j 0.0922541-0.0133754j 0.0372697+0.0733654j -0.0402613-0.107623j -0.0822076-0.0508975j -0.101205+0.0681683j 0.144212-0.0725388j 0.000569827-0.0524352j 0.0588059+0.010987j -0.0310722-0.00493261j 0.132395-0.0150711j 0.0487872+0.0782127j -0.0621033+0.0399168j -0.0789607+0.131335j 0.00163262-0.028588j -0.173043-0.121236j 0.107215-0.0524833j 0.00914123+0.0337735j 0.0919065-0.114645j 
-0.0105362+0.00730853j -0.000225981-0.019582j 0.0139212+0.043383j 0.0181693-0.0180265j 0.0105206-0.00854496j 0.00360401-0.0198177j -0.00240919-0.0388476j -0.0427756-0.0016184j 0.0528502-0.00892966j -0.0199215-0.0129974j -0.0275846+0.0222521j 0.020173+0.0177188j -0.0256279+0.0483755j -0.0151542-0.0219492j -0.00352401-0.0176666j -0.0252426-0.0418701j 0.00385581+0.015025j 0.00772551-0.0663441j 0.0114932+0.00818639j 0.0409901+0.0181336j 0.0318687+0.00968629j 0.0278645+0.00277819j 0.0108479-0.0383664j 0.025672-0.0308593j -0.0127585+0.027723j 0.0393479+0.0145458j 0.0173243-0.0457313j -0.0105668-0.0757269j -0.0707359-0.0696101j 0.00488969-0.00447763j 0.0310255+0.0292422j -0.0286021+0.0564192j -0.0187753-0.0229563j 0.0481886-0.0202779j -0.0389428-0.0108663j -0.0569068+0.00472016j 0.0735937-0.0751377j 0.0952925-0.115617j -0.0314357+0.0102739j -0.00979681-0.0743931j -0.0185441-0.141022j 0.031294-0.12425j -0.0357504+0.0816236j -0.0657236-0.0427513j 0.0678691+0.0186451j 0.00296975-0.0344761j 0.136506-0.0241955j -0.00880693-0.128025j -0.0309924+0.0774615j 0.0724711+0.0119038j -0.0440719-0.0739977j -0.0538596+0.079588j -0.0581071-0.193759j 0.0479229-0.0447096j -0.0795709+0.0216168j -0.0850351-0.129295j -0.00932682+0.00431629j -0.124683-0.0421524j 0.0809877+0.0547782j 0.00626076-0.0115709j 0.0499264-0.040316j 0.0440188-0.0739894j -0.0246832-0.0113218j 0.0541494+0.0414683j 0.00153192+0.0656191j -0.0300242-0.124569j -0.0416838-0.0773331j 0.0307491+0.094949j -0.0840072-0.0832969j -0.000521369-0.0463449j 0.0333399-0.00759334j -0.0105858-0.0301144j 0.0608799+0.0575263j 0.0979566+0.0484191j -0.0589212+0.0267697j 0.07291-0.0308197j 0.0209004-0.0200229j 0.0250735-0.0166697j -0.0392546-0.0310199j -0.0198012-0.0204057j 0.0210389+0.0501018j -0.0884791+0.0033919j 0.0630483+0.0570041j 0.00688572-0.0585377j -0.041922+0.0262867j -0.0367803+0.0245832j 0.0100619+0.024329j 0.0280768+0.0106408j -0.0350749-0.0167061j 0.00277009+0.0166065j -0.0451172-0.0397493j 0.00818964-0.0094298j 0.0162654-0.0156895j -0.0143748-0.0178629j 0.0205759+0.0122455j 0.0414131-0.00942864j -0.0168404+0.00943057j 0.00777581+0.0128487j 
-0.0109659-0.0271991j 0.000178921+0.039632j 0.0292417+0.00908834j -0.000862958-0.00811329j -0.0236457-0.0139439j -0.024546+0.0309625j 0.0103707-0.0101046j -0.0123731+0.00608065j 0.0124204+0.0335897j -0.0236949+0.0225284j 0.0671918-0.0179337j 0.00637792-0.0287532j -0.0214696-0.0713906j 0.00139169-0.00780072j -0.016652+0.00785332j -0.0254732-0.0473533j 0.0347954-0.00021098j -0.0700857-0.00204876j 0.0149154+0.0487291j 0.065035+0.0111713j -0.0556993-0.0221685j -0.0086469+0.0187087j 0.0688303-0.0134975j 0.0104339-0.0240214j -0.00723845-0.0275887j 0.0597245-0.0105165j 0.0147733-0.0395556j -0.0925888+0.0726645j 0.035601-0.0567396j -0.048843-0.00169067j -0.0533172+0.00415787j 0.0291078+0.0419417j 0.0582108+0.0518521j -0.0246352+0.0995088j 0.0274242-0.0264818j -0.000143496+0.060295j 0.140404-0.00884379j 0.0179281+0.105847j -0.048075+0.10069j -0.0284535+0.112433j 0.0111503+0.0476686j 0.0014855+0.00553119j -0.03417-0.0796551j -0.182176+0.174162j 0.101477+0.056259j -0.0994742+0.0294613j -0.0396415+0.0491209j 0.109339+0.0742274j -0.0384465-0.0745347j 0.0177165-0.0363588j 0.0948957-0.0194651j -0.0149842-0.0634641j 0.0411252+0.194716j -0.0393325-0.0150203j -0.0784049-0.0554678j 0.02962+0.0101946j 0.00630988-0.190993j -0.0272391-0.108373j -0.146381+0.0162382j -0.0160111+0.0302356j 0.0821315-0.00854246j 0.0791306-0.0147686j -0.00180029+0.0199254j -0.00547209-0.143016j -0.0351269+0.00140868j 0.038404+0.00887468j 0.0462165+0.0915374j -0.00313321+0.052691j -0.0724-0.00278141j 0.0252215-0.00256376j 0.00193981+0.0612283j -0.022531+0.131053j -0.0286365+0.00860221j 0.101292-0.0445591j -0.0182249+0.0011381j 0.0405918+0.000410944j -0.0346613+0.0757625j 0.0169182-0.0286939j -0.0271142+0.00316762j -0.0300426-0.00919443j 0.019894+0.0143002j 0.0108321-0.0869459j -0.00386481-0.031456j -0.0474674+0.010594j 0.00877476+0.0191548j 0.0457996-0.0333627j -0.0174242-0.00686939j -0.0214118-0.0028185j 0.033613-0.0194982j 0.0258611-0.0130506j -0.0259997-0.000880455j -0.0185724+0.0403384j -0.0114916-0.0164265j -0.0100681-0.0116471j -0.00856827+0.0255684j 0.0167682-0.0145414j 0.0143804-0.0299864j 0.0298025-0.0114459j 
0.000375436-0.00699954j 0.00120833-0.0140747j -0.00142629+0.00313537j -0.023387+0.00974259j -0.0191081+0.0075373j 0.0438301-0.0207335j 0.00150796-0.00722943j 0.0195129-0.00187851j 0.0612713-0.0150608j 0.0112735+0.0197849j 0.00560549-0.0127319j -0.0207748-0.00919218j 0.0145634+0.058635j 0.0160339-0.00739709j 0.0129996+0.0304093j -0.0277347-0.0141153j -0.0107616-0.017728j -0.00899386-0.00746231j 0.0187337-0.0134336j -0.00294732+0.0655996j -0.0304341+0.0129486j -0.00606503+0.0194087j 0.0382022-0.00137391j 0.0321423-0.0204225j -0.040004+0.0162199j 0.020619-0.0576775j -0.102119+0.0120485j 0.0633549+0.01838j -0.0346045-0.00486444j 0.00050395-0.0421658j 0.0174964+0.000648257j -0.0417481+0.0170357j -0.050104-0.0536547j 0.0705184+0.00294293j 0.0581872+0.0013897j 0.0904548+0.111006j 0.0345339-0.000373102j 0.0404805-0.00666534j -0.0448798-0.00349799j -0.108005-0.109346j 0.00018485-0.00188691j 0.0218201-0.0382916j -0.00493485-0.0757256j 0.159896+0.105496j -0.1223+0.0103295j 0.0648139-0.00134935j -0.0468793+0.103183j -0.0693017-0.0742185j 0.0750049-0.0554763j -0.0463843+0.0369898j -0.0687446-0.0202096j -0.034281+0.107374j 0.0739097+0.0700876j -0.0368193-0.0682581j 0.0608653+0.0166436j 0.100841-0.00925459j -0.132842-0.0792058j 0.0557866-0.0924934j 0.120551+0.0776212j -0.0239385+0.00613357j 0.0870879-0.00903733j 0.0800285+0.0296237j 0.208501-0.0109035j -0.00963481-0.041863j 0.0616399+0.072489j -0.029128-0.019356j 0.0157954-0.150027j 0.0657503-0.0149347j 0.0129044+0.0488656j -0.0152417+0.0123797j 0.107667-0.0203212j 0.0095076-0.0539368j -0.153711-0.0516713j -0.0437521+0.063413j -0.0588265-0.000482269j 0.0185099+0.0381626j -0.00763939-0.0166888j 0.0292202+0.00536305j -0.0140628-0.0581381j 0.0376855+0.0225394j -0.00787005+0.00924707j 0.018329+0.00784306j -0.0102529-0.02969j -0.00782841-0.0212761j 0.0278589-0.0249837j -0.0240483+0.00823442j -0.00384658+0.00857929j 0.0500714+0.0319524j 0.0349543-0.0375219j 0.047789+0.00402214j -0.000446833-0.0118005j -0.0253395-0.0488653j 0.0239741+0.0280717j -0.0155502-0.00836576j -0.0102045-0.0132242j 0.00338327+0.00113124j 0.0145019-0.00349314j -0.00986216+0.0155481j 
-0.00146879+0.00961228j 0.00563187+0.00393427j 0.00775793-0.0278082j -0.003004-0.0186327j -0.0136999-0.015516j 0.0480372+0.00672116j 0.00709725+0.00216046j 0.0127674+0.0311376j 0.0119144-0.0395649j 0.00843504-0.00241905j -0.00398169-0.0307811j -0.00275425+0.0190415j 0.0247472+0.0335972j 0.0277846+0.020137j 0.0558607-0.0246631j -0.00132697-0.0257421j 0.00295007-0.0114174j -0.00810263+0.0527133j 0.018715+0.0283742j -0.0353238+0.0473829j -0.0396929-0.0550154j 0.0294904-0.0596467j -0.0220094-0.0216334j -0.0696092+0.0717382j -0.0552847-0.0735901j -0.0329671-0.0471685j -0.0140015+0.037117j 0.0488789+0.0570543j -0.0410704+0.0091576j -0.0934339-0.0248774j 0.0348984-0.0371248j -0.0395075+0.022731j -0.0137864-0.00380131j 0.110326+0.0500617j 0.027491+0.0732992j 0.0522468+0.0211167j 0.0240469-0.0985992j -0.114801+0.0624709j 0.0165661+0.137781j -0.0424032-0.0611451j 0.0672972+0.0135339j 0.0801682+0.0419426j 0.155316-0.0100201j 0.180114+0.0870503j 0.10535+0.111243j 0.139079-0.0721914j 0.0278264-0.0801934j -0.113236+0.0224993j -0.0849924-0.128173j 0.0127125-0.0771195j 0.0380131+0.0822011j 0.0245191-0.174752j -0.0343311+0.0274345j -0.018541+0.0669557j 0.143885-0.0695763j 0.033031-0.0991464j -0.0357493-0.0741605j -0.17185+0.00825604j -0.123458-0.0605542j -0.0242464+0.0595114j 0.0387534-0.0484026j 0.00508303-0.00480667j -0.0164148-0.0889385j -0.104656+0.0382173j 0.0540841+0.143614j 0.106027+0.00928085j 0.0194105+0.00286688j 0.00439205-0.0592828j 0.0469945+0.051868j 0.00661455+0.0305148j 0.054833-0.0419601j 0.0038137+0.0332259j -0.016551-0.0123375j -0.0721973+0.0567966j -0.0324908+0.0405336j 0.0525481+0.0401932j -0.00235649-0.0296525j 0.0226644+0.0348405j -0.0248587-0.017155j -0.0416749+0.0273299j 0.0274009+0.00893066j -0.0553312-0.00419308j -0.00291026+0.00306381j 0.0362194+0.0192095j 0.00952625-0.0114097j -0.0130924+0.0395781j -0.0286808+0.0209914j 0.00923467-0.00172404j 0.00929596-0.0521864j 0.0307377+0.0379214j 0.00542407-0.0173575j 0.000234257-0.0337372j 0.0166145+0.0210317j 0.0122716-0.0210146j 0.0091238-0.00356756j 0.024613+0.00591688j 0.00385291+0.00120434j -0.00464358+0.0183616j 
-0.00931717-0.0299998j 0.00200988-0.011143j 0.00971263-0.00357743j 0.0139319+0.0140013j 0.0118492-0.00957385j -0.00981807-0.0191918j 0.0129088-0.0265236j -0.00919837-0.0220875j 0.00162089+0.0158364j -0.0099344-0.032199j -0.0115361-0.0433363j -0.0280929-0.0364951j -0.0198676-0.0140612j 0.000649572-0.0256602j 0.0118882+0.00251412j 0.00040513-0.0517001j 0.0207633+0.0647658j 0.0655286+0.0451399j 0.0661493-0.0629987j 0.0273492+0.0295993j 0.0237639-0.00928242j 0.0178235-0.0113678j -0.0209837-0.015738j -0.0528099+0.00743951j -0.0408645+0.000194019j -0.0380977-0.00795142j 0.0388002+0.0537036j -0.0293812+0.0254084j 0.0449553+0.00136176j -0.0304212-0.0772799j -0.0357259+0.063634j -0.0112071-0.0240304j -0.0179854+0.0106631j -0.0542011+0.0343175j 0.0597961+0.0665371j -0.0179569-0.0629037j -0.00312656-0.0659922j 0.133623-0.0503494j 0.03275-0.0230053j 0.0129004-0.30369j 0.0384908-0.0184924j 0.11488+0.0843357j -0.0144582+0.0690728j -0.00583978-0.0304482j 0.0784068-0.0129469j -0.0229692+0.0947829j 0.0681288+0.0753381j 0.068705-0.111435j -0.142419-0.0219195j -0.0488826-0.0643885j 0.0503425-0.116766j 0.0421939-0.0283897j -0.118373-0.178948j -0.0662056-0.045655j 0.115851+0.11837j 0.0571244+0.0054951j -0.03189+0.0626242j 0.0310894+0.0118396j -0.0315516+0.0422425j 0.0592538-0.00189424j 0.023265+0.0285704j 0.113791+0.0394197j 0.0481691+0.0428653j -0.0739543-0.0365456j 0.0374343-0.00561838j -0.00142673-0.0421423j -0.0574515-0.0313802j -0.00546681+0.0329594j 0.0442282+0.0314644j 0.111032+0.0461662j -0.0307269+0.0193729j -0.0144391-0.0414131j 0.081694+0.0598842j 0.0658592-0.0154689j -0.0226615+0.0304122j 0.0505062+0.00161291j -0.036037+0.0184844j -0.00247574-0.0315469j 0.0337114-0.0174501j -0.0500896-0.0406964j -0.0347145-0.0197398j -0.00815415-0.0159631j -0.0257893-0.0407465j -0.0215001-0.0100513j 0.0280223-0.077653j -0.0265075-0.000634151j -0.0362425+0.0354076j -0.0431515+0.018243j -0.00882822+0.00429795j -0.0316413-0.00636482j -0.030769-0.0126046j 0.00711889+0.0307345j 0.00528943+0.0203218j 0.00794437+0.0147809j 0.0243144-0.00820879j 0.00080311-0.023683j 0.00403445-0.0271493j -0.01218+0.0206085j 
-0.000174882+0.00634066j 0.00121473-0.0196294j -0.0190077+0.0190782j -0.0147074-0.00747787j 0.00100503+0.0354723j 0.00789349-0.0115259j -0.0131548-0.00804564j 0.00726962-0.0123553j -0.0106827+0.0344692j -0.0208961+0.00610289j -0.0223978+0.0137343j 0.000304233+0.00387136j -0.0451616+0.0378242j -0.0295119-0.0200717j -0.0241444-0.0038079j -0.0191159+0.047996j 0.0199557+0.0204304j 0.0794122+0.0374526j 0.0376481+0.0224826j 0.0340427+0.0525999j -0.0867002+0.0777752j -0.0958292-0.00785727j 0.0165272+0.00994907j 0.0655098-0.0098094j -0.0281982+0.0201383j -0.0234731+0.0125572j 0.0116394-0.0672612j 0.042722-0.0192335j -0.0144197+0.00548943j -0.0469957+0.0251653j -0.13207+0.06681j 0.050378-0.0410865j 0.0670082-0.0380591j 0.0444087-0.116528j 0.173036+0.010758j 0.0088304+0.0618838j -0.00986629+0.103852j 0.0719018-0.0176028j 0.0106581-0.0740353j -0.0020447+0.00480227j 0.0201597-0.0568811j 0.11216+0.0783218j 0.132849+0.168628j -0.0260027+0.0458216j -0.0269585+0.0189747j -0.0947543+0.141323j 0.0116374-0.11468j -0.0970046+0.000280794j -0.0230218+0.0612278j 0.0340464-0.0455309j 0.0200505+0.0485172j 0.0630458-0.127752j 0.0144655-0.0743432j -0.0223594+0.0394764j 0.0621301-0.0055074j -0.0176674+0.0488392j 0.00985294+0.0293538j -0.0688685+0.00393698j -0.123682-0.0100678j -0.0010697-0.00770148j 0.033003-0.0132032j -0.00399162-0.0101096j 0.0271309+0.147916j -0.200604+0.0743774j 0.0988047-0.0111404j -0.0176089-0.018858j 0.0539775+0.00665051j -0.055744+0.0506419j 0.0370515-0.0553815j 0.00355329+0.0247788j 0.0278088+0.0354571j 0.012941-0.0237478j -0.0311748-0.0059325j 0.00183631-0.00388995j 0.0199259-0.00020792j 0.0014448-0.0378803j 0.008925+0.0179912j -0.0124928-0.00525046j -0.0203075+0.0331999j -0.0343696+0.0223309j 0.0105037+0.00206006j 0.00289719-0.0115624j -0.0519419+0.0281893j 0.00409174-0.0189542j 0.0133366+0.0193953j 0.0182074+0.00300995j 0.0297142+0.00998482j 0.0107216-0.00814118j 0.00772718+0.0388863j 0.015623+0.0226158j 0.00420286-0.00995382j 0.00733222+0.00391391j 0.000128495+0.00139325j -0.00888544-0.0125969j -0.0214778+0.00446091j -0.0130014-8.25019e-05j -0.00597625+0.0153989j 0.00315987-0.00371901j 
-0.013317+0.01174j -0.00180324-0.0207197j -0.0125728+0.00187897j -0.0189555-0.028618j -0.00171908+0.0160906j -0.021141+0.0202472j -0.00242984+0.0255586j 0.0134333+0.0153836j 0.0252694+0.0170528j -0.0252839-0.0405568j -0.0124714-0.0482195j 0.00432215+0.0687779j -0.0417255+0.0610969j -0.00741486-0.0111288j -0.0603749-0.0187305j 0.0221896+0.0307879j -0.0254281-0.0155749j 0.0325455-0.0443234j -0.0454608+0.0341727j 0.0159187-0.0141993j -0.0383223-0.0234243j 0.0108952+0.00220165j -0.00758976+0.0166849j 0.00697749+0.0307432j -0.0477781-0.00504526j -0.0231954-0.049319j -0.0874429+0.0684942j -0.0830694+0.0351507j 0.0228145-0.0571414j 0.0415153+0.040406j 0.0315562+0.0101858j -0.0772289-0.0328931j -0.0490009+0.0155253j 0.0250003+0.0812812j 0.0353873+0.110458j -0.0718885-0.0271687j -0.00806669-0.054424j 0.0667234+0.0286989j -0.00417943-0.0348233j -0.134163-0.0566846j -0.0780059+0.0250325j -0.0109958-0.0577825j 0.0188247-0.144367j -0.0238225+0.0324873j 0.0805481+0.0316793j 0.0544717-0.135009j 0.00976593+0.0613007j 0.0118219-0.00232581j -0.0145022-0.0575515j -0.0298805-0.0764172j 0.0230058-0.0183955j 0.0154216+0.0686394j -0.0833789-0.00982644j -0.0506177-0.0254122j 0.0617199+0.026186j 0.0195747-0.0595869j -0.079129-0.0512154j 0.0285382+0.00792722j 0.0498807-0.0118138j 0.0478027+0.0482869j -0.0170932-0.100438j 0.147142-0.0721057j -0.0411461-0.0473921j 0.0579728-0.0770689j 0.00702801-0.0228222j 0.0598786-0.0416638j 0.0109413-0.00958773j 0.00494248-0.0446896j 0.0504949+0.00515977j 0.0209411+0.00573143j -0.00658829-0.0324446j 0.0702128+0.0516929j -0.00998555+0.0170406j 0.0211957+0.0130052j 0.0574171-0.0232386j 0.0120945+0.0210768j 0.00875343+0.0372106j -0.0451996-0.0318798j -0.00177367+0.0255171j -0.0207188-0.0405599j -0.0442485-0.0305892j 0.0312707-0.0217191j -0.0195021+0.0384931j -0.048989-0.0031083j -0.010058+0.0101667j 0.0350188+0.0771961j -0.0298215+0.0445372j 0.0133927-0.0334999j -0.0284634+0.00459745j 0.00619582-0.0299049j 0.0104132-0.00955811j 0.00381191+0.0262471j -0.0136884-0.0152802j 0.00457438-0.0208476j -0.0148331+0.024281j -0.013457-0.0151076j -0.000177658+0.014887j 0.00770614+0.0249262j 
0.0116462+0.0312029j 0.00297338-0.00739439j 0.0315578-0.0392062j -0.00646851-0.0204273j -0.00814814-0.0123916j -0.0304648-0.0215648j -0.0174618+0.0070861j 0.00832295-0.0164745j 0.0132851-0.0413161j -0.035197+0.048928j 0.0390951+0.0144292j 0.00227298+0.0322935j -0.0151027+0.0208097j 0.00230345+0.0542913j 0.00190944-0.0570843j -0.0608399+0.123147j 0.0375673-0.013505j 0.048554-0.0154093j -0.00546487-0.0352168j 0.0551817-0.00952742j 0.0345027-0.00736053j -0.0544374-0.0858351j 0.0388576+0.0586778j 0.0100891-0.0379665j -0.0271897-0.0012517j 0.0352443-0.00981273j -0.0973903+0.0857289j -0.0828757-0.0430203j 0.0340146-0.0472048j 0.0497852-0.114341j -0.0249761-0.0651258j 0.0498751-0.131681j 0.0306362-0.0993506j 0.0270237-0.164955j 0.0394848-0.0529307j 0.0144346+0.00875739j 0.0115879+0.123215j 0.136963+0.0402304j -0.160682-0.00619716j -0.102445+0.018316j 0.0122849-0.0293867j 0.0836575-0.0301219j 4.49566e-05-0.0163716j -0.0985985-0.146426j -0.0821623+0.120242j -0.0401685-0.0504792j 0.0311293+0.106815j 0.028186+0.00645162j 0.0240858-0.117049j -0.0272001+0.182937j 0.00480547+0.127379j -0.039632-0.00485997j -0.0436357-0.0132388j 0.0324296+0.0333206j 0.00232609-0.105781j 0.0711335-0.0421589j 0.03825+0.0245823j 0.0814833-0.0554113j 0.0156147+0.0255578j 0.0718679+0.0405142j -0.00969907+0.00693294j 0.114197+0.0175569j -0.0388957-0.109766j -0.00165587+0.120602j -0.0595496-0.0589215j 0.0370016+0.0919853j 0.0407579-0.00907298j -0.0738969-0.0417221j 0.00774335+0.0197865j 0.0242207+0.0503181j -0.0295635-0.0499437j 0.089924-0.0177383j 0.01126+0.0109788j 0.0433451+0.0222766j 0.00166367-0.0771231j -0.00816813+0.0759883j -0.00674506-0.00096486j 0.0414778+0.00986269j 0.0304972+0.00011964j -0.0350972-0.0147743j -0.0243066-0.00263641j -0.0381005-0.0448649j 0.030079+0.0950176j -0.0181694+0.00218208j 0.00784475-0.0626524j -0.00280798+0.029351j -0.00886326+0.0182297j -0.025842+0.00936347j -0.0287204-0.0378085j 0.0125919+0.0381688j 0.00677392+0.0140977j 0.0152633+0.00801535j -0.0276124+0.0171699j -0.0076037+0.0129257j -0.00819865+0.019586j 0.0282462+0.0383901j 0.00321366+0.00627982j -0.0116209+0.0300237j 
-0.00171724-0.0133539j -0.00519146-0.0119804j -0.00854562-0.00935163j -0.0184773+0.00151335j -0.0128686+0.00549638j 0.00114972-0.00560241j -0.0056848-0.00567712j 0.0044866+0.00654133j 0.0195933-0.0365632j 0.0231711-0.0427077j -0.0207155+0.00265289j -0.0416025-0.0236511j 0.00873452-0.0243796j 0.0254381-0.0217072j 0.0132554+0.0117257j 0.0571234+0.0342455j 0.0328261-0.00184352j -0.0451434+0.00411521j -0.0266811+0.00016139j 0.0320381+0.0540636j -0.01487-0.0322105j -0.00481526+0.0264342j -0.0150226-0.037925j -0.0188527+0.0194377j -0.0499548-0.0187483j -0.00822694-0.0146221j 0.0116037-0.0983093j 0.0279745-0.00640849j 0.0263166+0.139091j -0.115587-0.0153493j 0.107122-0.0228633j -0.125174-0.0221424j 0.103966+0.0719873j -0.109522+0.0553728j -0.125863-0.166446j 0.0544989-0.0606905j 0.0399229-0.0726109j 0.0133575+0.0644822j 0.0372894+0.0871657j -0.0975954-0.0509215j 0.0411869+0.0681179j -0.0193166-0.0639791j -0.0861572+0.0752986j 0.046507-0.0170887j 0.0639838-0.0697763j 0.0919594+0.160031j 0.0731127-0.00619977j 0.0154208+0.0394814j 0.0369775+0.107306j -0.0923045+0.160719j 0.0576153-0.0279506j -0.0816075+0.0716454j -0.03319-0.0177721j 0.0163966+0.0892614j 0.00339466-0.079126j 0.0523483-0.0583588j 0.0629442+0.0109722j -0.0824061-0.102295j 0.0613997+0.0864766j 0.0602307-0.102081j -0.0510927-0.0125853j 0.066326+0.0435109j -0.0254634-0.094997j -0.0179439+0.0178866j -0.118463-0.0123029j 0.0160849+0.000404262j -0.129364-0.0809858j 0.0100004-0.00440922j -0.0366517-0.0198181j 0.0220744-0.0343557j -0.0148555+0.0527867j -0.00500231-0.0102975j -0.0317233-0.0477824j -0.0285225-0.00151877j 0.0903656+0.0208787j -0.03197-0.0046291j 0.010709+0.0262577j 0.000583226-0.0673717j -0.0270136-0.0230507j -0.0164108+0.00908656j -0.0473473+0.032189j -0.0248594+0.00710517j 0.0166705+0.0346176j -0.0130515-0.00503387j -0.0171354+0.00526913j 0.0214576+0.0042147j -0.00897484-0.006843j 0.00948966+0.0288548j -0.0121465-0.0164247j -0.0132626-0.0231285j 0.00276986+0.0163742j 0.0116303-0.0138409j 0.0122398+0.014864j 0.000643515-0.0265256j -0.00809795-0.0021611j -0.0120958-0.0171581j 0.00143923+0.0106797j -0.00584194+0.00646371j 
0.0124292+0.0259741j 0.00192373+0.0199221j -0.00116958+0.0274441j 0.0223259+0.00522737j 0.0105102-0.0124622j 0.00513867-0.0211105j -0.0100585+0.0346603j -0.0377545+0.0180148j -0.0368998+0.00539465j -0.0130574-0.0113093j 0.0562908+0.040523j 0.0279582+0.0536536j 0.00116359-0.0234611j 0.0135612+0.0623409j -0.0478623+0.0241158j 0.0259879-0.00806986j 0.0250224-0.0264973j 0.069028-0.0344889j -0.0323989+0.00791154j 0.0923454-0.0350209j 0.0395772+0.0530208j 0.10792-0.0216331j 0.0100265-0.00184851j 0.052044-0.00442734j 0.0348572-0.0779824j 0.0949444-0.0324672j -0.126493-0.0118939j 0.0352718-0.0729423j 0.0251204+0.0380214j -0.00251989+0.0178955j -0.0482922+0.119993j -0.112906+0.0761417j 0.0350381+0.074768j -0.0682511+0.0649762j 0.110534-0.0791985j 0.0257456-0.0483541j 0.0228826-0.0268526j 0.162631-0.0294966j -0.0300979+0.0218995j -0.0678193+0.243588j -0.117824+0.0703928j 0.0116129+0.0845618j 0.0790292-0.0868065j 0.0667556+0.122401j -0.0311146-0.00371718j 0.0990377+0.161811j -0.00818193+0.0457j -0.022355+0.0488694j 0.102879-0.0992403j 0.00727909-0.0321426j 0.0321854-0.102511j -0.00296089+0.0204356j 0.101958+0.151403j -0.0501089+0.0053532j 0.0111557-0.00173121j 0.0142652+0.064233j -0.0193784-0.00531166j -0.0236489+0.0934202j 0.0823638-0.000568555j 0.0995514-0.0456175j -0.0262481-0.0168097j 0.116428-0.0731678j 0.0458817-0.00643195j -0.0497196+0.0537898j -0.000196702-0.0452762j -0.0193254+0.000838002j -0.0404839-0.0271366j -0.011519+0.00399931j 0.00471405+0.0411973j -0.0464583+0.0134542j -0.0254616-0.0261423j 0.0170808-0.00297162j 0.0169148+0.00942804j -0.00633058+0.0205617j -0.0373777+0.00441214j 0.00814047-0.0148174j -0.015144-0.0291788j 0.0265525+0.0153651j -0.0292915-0.0447304j -0.00237525+0.0417392j -0.0643609+0.0132358j -0.019833+0.0519271j 0.0113457-0.000586734j -0.00902407+0.0138184j -0.00379127+0.0445235j 0.0304988-0.0151756j 0.0216565-0.02185j 0.00912713-0.0326106j -0.0167939+0.0300711j -0.000694801-0.0150267j -0.00850328+0.0173914j -0.00657226-0.0210261j -0.00910885+0.0169516j 0.0103876+0.00322856j 0.0112546-0.00837702j 0.00534772+0.000444062j 0.000914197+0.0180798j 0.00947002-0.0239573j 
