-0.0243287-0.0674128j 0.110943+0.057323j -0.0881491+0.0669878j -0.069511-0.0799208j -0.19847-0.114636j -0.113777+0.11455j 0.136412-0.0521809j -0.0756556-0.141709j -0.0667423-0.100001j -0.0918018+0.204543j 0.110004-0.123017j -0.0492969-0.0878502j -0.0833104-0.0126801j -0.150596+0.174847j 0.145709-0.0906678j -0.0147432+0.0214607j -0.00892852-0.0934943j -0.169288+0.191308j 0.0865639-0.201376j -0.102464-0.0503069j -0.0117461-0.0172745j 0.0396355+0.00261665j 0.00176186+0.0593301j 0.100662+0.031862j -0.0355525-0.0361897j -0.020918+0.0319311j -0.134486-0.00355068j -0.113839+0.0567307j 0.0224684+0.0305565j 0.000189821-0.0335652j 0.0361207+0.0832147j 0.110467+0.0348042j 0.0473648+0.0202508j -0.0951813-0.0106389j -0.0134246-0.0450637j -0.0207276+0.0043769j -0.00177917-0.0216675j 0.0045148+0.00350439j 0.00215453-0.0369573j -0.000997125+0.0147002j 0.0590717+0.00733177j -0.0213786-0.0151286j 0.0036543+0.0336977j 0.00450002+0.0116863j 0.00718235-0.0276477j 0.0248666+0.0457469j -0.0158281-0.059191j 0.00392507+0.0137408j -0.0467324-0.0182012j -0.0316202+0.0238962j 0.0410009-0.0220583j -0.00196516+0.0280748j 0.00420629-0.000805533j -0.00850146+0.0132855j 0.00736115+0.00226922j 0.0146852+0.00697455j 0.0320058+0.00286829j -0.000685651+0.00611645j -0.0211148+0.0116882j -0.0273792+0.0373395j -0.078251-0.00352759j 0.0329624+0.0283714j -0.0144845-0.00031327j -0.00727009-0.011189j -0.0219732+0.0240499j 0.0148027+0.0219663j -0.0169985+0.0148575j -0.0512461+0.0283906j 0.0173476+0.00580149j -0.00670612+0.010974j 0.0236943+0.00146286j -0.00258815-0.0163653j -0.0128189+0.0094687j 0.0190505+0.0229192j -0.0177147+0.0090133j -0.00155336+0.00816095j 0.0275662+0.0105368j 0.0395849+0.0351172j -0.0211603-0.0403063j 0.00899063+0.0267689j 0.00661171+0.0171952j 0.0118871-0.0133943j -0.0288059-0.0543778j -0.0164954-0.0333373j 0.00444432+0.0408099j 0.0240617-0.0205795j -0.0223663-0.0498004j 0.0381683-0.0171724j 0.0330448+0.0471384j 0.0174205-0.0055687j -0.0128586+0.00177878j 0.0048636-0.032187j -0.00894166-0.00891169j 0.0282257+0.0730403j -0.111979-0.0488227j 
0.0390903+0.0112452j 0.0207496-0.0362043j 0.00313271-0.00428146j -0.00356293-0.00476755j 0.154947+0.0614959j -0.00425571+0.0181931j 0.0167661+0.0453172j 0.0548208-0.0268647j -0.0630555+0.126358j -0.0265823-0.0604611j -0.0247577-0.0135124j -0.167316+0.011929j -0.000948528-0.0800956j 0.010341+0.00934606j 0.00323412+0.0281603j -0.0869305+0.117712j 0.0222154-0.018863j 0.0612652-0.0303202j -0.0371172-0.00180863j 0.061245-0.12449j -0.0205736+0.114098j 0.065817+0.0165058j -0.0268107+0.0474425j -0.0293969+0.0178971j -0.0550372+0.0781893j -0.0465592-0.00101994j 0.0970439+0.0161873j -0.0434972-0.00140863j -0.016033-0.0342024j 0.0112983+0.0458975j 0.0674606-0.167719j -0.120133-0.0270673j -0.0139711-0.0788736j 0.141415-0.116416j -0.0712898-0.0130145j -0.0188884+0.0162896j 0.00692347+0.0422986j -0.042262-0.0238368j 0.0241639+0.180105j -0.0579985-0.00722974j -0.0567348-0.0393882j 0.0957591+0.0732184j -0.0388256-0.0276199j -0.0291768-0.02405j 0.0283194-0.0166406j -0.11902-0.0561942j 0.0572454+0.00249824j -0.0266292-0.0319318j -0.0234257+0.0348313j 0.0204194+0.00509167j 0.0396966-0.016134j -0.0368944-0.0393796j 0.0719796+0.0519741j 0.0430972+0.0280807j 0.0234583+0.00757499j 0.0230359+0.0285407j -0.00770575+0.00467952j -0.00900724-0.0170963j 0.036716-0.061239j 0.00795476-0.041882j -0.146333-0.0113836j -0.110188+0.022512j 0.0751646-0.0273586j -0.00620261+0.0149317j 0.0530638-0.0197483j 0.0129782+0.0331727j -0.0317143-0.0125466j -0.0454162-0.00453208j 0.001968-0.0226527j -0.0413416-0.0582996j 0.0221053-0.0316378j -0.0032161+0.00203202j 0.00103321-0.0181672j 0.00196755-0.00843372j -0.0242472-0.0512662j -0.0353814+0.0425557j 0.0091448+0.0219738j -0.00517659+0.0093371j -0.0361576-0.0362538j 0.000339214+0.00484116j 0.0391308+0.0123672j -0.00326587+0.00589226j -0.0354276-0.0134886j -0.0184116-0.0455438j 0.0113997+0.0231617j 0.034707-0.0289601j 0.0103988+0.00274708j 0.0366827-0.0764004j -0.0245566+0.0363759j 0.0414316+0.00883274j 0.0747349+0.0356073j -0.0406433-0.0592788j -0.054919-0.0499681j 0.0537031+0.0717411j -0.121886-0.0576469j 
0.0281464+0.0270513j 0.0655304-0.00479635j 0.0459533+0.0337918j 0.0980891-0.0209501j 0.0153783+0.0490106j 0.0569062-0.0234509j 0.0248339+0.00867496j -0.025833-0.0319978j -0.0226073-0.00444545j 0.0154265-0.01047j 0.00312041+0.0485241j 0.00336315+0.103772j -0.0118253-0.0282385j 0.0285951-0.0359832j 0.0459444-0.0394828j -0.018498+0.00838662j -0.0507161-0.0575414j 0.00464365+0.0523796j 0.0846284-0.0560917j 0.0241173+0.00694822j 0.0324424-0.0268418j -0.140366-0.087551j -0.114772+0.0476877j -0.00878211-0.0676749j 0.038543+0.12835j 0.00150644+0.0822449j -0.0768514-0.0892969j 0.0124694-0.0184733j 0.0407557-0.0175484j 0.0332249+0.0512992j 0.109859+0.138143j 0.00415953-0.0246433j 0.0442999+0.0114556j 0.0737124-0.121594j 0.00373823-0.0224705j -0.00251324-0.034433j -0.028162+0.0353734j 0.00535999-0.0306486j -0.076371+0.191559j -0.0220422+0.00920368j -0.0444855-0.0437767j 0.124773+0.0423028j 0.00480728-0.0365485j 0.00983842-0.0132295j -0.0593355-0.0183301j 0.05141+0.00240227j 0.0061338-0.0338663j -0.0138341+0.0689997j -0.00127821-0.0482845j 0.00860381-0.00964145j -0.0341052-0.0143457j -0.00690096+0.0564284j 0.0133143-0.0752142j 0.0193749-0.0745013j 0.0529427-0.120177j -0.0973778-0.0828875j -0.00111765-0.0251233j -0.00630433-0.00990682j -0.0119722-0.0370538j -0.0347594-0.0440725j -0.164718-0.127937j -0.0165677-0.103742j 0.00353064+0.0953963j -0.00162964+0.0507753j 0.0395463+0.0491814j 0.0216184+0.0205881j 0.0245391+0.00637239j -0.0135454-0.0287365j 0.0222954-0.0807002j -0.0011759-0.0156759j 0.0588643-0.0899015j -0.054278+0.101555j 0.00394622+0.0222628j 0.0529489-0.115529j 0.0217054-0.00806112j -0.0136288+0.00755225j 0.000427807-0.00140468j 0.0348117-0.0372992j -0.0517448+0.0278988j 0.00807463-0.00958161j 0.122174-0.0640948j -0.0672651-0.00192179j -0.115428+0.130362j -0.0943126-0.0719547j -0.17788-0.0215872j -0.019707-0.0185057j 0.0710949-0.153474j -0.0315094+0.0362329j 0.00174697+0.0177195j 0.0330211+0.00861209j 0.098225+0.0443665j 0.0981995-0.0570418j 0.0963388-0.0114124j -0.0708551-0.0708757j -0.0409276-0.0240056j 
0.00089173+0.00412989j -0.0258158-0.00530234j -0.0224008+0.000949983j 0.0122798-0.0189774j -0.0315431-0.0366519j -0.0418707+0.0126479j 0.00029738+0.0041047j 0.00240181-0.021657j -0.0292969-0.0327313j -0.0123812-0.00816062j 0.0221199-0.0110318j -0.00922703-0.011889j 0.00527934-0.000959346j 0.00459848-0.023111j 0.00694796-0.00594149j -0.032105+0.0087929j 0.0388969-0.0477655j 0.0407336+0.026247j -0.0245845+0.0173032j 0.00578467+0.00357922j -0.017505+0.0104004j -0.00148485+0.0190995j -1.15191e-05+0.0122574j 0.00234535-0.0390633j -0.00707549-0.0331644j -0.00340911-0.00364423j 0.00502177+0.0314711j -0.00722713+0.0158129j -0.0267079-0.0292354j -0.00350025+0.0396205j 0.00977866-0.00466237j -0.0157911+0.00696912j 0.00170476-0.00194594j -0.0130055+0.0372722j 0.000514444-0.033202j 0.0234385+0.00741035j -0.0219975+0.05912j 0.0515413-0.047342j 0.00191078-0.0248563j -0.0156228+0.000125191j 0.0046095-0.0356302j -0.0676531-0.0543938j 0.0751427-0.10777j 0.0741888-0.00463696j -0.231424-0.0539194j -0.0477755-0.00324294j 0.0580366+0.0369722j -0.0146831+0.0389152j 0.00301204-0.0231459j 0.00540191-0.0345908j 0.0159833-0.00697894j 0.203827-0.0902016j 0.0565538-0.0552522j 0.000785521+0.091285j 0.044495-0.0146155j 0.00598812+0.0215007j 0.0469674-0.115559j 0.207396+0.11675j -0.0994264-0.0233915j -0.0115994-0.0500702j -0.0338597+0.0166064j 0.0611197-0.00236195j 0.102087+0.00440855j -0.0177714-0.0305407j -0.054977+0.0650684j 0.00775097-0.0824464j 0.113088+0.121151j 0.0437567-0.0891345j -0.0796971-0.0463493j -0.0155634+0.0484875j -0.0799091+0.189278j -0.0592463+0.100825j 0.0954603-0.0896629j 0.030314-0.0712353j 0.0946782-0.01514j 0.179374+0.012713j -0.0429773+0.0803013j -0.137256-0.118435j -0.0688562-0.0221842j -0.0750436+0.122349j -0.0484987+0.0452061j -0.0721535+0.241293j -0.117311-0.00392419j -0.00175684-0.0298407j 0.033366-0.0971902j 0.0619844-0.00514069j -0.0326004+0.000284368j -0.125139-0.0186204j -0.133252-0.0735366j -0.210683+0.00108114j 0.0828969-0.0119327j 0.0196514+0.00780558j -0.0542648-0.0423331j -0.00992886+0.0107685j -0.00862922+0.0171812j 
0.05176-0.019265j 0.0495737+0.0233787j 0.0202714-0.0284358j -0.00728938+0.0401061j 0.224425+0.0668666j 0.221173-0.0447423j 0.0963779+0.0671375j -0.0533592+0.0103275j 0.0797464-4.39749e-05j -0.00214689-1.79596e-05j -0.0525876-0.0263757j -0.0540284+0.0248344j -0.0554658+0.0132315j 0.0453287-0.0369094j 0.107932+0.0360824j 0.123541-0.0342937j -0.200081+0.016254j -0.277463+0.0131356j 0.152847-0.0932223j -0.0471865-0.0529264j 0.123272+0.0074652j -0.0759191-0.151272j -0.0162556-0.0522618j 0.0184304+0.220827j 0.0137328+0.198458j -0.0315826+0.0986552j 0.0468207-0.156331j 0.0162186+0.0133928j 0.110709+0.205757j 0.0334411-0.238076j -0.0100829+0.0777631j 0.069206-0.0862504j -0.0355804+0.101392j 0.0300672-0.179967j -0.00655206+0.0199761j -0.0394012-0.0288919j 0.0102471-0.0123727j -0.00420083+0.00105222j 0.0113623-0.064327j -0.000985616+0.0823147j 0.0323112+0.012606j -0.0189004-0.00164514j 0.00562615-0.00792296j -0.0034018-0.0140094j -0.0517156+0.0182429j -0.0397-0.0216632j -0.0402632+0.029678j 0.0116821+0.00312944j 0.0300398-0.019256j -0.000715923+0.0260435j 0.00839539-0.0463014j 0.00578676-0.00696927j 0.0481425-0.00124852j 0.0102132+0.000587121j 0.00471959-0.0488426j 0.018568+0.00449168j 0.00893523-0.0250033j 0.0475939+0.0274017j -0.0150029+0.00262756j 0.00462709+0.00439872j 0.00165262+0.0378435j 0.020938+0.0538314j 0.00425099-0.0421522j -0.00328024-0.0378822j -0.00618007+0.00806341j -0.0144614-0.010194j 0.0192175+0.0207021j 0.00543262-0.00662767j 0.00673184-0.00207152j -0.031171+0.0300207j -0.00140249+0.0594497j -0.0326569-0.00324635j 0.0375107-0.00845724j -0.00488471+0.0165574j 0.0377587+0.0111351j 0.0489249+0.00421735j -0.00425602-0.00172341j -0.0270793-0.026713j 0.0441546-0.011392j -0.0177818+0.0147892j -0.0142899-0.00434331j 0.00132544+0.0476204j 0.014896+0.0138573j -0.0149593+0.00420538j 0.0184036+0.00131366j 0.00927999-0.00806104j -0.0207936-0.00715217j -0.0232373-0.00147062j -0.0186462-0.0039215j -0.0423837-0.0034298j -0.00444309-0.00722233j 3.49526e-05+0.0270301j -0.00954651+0.00704513j 0.013968+0.0170685j 0.0127534+0.000381059j 
-0.0140742+0.0232724j 0.0305082+0.0349397j 0.00344008+0.040176j 0.0643373+0.00884266j 0.0113355+0.014089j 0.0642734-0.0400395j 0.0261551+0.0155269j 0.0172315-0.0282215j -0.0647684-0.0210823j 0.0247595+0.00395249j -0.0223028+0.0472162j -0.0244575+0.118661j 0.0200961-0.0319766j 0.0228049-0.0356993j 0.0163381+0.004198j -0.043561+0.00722384j -0.0885512-0.0530662j -0.0291817+0.0229401j 0.017514-0.0472832j 0.0758903+0.0347294j 0.114798+0.0454708j -0.133239-0.1005j -0.0992011+0.00639083j 0.0329218-0.126537j -0.0473514+0.139282j 0.0132173+0.104423j -0.0177707+0.0515258j -0.0148517+0.00332969j -0.0531611+0.0390664j 0.0623716-0.0189809j 0.0999701+0.0542779j 0.0228902+0.0238503j -0.00886302+0.0393186j 0.151851-0.0871627j -0.0219803-0.110833j 0.045597-0.0981737j -0.00407108-0.0073103j 0.00604147-0.052747j -0.0241294+0.213386j 0.0457776+0.0788218j 0.0413283-0.159432j -0.114752-0.01741j 0.0224092+0.00766785j -0.00554357+0.00633529j 0.00114792+0.000447059j 0.0543569-0.0606429j -0.0954556-0.0367061j -0.0119803+0.0655088j 0.108797+0.0226503j -0.00235109-0.0179047j -0.0168759+0.0296561j 0.0289831+0.0101491j -0.124182+0.0230324j -0.0823825+0.00643781j -0.00681177+0.085818j 0.00987835+0.0429543j 0.0049046+0.0297848j -0.00297576+0.0315045j -0.028601+0.166455j 0.0369358+0.104107j 0.155079-0.00766787j 0.0129478-0.0270662j 0.0151656-0.0217332j -0.0706309-0.0941372j 0.0513452+0.0879348j -0.00111224-0.0984537j -0.0313673-0.0263141j 0.00916921+0.074823j -0.0314363+0.0812401j 0.0198147+0.012672j -0.0196211+0.0520471j 0.0232171-0.0625682j 0.0129721+0.0417949j 0.00533267+0.0649548j 0.00280606+0.0470449j 0.0113841-0.0255977j -0.00181637-0.0399435j -0.0131878-0.00898483j 0.0668221+0.0364628j -0.00383177-0.0554963j -0.0316984+0.025945j 0.0445506+0.0252049j 0.040432-0.0118244j 0.0281699+0.0406787j 0.146329+0.0171965j 0.054521+0.113847j -0.00494598+0.120949j 0.0844091+0.0382031j -0.0266662-0.0522704j -0.0269953+0.0183434j -0.102337+0.0405533j -0.059196-0.00725549j -0.0641874-0.019835j -0.0115624+0.00576853j 0.0119599-0.0354663j 
0.00305738-0.00245341j 0.0092871+1.15686e-05j 0.00217977+0.01443j 0.0127456+0.00032806j -0.000202369-0.0116091j 0.00984362+0.0147606j -0.00490358-0.00148198j 0.0193912+0.0130703j -0.00324555-0.0294631j -0.0219268-0.0118405j -0.00380447-0.00491141j 0.0297445-0.0110928j 0.0123711+0.0110792j -0.0173423+0.00166069j 0.0155545-0.0242077j -0.00369758+0.000441241j -0.0154835-0.0152978j -0.0128121+0.0307203j -0.00466897-0.0017155j 0.0118596-0.00235102j 0.0222116+0.0178227j 0.00570265-0.00158846j 0.00293749+0.00536683j 0.0143675+0.0185314j -0.0168006-0.0113579j 0.0206465-0.0273776j -0.0066139-0.014212j -0.00857225-0.00651981j -0.00833279+0.0124625j -0.00124222+0.00667474j -0.00932179+0.0159638j 0.0255751+0.0401255j -0.00392819-0.0155657j 0.0195722-0.0466528j -0.00668674-0.0697658j -0.0141767-0.0165143j 0.00237509+0.0684935j 0.00507712+0.0592822j -0.00618202+0.0399781j 0.0331975+0.0473535j 0.0395085-0.0236854j 0.01436+0.0296559j 0.101215+0.0178411j 0.0206335-0.00911484j 0.00394109-0.0609992j -0.0269034-0.0249877j 0.0749536-0.0617244j 0.079269-0.0480474j 0.0372049+0.0147958j -0.0929521+0.102229j -0.0444044+0.0205528j -0.0280681-0.0183467j -0.037459-0.0733012j 0.0402754+0.0806616j -0.0566344+0.00833284j 0.0185349-0.0327714j -0.0464426-0.0680684j -0.191088+0.0844416j 0.0214158+0.0289398j -0.08854+0.0172411j 0.0327583+0.0792986j -0.0200896+0.112115j -0.00394671+0.0274149j -0.0189661-0.0123618j 0.0126501-0.018812j 0.0491211-0.0468418j 0.0446053-0.0113231j 0.0719224-0.104453j 0.0714236+0.0297126j -0.0846931-0.0305993j -0.0118149+0.0361761j 0.0362999-0.0216847j -0.0486223-0.128005j 0.0208273-0.0360672j -0.000371442-0.0411064j -0.0785473-0.0973197j -0.017847+0.0428662j -0.0651329-0.0485729j 0.109884+0.100365j -0.0383097+0.0615501j -0.0202425+0.099066j -0.0552985-0.0804366j -0.051532+0.0895715j -0.0361438+0.0822088j 0.0343998+0.0137057j -0.0196606-0.0342813j -0.00115994-0.100532j 0.0698096+0.0607917j -0.0562233-0.171815j -0.00671378+0.0184087j 0.114717+0.0980356j -0.153092-0.0496562j 0.127064+0.0585873j -0.0330953-0.00763161j 0.0263765-0.0390676j 
0.0111335-0.0123453j -0.00251364-0.00320472j -0.00105471+0.00376606j -0.0142034-0.00567515j -0.0174112-0.0120067j -0.00736648+0.012164j -0.00395109+6.53428e-05j -0.0205888+0.00817263j 0.0167699-0.00732813j 0.00301359+0.018159j 0.00268751-0.00608693j -0.0046402+0.00696128j 0.00542565+0.0224248j -0.00967921+0.0139834j 0.0164049-0.0173145j 0.00887125+0.00716571j 0.0082051-0.0235305j -0.010264+0.00410921j 0.0301876-0.0189293j -0.0128373-0.0171913j -0.0221056-0.0133002j -0.00151124+0.00571358j -0.00831704+0.0253736j 0.011681+0.0157387j 0.00538314-0.0275648j 0.00797763+0.017662j 0.00395421-0.0116381j -0.0105254-0.00329359j 0.00989542+0.00119024j -0.010806+0.00576141j 0.00626381+0.0405884j 0.00418277-0.00481149j 0.00976346+0.001108j -0.0287913+0.0111972j -0.00231336-0.0199124j 0.0189958+0.0320103j -0.0431309-0.045525j -0.00874265+0.0133821j 0.0116122-0.0417934j -0.0302881-0.0118873j 0.0351547+0.0208327j 0.0175666-0.0308192j 0.117695+0.030405j 0.0106564-0.00178659j 0.0745136+0.00336138j 0.0127378+0.0624717j 0.0740367+0.0373077j 0.0985123+0.0775369j 0.013146+0.036152j 0.0203234+0.0599479j 0.0189259+0.0143527j -0.110774-0.0216215j 0.036788+0.0116196j -0.053086-0.0023242j 0.0145876+0.00307528j 0.0257264+0.00738566j -0.161175+0.0777914j -0.112992-0.0565328j 0.0647804+0.00356386j -0.029619+0.0162707j -0.0300188-0.0121581j 0.0233414-0.0510494j -0.00171119-0.0987642j 0.0305043-0.0130266j -0.0861515+0.0193411j 0.0513302+0.0596236j -0.0717868-0.0590148j 0.0853738-0.0255117j 0.049026+0.104038j -0.070502+0.0061155j -0.00248337-0.0830021j -0.0157275-0.0678666j 0.000886617-0.0384071j -0.0217681-0.0109054j -0.0507212-0.134416j 0.00545268+0.0064345j -0.128163-0.0448621j 0.0727939-0.0239268j -0.0220072-0.0560546j 0.0810882+0.0849725j 0.0313108+0.177955j -0.0869195-0.00236931j 0.0496657+0.164961j 0.0171367+0.030076j 0.0272573-0.0495562j -0.0376219+0.053908j -0.0148875-0.00349387j -0.052027-0.130542j -0.163638-0.100923j 0.0644829-0.0561396j 0.0237776-0.005282j -0.056485+0.00914391j -0.0176342-0.0340156j 0.0295737+0.0337393j -0.0221119+0.00815066j 
0.00646395-0.00122459j 0.0191385-0.00519387j 0.0232617+0.0168587j 0.000403772+0.00351418j -0.00552699+0.0215823j 0.0388907+0.00957194j 0.0246035-0.00362147j 0.003814-0.00405485j -0.014904+2.49296e-05j 0.00561165+0.00161267j -0.0172092-0.00085567j 0.017481-0.0133112j 0.011437+0.0053396j -0.00268838-0.00449046j 0.0272096+0.0140112j -0.0043235+0.00331795j -0.0288232-0.00103391j -0.00453827-0.00226725j 0.00797196+0.00524643j 0.0670481+0.0191029j 0.0679511-0.000599564j -0.0448912+0.00450255j 0.0114009-0.0043796j 0.0211632-0.0148763j -0.0585121+0.0732782j 0.0597156+0.0332984j -0.00918194+0.0334522j -0.0149399+0.00733878j -0.0148767-0.0124904j 0.0125966-0.0247987j 0.0642199+0.0289445j -0.0315013+0.0271942j -0.00134973-0.0272496j 0.0429559-0.0375658j 0.0482673+0.0284484j 0.0218113-0.00429329j -0.0215528-0.0419226j 0.0149864-0.0592677j 0.00237174+0.0681922j 0.0593643+0.12498j 0.0786766-0.0425988j 0.0721325+0.0033905j -0.011776+0.00285752j -0.02703-0.0426793j -0.0454236-0.0124852j 0.0258699-0.00411742j 0.0627943+0.127271j -0.0389954-0.0122046j -0.0316633+0.065213j 0.0603518-0.010548j 0.013534-0.0707839j 0.0292924+0.00194857j -0.0274496+0.00656569j -0.0675118-0.023801j -0.0202863+0.0438714j 0.0406833-0.0617814j -0.0616761+0.0605234j 0.0510318-0.00978448j -0.129725+0.1309j -0.0393899+0.024818j -0.178662+0.0936586j -0.0284076-0.153533j 0.121201+0.0363089j 0.0933179+0.0516013j 0.0461355-0.0415033j -0.017945+0.142178j 0.0323917-0.0606981j 0.00261189-0.117158j -0.0455969-0.0973961j 0.0138725+0.00871232j 0.0136573-0.0170063j -0.0309312+0.0281752j 0.020004+0.046392j 0.0573116+0.0224991j -0.00611104+0.0349849j 0.0718198-0.00122133j -0.0412642-0.0523056j 0.0273977-0.0422222j 0.0270824+0.0417416j 0.0179297-0.0143347j -0.0169052+0.0802523j 0.0209513+0.109803j 0.136066+0.033685j -0.0815928+0.132518j 0.0163952+0.133169j -0.0577833+0.0280369j -0.0873667-0.129026j -0.0413865+0.00157272j -0.0131018+0.0216599j 0.00303794+0.00373766j -0.0190933+0.02086j 0.0927774+0.0949542j -0.0422653-0.024746j -0.00541874+0.000830128j 0.0111833-0.0119881j 
-0.0383002+0.0339082j -0.0022379+0.0139557j -0.0313744+0.0384084j 0.0514926-0.0315369j -0.0314668-0.0323377j -0.0191679+0.00282332j -0.0120384+0.00418761j -0.00143265-0.031169j -0.0338435-0.020559j 0.011647+0.0230754j 0.0157413+0.00733841j -0.00336843+0.0388676j -0.00186193-0.00639345j 0.00831712+0.00317626j -0.00876142+0.00260427j 0.0225814-0.00302978j -0.040646-0.0220872j -0.0452834-0.00455684j 0.0350705+0.0198628j -0.0286648+0.0175161j 0.0873782-0.0294345j -0.0444468-0.063033j -0.00860475-0.00637444j -0.0408054-0.0434291j 0.0455391+0.0371158j -0.00788324-0.0134491j -0.0494447-0.025438j 0.00793616+0.00492288j 0.0473042+0.0486191j 0.0196958-0.0292785j 0.0289428+0.0590328j -0.0113349+0.0092847j 0.0510384+0.0199368j 0.087363-0.0200437j -0.02501-0.015955j -0.0621983-0.0299194j -0.0673118-0.0199933j 0.0323539-0.0110824j -0.0604417+0.0305116j -0.144223-0.00285097j -0.0190686-0.00273904j 0.0781182+0.0119853j 0.00167407-0.00860029j 0.109032+0.0115724j -0.0215714-0.0239545j 0.0542164+0.0324456j 0.00812751+0.0904281j 0.0522691-0.00689377j -0.0692617-0.033082j 0.0683995+0.0095748j -0.112322+0.0318277j 0.00715194+0.00727014j 0.0602535+0.0912477j 0.0307213-0.0149302j -0.00946892-0.0671288j -0.177887+0.0135812j 0.00298951+0.025161j 0.0412409-0.0143463j 0.112649-0.0614486j -0.00789465+0.0197423j -0.0177132-0.112101j 0.0239395-0.0870753j -0.0095439+0.00966191j 0.106031+0.103725j 0.0273084-0.120098j 0.0570094-0.0731871j -0.0125056-0.00492633j -0.0161361-0.0870019j -0.0456835+0.044638j -0.0676427+0.0756025j -0.0228832-0.0953661j 0.0375985+0.0631136j 0.000812651+0.0238929j -0.106641-0.0934411j -0.0537222-0.024816j 0.00012869-0.0313663j 0.0227527-0.00114653j 0.0336254-0.0631394j -0.242574-0.107254j 0.0127079-0.013736j -0.0727049-0.129638j -0.0272325-0.00242361j -0.0475848+0.0909651j 0.184078-0.0111436j 0.0406368-0.0346364j -0.0332894+0.0558671j 0.0143088+0.242666j -0.0199021+0.0103151j -0.0290606-0.035863j 0.0211455-0.00903196j 0.0397314-0.0259289j 0.0264759-0.0309822j -0.0504729-0.0610964j -0.0293092-0.0402716j -0.00771819+0.0780024j 
0.00346191-0.0099475j -0.0355859-0.0166551j -0.00798393+0.0155959j -0.00445346+0.0158599j 0.0129065-0.00526583j -0.00871981+0.0125677j -0.0161667+0.00360294j -0.00536013+0.00419835j -0.000582659+0.0100317j -0.00747822-0.00115292j 0.00864097+0.00108398j -0.014657-0.022036j 0.0182226+0.00352978j -0.00671804-0.0139364j 0.00618165+0.00610523j -0.00253457+0.0191912j 0.0137124+0.00312166j -0.00163631+0.0292408j -0.0168462+0.00502602j 0.00979267-0.0166115j -0.0242069+0.0126813j 0.00867879+0.00406882j -0.000603271+0.000623036j -0.0140819+0.0120461j -0.0083653-0.0180618j 0.00334679-0.0169055j 0.00445149-0.00829576j 0.000908362+0.00697092j -0.00747687-0.00464748j -0.0154243+0.00406813j -0.0207383-0.0113881j -0.00332034-0.00501536j 0.00800635+0.0246925j -0.0116412+0.0430699j 0.0111584+0.00643689j 0.0265643-0.0149136j 0.00542436-0.0469629j 0.0228071-0.0720623j 0.0251325-0.0192347j 0.0899168-0.0751523j -0.00599949+0.0506648j -0.0614655-0.128976j 0.0424362+0.0819503j -0.046889-0.0748286j -0.0641541-0.054653j 0.00279856-0.00323881j -0.0404362+0.062397j 0.0587265+0.125138j 0.0133317+0.0173063j 0.0674638-0.0287207j -0.0121206+0.00926809j -0.110061+0.0279079j -0.00174337-0.00302904j 0.036064+0.00453453j 0.155993-0.0852191j 0.0351395+0.0793209j -0.155015+0.0679029j 0.116288-0.160012j -0.00244781-0.0105674j 0.0709259-0.0635192j 0.0231423-0.0162385j 0.112893-0.0730299j 0.000320755-0.178618j -0.0742613-0.0365975j 0.0213649+0.0983585j -0.115314-0.0655923j 0.0353707-0.0552297j 0.0759568+0.0242346j 0.0177083-0.0856876j -0.0424059+0.0178901j 0.0480795-0.0512451j 0.0214503-0.0217963j 0.101975-0.0493306j 0.00583672-0.00856374j -0.0298341-0.0981374j -0.0475538+0.0358695j -0.133008-0.0895615j 0.0700485+0.0499411j 0.00635714-0.00991977j 0.116536-0.0350862j 0.00501014+0.181015j 0.00630185+0.148586j -0.016648+0.200908j 0.0167577-0.039949j -0.0192076-0.0402844j -0.0373206+0.078132j 0.00685747+0.0259875j -0.00451333-0.0589282j -0.105273-0.0430279j -0.0154267-0.0778212j -0.00868124-0.00341144j 0.00981692+0.0351349j -0.00798079-0.0107046j -0.00955675-0.034377j 0.00890254+0.0130513j 
