-0.0243287-0.0674128j 0.110943+0.057323j -0.0881491+0.0669878j -0.069511-0.0799208j -0.19847-0.114636j -0.113777+0.11455j 0.136412-0.0521809j -0.0756556-0.141709j -0.0667423-0.100001j -0.0918018+0.204543j 0.110004-0.123017j -0.0492969-0.0878502j -0.0833104-0.0126801j -0.150596+0.174847j 0.145709-0.0906678j -0.0147432+0.0214607j -0.00892852-0.0934943j -0.169288+0.191308j 0.0865639-0.201376j -0.102464-0.0503069j -0.0117461-0.0172745j 0.0396355+0.00261665j 0.00176186+0.0593301j 0.100662+0.031862j -0.0355525-0.0361897j -0.020918+0.0319311j -0.134486-0.00355068j -0.113839+0.0567307j 0.0224684+0.0305565j 0.000189821-0.0335652j 0.0361207+0.0832147j 0.110467+0.0348042j 0.0473648+0.0202508j -0.0951813-0.0106389j -0.0134246-0.0450637j -0.0207276+0.0043769j -0.00177917-0.0216675j 0.0045148+0.00350439j 0.00215453-0.0369573j -0.000997125+0.0147002j 0.0590717+0.00733177j -0.0213786-0.0151286j 0.0036543+0.0336977j 0.00450002+0.0116863j 0.00718235-0.0276477j 0.0248666+0.0457469j -0.0158281-0.059191j 0.00392507+0.0137408j -0.0467324-0.0182012j -0.0316202+0.0238962j 0.0410009-0.0220583j -0.00196516+0.0280748j 0.00420629-0.000805533j -0.00850146+0.0132855j 0.00736115+0.00226922j 0.0146852+0.00697455j 0.0320058+0.00286829j -0.000685651+0.00611645j -0.0211148+0.0116882j -0.0273792+0.0373395j -0.078251-0.00352759j 0.0329624+0.0283714j -0.0144845-0.00031327j -0.00727009-0.011189j -0.0219732+0.0240499j 0.0148027+0.0219663j -0.0169985+0.0148575j -0.0512461+0.0283906j 0.0173476+0.00580149j -0.00670612+0.010974j 0.0236943+0.00146286j -0.00258815-0.0163653j -0.0128189+0.0094687j 0.0190505+0.0229192j -0.0177147+0.0090133j -0.00155336+0.00816095j 0.0275662+0.0105368j 0.0395849+0.0351172j -0.0211603-0.0403063j 0.00899063+0.0267689j 0.00661171+0.0171952j 0.0118871-0.0133943j -0.0288059-0.0543778j -0.0164954-0.0333373j 0.00444432+0.0408099j 0.0240617-0.0205795j -0.0223663-0.0498004j 0.0381683-0.0171724j 0.0330448+0.0471384j 0.0174205-0.0055687j -0.0128586+0.00177878j 0.0048636-0.032187j -0.00894166-0.00891169j 0.0282257+0.0730403j -0.111979-0.0488227j 
-0.00394616-0.00481553j -0.00882152+0.00250276j -0.000687025-0.00221263j -0.000612256-0.00398563j -0.00131448-0.00105441j -0.000217897+0.00409926j 0.00838622-0.000924949j -0.00196018+0.00380942j 0.00281261+0.00467828j -0.000127583-0.00182482j 0.0013859+0.00199023j 0.00030438-0.0053419j 0.000413528+0.00303743j -0.00153191+0.00896207j -0.000463702+0.0004553j 0.00887005-0.00323874j 0.00706736+0.000476269j -0.00279901-0.00391051j -0.0106502-0.00561287j -0.00106642+0.0043458j 0.00364064-0.000344262j 0.0101141-0.0024286j 0.00101423-0.00542959j -0.000480801+0.00625023j -0.000104865-0.00204146j -0.000207153-0.000660571j -0.00140522-0.000629616j -0.011718-0.00347614j 0.00653337-0.00127891j -0.00151279-3.1934e-05j -0.00751364+0.00544629j 0.00466484+0.00117151j 0.00385217+0.00378166j -0.0034521-0.00401899j 0.0114177-0.0111143j -0.0112532+0.00106471j 0.00286221+0.00248005j 0.0011944+0.00581494j -0.00150439+0.00325645j 0.0153545+0.000405316j -0.00189523+0.0032246j 0.000854395-0.000319668j 0.0102657-0.00444024j -0.0108987-0.000749512j -0.00239454-0.00506007j 0.00115683+0.00108088j 0.00694977-0.00312019j 0.00499844-0.00140165j 0.00330619+0.00354074j 7.13502e-05+0.00187885j 0.000503988-0.00486032j 0.000176656-0.00308172j -0.00758074+0.000638102j 0.00592693-0.00627944j 0.00435175+0.00291383j 0.00313506+0.00372821j 0.000760203+0.00496927j 0.00258427+0.00748402j -0.00363034-0.00336976j -0.00493174+0.00799563j 0.00248179+0.016368j -0.00151163+0.005054j 0.00376988-0.00786401j 0.00171008+0.0012194j 0.00292904-0.00676901j 0.00873337-0.00906423j 0.00736504-0.00518676j 0.00503277+0.00484612j -0.0023147+0.00350399j -0.000930813+0.00647595j 0.00469845+0.00640882j -0.0130781-0.00707074j 0.0159189-0.00175944j 0.000429427+0.000282807j 0.00691154+0.00269154j 0.00202476-0.00095751j 0.0070484-5.18392e-05j 0.00609088+0.000646579j -0.00320545+0.00198908j 0.000940967+0.0003175j -0.0018932+0.00349765j -0.00140668-0.00296687j -0.00618063-0.00169186j -0.0001404+0.001184j 0.0095309+0.00668082j 0.00924134-0.0015895j 0.000326985-0.00836764j 0.00693893+0.00571247j -0.000502895-0.00426067j 0.00759802+0.000232232j -0.00357784-0.00069252j 0.000303502-0.000314771j 0.00208163+0.00212622j -0.0111706-0.00342359j -3.90931e-05-0.0106337j 
0.00160396+0.00109907j -0.00051737+0.000452956j 0.000810066-0.0125184j 0.00885261-0.00320473j -0.0102506+0.000103949j -0.0137981+0.00179487j -0.0229755-0.015852j 0.00620167-0.00369291j 0.00528214-0.00391983j -0.00252644+0.00981909j -0.000166723+0.00530737j 0.00228504-0.000625006j -0.00616675-0.00320853j -0.00345085+0.000762548j 0.00476127+0.00562861j 0.00290744-0.00814899j 0.000967958-0.005579j -0.00466816+0.00415551j 0.00519589+0.00544668j 0.00264882+0.0032768j 0.00172797-0.0023636j -0.00172967-0.000907122j -0.00407498-0.00229609j -0.00026601-0.00926331j 0.000484123+0.000229815j 0.00320141+0.000739846j -0.00108832-0.000322641j -0.00351018+0.0011377j 0.00255773+0.000518014j -0.00340099-0.00385339j 8.64146e-05+0.00347085j 0.00106346+0.00474282j 0.000502003-0.0017298j 0.00115623-0.00326195j -0.00188065-0.00255764j -0.000705426+0.00487749j -0.0168117-0.00835859j -0.00753798-0.0157455j -0.00150784+0.00438897j -0.00318664-0.00158012j 0.00117942+0.00145723j -0.00364199+0.00349071j -0.00471085+0.00641464j -0.0279345-0.00654514j -0.00982408+0.00746654j -0.00473873+0.00200767j -0.00217758-0.011228j -0.00776868-0.00246186j -0.0125308-0.00385528j -0.0127439-0.00493452j -0.00647986-0.0064442j 0.00382015-0.00258153j -0.000439104-0.00029926j 0.00401434+0.00334431j -0.000124191-0.00568357j -0.000172042+0.00313501j 0.00141556-0.000716076j 0.00427592-0.00384767j 0.000466693-0.0010563j -0.0076116-0.00541224j 0.00333938+0.00154601j 0.0100285-0.00670049j 0.00671167-0.00923612j 0.00498053+0.00219153j -0.00142964-0.00150561j 0.00136129+0.00139535j 0.00195466+0.0118578j 0.0123188+0.000764943j -0.00802923-0.00215872j 0.0016741-0.00174624j 0.003232-0.00390182j -0.00479038-0.010762j 0.000590509+0.00850611j -0.00366349+0.0010834j 0.00157032-0.000215101j 0.00734506+0.00420093j 0.00118828+0.00853296j 0.0107159+0.00722259j -0.00442748-0.00271475j -0.00722193+0.00492509j 0.00586086-0.000134416j 0.00109883+0.00292859j -8.50364e-05+0.00422557j -0.000144834-0.0014106j -0.000657849+0.00260905j -0.00497467+0.00452119j -0.00244462-0.00920595j 0.00715048-0.00331352j -0.00971554-0.00646111j -0.000263966+0.00187836j 0.0176338+0.000432286j -0.0140307-0.00346767j 0.0127724-0.00284356j -0.00481567-0.00349218j 0.00348988-0.00263363j 
0.0128724+0.00828891j -0.00179681-0.000493398j -0.0124323-0.00557101j -0.00160136+0.00103844j 0.00919221+0.00367989j -0.00227507-0.000247377j -0.00462351+0.00441535j 0.000396649+0.0100238j 0.00994997+0.00186761j -0.0065631-0.00392866j 0.00253116-0.00501516j 0.00440126+0.00308289j -0.0048559+0.00115737j -0.00137748-0.00053126j -0.00437804-0.00326148j 0.000161732-0.00080057j 0.00171957-0.00172481j -0.00142843-0.000208714j -0.00747428-0.000313326j 0.00171343+0.00026679j 0.00663629+0.00570397j 0.00909524-0.00749j 0.00102178-0.00499292j 0.0036719+0.00555189j -0.00625159-0.00530842j -0.00581528-0.00575508j -0.00139079+0.00037697j -0.00132381-0.00329304j 0.00417505-0.00375269j -0.000949686+0.00338658j 0.00357826-0.00409087j -0.000576179-0.00229966j 0.000785544+0.00159327j -0.00611108-0.00316744j 0.00658992-0.00311565j -0.00790587-0.000825785j -0.00614954-0.0152466j 0.0223671+0.00987376j 0.0091761-0.00359438j 0.00153655-0.00207015j -0.00215139-0.000108356j 0.00678135-0.00233226j 0.00924953+0.00526047j 0.00730702-0.00461708j 0.00951304+0.00317748j 0.000890507+0.00280937j -0.00174122+0.0148823j 0.0139409+0.00866208j 0.0161709+0.0147935j 8.19607e-05+0.0108652j -0.00551973+0.00725732j -0.00188409+0.00633695j -0.00450366+0.00426425j -0.00342695+0.0012885j 0.00418526+0.000247701j -0.0044276-0.00169217j -0.00691776-0.000385335j -0.0063698+0.002838j 0.000712273-0.000270863j -0.00511337+0.0222754j 0.000604981+0.0139781j 0.0144304-0.0177707j -0.000555961-0.00920576j -0.00164126-0.00388283j 0.012079-0.00400267j 0.000406986-0.0115024j 0.00616484+0.00430477j -0.0141246-0.00664727j 0.0125923+0.000352089j 0.00547407+0.00776461j 0.00309109+0.00499382j 0.00496601-0.00101995j -0.00415242+0.00872958j -0.00260087+0.00493895j -0.00211725+0.00656321j 0.00754178-0.00522537j 0.00393316-0.000133844j -0.014804+0.01037j -0.002942+0.00136067j 0.0118509+0.00312613j 0.0104413-0.00206897j 0.00250357+0.0173492j 0.0107397-0.00620425j 0.0062562+0.00125578j -0.00136255+0.003301j -0.00753183+0.0096699j 0.000893326-0.00577248j 0.0127289+0.000940465j -0.00802481-0.00883593j -0.0134625-0.0014129j 0.000285022+0.00297044j 0.00138412+0.00299146j 0.00184183+0.00327458j -0.00136367-0.00473993j 0.00652194-0.00236959j 
-0.000956439-0.0037544j -0.0056516-0.00980433j 0.00305741-0.00352587j -0.0024363-0.00401274j -0.00533836+0.00346217j -0.00312539+0.00349326j 0.00168871-0.000662305j 0.00386262-0.00227379j -0.00697305-0.00257365j 0.00142452+0.00126955j -0.000120094-0.00109223j -0.00338943-0.00562848j 0.000298272-0.00173415j -0.000373417+0.00124573j 0.00368958+0.00277466j -0.000274085+0.000154408j 0.000682255-0.00287777j -0.0017092-0.00402813j -0.00227704-0.00292251j 0.00562662+0.000321163j 0.00324239-0.00102007j -0.00477772+0.00976634j 0.00130165+0.00458876j -0.00481256+0.00343853j 0.00615165+0.0007894j -0.000749724-0.00153674j -0.00134326-0.002786j -0.00310135+0.000687689j -3.44129e-05+0.00176964j 0.000686051-7.60567e-06j 0.00135993+0.000583379j 0.00110398+0.00213936j -0.00207507-0.0016099j -6.10537e-05+0.00332333j -0.000996832+0.00115656j 0.00154129-0.00331938j -0.0191118-0.00130555j -0.0280627-0.0204265j 0.00377932+0.00298919j -0.0121191-0.0144989j -0.00333131-0.00146554j -0.0048346-0.00717986j -0.018197+0.00729911j 0.000758056-0.00310124j -0.00655579+0.00864206j -0.0143292+0.00280189j -0.0108732-0.00645159j -0.00100254-0.0117252j -0.00792919+0.0034596j 0.000349012-0.00526144j -0.0024102-0.00505624j -0.000516555+0.00191312j 0.00834139-0.00106348j 0.00353293-0.0061247j -0.00305055+0.00188326j -0.0114614-0.0102397j 0.0052538-0.0008108j 0.00432759-0.000323371j 0.000934161-0.00983964j 0.0115238-0.00897854j -0.00354376-0.00591326j -0.000359099+0.00548858j -0.00761979-0.0027169j -0.00795011-0.00442153j -0.00507541-0.00169932j 0.00826015-0.00518218j -0.00376186-0.00635874j 0.0208456+0.00886153j -0.00331044-0.0049676j 0.00131197-0.00657825j -0.000726469+0.0164873j 0.0046332-0.00726657j 0.00327174+0.00562662j -0.00556815+0.00131766j 0.00240286-0.00778834j 0.00414038+0.00852607j 0.000135293+0.00701551j 0.00405813+0.00567252j 0.00320206-0.00934527j 0.00189403+0.0039457j 0.0015738+0.00567884j 0.000418596-0.00442323j -0.00902781-0.00634174j 0.00577276-0.000758035j -0.00699673-0.00408678j 0.000263547+0.00326346j -0.00614662+0.0081337j -0.0092062+0.00833503j -0.00639235-0.000191385j -0.000924898-0.00123934j 0.00158161-0.00496647j 0.0078359-0.00583805j -0.00124559-0.00882562j -0.0075359-0.00565891j 0.00366186-0.010213j 
0.0132032-0.00766993j -0.0153001-0.00838138j -0.00321837-0.00265471j -0.00970584-0.00166246j 0.0111583-0.00213404j -0.000434318+0.00237604j 0.00448508+0.00480497j -0.00123458-0.000596239j 0.00496522-0.000919763j -0.000314852-0.000262124j 0.000218949-0.00224126j -0.00321505-0.00225828j -0.0043036-0.00638672j 0.000606978+0.00018911j 0.00383205+0.00474703j -0.00604402+0.0024544j 0.00230505-0.00509241j -0.00424213+0.00303172j -0.00771912+0.00141826j 0.0039687-0.0119577j 0.000902771+0.00516897j 0.00572866-0.00375267j 0.00248778-0.00217186j 0.00117087+0.00168942j -0.00860776-0.00875485j 0.000916859-0.0106976j 0.00599462-0.00343859j 0.00264801-0.00111378j -0.00218214-0.00157412j 0.000102141+0.00105083j 0.00424684-0.00455469j -0.00432725-0.0013119j -0.00559366-0.000874907j -0.00699223-0.00100096j 0.0184389+0.00569538j 0.00528879-0.0026226j -0.0279575-0.014054j -0.0293958-0.0264627j 0.00672173-0.00801294j 0.0155561+0.00309019j -0.00243945-0.00164212j -0.00609338-0.00207669j -0.0204934+0.0170409j -0.000500105-0.00262633j -0.012104+0.0151154j 0.00584704+0.002562j 0.00116448-0.00237714j -0.00860176-0.00694202j 0.00124195+0.00440997j -0.00772967-0.00614177j -0.00676181+0.00702413j 0.00394435+0.0092632j -0.00148202+0.00561652j -0.00303138-0.00775238j -0.00410302-0.00372339j 0.00219988+0.00820124j 0.00500662+0.00483337j 0.00225521+0.00629829j -0.00482423+0.00375193j 0.00946042+0.0110592j -0.000606922+0.00461581j -0.000817774-0.0110579j 0.00576588+0.00384846j 0.00527564+0.00373378j 0.00140417-0.00427079j 0.00362336-0.00183698j -0.00573297-0.00247602j 0.0173205+0.0123473j 0.0109506-0.0287938j -0.00131347+0.0100906j 0.00966862+0.011887j 0.00152682+0.00196862j 0.00512278+0.0163465j -0.00305907+0.001008j -0.000651773-0.00363861j 0.0108386+0.00887093j -0.000590628+0.00337047j -0.0060683+0.0079137j 0.00172022+0.00202731j -0.0015556+0.00147348j -0.0040644-0.00168592j 0.00424885+0.0100586j 0.00865052+0.00536353j -0.00368883-0.00182837j -0.00145663+0.00788015j -0.00127473-0.00371139j -0.00082361-0.0047239j -0.0125845-0.00374586j -0.0160674+0.00384927j -0.0133503+0.00286059j -0.00396856-0.0018289j 0.00491568+0.0119199j -0.005344-0.000250204j 0.00410587-4.06647e-05j 0.0085604+1.06963e-05j 
-0.00535244-0.00718395j 0.000625767-0.000927441j -0.000282264+0.000961046j 0.00260695-0.000258288j -0.00652448+0.000734684j 0.00990758-0.00252996j 0.00416457-0.000660489j -0.008023+0.00128602j -0.000657634+0.0022665j 0.00836437+0.00127333j 0.00300995-0.001614j 0.00361315+0.000224823j -0.000353886+0.00111601j 0.00198107+0.00602624j 0.000707192-0.000276436j -0.000161993-0.000779807j 0.0038796-0.00220627j -0.00100995+0.00119545j 0.00532786-0.00313387j -0.00456399-0.0030491j -0.00916262-0.00546054j 0.000549636+0.00287918j -0.00369374+8.09837e-05j -0.00245709-0.00338033j 0.00329207-0.00493087j -0.00343911-0.00190562j -0.00469821-0.00222915j -0.00198353+2.21906e-05j 0.000209655+0.00192978j -0.00140843-0.00229684j -0.000619035+4.06391e-05j 0.00310114+0.00414647j 0.00260431-0.00414483j 0.00014962+0.00178336j -0.0037279+0.00363145j 0.000945188+0.00322113j 0.00496835+0.00623546j -0.033542-0.00618332j -0.00443305-0.000316762j -0.00730127+0.00819475j 0.000603102+0.00463375j -0.00409438-0.00168142j 0.000172652+0.00475928j -0.0217717+0.00914865j -0.0062368-0.0103579j -0.00145565-0.00261538j -0.00629217+0.0066614j -0.011607+0.00514636j -0.0172698-0.00335296j -0.00827717-0.00883888j -0.00333922-0.00810047j -0.00714823+0.00245597j -0.00207097+0.00218465j -0.0111581-0.00136351j 0.00466717-0.000651592j -0.00295391-0.00495196j 0.0175013+0.0135475j -0.00326854-0.0026098j 0.00197772-0.004476j 0.00498248+0.00201939j -0.00336009-0.00468947j 0.00818112-0.0112981j 0.00705056-0.00257275j 0.00361939+0.0078374j -0.00178253-0.0019656j 0.000102148+0.00406704j -0.0102133-0.00559197j -0.00161559+0.00861195j 0.000648802-0.0238243j -0.00656127+0.00798506j -0.0057539+0.00719175j 0.0021447-0.0161118j -0.00938396+0.0046515j 0.00343048-0.00593718j -0.0135985-0.0102623j -0.0221879-0.00768605j -0.0102258+0.0143867j 0.00422869+0.00835767j 0.00809561-0.000497305j 0.000261427-0.00689329j 0.00157189-0.00255159j -0.012036+0.011595j 0.00224853+0.00396632j -8.41453e-05+0.00253671j -0.0029279-0.00282543j -0.00538026+0.0089297j 0.00106786-0.00585189j -0.00324289-0.00232331j -5.24963e-05+0.00335923j 0.00496035+0.000177418j -0.00257003+0.0027932j 0.00585136-0.00555143j -0.00505728+0.00497965j -0.00409607+0.000845323j -0.00335718+0.00381993j 
0.000909227-0.00946021j -0.00516405-0.0075695j -0.00282952+0.0107936j -0.00157314-0.00741299j 0.00328665-0.00934005j -0.00887661+0.00352872j 0.00236511+0.000429168j 0.00510825-0.00283003j 0.00351323-0.00604721j -0.00248406+0.0035617j -0.000468052-0.00702851j 0.00320283-0.00594594j -0.000955181-0.00327856j 0.000568528-0.00287698j 0.00193427-0.00128815j -0.0129243-0.00318958j -0.00138214-0.0086432j -0.00121792+0.00118364j -0.00183466+0.000481218j -0.000392654-0.00449704j 0.00820233+0.00111018j -0.00334289-0.00266993j -0.00208635-0.00158494j 0.00245693-0.00438759j -0.00294213-0.00263268j 0.00133622-0.00602357j 0.00833898-0.000727103j 0.0134715+0.00207803j -0.00203067-0.00263157j -0.00391819+0.00104822j -0.00364489-0.00725409j -0.00557406-0.000223138j -0.00259599-0.00183096j -0.000540199-0.00174063j -0.00126158+0.00360289j -0.00259654+0.00087979j -0.00568228-0.00735728j 0.00115438-0.00709921j -0.00253748+0.00059201j 0.000639993+0.00551678j -0.0101239+0.00199459j 0.000771402+0.00742232j -0.0105544+0.00253209j 0.00312066+0.0026206j -0.00359479+0.0120931j -0.00103541-0.00183343j -0.00156214-0.00278665j 0.00553028-0.00588647j 0.00123261+0.00513142j -0.00522516+0.000538664j 0.00281365-0.000645447j 0.00595638-0.00250415j -0.00757022-0.00113969j 0.010819-0.00269181j 0.00698703-0.00283088j 0.007092-0.00448848j -0.000230411+0.00198041j 0.0055711+0.00194502j -1.55313e-07+0.000886822j 0.000693329+0.00535541j 0.0110566+0.00585718j 0.000263775-0.0023689j 0.00530831-0.00129825j 0.00635847-0.00145478j -0.0085838-0.00299892j 0.00611462+0.00457143j 0.00667124+0.00400865j 0.00178681-0.000998505j 0.00116105+0.00377061j 0.0111309+0.00611572j 0.00300908+0.00212329j 0.00305517+0.000898894j 0.00610552+0.00680092j 0.00264719+0.00265972j 0.0040203+0.00299475j 0.00692244+0.00816737j -0.00201168-0.00255351j -0.00549356-0.00783914j 0.002279+0.001758j -0.00597282+0.00473246j -0.00120332-0.00613234j 0.00379904+0.000353208j 0.00153763-0.00434246j 0.00122878+0.0038971j -0.00650704+0.00462357j 0.00163859+0.000182492j -0.00139329-0.00368559j 0.00127438-0.000496024j -0.0030166-0.00254249j -0.00443559+0.000260981j 0.00725743-0.00792402j -0.00200613+0.00896963j 0.00255246+0.00451048j -0.002023-0.00224904j 0.00493485+0.00488249j 
-0.00740137-0.00628812j -0.00553774-0.00350494j -0.00567161+0.00916252j 0.00414762-0.00863139j -0.00425379-0.00924408j -0.00609529+0.001797j 0.00101142-0.000135258j 0.00129625-0.00096979j 0.00387357-0.00128401j -0.00243912+0.00497161j 0.00367887-0.00384004j 0.00800764-0.00541008j 0.000523665+0.000888775j -0.00340846+0.00298272j 0.000577459-0.00421838j -0.0049005-0.00478036j 0.00392071-0.00319864j 0.000109225-0.000188809j -0.00128564-0.0013092j -0.00302961+0.00154243j 0.00700603+0.00321265j 0.00367799-0.00612409j -0.00426389+0.000459468j -4.09966e-05-0.00101743j 0.00206393-0.00293795j 0.00198279-0.00403896j 0.00112626-0.000299011j 0.00983484-0.000437689j 0.00512479-0.00327331j -0.00628344-0.00124865j -0.0101015+0.00275441j 2.94375e-06+0.00115882j 0.0069005-9.67277e-05j 0.00615804-0.00351512j -0.00520079-0.00256501j -0.0145007+0.00250539j 0.0059684-0.00555279j 0.0105777+0.00516367j -0.00668777-0.00154352j -0.00716589-0.0102802j 0.000738456+0.0113508j 0.00260659+0.00907444j 0.0100457-0.00202448j -0.0169794+0.00596597j -0.00112556+0.000650291j -0.00482439-0.00335048j 0.00048712+0.00356359j 0.0125973+0.00218411j 0.00277646+0.00555141j -0.00651935+0.00197393j -0.00177058-0.00281696j -0.00609455-0.00487128j -0.00126508-0.00217067j 0.0116746+0.00119624j -0.00134389+0.0049596j 0.00487761+0.00148909j -0.00241893+0.00787041j -0.000883636-0.00169554j -0.002149-0.00533471j -0.0148461+0.0149147j -0.00494637+0.00158125j 0.00538696-0.00978359j 0.00548997-0.00781562j -0.0129587+0.00279082j 0.000478669-0.00187352j 0.0064377-0.0116226j 0.0127065+0.00128838j -0.000446791+0.00221748j 0.00255857+0.00586765j -0.00768532+0.0165843j -0.00398762+0.000566013j -0.00887389-0.00632207j 0.0111488+0.00149631j -0.00713609-0.0010117j -0.00609235+0.00269462j 0.00279708+0.0002076j 0.0113467+0.00205404j 0.00229671+0.00605848j -0.00898113+0.00247612j 0.00258218+0.00329878j 0.00705862-0.00189591j 0.0046008+0.00319091j -0.00423068+0.00149874j 0.00530321-0.00207867j 0.0127593-0.00982942j 0.00313313+0.00995374j 0.00744723-0.00365633j 0.0102961+0.000111612j -0.00398332-0.0111787j 0.00653417+0.000471021j 0.0111032+0.00231745j -0.0133316-0.00207045j 0.00755698-0.00293075j -0.00317202+0.00216729j -0.00296044-0.00304468j 
-0.00974525-0.0124716j 0.00704423+0.0195871j -0.00148707-0.00523139j 0.000887252+0.00285339j 0.00324891+0.00587892j -0.00642237+0.0165729j -0.0012872-0.0107672j -0.00140532-0.000289482j 0.0107233+0.00755472j -0.00326547+0.00236599j 0.000911271+0.0017179j -0.000476272-0.00363749j -0.00412308+0.00270817j -0.00181914+0.000869054j -0.00107242-0.00303373j -0.00207247-0.00703228j -0.00255066+0.000885989j 0.00225362-0.00317842j 0.00808929-0.0120824j 0.0052973+0.00445099j -0.00855133-0.0104145j -0.00346796+0.00331148j 0.00116667-0.00850415j 0.00333679+0.0109483j 0.00354639+0.00105172j -0.00123539+0.0107824j -0.00654599+0.00967254j -0.00409371+0.00202898j 0.000215651-0.00152126j 0.00130476-0.00205065j 0.00360412-0.00589525j 0.00801944-0.000986472j -0.00204677-0.00443005j -0.00616504+0.00335566j -0.00393423-0.003957j 0.00298982-8.18233e-05j 0.0250858+0.0146332j -0.0189115+0.00343264j 0.00708388-0.00986876j 0.00271757+0.00884552j 0.00133272-0.00261715j -0.000745913-0.0105222j -0.0019948+0.00602732j -0.00480908+0.0223893j 0.00462631-0.00288562j -0.00136792+0.00427337j 0.00127727-0.0125155j -0.00307407-0.00405085j -0.00754232-0.00682348j -0.000350024+0.00152272j -0.000865402+0.00227288j -0.00444209+0.00118161j 0.00462008+0.00242225j 0.0047491-0.00181669j -0.00657953+0.000834456j -0.00187323+0.0020839j 0.00409196+0.0159701j 0.00280838-0.00155361j 0.00085906-0.00536003j -0.00748837+0.0104521j -0.00428437-0.00211147j -0.00926907+0.0148444j -0.016493+0.00630155j -0.00455132-4.49374e-05j 0.000166118+0.00348841j 0.00127264+0.0128722j 0.00465212-0.019174j 0.00664903+0.0072085j 0.00706149-0.0150474j -0.0105185-0.00148436j -0.00694213+0.00556954j -0.00857496-7.43011e-05j 0.00479233-0.00441758j 0.00355734-0.00420162j -0.00933101-0.00884478j -0.0187934+0.000946227j -0.00190141-0.00163308j -0.0012955-0.00324546j 0.00459426+0.000423955j -0.00258217-0.00588794j -0.0113713+0.00366833j -0.00608404+0.0003308j -0.00518655-0.0120602j -0.00142175-0.00355639j -0.000297275+0.00807549j 0.00915186+0.00149655j -0.00552265-0.000989508j -0.00321897+0.00568618j 0.0173535+0.0053049j 0.00767123+0.00242901j -0.0118116+0.00748084j 0.00856352-0.00753072j 0.00487396-0.00239488j -0.00234747+0.00122248j -0.00887227-0.00528011j 
-0.00952038+9.45507e-05j -0.00610184-7.97764e-05j -0.00617062-0.000965207j 0.00253384+0.00199855j -0.00199652-0.000739951j -0.00618648+0.000297617j -0.00446696+0.00154036j 0.00247291+0.00100551j -0.000302391+0.000388671j -0.00171985+0.000769981j 0.000831565+6.7645e-05j -6.68485e-06-0.0015071j 0.0015001-2.09241e-05j -0.000798373+0.000616211j -0.00328126+0.00304521j 0.00350352+0.00177714j 0.00170878+0.00446542j -0.00256891+0.00386843j -0.0103823+0.00821427j -0.0117561+0.00173627j 0.0012475+0.0037756j 0.0058025-0.0042385j 0.00487758-0.00184011j -0.00468716-0.00111554j 0.0101734-0.00774254j 0.00535544-0.00730254j 0.00364462-0.0025591j 0.00157108+0.000279235j 0.00277156-0.00138832j -0.00238832-0.0028083j -0.00867929-0.00287142j -0.000176147+6.57512e-05j 0.00627351-0.000403131j 0.00481066+0.00385723j 0.00134955+0.000609623j -0.00551372-0.000893049j 0.014774-0.00211032j -1.36513e-05+0.00120351j -0.00146188-0.00462419j -0.000536272+0.00589945j -0.0004866+0.00399263j -0.00263372+0.00527653j -0.00213542+0.00459506j -0.00782533+0.0134183j 0.00472508+0.0166177j 0.00919047-0.0103055j 0.00280668-0.00519521j 0.00484612-0.009713j 0.0045264+0.000108156j -0.00657185+0.00312567j -0.0129857+0.00949799j -0.00345192-0.00394259j -0.00834301+0.00557215j 0.013729-0.00323926j -0.00184965-0.00412381j -0.0208732+0.00938397j -0.0030521+0.0115955j 0.00787595-0.00468366j 0.00381841-0.00942129j -0.015891+0.0172748j 0.000142351-0.00436694j -0.00676202-0.00526521j -0.00579164+0.0117997j 0.00093662+0.00780985j 0.0185105-0.00262025j 0.00936364-0.00979302j 0.0231322-0.0133338j 0.021899+0.00170172j 0.0144425+0.00187468j -0.00281182+0.00767231j -0.00581134+0.00597273j -0.0104198+0.000965124j 0.0149661+0.00640857j -0.00563185-0.0104799j -0.00313558-0.00382245j -0.00402832+0.00743652j 0.00826459-0.00161869j -0.00346373+0.00156053j -0.00341627-0.00710935j 0.00350917+0.00355947j 0.000758922-0.0133867j -0.00245648+0.00317207j -0.00907135-0.00115083j 0.0150895-0.00547327j -0.00111562+0.00619041j 0.00801077+0.00462639j -0.00825305+0.00195816j 0.0143423+0.00512888j 0.0070653-0.0101724j 0.00696274+0.000360937j 0.00250018-0.00128773j -0.00758685+0.00196971j 0.00925427-0.00716328j -0.0156193-0.00266925j 0.00628556-0.0055354j 
