-0.00298856-0.00562734j 0.00152743+0.0221875j -0.00490108+0.0156116j 0.00130061-0.000371542j 0.000891607+0.0029209j 0.000139344+0.0421645j -0.00656417+0.0185623j 9.09044e-05+0.0286458j 0.00510257+0.0159505j 0.017163+0.040482j 0.0167759-0.00176468j 0.00866964-0.0542144j 0.0491486-0.0304131j -0.0546908+0.0726525j 0.018653+0.0496725j -0.0188021+0.00585655j -0.00564871+0.0130724j 0.00082623-0.00422914j -0.023568+0.00933724j -0.0162384+0.0128985j -0.0166147+0.0106804j -0.0211621-0.000131167j 0.0190617-0.00153293j 0.0118572-0.00425492j 0.00957125+0.00592711j -0.0144874+0.0155811j 0.00479695-0.00629592j 0.0224088-0.00451499j 0.0111434-0.00686315j 0.0151192-0.00654087j -0.0292974+0.000234686j 0.00659509-0.0037975j 0.0331186+0.00942888j 0.0268184+0.00579506j 0.0335075+0.0189285j -0.0186968-0.0140027j 0.0249834+0.00858837j -0.00406388+0.00056108j 0.00906106+0.00795264j -0.0105577+0.0017211j -0.00525939+0.00159896j 0.00864813+0.00505745j -0.00443225-0.0110813j 0.00379935+0.000449112j -0.0036023+0.00730914j -0.00531437+0.00522687j -0.00502599-0.0032142j -0.0103437-0.00113227j 0.00256497+0.0117377j 0.00144237-0.00642366j 0.00279257-0.000834991j 0.010316+0.0047826j 0.0060294-0.0141213j 0.00473797+0.00216458j -0.00906852+0.00813533j -0.0108036-0.00831245j -0.00167408-0.00372154j -0.00339668+0.00610673j -0.00066461+0.00289919j 0.00966677-0.00132441j 0.0120415-0.00546864j 0.013052+0.00475016j -5.382e-05-0.00461661j 0.0075526+0.00293275j -0.0121498+0.0104427j 0.00266964-0.00347511j 0.00272933-0.00665661j -0.00680381-0.00987335j 0.0116943-0.0109198j 0.000244585-0.00213414j -0.00599024+0.000259167j -0.00444173-0.00398241j 0.0168759+0.000772679j 0.00485411-0.0101477j -0.00811694-0.012782j 0.00651611+0.00189019j -0.00274236-0.000234246j -0.00671994-7.18033e-05j -0.000323038+0.00625941j -0.00374402+0.00329548j -0.00615158-0.0181895j -0.00583666+0.00883902j 0.00221028+0.00066274j 0.00582773+0.00201433j -0.0214343-0.00841752j -0.00124262-0.00536542j 0.0043978+0.00643745j 0.0018751-0.00193964j -0.00713709+0.00789548j -0.00880447-0.00660658j -0.0136723-0.0133516j 0.0110288-0.0176512j -0.00481229+6.78294e-06j 0.0161898+0.00342873j 0.0101771-0.0190915j 
0.00841581+0.00329132j -0.0432805+0.0205561j -0.015655+0.016653j -0.0291161-0.0202178j -0.0114209+0.00156101j -0.0694715+0.00717824j -0.0187637-0.0100177j -0.0346806-0.00736808j -0.0344194+0.0262497j -0.115112+0.024582j -0.0182177+0.0664705j 0.0806097+0.0160944j 0.0317938-0.0240939j -0.0177176+0.00891085j 0.015812-0.00441022j 0.0230825+0.00524833j -0.0529464+0.0112237j 0.0251463-0.00924807j 0.00478268-0.00442439j -0.0219612-0.00195105j 0.0109431-0.0013491j 0.0227628+0.00080415j -0.0338734+0.00241434j -0.00136325+0.00167875j -0.0261915-0.00399989j -0.0176299-0.00086495j 0.0474893-0.000491677j -0.00572988-0.0024648j -0.0903871-0.00216042j 0.0731014-0.0019198j -0.350895+0.00081188j 0.450095+0.00402237j -0.0904142-0.00124707j 0.076676+0.00546998j -0.0673535+0.00257177j -0.146122+0.00104436j 0.0585972-0.00106512j -0.0112149+0.00454751j -0.0455142-1.94435e-05j 0.00727444-0.00029769j -0.00719011+0.00297882j -0.00320826+0.00090064j 0.018943-0.00651641j 0.00246415-0.00180215j -0.0111591+0.00353035j -0.0114055+0.0015964j -5.5762e-05+0.00157827j -0.00178377-0.00326942j -0.00442197+0.00991492j 0.00748068+0.00141139j -0.00127504-0.00410128j 0.00526902-0.000538777j 0.00835051-0.00250458j -0.00428129+0.00219488j -0.0129537+0.00656689j -0.00188435-0.00446998j -0.0015585+0.0040758j 0.000520472-0.00678562j -0.00718842+0.00717521j 0.00391702-0.00328189j -0.000166549-0.00452161j 0.00942323-0.00174054j -0.00266825+0.00591252j 0.00227712-0.00351659j -0.00104277+0.0028124j 0.00356504+0.000800089j -0.000143102+0.0053236j -0.00361802-0.0059244j -0.0211909+0.0221019j -0.00549482+0.0109973j -0.00236779+0.00663515j -0.00668846-0.00351492j -0.000508151-0.0136304j -0.0184549+0.00496157j 0.0112867+0.0111798j -0.00426181-0.00671659j -0.00352333+0.0197888j 0.00222906-0.00541739j 0.0101108-0.0110059j -0.0277541+0.0216257j -0.0133705+0.00507137j 0.0138939-0.0182822j -0.0246073-0.0198033j -0.00985396+0.0193624j 0.0371916+0.00444493j -0.00309537+0.00331149j 0.0125286+0.0217278j 0.0900318+0.0310173j -0.0534794+0.0213739j -0.0162307+0.0139209j 0.00274625-0.00543928j -0.0203231+0.0359871j -0.00874953+0.0014741j -0.00814095-0.00751734j 0.00888291-0.00291748j 
-0.00932983+0.0127097j -0.00706918-0.015684j -0.0155694+0.0158319j -0.00267995-0.0180834j -0.0145401+0.0113311j -0.0129817-0.0129153j -0.00161507+0.00263866j 0.00418828-0.0241783j -0.0422445+0.0273145j -0.00652038-0.0292331j 0.0114786+0.0569348j -0.0115704-0.0362047j -0.0310718-0.010842j 0.0213961-0.0175265j 0.0157736-0.0229053j -0.0290293+0.00271652j -0.0144927-0.011506j 0.0387746+0.00129503j 0.0313308+0.00110498j 0.0309266+0.00093267j 0.0169604-0.00427757j 0.00832513+0.00548719j -0.021848-0.00287171j -0.00672861-0.000215852j 0.053339+0.00150093j 0.0422961+0.00148853j 0.0509202+0.000623059j 0.033984-0.000149931j 0.0333778-0.00640268j 0.0690818+0.00270018j -0.400663-0.00339539j -0.312242-0.0095335j -0.0111887+0.00467583j -0.0886499+0.000559326j -0.0769721+0.00188771j 0.0851582-0.00348147j -0.00853241+0.00405624j -0.0342142-0.00489472j 0.010282-0.00374872j 0.0160374-0.00254174j -0.00291417+0.00162999j -0.0147064-0.000617612j 0.0247844-0.0064167j 0.0271373-0.00585508j 0.000477535-0.00128498j -0.00831725+0.0048328j -0.00392678-0.0011581j 0.002311-0.00255483j -0.00178402+0.00038949j 0.00604872+0.000277167j -0.00358734-0.000705366j 0.00112698-0.00182979j 0.00552151-0.00251555j -0.00360589+0.00274924j 0.00213597-0.00220825j -0.0131949+0.00880381j 0.00064331-0.00255549j 0.00805401-0.00969094j -0.0055751+0.00415548j 0.000504199+0.00377132j -0.0140333+0.0114616j 0.00565511+0.000786169j 0.00307078+0.00388613j -0.00363869-0.000416748j 0.00159312+0.000186602j -0.000477349+0.00371132j 0.00357506+0.00341019j -0.00217498+0.00640635j -0.00398482-0.00263475j 0.00669285-0.00256765j -5.82597e-05+0.00189952j 0.00580521-0.00124691j -0.00831645-0.000814254j -0.0147287+0.0215346j 0.014766-0.00690181j 0.0111693-0.0116906j 0.0106421-0.0180352j -0.00367583-0.0124068j -0.00932543-0.0355659j -0.0066982-0.0106917j -0.0112491-0.000257901j 0.00599326+0.00936225j -0.0160963-0.00498702j 0.01871+0.0065935j -0.033143-0.000201925j 0.0476315+0.00451001j -0.0224057+0.0188039j 0.0327542+0.0116197j 0.0164399+0.0333628j 0.0121247-0.00731202j -0.00168299+0.0161758j 0.0140801-0.0177363j -0.0105131+0.034029j -0.0127063+0.0126333j -0.000315587-0.00465251j 
-0.0812696-0.00811219j -0.0232356+0.0220844j -0.0463513-0.00323505j 0.0427389+0.0242998j 0.0133978-0.00123473j -0.0106883+0.0530454j 0.0334816+0.0108711j 0.0669719+0.0219026j -0.0226108+0.00846499j 0.0128864+0.0940434j -0.015568-0.0211278j -0.0589938-0.0668009j 0.0276735-0.012261j 0.000484234-0.00289547j -0.0171637-0.00185006j -0.0473072-0.00341305j -0.0354039+0.00945945j 0.017919+0.00339723j 0.0110135+0.00848734j -0.0309752+0.0112106j -0.00403969+0.00482371j 0.0290595-4.1116e-05j -0.0560513+0.00107129j -0.0174517-6.86991e-05j -0.0685186+0.00617833j -0.0719699+0.00682775j 0.0420926+0.000919864j -0.0353774+0.000410334j -0.230954-0.000965645j 0.0254794+0.00206452j -0.241449-0.00373774j -0.0701539-0.000436559j 0.0216396+0.000258608j -0.258564+0.00562536j 0.0854103+0.00108351j -0.0406461+0.00427513j -0.0045044-0.000278707j -0.0165567+0.00424688j -0.00157831+0.00681405j -0.00441546-0.00514922j -0.00655526+0.000830318j 0.0135827-0.000827158j 0.00348837+0.00314243j -0.0309294+0.00564692j 0.00250285+0.00791099j -0.00253603-0.00603791j -0.00292903+0.00154099j -0.00310816+0.00561995j -0.0178591+0.0006219j -0.0073686-0.0104714j 0.00767204-0.0068783j -0.00396468+0.000130886j 0.00273089-0.000878106j 0.00191139+0.00158182j -0.0086+0.00342707j 0.0198109-0.00843079j -0.00886302+0.0050447j 0.00650356-0.011588j -0.00162672+0.000605799j 0.00204986-0.00116786j 0.0163928-0.00333905j 0.00108021+0.00251469j -0.0066529-0.00724842j 0.00710409+0.00314707j 0.00140232+0.00151267j -0.00293902-0.00103752j -0.00856395+0.0116392j 0.00839443+0.00424928j -0.0210178+0.00730255j -0.0241025-0.010274j -0.0012778-0.00651812j -0.00417055+0.00211441j 0.0122663-0.000442757j 0.0107387+0.025096j -0.0138163-0.000894596j -0.00116089-0.0238937j -0.0333911-0.00065591j -0.00337153+0.00368035j -0.0212163-0.012743j -0.0161292-0.016123j 0.0121699-0.010519j 0.0477412+0.00627336j 0.0213686+0.0278729j -0.0482042-0.0560288j -0.0126131-0.0184929j 0.0307307-0.00748749j -0.0461975+0.00676069j 0.0246742+0.0320935j 0.0345222-0.0737269j -0.00484079-0.00123174j -0.000614351-0.00229115j 0.0227341-0.0206487j -0.0200277+0.00712935j -0.00472048-0.00325879j -0.00561296+0.00362919j 
0.0058668-0.0426294j -0.0388794-0.0171889j -0.0100867-0.0442367j 0.0102186+0.0299502j -0.00572502+0.0116509j -0.00862859-0.044848j 0.00370677+0.035665j 0.0170953+0.0440659j -0.0449774-0.025561j -0.0239388-0.0574545j -0.0323951-0.0136213j -0.0590722+0.0442191j -0.0114873+0.0183518j 0.00693873+0.0189687j -0.00746909+0.019756j 0.0331663-0.0199955j 0.0112326-0.00609904j -0.0548336+0.00959844j -0.0511167+0.000624248j -0.0209953-0.00210488j 0.013517-8.00614e-06j -0.101434+0.000110167j 0.108642-0.00102077j 0.0335439-0.00151575j 0.0040536-0.000650572j -0.0385277-0.00163714j -0.125819-9.76063e-05j 0.0247687+0.000858312j 0.277195+0.00844981j -0.133493-0.00381841j -0.308331+0.00379767j -0.125274+0.00604995j -0.125163-0.00338675j -0.0385522-0.00521459j 0.130963-0.00252712j 0.0159817+0.00384199j -0.0632255+8.14641e-05j 0.0565704-0.00707099j 0.00191273+0.0106642j -0.0350116+0.00331242j 0.010839+0.00600442j 0.0176462-5.09237e-05j -0.0298137+0.0160715j -0.0322526+0.00453156j 0.0341261-0.00492756j -0.00173615+0.0057959j -0.000522548+0.00455746j -0.00705159+0.00444117j 0.022392-0.011262j -0.0252588+0.00717798j -0.0282025+0.0116838j -0.00310359-0.00413968j -0.0173814+0.0079127j 0.0117157-0.012044j 0.0221514-0.0014935j 0.00305893+0.0087088j -0.00468523+0.00193589j -0.0189608+0.00769331j 0.00626454-0.0105885j -0.00997904-0.00807758j -0.00451905+0.000136216j -0.0120887-0.00820971j -0.0018618-0.000834835j -0.0105014-0.0123895j -0.00323789+0.00162645j -0.00183418-0.00841117j 0.0113605-0.00660193j 0.00241566-0.00108199j 0.0355678-0.00710032j 0.00106625+0.0100548j -0.0248409+0.00118383j 0.00940355+0.00604391j -0.0165701-0.000920058j 0.0334275+0.00611556j -0.0250025-0.0307762j -0.0108113-0.00207207j 0.027733+0.00337594j -0.00935857-0.0122572j -0.00615909-0.00149144j 0.00446483-0.00279745j 0.00298201-0.011225j -0.0150638-0.0529218j 0.0200914+0.043276j 0.0393605+0.0123124j 0.00614924-0.014038j 0.00282706+0.0188214j -0.0123675+0.032673j 0.0298524-0.0346063j 0.0109683-0.00571066j -0.00138118+6.2374e-05j 0.00637736-0.0107992j -0.00473818-0.00529776j 0.0104232-0.0236751j 0.0066256+0.0018977j -0.0060527+0.0077275j 
-0.0268725-0.0283617j -0.0086559+0.000475333j -0.00904703-0.0147679j 0.00821454-0.00250863j 0.00782894+0.00971542j -0.00763845-0.0121659j 0.00478615+0.00998797j 0.0157591+0.00964995j 0.0058858-0.0178843j 0.0141955+0.0150185j 0.038293+0.0910625j -0.0243611-0.01362j 0.0220237+0.00726904j -0.000637513+0.0111172j -0.0285962-0.0166241j 0.000154886-0.0141758j 0.0112969+0.00267149j -0.0289927+0.00154588j -0.00666278-0.0026784j 0.00191894+0.000209538j 0.0135563-0.00195339j -0.0302792-0.000715568j 0.0180611+0.00087302j -0.00234267-0.000369615j -0.0267532+0.000172305j -0.0243175+0.000790648j -0.0549729-0.00329159j -0.0116117+0.00175431j -0.0110284+0.00101358j 0.00850239-0.00251356j 0.265882+0.00455481j -0.0761945+0.00416583j 0.107597+0.00244677j -0.0287641-0.000876217j 0.14089+0.000298537j -0.0215294+0.00175349j -0.0629551+0.000268585j 0.0273255-0.00214874j 0.00207081+0.00825827j -0.019126-0.00205449j -0.00589498+0.00293989j 0.00490819+0.00294349j -0.0175942+0.00545456j -0.00725637+0.00118324j 0.0103059-0.00171067j -0.000978761+0.0022522j 0.00324578+0.00180843j -0.00322575+0.000267576j 0.00510719-3.73404e-05j -0.00839209+0.00131257j -0.0109233+0.00255743j -0.00175861+0.00163538j -0.00166426+0.00238928j 0.00353973-0.00623766j 0.00106055-0.000311828j 0.0048237-0.00201316j -0.00014922+0.000821558j -0.0113943+0.00264518j -0.00182572-0.00739007j -0.00151388-0.00584119j 0.00120717+0.000556383j -0.00108483-0.000897203j -0.00307346-0.00246744j -0.00714945-0.00522891j -0.00442715+0.00198897j -0.00117588-0.000199428j -0.00385547-0.00546679j 0.0048608+0.00774472j -0.0195796-0.00162754j -0.00449189-0.0128297j -0.0269714-0.00443888j 0.00415298-0.0130558j 0.0130637+0.00662903j 0.0081411-0.00511083j 0.000282084+0.0120695j 0.00652344-0.0184992j -0.0154585-0.00700145j -0.00542866-0.022113j -0.011157+0.00961585j -0.0423202-0.0381041j -0.048275-0.0313752j -0.0247278+0.0134143j -0.0272938-0.00599215j 0.00191548-0.0123059j 0.000465398-0.0239662j 0.021781-0.0107548j -0.0333178+0.0647446j -0.0295834+0.034091j -0.006436+0.0156683j -0.00312589+0.00651594j -0.000317686+0.000726033j 0.00645322+0.00516967j -0.00119962-0.00109528j 0.00781249-0.0016291j -0.00755031+0.00740398j 
-0.0144832-0.0166997j -0.00169732-0.00209136j -0.00434947-0.0137412j 0.00683557+0.0133241j -0.000591924+0.00173522j -0.00222104+0.00390847j 0.00112996+0.0186503j 0.0202801+0.0211106j 0.00398982-0.0121576j -0.00194658+0.012982j 0.00143993+0.0198155j 0.00445494-0.00477946j -0.0501439+0.04558j 0.053178-0.0132343j 0.0188669+0.0107784j -0.0101096-0.0117405j -0.0057935-0.00126619j -0.0148067+0.00348112j -0.00453052+0.000520623j -0.012142+0.00173622j -0.00697334-0.000281949j -0.00929024-0.000820331j -0.00124926+0.000767043j -0.00218392-0.000285429j -0.0338842+0.00124628j -0.0500408+0.00110828j -0.0472296-0.000553156j -0.0149064+0.00128634j -0.0927004+0.00147402j -0.0592641-0.0014818j 0.00168684+0.00268528j 0.0151897+0.00213078j 0.0346401+0.000388524j -0.0542163+0.00427565j -0.497512+0.00894008j 0.0559345-0.00195248j 0.0617098+0.00361034j -0.0346875-0.000540763j 0.0095862+0.00344644j 0.0024919+0.000729225j 0.00696639-0.00112512j 0.00162599+0.000846439j -0.00637144+0.00395092j -0.00364899+0.00435108j 0.0089017-0.00135013j 0.0098951-0.00166792j -0.00489415+0.00267754j 0.00055731+0.00191459j -0.0158937-0.000511255j -0.00349055+0.00084254j -0.0110996+0.00209008j -0.0113964-0.000271764j 0.00123396+0.000838737j 0.00845455-0.00254991j 0.0070727-0.00153891j 0.00809361-0.00333173j -0.0106467-0.000360017j -0.0049463-0.000293625j 0.00118742-0.00490304j 0.00574915-0.0024791j -0.00455185-0.00268987j 0.00268693+0.000874101j -0.00105564-0.00457416j -0.00343617-0.00262098j -0.00563958+0.00471349j -0.000814661-0.000520999j 0.00914189-0.000654326j -0.00104901-0.00218664j 0.00596337-0.0002002j 0.000864803-0.000395844j -0.0100667-0.0110266j 0.0117425+9.13049e-05j 0.000316214-0.0140724j 0.0145014-0.00196979j -0.00973854-0.00370189j -0.00779684-0.0106721j -0.00153479+0.0186885j 0.00514168+0.00498476j -0.00312884+0.0211056j 0.00497098+0.00249451j -0.0322797-0.00223463j 0.0144775-0.00769548j -0.00265349+0.0145923j -0.0202763-0.0164798j 0.000922376+0.0715311j -0.0579649+0.0257671j 0.00130152+0.0195953j 0.017476+0.00398193j 0.00888877+0.0131175j 0.00475769-0.0190417j 0.00609904-0.00472691j -0.0112262-0.0306952j -0.0049104-0.0112069j -0.0184687+0.0115008j -0.0051781+0.00526741j 
0.0174316-0.000964415j 0.029486+0.00390758j 0.0277554-0.00058583j -0.0116183+0.00234052j 0.00553698+0.00645048j 0.00841514+0.00621427j -0.0151498+0.00277378j 0.00547284-0.00174142j 0.0753555+0.0133429j 0.0233856+0.0183963j 0.0250813+0.0274205j 0.00360601-0.00484452j 0.0138234-0.00469045j -0.0201794-0.00136416j -0.0117618-0.00369098j 0.0184447+0.000635188j 0.0262906+0.00363996j -0.0205611-0.00273737j -0.00764214-0.00139149j -0.00970603+0.000488943j 0.00660294+0.000451416j -0.0111066-0.00245585j -0.00518325+0.00293547j -0.00878709+0.000576924j 0.00789917-0.000317064j -0.0295307+0.000302395j -0.0150391-0.00278877j -0.00911268+0.000193549j 0.038595+0.00220827j -0.632159-0.0032381j -0.130063-0.00182508j 0.0048078+0.000461959j 0.141555-0.00116947j 0.160047-0.00222231j 6.30257e-05-0.000443272j -0.0132966-0.00133206j -0.0129642-0.00103831j 0.016559+0.00217284j -0.0064019-0.000180222j -0.000455603+0.000591133j -0.00424413-0.00375028j -0.0034361+0.000691639j -0.00772379-0.000255631j 0.00389641+0.0041137j -0.00177491-0.00336091j -0.00314823+0.00115426j 0.00113389-0.000513071j 0.00218154-0.000393817j -0.00171187-7.24149e-05j 0.0026592+0.000672827j 0.000908482+0.000452499j 0.00355242+0.00319208j 0.00218707+0.000150313j -0.00121222-0.00262843j -0.00176798-0.00416941j -0.00253326-0.000470249j -0.00102825+0.00161591j 0.00401157+0.00242862j -0.00321583-0.00299753j 0.00380239-0.00496203j -0.00198796-0.00570243j -0.000544638+0.00421737j -0.0033825-0.00103445j 0.00503938+1.29736e-05j -0.00386782+0.0032391j -0.000836274+0.00435579j -0.00668978-0.00125227j 0.00575097-0.0111203j -0.00896577-0.0121741j -0.00872167-0.00502622j -0.00383949+0.0146781j -0.00198156-0.00328299j 0.0198981-0.0166951j -0.0143032-0.0350737j 0.00638011-0.000198878j 0.00953318-0.0229271j 0.0038033-0.00533481j -0.00834427+0.011929j 0.0304693+0.00666483j -0.000443796-0.0122588j -0.0443671+0.000282424j 0.027806+0.0302355j 0.0274892-0.00808892j 0.0253377+0.0191097j -0.0011626+0.000631489j -0.000985872-0.0120305j 0.0151854-0.0129965j -0.0425376+0.0338773j -0.0135172+0.00180068j 0.00148776+0.00190525j -0.00197729+0.00414912j -0.0065912+0.00636842j 0.00917106+0.00269167j 0.00971723-0.00447013j 0.00411948-0.00062454j 
-0.0171789+0.00363057j -0.00549667-0.0106013j -0.0257986-0.0145202j 0.0312367-0.00022629j -0.00821834-0.0131695j 0.0102789-0.00399288j 0.00116667-0.0062623j 0.0298279-0.00628027j -0.0191073-0.0548369j 0.0106107-0.00479747j -0.0419117-0.0253496j 0.0127518-0.0355548j 0.0508897-0.0235532j -0.00797878+0.00154434j 0.0317225-0.0140515j -0.00109594+0.00310883j -0.0129053-0.00953621j -0.0183113+0.00331806j -0.000416293+0.0013544j 0.00120766-0.00166984j -0.0176189-0.000444118j 0.0155382+0.00217185j 0.00599027-0.002272j -0.00101478+0.000632822j -0.0575606-0.00141386j 0.00954646-0.00283423j -0.0578175+0.00281471j -0.0728833+0.000136506j -0.14809-0.00659161j -0.176889+0.000924453j 0.00250431+0.00350035j -0.0118334+0.00311972j -0.169694+0.00146473j 0.337493-0.00285168j -0.0143771+0.00370835j -0.0199914-0.00426508j 0.0250923+0.000193228j -0.00241971-0.000539176j -0.0385281-0.00124365j -0.00219204-0.00044918j -0.00959455+0.00210471j 0.00184032+0.00275967j -0.0182043+0.00628051j -0.00638864-0.00454762j -0.0188429+0.00469775j 0.0130534-0.00239901j 0.0159817+0.00278789j -3.58558e-05+0.00205191j -0.00330345+0.000895757j 0.0103918-0.00283465j 0.0141406+0.00135574j 0.000307523+0.00277914j -0.00282306-0.00469908j -0.00610136+0.00385321j -0.00932143+0.0054797j 0.00704194-0.00803958j 0.00364639+0.000686668j -0.0170033+0.00728375j 0.00423003+2.62928e-05j 0.00268281-0.0036629j 0.0276916-0.000862394j -0.00416316+0.00164429j -0.00379956-0.00718554j -0.00165255+0.00144772j -0.00619962-0.00451223j 0.00168635-0.00668403j -0.00181293+0.00154453j 0.00240048-0.00273398j 0.000595096+0.00822554j 0.00150436-0.00311111j 0.0210695-0.00011633j -0.00805746+0.00293029j 0.0145901-0.00214983j 0.0243582+0.0181312j -0.00310488-0.0101065j -0.0103443-0.0135788j -0.0169097-0.0207178j -0.0222888+0.0126704j -0.0396398+0.0102839j 0.0121937+0.0188471j 0.00182636-0.0147578j 0.00393748-0.00687165j 0.0150162+0.00864693j 0.00908973-0.0124385j -0.0144414-0.0020974j 0.0160482-0.062782j 0.0215216-0.00118887j -0.00521497-0.0360909j -0.0136254+0.000893874j 0.00465393+0.00548347j -0.00449176+0.00894352j -0.00221638+0.0103092j -0.00329143+0.022834j -0.00165313-8.3757e-05j 0.0115649-0.00905619j 
-0.00993952-0.0154867j 0.00204726+0.00986599j 0.00337107-0.0107942j -0.0294291+0.011455j 0.00566164+0.0140231j 0.00397251-0.0060938j -0.011324+0.0128106j -0.0231959+0.0310607j -0.0278466+0.0292483j 0.0541638+0.0165065j 0.00577382+0.0185948j -0.0172563-0.0309682j 0.0158085-0.0136614j 0.00968396-0.0131578j 0.0220339-0.00512032j 0.0252608-0.00476698j -0.00470562+0.00297478j -0.0157806+0.00140152j -0.0215614+0.00204399j -0.0270115+0.00312587j 0.0183241+0.0015205j -0.0407181-0.000746531j 0.0444952+0.00211437j 0.028323+0.000886209j -0.0501494+0.00190585j -0.107031+0.00167551j -0.00910631-0.00376954j 0.0637732-0.000202399j 0.425142+0.00469569j 0.266257+0.000878402j -0.0452146-0.0011585j 0.104649+0.00156644j 0.0419668-0.0025233j 0.354201-0.00316692j -0.026751-0.00128492j -0.0428574+0.000813825j 0.0607865-0.00232898j 0.0183512+0.003132j -0.0505771+0.00634135j 0.000509151-0.00288289j -0.00801285-0.00176224j 0.00577914+0.00207023j 0.000251049+0.00348721j -0.0125131+0.00599806j 0.000718444-0.00340552j 0.000746545+0.000180695j 0.00221559+0.00286792j -0.00249193+7.22587e-05j 0.00467267-0.00384476j -0.00915021+0.00544626j -0.0128655+0.00936672j 0.00923417+0.00081724j -0.0126734+0.0129601j 0.000991269-0.00774846j -0.000135786-0.00621782j 0.00912396+0.00142871j -0.00606307+0.00671082j -0.00313623-0.00426138j -0.00564757-0.00132791j -0.00112675-0.00334479j 0.00108272+0.00552098j -0.002996-0.00379496j -0.00908426+0.000193456j 0.00108514-0.0055681j -0.00407501-0.00472279j 0.0057182-0.00535411j -0.000310628-0.00823369j 0.00532015-0.00114562j -0.0133475-0.0110017j -0.0125085+0.000927468j -0.0127459+0.0164732j 0.00013362-0.00757623j -0.00875769+0.0341552j -0.0128842+0.00145927j -0.0136987-0.00701176j -0.00424244-0.0177719j -0.00784531-0.0197347j 0.0005553-0.00432892j -0.00173856+0.0133043j -0.0589387-0.0259626j 0.0283234+0.0175013j -0.00342007+0.00107352j 0.0238967-0.00620538j 0.0376799-0.00170294j -0.0162689+0.00578223j 0.0119701-0.0431608j 0.0212649-0.0101954j -0.0303377+0.0331547j -0.0114548-0.0122512j 0.00466927+0.00190053j -0.00270668+0.0078494j -0.00736897-0.000439917j 0.0117271+0.00999292j 0.00448114-0.000908727j 0.00524227-0.00208447j 
0.0491758+0.0176698j 0.0308949+0.0102925j 0.0316027+0.0347236j -0.0337885-0.0338854j -0.0121523-0.0156597j 0.0492352+0.0159918j -0.034871-0.0526587j -0.0533931-0.0197255j 0.00791382+0.00283464j 0.0783133+0.0254147j -0.0120267-0.00304928j -0.0287093-0.0200048j -0.0137591+0.0162743j -0.0140534-0.00770754j -0.0114221-0.00317253j 0.0124595+0.0070531j 0.0162804+0.00796367j 0.0499426-0.00695445j 0.0279529-0.00504522j 0.0286967-0.00175482j -0.0137794+0.00189953j 0.0829103-0.00334269j -0.0549256+0.000935206j -0.00240227+0.000394697j -0.011332+0.00236626j 0.11058+0.00137433j 0.141461+0.000657211j 0.00202614+0.000628176j 0.230397-9.605e-05j -0.129143+0.00346126j -0.051421+0.0028201j 0.152412+0.000117851j -0.0938523+0.0014651j -0.138504+0.00253489j -0.00905642-0.00065182j -0.0180083+0.00115716j -0.00381962+6.64314e-05j -0.00358062+0.0032128j 0.0181842-0.00620946j 0.019161+0.00114428j 0.00932532-0.00534158j -0.00517387-0.000801652j 0.0320943-0.0121419j 0.0104026-0.00380529j -0.022697+0.001811j 0.00242714-0.00889709j -0.00296088-0.00770344j 0.00278907-0.00546855j -0.0048413+0.00411096j 0.013335+0.000817777j 0.027525+0.000473076j -0.000221215+0.000662965j 0.00775487+0.00380161j -0.00792305+0.011827j -0.0164683-0.00503456j 0.0107421-0.00845652j 0.00319238-0.000211606j 0.0191003-0.000792177j 0.00121796+0.0115371j -0.00426503+0.014933j 0.0121481+0.0140808j 0.00913548+0.0137244j 0.0130262+0.00112969j 0.00859091+0.0136622j 0.015613-0.00603562j -0.00439604+0.00207231j -0.0216798-0.00775289j 0.00375-0.00620088j -0.039313-0.0250647j 0.0111321-0.00376217j 0.0206798+0.0341829j 0.00598626-0.00940016j 0.00338576+0.00637907j -0.0136732-0.0138133j -0.0124863+0.0398513j -0.0145641-0.00569937j -0.0258236-0.0544512j -0.00781329+0.0121842j -0.00259322-0.00641599j -0.0128221+0.00565876j 0.00241484+0.016113j -0.0186691+0.019237j 0.0158153-0.0277206j 0.037776-0.0492196j 0.00309413+0.00125198j 0.00893546+0.00538258j 0.00326254-0.00548222j -0.00855688-0.00298265j 0.0153479+0.0028185j -0.000769712-0.00248359j 0.0019769-0.00252128j -0.0012667+0.0027793j 0.00535841-0.0148634j 0.00300035-0.00234503j 5.33123e-05+0.0035473j 
