-0.00298856-0.00562734j 0.00152743+0.0221875j -0.00490108+0.0156116j 0.00130061-0.000371542j 0.000891607+0.0029209j 0.000139344+0.0421645j -0.00656417+0.0185623j 9.09044e-05+0.0286458j 0.00510257+0.0159505j 0.017163+0.040482j 0.0167759-0.00176468j 0.00866964-0.0542144j 0.0491486-0.0304131j -0.0546908+0.0726525j 0.018653+0.0496725j -0.0188021+0.00585655j -0.00564871+0.0130724j 0.00082623-0.00422914j -0.023568+0.00933724j -0.0162384+0.0128985j -0.0166147+0.0106804j -0.0211621-0.000131167j 0.0190617-0.00153293j 0.0118572-0.00425492j 0.00957125+0.00592711j -0.0144874+0.0155811j 0.00479695-0.00629592j 0.0224088-0.00451499j 0.0111434-0.00686315j 0.0151192-0.00654087j -0.0292974+0.000234686j 0.00659509-0.0037975j 0.0331186+0.00942888j 0.0268184+0.00579506j 0.0335075+0.0189285j -0.0186968-0.0140027j 0.0249834+0.00858837j -0.00406388+0.00056108j 0.00906106+0.00795264j -0.0105577+0.0017211j -0.00525939+0.00159896j 0.00864813+0.00505745j -0.00443225-0.0110813j 0.00379935+0.000449112j -0.0036023+0.00730914j -0.00531437+0.00522687j -0.00502599-0.0032142j -0.0103437-0.00113227j 0.00256497+0.0117377j 0.00144237-0.00642366j 0.00279257-0.000834991j 0.010316+0.0047826j 0.0060294-0.0141213j 0.00473797+0.00216458j -0.00906852+0.00813533j -0.0108036-0.00831245j -0.00167408-0.00372154j -0.00339668+0.00610673j -0.00066461+0.00289919j 0.00966677-0.00132441j 0.0120415-0.00546864j 0.013052+0.00475016j -5.382e-05-0.00461661j 0.0075526+0.00293275j -0.0121498+0.0104427j 0.00266964-0.00347511j 0.00272933-0.00665661j -0.00680381-0.00987335j 0.0116943-0.0109198j 0.000244585-0.00213414j -0.00599024+0.000259167j -0.00444173-0.00398241j 0.0168759+0.000772679j 0.00485411-0.0101477j -0.00811694-0.012782j 0.00651611+0.00189019j -0.00274236-0.000234246j -0.00671994-7.18033e-05j -0.000323038+0.00625941j -0.00374402+0.00329548j -0.00615158-0.0181895j -0.00583666+0.00883902j 0.00221028+0.00066274j 0.00582773+0.00201433j -0.0214343-0.00841752j -0.00124262-0.00536542j 0.0043978+0.00643745j 0.0018751-0.00193964j -0.00713709+0.00789548j -0.00880447-0.00660658j -0.0136723-0.0133516j 0.0110288-0.0176512j -0.00481229+6.78294e-06j 0.0161898+0.00342873j 0.0101771-0.0190915j 
0.00706817-0.00704642j 0.00676659+0.0124732j 0.0201196+0.0266327j -0.0329447-0.0164427j -0.0190408-0.0151617j -0.0679197-0.0113617j 0.000423445+0.0281397j -0.0193784+0.0245244j 0.00967838-0.0187296j -0.0193899+0.0249983j 0.00250751-0.00279553j 0.0167878-0.0145177j -0.00699356+0.00251649j 0.000313425-0.00663625j -0.0013271-0.0012308j 0.00310001-0.00500417j 0.0047536+0.00536749j 0.0811289+0.0064255j 0.0901167+0.00470448j 0.354321+0.00959182j 0.0156883+0.003775j -0.194608+0.00312094j -0.0788739-0.000102236j -0.0740598-0.00546006j 0.0971809-0.00368852j 0.0613256-0.00262528j 0.0529383+0.000598169j 0.0766097-0.00191776j 0.046161-0.00171678j -0.00343902+0.000204713j 0.0101097-0.00119935j -0.0122323+0.00257347j -0.033125-0.000347693j 0.0120491+0.00112087j 0.0100628+0.000972203j -0.0173018+0.00418719j -0.0142181+0.000353405j 0.0119112-0.000901464j 0.00619157+0.00202366j 0.0134777-0.00313874j -0.0172215-0.00181762j -0.0225138-0.00239279j 0.0440952-0.0120599j 0.114169-0.0163535j 0.0450356-0.014944j -0.0183817-0.000437259j -0.00967004-0.017035j 0.00341347-0.0167908j 0.0220315+0.0249492j 0.0153213+0.0479402j -0.0120414-0.038426j -0.0116683-0.00912359j 0.00626467-0.00403589j 0.0134917+0.00418726j 0.0146849+0.00201206j -0.00699114-0.0130188j 0.0172771+0.00911286j 0.000929981+0.00819075j 0.0062655+0.00237663j 0.015674-0.0150561j 0.0197578-0.0186688j 0.00301298-0.00796519j -0.0194903+0.00777276j 0.0102096-0.000477964j -0.0122932+0.00727502j -0.00257505-0.0137719j -0.00435624-0.00987667j -0.0142358-0.0130484j 0.00286806+0.00978155j -0.0203359+0.0089566j -0.00871898+0.00492312j -0.00679821+0.000195915j 0.00862959+0.00620622j 0.0122695-0.00267765j -0.00632696+0.00114801j -0.0082753-0.009887j -0.00896196+0.0121368j 0.00153094+0.00192065j -0.00305316+0.00805781j -0.00220952-0.00271824j 0.000332088-0.00414777j 0.00247893-0.00754967j 0.00616949-0.00318801j -0.0100163+7.26379e-05j -0.00625283+0.00450682j 0.00100774-0.00426891j -0.00362278+0.00509116j -0.00228861+0.00631592j 0.0116291-0.00997193j 0.000697905-0.000396833j -1.22403e-05+0.000838105j 0.0116711-0.00486201j -0.00370009+0.006289j 0.0014587-0.000818355j -0.0016383+0.000486149j 
-0.0134288-0.00835292j 0.0123281+0.0156261j 0.00650145-0.00256146j 0.00980061-0.0051855j 0.00228233+0.00245916j -0.00036572+0.000449646j 0.0131913-0.0395231j -0.0183255+0.0436867j -0.00235418-0.000505468j -0.020238+0.0252443j -0.00423992+0.00520089j 0.0221025-0.0173817j -0.0148622+0.00209738j 0.021544-0.00615885j -0.014255-0.00401298j -0.00456441-0.00520753j -0.0023808+0.00787043j 0.0043926+0.00250542j 0.0369269+3.18533e-05j 0.0319794+0.00281141j -0.0776823+0.00306022j -0.0596006-0.00378916j 0.0656122-0.00405916j 0.0237272+0.00872966j 0.465425-0.00781983j -0.044247-0.000170215j -0.0740199+0.00313681j 0.0070012-0.00160008j -0.00137413-0.000185576j -0.0013988+0.00127245j 0.00425503-0.00171342j -0.019323+0.00450463j -0.00668411-0.000215013j 0.00377235+0.00107424j 0.0028682+0.00328333j 0.0238828+0.00296478j -0.00697786+0.00105257j -3.47799e-05+0.0036623j 0.0152002+0.00298735j -0.00149885-0.00191823j -0.00563034-0.002484j -0.0102344+0.00172653j 0.00176717-0.00147116j 0.015967-0.00374811j 0.016987-0.0134531j 0.00843384+0.00400758j -0.00767342+0.00120535j -0.00163976-0.00124078j 0.00710903+0.00485717j -0.0118662-0.011052j -0.0071322+0.0121919j -0.0217761-0.0315276j 0.0280441+0.0347993j -0.000620305+0.00304778j -0.00459302+0.0277125j -0.00220288-0.0290913j -0.01482+0.00583378j -0.0109016-0.00807986j 0.0182382-0.00242226j -0.0391816+0.0222232j 0.00503073-0.0120498j 0.0127576+0.0133102j -0.00450474-0.00602078j 0.0206463-0.00392956j -0.0070967-0.0057391j -0.0246728-0.0102831j -0.0181712+0.00756399j 0.0050549-0.0020334j -0.00904089+0.018527j -0.0180889-0.00668041j 0.00403491+0.00862213j 0.000721699+0.00815966j -0.00172052+0.0087495j 0.00740146+0.00427014j 0.010506+0.0163559j -0.0103272-0.0116633j -0.00920526+0.00101343j 0.00435421+0.000596822j -0.00018309+0.0026423j -0.00795013+9.28718e-05j 0.0018723+0.0042205j 0.00353871-0.00530964j 0.00333361-0.0044558j -0.000951803-0.00669572j -0.00216417+0.00268203j -0.00329268-0.00297729j -0.00529496+0.00439085j -0.000513997+0.0086263j 0.00552204-0.0077922j 0.000114443-0.00168047j 0.00131634-0.00128622j 0.00771584-0.00694199j -0.00172057-0.0019241j -0.000208132-0.000574429j -0.0110896+0.00524816j 
-0.0264333-0.024328j 0.00952135-0.00450675j -0.0032868-0.0336172j 0.0186905+0.00121873j -0.0249408+0.00330731j 0.0731811-0.0228369j -0.0103953+0.0143333j -0.0232422+0.0441379j 0.000897-0.0105342j 0.00653536-0.00298616j 0.00316808-0.00339444j 0.00587272-0.00839369j 0.00667478-0.00893483j -0.0155182+0.00562561j -0.0172653-0.000606171j 0.0236908-0.00888991j 0.0139277-0.00263554j -0.197796-0.00144583j -0.0589351-0.000914729j -0.0454199+4.10021e-05j -0.0781129+0.00213217j 0.089555+0.000918016j 0.0331822+0.0109981j -0.106448+0.00187018j 0.204729-0.00403585j 0.123688-0.00315733j 0.177132-0.00572949j 0.0473812-0.000735404j -0.127728+0.00624596j 0.0578336-0.00269123j -0.0614252+0.00352991j -0.00876207+0.000791421j 0.0253901-0.00238039j 0.0102904-0.00460076j -0.00466336-0.00201316j 0.000819068-0.00094129j -0.0185128-0.00255249j 0.00184257+0.000818279j -0.0106414+0.00508919j -0.0286477+0.00145179j -0.010959+0.000743701j -0.00358279+0.00550671j -0.0693661+0.0186538j -0.0232755-0.00316263j -0.012426+0.0179562j 0.0213194-0.000577099j -0.000702744+0.0180284j 0.00343427+0.00118935j -0.0297841-0.045033j 0.0273334+0.0207969j 0.0423035+0.0266744j -0.00460944-0.00412116j 0.0250782+0.0240004j -0.0154194-0.0109968j 0.00362046-0.0370663j 0.0246845-0.0314316j 0.0181754+0.0158472j 0.0146323+0.0376381j -0.016565-0.00466114j -0.0288833-0.00293563j -0.00433392+0.00301692j -0.0311106+0.0270693j -0.0327559+0.00532771j -0.0338594+0.0191722j -0.0249763+0.00366678j -0.0130532-3.73796e-05j 0.00111393-0.00192286j 0.00201549-0.00846773j 0.00404097-0.0100688j -0.00618824-0.0080298j -0.0114601+0.011613j 0.0108523-0.0116094j -0.00713318+0.0172487j 0.00440629-0.010946j -0.0169429+0.00274735j -0.0018853-0.00605605j 0.00726104-0.00949493j -0.0117612+0.0019495j 0.00930754+0.011389j -0.0132935-0.00372729j -0.00666103+0.00405593j -0.0178686-0.00558563j 0.0253448-0.000860663j 0.0098337+0.00663826j -0.00368168+0.00298396j 0.000748154-0.00634145j 0.015896+0.000384302j -0.0108435-0.00688722j -0.00606778-0.0057766j 0.00182691+3.12374e-05j -0.00415983+0.00253501j -0.00712235-0.0026525j -0.00642145+0.0081982j 0.006464-0.000234211j 0.00863627-0.00261406j 
0.0645435+0.0164003j -0.00630306+0.0155533j 0.113766+0.0229271j 0.00235329-0.0272706j 0.0167329+0.0143112j 0.0491428-0.0237043j 0.0179692+0.00417428j 0.00859421+0.00299804j 0.00209344-0.0104045j 0.0013958+0.00548827j 0.00320356-0.00131367j -0.00832119-0.00840262j 0.00520981+0.00247107j 0.0175904-0.00203332j -0.00100223-0.000396856j 0.0017849+0.00271133j -0.0197469+0.00576724j 0.235202+0.00355401j 0.0901859-0.000126151j -0.218379+0.0041157j -0.0840945+0.00274504j -0.189321+3.02421e-06j 0.312888+0.00594593j 0.246653-0.00156298j -0.0419515-0.00089704j -0.0796797+0.0024814j 0.0186686-0.000786536j 0.0225441-0.00102793j -0.0633489+0.000101363j -0.0077398-0.0010703j -0.00845779+0.00095193j 0.013989-0.000947814j 0.0127485+0.000315312j 0.0112862-0.000560198j 0.0105316+0.000693985j 0.0448434-0.00188795j 0.0333856+0.0012972j -0.0225545+8.48942e-05j 0.0251899-0.00408996j 0.0495134+0.00314382j 0.023176-0.00165687j -0.00999864-0.00486164j 0.103562-0.0186044j -0.0240824-0.00601847j -0.0164694-0.0255987j 0.020156-0.0111798j -0.0254692-0.0606957j -0.0172757-0.0160536j 0.00945816-0.0267509j 0.0188247+0.00796251j -0.0115833+0.0118058j 0.00550369+0.00802421j 0.0195948-0.00218204j 0.0253132+0.0156514j 0.0146852-0.0306597j 0.018781-0.0252592j 0.00891934-0.0153356j 0.0172323+0.0020627j 0.00508092-0.0142538j -0.00373515+0.0263299j -0.000414932+0.00826406j -0.00678784+0.022208j 0.0103329+0.00911552j -0.0144973+0.00952379j -0.0115559+0.000390137j -0.0116514+0.00770898j -0.00321218+0.010496j 0.000957477-0.0050851j 0.00336895+0.00191454j -0.00042303-0.00458027j 0.00334206+0.000564403j 0.0110721-0.0078782j 0.00455623-0.00132315j 0.00168954-0.00229556j 0.0101688+0.000831196j -0.00389394+0.00479904j -0.00913021-0.00946264j -0.00985384-0.00319508j 0.00126167+9.55156e-05j -0.00666591+0.00917147j 0.00997708+0.00245517j -0.00849407+0.00728052j -0.00307358-0.00498734j 0.0111308-0.00285507j 0.0011993+0.000273329j -0.0019319+0.00224202j 0.00289934-0.00342095j 0.00606358-0.000689517j -0.00332393+0.00496261j 0.000945816-0.00239991j 0.00283645-0.00134596j -0.00390601+0.00123714j -0.00193137-0.00246899j -0.00985529+0.00176422j -0.00746503+0.00185272j 
0.0293044+0.0331233j 0.0086695+0.00253164j 0.0394393+0.00456318j 0.00827086-0.0063376j 0.0202065-0.00191279j -0.0110658-0.00785905j 0.00255886-0.0152476j -0.000453846+0.0328777j -0.00175927-0.00189092j -0.000111896+0.000285947j 0.00195048+0.000218746j -0.00279244+0.000458702j -0.00901201+0.00441521j -0.00465399-0.000719872j -0.0046604+0.00345727j -0.0361461+0.00701698j 0.0115212+0.00445671j 0.203394+0.0117527j -0.0826056-0.00455238j -0.0978598-0.004014j 0.122026-0.00402165j -0.0340575+0.00568503j 0.0677299+0.00103432j -0.578456+0.00554093j 0.0504653+0.000445203j 0.0243067-0.000350674j -0.0356122+0.00156578j -0.00885694-1.74154e-05j -0.014969-0.000304819j 0.00354808+0.000939209j -0.00225943+0.00015517j 0.0210746-0.00145746j 0.00981905-0.000664054j 0.0257204+0.000526257j 0.0165291-0.00136189j 0.0215214-0.00216528j -0.0019245-0.00242626j -0.00159925-8.23737e-05j 0.0386311-0.00661044j 0.0372582-0.000632409j 0.0478296-0.00618702j 0.0371909-0.0127821j 0.0798172-0.0162682j -0.0109995+0.00416229j -0.00539949+0.00548412j -0.0302941-0.0166165j -0.022676-0.0428697j 0.00876826+0.0187142j 0.0115065+0.0106915j -0.00927663-0.00880186j 0.0129946+0.00611512j 0.00173619-0.0216589j -0.0163641+0.0193965j 0.0261733+0.00214244j -0.00404442-0.016622j 0.0131143-0.00111229j -0.00595839-0.0121188j -0.006404-0.00750152j 0.0196621+0.00580054j -0.0162381-0.0213076j 0.0093825-0.00506409j 0.000558046+0.0012667j -0.0103178-0.00649175j 0.00372342-0.00113627j 0.00233084-0.00947949j -0.00256193-0.00777924j -0.0115017-0.000831594j 0.00462936-0.00281951j -0.00722817+0.000162417j 0.00422012-0.0078192j -0.0071579-0.000108968j 0.00163263+0.00778966j -0.00635328-0.00462951j 0.000770028+0.00227718j -0.00572996+0.00794872j 0.00401323-0.00364378j 0.00334269-0.00127815j 0.00553208-0.00375403j -0.00709667+0.00160956j 0.00490768-0.00603856j -0.00450656+0.00391296j 0.00928389-0.00254179j -0.00733906+0.0032874j -0.00489289+0.003014j -0.000447382-0.000333846j 0.0014642-6.16199e-05j -0.0124199+0.000728556j 0.00455785-0.00425962j 0.00676508-0.00208967j 0.000669154-0.00078037j 0.00191863-0.00202612j 0.00854103-0.00159898j 0.00695761-0.00432214j 0.00147099-0.000138603j -0.00580016-0.000195941j 
-0.0224999-0.0243597j 0.0671081+0.0321809j -0.0686583-0.0241115j -0.0703909-0.0347318j -0.0108189-0.0025444j -0.0078879+0.00887838j 0.00442641-0.0117452j 0.00862442-0.0166858j -0.00388864+0.00668664j -0.00456523-0.0120693j 0.000687285-0.00238222j -0.00852019+0.00135171j -0.00468395-0.0042005j -0.0037098-0.00328662j 0.00958148-0.0052932j 0.0305111-0.00543145j -0.0359413+0.00787639j -0.143311-0.00873506j 0.372252+0.00422862j -0.111259-0.00242788j -0.10443+0.00383827j -0.0931799+0.00241752j 0.0547528-0.00155264j -0.322302+0.00170034j -0.0206634+0.00132041j -0.0577039+0.00223397j -0.058762+0.00173523j 0.0152317-0.000473464j 0.0534554-0.00271666j -0.0136106+0.00137989j 0.0251395-0.00160903j -0.000436108-0.00113347j -0.0252131+0.00148728j -0.0261862+0.00445293j 0.00122567+0.000954851j -0.0300211+0.00175742j 0.0165841-0.000195399j -0.0253852+0.0094217j -0.0575313+0.00476277j -0.0083392+0.00435328j -0.0946459+0.00519708j -0.106847+0.0329282j -0.0214844+0.0129902j -0.0117488+0.0155399j 0.0104098-0.000171522j 0.00524947+0.00528616j 0.0345209+0.0305535j -0.0335178-0.0643365j -0.018582-0.00783032j -0.0166094-0.00912278j -0.0073651-0.00339175j 0.0138435+0.000808246j 0.00410828+0.011189j -0.00394391+0.0204268j 0.00876932+0.00707928j 0.00778937+0.0174142j 0.00232621-0.0198372j 0.0158014-0.00234658j 0.00855856+0.0119565j -0.0129166-0.0206309j -0.00643576-0.00539949j 0.00621055-0.00759112j 0.0103066-0.000160425j -0.00228219+0.00354055j 0.00184197-0.0044289j 7.45208e-05-0.000380184j 0.00148078-0.00104024j 0.00405467+0.00505195j -0.00139685+6.23681e-05j 0.00588345-0.00374175j 0.00362696-8.80696e-05j 0.00301223+0.0059273j 0.000754291-0.0044446j -0.00330737+0.00533791j -0.00158088+0.00202007j -0.0010628-0.00183934j 0.00445136-0.000840971j -0.00289314-0.00118647j 0.00112273-0.00279422j 0.00764028-0.000133016j -0.00533435-0.000426589j -1.47726e-05+0.00130418j -0.00475866-0.000380317j -0.00695096-0.00232494j 0.000571704-0.000992276j -0.000798785+0.0017267j 0.00131404-0.00110469j 0.00632408+0.000946754j 0.00287595+0.00324361j 0.000930696-0.000226573j 0.00228702+0.000626455j -5.43014e-05+0.00210256j 0.00146686-0.00456458j -0.0035141-0.00148628j 0.00485899+0.000789203j 
-0.0408843+0.00844003j 0.0275285+0.0114873j -0.0531012-0.00624122j 0.003695-0.00743433j 0.0414721-0.0364373j -0.0193898+0.00757028j 0.00905709-0.0132656j -0.0209538+0.0260139j 0.00938443-0.00687271j 0.00394908-0.00366455j 0.00387733-0.00224958j 0.0180006-0.00650344j 0.00111723-0.000672341j 0.0116272-0.00306048j 0.00582103+9.83054e-05j -0.0316067+0.00142862j -0.0316375-0.000664809j -0.00192382+0.00430659j 0.0972991+0.00228134j -0.181462-0.00325628j 0.0908614-0.0106795j 0.112657+0.0141127j -0.331617+0.00320855j 0.221832+0.00196512j 0.129194-0.00301533j 0.0487099-0.000367365j -0.148514+0.0054635j 0.0381004-0.00140716j 0.0525862-0.00187784j -0.0164295+0.0012231j 0.0084382-0.000205021j 0.00630977+0.000201029j 0.00857575-0.00137633j -0.0424018+0.00312147j 0.0137229+0.000165299j -0.00789464+0.000646173j 0.0306598-0.00265736j -0.0333694+0.00382271j -0.018171-0.000142868j 0.0107335-0.000379783j -0.0251727+0.00115255j -0.0236589+0.0104859j 0.00983191+0.00261988j -0.0362867+0.00217602j -0.0018447+0.0340514j -0.0473703-0.0421923j 0.0118383-0.003102j -0.00338227-0.013698j -0.00869157-0.0100979j -0.0102372-0.00776134j 0.0268455-0.0367311j -0.0240564-0.00639235j -0.0127564+0.029806j 0.0399596+0.00904696j 0.0153943+0.0153014j 1.45433e-05+0.00559281j 0.00210178+0.0191234j 0.00134618-0.0198097j 0.036529-0.0228585j 0.00303532-0.000722936j 0.000477704-0.00819151j 0.00268861-0.0210899j -0.0144962-0.00638283j 0.013363-0.0199462j 0.0122991-0.00324639j 0.0013941-0.00857001j -0.00960909+0.00709911j 0.00104297-0.00179862j -0.00384909+0.0056905j -0.00538491-0.00223772j -0.00397587-0.00444133j 0.00626286+0.00370649j -0.00143872+0.000951576j 0.0071875+0.00137813j 0.00940052+0.00320978j -0.000482656-0.00667855j 0.00179483+0.00174032j 0.0114836-0.0093661j -0.0086055+0.00490932j 0.00410446-0.00546467j -0.000803222-0.000834239j 0.00254596-0.0054407j -0.00534312+0.00478862j -0.0102394+0.00245656j 0.000684605-0.0016309j 0.00110885+0.000147701j -0.00890492+0.00309557j 0.00560407-0.00650714j 0.00350568-0.00485123j -0.000797211+0.000488551j -0.00143075-0.00046311j 0.00730237-0.0033522j -0.00288588-0.000328869j -0.00450533+0.000422064j -0.00151907-0.000891595j 
-0.00538312-0.0028623j -0.0417293+0.00975869j 0.0261126-0.0103519j 0.0305109-0.0293261j -0.0569115+0.0507413j -0.0143909+0.0155391j 0.0102478-0.0246655j -0.00225151-0.00424404j 0.00296152+0.00130733j -0.00295258+7.395e-05j 0.00315416-0.000983195j 0.000555356+0.000679465j -0.00413043-4.5425e-05j 0.00505288-0.00238317j 0.00626381-0.00510227j 0.0274235+0.00246665j -0.0198795+0.00706807j 0.0158519-0.00151629j -0.0618684-0.00570567j 0.0893871-0.00978815j 0.141194+0.0159222j -0.263425+0.00713165j -0.196144-0.000100013j 0.0823517+0.00108672j -0.0349334-0.00202619j -0.0675212+0.0027091j -0.0520299+0.000994684j 0.00531326-0.00137035j 0.00165424-0.00264623j -0.00362255+0.000871499j 0.0245802-0.00187009j -0.033388+0.00280122j -0.00775825+0.000661061j 0.00634368+0.00317162j -0.0218299+0.00415554j -0.0110967+0.00330196j -0.0115346+0.00216576j 0.0249919+0.00193994j -0.0119696+0.00163226j -0.011294-0.00337189j 0.0135296-0.0027799j 0.0239882-0.00614761j -0.00186015-0.00257694j 0.0170035+0.0281092j 0.0430647+0.0321474j 0.0035866+0.0516403j -0.029374-0.022258j -0.00260689-0.00246628j -0.00559245-0.00349445j -0.025289+0.00713597j 0.00861165+0.0139241j 0.0558862-0.0382285j 0.0332674-0.0243106j 0.00528303+0.0153055j 0.00830046+0.0172756j 0.0101864-0.0155404j -0.00874467-0.0135224j 0.004801+0.016542j 0.0133989+0.0036196j -0.00377349+0.011262j 0.00403777+0.00775854j 0.0311928+0.000948327j 0.0173169-0.0112387j -0.0165812-0.000472952j -0.00996535+0.00713984j -0.012288+0.00654766j -0.00622546+0.00234796j 0.000679185+0.00363866j -0.00482951+0.00443685j 0.00394822-0.000805021j 0.00387704-0.000289415j 0.00277681-0.00064737j 0.00210112-0.0056103j -0.00687631+0.0082299j 0.00452712+0.0057769j -3.43097e-05-0.00158276j -0.00244269-0.00114484j -0.00365317-0.00411683j 0.000779059-0.00640461j 0.000319638+0.0053896j 0.00438049+0.00195993j 0.00205251+0.00318737j -0.00386064-0.00373773j 0.00195733-0.0029465j 0.00184689+0.000133639j -0.00413076+0.00263337j 0.000654401-0.00113104j 0.00777638+0.00365924j -7.28334e-05+0.00149131j -0.0022864-0.000352328j 0.00376944-0.00194941j -0.000505028+3.90091e-06j 0.00479296-0.00469394j 0.000227495-0.0013774j -0.00461337+0.00352483j 
-0.0192408-0.00977181j -0.0227546-0.00470691j -0.0255439+0.032159j 0.0535177-0.0133617j 0.0207806-0.0226448j -0.0160489+0.0544283j 0.007691-0.0307836j 0.00772096-0.0273662j -0.00540408+0.00834991j -0.0184613+0.0158831j -0.0102169+0.00437611j -0.000832749+0.000736004j -0.0149883+0.00533281j 0.0205689-0.00666064j -0.00784682-0.00441445j 0.0107868+0.00506972j 0.000719624+0.00171043j -0.0711732-0.0177746j -0.177282-0.00517619j 0.00883004+0.0011725j 0.125195+0.00109908j 0.194197+0.00940533j 0.453379-0.00691747j 0.0188812-0.0022693j 0.0160892-0.00174328j -0.0729869+0.00190014j -0.115887+0.00660519j 0.0457219-0.00178059j 0.0559583-0.00726882j 0.00366668+0.0012532j -0.00429029-0.00309901j -0.0154972+0.00317917j 0.00526221+0.000660384j -0.0189562+0.00709928j -0.0313059+0.00591494j 0.00241927+0.00583358j -0.0182739+0.00401395j 0.0304308-0.00114157j -0.011079+0.000257514j -0.0364235+0.00289377j 0.0182194-0.00269009j 0.0434011-0.00679397j -0.0650355+0.0191853j -0.0314558-0.0111499j 0.0352665+0.0358253j -0.0141958-0.00152409j 0.0135436+0.00840364j 0.00836629+0.010736j 0.0200794-0.00171745j -0.00386363-0.0303255j -0.00252687-0.059895j 0.00270006-0.014788j -0.0020597-0.0168275j 0.0303807+0.00274862j -0.0172845+0.0156569j -0.0239593-0.0129454j 0.0138456-0.0132237j 0.0262583-0.0317924j 0.0230518-0.00371109j 0.00658673+0.00669015j 0.00978025-0.00318954j 0.0319245+0.00179345j 0.0147937+0.00936658j 0.0270768+0.00765605j 0.0140541+0.00721121j 0.00817573+0.00380687j -0.000849904+0.00761951j -0.00233504+0.00527069j -0.0148144+0.0110086j -0.00231788+0.0020353j 0.0126037-0.00271344j -0.00782489-0.00275739j 0.0052163-0.00555682j -0.00890814+0.0108219j 0.0239843+0.00862253j -0.00470995-0.00195218j -0.0143758+0.00438194j 0.00338593+0.000171907j 0.00203499-0.010713j 0.00423511+0.00783353j 0.0106067-0.00341285j 0.00507259+0.0115225j -0.0134545-0.00670144j 0.00706281-0.0160887j 0.00704652-0.0028813j -0.00568157+0.0041068j -0.00357344-0.00574495j -0.00672577+0.0111272j -0.00197112+0.00212126j -0.00446603+0.00073796j 0.00200522-0.00215505j -0.00323361+0.00216024j 0.00915608-0.0106357j 0.00662596-0.00460956j -0.0117282+0.00625837j 
-0.0324682-0.0172191j -0.0358807-2.97849e-05j -0.0785334+0.0202508j 0.0568577-0.0431631j -0.00749601+0.00410249j 0.0228616-0.0652993j -0.01274-0.00516652j -0.00314602-0.00347802j 0.0096741+0.00156786j 0.0234364-0.0194652j 0.0067275-0.004619j 0.011225+0.00339837j 0.0126658-0.00842302j 0.00127793+0.00449136j 0.0294976-0.00756986j 0.0303446-0.00613182j 0.0111064+0.00118316j -0.0467981+0.00483477j -0.116804+0.00260303j 0.103371+0.0223095j -0.0902966+0.00891329j 0.230375+0.00259094j -0.279827+0.00477035j -0.124646+0.0029746j -0.0453298+0.00349948j -0.132413+0.0120022j -0.0371048+0.00176567j 0.0239888-0.00317681j 0.0312827-0.00101109j -0.00465064+0.000812389j 0.0105425-0.000501143j 0.0214056-0.00512777j -0.0380031+0.00543771j -0.0331073+0.00644797j -0.0052512+0.00410548j -0.0278424+0.00196154j -0.00119141+0.005526j 0.0290838-0.00547106j -0.00798029+0.00921844j -0.0254528-0.0125182j 0.0161104+0.0088175j 0.0309735+0.00281966j -0.0420243+0.00159819j -0.0346702-0.0746436j -0.0231776+0.0074996j 0.037432+0.0297701j -0.019652-0.016557j -0.0196791+0.00175077j 0.0290137-0.0566566j 0.0447114-0.0213399j -0.0368738-0.00560792j -0.0114456-0.0191527j 0.0112107-0.00548392j 0.0207464+0.00261917j 0.0243573+0.00418445j 0.0301904+0.0146698j -0.00303835-0.026264j 0.0107156-0.00386887j 0.0261721-0.0239254j -0.0038167+0.000921203j 0.0016526-0.00657066j -0.00262252-0.008673j 0.0302258-0.014784j -0.00333014-0.0166417j -0.00131061-0.00412068j -0.00176649-0.00904195j -0.00593715+0.00691363j 0.00678477+0.000214066j 0.0043556-9.35004e-05j 0.0141344-0.00873936j 0.00262015-0.00266789j 0.0162955+0.0081321j -0.0072055-0.0049108j -0.00382153+0.00411113j 0.00902802-0.00809268j 0.00301146+0.00665216j 0.0049639-0.00546538j -0.00658512-0.0135591j -0.00332634+0.00184723j 0.00623389+0.00264053j -0.00135096-0.00148932j 0.00267926-0.00537316j -0.0144122+0.0112322j -0.00198016+0.000958156j 0.00471817-0.00397738j 0.00181939+0.00167342j -0.00248353+0.00973239j 0.0123225-0.00753179j -0.00102872+0.00735419j -0.00298911+0.00142327j 0.00321156-0.00084542j 0.000239111+0.00198764j 0.00388948-0.00137515j -0.00605039+0.00224453j -0.00139444+0.00170935j 
