-0.0198945-0.0771521j -0.00130496-0.000227581j -0.0123922+0.0361383j -0.00878254+0.0466949j 0.012621-0.0427341j -0.00501131+0.0110482j 0.0440878-0.097717j 0.0143221-0.0491101j -0.0181325+0.0215012j -0.00341475-0.0556837j -0.00693257+0.0204103j -0.000819895-0.0143936j -9.67218e-05+0.00342703j -0.0287056+0.0265655j 0.0448526+0.0224439j -0.0441483+0.00457634j -0.00146327+0.001919j -0.0481569+0.113707j -0.0814893+0.099095j 0.00442454+0.000327098j 0.0210343-0.0458912j -0.000878709-0.0509312j 0.0491478-0.00188535j -0.0128615+0.0152687j 0.0407091-0.0265716j 0.00626288-0.0130487j -0.0108353+0.0125058j -0.0851174+0.044529j -0.0308114+0.0229217j -0.0367226+0.01885j -0.0167748-0.0100297j -0.0972422+0.0840787j 0.0489965-0.0151903j 0.00603288+0.0235054j -0.0347109+0.124354j -0.0250849-0.0300498j 0.0239925-0.0366024j -0.0608122+0.0692321j -0.0142521+0.0491937j -0.0541608+0.100267j 0.0559177-0.0637188j 0.0512801-0.0316323j -0.0753023+0.031161j 0.0107431+0.0988482j -0.0921463-0.0145583j 0.22327-0.0397732j -0.0148808+0.0311736j -0.0687099+0.120181j -0.0684605+0.104919j -0.22429+0.161597j 0.0492123-0.0418462j 0.0257871-0.0220877j 0.0211644-0.0662179j 0.020766-0.0384322j 0.000627135+0.051709j 0.00232042-0.0223699j -0.00826519+0.029687j -0.00287132-0.0303561j -0.0178657-0.0183028j 0.00191532-0.0190187j -0.0327884+0.0494269j 0.0129928-0.0232557j 0.057629-0.0611826j -0.0323931+0.0124757j -0.0242295-0.00651945j -0.0663784+0.163311j -0.120849+0.0454123j 0.0949691-0.130618j 0.109711-0.0314536j 
0.0227503+0.0228369j 0.00202524+0.0239617j -0.0552431+0.00489403j -0.013972-0.000144325j 0.00782967-0.0769961j 0.0220958-0.0672918j -0.00428149-0.134833j -0.0312895+0.0520462j -0.0979082+0.0177684j 0.0391786+0.00258631j 0.0559477+0.00577017j 0.0830455+0.0170464j 0.0664913-0.102908j 0.0600313-0.039338j -0.114106-0.0489564j -0.0333606+0.110334j 0.0232527+0.0197525j 0.0941948-0.129552j 0.0357921-0.0204791j 0.0193033-0.0290736j 0.029044+0.0628573j -0.0639717-0.0505834j -0.0544994-0.041265j -0.0889013-0.0150256j -0.0201064-0.0795808j 0.0592494-0.039865j 0.169476+0.0216701j -0.054444+0.0444628j 0.10048-0.0121189j 0.204244-0.0378699j -0.0185054-0.0577491j -0.0994515+0.0545825j 0.0957131+0.0103681j 0.079569+0.0619019j -0.0121558+0.0177296j 0.145434-0.00981555j -0.122198+0.0713956j -0.102483+0.0135891j -0.183836-0.0446654j -0.159239+0.00066971j 0.101459+0.0538779j 0.0118854-0.025472j -0.0400725-0.0320244j 0.0359533+0.00192148j -0.0390194+0.036959j 0.0421137-0.0189247j 0.00248792+0.0173988j -0.0819386-0.0204269j -0.0297994+0.0150908j -0.0699408-0.0197167j 0.0131434+0.0319176j 0.00448689+0.00705175j 0.0421352-0.00932103j -0.0275863-0.0480552j -0.0278694+0.0100497j -0.00336207-0.000846014j -0.0234084+0.00279215j 0.031099-0.0320242j 0.0327825-0.000775696j 0.0322826+0.0103455j -0.00923445-0.00997194j 0.0325842-0.00232879j 0.0489865+0.0026566j -0.01548+0.0304292j 0.00872026-0.00259608j 0.0262875-0.0193745j -0.0356032+0.0133389j 0.029152-0.00346991j 0.00115435+0.0041569j 
-0.0585725+0.148355j -0.0857096-0.0475047j -0.0164296+0.00623209j 0.0372101-0.0189866j -0.0369636-0.0517799j 0.0369367-0.0926013j -0.077053+0.0385053j 0.0251072+0.100567j 0.108843+0.0422767j -0.0855731+0.151679j 0.0585106+0.0213296j -0.0406206-0.178035j 0.0222058-0.16419j 0.0139254+0.0227444j 0.074511+0.000121864j -0.0147279-0.00409415j 0.0401838-0.12763j -0.0294925-0.0277932j -0.0849748+0.0126872j -0.0174487+0.102822j 0.0564262+0.0565276j -0.0736386+0.211915j 0.138895-0.0207863j -0.0372927-0.0446337j -0.0156774-0.0375322j -0.0266091+0.0153317j 0.0296892+0.021018j 0.0384647-0.00309377j -0.012664-0.0188418j -0.0562508-0.0960599j 0.0104405+0.0622367j -0.0530955-0.0890182j 0.0259841-0.00813459j 0.0470372+0.0759085j 0.00619641-0.0285528j 0.0358222+0.0454877j -0.0424707-0.00217029j -0.0560597+0.0221076j -0.00122874+0.083049j -0.0155025+0.009286j 0.0528563-0.033015j 0.00986035-0.105181j -0.0347699+0.0186212j -0.0278826-0.0302809j -0.00126925+0.0395124j 0.0633253-0.00371994j -0.0215547+0.00838304j -0.0396143+0.0457224j -0.0217969+0.00599865j -0.107942-0.0541963j 0.044701+0.00622435j -0.00164011-0.00599444j 0.0113409+0.00108393j 0.0205087-0.121529j 0.0128461+0.0490861j 0.0067194-0.0281069j -0.0119059+0.0185746j 0.00272418-0.0578343j 0.00330557-0.0307817j 0.00933824-0.0375443j -0.0234018-0.00586317j 0.0297149+0.00706642j 0.020372+0.00562638j -0.00976376-0.00409341j 0.0118423-0.0309536j 0.0135323-0.0403451j -0.0207893+0.0295522j 0.0373054+0.0180867j 0.051339+0.0107104j 
0.0183293+0.00219136j -0.00294911+0.0253143j -0.0227725+0.0276289j -0.0624189-0.0296949j -0.0394011+0.0372885j 0.0848258-0.00382377j 0.00758841-0.0569319j -0.0178547+0.0423848j -0.0666679-0.0651113j 0.0359861+0.121035j 0.0114025-0.0890403j -0.0219328+0.0975271j 0.0798228+0.0201734j -0.106556+0.0915123j 0.0745911-0.0336378j -0.00761942+0.0428275j 0.0624541-0.030221j -0.0829311-0.0363984j 0.0486563-0.030863j -0.0271106-0.0336665j -0.0871003-0.0444356j 0.0611172-0.00544731j -0.106181-0.0283808j -0.0316038-0.0593978j 0.0840883+0.0450129j -0.0190191-0.0201086j 0.0501481-0.124679j -0.0044245-0.0713481j 0.10936-0.0853228j -0.0299725+0.044581j 0.0895113+0.00527591j 0.139383-0.0458096j -0.00844474-0.244222j -0.102207+0.129408j -0.0260162+0.0825823j 0.0840799+0.216915j 0.0040907-0.178758j 0.0407903+0.0982818j -0.0397164+0.100631j -0.10545+0.0610056j 0.0942894+0.039407j 0.112506-0.0253638j 0.0350505-0.0329298j -0.0510916-0.0508117j 0.0613573+0.0833594j -0.0305299-0.103081j -0.0240975+0.0282841j 0.0276962+0.0293635j -0.0840092+0.0157838j -0.037488-0.0309131j 0.0484408+0.0195222j -0.00604721+0.00430172j 0.0429848-0.0166124j -0.0326119-0.0351676j 0.00393124+0.0197271j 0.0200451+0.0385524j -0.0122253-0.00360813j 0.0106618-0.042502j -0.00731085-0.00762682j 0.00503229-0.0335408j -0.00919143-0.00761723j -0.0176085+0.0136767j 0.0167922-0.0104288j 0.00601277+0.0325198j 0.0650585+0.00324407j -0.0220823+0.0164797j 0.0217897+0.0295558j 0.0269979+0.00853593j -0.00682732-0.0169951j 
-0.00319367+0.00462494j 0.0171481+0.00984175j 0.0422261-0.0307447j -0.0234224+0.0412698j 0.0861621-0.0643915j -0.112098-0.00421887j 0.0594218+0.029759j 0.000389382-0.0380517j -0.0677926-0.0296027j -0.111884+0.0587009j 0.0321736+0.0429392j 0.0195332-0.0400404j 0.0920974-0.0259571j -0.0925085-0.0906431j -0.173389+0.017541j 0.0690263+0.0519225j 0.0268192+0.0193659j 0.0655827-0.0132566j 0.0781857-0.0715692j -0.000387087+0.0199995j -0.00249657-0.021665j 0.0639562-0.00758282j -0.0367232+0.00693483j -0.0379057+0.0761144j 0.0135721-0.0671895j 0.0272844-0.0151616j 0.0106944-0.0121621j -0.127247-0.0823782j -0.017585-0.113106j -0.0579092-0.0416877j 0.0194441+0.167455j -0.0455977+0.0479268j 0.0144623-0.112461j -0.00719202+0.0389087j -0.144277-0.105594j 0.147803+0.0329111j -0.124584-0.0310859j -0.159137+0.0884039j -0.0579668-0.0452238j -0.0764276-0.0426882j -0.0402527+0.0489234j -0.0573391+0.027091j 0.0362056-0.0086758j 0.0594484+0.0731984j -0.0590005-0.0368202j 0.0897314+0.0270397j 0.0240714-0.0162305j -0.0404338-0.0406107j 0.023714+0.00275281j 0.0189503+0.0625581j 0.188848+0.00739186j 0.009747-0.0235942j 0.0220007-0.000604463j 0.00881268+0.0500663j -0.0351398-0.0300027j 0.0222488+0.0144341j 0.0142566-0.027171j 0.00799257+0.00536607j 0.00951778+0.0375981j 0.0156192+0.0345239j -0.0209168-0.024238j 0.0133193-0.0241703j 0.00654608+0.00601226j -0.0538276-0.0169262j -0.0462311+0.0198689j 0.00278811-0.0293899j -0.0232169-0.0253626j -0.00221679-0.0135367j 0.00543871-0.00725495j 
-0.021726+0.0335229j -0.0272608+0.0102501j -0.000863752-0.00904349j 0.0115911+0.00985696j 0.0694692-0.0272197j -0.00208489+0.0162014j -0.0777417+0.0366672j 0.0562701+0.0553292j 0.033195-0.0011181j -0.0817265+0.0285514j 0.116776-0.010741j 0.0992412-0.0735848j 0.0791942-0.0444307j 0.0102978+0.0555373j -0.0149452+0.00384559j -0.0343057-0.0271741j -0.00443449-0.0166397j 0.0444965+0.0936417j 0.0831229+0.0986351j -0.0878439+0.0100143j -0.0311231+0.0210498j -0.123939+0.0194454j 0.0504747-0.061552j 0.032096+0.0308052j 0.0048903-0.0519322j -0.0334861+0.0365941j 0.0126484+0.0436776j 0.0739222-0.00616138j 0.0476744-0.0389409j 0.00875837-0.0393685j -0.00571328+0.0498913j 0.0216518+0.0286811j -0.0985894+0.084687j 0.0131578+0.00190186j 0.0204008+0.094104j -0.103958-0.141667j -0.0196063+0.059603j 0.0272064-0.222115j -0.084328-0.0522985j 0.0217605+0.019251j 0.075269-0.0595322j 0.131656-0.0552943j 0.00567425+0.0182415j -0.0296334-0.100347j 0.0175387+0.0297913j -0.0260304-0.040732j 0.00282754+0.00882371j -0.0162372+0.0458011j -0.0656272-0.032879j -0.0276464-0.11754j 0.0364612+0.0274029j -0.0229715+0.0167102j 0.0127979+0.0143346j 0.0193684-0.0857715j 0.00273077+0.0573529j 0.0110489-0.0370882j 0.0228453+0.0587281j -0.00394416-0.0385137j -0.0267181-0.0835578j -0.00229675+0.0210407j 0.0126189+0.00673635j 0.00310495-0.00472861j 0.0583398+0.0108223j 0.0326271-0.00298521j 0.0257086-0.0447382j 0.00637328+0.00721555j 0.00124529+0.0554764j 0.000382047+0.0267353j 0.00230513+0.0233627j 
0.00587584-0.00954565j 0.00775742-0.00852551j 0.0460809+0.0954953j -0.0756498+0.0201053j -0.033847+0.068673j 0.0182891+0.0536999j 0.0588607+0.000782736j -0.0423489-0.00139722j 0.0406257+0.0591749j -0.0586466-0.0667446j -0.0722022-0.120843j 0.0996591+0.00179566j -0.137111+0.00548856j 0.0623833-0.129614j -0.0121198+0.043896j -0.155093-0.0279079j -0.0415111+0.0298491j -0.109863+0.0480423j 0.0653232+0.031632j -0.022738-0.0127587j 0.0657374-0.0237108j 0.0475546-0.047246j -0.0469563+0.0415356j -0.0374792+0.130789j -0.0143614+0.0131788j 0.000418779+0.0251534j -0.0111897-0.0253069j 0.117797-0.11271j -0.0170687+0.0263311j 0.0200669-0.0474924j 0.123814-0.0681611j -0.0413899-0.046515j 0.00608673-0.113783j 0.0674779-0.016866j 0.109557-0.0349998j 0.110001-0.118566j -0.156764+0.119564j -0.112438-0.0648147j -0.0543424-0.0587464j 0.00867898-0.0120961j 0.0260906-0.0242759j -0.0474485-0.0219268j -0.0262081+0.0221262j 0.0821315-0.0417327j -0.00303936-0.0269051j 0.0325145-0.0146813j 0.0593242-0.00143847j 0.0865035-0.0571166j -0.0135651+0.018471j -0.097491+0.010568j -0.0549794-0.0684849j -0.044202-0.00950762j -0.0140542-0.000649001j -0.10092+0.0242069j 0.0553745+0.00293482j -0.0427325+0.00631618j -0.0160614+0.0129808j -0.0442967+0.0317924j -0.0385098-0.026816j -0.0140333-0.0401642j 0.00425604-0.0203811j -0.00183635+0.0127858j 0.0320696+0.0106381j -0.0118671+0.0249813j 0.000140347-0.0432261j 0.0355797-0.0215021j 0.0307765-0.0229287j 0.00369845-0.00858051j 0.0329605-0.00895969j 
0.0191209+0.0294648j -0.00891095+0.0314431j 0.0041104+0.000469144j -0.0413653-0.0255668j -0.00146508-0.042036j 0.0457455-0.0470257j -0.00735578+0.0369529j 0.0651518+0.00814514j 0.0326985+0.00888792j -0.0714801-0.0229044j 0.0402811+0.0787841j 0.0962041-0.0289577j -0.0266851-0.10054j 0.151905-0.116436j 0.0465729-0.0126175j -0.00344629-0.027926j -0.00177992+0.113337j -0.129639+0.0171845j 0.0434858+0.0514721j -0.0325678+0.0264398j 0.00173366+0.000909853j 0.0128097-0.00884993j -0.0416083+0.0183659j -0.0491852+0.0656383j 0.0890095-0.0842012j -0.00709849+0.053297j -0.0519422-0.0289576j 0.0226996-0.0367544j 0.0368161+0.0455333j 0.0310808+0.174779j 0.0948121+0.152231j 0.119716+0.0212297j -0.0120793-0.110504j -0.0679785-0.000661531j -0.00797966+0.139628j -0.175381-0.0215709j -0.0338203-0.0125134j -0.0683425-0.0175739j -0.114161-0.0941873j 0.0761112+0.02317j -0.00250887+0.000743003j 0.00754893-0.00351553j 0.0467853-0.0134018j -0.0356782+0.0658754j 0.0174293-0.0278517j -0.0583923+0.0143231j 0.0280975+0.00951763j 0.0360902-0.0016191j -0.0494724+0.0118815j 0.050315+0.0816098j -0.0848645+0.036567j -0.0443906+0.0021062j 0.0175797-0.0770972j 0.0638197-0.000772755j -0.0402177-0.0286439j -0.00170153+0.0184957j 0.000113696-0.00373886j 0.0212916+0.0294441j 0.0121707-0.00335891j 0.0116341-0.0138524j 0.028484-0.021404j -0.0310161+0.00447735j 0.0269558-0.0165678j 0.0230133+0.00864442j -0.00377022+0.00167342j 0.0254817+0.0290125j 0.0240707-0.0288844j 0.00923045-0.0305617j -0.0383997-0.0154963j 
-0.0247654+0.00749917j 0.00547498-0.0221214j 0.0259566+0.00910326j -0.0362472-0.00209515j 0.0195227+0.00685302j 0.0920172+0.0291121j 0.00966315-0.0832307j -0.0387448+0.102181j -0.0363368+0.0119709j 0.085311+0.0383136j -0.118828+0.000716281j 0.210889+0.0227534j -0.040748-0.022329j 0.147799+0.0720487j 0.0981633-0.00123568j -0.0786698+0.160134j -0.0935572+0.0504857j -0.0827672-0.123315j -0.0288939-0.042634j -0.0052428-0.0482986j -0.0144583-0.017268j 0.027111-0.0334392j -0.0552672+0.0314035j -0.056871+0.0240779j 0.0389665+0.0027232j -0.103978-0.0384741j -0.0370188-0.129074j 0.14666+0.0853163j -0.0797814-0.100022j -0.0765313+0.0165271j -0.11001-0.071077j -0.0145297-0.0576639j -0.0522978-0.0462648j -0.0893184-0.0924253j -0.0270126-0.0643859j 0.0600674+0.0899165j 0.0379604-0.0669931j -0.108126-0.0973716j -0.0134558+0.0180324j 0.0164379-0.00309389j 0.0051581-0.0709579j -0.0532116-0.0628433j -0.00967232+0.00140747j 0.0227173+0.0268752j -0.0500758-0.0711208j 0.0511369-0.00833264j 0.00613358+0.018659j 0.0089364+0.00163292j 0.0588113+0.0500609j -0.0624534-0.0289156j -0.147261-0.0152976j 0.0392292+0.00967364j -0.0103686-0.00197839j -0.0314159-0.00201087j 0.0378679+0.00981656j -0.0561807+0.0100011j -0.0101824-0.0325483j 0.000168257-0.0198497j -0.0184277+0.00935338j 0.00532105+0.00363645j -0.0129632+0.00319571j -0.00615268+0.00672848j -0.0316568-0.000668641j -0.00167529-0.0239684j -0.0190547-0.022043j -0.00515815-0.0076807j -0.00714888-0.0110452j -0.00542904-0.00268895j 0.0183046+0.00848202j 
0.0255586+0.0210742j 0.026663+0.0356436j -0.000493957-0.0140677j -0.0338687-0.0449024j 0.0717745+0.0166817j -0.0358113+0.0317223j 0.0234171+0.0472606j 0.0347709+0.0737076j -0.0940939-0.0369128j 0.0298487+0.0203397j 0.0802418+0.00768378j 0.000614345-0.107326j 0.00869091+0.113815j 0.0591469+0.116466j -0.0198806-0.0531801j -0.00811954-0.0453474j -0.0518734+0.0910384j -0.0686417+0.118933j 0.000766705+0.0889037j -0.0425712+0.0284935j -0.139098-0.00576202j -0.0157677-0.00456499j 0.0362727+0.0571306j 0.0257663+0.0401604j 0.0991957+0.0736145j -0.0525264+0.00366153j -0.103922+0.0986894j 0.00922466+0.0306217j -0.000201109-0.191644j -0.102619+0.00767923j 0.10958-0.0262886j -0.0274344-0.0522624j -0.0942342+0.0489458j -0.0362299-0.106823j -0.0188618+0.0071046j -0.0012058-0.0502987j -0.0109782+0.0813581j 0.0702876-0.0847374j 0.0572992-0.0271402j 0.0344194-0.0202552j 0.0136793+0.0063191j 0.0580245+0.0248692j -0.0294051+0.0136884j -0.00113294-0.0227353j 0.00161535-0.00525927j 0.0355711+0.00902964j 0.00628316-0.029541j -0.020689-0.00332877j -0.0292297+0.0374787j -0.0420402-0.00997979j 0.0466728+0.0410923j 0.0227221+0.0152941j -0.012788-0.00510335j 0.0558966-0.0237786j -0.0379979-0.00318835j 0.0217573+0.0101643j -0.0331334-0.0110421j 0.00308013+0.0177636j 0.0281199-0.00288113j -0.0135514+0.00574121j -0.025915-0.00482944j -0.0322981-0.0229944j 0.0177618+0.0100541j 0.00893137+0.0113936j 0.0134697-0.0181333j -0.00519936-0.00150996j -0.0235821-0.00865559j 0.0224538-0.00815804j 0.0026717-0.00792784j 
0.0214482+0.0106281j -0.00282442-0.0268821j 0.00103033+0.00577994j -0.0451804-0.0158029j -0.0107516+0.0660042j -0.0477511-0.140961j -0.0334075-0.0707253j 0.0654339+0.0284001j -0.0416154-0.0494886j -0.0262599-0.00211333j 0.0166906+0.163987j -0.0604448-0.0260043j 0.000783817+0.0169544j 0.00470844+0.116522j -0.0405419-0.117198j 0.0705819-0.00748556j -0.0817248-0.0511162j -0.0775849+0.0195327j 0.0704245+0.0943707j 0.0481924+0.0256253j -0.0082564-0.0585485j 0.0556048+0.0521727j -0.0181948+0.0145007j -0.0508474-0.0903843j 0.0418655+0.0413429j 0.0448924-0.00413956j 0.0368185-0.069673j -0.102082-0.074424j 0.0805909-0.016087j -0.0825341+0.013963j 0.0385292+0.0372262j 0.00431834-0.0388881j -0.0173753-0.103177j 0.179783+0.0149487j -0.0837864+0.0271497j -0.0355984-0.0538879j -0.110343+0.0337394j 0.076176+0.0495893j -0.025386-0.0277103j -0.0340451+0.0270689j 0.0530418+0.0132805j -0.0195954+0.0353365j -0.00238355+0.00119824j 0.0342132-0.0128505j -0.0390787+0.00245833j 0.0454897+0.0180219j 0.0184686-0.00204614j -0.00647783-0.0241602j -0.0723941+0.00602855j -0.0302419+0.0578181j -0.0783014+0.0871328j -0.010054+0.0137948j 0.027173-0.0399398j 0.0429796+0.0504718j -0.0147771-0.0366597j 0.00657382+0.0129395j -0.0305347-0.0226907j 0.00291119-0.00424731j 0.0224447+0.00540589j -0.0179245-0.00311217j -0.00942373-0.0242634j -0.0210896+0.00324882j 0.00683139+0.0196458j -0.0265295+0.0167892j 0.0274703+0.000152523j 0.000493834+0.0147708j -0.00732796-0.0228438j 0.0208367-0.00535682j -0.000731778-0.027629j 
0.00226025-0.0382434j 0.000915243+0.0192572j -0.0156133+0.0241892j -0.0130398-0.026538j 0.0700116-0.00350296j -0.0274684+0.0227868j 0.0123259-0.000467039j 0.085874-0.0119415j -0.00249757-0.0503068j -0.0944003-0.0973369j 0.107253+0.0345406j 0.0283912-0.00531071j 0.013639+0.0170023j 0.182461-0.060703j -0.040165-0.00973596j -0.0855637+0.0798253j -0.00978882+0.0786616j -0.12693-0.0343819j -0.030882-0.00949359j 0.0544343-0.0149462j 0.0169781-0.0318663j -0.0213895+0.000575367j -0.0270386+0.0178969j -0.0918544-0.0284827j -0.0838751+0.0302989j 0.0395642+0.00370199j 0.0131644+0.0329157j -0.104031-0.0482914j 0.148277+0.0898394j -0.0162147-0.0164043j 0.0183572-0.0363865j -0.0492314-0.0221964j -0.000378992+0.0447576j 0.109509-0.0402603j 0.0025441+0.000169028j 0.0737421-0.0161856j -0.00255742+0.0360272j -0.0810612+0.0501717j -0.0651409+0.042167j -0.0456548-0.0105459j -0.0282692-0.00362609j -0.0663959+0.04278j 0.0102125+0.0350766j 0.00419954-0.0617403j -0.0210764+0.030495j 0.00520396-0.0636864j 0.0260235-0.00635563j -0.0361537+0.00242069j 0.0672495+0.00519813j 0.0451848+0.054422j -0.0495203+0.101236j 0.0223661+0.0389393j -0.00932364+0.0222502j 0.0306145+0.0250693j -0.0157697-0.0461223j -0.0119816+0.0101063j -0.0181147-0.0223545j -0.00965256+0.0217409j 0.00398777+0.0257452j 0.011585+0.0103484j -0.00257646+0.0237105j 0.0353417+0.00970976j -0.0163017-0.0229724j 0.0204788+0.00791644j -0.0328069+0.013112j -0.00684831-0.0187284j -0.0165356+0.00946819j -0.00855279-0.000147575j -0.0196651-0.0301522j 
-0.0319923-0.0414217j 0.0386062+0.033414j 0.0371003-0.0311502j 0.0751967+0.00242596j -0.0374537-0.041327j 0.128245+0.165303j 0.0944751-0.0139048j -0.110568+0.0876146j 0.0228111-0.0329639j -0.0414687-0.0169533j -0.0597004-0.0354012j -0.0240574-0.0586508j -0.166666+0.0585684j 0.0121623+0.0023549j 0.0892401+0.0549948j -0.0576758+0.0427019j 0.00940948+0.0522683j -0.123162+0.0225089j -0.0847907-0.0099739j 0.0118389-0.0416171j 0.00519681-0.0535468j -0.0995341-0.106858j -0.0998959+0.0434645j 0.0817628+0.00188198j -0.066931+0.111303j 0.0376824+0.0238422j -0.0397745-0.0099816j -0.0322959-0.0181876j -0.00146757+0.0512021j -0.0476503-0.0154209j 0.13843+0.000906714j 0.000407173+0.0485517j 0.00995442+0.0398416j -0.0608295+0.0300173j -0.0554324+0.0366274j 0.0269664-0.0443747j 0.0199702-0.136276j -0.0415844+0.00180651j 0.0092253+0.0290472j -0.0765861+0.0175649j -0.00138094+0.0146535j 0.0382545+0.0248676j 0.0151818+0.0445038j 0.0568997-0.0048017j -0.0755471-0.00151892j 0.056043-0.041261j -0.0124479+0.00747561j -0.0197295+0.0420977j -0.00877367-0.0340622j -0.0627931-0.0450993j -0.155861-0.0255841j -0.00520629-0.0128692j 0.0015418+0.00299715j -0.0509377-0.0461616j 0.0543484+0.0520759j -0.026204+0.00422957j 0.00541131+0.0168468j -0.0118227-0.0137116j -0.0225355-0.00884718j -0.00511433-0.00940109j 0.0165235+0.027295j -0.017934-0.0122483j -0.00407611-0.00382509j -0.0296623-0.0355956j -0.0106088+0.0207212j -0.0452457+0.014118j 0.0143232+0.061575j -0.0221364-0.00413859j 0.0341601+0.0345584j 
0.0189197+0.00645315j -0.0266287+0.035964j -0.0684503+0.0768886j -0.00689974-0.0412091j 0.0309223-0.0674589j 0.0595584-0.0212121j 0.0380289-0.0330182j 0.141783-0.00667917j 0.103265+0.030953j -0.0172255-0.075561j -0.0305046-0.0405676j 0.149955-0.0531051j -0.0840704-0.0711949j -0.111886+0.0206761j 0.143596-0.0642679j -0.0138446+0.104303j 0.0362294+0.0123113j -0.0682127-0.0979375j -0.129484+0.076527j -0.0877869-0.00345345j -0.0231553-0.0234135j -0.0439784-0.0443924j 0.0968034-0.000217257j -0.0972351+0.0495672j 0.0276177+0.175232j 0.0389903-0.0765012j -0.0581189+0.0203499j 0.073057+0.111751j 0.140495-0.0444597j 0.00711861-0.0813578j -0.00573254-0.0543443j 0.0157935-0.0540428j -0.0487168+0.0828926j 0.00397972-0.0470034j -0.0427446-0.0495342j 0.0181373-0.0469459j -0.240971+0.0729091j -0.0955301+0.0169575j -0.0365294-0.0434848j 0.10638+0.00459477j -0.0720493+0.0800275j -0.0272479-0.00136726j 0.0397341-0.0143004j -0.00874033+0.035246j -0.0639529-0.016808j -0.00725722-0.00499342j 0.0599173+0.00168668j 0.00933662-0.0146409j -0.0457446+0.00552412j 0.0290546+0.00169729j -0.050934-0.0425603j -0.0130429+0.00636291j 0.0447295+0.00467239j 0.0929166+0.043121j -0.0286188-0.0251936j 0.0416511-0.0025553j -0.030214-0.0141936j 0.0121142+0.0377489j 0.0157082+0.0236995j -0.0405081+0.0237493j 0.0187833-0.016536j -0.00453254+0.0118017j 0.0280118+0.0274694j -0.0480045+0.0139072j -0.0076972+0.00394916j 0.00392889-0.00187222j -0.00922543-0.00913274j 0.0180008-0.00231386j 0.000281752-0.0188784j 
-0.0302758-0.0337753j 0.0376043+0.0276659j -0.0522076+0.00570273j -0.0711775-0.0806492j 0.00959919+0.0477944j 0.00908017-0.034698j 0.020262+0.0328557j 0.0461428+0.0730777j -0.110846-0.0952056j -0.0673738-0.0790381j 0.0388276-0.0430581j -0.0270889-0.0823923j -0.0124815+0.0410341j -0.0781585-0.16599j 0.0200811+0.0212645j -0.00626494+0.0139272j 0.0338978+0.016764j -0.0179419+0.0611976j -0.0941653+0.0458036j 0.00241789+0.0218076j 0.0769066-0.0943121j -0.0287974-0.00222242j 0.0156992+0.017207j -0.0645554-0.00402778j -0.153244+0.0323736j 0.016082-0.00302907j -0.0490459+0.0390787j -0.0212459-0.0468827j -0.0513136+0.138405j -0.0748582-0.0719279j 0.0925113-0.0519136j 0.0257218-0.00780911j -0.0877812+0.0235365j 0.0472024-0.00063616j -0.0601659+0.0182126j -0.0122085-0.0540888j -0.00943304+0.027041j -0.0741641-0.00680209j -0.0958391+0.00910113j 0.0202045+0.0504962j 0.0150707-0.0279694j -0.00236233+0.00644324j 0.0271493-0.00718192j -0.0517946-0.0240354j 0.0280464-0.0174998j -0.056012+0.0470124j 0.0149485+0.00544394j -0.040143-0.011611j -0.0046892-0.00624533j 0.0281708-0.0197546j 0.0389077+0.000709278j -0.0185168+0.0106631j 0.0243762-0.0109892j -0.0311451+0.0464643j 0.0244861-0.0220793j 0.00775246+0.0144363j 0.0131913+2.53021e-06j -0.0467502+0.0148172j -0.0286057+0.00459354j 0.0227167-0.00775237j 0.00819411-0.000485626j 0.0336467-0.00769819j 0.0142087-4.74368e-05j 0.00417856+0.0028321j -0.000827818-0.00637079j -0.0200265+0.017191j 0.0162069-0.0136182j 0.000420466+0.00853269j -0.00548439+0.011439j 
