-0.00113617+0.00986722j -0.00329366-0.0314734j 0.00716103+0.0452884j -0.000289884+0.0202574j 0.00530334+0.0214306j 0.00254678-0.00336993j 0.014385+0.00549515j 0.00115009+0.0588313j -0.00734813+0.027792j 0.00117772-0.0154433j 0.0101655-0.0388889j -0.00116458-0.0230638j 0.0137125-0.0385594j 0.0122483+0.0852658j -0.000275389-0.0948322j -0.00545811+0.0565257j 0.00217158-0.00963617j -0.0327243-0.040855j -0.0409002-0.0567433j 0.00141848-0.0155716j 0.0108981-0.000822229j 0.000379079-0.0217334j 0.00664278-0.0502252j 0.00895747-0.0314765j -0.00350825+0.0359403j -0.00776991+0.00230206j 0.0049477+0.0199589j -0.02677-0.0385426j -0.00229341+0.0301558j -0.00943887-0.0328413j -0.0110752-0.0043294j 0.0200104+0.0653497j -0.00443009-0.041508j -0.0155783-0.00493893j 0.0115867-0.0354708j -0.00318351-0.015129j 0.00515581-0.0205623j 0.0125667+0.0438752j 0.0179959+0.0193753j -0.0217932-0.0351337j -0.0147469-0.03717j 0.0381433+0.0540105j 0.0137118+0.0657357j 0.0613056-0.130366j 0.0192772-0.174234j 0.00660766+0.305287j -0.0148702+0.0101217j 0.0243962-0.00367709j 0.0621179+0.0383j 0.0935699+0.228691j -0.00719302-0.0505735j -0.0104685-0.000594496j -0.026783+0.00945833j -0.00187576+0.0698316j 0.0165226-0.0820768j 0.00996693-0.0264826j -0.00909159+0.0106824j 0.00707631-0.0523482j 0.0195758+0.032564j 0.000269056-0.0134695j 0.00291796-0.0250154j 0.0011938-0.00300953j -0.0238308-0.0183799j 0.00187161+0.0572436j 0.0157682+0.00189938j 0.0201281+0.0102254j -0.00489756-0.0482577j -0.00498363+0.0463249j -0.00267434-0.358228j 
-0.0194457-0.00511658j 0.00511255-0.00244456j -0.00797981+4.34766e-05j -0.0212139+0.00737831j -0.00513898+0.00130468j 0.0253402+0.0252934j 0.0330343-0.00135812j -0.0268935-0.0209607j -0.0179244-0.0250081j 0.0101977+0.0319524j 0.0716483-0.0386038j 0.0204721-0.032692j 0.0666397+0.0578967j -0.0700559-0.104817j 0.070063-0.0213717j -0.0200167+0.0603183j 0.0401861+0.110566j -0.08399-0.0248229j -0.0392077+0.0355457j 0.0321968+0.00497252j 0.0486189+0.0111149j 0.0410012-0.0278468j 0.0722527+0.0168138j 0.0637642+0.0339954j -0.0421912-0.0536201j -0.0214594-0.00206065j 0.00395836-0.00309151j 0.0165401+0.0641802j -0.00787857-0.0282495j 0.0248962+0.0182091j -0.0248632-0.00380129j -0.00717351-0.0233755j 0.0427428+0.0546064j -0.00664188+0.024607j 0.0268797+0.0270557j -0.018081-0.0576814j 0.0405926-0.042111j -0.0423723-0.0558852j 0.0379165-0.0430962j 0.00426006+0.0105667j 0.0035862-0.0182229j 0.0234133+0.0222416j -0.0180043+0.0102242j 0.13678+5.40296e-06j 0.115123-0.00856101j -0.152857+0.00825272j -0.0264472-0.00501533j 0.0287171-0.00178657j 0.0503418+0.00623066j -0.017866-0.0454713j 0.0283297+0.0243075j -0.00754191+0.00808744j -0.0344601+0.0155j -0.0382306+0.0226854j 0.0554189-0.0383118j 0.0174181-0.0405934j -0.0178831-0.00751913j 0.0225046-0.0334087j -0.00148835+0.019435j 0.00293065-0.00171156j -0.00626959+0.00552391j -0.00745192+0.00127813j 0.00888955-0.0426601j -0.0344118-0.0200297j 0.0356888+0.0197492j 0.0278482+0.0187876j 0.042894+0.0194806j 0.00649575-0.0335065j 0.0258875+0.00566748j 
0.0209815-0.00747865j 0.00114006+0.0104761j -0.00551145-0.0195601j 0.0121896-0.0196001j -0.00297853-0.0245867j -0.0208504+0.0109067j -0.0369871+0.0181196j 0.0053592-0.0155858j 0.00656966+0.0088983j 0.00384521+0.0262085j -0.0549394-0.032376j -0.0148635-0.0554932j -0.0466744+0.104249j 0.0103511-0.112128j -0.0508211-0.0139264j 0.025416+0.0419523j -0.0053923+0.0708186j 0.0944566-0.0349196j 0.0685151+0.00995581j -0.0228779+0.0353151j -0.0486819-0.0343273j -0.039348-0.0197425j -0.055193-0.0138467j -0.0396347+0.0121631j 0.0321566-0.0170854j 0.0210607-0.0278066j -0.0141585+0.0025188j 0.0215745+0.0679281j 0.0156187-0.0446049j 0.00095956+0.0516142j 0.00906149-0.0172185j -0.00480666+0.0477876j -0.0113001+0.0430314j 0.002001-0.0349425j -0.029788-0.018732j -0.00842608-0.0346084j -0.0368289-0.0460901j 0.0165161-0.00321678j -0.0470884-0.000388474j 0.0179531+0.0368517j 0.00197318+0.0164276j -0.0204099+0.0208992j -0.000301101+0.0286144j -0.127064+0.0280787j -0.0958086-0.0123839j 0.102547+0.0184209j 0.0283275-0.00424297j -0.0350028-0.0148423j -0.0659289+0.0252661j -0.0443888+0.0284706j -0.0102996+0.0340932j 0.0170643-0.0125239j 0.0376316+0.0148657j 0.0255928-0.0431744j -0.0489307+0.0308053j -0.0167313-0.0212377j 0.0178657-0.0578346j -0.022674+0.00235849j -0.0110355+0.0206077j -0.00266561-0.0364801j 0.00507106-0.0144832j 0.00258652+0.000600961j 0.0097947+0.00120953j 0.019661+0.0163741j -0.0290473-0.0187493j -0.03909-0.0509817j -0.027111+0.00371602j -0.0112173+0.0405637j -0.0161947+0.056222j 
0.00603285-0.0112435j 0.0109068+0.00557287j -0.0358962+0.0102184j -0.00390683-0.00627941j -0.022648+0.0231996j 0.0126812+0.00476739j -0.0309844+0.0204799j -0.0267271-0.00670111j 0.00394851+0.00670004j 0.0193372+0.0387609j -0.00650202-0.00965798j -0.00548433+0.0338082j 0.0216082-0.0192551j -0.0738373-0.0188208j 0.0287612-0.0191361j -0.0051035+0.0904145j 0.0242694+0.0366992j 0.152589-0.0653074j 0.177805-0.0386915j -0.0065705-0.0132958j -0.0566205+0.0780981j -0.0176185-0.0109574j 0.00815055+0.00581581j -0.0411377+0.0400047j 0.00167317-0.00127873j 0.0283236+0.00440708j -0.00855219-0.00768292j 0.082349-0.00574955j 0.021501+0.00351977j 0.0115744+0.00122019j 0.0306907-0.00689619j -0.0251397-0.0463713j -0.00991131-0.0478024j 0.0396422+0.0915741j -0.0835276+0.0121023j 0.0176384+0.0201301j -0.0604616+0.0263137j 0.0582319-0.00834066j -0.0334409-0.0358119j 0.0613838-0.00585568j 0.0699688-0.0335211j -0.0682095-0.0416737j -0.0366333+0.0251987j -0.0555762-0.0184494j -0.000284852+0.0299395j -0.0702141-0.00524617j 0.0339585+0.00458242j -0.06628-0.00771004j -0.068377-0.00101926j -0.125225+0.013358j 0.012767-0.0037386j 0.00966232+0.00751043j 0.0339747+0.00382219j 0.00522437+0.0721115j -0.00429249-0.0718588j 0.0018366-0.0391488j 0.0233725+0.00908418j -0.00413553-0.0401503j 0.0200027-0.0107126j -0.0212385+0.0193577j -0.0107544+0.00738569j 0.00184087+0.00610782j 0.00735858-0.00364077j -0.0141894-0.0512707j 0.00185772+0.0313881j -0.0515229+0.035855j 0.0184708+0.0491112j -0.0158912+0.00156909j 0.00672279-0.02359j 
-0.010049+0.0225361j -0.00554627+0.0139108j 0.00405049-0.0113324j 0.0251273+0.0183552j 0.0216222+0.00899871j 0.00220232-0.0161151j 0.0192094-0.0388679j 0.000251219+0.0329196j 0.0256287+0.04234j 0.00227974+0.0649165j -0.049671-0.0361164j -0.0183839+0.0201749j -0.00824138-0.00657533j 0.0617811+0.0416101j -0.0113033-0.00362745j 0.0247346-0.0107201j 0.000218343-0.010511j -0.0428765-0.0928815j -0.100255-0.0465927j -0.0304106-0.0165203j 0.020911+0.00444908j -0.0230336-0.0308822j -0.0431507+0.00123469j 0.010577-0.0119761j 0.0259944+0.0588444j -0.00600448-0.0176189j 0.004245-0.0176395j -0.0492089-0.0101436j -0.00534755+0.00756583j -0.0147571+0.00513691j -0.0278486-0.00650459j 0.0359048-0.0570864j -0.0103245-0.0126j -0.0153448-0.0216083j 0.0729913-0.021544j -0.0155654-0.0251362j 0.0383279-0.0308941j 0.00611225-0.0500841j -0.0278341+0.0168924j -0.0396086+0.0452755j -0.035707-0.00301781j 0.00326844+0.0581299j 0.0183978-0.0353913j 0.0181753-0.0186368j -0.0241989+0.00174503j 0.0313098-0.0158639j -0.00264078+0.00437722j 0.0667731-0.0174197j 0.00577461+0.0158894j 0.0225164-0.0103369j -0.0112626+0.0163094j -0.00126177+3.02351e-05j -0.0155687-0.000815834j -0.00151556-0.0178874j 0.00635074-0.020137j -0.00415421+0.0017281j -0.00559781-0.00224717j 0.00901099-0.0141931j -0.0141704+0.00479507j 0.0206057+9.4435e-05j 0.0225175-0.0381038j 0.00241547-0.0200906j -0.00165712-0.000869649j 0.00217553-0.000982378j -0.021455+0.0437098j 0.0226497+0.0108335j -0.012945+0.0805126j 0.00450265-0.0246467j 0.00163053-0.0330533j 
-0.00679463-0.0142923j 0.0109259-0.00442305j -0.006835-0.0017771j -0.0109143-0.00554609j -0.013485+0.00579408j 0.0122227+0.00840193j 0.00957726+0.0135188j -0.00959127-0.0320301j 0.00227933+0.0259095j 0.00733485+0.014507j 0.0306309+0.0523466j 0.0131457+0.0511026j 0.0186861-0.00514864j -0.0606411-0.0850762j 0.0547578+0.0492587j -0.0056583+0.0218582j -0.00478405-0.0162539j 0.0487055-0.104327j 0.0526372-0.0334745j 0.00746853+0.0467759j -0.00535002+0.0183965j 1.49462e-05+0.036832j 0.02497+0.0222792j 0.0213516+0.0293125j -0.00681581-0.0153863j 0.00838175-0.00802098j -0.0164202-0.0090039j 0.037328+0.011136j -0.003519+0.00437878j 0.00411561+0.0202392j 0.0123471+0.00641537j -0.0205776-0.0259568j 0.00234442-0.000338117j -0.00149709-0.0603323j -0.0131233-0.0342061j 0.00401801+0.0163439j -0.000219177+0.0669093j 0.000401522-0.0790653j -0.0106089+0.0478153j 0.0242245+0.0300093j 0.0160779-0.0125518j -0.00435816+0.0299506j -0.0229091+0.0299165j 0.0246869-0.00122629j 0.0479646+0.0315953j -0.0917053+0.0413352j -0.0029612-0.0250775j -0.00873401-0.0229863j -0.0185631+0.0113161j -0.0900334-0.0158048j 0.0174498+0.0121821j -0.00170196+0.00227597j 0.000892957+0.0154414j -0.0362252-0.0196151j 0.0271294+0.011773j 0.00818462-0.0195051j -0.00315345-0.0376107j 0.0179692-0.00562468j -0.00784541-0.0219133j 0.00404876+0.00211605j 0.00215347-0.0343299j -0.00191089-0.0121722j 0.0100324+0.0538195j -0.0297842-0.0444898j 0.00750802+0.0351782j -0.0141038+0.0259731j 0.0294586+0.00676125j -0.00455711+0.0496767j 0.015365+0.0502603j 
0.00289251-0.00980122j 0.00952102+0.0129508j -0.0138893+0.012699j -0.0234916+0.000772852j -0.00436071-0.000160107j -0.00193052-0.0338869j -0.00727936-0.00592594j 0.00764211+0.0129008j -0.029534-0.0301689j 0.00926427-0.0497279j 0.00495382-0.00224417j -0.000174485-0.0699904j -0.00335043-0.0413432j -0.00451246-0.0332127j 0.00965898-0.0399396j -0.0193869-0.00662224j -0.00384875-0.0210219j 0.0571816+0.067041j 0.0725077+0.0171742j -0.0019212+0.0144351j -0.0306085-0.05251j 0.0109796+0.00848426j 0.000297891-0.0174474j -0.0102649-0.00307278j 0.0235926+0.0127245j 0.0115963-0.00675279j -0.00838562+0.00301922j 0.0341941+0.00411093j 0.00706371-0.0115754j -0.0135858-0.017686j 0.0126121-0.0113135j -0.00350679+0.00984724j -0.0119278+0.0457994j -0.00406289-0.0807523j -0.0361464-0.0536069j 0.000951258-0.0664946j -0.0234072+0.0638847j 0.0323729-0.0428922j -0.00557079+0.0707606j 0.0307503+0.0216726j 0.0259683+0.018031j -0.0214552+0.0202525j -0.0184721-0.0282466j -0.0213731+0.0373891j -0.00802356+0.0261754j -0.0106808-0.032196j 0.0151896-0.00429167j -0.0406651-0.0275262j -0.0259527-0.0199142j -0.0342384+0.00434513j -0.00299217+0.0160591j 0.00516445+0.00616001j 0.0117527+0.0158134j 0.0151854+0.0401292j -0.0132688-0.0232053j -0.00418579-0.0123389j 0.00895862+0.00957539j -0.00833494-0.0246919j 0.0139719+0.0328089j -0.00675666-0.0293627j -0.0107171-0.0100622j -0.00234157+0.00412032j 0.000603925+0.0155415j 0.000621007-0.0280708j 0.00302792-0.0208755j -0.018755+0.0411216j 0.00218121+0.0480617j -0.00711586-0.0537432j 0.00249957+0.0166143j 
0.000905538-0.00142829j -0.00034527-0.0104502j -0.00102176+0.00284585j -0.00443174+0.00454706j -0.0043554-0.00869134j 0.0109812+0.00836076j 0.00255314-0.00538804j -0.000897076-0.0159107j -0.00739658-0.0123853j 0.0014145-0.0207324j 0.0174274+0.00697221j 0.00250754+0.0120392j -0.000890661+0.024212j 0.000961892+0.0209822j 0.00993804-0.0088196j -0.0195237+0.00929049j 0.00775918+0.0120902j -0.00852578+0.0269714j 0.000568579+0.0307137j -0.0138094-0.00663241j -0.00191943+0.00313783j 0.0045172-0.00678069j 0.0111114-0.00737114j 0.0217731+0.00737148j 0.0242823-0.00821928j 0.0226802-0.0114159j 0.0129383-0.00269189j 0.031075-0.00426466j -0.00117915-0.00877752j -0.0191529+0.00802113j -0.0362152-0.00873115j -0.00934537+0.018077j -0.0223666+0.00136599j -0.0208813+0.0280165j 0.0155016+0.0215838j -0.0245352+0.00676907j 0.0243221-0.0158165j 0.0226112+0.0281054j -0.00847512-0.0178257j 0.00978605-0.00632457j -0.00135535+0.0265602j 0.000640361-0.00200172j -0.000883861-0.0107539j 0.0168968-0.0127937j 0.00576646+0.0176306j -0.00281698+0.00832407j -0.00138834+0.0226214j 0.00348526+0.0264552j 0.0102695-0.00595073j 0.0133721+0.0113674j -0.00263253+0.00220655j -0.003928-0.0160037j -0.00718696+0.0124553j -0.00682459-0.0179888j 0.00555941+0.0203765j -2.85951e-05-0.0126043j -0.000563842-0.0152498j 0.00310009-0.0239524j 0.00439913-0.00837989j 0.00274159+0.0161475j -0.000569517+0.015933j -0.00124323-3.19749e-05j -0.00154556-0.00519259j -0.002747+0.00341381j 0.00195737-0.0106052j 0.00600697-0.0149684j 0.00255626-0.0308415j 0.00223966+0.0119061j -3.31116e-05+0.00282607j 
-0.00377885-0.00219993j 0.000201158+0.0321453j -0.00476639-0.00778414j 0.00835818+0.0197755j 0.000972552-0.0154957j -0.0398996+0.0206551j -0.0120082+0.00338513j 0.0271956+0.0083108j -0.00736073-0.0185438j -0.046028+0.0140588j -0.00918111+0.0744316j -0.0177878-0.0192646j -0.00483872+0.0554284j 0.0283303-0.105812j -0.0611734+0.0176526j 0.0105864+0.0118655j -0.014767+0.0628937j 0.0292199+0.0177649j -0.0337657+0.057871j -0.0164742+0.0367489j -0.00442344+0.0304558j -0.0166506+0.0268585j -0.038077+0.071354j 0.00211306+0.0236609j 0.00842705-0.0826932j 0.0109794-0.0193969j 0.0111861+0.0215194j -0.00801176+0.0260506j -0.00778069-0.0278128j -0.015751+0.0137469j -0.0114269-0.00606107j 0.0366073-0.010287j 0.0142665-0.0197329j 0.010146+0.0021456j 0.0508649+0.00628975j 0.00193635-0.0202809j 0.031938-0.0351047j -0.000915628-0.0369579j -0.034145+0.0435765j -0.0263054+0.0096068j -0.0116847+0.0284592j -0.0332658+0.00488621j 0.00633744+0.0226326j -0.0397119-0.00315452j -0.0623369+0.0198756j 0.0419522+0.00364584j 0.0109811-0.00611231j 0.0448414-0.0428262j -0.0467948+0.0162367j -0.0415045+0.0428221j -0.00405657-0.00015242j 0.0119434+0.00414752j 0.00468861+0.0171828j 0.0261408+0.0861025j -0.0261935-0.0478328j -0.0159956-0.032079j 0.0094401+0.0110523j -0.00898546-0.0562552j -0.0147809+0.045052j 0.0165161-0.0147861j 0.0110657-0.0179407j -0.00235107+0.00787797j 0.0117604-0.0103401j 0.00357506+0.0163118j -0.0291659-0.0328155j -0.00555727+0.002074j -0.0193289+0.137763j -0.00612764-0.0252711j 0.000117506-0.00563032j 
0.00275648+0.00911091j -0.00399383-0.00458147j 0.00124942-0.00824368j 0.00329784-0.00809201j -0.000224559-0.00383801j -0.00248644-0.0308282j 0.00316232-0.014066j -0.00928209-0.00326182j 0.0157791+0.0142778j 0.00827214-0.011823j 0.012778+0.0367594j 0.009825+0.0535228j -0.00666331-0.0123695j -0.00163527+0.0363323j -0.00872364-0.0213915j 0.0210755-0.011948j 0.000544452-0.0546224j -0.0146734+0.0102698j -0.0111465+0.0100057j 0.0019776-0.0367652j 0.0119315+0.0171591j -0.00088654-0.0100048j 0.00342653+0.00485555j -0.0065948-0.0290209j -0.00419899+0.0437928j 0.00169101+0.0211303j 0.000316973+0.00429971j -0.00266244+0.0135056j 0.000944683-0.00363138j -0.0133113+0.0226552j 0.0119243+0.0142175j -0.00689786-0.0010292j 0.00280189-0.0703634j 0.0103404+0.00517861j -0.0059119+0.00803214j 0.00405113+0.0173723j 0.00252378+0.017254j -0.0162165-0.028477j 0.00885718+0.00897145j -0.000876643-0.0271147j -0.0127034-0.0116835j 0.01027-0.00526487j 0.00880724-0.00380736j 0.00748036-0.0235445j 0.0203857-0.0126857j -0.00262364-0.00716287j -0.0051808+0.00513626j -0.00200264+0.0027212j 0.0128906+0.00113691j 0.0235884-0.00656244j 0.00974229-0.0179651j -0.00381759+0.00102275j -6.9647e-06+0.00161268j -0.00734417-0.0169233j 0.00443234+0.0195836j 0.00520347+0.0157692j -0.00301571+0.0131777j 0.00175358+0.0312184j -0.00066165-0.0227199j -0.00281425+0.0272483j -0.000835462-0.00291745j 0.00140295-0.00155658j -0.00438891-0.0045632j 0.00163807+0.00679915j 0.00368283+0.0421038j 0.00455079-0.000632677j 0.0014295-0.0285415j 0.00279974-0.0128379j -0.001031-0.000705051j 
0.00256916+0.0045821j -0.00648364+0.00579816j 0.00368244-0.01236j -0.000619573+0.0163932j 0.00800604-0.00805373j -0.00240358-0.0267248j 0.00103597-0.0244816j -0.00103609-0.0511015j -0.00299415-0.00583103j -0.00676606-0.016184j -0.0141408-0.0171546j -0.0171356+0.0121527j -0.0359243+0.000171372j 0.0397562-0.0194239j -0.0102661+0.0470104j 0.00196826-0.0317818j -0.0155319-0.017281j -0.0170797-0.0602146j -0.0335472-0.0614865j -0.00479493+0.0101235j -0.00103508+0.0200284j 0.0172925+0.0095619j -0.0151015-0.00348491j 0.0119443-0.00537127j 0.00232513-0.014643j 0.00702602-0.0153281j 0.00693525-0.0110046j 0.00404538+0.0452194j 0.00163117-0.00453095j -0.0204425+0.042876j -0.00816702+0.018612j 0.00114887+0.0600509j 0.00429185-0.00400146j -0.019081-0.0250738j 0.00341625-0.0259135j 0.00692586+0.0199536j 0.0294474+0.010734j 0.0119994-0.0352369j -0.00159304+0.014776j 0.00439788-0.00589586j -0.00802268+0.00193119j -0.00703781-0.0311917j 0.00790659-0.00345065j 0.00326565-0.036764j 0.0028096-0.0191846j 0.0153233+0.00716503j -0.00148776+0.00466039j 0.00213943-0.0210148j -0.0153724-0.0318377j 0.0138813-0.0303372j -0.00249017+0.00781508j -0.00316406+0.00497122j 0.0059699+0.0105756j 0.00806961+0.0187216j -0.0122915-0.0072987j -0.00797109-0.0132683j 0.00833154-0.0102371j -0.00479578+0.00163657j 0.00638027-0.00102184j 0.00733477-0.021216j -0.00184499-0.0209745j -0.00344873+0.00565592j -0.00142355-0.00669625j 0.00732622+0.00255604j -0.00628319+0.0320741j 0.00248689+0.0615746j -0.00609179-0.00978556j 0.00142352-0.0823828j -0.00102928+0.00917487j 
0.0036561+0.0143237j -0.00373467-0.0050998j 0.0131054-0.0188894j 0.00461568-0.00534176j -0.00704376-0.0210501j 0.00443088-0.0388959j -0.0105728-0.0287601j 0.0268848+0.0305055j -0.00396548-0.00794266j -0.0458652+0.00849934j -0.0210764+0.043017j 0.00764742-0.0927031j 0.00359437-0.106385j 0.040752-0.0469907j -0.0382766+0.0773833j 0.00245248-0.105863j -0.00699537-0.0863093j 0.0694101-0.0972267j 0.0350309+0.0357382j -0.0203304+0.0468642j -0.0422546-0.00561985j -0.026276-0.00299195j -0.0298895+0.0537453j -0.0287579-0.0717425j 0.0237631+0.0181308j 0.021017-0.0285115j -0.00265641+0.00826552j -0.0165672-0.0539605j 0.00700678-0.00936823j -0.0152693+0.00716958j -0.0153764-0.00993175j 0.00213073+0.0230375j 0.0075961-0.0901914j 0.0173694+0.00635136j -0.0392279+0.00170056j 0.025801+0.108741j -0.00675123+0.00713055j 0.0453001-0.00995508j -0.0319498+0.0677902j -0.000298345-0.0421974j -0.0172125+0.0329466j -0.00598373-0.0912584j 0.0305394+0.000798516j 0.0172165-0.0645599j 0.00594114+0.00146538j 0.0296301+0.0195374j 0.00473746-0.00272693j 0.00818381-0.00862067j 0.0180817-0.0278684j 0.0570172-0.0213549j -0.0149175+0.0165926j -0.0130898-0.00538748j 0.00413788+0.0105163j -0.0248604-0.0569321j 0.0128187+0.0547235j 0.0135275+0.00208721j 0.0108302-0.00242423j 0.0128395+0.0464487j 0.00832372-0.0780905j -0.00656505+0.0187686j 0.0166415-0.0445732j 0.0122083-0.00234937j -0.0284493+0.0569595j -0.00210704+0.0451539j -0.00923631+0.0419585j 0.00700342+0.0234325j -0.00516878-0.0541796j 0.0076143-0.0670857j -0.00345243+0.0361484j 
-0.00277254+0.000921897j 0.00277609-0.00306956j -0.00365285-0.00400168j 0.00433931-0.0136415j -0.0232619+0.00715639j 0.0525985-0.0174482j 0.025465+0.00484028j -0.00477865+0.0364545j 0.0034671+0.0294747j -0.0331098+0.0418457j 0.00860292-0.0261595j -0.0047882-0.0395226j 0.0725576+0.0546809j 0.0871154-0.0391161j -0.00470158-0.0805145j -0.0105991+0.084502j 0.0460728+0.0859189j 0.19125-0.0377192j 0.105985-0.00641566j -0.045239-0.00172619j -0.0573908-0.0104836j -0.0330941-0.0645311j -0.0278088-0.0144408j -0.0492634-0.0525468j 0.0275123+0.0162851j 0.0239802-0.0159027j -0.0146154+0.00611295j -0.00611083-0.0220631j 0.0186389-0.0221413j -0.0478736-0.0112318j 0.00271148-0.0731654j 0.0210467-0.0387513j 0.000239254+0.0312368j 0.0357806+0.101663j -0.0381478+0.0171818j -0.00274672-0.0604523j -0.0630693-0.00121363j 0.111134-0.0429099j -0.0720799+0.0153293j 0.00626914+0.0447896j 0.00833287+0.0167603j -0.0070462+0.000156238j 0.027436+0.0440414j 0.0585208+0.0116448j -0.0039446+0.00394215j 0.0217438-0.0211251j 0.0150269-0.0186204j 0.028598+0.0195026j 0.0659949-0.00690541j 0.0762324-0.0441085j -0.0212639+0.0153211j -0.0099823-0.0291388j -0.0189437+0.0147983j -0.0368159-0.09016j 0.0402269+0.00346693j 0.0299745-0.00583279j 0.0133251-0.0185861j 0.0244244+0.0106895j 0.0241371-0.027145j -0.0221878-0.0214989j 0.0293274-0.00498794j 0.0227034-0.00551069j -0.04683+0.0198068j -0.0083946-0.0492253j -0.00050269+0.0329214j 0.0136405-0.0267037j 0.0005088-0.0531742j 0.0119424-0.013308j 0.00178728+0.0389597j 
0.00413927+0.0109227j -0.00354508+0.0145537j 0.00166653-0.0470743j 0.0128389-0.00837535j 0.0190464+0.00525101j -0.00228137-0.00887304j -0.0149577+0.0565919j -0.0110225-0.0513793j -0.00250157+0.00209553j 0.00749017+0.070761j -0.0481279-0.0635257j 0.00536714-0.0212548j -0.0200616+0.139503j -0.00180308-0.0382575j -0.0147192-0.103744j 0.0235558+0.209063j 0.0241789+0.149043j -0.0574632-0.0346485j -0.045097-0.00384816j 0.00802853-0.0100135j 0.00402558+0.0221438j 0.000715271-0.0290648j -0.00489671-0.0292071j 0.0128818+0.0628191j -0.00900829+0.0578778j -0.011713-0.019856j -0.00858422-0.0419274j -0.0252895+0.0255583j -0.018347-0.0578937j 0.004245+0.0559625j -0.0160393-0.0360045j -0.010687-0.0147937j 0.0250761+0.0757846j -0.0004892+0.091905j 0.0162565+0.0490688j -0.017967-0.0871849j 0.0286473-0.0347827j -0.0433305-0.054545j 0.00363279-0.0550146j -0.00519048+0.0310744j -0.0146573-0.0182407j 0.0115323+0.0388619j -0.00459414+0.0308173j -0.013561-0.00455236j -0.0105308-0.0262827j 0.0252128+0.0102477j 0.00162748+0.0050615j 0.00203637-0.00820404j -0.0186696+0.000281635j -0.00402902-0.0483387j 0.00290855+0.0236802j 0.0088686-0.0133361j 0.00845955+0.0179074j 0.0157789-0.0251707j -0.019143-0.0368501j -0.0109631-0.0407216j -0.000518443-0.0190624j -0.0162663-0.0199749j -0.00929127+0.0498675j 0.00710705-0.0322605j -0.00184808+0.0201506j -0.0065263+0.00415538j 0.0139885-0.0780336j 0.012901-0.0602093j -0.00556272+0.0557865j -0.00247053+0.00553131j -0.0062299-0.0289984j -0.00194645-0.049878j -0.00331144+0.0210782j 
0.0172977+0.0116315j 0.0135344-0.00687754j -0.0141644-0.0201377j -0.0001833-0.029447j -0.0202137-0.0087328j -0.0392721-0.0248222j -0.0750243-0.0104134j 0.00441848+0.0528725j 0.00227752+0.0555121j 0.0937029+0.0794942j 0.0362905+0.0395712j -0.057817-0.0761027j -0.0480052-0.0405934j -0.0743314+0.0051622j 0.0354721-0.013098j -0.126611+0.0269431j -0.0545888-0.017239j -0.245797-0.00474028j -0.0521398+0.084694j 0.0617668+0.00993581j 0.0227391+0.00650916j 0.00559096-0.0550603j 0.0511518-0.0101055j -0.0510484-0.12797j -0.0143453+0.0217463j -0.0302689-0.0385859j 0.0135303+0.00131211j 0.00549317-0.0298687j -0.0238314-0.0150932j 0.0509978+0.0423585j -0.0173179-0.0211746j -0.0732438+0.00884882j -0.0212133-0.0219966j -0.0247864+0.0774754j 0.0331922-0.0465444j -0.0182-0.00304817j -0.000663029-0.038874j -0.145706-0.105977j 0.123631+0.0726432j 0.0203739+0.0246236j 0.027233+0.00608066j 0.0107954+0.0204531j -0.0365066+0.0378853j -0.140436-0.0258469j -0.0443238+0.0236801j 0.0194662-0.0156859j -0.00557327-0.00947763j -0.0930193-0.0345023j -0.0489953+0.0438623j -0.0613102+0.0424056j 0.0325469+0.0204517j 0.0196366-0.00677635j 0.0190266+0.018493j 0.0435451-0.05546j -0.0445087+0.0318006j -0.026023+0.0166734j -0.0323042+0.00450893j -0.0211173+0.0400998j -0.0411198-0.0301702j 0.013269+0.0196682j -0.0290603-0.0220354j -0.0218412-0.010676j 0.0560256+0.0158694j 0.0229719-0.0185962j 0.00820508+0.0620158j -0.0291674-0.0793352j -0.00444292+0.0151443j -0.0166575+0.0257817j -0.0110459+0.00494688j 
