0.0254283+0.0794976j -0.0223533+0.0352291j -0.0387088-0.0115961j -0.0284847+0.0765365j 0.0305666+0.0289411j -0.0127066+0.00860822j 0.0690291-0.0674075j -0.0218983-0.0120265j 0.0253925+0.00622095j 0.0163448+0.00670569j 0.0424138-0.0441306j 0.0469155-0.0206097j 0.00722955-0.0137071j -0.0118229+0.0155729j 0.018696-0.0200198j 0.0356014-0.00896404j -0.012183+0.0019493j -0.00308235-0.00395435j 0.0234437-0.0184041j 0.0209726-0.0170914j -0.00741299-0.0083835j 0.0109481+0.00163679j -0.00402968+0.0205704j -0.0278357+0.0315042j -0.00571841-0.0266624j -0.00789107-0.0173306j 0.0041517+0.00229908j 0.0215033+0.00612276j -0.00346685-0.0337359j 0.0055575-0.0147402j -0.0327538+0.0309712j -0.0143258+0.0235081j -0.0148068+0.0579316j 0.0307579-0.0157341j -0.0200695+0.0803202j 0.0169471+0.0714176j 0.0746787+0.0653817j 0.11712-0.112754j -0.159594+0.178579j -0.111452+0.0935058j -0.239506+0.01845j 0.195289-0.291005j -0.0534405+0.0220892j 0.0356635-0.0781885j -0.0106702+0.0280223j 0.0391361-0.0181124j 0.0222432-0.0367802j -0.0205665+0.019109j -0.0176528+0.0103936j -0.00465311-0.00764455j -0.0193311+0.0211368j 0.0160499+0.000646354j -0.00750261+0.000262646j -0.0141096+0.0146609j -0.0011592-0.00174362j 0.00535961-0.00382666j -0.0113602+0.00457477j 0.0166138-0.00101426j 0.00466894-0.00243159j -0.0139284+0.00926195j 0.00433338-0.0116373j -0.00614736+0.00289698j 0.0128552-0.0101205j 0.00348544+0.00562675j -0.000240325-0.00315301j 0.00178436+0.000454715j 0.00824364-0.00190335j 7.71898e-05-0.00131156j -0.00443439+0.00277601j -0.0078314+0.00290854j 0.00652399-0.00459294j -0.00149085-0.00951359j 0.00302356-0.00795854j -0.00176469-0.000177784j -0.00368984+0.0106971j -0.0122594+0.00937867j 0.00358488-0.00417617j 0.00597991-0.00164781j 0.00669575-0.00213471j -0.00269443-0.00468426j 0.012257-0.0235232j 0.00250482+0.00121798j -0.0136354+0.00627795j 0.0145337-0.00522812j 0.00874641-0.00210008j -0.012889+0.0150481j 0.000497115+0.0221509j -0.00379644+0.0152893j 0.0145242+0.0995243j -0.0929779+0.0521229j -0.0494444+0.0786633j -0.0408593+0.0410191j 
-0.00343669+0.0218737j -0.0147675+0.0388423j -0.0564708+0.0335039j 0.0163599+0.0182611j -0.0174432-0.049858j 0.0489924-0.0166j -0.163514+0.030604j -0.00324739+0.017682j -0.0499277-0.0492098j -0.0675544+0.0208588j 0.0859913-0.0451264j -0.122543-0.022101j 0.0195883-0.00804837j 0.0340845-0.0755791j 0.0179942+0.0230185j -0.0801738-0.0105021j 0.0940519-0.0158504j 0.0208679-0.0184715j 0.0844385+0.0018213j -0.017383+0.0108059j 0.0802368+0.00684048j -0.0357093+0.0014436j -0.093391-0.0101376j -0.0893433-0.0389769j -0.0866707+0.0549209j -0.101549+0.084279j -0.0832377+0.071645j -0.100393+0.029262j -0.109435+0.0557206j -0.0717067-0.0970708j -0.0565599+0.13779j -0.0738703-0.0348047j 0.0577638+0.00407234j -0.0896345+0.140983j 0.156359+0.136789j 0.0301495+0.0410953j -0.0520778+0.160766j -0.130346-0.0532796j -0.0684194+0.0477832j 0.0771401+0.117833j 0.0396699-0.0185411j -0.0599097-0.0148218j 0.0299557-0.0246439j -0.0409294-0.00930895j -7.69734e-05-0.0127225j 0.00922702-0.00167764j -0.0347226-0.0036102j -0.0200261-0.00499005j 0.0141757+0.004636j -0.00114352-0.00427047j -0.00891138+0.00175147j -0.00584945+0.0248684j 0.0027089-0.0102826j -0.00792875-0.00336096j 0.00163211-0.0110588j 0.00209558-0.00180293j 0.00349571-0.00666507j -7.30595e-05+0.022779j 0.00875123-0.000938522j -0.000210282+0.00061246j -0.00430673+0.00471947j -0.000277715+0.0139742j -0.00159062+0.00967756j -0.00510599-0.00552021j 0.00302614-0.00374725j 0.00352436+0.00384799j 0.00378911+0.012667j -0.00211715-0.0213418j 0.0105676-0.0337398j 0.0109563-0.00655744j 0.0306139+0.0332714j -0.0115572+0.00241632j 0.00746784-0.00815426j 0.00214465+0.0111931j -0.0182386+0.021182j 0.00578529-0.00920648j 0.00244888+0.00396181j -0.00469237+0.00678222j 0.0163582+0.000662724j -0.0275911-0.0090459j 0.0129106+0.0241511j -0.00167599+0.0074949j 0.0110408+0.00804546j -0.00944982-0.0188593j 0.025102-0.016422j -0.0350349+0.00350066j 0.0172898+0.0183833j 0.0111118+0.00582154j -0.0248578+0.00619644j 0.0151562+0.0140869j 0.019294+0.00190503j 0.00140991-0.00913902j 
0.0122945+0.0131768j 0.0091728+0.0257663j 0.0114163+0.021669j 0.0208176+0.0107986j -0.00811047-0.0733846j 0.052164-0.0147443j -0.0588786+0.0166525j 0.0157024+0.0527275j 0.00809664+0.00927739j -0.0792462-0.0127069j 0.0623677+0.0758543j -0.0472699+0.0719255j -0.0107948+0.00201157j 0.0293388-0.0191704j 0.0487366+0.0189592j -0.0191347+0.0185956j -0.0756793-0.0353792j 0.0927384-0.012268j -0.00798458-0.017472j 0.00340368+0.0420113j 0.0125763+0.15579j -0.0275907+0.0674108j 0.0524202-0.0411916j 0.0798564+0.00442714j 0.0168207+0.00699199j -0.170178-0.184559j -0.0542565-0.164343j 0.0248065-0.21474j 0.0485316-0.129749j -0.00709321+0.0505913j -0.0157862+0.069612j 0.145349+0.0223891j 0.141811+0.0537191j 0.0490288+0.0723136j 0.208202-0.0479508j -0.0685012-0.110795j 0.0264023+0.0796038j 0.0176825-0.0102831j 0.00179607+0.0317798j 0.0859431+0.0422477j 0.00997153-0.0249566j -0.0350561+0.0346907j -0.00747811-0.0258325j -0.0198352+0.00551188j 0.0013558-0.0246711j 0.0170427-0.00485523j -0.00750927+0.0111037j -0.00845772-0.0117192j -0.00647496-0.00795099j -0.000400362-0.00145814j -0.00767013-0.0138058j -0.000808999+0.000562071j 0.00210474+0.00311521j 0.0085404-0.00526089j 0.011111+0.0017491j 0.00956362-0.000466876j 0.000808787+0.00968994j -0.0137695-0.00423228j -0.000203501-0.00928368j -0.000797202+0.0121503j 0.00357091+0.00805698j 0.00858783+0.00674349j -0.014438+0.00798125j 0.000591775+0.00419485j 0.0012436+0.00645372j 0.0275426+0.0175335j 0.0184795+0.000156335j 0.000556795+0.00336163j -0.00271468-0.0106318j 0.00744388+0.0165276j -0.0161031-0.00820094j -0.0243308-0.00127954j 0.0305166+0.00670458j -0.00389255-0.010149j 0.00720227+0.00220402j 0.00442394-0.0211227j 0.00496203+0.0169704j 0.0142263-0.00365124j -0.0159875-0.0147095j -0.0283007+0.00182892j -5.89105e-05+0.0114934j 0.0134553+0.00335225j 0.0062782+0.00969446j -0.0126463+0.00915118j 0.00831942-0.00170512j -0.00742764+0.00174405j 0.00646673-0.00540687j 0.00136037-0.00239099j -0.00334874+0.00279361j 0.00728712-0.00145115j 0.0047843-0.0111349j -0.00685278-0.00383734j 
0.0204201+0.0551888j 0.0233399-0.0127748j 0.0332794+0.0423453j 0.0747097-0.0440165j 0.0285032+0.00111749j 0.0437056-0.0581343j -0.0168464+0.0211236j 0.0483854-0.0366656j -0.0574198-0.052817j -0.0607681+0.000226175j 0.0468671-0.024729j -0.0493849+0.0939041j 0.0190814+0.0123107j -0.02859+0.106104j -0.0141491+0.00478127j -0.0579679-0.0274993j -0.0116102-0.0376511j -0.0302409+0.0300918j -0.0637756+0.00263777j 0.0177262-0.111662j -0.0561281-0.0483961j -0.0313436+0.0490063j 0.0324438+0.0608871j -0.143411+0.026016j -0.0595633-0.0125887j -0.00260056+0.00401145j 0.132941+0.119223j 0.0462855+0.0285491j -0.0371021+0.152001j -0.0241881+0.0582898j -0.0482797-0.0100648j -0.0548796-0.0410532j -0.00939306+0.0267305j -0.0770257+0.101475j 0.0893097+0.0311808j -0.114793-0.160277j -0.0510704+0.00397065j 0.153337+0.0243214j 0.0468876-0.0425933j 0.00174669+0.0173714j 0.0497666-0.0760726j -0.00345437+0.031977j -0.0298408-0.0256959j -0.0188675+0.0292894j 0.00466849-0.0014244j 0.0057614-0.00887039j 0.0132608-0.00636927j -0.00857289-0.00071541j -0.0093881+0.00111645j 0.00504122+0.0214228j -0.00478487-0.00816582j 0.000910617+0.01205j 0.00142505+0.00109376j 0.0107918+0.00587072j 0.0103246+0.0120466j 0.00697472+0.00470695j -0.00505772+0.00176379j -0.00337171+0.00703416j -0.00638472-0.0163867j -0.00715152-0.00581832j 0.00362032+0.00570572j 0.00295754-0.00111712j 0.00318912+0.00510663j -0.00442459-1.00169e-05j 0.0160902-0.00126499j -0.00955857+0.0075146j -0.011924+0.00396064j -0.00122884+0.00824867j 0.0125404-0.00371052j 0.0195199-0.0213998j 0.0109686-0.00230263j 0.0336583-0.00709688j 0.0183945-0.00401382j -0.00859891-0.0099938j 0.0127391-0.0132963j 0.00126765+0.00937177j 0.00713226+0.00419332j -0.0055991-0.00136627j -0.0081227-0.00849793j 0.00651504-0.00571347j 0.0133976-0.0212364j 0.00911708+0.00871333j 0.0201219-0.0077545j -0.0113011+0.00827094j 0.0216297-0.0176252j -0.0131977-0.0116927j 0.0145871+0.00642503j -0.00596155-0.00708507j -0.0137005-0.00176039j -0.00113869+0.0119567j 0.00461111-0.00492403j 0.00359339-0.0203217j 
-9.21388e-05+0.0133732j -0.0164809+0.00537393j -0.055884+0.023997j 0.00963474-0.0134151j -0.0517479-0.0189395j -0.0284993+0.00557593j -0.0376942-0.00984656j 0.0050147+0.0459566j -0.0441521-0.0211844j 0.0451237+0.0294669j -0.14612+0.0506702j -0.026295+0.0801949j -0.0118455+0.0520949j 0.046601-0.0550761j 0.0413106+0.0518472j -0.0301527-0.0585937j 0.0975638-0.00841201j 0.00291879+0.0150423j 0.120101+0.0410281j -0.132636-0.0786644j 0.0646026-0.0285001j 0.151383+0.057581j -0.0167977+0.0129192j 0.124534+0.121287j 0.0127079+0.0288717j 0.21069-0.086242j -0.0505013+0.0067213j 0.0187699+0.0437751j 0.0269059+0.00520247j -0.0408625-0.0512106j 0.168232+0.148869j -0.0345117+0.0736599j -0.118679+0.214571j -0.145254-0.0793512j -0.00752503+0.0112376j -0.0521734-0.0375235j 0.022127+0.027326j 0.00945922+0.00285531j -0.0490787-0.0171388j 0.00711393+0.0814688j 0.0489356+0.00800979j 0.00500867-0.0555211j 0.0170373-0.00330399j -0.0261298+0.00680108j -0.0123883-0.00246229j -0.0182068-0.00143933j -0.0131177-0.00669383j 0.00621994-0.0166309j 0.020742+0.019366j 0.0035291-0.000721484j 0.0206319+0.01037j 0.0154455-0.0072524j -0.00587793-0.00159739j 0.0111354+0.000809499j 0.00243187-0.00826401j -0.000338069-0.00308362j 0.00528215-0.00399413j -0.00099714+0.0159504j 0.00664005+0.0150245j 0.00951869-0.0123172j -1.78373e-05-0.000808768j -0.00471259+0.00596361j 0.0104369+0.0209392j 0.000975423+0.00480865j 0.00281379+0.0198751j -0.0106579+0.0160863j 0.0177617+0.02566j -0.000790027-0.0122807j -0.000966678+0.00712212j -0.0176292-0.000860289j 0.04494-0.017174j -0.00721148-0.00247499j 0.00756914+0.00463421j -0.0186354-0.0354269j -0.00232924-0.00851393j -0.00287094+0.0244123j -0.0230794+0.0139431j -0.0201392+0.0197516j -0.0018608-0.00225221j -0.0110777-0.0174709j 0.0113853+0.002048j -0.000901742-0.00420516j -0.00569814-0.00674217j -0.0152612-0.00355804j 0.00599278-0.00895561j -0.0120349+0.0024665j 0.00415193+0.000702607j -0.00113001+0.0114066j -0.022686-0.00224224j 0.00385049+0.0154883j 0.00733287+0.00828037j 0.00471847-0.00387378j 
0.00626935+0.0315086j 0.00514036-0.017872j 0.0392455+0.0271235j 0.0428318-0.0179787j -0.0440101+0.0396215j -0.0034834+0.00763879j 0.0789717-0.00789406j 0.0602032-0.0202867j -0.0238413+0.0109326j 0.0375051-0.0300165j -0.152243-0.0150412j -0.0590526-0.0780047j -0.0383086-0.0155872j -0.086004-0.127048j 0.103294-0.0359215j 0.079738-0.0503697j 0.00694604+0.0512734j -0.0447297-0.176849j 0.0934853+0.0965491j -0.00313017+0.058448j 0.00787717-0.0312916j -0.0868315-0.0691737j -0.151601-0.0669005j 0.0901805-0.204107j 0.0477201-0.00647453j 0.0137782+0.0996898j -0.208588+0.12014j -0.089849-0.0988207j -0.111029-0.150487j -0.0369111-0.0553318j 0.115278-0.0129896j -0.0146166-0.0991199j -0.0426551+0.0595127j -0.0654868-0.00476226j -0.120894-0.0636745j 0.00444611-0.067795j -0.0153472-0.0781941j 0.113994+0.00438425j 0.0083433-0.0404983j -0.0579906+0.00862832j 0.0282316+0.00100119j 0.0102038-0.0228592j -0.0272891-0.00913257j -0.00650897+0.0221369j -0.0156503+0.00871603j -0.0118445-0.00425954j 0.0245761-0.00124846j 0.00538852-0.00412602j 0.0046557+0.00579537j 0.00276811+0.00980642j 0.008755-0.0036049j 0.0197786+0.0114425j -0.0123153-0.00140696j 0.00590922-0.010248j -0.00557287-0.0188964j 0.00155765-9.10647e-05j -0.00960503-0.0190157j -0.00892547+0.00307069j -0.00153185+0.00824525j 0.0140124-0.00169953j 0.00315189+0.0157296j -0.00060526+0.00632018j -0.0161553+0.00202976j -0.0051187-0.0162562j 0.00866743+0.00954057j 0.0255748-0.0147446j 0.00211829-0.0262651j 0.00145281+0.00375757j 0.00449144+0.00264778j 0.0347456-0.00159591j 0.00694703+0.0102261j -0.000835066+0.00300709j -0.0145964-0.0111899j -0.0226106-0.00823624j 0.00915427+0.00138314j -0.00178473+0.00150214j 0.00739214+0.0104315j 0.00172081-0.00426451j 0.0226815+0.00685994j 0.006813-0.015133j -0.0017648-0.0233674j -0.0019682+0.0114015j -0.0134248-0.00193338j -0.0173295-0.00593369j -0.00407783-0.00836085j 0.00538813-0.000998689j -0.000749021-0.0118677j -0.00790264+0.00129051j -0.00672707-0.00634716j -0.0119169+0.00619053j 0.00353043-0.00354231j 0.0030759-0.0056897j 
0.0142731-0.0216881j -0.00899097+0.00264872j 0.0130993+0.0218607j 0.023685+0.0179535j -0.00995708+0.0466012j -0.00267263-0.0138306j -0.00296524+0.0841568j 0.0268347-0.0259641j 0.000132078+0.00207535j -0.0345119-0.0804873j -0.0769121-0.0673073j -0.0181372-0.10285j 0.121657+0.0221173j -0.00298816-0.039705j -0.0226463+0.131828j -0.0597094-0.00560194j 0.0527606+0.0261436j 0.0614912+0.0306083j -0.0940289-0.0444498j 0.00209723+0.0347478j -0.16536-0.12166j 0.0558421+0.0380114j 0.164646-0.00864923j 0.101096-0.0572909j 0.0236731+0.0107993j -0.00478639+0.0491897j 0.0126587-0.0854132j 0.0933989+0.123454j 0.219686+0.129349j 0.0379684+0.0985512j 0.103078+0.0396904j -0.00886108-0.108303j -0.016565+0.107029j -0.0235728+0.0259561j 0.00525154+0.152383j 0.169059-0.0255888j -0.00996769-0.0735605j 0.0591296+0.0192091j -0.0137757+0.00382509j 0.00546548-0.0145585j 0.0127342-0.0268245j -0.0128553-0.0418159j -0.000882198-0.0209822j -0.015092-0.0158144j -0.000901287+0.00992574j -0.00281684+0.00498397j -0.0164162+0.00471877j -0.00450255+0.0136792j -0.0016702+0.00320762j 0.0088814+0.00423826j 0.00521138+0.00617064j 0.000447709+0.0175486j 0.00113407-0.00920524j -0.00370953-0.0186214j 0.00356529-0.0123371j -0.000487635+0.0157949j -0.00264519-0.0147704j 0.0108853-0.00211917j -0.0275296-0.0145976j 0.00692541-0.0141183j -0.015421-0.0061122j -0.00225915+0.0100942j -0.00238217-0.0102971j 0.010219+0.00996982j -0.00530738-0.0153967j 0.0078882+0.0030879j 0.0024319+0.0162367j 0.00571687+0.0239959j 0.0316284-0.0216486j -0.0186557-0.02259j 0.0140624+0.0223553j -0.00165235-0.00304845j -0.00472454+0.00829998j 0.0076156+0.0103179j 0.0116532-0.0140178j -0.0157005+0.00346875j 0.017292+0.0221581j 0.017676+0.00546827j 0.0100182-0.00569963j 0.00124835+0.0215845j -0.000261389-0.0233701j -0.0225797+0.00981415j -0.000732157-0.00773224j 0.00367273-0.0155354j 0.00640037+0.00217879j -0.00393822+0.00173417j 0.0081748+0.00280435j 0.00630162+0.00254989j -0.00128956-0.00324388j -0.00497403-0.00161151j 0.00865205+0.00709698j 0.000644819-0.00857863j 
-0.00929216+0.0183042j -0.0234415+0.0246953j -0.0376831+0.0540148j 0.0528212-0.0267933j -0.0271045+0.0634927j 0.0187094+0.00832683j 0.100494+0.0842596j -0.0202044-0.0724589j 0.0161214+0.0588245j 0.0452287-0.0413452j 0.0337428-0.127673j 0.0555261-0.0138585j -0.0022935-0.0651175j 0.0623359-0.0553497j 0.0480189+0.128048j 0.0277007-0.0401435j -0.0244509-0.0561283j -0.010004+0.0626874j 0.0435305+0.0175596j 0.0984616+0.109797j 0.067575+0.0700329j 0.00885235-0.0239327j -0.023352-0.0775695j 0.140161+0.0691067j 0.0983876+0.0376602j 0.0792422-0.0169615j -0.0190033-0.137102j 0.0692119+0.18386j 0.0454183-0.0250262j -0.174584-0.14993j -0.104916-0.00422658j -0.0202088+0.0757045j -0.0363002-0.0920837j -0.0122889+0.131069j 0.0450592-0.151681j -0.103335-0.0169187j -0.0550083-0.165524j -0.0300851-0.0593081j -0.0628802-0.0026735j -0.0260647-0.0269829j 0.0111538-0.0336711j 0.00241534-0.0448997j -0.00969464-0.00277113j -0.0211131+0.0212546j -0.0127779+0.0224123j -0.00148353-0.00343061j 0.0269955+0.0103806j 0.00854954+0.0302762j -0.00244316-0.014619j -0.00153157-0.00351586j -0.00256947+0.0143863j -0.00750694+0.0158914j -0.0100971-0.0219962j 0.00804272-0.000489345j 0.0121515-0.010513j 0.00397251+0.0112609j 0.00249815+0.00684584j 0.00333681-0.0045569j -0.0171987-0.00750815j 0.0106342+0.0217344j 0.00922111-0.00684273j -0.0108646-0.00283497j 0.0101908-0.0128504j 0.0288034-0.0198834j -0.00222681-0.0139634j 0.0202313+0.00786319j 0.0120515-0.016438j -0.0164671+0.0194109j -0.00680798-0.0129495j -0.000140764-0.00872596j 0.00771562-0.00110427j -0.00558008-0.0114988j -0.00854103+0.00413678j 0.0199046+0.00326965j -0.00600778+0.017142j -0.00138101-0.000794185j -0.0221185-0.00160832j 0.0012935+0.0091433j 0.0242987-0.00424449j 0.00713404-0.021778j -0.00554915-0.00350507j -0.000607569+0.0108917j -0.00909406+0.00112238j -0.0084402-0.0142645j -0.00823748-0.0141558j 0.00227583+0.00594741j 0.0105985-0.00574167j -0.00713208+0.00067706j -0.0124364+0.000181459j 0.00190395-0.00559583j -0.00319696+0.00890493j 0.000332815+0.00337138j 
-0.0145344+0.0363404j 0.0109595+0.0119613j -0.000920306+0.0156467j 0.0176805-0.00244995j -0.0309395-0.0118358j -0.00819699+0.05605j 0.0446701-0.0499991j 0.0312215+0.0036744j -0.0508343+0.0281957j 0.0297097-0.0404624j 0.00194223+0.00649084j -0.0872875-0.0231427j -0.0276202+0.00444548j -0.0477385-0.11198j -0.00320191-0.102481j -0.0756599+0.00952668j 0.083493-0.0980755j 0.0443279-0.0379732j -0.0940958+0.0998255j -0.0679966+0.076656j -0.229524+0.0643666j 0.0840121-0.0098853j 0.210244-0.0511545j -0.038835-0.133211j -0.0164918+0.0947116j -0.0244918+0.0483715j 0.0210266-0.039022j 0.0968462+0.151337j 0.0963089+0.00554854j -0.144128+0.0420702j 0.185789-0.0193793j 0.0722095-0.148785j -0.02894-0.150032j -0.0263284-0.130468j -0.270278-0.0715033j 0.000695958+0.0525658j -0.0207814+0.0290036j 0.0050008-0.0535421j 0.0275859+0.0056421j -0.0283311+0.0295248j 0.01437+0.0207322j -0.00172703+0.00369537j -0.00234574-0.00133234j -0.00632294+0.0116996j -0.00793341-0.00109137j -0.0121143+0.0110766j 0.0178946-0.0029828j -0.000420348-0.0104812j 0.00949374-0.0099052j 0.00402691+0.00982818j -0.00486326-0.00965548j 0.00216648+0.0138427j 0.00547979-0.00890773j 0.00150613+0.00908511j -0.00375126-0.00623318j -0.0141094-0.0172425j 0.0017796+0.00509646j 0.000325939+0.00201978j 0.012446-0.00838117j -0.00338644+0.0126194j -0.0238906+0.0209288j 0.000206361+0.0128219j 0.00790084-0.0176662j 0.000242508-0.0114787j -0.00586767+0.00592936j -0.0171162+0.0213191j 0.0139988-0.014062j -0.00593943+0.0125517j 0.0172789-0.0112713j -0.00964652-0.00414408j -0.00401284+0.00717642j -0.00277337+0.0124176j 0.00608253+0.000895025j -0.0126149+0.00473873j 0.00240852-0.00437028j -0.0164213-0.00584321j -0.00715154+0.0344014j 0.00157772+0.0279862j -0.0066077-0.0220308j -0.00818925+0.00107029j -0.00288937-0.00453807j 0.00603253+0.00254407j 0.00226117+0.0151136j -0.0169208+0.0138899j 0.00273724-0.00146j -0.00258294-0.00561057j -0.00757383-0.0049943j -0.00463652+6.35745e-05j -0.00489127-0.00340436j -0.00747326+0.00736193j 0.00139787-0.00668868j -0.00149523+0.00331356j 
-0.0089636+0.00355674j -0.00677401-0.0152085j 0.0207604+0.0540897j 0.0310076+0.018411j -0.00733997+0.0630219j -0.0417507+0.0174749j 0.0482155+0.0407661j -0.0111564+0.014287j -0.0953195+0.0838886j -0.0404786-0.0308344j -0.0154007+0.041446j -0.0325679-0.0188739j -0.0177189+0.0602427j 0.0259865+0.076861j 0.00505149-0.00943503j -0.0461523-1.22088e-05j 0.124655-0.041629j -0.0586917-0.0102489j -0.0892186-0.00636589j 0.0224605+0.0532255j 0.0636193+0.122876j -0.0769836-0.147506j -0.0718414-0.055013j -0.0872042+0.160097j 0.00574755+0.162424j 0.173501-0.273629j 0.13217+0.139115j -0.105036-0.165418j -0.0523801-0.0907965j 0.0191366+0.0155799j -0.045206-0.0183655j 0.2038+0.094567j -0.0243315+0.0828915j 0.0675727-0.0384501j 0.0268919-0.0695574j 0.0575078-0.056075j -0.00738924-0.0287626j 0.0589101-0.0216598j 0.0185343-0.041628j -0.0410781-0.0150876j 0.00812787+0.0123471j 0.0178861-0.0290786j -0.0177951-0.0236102j -0.00956042+0.0114854j -0.00805829+0.0242917j -0.0225316-0.00235947j 0.00364658-0.000924948j 0.0117003+0.00316138j 0.000626291-0.0105219j 0.0218328+0.00582829j 0.0046048-0.0118736j 0.00740011+0.00288226j -0.00446035+0.0101622j 0.000790989+0.000612104j -0.0125286-0.00132273j 0.00634038-3.22087e-05j -0.00201839-0.00441359j 0.00957911+0.0174842j -0.0197846-0.0157592j 0.00571588+0.00942037j -0.00870025-0.00678233j 0.00246887+0.024529j 0.00787576+0.00528368j 0.000560629-0.0164519j -0.0033579-0.012341j 0.00737074+0.0176782j -0.012499-0.0231527j -0.00486155-0.0166724j -0.0095213+0.00503542j 0.00111442+0.00296674j -0.0235423+0.00057201j -0.00690912-0.00543498j -0.00635327+0.00119027j -0.00169633-0.000262808j -0.00807209+0.0213389j 0.0303568-0.0142414j -0.00498212-0.00199071j 0.00633178+0.00435526j 0.0143087+0.0133786j -0.0153693+0.00968559j 0.00884269+0.00223274j -0.00429606+0.00536764j -0.000172619+0.000531877j -0.00441806-0.00834753j 0.00426061-0.00469849j -0.00411324-0.00261321j 0.00190942-0.00147894j -0.00362824+0.00150061j -0.00483384-0.00848724j -0.00710583+0.00504043j 0.00341987+0.00496701j 0.0028593-0.00247507j 
0.0169606-0.0379805j -0.00864987-0.0144683j -0.0205121-0.0185013j 0.0680844+0.0328725j -0.115656-0.0457952j -0.0487088-0.0319213j -0.0272313-0.0226314j 0.0411602+0.106134j -0.00168709-0.000196327j 0.0381347-0.141j -0.116628-0.00295574j -0.0408608+0.0145618j -0.015245-0.130954j 0.063504+0.0886789j -0.0828969+0.00195801j -0.0154998+0.0765869j -0.00441814-0.0749921j -0.0767523+0.0108267j 0.0632172+0.0470546j -0.159397+0.232858j -0.0585138+0.0937515j 0.0847344-0.0505897j 0.0258567-0.0223724j -0.128096+0.0252269j -0.0518416+0.0814452j 0.101637-0.0016533j 0.098101+0.142435j -0.0375841+0.0562204j -0.0353186+0.00910459j -0.0569168-0.0547299j 0.0347887+0.0446756j 0.0236167-0.0616599j 0.0810073+0.110651j 0.0892963+0.00865606j -0.0716456-0.144012j -0.0197062-0.035999j 0.0126834+0.0582993j 0.00947951-0.112454j -0.00444203-0.0261855j 0.032041+0.0106972j -0.00586876-0.0215705j -0.00901363+0.0053192j -0.0200338-0.0144574j -0.020451-0.0160579j -0.0259007-0.0145814j -0.0248346-0.0118686j -0.00793459-0.0085814j -1.57559e-05-0.0336656j 0.00440606-0.0137587j -0.00824307+0.0130385j 0.00907999-0.010001j 0.012056+0.011653j 0.00149298+0.00306651j 0.0236153+0.00391955j 0.00090618-0.0149516j -0.0189591+0.000748475j -0.000338482-0.00809427j -0.0140913+0.0123434j -0.00367218-0.0179136j -0.0141734+0.0166402j 0.017254+0.00360239j 0.00490692-0.0075662j 0.00884658+0.00825371j 0.00449475+0.00610677j 0.013003-0.00898622j -0.0174309+0.00663724j -0.0133949+0.0113578j -0.0131051-0.00212817j -0.0139446-0.0090552j 0.00433636-0.00948696j 0.0263991+0.00557598j -0.0272802+0.00327595j -0.00581395+0.00933118j 0.00423067-0.00741372j -0.00233679-0.0128226j -0.0138334-0.0233558j 0.0236499-0.00881956j -0.0155853+0.000588446j 0.0101025-0.00666406j -0.011753-0.0101848j -0.0116927-0.00122968j 0.00668362+0.00669716j -0.0112688+0.0108702j -0.0155291-0.00322113j -0.00208013+0.00921504j 0.0057605-0.00259393j -0.00494554-0.00701134j -0.0018481-0.00551009j -0.007135-0.00783867j 0.00118533+0.0142915j 0.00810861-0.000304142j -0.00227464-0.0161564j 
