0.00369132-0.00886835j 0.00227701+0.010581j -0.00205608-0.00738697j 0.000873589-0.00603995j -0.000308918-0.00660988j -0.000870517+2.30267e-05j -0.00153584+0.00697001j 0.00175468+0.00601223j 3.18924e-05+0.0027978j -0.0017073-0.00250148j 0.000236338+0.0041066j 0.00105669-0.00236307j 0.000738643+0.00561508j -0.00054451-0.00495679j -0.000309252+0.000889952j -0.000749261+0.00108799j 9.68772e-05-0.00101584j -0.000840406+0.00119467j -0.000131301-0.00158641j -0.000333338-0.00106746j 0.000242032+0.00556218j 0.000182974-0.000638193j -0.000317391+0.00294955j -0.000557909-0.00178729j 0.000143781-0.000194806j -0.000920621-0.00226865j -0.000536943+0.00126145j -0.000244955-6.4055e-05j 0.000472515-0.00503289j 0.00071204-0.00118506j 0.000661605+0.00018513j 0.000251112-0.00428065j 0.000586239-0.00241969j 0.000523071+0.000107958j -0.00155925-0.00199875j 0.000424582-0.0028319j -0.00151465+0.00071343j 0.00213028-0.0025093j -0.000277027-0.00555483j -0.0016986-0.00209854j 0.0012232+0.00936061j 0.00200777-0.000195211j 0.00215376-0.00844915j -0.00141553-0.00404874j -0.0091242+0.00194698j 0.00473934+0.0260613j 0.0203947-0.00590875j -0.0158289-0.0265762j -0.0295719+0.0463664j 0.0516541+0.022102j -0.0202028+0.0546782j 0.165942-0.0124558j 
0.00771497+0.0271479j -0.0242711+0.0089082j 0.0138589+0.000643213j 0.00771795+0.0202016j 0.0031885-0.00367933j -0.011525+0.0198601j -0.00118633-0.00689598j -0.0133781+0.00115049j -0.00293855+0.000933646j 0.00262491+0.00258541j -0.00880873+0.00721997j -0.00780924+0.0124815j -0.00889935-0.00337917j 0.00528106+0.00123259j -0.00233357+0.000286194j -0.00190957+0.00399953j 0.00542783-0.00549117j 0.0098156-0.00709249j 0.00270311-0.00120792j 0.00398813-0.00654515j -0.00582201-0.00331273j 2.91597e-06+0.000261501j -0.00788954+0.00679453j -0.000635572+0.000854947j -0.000350602+0.00322863j 0.00199329+0.0065591j 0.00829505+5.5508e-05j -0.00101156-0.00114052j 0.00671206+0.00310299j 0.00375984-0.0044927j -0.00385399+0.00571029j 0.00236783+0.00658492j -3.64472e-07+0.0052454j 0.00376992+0.000764003j -0.00265423-0.00249814j 0.00703372-0.00629758j -0.00313537+0.00774502j 0.00461551+0.00174446j -0.00296776+0.0105942j -0.00134144+0.00543845j -0.00361771+0.00316023j 0.000746251-0.0103678j 0.0113428+0.00804978j 0.00976894-0.00892861j -0.0047838+0.00605493j 0.0046024-0.00650835j 0.0175441-0.0289262j -0.0114968+0.0223718j 0.0240047-0.0284439j 0.0530454+0.0275693j -0.241579-0.0370045j 0.0837998-0.049519j 
-0.0108177-0.00823403j 0.0101516-0.0111581j 0.00287555-0.00316475j 0.00221488-0.00114521j -0.000572241+0.000810274j 0.00988833-0.011573j 0.00286509-0.00437572j -0.0130347-0.00367449j 0.00368244-0.0109208j 0.000113417-0.00424359j 0.00542072+0.000791205j -0.00406274+0.0013276j -0.0126831-0.00292347j 0.00478295+6.61457e-05j -0.0070263+0.00548456j -0.000755839-0.00310442j 0.00213329+0.00333998j 0.0122487-0.00115126j -0.00438205+0.00643257j -0.00160931+0.00454375j 0.00124833+0.00452486j 0.00183627+0.00744454j 0.00213224+0.00415753j -0.00189294-0.00517341j 0.00264491+0.00427017j 0.010438-0.0022544j 0.00633604-0.000975558j -0.00343931+0.00175235j 0.00286959+0.00263263j 0.000248603+0.0087651j -0.00758364+0.00621409j -0.00490928-0.00433926j -0.00411717+0.005931j 0.0084105+0.00236947j -0.00649394+0.00105943j -0.00203114+0.00112448j 0.00393616+0.00937697j -0.00537949+0.0127884j 0.00173117+0.00661318j 0.000768907-0.00287096j 0.0118719-0.0162078j -0.0146749+0.00602378j 0.0188353+0.00437423j 0.0273727-0.00659133j -0.0115711+0.0285129j 0.0600405+0.00392496j 0.0371109+0.0104617j 0.0452251+0.0123008j -0.130746+0.0271161j 0.239608+0.0345879j 0.0178542-0.0104068j 0.0212217+0.00909172j 
-0.00639177+0.00845232j -0.00926976-0.00591869j -0.00332992-0.00127567j 0.00503952-0.00855574j -0.00821516+0.00488388j -0.00959752-0.00334709j 1.01354e-05-0.00167203j 0.00643283+0.00945569j -0.0090314+0.00155921j -0.00610709+0.00448027j -0.000242257-0.00362465j -0.00396715+0.00176129j 0.00132727+0.0029206j -0.000761072-0.0023091j 0.00203038+0.00412466j 0.00188812-0.00276093j 0.00389076-0.00193083j 0.00342779-0.00597968j 0.00415174-0.00187258j 0.00201519-0.00110809j 0.00126109-0.000568243j 0.00815707-0.00096341j 0.00233825+0.00201992j -0.00772849+0.00373219j 0.00614437-0.00213307j -0.00276319-0.00306672j 0.00129403-0.0069857j -0.000548682+0.00293125j 0.00443248-0.00220899j 0.00261582+0.000856561j 0.00624958+0.00296592j 0.00413181+0.00246908j 0.000554563+0.000955432j 0.0140653-1.57414e-05j -0.00894805-0.00226875j -0.00115319-0.00408701j 0.00728139-0.0014776j 0.0140971-0.00464488j -0.000288836+0.00993759j -0.00657366+0.00367645j 0.00902671-0.0110117j 0.00293425-0.0200205j 0.0124089-0.00754066j -0.026647+0.00574836j -0.108872+0.00555764j 0.0207561+0.0296798j -0.0186925+0.0154888j 0.0491497+0.0320342j 0.218238+0.0242962j 0.105249-0.0195662j -0.0174432-0.00476306j 0.00623414-0.00678922j 
0.00115575+0.000586639j -0.000325759+0.00159153j 0.00782377+0.00436821j -0.00738216+0.00918306j 0.00918459-0.00349042j 0.00718895+0.00826976j -0.00258659-0.000617922j -0.00829769-0.00399543j 0.00326377-0.00311861j 0.00284263-0.00280166j 0.00322485+0.0040155j 0.00381262+0.000745957j -0.00764356-0.00169757j 0.00309151+0.00020606j -0.00154085-0.000852124j -0.00601809+0.00772397j -0.00140999-0.00204613j -0.00384029-0.000956783j 4.31205e-06+0.0071592j 0.0026938+0.0020425j 0.0041282-1.82546e-06j -0.000927285+0.00399281j 0.00370959+0.000297763j 0.00608306-0.00363836j -4.90027e-05+0.00233229j 0.0176655-0.00156969j -0.00822949-0.00441653j 0.000791439-0.00249054j 0.00569676+0.00176443j 0.00891814-0.00394643j -0.00555676+0.00359009j -0.000499219-0.00103643j -0.00216828+0.005191j 0.0105407-0.00101586j -0.0203131+0.00844623j -0.0114636+0.003362j -0.00384231+0.0194216j 0.000537728+0.00824005j 0.0372514-0.00910839j 0.00895476+0.00887068j 0.00575843-0.00119383j 0.033144+0.0080617j 0.055074-0.00304445j -0.0438909-0.00176746j 0.0139393-0.0143677j 0.0136916+0.0164366j 0.0457657-0.0201909j 0.254172+0.0222015j -0.0517484-0.000740035j 0.00717062+0.013196j -0.00507062-0.00195433j 0.000642145-0.00125665j 
-0.00719201-0.00569405j 0.00806936-0.00632826j -0.00260855+0.00520389j -0.0109681-0.00409802j 0.00366678+0.00585027j -0.00699337-0.000216516j 0.000467812-0.00431019j 0.00314207+0.00104795j 0.00580501+0.00108413j -0.00292577-0.00402273j 0.00355004-0.00434437j -0.00505427-0.00140442j -0.00246823-0.00188737j -0.00591064+0.00576138j 0.00376489-0.00833745j -0.0142604-0.00200554j 0.000893461+2.78231e-05j 0.0106311-0.00668713j -0.00367122-0.00141619j -0.000167273+0.00207654j 0.00771339-0.00556615j -0.00347131+0.00341026j -0.00131043-0.00714548j -0.00279576+0.00250996j -0.00219719+0.000375898j -0.00257763+0.0141813j 0.0068012+0.00312441j -0.00315499+0.00119206j -0.000667699+0.0027761j 0.00753817-0.00234189j -0.00346275+0.00422198j -0.00178187+0.00670537j 0.00474836+0.00356365j -0.00976612+0.00730901j -0.0217739+0.0064556j 0.000827069+0.00688936j -0.0018257-0.0103221j 0.0280389-0.00907572j -0.0273255+0.00880055j 0.00711912+0.0150534j 0.0314755+0.00651418j 0.0361537-0.00337879j 0.0390766-0.00137254j 0.00945594+0.0144938j -0.0151843-0.0177512j 0.0522337-0.0117682j 0.241072+0.0133328j -0.0253489+0.0118414j -0.00490361+0.00043026j 0.00872849+0.00178251j 0.00922777-0.00426231j 0.00696793+0.005337j 
-0.00662577+0.00700548j -0.00787878-0.00519123j 0.00161313+0.00140721j 0.000610701-0.00214378j 0.00194789+0.00172328j -0.00151802+0.00641547j -0.00486038-0.000792094j 0.00387527+0.00174864j -0.00409664-0.00170675j -0.00757877+0.00549633j -0.0029691-0.00118805j 0.00223924+0.00075376j 0.00775582+0.00134672j 0.00442306+0.00333836j -0.00586324+0.00030476j -0.00483496+0.00365196j 0.00278048-0.00200319j -0.00772924-0.00221678j -0.00366172-0.0011458j 0.00270975-0.000785837j -0.00486122-0.00366332j 0.00116156-0.00146948j -0.0118735-0.00136532j 0.00217098+0.00329145j -0.0076709-0.00161231j 0.00417139+0.00686815j 0.00250815+0.00456241j -0.00718468+0.000780242j 0.00787435-0.0014458j 0.000875809-0.00602713j 0.00250523-7.67502e-05j 0.00213177+0.00915173j 0.0172213-0.00650388j -0.0205652+0.00567191j 0.00253767+0.00409877j 0.0118881-0.00433863j -0.0460981+0.011465j 0.0191693-0.00856462j 0.00694838-0.00152356j -0.0285554-0.00676702j -0.0505993+0.0183764j 0.0193243+0.00759695j 0.0188365+0.0147972j -0.035716+0.00565724j -0.0847031+0.00482963j -0.20688-0.0195962j 0.0442561-0.00981421j 0.0242286+0.00918947j 0.01828-0.00161343j -0.0111975-0.00841285j -0.00933782-0.003321j 0.00574848-0.00293646j 
0.0078001+0.00124219j -0.00305832+0.00646071j -0.00100041+0.00723967j -0.00961989+0.00219048j 0.00634939-0.00337016j -0.000444762+0.00666719j -0.00492277+0.00035194j -0.00588532+0.00464821j -0.00456924+0.00132368j 0.00237793-0.00137165j 0.0104984+0.00494265j 0.0105401-0.00741561j -0.000468232-0.00345078j 0.00564636-0.00814816j 0.00989657+0.000253877j -0.0103038+0.00559289j -0.000154636-0.00506148j -0.00550627-0.00237434j -0.000198058+0.00808801j 0.0085456+0.00136165j 0.0115719-0.000338457j -0.00423528+0.00259609j 0.0122355-0.000830416j 0.00774799-0.00232309j 0.00145556-0.00286524j 0.00737308-0.00523508j -0.0202564-0.00989123j 0.00585567-0.00696476j -0.0108442-0.000830121j 0.0171233-0.00773252j 0.00359498+0.00450203j -0.0132514-0.00475836j -0.00639838+0.00712759j -0.0258847+0.0016739j 0.0198499+0.0026619j -0.00906134+0.00805004j 0.00736618-0.00435157j -0.004811+0.00490421j -0.0154577+0.00471213j 0.104437-0.0135124j -0.0094045-0.00606388j 0.000631183-0.0122392j -0.0674644-0.0131487j -0.0500555+0.0162651j 0.208949+0.00247787j -0.0291036+0.00949497j 0.0101855-0.00903972j 0.0427383+0.000116641j -0.00711185-0.00908942j -0.0139195+0.00408587j 0.00141438+0.00342317j -0.00583124-0.00100192j 
-0.0013179-0.000730483j 0.000927105-0.00120493j -0.00190257+0.000198082j -0.000768047-0.00243749j -0.00163029-0.00109309j 0.00523123-0.00018515j -0.00252954+0.00486741j 0.00816819+0.000519333j -0.0106444-0.00136588j -0.00640817+0.00438818j 0.00137105-0.00568214j -0.0044937+0.000453811j 1.54752e-05+0.00176079j -0.00165605-0.000781203j -0.00425677+0.00176566j 0.00260345+0.00704311j -0.00397975-4.03263e-05j -0.0130266+0.00161849j 0.00041812+0.00306236j 0.00616321-0.000893476j 0.00588947+0.00239496j 0.00450107+0.00105363j 0.00618835-0.00436163j 0.00604411-0.000318001j 0.015769-0.0113209j 0.00252919-0.00426793j -0.00364452-0.00335658j 0.021806+0.000216714j 3.74691e-05+0.000791684j -0.0119935+0.00225431j -0.0114739-0.00283737j -0.0255185+0.0041615j -0.00325132+0.00818812j -0.0108055-0.00490062j 0.0236094-0.000337629j 0.0152631-0.00646788j 0.0508015-0.00617032j -0.0755015-0.00241979j -0.000121112-0.016069j -0.0134209+0.00710772j -0.0364073-0.0127474j 0.0198331-0.000583258j -0.122963+0.00299125j 0.138449+0.00757005j 0.000708764+0.00469729j -0.0199636+0.00315193j -0.0122784-0.00488718j 0.00954073-0.00291965j 0.00587181-0.000330337j -0.00169402-0.00231644j 0.00299313+0.000853927j -0.00103064+0.000882098j 
-0.00108025-0.00330802j 0.00506396-0.000861873j 0.00102952+0.00737721j -0.0131587+0.00226263j 0.00357217+0.0020256j 0.00142639-0.000267716j 0.00766483-0.00173948j -0.00599498-0.00319568j 0.00176127+0.0032473j 0.010625-0.00114818j -0.00446227-0.000399107j -0.00597692+0.00344702j -0.00566462-0.00381997j 0.0013965-0.0005958j -0.00197139-0.00274928j -0.00111985+0.00213864j 7.15457e-05+0.00168708j 0.00651113-0.000975561j -0.00399603+0.00496428j -0.00210861-0.00125397j 0.0055479-0.000719246j -8.75192e-05+0.00274654j -0.00598984+0.000258072j 0.00358695-0.0023126j -0.00958572-0.00168025j 0.00950246+0.00351584j 0.000993834+0.00170815j 0.0164055-0.00488879j 0.00266487+0.00638771j 0.00164797+0.00187045j -0.0111854+0.00651892j -0.0223342+0.00437576j 0.0303254-0.00111056j 0.0249673-0.00717901j -0.057801+0.00191506j 0.044475+0.00031244j 0.0156937-0.000750022j -0.00191621-0.0104976j 0.0305873-0.00549977j 0.0804722+0.000191786j 0.00062353-0.000426195j 0.0920302-3.98649e-05j 0.144569+0.0172736j 0.121098+0.000270937j 0.0172258-0.0101862j 0.0167083+0.00214873j 0.0180412+7.99637e-05j 0.010081+0.00234217j -0.0151864-0.00176323j 0.00141011+0.00553075j 0.00436837-0.00171703j 0.00313829+0.00250359j 
0.00096346-0.0046572j 0.00641083+0.000339966j -0.00620803-0.0017856j 0.00105048-0.00377697j -0.000905097+0.000309126j -0.000519924-0.00321413j -9.18556e-05-0.000600141j 0.00297419+0.000319767j 0.00248207-0.00463892j -0.0112147+0.00100319j 0.00554805-0.0024622j -0.00198341-0.00513362j 0.0129694+0.000219386j -0.00110387-0.000487503j 0.00182737-0.00247761j -0.00613935-0.00371397j -0.0104003+0.000132858j 0.000298038-0.00357451j 0.00259259-0.0028944j 0.0217014-0.00457974j 0.00789979-0.00244876j 0.0045062+0.000799264j -0.0123604-0.00967739j -0.00190338+0.000589795j -0.0157721+0.000801322j 0.00729422+0.00526189j -0.00135472+0.0146666j -0.0176862+0.0140711j -0.0185202-0.00241498j -0.0220788+0.00108226j 0.015519+0.00275758j -0.0397462+0.00936568j 0.0200359-0.00361946j -0.0279356-0.00506234j -0.00819297-0.00330831j 0.0265926-0.00395387j -0.0518244-0.00220003j -0.0218713-0.00801901j -0.0394907+0.00485477j -0.00520148-0.00536153j 0.114002-0.00338846j 0.157526+0.0173336j -0.0670399-0.000911725j -0.0104903+0.0111106j -0.00794473-0.000966474j 0.00400158-0.00446224j 0.0217831+0.00241652j -0.00727852+0.000770431j 0.00251634+0.000352276j -0.00140418-0.000395092j 0.00504088+0.00103345j -0.00155677+0.00220631j 
0.00958858-0.00186608j 0.00115433+0.00759793j 0.000365843+0.00221628j -0.00409972+0.00483513j 0.000151407-0.00128931j -0.000410798-0.000372761j 0.00565846-9.19614e-05j -0.00381506-0.00255031j 0.0128177+0.00346425j 0.00869532-0.00741009j -0.00357233+0.00172471j -0.00386421+0.00318054j -0.00958482+0.000927905j 0.00595481+0.00141513j -0.00279152-0.00636539j -0.00273793-0.000257652j -0.00713157-0.0020769j 0.0150676+0.000416017j -0.023043+0.000939636j -0.0106334+0.00293988j -0.0164342+0.010151j 0.00325169+0.000663711j 0.0116053-0.00243594j -0.0014617-0.00086371j 0.00329704+0.00598947j 0.0117582-0.00428933j 0.0013735+0.0042774j -0.0185882+0.00910745j -0.012633+0.00341808j -0.0364067+0.00881044j 0.0198263+0.00437525j 0.0292295-0.000681518j -0.017582-0.00251706j -0.0108977+0.000778676j -0.0823929+0.00195832j -0.0135571-0.00462329j 0.0273305+0.00443885j -0.00116469+0.00407749j 0.0830394-0.00264927j 0.0742805-0.00623226j 0.161706+0.0139474j -0.0631387+0.00179701j 0.023865-0.00197432j 0.00444035-0.00226837j 0.00347645-0.00843651j 0.0243546+0.00285858j -0.000408593+0.00429304j -0.0019229-0.000941451j -0.0138959-0.00203714j 0.000758636+0.00609194j 0.000771866+0.0021644j -0.00419476-0.00039804j 
-0.00423153+0.0015432j -0.00138883-0.0031824j 0.000802887+0.000883843j -0.000862332-0.000827299j 0.00206526+0.00148965j -0.0038839+0.00126712j -0.00180125-0.00315849j -0.00388434+0.0016852j -0.00430407-0.00095136j -0.00100211+0.00182056j 0.00249022+0.000616956j -0.00107515-0.00120557j -0.00267429-0.00418647j -0.00391521-0.00115771j 0.0068586+0.000405892j -0.00587255+0.0001999j 0.00179334+8.29013e-05j -0.00216368-0.00130664j 0.0106068-0.00244974j 0.00780121-0.00278942j 0.000522557-0.00343182j -0.00839733+0.00300579j -0.00212001+0.00132993j 0.00428465+7.36353e-05j 0.00819057-0.00569464j -0.00821848+0.00783748j 0.0113348+0.00542014j 0.00741324-0.00770134j 0.0252043+0.00214603j 0.061523-0.0122775j -0.00260703-0.00132026j 0.00255858-0.00374544j 0.0269888-0.000228466j -0.0214852+0.00220392j 0.016979-0.00119414j 0.0457896-0.000534689j -0.0710124-0.00333774j 0.0774645+0.000818743j 0.0990951+0.00802028j -0.0190987+0.00231076j -0.0565351-0.00369103j 0.0273452-0.00214099j -0.000202771+0.00133667j -0.00957878+0.00102251j 0.001764-0.000178156j -0.00570808-0.00247548j 0.00780909-0.000214195j 0.00121472+0.00228361j 0.00208661+6.72217e-05j -0.000512147-0.00147193j -0.00181359-0.00200681j 0.00336556-0.00015563j 
-0.0020901-0.00022134j 0.000856697-0.00160529j 0.00429402-0.000122324j -9.17776e-05+0.0030461j 0.000927748-0.0011159j 0.00762141-0.00230147j 0.00436548-0.000982523j -0.0124028-0.00338374j -0.00510152-0.00426586j 0.00444874+0.00300858j -0.00224321+0.00198438j -0.00592844+0.00253894j -0.00439687-0.00443329j 0.00658569-0.00524334j -0.000570083+0.00571071j 0.00312859-0.0031326j 0.00403325+0.000970009j 0.017381-0.00059373j 0.00997618+0.00166662j 0.00180206-0.00475628j -0.00501237-0.00299126j -0.0155271+0.00379865j -0.0168649+0.0132731j -0.0135143-0.00530044j 0.0125505-0.00348885j -0.0123465+0.00148816j -0.0023104-0.0100635j -0.0504555+0.0036717j 0.0437719-0.000191927j 0.0144067-0.000728291j 0.00724418+0.000833506j 0.0122371-0.00415373j 0.0399923-0.00484749j 0.0456753+0.001334j -0.0404578-0.00204647j 0.0250919-0.00157729j 0.120116+0.000617701j 0.147769+0.0119299j -0.00501207+0.00725276j -0.0283594-0.0015237j -0.0268925-0.00180333j 0.0109492-0.00613735j 0.0192417+0.00386818j 0.00533863-0.00331549j 0.00401281-0.000752361j 0.00586554+0.00231248j -0.00344916+0.00200809j -0.000274545-0.000669756j -0.0047614+0.00252656j 0.00560661+0.00228095j -0.000845378-0.00177076j 0.00298637+0.000267407j 
-0.000537816+0.000370577j -0.00085055-0.000536492j -0.00272125+0.00272562j -0.00482229-0.00236051j 0.00535057-0.00161651j -0.0018579+0.000900585j -0.000453322-0.00444647j -0.00799007+0.00160011j -0.00240568-0.00276054j -0.000792324+0.00166779j 0.00553189+0.00596916j 0.00947627-0.00315987j 0.000641943+0.000145598j 0.0122474-0.00285697j 0.00764409+0.00428732j -0.00905331+0.00224217j 0.00549224-0.00521327j -0.0040477-0.00213893j 0.0125229+0.00273483j 0.0219239-0.00367343j 0.00815551+0.00042173j 0.00403177+0.00411074j 0.00680965-0.00229796j -0.00100697-0.00653499j -0.0174921+0.00112164j 0.0321683-0.0108931j -0.0249258-0.00394192j 0.00312044-0.00205598j -0.0486946+0.00587753j 0.0327439-0.0014296j 0.154282-0.00098137j -0.0303957+0.00248125j -0.0383283-0.00330763j -0.0374108-0.00470242j -0.00122109-0.00195682j 0.0719608+0.00670924j 0.019114+0.00680758j 0.0346798-0.00759124j -0.0111008+0.00987769j 0.0870783-0.00419909j -0.0228741-0.00309911j 0.0146417-0.00599958j -0.000681665+0.000491065j -0.00355205+0.00645984j 0.0210571+0.0011585j -0.00961816+0.00243032j 0.00730478-0.00114084j 0.0071142+0.00280521j 0.00114188-0.000668985j -0.000159603+0.000636568j 0.00027732-4.1878e-05j 0.000344138-3.29864e-05j 
0.0049667-0.00380626j 0.00488381+0.00370454j -0.0026438+0.0020829j -0.00424121+0.00141847j -0.00399449+0.00141973j -0.00236632-0.0058504j 0.010757-0.00201544j -0.00548649-0.00162343j 0.00495208+0.0021878j 0.00881469-0.00305031j -0.00092756-0.00155346j -0.0153189+0.00178018j -0.00694111-0.0053182j -0.00605698-0.00206871j 0.00487931-0.00469147j -0.00448717-0.00517878j -7.68663e-05+0.00189153j 0.0291218-0.00402627j -0.00735672+0.000502256j 0.00344729-0.00359994j 0.00692575-0.00208196j -0.010264+0.00298781j -0.00484978-0.00186873j 0.0108388-0.00089932j -0.00589329-0.00138479j -0.016608+0.0291083j 0.043555+0.0394218j 0.011248-0.00514199j 0.0432278-0.00953614j 0.0358374-0.00485235j 0.0471301+0.000847226j 0.00619304-0.00174273j 0.0951144+0.00397513j 0.0182391+0.00230548j -0.202213-0.0110093j -0.0283226+0.000229575j -0.0647451-0.00862631j 0.00798473-0.00165834j 0.00182222-0.00146939j -0.00832054-0.00470825j 0.0208378-0.000226661j 0.00980192+0.00272352j 0.0178928+0.00471835j 0.0126273-0.000715879j 0.000547914-0.00930284j 0.0220647-0.00132383j 0.0124296+0.00799004j -0.0077648-7.50741e-05j -0.00747878-0.000482781j 0.00192066+0.00341498j 0.00287163+0.000174872j -8.97777e-05+0.00135524j 
-0.0045002-0.00183869j 0.00384866-0.00353314j -0.000961359-0.00171272j 0.00250287-0.00224409j -0.00677136+0.00376045j -0.000448425-0.00374111j 0.00400878+0.00293306j 0.0107791-0.00125163j 0.00275827+0.00426866j 0.00217395+0.000854003j -0.00667793-0.00349297j -0.00345714+0.00134399j 0.0141543+0.00260634j -0.0096599+0.00304068j -0.00217015+0.000389028j 0.0115567-0.00505496j 0.0117328+0.00101844j -0.00534413+0.00251379j 0.00799613-0.00222461j -0.0124415+0.00383805j -0.00561539-0.00677487j -0.00951009-0.00802793j -0.0179939-0.00144947j -0.0280907+0.00464613j -0.00229476+0.000537241j -0.0237568+0.0309414j 0.0337572+0.0419504j -0.0334462+0.00378264j -0.0144878+0.00262132j 0.0275415-0.000687367j -0.0865738-0.000623572j -0.0550725-0.00059653j -0.128296-0.00729594j 0.0606668-0.00334259j 0.00828149+0.00221086j 0.0626085+0.011476j -0.0630925-0.00691719j 0.0160285+0.00474892j -0.0474736+0.00137999j -0.0349177+0.00245462j 0.00857472+0.00281255j -0.0110379+0.00328546j 0.00682262-0.00160531j -0.000261099-0.00495178j -0.0135739+0.00139996j 0.00452252-0.00272384j 0.000273843+0.000979741j -0.00748906-0.00180776j 0.00460194+0.00130862j -0.000240724-0.00253342j 0.00267579-0.000310586j 0.0013456+0.00176853j 
2.60214e-05-0.000391132j 0.000749856+7.01851e-05j 0.00318874+0.000369095j -0.00145258+0.003117j 0.00238759-0.00119721j 0.00626119+0.00112143j -0.000298887+0.000985646j -0.00408334-0.00252428j 0.000467532-0.00467628j -0.00410525-0.000819912j 0.00218447-0.00396203j -0.0134845+0.00104487j -0.011738-0.00246856j 0.00723536+0.00237742j -0.00946594+0.00422869j 0.00238042+0.00164571j 0.00250697-0.00549407j 0.0082595-0.000755974j 0.0037568-0.00150881j 0.0128315-0.00475219j -0.0296265+0.00284j -0.00670721+0.00355828j 0.00949274+0.00593055j -0.0231031-0.00442217j 0.0689543-0.00482732j 0.0205534+0.00649714j 0.0011835+0.0229789j 0.0123987+0.00399581j 0.0722892-0.00202892j -0.0780428+0.00441554j 0.0630724-0.000188547j -0.0185205+0.00114073j 0.0784279+0.00113123j 0.0791031+0.00243533j 0.00523281-0.00037008j 0.0578984-0.00565333j 0.0375244+0.0018864j 0.00846532+0.00748305j 0.0114069-0.00124063j -0.000112562+0.00146433j 0.00196131-0.00130556j 0.00759482+0.000465641j -0.00249617+0.00329371j 0.00606956+0.000824934j -0.00281952-0.00179018j 0.00171713+0.00111785j -0.00411952-0.00084695j 0.00119184-0.000872647j -0.00505216+0.000931384j 0.00311977+0.00210378j -0.000340485-0.000839621j 0.00122126+0.00015346j 
0.00506787-0.00246193j 0.00271592+0.00357196j -0.00384421-0.000356689j -6.26771e-05-0.00067251j 0.000636277-0.00252406j 0.00388332-0.00137595j -0.000539997+0.000330556j -0.00216953+0.000618782j 0.000201181-0.00126308j 0.000225309-0.00103814j 0.011851+0.0027797j 0.0144371-0.00616332j 0.00578498-0.000386051j -0.0105245-0.0029315j 0.00654273-0.00191626j -0.010211-0.00483822j 0.00061391+0.00586972j 0.000355681-0.00558711j -0.0239098+0.0021065j 0.0121503+0.00617034j 0.0554339-0.00490337j -0.0101533-0.00425568j 0.0739582+0.000762325j 0.0591862-0.00103741j -0.00390073-0.000961856j 0.0536379+0.00219223j -0.00297222+0.0425393j 0.00980849+0.00467297j -0.0867996-0.00298457j -0.0309199-0.000575608j -0.0498898+0.00139054j -0.115197-0.00704887j 0.0136264+0.00323977j -0.0253605+0.00605103j -0.0366606-0.00197041j -0.0337862-0.00154624j 0.00627988-0.00538439j -0.0142443-0.00597659j 0.00550548-0.00132072j -0.00409344-0.00241331j 0.00609754-0.00177999j 0.00557107+0.000871521j -0.00619839-0.00218444j -0.00229645+0.00360198j 0.00839634-0.000341679j 0.00268834+0.000991127j 0.00420845+0.000957455j 0.00081264+0.000455584j -0.00173393-0.000826455j -0.000870381+0.00129144j 0.00244895+0.0021878j -0.00357706+0.00024141j 
-0.000591522+9.74932e-05j -0.000138064-0.000665589j -0.00124697-0.0024596j 0.00527844-0.00171273j -0.000515596-0.00089706j -9.34907e-05-0.00250289j -0.00116168-0.00266883j -0.00815147+0.00176599j -0.000764923-0.00367404j -0.00346493+0.001761j 0.00458061+0.00462958j 0.0107476-0.00546622j 0.00326873-0.000200044j 0.011153-0.00203405j -0.00132748+0.0034372j 0.00742757-0.0034921j 0.00709349-0.000651185j -0.00595112+0.000404515j -0.00554074+0.00824781j 0.0364732-0.00911705j 0.0321584-0.000246914j 0.0282295+0.00109694j 0.0209423+0.00218997j -0.0284373+0.00675062j 0.0596582+0.00185161j -0.123484-0.00916388j 0.0173243-0.0777207j 0.059524+0.000851094j -0.0313599-0.00662039j 0.0194115-0.000934151j 0.0273337-0.00021338j -0.0330005+0.000370904j 0.0345349+0.00820697j 0.00389224+0.00751788j 0.00898945+0.000793919j -0.00733831-0.00128211j -0.00686404-0.000893436j -0.00085679-0.00348013j 0.0101867+0.00208476j -0.00431665-0.00102688j -0.0106471-0.00416211j 0.00434937-0.00169692j -0.00456423-0.000834981j -0.00275788+0.00240627j 0.00650743+0.002866j -0.00162719+0.000872315j -0.00053651+0.00135693j -0.000499458+0.000601833j 0.00353828+0.00175297j 0.00206007-0.000502561j -0.000460221-2.47338e-05j 7.81273e-05-0.00024731j 
