-2.79402e-05+0.0128566j 0.0119586+0.00407388j 0.00289883-0.0131525j -0.0120558+0.0036708j -0.0122287+0.01735j 7.82714e-05+0.00377392j 0.023257+0.0053111j -0.0205534+0.0280855j -0.00657294+0.00258952j -0.000594921+0.0114675j 0.0126736+0.0255699j -0.0108367+0.00481313j -0.0234354-0.0277751j 0.00566406-0.00507141j 0.026434+0.00310606j -0.00820476-0.0172416j -0.0050557+0.00761496j -0.0095143-0.0173224j 0.0283378-0.0197819j 0.000927403+0.0145244j 0.00066875+0.00702175j 0.00295406-0.00388874j -0.00193874+0.0190664j 0.000700231-0.000549352j 0.00575261+0.00265079j -0.00276359+6.12978e-05j -0.019181+0.0216715j 0.00439941-0.0169441j 0.008181-0.0102169j 0.00336724+0.00712572j -0.0130345-0.0113638j -0.00469526+0.00636375j -0.00391057-0.00766055j 0.013537+0.00175932j 0.00858041-0.0168949j 0.00171404+0.00591284j -0.00155384-0.00512697j -0.00222264-0.0136076j -0.000445776-0.0100054j 0.00624994-0.0110625j 0.00921844-0.0105622j -0.0131938+0.0072525j 0.00375667+0.0157195j 0.0102099+0.0164944j -0.0057254+0.00103772j 0.00781459-0.0162282j -0.0137453-0.00683454j 0.00633736+0.0535794j -0.00692647-0.00881322j 0.0156195-0.0199083j 0.00947528-0.0192251j 0.0157228+0.00497686j 
-0.00331453-0.00348044j -0.0031831+0.00446177j -0.00730946+0.00377258j 0.00277693-0.000347179j 0.00222449+0.00813817j -0.0105526+0.00584924j -0.00539525-0.0106069j 0.0163959+0.00352128j -0.000946496-0.0176159j 0.00263618+0.00291346j -0.00420011-0.00503613j 0.0152058-0.00694023j -0.000705821+0.0112841j -0.000918081-0.00300121j -0.0154251+0.00738335j -0.00258497+0.0223694j -0.000279332+0.00116566j 0.00197015+0.00250605j -0.00578961+0.00823363j -0.00585814+0.00326224j 0.000625032+0.00349335j -0.0100898-0.00687988j -0.00848653-0.00285982j -0.0092451+0.00809805j -0.00617224+0.0109637j 0.00972978+0.00601188j 0.00636968-0.00484561j -0.00329003+0.012753j -0.01595+0.00846706j 0.00302573-0.0180434j -0.00151049-0.00242666j 0.000578923+0.00777665j 0.0124576-0.000506326j 1.42847e-05+0.00689514j 0.00506029+0.0002844j 0.00416232+0.00445651j -0.00374094-0.00784977j 0.00042402-0.00204199j -0.000318442+0.000495322j -0.00150992+0.00463027j -0.00530645-0.000313171j -0.006742-0.0012601j -0.00787122+0.000806518j -0.00507249+0.00510892j 7.55363e-05-0.00476945j 0.0033256-0.00159858j -0.000589911-0.000446669j -0.0154531-0.0110922j 0.00391389+0.00924055j -0.00610148+0.00542581j -0.00518289+0.00243784j -0.000697657-0.00104136j 
0.00411222-0.00559295j -0.00470866-0.00700679j 0.000636079-0.00622423j 0.000760042+0.00383488j 0.0152669-0.0125308j -0.00988123+0.00372485j -0.00869858-0.00359028j -0.00952697-0.00061107j -0.00843696+0.00350411j -0.000963823-0.0198335j 0.00258975+0.0120122j -0.0165786-0.00259471j -0.00429439-0.00123551j 0.00660541-0.000387349j 0.00316942+0.0104196j 0.00455764-0.0083821j 0.00585505-0.0132477j 0.000472092-0.00740181j 0.00844458-0.00510477j 0.014434+0.00701457j -0.00814942-0.0147785j -0.00629382-0.0046067j -2.63611e-05+0.00374452j -0.00136356-0.00305224j 0.00057926-0.0105128j -0.00491474+0.00271922j -0.0114635+0.0134651j 0.0114343+0.0219192j 0.00274598-0.00806806j -0.00278054+0.00340287j -0.00136665+0.00130787j 0.000249221-0.00311526j -0.000594025+0.0194126j 0.0107186+0.0102554j -0.0105536-0.00247696j -0.0101792-0.000549716j 0.00337813+0.00395534j 0.00234165+0.00646147j -0.0143802-0.00311314j 0.0160376-0.00261043j -0.00881669-2.8424e-05j 0.0153166-0.00725013j 0.0100117+0.000667412j 0.0115385+0.00605734j -0.00424523+0.00949891j 0.014953-0.00125362j -0.000420182+0.0138311j 0.0117986+0.00130975j -0.00926436-0.00363785j 0.00108904-0.00826274j 0.00235371+0.00286022j -0.00164897+0.00143972j 
0.00430094+0.00546347j 0.00207329-0.00333945j -0.00268493-0.00660664j -0.00653562+0.0033383j -0.00795689-0.00659455j 0.0100597+2.80277e-05j 0.0118228-0.00650841j -0.0104412-0.00725891j 0.0081307-0.00450858j -0.00312423-0.0123164j -0.00738846+0.0215896j -0.00145733+0.00467673j 0.00575953+0.00281926j 0.000962963+0.00163145j 0.00579931-0.00562249j -0.0104682-0.0118929j -0.00752189-0.000161435j -0.00957314+0.00195302j -0.000424152+0.00274209j -0.0148683+0.00339867j -0.00262689+0.00328047j 0.00635103-0.00265682j 0.0036005+0.0121562j 0.00321603+0.0103804j -0.000607004-0.00602348j 0.00757745-0.00204269j 0.0174318-0.00313545j -0.00216234-0.00786359j 0.00155721-0.0034453j -0.00643505+0.0105029j -0.00623999+0.0115258j -0.0163099+0.00253311j 0.000333402-0.000108172j 0.000283284+0.000526728j 0.00528598-0.00361137j -0.000860382+0.00564499j -0.00160836-0.0109725j -0.00431951+0.00806473j 0.000603133-0.00716473j -0.00452799+0.00177818j 0.0157077+0.00396164j 0.0020332+0.0065025j -0.000561394+0.00520977j 0.00257307-0.00326766j -0.00233404+0.0068292j 0.00988477+0.00518321j -0.00459393+0.00285326j -0.000935562+0.00367258j -0.00248143-0.00307769j 0.0063472-0.00224131j -0.000832388-0.00371006j 0.00212105-0.00187661j 
0.00541603+0.0045787j 0.000156251-0.00594472j -0.00345989+0.000300736j -0.00535582-0.00341548j -0.0120606-0.0105025j 0.000391856+0.0114913j 0.0103028+0.0122341j -0.00465966+0.00646208j -0.00355465+0.00730901j 0.0128349+0.00661485j 0.0102028+0.00141285j 0.00394334+0.0149642j 0.00420474-0.00553577j -0.00397999-0.00466611j 0.00674166+0.0142402j 0.00968321+0.0060602j 0.00565174+0.0141385j -0.00109472+0.00764426j -0.000696746-0.0144298j 0.0044156-0.00517406j 0.00111822-0.000197962j -0.0102034-0.00253024j -0.00211114-0.0112944j 0.00249739-0.0122884j 0.00956085+0.00373162j 0.0060663+0.00584734j -0.00502211+0.0064864j -0.00494957-0.0138718j 0.00190729+0.000182635j 0.00194085+0.00535803j 0.00720102+0.000270211j 0.0138528-0.00871036j -0.00997359-0.00326954j -0.000870071-0.0134056j 0.00578112+0.00473696j -0.0014632-0.00738084j 0.00646193+0.00560004j -0.00141265-0.000475419j 0.00164702+0.00139052j 0.00713527+0.00788804j 0.00362632-0.00355059j 0.00480396+0.000190046j -0.00615617+0.00313068j 0.000505533-0.00371662j 0.000649894-0.000428304j 0.0078973+0.00270291j -0.00678972+0.00427708j 0.00267199+0.00893707j -0.00490517-0.0093274j 0.0123354-0.00295464j -0.00207574-0.00577032j 0.00491876-0.00415611j 
-0.00269731-0.00627604j -0.00216751+0.00163977j 0.00170582+0.0141694j 0.0167411-0.00527088j 0.0103268+0.00812477j -0.00875253+0.0116153j 0.0045357-0.00242015j -0.00894443-0.00381476j 0.000603346+0.00896271j 0.00348139+0.0129899j -0.0110689-0.0105149j -0.0103913+0.00151341j -0.00678042-0.00384686j 0.00236002-0.00138302j 0.00061446-0.00432586j -0.00567204-0.00309664j 0.00379352+0.0130401j -0.00240401-0.00869474j 0.00863625+0.00626853j 0.00249496-0.0169222j -0.00558812+0.00914106j -0.00851181-0.00513283j 0.000391501-0.0066016j -0.000288382+0.00565199j 0.0187492-0.00310156j 0.00180089+0.0119225j -0.00419967+0.000177562j 0.0113549-0.00438093j 0.00828997+0.014936j 0.0146184-0.000427366j -0.0145075-0.0125991j 0.0101422+0.0139086j -0.00594304+0.0014394j -0.00491424+0.0108065j 0.0111659-0.00771034j -0.00382302+0.00275608j 0.00571604-0.00353608j 0.0128714-0.00206229j 0.00619475-0.00245834j 0.00205728-0.00863436j -0.0130883-0.0114738j 0.00286613-0.0149847j 0.00244827-0.00615006j -0.0107966+0.00802296j -0.000695817-0.00638872j 0.00489408-0.0073579j -0.00169302+0.012118j 0.0093265+0.00452941j 0.00851265+0.0057911j -0.00957173+0.00477392j 0.00439031+0.00353852j -0.000211407+0.00410275j 
-0.000910341-0.000242262j 0.000851207-0.000427817j 0.00476367-0.00775197j 0.000141729-0.00172589j 0.00736093-0.00517924j -0.00614182-0.0228024j 0.000281085-0.0132791j -0.0200555+0.0170678j -0.00339224+0.00397239j 0.0112289+0.0119956j 0.008472+0.0145094j -0.00169518+0.00206023j -0.00699116-0.00286464j -0.000577723+0.00909782j 0.00649295+0.00960667j 0.0139492+0.00587109j 0.00655812-0.00713739j -0.00310665-0.00653663j 0.0214741-0.0111143j 0.00263654-0.00395053j 0.00616328-0.00186277j 0.00802113-0.00213342j -0.000704188-0.00805301j -0.000393634-0.00348906j 0.00793578-0.000892683j -0.0008732+0.00480287j -0.0105625+0.00938383j 0.00580133-0.00389343j -0.00744277+0.00462004j -0.00876532+0.00290459j 0.00269641+3.40217e-05j -3.57739e-05-0.0150687j 0.0077421-0.00160342j 0.0113687+0.00914186j -0.0169848-0.00441027j 0.00141528-0.000208143j -0.00212585+0.0075053j -0.00554508-0.00476652j -0.00557619+0.0141916j -0.0032859+0.0025781j 0.00517272-0.00850808j 0.000829746-0.00320403j -0.00509615+0.00632141j 0.00217911+0.000560888j 0.0092088+0.000517952j -0.00231234-0.00685085j 0.00113777-0.00832421j 0.0059085+0.00618323j -0.01174-0.0112052j 0.00510464-0.0072883j 0.00381486-0.00214894j -0.000397295+0.000932004j 
-0.00198458-0.00855399j -0.00493285+8.86029e-05j 0.0051318+0.00352934j 0.0113349+0.00314595j 0.0211024-0.00807912j -0.00750822-0.0034974j -0.0130024+0.000548113j 0.00438522-0.00484556j 0.0138137-0.00658345j 0.0024872-0.00384997j -0.00991734-0.0029115j -0.00768024+0.00143924j -0.0109936+0.0029245j -0.00559019-0.00214105j -0.00233187+0.02099j -0.00197598+0.00316396j 0.0134581+0.00791847j -0.00447153-0.00348932j 0.00046314+0.00851376j 0.00188874-0.0133925j -0.00228288-0.00418462j -0.00512129-0.00285521j 0.000408246-0.000558279j -0.00139025-0.00640847j 0.0103719+0.00157568j 0.00201926+0.00765377j -0.00319597-0.00312594j 0.00643138+0.00336911j -0.00913944+0.00418882j -0.00889531-0.0072187j 0.00215767+0.000175048j 0.000435402+0.00197728j -0.00192179+0.00163416j -0.00595099+0.0177405j -0.0119639+0.00359745j -0.0151797+0.0086645j 0.00941383-0.000423948j 0.00520469+0.0123536j -0.0165447+0.00340794j 0.00194371-0.00194995j -0.0116837-0.000341594j 0.00686468-0.0130581j -0.00100892+0.00219331j 0.0062906-0.00110087j 0.00153109-0.00157742j 0.00535373-0.00113074j 0.00372251+0.00705353j 0.00822903-0.00790631j 0.00238627+0.00568412j -0.00960326-0.00159722j 0.00218088+0.0100001j -0.00601696+0.00372086j 
0.00258374+0.00272002j 0.000752345-0.00671551j 0.00203667-0.00625142j -0.00856545+0.0043392j -0.00346835-0.0126834j 0.00395122-0.0116957j -0.00224195-0.00289586j -0.00846748+0.00140948j 0.014364-0.00590851j 0.00647854-0.00769218j 0.00772423+0.0154718j 0.00691133+0.012752j 0.00401243-0.0024022j -0.00698009-0.000279345j 0.00238035-0.00211169j -0.000749023-0.00357873j 0.00487106-0.00677178j -0.00585508-0.00515763j 0.0034583+1.23403e-05j -0.00646418+0.00313183j 0.000264943+0.00199999j 0.00178671-0.0073433j 0.00967989+0.00577209j 0.00133056+0.00424593j 0.00207478+0.00890428j 0.00546668+0.00266732j -0.00126411-0.00959681j 0.00458553-0.00735618j 0.00340464-0.00423699j -0.0100789+0.00388041j 0.00120956+0.00966754j -0.0104456-0.00858774j 0.00218958+0.00330441j 0.00174233-0.00184124j -0.00504346+0.00197026j 0.0044818+0.0036483j 0.00334561-0.00305604j -0.00794748+0.00276672j -0.00869774-0.00511843j -0.00580388+0.00341281j 0.00532618-0.00267482j -0.00246831+0.00559342j -0.0012373+0.00423953j 0.00890181-0.00588149j -0.000746831+0.0086321j 0.00127858+0.00633621j 0.00149225-0.00302494j -0.00203821-0.00246065j -0.00953697-0.00820556j 0.00752314-0.0040176j -0.00112114-0.00256958j -0.000649945-0.00223923j 
-0.00125047+0.00462156j 0.00563354-0.0044188j -0.00125812+0.0112946j 0.020291-0.00665452j -0.0193529-0.00558765j -0.00536396-0.00667091j -0.0265182+0.00229079j 0.0101085+0.0151104j 0.00817718-0.00634236j 0.00626293-0.00414901j -0.000256312-0.0237845j -0.00663147+0.00464271j 0.00258159-0.0268918j -0.0164352+0.00400744j 0.0088978-0.00445303j -0.00815796+0.010379j -0.00298333-0.00916154j 0.0112123+0.018387j 0.00414699+0.0211073j -0.0195496-5.49819e-05j 0.00374025+0.013496j -0.00299327+0.00500915j -0.00581051+0.00517446j 0.00784973-0.0115689j 0.0111589+0.00437105j -0.00526964+0.00494998j -0.0202436+0.00642526j 0.017812-0.0238284j 0.000815455-0.0051238j -0.011244+0.0248622j -0.00188465-0.00248551j 0.00116696-0.00855108j -0.0190639+0.00066862j -0.00505704-0.0057599j 0.00523627-6.80088e-06j 0.00571629+0.00424906j 0.00235821+0.00773329j 0.000931881-0.00171671j -0.0149483+0.00505713j -0.00802777-0.00627835j 0.0050138-0.00464595j 0.00137203+0.0112234j -0.00594635+0.000725803j -0.00272585-0.0061115j 0.00383341-0.0091868j -0.0234695-0.00412537j -0.00622984-0.00646487j 0.0080557-0.00255629j -0.000294339-0.00360599j -0.00121046+0.000457614j 0.00247679+0.00804687j -0.00810969+0.00476553j 
-0.00090088-0.00411807j -0.00328221-0.000670729j -0.0013226+0.00421998j 0.0100447-0.00307316j 0.00519302-0.00363185j -0.0095132+0.0123884j -0.00203259+0.00982659j 0.00106683+0.00930067j -0.0132634+0.00472036j 0.000458761+0.00773306j 0.00328038-0.00159247j -0.0218862+0.000675016j -0.00775312-0.0086213j -0.00199416+0.00247631j 0.00310147-0.00190848j -0.0116701-0.00892676j -0.000197567-0.00246575j 0.00826649-0.00212922j 0.00719333+0.00502271j 0.007374+0.00422753j 0.00168726-0.0031468j -0.0046367+0.00163566j -0.00860342-0.00983441j 0.00429417-0.00305966j 0.00774207-0.00310153j -0.00770719+0.000988947j -0.0125537+0.00307985j 0.0142904+0.00587477j 0.0107406+0.00124691j 0.00443505+0.0101661j -0.00992827-0.00671117j 0.00357368+0.000377139j -0.00598737+0.00318623j -0.000353395+0.00774704j 0.00430918-0.00573901j -0.0082795-0.00427653j -0.000608634+0.0031299j 0.00644524-0.0104724j -0.000433876+0.0020192j 0.00780673-0.00336734j -0.00920126-0.00839168j 0.0138746-0.00751852j 0.00239967-0.00200907j -0.00333009+0.00455505j 0.00083548-0.00266591j 0.00545904-0.00678799j -0.00342247+0.0116621j 0.0140519+0.01196j -0.000151795-0.00113121j -0.0015335-0.0034939j 0.00582254+0.00125058j -0.000272+0.00251869j 
0.00466042-0.00200329j -0.000678527-0.00784417j -0.00377617+0.00432486j 0.00141675+0.00360657j 0.000199825-0.00794784j -0.00188048+0.019408j 0.00688729+0.00765696j -0.00455687-0.00813798j 0.00844068+0.001821j -0.00811201-0.00956262j 0.000935679+0.00361626j -0.0216652+0.0141207j 0.00511516+0.0022999j 0.0119151-0.00062973j -0.00813077-0.00270417j -0.011128-0.0148679j -0.000787622-0.0044059j 0.00699431+0.00159181j 0.00473049-0.00242917j 0.00204246+0.00184449j 0.000890067-0.00856654j -0.00609022+0.005411j 0.00202886-0.00617598j 0.00889106+0.00414132j 0.00225742+0.00100575j -0.00593926+0.00893793j -0.000399567-0.004831j 0.00755094+0.00670327j 0.0163554-0.00737804j 0.00224032+0.0161694j -0.00837651+0.00313941j -0.00225002-0.00217115j -0.00680454+0.00690213j -0.00301501-0.00562057j 0.0082822-0.00148166j -0.00426232+0.00297532j 0.00166137+0.000957535j 0.00835154+0.00161255j 0.00264542-0.0157332j 0.0110762-0.00194371j -0.00756207+0.000813227j 0.00412042+0.00216486j 0.00670069-0.000586016j 0.0098601-0.0064923j -0.00773543+0.00502801j 0.0139239+0.00559193j -0.00778223+0.0204219j 0.0148208+0.00716517j -0.00079588+0.00170639j -0.00095258+0.00141708j 0.00208739-0.000389576j -0.00238747+4.58723e-05j 
0.00113239-0.000544523j -0.00447505+0.000683851j -0.000911408-0.0115609j -0.00769348-0.0015597j 0.000742615-0.00123752j -4.92193e-05-0.00202884j 0.000253382+0.00299535j -0.00622534+0.0116753j -0.0094698-0.00089512j 0.00165455+3.61568e-06j 0.0040017+0.011414j -0.00635359-0.0091439j -0.0153772-0.00734411j -0.012124-0.00394705j 0.0146799+0.0103819j -0.0036231-0.00269358j 0.00285784+0.00262901j -0.00534411-0.0179001j 0.007617-0.000209106j 0.00475877+0.00299178j -0.000741949-0.00196739j -0.00138983-0.00743519j 0.00383145+0.00525958j -0.00144424-0.00144606j -0.000892914-0.00296105j -0.000390527-0.00374163j -0.012607+0.00584596j 0.00487014+0.00630751j -0.000838716+0.0023271j -0.00322167-0.00753303j -0.00186975-0.00296802j -0.00333009+0.00149516j 0.0021452+0.00464012j 0.00672931+0.012615j -0.00605399-0.00132912j -0.00506353-0.00253363j 0.00125013-0.00382771j -0.00660986-0.00197931j -0.0104484+0.00511821j 0.00113722+0.00353399j 0.00335651-0.00486853j 0.0082737-0.00762427j 0.000415891+0.00471408j 0.00474798+0.0113625j 0.00270673+0.00708837j 0.00964104-0.00476092j 0.000391911-0.00196997j 0.00224025+0.00785301j -0.00896299-0.00598987j 0.00537383-0.0134564j 0.00446035-0.00227605j 0.00438547+0.000543676j 
-0.00025767+0.00617208j -0.0157603+0.00231417j -0.0190898-0.0108748j 0.00873495-0.0130695j 0.0220916+0.00897278j -0.00420303-0.00114681j -0.00101615-0.0147055j -0.000767375+0.0070994j 0.00287394+0.00456193j -0.00147625+0.00546694j -0.0179395+0.00224103j 0.00734048-0.00510101j -0.00994339-0.00315339j -0.00191739+0.000530081j 0.00365165+0.00148527j -0.00475649-0.00158991j 0.00357234-0.00519105j 0.000690716-0.0171042j -8.03397e-05-0.00600849j 0.0047923+0.00367864j -0.0019729-0.0147417j 0.00658973+0.00027321j 0.00350461-0.00445263j -0.0180106+0.0122218j -0.000484661+0.00659232j -0.00319704+0.00466228j 0.00163302-0.00203647j -0.00794573+0.00649602j -0.00169958+0.00631199j 0.0105316-0.00971245j -0.00809865-0.0103523j -0.00236098+0.00793729j 0.00919634-0.00708511j -0.00227425+0.0148887j -0.013317-0.00867474j -0.00550711-0.000603865j -0.00948831-0.00175619j 0.00715852-0.00659895j 0.00339858-0.00294052j 0.00717148+0.00120185j -0.0109839+0.00263818j 0.0057694-0.00371159j -0.00159804-0.000285823j -0.00268529+0.00771317j -0.000417158+0.00212628j 0.00248709-0.000794574j 0.00212283+0.00492574j 0.0011028-0.0034009j 0.00346873+0.00806074j -0.00434671+0.00195786j 0.0024486+0.00270126j -0.00152066+0.00138826j 
0.0150197+0.00703765j -0.00766725+0.0039822j -0.014493-0.00482782j -0.0264789-0.0185008j 0.0167175-0.0179461j -0.00813252-0.00950662j -0.00932614+0.00675834j -0.00743784+0.0220207j -0.00713948+0.00346084j 0.0113961-0.000585364j 0.0193826+0.00751312j -0.0123508+0.0029189j -0.01406-0.0165974j -0.023255-0.00718599j 0.0131573+0.0160108j -9.7775e-05-0.00712659j 0.0242807-0.000795769j 0.00705999-0.0281267j 0.0234479-0.00210878j -0.00185984-0.00702285j 0.00248797-0.0176788j 0.000930364-0.00849118j 0.0221506+0.00382253j 0.00158753-0.0131965j -0.00398995+0.0040673j -0.011111+0.00213641j -0.0260152-0.00341285j 0.0107911+0.0111326j 0.00261965-0.0106548j -0.0158441+0.00480927j -0.000122417-0.00287913j -0.00410143-0.0148289j 0.0101359+0.0050222j 0.0081578+0.0181932j -0.0189846+0.00437066j -0.00549067+0.000232439j 0.0097407-0.000891857j -0.0103832+0.000881143j -0.0281394+0.0110618j 0.00049059+0.00149294j -0.0100192-0.00862003j 0.0153741-0.00172862j -0.00100361+0.00947544j 0.0155168+0.007405j 0.0024859+0.0108062j 0.0061999+0.00417272j 0.0046697-0.00152755j 0.00712666+0.00030709j -0.0170004-0.0154396j 0.0134061-0.0184425j 0.00335256-0.000956543j 0.000252779-0.00213319j 
-0.0178181+0.00323272j -0.00663901-0.00344839j 0.00667795-0.0192459j 0.025515-0.00621829j -0.0125203+0.0364397j 0.00485062-0.0156585j -0.00623841-0.0162108j -0.00235902+0.0125877j 0.00455507-0.0049961j 0.00513279-0.0024885j -0.00766687+0.00439896j -0.00698087-0.0030258j -0.015049-0.0177261j -0.0131829+0.00187223j 0.0259311-0.00531116j 0.00192397+0.0046128j -0.0148619-0.00772701j -0.018076-0.0165125j 0.00748126-0.0128103j 0.00210311+0.011988j 0.00176355+0.0063197j 0.00564712-7.30846e-05j -0.00495178+0.0109651j -0.0119689+0.0173068j 0.00465348+0.00925326j 0.00061975-0.00299057j -0.0241377+0.00646637j 0.00369472-0.0232454j -0.00654679+0.00550525j 0.00294235+0.00413426j -0.0076593-0.0234974j -0.0105871+0.00274587j 0.000101533-0.0025997j -0.00217113+0.00706702j -0.00576653-0.022696j 0.0145085+0.00731176j -0.00948115+0.002027j 0.00397534-0.0154182j -0.000260934-0.00428786j -0.00206581-0.00915576j 0.00520909-0.00528819j -0.00729783+0.0121051j -0.0058373+0.00132363j 0.00356615+0.017999j 0.00225341-0.00311968j -0.0247287-0.0167378j -0.0026978-0.018938j 0.0103547+0.0155625j -0.000356398+0.00551773j -0.00811025-0.00466645j 0.0155024-0.00110671j -0.00025735+0.0129557j 
0.00388669+0.0026666j 0.0121524+0.0041775j 0.0124993+0.000443731j -0.00611305+0.00439973j -0.00496525-0.0083332j -0.0103485+0.00260333j 0.0216882+0.00420981j -0.0249969+0.00270595j -0.0174854+0.00359383j 0.000976846-0.0010719j 0.0166054+0.0110039j -0.00836938+0.00567183j 0.00163173-0.00733899j 0.0182474-0.00329026j 0.0140718-0.00267854j 0.00328954-0.0120078j -0.00736272+0.00968717j -0.00302638+0.00693673j 0.0197234-0.0131357j -0.00148032-0.000526267j -0.00103308+0.0086813j -0.000674488+0.00692105j 0.00207862+0.00680867j 0.00789301-0.00580971j 0.00070267-0.0124506j 0.0018325-0.0104533j 0.000869626+0.0101724j 0.00411542-0.0141373j 0.012524-0.00234035j 0.00464061+0.0134017j -0.00120706+0.00154329j 0.00230607-0.00117721j -0.0110039+0.00143621j 0.00245237-0.00762344j 0.0148172-0.0035134j 0.00493747-0.000798723j -0.000248783+0.00208941j -0.000885363-0.00404274j 0.00685461-0.00118802j 0.00344903-0.00797626j 0.00885921+0.000224534j -0.00132851-0.00119283j 0.00522993+0.00539682j -0.00147199-0.00058752j -0.00294179-0.000670141j 0.00941024-0.00543645j -0.00634651+0.00112808j 0.00549026+0.0280018j 0.00102834-0.00648308j 0.0134523-0.0088465j 0.00564359-0.0109865j 0.0113648+0.000232938j 
0.00528807+0.00282349j -0.00999861-0.00161636j -0.0103309+0.0260024j 0.0241028-0.0170041j 0.0251777+0.00580023j 0.00137087+0.00198993j -0.0113686+0.0123206j 0.0297473-0.0254504j 0.00621926+0.000232138j 0.00300139-0.00510225j -0.00655451-0.0449898j -0.00863345+0.00998888j 0.0163546+0.0063772j -0.00907087+0.00682498j -0.0126843-0.000766122j -0.00980222+0.00860132j 0.00993985-0.00390256j 0.0111022+0.0261867j -0.0126862+0.00900258j -0.00352423-0.0126666j -0.00488938-0.010106j -0.00973312+0.0105102j 0.00855315-0.0137875j 0.00193629-0.00455959j -0.0102289-0.00403687j -0.00910478+0.0028925j 0.00480888-0.0179877j 0.000616537-0.00250498j 0.00597867-0.00682383j -0.00337649+0.0151114j -0.00494625-0.00878402j 0.0105987-0.00156665j -0.00768488-0.00859473j -0.0162503+0.00164737j 0.00669425+0.0106926j -0.0077132+0.000199708j 0.00855414+0.00590796j 0.0160628+0.00668447j -0.000482819-0.000775348j 0.00434635-0.0061054j -0.0253889+0.00300284j 0.0115319+0.00836177j -0.00476531-0.0122021j -0.00831485-0.0105962j -0.00251034-0.0170486j -0.0192116+0.0129582j 0.00665426+0.0148418j 0.0101588-0.0243735j 0.019314+0.0139413j -0.0171724+0.0218922j -0.00497447+0.0164612j -0.0147962+0.00220235j 
0.000480267+0.000817508j 0.00651112+0.00510041j 0.00492819+0.00847902j -0.000784474+0.000193716j -0.00167916+0.00634157j 0.00169639-0.00241432j 0.00359137-0.00483228j -0.00158102-1.47578e-05j -0.00907988+0.00175825j -0.000801933+0.0040239j 7.74857e-05-0.00423484j -0.000364892-0.000948566j 0.00470223+0.0020432j 0.00627353+0.00107122j -0.000814297-0.00336875j 0.00319236+0.00190338j -0.00769674+0.00247051j 0.000920244+0.00779762j -0.000221612-0.00134552j -0.00161823-0.00250904j -0.00424612+0.00650586j -0.00175141+0.0033442j -0.00268213+0.00220903j 0.000448352-0.00172002j 0.000270559-0.00899876j 0.00029908-0.0050302j 0.00457059+0.000628766j -0.00302104-0.00872299j -0.00102124+0.00564391j 0.00403608+0.00295782j -0.000599147+6.79707e-05j 0.00316851+0.00247768j -0.00187195-0.00342068j 0.00171209-0.00119249j 0.0103865-0.000119943j -0.000115777-0.00192936j 0.00163475-0.000504935j 0.000428533-0.00165939j 0.00817987+0.00158996j -0.00190467-0.00323855j 0.00651465+0.000935819j -0.00172294+0.00201733j -0.00216282+9.11932e-05j -0.00758989+0.00135201j 0.00155815-0.00705837j -0.00523065-0.00202786j -0.000891506-0.00224485j -0.00328407+0.00203971j 0.00560534+0.00237697j 0.000446419+0.00434556j -0.00114777-0.00128187j 0.00241308+0.000157322j 
-0.0105378-0.0103806j -0.00588848+0.000274085j 0.00665349+0.00357554j 0.0120089+0.00387227j 0.021143+0.0142701j -0.00779652+0.0171971j -0.00895104+0.00221611j 0.00440139+0.0141848j 0.00164084+0.000570153j 0.0057889+0.00933182j -0.00198855+0.0162728j -0.0144215+0.00173937j -0.0109935+0.00110066j -0.00118903+0.00205203j -0.00112354+0.00328195j -0.00794524-0.00877787j 0.000777897-0.00294466j 0.00378977-0.0141658j 0.00820773-0.00253432j 0.0140813-0.0020725j -0.00212872-0.0091925j 0.00252337-0.00313492j -0.0138621-0.0127226j -0.00474892+0.002307j 0.0161226+0.00637397j -0.00180152+0.0104255j -0.0120891-0.0037374j 0.00839249+0.00701491j -0.00202949-0.000658576j 6.03571e-05-0.00120347j -0.00690651-0.0166858j -0.000804842+0.00431319j 0.00736138-0.00230581j -0.00142377+0.0187993j -0.00969274-0.0139997j -0.00502968+0.000639526j -0.00357879+0.000728277j 0.0123377-0.008882j 0.00259804-0.00197885j 0.00609924-0.00808213j -0.0178973-0.0108458j 0.00792743-0.00998732j -0.000757559+0.00158291j 0.00183116+0.0104803j 0.000489824-0.00646699j 0.00432359-0.0100373j -0.00188838+0.0125789j 0.015327+0.0126525j 0.00210693+0.00652598j -0.00987823+0.000561354j 0.00988702+0.00208964j -0.00259896+0.00680717j 
