0.0019921+0.00894126j 0.00909509+0.00116988j 0.0049641-0.00834746j 0.00348792-0.000178145j -0.000437289-0.0168265j -0.0037456-0.000876142j 0.00962014-0.00954353j 0.0107928-0.0148386j -0.00279218-0.0107431j -0.0103729-0.0154299j -0.0156782-0.000937079j 0.019312+0.00964764j -0.00703817+0.00617787j -7.02998e-05+0.0073347j 0.014878-0.00037006j 0.00247471+0.000128033j 0.0165945+0.0107038j -0.00194403+0.00295319j -0.00132611+0.012958j 0.0168297+0.000272892j -0.00251255+0.00408767j 0.00776732-0.0148634j -0.014705+0.00043704j 0.00312513+0.0142086j 0.0101595-0.00947399j -0.00232203-0.00754059j 0.00504693-0.00558886j -0.00906906+0.0114174j 0.0059157-0.011749j -0.00432547+0.0107035j -0.00137246+0.0111004j -0.0174073-0.0156176j 0.00448285+0.00873383j -0.00408326-0.0196256j 0.0112695-0.0226903j 0.00394165+0.00856189j 0.0125816-0.0134343j -0.0077299+0.0102087j 0.000980122-0.00249562j -0.0055314-0.00586997j 0.00244188+0.0045708j 0.000213911-0.00898601j 0.00701386+0.0043833j 0.00871114-0.00358016j -0.00312198+0.00124923j 0.00340963+0.0105466j -0.0117911-0.00877115j 0.0014153+0.00326849j -0.0112485-0.000930789j -0.000404762+0.013342j -0.000385958+0.00133097j 0.0031377-0.00449894j -0.0014864+0.00299878j -0.0069091+0.00679809j 0.00138081+0.00564858j -0.00239762+0.0135724j 0.00859841-0.00163122j 0.00258989-0.0056197j -0.022805+0.0124962j -0.00931825-0.000265384j 0.00591522-0.0137018j 0.0039135+0.0221561j 0.0123455+0.00526465j -0.0155929+0.00715958j 0.00352436+0.00716717j 0.00743154-0.0449239j 0.0147429-0.00977756j -0.0076012+0.00873248j -0.00638527+0.00882307j -0.00797661-0.00176313j 
-0.00624387+0.00264631j 0.00423083+0.00763152j 0.00350283+0.00171667j -0.00468229+0.0042702j 0.00439236-0.0139826j -0.00652965+0.0210856j -0.00969985-0.00815435j -0.00553902-0.00453635j -0.00211234-0.013708j 0.00320767-0.0161331j 0.0106728-0.00763315j 0.00311741-0.0222767j 0.0103889-0.00492209j 0.0062367+0.0032614j -0.00436479-0.0038398j 0.019608-0.000988983j -0.0113937+0.000951389j 0.0101059-0.0307986j -0.000921276-0.00222787j -0.0078602+0.00414412j 0.00230358+0.00505889j -0.000136506-0.00182599j 0.0108082+0.0153611j 0.0043224-0.0117366j -0.00721512+0.00717322j 0.000107805+0.00108051j 0.00630137+0.00668923j 0.00707658+0.0103041j 0.00243384+0.000332403j 0.00479156-0.011073j -0.0056491+0.011745j -0.00202492-0.00379496j 0.00640764+0.0120837j 0.00271488-0.0067516j -0.00776627+0.0129154j 0.00327703-0.00663814j -0.00183921+0.000577678j -0.000543067-0.00825947j 0.00558676-0.00678574j 0.00182515-0.00599953j -0.00133478-0.00737268j -0.00435225-0.00737786j -0.00676564-0.00143865j -0.00838351-0.010367j 0.00554411-0.00892498j 0.00442493-0.0059938j 0.00217299+0.00189413j -0.0166808-0.000178504j 0.0118604+0.000589212j 0.00297495-0.00557724j -0.00943869+0.00823572j 0.00797944-0.00193228j 0.0043363+0.00703715j 0.0154019+0.00862794j -0.0187573+0.00486714j -0.00336615-0.00534316j -0.00846607-0.00558321j 0.0157074+0.00557938j -0.00625869+0.000425557j 0.0074259+0.0037543j 0.000695946+0.0176207j -0.0142103-0.00100852j -0.0096669+0.00612394j 0.0207653+0.0084961j -0.0129581+0.0166035j 0.0119918+0.0197072j 0.00416122+0.00291254j -0.000989092+0.00200762j 0.00714535-0.000361936j -0.000174403+0.000137785j 
-0.00287362+0.000817222j 0.00245478+0.00201j -0.00540409+0.00870312j -0.0051691-0.00535736j -0.00766769-0.00363562j 0.0021796-0.00719498j -0.00763752-0.00657886j -0.00180153+0.0158077j 0.00835493+0.00413739j 0.0038605-0.00190198j 0.0161375+0.00523837j -0.0101794+0.00140104j -0.00557769-0.00214031j 0.0106102+0.0156115j -0.0134431-0.00186027j -0.00390647-0.00443776j -0.0121205-0.00945251j -0.00490075-0.00275244j -0.00367501+0.00231304j -0.0126372+0.00148576j -0.0102119-0.00437709j -0.0120166+0.00776344j -0.00355482-0.00106128j 0.00775128+0.00453574j 0.00435945+0.00442511j -0.00424881+0.00938058j -0.00865655+0.00113465j 0.00230708+0.00120697j 0.00443833+0.00617677j -0.00019759-0.0151104j 0.00206772+0.00512381j 0.00239232+0.00851358j -0.00455338+0.000583248j 0.00270225+0.0125624j -0.00502497-0.0106952j 0.000878042-0.00107109j 0.000950227+0.00356686j 0.000407149+0.00174492j -0.000424107-8.18847e-05j 0.00180649-0.00430665j 0.00277496+0.00329821j 0.000196371+0.0018039j -0.00431461+0.0058697j -0.00626901-0.000735958j -0.00359138-0.00151719j 0.00730953-0.010502j 0.0183236-0.00720695j 0.00663936+0.00226393j 0.00161941+0.000213754j 0.00876277+0.00749133j 0.00979191+0.007296j -0.00292137-0.00835019j 0.00111182-0.00569511j -0.00459294-0.00373138j -0.00230811-0.00307113j -0.00140041-0.00078158j -0.00738862-0.00270778j -0.0044822+0.00542215j 0.00174884-0.00652607j 0.0115088+0.00581062j -0.00866761+0.00314424j -0.000896633-0.0113871j 0.000603027+0.00617418j 0.0110167-0.00276269j 0.00313498-0.00142233j -0.00483059+0.00596668j -0.0120122+0.00692494j -0.00232227-0.0111984j 0.00420483-0.00239918j 0.00297777-0.000124236j 
-0.00687778-0.0152882j 0.0198335-0.00607438j 0.0229457-0.000255634j -0.00900283-0.0188424j 0.0245321+0.000354159j 0.00305527-0.0121638j 0.0307844-0.00140474j -0.00640355+0.0192253j 0.0105927-0.00117582j 0.0111298+0.00444931j 0.00528058-0.000182364j 0.00141821-0.000298516j -0.00387396-0.00861794j -0.0173618-0.00301488j -0.0273021+6.27587e-05j 0.00745826-0.0207664j -0.0158305-0.0225794j 0.00426646-0.00946508j 0.00911219-0.00155071j -0.00440665-0.00729139j 0.00621808-0.0105592j -0.00550651+0.013832j 0.00306543+0.016169j -0.00493262+0.00630631j 0.0165025-0.00811522j -0.0166194-0.0070052j -0.0101051+0.00178226j 0.000730145+0.00459804j 0.00267477-0.0156079j 0.0111554+0.00285698j -0.000765469+0.0246645j 0.0137781+0.0125331j -0.00944942-0.00549628j -0.0110081+0.0195902j -0.00100679-0.00481831j -0.00502014-0.0055841j 0.00519596-0.0183624j 0.010742+0.000961377j -0.0162969+0.00351306j -0.0129263+0.00618003j 0.0256198+5.33891e-05j 7.83914e-05+0.00498278j -0.00546336-0.00866889j -0.00835724-0.000755267j -0.00573822+0.0108357j 0.000236118-0.0240899j -0.00017296+0.00267124j -0.0128666+0.0045488j -0.00988681-0.00111148j 0.000820641+0.00364362j -0.00129688+0.0020154j 0.00885467-0.00165548j 0.000135494-0.00494287j -0.000962434-0.0032646j -0.00441797-0.00246705j -0.00795182-0.00696147j -0.0208046-0.00235728j 0.0169034+0.00239709j -0.00607386-0.00192014j -0.0104284-0.00631433j 0.00594945-0.00691469j -0.00485678-0.00924102j 0.00136673+0.00958325j -0.000360866-0.00804323j 0.00511515+0.00255437j 0.007067-0.00425049j -0.00109889+0.00719995j -0.00490947-0.00144802j 0.00402936+0.0063815j -0.00624996+0.00180368j 
-0.0249116+0.000761087j -0.00445902-0.0115314j -0.00677698-0.0125687j -0.0329212-0.000863818j 0.0109066-0.0376197j -0.0110498-0.00295001j -0.00941286-0.0381219j 0.00345086+0.0134084j 0.00741544-0.0192189j -0.00635988-0.0129606j -0.000863096-0.00821687j -0.00853568-0.00376397j -0.0071367-0.000836294j 0.0302041+0.00540231j -0.00053318-0.00786919j 0.0151139+0.00132346j -0.0016723-0.0109621j 0.00876331-0.0153506j 0.0119506+0.023341j 0.017735+0.00683158j -0.00315298+0.00731452j -0.00200342-0.00746583j -0.0114066+0.00147089j 0.015399-0.00987785j 0.0111817+0.0113253j -0.00324327+0.0130602j -0.0132274+0.00264059j -0.00252198+0.0175104j 0.00941187+0.00633121j -0.00301958-0.000341156j -0.00486556+0.0387428j -0.0230619-0.00490866j 0.00644659+0.00900374j 0.00664324-0.00860436j -0.00104844-0.023101j 0.0154484+0.00889142j 0.00385871-0.00375443j -0.0186343+0.0161721j 0.00739672+0.000367087j -0.00334834-0.00768835j 0.0103023+0.00725202j -0.00273216-0.0142906j -0.00214211+0.0169142j -0.00417417-0.00264658j 0.00753644+0.000622749j 0.00166429+0.00109874j 0.022279-0.018j -0.00514177+0.00540641j -0.0065561+0.00344601j 0.00732905+0.0204845j 0.00835391+0.0107031j 0.00561956-0.00800719j 0.00716381+0.00420607j -0.00509022+0.0105737j -0.00141668-0.00101196j -0.00898+0.00167743j -0.0178636+0.00514892j 0.00889371+0.00161607j -0.0293677-0.000404415j 0.000508202+0.00343371j -0.00538593+0.00613744j -0.0103871+0.0094773j 0.000603557+0.0186955j 0.0187199+0.0180045j -0.00270783+0.0109784j -0.0043637-0.015293j -0.0168228+0.00110646j -0.0036158-0.0157994j -0.00942836+0.000921911j 0.000499274-0.011633j 
0.00116104-0.00721764j 0.00101624+0.00218714j -0.00173019-0.00472899j 0.0113872-0.0135359j -0.00102373+0.0226501j -0.00142097-0.00913306j 0.0090276+0.00514616j 0.00119222+0.00592505j 0.00885705+0.00619911j 0.0101984-0.00946764j 0.00748332-0.000698083j -0.00686141+0.0150502j -0.00557644-0.000616996j 0.0165637-0.00663385j -0.0169116+0.0111756j -0.0124282-0.0157124j -0.0155246-0.0119316j -0.00878977-0.000488718j 0.00628615-0.00092397j -0.00924716+0.00672811j -0.00431843-0.00977738j -0.0191031+0.00135659j -0.00333692-0.00983653j 0.0035577-0.0149047j -0.00668372-0.00457543j -8.41855e-05+0.0132715j -0.0169463+0.00149867j 0.00719126+0.0042288j -0.00438133+0.00965946j -0.00363627-0.0193216j -0.000981871-0.0142573j 0.00431165+0.0245584j -0.0056618-0.00570893j -0.0162937+0.00805719j -0.00474827-0.000642672j 0.00448856-0.0124772j -0.00633471+0.0111876j 0.0118816+0.0123085j 0.00564643-0.00681136j 0.00831101-0.000729127j 0.00798646-0.00474327j -0.00439852+0.011675j 0.00139592-0.000148682j -0.00977795-0.00630946j -0.0011321+0.00868391j 0.00137962-0.00052238j 0.00465684+0.0067869j 0.0035851-0.000840539j 0.00828641-0.00393159j 0.000252417-0.0102747j 0.00600643-0.00551881j 0.00590862+0.00428544j -0.00484646-0.00410045j -0.00817693-0.012292j 0.0127862-0.00285478j 0.00788456-0.0125819j 0.00314545+0.0084569j -0.0105772-0.00410885j 0.00902663-0.0265453j -0.00620347-0.00654533j 0.00609141-0.00521987j -0.00446398-0.0155712j -0.00615243-0.00374818j -0.0145763-0.00981276j 0.00368248-0.0106181j 0.012594+0.0121622j -0.00141567+0.00346807j 0.0027007-0.00399114j 0.00840859+0.00237672j -0.00441319+0.00692309j 
0.00340017-0.00040258j 0.011608+0.00269163j 0.0155453-0.0116172j 0.00759956+0.000111129j 0.0142477+0.00851108j 0.00786651-0.00126451j 0.0289889-0.0120898j 0.0274286-0.0110585j -0.000591808+0.00149868j 0.00981077-0.0188455j -0.0099017-0.0127364j 0.0224664+0.0145093j -0.0139748+0.00943712j -0.0146827-0.0028126j -0.000319776+0.00161269j 0.0161576-0.0199158j -0.0083731+0.00304844j 0.00447498+0.00346364j -0.00207584+0.0149411j 0.0175226-0.00716477j -0.00161081-0.00259913j -0.000460459-0.016114j -0.0122711+0.00547537j 0.00292114+0.00432792j 0.0199312-0.0200894j -0.00510352-0.00805378j -0.00398609-0.000725168j -0.00231636+0.00489367j -0.00468536-0.0147029j -0.000344428+0.00662033j 0.00711514+0.0202655j -0.00712831+0.00283442j -0.00504023+0.00697098j -0.0144443+0.000441536j 0.0126889-0.0148862j -0.00182545-0.00652565j 0.00665715-0.0155028j 0.00283558+0.00781181j -0.0068189+0.00131778j -0.00286569+0.00149063j 0.0169723+0.00124408j -0.00543168-0.00290725j 0.0083303+0.00244032j -0.00476681-0.00827823j -0.0037655+0.00738003j 0.0033401-0.00275215j -0.00619959-0.000688271j -0.00820856-0.00102495j -0.0120751+0.0055397j 0.000967231+0.00480397j -0.00334737-0.00534623j 0.0116242+0.000157783j 0.00692494+0.00636432j -0.00158292+0.000785327j -0.00393252+0.00417011j -0.00111863+0.00457803j -0.00225908-0.00384677j 0.00811228-0.00287299j -0.0105338-0.00515664j -0.0150777-0.0162408j 0.0119732-0.0124497j -0.0021748+0.00750138j 0.00559871-0.00617505j -0.0195266-0.00403473j 0.00624161+0.00598602j 0.0182662-0.0223612j 0.023012-0.0026957j -0.00809128+0.0129573j -0.00606698+0.0137017j -0.0144003+0.00216342j 
0.00457671+0.00295296j -0.000941752+0.00489623j -0.00992797+0.0227922j -0.0136094-0.000648515j -0.0220316+0.000907092j 0.00503365-0.0078926j -0.00271445+0.00879119j -0.0256617+0.027904j -0.00670437+0.00640619j 0.0142977+0.0250291j 0.012758+0.0144785j -0.0336636-0.0147925j -0.00289035-0.0212529j -0.00578746+0.0210854j -0.0174851+0.00495686j -0.0134408-0.000114264j 0.0026005-0.0262627j 0.00351214-0.00212651j -0.00812971-0.0112946j -0.0220946-0.00807896j -0.000110628-0.00495557j -0.00714749+0.0311359j 0.00592823+0.00219194j -0.00168355+0.0179008j 0.00251729+0.00493336j -0.012629+0.00289868j -0.00169371+0.00524395j 0.00493324-0.0140746j -0.00816792+0.00701288j 0.00442468-0.00739015j 0.0113776+0.00271294j 0.0197829+0.00733375j -0.000738379-0.00252025j 0.0110557+0.0287215j -0.0115603+0.00856072j -0.0124434+0.005846j 0.00665234+0.00580215j 0.00852703-0.00667033j -0.0102852+0.0106244j -0.0113231+0.00823368j 0.0122505+0.0054889j 0.00354867+0.00377109j -0.0104145+0.00547728j -0.00583252+0.00797848j -0.0118092-0.0042034j -0.00253208-0.0191072j 0.0215696-0.0176478j 0.00487966+0.00452772j 0.00828684-0.00824691j -0.00588088+0.000255927j 0.00755474+0.0146993j -0.00836602-0.00266765j -0.0150146-0.0113371j -0.00580372-0.000291906j 0.00301555-0.00769899j -0.00211163-0.0116573j -0.0187858-0.00371753j -0.0042695-0.00130786j 0.0181378+0.00540751j 0.0142522+0.00792574j -0.00954122+0.00554769j -0.00519309-0.0186645j 6.60412e-05+0.0190184j 0.0250833-0.00769599j -0.000987518-0.0147131j -0.0221214+0.0154682j -0.0241781+0.0112658j -0.00641397-0.0225779j 0.00990482-0.00869171j 0.00841879+0.000737113j 
-0.000951008+0.000321858j -0.00728215-0.00691388j -0.00705201-0.000660274j -0.00483504+0.00289861j -0.00642101+0.00337298j 0.00595003-0.00754676j -0.00728934+0.0162572j -0.0025399+0.00163378j -0.000998343+0.00692321j -0.0116948+0.0094636j 0.00155785+0.0067891j 0.00615807+0.003419j 0.00181144+0.00197043j -0.00403098+0.00342204j 0.0114995-0.00310887j -0.00726771+0.00969644j 0.012877+0.00850542j -0.00588434+0.00685303j 0.000779616-0.00183338j -0.000352226-0.00348371j -0.00293824+0.00054258j 0.00279103+0.00190635j -0.00346156-0.00434114j -0.00296497+0.0075096j -0.00606153+0.00148484j 0.00199109-0.00141949j 0.00709987-0.00391371j -0.00301699-0.0073844j 0.00377507+0.00198285j -0.00537393+0.00476419j 0.00120258-0.0159392j 0.00295943-0.00501319j -0.00262006-0.00382648j 0.00644868-0.0049743j -0.000131334-0.00489459j -0.000376216+0.00705149j 0.000162392+0.00242832j -0.00313539-0.00292444j -0.00310693+0.0060028j 0.000887284-0.00423599j -0.0140152-0.0032104j 0.0093533+0.00109254j 0.00330684-0.00590106j 0.00680828+0.00733836j -2.48965e-06-0.00327329j 0.00454864+0.00324019j -0.00210743-0.000148841j 0.015273-0.000340208j -0.00484108-0.00237667j 0.00341016+0.00577903j 0.00369912-0.00158899j -0.0107624-0.0016746j -0.000410303-0.00426474j 0.000339491-0.00524542j 6.67296e-05-0.00193569j 0.00245949+0.00681222j 0.010074-0.00446921j -0.00919335+0.00205246j 0.00595167+0.00497932j 0.00632536+0.0082745j -0.0080957-0.00379092j 0.0108404+0.00326435j 0.004161-0.00592592j -0.00486942-0.000404935j 0.00301234-0.00294827j -0.0110343-0.00986763j -0.00269206-0.00320302j 0.00178562+0.00319839j -0.00499243-0.00432433j 0.00434579-0.0014596j 
0.00604332+0.00559936j 0.00430379+0.00204532j -0.00155664-0.00479053j 0.0151288+0.00438672j 0.0188193+0.00565784j -0.00339155+0.0119387j 0.00973769-0.00254867j 0.00691864+0.0122822j 0.0212322+0.00156376j 0.0139985+0.00836398j 0.00677362-0.00870876j 0.00406247-0.0118635j 0.00516475+0.000508803j 0.00709928+0.0110854j -0.00119646+0.00784464j 0.00438883-0.0085759j -0.0187472-0.00238896j 0.00648983-0.00911237j -0.00242447-0.000347554j -0.00834442+0.00580738j -0.00887243-0.00423004j -0.00613915+0.00339149j 0.00991251+0.00919218j -0.000964587-0.00498197j -0.00275381+0.00734847j 0.00293871+0.000637822j -0.00607758+0.010282j 6.73572e-05+0.00132233j -0.0132727-0.00160612j 0.0150087+8.47733e-05j 0.0125167+0.00979845j 0.00507692+0.0137594j 0.00611659-0.00211175j -0.00495656+0.0034137j 0.0090994+0.00464938j -0.00458401-0.0138274j -0.00647912-0.00128344j 0.00803513-0.00169998j -0.00542906-0.0101579j 0.000222937-0.00130487j 0.0098203+0.0030664j -0.000149861+0.00658538j 0.00933714-0.0140946j -0.00458562-0.00220405j 0.00336388+0.00533214j 0.00164072-0.0157529j -0.00971033+0.01488j -0.001797+0.0013782j -0.00556765-0.00147734j 0.00976788-0.00450231j -0.00786637-0.00607569j 0.00904251-0.00195254j 0.00974544-0.00143932j 0.002527-0.000176135j -0.00301977-0.00243833j -0.00254474-0.00313832j -0.000618345+0.0124898j 0.00964883+0.0074813j -0.0100272-0.00151874j 0.00140338-0.0111015j -0.00375029+0.0120095j 0.00474751-0.0130222j 0.00149752-0.00993442j 0.00599568-0.00351406j -0.00393332+0.0118425j 0.0113216+0.0205575j 0.00224075-8.45832e-05j 0.00278755+0.00124604j 0.00736084+0.00183834j -0.000866647+0.00329063j 
0.00406582+0.00195125j -0.000187721-0.00323355j -0.00108325+0.00330105j 0.00474938+0.00330694j 0.0120849+0.00376321j -0.00237306+0.00782506j 0.00142268+0.00829634j -0.00835675+0.00246733j -0.00230102-0.000403265j 0.00120553+0.0118149j 0.0057808+0.00261665j -0.00523991-0.00940772j 0.0129267-0.00528382j -0.0143883+0.00756159j -0.000968362-0.00694137j 0.0022668+0.00349917j 0.0074736-0.00257549j 0.00389251-0.0094149j -0.00102187-0.00348484j -0.00805177-0.00360621j 0.00238334+0.0040814j -0.00247256+0.00185767j 0.00881489+0.00569073j -0.00375273+0.00713919j -0.00790752+0.00131185j -0.00420803-0.0098921j 0.00681887+0.000975588j 0.00327065-0.00171022j -0.00365898-0.00253312j 0.00746394-0.00323513j 0.00489034-0.00468952j 0.00954516-0.00223674j 0.00338979-0.00120132j 0.00738836+0.00566252j -0.00479687+0.0106517j -0.000919685+0.00117314j 0.00438001-0.00265162j 0.000395141-0.011849j -0.00291384+0.00295164j -0.00662415+0.00245723j -0.00574205-0.00417873j 0.00262534+0.00480541j 0.00161733-0.00721517j 0.00246912+0.000486974j -0.00268803-0.00183186j 0.000641447-0.0105648j -0.00649076+0.00826178j 0.00620046-0.00174576j 0.00391779-0.00310171j -0.00235383-0.00628417j -0.00407581-0.00290258j 0.00276315+0.000794526j -0.00203918+0.00201209j 0.00969686+0.00615761j -0.00392522-0.00263426j -0.00128287-0.00109334j -0.000499127-0.000977342j 0.00512659+0.000616712j 0.00711372+0.0129638j 0.00495485+9.35888e-05j 0.0017385+0.00750524j 0.00531969-0.00733005j -0.00124961-0.00562419j 0.00805548+0.00278257j -0.00225212+0.00700168j -0.00321737+0.00801911j 0.00328148+0.00237169j 0.000879023+0.00669584j 0.00381839-0.00326141j 0.00440306+0.00177949j 
0.00339464+0.00532123j -0.000243778-0.0125583j -0.0011241-0.0229974j 0.00711663+0.0092557j 0.0244607+0.0220612j 0.00172044-0.00558542j 0.0443436+0.0124138j 0.00649901-0.00572573j 0.00782392+0.0107496j 0.0221434-0.00561954j 0.00152309-0.00300814j 0.0151654+0.0202562j -0.00126109-0.00309889j -0.0213794-0.00441082j -0.0071011-0.00630509j 0.0111109-0.0193558j -0.00721362-0.0111542j 0.00284216+0.00705811j -0.00691915+0.00504364j 0.000127636-0.00839245j 0.00962778+0.00670083j -0.0161626-0.00346187j -0.00204969+0.00572781j -0.00974932+0.0099537j 0.00947631-0.0197166j -0.0104217-0.0111633j 0.00159254-0.00309368j 0.00098712-0.000277853j -0.00278806-0.0172901j 0.00387926+0.00219067j 0.00543802-0.00562729j 0.0201076+0.0172921j -0.0109965-0.00498585j -0.0190067+0.0142103j 0.0016087-0.000622169j -0.00850256-0.0141675j 0.00838285-0.0148235j 0.0164796-0.00125736j -0.010392-0.00250981j -0.00565566+0.00402089j 0.0155051-0.00520558j -0.0039858+0.015364j 0.00696584-0.016361j -0.00547752-0.00659361j -0.00906063+0.0109901j 0.00161633-0.0156863j -0.0159161+0.0134333j -0.00438562-0.00366394j -0.00452947+0.00191161j -0.00797334-0.0126228j -0.00677779-0.0124743j 0.0130955+0.0034064j -0.00245128-0.00133196j 0.00167522-0.0068224j 0.00079699+0.000822871j 3.2693e-05-0.00389539j 0.00108739-0.00355987j 0.00689692-0.00375494j 0.00829019-0.0103765j -0.0174265-0.0159543j 0.0200004-0.0150196j 0.000986762-0.0102899j -0.00244408-0.0149652j -0.0253591-0.0148521j 0.00908451-0.00312928j 0.0223176-0.0026302j 0.0249315+0.00148859j -0.00141712+0.0171386j 0.00279196+0.0086946j -0.0124798+0.0100901j 
-0.00510772+0.00757305j 0.00292991+0.00493813j -0.0060195+0.0121928j -0.00362286+0.00871043j 0.0190161-0.0398468j -0.00555919-0.00610363j 0.00833004-0.0362602j 0.00737232+0.0103922j 0.0153194-0.0235187j -0.00602487-0.0211211j -0.0125679-0.0100912j 0.00383117+0.00400607j -0.00876673-0.00728706j 0.016675+0.0135512j -0.00770564+0.00195236j 0.0100253+0.00077226j -0.00332065-0.0059688j 0.0105588-0.0113027j -0.00182275+0.0196223j 0.0123345+0.00774315j -0.0140314-0.00174278j 0.00520144-0.0159155j -0.00719477+0.00628372j 0.0114858+0.00753795j 0.0243739-0.000184425j -0.0102183-0.00136098j -0.013209+0.00414326j -0.00654158+0.01688j 0.0115413-0.00710553j 0.00273202+0.00537622j -0.00235241+0.0479298j -0.0197538-0.00258041j -0.000237244+0.00985677j -4.62473e-05-0.00344167j 0.00747134-0.0318654j 0.0145537+0.00755555j 0.00792408-0.0175928j -0.016014+0.0117408j -0.00282706-0.000626874j -0.00382794-0.00123942j 0.0213986+0.0112993j -0.00441192-0.0135665j -0.000265955+0.0101157j -0.00352036-0.0019827j 0.00393441+0.00683642j 0.00155423-0.00661086j 0.0131987-0.0125748j -0.0133168+0.00848178j -0.0128242+0.00671825j 0.00653996+0.0239119j 0.00279474+0.0102421j 0.00938177-0.0125275j 0.00831435+0.00204458j -0.00712655+0.00996862j -0.00478632+0.00300655j -0.0112602+0.00560933j -0.0200813+0.00113474j 0.0172251+0.00254678j -0.0330944+0.00462088j -0.00930785-0.00347066j 2.41454e-05-0.00414054j -0.0111271+0.014351j 0.00112305+0.0180475j 0.0091483+0.0113769j 0.00112415+0.0130985j 0.0026446-0.0280961j -0.00718846-0.000484129j -0.00619003-0.00651109j -0.0121876+0.006939j -0.00280734-0.00866359j 
-0.00262582-0.00151508j -0.0037187+0.00290473j 0.00148931+0.00462406j 0.00133739+0.00298095j -0.00900127-0.0108675j 0.000667965+0.0152153j -0.0206705+0.000130545j -0.00120198-0.0109302j -0.013957-0.0149781j -0.0265647+0.00159642j -0.00406354+0.00209817j 0.00314327-0.0119486j 0.00555305+0.00991323j -0.00606106-0.00327845j 0.0179306-0.00819004j -0.000468575+0.0171597j 0.0166105+0.0202563j 0.000257572-0.00535482j 0.00752677-0.00221222j 0.0067119-0.000288172j -0.00132992+0.00554576j 0.0103586-0.0107169j 0.00241665-0.000683355j -0.000341847-0.0002359j -0.0131018+0.00684035j 0.00934269-0.00391395j 0.0106491-0.000722794j -0.00250207-0.00156402j 0.00753773+0.00493878j -0.00499216+0.00303816j -0.00588479-0.00867468j -0.0116272-0.0220455j 0.00819805+0.00672249j 0.0148987-0.016877j 0.000638519+0.00280004j 0.00619543+0.0102459j 0.000908706+0.00321239j -0.0140708-0.00733462j 0.00773329+0.00344406j 0.003729-0.00615921j -0.0233985-0.00236823j 0.00330566-0.00822634j 0.000935566+0.0032608j 0.0112284+0.0019706j 0.00529614-0.00829236j 0.00158828+0.0143624j -0.00393984+0.00130622j 0.00717743-0.00286946j 0.00270492+0.00092467j 0.000498664+0.00551531j -0.000412943-0.000180047j -0.00676268-0.000123291j 0.00219459+0.00856403j 0.00864799+0.00991557j -0.00367264+0.000717638j 0.000796247+0.0095509j 0.010009-0.00436527j -0.00350611+0.00126327j -0.00352492+0.0174677j 0.009127+0.0085443j -0.003898+0.00710441j 0.00682483+0.0140369j 0.00162229-0.0022788j 0.00391759+0.0135167j -0.00641311+0.00988998j -0.0078621-0.00971243j 0.0023258-0.00647418j 0.0013712+0.00687966j -0.00714641-0.00430098j 0.00606348-0.00531652j 
-0.00137359-0.00294991j 0.00111035+0.00217478j -4.61051e-05+0.017298j -0.0143158-0.00123378j -0.0109801-0.000214518j 0.00854044-0.00336509j -0.015177+0.00113428j -0.0148932+0.0177383j -0.0104009+0.00394145j 0.00741562+0.0217153j 0.00672624+0.00623765j -0.0246842-0.0140073j 0.00623975-0.0108233j -0.00149538+0.00756344j -0.00823949-0.00199085j -0.00105739+0.00596007j 0.00186186-0.0112189j 0.00052117-0.000169271j -0.00437661-0.00874338j -0.0130412-0.00326436j 0.00299133-0.00325355j 0.00141939+0.0171281j 0.00967536+0.00588519j -0.00175112+0.00652458j 0.000390387+0.00532858j -0.000800665+0.00148087j 0.00353818+0.00203884j 0.00397299-0.00624224j -0.00316988+0.00193417j 0.00656271-0.00129416j 0.00255247+0.00538233j 0.0106648-0.00255328j 0.00128115+0.0016j 0.00624535+0.0139077j -0.00803632+0.0103625j -0.00754191+0.00231425j 0.000863635+0.00464752j 0.000292936-0.00834275j -0.00673017+0.00451862j -0.00107206+0.00571146j -0.0014028+0.00172459j 0.0037551-0.00216818j -0.010236+0.002843j 0.000902722+0.00759638j -0.00372833-0.00476907j -0.000603869-0.005961j 0.00935576-0.00591613j -0.00366957+0.00134093j 0.00467532-0.00347496j 8.07884e-05+0.00146512j 0.000223904+0.0110309j -0.00426946-0.00200832j -0.00528346-0.00593706j 0.000284681+0.00247272j -0.00229391-0.00335223j -0.0013172-0.00450708j -0.0139358-0.00468269j 0.00308978+0.00515543j 0.00587419+0.0080335j 0.0102731+0.011697j -0.0132453+0.00709041j -0.0042352-0.00771259j 2.47381e-05+0.0137555j 0.0229725+0.00357989j -0.00603893-0.00313889j -0.0202107+0.0099765j -0.0223649+0.00415478j -0.00198725-0.0127254j 0.00426025-0.00739771j 0.00838842-0.00178984j 
