0.0019921+0.00894126j 0.00909509+0.00116988j 0.0049641-0.00834746j 0.00348792-0.000178145j -0.000437289-0.0168265j -0.0037456-0.000876142j 0.00962014-0.00954353j 0.0107928-0.0148386j -0.00279218-0.0107431j -0.0103729-0.0154299j -0.0156782-0.000937079j 0.019312+0.00964764j -0.00703817+0.00617787j -7.02998e-05+0.0073347j 0.014878-0.00037006j 0.00247471+0.000128033j 0.0165945+0.0107038j -0.00194403+0.00295319j -0.00132611+0.012958j 0.0168297+0.000272892j -0.00251255+0.00408767j 0.00776732-0.0148634j -0.014705+0.00043704j 0.00312513+0.0142086j 0.0101595-0.00947399j -0.00232203-0.00754059j 0.00504693-0.00558886j -0.00906906+0.0114174j 0.0059157-0.011749j -0.00432547+0.0107035j -0.00137246+0.0111004j -0.0174073-0.0156176j 0.00448285+0.00873383j -0.00408326-0.0196256j 0.0112695-0.0226903j 0.00394165+0.00856189j 0.0125816-0.0134343j -0.0077299+0.0102087j 0.000980122-0.00249562j -0.0055314-0.00586997j 0.00244188+0.0045708j 0.000213911-0.00898601j 0.00701386+0.0043833j 0.00871114-0.00358016j -0.00312198+0.00124923j 0.00340963+0.0105466j -0.0117911-0.00877115j 0.0014153+0.00326849j -0.0112485-0.000930789j -0.000404762+0.013342j -0.000385958+0.00133097j 0.0031377-0.00449894j -0.0014864+0.00299878j -0.0069091+0.00679809j 0.00138081+0.00564858j -0.00239762+0.0135724j 0.00859841-0.00163122j 0.00258989-0.0056197j -0.022805+0.0124962j -0.00931825-0.000265384j 0.00591522-0.0137018j 0.0039135+0.0221561j 0.0123455+0.00526465j -0.0155929+0.00715958j 0.00352436+0.00716717j 0.00743154-0.0449239j 0.0147429-0.00977756j -0.0076012+0.00873248j -0.00638527+0.00882307j -0.00797661-0.00176313j 
0.00682899-0.00400065j -0.00910301-0.0110411j -0.00295965-0.000697176j 0.00685666-0.00381983j -0.00984326+0.0132752j 0.0103339-0.00971346j -0.00955658+0.0262106j 0.00391774+0.0109454j 0.00406154+0.0230174j 0.00031595+0.0322061j 0.000932476+0.000355075j 0.0136399+0.00689969j -0.00537934+0.00829415j -0.00755593-0.00393107j 0.00685798+0.010553j -0.0156184-0.00425324j 0.0012048+0.00786499j -0.00703635+0.0224808j -0.00496013-0.0112451j -0.0135957-0.00113854j 0.000443893-0.0130516j -0.0111358+0.0210188j -0.000635777-0.0070386j -0.00608948+0.0176047j 0.00223527-0.00334342j 0.00286922+0.00399998j -0.00624412+0.0046947j -0.0110472-0.0127122j -0.00282667-0.00447943j 0.00442216+0.00132205j -0.000632473-0.0173351j 0.00982011-0.00148658j 0.00396332-0.0185145j -0.00433606+0.00996888j 0.0138147+0.00784793j -0.0286196-0.00555678j -0.012381+0.0113959j 0.00742282-0.0096646j -0.0142823+0.010705j -0.00301786-0.000741195j -0.0159638-0.00714198j 0.0127427+0.00116484j 0.00378658-0.0175674j 0.00998542+0.00566349j 0.00069741-0.000551031j -0.00100249+0.000821189j -0.00955109+0.0144101j 0.0232859+0.00669327j -0.00556906+0.00213273j 0.0012326-0.00550947j -0.00226578-0.00325324j -0.0166455-0.00217583j 0.00934767-0.00194981j -0.00385388-0.00798533j 0.00712972-0.00564606j 0.00366804+0.00443617j 0.010098+0.0058465j -0.00454816+0.00607169j 0.0154564+0.00350208j 0.0113956+0.00618933j -0.0159394-0.00853048j 0.02125-0.0110331j 0.0109223-0.0242838j -0.0142182-0.0131929j 0.00755464-0.0177325j -0.00913949+0.00337763j -0.00872976-0.00296772j 0.0129855-0.0011057j -0.0028762-0.00825825j 0.00712455-5.10156e-06j 
0.00276364+0.00394724j 0.00294612-0.00256352j 0.00447724-0.0123002j 0.0121849-0.00336168j 0.0100714-0.0033029j -0.00656517+0.023732j -0.00710647-0.000710556j 0.00998513-0.00258197j 0.0142761-0.00840022j -0.000128637+0.00184942j -0.00620475+0.000176043j 0.0220473-0.00346912j -0.00317353+0.0202941j -0.00556987+0.0177668j -0.00421601-0.00211507j -0.0119202-0.0113353j -0.0127968+0.0154001j -0.0111505-6.02525e-05j -0.0046647+0.00657054j 0.0138901+0.019524j 0.0024861+0.00123009j -0.0140515-0.00142095j -0.00259005+0.000275171j 0.000159244-0.00907141j -0.0175014-0.00172571j 0.00924341+0.00582759j -0.0255263+0.00758128j -0.00571237+0.0162609j -0.0106711+0.00286547j 0.00891417+0.0112656j 0.00736923+0.00723625j -0.0117086+0.000995767j 0.00521802-0.0148738j -0.00962662+0.00484858j 0.0140912+0.00925492j -0.00682029-0.0130808j -0.00516046+0.0031776j -0.00244711+0.00848359j 0.011474-0.0187391j -0.00383286-0.00834249j -0.00738258-0.00298505j -0.0061125-0.0117405j 0.0110032-0.0114049j 0.00685905+0.00776805j 0.00877401+0.00479333j 0.00180935-0.00700552j -0.00352879+0.0109519j 0.00602916+0.00419099j -0.00217966+0.00798399j -0.00166503+0.00523469j -0.00242739-0.00818229j -0.00858286+0.0116329j 0.00755841+0.00505628j 0.00463192-0.00682637j 0.0136498-2.47147e-05j -0.0023855+0.00410556j 0.0165116+0.0167952j 0.00809099+0.00562688j -0.0154918+0.00354632j -0.00380693-0.00935497j -0.00998775+0.00495748j 0.00564674-0.00561927j 0.00031726-0.0145428j -0.00678978-0.00881166j 0.000764757+0.0195045j 0.0160067+0.00893128j 0.0127916-0.00482054j 0.00217119+0.00637749j 0.00145148+0.0027664j -0.00219693+0.00372029j 
-0.00556114-0.0030247j 8.99214e-05+0.00510038j -0.00939886+0.0040348j -0.0115082-0.00984124j -0.0206796-0.00754329j 0.00221343-0.0207988j -0.0153741-0.00549072j -0.00213312+0.0115815j 0.0156555+0.00376761j -0.00804294+0.0121798j 0.00536016+0.00199366j -0.0191333+0.0120599j -0.023944+0.00991512j 0.0278005+0.00510117j 0.00101102+0.0091726j -0.0354968+0.00322148j -0.00986475-0.00263059j -0.0067878+0.0129646j 0.00986133-0.00719371j -0.00583651-0.00173553j -0.00247021-0.0162778j 0.00610498+0.00816725j -0.0111875-0.0298013j 0.0102814-0.00295023j 0.00929976+0.00878162j 0.00325403+0.0223929j -0.0207356+0.01047j -0.00841036-0.0113049j 0.0191667+0.0120022j 0.00368735-0.00940895j -0.00504644-0.00268398j 0.00822987+0.0116835j 0.000516824-0.0156678j -0.0129235+0.0050958j -0.00217489-0.0126591j 0.000123703+0.000579713j -0.0114289+0.00192645j -0.00569437+0.0088636j -0.00637029-0.00480699j 0.0112412-0.00773646j -0.00147519+0.0247254j -0.012885-0.00101816j -0.00923549-0.00454405j 0.0013452+0.0122392j -0.00459675+0.00364568j 0.00549951+0.00342099j 0.0263425-0.00892271j 0.0118599+0.0119955j -0.000295742+0.00478089j 0.0142991+0.0135395j -0.00117088+0.00915434j -0.0141164+0.00151426j 0.00120612-0.0138339j -0.0195507-0.00760315j 0.00542593-0.00546439j 0.00078105+0.00172619j -0.00511214-0.00145339j -0.0113979+0.00741488j -0.00362849-0.0112109j 0.0113949-0.00246646j -0.00585656-0.00542609j 0.00185377-0.000740822j 0.00310933+0.00625032j 0.00169864-0.00976341j 0.00398914-0.0171788j -0.0154391-0.00148794j -0.0265056-0.00420417j -0.0029187-0.024214j -0.00195336-0.00524281j 0.00519955-0.0053855j 
0.00206733+0.0044016j 0.00329854-0.000834618j 0.00659673-0.00343542j 0.00036454+0.00470833j 0.0176087+0.00565782j -0.00592436+0.00870877j 0.00124737-0.00309336j -0.00336746-0.00140277j 0.000780224-0.000692401j 0.0200748+0.00635873j -0.00371787-0.00236597j -0.00408198-0.00321388j 0.0161916-0.0109046j -0.00105443-0.000744696j -0.0191962-0.00839938j 0.0205937-0.0283265j -0.0189419-0.00360338j 0.00323854-0.00832657j -8.04322e-05-0.00500409j -0.0041464+0.0110782j -0.0103127+0.00537596j 0.00331137-0.0143822j 0.0150396+0.00883378j 0.00810272-0.00609189j 0.00513734+0.00989513j 0.00702781-0.00346005j -0.00315804+0.00182844j 0.006646+0.0117781j 0.00477956+2.00489e-05j 0.00920561+0.012406j 0.00199719-0.00268113j 0.00276829-0.00439769j -0.00313211+0.00794254j 0.00296301+0.00527249j -0.00819376-0.00565879j 0.00235341-0.0181101j -0.00338709+0.00198361j 0.00586592-0.0097858j -0.00866962-0.013526j -0.00523097+0.0097045j 0.00533456-0.000584667j -0.000263944+0.00553817j 0.00212371-0.0119136j 0.00747274+0.00578115j 0.00199781+0.00465492j 0.00390936-0.0132867j -0.0139481+0.0128457j -0.0150136+0.00566233j 0.00921435+3.7881e-05j -0.00347342-0.0122673j -0.00446523-0.00245611j 0.01685-0.0141705j 0.00274198+0.010769j 0.00333486+0.0128196j 0.00435867+0.00674333j -0.00871605+0.00186451j -0.00747104+0.00135536j 0.0150495+0.00685941j -0.00437582+0.00780301j -0.00951654-0.00731143j -0.00777655+0.00489399j -0.00036458-0.0104972j 0.00452902-0.00405714j 0.0147064+0.00388081j -0.00679111+0.01048j 0.000728779+0.0165432j 0.00200597+0.000708026j 0.00309085+0.00406934j 0.00334771+0.000278645j 0.00216547+0.00244714j 
0.00129492+0.00678176j -0.000690132+0.00212035j 0.00738129-0.0100508j 0.00520887-0.000287313j 0.00398794-0.000385525j -0.00847578+0.0012053j 0.0227539-0.0045915j 0.0105528-0.017392j -0.0117083-0.00668289j 0.00584544-0.0227113j -0.0103629+0.0105277j 0.00520117+0.0107396j -0.0105636+0.00157426j -0.0069198+0.0011207j 0.0002567-0.00818987j 0.00802014-0.00788794j 0.0145663+0.00465273j -0.00787379-0.00593413j -2.43974e-07+0.00118446j 0.013222-0.0033312j 0.00567541+0.0159271j 0.0180748-0.0202705j 0.000324337+0.00139471j -0.00339356-0.00171155j -0.00943096-0.00751824j -0.00226749-0.012772j -0.00203637-0.0115506j 0.00583116+0.00327291j 0.00946906-0.00131202j -0.0109403+0.00666344j -0.00925535-0.00460073j -0.00920349-0.0129979j -0.00421036+0.0123057j 0.00855224-0.00937162j 0.00138304-0.012918j 0.0121164+0.0123729j 0.0139646+0.00354277j 0.00175859+0.00344183j -0.0148347-0.00475095j -0.0168935-0.0056682j 0.0115533+0.00499113j -0.003321+0.00792479j 0.00114081+0.0132525j 0.00466362-0.0084042j 0.00113268-0.00402758j 0.00448109+0.00756422j -0.00333001-0.00363587j -0.00172208-0.00923493j 0.00049592-0.000853932j -0.0169723-0.00320089j 0.018635-0.00336812j 0.0148684-0.007989j 0.00333256+0.019113j -0.00621802-0.00126853j 0.00668196+0.0103414j -0.00137725+0.00726095j 0.00567982+0.000270515j -0.00148465-0.00461492j -0.00390229+0.005631j -0.00647315-0.00855954j 0.00704204-0.020348j -0.00669697+0.000699853j 0.00161906-0.00470208j -0.0134543-0.00199599j 0.00755994+0.00349767j 0.0119318-0.0165561j 0.0218432+0.000684001j -0.00427839+0.010649j -0.00659083+0.0105876j -0.00759737+0.00306574j 
-0.00205951-0.00185822j 0.00548797+0.00161336j -0.00205342+0.00965963j -0.0143727-0.00800279j -0.00384226-0.00933856j -0.00260046-0.00092505j -0.0157429-0.0106307j -0.00760014+0.0126771j 0.00432476-0.007831j 0.00397995+0.00707931j 0.00271404+0.00537789j -0.00569479-0.00508617j 0.00610853-0.0185362j 0.00010762+0.00533297j -0.00543019+0.00868351j 0.00305137-0.00683887j 0.00058038-0.0156683j -0.0176412-0.00458029j -0.00714658+0.00125915j -0.00509621+0.00519229j 0.0012159+0.00604554j -0.0035716+0.00348527j -0.00129016+0.0023668j 0.00694822+0.0217753j 0.00379912+0.00508137j 0.00789966+0.00831955j 0.015899+0.00110891j -0.000791893+0.0112177j -0.00651034+0.0033706j 0.000834038+0.00084524j -0.00990164+0.00347624j -0.000281786-0.00501526j 0.000802712-0.00545107j 0.00639186+0.000703001j -0.00428363-0.00111338j -0.00148218+0.0190219j 0.00156089+0.00696373j -0.00816136+0.00386187j 0.0075855-0.0119523j 0.00344855+0.0100926j 0.00283818+0.00313889j 0.0134452-0.0069614j -0.00442304+0.00353494j -0.00405823+0.0124512j 0.00095979+0.0134086j -0.00110312-0.00313922j 0.0036061-0.0104209j -0.000371495-0.00138583j -0.00268981-0.0128939j 0.00740345+0.00254845j 0.0083567+0.00253408j 0.011892-0.00198062j -0.010706-0.0102602j -0.00131589+0.00721271j -0.0101615-0.00665021j 0.00321576-0.000936088j -0.0026301+0.0107416j -0.00519669+0.00426256j -0.0042573+0.00665721j -0.000750966+0.00541034j -0.010442+0.0147275j -0.000804071+0.00272757j -0.00361763+0.0223532j 0.0156054+0.0100844j -0.00469883+0.00941378j -0.0122169-0.00381554j -0.0140555+0.00322607j -0.0044953-0.010447j 0.00229274-0.00478389j 0.0052478-0.00467196j 
0.00422561-0.000538399j -0.00516258-0.00619126j -0.000822647+0.00720138j -0.002805-0.00531932j -0.00932401+0.0049939j -0.00349179-0.0115668j 0.0103117-0.0021294j -0.00563858+0.0048591j -0.00143715+0.00821047j 0.0165485+0.0100562j 0.0100596+0.0118598j -0.0169038+0.00645885j -0.00612168-0.00363459j -0.00846453-0.0139295j -0.023335+0.000330967j -0.00241393+0.00297314j -0.00291206-0.024301j -0.002877+0.00308623j -0.00426451-0.0056426j -0.00515959-0.0166248j 0.0162608+0.000170211j -0.000672081+0.0169909j 0.0133143-0.00486983j -0.0038322-0.00204108j -0.00466648-0.00478976j -0.00166996+0.00503765j -0.0179176-0.00317558j -0.00404157-0.0221382j -0.00164566-0.00652881j -0.00615998-0.00566695j -0.00208166-0.00734448j 0.0223517+0.00654872j -0.00632393-0.00433049j 0.000668593+0.0200422j 6.75187e-05+0.013128j -0.00483183+0.0123116j -0.00116022+0.000208707j 0.0073093-0.00744076j -0.0220206+6.14518e-05j -0.0230694+0.00580388j 0.0192574+0.00314512j 0.00208486+0.00898467j -0.0137958+0.0178636j 0.00334592-0.00467316j -0.000514755-0.008077j 0.00246938-0.00310831j 0.012533+0.000724258j -0.014495+0.0124745j 0.000140103+0.00527419j -0.0141186-0.0088695j 0.0068129+0.00427213j 0.00292665-0.00936474j -0.00384517-0.00154965j -0.0101289-0.00664661j 0.0042557+0.00233161j 0.00629034-0.00721093j -0.0118145-0.00196037j -0.00281736-0.00657419j 0.0119665-0.00353935j -0.00292988-0.00247099j 0.00249916-0.00862808j -0.00834862-0.0153755j 0.00272865-0.000103428j -0.00702234-0.0131957j 0.00207678-0.0168204j -0.00960832+0.0139955j -0.0091381+0.0064316j 0.000965314-0.00495784j 0.00553941-0.00368957j 0.00267213+0.00741363j 
-0.00502353-0.00138279j 0.00392078+0.00409116j -0.00190561+0.00661044j -0.00485535-0.00471006j -0.00439525-0.00152322j -0.00789975+0.0048032j -0.0114179-9.09675e-06j -0.0092746+0.0101679j 0.00562255-0.00480253j 0.00328166-0.000902025j 0.000376919+0.00520115j -0.0169625-0.0145991j 0.000505604-0.0204833j 0.00640803+0.000186906j -0.00672987+0.00904433j 0.00538184+0.00702001j 0.00861121-0.00290396j 0.00269193-0.00699642j 0.0186893+0.00657779j -0.0131688-0.010761j -0.0189006-0.00813931j 0.0140482-0.00678439j 0.00930686-0.00196788j 0.00759365-0.00210869j -0.0137316+0.012211j 0.0089738-0.000956594j 0.0129684+0.00440672j 0.00810599-0.00736885j 0.00952951+0.00607139j -0.0115869-0.00996253j -0.00814984-1.30307e-05j 0.00399814-0.0236528j 0.00879707+0.00804246j 0.0154658-0.00121724j -0.00235064+0.00180969j -0.00414494+0.0058452j 0.0118518+0.00718413j -0.0066746-0.00426399j 0.0014144-0.000884673j 0.00268048-0.00124212j -0.00153337+0.00158788j 0.0110893+0.0113134j -0.00307779+0.00575093j 0.00366843+0.00838529j -0.00145456-0.00337055j 0.00429578-0.00287771j 0.00588469-0.0035483j 0.012956-0.00649069j 0.014891-0.0048328j 0.00712747-0.0103394j -0.00292189-0.000709238j 0.0121324-0.0165333j 0.000326022-0.00312852j 0.00441756+0.00966706j 0.00482973+0.00057642j -0.000462582-0.00438385j -0.00566392-0.00360331j -0.00273966+0.00554401j 0.000405784+0.0052037j 0.00465719+0.00279881j -0.00421699+0.00734221j 0.000288363-0.0108672j -0.00787343+0.00545401j 0.0168393+0.00986984j -0.00643478+0.00620366j -0.0156663+0.00277175j -0.0132113+0.00677797j -0.00232222-0.00410889j 0.00255995-0.00586529j 0.00844561-0.001471j 
0.00560725+0.0068823j -0.000627759-0.00261426j 0.00322382-0.012717j 0.0128341+0.000535788j 0.015194+0.00635732j -0.00719251-0.00876936j 0.0167626-0.00255786j 0.00923023-0.0219071j -0.0071577+0.000944525j 0.0114678-0.0182999j -0.00838262-0.00928563j 0.0110096+0.021659j 0.00203221+0.00474244j -0.00173844-0.000341704j -0.000503856-0.00447606j 0.00400679-0.02201j -0.00577341+0.00023251j 0.00484891-0.00250709j 0.000228219+0.007259j 0.00862006+0.00562259j -0.00137233+0.000172176j -0.00144594-0.0268645j -0.0119081+0.00231181j 0.00775008-0.00899753j 0.0154398-0.00179545j -0.00291021-0.000506957j -0.00767437-0.00419329j 0.0143382+0.0146371j 0.000408583-0.00312192j -0.00524619+0.000991297j -0.00473593-0.00762527j -0.0107793+0.00156765j -0.00426488-0.00446997j -0.0116044+0.00137012j -0.0035085-0.0232051j 0.00663101-0.0111135j 0.0058114-0.00136493j 0.00674088+0.00573917j 0.000804418+0.000688847j -0.000773115+0.00364399j 0.00275787+0.000119982j -0.0154315+0.00484189j 0.00817219-0.00708517j -0.00262444-0.00707942j -0.0053319+0.00611844j -0.00413598-0.00412173j -0.00863605-0.00244587j -0.00254014-0.00103714j 0.00932637+0.00223491j -0.0103691-0.0046358j 0.00347517-0.00274183j 0.0131863-0.000277398j -0.00291852+0.0102867j -0.000895633+0.011709j 0.012922+0.00262891j -0.00109073-0.0011751j -0.00158551+0.000352911j 0.00525966-0.0118717j -0.00129503-0.00741654j -0.014768-0.0147536j 0.0201748-0.0118135j 0.00018651+0.00235232j -0.000356293-0.0149383j -0.0148706-0.00411636j 0.00784202-0.00608124j 0.0141103-0.00754385j 0.0206126+0.0024161j 0.00204798+0.0113477j -0.00336185+0.00860019j -0.00829928+0.00474263j 
0.00324586+0.00484055j 0.00511967-0.00292243j 0.000724163+0.00121654j 0.00245636+0.0012952j 0.00978742-0.00140232j -0.00525557-0.00273719j 0.00815592-0.00467763j -0.00282591+0.00455128j 0.00886031+0.0113955j 0.0133183-0.00603496j -0.000257413-0.00211516j 0.00579485-0.0113115j -0.00237833-0.00617812j 0.0014899+0.00310946j -0.00538343-0.00164221j 0.00792999-0.00591328j -0.0126539-0.00730768j 0.0151721+0.00140518j -0.000965006-0.00440377j -0.000441745+0.011572j -0.000872322-0.00459026j 0.00275038+0.00212955j 0.00696448+0.0213158j -0.00145361-0.012893j 0.0100375+0.00575094j -0.000145083+0.00487608j -0.00716589+0.000767797j 0.00189274+0.0178348j -0.00396645-0.00887159j 0.0106051-0.000954678j 0.000831711+0.0184209j 0.000379937-0.00196181j -0.0026365-0.00799019j -0.0146955+0.00145154j -0.00423389+0.000854569j -0.0150482-0.0115586j -0.00215494-4.22738e-05j 0.00380933+0.0072883j -0.00192243+0.000830425j 0.00312073-0.00531479j 0.0119493-0.00393295j -0.00249387+0.00487826j -0.00326662-0.00202969j -0.00640213-0.00125503j 0.00434239-0.00507543j -0.00299739-0.00767343j -0.000844008-0.00777582j -0.0142551-0.00599787j -0.00416633+0.00489305j -0.0030663-0.00638557j -0.0115816+0.00216362j 0.00144213+9.59425e-05j 0.00859389-0.00253115j 0.00590916-0.000251199j -0.00147861+0.00901438j -0.00753055+0.00222014j -0.00552996+0.00532901j 0.00863907+0.00180228j -0.00625831-0.00648873j -0.000972254-0.00425013j 0.00761372-0.000524017j -0.00781872-0.00582017j 0.00372079+0.00157383j 0.00186665-0.00646139j -0.000456204-0.00523727j 0.00998534+0.00951333j 0.0035208+0.0017772j -0.00167013-0.00333091j 0.00666632+0.00141376j -0.0038487+0.0042929j 
0.00054254+0.00526459j 0.00342296+0.00244403j 0.00561726-0.00104352j 0.00327731+0.00360899j 0.00819345-0.00157747j -0.000100911+0.00532161j 0.00904902-0.00752114j 0.00343248-0.00794141j -0.0103561-0.00498113j 0.00444379-0.00815774j -0.00321491+0.00063145j 0.0112083+0.009343j 0.00762255+0.00290621j -0.000961884-0.000317684j 0.00909935-0.00890292j 0.024927-0.0138497j -0.0109712-0.00186761j 0.00694114-0.00845622j 0.0026364+0.00536874j -0.0015221+0.00810436j 0.000366749+0.00909068j 0.000392517-0.0141975j 0.000398547+0.00887788j 0.00136398+0.00226439j -0.000457431+0.00841356j -0.0095651+0.00607623j -0.00531252-0.00165685j -0.00524613-0.0040115j -0.000268919-0.000932226j -0.00066496+0.0135948j -0.0140794+0.00849701j -0.00632142-0.00231103j -0.00314682+0.00479628j 0.00950478-0.0020083j 0.00329325-0.00552816j -0.00910407+0.00473407j -0.00130572+0.00128076j 0.00826224-0.0166267j -0.00112081-0.0165207j -0.0133337+0.0105713j 0.00356491+0.00210319j -0.00763848-0.000431105j -0.00567966+0.00213153j -0.00541743-0.00823107j 0.00700046-1.87031e-07j 0.00287911+0.000296364j -0.00558906+0.00397951j -0.0165654+0.00735751j -0.00211345+0.00365551j -0.0137487-0.00521479j 0.00657404-0.00464356j 0.0121313-0.0162628j 0.00373759+0.00352114j 0.00674001+0.00693403j -0.00661538+0.0142697j -0.00595802+0.00360602j 0.00150478-0.00115241j -0.00175152-6.97972e-05j -0.00303644+0.0106026j -0.00798752-0.00617828j -0.00282913+0.0066255j -0.00617144+0.0101668j 0.00441477+0.00401199j 0.00251236+0.000297778j -0.00450137+0.0117428j 0.00911851-0.00313473j 0.0124894+0.00171224j 0.00160904+0.00674002j 6.3181e-05+0.00754717j -0.00482264+0.00119818j 
-0.000550848+0.00203234j 0.00384995+0.00278416j 0.00468976-0.00166454j -0.00210694+0.00395145j 0.0109243-0.00834312j 0.00535158+0.00462957j -0.00352051-0.00375426j 0.00713172+0.00326595j 0.0109063+0.00494932j -0.00538514-0.00168534j -0.00398015-0.00876182j 0.0117484-8.00763e-05j 0.00330626+0.0165551j 0.0235877+0.016065j 0.00887459-0.00186681j 0.00813205+0.0108077j -0.012228+0.0111083j -0.00797883+9.97977e-06j -0.00320184+0.00867243j 0.000481508+0.00115128j 0.00611567-0.00875306j 0.00633972-0.00655671j -0.00116146-0.00580971j -0.0086992-0.0177881j 0.00415626-0.000225947j -0.00562892+0.00698695j 0.00879453-0.00447738j 0.00699199-0.00924572j 0.00253145-0.00485742j 0.00925609+0.00891467j -0.00502377+0.0248322j -0.0219721+0.0035652j -0.00691909-0.00743457j -0.00703711-0.00196107j 0.0027547-0.00340768j -0.0064882-0.000578003j 0.000491327-0.00133077j 0.00320637-0.00361415j 0.00811909-0.015428j 0.0182494-0.00805677j 0.0101849+0.000505011j -0.00242919-0.0106091j -0.00931377-0.0171286j -0.00867082+0.0104744j -0.000207146+0.00880048j 0.00381119-0.0106766j -0.00228379+0.00944611j 0.0102327+0.0104343j -0.0074824+0.0116121j 0.0115059+0.016197j -0.0147856-0.00675027j -0.00201592-0.00229521j 0.00765011+0.000852886j -0.00178965-0.00614611j 0.00380461+0.0070022j -0.0202876-0.0035938j 0.0023102+0.00418153j 0.00859911+0.0131018j -0.0147599+0.0117441j -0.000236301-0.00514964j -0.019563+0.00685826j -0.00402662+0.00965241j 0.00137481+0.00493467j 0.00277321-0.000592051j -0.00490014+0.0138851j 0.00943608+0.00172293j 0.00133846-0.00275777j 0.00203987-0.0025401j -0.000937052+0.00489938j -0.00244221-0.00311757j 
0.00233885+0.00317881j -0.00476049-0.000201899j 0.000803838-0.0114822j 0.0116803+0.00515507j 0.00604543+0.000400574j 0.0040567+0.00313964j 0.0102093-0.00371236j 0.0157326-0.0143506j 0.00161228+0.00243146j 0.00118308-0.0132026j -0.00583354-0.0079909j 0.0177486+0.0146562j -0.000569445+0.0120008j 0.00848124-0.00301525j -0.00232899+0.00166568j 0.0148215+0.00770049j -0.00539735-0.00026176j -0.00864062+0.00585139j -0.00344935+0.0162915j 0.00269267-0.00297897j -0.00519466+0.00113907j 0.00104713-0.0159197j -0.00367924-0.00464202j -0.00900148-0.016488j 0.000627482+0.000988724j -0.00140292-0.000393113j -0.00720247+0.00320915j 0.00686439-0.00339841j -0.00681783-0.0109864j -0.0089874-0.00381699j 0.0014614-0.0016856j -0.0154621+0.0098454j -0.0148466-0.00736525j -0.0141503-0.00596427j 0.00104901+0.000651412j 0.00371474-0.0110147j -0.00499532-0.000929306j 0.00289039-0.00282015j -0.00164634-0.0015596j 0.00810608-0.0198779j 0.00207315-0.00931976j -0.00500888-0.00169858j 0.000457821+0.00130321j -0.00329069-0.00677282j 0.000333024+0.00471333j -0.00134616-0.0036638j -5.07259e-05+0.0143756j 0.0051231-0.00634218j 0.00360775+0.0150531j -0.000459555+0.00861472j -0.00333311-0.00863638j -0.00369133+0.000694912j 0.000306494+0.0115953j -0.00169657-0.00271868j 0.00476106-0.00451948j -0.0108366+0.0021745j 0.00056334-0.00330639j 0.00631325-0.00297685j -0.0041571-0.00900778j -0.00234714-0.0120928j 0.00455338-0.0129145j -0.000417842+0.00195947j -0.00137144-0.0142572j -0.0144931-0.00303113j 0.00669807-0.0053706j 0.0181988+0.000396413j 0.0164311-0.00398552j 0.00293872+0.00892453j -0.00301572+0.00598396j -0.00724744+0.00463461j 
-0.00475689-0.00413271j -0.00354137+0.00314393j -0.00956116+0.00749822j -0.00851002-0.00173294j -0.0127944+0.00770449j 0.0120263-0.00335175j -0.0163316-0.00237982j -0.00281261+0.00509522j -0.00936118-0.0040662j 0.00771539-0.00368496j 0.00145103+0.0136492j -0.00785918-0.000481513j -0.00230638-0.00545269j 0.018599+0.00505115j 0.00193276-0.00362488j -0.0161956-0.0112525j -0.00356804+0.00319926j -0.0211987+0.0106707j -0.00385666-0.00325048j -0.00512352+0.017734j -0.00320961+0.00289172j -0.00580311-0.00617695j 0.00226433+0.00606821j -0.00604181-0.00512029j -0.0084291+0.00461263j 0.00266614+0.0105013j -0.0120033+0.0100827j -0.00476957+0.0119655j -0.00235506+0.00205896j 0.00503116-0.00195384j -0.0055594-0.00873446j 0.00409148+0.00286656j -0.010043-0.00718007j -0.00779536-0.000181261j -0.00888216-0.00424963j 0.00448161-0.000114173j -0.000592578+0.0150967j -0.00768875+0.020123j -0.0033866+0.00618705j -0.0140664+0.000126266j -0.000832784-0.00155071j -0.00890895+0.00543127j -0.00432454+0.00718295j 0.00365344-0.00519343j 8.47498e-05+0.00149138j -0.00553385+0.0200859j 0.00965922-0.0148666j -0.0251075-0.0137446j -0.0109945-0.0140843j -0.00155747+0.00913449j 0.0122423+0.00560278j -0.00615237+0.00930585j -0.00753198-0.00403526j -0.0150228+0.00218052j 0.00972837+0.00319649j 0.015599-0.00166309j 0.0102854+0.00207231j -0.00389014-0.00296268j -0.00714541-0.0163728j 0.00873933+0.0269991j -0.0107219-0.00102586j -0.00870967-0.00705761j -0.000734463+0.00966958j 0.00103456+0.00243375j 0.00119657-0.00821204j 0.00602694-0.00023626j -0.0124596-0.00273236j 0.000104131-0.0107734j 0.000380918-0.00116506j -0.00200184-0.00150134j 
