0.0335387+0.0914483j 0.083669-0.0391475j -0.0702316-0.0787649j -0.0814257+0.0545952j -0.00849882-0.00629959j 0.0192905-0.00683116j -0.0160149-0.00694034j 0.00298901-0.00683657j -0.00445431+0.0375401j 0.0221914-0.0426738j -0.0468647+0.000448241j -0.0274465-0.0139373j -0.0166239-0.00157362j -0.00672145-0.00595428j 0.0162227-0.0033965j -0.0111341-0.0127022j 0.00400155+0.0177167j 0.00694014-0.00920676j 0.0134459-0.00190842j 0.0121819-0.0171473j 0.000410359-0.00807324j 0.0369925+0.0297825j -0.0111861+0.0131156j 0.0309878+0.0194047j -0.00252802-0.012586j -0.0104588+0.0138248j -0.0329078+0.0370419j -0.00840031+0.0140682j -0.000684916-0.0657651j -0.000675897+0.00623337j -0.0376054-0.010063j 0.00117116+0.0190295j -0.00784816+0.0286781j 0.0145382-0.0276486j -0.0274188-0.0248921j 0.0150638+0.0102648j -0.0411579-0.00494402j 0.00691061-0.00705976j -0.00785693-0.000560077j 0.0047409+0.00953812j 0.0339626-0.0135193j -0.0679627-0.0489282j 0.0328473+0.00565825j 0.0011716-0.000984157j -0.020392-0.0196066j 0.0632773-0.0127126j 0.00794337-0.0280495j -0.00213005-0.0458704j 3.57688e-05-0.00632254j -0.016029-0.0284679j 0.0260792+0.0332385j -0.00496954-0.0189046j 0.00387673+0.0158693j -0.0248166+0.0167854j 0.0205116+0.004961j 0.0170033-0.0248568j 0.0183232-0.0378624j -0.0145119+0.0151311j -0.0140763-0.0112911j -0.00599482-0.00100566j 0.0076602-0.00981798j -0.0248208+0.0180771j 0.0121708-0.00884053j 0.0187946-0.0143787j 0.0183342-0.0199563j 7.78796e-05+0.00101621j 0.0113616+0.0101138j 0.0368446-0.0131199j -0.018922+0.0133536j 0.00482766-0.00289636j -0.0238234+0.0222676j -0.0136298+0.034472j -0.0250748+0.00251102j 0.0140656-0.0268654j 0.0248419+0.00885335j -0.00635136+0.0187464j -0.0154359-0.0440925j 0.00949701-0.00304533j -0.00809722+0.0138224j -0.0198894+0.00767976j -0.00280534+0.0180354j -0.0275171+0.0333366j -0.0162177+0.00737836j -0.0028255+0.00059232j 0.0139463-0.0234797j -0.0393932+0.0123579j -0.0137818+0.0181253j 0.0239665-0.0222632j 0.0411032+0.0589421j -0.00183381+0.00139044j -0.0131309-0.00135964j -0.0948279-0.0548117j -0.0417151+0.0976527j 0.0603556+0.0728724j -0.070713+0.0649235j 
-0.00186657+0.0308623j 0.0243856+0.00579906j -0.0623026-0.0203335j -0.0121096+0.0723073j -0.0730824-0.0170837j -0.0392721+0.0849875j 0.00747003+0.0902093j -0.0158299-0.00831196j -0.0376941-0.00903678j 0.00962235+0.0162959j 0.0162958+0.0605854j 0.00812927-0.0289769j -0.0168774-0.021669j -0.0549416+0.0148145j 0.0032595-0.0348662j -0.0185627-0.0247911j 0.033842-0.0137948j 0.0220018-0.0211523j -0.0447008+0.0148963j 0.0140151+0.0693405j 0.0166097-0.0271911j -0.0453751+0.00565156j 0.0563227+0.093528j 0.092107-0.0387976j 0.00941536+0.0476451j -0.00587689+0.0421565j 0.0267451-0.0103954j -0.0115597+0.0218794j 0.0290112+0.00565613j -0.0132408+0.0226364j 0.0096618+0.025033j -0.0135554+0.00136778j -0.0223156-0.0658485j -0.0175972+0.0633069j 0.148679-0.096274j 0.0281688+0.080755j 0.0601864+0.0535779j 0.0223649+0.0453693j 0.0736128-0.00222499j 0.0486781-0.00343251j 0.022817+0.0659486j 0.0308078+0.00366331j 0.0369597-0.0801959j 0.0630003+0.012578j -0.101086-0.0770667j 0.0192257+0.0422412j 0.0701771-0.072069j 0.0151786-0.0764259j 0.0166484+0.0705745j -0.119588-0.0121964j 0.0666358+0.0203684j 0.0658393-0.10781j -0.0505959-0.127778j 0.177249+0.0278408j 0.168727-0.0119441j -0.0299366-0.142363j 0.0682803+0.143447j -0.0689185-0.14945j -0.0100145-0.0585283j 0.034967+0.138749j -0.00381853+0.0175662j -0.0344415+0.0393438j -0.00471446-0.079312j 0.00252943-0.0025929j -0.0323847-0.0434457j 0.0315475+0.0957761j 0.0175465+0.0175267j 0.0473526-0.14134j -0.151009-0.00915082j -0.078728-0.0164768j 0.129937+0.0132683j -0.0478663+0.0119141j 0.102665-0.280092j 0.0714148-0.048453j -0.0753853+0.0488383j 0.210184+0.00803235j -0.0309167+0.122561j -0.119905+0.0342178j 0.165207+0.133271j -0.243329+0.110732j 0.0755491+0.136318j -0.101059-0.0374991j 0.0338229+0.104562j -0.0959098-0.0303181j 0.087082-0.0337171j -0.0940342-0.137359j 0.0369297+0.114293j -0.0186256+0.0403429j -0.0545382+0.0712474j 0.0161241+0.0877126j 0.0684073-0.03073j -0.0525054+0.0143971j -0.0169168+0.038679j 0.0376857+0.0215425j -0.0167041+0.0435893j 
-0.0328603+0.0872868j 0.075278+0.0476783j -0.0833772+0.117408j 0.0811269+0.0445418j 0.0995325-0.0116948j -0.0422949-0.0948797j 0.0336099+0.10262j -0.0671578-0.00522107j 0.0120922+0.0185378j -0.0517238-0.0550866j 0.00541948+0.0185574j -0.0096432+0.0188633j -0.0311038+0.00528j -0.0296321+0.0175306j -0.0280053-0.00960842j 0.0124014-0.022737j 0.0168272+0.00364207j 0.050374+0.00819434j -0.00250687+0.0311545j 0.0146881+0.0115022j -0.0122549-0.00985646j 0.0123738-0.0286724j 0.0152818-0.0533159j 0.00321917-0.00740102j -0.111263-0.0383099j -0.0488889+0.0864537j 0.0420786+0.0451389j -0.0215626-0.00437125j -0.0181503-0.0501317j -0.005073+0.0732265j -0.00850486+0.0278661j -0.00124015+0.0564205j -0.079644-0.0192943j 0.0632913-0.0378434j -0.086129-0.0298962j 0.00249469-0.0294466j 0.00718976-0.0963588j -0.0173174-0.0054763j -0.00673495-0.0382252j 0.0225891-0.0388769j 0.0125565-0.0327817j -0.0280117-0.0181718j -0.00468695-0.0170406j -0.00185169+0.0129756j 0.0073188+0.0262629j -0.0587091+0.0176922j 0.127524-0.0479201j 0.024768-0.0356986j 0.0691045+0.02117j -0.0489712-0.112461j -0.00628473-0.0413288j 0.0173652-0.0665105j -0.0567671-0.101132j -0.0518032+0.0212005j 0.0822554+0.119372j -0.00943325+0.142787j -0.0136577-0.0436098j -0.0194802-0.0273228j 0.030293+0.007013j -0.0477886+0.0201657j 0.0267687-0.0579194j -0.0370327-0.0496109j -0.0321773+0.00798331j 0.0447699-0.0151152j 0.0612942-0.0134797j -0.0280493+0.0131464j 0.0129841+0.00743901j 0.000821952-0.0059416j 0.0213375-0.0478478j -0.00286925-0.0837257j -0.041628-0.0563605j -0.102197+0.0283773j 0.0302747-0.0026414j -0.00231352-0.0280543j -0.0284051-0.100495j -0.118331-0.0242276j -0.118102+0.0178378j -0.0343847-0.0809105j 0.10465+0.00177522j 0.0388477+0.00882359j -0.152974+0.157785j 0.103303+0.0546976j -0.0620827-0.117183j -0.134823+0.0737183j 0.0788209-0.00620828j 0.00727336-0.00414772j 0.186337-0.100167j 0.15698+0.10573j 0.0817502+0.160451j -0.00391233-0.0919155j -0.0633205+0.00296957j 0.0879938+0.0417494j 0.0157724-0.0859075j 0.0223799+0.0841176j -0.0750372+0.0410696j 
-0.063078-0.114382j -0.102114+0.080597j 0.0392352+0.144107j 0.145595-0.0486435j 0.0335985-0.00677072j -0.0375251-0.00156081j 0.0842317+0.0344459j -0.0467783+0.0615619j 0.0236848-0.0400733j -0.0557023+0.0124727j 0.0381809+0.0337082j 0.0694761+0.0400093j 0.00851675-0.0127725j 0.0244693-0.00229857j 0.00309625+0.0147211j 0.00107238-0.0157201j -0.00186545-0.000996783j 0.000700468+0.00795484j -0.0589182+0.00243532j -0.0413511+0.031874j 0.00745117-0.0161084j -0.0706625-0.0835669j -0.0518938+0.0279464j 0.010073+0.0518058j -0.000788371+0.0347503j -0.0292345-0.0197079j 0.0587773+0.00560832j -0.040884-0.0111477j -0.0165412+0.00183891j 0.0324579+0.0284278j -0.0205562+0.0167642j 0.0131745-0.0704925j 0.0340003-0.0843599j 0.00940334+0.0242443j 0.0281047-0.00476998j 0.0406677+0.0970281j 0.0429871+0.0332734j 0.0615554-0.00474901j 0.0427591+0.0147962j -0.0133616-0.000944926j 0.0134868-0.0185514j 0.0593304+0.0374234j -0.0550243-0.0156446j 0.0677621-0.026541j -0.0417345+0.0665391j 0.000814522-0.0490235j -0.0495521+0.0349653j 0.00164114+0.0746756j 0.0304643+0.0140795j 0.121649-0.00169876j -0.0280262-0.0865676j -0.0182339+0.0191784j -0.0759013-0.0644261j 0.0589471+0.00117584j -0.0824173-0.0304067j 0.0276597+0.0660113j -0.0398562+0.12018j 0.0472303+0.0370982j 0.0316921-0.0233474j -0.0332326+0.0194135j -0.0371781+0.0732694j 0.0298041+0.027998j -0.040374+0.0646356j -0.102608-0.0138213j -0.0751468+0.0161904j -0.0435218+0.00090705j 0.0180955-0.031724j -0.0799668-0.0133629j -0.0561677-0.0396842j -0.0644354-0.0201981j 0.0837244-0.000523512j -0.0638212-0.0491764j 0.0748193+0.0565787j -0.0917+0.118179j -0.0318769+0.0611031j 0.0172585-0.0693204j 0.0643522+0.105383j -0.0770127+0.0723321j 0.0452013+0.0335721j -0.039034+0.0712342j -0.00952994+0.0062109j 0.0410034-0.119986j 0.0633928-0.0315255j -0.0800539+0.0431724j 0.0824204+0.144555j 0.126199-0.115599j 0.0340925-0.0700309j 0.0168564+0.0865304j -0.0990299-0.011131j -0.067543-0.0316761j -0.00639172+0.0732689j 0.148949+0.0492404j 0.0806412-0.140447j -0.0863304-0.0963564j 0.0793026-0.0991279j 
-0.0822191-0.0081407j -0.00301801+0.0988301j -0.0160312+0.00870218j -0.00552157+0.0300998j 0.0273478+0.0026193j 0.00960711-0.0252584j 0.0427519-0.041868j 0.0121362+0.00510956j 0.0844095-0.00323631j -0.00100922+0.0182123j 0.0187897+0.0412817j 0.0334755+0.0149153j 0.00727343+0.0292722j 0.00632589-0.00469571j -0.0123641+0.028031j -0.0217054+0.0012825j 0.0133128-0.0120743j 0.00316874-0.0587006j 0.0463932+0.00485391j 0.0266446-0.018536j -0.00362542+0.00921711j 0.00702646+0.0211071j -0.0161715+0.00947533j 0.00644076-0.026127j 0.0175331+0.0120739j -0.0319886-0.0381201j 0.0129927+0.0340916j -0.00736512+0.0117701j -0.0514566+0.016816j 0.0654189+0.0116557j -0.0220092+0.0550895j -0.0099606+0.01326j 0.0415682-0.00521023j -0.0173526+0.0126496j 0.0198545+0.0548155j -0.049429+0.0304663j -0.0105361-0.0157125j -0.0382732+0.0268276j -0.0198762+0.0437723j 7.41036e-05+0.0501744j -0.0219556+0.0257613j 0.00959329-0.0371165j 0.0265244-0.0107126j -0.0625283+0.0170931j -0.0236817-0.0397121j 0.0791576+0.00813321j -0.0128035+0.00459401j 0.00516951-0.0520352j -0.00753157-0.0631786j -0.00237848-0.0257066j 0.0160945-0.107674j 0.0704012+0.0126813j 0.00815322-0.020561j 0.0307777-0.00321525j -0.0728034-0.0432977j 0.0347148-0.0777642j 0.0415047+0.00236004j -0.0554133-0.0592958j -0.0613275+0.0197286j 0.00193968+0.0273688j 0.0140164+0.0307021j 0.0211843+0.00521281j 0.0319596+0.0266036j 0.026145+0.0423719j 0.00676658-0.00362622j 0.0102141-0.0035768j -0.0626115+0.0264207j -0.0442856-0.0184457j -0.0106694+0.032387j -0.00661767+0.0257508j 0.0738269+0.0135265j -0.0227852-0.0354824j 0.063602-0.0635868j 0.022401+0.0434158j -0.0586222+0.0233583j -0.0124741-0.0171929j 0.0265874-0.0320437j -0.0473913-0.113607j 0.0883394+0.00710199j -0.0158093+0.0382524j 0.0032615-0.0161537j -0.0247692-0.100994j 0.0806152-0.0155734j 0.0451933-0.0229254j -0.0939354-0.00662332j 0.0460396+0.0454931j 0.0347526-0.0750829j 0.0292311+0.0114905j 0.0532583-0.0159774j -0.0043203+0.0319977j 0.0266612+0.0155008j 0.0546781+0.10275j 0.0807987-0.0161475j -0.0849127+0.0481788j -0.0442966-0.090566j 
0.0418305-0.0430131j -0.0367968-0.0584847j 0.0630953+0.0177785j 0.0190145-0.0520508j -0.0409364+0.00156168j 0.00198614+0.0422719j -0.0450901+0.00664196j -0.0125601+0.0158131j -0.0412518-0.0175975j 0.00291+0.0222305j 0.0153192-0.0155237j 0.00197558-0.0144739j 0.0180631-0.0161393j 0.00956229+0.00894866j 0.0206055-0.000293098j 0.00805541-0.00123997j -0.00620307+0.00111845j -0.0106579+0.0383159j -0.0403356-0.00996962j -0.045775-4.6045e-05j -0.00316156-0.0300274j -0.0340776-0.0191076j 0.00991954+0.00707302j -0.0044173+0.0101088j 0.00628399-0.00936673j 0.034672+0.0100583j 0.00222571-0.0485266j 0.0127983+0.000390327j 0.0215304+0.0119903j -0.0317154-0.0164294j 0.0164542-0.0310237j -0.00798039-0.0253018j -0.0181073-0.0284886j -0.00747503+0.00967309j 0.00641683-0.0157846j 0.0120126-0.0186064j 0.0224221+0.0313376j 0.0170827-0.00333367j 0.0152708+0.00644107j -0.00264822-0.0143545j -0.00150426-0.0123388j 0.00789365+0.0526353j -0.0224791+0.000846294j 0.0415617-0.00901433j 0.0220335+0.012296j -0.0497156-0.0190531j -0.0167339+0.00541281j -0.00051988+0.0459406j -0.00426314+0.00763489j 0.0306596+0.0594855j -0.0106242+0.0623471j -0.0340425+0.00666791j -0.0189706+0.0270849j 0.0198735+0.00254844j 0.0304362-0.00939405j -0.031846+0.00233076j -0.0245364+0.026443j 0.0508529+0.025022j 0.0151095+0.00139365j 0.0180211-0.00720968j -0.0410947+0.00255248j -0.00454128-0.0062364j -0.00590996-0.0182725j -0.0348529-0.012964j -0.0254025+0.00339046j 0.00673558+0.00322546j 0.0194308-0.0204779j 0.000310869-0.00836147j 0.00907842-0.00204453j 8.36766e-06+0.00274976j -0.0061898+0.00882943j 0.0625196-0.00855507j -0.03146+0.0237935j -0.00436453-0.0102002j 0.0128796-0.0209849j 0.04896-0.00132648j 0.0218906+0.0356712j 0.0208696+0.0817845j -0.0674952-0.0067537j 0.00780526-0.028377j 0.0289422-0.037699j 0.00117294+0.0320172j -0.0291692+0.0527391j -0.00799498+0.00332911j 0.0303089+0.0236409j -0.00427364-0.0244031j -0.0485039+0.0576888j -0.0613254+0.00138035j -0.0817194-0.00441493j 0.0142946+0.00198803j 0.00834579-0.0154215j 0.00611556-0.055151j -0.0562747+0.00160862j 0.0195642-0.0785828j 0.0547941+0.0309913j 
0.0070938+0.00494229j 0.00619886-0.00689116j -0.0217088-0.0261839j -0.0224851+0.027328j 0.0125845-0.0349885j -0.023713-0.0143096j 0.012443-0.0180077j 0.00861078-0.00879675j 0.00292726+0.0081283j 0.017011-0.0121974j -0.0223863-0.0220351j 0.00844107-0.0270294j 0.00115495-0.00994405j 0.0039239-0.0050694j -0.00634492+0.013736j -0.00143339-0.000773932j 0.0074642+0.01802j -0.00795745+0.00175333j 0.0302463-0.000753471j 0.0085747-0.0117607j -0.0113567+0.0100599j 0.0221855+0.00305579j -0.0489904+0.0130683j 0.00451115+0.0356584j 0.0187348+0.0199718j 0.0103934-0.0290812j -0.021817+0.00776449j 0.0342587+0.0178476j -0.00536661+0.000918037j 0.00307718-0.01306j 0.0108124+0.0130587j -0.0209703-0.00773636j 0.00067261+0.0105389j 0.00828065-0.00631146j -0.00765653-0.0467729j 0.0517218-0.00363928j 0.0145831-0.0052628j 0.0306353-0.00613351j -0.00879829-0.0120851j -0.0149916+0.0206374j 0.0158016+0.0197528j -0.011777-0.0171672j -0.0127297+0.00972608j 0.010754-0.0346145j -0.0161292-0.0183083j 0.0525839-0.00293337j -0.0269878-0.0319686j -0.0295356-0.000728075j 0.0224288+0.0463547j -0.0402746-0.0118069j 0.0354006-0.00147443j 0.0179706+0.0123946j 0.0485388+0.0464218j -0.00199234+0.0253442j -0.0211429-0.00190941j 0.02037-0.00124149j 0.000373283+0.00126219j -0.0408212-0.00586458j 0.003917-0.0245827j -0.0394376-0.0127255j 0.0115959-0.00567387j -0.0101539+0.0513264j -0.0425978-0.016498j 0.010565-0.0166487j 0.032246-0.0424109j -0.00399953+0.0193431j 0.0336232-0.0262452j 0.0271736+0.0290076j -0.0545526-0.0113817j -0.0217999-0.0156703j -0.0106373-0.0047859j -0.0149471+0.0170766j -0.0138701+0.007426j 0.00334156-0.0229333j -0.0186941+0.0798902j 0.00385965-0.00244857j 0.0383914-0.0598229j 0.00233934+0.0225027j -0.0445902+0.024835j -0.0166533+0.0231222j -0.00970697-0.0119256j -0.0472441-0.018451j 0.00762088-0.0151603j 0.0153405+0.0232691j 0.054104+0.00208889j 0.00921568-0.0342855j -0.0146868+0.0394895j -0.0155244-0.0104357j 0.00278597-0.0365412j -0.0227689-0.0374813j -0.0324373+0.0246214j -0.0507236+0.0181308j 0.0180326+0.0639812j 0.0109715+0.0316378j -0.0173814+0.017302j 
-0.000919898+0.0113295j 0.0107317+0.000650074j -0.0134353-0.00301253j -0.00426956+0.0038434j 0.00736253-0.0105137j -0.00967708-0.00411174j -0.00589042+0.0161597j -0.0128639-0.0232098j -0.00112678+0.008708j 0.0103061-0.0141078j 0.00236763-0.00629881j -0.00146417-0.00524473j 0.00131623-0.00995266j 0.0029306-0.00212523j -0.00533693-0.00632458j 0.000977706+0.00055414j 0.0058085+0.00593831j -0.0120741+0.0231064j 0.00831747-0.0154474j -0.00264957-0.00442992j 0.00155346+0.00250582j 0.0289042+0.00841892j -0.00144594+0.00352278j 0.0228653+0.0158144j -0.0191815-0.00899872j 0.00324563+0.0131018j -0.0213144+0.00559854j 0.0181396-0.00207662j 0.00195654-0.0254473j -0.00967962-0.00303184j -0.00962215+0.00636902j 0.0034255+0.0121436j -0.00763845+0.0172333j 0.0118687-0.00740233j 0.000206487-0.02449j 0.0178201-0.00741405j -0.0105438+0.000995273j 0.00182657+0.00143779j -0.0113565-0.0488255j 0.0131764-0.0019386j 0.0502181+0.0237672j -0.0118368-0.0481939j -0.00574074+0.0391799j -0.00487619-0.0129303j -0.0170683+0.0159439j -0.0121427-0.0140767j -0.00517546+0.00864576j 0.011286-0.0344054j 0.0302198+0.0240772j -0.00384132-0.0303636j 0.00367375-0.0114009j -0.0033614-0.0105918j 0.0145219+0.0049516j -0.0325822-0.00279526j -0.0179158+0.027671j 0.0144473+0.0395145j 0.00465165-7.99219e-05j -0.0316925+0.0192923j -0.000944211+0.0152892j -0.0312738-0.0108799j 0.00651684-0.0225957j -0.0254643-0.00837897j -0.0238368+0.00311405j 0.0095853-0.0101735j 0.0446084-0.0139992j -0.00245248-0.00205387j -0.00164704+0.00614054j -0.00831874+0.0143457j -0.0158329-0.00960889j 0.0183594-0.0189625j -0.0194487+0.00443055j -0.039212+0.00494177j -0.00885973+0.0142716j 0.000727105-0.00664726j 0.0206955+0.00994861j -0.0280998-0.00993067j -0.0194665-0.021164j 0.0232324+0.014783j -0.00690069+0.0178698j -0.0303408+0.00485956j 0.00329676+0.0276613j 0.0348306+0.00413365j -0.0220261+0.00542668j -0.0449084+0.0254139j 0.022271+0.00909707j -0.0135923+0.01546j -0.0455874+0.00432533j 0.0261664-0.0665346j 0.0461148+0.0213479j -0.0175494-0.0272648j -0.020546+0.0254891j -0.0143602+0.0292136j 0.0214745+0.0225933j 0.0149385+0.0250126j -0.0194722+0.0187107j 
0.00586071+0.0221276j 0.0145291-0.00604695j -0.0114143-0.00903196j -0.00201572+0.0167855j 0.00192545+0.00997032j 0.00187883-0.00897337j -0.00945525+0.0288789j -0.00741922+0.00124687j -0.021856+0.00680807j 0.00305507-0.00496331j -0.0102229+0.00586642j -0.00718583-0.00936524j 0.00502474-0.001318j -0.0119141+0.0133704j 0.0119672-0.000483202j 0.0012806-0.0135136j 0.00594431+0.00538269j 0.00506715+0.0222638j -0.0114348-0.00095067j -0.0113876+0.00781383j -0.0123905-0.00357007j -0.00904302+0.00452006j 0.00704021+0.0055336j 0.00293351-0.000628944j -0.0143204+0.00490894j -0.0216452+0.0152363j 0.00559194+0.0109985j -0.0205452+0.00474455j 0.0248317+0.0124366j 0.00375431-0.00313523j 0.00833615-0.0097358j -0.00426138+0.00804536j 0.0128095+0.00485155j -0.00166567-0.00978676j -0.00300833-0.00852854j 0.0132572+0.0317086j -0.0112142+0.00151616j 0.0228586-0.00873747j 0.00584138-0.0133244j 0.0199937+0.0212397j 0.0187424-0.00993371j 0.0082666-0.0150837j -0.00469171+0.0130494j 0.00476027+0.0172593j -0.0165581-0.00925954j -0.0236158+0.0071709j 0.0326775-0.014501j 0.025846-0.0195935j 0.0249501+0.0314018j -0.026418+0.003126j -0.00350995+0.0188143j -0.0167673-0.0474015j -0.0178155-0.024576j 0.00816551+0.0115296j 0.0393148+0.0303696j -0.00708095+0.00441541j 0.00896475-0.0115267j 0.0295824-0.00285788j 0.0360204-0.0427252j 0.0249033+0.0231083j 0.0236224+0.0151208j 0.00259851+0.00410975j 0.00649584-0.00687766j -0.0126383-0.0133118j 0.00882286+0.00633088j 6.88001e-05+0.0118812j 0.0240514-0.0087265j 0.0231195-0.0373593j 0.00469354-0.0134433j -0.0176038-0.0167941j 0.0254872-0.0304867j -0.0141513+0.0112632j 0.00653434-0.0042649j -0.00312719+0.0102014j 0.0305175-0.0361315j 0.029506+0.0150608j -0.0316516+0.0304546j -0.0290919+0.0309663j 0.0104623+0.0231312j -0.0159053+0.0253776j 0.00186911+0.0273695j 0.00546092+0.0210077j -0.0142262-0.0125537j -0.0140736+0.0100972j 0.0179524-0.0160885j -0.0179347-0.0109307j 0.0133393+0.0137537j 0.0160185-0.00185202j 0.0447414+0.0399131j 0.00601431-0.0196593j -0.0194534-0.0155398j -0.00191235-0.0171179j 0.000729539+0.00481977j 0.00577948+0.00671132j 0.00414618+0.0175057j 
-0.00505885+0.00716652j 0.00569639+0.00556432j 0.00177535+0.0164615j 0.0211452+0.00176651j 0.0010702+0.0261544j 0.0244641-0.0143j 0.00060976-0.009026j 0.000290176+0.020407j 0.0119564-0.0207954j -0.0107584-0.00616526j -0.00561756+0.00436951j -0.0235715+0.000254525j 0.00995635-0.00118303j -0.00991712+0.0168198j 0.0111895+0.0130714j 0.0131633-0.0062838j -0.00284806-0.00498665j 0.00995201+0.00235687j -0.0132868+0.00107715j 0.0112429+0.00386172j -0.0142654-0.00125222j 0.00929123+0.00608923j 0.000815318-0.00773749j -0.00860288-0.0128531j 2.93773e-05-0.0161017j 0.0025294-0.000832252j 0.00712062-0.00457348j -0.00443211-0.0141168j -0.0221115-0.0249033j 0.0102117+0.0181033j -0.0186661+0.000464131j 0.000911558-0.000714356j -0.00311477-0.00192893j 0.00644269-0.00301303j -0.00754456+0.0150606j -0.0122814-0.0199365j -0.0192639-0.00247114j -0.0219477-0.000182719j 0.0034136+0.0157818j -0.0114874-0.0013872j -0.013609-0.0253022j -0.00878604+0.00570072j 0.0134573-0.0101658j -0.0112454+0.00651822j 0.0320381-0.00841711j 0.0129553+0.000226098j 0.00535737+0.0105791j 0.0137043+0.00530888j -0.00601749-0.0239585j 0.00436269+0.00156428j 0.0117653-0.00529649j 0.00471156-0.00182773j -0.0155409+0.0046021j -0.00345388-0.0136172j 0.000398709-0.0125933j -0.0143753+0.0139812j 0.00411803-0.0080362j 0.00016793-0.00586558j -0.00794861+0.0332919j -0.000281857+0.0157608j -0.00592107-0.00319875j -0.00212155-0.0151741j 0.0177822+0.0165377j 0.0192862+0.0148027j -0.00480624+0.0152965j -0.00240859-0.019857j -0.0258935+0.0144688j -0.0298847+0.00145539j 0.031854+0.0177427j 0.0153906+0.0152645j -0.0119229+0.0123812j 0.0110879-0.0106404j 0.00488238-0.010428j 0.00249389-0.018911j -0.0133611-0.0207474j -0.0269031-0.00221429j -0.00828027-0.00954424j 0.0172264-0.0351255j 0.0211669-0.0161859j 0.0182745-0.0363143j -0.0198432-0.00806177j 0.0211093-0.0153669j -0.00245719-0.00166658j 0.0169712-0.0106577j -0.0224911-0.00477961j -0.00708236+0.007566j 0.00707408-0.0331288j 0.00674945+0.0194145j -0.00929986-0.0100054j 0.0183493+0.00349535j 0.00643603-0.0265327j 0.0342462-0.00391542j -0.000936042-0.0211444j -0.00383853+0.00898793j -0.00988822-0.003824j 
-0.0135299-0.0180848j -0.0149282+0.0162512j -0.00358459+0.0166301j 0.00637084+0.00374781j 0.0142027-0.001574j 0.00269381-0.0101245j 0.0279596-0.00460999j -0.00800221+0.0315019j -0.00260236+0.00716066j -0.0177697+0.004972j 0.00355693-0.0191614j 0.00993883+0.0120671j 0.00592387-0.00243274j -0.00386635+0.00380775j -0.0122408-0.000709095j 0.0150274-0.00532831j -0.00105981-0.025676j 0.00554981-0.00240345j -0.00436763+0.00667384j -0.000608816-0.00213184j -0.00110874-0.00608045j -0.0143002-0.030577j -0.00213995-0.012589j -0.0119282-0.0169999j 0.00522388+0.0168846j 0.0176382-5.797e-05j 0.0145739-0.0024413j 0.0146899+0.00497271j -0.0134103+0.0185139j 0.000405661-0.00545298j 0.0131758+0.00633772j -0.00379105-0.000907629j 0.011652+0.00452113j -0.0037813+0.000550725j -0.00338227+0.0151452j -0.0023394-0.0111417j -0.00634756+0.0034195j -0.0166709+6.44777e-06j 0.023969+0.00253282j 0.00603824+0.0165618j -0.0164527+0.00968564j 0.037849-0.00693794j -0.0208404-0.0396661j -0.00682851-0.00364585j 0.00579837+0.0229348j 0.0287399-0.00135755j -0.0152082-0.00146752j -0.0108363+0.00567449j 0.0111285+0.0225545j -0.0110485+0.0235969j -0.00268551-0.0148385j -0.0144886+0.000286523j -0.00377384+0.0198106j -0.00693917-0.000680509j -0.0178099-0.0178308j -0.018397+0.0135955j 0.00227721-0.00436287j 0.0113975+0.00115146j 0.00181838+0.00724334j -0.010292-0.00262679j -0.00171564+0.00199935j 0.00460987-0.0128732j 0.0136434+0.00778277j 0.00688181+0.00265808j 0.000338862+0.00656454j 0.0137276+0.00396373j 0.014212-0.00871307j -0.0255142+0.0127178j 0.000482184+0.00800223j -0.0170145+0.00550158j 0.00388057+0.0104786j 0.00254393+0.00186006j 0.0157412+0.0131631j -0.00808822+0.0182594j 0.0018743+0.00363947j -0.0372247-0.011624j 0.00682854-0.0100459j -0.0155126+0.0052399j -0.0187989+0.0241613j -0.00858643-0.0210008j -0.0226221-0.00314868j 0.0157916-0.029151j -0.00174505-0.0460132j 0.0298264-0.00806102j -0.000109798-0.00394346j 0.00865052-0.00228399j 0.0120278+0.000652906j -0.0229315+0.026008j -0.0135037-0.0216469j 0.000984606+0.000239647j 0.00286415-0.000933814j 0.0211896+0.00289514j 0.00505413-0.0171414j -0.0161208-0.00453245j 0.00254897-0.0171934j 
