0.0335387+0.0914483j 0.083669-0.0391475j -0.0702316-0.0787649j -0.0814257+0.0545952j -0.00849882-0.00629959j 0.0192905-0.00683116j -0.0160149-0.00694034j 0.00298901-0.00683657j -0.00445431+0.0375401j 0.0221914-0.0426738j -0.0468647+0.000448241j -0.0274465-0.0139373j -0.0166239-0.00157362j -0.00672145-0.00595428j 0.0162227-0.0033965j -0.0111341-0.0127022j 0.00400155+0.0177167j 0.00694014-0.00920676j 0.0134459-0.00190842j 0.0121819-0.0171473j 0.000410359-0.00807324j 0.0369925+0.0297825j -0.0111861+0.0131156j 0.0309878+0.0194047j -0.00252802-0.012586j -0.0104588+0.0138248j -0.0329078+0.0370419j -0.00840031+0.0140682j -0.000684916-0.0657651j -0.000675897+0.00623337j -0.0376054-0.010063j 0.00117116+0.0190295j -0.00784816+0.0286781j 0.0145382-0.0276486j -0.0274188-0.0248921j 0.0150638+0.0102648j -0.0411579-0.00494402j 0.00691061-0.00705976j -0.00785693-0.000560077j 0.0047409+0.00953812j 0.0339626-0.0135193j -0.0679627-0.0489282j 0.0328473+0.00565825j 0.0011716-0.000984157j -0.020392-0.0196066j 0.0632773-0.0127126j 0.00794337-0.0280495j -0.00213005-0.0458704j 3.57688e-05-0.00632254j -0.016029-0.0284679j 0.0260792+0.0332385j -0.00496954-0.0189046j 0.00387673+0.0158693j -0.0248166+0.0167854j 0.0205116+0.004961j 0.0170033-0.0248568j 0.0183232-0.0378624j -0.0145119+0.0151311j -0.0140763-0.0112911j -0.00599482-0.00100566j 0.0076602-0.00981798j -0.0248208+0.0180771j 0.0121708-0.00884053j 0.0187946-0.0143787j 0.0183342-0.0199563j 7.78796e-05+0.00101621j 0.0113616+0.0101138j 0.0368446-0.0131199j -0.018922+0.0133536j 0.00482766-0.00289636j -0.0238234+0.0222676j -0.0136298+0.034472j -0.0250748+0.00251102j 0.0140656-0.0268654j 0.0248419+0.00885335j -0.00635136+0.0187464j -0.0154359-0.0440925j 0.00949701-0.00304533j -0.00809722+0.0138224j -0.0198894+0.00767976j -0.00280534+0.0180354j -0.0275171+0.0333366j -0.0162177+0.00737836j -0.0028255+0.00059232j 0.0139463-0.0234797j -0.0393932+0.0123579j -0.0137818+0.0181253j 0.0239665-0.0222632j 0.0411032+0.0589421j -0.00183381+0.00139044j -0.0131309-0.00135964j -0.0948279-0.0548117j -0.0417151+0.0976527j 0.0603556+0.0728724j -0.070713+0.0649235j 
0.0014757-0.00420646j -0.00539786-0.00379451j 0.00318794-0.00291756j -0.00223608+0.00718767j -0.00641757+0.00175711j 0.00271654+0.00495945j 0.000110129-0.00230911j 0.0132393+0.0028187j -0.00277551+0.0011144j -3.84477e-05+0.00390255j 0.000122135+0.00366051j -0.00531997+0.00452901j 0.000379394+0.00298694j 0.00349559+0.00184069j 0.00338934+0.00173205j -0.00435535-0.00219874j 0.00353309+0.00162321j -0.00205239-0.00318876j 0.00341956+0.00598341j 0.0013437+0.00531967j -0.00413712-0.00215058j -0.012528-0.000147646j 0.0023999+0.00446996j 0.00263301-0.00198661j -0.00260246-0.00740482j 0.00353912-0.000235553j -0.00737372-0.00105659j 0.0121355-0.00650143j 0.000405565-0.00394551j -0.00100126-0.00036375j 0.00591006-0.00650024j 0.00325632-0.00137642j 0.000887775-0.000359801j -0.0017456+0.00506962j 0.0106723+0.00437892j -0.00351993+0.00358385j 0.0035759-0.00457236j 0.00450093+0.000427768j -0.000131254-0.00142337j -0.00669745+0.0152409j -0.00560464-0.00597554j 0.000357232+0.00561038j 0.00435723-0.00716279j 0.00602404-0.00496451j 0.00393272+0.00142332j -0.000330809+0.0105649j 0.00963852+0.00835773j 0.00195664+0.00780102j -0.0121171-0.00312808j -0.00227637+0.0112923j -0.00731231+0.0076197j 0.00289115+0.00386235j -0.00297959-0.00797788j -0.00159264-0.00525704j -0.00977987+0.00146617j 0.00345802-0.0179659j -0.00367936-0.0121545j -0.0019892+0.0106939j -0.00677705-0.00954565j 0.00436094+0.00817773j 0.00350744-0.00407224j 0.00273948+0.0053783j -0.00281112+0.0066289j -0.00360851-0.00154487j -0.00661539+0.000474878j 0.00524952+0.00187967j -0.000493348+0.0132775j -0.00159561+0.0134899j 0.00350783-0.00185633j -0.00412386+0.000706669j -0.00400795-0.00847573j 0.000706428-0.00526426j 0.0035969-0.002107j -0.0060489-0.00081896j -0.00469328+0.00779195j -0.00478392+0.00035639j -0.00185386+0.0015669j -0.00557647-0.00150679j 0.0102332-0.00234269j 0.00164415+0.00103125j 0.00291677-0.00526636j 0.00344708-0.00490081j 0.00649216+0.00810946j -0.000729693-0.0110505j 0.00208138-0.00666647j -0.00685397+0.00310611j -0.00572245+0.00499196j 0.0033063-0.00717835j -0.0166119-0.0137376j 0.00176802+0.014127j 0.0077905+0.000840801j -0.0187483-0.000397805j -0.0120644+0.00648138j 0.00589886-0.00637727j 0.00248292+0.0034612j 
0.0102924+0.00488119j 0.00526235-0.0103012j 0.00847363-0.0139931j -0.00684264-0.00441226j -0.00582137+0.00920931j 0.017006+0.0114643j -0.0115628+0.00271797j 0.00138673-0.0111225j -0.00803995-0.00213032j 0.000538093+0.00266448j 0.0080686-0.000556097j -0.00492452+0.00794432j -0.00137218-0.00408958j -0.000950449+0.00496867j 0.0083347-0.00691608j 0.00135487+0.00133622j -0.00238497-0.00239504j 0.00312773+0.00913419j -0.0114131-0.0120104j -0.00269942-0.00241897j -0.00368334-0.000599099j -0.0139354+0.00672499j 0.0125842-0.00780834j -0.00335649-0.0117356j -0.00514652-0.00220097j 0.00181704-0.00252413j 0.00174912-0.00672333j -0.00181244-0.0059614j -0.0119812-0.00519998j -0.00894763+0.0101226j 0.00064834+0.0115223j 0.00363343-0.0123682j 0.00010661-0.00101615j 0.00297309-0.00303686j 0.0111622+0.0241989j -0.00824352+0.00574992j -0.000350138+0.00327522j -0.00783283+0.00864657j 0.0120128+0.0197503j -0.0022704-0.00951236j 0.00373575+0.00459013j -0.00741147+0.00294588j 0.0134888-0.00843269j 0.00498332+0.00586226j 0.00283474-0.0151745j -0.0124534-0.00430608j -0.00158583-0.00370641j 0.00952343+0.0106384j -0.00913084-0.00753068j 0.0116526+0.00812981j 0.000269091+0.00425573j -0.00260137+0.0174006j -0.00437422+0.00162727j -0.00100637-0.0163897j 0.00702736+0.000892762j -0.00795424+0.0028949j 0.00463971+0.00156372j -0.00513747+0.00722237j -0.00990541-0.00233348j -0.0104585+0.0108989j 0.000666923-0.00156843j -0.00214113-0.0104272j 0.00249957-0.00345987j -0.011389+0.0127529j -0.00549904-0.00301044j 0.00327798-0.00181808j -0.00224555+0.00489726j 0.0114198+0.00311284j 0.0194179+0.00981398j 0.000693833+0.0161149j -0.0132085-7.22117e-05j 0.00454303-0.0102603j -0.0080307-0.00473025j 0.00773261-0.00763371j 0.00297223-0.0020876j -0.00342133+0.00432879j 0.00546911+0.0102132j 0.0143456+0.0024986j -0.00142334-0.0036353j -0.00181863-0.0151726j 0.0142266+0.00699228j -0.00883702+0.0118501j -0.0030693+0.00606527j 0.00106515-0.00549621j -0.00497776-0.0124191j -0.00646329+0.0163051j -0.00551672-0.00761896j -0.0116055-9.73417e-05j -0.00234078-0.00825303j 0.00341804+0.0212781j 0.0127333-0.00823654j 0.00316478+0.001774j -0.0127528-0.00736907j 0.00650667-0.0034612j 0.00804273+0.0113825j 
0.00603025-0.00192368j -0.000436145-0.00521016j 0.00135708+0.00373465j -0.00687269-0.000621643j -0.00467365-0.00982577j -0.00217785-0.00145686j 0.00141963-0.00484859j -0.0035181+0.00786165j -0.00330349-0.00335952j 0.0012323-0.00235707j -0.00712866+0.00483128j -0.00779542-0.0101734j -0.0016106-0.00052617j -0.000611662-0.00148437j -0.00105337+0.000164855j 0.00320805-0.00724065j -0.00475743-0.00025313j 0.00398893-0.00062599j -0.00221837+0.00518179j -0.0134407+0.00386529j -0.00092516-0.0007472j 0.00274565-0.00818295j -0.00873664-0.000650047j 0.00230279+0.00266522j -0.00156326+0.00554905j -0.00870019-0.00434169j -0.00788881+0.00436803j -0.000694317+0.00929326j -0.00472902-0.00615782j -0.00522429-0.00192669j 0.00102553+0.00378912j -0.00627314+0.00078301j -0.00662393-0.000272385j 0.00132839-0.00737965j -0.009578-0.0173842j 0.00279591-0.00295742j 0.00888873+0.00248341j -0.00450178+0.00360483j 0.00544422+0.00630987j -0.00694656-0.0088075j 0.00845363+0.00506984j -0.00257539-0.00941952j -0.000624364+0.00890281j 0.000207477-0.00914791j 0.00560975+0.00809375j -0.00277526-0.00740614j -0.000101733+0.00460037j -0.00440509-0.00269711j 0.00199346+0.00506332j 0.00868663+0.0116527j -0.00169132+0.00306336j 0.00378113+0.00228332j -0.00421857+0.00297559j 0.00218647+0.00789529j 0.000988163+0.00335526j 0.006125-0.0079642j -0.000364184-0.00758198j 0.0105696+0.00150482j -0.0149844+0.00396181j 0.00815254-0.0128928j 0.000734911+0.00998259j 0.00182437-0.00322533j -0.00953431+0.000407124j -0.00147291+0.00235858j -0.00126046-0.000752111j -0.000561964+0.00556668j 0.0137653+0.00597899j -0.000318073-0.00375159j -0.00142033-0.00447796j -0.00514975+0.00347533j 0.000854135-0.00441498j -0.0029505-0.0059389j -0.01107+0.0149212j -0.0046739+0.0120516j 0.00100201+0.0087445j 0.00478053-0.000681432j -0.00226646+0.000756077j -0.00686962+0.0159247j -0.00333747+0.00204753j -0.00755915-0.0069258j 0.00371405+0.00829805j -0.00503115+0.00516219j 0.000731244-0.00126525j -0.000927199+0.00326283j 0.00726781+0.00255896j 0.00788316+0.00550116j -0.0055238+0.00130548j -0.00651066+0.00105698j -0.010737-0.00827924j -0.00862014-0.00099614j -0.00304236+0.00876037j -0.00784632-0.00501081j -0.0161232+0.00917892j 0.00666668+0.000418818j 0.00464893+0.00786486j 
0.0104548-0.00546061j -0.00588227-0.0100847j 0.0113663+0.0130131j 0.00862344-0.0104948j 0.00167765+0.00606336j 0.00166352-0.00149689j -0.0141004+0.00448828j -0.00194175+0.00118015j -0.0186838+0.000996541j -0.00400084-0.00530351j 0.000493069-0.00418544j 0.00356685-0.00272184j -0.00731571+0.00189792j -0.00551459-0.00368045j 0.00664641-0.00489581j 0.00797855-0.00708536j -0.0128605-0.000786279j -0.00206288+0.00561689j -0.00994509-0.00218985j 0.00330012-0.00729776j 0.00200791-0.00241596j -0.00752705-0.00135111j -0.00568707-0.00723539j -0.00179881+0.00667548j -0.00158337-0.000719505j 0.00454907-0.000735788j 0.00217485+0.000251822j -0.000228316+0.0101839j 0.00125267-0.0042887j -0.0103271+0.000124577j 0.00700657-0.00347274j 0.00575036-0.00535292j -0.0106643+0.00253844j 0.00691883-8.77305e-05j -0.0147777-0.0159288j 0.0043242-0.00113387j 0.0012481-0.00492612j -0.00249574-0.00142241j 0.00016511-0.00234205j 0.00388347-0.0044366j 0.0013913-0.00665705j 0.00152161+0.00713522j 0.00220154-0.00970798j -0.00201883-0.00973566j 0.00752288-0.00582432j -0.00879759-0.0090714j 8.64355e-06-0.0114477j 0.00979157+0.0043234j 0.0109164+0.00780826j -0.00329896+0.0139245j 0.000644893+0.012538j -0.00176456+0.000734717j -0.000387299-0.000200275j 0.00200053+0.00250514j 0.00959709+0.0199979j -0.00498794+0.00572465j -0.00797126-0.00383905j 0.00727545-0.00169402j 0.0102826-0.00363349j -0.00409521-0.000403955j 0.00493441+0.000350636j 0.000127625+0.00380844j 0.00290756+0.00297299j 0.0133359-0.00162409j -0.00750114+0.00424622j -0.00656716+0.00149387j 0.00698027-0.0182917j 0.00830438+0.00961982j -0.00557795-0.0133942j 0.000859949-0.00992768j 0.00916989-0.0108711j -0.00306063-0.00627022j -0.00965284-0.00639684j -0.00780508+0.00417077j 0.00602014-0.00760415j -0.00327717+0.00376433j 0.00170168-0.000244698j 0.0106991+0.0112216j -0.0138239-0.00242862j 0.0122779+0.00174302j -0.00559609-0.00339819j 0.0132921+0.00930485j -0.00884935+0.00540484j 0.00848929+0.0111469j 0.00399467+0.0153395j -0.0117607-0.00666317j -0.00616794+0.00250277j -0.00285488+0.00770295j -0.00752734-0.00674972j 0.00572084-0.0188023j -0.00630643-0.0100019j 0.00888893-0.00182123j -0.00821444-0.00142521j 0.0074941-0.0106692j 0.009407+0.0134832j 
0.0039592+0.00581917j 0.00665404-0.00225917j -0.000796817-0.00380326j 0.00164482+0.00283124j -0.00387928-0.00409399j -0.00140593-0.0040926j 0.000768889+0.00857116j -0.00249365+0.00490184j 0.00468222+0.00406326j 0.000409884-0.000919113j 0.00457824+0.00177667j -0.0011508+0.00415878j 0.000781937+0.00241622j -0.00313775+0.00605338j 0.00265543-0.00275728j 0.0050195+0.00326594j 0.00275904+0.0016654j 0.00464879-0.00031105j -0.00235902+0.00249111j -0.0126637+0.00473897j -0.00273301-0.00128454j 0.00103543+0.00143714j 0.0047051-0.000510042j -0.00808961-3.67248e-05j -0.0024706-0.00709678j 0.00512366+0.00532882j 0.0046717-0.00337851j -0.00654826+1.90453e-05j -0.000844305+0.00336265j -0.00300154+0.00665763j -0.0102393+0.00316376j 0.00393918-0.0031716j -0.00466973-0.00385457j -0.00965759-0.00652779j -0.000896406+0.001539j -0.00480013-0.00199915j -0.00539677-0.00478446j -0.00547884+0.00355143j -0.00226623+0.00185927j 0.0074785-0.000137209j -0.00385508-0.00152972j -0.000629187-0.00193155j 0.00378808+0.00148377j -0.00175574-0.00221589j 0.000802006+0.00594097j 0.00111716+0.0108965j -0.00156084-0.0021569j -0.00416706-0.00301242j -0.00106308-0.0096357j 0.00298628-0.00167266j 0.00367954+0.00974642j -0.00161671-0.00124714j -0.000625431-0.00616698j -0.00266296+0.00452751j -0.00304261+0.00222146j 0.0060515-0.00297447j 0.00469123-0.000661314j -0.00137551+0.0108699j -0.000296541-0.000387364j -0.0018541+0.0012654j -0.000555172+0.00703133j 0.00476979-0.0158531j 0.00900846+0.0054103j 0.0100764-0.00293581j -0.0171478+0.00242809j -0.00709054-0.00169336j 0.0102478+0.00762126j 0.00932724+0.00428067j 0.007829+0.00376795j -0.00323108+0.00507739j -0.000749789-0.00620451j -0.00587444+0.00531896j 0.00294118+0.0121194j 0.00668572+0.00713549j -0.00855664+0.00143655j 0.00127018-0.00713103j 0.00164267+0.00135797j 0.00444028-0.00460888j 0.00640839+0.00016263j -0.00060461-0.00655415j -0.00343126-0.00597095j -0.00166036+0.0196969j -0.0142912+0.000290754j -0.0152193+0.00131373j -0.00387379-0.00397234j 0.00039358+0.0101783j 0.00157001-0.00879538j 0.00274642+0.0101143j 0.00608551+0.00886393j -0.000190122+0.00801355j 0.00253356+0.00147574j -0.000701658-0.00259628j -2.67403e-05-0.00725657j 0.00686305+0.00382845j -0.000820814+0.000739872j 
-0.000896664-0.00725492j -0.00804574+0.000224633j 0.0162815+0.0085227j 0.00623034-0.0047181j 0.00193947+0.0123529j 0.0114262-0.00181547j -0.010579+0.00285327j -0.0041196+0.00565178j 0.000858046-0.00646662j 0.00112816+0.00419873j 0.00603195-0.006373j 0.00762931+0.00476785j 0.00365255+0.000524733j 0.00469214+0.000432032j 0.00359436-0.00378645j 0.00171229+0.00350351j 0.001341+0.000702565j -0.00154959+0.00291798j -0.00525229+0.0018118j 0.00314126+0.00227637j 0.000656619-0.00339892j -0.00414737+0.00233514j -0.000729746-0.00590568j -0.00486565+0.000367321j -0.0035568-0.0102605j 0.00404694+0.00290288j 0.00056219-0.00125635j 0.00613032+0.00494942j 0.000847713+0.00166458j 0.00372666-0.00402835j -0.00024185+0.00386144j -0.00530366+0.00296442j 0.00655804-0.0011825j 0.00182582+0.00480872j -0.00685191-0.00293014j -0.00781447+0.00375616j 0.00381563-0.00282029j 0.000111723-0.00154354j -0.00262064+0.00256424j 0.00140186+0.00830618j -0.00239287-0.00546398j 0.0046541-0.00277679j -0.00167765+0.00734024j -0.00108217-0.0030488j 0.0140862-0.00667419j -0.00436713+0.00337925j 0.00201954+0.00915933j 0.0178788-0.0137017j 0.00748613+0.00698927j -0.00397533+0.00451502j 0.0146428+0.00291256j 0.00803761-0.000994035j 0.00351981+0.00178924j -0.00239872+0.000492885j 0.00496024-0.00115399j -0.00855195+0.00296207j -0.00827678+0.00213078j -0.0115646-0.00247994j -0.00561745+0.00970044j 0.00402972+0.00719963j -0.00394522+0.00189398j -0.00903609-0.00237352j -0.00145645+0.00564969j -0.000585678+0.0127546j 0.00612062+0.00978597j 0.00413905-0.00705019j 0.00352184-0.00604403j -0.00175477-0.00432503j 0.0155127-0.00325186j -0.000523927+0.00103882j 0.00445869+7.88262e-05j -0.00314761+0.00139856j 0.00132759+0.00948182j -0.000766025-0.0073851j 0.0106001-0.00361386j -0.00432257+0.0101615j -0.0132554-0.00731533j 0.00272448-0.00258837j 0.00293588-0.012055j 0.00813314+0.00295515j -0.0016494+0.00391567j 0.00278924-0.00190267j -0.00436146-0.0034639j 0.0128097-0.00605202j 0.00482864+0.000568164j -0.0113009+0.0150307j -0.00746759-0.00276627j -0.00300643-0.0138224j 0.00456906-0.0112921j 0.00697301-0.000522272j 0.000131459-0.0148032j 0.00767378+4.78976e-05j 0.0102557-0.0160297j -0.00316804-0.00473632j 0.00614208-0.00352183j 
-0.00535913-0.0134512j -0.0122599+0.00478939j 0.0103958+0.00434314j 0.00624649-0.0159854j -0.000172056-0.0024642j -0.0059291-0.00150993j 0.00981121-0.000477271j 0.00254678-8.0829e-05j -0.00732271-0.00298635j -0.00295611+0.000960842j 0.00497597+0.000998502j 0.0017041+0.00196002j -0.000415895+0.00280835j -0.00517916+0.00161022j -0.00299606+0.0010972j 0.00590939-0.00554281j -0.00490054-0.00145441j 0.00298024+0.00669865j -0.00126002-0.00195804j -0.00674323+0.00100511j -0.00437066-0.000319699j 0.00236645-0.00689076j 0.00142009+0.00504097j -0.00232861+0.00502561j -0.00332843+0.00144952j 0.00292574-0.0058592j -0.00167343+0.00452351j -0.00123546-0.000344321j 0.000371252+0.00395104j -0.0032238-0.0046118j 0.00600196+0.0079557j -0.00818837-0.00532328j 0.0112611+6.81456e-05j 0.00220195+0.00111364j 0.00763486-0.00439544j -0.0031543+0.00152126j 0.0025079-0.00585946j 0.000143027-0.00410137j -0.000779499-0.0125269j -0.000436732-0.00724936j -0.000788616+0.00107903j 0.00644868+0.00821631j -0.0113001+0.00219441j 0.0068083-0.00620508j -0.00146423+0.00803056j -0.00563453+0.000994009j -0.00747999+0.00460289j 0.00266831+0.010129j 0.00396267+0.000992399j 0.00679213+0.0114085j -0.00279095-0.00970639j -0.00535321-0.00182278j 0.00504246-0.00369942j -0.0055003-0.00343022j -0.00201943-0.000698973j 0.00150002+0.000396967j -0.00560939+0.00586853j 0.0130824-0.00189948j -0.000958279+0.00272958j 0.00314972-0.0157528j 0.0108598+0.0131344j 0.00506212-0.00167724j -0.000241835+0.00110041j -0.0143022-0.00706608j 0.0103461-0.00399468j 0.00140984-0.0057895j -0.00510315-0.00380589j 0.00625696-0.000305518j -0.0103347+0.00382032j -0.000294804+0.00345378j 0.0106419-0.00541891j -0.00280888-0.00462113j -0.00412864-0.00124697j 0.00214281+0.013916j -0.000852733+0.00804017j 0.00467707-0.00390683j -0.0015462+0.00205308j -0.00680629+0.00332621j 0.00712518-0.00354384j -0.00589746-0.00506129j -0.00615048+0.0034877j 0.00034424+0.00381774j 0.000571564-0.0130572j 0.000680854+0.0102633j -0.00690805+0.00237777j 0.0181633-0.0113286j -0.00964981+0.00286805j -0.00647431-0.00372847j 0.00154217-0.00784636j -0.00223547-0.00897779j -0.00420284+0.0126712j 0.00585269+0.0106103j 0.00242295-0.00657608j -0.00348411-0.0150068j 0.00830999-0.00812441j 
0.00839792+0.0133192j 0.013084-0.0107691j -0.00638139-0.00133163j -0.00216115+0.00691396j -0.00333406+0.0121288j 0.00237422-0.0034756j -0.0053968+0.00636453j 0.00233532-0.00145359j -0.00846657-1.28756e-05j -0.00875842-0.00905309j -0.00638594-0.0021526j -0.00101691-0.00584501j -0.01073-0.00702959j -0.0042671-0.00934978j 0.0106139+0.00165749j 0.00169276-0.0101567j 0.0121176-0.0010694j -0.00509635+0.00275037j -0.00911098+0.00543663j 0.00647644-0.00901448j 0.00728072-0.0120508j -0.00146424+0.0081292j -2.12656e-05+0.0111748j -0.00542581+0.00703147j -0.00585779-0.000393881j 0.00129496+0.00943727j -0.0031079-0.00603074j 0.000522454-0.00741361j -0.00868758-0.0175742j -0.003702+0.00256855j -0.0071618+0.00064917j 0.00584887-0.00107738j -0.00373736+0.00518237j -0.000964216-0.00474512j -0.00077879-0.00726008j 0.0134898+0.00268892j -0.00190073-0.00167028j -0.000594399-0.00613119j -0.0020348+0.00359787j 0.000571941-0.0022733j 0.000671941+0.00402523j -0.0201139-0.000636992j 0.00628156+0.00552154j 0.00220004+0.00148761j 0.000648569+0.00480379j 0.00563743+0.010106j 0.000794656+0.00206243j 0.0143005+0.00499343j 0.00369689+0.00728829j 0.000426576-0.00210056j 0.0113173+0.00480317j -0.00350643-0.00177154j -0.00619842-0.00163063j -0.000353892-0.00227801j 0.00626589+0.00230258j 0.00545463+0.00910139j 0.00143278-0.00314763j 0.00232688+0.00144933j 0.0105873-0.000781627j -0.00205148+0.00673518j 0.00623464+0.00114058j 0.00215205-0.00170521j -0.00391414+0.0023313j 0.00220717-0.00522519j 0.00546551-0.00801687j 0.00668013-0.000377396j -0.00598336-0.00603743j 0.014251+0.00590585j -0.00380449+0.00364457j 0.000344855-0.00205022j -0.00639204-0.00333911j -0.00306583+0.00353479j -0.00670637-0.000642436j -0.000412205-0.00845392j -0.00535972-0.0040268j -0.00446026+0.00469102j -0.00100439-0.00186662j -0.000928777+0.0036475j 0.000281358+0.0090336j -0.000369955-0.00109585j -0.00167632+0.00186485j -0.00511592+0.0185176j -0.00505919-0.00890162j 0.00403414-0.00273847j 0.0134846+0.00496572j -0.00577144-0.000813758j -0.00721315-0.00381065j -0.0046208-0.00139822j 0.00300184+0.0119798j 0.00155486-0.00724224j -0.00650894-0.00501718j -0.00295253+0.000662908j -0.0136924+0.0120393j 0.0221065+0.00591078j -0.0101655+0.013671j 
-0.00139454-0.00813199j -0.00860582-0.00152173j -0.00233106+0.00792336j 0.00210732-0.0119454j -0.00585162-0.00119621j -0.004137+0.00666314j 0.00633468+0.000336212j -0.00695653-0.00242652j -0.000941527-0.00442044j -0.000838776+0.00321176j 0.00198777-0.00133353j 0.00223203+0.00226402j -0.00307226+0.00440921j -7.8996e-05-0.000323919j -0.00356949-0.000298662j -0.00179506-0.000441586j 0.00678935-0.00197231j 0.0029181+0.00367421j -0.00566359-0.0015682j -0.00277846-9.26199e-05j 0.00404226-0.00355373j 0.00400268-0.00297024j 0.000557518+0.0124912j 0.00102255+0.000673824j 0.00271256-0.00184653j 0.00772574-0.010254j -0.00534671+0.00104626j -0.00497298+0.000869997j 0.00469762+0.0072599j 0.00111071+0.00462032j 0.00333799-0.00522271j 0.00297269-0.00838503j -0.0015656+0.00482128j 0.000588385-0.0040873j 0.00763187-0.0032382j 0.00313079-0.00504045j 0.00742453+0.00767665j -0.00596777-0.00209747j -0.00311092-0.00771625j 0.00187959-0.00457564j -0.00208748+0.000822094j 0.00640124+0.00679411j -0.0042915+0.00745381j 0.00734143-0.00335419j -0.00567061+0.0105127j -0.00283948+0.000409561j 0.000772745-0.00295231j -0.00713354+1.45997e-05j -0.00517184-0.00298973j 0.00526186-0.00217714j 0.00496865-0.00233163j -0.00952462-0.00209443j 0.00900137-0.00702042j -0.00817259+0.0047417j 0.00565171+0.000920168j -0.00227265+0.00306627j 0.00176821+0.0188689j 0.00145635-0.00443782j 0.00661521+0.00302529j 0.00100512-0.00553908j 0.00239592-0.00583746j 0.000229286+0.00253193j -0.00200189-0.00315367j -0.000329798-0.0144627j -0.0128328+0.00909208j -0.00289994-0.0115918j -0.00190239-0.00365486j 0.00523812+0.00767502j 0.00154917-0.00148164j -0.000335379+0.0101971j 0.000982025-0.0139038j -0.00745548-0.0149553j -0.00208575-0.00521468j 0.00322822+0.00388367j 0.00486862+0.00541727j 0.000395379-0.00167509j 0.00257437+0.00378477j -0.00419149+0.00779742j 0.000331193+0.00398838j -0.00733692-0.00180046j 0.00449875+0.00659225j 0.00180982+0.00155163j 0.0117052+0.0020763j -0.0113158+0.0010389j 0.00782615+0.00607329j 0.00113832-0.00737239j -0.00684472-0.00284226j -0.00641839-0.0123243j -0.00843725-0.00223658j -0.00585713-0.00160681j 0.00193597+0.00719832j 0.00260775+0.00303936j -0.00158569-0.00568496j 0.000588371-0.00934212j 0.0062883-0.001242j 
0.0119735+0.0132967j 0.013111-0.0145432j -0.00802825-0.0219826j -0.016466+0.0141375j -0.00189548+0.00544099j -0.000265267+0.00894578j -0.00579373+0.00304724j 0.00354803-0.00479797j -0.00103059+0.00472336j 0.00753443-0.00931747j -0.00703829+0.00292015j 0.000433802-0.00415316j 0.00211207-0.0104677j -0.00351642-0.00426695j 0.000249267-0.0014226j 0.00453+0.000894454j -0.00467325+0.00227363j -0.00289086+0.00503194j -0.00237088-0.00717477j -0.000595567+0.00200966j -0.00108937+0.00256376j 0.00192279+0.00305236j 0.0089068-0.0041415j 0.00477081-0.0015182j 0.00257259-0.00045393j -0.00105219-0.00551335j -0.00477219+0.00773405j 0.00485025+0.000907784j 0.00487369-0.00513234j -0.00139368+0.0109902j -0.00979469+0.00151826j 0.00525636+0.00240606j 0.00187046+0.00338535j 0.000744323-0.00909344j 0.000621837+0.00719507j -0.000583705+0.00350416j -0.0075646+0.00629078j 0.000492936+0.000946627j 0.00146282+0.0020082j 0.000841538-0.00242399j 0.00564013+0.000930951j -0.0186808-0.00163265j 0.00718003+0.00404265j 0.00359425+0.00462298j -0.00279-0.00930717j 0.00590827-0.00335503j -0.000470466+0.00111171j -0.00178986+0.00328973j 0.00468929-0.000795428j 0.00208026+0.00595764j -0.00143292+0.00835538j 0.00134091+0.00544177j -0.00530061+0.0055053j 0.0020503+0.00336911j -0.0106157-0.00147765j 0.009652-0.00965287j 0.00589395-0.0135076j -0.00176678+0.00479576j -0.0097665-0.0031014j 0.0011767+0.0040558j -0.00207957+0.00253779j -0.00877206-0.0095283j -0.0147474-0.00334892j 0.000218176-9.34387e-05j -0.00111821+0.00430532j 0.00185998+0.0168043j -0.000589147+0.0099064j 0.000768349+0.00239049j -0.00116028-0.00316546j 0.008671+0.00187169j 0.00162349+0.00591063j 0.00082057+0.00172794j -0.00335128+0.00157407j -0.00133205+0.00203662j 0.00983003+0.00777473j 0.0100149+0.000807263j 0.0103944-0.0103836j 0.0114702-0.00349255j -0.00260476+0.00155369j -0.0041842-0.000265672j 0.00343985-0.00499766j -0.00646017+0.00517062j -0.00954793+0.00757184j 0.00510764-0.00102626j -0.00701376-0.00761849j -0.00952611+0.00869229j -0.0101986-0.00159683j 0.00218305-0.0061909j 0.00518338+0.0051815j -0.00119342+0.0109708j 0.00590882-0.000577986j -0.0111741-0.0137477j -0.0153428+0.0187244j 0.0113065+0.0110163j -0.0114517+0.0128008j 
