-0.0205015-0.00184893j 0.00783843+0.0229103j 0.00402212+0.00734551j 0.00954677+0.00232651j -0.0147734+0.0376454j -0.0151702-0.0344083j 0.0197009+0.0125138j 0.0154608+0.00229241j 0.0105932-0.00759287j -0.00564451-0.0060367j 0.000158875-0.0165078j 0.00169357-0.0207326j 0.00559021+0.0184764j -0.0111044-0.00323429j -0.0123859-0.00250362j -0.00827961+0.00228468j 0.011361-0.00936372j -0.0260588-0.00399532j -0.00557993-0.016414j 0.00724007+0.0076654j -0.00397723+0.00379279j -0.0078904+0.00835473j 0.0125295-0.008885j -0.0167177+0.00911461j -0.00285395-0.00719938j 0.0104202-0.0214863j 0.00881006-0.0020661j -0.00590657-0.00107808j 0.0116844+0.019725j -0.00393921+0.0262668j 0.00894173-0.00119349j -0.0126982-0.0179133j -0.00241579+0.00185393j 0.00655902+0.0205863j -0.0140177-0.00165126j 0.00551781-0.00496733j -0.00673046+0.0131444j -0.00899817-0.00062379j 0.00925589+0.00830725j 0.00401322-0.01572j -0.0134382+0.0148827j 0.00661764-0.01063j 0.0138146-0.0333391j -0.00268062+0.0211095j 0.0215154-0.00112011j 0.0118272-0.00273033j -0.0153061-0.00356482j -0.00318258+0.00802061j 0.0143851+0.00950451j 0.0142858-0.00534216j -0.00980993+0.00745107j -0.0033738+0.0185762j 0.0108295-0.00978985j -0.00219148-0.00845817j 0.00304763+0.0115679j 0.00822516-0.0029225j -0.00216957+0.00837294j 0.00166732+0.0153244j -0.000411397+0.00372058j -0.0178128+0.00253027j 0.000909921-0.00468177j 0.00920145-0.00888858j -0.00231443-0.00752054j -0.00293959-0.00631874j -0.0186681-0.016981j -0.00916353-0.00363429j 0.00994392+0.0247641j -0.00666158-0.00473669j 0.0226216-0.0201192j 0.0155086+0.00913339j 0.00397227-0.00341499j -0.000957161+0.0144654j 0.00517171-0.00497145j -0.0124265-0.000107992j -0.00378787+0.00358586j -0.018985-0.00972778j 0.00922189-0.0119468j -0.0116372-0.0138102j -0.00238459-0.0118163j -0.00556648+0.00640213j -0.0104119+0.00331553j 0.00883902-0.0190461j -0.00952752-0.00654136j 0.0113686+0.0145774j 0.000432246+0.0104074j -0.0412595-0.0131983j 0.00714212-0.0432045j 0.00819978-0.00101531j 0.0157621+0.0123986j -0.0161597-0.000211991j 0.00738429+0.000756289j 0.000474868+0.0146288j 
-0.0138011-0.00638968j -0.00516692+0.0129767j 0.00475009+0.00646294j 0.00290246-0.00175082j 0.0210024+0.0183087j -0.006622+0.00316315j 0.00634317+0.00131284j 0.000580014+0.000651422j 0.0114147-6.16187e-05j 0.0017984-0.0166485j 0.00218356-0.00952983j 0.00621138+0.00257545j -0.00582281+0.0131481j 0.00566796+0.00187852j -0.0198585+0.0145993j 9.31787e-05-0.000328637j -0.0127057-0.00556324j -0.00843303+0.00282161j 0.00507415-0.0139795j -0.00060067+0.005049j -0.00226799-0.00110207j -0.00522074+0.00608658j -0.00362665-0.000664712j -0.0120995-0.0128577j 0.0259302-0.00125629j -0.00579092-0.00883034j 0.0086074-0.0171898j -0.00258305+0.00606066j 0.00511725+0.00353465j 0.00388047-0.0071606j 0.0225984+3.6568e-05j -0.00306732-0.0135709j -0.0181612+0.001232j 0.00951129+0.0138732j -0.00521302+0.0112464j -0.000770439+0.00770656j 0.010674-0.0070921j -0.0184547+0.00109661j -0.0201026-0.0130556j 0.00596136-0.00902096j -0.00548505+0.00224893j 0.00549073+0.0131702j 0.0192658+0.00836924j -0.0253351+0.0130497j 0.00386855+0.00238393j 0.00664391-0.000983384j 0.00956097-0.014174j 0.006503+0.00860699j -0.000200443-0.00740579j -0.00199982+0.00341138j -0.0224491+0.00231305j -0.0118253-0.00213261j 0.0203833+0.00281018j -0.016627-0.00641113j 0.00421105+0.00581997j -0.00657061-0.00362127j 0.0158109+0.0096742j 0.000357976+0.0169534j -0.00443161+0.00552222j -0.00262384+0.0152308j 0.00747986+0.0023647j -0.00726651-0.0179056j -0.00851694-0.00772688j -0.00834068-0.0165576j 0.00515899-0.00761161j -0.0045896+0.0042153j 0.0127467+0.00240312j -0.00490577+0.000884796j -0.00993188-0.0124697j 0.0103541-0.0105827j -0.00151337+0.0128678j 0.0220316+0.00824041j -0.00342873+0.00738456j -0.0152539-0.00378702j 0.0121214+0.00309795j -0.0076514+0.00931655j 0.0105995-0.0126127j -0.00301532-0.018591j 0.010934-0.00437738j 0.00237322+0.0148117j -0.0199507+0.00329087j -0.00656044+0.00401074j -0.00485846+0.00295545j 0.00307596+0.00824557j 0.00106309+0.00310656j -0.0048982-0.00230803j 0.00470911-0.00576969j -0.00425002-0.00281486j -0.000237606+0.00374092j -0.0198288+0.00464533j 0.0125815+0.00539559j -0.00302875+0.0111601j 
0.00586355+0.00214163j 0.00377647-0.00683335j 0.00162784-0.000123857j -0.00445795-0.00482335j -0.0147308+0.00068282j 7.97336e-05-0.000500094j -0.00695179+0.00103057j 0.00225339+0.000656831j -0.015519+0.00383079j 0.00705118+0.00483466j 0.00431267+0.0198764j 0.0050779-0.00662177j 0.00304125+0.00363023j 0.00559673-0.00809929j 0.00834626-0.00150791j 0.0171783+0.0099271j 0.0152396-0.00993318j -0.0121121+0.00165447j 0.0142507-0.0218389j -0.00937317+0.00684515j -0.00303414-0.00441068j 0.00834114-0.00198376j -0.00279194+0.00624469j -0.00977924+0.0111646j 0.000115951+0.0187164j -0.0173178-0.0110557j 0.00840279+0.00625129j 0.0198518-0.0033485j -0.0154111-0.00164326j 0.00316519+0.00170546j 0.00459452-0.00456067j 0.0060175+0.00204847j 0.00387298+0.0106641j -0.00408889-0.0335259j -0.0140884+0.010958j 0.00826277+0.0175523j 0.00599096-0.00260607j 0.0104484-0.00216823j -0.0171507-0.0123326j -0.0239894-0.0164625j 0.00977489+0.00913466j 0.00304041-0.000405211j 0.00933888+0.0252227j 0.0117842+0.0041238j -0.00845653+0.0129874j -0.00443017+0.00669626j -0.0096381+0.00290871j -0.00340075-0.000189639j -0.0112639-0.00173988j -0.00398958-0.0185741j 0.0154257+0.00738809j -0.00392558-0.00244528j -0.0113202+0.00681512j 0.00902237+0.000159668j -0.00543848+0.00398065j 0.00379129+0.0167505j -0.0157306-0.0180782j -0.0179977+0.00664487j 0.000163593-0.00245311j 0.011007-0.00192062j -0.0011476-0.00272739j 0.00753829+0.0012589j 0.00748176+0.00349106j -0.00508534-0.00848926j -0.00582717+0.00077995j 0.000960625+0.00946071j 0.00824863+0.00132032j 0.00602404-0.00411142j -0.00138637+0.000403155j 0.000917594-0.0035833j 0.0142475-0.00891317j -0.0105071-0.00586314j -0.00322873+0.00147217j 0.00128063+0.006582j -0.00163451-0.00114574j 0.00461556+0.000282971j -0.00659474-0.00406808j -0.00883215+0.000228126j -0.00210918-0.00796308j -0.00576209-0.0129064j 0.015168-0.00542215j 0.00151092-0.00901167j -0.00119794-0.00892063j -0.00092269-0.00237284j 0.00103209+0.00431905j -0.0050061+0.00325377j -0.000356966+0.000214698j -0.00134378+0.00381424j 0.00183989-0.00330674j 0.00770078+0.00233779j -0.00533835-0.00187596j 0.00270961-0.00312765j 
-0.00268493+0.00204628j -0.000352527+0.00392809j -0.00458769-0.0024619j -0.0023987+0.00920029j 0.00321683+0.00432011j 0.000546837+0.00729564j -0.0121705+0.00214945j -0.00429405+0.00146096j 0.0169609+0.0016175j -0.0028788+0.00630921j 0.00945013-0.00734344j 0.00717473-0.00428864j -0.00567828-0.00378352j -0.00210515+0.00455293j -0.00684117-0.00231766j -0.0164051+0.00422332j -0.00994467+0.000588886j -0.00183211-0.00705346j -0.00137397-0.00359051j 0.00588642-0.00118072j 0.0097443-0.00602299j 0.00401561+0.00890709j 0.00374193+0.00088867j -0.0057111-0.00956528j 0.0164297-0.00588712j -0.00638718-0.00932406j 0.00378434-0.00783531j 0.00503141-0.00113486j 0.00692657+0.0105266j -0.00267715+0.00464748j 0.0064333-0.00983785j -0.0143003-0.00541275j -3.9751e-05+0.0144965j 0.0156086+0.00347733j 0.000930375-0.00297019j 0.00424097+0.00142592j -0.00319503+0.00124701j -0.000707974-0.00714069j 0.00671618+0.0092626j -0.00329694+0.0106796j 0.00131802+0.000116343j -0.00130568+0.0177787j 0.00818827-0.00505393j 0.00143001-0.00299946j -0.00743511+0.00313146j 0.00514876+0.00924367j 0.00115183-0.00663498j -0.00942879+0.00091386j -0.00554168-0.0307802j -0.00039377-0.00156442j 0.0011817+0.00659265j -0.00147706-0.00313304j -0.0154027+0.00717289j -0.00139013-0.00642505j -0.0125101-0.00530304j 0.00629661-0.00849791j -0.00236643-0.00899615j -0.0049178-0.0136685j 0.0102566+0.00952562j -0.0173253-0.0120681j 0.00136061-0.00870506j 0.00207696-0.0183579j 0.00122361+0.00346534j 0.00944452+0.00662662j 0.0199594-0.00501744j -0.00545113+0.00761146j -0.00193983+0.00339829j -0.000541256+0.00642371j -0.00852781-0.0191292j -0.00427121+0.0128416j -0.00470986-0.0112717j 0.0143739-0.00196479j 0.00946339+0.00486341j -0.00823327+0.00837342j 0.019341+0.00441136j -0.0136361-0.00482461j 0.000883934+0.00648922j 0.00253852-0.00221519j 0.00121972-0.00816439j -0.00534927+0.00731861j -0.0170572-0.00239711j 0.00607257-0.00334989j -0.0025142+0.00324823j 0.00736184+0.00849306j 0.0093292-0.00426096j 0.0106961+0.00553524j -0.00675834-0.00311226j -0.00287534-0.00878337j -0.00348156+0.006987j 0.000763365-0.0076189j 0.00344014-0.00282991j 0.00227207+0.00162925j 
0.0154841+0.0171752j 0.0134194-0.0135504j -0.0168431-0.00130098j -0.0074283-0.000240549j -0.0320566-0.00325235j 0.0106503+0.0119055j -0.038995-0.00384946j -0.0177948+0.00117511j -0.00569232+0.00757314j 0.0102992+0.00650325j 0.0198583+0.0133321j 0.00116983-0.00327548j -0.0213138+0.00355093j 0.0225735-0.00173307j 0.00340589-0.0151279j -0.00176135-0.00180379j 0.00960516+0.00753241j 0.0128107+0.00881193j -0.00522939+0.00406564j 0.0146238+0.0083734j 0.0092228+0.0102529j 0.00074658-0.00404958j -0.00245689-0.00603797j 0.0127456+0.0127717j -0.000266591+0.00435j 0.0195796+0.0136192j -0.00240894+0.00747708j -0.00351018+0.000382072j -0.0119503+0.00729752j 0.00228653+0.00226377j -0.0055645+0.0102964j 0.00573321+0.0125197j 0.00621891-0.0166361j 0.00378976-0.0119304j 0.0171234-0.00765286j 0.00613852-0.00572032j -0.00473849-0.0094871j -0.016912-0.00440998j 0.000450724-0.00278793j 0.00315513+0.0149385j 0.00227661+0.00761166j -0.00153905-0.00345992j -0.0104695-0.000704972j 0.00164939-0.00515984j -0.000928256+0.00424317j 0.00158231-0.0140075j -0.017596+0.00500449j 0.00693244-0.00601525j -0.00878012-0.00362729j -0.00828014+0.00422165j 0.0188375+0.00687733j -0.00894196-0.0112124j -0.0121293-0.00229588j 0.00704636-0.00704135j 0.0070262+0.00321898j -0.0172641+0.00150849j -0.00224808-0.0172914j -0.00521592-0.0091313j 0.00652908-0.0170335j -0.00617975-0.00153501j -0.00193616+0.00128381j 0.0110032+0.0105587j 0.0185031+0.0032766j 0.00180165+0.00179976j 0.00027082+0.00987868j 0.00876925+0.00423331j 0.0120798-0.00109961j 0.00706478+0.00780107j -0.0263909+0.00313968j -0.0102869-0.0201559j 0.0316-0.0198565j -0.00284842-0.0280339j -0.0167982+0.0248172j -0.0218199-0.0060129j 0.0139612-0.00224596j 0.00488174+0.00812585j -0.00902233-0.00277834j 0.00333218+0.0157396j -0.00239303-0.0137796j -0.0101585-0.000207779j 0.0268934+0.00602441j 0.0278127-0.00920114j 0.0104753-0.000638699j -0.00914654-0.00482538j -0.00532955-0.00268761j 0.0121682+0.0128062j -0.00992183+0.0116739j 0.00186791-0.00706813j -0.00621224-0.013054j 0.0200293+0.0027665j -0.0116001-0.0115628j 0.00711993-0.0120046j 
0.00511586+0.0051276j 0.000244049-0.00751266j -0.00498379-0.00551978j -0.0127738+0.0102897j -0.00751203-0.00691972j 0.00947292-0.0193281j 0.00681046-0.0101727j -0.00838369+0.00513281j 0.00162588-0.00578506j 0.0102538-0.005179j 0.0144195+0.000915059j -0.00407526+0.00243554j -0.0177017+0.00313846j 0.00732516-0.00020838j -0.00492721+0.00987235j -0.00583006+0.00565652j 0.00534392+0.00360683j 0.0100224+0.0049498j -0.00764628+0.00971385j 0.0192203-0.00633821j 0.00644842-0.00705355j -0.0037419+0.00698126j -0.0150225-0.00724942j 0.0145245-0.00589346j -0.00145699+0.000437453j 0.00466868+0.000623447j 0.0172003-0.00722164j -0.0109774-0.00990436j 0.00273494-0.00152091j 0.00844095+0.0022311j -0.0075942+0.00308413j -0.000333128-0.000520076j -0.00975086-0.00345329j -0.00580588-0.0139028j 0.00472811-0.0055466j -0.00328588+0.00427794j -0.00744051+0.00650733j -0.0139408+0.0036938j -0.00250577-0.000494363j -0.00851261-0.00573067j 0.00326899-0.00750588j -0.00619876-0.00267327j 0.00448585-0.0152451j -0.0120009-0.00973633j -0.000645491+0.00149329j 0.00391818+0.00158389j -0.00453812-0.00258237j -0.010372-0.00235099j 0.000158739-0.00534195j -0.0123704-0.00727776j -0.00219408+0.000702801j 0.0145108-0.00469573j -0.00882131+0.000429707j -0.00383722+0.00039637j 0.0139503-0.00636812j 0.00165361-0.00238939j -0.0158178-0.00253096j 0.00848133-0.0138431j -0.00273527+0.0104391j -0.000404837+0.00197688j 0.00952188+0.0187777j 0.00359692+0.00801306j -0.0101064-0.00276075j -0.0011712+0.00903102j 0.0100893+0.0153376j 0.00345389+0.0058163j -0.00792474-0.00109176j -0.00710134+0.00980204j -0.00447339+0.0161818j 0.0125693-0.0132555j -0.00326387-0.0163744j 0.0103642-0.0233361j -0.0242917-0.00783587j -0.0162865+0.00182921j -0.0132876+0.00511339j -0.0061553+0.00936912j -0.0142574-0.0011719j 0.00143168+0.00461399j -0.00755643-0.00290207j 0.00175866-0.00289463j 0.0051238+0.0195496j 0.0116895+0.00905209j 0.0159841-0.00499139j 0.00443841-0.0128966j -0.000165612-0.0119947j 0.00378169+0.00236378j 3.66052e-05-0.0152163j 0.00342311+0.0209518j -0.0160286-0.00694865j 0.00973466+0.00130449j -0.00696069+0.00292738j -0.0048965-0.0117643j 
0.00687444-0.00648838j -0.00558229-0.00886337j 0.0118071-0.00317688j 0.0039868-0.0161263j 0.0021091-0.0176735j -0.0105761-0.0019272j -0.00996814-0.0190312j 0.00959005-0.00164181j -0.00881416+0.00678881j -0.0262651+0.0219442j -0.020982+0.0246907j 0.00956774-0.0157749j 0.0166233-0.01954j -0.0164402+0.00999429j 0.0354631+0.0009342j 0.0109574-0.00846505j 0.0227346+0.00411345j -0.00581887-0.0128071j 0.00676802+0.00330792j 0.00110652+0.000416327j 0.0109123-0.00632056j 0.0146786+0.0065954j -0.00858728+0.000341303j 0.00319635-0.0014725j -0.000260148-0.00466111j -0.00542191+0.0167573j -0.0127582-0.0188342j -0.013944+0.00853765j 0.00921666+0.00936523j -0.00195667-0.00459684j -0.0104399+0.0104725j 0.013723+0.00128927j 0.00330274-0.0107658j -0.00667915-0.0259962j 0.00442234-0.018483j -0.00867961-0.00473767j -0.0131678-0.00966848j -0.00225854-0.0169319j 0.0212075-0.00926123j -0.017452-0.00375684j 0.0175629-0.0211973j -0.0103111-0.00368454j -0.00236671-0.00583463j -0.0111659-0.00345492j -0.00761333+0.00430591j -0.00973714-0.0126994j -0.00340362+0.00815742j 0.00152112+0.0106156j 0.00757277+0.0139458j -0.0016575+0.0122382j 0.00977444-0.0129697j -0.00699762+0.00520742j -0.00835351+0.00226743j 0.0195142-0.00831767j 0.00756779-0.00647983j 0.00696778+0.0146742j -0.00480491-0.00846332j -0.00321576-0.00336262j 0.00701805-0.0180988j -0.00459921-0.011273j 0.0108908-0.0071919j 0.0172685+0.00885076j 0.00643384+0.00241999j 0.0117533-0.00357714j -0.00411979-0.0208179j 0.00246728+0.00252576j -0.00538806-0.0215282j 0.0102188-0.0146986j -0.002679+0.00945519j 0.0126587+0.0111471j -0.0142286-0.0092545j -0.0240921-0.0122765j 0.00144767+0.0055773j -0.00469989+0.0117455j 0.00926105+0.00893837j 0.000459879-0.00832162j 0.0121712-0.0120667j 0.00434132-0.00379717j -0.000882158-0.00495749j 0.00069205+0.00473333j -0.000414791-0.00382207j -0.0111952+0.0110518j -0.00580759+0.00427851j 0.00228688-0.00544604j 0.0042732+0.00902825j -0.00470379+0.00861539j 0.00219664+0.0113546j -0.0127633-0.00125768j -0.001749-0.00980694j 0.0103948+0.00147064j 0.00206158+0.00901032j -0.00648015+0.00127631j 
0.00730503+0.0206233j 0.0159213-0.00476172j -0.0190571-0.00323116j -0.0106752+0.0208538j -0.0190206-0.00526146j 0.0114557+0.0139104j -0.0184602-0.00692585j -0.0222108+0.0152195j 0.013064-0.00301361j 0.0280279-0.00391121j 0.0180695-0.0151324j -0.00687394+0.0183253j -0.0259156+0.00873337j 0.014271-0.00479192j -0.0173467-0.026424j -0.0119936+0.00400914j -0.0169419-0.00227648j 0.0239003+0.00584429j -0.0053323+0.0132069j 0.00353046+0.0231277j -0.0034933+0.00247717j -0.00839876-0.00611161j 0.0164066-0.00206772j -0.0140545-0.00205365j 0.0129982+0.00852319j 0.0229738-0.00617703j 0.00698186+0.0203443j 0.00137609-0.0116741j 0.000815952-0.0175997j 0.00910796+0.00341183j 0.0146691-0.00662549j -0.0135626+0.0166081j -0.00336483+0.0125781j 0.00577352+0.0233968j -0.0008993+0.0107544j -0.00797667-0.00530151j 0.0151516+0.00816097j -0.0031845+0.0191126j 0.0022432-0.00273921j 0.0173459+0.0222084j 0.00929521+0.00954945j 0.012566+0.0215813j -0.0172419+0.00260527j 0.00921171-0.0010699j -0.0054368-0.0098616j 0.00402031-0.00955069j 0.0056317-0.00267961j -0.00217043-0.0020332j 0.00596036+0.00822708j -0.000663465+0.00218919j -0.0030771+0.0102819j -0.0122357-0.00651051j 0.0264965-0.0100544j -0.00484046+0.0240855j 0.0215029+0.00953418j -0.0125916-0.0345267j 0.0177116-0.0148863j 0.0141692-0.00857248j -0.00580372-0.00382819j 0.0167551+0.017869j -0.00834111+0.00309925j -0.00453279+0.00140005j 0.000159317+0.0111567j 0.000406971+0.00851562j -0.018033+0.0146376j 0.00222255-0.00325115j 0.0247261-0.0091127j 0.0107705+0.0126103j -0.0151601-0.0131892j -0.0242788-0.0152148j 0.00443296+0.001068j 0.0079509-0.0150629j -0.0019472+0.0120547j -0.0049373+0.000666839j -0.00623978-0.0188699j 0.0039092-0.000148362j 0.00274877+0.0086993j 0.0141537+0.0104881j -0.0111058+0.0053923j -0.0144441-0.00164595j 0.00537805+0.000390566j 0.0153347-0.0105446j 0.0105286-0.00345104j 0.0105662-0.0104192j 0.00292323-0.0197918j 0.0214766-0.0089848j -0.0128688+0.00366118j -0.00128496-0.0226664j -0.00382702-0.00442392j 0.0180088-0.00948786j -0.00622083-0.0168665j 0.0139873-0.00800837j 
-0.000865272+0.00115238j -0.0021748-0.00232865j 0.00343393+0.00148022j 0.00692087+0.0022649j 0.0207711-0.0129734j 0.00564162+0.00130439j -0.00520099-0.00753678j 5.78466e-05+0.00386133j -0.00191766+0.00521572j -0.00501107-0.00912015j 0.00703707+0.0105976j -0.0027859-0.00465765j -0.00437423+0.0155137j 0.0208143+0.0215604j -0.0144183+0.000313575j -0.017335-0.00485741j -0.0167319-0.00433291j -0.00161161+0.00622227j -0.0160207+0.0160196j -0.000992647+0.000852403j 0.00371558-0.0115398j -0.00744172-0.00548611j 0.00254032-0.00233724j -0.0105259+0.00281296j -0.00183568+0.00692841j -0.00237152-0.00777035j -0.00351038+0.00707035j 0.00119411+0.00509563j 0.00239596-0.00114482j 0.000508302-0.00721185j 0.0133992-0.00418458j -0.00232012-0.00200859j 0.0157457-0.00149446j 0.00484904-0.00143788j 0.00235288+0.00183266j -0.00842994-0.00862322j 0.00190955+0.00435724j -0.00823436-0.00257186j -0.00154537+0.00194903j 0.00773858+0.0165082j 0.00801258-0.00113443j 0.00221277+0.00073432j 0.00451879-0.00374128j -0.00508066-0.0143865j -0.00785823-0.00411089j -0.00191714+0.00397015j 0.011542+0.00566737j -0.0136781+0.000784111j -0.00646311+0.00355178j -0.00743671+0.00340322j -0.0159103-0.00386102j 0.00111686-0.00536292j 0.0050378-0.00388688j -0.00155673-0.00176231j 0.0117459+0.00862719j -0.0188781-0.00318309j -0.00319755-0.00270079j 0.00857414-0.00562134j -0.00663098+0.00107063j 0.00447026-0.00101873j 0.00289986-0.00519104j 0.0137692+0.00773059j -0.00396225-0.0113665j -0.00328043-0.00476197j 0.0214119+0.0140326j 0.0117536-0.003676j -0.00552469+0.0134085j 0.00298563+0.00930027j -0.0148652-0.0145411j 0.00833399-0.00653545j -0.00500044+0.00130048j 0.00869658-0.00654953j -0.00249588+0.0126991j -0.01539-0.00313864j 0.00640836-0.0127074j 0.00947515+0.0156811j 0.00417097+0.00429202j 0.00800272-0.00342851j 0.00915846+0.00541064j 0.003615-0.00185827j -0.000143601-0.00586381j -0.000445213+0.0139857j -0.00221604-0.00539278j -0.0146754-0.00953818j -0.0036913-0.00100397j 0.0100589+0.00499923j -0.00337043+0.00713855j 0.00973266+0.00547871j -7.15926e-05-0.00162255j 0.00253552+0.00732281j -0.00609019-0.000440667j 0.0032077-0.0065205j 
-0.00270807+0.00203166j 0.00405217+0.00305138j -0.00252526+0.00339475j 0.00274734+0.00335319j 0.000541534+0.0101326j 0.00853935+0.0068044j 0.00316878+0.00985459j -0.00568281+0.003732j 0.0092513-0.00358807j 0.0100504-0.0108942j 0.0109052-0.00377728j 0.00203969+0.0149555j -0.00543465+0.00651968j 0.00537441-0.00221472j -0.0105884-0.00294062j -0.0208493+0.0049278j -0.0122306-0.00964724j 0.00332447-0.00348299j -0.00526413+0.00815977j 0.000963295-0.0150737j -0.014861+0.00516127j -0.00306632+0.000855412j -0.00491039-0.0104477j 0.000255987-0.0167818j 0.00116693+0.00869319j -0.0054019+0.0137724j -0.00401238+0.00524345j -0.000463653+0.0128348j -0.00504942+0.00971264j 0.008583+0.00114716j 0.00671786+0.00290877j -0.00409756-0.00165442j -0.0151661-0.00683884j 0.00208054+0.00123182j 0.0115078+0.00583724j 0.00163738+0.0137553j -0.00465028+0.00140188j -0.0087967+0.00544533j -0.0115911-0.010675j 0.00947908-0.00408793j -0.0120882+0.00738754j 0.00471247-0.00210397j -0.00918393-0.0160377j -0.0104091-0.00351572j -0.000637297+0.00777036j 0.000949795-0.00181292j 0.00373531+0.000431748j -0.000293559-0.0055768j -0.0129888+0.00564354j -0.00750233-0.0068248j -0.00501426+0.00375863j 0.0110033+0.00107005j 0.00889545+0.0112195j -0.0105731+0.000204883j 0.00409321-0.000727415j -0.00528483-0.00303037j -0.00529152+0.0123349j 0.000455052+0.00633156j -0.00241264+0.00549729j 0.00435838+0.00326964j -0.00227262-0.000410544j -0.0175819+0.00383988j -0.00689169-0.00279215j -0.00275897+0.00345377j 0.00984352+0.0125823j -0.00999132+0.00322663j -0.00437686-0.0105238j 0.00183974-0.00941158j -0.00924315-0.0156654j 0.00312036-0.0147311j 0.0055493+0.00270597j 0.00234091-0.0080572j 0.000306716-0.00299209j -0.00512247+0.00248834j -0.00266042+0.00529361j -8.62308e-05-0.00634001j 0.00386147-0.010625j 0.00592157-0.0137597j 0.00867075-0.00538639j 0.0177479-0.00205279j 0.000858089+0.00567432j 0.009679+0.000512011j 0.00231442+0.01161j 0.00356223-0.00324592j 0.00591035-0.00347428j -0.00153293-0.00421451j -0.00649206+0.00464055j 0.00573284-0.00843531j 0.00917492+0.00413779j 0.00128162-0.00113355j 0.00280881-0.00323004j -0.000852611+0.00103739j 
0.00297982-0.00687955j -0.0078478-0.00355923j -0.0014842+0.00278512j 0.0107445+0.00556139j -0.000251559-0.0194279j 0.00322155-0.00157244j 0.00748227-0.0109474j 0.000649156-0.00134471j 0.011299+0.000920078j -0.0115274+0.00383357j 0.0050114+0.00640091j 0.00982113-0.0043316j 0.00671792-0.00346844j -0.0110877+0.00632786j 0.00752379+0.0126804j -0.00814015+0.0195542j 0.00257919-0.00986652j 0.0119236+0.00940404j -0.00225811-0.00564797j -0.0148691-0.0235617j -0.02573-0.0049307j -0.0162457+0.00459879j -0.00843476-0.000207743j 0.0121183-0.0138151j 0.00686511+0.00636751j -0.00185811+0.015493j 0.00335754-0.0156799j -0.0147407+0.00645284j -0.00440546+0.0160324j 0.00651917-0.000514535j -0.000861451+0.00947663j 0.0106098-0.00626964j -0.0144454-0.00466579j -0.014057+0.00453977j 0.00425936+0.00299034j -0.00226248+0.00401706j -0.0165036+0.00204653j 0.00349453-0.0117489j -0.00265445-0.0114485j 0.00471582-0.00750622j -0.00168193-0.00225348j -0.00672015+0.00306856j -0.00366122-0.0040663j -0.00756797-0.00977481j 0.00274778-0.00408378j -0.0046816-0.000960562j -0.00544732-0.00232525j -0.00544332+0.0166278j -0.00270455-0.00602317j -0.00527471+0.0199964j -0.000266446-0.00124078j 0.00760481+0.00875933j 0.00153353+0.00517684j -0.00607064-0.00462687j 0.0109269+0.00706274j 0.00367914-0.0015114j 0.013954+0.0108808j 0.0103975-0.00184711j 0.00298838+0.00657452j 0.00220928+0.00349636j 0.0160466-0.00268648j -0.0033556-0.00239752j 0.00923897-0.00945272j 0.0102792+0.00647437j -0.000216255+0.0107989j 0.00267856+0.00351695j 0.00163418+0.00100097j -0.014829-0.0043139j 0.0146106+0.00422731j 0.00692481+0.0030257j -0.00575185-0.00243402j -0.00597239-0.0114874j 0.0191624-0.0091783j -0.00822719+0.0153905j 0.00230159-0.00521708j 0.00174942-0.00828813j 0.00973886+0.0010661j -0.000276181-0.00498573j 0.00679234-0.000540128j 0.000792807-0.00909817j -0.00621829+0.0159547j -0.0163799+0.0076724j 0.00166189+0.0134011j 0.00441595-0.018477j 0.0059624-0.0231205j 0.004625+0.00876171j -0.00249046+0.0144659j 0.00256507+0.0171803j 0.00684549-0.0059273j 0.000684485+0.00133316j -0.00113559+0.0063342j -0.00701815-0.000723481j 
