0.00822837+0.00686575j -0.00957005+0.00149056j -0.00342241-0.0125514j 1.54987e-05+0.0127924j -0.00231154-0.00220221j 0.00215709-0.0215792j 1.72193e-05+0.00684057j -0.0113297+0.00494603j 0.00514515+0.00143185j -0.00011114-0.0072661j -0.00834448+0.000950946j 0.00929681-0.00583469j -0.0037681-0.0137325j 0.0098126-0.0098949j -0.00953865-0.00103175j -0.00903257-0.00496196j -0.000589179+0.00360293j -0.00319832-0.00641506j -0.00677548-0.00516035j 0.0123946-0.00291652j -0.00048423+0.00756146j 0.00443565-0.00198247j 0.00247752-0.0124978j 0.000490986-0.000972171j 0.00431911-0.0160705j 0.000395927-0.00144222j -0.0109369-0.00404437j -0.00605815-0.00685209j 0.0121203-0.00604556j 0.00954176+0.00689968j 0.0043696-0.00442427j -0.00967782-0.0061494j -0.00064919+0.00789085j 0.00463401-0.000681225j -0.00593084-0.00511972j -0.00561137-0.00351966j 0.00195049+0.00684196j 0.00557492+0.0100006j 0.00691349-0.00220863j -0.0015725+0.00336277j -0.00251409-0.00475805j 0.000735494-0.00308372j 0.00514398-0.00530735j 0.00440068+0.00795995j -0.00331159-0.00155747j 0.0060977-0.00617226j -0.0108043-0.00493329j -0.00479863-0.00475652j 0.00454388+0.00101513j 0.00230975-0.00704044j 0.00301362+0.00170038j -0.00758624+0.00634259j -0.00141464-0.00241217j 0.00817394+0.00698942j 0.000108607+0.00183173j 0.00368372-0.00472505j 0.00456567+0.00215792j 0.00646984-0.0021775j -0.0021418+0.00409667j -0.00356653-0.00228685j -0.0017514-0.000735128j -0.00615338-0.000325229j -0.00493792+0.00714554j 0.00870733+0.00849579j 0.00242893+0.00474164j -0.00412147+0.000791582j -0.00376942+0.00678714j 0.00407989+0.00325612j 0.00927416+0.00141206j 0.00140578+0.00181173j -0.0120433+0.00245174j 0.0111643+0.00269618j 0.00390045+0.00116805j -0.00326472+0.00457138j -0.010885+0.000856271j -0.00713643-0.0014217j 0.00882247+0.00130559j 0.0030184+0.00807659j -0.00992306+0.00281563j -0.00593764-0.000917261j 0.000844984-0.00315658j 0.000719195-0.00135994j 0.000991095+0.00508282j 0.01064-0.00203988j 0.000796691-0.00993329j 0.00188524-0.0028042j -0.000370018-0.00735174j 0.00230421-0.00168415j -0.0124855-0.00284367j 0.00403245-0.00745141j 0.00263852-0.000427373j -0.00108706-0.00115494j 
0.00255117-0.00712955j 0.00843878+0.010418j -0.00356358+0.00170203j 0.00231556-0.00331658j 0.00476279+0.0169562j 0.000936996-0.000316892j -0.00668886+0.00385376j -0.00372735+0.00467287j 0.00814479-0.00834692j -0.00372578-0.0146533j -0.00396903+0.00522155j -0.0077316+0.00929409j -0.00737519+0.00392452j -0.0109037-0.00543396j -0.00366478-0.0010181j -0.00909149+0.00427711j -0.00549552-0.000245045j -0.00409097-0.00298761j -0.00604652-9.3764e-06j -0.000263371-0.00213811j -0.0036333+0.0028492j -0.00100639+0.00613015j 0.00338156+0.0130487j 0.00389264+0.00538714j -0.00278661+0.00371904j 0.00103023-0.00483248j 0.0160439-0.00679703j -0.00521017-0.00703282j 0.00745154+0.00166167j -0.00688108+0.00798226j 0.00796212+0.00131469j -0.00581205-0.00197499j -0.00172957+0.000493135j 0.00426992+0.0015119j -0.0115375-0.00247161j 0.0128014-0.00576574j 0.000565948+0.00642956j -8.08141e-05-0.00560444j 0.00312172+0.00834619j -0.00633143-0.00883881j -0.00152479+0.00353081j 0.00296577-0.000413185j 0.00167689-0.00475103j -0.00355337+0.00928515j 0.0111811+0.00311934j 0.00215714-0.00215803j -0.0033357-0.0132246j 0.0028337+0.00467166j -0.000313731-0.0135979j 0.00871312+0.00264003j 0.00177024-0.00376244j -0.000406168+0.00331834j -0.00442427+0.00164798j -0.00362386-0.00916708j -0.00404534+0.00104545j -0.00430633+0.00770857j -0.001859+0.00401075j -0.00940824+0.00287127j -0.00321051+0.00437437j -0.0031057+0.00545424j -0.000943755-0.00278895j 0.00359242-0.00890448j 0.0081878+0.00113911j 0.00112394-0.00485031j -0.00267028+0.00501646j -0.000501923+0.00278107j 0.00853491+0.0113143j -0.00681301-0.00437819j -0.00164212-0.00905573j 0.00784503+0.00334167j 0.00887678+0.0058703j 0.00467402+0.00700807j 5.55398e-05-0.00431613j -0.000562407-0.00533705j 0.00713414-0.00115274j -0.00240596-0.00429348j 0.00497741-0.000652322j -0.0088962-0.0105214j 0.00856036-0.00843776j -0.00380188-0.000928872j -0.00334992-0.00641262j -0.00193982-0.00382046j 0.0012162-0.000452022j 0.00222591+0.00861307j -0.000303054-0.00211198j -0.00344658-0.00226171j -0.00112652-0.00281942j -0.00294447-0.00216241j 0.00139038+0.00574728j -0.00414496-0.000291958j 0.00404169-0.00391776j 0.00111886+0.004869j 
-0.00416222-0.00478212j -0.00245687-0.00450636j 0.00133817-0.00682703j -0.0115869+0.0109303j 0.00954338-0.0125988j 0.00568844-0.00601571j 0.00866824-0.0122942j 0.00389489-0.0123296j 0.00558376-0.00275667j 0.00128707+0.00689381j 0.00682401-0.00800402j 0.00186291+0.0116732j -0.000718559-0.0165432j -0.00572611-0.00301703j -0.00690578+0.0116495j 0.00270215+0.00455591j -0.00242471+0.00599778j -0.00222197-5.72393e-05j -0.003655+0.00543389j -0.0079295-0.00357752j 0.00316864+0.00023208j -0.00417462-0.00157759j -0.00258066-0.00280095j -0.00673478+0.00183519j -0.0013041+0.00302253j -0.00107486-0.0026877j 0.00110905-0.00236981j 0.000952022-0.00726144j 0.000937218-0.00929306j 0.00406725-0.00229346j -0.00537867-0.00526707j 0.00582582+0.00310951j -0.00153192+0.00586104j -0.00519795-0.00573j -0.0119246-0.00372676j -0.000921047-0.0064684j 0.00132465+0.00286352j -0.000523482-0.000186392j -0.00131803-0.000459627j 0.00910988-0.00352901j 0.00822119-0.00896725j 0.00284214-0.000592204j -0.00410966-0.00530201j -0.0048334+0.00292076j -0.00208122-0.00289119j -0.00643183+0.0122504j -0.00263305+0.000724607j -0.00472574-0.000509054j 0.00194074+0.00154881j 0.00534969+0.000597463j -0.000323361-0.00940255j -0.00250175+0.00681361j 0.00335923-0.00328482j 0.00731065+0.00768692j 0.00286438-0.0116456j -0.000691149-0.00532973j 0.000920948+0.00673114j 0.00010515-0.00562154j -0.00194515+0.0102515j 0.0048648-0.00105319j -0.000211271+0.00741193j -0.00828886+0.000412301j -0.00414504-0.00353634j 0.00346287+0.00153834j 0.00778872+0.00267645j -0.00431071+0.00181408j -0.00656649+0.000851251j 0.00473801+0.00950853j 0.008414+0.00321214j -0.00251277+0.00362027j -0.0125712+0.00290761j 0.00746331+0.00704369j 0.000753502-0.00220708j 0.00164819+0.00369819j -0.0116669+0.00464022j -0.00182956-0.000312547j 0.00290737+0.0100248j 0.00299569+0.00713921j -0.00608403+0.000893245j 0.0010963-0.00242699j -0.00668377+0.00180553j -0.00459618+0.00878007j 0.00417143+0.00435868j 0.0121403-0.00229487j 0.00560161-0.00819404j 0.00828422+0.00620438j 0.0048167-0.00223349j 0.00623133+0.00698052j -0.00348023+0.000665311j -0.00161795-0.00448256j -0.00109513+0.00144733j -9.00227e-05-0.000826628j 
0.00109512+0.0138323j -0.00156724-0.00214412j -0.00523372-0.00557828j -0.00890972+0.00899169j -0.015271-0.00228354j 0.0176306+0.0112456j -0.032763+0.000937242j -0.0100782-0.00174609j -0.00307224+0.0160925j 0.0103792-0.0114549j 0.00511661-0.00607824j 0.00558449-0.00177568j -0.00324249-0.000424043j 0.00746061+0.00137608j 0.00257241-0.00959135j -0.00923404+0.00194058j -0.00499592+0.00225505j 0.00649762-0.00133338j -0.00231796+0.00929909j 0.00135605-0.00509867j -0.00104159+0.00126288j -0.00579768-0.00866873j -0.00692465-0.00859916j -0.000649587-0.0133396j -0.00883122+0.000612659j 0.00319562-0.000229159j -0.0144256+0.00690161j 0.00165807-0.00619992j -0.00531321-0.000956019j 0.0126989-0.00192453j 3.08519e-05-0.00367545j -0.00803538+0.0242903j 0.00773092-0.0098644j -0.00440491-0.00152795j 0.00791736-0.006357j -0.00280055+0.000365125j 0.00315624-0.00415349j 0.00241393-0.00155218j 0.00324732-0.0049731j 0.00293585+0.0158989j 0.00269174+0.0125613j -0.000702269-0.00129387j -0.00940348-0.00764959j 0.00673271-0.00202112j -0.00213813+0.00241483j 9.273e-05-0.012973j 0.000286429+0.00263688j -0.00207572-0.00707659j -0.0049264+0.000376625j -0.0134857-0.0108401j 0.00875698+0.00767887j -0.00586958+0.000167895j 0.00353671+0.000476937j -0.0100612+0.000752353j 0.0114889+0.00300997j -0.00230588+0.00626241j -0.00013459-0.000135056j 0.00799783+0.000362551j -0.000925347+0.000494511j 0.000584217+0.00392031j -0.00847627+0.000538247j 0.0109827+0.00564929j 0.0179337+0.00130599j -0.00443279+0.00253255j -0.00326522+0.00503603j 0.000687267+0.000715093j -0.00175466-0.00244254j -0.000848507+0.00171424j -0.00282535-0.00818483j 0.0046716+0.00134061j 0.0162982-0.0136716j -0.00659151-0.00470782j -0.00731353+0.00426533j -0.00653409-0.00414552j 0.00610805-0.00993605j 0.00664029+0.00613467j -0.0144489+3.56385e-05j 0.00560908+0.00292962j 0.00347809-0.000955371j -0.00415785-0.00476653j 0.0139668-0.000157694j 0.0131948-0.00163204j 0.00547227+2.43841e-05j -0.00775205+0.00267008j -0.000414034-0.00331492j 0.0149996-0.000721903j -0.00714043+0.0049075j 0.00365521-0.0189011j 0.000704126-0.0059789j 0.0104367+0.000852753j -0.000515264-0.0124005j 0.0123969-0.00554155j 
-0.00489527-0.00057907j -0.00244791+0.00513882j 0.00206197-0.00145303j -0.0037595+0.000363853j 0.00455697+0.00420259j -0.0014163-0.00483062j -0.00483514+0.00469911j 0.00460169+0.0146778j -0.0190131-0.000847651j -0.00427739-0.0182797j -0.00800755-0.00812013j -0.005921-0.00116323j -0.0035035+0.0130293j 0.00516763+0.0116731j 2.25046e-05+0.00443992j 0.00947445+0.00149925j -0.00202677-0.00372625j -0.00208744+0.00250369j -0.00132124-0.00586946j 0.00352317+0.00137391j 0.00576758-0.00272404j -0.00124371-0.00756219j -0.00479877-0.00137248j 0.00535781+6.69154e-05j -0.00793378-0.00644068j -0.00322276-0.0126536j -0.000831396+0.00552203j -0.00220143-0.000960182j 0.00410979+0.0040249j -0.00291143-0.00348712j 0.000315968-0.00375971j 0.00401887+0.00268834j 0.00407359-0.00515435j 0.00775324+0.00144819j 0.00297841+8.16525e-05j 0.000851683-0.00632129j 0.0016638+0.00629388j 0.0011704+0.00316923j 0.00322275+0.00812325j -0.000821692+0.00142606j -0.00145011+0.00858573j -0.0028018-0.00423247j 0.00288046-0.000606682j 0.00640328+0.000529852j -0.00300355-0.0062794j 0.00319006+0.000319367j 0.0050753+0.00851238j -0.00200149-0.00926039j 0.000111484-0.00156667j 0.00215055+0.000145394j -0.00627273-0.0027089j 0.00325718-0.00038772j 2.24615e-05-0.00148156j -0.00318033-0.00198179j -0.00110004+0.00657115j -0.000932072+0.00799068j -0.0022375+0.0101434j 0.00419445+0.000884721j -0.00323202+0.000943932j -0.00849586+0.00403945j -0.00777658-0.000558151j 0.000449169-0.00111235j 0.0033703-0.00286578j -0.00416128+0.00132166j -0.00558081-0.00313908j 0.00116286+0.00513555j 0.00111759+0.0160727j -0.00481148-0.00190122j 0.003009+0.00343231j 0.0122463+0.000580892j 0.00525269+0.000643755j -0.00398463+0.0072259j -0.00855314-0.00628133j 0.00127206-0.0071725j -0.00273178-0.00950273j -0.00115925+0.00265828j -0.00358834-0.00843346j -0.00228004-0.0062543j 0.00650633+0.00713718j 0.00248236-0.00644221j 0.00465771-0.0114775j -0.000910226+0.00106835j -0.0041054-0.00878983j -0.0168367+0.0105259j -0.00601434+0.00364952j -0.000286111-0.00881136j 0.00506978-0.00643952j 0.0117468-0.00538319j -0.0026924-0.00416279j 0.00483593-0.00150661j -0.00116562-0.00526464j 0.0059755-0.00278638j 
0.00423336-0.00135064j -0.00210087+0.00281854j -0.00120069+0.0067164j 0.0112196-0.00133498j -0.00022821+0.004317j 0.00813479+0.0196194j -0.00621073+0.00468588j -0.00419223-0.0082004j 0.00220937+0.010002j 0.00915555-0.0109006j 0.00288911+0.011329j -0.0120375-0.0067539j -0.0029622+0.00189259j 0.00736386-0.000913467j -0.00386724-0.00449609j -0.0100386+0.0011832j -0.0067041-0.00341279j 0.00703303+0.00107227j 0.00234935+0.00730525j -0.00584254-0.00317917j -0.00998905+0.00292426j -0.00556928+0.00720231j -0.00143109+0.0062839j -0.00101925-0.0041326j 0.00667514+0.00458133j 0.00319098+0.0041445j 0.00481186+0.00146857j 0.00197881-0.00213685j 0.000664394-0.00280229j -0.000300199+0.00204822j 0.00349226+0.00725239j -0.00238966+0.00483403j -0.00478529+0.00196231j 0.00433395-0.000703347j 0.000887307+0.00377781j 0.00433483-0.00149283j 0.00520444-0.00905829j 0.00340051-0.0051676j 0.000622822-0.00577975j 0.00778059+0.00181763j 0.00189321+6.37545e-05j 0.0049321+0.00599705j -0.00181625-0.00021848j 0.00473846+0.00250983j 0.00723359+0.00633195j 0.00411474-0.0014493j -0.00117935-0.00381038j 0.00386458+0.0108052j 0.000765694-0.00893802j -0.00194748-0.00603494j 0.00160155+0.000727371j -0.00823706+0.000690704j 0.00493211+0.00391113j -0.00942999+0.000571497j 0.00023906+0.000228214j -0.0031533+0.00470352j -0.00254813-0.00378696j 0.00285643+0.0069693j -0.00507067+0.00331517j 0.00712046+0.00116903j 0.00632965-0.00246248j 0.00796399-0.00322978j 0.00767061+0.00724253j -0.00421929-0.00190373j -0.00148646+0.00972518j 0.00815592+0.00102002j -0.00268112+0.0062919j -0.00258796-0.00155145j -0.00848745-0.0104884j 0.000750532-0.00171926j -0.00161329+0.00285248j 0.00319934-0.00286216j -0.000188796+0.00713734j -0.00614696-0.00136049j 0.0118282-0.00696751j 0.0188494+0.00173926j -0.00613191+0.00298079j 0.00277996-0.0023678j 0.00613965-0.000481035j -0.00178909-0.000868923j -0.00173515+0.00173622j 0.000651349+0.0022939j 0.00145005-0.00234084j -0.00420949-0.00559882j -0.00049445+0.000781443j 0.00311016-0.00288573j -0.0076331+0.0114904j -0.0102126-0.00248448j 0.00616452+0.00729691j -0.00809426+0.00716653j 0.001226-0.000366612j -0.00171464-2.69047e-06j 
-0.00760017-0.00228701j -0.00107665+0.0180828j 0.00838449+0.00276705j 0.00437466-0.00172752j 0.014825+0.0342084j 0.00325408-0.0115305j 0.00449978+0.0156074j 7.29442e-05-0.00676071j -0.0110187-0.00582634j 0.00241687-0.0150067j -0.00510416-0.00719536j -0.0078675-0.00395384j -0.00384249+0.0162021j 0.0102819-0.00338088j -0.00854936+0.00552039j -0.00543628+0.00417355j -0.00158748+0.00543473j -0.00892033+0.00201806j -0.000679215-0.00708028j 0.00296299+0.00475732j 0.00183096-0.00560784j 0.0018627-0.000436992j -0.00867899+0.00373786j -0.00310831+0.012841j 0.000176019-0.00608873j 0.00234702-0.00829156j 0.0102139+0.0037727j 0.000342043-0.00992985j -0.00163181-0.00192731j -0.00185024+0.00235105j -0.00169375-0.00283391j -0.0100098-0.00967565j 0.00503838+0.00325611j 0.00656711-0.00464505j -0.0103944-0.00458526j 0.01629-0.0115349j 0.0111671+0.00935479j 0.00399818-0.00153468j -0.00493075+0.0100888j 0.000472263-0.00750665j -0.00540333+0.00140413j 0.00185052-0.00284176j 0.0114212+0.0050944j 0.00557585+0.00981141j 0.00941214+0.000273524j 0.000114375+0.00186008j -0.00390773-0.0140757j 0.00521815-0.00832626j 0.00134562-0.00753045j 0.0140878-0.00891002j 0.00076354-0.002462j -0.000475549+0.00271908j 0.000443476+0.00265602j 0.00246382-0.00239082j -0.00890453-0.00307486j -0.00207577+0.00827753j -0.016014+0.0122516j -0.00505965+0.00940869j -0.00908953+0.00443425j -0.0011395+0.0046541j -0.00578843+0.00436602j -0.00277392-0.00595578j 0.00263974-0.00412079j -0.0072531-0.00381389j -0.00745313-0.00815814j -0.0110893-0.00132862j -0.00278744+0.0204781j -0.00246015-0.00274395j 0.00292969-0.0194757j 0.0113063-0.00567435j 0.00372365+0.00626334j 0.00611257+0.0174312j -0.0105959-0.0011681j 0.00174573-0.0109778j 0.00850152+0.000140442j -0.00319133+0.001812j -0.00182346+0.00249129j -0.0117891-0.0107978j 0.009434-0.00666529j 0.00308589+0.00126986j -0.00250227-0.00217253j 0.00898689-0.0083396j -0.00384904-0.0105138j -0.0146588+0.020568j -0.00101361+0.0124352j -0.0164618-0.00696525j 0.0137624-0.0173568j 0.0102255-0.00113275j 0.00853422+0.0141411j -0.0127824+0.00484672j 0.00393331-0.00303287j 0.00202831+0.00714531j 
-0.0039078-0.0123112j -0.00559807+0.00417188j 0.0132336+0.0100823j 0.0212969-0.0174312j 0.0212284-0.000115187j -0.0139722+0.00611289j 0.00970884-0.00582858j 0.00187914-0.000168653j 0.00643446+0.000852296j -0.0109431+0.00693126j -0.0149963+0.000818741j 0.00569538-0.00471133j 0.0235481+0.00779099j -0.0263246+0.00714579j 0.00925497+0.00591654j 0.00634624-0.00625073j -0.00238556-0.0120949j -0.000541638+0.000223992j -0.000976022-0.00544086j -0.00460704-0.00544549j -0.010843-0.00742433j 0.012064+0.00367168j 0.0027481+0.0185804j 0.00339968-0.00709651j 0.00691296+0.000171835j -0.00288943+0.0144733j -0.00140381-0.00849358j -0.00680372+0.0151768j -0.0049131+0.0047334j -0.00884492-0.00999253j 0.00179446+0.00993589j 0.00449596-0.0127156j -0.00170859-0.00412419j 0.00178711+0.00553745j 0.0186098+0.000277405j -0.0034563+0.0182452j -0.000866182-0.00494836j 0.00398517-0.00345387j -0.000285208+0.000731631j -0.000275415-0.00319652j -0.00789689-0.00519608j -0.00831321-0.00100168j 0.00525697+0.0081904j -0.0132993-0.00665555j -0.00514427-0.00278495j 0.000992124-0.00597294j 0.00927008+0.000449717j 0.00647058+0.00228544j -0.0015415+0.00127952j 0.00395008+0.00921337j -0.011164-0.00129953j 0.00796298-0.00929236j -0.00207712+0.0112451j 0.0018822-0.00986955j -0.00463394+0.00604396j 0.00955705-0.00202201j 0.00914756+0.0055775j -0.00715074+0.00354306j -0.000896492-0.0103468j -0.00438074-0.00905797j 0.00908909-0.00888313j 0.00121853+0.00100184j -0.0179995-0.0120284j 0.00458716-0.00221806j -0.00198054-0.00951345j 0.0048228-0.0080736j 0.00179099-0.0101319j -0.00744045-0.014557j -0.00860922+0.00154228j -0.00677761+0.00114625j -0.00673465+0.0115065j -0.0110743+0.00784551j 0.0140894-0.0076191j 0.00747683+0.00505838j 0.00605798+0.00227927j 0.00779806-0.00911273j 0.0155497-0.00831567j 0.00640405-0.0151564j 0.0121648+0.00222953j 0.00994454+0.00664612j -0.0179346+0.000876975j -0.0153966+0.0114634j -0.00549071-0.00206038j 0.00545976-0.00364065j -0.000358843+0.00852661j -0.00710074-0.00170279j 0.00551686+0.0157653j -0.0230741+0.0001771j 0.011243+0.00572142j -0.0124553+0.00266559j 0.00875799+0.0121184j -0.0101241+0.0112703j 
-0.00361931-0.00252927j -0.00229551+0.00473998j 0.00732377+0.00407836j 0.000896004-0.00162713j -0.00490295-0.000373047j -0.0014926+0.00611938j 0.00134711+0.000238192j 0.0100984-0.0146773j 0.00115646+0.00339886j 0.00354604+0.00257622j 0.00676715+0.00144982j -0.00708556-0.0164043j 0.00640064-0.000662325j 0.0100263+0.00392802j -0.0108432+0.00263798j 0.00673475-0.0053924j 0.00785459+0.00271837j -0.00129455-0.00253925j 0.00477708-0.00506159j -0.00228535+0.00867852j 0.00512122+0.00393358j -0.00514315+0.00629165j -0.0036498-0.00262605j -0.00415807+0.00902406j 0.00157711-0.00143897j 0.00273934-0.00680649j 0.00321102-0.000891746j 0.000540688-0.0106581j 0.00232169+0.000473329j -0.00733241+0.00473481j 0.000711315+0.00113769j -0.00149195+0.00284262j 0.00978263+0.0129317j -0.00316372-0.00284703j -0.00660676-0.000376987j -0.000797915-0.00649784j -0.001796-0.00655881j 0.00453371+0.00161839j 0.00932132+0.00333569j -0.00413645+0.00333886j 0.000372906-0.00227786j -0.00368937+0.000888445j 0.00517085-0.00433952j 0.014545+0.00640258j -0.00110052-0.00367403j 0.0032078-0.00110832j 0.00161016+0.00102016j -0.0049566+0.00106409j 0.000212778-0.00578719j -0.000773732-0.00213754j 0.000125957+0.00164675j -0.00320489+0.00527826j -0.00182652-0.00468448j -0.00207156+0.00367871j -0.00419783-0.00334038j 0.00090073+0.00357269j -0.000100162-0.00447564j -0.000245543-0.00210819j 0.00349562+0.000320438j -0.00168904-0.00164472j -0.00853621-0.000902578j 0.00675858+0.00206605j 0.00497621+0.000995112j -0.000356475-0.000430111j -0.000395212-0.0034658j -0.00403893+0.00142368j 0.00115522+0.0177016j 0.00296099+0.00788585j -0.00169754-0.00779652j -0.00162054+0.00646039j -0.00184565-0.00547813j -0.0108181+0.00644976j -0.00318872+0.0052376j 0.00445233-0.000937967j 0.00879529+0.00228749j -8.97213e-05-0.00450946j 0.000672492+0.00869446j -0.00638618+0.00333541j -0.00619819-0.00200814j -0.00470481+0.000818366j -0.00447648-0.00199543j 0.00407073-0.00556176j -0.00215687-0.00856331j -0.00689903+0.00514182j 0.0046915+0.00768581j -0.00309733-0.000811291j 0.00659619-0.0023924j 0.00570114+0.000888452j 0.00462179+0.00844605j -0.00961657+0.00233609j -0.000144462-0.000605391j 0.000396035+0.00146757j 
0.00714055-0.00419052j -0.00783093-0.00535226j -0.00491162-0.00696067j -0.00267414+0.00643076j 0.0135204-0.0111447j 0.00513714+0.0289121j -0.0199838-0.00405866j -0.0113725-0.00414538j 0.00806348+0.0030139j 0.00328268-0.00147404j -0.00466414-0.00239402j -0.00810708+0.011288j 0.0081953-0.0258014j -0.0109544-0.00488781j -0.000960515+0.00550888j 0.00905045+0.0081153j -0.00565884+0.00041553j 0.00958672-0.00614121j 0.00148255+0.00207039j -0.0173785-0.00873617j -0.00759308+0.00436338j -0.00105159-0.00176836j 0.00949091+0.0122482j 0.00492552-0.00198564j 0.00872215-0.00169505j 0.00144551+0.00390873j 0.00857676+0.00211062j 0.00472596-0.00336369j 0.0040347-0.0158588j 0.00348814-0.00530305j -0.0010632-0.00180914j 0.00882009+0.00584913j 0.00537167+0.00928328j 0.00813124-0.0116468j 0.00745418-0.0056703j -0.00376351-0.0055981j 0.0135312+0.00550352j 0.0109039-0.00591897j 0.00573571+0.00781425j -0.00469849+0.00887314j 0.00435934-0.00733134j -0.00797178+0.00113389j -0.00270507+0.00694239j 0.0053746+0.0078591j -0.000520629-0.00305455j -0.0032358+0.00801098j -0.00754015-0.00472836j -0.000760909+0.0055229j -0.00249466-0.0152454j 0.000524553+0.00148426j 0.00208472-0.00503658j -0.00282788+0.000102036j 0.0043017+0.00215526j 0.00107404-0.004811j -0.00683501-0.012014j 0.00421856+0.0022793j 0.0103109-0.004584j -0.00747897-0.0067315j -0.00697227-0.00182188j -0.00317437-0.011357j -0.00711128-0.00344865j 0.00869327-0.00314094j 0.0125807+0.00245964j 0.00269981+0.0082445j -0.0105173+0.0128248j 0.00735922+0.00550679j 0.0127736+0.00652975j -0.00211161+0.0040109j 0.000734813-0.00396727j -0.00951056+0.0114581j -0.001082+0.00153439j 0.00157254+0.00736216j -0.000149968-0.00123717j 0.0102808-0.00213608j 0.00319658-0.00681112j 0.0165975-0.0084456j 0.00198888+0.0178536j 0.0112245+0.00601499j 0.00161236+6.5921e-06j -0.00696986-0.00966885j -0.0122094-0.00728957j -0.00991098+0.00220987j 0.0024824+0.00140079j 0.0109517+0.00575902j 0.00407508-0.0122594j 0.0317528+0.000995226j -0.00378552+0.0291064j -0.0207159-0.00940744j -0.00597017+0.00405247j -0.00379145-0.00719854j 0.00445661-0.00446114j 0.00182663+0.00080336j 
0.00270728+0.0101534j 0.00834732+0.00147144j -0.00459631+0.000391373j -0.00523087-0.00285709j -0.0100209+0.00430876j -0.00209824-0.0205046j 0.00327548+0.00617722j -0.00132401+0.00294094j 0.00500629-0.00699787j -0.00356623+0.00317547j 0.00639424+0.00531723j 0.00406671-2.35701e-05j -0.00618293-0.00647592j 0.0129383+0.000939845j 0.00436311-0.0148059j -0.0032616-0.00238643j 0.00955815+0.00335124j 0.00757328-0.00281137j 6.34601e-05+0.000710956j 0.0146403+0.00369648j 0.00393634-0.00333928j 0.00146919-0.00381479j -0.00102262-0.0111725j -0.00436778-0.00574244j -0.0022742-0.000531776j 0.00498375+0.00416944j 0.00060795+0.00373083j 0.00312562-0.00024916j 0.00473242+0.00219645j 0.00310769+0.00325547j -0.000718209-0.0053826j -0.00782094-0.00134814j -0.000154346+0.00084721j -0.00529301+0.00424457j -0.00320813+0.000868338j -0.00507881-0.00183494j -0.00260127+0.00299165j -0.0042068+0.00104942j -0.00225196-0.0076548j -0.00571544+0.00595898j -0.000500248+0.00703264j 0.00247492-0.000523355j -5.30813e-05-0.00328515j -0.00262518-0.00447484j 0.00410778+0.00315595j -0.000265822+0.00275944j -0.00343293+0.000765362j 0.000378263+0.00516663j 0.00172869+0.0101594j -0.000305244-0.000962328j 0.00634602+0.00226574j 0.000963922+0.00499168j -0.00480956-0.00973792j -0.0012964+0.00212921j 0.00517017+0.00195797j 0.000155652+0.00455517j -0.001824-0.00821173j 0.00249007+0.00171854j 0.00419407-0.00280004j 0.000169271+0.000443321j 0.00147243+0.00255778j 0.000340868+0.00587404j -0.000922638+0.00572764j -0.000670961-0.00145061j -0.00236662-0.00690621j -0.00572365-0.00102478j -0.000417589-0.0144136j 0.00113809-0.000587363j 0.00332258+0.00623115j 0.000667901-0.00702149j 0.00359516-0.00804692j -0.00059339-0.0103335j -1.57484e-05+0.00441581j -0.00486275-0.00214559j 0.00131124+0.003325j -0.0131234-0.00311502j -0.00509007-0.00123655j -0.00504479+0.00424244j -0.0105916-0.00727082j -0.00314262+0.0077387j 0.0053232+0.00786753j 0.0121297-0.0172356j 0.000402608+0.00332442j 0.00147783-0.00492432j 0.00139142+0.00221267j -0.0174612+0.00532393j -0.000411383-0.0176272j 0.00678093+0.00349834j -0.000153067-0.00344306j 0.00638547+0.00428858j -0.00382778-0.00245655j -0.00026607-0.00160211j 
