0.259089+0.156257j -0.157773+0.259151j -0.0997631-0.0338868j -0.031257+0.105379j 0.0768468+0.067595j -0.0851191+0.0277947j 0.115382-0.0767548j 0.0638454+0.15617j 0.0919683-0.020274j -0.03401+0.050333j -0.0412676+0.0613948j -0.00224207-0.101581j 0.0204214+0.0547409j 0.164936+0.0400259j 0.0643514-0.0130712j 0.0881216-0.176485j 0.0223381+0.00518636j -0.0852129-0.0607385j -0.00588906-0.0952885j 0.0761596+0.0269614j 0.00926723+0.0520993j 0.0401905+0.0343214j 0.109135-0.0908888j -0.0771585+0.0832955j -0.0220963-0.0542931j 0.0945061+0.0226365j 0.070679+0.0495339j -0.0878082+0.0499373j 0.000546294+0.0853324j -0.00390974-0.0205005j 0.0840338+0.0145327j 0.068107+0.0882683j -0.00390472-0.00772975j -0.0225297-0.00092853j 0.125743+0.0180121j 0.0851506+0.0540051j 0.0467924-0.0108626j -0.0150336+0.0440562j -0.0768049-0.0214147j -0.084961-0.0127169j -0.0556444+0.0135267j 0.0727816+0.00507471j -0.137657-0.0216482j -0.0377453-0.00512645j 0.0264761-0.0982588j -0.0167378+0.000497773j 0.0377674-0.00760216j -0.0106756-0.0969891j 0.0452794+0.136906j 0.0225752+0.000115117j -0.05995-0.0158345j 0.0321941+0.070805j -0.0125169-0.0459915j -0.0424649-0.11189j -0.0656415-0.0726811j -0.085584+0.0872375j 0.0155073-0.0953648j 0.0626128+0.00752058j 0.0911894-0.142164j 0.0206985+0.00145517j -0.01309-0.0534593j -0.0106687+0.117503j -0.041389+0.019803j -0.129441-0.0275398j -0.0427352-0.0499541j 0.0842615-0.0591041j 0.0216335+0.0368264j -0.0138214+0.0316828j -0.0699874+0.00236434j 0.0988+0.126863j -0.106483+0.106467j -0.0141903-0.00602192j -0.0422016+0.0492809j -0.168092-0.0613515j 0.056895-0.166189j -0.086672-0.268027j -0.268131+0.0855326j 
-0.00134499-0.000917643j 0.000766657-0.000623974j 0.00231885-0.00174206j -0.00175276-0.00192399j 0.00255889+0.000883241j 3.46788e-05-0.000601273j 0.00238124-0.00242668j 0.000754356+0.00103997j -0.000108017+0.000701875j 0.00165036+0.00250857j 0.00105188+0.000834434j -0.00298059+0.00241774j 0.00103258+0.000963892j -0.00177654-0.00179658j 0.000582604+0.000729566j 0.00169296-0.00117787j -0.00127124-0.00278949j 0.000760768-0.000165112j 0.00104475+0.0010257j 0.00348451-0.000919977j 0.00256958+0.000932223j -0.000741347-0.000581003j 3.13371e-05+0.000576709j 0.000435121-0.00109004j 0.00121525-0.0011167j 0.00126394-0.00108861j -0.000979791+0.000889667j -0.000650635+0.00111441j 0.000218795+0.00394895j -0.00159581+0.000494562j -0.00162649+0.000525668j -0.0002989-0.000301624j -0.00271207-0.0011795j 0.00283792-0.00190581j -0.00075318-0.00168341j 0.000823859-0.00166067j -0.000679613-0.000652838j 0.00142062+0.00141714j -0.00053904+0.00226199j -0.0011668-0.00105038j -0.000558225+0.00108329j 0.00221087+0.00184884j 0.00215085+0.000683973j -0.00197341-0.00190208j -0.00323049+2.31414e-05j -0.000740315+0.000766065j 0.000763142+0.00138505j 0.00232732+0.00180315j 0.000784804-2.06797e-05j -0.00218496-0.000208759j 0.000634366-0.00262599j 0.00178965-0.00137198j 0.000457831+0.00167168j -0.000635954-0.00186365j -0.000930015+0.00136146j 0.00128078-0.000705745j -0.00178293-0.000429205j 0.00108992+0.000304615j 0.00299308+0.000324324j 0.00052267+0.00174154j -0.000984986-0.00120184j 0.000480474+0.00283461j -0.00223911-0.0015025j -0.000637328+0.00161551j -0.00178879-0.00214782j 0.000826644-0.000666032j 0.000676005-0.000283432j 0.000473014-0.000189417j 0.00150018+0.000235622j 0.00216392+0.00138571j -0.00114207-0.0012116j 0.000920748-0.00207916j -0.00346204-0.00320108j 0.00172969-0.00146761j 0.000382367+0.000298823j 3.47474e-06-0.00343263j -0.00334952+0.000751268j 
0.00181275+0.000222607j -0.000238416+0.00188923j -0.000714356+4.50489e-05j 0.000383506+0.000236802j -7.73919e-05-0.000241511j -0.000625553-0.000911315j 0.000196496-0.00129116j 0.000342397-0.000258146j 0.0011316-3.98006e-05j -0.000280307+0.000182519j -0.00124494+0.000931634j -0.000637665-0.000300942j -0.00116161+0.000835728j 8.13751e-05+0.000111941j -0.00164187+0.000181883j -0.000979638+0.000110987j 6.62686e-05+0.00140037j -0.0010966+0.000286466j -1.02947e-05-0.00103164j 0.000343604-0.000275126j 0.00162139+0.000445329j 0.000201584+0.000734094j -0.00216564-0.00089325j -2.47059e-05+0.00120023j 0.0007945-0.000590801j 0.000602809+0.00150682j -0.00231006-0.000222695j 0.00148276-0.000132974j -0.000367286+0.00174117j 0.000637107-0.000207151j -8.39883e-06-8.69752e-05j 2.45079e-05+0.00208309j -0.000870428+0.000112046j -0.000155288+0.000170436j 0.000305024-0.00134636j 0.00036186-0.000455385j 0.000162919-0.000725291j 0.00349744+0.00348619j -0.00166812-0.000396896j -0.000337098+0.00107391j 0.000163075-0.000121248j 0.00242989+0.00066786j -0.000921197-0.000356792j -0.000278068-0.0014759j -0.00186711+0.000131476j -0.000672107+0.00106892j -0.000481793+0.00238964j -0.000831716+0.000724512j 0.00212747+0.000505151j 0.000606118-0.00243912j 0.000405673+0.000320622j 0.00143469-0.00323519j -0.000351818-0.000288832j 0.00347793-0.000303875j 4.19909e-05-0.000646586j -0.00127156-0.000607232j 0.00108696+0.000333905j -0.000171879+0.00188826j 0.00377488-0.00131664j 0.000526178+0.00349423j 0.000794778-0.00127368j 3.82062e-05+0.00132756j -0.00282544+0.00102176j -0.00159141+0.00153447j 0.00104597-0.00028288j 0.00037774-0.00120199j 0.0008556-5.32466e-05j 0.00260346+0.000328765j -0.000895433-0.00184183j 0.00169905-0.000666277j -0.000434708-0.000663291j 0.00030763-0.00285786j -0.000364783-0.00172411j -0.000906245-0.000854634j 0.000634257-0.00199755j 0.00142948-0.00112895j -0.00120167-0.00111476j 
-0.00227684+0.000491104j -0.000668918-0.00237404j 0.000417705-0.000539346j -0.000146904-0.000500752j 0.000250775-0.0010648j 0.00143004+0.00120581j -0.0013528+0.000231267j 3.30184e-05-0.00145378j -0.000457602+0.000679664j -0.000154611+0.000380007j 0.000211203-0.00206971j 0.00156457+0.00057821j -0.00148389+0.00077708j -0.00100628+0.00104116j -5.03198e-06-0.000838808j 2.6038e-05+0.000346831j -0.000372225-0.00127372j 0.000472268-0.00106358j 0.000656121+0.00119137j -0.000852747+0.000320475j 0.00149921-0.000783023j 0.00187501+0.000471169j -0.000966034-2.54415e-05j 0.000133383-0.00154501j -0.000519246+0.00126363j -0.000775595+0.000170624j -0.000770305-0.000783762j -0.000754454-0.00061932j 0.000236196-0.000927485j 0.000360368-0.000894639j -0.000204066+0.00101724j -0.000480448+0.000500473j 0.000849673-0.000149958j 0.000237328-0.000940548j -0.000882139-0.000432413j -0.00131566-2.12909e-06j -0.00198326+0.000345989j -0.00241478+0.000450034j 0.000298083+0.000664864j -0.000370362-6.1455e-05j 0.0015792+0.000535303j 0.000490501-0.00181459j 0.000135884+0.000777708j -0.000730078+0.0017681j 7.11891e-05+0.000200049j -0.000230893+0.000694854j -7.95792e-05-0.00174984j -0.000553953-0.0010366j 0.00138084-0.000560227j 0.000601571+0.00224025j -0.000622847-0.000913695j -0.00179758-0.00116573j 0.00168896+0.00033567j -0.00132219+0.000722227j 0.00261062+0.000585721j -0.000378728-9.36357e-05j -8.00559e-05+0.00161169j -0.002195-0.00117336j -0.000706945-0.000148239j -0.000640663-0.000297994j -0.000288618+0.000378045j -8.10532e-06-0.000611726j 0.000569081-0.0020522j -0.0004827-0.000472174j 0.000636856+0.000860813j -0.00127976+0.000975482j 0.000522658-0.00200998j -0.000762143-0.000346897j 0.000734435+0.00196437j 0.00019602+0.000507811j 0.00217193-0.000580387j 0.000503488+0.00204257j 0.000917647-0.00268784j 0.000442222+0.000909533j 9.42346e-05-0.000118697j -0.000863902+0.00232806j 0.00197844+0.000855536j 
-0.00362597-3.30567e-05j -0.000140304-0.00322198j 0.00245781+0.000734494j 0.000602766-0.00158717j 0.00257438+0.000629271j 0.00127968+0.000693398j 0.0010866+0.00024641j -0.000340245+9.84044e-05j -0.00135347+0.000605396j 0.000787157+0.00215295j 0.00138267-0.00130561j -0.000704248+0.000233076j 0.00143934-7.37763e-05j -0.00160717-0.00134948j 0.00122691-6.16485e-05j 0.00113542+0.00049969j -0.000911599-0.00289078j 0.000346741+0.000110741j 0.00174926+0.001649j 0.00155133+0.000361265j -0.00125901-0.000731925j -0.00034859-0.00160281j 0.00161454+0.00173143j -0.000504203-0.00198014j 0.000425033+0.000913605j -0.000517759-0.000887183j 0.00055539-2.863e-05j -0.000585872+0.00139394j 0.00112167-0.00049789j -0.00143837+0.000371683j -0.000340205+0.000727533j -0.00101974-0.00220879j -0.000282726+0.000129587j 0.000823835-0.00144111j -0.00183566+4.18226e-06j 0.000103167-0.000953118j -0.00116129+0.000641264j -0.00442454-0.000752807j 0.00173536+0.0020234j -0.000411479-7.8983e-05j 0.00092575-0.000293954j -0.000916314-0.000444417j 0.00203821-0.000504566j 2.78493e-05+0.000927669j -0.000655616+0.000938338j 0.00181691-0.000979996j -0.000749841-0.00178018j 0.000437617-0.0008768j -0.00148386-0.00023326j -0.00128451+0.00321786j -0.00106419-0.00180088j -0.00171804+0.00123081j 0.00140868+0.000197005j -0.0032577+0.00189291j 0.000726855+0.000362623j 0.00190594-0.000255726j -0.00190169+0.000288267j -0.000548086-0.00150813j -0.00236068+0.00098872j -0.00125804-0.00138878j -0.00141772+0.00120213j 0.000959569-0.00144504j 0.000670017-0.00143907j 0.00202622-0.00097155j -0.00189532+7.51289e-05j 0.000277631+0.00100702j -6.72503e-05-0.000355965j -0.00334642-0.000273996j 0.00104048+0.00212175j -0.000539653+0.000745733j 0.00152664-2.33416e-05j 0.000469869+0.00126593j 0.000909764-0.00178086j 0.000659003+0.000371016j -3.29015e-05+0.000721775j -0.000693705+0.00205427j 0.0019917+0.00090716j 
0.00105162+0.000196836j -0.00015007+0.000929682j 1.13746e-05+0.00187769j 0.00156378+0.000253885j 0.000603613-0.0006532j 0.000672812+0.00109193j 0.000652048+0.000579563j 0.000155729+0.00156612j 1.71881e-05-7.00483e-06j -0.000378926-0.000764693j 0.000298534-0.000299039j 0.000543648-0.000552313j 0.00192366-0.00114187j -0.000551815+0.000391379j -0.000321225-0.0004416j 0.0002371-0.000301648j 0.000473132-0.000477319j 0.000181368+1.92218e-05j -0.00119712+0.000653205j -0.00103353+0.000972223j -0.000659011+0.000287492j -0.000727205-9.38075e-05j 0.00116456-0.000134203j -0.000570446+0.000252891j -0.00069334+0.00136361j 0.000411297-0.00079447j 0.0020757-0.000248299j 0.000571025+0.000230262j -0.00052351-0.0012693j -0.0012118-0.000542555j 0.000856847-0.000373525j -0.00110905-0.000143207j 0.00187463-0.00182804j -0.00123991+0.00159171j 0.000101371+0.00160425j 0.00128954+9.01455e-05j 0.000995568+0.00158256j 0.000402229-1.41923e-05j 0.00123362-0.00199895j 0.000327774-0.000879111j -0.000833698-0.00094502j -0.0017785-0.000426965j -0.00024826-0.00051898j 0.00109681+0.0014261j 0.00148629+0.00101403j -0.000149393-0.000498582j -0.000803028-0.00120783j -0.000950588+0.000837607j -0.000631864+0.000150444j 0.00259239+0.000657837j -0.0013676+0.00191412j -0.00149083+0.00145518j 0.000886138-0.00103j 0.00104565+0.00191938j -0.000861193-0.000615288j -0.000583531+0.000367754j -0.000211031-0.000368473j 0.000780284+0.000610372j -0.00117245-0.000187611j -0.000358395-0.00211722j -0.000343493+0.000301795j -0.000411545-7.15018e-06j 0.000744272+0.0016816j 0.00129473-0.00118259j -5.44405e-05-0.000685027j -0.000330019+0.00106614j -0.000940829+0.000421301j -0.000333524-0.00029649j -0.00210749+0.000343914j -0.00148835-0.000506458j 0.000482374+0.000672056j -0.000726589+0.000947099j 0.00117582+0.00251329j -0.000613536-8.11539e-05j 9.38236e-05+0.000402467j 0.000344645+0.00129138j 0.00139546-0.000596787j 
-0.000861064-1.69126e-05j 1.28191e-06-0.000880683j 0.00032049-0.000133104j -0.000437909-0.000185404j -0.0013147+0.000786209j -0.000270071-0.00140825j 0.000189719+0.000617862j 0.000628919-0.000731628j -0.000271586-0.00183521j -8.34266e-05+9.74602e-06j -0.0010126+0.000584538j -0.000275392-0.00225013j 0.000229317-0.000397167j -0.000334519-0.000606748j -0.000997966+0.00131339j -0.000653314+0.00186239j 0.000965256+0.000766153j -0.000395065+0.00107325j 0.000940828-0.00215592j -0.0012897-0.000185656j -0.00295378+0.000220761j -0.000756432-0.00147351j 0.000242765+0.000803731j -0.000302472-0.000753506j -0.000613178-0.000274642j 8.56064e-05+0.000497309j 0.000339097-0.00132229j 0.000837726+0.00169713j 0.00182193-0.000827175j 0.00176922+0.000442284j 0.000501224-0.0011854j 0.000690784-0.000670263j -0.000115982+0.00409503j -0.00177559+0.000639269j -0.000430439-0.000610858j 0.0002632+0.000854316j 0.000562802-0.00182787j -0.00103538-0.00212183j -0.000166877-0.000562141j 0.000613611+0.00212655j 0.000309938-0.000513822j 0.000227218+0.00105858j -0.000470614-0.00179096j 0.00112325-0.000802418j -0.00116081-0.000104546j 0.00191954-0.00162216j -0.000358023+0.000799019j -0.00104834-0.00108971j -0.00322018+0.00141949j -0.00138008-0.00105641j -0.000347526+0.00116697j 0.00130189-0.000244969j -0.00225489-0.00104803j -0.0001343+0.00198142j -0.00170925-0.000615515j 0.000813886+0.000128838j -4.41935e-05+0.000381748j 0.000151096-6.4504e-05j -0.000156931+0.000538559j -0.000322058+0.00141979j 0.00017084+0.000315223j -0.000369189-0.0023037j -0.00052915+0.00121059j 0.00213489-0.000948248j 0.000391607-9.71854e-05j -0.000133114-0.00155258j 0.000200149+0.000357074j 0.000383122+0.000568641j -0.00133321-0.0008518j -0.00126002-0.00090546j 7.01887e-05+0.000347029j -0.000795308-0.000636769j 0.00129309+0.000764552j -0.000848132+0.000167711j -0.000297842-0.000353772j 5.52837e-05+0.000930949j 0.000999287-0.000159146j 
0.00472654-0.00140665j 0.00193071+0.00424698j -0.00139065-0.000399487j -0.000604984+0.00101767j -0.00311116-0.00102613j -0.00168986-0.0019133j 0.00129561+0.00101936j -0.00058737+0.00335277j 0.00181167-0.000149574j -0.000806673-0.00212371j -0.000763153+0.0021002j 1.26454e-05-0.00169897j 0.0016828-0.00170557j 0.00363011+0.000534383j 0.00101245-0.000803437j -1.27628e-06-0.00145114j 0.000850397+0.00362534j -0.000987297+0.00235469j -0.00310781-0.00335679j -0.000361178-0.000729786j -0.0022479+0.000489479j -0.000638747+0.000856686j 0.00285739-0.00147773j -0.000100559+0.00379357j -0.000947727-0.0021665j -0.000223733-0.000543827j 0.00341278+0.00213081j -0.000633478-0.000473859j -0.00130154-0.000435725j 0.000451273+0.000155055j 0.0013596-0.00194785j 0.00184074-0.0016736j 0.00174898-0.000261155j -0.000363851+0.00238175j 0.00284635+0.00208263j 0.00147486+0.00330909j 0.00268707+3.35579e-05j 0.0030791-0.00452395j -0.000379074-0.00166636j 0.00164905-0.00102542j -0.00335954-0.00181116j -0.00363828+0.000386998j -0.00186502-0.000296181j 0.00192982-0.00219934j 0.00334375-0.00189294j -0.000146633-0.00184562j 0.00153336+0.00140486j 0.000495068+0.000443102j -0.00330346+0.000970287j -0.00121366-0.00384281j 0.00144934+0.00198732j 0.00303598+0.00467892j -0.00308095+0.000697463j -0.000149187-0.00287812j -0.00422466-0.000217877j -0.00114221+0.0014961j 0.00205296-0.00235399j 0.0030318-5.06474e-07j -0.00209199+0.00103259j 0.00147463-0.00256649j 0.00128778-0.00045579j -0.00102435-0.00132881j 0.00415357+0.00259147j 0.000777214-0.00110508j -0.000411742+0.00119799j 0.000447489-0.00169966j -0.00106315+0.00374014j 0.00106304+0.000714813j -0.000738268-0.00228968j -0.00387072-0.000160222j -0.00367851+0.000707017j -0.00199431-0.000232441j -0.000415412+0.00601137j -0.00150072-0.000409838j -0.000421543+0.000648639j -0.000261457-0.00424044j -0.00370035-0.000467578j 
0.0010179+2.71094e-05j -0.000284726+0.000663948j -0.0013547+0.000213489j 0.000115886+0.00127363j -0.00164425+0.000902506j 0.000456954-0.000231229j -0.000508977+0.00153113j 0.00058772-0.0014447j -0.000439555-0.00160916j -0.00128433-0.000465461j -0.000824912-0.000741408j 0.00136183-0.00284317j -0.00139828+0.000351129j 0.00116665-0.000260613j -0.00105472+0.000398427j -0.000990665+0.0017393j 0.00152131+0.00189599j -0.000459749-0.000377157j 0.000768037-0.000689192j -0.00168829+0.000370465j -0.00173616-0.000401876j 0.00149051-0.000107589j -0.000616177-0.000328791j 0.000693934-0.000271228j -0.000939098+0.000689395j -0.000891559+0.000584053j -0.000484589-0.00160473j 0.00063736+9.49072e-05j 0.000345645-0.00150078j 0.00255213-0.000355774j 0.000443923-0.000863733j 0.000465475+0.00116688j 0.000270063+0.00161019j -0.00202198+0.00121367j 0.00117594+0.000405207j -0.000711882+0.0004964j 0.000958762-0.00114866j -0.000662779-0.000544636j -0.000278886-0.00100973j 0.000350354+0.00115968j 0.000833896+0.000493913j -0.000879168-0.000673231j -0.00151106-0.000109193j 0.00086836+0.000829854j 0.000893494-0.000607648j 0.00160709-0.000183571j -0.000501122-8.46771e-05j -0.00135558-0.00128993j -0.000584954-0.000365766j 0.000732737-0.000144567j -0.000509998+0.00181528j -7.42953e-05+0.000110139j -0.000570043-0.00140843j 0.000301223+0.000533004j 0.000318138-0.00101331j -1.21736e-05+0.00101676j 0.000224139+0.000366822j -0.00151452+0.000152831j -0.00102591+0.000707071j -0.000828268+0.000335488j 0.00141765+0.000720079j -0.000375889-0.00179808j 0.000576622-0.00119994j 0.000402967-0.000710153j 0.00110805+0.0010958j -0.000508831-1.53081e-05j -6.17269e-05+0.000178864j -0.000195349-0.000245914j -0.000918227-0.000812417j -0.00112734+0.000196913j 0.000990877+0.00105982j 0.000121834+0.00134122j 0.00321269+0.000426326j -0.000664306-0.000123697j 0.00119872-0.000138693j -7.48187e-06+0.000467619j 5.63856e-05-0.000309122j 
0.00311399+0.000279924j -0.000467495+0.00241984j -0.00221057+0.00143674j 0.00156567+0.00193542j -0.0014328-0.000728604j 0.00109212+0.00192115j -0.00104317+0.00166963j 0.000127037-0.000155215j -0.000140238+0.00045147j -0.00241319-0.00147536j 0.00072452-0.00119264j 0.00275783-0.00080959j -0.00170757-0.00014649j 0.00231735+0.00147301j 0.00017887-0.0023134j -0.0013627-0.00135631j 0.00119223-0.000508615j -0.00143437-0.00105252j -0.00111744+0.00203564j -0.00177015+0.00218417j 0.000112002-0.000395339j 0.00203404+0.00188539j -0.000226477-0.00234537j 0.000106296+0.00151816j 0.000676928+0.00199571j -0.0013719+0.000696353j 0.00106292+0.000169694j -0.00190033-0.00314796j -0.00149086-0.00310996j -0.00106118-0.000182694j 0.00219552+0.00101101j -0.000614472+0.00150836j 0.000698387-0.00285235j 0.00126268+0.00188256j 0.000355295+0.000643982j -0.00156459+0.000908868j -0.000640089+0.00128847j -0.000462121+0.000228832j 0.00064263-0.00131745j 0.000222279+8.2453e-05j -0.00101852-0.00104567j -0.0026542-0.00256988j -0.00199385+0.00174803j 0.00200549+0.00044462j 0.00376175-0.00230746j -0.000700764+0.000142363j -0.000868239-0.00169553j -0.00257887-0.000852131j 0.00153837-0.00219374j 0.00402211+0.000703272j -0.00135514+0.00259328j -0.00204234+0.00334563j -0.000108674-0.000625942j -0.0002371+0.00117262j 0.00110044-0.0017231j -0.0022442+0.000620249j 0.00181623+0.000796999j -0.00125275-0.00160703j -0.00190983+0.000593798j -0.00135367-0.0029467j 0.000514032-0.000804568j -0.00203303-0.000251795j 0.00283309-0.000608659j -0.00116569-0.00299313j 0.000503149+0.00224188j -0.00147354+0.00168911j -0.000142723+0.00062735j -0.000540207-0.00176037j -0.000932903+0.00110866j -0.00176335+0.00178153j 0.00142063+0.00183378j -2.11889e-05+0.00402564j 0.00391569+0.00168394j -0.00100985+0.000732991j 0.00116257+0.000217474j 0.000392999+0.000308763j -0.000231675-0.00107563j 
0.00177477+0.000608252j -0.000545846+0.00147247j 0.000688605+0.00158519j 0.00174136-0.000769525j 0.000749108-0.00138666j 0.00014806+0.00204105j 0.00017552-0.000731032j 0.000406169+0.00203238j -0.000118213+0.000857917j -0.00122476-0.00143759j 0.000929308+3.90877e-05j 0.00147362+0.00162735j -0.000273796-0.000167779j 0.00199982+0.00227854j 0.000782181-0.00168192j 0.000595145-0.00335793j 0.000227685-0.00225469j -0.000445344-0.00159714j -0.000913317+0.0022048j -0.000969643+0.00198286j 0.00200044-0.000910215j -0.000165951+0.00257092j -0.00129644-0.00185279j -0.000518748+0.00159776j 0.00029973+0.000873861j 0.00101363-0.000565927j 0.000437093-0.000189062j -0.00178663-0.00322751j -2.75061e-05+2.76831e-05j -0.00234251+0.000717395j 0.00056278+0.00123414j 0.000161674+0.00159613j -0.00175817-0.00412278j 0.00152768-0.00011335j 0.000771439+0.000239962j -9.76446e-05-0.000732067j -0.000573718+0.00151609j 0.00169838+0.000386916j -0.00106994-0.000977789j -0.00256778-0.000831093j -0.00151864+0.000464752j -0.00171981-0.000416475j -0.000907294+0.000497093j 0.000994649+0.00187142j 0.00192835-0.00144394j -0.00303093+0.000869518j -0.00137115-0.00167234j -0.000208565+0.000721239j 0.0018896-0.00119673j 0.00428791-0.00286629j 4.90207e-05+0.000823963j -0.00125552+0.00208173j 0.00102446-0.00103666j 0.0012187+0.000721263j 0.00068877-0.000745448j -0.00200314+0.000415374j 0.00123513+0.000353635j 0.00120429-5.06812e-06j 4.67413e-05-0.000735411j -0.00103126-0.00195106j -0.00148226-0.00130722j -6.89769e-05+0.00283705j 0.000476584+0.000795522j -0.000524155-0.000189186j -0.00061868-0.000637301j -0.0016139+0.00203211j -0.00167581-0.000780966j 0.00191578-0.00185003j 0.00040518+0.00118352j -7.45037e-05+0.000410163j -0.00166108+0.00116495j -0.00221671+0.000505554j -0.000535854+0.00122635j -0.00208637-0.000226623j -0.000159841-0.00164004j 0.000804496-0.000818291j -0.000784966-0.00110187j 
0.000757357-0.000908241j 0.00138291+0.000664548j -0.000664219-0.001779j -0.00187109-0.000589907j -0.00178865-0.000242323j -0.00290014-0.000494261j -0.00197136-0.00108944j -0.00103703+0.000556998j 0.00308593-0.000479672j -8.68535e-05-0.00173884j -0.000786834+0.00374659j -0.000794827+0.00311931j -0.0012475-3.54016e-06j 0.00119279+0.00231761j -0.00134725+0.00155301j -0.00113172-0.00202936j 0.000168094+0.00244919j -6.24378e-05+0.000644358j -0.0026465-0.00274224j -0.000674504-0.00155318j 0.00246797+0.00028402j -0.00142468+0.000621727j -0.00214863-0.00117375j -0.000301496+0.00229394j 0.000210109-0.00189206j 0.00125837+0.0013648j -0.000255623+0.00259298j 0.000220868-0.00090695j -0.00109884+0.00319488j -0.000172667-0.000704627j 0.000237251+0.000549502j 0.00234999+0.00108725j -0.000598086-0.00194402j 0.000275369-3.84509e-05j 0.00148145-0.000175645j 0.00186233+0.000532058j 0.000465473+0.00129262j 0.007881-0.00160628j -0.00274469+0.000201652j -0.000780749-0.00192535j -0.00182988-0.000411036j 0.00243912+0.00166974j 0.00154322-0.000569378j -0.00134328-0.00168541j -0.00131554+0.000162182j -0.00287972+0.00338119j 0.00227015+0.00167017j 0.00289425+0.00185994j 0.00134336+0.000615522j -0.00302287-0.00520663j 0.000995368-0.00098719j 0.00332698-0.00410626j 0.0012375+0.00112211j 0.00278153-0.00471848j 0.000431829+0.00281947j -0.0025022-4.63943e-05j 0.000795834-0.00101289j 0.00208948+0.000907179j 0.00452954-0.00205569j 0.00227049+0.00283345j 0.00116656-0.00250321j 0.00104932+0.00257985j -0.00137122+0.00269742j -0.00196887+0.00453857j 0.0024479-0.00291113j -6.59312e-05-0.00363833j 0.00125295-0.00191078j 0.00588092+0.00132884j 0.000349615-0.00112717j 0.00185346-0.00364911j -0.0030682-0.00298485j -0.00147059-0.00520515j -0.00555155-0.000166792j 0.000577784-0.002139j -0.00023992-0.0010617j -0.000676735-0.0040768j -0.00343514+0.000920738j 
0.00188918-0.000237763j 0.000293119+0.00164951j 0.000819183+0.00190734j 0.00100705-0.000347004j -0.00124243+0.00129642j -0.000620297-0.000876185j 0.00214038+0.000701262j 0.00168189+0.0022249j -0.000463608-0.00317699j -0.00147088-0.00152788j -0.000423845+0.00243449j 0.000454857-0.00259271j 0.0010711-0.00158261j 0.00180494+0.000756343j -0.000358398+0.00243316j -0.000748141+0.00142399j 0.000817816+0.000891368j -0.000462221-0.000146225j -0.00165475-0.00058537j -0.00195409+0.00254444j -0.000862205+0.00127858j -0.00358377+0.00175745j 0.000318636+0.000170782j -0.001516+0.00101994j -0.000835242+0.000106746j 0.00183094-0.000978995j 0.000811971-0.00227148j 0.00247593+0.00123309j 0.00145788-0.000625976j 0.00106923+0.000237263j 0.00141234-0.00188989j 0.00148192-0.000221492j 0.000317863+0.00282466j -0.00264247+0.00220178j 0.00183201+0.000634896j 0.00167247-0.000714813j 0.00170097-0.0010919j -0.000792684-0.00207448j -0.00217098-0.00297943j 0.000625495+0.000258734j -9.04937e-05-0.000448296j 0.000685568+0.00049988j -0.00188637-0.00348621j 0.00158259+0.00212683j -0.000250488+0.00169275j -0.00115351-0.00264569j -0.00133846-0.000553782j -0.000816907+0.00189437j -0.001897+0.00309458j 0.00302789-0.00533346j 0.00135721+0.00419609j 0.000350769-0.000336828j -0.00188546-0.00270386j 0.00569513+0.00116014j -0.00306593-0.000631659j -0.000386078-3.91559e-05j 0.00063314-0.000977501j 0.00205828+0.00266252j 0.00102751-0.00291651j -0.000231218+0.00110568j -0.000508311+0.000129949j 0.000566088+0.00129162j 0.000274514+0.00587895j 0.00213723-0.000466772j -0.00203885-0.00414815j -0.00147556+6.18836e-05j -0.0041844+0.000301246j 0.00380626-0.0016376j -0.00240958-0.00100781j -0.0025351-0.00241693j -0.00289589+0.00148757j -0.00343243-0.000548111j -0.000502599+0.00592284j -0.00222548-0.00113578j -0.000781018-0.000328932j 0.000621084-0.00080091j -0.000399301-0.00109683j 
