0.259089+0.156257j -0.157773+0.259151j -0.0997631-0.0338868j -0.031257+0.105379j 0.0768468+0.067595j -0.0851191+0.0277947j 0.115382-0.0767548j 0.0638454+0.15617j 0.0919683-0.020274j -0.03401+0.050333j -0.0412676+0.0613948j -0.00224207-0.101581j 0.0204214+0.0547409j 0.164936+0.0400259j 0.0643514-0.0130712j 0.0881216-0.176485j 0.0223381+0.00518636j -0.0852129-0.0607385j -0.00588906-0.0952885j 0.0761596+0.0269614j 0.00926723+0.0520993j 0.0401905+0.0343214j 0.109135-0.0908888j -0.0771585+0.0832955j -0.0220963-0.0542931j 0.0945061+0.0226365j 0.070679+0.0495339j -0.0878082+0.0499373j 0.000546294+0.0853324j -0.00390974-0.0205005j 0.0840338+0.0145327j 0.068107+0.0882683j -0.00390472-0.00772975j -0.0225297-0.00092853j 0.125743+0.0180121j 0.0851506+0.0540051j 0.0467924-0.0108626j -0.0150336+0.0440562j -0.0768049-0.0214147j -0.084961-0.0127169j -0.0556444+0.0135267j 0.0727816+0.00507471j -0.137657-0.0216482j -0.0377453-0.00512645j 0.0264761-0.0982588j -0.0167378+0.000497773j 0.0377674-0.00760216j -0.0106756-0.0969891j 0.0452794+0.136906j 0.0225752+0.000115117j -0.05995-0.0158345j 0.0321941+0.070805j -0.0125169-0.0459915j -0.0424649-0.11189j -0.0656415-0.0726811j -0.085584+0.0872375j 0.0155073-0.0953648j 0.0626128+0.00752058j 0.0911894-0.142164j 0.0206985+0.00145517j -0.01309-0.0534593j -0.0106687+0.117503j -0.041389+0.019803j -0.129441-0.0275398j -0.0427352-0.0499541j 0.0842615-0.0591041j 0.0216335+0.0368264j -0.0138214+0.0316828j -0.0699874+0.00236434j 0.0988+0.126863j -0.106483+0.106467j -0.0141903-0.00602192j -0.0422016+0.0492809j -0.168092-0.0613515j 0.056895-0.166189j -0.086672-0.268027j -0.268131+0.0855326j 
0.00899505-0.007131j 0.00741786+0.00903318j -1.25707e-06-0.0080095j -0.00815169+9.96089e-05j -0.0023215-0.00563292j 0.00026477-0.00541348j 0.00392021-0.0101458j 0.0100398+0.000665821j -0.0045899+0.00698851j -0.0182251-0.00203218j 0.00720246+0.0119542j 0.00778533+0.00879224j -0.00229227+0.0137552j -0.00681431-0.00402459j 0.00748712-0.0140188j -0.00114575+0.0148929j -0.01057-0.00370327j -0.00612058+0.00379542j -0.00548662-0.00400758j -0.00909561+0.00317365j -0.00261334-0.00501725j 0.00156851-0.000333269j 0.00166252-0.00486202j 0.000386889-0.00559542j -0.00866816+0.0084179j 0.00429211+0.00555326j 0.00845678+0.00289787j 0.000692092-0.000219887j 0.00507678+0.006233j -0.0034982+0.000189522j 0.00164285-0.00127397j -0.00476009+0.00196306j 0.0105743+0.00261244j 0.00454227-0.00760379j 0.000804468-0.00916527j -0.000268726+0.00597788j 0.00332001+0.000359687j 0.00553432-0.000944591j 0.000155864-0.00736577j 0.00202747-0.000122431j 0.00182368-0.000297688j 0.00133405-0.0011691j -1.30328e-05-0.00531276j 0.0056516+0.00172082j -0.00300134+0.00313897j 0.00889884+0.00449149j 0.00494216+0.00246358j 0.00441477-0.00358799j -0.0095194+0.00867291j 0.00520624-0.000549248j 0.00816606-0.00265237j 0.000493548+0.00409321j 0.0108013+0.00698804j -0.00016726+0.00119524j 0.00172906-0.00865921j 0.00461711+0.00543092j 0.0116112+0.00652855j -0.00907934+0.00716525j 0.00713297-0.00123167j 0.00429583-0.00481085j -0.0113492+0.0025555j -0.000178987-0.0100946j -0.00562917-0.0151624j 0.00464198+0.000663556j -0.012188+0.00990157j -0.00636113-0.0042982j -0.00334604+0.00718993j 0.0113324+0.00674094j -0.00571663+0.00505855j -0.00438267+0.00446874j -0.00645083-0.00369884j -0.00427353-0.0100792j 0.00833013-0.00714829j 0.00372032+0.0173314j -0.0165724+0.00379231j 0.00953999-0.00646556j -0.00625224-0.00934657j 
0.00439317-0.004911j 0.0050495+0.00438639j 0.00452429-0.00423256j -0.00410564-0.00446713j 0.0106659-0.0119702j 0.00925633+0.0181544j -0.0206771-0.0054474j 0.0126481-0.0140169j -0.00153697-0.00282421j -0.0107218+0.00214088j -0.00180892+0.0167777j -0.00816838-0.016941j 0.0126757+0.00271636j 0.0133655-0.00377071j 0.00287309-0.00799571j 0.0078117-0.000270353j -0.00583526+0.00646802j 0.00332191-0.00611036j -0.00802422-0.00774726j -0.00709263-8.76308e-05j 0.00433988+0.00452736j 0.00285913+0.00958699j 0.00429257+0.00139407j -0.00317093-0.00767507j 0.00470416+0.00162808j -0.00357137+0.00194221j 0.00287562-0.000674366j -0.00126077-0.000614326j -0.0048087+0.00859764j -0.00153487-0.000691377j 0.00805858-0.00419134j 0.000240863-0.00311574j 0.00111804-0.00491662j 0.00273325-0.0105813j -0.00625382-0.00656013j -0.0109874+0.00410507j -0.0015684+0.0108421j 0.00267194-0.006912j -0.000485247-0.00436236j -0.000353224+0.00564456j -0.000108968-0.0100355j 0.0131808+0.00221925j -0.00680288+0.00176993j 0.000922537-0.00712489j -0.00503041-0.000362122j 0.00600654-0.00372229j -0.00619037-0.00205943j 0.000942006-0.000716898j -0.0112231-0.00054104j 0.00265575+0.0034612j 0.0034873+7.65779e-06j 0.00680814+0.00359412j 0.0119296+0.00216338j 0.00260767-0.00661782j 0.00313825-0.00584439j 0.0024685-0.0070665j 0.000968586+0.00940234j 0.000763928-0.000107742j 0.000180661+0.00423975j 0.00650051+0.0040218j 0.0022076+0.0092601j -0.00966988-0.0048703j -0.000143552-0.00258757j 0.0145238-0.00211925j 0.0107955+0.00477372j -0.0110762+0.0180618j -0.00663717-0.0109386j -0.00222939-0.000623134j -0.00182754+0.00574054j 0.00963698+0.0174001j -0.0275446+0.00519757j 0.00129645-0.0259467j 0.0145948+0.00308636j -3.6022e-05+0.000499166j -0.000243472+0.000272799j 0.00110463-0.00492028j -0.00480428-0.00103441j 
0.0059071+0.00678069j -0.00682454+0.00577443j 0.00779642+0.00531199j 0.00533851-0.00820657j -0.0152225+0.00242324j -0.00460105-0.00981646j -0.00795064-0.0037412j 0.001598-0.0124006j 0.00342087+0.00575002j -0.00812637+0.0140812j 0.0088239+0.00497804j -0.00307778-0.00618332j 0.0115009-0.000765441j -0.00417268-0.000969948j 0.00828566-0.00577024j 0.000940346+0.0162748j -0.00486897-0.00931815j 0.00434503-0.00992768j 0.00259825+0.00295246j -0.00580541-0.00718152j -0.000447646+0.00256835j -0.00844755+0.00282008j -0.00233807-0.00831355j 0.0117754+0.00241373j -0.0146608-0.00166845j -0.00432467+0.000236959j -0.0123052+0.00383332j -0.00408808+0.003633j 0.00212179+0.00264297j -0.00715504-0.000732195j 0.00963255-0.000580735j -0.00116577+0.00106337j 0.00533512-0.00108859j 0.000512937+0.0020005j -0.00111726+0.00253872j -0.0032195-0.00465631j 0.00218288-0.000841788j 0.000612028-0.00242856j -0.000103568+0.00385477j 0.00514433-0.000566349j -0.0101039+0.00678138j 0.00351889+0.00265969j -0.00138279-0.00183148j -0.000511964+0.0145883j 0.00368466-0.0148127j 0.00368827+0.000469993j 0.00784484-0.00115934j 0.00793381+0.00833109j -0.00342647-2.39157e-05j 0.00362635+0.00221844j -0.00952741+0.00303004j 0.00128994-0.00741177j -0.00308268+0.00641473j -0.00356544-0.0052445j -0.00303933-0.0103679j -0.00138642-0.00740791j -0.0142949-0.00141656j 0.000302128-0.00875486j 0.00755606-0.00854939j 0.00994546+0.00212437j -0.0125652+0.00262048j 0.000751029-0.00975697j -0.0108715-0.0102216j 0.00228547-0.00852275j 0.013078+0.0111235j 0.00146317+0.0183815j -0.0149338+0.0169496j 0.0216436+0.00385349j 0.00491721+0.0148949j 0.00464462-0.00674696j 0.00550466-0.00334161j 0.0114286+0.00248035j -0.000629495+0.0112906j -0.00700426-9.08082e-05j 0.000247946-0.00696387j 0.00369124+0.00438292j 0.00442537-0.00377279j 
5.45335e-05-0.00507563j 0.00521737+2.87862e-05j -0.00744382-0.00594066j -0.00594532+0.00785365j 0.00840255-0.0102616j 0.00911961+0.00517914j 0.00360851-0.000759295j 0.00601792+0.00518485j -0.0059395-0.0032144j -0.00180911-0.0111879j -0.00486663+0.00207023j 0.00355792+0.00240782j -0.00465156+0.00474169j 0.00131906-0.00267343j -0.00318544+0.000985661j -0.00350995-0.00460541j 0.00273293+0.00403024j -0.000709067+0.00730414j -0.00362065-0.00174705j 0.000903396+0.00381985j -0.000117154-0.00151075j 0.00530341-0.0011106j 0.0036253+0.00480572j -0.00658931-0.00308241j 0.0059993+0.000358212j 0.00363145+0.00106548j 0.00927807-0.00479053j 0.0017059-0.00348997j -0.00291307+0.0020582j 0.00475912-0.00181731j -0.00531134+0.000264302j -0.00169215-0.0016011j 0.000362513+0.00316523j 0.000556075-0.0029922j -0.000560841-0.00480884j -0.000205891+0.00591692j -0.000549693+0.00165428j 0.00190954-0.00067477j -0.000941899-0.00622931j -0.00275778+0.00171608j 0.0060666-0.00667703j 0.000932039-0.00117958j 0.000686975+0.000351072j -0.000430516-0.00839692j -0.000453712+0.0105507j 0.000244592+0.00236238j -0.00491656+0.0026747j -0.0047106-0.00418153j -0.0033533+0.00149077j -0.000206103-0.000539958j 0.00859219-0.00507153j 0.00208266+0.00743262j 0.00280492-0.00185468j 0.00112921+0.001521j 0.00443067+0.00250665j 0.00233898+0.00484611j 0.013674+0.00287298j 2.82002e-05+0.0069136j -0.000828167+0.00609886j -0.00318102+0.000702666j 0.00398592-0.00357401j 0.000388734+0.00529187j 0.00774258-0.000344806j 0.00176526+0.00646405j -0.011168-0.00069962j -0.00756002-0.00908122j 0.00454978-0.0121358j -0.0107035+0.0035732j -0.00881684-0.00528327j 6.50115e-05+0.00983609j -0.00811034+0.00400487j -0.00908614-0.00322735j 0.000113189-0.00839109j 0.00815091+0.00410995j -0.003933+0.0081585j 0.00151316-0.00267239j -0.00256803-0.00144511j 
-0.00207918-0.00447063j 0.00436512-0.00184131j 0.00367787+0.00272695j 0.00267206-0.0038505j -0.00133562+0.00145912j -0.00056574-0.00269254j 0.00369049-0.000473353j -0.000734171+0.00280892j 0.00145572+0.000623369j -0.000485541+0.000390976j -0.00219367+0.00141593j -0.000605629-0.00215642j 0.00188731+0.000605456j 0.00241832+0.00191501j -8.77946e-05-6.85892e-05j 0.00100121-0.00334727j -0.00170607+0.000537169j -0.000861051-0.00111589j -0.000908358-0.000893316j 0.000391991+0.000210739j 0.00326955-0.00356948j 3.17229e-05+0.00039834j 0.0013089-0.000874554j -0.00359006+0.000684951j 0.0010854+0.0012108j -0.000561459-0.00344082j -0.00225698-0.000157854j 0.00166956+0.000585198j 0.00475471+0.000888131j -0.00140828-0.000316902j -0.00130807+0.00165735j -0.00121235-0.000863931j -0.000986452-0.00370162j 0.00160205-0.00031186j -0.000453729+0.00142673j 0.00357545-0.00135491j -0.00167064+0.0012294j -0.00047885+0.00176386j -6.57531e-05+0.00497951j -0.000862699+0.000194791j -0.00126577-0.00125109j -0.00260067-0.00216194j -0.000781049-0.00319382j 0.000221578-0.00145j -0.00117325+0.00131421j 0.000790777-0.00222544j -0.000346172+0.00161995j -0.0014497-1.93585e-05j 0.00180893+0.00182488j -0.00325877-0.000138351j -0.00409522+0.00173835j 0.00033107-0.00274655j 0.00224551+0.000444841j 0.00315227+0.00199022j 0.000334497+0.0013389j -0.00046777+0.000905341j -0.00117953-0.00170263j -0.00197515-0.000181735j 0.000285966+0.00119229j -8.18727e-05+0.000569174j 0.00151584+0.000869806j -0.000846977-0.00135465j -0.000347714-0.000668077j 0.000773154-0.00246536j 0.00059585-0.0015507j -0.000182277+0.000645444j -0.00066303-0.00138191j -0.00162604-0.00169383j 0.00124854-0.00130305j -0.000283566+5.31487e-05j 0.00099994+0.000916758j -0.000689027+0.00202915j -0.0020238-0.00104442j -0.00196903-0.00382191j 0.00354641-0.00182841j -0.00225573-0.00663148j -0.00678787+0.00240611j 
-0.00486765+0.00192272j -0.00186684-0.00499973j 0.00162414-0.00332161j -0.00340299-0.0016986j -0.00060581+0.000497374j -0.00095912+0.000260247j -0.00103767-0.000816506j 0.00117996-0.000289958j 0.000467575-0.000708964j -0.000194172+0.000451189j 0.000944242+0.000309431j 0.00032151+0.000162634j -0.00057418-0.000331636j 0.000600291-0.000275299j -0.000463905+0.000366804j -0.000738223+0.000794433j 0.000296473+0.00127555j 0.00066269+0.000669745j -5.07164e-05+0.000454727j 0.000410161+0.000260653j -0.00235289-0.000474845j 0.000163411-2.45786e-06j -0.000502265-0.000454244j 0.000585891+0.00147015j 0.000830442-0.000781972j -0.00151435+0.000857281j -0.000386192+0.000164639j -0.000179006-0.00109169j -0.000314759-0.00226712j 0.000857296+0.000333736j 0.000911506+0.000650222j 0.000247407+0.0019619j -0.00121533+0.000853865j -0.000896789-0.000670026j 0.000830705+0.000468831j -0.00117825-0.0011408j 0.000552111-0.000160236j 0.000504752-0.000142153j 0.00147303-0.000491902j 0.000357873-4.77488e-05j -0.000367773+0.000296664j -0.000530356+0.00129676j -0.00150671+0.00111843j -0.00123653+0.000102505j 0.00163638-0.000371996j -0.00104703-0.00113946j 0.00131879-0.000144633j -0.000240526+0.000807106j 0.00122279-0.0013843j 0.0011902+0.00131689j 0.00142463+0.000175143j -0.00120123+0.000371905j -0.000274066-0.00138991j 0.000282741-0.00168026j 0.000429703-0.000407657j -0.000170159-0.000163935j 7.61526e-05+0.000477789j 0.00065617+0.00107016j -0.000333826-0.000305682j -0.000171856-0.000290822j 0.000205876-0.00028192j -0.00103148+0.00037689j 7.4027e-05+0.000619894j -0.000408146+0.00065327j 0.000846601+0.000245159j -0.000557076+0.000703906j -0.000232888-0.00028404j 0.000222999+0.00124529j -0.0017537+0.000302449j -0.000392507+0.00101857j 0.000345458-0.00106771j 0.00108907+0.00154309j -0.00106557+0.00103518j 9.07355e-05+0.00359032j -0.00343374+8.00396e-05j -0.00318872+0.00474413j 0.00477818+0.00311345j 
0.00513776+0.00596851j -0.00611253+0.00447349j -0.0042857-0.00548292j -0.0051764+0.00442132j -0.000794071-0.00180235j -0.001606+0.00252149j -0.00350167-0.00506552j 0.00790532-0.00296003j -0.00152684-0.0037748j 0.000892304-5.51729e-05j 0.00184758-0.00345271j 0.000716062-0.00069376j -0.00180711-0.00274563j -0.00274693-0.00233613j -0.002414+0.00012423j -0.00116897+0.00378023j 0.00501754-0.000587223j 0.000740937+0.000820176j 0.00205241+0.00246287j -0.00183564+2.02511e-05j -0.00196604+0.00164662j 0.00505048+0.00168618j -0.0011924+0.00098512j 0.00499847-0.00120296j -0.00299708-0.000669294j 0.000767426+0.00364867j 0.00213278+0.00139777j -0.00293233-0.0020713j -0.00479756-0.000421493j 0.00183733-0.00242607j 0.00100506-0.00224062j 0.000687473+0.0019559j 0.00330977+0.00442502j -0.00106751+0.00220206j 0.00087922-0.00165134j -0.00314246+0.004463j 0.000203542-0.000549375j 2.21042e-05-0.00319351j -0.00130691-0.00699388j 0.000143753+0.000404281j 0.0013593+0.000706853j 0.0021076+0.000262753j -0.00126834+0.00349104j 0.00102941+0.00214308j 0.00117737-0.00259626j -0.00185205+0.00372701j -0.000984737-0.00166871j -0.000201275-0.0011388j -0.00286536+0.0010339j 0.0033677-0.00124724j 0.00191847-0.000598797j -0.000152002+0.00241788j -0.00244435+0.00047679j -0.00361964-2.01535e-05j -0.000789685-0.00141025j -0.00200492+0.000939724j 0.00373821+0.00141346j -2.51234e-05-0.001207j 0.00111644-0.00377873j 0.00164963-0.000706745j -0.00169454-0.00179752j 0.00125475+0.00174026j -0.000107967-0.000940465j -0.0019433+0.000540116j 0.00104587+0.00212021j -0.00133044-0.00106349j 0.0013653-0.00148914j 0.00152796-0.000365245j 0.00043905+0.00182104j 0.00173248+0.0010576j -0.00194976+0.0020414j -0.00208942+0.000103146j 0.000919474-0.000242544j -0.00188946+0.00139521j -0.00087822-0.00224158j 0.00148812-0.00101312j -0.00113746-0.0019607j 
0.00652106-0.00011579j 0.000346726+0.00684762j 0.000637676+0.00495566j 0.00449628-0.000574381j 0.00469472-0.00218027j 0.00309628+0.000921744j 0.00557872+0.00322931j -0.00453861+0.00774477j 0.00282765+0.00175502j 0.000395131+0.00136828j 0.000814199-0.000989016j 0.00481339-0.00176053j 0.00675966+0.00549595j 0.00307861+0.000182858j 0.003364-0.00340228j -0.000380144-0.00388404j -0.00126625+0.000316353j -0.00321723-0.00157331j -0.00285585-0.00108189j -0.00152052-0.000981014j 0.0056542-0.00575041j -0.0006049+0.00402028j 0.00308543-0.000275548j -0.00334962+0.00203061j -0.00119158-0.000199063j 0.000347502-0.00536065j -0.000118518+0.00308786j 0.00125901+0.00140504j 0.00335632+0.00291665j -0.00080905-0.000108837j -0.000879841+0.000945678j -0.00396523-0.00663091j -0.00085405-0.00386316j 0.00214651+0.000514031j 0.00169025+0.00142841j 0.00442147-0.000135409j 0.000496338+0.00194761j 0.000339485+0.00105538j 1.50278e-06+0.00286228j -0.00211337-0.00107935j -0.00248849-0.00111494j -0.0023313-0.000929926j -0.00150746-0.00833363j 0.00208032-0.00228404j -0.00246166+0.00172397j 0.0026661-0.000859902j -0.00228787+0.00317874j -0.00139349-0.00183145j -0.00252195+0.00616154j -0.00589142-0.000113196j -0.00406579+0.00323488j 0.00127525-0.00163962j 0.000508131+5.61754e-05j 0.0029032-0.000838246j -0.000797435-0.00156269j -0.00134943+0.000413899j -0.00139476-4.26773e-06j -0.00139814-0.000111669j 0.00573896+8.77643e-05j 0.00192482+0.00154805j 0.00223992-0.00268284j -0.00139197+0.000559555j -0.00232033+0.000950035j -0.0040813-0.00112018j -0.00178965+0.00132009j -9.78481e-05-0.00304989j 0.00181374+0.00313755j -0.000871913+0.000826026j -0.00499454-0.00123441j 0.00205665+0.00132942j -0.000348814+0.0026452j 0.000980139-0.00245007j 0.00178229+0.00281214j -0.00140992-0.00150301j 0.00189342-0.000558334j 0.000207403-0.00444194j -0.00431106+0.000103312j 
-0.00893337-0.00500982j 0.00488245-0.00833207j 0.00604879+0.0067295j 0.00643767-0.00645443j -0.00117786+0.00587112j -0.00251658-0.00259489j 0.000805284+0.00140711j -0.00466596-0.000752908j 0.000579288+0.0025494j -0.00133427-0.00106035j -0.00302333+0.00477765j -0.00449748+0.00252616j -0.00305775-0.00181674j 0.000798666+0.00231498j -0.000239177+0.00223785j -0.00138379-0.00196265j -0.00366297+0.000755587j 0.000213111-0.00186419j 9.7885e-05-0.000647008j 0.000822423-0.000576356j -0.00103872-0.000580896j -0.00463487-0.00376396j -0.000615965-0.00196262j -0.00330222+0.000341885j 0.00430149+0.00126416j -0.00261092+0.000412089j -0.00312013-0.00242798j 0.00245529+0.0010157j 0.00340335-0.00336032j -0.000555651+0.00330817j 0.00203275+0.00143536j 0.00194302+0.00313045j -0.00599468+0.0017335j -0.000331053-0.00318553j 0.000218514+0.000782368j -0.00227832-0.00592784j -0.000122025+0.000170924j -0.00035727+0.00272864j 0.00350032+0.00429561j 0.000670792+0.00111619j 0.000333389+0.000719543j -0.000597912+0.00134161j -0.000947095+0.00171993j -0.00343404+3.84668e-05j -0.000509258+0.00200219j -0.00097024-0.00374052j 0.0026833-0.00072429j 0.000900322+0.00214451j 0.00351045-0.00618416j 0.00082078+0.00355127j 0.00405745+0.00178535j -0.00490469-0.000870164j 0.000256945-0.00125346j 0.000407996-0.0039051j 0.00228089+0.000613963j 0.00358999+0.000103578j -0.00404518+0.00271348j -0.00092371+0.00138446j -0.000611879+0.00251026j -0.000321554+0.000592864j 0.000610918-0.00235303j -0.00113331+9.22939e-05j -0.000532784-0.000848616j -0.00262883+0.0012127j -0.00252406-0.000564694j -0.00169951+0.00112306j -0.00190968+0.00194162j 0.000331643-0.00219626j 0.00138097-0.00027647j 0.00497245+0.000360409j 0.000617389+0.00360149j 0.00192746-0.00158422j 0.00144968+0.00175221j 0.00630784+0.00301522j -0.00309681+0.00689941j 0.00495958+0.00639907j 0.00616695-0.00443183j 
-0.00393926+0.000445028j -0.000527175-0.00363287j 0.000380378+0.00701809j 0.0068064-0.000446857j 0.000251543+0.00488096j -0.00466365+0.00101818j -0.00243839-0.00318682j 0.000600099-0.00151997j 0.00286764+0.00210231j -0.00102679+0.00378017j 0.000894082+0.00155169j -0.000906689+0.00119691j -0.00127284-0.00123432j -0.000412105+0.00245413j -0.0012603+0.00238205j 0.00129343-0.000573416j 0.000224855+0.00287667j 0.00178954+0.00108205j 0.00178154+0.00475093j 0.00608998-0.00383925j 0.00332462-0.00175199j 0.00154033+0.00307046j -0.000366684+0.00368398j 0.0033645+0.00129218j -0.00074432-0.00199005j -0.00221823-0.00296395j -0.00313376+0.00154254j 0.00158658+0.00196592j -0.000104152-0.00145147j 0.00103319-0.00124034j 0.00106987-0.000287548j 0.00184842-0.00104105j -0.000445071+0.00323747j -0.0019931+0.00157769j -9.41565e-05+0.00177409j -0.00128919-0.000529897j -0.0022581+0.000976188j -0.0011241-0.000823917j 0.00584118-0.00252513j -0.000678339-0.00011656j -0.000311374+8.65862e-05j -0.00169646+0.0019683j 0.000179051+0.00105041j 0.000625348+0.0040098j -0.00101361-0.00177034j -0.00309332+8.37187e-05j -0.00348406-0.00402605j -0.00121925+0.000667455j -0.00524831-0.002819j -0.00076153-0.000382393j -0.00128309-0.000400055j -0.00267113-6.56192e-05j -0.00343296-0.00204342j -0.00303501+0.00119851j -0.000273093+0.000663953j 0.00279338+0.0016041j -0.00244152+0.00241072j 0.00186013-0.00270634j 0.00305846+0.00148765j -0.00178599+0.00303214j -1.16736e-05-0.00159484j -0.0023027+0.000539798j -0.000405436+0.00196226j -0.00187721-0.00236808j -0.00269725-0.000434366j -0.000721283-0.00139233j 0.00011555+0.000903799j 0.0009955-0.00116636j -0.000811557+0.00338674j 0.00558866+0.00285944j -0.00112181+0.00621376j -0.00282598-0.00092708j 0.00124506-0.000897179j 0.000616421+0.00365292j -0.00356901+0.00116134j 0.00516635+0.00146139j 0.00137363-0.00494417j 
-0.000885224-0.0016704j 0.0017772-0.000773487j 0.00139391+0.000811385j 0.000536996-0.00127281j -0.00139029-0.00279815j 0.00449805-0.00250964j 0.00135988+0.00413632j -0.00258832+0.000391605j 0.000400162-0.000349791j 0.000136391+0.00108438j 0.000884909+0.000180435j 0.00177405-4.444e-05j 0.000495283+0.00103001j 0.000465804+0.00147258j 7.42507e-06-0.00016507j 0.000960781-5.62493e-05j 0.00104617-0.000820764j -0.00257322+0.00150872j 0.00120445+0.00244017j 0.00129218+0.00217144j -0.00161865-0.000638765j -0.00280209+0.00125986j -0.00103756+0.00115955j -0.000264702+0.00175396j 5.61507e-06-0.000369998j -0.000455073-0.00052253j -0.000696264+0.00101718j 0.000885637-0.000720395j 0.000882186-0.00224731j 0.000821676+0.000233243j -0.000933696+0.0015193j -0.00306937-0.000916666j -0.00205276+0.000472465j 0.00046476-0.000173295j -8.60356e-06-0.000102331j 0.000678325-0.0011525j -5.63689e-05-0.0015023j 0.00020966+0.000663728j 0.00280368+0.00183687j 0.00105895+0.000327274j 0.000712583+0.000946057j -0.00102762+0.00120986j -0.00113442-0.00198379j -0.000474707-0.00101563j 0.00129677+0.000923598j 0.00014964-0.00223279j 0.000951185+0.00142793j -0.0010258-0.000202683j 0.0011687-0.000836068j -0.00219329+0.00173169j 0.000168909+0.00061485j 0.000789158-0.000947447j -0.000255547-0.00014597j 0.000154028-0.000111543j -0.000587998+0.000155224j 0.0016944+0.000772484j -0.000449334-0.000740221j 0.000907251+0.0019197j -0.000661542-0.0010673j 0.000169916+0.000466585j -0.000658577+0.000787114j -0.00114699+0.000762396j -0.00113852+0.00194427j -0.00142255+0.00185984j 0.000340223+0.000300368j 0.000975304-6.02488e-05j 0.00063309+0.00208194j -0.000705088+0.0021867j -0.00386602+0.000221219j 0.00200136-0.000369458j 0.000376215+0.000618542j 0.00314751-0.00321379j 0.00402132+0.00347429j 0.00197439+0.000520885j 0.000132949+0.00230461j 0.00111834+0.00288847j 0.00297866-0.000985881j 
0.00176469-0.00454257j 0.00489956+0.0020484j 0.00307316+0.00906315j 0.00784821-0.00267745j 0.00307664-0.00124455j 0.00465975-0.00248427j 0.00793009+0.00798701j -0.00941489+0.00858677j -0.000412533+0.00337236j -0.00348882-0.00397222j -0.00182797+0.00344928j 0.00126244-0.00391498j 0.00779315+0.000654754j 0.00404938-0.00156728j 0.00288277-0.00325646j -0.00446661+0.00224124j -0.00530845+0.000327248j -0.00495944-0.00359482j -0.00622249-0.000608087j -0.00755929+0.00885233j -0.00143171-0.00441854j -0.0101868+0.00597801j -0.00313686-0.00318013j -0.0070161+0.00531257j 0.00646432+0.00123254j -0.00037893-0.0040535j -0.00376737-0.00153955j 0.00238434-0.00227873j 0.00288406-0.00400934j 0.00389355+0.0069383j -0.000553423+0.000354541j -0.00676446-0.00457468j -0.0080955-0.000907103j 0.00203541-0.00614702j -0.000369536-0.00135801j -0.00309557-0.0060034j 0.000505937-0.00193071j 0.00198114+0.00299926j 0.00302801+0.00966857j 0.000346047-0.000604922j -0.000561079+0.00178878j -0.00281676+0.000432659j -0.00520786-0.00443405j -0.00372585-0.00401919j 0.000103773+0.00497343j 0.00257182-0.00738155j 0.00530969+0.00104863j 0.000706577-0.000658725j 0.00492761-0.00254457j -0.000934859+0.00486294j 0.00713792+0.00246039j -2.41807e-05+0.00203286j 0.00137001-0.000116826j -0.00038905-0.0100471j -0.000181569-0.00359543j -0.00113465-0.00240977j -0.00382868+0.00273851j 0.00181531+0.00522468j 0.0023268+0.00142551j 0.00276363-0.00398789j 0.000251624-0.00470023j -0.00223197+0.0015556j -0.00752715+0.00171341j -0.00554595+0.0067243j 0.00123938+0.00341874j 0.000417942+0.0012229j 0.00475206+0.00614951j -0.00515474+0.000262435j -0.0104327-0.00515096j 0.00832939-0.000663114j 0.00476698+0.00765839j 0.00585483-0.000370745j 0.0036686+0.0110042j 0.00856483+0.000477507j 0.00126561+0.0103798j 0.00744121+0.00601347j 0.00617462-0.00700745j 
